Orthogroup	XENTR	CAPO3
OG0003860	XENTR19064, XENTR06357	CAPO303899
OG0003861	XENTR12844	CAPO302754
OG0003863	XENTR10491, XENTR10490, XENTR02221, XENTR02222	CAPO300200
OG0003864	XENTR11994	CAPO300087
OG0003865	XENTR08410, XENTR08547	CAPO304904
OG0003866	XENTR06311	CAPO302683
OG0003867	XENTR02863	CAPO301767
OG0003868	XENTR14790, XENTR09159, XENTR09158	CAPO306848
OG0003869	XENTR16798	CAPO307094
OG0003870	XENTR11422	CAPO305132
OG0003872	XENTR00808	CAPO300319
OG0003873	XENTR00180	CAPO305775
OG0003875	XENTR04436	CAPO303382
OG0003876	XENTR17136	CAPO307728
OG0003878	XENTR02554	CAPO308329
OG0003881	XENTR04081	CAPO303685
OG0003886	XENTR01682	CAPO304109
OG0003887	XENTR11440	CAPO307036
OG0003888	XENTR15148	CAPO302764
OG0003890	XENTR06459, XENTR12480	CAPO304707
OG0003892	XENTR00762	CAPO307708
OG0003893	XENTR13880	CAPO300022
OG0003894	XENTR06779	CAPO302778
OG0003897	XENTR09637	CAPO303759
OG0003898	XENTR00281	CAPO307893, CAPO307749, CAPO306069
OG0003899	XENTR07459	CAPO300674
OG0003900	XENTR06624	CAPO301714
OG0003901	XENTR10660, XENTR18510	CAPO301256
OG0003903	XENTR11558	CAPO305736
OG0003904	XENTR08625, XENTR05314	CAPO305947
OG0003906	XENTR05038	CAPO301369
OG0003908	XENTR12199	CAPO301425
OG0003908	XENTR15544	CAPO308216
OG0003909	XENTR13589	CAPO301220
OG0003910	XENTR11171, XENTR07945	CAPO302786
OG0003911	XENTR02501	CAPO305312
OG0003912	XENTR18566, XENTR04975, XENTR07778	CAPO307896
OG0003913	XENTR15388	CAPO306587
OG0003914	XENTR02686	CAPO301224
OG0003915	XENTR02712, XENTR00701	CAPO304633
OG0003917	XENTR00420, XENTR10594	CAPO306797
OG0003920	XENTR12856	CAPO301554
OG0003921	XENTR04630	CAPO300430
OG0003922	XENTR08412	CAPO304241
OG0003924	XENTR13976	CAPO302790
OG0003925	XENTR05466	CAPO301662
OG0003927	XENTR06337, XENTR06338	CAPO304671
OG0003929	XENTR03727	CAPO303872
OG0003931	XENTR10403	CAPO304399
OG0003934	XENTR05679	CAPO301204
OG0003936	XENTR06644	CAPO302163
OG0003938	XENTR15244	CAPO305166
OG0003939	XENTR04150	CAPO303853
OG0003942	XENTR17940	CAPO300632
OG0003944	XENTR06236	CAPO300493
OG0003945	XENTR18416	CAPO300812
OG0003946	XENTR08261, XENTR12173	CAPO303843
OG0003947	XENTR08870, XENTR02239	CAPO306325
OG0003950	XENTR10159	CAPO307097
OG0003954	XENTR15739, XENTR07597	CAPO304758
OG0003955	XENTR03281	CAPO304097
OG0003959	XENTR14787, XENTR19068, XENTR16821	CAPO304028
OG0003961	XENTR09360	CAPO303890
OG0003965	XENTR12041	CAPO302867
OG0003966	XENTR12845	CAPO301181
OG0003969	XENTR09036	CAPO304197
OG0003971	XENTR16415	CAPO301852
OG0003972	XENTR02960	CAPO308018
OG0003973	XENTR02390, XENTR13883	CAPO307513
OG0003998	XENTR13053	CAPO305634
OG0003999	XENTR13639	CAPO306327
OG0004000	XENTR16850	CAPO302913
OG0004002	XENTR07505	CAPO305544
OG0004005	XENTR08022	CAPO302213
OG0004007	XENTR00335, XENTR12145	CAPO307105
OG0004009	XENTR12738, XENTR07565	CAPO305072
OG0004010	XENTR15365	CAPO303524
OG0004012	XENTR08974	CAPO308011
OG0004014	XENTR16545	CAPO303473
OG0004015	XENTR07793	CAPO305112
OG0004016	XENTR08559	CAPO303609
OG0004017	XENTR14676	CAPO308124
OG0004023	XENTR12549, XENTR09886	CAPO307204
OG0004027	XENTR05193, XENTR01694	CAPO301145
OG0004031	XENTR02095	CAPO306218
OG0004032	XENTR14175, XENTR14174, XENTR10565	CAPO300291
OG0004033	XENTR07511	CAPO304862
OG0004035	XENTR18213, XENTR18419	CAPO301995
OG0004037	XENTR08593	CAPO306482
OG0004038	XENTR14795	CAPO307927
OG0004041	XENTR00599	CAPO306646
OG0004042	XENTR16635	CAPO302696
OG0004044	XENTR01872	CAPO300275
OG0004047	XENTR09809	CAPO304083
OG0004048	XENTR08968, XENTR08876	CAPO304654
OG0004050	XENTR01327, XENTR01326	CAPO308116
OG0004053	XENTR05712, XENTR12155	CAPO301919
OG0004054	XENTR03843, XENTR02105	CAPO308277
OG0004056	XENTR16960	CAPO306031
OG0004058	XENTR15687	CAPO301904
OG0004059	XENTR02089	CAPO301877
OG0004063	XENTR04591	CAPO300628
OG0004064	XENTR04196	CAPO304453
OG0004065	XENTR13020	CAPO304029
OG0004067	XENTR14385	CAPO301812
OG0004068	XENTR08780	CAPO301030
OG0004069	XENTR09185, XENTR08526	CAPO307785
OG0004070	XENTR11830	CAPO302894
OG0004071	XENTR01305, XENTR15592, XENTR09667, XENTR09668	CAPO306388
OG0004072	XENTR02752	CAPO305194
OG0004075	XENTR00982	CAPO308024
OG0004076	XENTR13769	CAPO307967
OG0004079	XENTR01034	CAPO300687
OG0004080	XENTR04210, XENTR17702	CAPO305236
OG0004081	XENTR09630, XENTR16082	CAPO301069
OG0004082	XENTR03276	CAPO305460
OG0004083	XENTR09602	CAPO304047
OG0004084	XENTR03635	CAPO300193
OG0004085	XENTR02748	CAPO307782
OG0004090	XENTR05223	CAPO304280
OG0004091	XENTR04711	CAPO307795
OG0004092	XENTR15001, XENTR15101	CAPO301516
OG0004093	XENTR15684	CAPO303612
OG0004094	XENTR14516	CAPO306112
OG0004095	XENTR04765	CAPO302216
OG0004096	XENTR04695	CAPO306070
OG0004097	XENTR14379	CAPO300790
OG0004099	XENTR07018, XENTR03906	CAPO306437
OG0004100	XENTR15549, XENTR15547	CAPO306356
OG0004101	XENTR13964	CAPO303749, CAPO302702
OG0004103	XENTR02995, XENTR02996	CAPO306700
OG0004104	XENTR08622	CAPO303684
OG0004105	XENTR00235	CAPO308098
OG0004106	XENTR04092	CAPO303386
OG0004108	XENTR07571	CAPO307282
OG0004110	XENTR18262	CAPO300855
OG0004112	XENTR18035	CAPO304610
OG0004113	XENTR11125	CAPO305835
OG0004114	XENTR11643	CAPO301854
OG0004115	XENTR10408	CAPO306386
OG0004116	XENTR06030	CAPO303186
OG0004118	XENTR00736	CAPO306139
OG0004119	XENTR07270	CAPO303741
OG0004120	XENTR09438	CAPO303757
OG0004123	XENTR18443, XENTR02606	CAPO304624
OG0004124	XENTR02997, XENTR06594	CAPO302738
OG0004125	XENTR09786	CAPO304359
OG0004127	XENTR09339	CAPO306895
OG0004131	XENTR00865	CAPO301925
OG0004133	XENTR08580, XENTR08835	CAPO305598
OG0004134	XENTR10228	CAPO304433
OG0004136	XENTR14548	CAPO307338
OG0004140	XENTR05945	CAPO307995
OG0004142	XENTR15552	CAPO300440
OG0004144	XENTR10488, XENTR16335	CAPO302917
OG0004148	XENTR06933	CAPO301152
OG0004150	XENTR03403	CAPO303497
OG0004151	XENTR00487	CAPO307015
OG0004153	XENTR02143	CAPO305022
OG0004154	XENTR06055	CAPO308154
OG0004156	XENTR00751, XENTR10996	CAPO307556
OG0004158	XENTR18490	CAPO302219
OG0004160	XENTR00315	CAPO302118
OG0004164	XENTR07551, XENTR07533	CAPO306879
OG0004166	XENTR02693	CAPO300703
OG0004167	XENTR11620	CAPO305574
OG0004168	XENTR07704	CAPO303881
OG0004169	XENTR16574	CAPO302967
OG0004170	XENTR12679	CAPO305320
OG0004171	XENTR11673	CAPO305810
OG0004174	XENTR05736	CAPO303644
OG0004176	XENTR01051	CAPO304072
OG0004179	XENTR12520, XENTR09133	CAPO304392
OG0004181	XENTR05491	CAPO304353
OG0004182	XENTR11405	CAPO305817
OG0004183	XENTR10310	CAPO301817
OG0004184	XENTR07501	CAPO302251
OG0004186	XENTR14918, XENTR07489	CAPO307615
OG0004187	XENTR07777, XENTR12420, XENTR19105	CAPO301572
OG0004188	XENTR01635, XENTR09043	CAPO308209
OG0004198	XENTR05295	CAPO302636
OG0004215	XENTR11110	CAPO307025
OG0004216	XENTR16489	CAPO304745
OG0004217	XENTR12749	CAPO300553
OG0004219	XENTR05410	CAPO302642
OG0004222	XENTR03863	CAPO307934
OG0004223	XENTR11343	CAPO308310
OG0004226	XENTR12961	CAPO301388
OG0004227	XENTR09239	CAPO302252
OG0004228	XENTR12759, XENTR03636	CAPO303492
OG0004230	XENTR06029, XENTR18693	CAPO305821
OG0004231	XENTR07588	CAPO300312
OG0004232	XENTR14755	CAPO301443
OG0004235	XENTR07323	CAPO306795
OG0004236	XENTR09087	CAPO301760
OG0004237	XENTR03566	CAPO301645
OG0004239	XENTR02464	CAPO304082
OG0004240	XENTR14102	CAPO306948
OG0004241	XENTR07243	CAPO304693
OG0004243	XENTR02756	CAPO302349
OG0004245	XENTR13102	CAPO301120
OG0004246	XENTR10841	CAPO307710
OG0004247	XENTR05707	CAPO306324
OG0004248	XENTR02442	CAPO306807
OG0004249	XENTR14714	CAPO302316
OG0004250	XENTR13434	CAPO305518
OG0004252	XENTR01265	CAPO305536
OG0004254	XENTR02285	CAPO304883
OG0004257	XENTR00860	CAPO305171
OG0004258	XENTR15149	CAPO301342
OG0004259	XENTR05280	CAPO301048
OG0004261	XENTR17138	CAPO305950
OG0004263	XENTR18355	CAPO304844
OG0004269	XENTR08648	CAPO308233
OG0004270	XENTR15859	CAPO303791
OG0004271	XENTR02370	CAPO303178
OG0004272	XENTR04240	CAPO303743
OG0004273	XENTR07324	CAPO300380
OG0004278	XENTR18016, XENTR18015	CAPO303739
OG0004280	XENTR10748	CAPO302169
OG0004282	XENTR04076	CAPO306035
OG0004283	XENTR03463	CAPO301216
OG0004284	XENTR12171, XENTR15187	CAPO303039
OG0004285	XENTR08748	CAPO306621
OG0004286	XENTR03668	CAPO300246
OG0004287	XENTR14573, XENTR10948	CAPO305534
OG0004288	XENTR13701	CAPO302203
OG0004289	XENTR09034	CAPO307509
OG0004291	XENTR07498	CAPO306696
OG0004292	XENTR16091	CAPO301407
OG0004295	XENTR10638	CAPO300437
OG0004296	XENTR04332	CAPO307058
OG0004297	XENTR11758	CAPO306140
OG0004299	XENTR16510	CAPO307863
OG0004300	XENTR04840	CAPO308218
OG0004301	XENTR16663	CAPO305855
OG0004302	XENTR16178	CAPO307149
OG0004303	XENTR15590	CAPO306261
OG0004304	XENTR01480, XENTR00786	CAPO307407
OG0004305	XENTR13288	CAPO306704
OG0004307	XENTR09783	CAPO306787
OG0004308	XENTR00676	CAPO302385
OG0004309	XENTR16255, XENTR16256	CAPO304021
OG0004310	XENTR12153, XENTR08109	CAPO306903
OG0004312	XENTR06276	CAPO306752
OG0004314	XENTR03952, XENTR14943	CAPO301283
OG0004315	XENTR10505	CAPO307076
OG0004316	XENTR00291	CAPO300656
OG0004319	XENTR12729, XENTR16401	CAPO308294
OG0004321	XENTR09288	CAPO306639
OG0004322	XENTR02157	CAPO307895
OG0004323	XENTR11176	CAPO307483
OG0004324	XENTR13333	CAPO300240
OG0004328	XENTR02447	CAPO305261
OG0004330	XENTR09044	CAPO305393
OG0004331	XENTR06669	CAPO305384
OG0004333	XENTR05026	CAPO303439
OG0004335	XENTR13834	CAPO302791
OG0004337	XENTR18995	CAPO300958
OG0004338	XENTR09719	CAPO300828
OG0004344	XENTR10220	CAPO307152
OG0004345	XENTR06180	CAPO306847
OG0004347	XENTR14829, XENTR07124	CAPO307703
OG0004348	XENTR02314	CAPO306158
OG0004349	XENTR02391	CAPO308184
OG0004350	XENTR03571	CAPO300994
OG0004351	XENTR16067	CAPO307239
OG0004352	XENTR09638	CAPO300873
OG0004353	XENTR16070	CAPO306055, CAPO306087
OG0004354	XENTR04545	CAPO307581
OG0004355	XENTR07976, XENTR10102	CAPO303478
OG0004356	XENTR06247	CAPO300159
OG0004357	XENTR08914, XENTR01920	CAPO303880
OG0004358	XENTR11117	CAPO301323
OG0004359	XENTR06807	CAPO305703
OG0004360	XENTR12875	CAPO301752
OG0004361	XENTR01312	CAPO308302
OG0004363	XENTR04903	CAPO304580
OG0004364	XENTR11370	CAPO305213
OG0004365	XENTR12130	CAPO305948
OG0004368	XENTR03944, XENTR15526	CAPO306084
OG0004369	XENTR11040	CAPO305592
OG0004370	XENTR15518	CAPO302143
OG0004373	XENTR00323	CAPO308311
OG0004374	XENTR16529	CAPO306983
OG0004375	XENTR08120	CAPO305927
OG0004376	XENTR07129, XENTR04540	CAPO303203
OG0004377	XENTR06554	CAPO303614
OG0004378	XENTR04941	CAPO303140
OG0004379	XENTR12677	CAPO300162
OG0004380	XENTR19120	CAPO307847
OG0004381	XENTR18220	CAPO300684
OG0004382	XENTR05834	CAPO308307
OG0004383	XENTR10950, XENTR10949	CAPO301688
OG0004385	XENTR19282, XENTR07729	CAPO306534
OG0004388	XENTR07992	CAPO303742
OG0004389	XENTR00308	CAPO302416
OG0004390	XENTR09925	CAPO300046
OG0004391	XENTR05650, XENTR04998	CAPO305468
OG0004392	XENTR08920	CAPO303282
OG0004394	XENTR14178	CAPO305886
OG0004396	XENTR16480	CAPO300955
OG0004398	XENTR01613	CAPO307605
OG0004399	XENTR02783, XENTR01338	CAPO301536
OG0004400	XENTR04523, XENTR04524	CAPO304368, CAPO302395
OG0004401	XENTR00790	CAPO307684
OG0004405	XENTR01271	CAPO302866
OG0004406	XENTR12792, XENTR06682	CAPO305558
OG0004413	XENTR04845	CAPO301518
OG0004417	XENTR00369	CAPO302119
OG0004418	XENTR03415	CAPO305208
OG0004421	XENTR07029	CAPO303320
OG0004423	XENTR08365	CAPO306935
OG0004425	XENTR17641, XENTR12250	CAPO302090
OG0004426	XENTR09040	CAPO301784
OG0004426	XENTR14296	CAPO307715
OG0004433	XENTR05339, XENTR05340, XENTR12387, XENTR18900	CAPO304000
OG0004460	XENTR13298	CAPO307206
OG0004461	XENTR17329, XENTR02533	CAPO305355
OG0004462	XENTR02713	CAPO302893
OG0004465	XENTR03018	CAPO303487
OG0004467	XENTR10318, XENTR06318	CAPO307496
OG0004468	XENTR14274	CAPO307854
OG0004472	XENTR00749, XENTR00750	CAPO303803
OG0004474	XENTR12032	CAPO300829
OG0004476	XENTR00796	CAPO307856
OG0004479	XENTR07670	CAPO303963
OG0004481	XENTR01473	CAPO306702
OG0004483	XENTR17280	CAPO303122
OG0004484	XENTR11603	CAPO302152
OG0004488	XENTR17026	CAPO301849
OG0004489	XENTR16138	CAPO305447
OG0004492	XENTR07645, XENTR11376	CAPO307196
OG0004494	XENTR00973, XENTR00972	CAPO306570
OG0004495	XENTR04018	CAPO306359
OG0004496	XENTR12973	CAPO303733
OG0004497	XENTR14301	CAPO307202
OG0004498	XENTR10412	CAPO305224
OG0004500	XENTR10700, XENTR10699	CAPO301850
OG0004502	XENTR17400, XENTR17398, XENTR17399	CAPO301779
OG0004503	XENTR14221	CAPO300332
OG0004506	XENTR13727	CAPO305016
OG0004507	XENTR03425	CAPO301894
OG0004508	XENTR02525, XENTR02524	CAPO301654
OG0004509	XENTR03935	CAPO300500
OG0004511	XENTR00822, XENTR10201	CAPO303457
OG0004512	XENTR03832	CAPO302842
OG0004513	XENTR01189	CAPO303104
OG0004515	XENTR02016	CAPO305182
OG0004516	XENTR04054	CAPO306036, CAPO307859
OG0004517	XENTR13124	CAPO305332
OG0004518	XENTR07756	CAPO306412
OG0004519	XENTR11913	CAPO307914
OG0004520	XENTR09651	CAPO300090
OG0004523	XENTR18329	CAPO304989
OG0004525	XENTR09291	CAPO303518
OG0004527	XENTR00456	CAPO302077
OG0004529	XENTR05758	CAPO306628
OG0004530	XENTR14376, XENTR03964	CAPO304739
OG0004531	XENTR11135	CAPO302345, CAPO307115
OG0004532	XENTR11080	CAPO300005
OG0004533	XENTR11245, XENTR16773	CAPO306022
OG0004535	XENTR12654	CAPO307124
OG0004537	XENTR07746	CAPO306837
OG0004540	XENTR01878	CAPO307351
OG0004542	XENTR01276	CAPO306706
OG0004544	XENTR14557	CAPO306563
OG0004545	XENTR05802	CAPO307212
OG0004546	XENTR11757	CAPO306808
OG0004547	XENTR10791, XENTR06018	CAPO304852
OG0004548	XENTR11954	CAPO305113
OG0004551	XENTR13993	CAPO301498
OG0004552	XENTR18114	CAPO301361, CAPO306759
OG0004553	XENTR04020	CAPO302768
OG0004555	XENTR08168	CAPO301994
OG0004556	XENTR14968	CAPO305616
OG0004558	XENTR17229, XENTR19018	CAPO307355
OG0004559	XENTR09793	CAPO303756
OG0004561	XENTR09028	CAPO304794
OG0004563	XENTR04438	CAPO303030
OG0004564	XENTR08998	CAPO301873
OG0004565	XENTR07621	CAPO303409
OG0004569	XENTR00817	CAPO303601
OG0004572	XENTR09340	CAPO302719
OG0004573	XENTR04046	CAPO305859
OG0004574	XENTR07069, XENTR17501	CAPO300276
OG0004577	XENTR13602	CAPO307905
OG0004578	XENTR06163	CAPO307713
OG0004579	XENTR17330	CAPO308171
OG0004581	XENTR13391	CAPO305629
OG0004582	XENTR02772	CAPO304857
OG0004583	XENTR07476	CAPO301319
OG0004585	XENTR07684	CAPO307959
OG0004587	XENTR03565, XENTR03564	CAPO303576
OG0004588	XENTR01517	CAPO307046
OG0004590	XENTR04031	CAPO307910
OG0004592	XENTR17519	CAPO307767
OG0004593	XENTR09764	CAPO306311
OG0004595	XENTR06910	CAPO305901
OG0004596	XENTR16636	CAPO300672
OG0004599	XENTR02769, XENTR08531	CAPO306185
OG0004600	XENTR15611	CAPO306391
OG0004601	XENTR06793	CAPO300529
OG0004602	XENTR09792	CAPO307709
OG0004605	XENTR01842, XENTR01844	CAPO303013
OG0004609	XENTR16103	CAPO305274
OG0004610	XENTR12122	CAPO308217
OG0004611	XENTR13026	CAPO305879, CAPO305850
OG0004612	XENTR12441	CAPO307176
OG0004616	XENTR05385	CAPO302661, CAPO307774
OG0004619	XENTR06929	CAPO306976
OG0004621	XENTR11915	CAPO301592
OG0004626	XENTR07264	CAPO304074
OG0004627	XENTR06310	CAPO302578
OG0004628	XENTR06954, XENTR08395	CAPO300844
OG0004629	XENTR10455	CAPO300874
OG0004630	XENTR04232	CAPO300032
OG0004633	XENTR03277	CAPO306431
OG0004634	XENTR06011	CAPO306443
OG0004635	XENTR11060	CAPO305826
OG0004638	XENTR13657	CAPO300328
OG0004639	XENTR07750	CAPO304960
OG0004641	XENTR17163	CAPO301192
OG0004642	XENTR10151, XENTR16263	CAPO303810
OG0004643	XENTR01592	CAPO303111
OG0004644	XENTR05543, XENTR05542	CAPO308177
OG0004646	XENTR01464, XENTR14068	CAPO304987
OG0004648	XENTR13808	CAPO306796
OG0004649	XENTR04062, XENTR00829	CAPO308035
OG0004651	XENTR16137	CAPO307192
OG0004652	XENTR14172	CAPO307126
OG0004654	XENTR15245	CAPO304098
OG0004655	XENTR12684	CAPO300932
OG0004656	XENTR05154	CAPO306315
OG0004657	XENTR09633, XENTR18378	CAPO300965
OG0004658	XENTR00211	CAPO302853
OG0004659	XENTR13300	CAPO305571
OG0004663	XENTR07128	CAPO307060
OG0004664	XENTR08819	CAPO304024
OG0004668	XENTR05524	CAPO307032
OG0004669	XENTR17310	CAPO301719
OG0004670	XENTR01679	CAPO301141
OG0004671	XENTR10200	CAPO303199
OG0004672	XENTR03732	CAPO300788
OG0004673	XENTR01887, XENTR18837	CAPO305181
OG0004674	XENTR04721	CAPO301298
OG0004675	XENTR10690	CAPO300152
OG0004676	XENTR12097	CAPO305483
OG0004678	XENTR09245	CAPO306062
OG0004679	XENTR04023	CAPO307020
OG0004682	XENTR00011	CAPO302643
OG0004685	XENTR00826	CAPO300514
OG0004687	XENTR08376	CAPO300850
OG0004690	XENTR02109	CAPO302294
OG0004691	XENTR12526	CAPO301832
OG0004692	XENTR12793	CAPO306711
OG0004694	XENTR12216	CAPO302831
OG0004695	XENTR07984	CAPO304127
OG0004696	XENTR08933	CAPO303339
OG0004697	XENTR01024	CAPO308157
OG0004699	XENTR04958	CAPO305801
OG0004700	XENTR19117	CAPO305394
OG0004702	XENTR07319	CAPO306323
OG0004703	XENTR01132	CAPO302281
OG0004707	XENTR04912	CAPO302039
OG0004707	XENTR04913	CAPO307222
OG0004708	XENTR04042	CAPO302589
OG0004711	XENTR12598	CAPO307614
OG0004728	XENTR03737	CAPO306092
OG0004732	XENTR14688	CAPO307742, CAPO303065
OG0004733	XENTR03412	CAPO303723
OG0004738	XENTR15335	CAPO307391
OG0004739	XENTR07591	CAPO305372
OG0004740	XENTR02419	CAPO303587
OG0004743	XENTR05342	CAPO305537
OG0004744	XENTR16602	CAPO307377
OG0004747	XENTR08164	CAPO305266
OG0004749	XENTR02480	CAPO303738
OG0004752	XENTR05473	CAPO300189
OG0004753	XENTR03105	CAPO307970
OG0004755	XENTR18902	CAPO304664
OG0004756	XENTR17924	CAPO300650
OG0004757	XENTR06659	CAPO300079
OG0004758	XENTR10225	CAPO307791
OG0004759	XENTR08995	CAPO301731
OG0004761	XENTR08312	CAPO301372
OG0004763	XENTR14434	CAPO303189
OG0004764	XENTR00062	CAPO306665
OG0004765	XENTR10970	CAPO300145
OG0004766	XENTR17353	CAPO300107
OG0004767	XENTR03910	CAPO304258
OG0004768	XENTR06426	CAPO302814
OG0004769	XENTR15393	CAPO305909
OG0004770	XENTR08456	CAPO306549
OG0004774	XENTR12450, XENTR18887	CAPO302467
OG0004775	XENTR08212	CAPO308292
OG0004781	XENTR16628, XENTR16629	CAPO302855
OG0004784	XENTR00188, XENTR00189	CAPO300506
OG0004785	XENTR00119	CAPO301223
OG0004786	XENTR04209	CAPO306813
OG0004787	XENTR14690	CAPO300677
OG0004788	XENTR00794	CAPO303606
OG0004792	XENTR01195, XENTR16182	CAPO304121, CAPO301355
OG0004793	XENTR11318	CAPO303691
OG0004794	XENTR08033	CAPO302268
OG0004795	XENTR06349	CAPO306522
OG0004797	XENTR03068	CAPO308248
OG0004801	XENTR01848	CAPO301409
OG0004803	XENTR15467	CAPO304966
OG0004805	XENTR11662	CAPO301148
OG0004808	XENTR03219	CAPO300921
OG0004810	XENTR00753	CAPO307085
OG0004811	XENTR00465, XENTR00466	CAPO304670
OG0004812	XENTR07652	CAPO300913
OG0004813	XENTR13768	CAPO302301
OG0004814	XENTR15350	CAPO305193
OG0004815	XENTR00163	CAPO306099
OG0004817	XENTR05373	CAPO300646
OG0004819	XENTR18290	CAPO303489
OG0004820	XENTR09145	CAPO301474
OG0004822	XENTR08415	CAPO303272
OG0004823	XENTR07412	CAPO301131
OG0004825	XENTR14340	CAPO303625
OG0004826	XENTR16039, XENTR10756	CAPO302318
OG0004828	XENTR10119	CAPO300795
OG0004829	XENTR02670	CAPO306677
OG0004830	XENTR14067	CAPO304259, CAPO301109
OG0004831	XENTR12087, XENTR05901	CAPO302539
OG0004832	XENTR14740	CAPO300644
OG0004833	XENTR07540	CAPO307386, CAPO307385
OG0004835	XENTR08252, XENTR04057	CAPO307142
OG0004836	XENTR03675	CAPO300476
OG0004837	XENTR01234, XENTR02852	CAPO306341
OG0004838	XENTR04078	CAPO300483
OG0004840	XENTR15873	CAPO301303
OG0004841	XENTR07261	CAPO301073
OG0004842	XENTR03722	CAPO307208
OG0004843	XENTR00524	CAPO302296
OG0004844	XENTR13385	CAPO308225
OG0004845	XENTR10814	CAPO300244
OG0004846	XENTR01408	CAPO302634
OG0004849	XENTR04783	CAPO302897
OG0004851	XENTR10062	CAPO304052
OG0004852	XENTR16100	CAPO305241
OG0004853	XENTR17579	CAPO306818
OG0004854	XENTR05196	CAPO307677
OG0004855	XENTR01667	CAPO307136
OG0004856	XENTR01049, XENTR05246	CAPO307877
OG0004857	XENTR00534	CAPO301665
OG0004858	XENTR10303	CAPO306514
OG0004859	XENTR08619	CAPO305955
OG0004861	XENTR03061	CAPO300721
OG0004863	XENTR05424	CAPO300215
OG0004864	XENTR00771	CAPO306175
OG0004869	XENTR03761	CAPO301505
OG0004873	XENTR09787	CAPO305056
OG0004875	XENTR00005	CAPO305599
OG0004879	XENTR17744	CAPO304570
OG0004880	XENTR16782	CAPO307520
OG0004881	XENTR06242	CAPO301856
OG0004882	XENTR10221	CAPO307657
OG0004883	XENTR16679, XENTR00126	CAPO304269
OG0004884	XENTR03050	CAPO306875
OG0004886	XENTR02719	CAPO304598
OG0004887	XENTR16111	CAPO303252
OG0004889	XENTR06798	CAPO302860
OG0004892	XENTR14914, XENTR02200	CAPO308266
OG0004893	XENTR12758	CAPO305797
OG0004894	XENTR02329, XENTR04892, XENTR04992	CAPO308103
OG0004895	XENTR16712	CAPO301412
OG0004896	XENTR11036, XENTR11035	CAPO301146, CAPO308332
OG0004897	XENTR09725	CAPO300624
OG0004898	XENTR14341, XENTR18232	CAPO300846
OG0004899	XENTR14449	CAPO304701
OG0004900	XENTR14693	CAPO300509
OG0004901	XENTR12276, XENTR12275	CAPO301170
OG0004902	XENTR00620	CAPO305853
OG0004903	XENTR04968	CAPO304775
OG0004904	XENTR01812	CAPO304100
OG0004906	XENTR00992	CAPO303480
OG0004907	XENTR12667	CAPO307254
OG0004911	XENTR04772	CAPO305750
OG0004913	XENTR14597	CAPO306717
OG0004914	XENTR02587	CAPO301519
OG0004917	XENTR04073	CAPO303374
OG0004919	XENTR16803	CAPO308082
OG0004920	XENTR15712	CAPO302580
OG0004922	XENTR19289	CAPO306550
OG0004923	XENTR09440	CAPO307943
OG0004924	XENTR12207	CAPO304606
OG0004927	XENTR08515, XENTR12531	CAPO304855
OG0004928	XENTR15107	CAPO304691
OG0004929	XENTR10557	CAPO304111
OG0004932	XENTR18768	CAPO306081, CAPO305804
OG0004934	XENTR17872	CAPO305066
OG0004935	XENTR02108	CAPO302835
OG0004936	XENTR02426, XENTR12658	CAPO306298
OG0004938	XENTR12499	CAPO308159
OG0004940	XENTR06069	CAPO305630
OG0004943	XENTR10734, XENTR18718	CAPO306001
OG0004944	XENTR02835, XENTR10997	CAPO302056
OG0004946	XENTR07623	CAPO305515
OG0004948	XENTR12682, XENTR12681, XENTR10040	CAPO305331
OG0004949	XENTR10188	CAPO304026
OG0004950	XENTR16238	CAPO300642
OG0004952	XENTR06665	CAPO301776
OG0004953	XENTR16308	CAPO306623
OG0004954	XENTR12724	CAPO303229
OG0004958	XENTR15047	CAPO302197
OG0004960	XENTR09316	CAPO300258
OG0004961	XENTR17175	CAPO305777
OG0004962	XENTR03175	CAPO301438
OG0004963	XENTR04559	CAPO303805
OG0004964	XENTR18483	CAPO302916
OG0004968	XENTR10216	CAPO307145
OG0004969	XENTR13314	CAPO303678
OG0004970	XENTR14182	CAPO303748
OG0004971	XENTR06568	CAPO302327
OG0004972	XENTR01822, XENTR01821	CAPO304289
OG0004973	XENTR03262	CAPO305642
OG0004976	XENTR06433	CAPO304478
OG0004977	XENTR00140	CAPO304350
OG0004978	XENTR05928	CAPO308306
OG0004979	XENTR06280	CAPO303118
OG0004980	XENTR14445	CAPO300807
OG0004981	XENTR01741	CAPO306326
OG0004982	XENTR16425	CAPO301351
OG0004985	XENTR18934, XENTR04847	CAPO304816
OG0004987	XENTR04863, XENTR07563	CAPO306240
OG0004988	XENTR01176	CAPO305623
OG0004989	XENTR00401, XENTR00400	CAPO300323
OG0004990	XENTR11568	CAPO305712
OG0004991	XENTR07044	CAPO302271
OG0004993	XENTR11043, XENTR11042	CAPO302747
OG0004997	XENTR02015	CAPO300456
OG0004999	XENTR15223	CAPO302635
OG0005002	XENTR15372	CAPO305114
OG0005005	XENTR05608	CAPO303017
OG0005006	XENTR06909	CAPO301015
OG0005007	XENTR10611, XENTR10833	CAPO300658
OG0005009	XENTR16251	CAPO303190
OG0005010	XENTR07097, XENTR07098, XENTR07590	CAPO304378
OG0005013	XENTR02725	CAPO304066
OG0005014	XENTR00814	CAPO307825
OG0005015	XENTR12740, XENTR08898	CAPO300946
