Orthogroup	XENTR	ASTMX
OG0000074	XENTR10798, XENTR10797	ASTMX16165
OG0000074	XENTR14396	ASTMX12476
OG0000074	XENTR07269	ASTMX07079, ASTMX08304
OG0000075	XENTR02757, XENTR11353	ASTMX13833
OG0000075	XENTR12610	ASTMX15058
OG0000075	XENTR04178	ASTMX15193
OG0000075	XENTR06215	ASTMX04760
OG0000075	XENTR09250	ASTMX10641, ASTMX00718
OG0000075	XENTR14285	ASTMX12169
OG0000075	XENTR05936	ASTMX18152
OG0000075	XENTR04179	ASTMX16716
OG0000075	XENTR06216	ASTMX04759
OG0000075	XENTR01223	ASTMX01001, ASTMX08839
OG0000075	XENTR05975	ASTMX10263
OG0000075	XENTR10723	ASTMX12953
OG0000075	XENTR17547	ASTMX15785, ASTMX16080
OG0000075	XENTR16124	ASTMX14559, ASTMX03441
OG0000075	XENTR05986, XENTR05987	ASTMX07134
OG0000077	XENTR06888	ASTMX17041
OG0000077	XENTR17790	ASTMX09313
OG0000077	XENTR02687	ASTMX18035, ASTMX05112
OG0000077	XENTR10451	ASTMX03488, ASTMX12363
OG0000077	XENTR01904	ASTMX15936
OG0000077	XENTR08754	ASTMX07977, ASTMX12178
OG0000077	XENTR13403	ASTMX18081, ASTMX01594
OG0000077	XENTR07875	ASTMX07586, ASTMX09935
OG0000077	XENTR00642	ASTMX04186, ASTMX07562
OG0000077	XENTR04757	ASTMX09286
OG0000077	XENTR13588	ASTMX16324, ASTMX07654, ASTMX03210
OG0000078	XENTR16140	ASTMX08154, ASTMX03860
OG0000078	XENTR05046	ASTMX02053
OG0000078	XENTR08333	ASTMX00440
OG0000078	XENTR08953, XENTR08952	ASTMX00992, ASTMX08539
OG0000079	XENTR07112, XENTR07113, XENTR07163	ASTMX12040
OG0000079	XENTR03342	ASTMX21792, ASTMX05319
OG0000079	XENTR03648	ASTMX17878, ASTMX04709
OG0000079	XENTR08294	ASTMX21145
OG0000079	XENTR08293	ASTMX21146
OG0000079	XENTR03649	ASTMX03966, ASTMX14883
OG0000079	XENTR01194	ASTMX05046
OG0000079	XENTR15371	ASTMX02943
OG0000081	XENTR18129, XENTR18128, XENTR18130, XENTR17315, XENTR17314, XENTR18127, XENTR17316	ASTMX02774
OG0000081	XENTR05089	ASTMX05086
OG0000081	XENTR04318	ASTMX02861, ASTMX19704
OG0000081	XENTR10285	ASTMX14294
OG0000081	XENTR00627	ASTMX06157, ASTMX15416
OG0000082	XENTR16096	ASTMX06917
OG0000082	XENTR01624, XENTR01625	ASTMX17888
OG0000082	XENTR10144, XENTR10158, XENTR12929	ASTMX15920
OG0000082	XENTR10095	ASTMX10849, ASTMX11876
OG0000082	XENTR10628	ASTMX19980
OG0000083	XENTR04370	ASTMX03686, ASTMX11244
OG0000083	XENTR12084	ASTMX09107
OG0000083	XENTR05647	ASTMX14864
OG0000084	XENTR14395	ASTMX18467
OG0000084	XENTR14216, XENTR02688	ASTMX12487, ASTMX09980
OG0000084	XENTR03539	ASTMX22125, ASTMX15418
OG0000084	XENTR09724	ASTMX20810
OG0000084	XENTR08804, XENTR16312, XENTR13487	ASTMX08038
OG0000084	XENTR05567	ASTMX17409, ASTMX15441, ASTMX19583
OG0000084	XENTR06450	ASTMX06002
OG0000085	XENTR01729	ASTMX20784
OG0000085	XENTR03138	ASTMX14674
OG0000085	XENTR04052	ASTMX03461, ASTMX09889
OG0000085	XENTR12507	ASTMX09760
OG0000085	XENTR00852	ASTMX17475, ASTMX20829
OG0000085	XENTR15005	ASTMX19538
OG0000085	XENTR14407	ASTMX01137
OG0000085	XENTR15163	ASTMX09823
OG0000085	XENTR04222	ASTMX11049
OG0000085	XENTR00809	ASTMX21189
OG0000085	XENTR12508	ASTMX09759
OG0000085	XENTR04053	ASTMX09890
OG0000085	XENTR12352, XENTR12351	ASTMX08704, ASTMX02521
OG0000086	XENTR14579	ASTMX23077
OG0000087	XENTR17246	ASTMX06968
OG0000087	XENTR10385	ASTMX17718, ASTMX17717
OG0000087	XENTR06016	ASTMX06381
OG0000087	XENTR00988	ASTMX19474
OG0000087	XENTR18799	ASTMX17716
OG0000088	XENTR13149	ASTMX06621, ASTMX21370
OG0000088	XENTR04460	ASTMX21470, ASTMX22555
OG0000088	XENTR16769	ASTMX07254
OG0000088	XENTR11326	ASTMX06506, ASTMX20919
OG0000088	XENTR09069	ASTMX06028
OG0000088	XENTR10979, XENTR05948	ASTMX21971
OG0000089	XENTR04109	ASTMX03871
OG0000090	XENTR11768	ASTMX15822, ASTMX13800, ASTMX19765
OG0000090	XENTR06545	ASTMX12258
OG0000091	XENTR08624	ASTMX03395
OG0000093	XENTR11592	ASTMX01191
OG0000093	XENTR02843	ASTMX07190, ASTMX03079
OG0000093	XENTR08380	ASTMX18769
OG0000094	XENTR15752	ASTMX09275, ASTMX08870
OG0000094	XENTR10717	ASTMX14395
OG0000094	XENTR18065	ASTMX03425
OG0000094	XENTR15146	ASTMX08393
OG0000094	XENTR18157	ASTMX08391
OG0000094	XENTR09915	ASTMX08913, ASTMX02078
OG0000094	XENTR14788	ASTMX19974, ASTMX14525
OG0000094	XENTR17591	ASTMX20671
OG0000095	XENTR00743	ASTMX16621, ASTMX16620, ASTMX16622, ASTMX16619
OG0000095	XENTR06595	ASTMX08683
OG0000095	XENTR15088	ASTMX04161
OG0000095	XENTR09902, XENTR09903, XENTR09904	ASTMX08415
OG0000095	XENTR09412, XENTR09411, XENTR09413, XENTR09426	ASTMX12681, ASTMX17008
OG0000096	XENTR02028	ASTMX11824
OG0000096	XENTR07076	ASTMX12057
OG0000096	XENTR03113	ASTMX18217
OG0000096	XENTR02339	ASTMX13693
OG0000096	XENTR11518	ASTMX16094
OG0000096	XENTR01880	ASTMX15892
OG0000096	XENTR18613	ASTMX09859
OG0000096	XENTR18353	ASTMX00377
OG0000096	XENTR11491	ASTMX10196
OG0000096	XENTR07413	ASTMX13339
OG0000096	XENTR11633	ASTMX00337
OG0000096	XENTR16018	ASTMX19590
OG0000096	XENTR14119	ASTMX07352
OG0000096	XENTR17893	ASTMX10423
OG0000097	XENTR04701, XENTR00449, XENTR04699, XENTR04698	ASTMX17212, ASTMX17215, ASTMX17211
OG0000098	XENTR05433	ASTMX07347, ASTMX04481
OG0000098	XENTR18578	ASTMX14764
OG0000098	XENTR13786	ASTMX18980
OG0000098	XENTR13233	ASTMX20779, ASTMX21996
OG0000098	XENTR09318	ASTMX05127, ASTMX21313
OG0000098	XENTR06987	ASTMX18164
OG0000099	XENTR05643	ASTMX03763
OG0000099	XENTR00672	ASTMX18144, ASTMX01173
OG0000099	XENTR05782	ASTMX06084, ASTMX05845
OG0000099	XENTR15897, XENTR15898	ASTMX03961, ASTMX16578
OG0000099	XENTR08245	ASTMX08745, ASTMX06768
OG0000099	XENTR06050	ASTMX09878
OG0000099	XENTR16324	ASTMX19321, ASTMX05749
OG0000099	XENTR11719	ASTMX05771
OG0000099	XENTR12540	ASTMX19085, ASTMX03707
OG0000100	XENTR15660, XENTR12282	ASTMX20880
OG0000101	XENTR09885	ASTMX00206
OG0000101	XENTR05951	ASTMX00424
OG0000101	XENTR10545	ASTMX08413
OG0000101	XENTR05240	ASTMX14248
OG0000101	XENTR13420, XENTR13421, XENTR13418, XENTR13417, XENTR13424, XENTR13419, XENTR13422, XENTR13423	ASTMX12706, ASTMX02894
OG0000102	XENTR10759	ASTMX10991
OG0000102	XENTR05530	ASTMX16111
OG0000102	XENTR17165	ASTMX13696, ASTMX09775
OG0000102	XENTR06155	ASTMX13346
OG0000103	XENTR06370, XENTR18537, XENTR03858	ASTMX21446, ASTMX16835, ASTMX09444, ASTMX11660
OG0000103	XENTR09105, XENTR09107, XENTR09109, XENTR12407, XENTR12406	ASTMX22226, ASTMX10672, ASTMX15124
OG0000103	XENTR01493	ASTMX06401
OG0000103	XENTR09120	ASTMX11394
OG0000103	XENTR01361	ASTMX17816, ASTMX11412
OG0000103	XENTR05614	ASTMX14316
OG0000104	XENTR05699	ASTMX07046
OG0000104	XENTR11871	ASTMX03729
OG0000104	XENTR03188	ASTMX16255
OG0000104	XENTR10251	ASTMX01448
OG0000104	XENTR11872	ASTMX03728
OG0000104	XENTR05698	ASTMX07045
OG0000104	XENTR07142	ASTMX00149
OG0000104	XENTR02594	ASTMX00709
OG0000104	XENTR10789	ASTMX16073
OG0000104	XENTR04181	ASTMX16718
OG0000106	XENTR16525	ASTMX14703
OG0000106	XENTR07760	ASTMX18591
OG0000106	XENTR12551	ASTMX08015
OG0000106	XENTR07802	ASTMX03154
OG0000106	XENTR04047	ASTMX09347, ASTMX05865, ASTMX09621
OG0000106	XENTR14694	ASTMX04479
OG0000106	XENTR05297	ASTMX00462
OG0000108	XENTR11663, XENTR11664	ASTMX06170
OG0000108	XENTR06039	ASTMX09882
OG0000108	XENTR06931	ASTMX15990
OG0000108	XENTR12385	ASTMX22414, ASTMX14128
OG0000108	XENTR06227	ASTMX04779
OG0000110	XENTR04384	ASTMX08227, ASTMX03691
OG0000110	XENTR09458	ASTMX16247
OG0000111	XENTR01487	ASTMX13149
OG0000111	XENTR04814	ASTMX20227, ASTMX15405
OG0000111	XENTR07587	ASTMX16130, ASTMX21238
OG0000111	XENTR06674	ASTMX08100
OG0000111	XENTR09084	ASTMX17987
OG0000111	XENTR13395	ASTMX03191, ASTMX01125
OG0000111	XENTR18141	ASTMX06690
OG0000111	XENTR04629	ASTMX11733, ASTMX20650
OG0000111	XENTR12868	ASTMX07484, ASTMX16738
OG0000111	XENTR04110	ASTMX10939
OG0000111	XENTR04628, XENTR18140	ASTMX06691
OG0000113	XENTR00307	ASTMX19383, ASTMX05472
OG0000113	XENTR14045, XENTR14048, XENTR14046, XENTR14044, XENTR14047, XENTR14049, XENTR14052	ASTMX18644, ASTMX15787
OG0000113	XENTR14043	ASTMX14388, ASTMX14387, ASTMX14389, ASTMX14390
OG0000114	XENTR15267	ASTMX11493, ASTMX06799
OG0000114	XENTR18851	ASTMX01004, ASTMX05253
OG0000114	XENTR00272	ASTMX10478, ASTMX03182
OG0000114	XENTR08858	ASTMX06593, ASTMX08587
OG0000114	XENTR00845	ASTMX15325
OG0000114	XENTR00844	ASTMX13938, ASTMX21972
OG0000114	XENTR00843	ASTMX17058, ASTMX09459
OG0000114	XENTR01175	ASTMX10616
OG0000114	XENTR08055	ASTMX05249
OG0000115	XENTR10985	ASTMX08993, ASTMX16595
OG0000116	XENTR15162	ASTMX09821
OG0000116	XENTR12530	ASTMX01410
OG0000117	XENTR09867	ASTMX00401
OG0000119	XENTR05393	ASTMX04143, ASTMX08665
OG0000119	XENTR05242	ASTMX05337
OG0000119	XENTR06871	ASTMX21636
OG0000119	XENTR00115	ASTMX16721
OG0000119	XENTR07107	ASTMX15474
OG0000119	XENTR12433	ASTMX01803
OG0000119	XENTR15934, XENTR15933	ASTMX19905
OG0000119	XENTR01125	ASTMX00656
OG0000119	XENTR14071	ASTMX18233
OG0000120	XENTR17173	ASTMX22567
OG0000120	XENTR14772	ASTMX04437
OG0000120	XENTR05369	ASTMX12007
OG0000121	XENTR04902	ASTMX16272, ASTMX04663
OG0000121	XENTR18080	ASTMX01517
OG0000121	XENTR04864	ASTMX13884, ASTMX13883, ASTMX13882, ASTMX20607
OG0000122	XENTR06907	ASTMX10444, ASTMX20272
OG0000122	XENTR17281	ASTMX16361, ASTMX12761, ASTMX10832
OG0000122	XENTR14715	ASTMX16780, ASTMX11273
OG0000122	XENTR01730	ASTMX17092
OG0000122	XENTR03137	ASTMX18973, ASTMX14675
OG0000122	XENTR03802	ASTMX09421
OG0000123	XENTR09572	ASTMX19107
OG0000123	XENTR12457	ASTMX20866
OG0000123	XENTR17140	ASTMX07971, ASTMX04078
OG0000123	XENTR02182	ASTMX09979, ASTMX12484
OG0000123	XENTR06889	ASTMX17040
OG0000123	XENTR13577	ASTMX19775, ASTMX04718
OG0000123	XENTR10906	ASTMX14814, ASTMX00304
OG0000124	XENTR05926	ASTMX01149
OG0000124	XENTR10247	ASTMX16401
OG0000124	XENTR00962	ASTMX07748
OG0000124	XENTR09248	ASTMX06441
OG0000124	XENTR12958	ASTMX10817
OG0000124	XENTR01638	ASTMX14412
OG0000124	XENTR13084	ASTMX15641
OG0000124	XENTR11997	ASTMX13821, ASTMX22615, ASTMX05824
OG0000125	XENTR14097	ASTMX16041
OG0000125	XENTR01739	ASTMX22883, ASTMX19680, ASTMX19461
OG0000125	XENTR14091	ASTMX10452, ASTMX15866
OG0000125	XENTR08560	ASTMX05329
OG0000125	XENTR01738	ASTMX19681
OG0000125	XENTR14098	ASTMX13832
OG0000125	XENTR05425	ASTMX00267
OG0000125	XENTR08956	ASTMX07265
OG0000126	XENTR03459	ASTMX18095
OG0000126	XENTR13788	ASTMX08006
OG0000126	XENTR00416	ASTMX06040
OG0000126	XENTR02062	ASTMX08784
OG0000126	XENTR09023	ASTMX11157
OG0000126	XENTR14632	ASTMX06187
OG0000126	XENTR03466	ASTMX17244
OG0000126	XENTR05061	ASTMX07769
OG0000126	XENTR11942	ASTMX02408
OG0000126	XENTR13975	ASTMX15338
OG0000126	XENTR08532	ASTMX09155, ASTMX05148
OG0000127	XENTR02720	ASTMX09798
OG0000127	XENTR03441	ASTMX08785
OG0000127	XENTR09025	ASTMX11156
OG0000127	XENTR10923	ASTMX08750
OG0000127	XENTR12718	ASTMX00541, ASTMX00032
OG0000127	XENTR18212	ASTMX11418, ASTMX00918, ASTMX13409, ASTMX07588, ASTMX13478
OG0000127	XENTR03639	ASTMX10799
OG0000127	XENTR18292	ASTMX06687
OG0000127	XENTR04635, XENTR04636, XENTR18893	ASTMX15259
OG0000127	XENTR01486	ASTMX14863
OG0000127	XENTR04784	ASTMX19609
OG0000127	XENTR07585	ASTMX20319, ASTMX20860
OG0000128	XENTR08486, XENTR08487	ASTMX05854
OG0000128	XENTR04418	ASTMX15563, ASTMX07961
OG0000129	XENTR13439	ASTMX02483, ASTMX17929
OG0000129	XENTR09476	ASTMX17925, ASTMX02484, ASTMX13044, ASTMX17866
OG0000129	XENTR13435, XENTR13438, XENTR13437	ASTMX17928, ASTMX17927
OG0000129	XENTR00152	ASTMX11589
OG0000129	XENTR06673	ASTMX08939, ASTMX16539
OG0000129	XENTR11866, XENTR11868, XENTR11869	ASTMX16528
OG0000129	XENTR14278	ASTMX06087, ASTMX09196
OG0000129	XENTR11921, XENTR18992	ASTMX23025
OG0000129	XENTR15519	ASTMX05614
OG0000129	XENTR06232	ASTMX21317
OG0000130	XENTR04860	ASTMX19336
OG0000130	XENTR04495	ASTMX11087
OG0000130	XENTR07613	ASTMX06877, ASTMX03834
OG0000130	XENTR09287, XENTR09286	ASTMX07135
OG0000130	XENTR18945	ASTMX08389, ASTMX02101
OG0000130	XENTR09655	ASTMX18603
OG0000130	XENTR07979	ASTMX21728, ASTMX10754, ASTMX19065, ASTMX02114
OG0000130	XENTR07151	ASTMX12106
OG0000130	XENTR03234	ASTMX15566, ASTMX07963
OG0000130	XENTR02051	ASTMX11451, ASTMX00189, ASTMX19291
OG0000130	XENTR08843	ASTMX03032
OG0000130	XENTR10120	ASTMX11078, ASTMX12125
OG0000131	XENTR10944	ASTMX16327
OG0000131	XENTR15258, XENTR16765, XENTR18163, XENTR17692, XENTR17693, XENTR17694, XENTR15254	ASTMX22582, ASTMX21690, ASTMX18297, ASTMX10440
OG0000131	XENTR03272	ASTMX08766
OG0000132	XENTR17991, XENTR17911, XENTR17992, XENTR18068, XENTR18069, XENTR13502, XENTR19190, XENTR04255	ASTMX15628
OG0000132	XENTR04795	ASTMX09702
OG0000135	XENTR07014	ASTMX03653, ASTMX03652
OG0000136	XENTR15528	ASTMX10131
OG0000136	XENTR11845	ASTMX06597
OG0000137	XENTR10738	ASTMX17487, ASTMX09719
OG0000137	XENTR07993, XENTR07994	ASTMX10412
OG0000137	XENTR04900	ASTMX04665
OG0000137	XENTR11062	ASTMX08942
OG0000137	XENTR17418	ASTMX01570, ASTMX22671
OG0000137	XENTR10667	ASTMX08181
OG0000139	XENTR06324	ASTMX09356
OG0000140	XENTR17095	ASTMX10669
OG0000140	XENTR01606	ASTMX02615
OG0000140	XENTR07662	ASTMX22218
OG0000140	XENTR08332, XENTR14015, XENTR14016, XENTR07655	ASTMX02225
OG0000140	XENTR01360, XENTR07654	ASTMX01988
OG0000140	XENTR07659, XENTR16593, XENTR17086, XENTR14627, XENTR14631, XENTR14629, XENTR17001, XENTR18014, XENTR07667, XENTR14010, XENTR14008, XENTR07656	ASTMX02223
OG0000140	XENTR00385	ASTMX02591
OG0000140	XENTR18191	ASTMX03606
OG0000141	XENTR03452	ASTMX11092
OG0000141	XENTR09008	ASTMX15968, ASTMX13678
OG0000141	XENTR08297, XENTR02739	ASTMX12982
OG0000142	XENTR10224, XENTR10223	ASTMX02569
OG0000142	XENTR07681	ASTMX02645
OG0000142	XENTR15206	ASTMX18481
OG0000142	XENTR12932	ASTMX09137
OG0000142	XENTR16130	ASTMX21325
OG0000147	XENTR17574	ASTMX21303, ASTMX20789
OG0000147	XENTR03268	ASTMX03135, ASTMX08761
OG0000147	XENTR13018	ASTMX04795
OG0000147	XENTR12286	ASTMX22882, ASTMX19061
OG0000147	XENTR12287	ASTMX01265, ASTMX04843
OG0000147	XENTR01301	ASTMX02385
OG0000147	XENTR00602	ASTMX18633
OG0000147	XENTR15311	ASTMX08515
OG0000148	XENTR10464	ASTMX04782, ASTMX22552, ASTMX21928
OG0000148	XENTR17112	ASTMX17018, ASTMX10784
OG0000148	XENTR02369	ASTMX03086, ASTMX00635
OG0000148	XENTR07951	ASTMX13486
OG0000148	XENTR11222	ASTMX10783, ASTMX14989, ASTMX17279, ASTMX19925
OG0000148	XENTR06966	ASTMX14926
OG0000148	XENTR07952	ASTMX13485
OG0000148	XENTR02368	ASTMX03088, ASTMX00634
OG0000149	XENTR03422	ASTMX05992, ASTMX18326
OG0000149	XENTR03423	ASTMX03364
OG0000149	XENTR01442	ASTMX20911, ASTMX04900, ASTMX04902, ASTMX04899
OG0000149	XENTR00579	ASTMX10915
OG0000149	XENTR04855	ASTMX19335
OG0000151	XENTR06165	ASTMX15314
OG0000151	XENTR12078	ASTMX19154, ASTMX20904
OG0000151	XENTR11745	ASTMX08723, ASTMX20739, ASTMX18063
OG0000151	XENTR14804	ASTMX22005
OG0000151	XENTR06918	ASTMX16447, ASTMX16036
OG0000151	XENTR07090	ASTMX08859
OG0000151	XENTR00143, XENTR00142	ASTMX05398, ASTMX21907
OG0000151	XENTR06824	ASTMX21939, ASTMX10392, ASTMX08593, ASTMX17567
OG0000151	XENTR18335	ASTMX14340, ASTMX15073
OG0000153	XENTR04393	ASTMX05657
OG0000153	XENTR14583, XENTR14584	ASTMX15860
OG0000153	XENTR14230	ASTMX01844
OG0000154	XENTR12586	ASTMX08823
OG0000155	XENTR03823	ASTMX08087, ASTMX14831, ASTMX13520
OG0000155	XENTR18176	ASTMX13583
OG0000155	XENTR05745	ASTMX04195
OG0000157	XENTR09579	ASTMX15736
OG0000157	XENTR08086	ASTMX02435, ASTMX11937
OG0000157	XENTR09581, XENTR09580	ASTMX12482
OG0000157	XENTR05876	ASTMX02436
OG0000157	XENTR02559	ASTMX15837, ASTMX21399
OG0000157	XENTR00873	ASTMX15330
OG0000157	XENTR07056, XENTR07057	ASTMX08384
OG0000157	XENTR02846	ASTMX17465
OG0000157	XENTR02558	ASTMX21400
OG0000158	XENTR11952	ASTMX02401, ASTMX13165
OG0000158	XENTR09918	ASTMX11566, ASTMX06538
OG0000158	XENTR04676	ASTMX11564
OG0000158	XENTR04675	ASTMX11565
OG0000158	XENTR11953	ASTMX06542, ASTMX02399
OG0000158	XENTR17680	ASTMX06540
OG0000158	XENTR15601	ASTMX15812, ASTMX02400, ASTMX22944
OG0000158	XENTR17930	ASTMX06689
OG0000158	XENTR04115	ASTMX10940
OG0000158	XENTR04631	ASTMX15263, ASTMX11735
OG0000158	XENTR14207, XENTR14206, XENTR14205	ASTMX12179
OG0000159	XENTR09320, XENTR09321	ASTMX12753
OG0000159	XENTR09386	ASTMX03645, ASTMX21390
OG0000159	XENTR07751	ASTMX06913, ASTMX03301
OG0000160	XENTR02472	ASTMX15798
OG0000160	XENTR00861	ASTMX09985, ASTMX05059
OG0000160	XENTR00862	ASTMX09986, ASTMX05060
OG0000162	XENTR03804	ASTMX11059, ASTMX09399
OG0000162	XENTR01873	ASTMX11944, ASTMX16754
OG0000162	XENTR02753	ASTMX21340, ASTMX04491
OG0000163	XENTR03897	ASTMX10516, ASTMX20542
OG0000163	XENTR06574	ASTMX20448, ASTMX17429
OG0000163	XENTR17419	ASTMX22159
OG0000163	XENTR06573	ASTMX20447, ASTMX17430
OG0000163	XENTR03895	ASTMX19882, ASTMX01414
OG0000163	XENTR10844	ASTMX01467
OG0000163	XENTR07114	ASTMX20434
OG0000163	XENTR03341	ASTMX01900, ASTMX20308
OG0000164	XENTR17370	ASTMX14344, ASTMX03421
OG0000164	XENTR03117	ASTMX09012
OG0000164	XENTR11443	ASTMX09848, ASTMX19193
OG0000164	XENTR03405	ASTMX08617
OG0000164	XENTR11930	ASTMX02898
OG0000165	XENTR13043	ASTMX11488, ASTMX04091
OG0000165	XENTR16873, XENTR11658	ASTMX11803, ASTMX15906
OG0000165	XENTR00720	ASTMX01165
OG0000165	XENTR14265	ASTMX01103
OG0000165	XENTR04329	ASTMX06958
OG0000165	XENTR18883	ASTMX01736
OG0000165	XENTR08529	ASTMX21744
OG0000165	XENTR02768	ASTMX19262
OG0000165	XENTR13290, XENTR13289	ASTMX02865
OG0000165	XENTR02058	ASTMX12138
OG0000165	XENTR02059	ASTMX08781
OG0000165	XENTR19075	ASTMX06983, ASTMX14824
OG0000165	XENTR04395	ASTMX21351, ASTMX04334
OG0000165	XENTR09345	ASTMX09529
OG0000166	XENTR14691	ASTMX17222
OG0000166	XENTR00874, XENTR00875	ASTMX15335, ASTMX15334
OG0000166	XENTR00043	ASTMX17064
OG0000166	XENTR01855	ASTMX12331
OG0000167	XENTR16865	ASTMX06436
OG0000167	XENTR16863	ASTMX06435, ASTMX01762
OG0000167	XENTR18214	ASTMX06698
OG0000167	XENTR04642, XENTR04643	ASTMX15256, ASTMX16065
OG0000167	XENTR03633	ASTMX10803
OG0000167	XENTR12761	ASTMX11328
OG0000167	XENTR09151	ASTMX15230, ASTMX12913
OG0000167	XENTR05471	ASTMX04282
OG0000167	XENTR02446	ASTMX11778, ASTMX05313
OG0000167	XENTR12175	ASTMX17463
OG0000167	XENTR11177	ASTMX20835, ASTMX12921
OG0000168	XENTR09871	ASTMX00397
OG0000168	XENTR11542	ASTMX02932
OG0000168	XENTR17377	ASTMX22163
OG0000168	XENTR00071	ASTMX15962, ASTMX06474
OG0000168	XENTR05864	ASTMX02912, ASTMX16677
OG0000168	XENTR04725	ASTMX20444
OG0000168	XENTR00625	ASTMX05829
OG0000168	XENTR02065	ASTMX20795
OG0000169	XENTR07575	ASTMX02738
OG0000171	XENTR10513	ASTMX13384
OG0000171	XENTR07909	ASTMX18495
OG0000171	XENTR12901	ASTMX13035, ASTMX04406
OG0000171	XENTR11514	ASTMX02030
OG0000171	XENTR09537	ASTMX01513
OG0000171	XENTR13400, XENTR13399	ASTMX18079, ASTMX09651
OG0000172	XENTR05272	ASTMX00454
OG0000172	XENTR03780	ASTMX05345
OG0000172	XENTR04175, XENTR04174, XENTR04177	ASTMX05453, ASTMX00174, ASTMX12723, ASTMX12721, ASTMX12722
OG0000172	XENTR16551	ASTMX05451
OG0000172	XENTR06583	ASTMX07460
OG0000173	XENTR18567, XENTR18568	ASTMX16292, ASTMX05262
OG0000173	XENTR18313	ASTMX06798
OG0000173	XENTR17877	ASTMX16925, ASTMX20806
OG0000173	XENTR06255	ASTMX11171, ASTMX06509
OG0000173	XENTR06090	ASTMX18128
OG0000173	XENTR08570	ASTMX12773
OG0000173	XENTR13645	ASTMX16788, ASTMX16293
OG0000173	XENTR00648	ASTMX07537
OG0000173	XENTR00654	ASTMX04181
OG0000173	XENTR08279	ASTMX05259
OG0000173	XENTR17945	ASTMX01037, ASTMX05223
OG0000173	XENTR13599	ASTMX03643
OG0000173	XENTR05902	ASTMX09920
OG0000174	XENTR18562, XENTR12376	ASTMX14035
OG0000174	XENTR02208	ASTMX16326
OG0000174	XENTR05576	ASTMX03672, ASTMX18111
OG0000174	XENTR06550	ASTMX18749
OG0000174	XENTR10386	ASTMX17715
OG0000175	XENTR09335	ASTMX12743, ASTMX08029
OG0000175	XENTR04649	ASTMX21016, ASTMX15252
OG0000175	XENTR10033	ASTMX05265, ASTMX22048
OG0000176	XENTR05889, XENTR11057, XENTR18962, XENTR09701	ASTMX22956, ASTMX19639, ASTMX19638, ASTMX22378, ASTMX21429, ASTMX22656, ASTMX13751, ASTMX09377, ASTMX00301, ASTMX21766, ASTMX15539, ASTMX22036, ASTMX22112, ASTMX21924, ASTMX20858, ASTMX19779, ASTMX13749, ASTMX22612, ASTMX21428, ASTMX21837, ASTMX04502, ASTMX19631, ASTMX20237, ASTMX17906, ASTMX21374, ASTMX09896, ASTMX14991, ASTMX21185, ASTMX19062, ASTMX22288, ASTMX21946, ASTMX19778, ASTMX21828, ASTMX21878, ASTMX04076, ASTMX10393, ASTMX19780, ASTMX19777, ASTMX21074, ASTMX22187, ASTMX13753, ASTMX15951, ASTMX10146, ASTMX17674, ASTMX16288, ASTMX18827, ASTMX20863, ASTMX04068, ASTMX04067, ASTMX04069, ASTMX20914, ASTMX18375, ASTMX16937, ASTMX13750, ASTMX13752, ASTMX22231, ASTMX16929, ASTMX16930, ASTMX20786, ASTMX20787, ASTMX16920, ASTMX16645, ASTMX03601, ASTMX01940, ASTMX19142, ASTMX19148, ASTMX23038, ASTMX03202, ASTMX03200, ASTMX20714, ASTMX17724, ASTMX21764, ASTMX21507, ASTMX19881, ASTMX20119, ASTMX01849, ASTMX22058, ASTMX16426
OG0000179	XENTR01942	ASTMX14451
OG0000179	XENTR00560	ASTMX13630
OG0000179	XENTR12119	ASTMX02170
OG0000179	XENTR05649	ASTMX14866
OG0000179	XENTR05414	ASTMX00492
OG0000179	XENTR12627	ASTMX06209
OG0000180	XENTR01179	ASTMX05023
OG0000180	XENTR00269	ASTMX03181
OG0000180	XENTR14458	ASTMX11798
OG0000180	XENTR09734	ASTMX10163, ASTMX17205
OG0000180	XENTR04382	ASTMX17206
OG0000180	XENTR05909	ASTMX11819, ASTMX09327
OG0000181	XENTR06217	ASTMX04758
OG0000181	XENTR02755	ASTMX17806
OG0000181	XENTR06005	ASTMX02628, ASTMX03065
OG0000181	XENTR07239	ASTMX07281
OG0000181	XENTR03077	ASTMX11712, ASTMX06485
OG0000181	XENTR09033, XENTR12669	ASTMX09488
OG0000183	XENTR02086	ASTMX04432, ASTMX12508
OG0000183	XENTR13524	ASTMX19843
OG0000183	XENTR16217	ASTMX03936, ASTMX05623
OG0000183	XENTR02643	ASTMX12358, ASTMX03484
OG0000183	XENTR17355	ASTMX13317, ASTMX07857
OG0000183	XENTR02630	ASTMX16504
OG0000184	XENTR04682, XENTR04685, XENTR04684, XENTR04683, XENTR04680, XENTR04681, XENTR03930, XENTR04679, XENTR03929	ASTMX12437, ASTMX12438
OG0000185	XENTR06208	ASTMX11051, ASTMX13737
OG0000185	XENTR17890	ASTMX00167
OG0000185	XENTR03388	ASTMX03777, ASTMX11765
OG0000185	XENTR09757	ASTMX03539
OG0000185	XENTR04609	ASTMX09726, ASTMX15810
OG0000185	XENTR12734	ASTMX12894, ASTMX07504
OG0000188	XENTR00085	ASTMX16874
OG0000188	XENTR08613	ASTMX08644
OG0000188	XENTR02204	ASTMX17563, ASTMX09974
OG0000188	XENTR07576, XENTR05663	ASTMX22080
