Orthogroup	XENTR	AMPFI_ok
OG0000239	XENTR09596	AMPFI_07246, AMPFI_08248
OG0000239	XENTR06920, XENTR03351	AMPFI_20472
OG0000242	XENTR11501, XENTR00387, XENTR02580, XENTR18495, XENTR12685	AMPFI_10835, AMPFI_24613
OG0000242	XENTR19139, XENTR02853	AMPFI_05850
OG0000242	XENTR01304	AMPFI_21292, AMPFI_16757, AMPFI_04815
OG0000245	XENTR14120, XENTR18573, XENTR17216, XENTR17307, XENTR08599, XENTR10449, XENTR14505, XENTR07584, XENTR00128, XENTR05671, XENTR04790	AMPFI_02673
OG0000246	XENTR12561	AMPFI_20200
OG0000248	XENTR05728, XENTR06749, XENTR18294, XENTR06755, XENTR06750, XENTR06752	AMPFI_08134, AMPFI_21352
OG0000250	XENTR02680	AMPFI_07242
OG0000250	XENTR02681	AMPFI_16594
OG0000250	XENTR13730	AMPFI_05967
OG0000250	XENTR12693	AMPFI_18668, AMPFI_20205, AMPFI_19063
OG0000250	XENTR18990	AMPFI_12386
OG0000251	XENTR06246, XENTR18095	AMPFI_03175
OG0000254	XENTR08982	AMPFI_17070, AMPFI_10328, AMPFI_25765, AMPFI_13936, AMPFI_02461, AMPFI_04996, AMPFI_06856, AMPFI_08940, AMPFI_25279, AMPFI_07106, AMPFI_11871, AMPFI_11875, AMPFI_08939, AMPFI_18192, AMPFI_05057, AMPFI_10908, AMPFI_13058, AMPFI_13810, AMPFI_12294, AMPFI_18217, AMPFI_12072, AMPFI_05234, AMPFI_06769, AMPFI_08606, AMPFI_14827, AMPFI_06563, AMPFI_08090, AMPFI_05053, AMPFI_08807, AMPFI_02534, AMPFI_26025
OG0000254	XENTR19222	AMPFI_14440, AMPFI_05232, AMPFI_07228, AMPFI_00876, AMPFI_24330, AMPFI_13934, AMPFI_05236, AMPFI_14173
OG0000254	XENTR15012	AMPFI_12884
OG0000255	XENTR09255	AMPFI_21142
OG0000255	XENTR12056	AMPFI_03946, AMPFI_14685, AMPFI_21286, AMPFI_16948
OG0000256	XENTR18908	AMPFI_08473
OG0000256	XENTR00544, XENTR12133, XENTR13229	AMPFI_07025, AMPFI_16869
OG0000257	XENTR03052, XENTR13887	AMPFI_24622
OG0000258	XENTR04830, XENTR00764	AMPFI_11627
OG0000260	XENTR02375, XENTR07041	AMPFI_24181
OG0000260	XENTR02010	AMPFI_02009, AMPFI_19737
OG0000263	XENTR08076	AMPFI_00438, AMPFI_09186, AMPFI_21947, AMPFI_07367, AMPFI_19982, AMPFI_22146, AMPFI_19084, AMPFI_23746, AMPFI_05784, AMPFI_09365, AMPFI_22196, AMPFI_17471, AMPFI_16413, AMPFI_04016, AMPFI_25277
OG0000265	XENTR16783	AMPFI_11224
OG0000268	XENTR08601, XENTR08600, XENTR12203	AMPFI_23943
OG0000269	XENTR03143, XENTR10754, XENTR12377	AMPFI_00757
OG0000270	XENTR01639, XENTR12962	AMPFI_19866
OG0000270	XENTR15949, XENTR01261	AMPFI_18262
OG0000271	XENTR19255, XENTR16932, XENTR03142, XENTR03168, XENTR08424, XENTR08561, XENTR13060	AMPFI_21553
OG0000272	XENTR16722	AMPFI_21855
OG0000272	XENTR12139, XENTR00222, XENTR10866, XENTR04026, XENTR00876	AMPFI_20114
OG0000273	XENTR05880	AMPFI_11471
OG0000273	XENTR04558	AMPFI_06629
OG0000275	XENTR08145, XENTR07453, XENTR01933	AMPFI_19384
OG0000276	XENTR11774, XENTR09720	AMPFI_23250
OG0000277	XENTR14696, XENTR01190	AMPFI_09153
OG0000277	XENTR10121, XENTR08844, XENTR08749	AMPFI_19405
OG0000278	XENTR19229, XENTR11159	AMPFI_20031
OG0000278	XENTR14066	AMPFI_23155
OG0000278	XENTR09088	AMPFI_11370
OG0000278	XENTR12427	AMPFI_25739, AMPFI_15284
OG0000280	XENTR09398	AMPFI_02568
OG0000282	XENTR02925, XENTR13973	AMPFI_11943
OG0000282	XENTR08646	AMPFI_18258
OG0000282	XENTR07444	AMPFI_00662
OG0000284	XENTR07786, XENTR15522, XENTR13217	AMPFI_12259, AMPFI_25463
OG0000284	XENTR04307	AMPFI_25872, AMPFI_11998
OG0000286	XENTR16087	AMPFI_03455, AMPFI_19320, AMPFI_22609
OG0000286	XENTR08670	AMPFI_01055, AMPFI_24471
OG0000288	XENTR01416, XENTR09626, XENTR07805	AMPFI_04129
OG0000289	XENTR00324, XENTR04766	AMPFI_17606
OG0000295	XENTR01672	AMPFI_07689, AMPFI_07690
OG0000296	XENTR15309	AMPFI_07491
OG0000296	XENTR17014, XENTR02673	AMPFI_21136, AMPFI_23948
OG0000296	XENTR06270, XENTR06080	AMPFI_13267
OG0000297	XENTR05837, XENTR10437, XENTR10438, XENTR17204, XENTR02128, XENTR02129, XENTR16806	AMPFI_06146, AMPFI_04214, AMPFI_18218, AMPFI_14665
OG0000298	XENTR15513, XENTR15512, XENTR19224, XENTR17746, XENTR06109, XENTR04556	AMPFI_05316, AMPFI_20740, AMPFI_23715
OG0000299	XENTR10892, XENTR10893, XENTR02454	AMPFI_23716
OG0000300	XENTR05754	AMPFI_08700
OG0000301	XENTR04265, XENTR08731, XENTR05595	AMPFI_01248
OG0000301	XENTR00731, XENTR05032	AMPFI_07549
OG0000301	XENTR12661	AMPFI_06298
OG0000303	XENTR17264	AMPFI_10599, AMPFI_04682, AMPFI_10071, AMPFI_15474, AMPFI_24726, AMPFI_06151, AMPFI_01455, AMPFI_13765, AMPFI_18745, AMPFI_25229
OG0000305	XENTR15555	AMPFI_03870
OG0000305	XENTR05359	AMPFI_02684
OG0000308	XENTR05341, XENTR03132	AMPFI_19983
OG0000308	XENTR11467	AMPFI_20295
OG0000308	XENTR06275	AMPFI_18028
OG0000309	XENTR00767	AMPFI_00020, AMPFI_05314, AMPFI_03296
OG0000310	XENTR02307, XENTR02306	AMPFI_23833
OG0000312	XENTR10281, XENTR10282, XENTR04736, XENTR00030	AMPFI_07712
OG0000312	XENTR12581	AMPFI_20772
OG0000312	XENTR16372, XENTR10558	AMPFI_21121
OG0000313	XENTR04895, XENTR02724	AMPFI_05659
OG0000313	XENTR08592	AMPFI_25204
OG0000313	XENTR05983, XENTR05982	AMPFI_24408
OG0000314	XENTR04774, XENTR10527, XENTR11181	AMPFI_19303
OG0000315	XENTR04204, XENTR06293	AMPFI_07490
OG0000315	XENTR02373	AMPFI_02270
OG0000316	XENTR07574, XENTR05658	AMPFI_19051
OG0000316	XENTR00550, XENTR11533	AMPFI_17678
OG0000317	XENTR13934, XENTR13686, XENTR00225	AMPFI_14578
OG0000319	XENTR04637	AMPFI_24803
OG0000319	XENTR04638	AMPFI_20972, AMPFI_12866, AMPFI_03298, AMPFI_20408, AMPFI_22898
OG0000320	XENTR04771	AMPFI_22513
OG0000321	XENTR01810	AMPFI_01151
OG0000321	XENTR09351, XENTR09906, XENTR02057, XENTR09352, XENTR09907	AMPFI_13886
OG0000322	XENTR06441	AMPFI_07075, AMPFI_22995, AMPFI_10175, AMPFI_10174, AMPFI_04030, AMPFI_12395
OG0000323	XENTR18280	AMPFI_18244
OG0000323	XENTR06278, XENTR08426	AMPFI_12290
OG0000324	XENTR08275, XENTR17181, XENTR15791, XENTR04473	AMPFI_03289
OG0000325	XENTR07161	AMPFI_00268, AMPFI_18454, AMPFI_22673
OG0000326	XENTR16483	AMPFI_07142, AMPFI_15155
OG0000328	XENTR04569, XENTR00477, XENTR13076, XENTR13140	AMPFI_12095
OG0000329	XENTR05224, XENTR13205, XENTR13637, XENTR14193	AMPFI_20416
OG0000330	XENTR13410, XENTR13411, XENTR13409, XENTR13412, XENTR03029, XENTR03030	AMPFI_03300, AMPFI_17388, AMPFI_11638
OG0000338	XENTR00811, XENTR03279	AMPFI_12428
OG0000338	XENTR12945	AMPFI_12247
OG0000339	XENTR06902, XENTR11218	AMPFI_15009
OG0000343	XENTR11384, XENTR11385, XENTR00663, XENTR09712	AMPFI_14007
OG0000344	XENTR04022, XENTR04531, XENTR16339	AMPFI_06340
OG0000344	XENTR03764, XENTR07830	AMPFI_01579, AMPFI_02066, AMPFI_14648
OG0000345	XENTR04999, XENTR04907, XENTR12817	AMPFI_07208, AMPFI_03618
OG0000346	XENTR17511, XENTR00075, XENTR04734	AMPFI_07378, AMPFI_07379
OG0000349	XENTR00525, XENTR13331, XENTR17614, XENTR17615, XENTR18310	AMPFI_20332
OG0000350	XENTR15815, XENTR10276, XENTR02136, XENTR05748, XENTR16105	AMPFI_13974
OG0000350	XENTR05868	AMPFI_06337
OG0000350	XENTR09038, XENTR12529	AMPFI_04151
OG0000351	XENTR06800, XENTR04837, XENTR09285, XENTR06801, XENTR04838, XENTR02528, XENTR09283, XENTR02529, XENTR09284	AMPFI_18306
OG0000352	XENTR04727, XENTR11543, XENTR14779	AMPFI_09522
OG0000352	XENTR11161	AMPFI_16994
OG0000356	XENTR04143	AMPFI_24451, AMPFI_14447, AMPFI_09090, AMPFI_19697, AMPFI_24155
OG0000356	XENTR07422	AMPFI_06622, AMPFI_13045
OG0000357	XENTR11352, XENTR14897	AMPFI_23961
OG0000357	XENTR15970, XENTR17586, XENTR08879, XENTR13168	AMPFI_08530
OG0000358	XENTR09276	AMPFI_12913
OG0000358	XENTR00396	AMPFI_02004
OG0000358	XENTR16746	AMPFI_18035
OG0000358	XENTR09348	AMPFI_00204
OG0000359	XENTR05950, XENTR00976	AMPFI_13496
OG0000359	XENTR15161, XENTR14895, XENTR06527	AMPFI_18442
OG0000359	XENTR09262	AMPFI_16065
OG0000360	XENTR08788	AMPFI_10587
OG0000360	XENTR08830, XENTR08829, XENTR03303	AMPFI_22680
OG0000360	XENTR18235	AMPFI_06174
OG0000363	XENTR17199, XENTR06334, XENTR17198	AMPFI_19121
OG0000364	XENTR07477	AMPFI_18353, AMPFI_21188, AMPFI_18689, AMPFI_01368, AMPFI_19431
OG0000365	XENTR02627, XENTR09699, XENTR09824, XENTR03981, XENTR12218	AMPFI_08145
OG0000367	XENTR00773, XENTR02827	AMPFI_07904, AMPFI_24584
OG0000367	XENTR18872, XENTR04515, XENTR03632	AMPFI_10053
OG0000371	XENTR11137	AMPFI_06561
OG0000372	XENTR05569, XENTR05568	AMPFI_17037
OG0000372	XENTR06420	AMPFI_09792
OG0000372	XENTR12969, XENTR16656	AMPFI_13417
OG0000373	XENTR10296	AMPFI_02134
OG0000374	XENTR12206, XENTR03156, XENTR06198	AMPFI_06145
OG0000374	XENTR10123, XENTR08845	AMPFI_10024
OG0000374	XENTR06197, XENTR03155	AMPFI_05049
OG0000375	XENTR17679, XENTR09225	AMPFI_07511
OG0000378	XENTR12085, XENTR05893, XENTR15421, XENTR11577	AMPFI_07224
OG0000378	XENTR06047, XENTR17806, XENTR08243	AMPFI_10400
OG0000379	XENTR03681	AMPFI_16322
OG0000379	XENTR09134	AMPFI_17608
OG0000379	XENTR01840	AMPFI_17738
OG0000379	XENTR07942	AMPFI_06752
OG0000380	XENTR02493	AMPFI_08876, AMPFI_25598
OG0000384	XENTR14248, XENTR04885	AMPFI_03715, AMPFI_01107, AMPFI_22343
OG0000386	XENTR15040, XENTR18021, XENTR05259, XENTR18911, XENTR19193	AMPFI_05667, AMPFI_15517, AMPFI_22985, AMPFI_08084, AMPFI_00205, AMPFI_21789, AMPFI_00474
OG0000389	XENTR17132	AMPFI_22466
OG0000389	XENTR13046, XENTR07562	AMPFI_07738
OG0000391	XENTR10506	AMPFI_16689
OG0000391	XENTR14186, XENTR05222, XENTR03395, XENTR13204	AMPFI_24595
OG0000392	XENTR05822, XENTR00373	AMPFI_16078
OG0000393	XENTR10938	AMPFI_11122
OG0000393	XENTR02214	AMPFI_20681
OG0000393	XENTR11795	AMPFI_17577
OG0000395	XENTR11886, XENTR11885, XENTR17144, XENTR02622	AMPFI_03869, AMPFI_03995
OG0000397	XENTR18769	AMPFI_12772
OG0000399	XENTR09009	AMPFI_14231
OG0000399	XENTR15857, XENTR05296, XENTR05870	AMPFI_10126
OG0000400	XENTR01263	AMPFI_16843
OG0000400	XENTR14734, XENTR14733	AMPFI_04286
OG0000401	XENTR02930	AMPFI_19353
OG0000402	XENTR02219, XENTR11951, XENTR13580	AMPFI_10865
OG0000402	XENTR12413	AMPFI_21549
OG0000403	XENTR05766	AMPFI_17320
OG0000403	XENTR00670	AMPFI_16136
OG0000405	XENTR12151, XENTR12577, XENTR12578, XENTR04243	AMPFI_10725
OG0000410	XENTR08231, XENTR08232, XENTR19019, XENTR18595, XENTR19175	AMPFI_01121
OG0000411	XENTR12042, XENTR04225	AMPFI_13273
OG0000412	XENTR00072	AMPFI_05733
OG0000412	XENTR17107, XENTR15524	AMPFI_24223
OG0000413	XENTR02384, XENTR00587, XENTR14291	AMPFI_05195
OG0000413	XENTR06107, XENTR11920, XENTR09714	AMPFI_15394
OG0000415	XENTR10423, XENTR12429, XENTR08187, XENTR02440, XENTR06896, XENTR06895, XENTR06897, XENTR06898, XENTR06892, XENTR06893, XENTR06894	AMPFI_07162, AMPFI_25345, AMPFI_07296
OG0000416	XENTR17305, XENTR05440, XENTR12488, XENTR12486, XENTR12487, XENTR05445, XENTR05444, XENTR12485, XENTR05442, XENTR05443, XENTR16637	AMPFI_14943
OG0000417	XENTR07465, XENTR03297, XENTR18273, XENTR04063, XENTR17923	AMPFI_06502, AMPFI_00731
OG0000417	XENTR16506, XENTR01340	AMPFI_02252, AMPFI_16248
OG0000419	XENTR11508, XENTR02542, XENTR02541, XENTR16666, XENTR17941, XENTR16880	AMPFI_16286
OG0000420	XENTR13191, XENTR04997	AMPFI_23871
OG0000424	XENTR06704	AMPFI_03735, AMPFI_21433, AMPFI_02103, AMPFI_06728
OG0000425	XENTR12653, XENTR00617, XENTR02421	AMPFI_05884
OG0000425	XENTR18784, XENTR10074	AMPFI_01852
OG0000426	XENTR13177, XENTR13178	AMPFI_05934
OG0000426	XENTR13136, XENTR11204, XENTR01857	AMPFI_04676
OG0000427	XENTR16612	AMPFI_05181, AMPFI_05182
OG0000427	XENTR17783, XENTR06248	AMPFI_08931, AMPFI_06083
OG0000429	XENTR16139	AMPFI_14088
OG0000431	XENTR00991	AMPFI_00618
OG0000431	XENTR05779	AMPFI_05479
OG0000431	XENTR09022, XENTR09024, XENTR09055	AMPFI_02567
OG0000432	XENTR02842, XENTR07037	AMPFI_10240
OG0000433	XENTR13728, XENTR07334	AMPFI_09657
OG0000433	XENTR08150, XENTR16244	AMPFI_00584
OG0000434	XENTR02153	AMPFI_12778, AMPFI_07772
OG0000435	XENTR03847	AMPFI_08747
OG0000435	XENTR10898, XENTR12043, XENTR06258, XENTR02452	AMPFI_21181
OG0000436	XENTR17485, XENTR17484	AMPFI_15525
OG0000442	XENTR03078, XENTR07242, XENTR07241	AMPFI_18182
OG0000442	XENTR17716, XENTR12755	AMPFI_07999
OG0000442	XENTR00127, XENTR16680	AMPFI_04228
OG0000443	XENTR16164, XENTR16165	AMPFI_17659
OG0000443	XENTR08253	AMPFI_08479
OG0000444	XENTR16001, XENTR05337	AMPFI_14412
OG0000446	XENTR12284	AMPFI_24097, AMPFI_20203
OG0000446	XENTR09860	AMPFI_05555
OG0000447	XENTR03570, XENTR16310, XENTR06964, XENTR06423	AMPFI_12502
OG0000448	XENTR09535, XENTR16808, XENTR10820	AMPFI_06913
OG0000450	XENTR14894, XENTR03676	AMPFI_01260
OG0000452	XENTR18629, XENTR05081, XENTR05083, XENTR05082, XENTR05084, XENTR05080, XENTR03838, XENTR03829	AMPFI_02857
OG0000454	XENTR15860	AMPFI_16132
OG0000458	XENTR03626, XENTR03627, XENTR03628	AMPFI_20152
OG0000458	XENTR03637, XENTR04639, XENTR17840	AMPFI_04524
OG0000458	XENTR12853, XENTR09327	AMPFI_07546
OG0000459	XENTR07204, XENTR12836, XENTR12837	AMPFI_22518, AMPFI_18998
OG0000460	XENTR16884	AMPFI_11031
OG0000461	XENTR16800	AMPFI_12796
OG0000461	XENTR03673, XENTR10322, XENTR10323	AMPFI_12933
OG0000463	XENTR15683, XENTR18055	AMPFI_05009
OG0000463	XENTR05720, XENTR03129	AMPFI_23775
OG0000465	XENTR04514	AMPFI_19029
OG0000465	XENTR12030	AMPFI_07644
OG0000468	XENTR14149, XENTR14150, XENTR14148, XENTR14151	AMPFI_06635, AMPFI_17864
OG0000469	XENTR07061	AMPFI_03128
OG0000469	XENTR18040, XENTR09815	AMPFI_08317
OG0000471	XENTR04919, XENTR04918, XENTR05004, XENTR08938	AMPFI_16089
OG0000472	XENTR17375, XENTR17373	AMPFI_00236
OG0000473	XENTR07541, XENTR04001, XENTR14187, XENTR04930	AMPFI_13727, AMPFI_22924, AMPFI_11120, AMPFI_15405, AMPFI_15404, AMPFI_14363, AMPFI_24457, AMPFI_07123
OG0000474	XENTR05228, XENTR06948, XENTR12871, XENTR17592	AMPFI_11625
OG0000475	XENTR00403, XENTR16167	AMPFI_25135, AMPFI_16236
OG0000476	XENTR09662	AMPFI_07783
OG0000478	XENTR06378, XENTR05970	AMPFI_02947, AMPFI_15589
OG0000478	XENTR06377, XENTR05971, XENTR07968	AMPFI_12511
OG0000479	XENTR00167, XENTR14181	AMPFI_03342
OG0000479	XENTR15349, XENTR00798	AMPFI_09996
OG0000480	XENTR16905	AMPFI_18780
OG0000481	XENTR18341	AMPFI_04631
OG0000481	XENTR16095	AMPFI_14700
OG0000481	XENTR07539, XENTR12694	AMPFI_12417
OG0000482	XENTR14111, XENTR12532, XENTR14401	AMPFI_16288
OG0000482	XENTR00585	AMPFI_17333, AMPFI_20569, AMPFI_01031
OG0000485	XENTR04208, XENTR03378	AMPFI_22121
OG0000485	XENTR10818	AMPFI_08283
OG0000486	XENTR07282, XENTR04857	AMPFI_16665, AMPFI_16285, AMPFI_12958, AMPFI_19185, AMPFI_24869
OG0000488	XENTR13001, XENTR13002	AMPFI_07218
OG0000494	XENTR11154, XENTR04560, XENTR01512, XENTR10308	AMPFI_14510
OG0000495	XENTR00150, XENTR00149	AMPFI_22166, AMPFI_20710, AMPFI_02092, AMPFI_15737, AMPFI_21882, AMPFI_16808
OG0000496	XENTR02898	AMPFI_25760
OG0000497	XENTR12510, XENTR13344	AMPFI_07081
OG0000498	XENTR06646, XENTR04610, XENTR08348, XENTR02958, XENTR10209	AMPFI_22216
OG0000499	XENTR03846, XENTR03845	AMPFI_04478
OG0000499	XENTR04148	AMPFI_15726, AMPFI_14684
OG0000503	XENTR11822, XENTR11424, XENTR11425, XENTR12881, XENTR12882	AMPFI_06939
OG0000503	XENTR10022	AMPFI_08675
OG0000504	XENTR18610, XENTR02766, XENTR13287, XENTR05277	AMPFI_23661, AMPFI_15881
OG0000505	XENTR15726, XENTR09584, XENTR09585, XENTR10436, XENTR09693, XENTR09694	AMPFI_13142
OG0000505	XENTR09583, XENTR09695	AMPFI_01675
OG0000508	XENTR13428	AMPFI_11279
OG0000510	XENTR16454, XENTR14055, XENTR06353, XENTR15990	AMPFI_02887
OG0000511	XENTR03618	AMPFI_13653, AMPFI_03100
OG0000512	XENTR01879, XENTR19023, XENTR09415, XENTR09416, XENTR09410, XENTR05857, XENTR13275	AMPFI_14449, AMPFI_16277, AMPFI_24226, AMPFI_25230
OG0000514	XENTR05611, XENTR01673	AMPFI_19314
OG0000515	XENTR09527	AMPFI_04197
OG0000516	XENTR12542, XENTR10354, XENTR15576, XENTR10452, XENTR08167	AMPFI_14909, AMPFI_11391
OG0000520	XENTR10317, XENTR14896	AMPFI_23972
OG0000520	XENTR14507, XENTR14506, XENTR02607	AMPFI_14296
OG0000522	XENTR11563	AMPFI_14072, AMPFI_15408, AMPFI_24817, AMPFI_18956
OG0000524	XENTR09435	AMPFI_14569
OG0000525	XENTR09923, XENTR09922	AMPFI_13575
OG0000525	XENTR10927, XENTR01759, XENTR09125	AMPFI_23427
OG0000527	XENTR01298, XENTR15872	AMPFI_21522
OG0000527	XENTR17958	AMPFI_13103
OG0000528	XENTR08509, XENTR02076, XENTR15793, XENTR01661	AMPFI_18972, AMPFI_18973
OG0000529	XENTR04688	AMPFI_19152
OG0000529	XENTR16534, XENTR03224, XENTR04094	AMPFI_10225
OG0000530	XENTR09841, XENTR08688, XENTR03985	AMPFI_05279
OG0000533	XENTR11660, XENTR13660, XENTR11200	AMPFI_18944, AMPFI_24303, AMPFI_00870, AMPFI_01819
OG0000535	XENTR14528, XENTR12170	AMPFI_10209, AMPFI_10684, AMPFI_06826
OG0000537	XENTR00659, XENTR02728	AMPFI_22008
OG0000538	XENTR12900, XENTR13063	AMPFI_24088
OG0000542	XENTR11922	AMPFI_16091
OG0000542	XENTR03401	AMPFI_10148
OG0000544	XENTR08814, XENTR13831	AMPFI_05766
OG0000544	XENTR06733	AMPFI_12968
OG0000545	XENTR03840	AMPFI_15543
OG0000546	XENTR11453, XENTR09359, XENTR11507, XENTR10138	AMPFI_13740
OG0000548	XENTR15842, XENTR12691, XENTR12827	AMPFI_03107
OG0000548	XENTR14858, XENTR16215	AMPFI_12447
OG0000548	XENTR09279, XENTR16463, XENTR06806	AMPFI_06878
OG0000552	XENTR04244	AMPFI_25709
OG0000552	XENTR15303	AMPFI_07948
OG0000553	XENTR04835, XENTR02530, XENTR06601	AMPFI_03292
OG0000553	XENTR15181, XENTR02641, XENTR10623, XENTR10625, XENTR10624	AMPFI_14139
OG0000553	XENTR07370	AMPFI_07441
OG0000560	XENTR09304	AMPFI_24939, AMPFI_25437, AMPFI_25195, AMPFI_02096
OG0000561	XENTR08505	AMPFI_19041, AMPFI_00758
OG0000562	XENTR08112	AMPFI_21582
OG0000562	XENTR00450, XENTR10477	AMPFI_04543
OG0000564	XENTR11680, XENTR00195, XENTR13086	AMPFI_08861
OG0000564	XENTR11650, XENTR00592	AMPFI_11089
OG0000566	XENTR08330	AMPFI_20076
OG0000566	XENTR08128	AMPFI_24184
OG0000566	XENTR02577	AMPFI_05548
OG0000567	XENTR01468, XENTR04575, XENTR17225	AMPFI_24073
OG0000567	XENTR15381	AMPFI_20193
OG0000568	XENTR14298	AMPFI_19652
OG0000570	XENTR18916, XENTR18917, XENTR14036, XENTR01676	AMPFI_20117, AMPFI_01005, AMPFI_01163, AMPFI_16102
OG0000572	XENTR13098, XENTR15792	AMPFI_18964, AMPFI_18965
OG0000572	XENTR15287, XENTR08060, XENTR08059	AMPFI_09351
OG0000573	XENTR00290, XENTR12035, XENTR12034	AMPFI_08544
OG0000573	XENTR08127	AMPFI_21790
OG0000574	XENTR07361	AMPFI_07534
OG0000574	XENTR06500	AMPFI_22284
OG0000575	XENTR00803, XENTR15351, XENTR11211, XENTR03152	AMPFI_22439
OG0000576	XENTR08548, XENTR01107, XENTR13035	AMPFI_11215
OG0000578	XENTR16212, XENTR09090, XENTR03873, XENTR03874	AMPFI_11337, AMPFI_11336
OG0000579	XENTR09281, XENTR02526, XENTR06804, XENTR04843, XENTR06803, XENTR06802	AMPFI_10586
OG0000581	XENTR03879	AMPFI_20371
OG0000583	XENTR02046, XENTR15416, XENTR05897, XENTR15995	AMPFI_03049
OG0000585	XENTR12848, XENTR02849, XENTR01232	AMPFI_10321, AMPFI_07822
OG0000587	XENTR08579, XENTR15453, XENTR11141, XENTR11142	AMPFI_16977, AMPFI_16976
OG0000587	XENTR02064	AMPFI_14490
OG0000588	XENTR06511, XENTR13248, XENTR15252	AMPFI_04054, AMPFI_03394
OG0000588	XENTR17128	AMPFI_11701
OG0000590	XENTR14925, XENTR01750, XENTR12267, XENTR05220	AMPFI_08431
OG0000590	XENTR09959, XENTR09960, XENTR17798, XENTR17799	AMPFI_13729
OG0000592	XENTR09881	AMPFI_00808
OG0000593	XENTR16603, XENTR04787, XENTR09811	AMPFI_00762
OG0000593	XENTR16946, XENTR10994, XENTR15779, XENTR02468	AMPFI_17892
OG0000594	XENTR12851, XENTR04133, XENTR12850, XENTR02361	AMPFI_08265
OG0000597	XENTR17671, XENTR17670, XENTR19170, XENTR01128	AMPFI_09305
OG0000598	XENTR17433, XENTR13111	AMPFI_02945, AMPFI_04925, AMPFI_04338, AMPFI_14686, AMPFI_16090
OG0000600	XENTR03978, XENTR05099, XENTR03977, XENTR14383	AMPFI_23266
OG0000602	XENTR02033, XENTR02032, XENTR03241	AMPFI_06522
OG0000602	XENTR03242, XENTR15509, XENTR02031	AMPFI_15502
OG0000607	XENTR11195, XENTR11194, XENTR10165, XENTR14318, XENTR01251	AMPFI_09382
OG0000611	XENTR07697, XENTR14370	AMPFI_24211
OG0000611	XENTR00513	AMPFI_03941
OG0000613	XENTR14077, XENTR01460	AMPFI_01961, AMPFI_04751
OG0000614	XENTR14290	AMPFI_11504, AMPFI_07199
OG0000616	XENTR06048, XENTR12306	AMPFI_09981
OG0000617	XENTR02359	AMPFI_02772
OG0000617	XENTR09657	AMPFI_08449
OG0000619	XENTR13390, XENTR07082, XENTR07081, XENTR09376	AMPFI_07065
OG0000623	XENTR07882	AMPFI_18053
OG0000623	XENTR16677, XENTR03896	AMPFI_14561
OG0000624	XENTR10751, XENTR05400	AMPFI_19095, AMPFI_09306, AMPFI_13318
OG0000625	XENTR00631, XENTR00632, XENTR00633, XENTR10082	AMPFI_14871, AMPFI_22297, AMPFI_25324
OG0000626	XENTR08195, XENTR07632	AMPFI_08963
OG0000627	XENTR10097, XENTR14582	AMPFI_23481, AMPFI_25325
OG0000628	XENTR02456, XENTR13000	AMPFI_06881
OG0000629	XENTR14339	AMPFI_03723
OG0000634	XENTR18822, XENTR18823, XENTR19156	AMPFI_17488, AMPFI_15841, AMPFI_04896
OG0000635	XENTR06487	AMPFI_12996
OG0000637	XENTR17167	AMPFI_22000
OG0000639	XENTR14136, XENTR08621	AMPFI_02143
OG0000639	XENTR10212, XENTR12548, XENTR02478	AMPFI_19096
OG0000642	XENTR11733	AMPFI_20481, AMPFI_17464, AMPFI_21969, AMPFI_03291, AMPFI_09020, AMPFI_24910
OG0000642	XENTR01651	AMPFI_15462, AMPFI_15774
OG0000643	XENTR12663, XENTR11361	AMPFI_13527
OG0000645	XENTR00518	AMPFI_07390
OG0000646	XENTR04406	AMPFI_08730
OG0000646	XENTR07263, XENTR07262, XENTR17137	AMPFI_06480
OG0000647	XENTR17079	AMPFI_23840
OG0000648	XENTR08177	AMPFI_15343
OG0000648	XENTR08178, XENTR10991	AMPFI_13232
OG0000649	XENTR03771, XENTR03773, XENTR03774, XENTR03772, XENTR03775, XENTR11809	AMPFI_08407
OG0000653	XENTR15383, XENTR08517, XENTR11621, XENTR02067, XENTR00431	AMPFI_07129
OG0000654	XENTR06209, XENTR17283, XENTR15108, XENTR08609	AMPFI_21423
OG0000657	XENTR09582, XENTR05287	AMPFI_23960, AMPFI_23025
OG0000660	XENTR00531	AMPFI_17445
OG0000662	XENTR12483	AMPFI_02313
OG0000662	XENTR01671, XENTR04789	AMPFI_13450
OG0000663	XENTR00226, XENTR13935, XENTR13936, XENTR13937	AMPFI_11999
OG0000664	XENTR18935, XENTR10788, XENTR02592	AMPFI_09419
OG0000665	XENTR10286, XENTR14432, XENTR14325, XENTR18084, XENTR14324	AMPFI_01642, AMPFI_25024
OG0000666	XENTR13165	AMPFI_18404
OG0000670	XENTR12241, XENTR00704, XENTR09058, XENTR03191, XENTR03192, XENTR07429	AMPFI_22267
OG0000672	XENTR10536, XENTR18111	AMPFI_11096
OG0000674	XENTR01435, XENTR06759	AMPFI_05318
OG0000676	XENTR05112, XENTR10868	AMPFI_07198
OG0000676	XENTR08597, XENTR02025, XENTR07079	AMPFI_01951
OG0000680	XENTR17739	AMPFI_18200
OG0000680	XENTR03777, XENTR07100	AMPFI_20692
OG0000681	XENTR01035, XENTR10823	AMPFI_10408
OG0000681	XENTR02583, XENTR09876, XENTR09875	AMPFI_08112
OG0000682	XENTR06453, XENTR17621, XENTR15062	AMPFI_06701
OG0000683	XENTR15130	AMPFI_06165
