Orthogroup	XENTR	DROME
OG0000239	XENTR06920, XENTR03351	DROME03549, DROME03548, DROME03550, DROME03551
OG0000242	XENTR11501	DROME19192, DROME19194, DROME19193, DROME19191, DROME20266, DROME20267, DROME20264, DROME20265
OG0000246	XENTR12561	DROME13185, DROME13186, DROME13188, DROME13187
OG0000249	XENTR08519, XENTR16772, XENTR00575, XENTR09681	DROME06788, DROME01687, DROME01688, DROME01683, DROME01684, DROME01686, DROME01685
OG0000250	XENTR02680	DROME14382
OG0000250	XENTR13730	DROME11256, DROME11255, DROME11257
OG0000251	XENTR06246, XENTR18095	DROME21783
OG0000251	XENTR11476, XENTR03109	DROME12998, DROME12997
OG0000255	XENTR09255	DROME15943
OG0000255	XENTR12056	DROME20722, DROME05791, DROME18596
OG0000256	XENTR18908	DROME08251, DROME08252, DROME07911, DROME07910, DROME02059, DROME02058
OG0000257	XENTR07148, XENTR11248	DROME01840, DROME01838, DROME01839, DROME01837
OG0000258	XENTR05687, XENTR18554, XENTR18555, XENTR01829	DROME06596, DROME06597, DROME06595, DROME06598, DROME06594
OG0000258	XENTR04830, XENTR00764	DROME20383
OG0000258	XENTR12963, XENTR01640	DROME17641, DROME17639, DROME17640
OG0000260	XENTR02375, XENTR07041	DROME17607, DROME17608, DROME17606
OG0000260	XENTR01980, XENTR02010, XENTR10330	DROME16635, DROME16636
OG0000265	XENTR16202, XENTR06790, XENTR04690	DROME20971, DROME20976, DROME20973, DROME20972, DROME20977, DROME20974, DROME20975
OG0000265	XENTR16783	DROME00452
OG0000268	XENTR08601, XENTR08600, XENTR12203	DROME00943, DROME00944
OG0000270	XENTR01639, XENTR12962	DROME17877, DROME17878, DROME17879
OG0000270	XENTR15949, XENTR01261	DROME14671, DROME14672, DROME14673, DROME14674
OG0000270	XENTR02398	DROME08572, DROME08571, DROME08577, DROME08573, DROME08576, DROME08574, DROME08575
OG0000271	XENTR19255, XENTR16932, XENTR03142, XENTR03168, XENTR08424, XENTR08561, XENTR13060	DROME03592
OG0000272	XENTR16722	DROME15587, DROME15589, DROME15586, DROME15588
OG0000272	XENTR12139, XENTR00222, XENTR10866	DROME05031, DROME05029, DROME05030
OG0000273	XENTR05880	DROME09248, DROME09247, DROME10822, DROME20533
OG0000273	XENTR04558	DROME08809, DROME08810
OG0000275	XENTR12980, XENTR06678	DROME13685
OG0000277	XENTR14696, XENTR01190	DROME03338, DROME03337, DROME03339, DROME03340, DROME03341, DROME03342
OG0000277	XENTR10121, XENTR08844, XENTR08749	DROME03640, DROME03639, DROME21210, DROME21209, DROME08160
OG0000278	XENTR19229	DROME09269
OG0000278	XENTR14066	DROME00752
OG0000278	XENTR09088	DROME02023
OG0000278	XENTR12427	DROME03254
OG0000280	XENTR05286	DROME06229
OG0000282	XENTR02925, XENTR13973	DROME05714
OG0000282	XENTR07444	DROME11686
OG0000284	XENTR07786, XENTR15522, XENTR13217	DROME17657
OG0000284	XENTR04307	DROME09381, DROME09382
OG0000285	XENTR13132	DROME00993
OG0000287	XENTR00628, XENTR08815, XENTR09170	DROME21610, DROME21611, DROME21612, DROME21613
OG0000288	XENTR07811	DROME03357, DROME03358, DROME01394, DROME03352, DROME03350, DROME03351, DROME01393
OG0000289	XENTR00324, XENTR04766	DROME14029, DROME14030, DROME14032, DROME14033, DROME16652, DROME14031, DROME07017, DROME07018, DROME16470, DROME04966, DROME16392, DROME16393, DROME16389, DROME16394, DROME13607, DROME12960, DROME12961, DROME12959, DROME12962
OG0000296	XENTR15309	DROME17565, DROME17564, DROME17562, DROME17563
OG0000296	XENTR00542, XENTR12575, XENTR17014, XENTR02673	DROME19290, DROME19291
OG0000299	XENTR10892, XENTR10893, XENTR02454	DROME07127, DROME07124, DROME07123
OG0000300	XENTR05895	DROME21869
OG0000301	XENTR04265, XENTR08731, XENTR05595	DROME01100, DROME01102, DROME01101
OG0000301	XENTR00731, XENTR05032	DROME18912, DROME14231, DROME14230
OG0000302	XENTR16030	DROME06085
OG0000303	XENTR17264	DROME17507, DROME19687
OG0000305	XENTR05359	DROME05696, DROME05695, DROME05694, DROME14843, DROME05690, DROME05691, DROME05692
OG0000305	XENTR04162, XENTR07218	DROME04466
OG0000306	XENTR13781, XENTR07294, XENTR01939, XENTR04873	DROME18377, DROME18374, DROME18379, DROME18378, DROME18380, DROME18375, DROME18381, DROME18376
OG0000308	XENTR11467	DROME05159
OG0000308	XENTR06275	DROME12865
OG0000310	XENTR02307, XENTR02306	DROME16770
OG0000312	XENTR10281, XENTR10282, XENTR04736, XENTR00030	DROME07843, DROME07844, DROME07846, DROME07845
OG0000312	XENTR12581	DROME16932
OG0000312	XENTR16372, XENTR10558	DROME10814, DROME10815
OG0000313	XENTR04895, XENTR02724	DROME15510
OG0000313	XENTR08592	DROME02549, DROME02550
OG0000313	XENTR05983, XENTR05982	DROME21546
OG0000314	XENTR04774, XENTR10527, XENTR11181	DROME09997, DROME09992, DROME09995, DROME09999, DROME09991, DROME09996, DROME09998, DROME10001, DROME09993, DROME10000, DROME09994
OG0000315	XENTR03674	DROME13631
OG0000315	XENTR04204, XENTR06293	DROME06438, DROME06439, DROME06437
OG0000316	XENTR07574, XENTR05658	DROME10369
OG0000316	XENTR00550, XENTR11533	DROME07384
OG0000317	XENTR13934, XENTR13686, XENTR00225	DROME12241
OG0000320	XENTR10555	DROME18689
OG0000321	XENTR04726	DROME16482
OG0000321	XENTR01810	DROME05701, DROME05702
OG0000321	XENTR09351, XENTR09906, XENTR02057, XENTR09352, XENTR09907	DROME13031
OG0000322	XENTR06441	DROME08431, DROME08430, DROME08432, DROME15309, DROME03869, DROME08433, DROME01395, DROME01498, DROME00116, DROME16124, DROME08429
OG0000323	XENTR06278, XENTR08426	DROME18717, DROME18722, DROME18719, DROME18716, DROME18712, DROME18721, DROME18718, DROME18714, DROME18715, DROME18723, DROME18720, DROME18713
OG0000324	XENTR08275, XENTR17181, XENTR15791, XENTR04473	DROME20725
OG0000326	XENTR10133, XENTR03102, XENTR17122	DROME20026, DROME20030, DROME20027, DROME20025, DROME20029, DROME20028, DROME20024
OG0000332	XENTR14310, XENTR07549	DROME16141
OG0000333	XENTR16826	DROME19659
OG0000333	XENTR07996	DROME12678, DROME11540
OG0000338	XENTR03666, XENTR00810	DROME21194, DROME21193
OG0000338	XENTR00811, XENTR03279	DROME21975
OG0000338	XENTR12945	DROME04558
OG0000339	XENTR06902, XENTR11218	DROME16744
OG0000341	XENTR09328, XENTR07475, XENTR02979, XENTR12854	DROME01201, DROME01199, DROME01200
OG0000343	XENTR11384, XENTR11385, XENTR00663, XENTR09712	DROME13475, DROME13478, DROME13474, DROME13476, DROME13480, DROME13477, DROME13473, DROME13481, DROME13479
OG0000344	XENTR04022, XENTR04531, XENTR16339, XENTR18394, XENTR03764, XENTR07830	DROME19431
OG0000346	XENTR17511, XENTR00075, XENTR04734	DROME17127, DROME17125, DROME17122, DROME17126, DROME17124, DROME17129, DROME17130, DROME17128, DROME17131, DROME17134, DROME17137, DROME17133, DROME17136, DROME17135, DROME17132, DROME17139, DROME17138
OG0000350	XENTR15815, XENTR10276, XENTR02136, XENTR05748, XENTR16105	DROME03410, DROME08099
OG0000350	XENTR14747, XENTR16793, XENTR09038, XENTR12529	DROME00438
OG0000352	XENTR04727, XENTR11543, XENTR14779	DROME14143, DROME14145, DROME14147, DROME14146, DROME14148, DROME14144
OG0000353	XENTR02225, XENTR09301, XENTR04872	DROME09963, DROME09967, DROME09962, DROME09961, DROME09960, DROME09954, DROME09959, DROME09952, DROME09965, DROME09966, DROME09964, DROME09957, DROME09953, DROME09955, DROME09969, DROME09968, DROME18221
OG0000356	XENTR04143	DROME01295, DROME01294
OG0000356	XENTR07422	DROME01953
OG0000357	XENTR15991, XENTR10312, XENTR11352, XENTR14897	DROME13834
OG0000358	XENTR09276	DROME07474
OG0000358	XENTR00396	DROME00466, DROME00200, DROME00199
OG0000359	XENTR15161, XENTR14895, XENTR06527	DROME11803
OG0000363	XENTR18877, XENTR17199, XENTR06334, XENTR17198	DROME18487
OG0000367	XENTR00773, XENTR02827	DROME13648, DROME13646, DROME13647
OG0000367	XENTR18872, XENTR04515, XENTR03632	DROME15189, DROME15190, DROME15188
OG0000371	XENTR11137, XENTR10750	DROME01678, DROME02633, DROME02636
OG0000372	XENTR06420	DROME09531
OG0000373	XENTR16184	DROME14548, DROME20852, DROME16822
OG0000373	XENTR11366	DROME20049, DROME20050
OG0000374	XENTR12206, XENTR03156, XENTR06198	DROME04717, DROME04718, DROME04716
OG0000374	XENTR10123, XENTR08845	DROME00970, DROME00969, DROME00968, DROME00971
OG0000374	XENTR06197, XENTR03155	DROME04429, DROME04427, DROME04428
OG0000375	XENTR01003, XENTR07353, XENTR15338, XENTR09136	DROME21630
OG0000375	XENTR17679, XENTR09225	DROME07013
OG0000378	XENTR12085, XENTR05893, XENTR15421, XENTR11577	DROME09766, DROME09767
OG0000378	XENTR06047, XENTR17806, XENTR08243	DROME02404, DROME02403, DROME02400, DROME02401
OG0000379	XENTR03681	DROME09607
OG0000379	XENTR09134	DROME21997, DROME22000, DROME21995, DROME22001, DROME21994, DROME21998
OG0000379	XENTR01840	DROME02844
OG0000379	XENTR07942	DROME07921
OG0000380	XENTR02493	DROME05237
OG0000382	XENTR02893, XENTR02790, XENTR02892, XENTR02791	DROME01475
OG0000384	XENTR14248, XENTR04885	DROME14888, DROME14889
OG0000384	XENTR05374	DROME03187, DROME03190, DROME03189, DROME03188
OG0000385	XENTR08770, XENTR08013, XENTR01663, XENTR03165, XENTR03166, XENTR03167, XENTR08909	DROME05997, DROME09713, DROME09714, DROME09715, DROME05708, DROME05707
OG0000389	XENTR17132	DROME11981, DROME11983, DROME01212, DROME11984, DROME11980, DROME17629, DROME17996, DROME17997, DROME18001, DROME18002, DROME17964, DROME17950, DROME17951, DROME17954, DROME17949
OG0000389	XENTR13046, XENTR07562	DROME17945
OG0000392	XENTR05822, XENTR00373	DROME13919, DROME13921, DROME13920
OG0000393	XENTR10938	DROME13321, DROME05811, DROME00250, DROME16370, DROME16369, DROME13323, DROME02418, DROME13322
OG0000393	XENTR11795	DROME20684
OG0000395	XENTR11886, XENTR11885, XENTR17144, XENTR02622	DROME10093, DROME10091, DROME10092, DROME09845, DROME09844, DROME09843, DROME09842, DROME09841, DROME09835, DROME09840, DROME09836, DROME09837, DROME09838, DROME09839, DROME09834, DROME09846, DROME09847, DROME04257, DROME04288, DROME04261, DROME04269, DROME04291, DROME04254, DROME04270, DROME04235, DROME04287, DROME04249, DROME04271, DROME04233, DROME04250, DROME04252, DROME04302, DROME04290, DROME04263, DROME04283, DROME04260, DROME04243, DROME04262, DROME04298, DROME04297, DROME04272, DROME04267, DROME04232, DROME04251, DROME04265, DROME04281, DROME04264, DROME04280, DROME04248, DROME04275, DROME04299, DROME04237, DROME04300, DROME04229, DROME04296, DROME04256, DROME04285, DROME04282, DROME04279, DROME04239, DROME04253, DROME04273, DROME04259, DROME04286, DROME04258, DROME04234, DROME04241, DROME04266, DROME04238, DROME04295, DROME04242, DROME04247, DROME04293, DROME04289, DROME04301, DROME04246, DROME04231, DROME04278
OG0000397	XENTR18769	DROME14885
OG0000399	XENTR15857	DROME12205, DROME12206
OG0000400	XENTR01263	DROME09694
OG0000401	XENTR02930	DROME20041
OG0000402	XENTR02219, XENTR11951, XENTR13580	DROME11245, DROME11246
OG0000402	XENTR12413	DROME12090
OG0000403	XENTR00670, XENTR17855	DROME06350
OG0000404	XENTR04297, XENTR00047	DROME17748
OG0000404	XENTR15190	DROME20525
OG0000411	XENTR12042, XENTR04225	DROME16025, DROME16024, DROME16016, DROME16020, DROME16017, DROME16021, DROME16026, DROME16027, DROME16018, DROME16023, DROME16014, DROME16022, DROME16015, DROME16019, DROME16028
OG0000412	XENTR00072	DROME09076
OG0000412	XENTR04274	DROME15681, DROME15682
OG0000412	XENTR17107, XENTR15524	DROME02464, DROME13336, DROME13334, DROME13335, DROME15399
OG0000413	XENTR02384, XENTR00587, XENTR14291	DROME21174
OG0000413	XENTR06107, XENTR11920, XENTR09714	DROME13327, DROME13328
OG0000415	XENTR10423, XENTR12429, XENTR08187, XENTR02440, XENTR06896, XENTR06895, XENTR06897, XENTR06898, XENTR06892, XENTR06893, XENTR06894	DROME01505, DROME01506
OG0000417	XENTR07465, XENTR03297, XENTR18273, XENTR04063, XENTR17923, XENTR11421, XENTR03702, XENTR15135	DROME01308, DROME01309
OG0000419	XENTR11508, XENTR02542, XENTR02541, XENTR16666, XENTR17941, XENTR16880	DROME15435, DROME02118, DROME02117, DROME18475, DROME01671, DROME00269, DROME15434, DROME15436, DROME00268, DROME00270
OG0000420	XENTR13191, XENTR04997	DROME02672
OG0000424	XENTR06704	DROME02090, DROME02075, DROME02066, DROME02076, DROME02077, DROME02078, DROME02064, DROME02063, DROME02062, DROME02065, DROME02081, DROME12353, DROME17176, DROME17175, DROME00623, DROME03850, DROME03851, DROME06196, DROME14713, DROME14583, DROME14582, DROME14580, DROME14579, DROME14581, DROME08237, DROME08236, DROME08235
OG0000425	XENTR12653, XENTR00617, XENTR02421	DROME14160, DROME14161, DROME14159, DROME14158
OG0000426	XENTR13177, XENTR13178	DROME16357, DROME16356
OG0000427	XENTR16612	DROME05699, DROME05698
OG0000427	XENTR17783, XENTR06248	DROME18355, DROME18356
OG0000429	XENTR16139, XENTR13742	DROME19525, DROME07553, DROME07552, DROME06812
OG0000430	XENTR00045, XENTR12676, XENTR12674, XENTR12675, XENTR12673, XENTR10139	DROME20475
OG0000431	XENTR00991	DROME05704
OG0000431	XENTR05779	DROME12301, DROME12300
OG0000431	XENTR09022, XENTR09024, XENTR09055	DROME11410, DROME11409, DROME11408
OG0000432	XENTR10719	DROME05881, DROME05880, DROME05879, DROME02818, DROME02819, DROME02816, DROME02817, DROME02883
OG0000433	XENTR13728, XENTR07334	DROME00007, DROME00005, DROME00004, DROME00006
OG0000433	XENTR08150, XENTR16244	DROME20425, DROME20423, DROME20424
OG0000435	XENTR10898, XENTR12043, XENTR06258, XENTR02452	DROME03996, DROME03995
OG0000442	XENTR03078, XENTR07242, XENTR07241	DROME13942
OG0000442	XENTR17716, XENTR12755	DROME12188
OG0000442	XENTR00127, XENTR16680	DROME01916
OG0000443	XENTR16164, XENTR16165	DROME14734, DROME14735, DROME14732, DROME14733
OG0000444	XENTR16001, XENTR05337	DROME03786, DROME03789, DROME03788, DROME03787
OG0000445	XENTR04223	DROME06725, DROME06723, DROME06724, DROME20153, DROME20152
OG0000446	XENTR12284	DROME07092
OG0000446	XENTR09860	DROME06421
OG0000446	XENTR14711	DROME06051, DROME06050
OG0000447	XENTR03570, XENTR16310, XENTR06964, XENTR06423	DROME20929, DROME20928
OG0000449	XENTR11061, XENTR11430, XENTR11429, XENTR15332, XENTR15333, XENTR07792	DROME13412, DROME13411, DROME05575
OG0000450	XENTR00652, XENTR05100, XENTR18185, XENTR14021, XENTR14020, XENTR14894, XENTR03676	DROME16711, DROME16712
OG0000454	XENTR15860	DROME15035, DROME15036, DROME15037
OG0000454	XENTR05872, XENTR05292, XENTR15861	DROME15029, DROME15032, DROME15025, DROME15026, DROME15028, DROME15030, DROME15027, DROME15040, DROME15039
OG0000458	XENTR12853, XENTR09327	DROME21054, DROME21052, DROME21053
OG0000461	XENTR16800	DROME17428
OG0000463	XENTR15683, XENTR18055	DROME20596, DROME20593, DROME20591, DROME20594, DROME20592, DROME20598, DROME20599, DROME20595, DROME20597
OG0000465	XENTR04514	DROME11515, DROME11516
OG0000465	XENTR12030	DROME03278
OG0000466	XENTR12080, XENTR12081	DROME06663, DROME06661, DROME06536
OG0000467	XENTR13171, XENTR04831, XENTR01243, XENTR00763	DROME21658, DROME21660, DROME21659
OG0000469	XENTR07061	DROME18292, DROME18291, DROME18290
OG0000470	XENTR07308, XENTR18456	DROME21570, DROME21569
OG0000470	XENTR08990	DROME21239
OG0000475	XENTR00403, XENTR16167	DROME08667, DROME08669, DROME08666, DROME08668
OG0000476	XENTR14517	DROME19464, DROME19463
OG0000479	XENTR00167, XENTR14181	DROME10906, DROME10907, DROME10905, DROME10908, DROME10909
OG0000479	XENTR15349, XENTR00798	DROME19907, DROME19910, DROME19906, DROME19908, DROME19909, DROME19905, DROME19911
OG0000480	XENTR16905	DROME18226, DROME18222, DROME18229, DROME18223, DROME18227, DROME18225, DROME18224, DROME18228
OG0000481	XENTR18341	DROME21853
OG0000481	XENTR16095	DROME19418
OG0000481	XENTR07539, XENTR12694	DROME01481
OG0000482	XENTR14111, XENTR12532, XENTR14401	DROME00092, DROME00094, DROME00093, DROME00096, DROME00095
OG0000482	XENTR00585	DROME19126, DROME19125
OG0000484	XENTR13210, XENTR00371, XENTR11014, XENTR05882	DROME18988, DROME18995, DROME18994, DROME18989, DROME18985, DROME18986, DROME18992, DROME18993, DROME18990, DROME18987, DROME18991, DROME18996
OG0000485	XENTR04208, XENTR03378	DROME01103, DROME01104, DROME14453
OG0000486	XENTR07282, XENTR04857	DROME11708
OG0000488	XENTR02455	DROME14757, DROME14755, DROME14754
OG0000489	XENTR00237, XENTR09516, XENTR00238, XENTR11465	DROME15521, DROME15528, DROME15520, DROME15527, DROME15526, DROME15523, DROME15530, DROME15524, DROME15531, DROME15525, DROME15522, DROME15529
OG0000490	XENTR16561, XENTR06162, XENTR06161	DROME19662, DROME19663, DROME19666, DROME19664, DROME19665
OG0000491	XENTR05260, XENTR04378, XENTR03295	DROME21061, DROME21062, DROME21060, DROME21059
OG0000495	XENTR00150, XENTR00149	DROME21251, DROME21250, DROME04585, DROME04584
OG0000496	XENTR06269, XENTR06649, XENTR06268, XENTR12644	DROME10976, DROME10977, DROME10978
OG0000496	XENTR02898	DROME00063
OG0000496	XENTR16261	DROME10980, DROME10979
OG0000497	XENTR12510, XENTR13344	DROME19794, DROME19793
OG0000497	XENTR06183, XENTR09162	DROME03293, DROME03295, DROME03292, DROME03294
OG0000498	XENTR06646, XENTR04610, XENTR08348, XENTR02958, XENTR10209	DROME20580, DROME20579, DROME20582, DROME20577, DROME20581, DROME20578
OG0000503	XENTR11822, XENTR11424, XENTR11425, XENTR12881, XENTR12882	DROME08711, DROME08712
OG0000503	XENTR10022	DROME00919, DROME00918
OG0000504	XENTR18610, XENTR02766, XENTR13287, XENTR05277	DROME06010, DROME06008, DROME06009, DROME06004, DROME06006, DROME06005, DROME06007, DROME06011
OG0000505	XENTR15726, XENTR09584, XENTR09585, XENTR10436, XENTR09693, XENTR09694	DROME09303
OG0000505	XENTR09583, XENTR09695	DROME18823
OG0000508	XENTR06935	DROME02055
OG0000508	XENTR13428, XENTR01138, XENTR16721	DROME08723, DROME08722, DROME08721
OG0000510	XENTR16454, XENTR14055, XENTR06353, XENTR15990	DROME17661, DROME17660, DROME17663, DROME17662, DROME17659, DROME15630, DROME15629, DROME02254
OG0000513	XENTR12820, XENTR12821, XENTR01957, XENTR12745, XENTR07542	DROME18217, DROME18219, DROME18220, DROME18218, DROME18215, DROME18216
OG0000514	XENTR05611, XENTR01673	DROME10575, DROME10574, DROME10569, DROME10572, DROME10570, DROME10576, DROME10573, DROME10571
OG0000515	XENTR09527	DROME14318
OG0000519	XENTR04553	DROME08599
OG0000520	XENTR10317, XENTR14896	DROME12834
OG0000520	XENTR14507, XENTR14506, XENTR02607	DROME14866, DROME14865
OG0000521	XENTR12652, XENTR09000, XENTR04152, XENTR14112	DROME16066, DROME16068, DROME16065, DROME16069, DROME16070, DROME16071, DROME16067
OG0000523	XENTR10295, XENTR14142	DROME01790
OG0000524	XENTR09435	DROME16877, DROME16870, DROME16868, DROME16873, DROME16869, DROME16871, DROME16876, DROME16872, DROME16879, DROME16874, DROME16867, DROME16865, DROME16862, DROME16878, DROME16863, DROME16859, DROME16860, DROME16875, DROME16880, DROME16866, DROME16864, DROME16861, DROME16858
OG0000525	XENTR09923, XENTR09922	DROME10425
OG0000525	XENTR10927, XENTR01759, XENTR09125	DROME20723, DROME20724, DROME20720, DROME20721
OG0000529	XENTR16534, XENTR03224, XENTR04094	DROME08794, DROME08796, DROME08798, DROME08797, DROME08795, DROME05074, DROME05075, DROME05072, DROME05073
OG0000530	XENTR09841, XENTR08688, XENTR03985	DROME18198, DROME18195, DROME18196, DROME18193, DROME18191, DROME18192, DROME18194, DROME18190, DROME18199, DROME18197
OG0000531	XENTR02904, XENTR08406, XENTR08407	DROME14834, DROME14835, DROME14836
OG0000534	XENTR08607, XENTR06202, XENTR06939	DROME11197, DROME11196, DROME11195, DROME11194
OG0000537	XENTR00659, XENTR02728	DROME00914
OG0000537	XENTR00658, XENTR02729	DROME00913
OG0000542	XENTR03568, XENTR04355, XENTR11922	DROME03950
OG0000545	XENTR03840	DROME09189, DROME09193, DROME09192, DROME09190, DROME09191
OG0000545	XENTR09092, XENTR14538, XENTR09005, XENTR11985	DROME21375, DROME21376, DROME21377
OG0000548	XENTR15842, XENTR12691, XENTR12827, XENTR14858, XENTR16215, XENTR09279, XENTR16463, XENTR06806	DROME12062, DROME12064, DROME12063
OG0000552	XENTR04244, XENTR09263, XENTR15303	DROME03162, DROME03867
OG0000553	XENTR07370	DROME21018, DROME21017, DROME21019
OG0000560	XENTR09304	DROME17254
OG0000561	XENTR08504, XENTR11638, XENTR07523	DROME17453
OG0000562	XENTR08112	DROME02768, DROME02766, DROME02765, DROME02767, DROME02764
