Orthogroup	XENTR	NEMVE
OG0000148	XENTR10464, XENTR17112, XENTR02369, XENTR07951, XENTR11222, XENTR06966, XENTR07952, XENTR02368	NEMVE23582, NEMVE05630
OG0000149	XENTR03422, XENTR03423	NEMVE02950, NEMVE00060, NEMVE07321
OG0000149	XENTR01442, XENTR00579	NEMVE08530, NEMVE21291
OG0000149	XENTR04855	NEMVE07677, NEMVE25205, NEMVE08546, NEMVE17187, NEMVE14399, NEMVE02954
OG0000151	XENTR04929, XENTR06165, XENTR12078, XENTR11745	NEMVE14638
OG0000151	XENTR14804, XENTR06918, XENTR07090, XENTR00143, XENTR00142	NEMVE16753, NEMVE04801, NEMVE16934, NEMVE04750, NEMVE14329
OG0000151	XENTR06824, XENTR00446, XENTR00447	NEMVE23696
OG0000151	XENTR18335	NEMVE23695
OG0000155	XENTR03823	NEMVE08895
OG0000155	XENTR13673, XENTR05745, XENTR13672	NEMVE19985, NEMVE14842
OG0000157	XENTR09579, XENTR08086	NEMVE24250
OG0000157	XENTR02559, XENTR07059, XENTR00873, XENTR07056, XENTR07057, XENTR02846, XENTR02558	NEMVE14302
OG0000157	XENTR09559	NEMVE22690
OG0000158	XENTR11952, XENTR09918, XENTR04676, XENTR04675, XENTR11953, XENTR17680, XENTR15601, XENTR17930, XENTR04115, XENTR04631	NEMVE19203, NEMVE24928
OG0000159	XENTR09320, XENTR09321	NEMVE15043, NEMVE07490, NEMVE20974, NEMVE03468, NEMVE06600
OG0000159	XENTR07751	NEMVE15373, NEMVE08424, NEMVE15992, NEMVE05165, NEMVE03182, NEMVE02495, NEMVE09227
OG0000160	XENTR02472	NEMVE13435, NEMVE07078, NEMVE05120
OG0000160	XENTR00861, XENTR00862	NEMVE14840, NEMVE11396, NEMVE00322, NEMVE10352, NEMVE08354, NEMVE16396
OG0000163	XENTR03897, XENTR06574, XENTR17419	NEMVE23040, NEMVE12529, NEMVE24450
OG0000163	XENTR10844, XENTR07114, XENTR03341	NEMVE12704, NEMVE13131
OG0000164	XENTR03117, XENTR11443, XENTR03405, XENTR11930	NEMVE18535
OG0000165	XENTR15301, XENTR13043	NEMVE01276, NEMVE18257
OG0000166	XENTR01839, XENTR14691, XENTR00874, XENTR00875, XENTR00043, XENTR01855	NEMVE03435, NEMVE02015, NEMVE05833
OG0000168	XENTR00625, XENTR02065	NEMVE12386, NEMVE14100, NEMVE08169
OG0000169	XENTR07575, XENTR17682, XENTR17683, XENTR17684, XENTR17885	NEMVE11847
OG0000171	XENTR12901	NEMVE02961
OG0000171	XENTR05662	NEMVE13315
OG0000172	XENTR05272, XENTR03780, XENTR04175, XENTR04174, XENTR04177, XENTR16551, XENTR06583, XENTR15541	NEMVE05118, NEMVE09588, NEMVE07313, NEMVE14659, NEMVE07863, NEMVE14236, NEMVE11433
OG0000173	XENTR18567, XENTR18568	NEMVE14093, NEMVE11931, NEMVE01064, NEMVE10209, NEMVE00927, NEMVE22389
OG0000173	XENTR18313, XENTR17877, XENTR06255, XENTR06090, XENTR08570, XENTR13645, XENTR00648, XENTR00654, XENTR08279, XENTR13600, XENTR17945, XENTR13599, XENTR05902	NEMVE08851
OG0000174	XENTR05232	NEMVE06968, NEMVE04933
OG0000174	XENTR06550, XENTR10386	NEMVE06970
OG0000175	XENTR08289, XENTR15844	NEMVE08062
OG0000175	XENTR04649	NEMVE00450, NEMVE15112
OG0000179	XENTR00560, XENTR12119	NEMVE18776
OG0000179	XENTR05649	NEMVE07348
OG0000179	XENTR05414, XENTR12627	NEMVE15362
OG0000180	XENTR14458, XENTR09734, XENTR04382, XENTR05909	NEMVE17226, NEMVE07670
OG0000181	XENTR06217, XENTR12611, XENTR02755	NEMVE24124
OG0000181	XENTR06005	NEMVE23021
OG0000181	XENTR17190, XENTR17189, XENTR03816	NEMVE13840, NEMVE02915
OG0000181	XENTR09033, XENTR12669	NEMVE13666, NEMVE22609
OG0000183	XENTR02086, XENTR13524, XENTR16217	NEMVE11293
OG0000183	XENTR02643	NEMVE10854
OG0000183	XENTR17355	NEMVE13332
OG0000184	XENTR04682, XENTR04685, XENTR04684, XENTR04683, XENTR04680, XENTR04681, XENTR03930, XENTR04679, XENTR03929	NEMVE14657, NEMVE21989
OG0000185	XENTR06208, XENTR17890	NEMVE22342
OG0000185	XENTR09757, XENTR04609, XENTR12734	NEMVE24028
OG0000188	XENTR00085	NEMVE02174, NEMVE06434, NEMVE08702, NEMVE02205, NEMVE02239, NEMVE08353, NEMVE22726, NEMVE24815, NEMVE01623, NEMVE01520
OG0000188	XENTR02204, XENTR07576, XENTR05663	NEMVE13624
OG0000188	XENTR09997, XENTR04456	NEMVE06764
OG0000191	XENTR05106	NEMVE23068
OG0000191	XENTR10870, XENTR05167, XENTR13007	NEMVE20056, NEMVE07639, NEMVE07647, NEMVE10676, NEMVE12682
OG0000192	XENTR01061, XENTR03994, XENTR04308	NEMVE05593
OG0000192	XENTR16408	NEMVE13792
OG0000192	XENTR01771	NEMVE01940
OG0000193	XENTR18808, XENTR10186, XENTR10185, XENTR18807, XENTR02648, XENTR04027, XENTR10942, XENTR15293, XENTR14503, XENTR02647, XENTR19116	NEMVE10259, NEMVE11693, NEMVE07643
OG0000194	XENTR14824, XENTR18660, XENTR00280, XENTR10034	NEMVE11646, NEMVE08721
OG0000195	XENTR11322, XENTR09909, XENTR17326	NEMVE15098
OG0000199	XENTR07547, XENTR03662, XENTR03661, XENTR18903, XENTR03663, XENTR13756, XENTR13759, XENTR03660, XENTR03657, XENTR03659, XENTR19107, XENTR13755, XENTR19071, XENTR19279, XENTR19212, XENTR13752, XENTR13754, XENTR13753	NEMVE06018
OG0000200	XENTR04983, XENTR04984, XENTR04982, XENTR08174, XENTR08175, XENTR00101, XENTR00252	NEMVE14737, NEMVE09501, NEMVE00651, NEMVE21943
OG0000201	XENTR04564	NEMVE09097
OG0000201	XENTR12187, XENTR00868	NEMVE18189, NEMVE09350
OG0000202	XENTR07901, XENTR06926, XENTR12390, XENTR08208, XENTR10504, XENTR02700, XENTR02277, XENTR01975, XENTR01974, XENTR01976, XENTR01977, XENTR07918, XENTR13180, XENTR02012, XENTR17556	NEMVE18137, NEMVE01256
OG0000203	XENTR04908	NEMVE25285
OG0000203	XENTR08192, XENTR07634	NEMVE01883
OG0000203	XENTR09015, XENTR08065	NEMVE13514, NEMVE23942, NEMVE06833, NEMVE16297, NEMVE03834
OG0000204	XENTR01607, XENTR04482	NEMVE08800
OG0000204	XENTR04113, XENTR02352, XENTR08334, XENTR08954	NEMVE01481, NEMVE01283, NEMVE05134, NEMVE01962, NEMVE13202, NEMVE01981
OG0000205	XENTR12959, XENTR05519	NEMVE09132
OG0000205	XENTR16886, XENTR01752, XENTR14923	NEMVE05941
OG0000205	XENTR18445, XENTR10749, XENTR03131	NEMVE22488, NEMVE07344, NEMVE13282, NEMVE02003, NEMVE05573
OG0000206	XENTR10880	NEMVE21113, NEMVE16454, NEMVE18477, NEMVE20414, NEMVE19818, NEMVE17868
OG0000206	XENTR04135	NEMVE23907, NEMVE25062, NEMVE16767, NEMVE18304, NEMVE25061, NEMVE16768
OG0000206	XENTR10501, XENTR13106, XENTR12355	NEMVE15768
OG0000207	XENTR04496, XENTR02974, XENTR04340, XENTR04341, XENTR00010, XENTR10649, XENTR07893, XENTR15259, XENTR07892	NEMVE14338, NEMVE18126
OG0000208	XENTR16926, XENTR03526, XENTR09459, XENTR16011, XENTR11826, XENTR05993	NEMVE01513, NEMVE06396
OG0000210	XENTR12375	NEMVE14502
OG0000210	XENTR04415	NEMVE08730
OG0000211	XENTR02626	NEMVE13306
OG0000211	XENTR00605	NEMVE08412
OG0000211	XENTR03419	NEMVE13225
OG0000211	XENTR15376, XENTR01456	NEMVE10733
OG0000214	XENTR12264	NEMVE18074, NEMVE19863, NEMVE25733
OG0000215	XENTR01627, XENTR06477	NEMVE19007
OG0000218	XENTR06015	NEMVE06667, NEMVE11926, NEMVE02677
OG0000219	XENTR04422, XENTR04421	NEMVE04554, NEMVE04602
OG0000220	XENTR07581	NEMVE15160
OG0000220	XENTR15742	NEMVE06570, NEMVE06590
OG0000221	XENTR03108, XENTR08434, XENTR08435	NEMVE01044, NEMVE13312
OG0000221	XENTR10392, XENTR01755, XENTR16885	NEMVE05724
OG0000223	XENTR15744, XENTR02504, XENTR10692	NEMVE05418
OG0000223	XENTR11321, XENTR09534, XENTR11407, XENTR03468, XENTR08925	NEMVE21368, NEMVE09090
OG0000225	XENTR02888, XENTR02887, XENTR02890, XENTR02882, XENTR02884, XENTR10481, XENTR16882, XENTR02814, XENTR02816, XENTR02864, XENTR03767, XENTR05141, XENTR06741, XENTR17843, XENTR17844	NEMVE22802, NEMVE01960
OG0000226	XENTR11864	NEMVE25655
OG0000227	XENTR13632	NEMVE09031
OG0000227	XENTR15725, XENTR05302, XENTR05301	NEMVE06657, NEMVE07158
OG0000227	XENTR00522, XENTR04987	NEMVE07017, NEMVE03569, NEMVE03503
OG0000228	XENTR07707, XENTR15692	NEMVE18402, NEMVE24491
OG0000229	XENTR02900, XENTR07694	NEMVE15066, NEMVE11440, NEMVE07740, NEMVE17626, NEMVE18164, NEMVE17629
OG0000230	XENTR08030, XENTR08029	NEMVE08205
OG0000231	XENTR12600, XENTR00418, XENTR03456, XENTR16995	NEMVE09601, NEMVE01545, NEMVE09855
OG0000233	XENTR14531	NEMVE22314, NEMVE14327, NEMVE05004, NEMVE15261, NEMVE18597, NEMVE10949, NEMVE08984, NEMVE03253, NEMVE09878, NEMVE03750, NEMVE04925, NEMVE09883
OG0000234	XENTR08092, XENTR06076, XENTR18346, XENTR00774, XENTR10873	NEMVE11754, NEMVE21946, NEMVE11372
OG0000235	XENTR11258, XENTR03491, XENTR04363, XENTR04213, XENTR04161, XENTR08759	NEMVE16102, NEMVE05387
OG0000236	XENTR04703	NEMVE06799
OG0000236	XENTR08003	NEMVE08450
OG0000238	XENTR01828	NEMVE12144
OG0000238	XENTR07222, XENTR07219, XENTR07220, XENTR07221, XENTR05205, XENTR15099, XENTR08204	NEMVE01679, NEMVE14698, NEMVE17148
OG0000238	XENTR05204	NEMVE11381
OG0000239	XENTR02896, XENTR08392	NEMVE15715
OG0000239	XENTR09596	NEMVE10508, NEMVE14103
OG0000239	XENTR06920, XENTR03351	NEMVE08852
OG0000242	XENTR19139, XENTR02853	NEMVE05130
OG0000242	XENTR01304	NEMVE00647, NEMVE02184, NEMVE02502, NEMVE13212, NEMVE11211, NEMVE20228, NEMVE20918, NEMVE10099
OG0000244	XENTR01354, XENTR01248, XENTR01353, XENTR11299	NEMVE23766
OG0000244	XENTR03738, XENTR10413, XENTR05888, XENTR02505, XENTR12546	NEMVE21797, NEMVE21081, NEMVE13759
OG0000245	XENTR14120, XENTR18573, XENTR17216, XENTR17307, XENTR08599, XENTR10449, XENTR14505, XENTR07584, XENTR00128, XENTR05671, XENTR04790	NEMVE03065, NEMVE13910, NEMVE06304, NEMVE07204
OG0000246	XENTR05669	NEMVE09525, NEMVE24900
OG0000246	XENTR12561	NEMVE06591
OG0000250	XENTR02680	NEMVE11858
OG0000250	XENTR13730	NEMVE10051
OG0000250	XENTR12693	NEMVE01219, NEMVE11185, NEMVE10375, NEMVE10373
OG0000250	XENTR18990	NEMVE14142
OG0000251	XENTR06246, XENTR18095	NEMVE15024
OG0000251	XENTR09634, XENTR11476, XENTR03109	NEMVE08878, NEMVE10840, NEMVE14021, NEMVE07657, NEMVE13061, NEMVE19405, NEMVE17535
OG0000254	XENTR08982, XENTR19222	NEMVE02086
OG0000255	XENTR09255	NEMVE09558
OG0000255	XENTR12056	NEMVE09130, NEMVE09131, NEMVE10975, NEMVE13921
OG0000256	XENTR18908	NEMVE06790
OG0000257	XENTR07148, XENTR11248	NEMVE17110
OG0000258	XENTR18554, XENTR18555	NEMVE06308
OG0000258	XENTR04830, XENTR00764	NEMVE09736
OG0000258	XENTR12963, XENTR01640	NEMVE25195
OG0000260	XENTR02375, XENTR07041	NEMVE13152
OG0000260	XENTR02010	NEMVE12262, NEMVE00014
OG0000261	XENTR16283, XENTR07075, XENTR02029	NEMVE17834
OG0000263	XENTR08076	NEMVE02731
OG0000265	XENTR04690	NEMVE16690
OG0000265	XENTR16783	NEMVE00125, NEMVE14956
OG0000268	XENTR02299, XENTR06273, XENTR06272, XENTR08601, XENTR08600, XENTR12203	NEMVE05940, NEMVE01538, NEMVE11188, NEMVE06624, NEMVE02005
OG0000269	XENTR03143, XENTR10754, XENTR12377	NEMVE22828, NEMVE15262
OG0000270	XENTR15949, XENTR01261, XENTR02398	NEMVE06642
OG0000273	XENTR04558	NEMVE15051
OG0000275	XENTR12980, XENTR06678	NEMVE10649
OG0000275	XENTR08145, XENTR07453, XENTR01933	NEMVE23270
OG0000276	XENTR11774, XENTR09720	NEMVE03444, NEMVE05577, NEMVE02978, NEMVE07784, NEMVE02398, NEMVE02390
OG0000277	XENTR14696, XENTR01190	NEMVE07555
OG0000277	XENTR10121, XENTR08844, XENTR08749	NEMVE05309
OG0000278	XENTR19229	NEMVE19249
OG0000278	XENTR11159	NEMVE19287
OG0000278	XENTR09088	NEMVE13169
OG0000280	XENTR05041, XENTR11441, XENTR03406, XENTR03118	NEMVE13585, NEMVE24119, NEMVE14846
OG0000280	XENTR05286	NEMVE14600
OG0000281	XENTR11395, XENTR11394, XENTR00724, XENTR17839, XENTR12423, XENTR05941, XENTR08165	NEMVE05496, NEMVE09742
OG0000281	XENTR05001, XENTR04901	NEMVE11485, NEMVE06109, NEMVE02781
OG0000282	XENTR02925, XENTR13973	NEMVE06711, NEMVE06725
OG0000282	XENTR08646	NEMVE07044
OG0000282	XENTR07444	NEMVE08997
OG0000282	XENTR13582	NEMVE03120, NEMVE08986
OG0000284	XENTR07786, XENTR15522, XENTR13217	NEMVE09228
OG0000286	XENTR14882, XENTR03100	NEMVE22388
OG0000286	XENTR16087	NEMVE17190
OG0000286	XENTR08670	NEMVE12253, NEMVE11489
OG0000287	XENTR00628, XENTR08815, XENTR09170	NEMVE19439, NEMVE12059, NEMVE02463, NEMVE06816, NEMVE13519
OG0000288	XENTR01416, XENTR09626, XENTR07805	NEMVE01052
OG0000289	XENTR00324, XENTR04766	NEMVE22048, NEMVE20877
OG0000295	XENTR01672	NEMVE13612
OG0000296	XENTR15309	NEMVE06937
OG0000296	XENTR00542, XENTR12575	NEMVE07171
OG0000296	XENTR17014, XENTR02673	NEMVE01953
OG0000296	XENTR06270, XENTR06080	NEMVE05527
OG0000297	XENTR05837, XENTR10437, XENTR10438, XENTR17204, XENTR02128, XENTR02129, XENTR16806	NEMVE08136, NEMVE08886
OG0000298	XENTR15513, XENTR15512, XENTR19224, XENTR17746, XENTR06109, XENTR04556	NEMVE13191, NEMVE05181
OG0000299	XENTR12999, XENTR07989	NEMVE01544, NEMVE14250
OG0000301	XENTR10255	NEMVE22595, NEMVE01755, NEMVE07457, NEMVE17084, NEMVE16876, NEMVE14009
OG0000301	XENTR04265, XENTR08731, XENTR05595	NEMVE13830
OG0000301	XENTR00731, XENTR05032, XENTR12661	NEMVE07722
OG0000302	XENTR16030	NEMVE16760, NEMVE18060, NEMVE16759, NEMVE08893, NEMVE24019, NEMVE25431, NEMVE17952, NEMVE23340, NEMVE06703
OG0000303	XENTR17264	NEMVE00764, NEMVE09168
OG0000305	XENTR15555	NEMVE13195
OG0000305	XENTR05359	NEMVE14852
OG0000305	XENTR04162, XENTR07218	NEMVE22819
OG0000307	XENTR13525, XENTR02085	NEMVE22339
OG0000307	XENTR01470	NEMVE05619, NEMVE23281
OG0000308	XENTR05341, XENTR03132	NEMVE04922
OG0000308	XENTR11467	NEMVE02882, NEMVE07008
OG0000308	XENTR06275	NEMVE14481, NEMVE22536
OG0000310	XENTR02307, XENTR02306	NEMVE21881, NEMVE10980
OG0000312	XENTR10281, XENTR10282, XENTR04736, XENTR00030	NEMVE09939
OG0000312	XENTR12581	NEMVE17449
OG0000312	XENTR16372, XENTR10558	NEMVE14828
OG0000313	XENTR04895, XENTR02724	NEMVE22122
OG0000313	XENTR08592	NEMVE21924
OG0000313	XENTR05983, XENTR05982	NEMVE19582
OG0000314	XENTR09194, XENTR12236	NEMVE02359
OG0000314	XENTR04774, XENTR10527, XENTR11181	NEMVE12383
OG0000315	XENTR03674	NEMVE02785
OG0000315	XENTR04204, XENTR06293	NEMVE14926, NEMVE12015
OG0000315	XENTR02373	NEMVE07786
OG0000316	XENTR07574, XENTR05658	NEMVE08746
OG0000316	XENTR00550, XENTR11533	NEMVE01734
OG0000317	XENTR13934, XENTR13686, XENTR00225	NEMVE20889
OG0000319	XENTR04638	NEMVE03426, NEMVE08121
OG0000319	XENTR08302	NEMVE00937
OG0000320	XENTR10555	NEMVE16325
OG0000321	XENTR04726	NEMVE02272
OG0000321	XENTR01810	NEMVE06455
OG0000321	XENTR09351, XENTR09906, XENTR02057, XENTR09352, XENTR09907	NEMVE09403, NEMVE01701, NEMVE09405
OG0000322	XENTR06441, XENTR17956, XENTR02845	NEMVE06193, NEMVE02760, NEMVE08806, NEMVE01047
OG0000323	XENTR18280	NEMVE13071
OG0000323	XENTR06278, XENTR08426	NEMVE14851
OG0000325	XENTR07161, XENTR03133, XENTR12265	NEMVE06503, NEMVE02181, NEMVE05508
OG0000326	XENTR16483	NEMVE13638
OG0000328	XENTR04569, XENTR00477, XENTR13076, XENTR13140	NEMVE17398
OG0000330	XENTR13410, XENTR13411, XENTR13409, XENTR13412, XENTR03029, XENTR03030	NEMVE09775
OG0000331	XENTR05673, XENTR00936, XENTR09785, XENTR03900	NEMVE17290, NEMVE12074, NEMVE01823, NEMVE11437, NEMVE01340, NEMVE12493, NEMVE02334, NEMVE01386, NEMVE07186, NEMVE07520
OG0000332	XENTR14310, XENTR07549	NEMVE03226, NEMVE24753, NEMVE16005, NEMVE01098, NEMVE01130, NEMVE02140
OG0000332	XENTR01921, XENTR05653	NEMVE02081
OG0000333	XENTR18237	NEMVE03451, NEMVE04668, NEMVE05731, NEMVE11715, NEMVE06272
OG0000335	XENTR03289	NEMVE02469
OG0000338	XENTR03666, XENTR00810	NEMVE23189
OG0000338	XENTR00811, XENTR03279	NEMVE10431
OG0000338	XENTR12945	NEMVE14053
OG0000339	XENTR06902, XENTR11218	NEMVE11322, NEMVE01443
OG0000341	XENTR09328, XENTR07475, XENTR02979, XENTR12854	NEMVE08913
OG0000343	XENTR11384, XENTR11385, XENTR00663, XENTR09712	NEMVE03840, NEMVE10282, NEMVE10285
OG0000344	XENTR04022, XENTR04531, XENTR16339	NEMVE09427
OG0000344	XENTR03764, XENTR07830	NEMVE07424, NEMVE12469, NEMVE07402
OG0000345	XENTR04999, XENTR04907, XENTR12817	NEMVE00031, NEMVE06094, NEMVE05822, NEMVE13377, NEMVE23409
OG0000350	XENTR15815, XENTR10276, XENTR02136, XENTR05748, XENTR16105	NEMVE05817
OG0000350	XENTR09038, XENTR12529	NEMVE13780
OG0000352	XENTR04727, XENTR11543, XENTR14779	NEMVE06598
OG0000352	XENTR11161	NEMVE05333
OG0000352	XENTR18553	NEMVE09599
OG0000353	XENTR02225, XENTR09301, XENTR04872	NEMVE06098
OG0000356	XENTR04143	NEMVE11083, NEMVE11082
OG0000356	XENTR07422	NEMVE11501
OG0000357	XENTR15991, XENTR10312, XENTR11352, XENTR14897	NEMVE24307
OG0000357	XENTR15970, XENTR17586, XENTR08879, XENTR13168	NEMVE08179
OG0000358	XENTR09276	NEMVE21582
OG0000358	XENTR00396	NEMVE08090
OG0000358	XENTR16746	NEMVE04980
OG0000358	XENTR09348	NEMVE13509
OG0000359	XENTR05950	NEMVE05129
OG0000360	XENTR08830, XENTR08829, XENTR03303	NEMVE04676
OG0000360	XENTR18235	NEMVE04667
OG0000362	XENTR18283	NEMVE17608, NEMVE25308, NEMVE18935, NEMVE15974, NEMVE17042, NEMVE18403, NEMVE16590
OG0000362	XENTR01000, XENTR01001, XENTR00999, XENTR00996	NEMVE20512, NEMVE15881, NEMVE23357, NEMVE15859, NEMVE17206, NEMVE23356, NEMVE24111, NEMVE12122, NEMVE12472, NEMVE12592, NEMVE00723, NEMVE02360, NEMVE05697, NEMVE12093, NEMVE02361, NEMVE00830, NEMVE15331, NEMVE00821, NEMVE00813, NEMVE06501, NEMVE06522, NEMVE16469, NEMVE00720, NEMVE09867, NEMVE08222
OG0000363	XENTR18877	NEMVE13781
OG0000363	XENTR17199, XENTR06334, XENTR17198	NEMVE02006
OG0000367	XENTR00773, XENTR02827	NEMVE15237
OG0000372	XENTR05569, XENTR05568	NEMVE15104
OG0000372	XENTR06420	NEMVE13274
OG0000372	XENTR12969, XENTR16656	NEMVE13664
OG0000373	XENTR10296	NEMVE23724
OG0000374	XENTR12206, XENTR03156, XENTR06198	NEMVE11428
OG0000374	XENTR10123, XENTR08845	NEMVE13611
OG0000374	XENTR06197, XENTR03155	NEMVE14343
OG0000375	XENTR01003, XENTR07353, XENTR15338, XENTR09136, XENTR17679, XENTR09225, XENTR16323	NEMVE08516, NEMVE22003
OG0000378	XENTR12085, XENTR05893, XENTR15421, XENTR11577	NEMVE10276
OG0000378	XENTR06047, XENTR17806, XENTR08243	NEMVE03549
OG0000379	XENTR03681	NEMVE21880, NEMVE24618
OG0000379	XENTR09134, XENTR01840, XENTR07942	NEMVE08922
OG0000380	XENTR16530	NEMVE06348, NEMVE17453
OG0000382	XENTR02893, XENTR02790, XENTR02892, XENTR02791	NEMVE14766
OG0000384	XENTR14248, XENTR04885	NEMVE13549, NEMVE19650
OG0000384	XENTR05374	NEMVE14575
OG0000386	XENTR15040, XENTR18021, XENTR05259, XENTR18911, XENTR19193	NEMVE16157, NEMVE00367, NEMVE01134, NEMVE02065, NEMVE18127, NEMVE15594
OG0000389	XENTR13046, XENTR07562	NEMVE09300, NEMVE09295, NEMVE00051, NEMVE15129, NEMVE12486, NEMVE09303
OG0000392	XENTR05822, XENTR00373	NEMVE07781
OG0000393	XENTR10938	NEMVE10034
OG0000393	XENTR02214	NEMVE23058
OG0000393	XENTR11795	NEMVE10184
OG0000395	XENTR11886, XENTR11885, XENTR17144, XENTR02622	NEMVE11003, NEMVE10074
OG0000397	XENTR18769	NEMVE01578
OG0000399	XENTR09009	NEMVE08302
OG0000399	XENTR04487	NEMVE21873
OG0000399	XENTR15857, XENTR05296, XENTR05870	NEMVE13654
OG0000400	XENTR01263	NEMVE03765
OG0000400	XENTR14734, XENTR14733	NEMVE07515
OG0000401	XENTR02930	NEMVE22826
OG0000402	XENTR02381	NEMVE01259
OG0000402	XENTR02219, XENTR11951, XENTR13580	NEMVE08796, NEMVE12680
OG0000402	XENTR12413	NEMVE24242, NEMVE07426, NEMVE15505, NEMVE15504, NEMVE13271, NEMVE07421
OG0000403	XENTR05766	NEMVE25175
OG0000403	XENTR18233, XENTR00670, XENTR17855	NEMVE25868
OG0000404	XENTR04297, XENTR00047	NEMVE07548
OG0000404	XENTR15190	NEMVE11475
OG0000404	XENTR15188	NEMVE01923
OG0000405	XENTR12151, XENTR12577, XENTR12578, XENTR04243	NEMVE13877
OG0000410	XENTR15236, XENTR08231, XENTR08232, XENTR19019, XENTR18595, XENTR19175	NEMVE16822, NEMVE22138
OG0000411	XENTR12042, XENTR04225	NEMVE17743, NEMVE08444
OG0000411	XENTR06694	NEMVE15903
OG0000412	XENTR00072	NEMVE11551, NEMVE13684
OG0000412	XENTR04274, XENTR17107, XENTR15524	NEMVE12461, NEMVE13451, NEMVE16451, NEMVE06524, NEMVE00046
OG0000413	XENTR02384, XENTR00587, XENTR14291	NEMVE05971
OG0000413	XENTR06107, XENTR11920, XENTR09714	NEMVE18974
OG0000415	XENTR10423, XENTR12429, XENTR08187, XENTR02440, XENTR06896, XENTR06895, XENTR06897, XENTR06898, XENTR06892, XENTR06893, XENTR06894	NEMVE02035, NEMVE12523, NEMVE06692
OG0000418	XENTR15007	NEMVE18954
OG0000420	XENTR13191, XENTR04997	NEMVE15235, NEMVE22999
OG0000422	XENTR04080, XENTR07599	NEMVE02846
OG0000424	XENTR06704	NEMVE13993, NEMVE20112, NEMVE07389, NEMVE14806, NEMVE19359, NEMVE13676
OG0000425	XENTR12653, XENTR00617, XENTR02421	NEMVE09242
OG0000425	XENTR10074	NEMVE01586
OG0000426	XENTR13177, XENTR13178	NEMVE05016
OG0000426	XENTR13136, XENTR11204, XENTR01857	NEMVE09058
OG0000427	XENTR16612	NEMVE19474
OG0000427	XENTR17783, XENTR06248	NEMVE10410, NEMVE10716
OG0000429	XENTR16139	NEMVE13930, NEMVE22433
OG0000430	XENTR00045, XENTR12676, XENTR12674, XENTR12675, XENTR12673, XENTR10139	NEMVE17451, NEMVE09634
OG0000432	XENTR10719	NEMVE00377, NEMVE08466
OG0000433	XENTR13728, XENTR07334	NEMVE05274
OG0000433	XENTR08150, XENTR16244	NEMVE25882, NEMVE19705
OG0000434	XENTR02153	NEMVE23107, NEMVE01233, NEMVE09499, NEMVE05105
OG0000435	XENTR03847	NEMVE18620
OG0000435	XENTR10898, XENTR12043, XENTR06258, XENTR02452	NEMVE24017
OG0000436	XENTR17485, XENTR17484	NEMVE06326
OG0000442	XENTR03078, XENTR07242, XENTR07241	NEMVE15081, NEMVE00053
OG0000442	XENTR17716, XENTR12755	NEMVE13826
OG0000442	XENTR00127, XENTR16680	NEMVE15124
OG0000443	XENTR16164, XENTR16165	NEMVE03493
OG0000443	XENTR08253	NEMVE10812
OG0000444	XENTR16001, XENTR05337	NEMVE13025, NEMVE11937, NEMVE06859
OG0000446	XENTR12284	NEMVE22464
OG0000446	XENTR09860	NEMVE13778, NEMVE12791
OG0000447	XENTR03570, XENTR16310, XENTR06964, XENTR06423	NEMVE16106
OG0000450	XENTR00652, XENTR05100, XENTR18185, XENTR14021, XENTR14020, XENTR14894, XENTR03676	NEMVE22423
OG0000452	XENTR18629, XENTR05081, XENTR05083, XENTR05082, XENTR05084, XENTR05080, XENTR03838, XENTR03829	NEMVE13251, NEMVE21957
OG0000454	XENTR15860	NEMVE05253
OG0000458	XENTR03626, XENTR03627, XENTR03628	NEMVE08200, NEMVE08773
OG0000458	XENTR12853, XENTR09327	NEMVE19181, NEMVE20462
OG0000459	XENTR07204, XENTR12836, XENTR12837	NEMVE22834
OG0000461	XENTR16800	NEMVE16015, NEMVE02669
OG0000461	XENTR03673, XENTR10322, XENTR10323	NEMVE24592
OG0000463	XENTR15683, XENTR18055	NEMVE04814
OG0000463	XENTR05720, XENTR03129	NEMVE21255, NEMVE25382, NEMVE25677
OG0000465	XENTR04514	NEMVE13428
OG0000467	XENTR13171, XENTR04831, XENTR01243, XENTR00763	NEMVE14048
OG0000468	XENTR15317	NEMVE13616
OG0000469	XENTR07061, XENTR03510, XENTR16136, XENTR06384, XENTR06808	NEMVE09305
OG0000469	XENTR18040, XENTR09815	NEMVE11884, NEMVE14640
OG0000470	XENTR08990	NEMVE21967
OG0000471	XENTR10122, XENTR08750	NEMVE05341, NEMVE24949
OG0000472	XENTR12363, XENTR17375, XENTR17373	NEMVE20356, NEMVE23755, NEMVE16025, NEMVE01070, NEMVE13924
OG0000473	XENTR07541, XENTR04001, XENTR14187, XENTR04930	NEMVE06759, NEMVE16803, NEMVE13559, NEMVE05998, NEMVE06741
OG0000474	XENTR05228, XENTR06948, XENTR12871, XENTR17592	NEMVE14315, NEMVE13253, NEMVE13254
OG0000475	XENTR16166, XENTR03765	NEMVE01730
OG0000476	XENTR14517	NEMVE26012, NEMVE14062
OG0000476	XENTR09662	NEMVE18829
OG0000477	XENTR00334, XENTR13821, XENTR13822, XENTR08089, XENTR15364, XENTR15363	NEMVE06227, NEMVE19028, NEMVE02504
OG0000478	XENTR07036, XENTR06378, XENTR05970, XENTR06377, XENTR05971, XENTR07968	NEMVE07361, NEMVE10350
