Orthogroup	XENTR	SCHMD
OG0000360	XENTR08828, XENTR08830, XENTR08829, XENTR03303, XENTR18235	SCHMD06047
OG0000367	XENTR00773, XENTR02827, XENTR18936, XENTR18872, XENTR04515, XENTR03632	SCHMD09947
OG0000372	XENTR12969, XENTR16656	SCHMD21831, SCHMD11336
OG0000373	XENTR16184	SCHMD02964
OG0000373	XENTR10296	SCHMD08646, SCHMD00201
OG0000373	XENTR11366	SCHMD13176, SCHMD08271
OG0000374	XENTR06197, XENTR03155	SCHMD04677, SCHMD23864
OG0000375	XENTR17679, XENTR09225	SCHMD00715
OG0000378	XENTR12085, XENTR05893, XENTR15421, XENTR11577	SCHMD07011, SCHMD12188
OG0000378	XENTR06047, XENTR17806, XENTR08243	SCHMD05583
OG0000379	XENTR03681	SCHMD22438, SCHMD05351
OG0000379	XENTR09134	SCHMD04410, SCHMD04728, SCHMD09077, SCHMD07990
OG0000379	XENTR01840	SCHMD09123, SCHMD25695
OG0000379	XENTR07942	SCHMD18189, SCHMD00174
OG0000380	XENTR02493	SCHMD10844, SCHMD21526
OG0000382	XENTR02893, XENTR02790, XENTR02892, XENTR02791	SCHMD02292
OG0000384	XENTR14248, XENTR04885	SCHMD15878
OG0000386	XENTR15040, XENTR18021, XENTR05259, XENTR18911, XENTR19193	SCHMD17175, SCHMD15137, SCHMD15138, SCHMD06530, SCHMD06529, SCHMD19089, SCHMD16199, SCHMD15535, SCHMD12800
OG0000389	XENTR13046, XENTR07562	SCHMD03232, SCHMD09731
OG0000392	XENTR05821, XENTR05820, XENTR16898, XENTR05822, XENTR00373	SCHMD08120
OG0000393	XENTR11795	SCHMD10497
OG0000395	XENTR11886, XENTR11885, XENTR17144, XENTR02622	SCHMD07915
OG0000397	XENTR11555, XENTR13105, XENTR02279, XENTR18769	SCHMD04641
OG0000399	XENTR04487	SCHMD06729
OG0000399	XENTR16657	SCHMD23058, SCHMD03563, SCHMD24680
OG0000400	XENTR01263	SCHMD00908
OG0000402	XENTR12413	SCHMD02881, SCHMD11412
OG0000403	XENTR05766	SCHMD28969, SCHMD27788, SCHMD15934, SCHMD03300, SCHMD02225, SCHMD03301
OG0000404	XENTR04297, XENTR00047	SCHMD02429
OG0000404	XENTR15190	SCHMD03546
OG0000405	XENTR12151, XENTR12577, XENTR12578, XENTR04243	SCHMD26927, SCHMD22788, SCHMD20823
OG0000410	XENTR15236	SCHMD21633, SCHMD26345, SCHMD13039, SCHMD24537, SCHMD23335, SCHMD08891
OG0000411	XENTR03540, XENTR02784, XENTR12185	SCHMD11962, SCHMD08731, SCHMD19533
OG0000412	XENTR00072	SCHMD08478
OG0000412	XENTR04274	SCHMD11584
OG0000413	XENTR02384, XENTR00587, XENTR14291	SCHMD19663
OG0000413	XENTR06107, XENTR11920, XENTR09714	SCHMD18817, SCHMD28614
OG0000417	XENTR07465, XENTR03297, XENTR18273, XENTR04063, XENTR17923, XENTR11421, XENTR03702, XENTR15135	SCHMD12489, SCHMD12109, SCHMD17648, SCHMD04656
OG0000417	XENTR16506, XENTR01340	SCHMD05726, SCHMD07229, SCHMD26855, SCHMD04770
OG0000419	XENTR11508, XENTR02542, XENTR02541, XENTR16666, XENTR17941, XENTR16880	SCHMD20590, SCHMD23181, SCHMD17261, SCHMD26157
OG0000420	XENTR13191, XENTR04997	SCHMD23004
OG0000422	XENTR04080, XENTR07599	SCHMD11782, SCHMD13921, SCHMD19755, SCHMD21866
OG0000424	XENTR06704	SCHMD02613, SCHMD06040, SCHMD02614, SCHMD02615, SCHMD01853, SCHMD01880, SCHMD16600, SCHMD13568
OG0000425	XENTR18784	SCHMD24026, SCHMD08029
OG0000426	XENTR13177, XENTR13178	SCHMD02251
OG0000426	XENTR13136, XENTR11204, XENTR01857	SCHMD19378, SCHMD08176
OG0000427	XENTR17783, XENTR06248	SCHMD05143
OG0000430	XENTR00045, XENTR12676, XENTR12674, XENTR12675, XENTR12673, XENTR10139	SCHMD02042
OG0000431	XENTR09022, XENTR09024, XENTR09055	SCHMD00614
OG0000432	XENTR10719	SCHMD11313
OG0000433	XENTR13728, XENTR07334	SCHMD05136
OG0000433	XENTR08150, XENTR16244	SCHMD22817, SCHMD15295, SCHMD25465, SCHMD24790
OG0000434	XENTR02153	SCHMD11371, SCHMD07829
OG0000435	XENTR10898, XENTR12043, XENTR06258, XENTR02452	SCHMD12216, SCHMD19476
OG0000436	XENTR17485, XENTR17484	SCHMD13323, SCHMD09381
OG0000437	XENTR01065, XENTR01066, XENTR10011	SCHMD15978, SCHMD13458, SCHMD13578, SCHMD05773, SCHMD23206, SCHMD08272, SCHMD05769
OG0000442	XENTR03078, XENTR07242, XENTR07241	SCHMD12679
OG0000443	XENTR16164, XENTR16165	SCHMD09029
OG0000445	XENTR04223	SCHMD29179
OG0000448	XENTR09535, XENTR16808, XENTR10820	SCHMD14173, SCHMD23454, SCHMD22726, SCHMD02667, SCHMD12888, SCHMD05105, SCHMD06817, SCHMD02833, SCHMD08753, SCHMD25489
OG0000448	XENTR00924, XENTR07862, XENTR03653, XENTR12770	SCHMD14991, SCHMD13255, SCHMD21809, SCHMD23174, SCHMD28228
OG0000449	XENTR11061, XENTR11430, XENTR11429, XENTR15332, XENTR15333, XENTR07792	SCHMD07672
OG0000450	XENTR14894, XENTR03676	SCHMD15839, SCHMD21713
OG0000451	XENTR11332, XENTR03120	SCHMD26159, SCHMD19041, SCHMD23998, SCHMD11178, SCHMD23705, SCHMD09033, SCHMD21153, SCHMD02447, SCHMD12210, SCHMD23735, SCHMD20464, SCHMD05479, SCHMD09726, SCHMD13513, SCHMD13422, SCHMD18046, SCHMD17594, SCHMD24256, SCHMD16046, SCHMD24473, SCHMD25950, SCHMD00332, SCHMD23622, SCHMD15602, SCHMD03197, SCHMD24239, SCHMD12654, SCHMD07875, SCHMD15860, SCHMD03676, SCHMD00581, SCHMD03540, SCHMD14710, SCHMD14238, SCHMD14940, SCHMD19453, SCHMD09308, SCHMD07711, SCHMD20665, SCHMD03444, SCHMD01579, SCHMD20448, SCHMD24880, SCHMD19020, SCHMD18720, SCHMD23733, SCHMD22734, SCHMD01119, SCHMD04007, SCHMD02366, SCHMD04009, SCHMD23734, SCHMD13442, SCHMD10938, SCHMD21302, SCHMD21883, SCHMD20354, SCHMD10422, SCHMD08889, SCHMD17719, SCHMD18950, SCHMD19310, SCHMD18358, SCHMD06216, SCHMD05078, SCHMD05823, SCHMD19664, SCHMD13939, SCHMD18719, SCHMD01241, SCHMD26703, SCHMD25165, SCHMD14379, SCHMD26658
OG0000454	XENTR15860	SCHMD11564
OG0000454	XENTR05872, XENTR05292, XENTR15861	SCHMD17914
OG0000458	XENTR12853, XENTR09327	SCHMD04852, SCHMD04851
OG0000459	XENTR07204, XENTR12836, XENTR12837	SCHMD17754
OG0000461	XENTR16800	SCHMD03515
OG0000461	XENTR03673, XENTR10322, XENTR10323	SCHMD06358
OG0000464	XENTR11180, XENTR15189, XENTR12071	SCHMD16156, SCHMD15923, SCHMD02223, SCHMD05212, SCHMD02541, SCHMD03828, SCHMD13599, SCHMD27981, SCHMD12267, SCHMD22180, SCHMD10392, SCHMD10388, SCHMD17747, SCHMD13361, SCHMD12709
OG0000465	XENTR04514	SCHMD09590
OG0000469	XENTR07061	SCHMD15597
OG0000470	XENTR07308, XENTR18456	SCHMD05493
OG0000470	XENTR08990	SCHMD03185
OG0000472	XENTR17375, XENTR17373	SCHMD01783
OG0000473	XENTR07541, XENTR04001, XENTR14187, XENTR04930	SCHMD29413, SCHMD13933
OG0000476	XENTR14517	SCHMD25720, SCHMD19904
OG0000476	XENTR09662	SCHMD04015
OG0000478	XENTR07036	SCHMD11958, SCHMD18286, SCHMD18287, SCHMD14103, SCHMD12511, SCHMD15398, SCHMD08460
OG0000479	XENTR15349, XENTR00798	SCHMD14823, SCHMD04174
OG0000480	XENTR16905	SCHMD19204, SCHMD14582
OG0000481	XENTR18341	SCHMD12328
OG0000481	XENTR16095	SCHMD11352, SCHMD11001
OG0000481	XENTR07539, XENTR12694	SCHMD06297
OG0000482	XENTR00585	SCHMD03011, SCHMD06211, SCHMD06212, SCHMD17358
OG0000485	XENTR04208, XENTR03378	SCHMD13016, SCHMD17436
OG0000485	XENTR10818	SCHMD16799
OG0000486	XENTR07282, XENTR04857	SCHMD19250
OG0000487	XENTR15492	SCHMD20744
OG0000488	XENTR02455	SCHMD01306, SCHMD17798, SCHMD16340
OG0000489	XENTR00237, XENTR09516, XENTR00238, XENTR11465	SCHMD11851, SCHMD19803, SCHMD25207
OG0000490	XENTR16561, XENTR06162, XENTR06161	SCHMD21870
OG0000491	XENTR05260, XENTR04378, XENTR03295	SCHMD03171, SCHMD08983, SCHMD20738, SCHMD13341, SCHMD07340, SCHMD18133, SCHMD23188, SCHMD23436, SCHMD27960, SCHMD18920, SCHMD17666, SCHMD22815, SCHMD07927, SCHMD20806, SCHMD08846, SCHMD08847, SCHMD23642, SCHMD25563, SCHMD27546, SCHMD28266, SCHMD26950, SCHMD21486, SCHMD20472, SCHMD23045, SCHMD23074, SCHMD09539, SCHMD08981, SCHMD06713, SCHMD11915, SCHMD09317, SCHMD02859, SCHMD00109, SCHMD00103, SCHMD08015, SCHMD18354, SCHMD03551, SCHMD00998
OG0000494	XENTR11154, XENTR04560, XENTR01512, XENTR10308	SCHMD12513, SCHMD23674, SCHMD27423, SCHMD04960, SCHMD24725, SCHMD26393, SCHMD25222, SCHMD18092, SCHMD26971, SCHMD24713, SCHMD21987
OG0000496	XENTR06269, XENTR06649, XENTR06268, XENTR12644	SCHMD10819
OG0000496	XENTR16261	SCHMD00832
OG0000497	XENTR12510, XENTR13344	SCHMD07173
OG0000497	XENTR06183, XENTR09162	SCHMD12237, SCHMD24017, SCHMD22017, SCHMD24018
OG0000503	XENTR11822, XENTR11424, XENTR11425, XENTR12881, XENTR12882	SCHMD01390, SCHMD06719
OG0000503	XENTR10022	SCHMD11669, SCHMD06049, SCHMD28480, SCHMD07183, SCHMD28610, SCHMD20959
OG0000504	XENTR18610, XENTR02766, XENTR13287, XENTR05277	SCHMD09636, SCHMD05294, SCHMD24012, SCHMD24184, SCHMD19827, SCHMD05293, SCHMD22132, SCHMD09637, SCHMD12821, SCHMD09697, SCHMD24410, SCHMD25007, SCHMD25497, SCHMD16466, SCHMD25962, SCHMD08165, SCHMD14224, SCHMD23834, SCHMD24691, SCHMD24897, SCHMD16428, SCHMD22263, SCHMD09635, SCHMD24690, SCHMD16465, SCHMD08164
OG0000505	XENTR15726, XENTR09584, XENTR09585, XENTR10436, XENTR09693, XENTR09694	SCHMD10454
OG0000506	XENTR17321, XENTR17322, XENTR10543, XENTR09706, XENTR05906	SCHMD05024
OG0000513	XENTR12820, XENTR12821, XENTR01957, XENTR12745, XENTR07542	SCHMD10779, SCHMD15278, SCHMD14712, SCHMD04597
OG0000514	XENTR05611, XENTR01673	SCHMD15950, SCHMD28993
OG0000519	XENTR04553	SCHMD19355, SCHMD25526
OG0000520	XENTR10317, XENTR14896	SCHMD05956
OG0000521	XENTR12652, XENTR09000, XENTR04152, XENTR14112	SCHMD05167, SCHMD05164
OG0000523	XENTR10295, XENTR14142, XENTR06979, XENTR10287, XENTR12571	SCHMD13520
OG0000524	XENTR09435	SCHMD01087, SCHMD12691
OG0000525	XENTR09923	SCHMD04369
OG0000525	XENTR10927	SCHMD19975, SCHMD13600, SCHMD16839, SCHMD08345, SCHMD19109, SCHMD05319, SCHMD14149
OG0000527	XENTR01298, XENTR15872	SCHMD13845, SCHMD20940, SCHMD24670
OG0000528	XENTR08509, XENTR02076, XENTR15793, XENTR01661	SCHMD02315, SCHMD09612
OG0000529	XENTR16534, XENTR03224, XENTR04094	SCHMD06409
OG0000530	XENTR09841, XENTR08688, XENTR03985	SCHMD23577, SCHMD10363, SCHMD07780, SCHMD07802, SCHMD07779, SCHMD20771, SCHMD28369
OG0000532	XENTR11367, XENTR18190	SCHMD07765
OG0000538	XENTR12900, XENTR13063	SCHMD23313
OG0000538	XENTR02989, XENTR02990	SCHMD17312
OG0000540	XENTR15064, XENTR01264, XENTR01978, XENTR04538, XENTR06456, XENTR08645, XENTR01979, XENTR12381, XENTR04201, XENTR06226, XENTR14996	SCHMD22622
OG0000544	XENTR00346, XENTR00347	SCHMD08369
OG0000544	XENTR06733	SCHMD08368
OG0000545	XENTR03840	SCHMD20709
OG0000545	XENTR09092, XENTR14538, XENTR09005, XENTR11985	SCHMD17258, SCHMD12253, SCHMD14358, SCHMD06498, SCHMD14356, SCHMD17257
OG0000548	XENTR15842, XENTR12691, XENTR12827	SCHMD11369
OG0000548	XENTR14858, XENTR16215	SCHMD02725, SCHMD00205
OG0000550	XENTR07186	SCHMD04377, SCHMD04195
OG0000552	XENTR04244	SCHMD16245, SCHMD21874
OG0000552	XENTR09263	SCHMD07234
OG0000552	XENTR15303	SCHMD13011
OG0000553	XENTR07370	SCHMD06981
OG0000560	XENTR09304	SCHMD12681, SCHMD24482
OG0000561	XENTR08504, XENTR11638, XENTR07523	SCHMD09766
OG0000562	XENTR08112	SCHMD10853
OG0000566	XENTR08330, XENTR08129, XENTR08128	SCHMD24931, SCHMD26489
OG0000567	XENTR01468, XENTR04575, XENTR17225	SCHMD27076, SCHMD27355, SCHMD13533
OG0000567	XENTR15381	SCHMD00241, SCHMD03989, SCHMD19236, SCHMD27026
OG0000572	XENTR13098, XENTR15792	SCHMD10816
OG0000572	XENTR15287, XENTR08060, XENTR08059	SCHMD25603
OG0000573	XENTR00290	SCHMD01043, SCHMD15213, SCHMD24610
OG0000573	XENTR08127	SCHMD16187
OG0000574	XENTR06500	SCHMD00489
OG0000576	XENTR08548, XENTR01107, XENTR13035	SCHMD15710
OG0000578	XENTR16212, XENTR09090, XENTR03873, XENTR03874, XENTR02080, XENTR02081	SCHMD00300, SCHMD17617
OG0000579	XENTR06804	SCHMD16027, SCHMD27820, SCHMD26175
OG0000580	XENTR15703, XENTR08338	SCHMD23258, SCHMD14664, SCHMD05333
OG0000581	XENTR03879, XENTR01644	SCHMD10093, SCHMD11595, SCHMD08712
OG0000581	XENTR01643, XENTR03880, XENTR01642	SCHMD03457
OG0000582	XENTR06486, XENTR09933, XENTR15164, XENTR11764	SCHMD16063, SCHMD04882
OG0000583	XENTR02046, XENTR15416, XENTR05897, XENTR15995	SCHMD05295, SCHMD25227, SCHMD08418, SCHMD20267, SCHMD01121, SCHMD04123, SCHMD14346, SCHMD17189, SCHMD06646
OG0000585	XENTR12848, XENTR02849, XENTR01232	SCHMD24793, SCHMD28810, SCHMD24792, SCHMD27773, SCHMD04336
OG0000586	XENTR04444, XENTR16297, XENTR11420	SCHMD22071, SCHMD26810, SCHMD08470
OG0000587	XENTR08579, XENTR15453, XENTR11141, XENTR11142	SCHMD03879, SCHMD05571
OG0000588	XENTR06511, XENTR13248, XENTR15252	SCHMD01542
OG0000588	XENTR17128	SCHMD09247, SCHMD07021, SCHMD07022
OG0000589	XENTR11197, XENTR12066, XENTR01256, XENTR01604	SCHMD15105, SCHMD03706, SCHMD08912
OG0000590	XENTR14925, XENTR01750, XENTR12267, XENTR05220	SCHMD08634
OG0000590	XENTR09959, XENTR09960, XENTR17798, XENTR17799	SCHMD18326
OG0000591	XENTR07336	SCHMD10835
OG0000591	XENTR09716	SCHMD09048, SCHMD27550, SCHMD09047
OG0000592	XENTR05738, XENTR09881, XENTR09851, XENTR16083	SCHMD11895, SCHMD04777
OG0000594	XENTR10947, XENTR07145, XENTR14812, XENTR16939, XENTR07147, XENTR12851, XENTR04133, XENTR12850, XENTR02361	SCHMD01864
OG0000597	XENTR17671, XENTR17670, XENTR19170, XENTR01128	SCHMD00271
OG0000602	XENTR02033, XENTR02032, XENTR03241, XENTR03242, XENTR15509, XENTR02031	SCHMD08918, SCHMD16862
OG0000603	XENTR06555, XENTR06631, XENTR12110, XENTR06556	SCHMD15890
OG0000608	XENTR05631	SCHMD15186, SCHMD26174, SCHMD17635, SCHMD02399, SCHMD22885, SCHMD28488, SCHMD21715, SCHMD03775, SCHMD03332, SCHMD19634, SCHMD17646, SCHMD03589, SCHMD14815, SCHMD16437, SCHMD20944, SCHMD17326, SCHMD00012, SCHMD22746, SCHMD20032, SCHMD27285, SCHMD20026, SCHMD27107, SCHMD27745, SCHMD21492, SCHMD20815, SCHMD23556, SCHMD27805, SCHMD18985, SCHMD22041, SCHMD23795, SCHMD10230, SCHMD04889, SCHMD10732, SCHMD11676, SCHMD24210, SCHMD25141, SCHMD15027, SCHMD22557, SCHMD26434, SCHMD13135, SCHMD10188, SCHMD24847, SCHMD05331, SCHMD04691, SCHMD08611, SCHMD00173, SCHMD04600, SCHMD24398, SCHMD26789, SCHMD27842, SCHMD17882, SCHMD05452
OG0000609	XENTR09422	SCHMD17568
OG0000611	XENTR00513	SCHMD10118
OG0000612	XENTR15265, XENTR02014, XENTR19287	SCHMD04363, SCHMD09119
OG0000612	XENTR02467	SCHMD12368
OG0000613	XENTR09622, XENTR03003, XENTR12862	SCHMD11333
OG0000614	XENTR14290	SCHMD02000, SCHMD19846, SCHMD14215, SCHMD02001
OG0000615	XENTR05253	SCHMD18570, SCHMD15390
OG0000619	XENTR13390, XENTR07082, XENTR07081, XENTR09376	SCHMD20094
OG0000623	XENTR07882	SCHMD06017, SCHMD06018
OG0000623	XENTR16677, XENTR03896	SCHMD05599, SCHMD06718, SCHMD03445, SCHMD22744, SCHMD24118, SCHMD17727, SCHMD12585
OG0000624	XENTR10751, XENTR05400	SCHMD01951
OG0000628	XENTR12865, XENTR04952	SCHMD21997
OG0000628	XENTR02456, XENTR13000	SCHMD24762, SCHMD25901
OG0000634	XENTR18822, XENTR18823, XENTR19156	SCHMD10172, SCHMD10394, SCHMD05099, SCHMD10171, SCHMD10393, SCHMD05098, SCHMD18845
OG0000635	XENTR06487	SCHMD14919, SCHMD24865, SCHMD18425, SCHMD10798
OG0000636	XENTR11087, XENTR12476	SCHMD23842, SCHMD07652, SCHMD03198
OG0000637	XENTR17167, XENTR09803	SCHMD24038
OG0000639	XENTR14136, XENTR08621	SCHMD15823
OG0000639	XENTR10212, XENTR12548, XENTR02478	SCHMD12604, SCHMD12603
OG0000641	XENTR18866, XENTR07217, XENTR07208, XENTR07216, XENTR07215, XENTR07214, XENTR07213, XENTR07212, XENTR07211, XENTR07209, XENTR07210, XENTR17075	SCHMD25977
OG0000642	XENTR11733	SCHMD07724
OG0000643	XENTR12663, XENTR11361	SCHMD14321
OG0000645	XENTR04338	SCHMD29005
OG0000646	XENTR04406	SCHMD24176
OG0000646	XENTR07263, XENTR07262, XENTR17137	SCHMD25176, SCHMD22477
OG0000647	XENTR08053, XENTR13028, XENTR13027, XENTR17079	SCHMD29494
OG0000648	XENTR08178, XENTR10991	SCHMD18065
OG0000649	XENTR03771, XENTR03773, XENTR03774, XENTR03772, XENTR03775, XENTR11809	SCHMD18549, SCHMD18847, SCHMD16842, SCHMD03271
OG0000653	XENTR15383, XENTR08517, XENTR11621, XENTR02067, XENTR00431	SCHMD07619, SCHMD08845
OG0000654	XENTR06209, XENTR17283, XENTR15108, XENTR08609	SCHMD01650, SCHMD19469
OG0000657	XENTR09582, XENTR05287	SCHMD18210
OG0000660	XENTR01113	SCHMD02770
OG0000660	XENTR00531, XENTR03245	SCHMD20422, SCHMD27193
OG0000664	XENTR18935, XENTR10788, XENTR02592	SCHMD04491, SCHMD14555
OG0000664	XENTR08222, XENTR08223, XENTR08221, XENTR05344	SCHMD04182
OG0000665	XENTR10286, XENTR14432, XENTR14325, XENTR18084, XENTR14324	SCHMD09294
OG0000666	XENTR10727, XENTR01680, XENTR17784	SCHMD26735, SCHMD04900, SCHMD10850, SCHMD10849
OG0000672	XENTR14352	SCHMD03901
OG0000674	XENTR01435, XENTR06759	SCHMD14256
OG0000674	XENTR08702	SCHMD27363, SCHMD28202
OG0000676	XENTR08597, XENTR02025, XENTR07079	SCHMD08131
OG0000680	XENTR17739	SCHMD17558
OG0000680	XENTR03777, XENTR07100	SCHMD25925
OG0000681	XENTR01035, XENTR10823	SCHMD26784, SCHMD03976
OG0000682	XENTR06453, XENTR17621, XENTR15062	SCHMD04644, SCHMD08708, SCHMD25504, SCHMD17552, SCHMD21787, SCHMD07246, SCHMD25376, SCHMD05512
OG0000683	XENTR15130	SCHMD21601
OG0000684	XENTR16125, XENTR03725, XENTR09968, XENTR03724	SCHMD07574, SCHMD07399, SCHMD07458, SCHMD23235, SCHMD27158, SCHMD07403
OG0000685	XENTR05435, XENTR04446, XENTR00393	SCHMD02797, SCHMD09882
OG0000690	XENTR12763, XENTR09156	SCHMD24354
OG0000690	XENTR16042	SCHMD17313, SCHMD21259, SCHMD18093
OG0000692	XENTR09451	SCHMD02580
OG0000694	XENTR09772	SCHMD02121, SCHMD02119
OG0000696	XENTR00213	SCHMD17223, SCHMD17224, SCHMD29303
OG0000696	XENTR05925	SCHMD10590
OG0000697	XENTR02874, XENTR02556, XENTR06818, XENTR11308	SCHMD10349, SCHMD08041
OG0000699	XENTR15466, XENTR05930, XENTR17608, XENTR08575	SCHMD20380, SCHMD24169, SCHMD20675, SCHMD24967
OG0000701	XENTR08735, XENTR08734, XENTR08926, XENTR08927, XENTR06451, XENTR01949	SCHMD02913, SCHMD15835, SCHMD15836
OG0000702	XENTR11939, XENTR05068, XENTR14141	SCHMD21765, SCHMD21766
OG0000703	XENTR08730, XENTR08729, XENTR05594	SCHMD03880
OG0000704	XENTR15117	SCHMD17381
OG0000706	XENTR09148, XENTR02593	SCHMD26259, SCHMD27843
OG0000708	XENTR03991	SCHMD25653
OG0000709	XENTR12794	SCHMD18124
OG0000711	XENTR17290, XENTR14028	SCHMD16082
OG0000711	XENTR12075, XENTR10806	SCHMD02785
OG0000712	XENTR04994, XENTR00668, XENTR15876, XENTR04890	SCHMD23626
OG0000713	XENTR18876, XENTR06309	SCHMD17095
OG0000716	XENTR06302, XENTR07615, XENTR18854, XENTR11906	SCHMD04462, SCHMD22884, SCHMD19144, SCHMD07207, SCHMD17723
OG0000717	XENTR04673, XENTR10456, XENTR15535	SCHMD26760, SCHMD12553
OG0000718	XENTR16847, XENTR16460, XENTR09687, XENTR17406, XENTR09096, XENTR10099	SCHMD24218, SCHMD05666, SCHMD25000, SCHMD11831
OG0000721	XENTR07131, XENTR04541, XENTR08795, XENTR14738, XENTR09604, XENTR10764	SCHMD15260, SCHMD29752, SCHMD09543
OG0000722	XENTR06651, XENTR07504, XENTR09493, XENTR17327	SCHMD24922, SCHMD24923, SCHMD24635, SCHMD22124
OG0000724	XENTR15314	SCHMD07525, SCHMD08666
OG0000725	XENTR04704, XENTR14529	SCHMD11698
OG0000725	XENTR04435	SCHMD14819, SCHMD12919
OG0000730	XENTR03375, XENTR12898	SCHMD22617, SCHMD17182, SCHMD08320, SCHMD02965
OG0000731	XENTR06230, XENTR09272, XENTR06186	SCHMD03063
OG0000732	XENTR11927, XENTR08594	SCHMD09651
OG0000732	XENTR13213, XENTR00357	SCHMD05249
OG0000733	XENTR12956, XENTR09501, XENTR05537	SCHMD28225, SCHMD15626
OG0000733	XENTR08499	SCHMD02163
OG0000735	XENTR03017, XENTR16831, XENTR00243, XENTR00244	SCHMD07620
OG0000740	XENTR18507, XENTR17533, XENTR10575, XENTR10574	SCHMD13587
OG0000748	XENTR10860, XENTR10861	SCHMD06828, SCHMD06887, SCHMD11059, SCHMD09770
OG0000751	XENTR03358, XENTR00118	SCHMD12293, SCHMD13329, SCHMD18701, SCHMD04693, SCHMD17218, SCHMD17217, SCHMD03838, SCHMD03689, SCHMD13065, SCHMD14600, SCHMD18030, SCHMD13408
OG0000752	XENTR14203	SCHMD03946
OG0000752	XENTR03680	SCHMD12645
OG0000753	XENTR13232	SCHMD14739
OG0000753	XENTR16935, XENTR06041, XENTR06042	SCHMD19308, SCHMD17874
OG0000757	XENTR13722, XENTR08421, XENTR08420	SCHMD13979, SCHMD10753, SCHMD18486
OG0000758	XENTR12870, XENTR12401, XENTR02503, XENTR06058	SCHMD07281
OG0000758	XENTR05483	SCHMD07282
OG0000759	XENTR03136, XENTR03134, XENTR01884, XENTR05238, XENTR18352	SCHMD21958
OG0000762	XENTR07103, XENTR01118, XENTR14074	SCHMD18828
OG0000763	XENTR05044, XENTR08259, XENTR08260, XENTR18281, XENTR10626	SCHMD13003, SCHMD01910, SCHMD15104, SCHMD01491, SCHMD17696, SCHMD22978, SCHMD08138, SCHMD27445, SCHMD08139, SCHMD14202
OG0000764	XENTR06830, XENTR13254	SCHMD16330
OG0000765	XENTR01990, XENTR01184	SCHMD21723, SCHMD22880
OG0000766	XENTR13873, XENTR17891, XENTR13807, XENTR00551	SCHMD07087
OG0000768	XENTR00756, XENTR13472, XENTR18974	SCHMD13165, SCHMD22067
OG0000772	XENTR07457, XENTR07456, XENTR07455	SCHMD07550, SCHMD11404
OG0000772	XENTR08353	SCHMD29807
OG0000774	XENTR04669, XENTR14580	SCHMD13406
OG0000776	XENTR04910, XENTR05244	SCHMD10487
OG0000777	XENTR13724	SCHMD17125
OG0000778	XENTR03256, XENTR18913, XENTR12824, XENTR03112, XENTR04100	SCHMD17919, SCHMD25026, SCHMD16452, SCHMD20513
OG0000780	XENTR11708	SCHMD13998, SCHMD18889
OG0000781	XENTR15057	SCHMD21689, SCHMD23281, SCHMD14588, SCHMD16494
OG0000782	XENTR15723, XENTR08315, XENTR12833, XENTR02660	SCHMD01655, SCHMD14818
OG0000784	XENTR09641, XENTR15068, XENTR00277, XENTR07231, XENTR09268, XENTR13377	SCHMD19992, SCHMD27743
OG0000787	XENTR02696, XENTR08733, XENTR12281, XENTR08846	SCHMD22606, SCHMD20069, SCHMD13786
OG0000788	XENTR04467, XENTR16399	SCHMD11830, SCHMD18844
OG0000788	XENTR15693, XENTR18205	SCHMD06628
OG0000791	XENTR01881, XENTR06218, XENTR04189	SCHMD12437
OG0000792	XENTR08546, XENTR07185	SCHMD14957, SCHMD14636, SCHMD23892
OG0000794	XENTR04044, XENTR01141, XENTR18009	SCHMD10042
OG0000798	XENTR13650	SCHMD16249, SCHMD19563, SCHMD17465, SCHMD04713
OG0000801	XENTR05278, XENTR05077	SCHMD09238
OG0000802	XENTR07794, XENTR06509, XENTR13246, XENTR16777, XENTR02068, XENTR09051, XENTR09050, XENTR12147	SCHMD10199
OG0000810	XENTR17048, XENTR16257	SCHMD06140, SCHMD03114
OG0000818	XENTR04812	SCHMD25196, SCHMD21411
OG0000819	XENTR09864	SCHMD03878
OG0000820	XENTR07096	SCHMD19766
OG0000824	XENTR04940, XENTR04939, XENTR11038	SCHMD07823, SCHMD24327, SCHMD27575, SCHMD22375
OG0000826	XENTR02499	SCHMD01695, SCHMD01697, SCHMD12736, SCHMD10190, SCHMD02301, SCHMD07205, SCHMD20648, SCHMD19536, SCHMD29770
OG0000828	XENTR00582	SCHMD08298
OG0000828	XENTR06348	SCHMD08624
OG0000829	XENTR05273, XENTR00567	SCHMD27680, SCHMD26916
OG0000834	XENTR17187	SCHMD11223, SCHMD19332, SCHMD16052
OG0000836	XENTR10284, XENTR11931, XENTR11932	SCHMD23242
OG0000837	XENTR04077, XENTR09514, XENTR18045	SCHMD09523, SCHMD05554, SCHMD04696, SCHMD00842, SCHMD03083
OG0000842	XENTR15843, XENTR15340, XENTR13923, XENTR01677, XENTR11008, XENTR11009	SCHMD01343
OG0000844	XENTR17965, XENTR18460, XENTR06250	SCHMD01709
OG0000847	XENTR00819	SCHMD03587
OG0000848	XENTR13197, XENTR13196, XENTR12202	SCHMD03599
OG0000848	XENTR08322, XENTR02654	SCHMD06160
OG0000851	XENTR10592, XENTR01014	SCHMD21876, SCHMD17205
OG0000853	XENTR02400, XENTR02063	SCHMD13348, SCHMD11642, SCHMD05466, SCHMD10578
