Orthogroup	XENTR	OWEFU
OG0000084	XENTR08804, XENTR16312, XENTR13487	OFUSG19342.1.p1, OFUSG06244.1.p1, OFUSG18832.1.p1
OG0000084	XENTR05567, XENTR06450	OFUSG10136.1.p1
OG0000085	XENTR01729, XENTR03138	OFUSG23228.1.p1, OFUSG17240.1.p1
OG0000085	XENTR04052, XENTR12507	OFUSG24119.1.p1
OG0000085	XENTR15005	OFUSG04918.1.p1
OG0000085	XENTR00809	OFUSG15502.1.p1
OG0000085	XENTR12352, XENTR12351	OFUSG00479.1.p1
OG0000087	XENTR17246	OFUSG13953.1.p1, OFUSG13950.1.p1, OFUSG13949.1.p1
OG0000087	XENTR13447, XENTR13446	OFUSG12025.1.p1
OG0000087	XENTR07023	OFUSG00692.1.p1
OG0000087	XENTR10385	OFUSG04733.1.p1, OFUSG16016.1.p1
OG0000087	XENTR06016	OFUSG06740.2.p1, OFUSG06740.1.p1
OG0000087	XENTR00988	OFUSG18253.1.p1
OG0000087	XENTR18799	OFUSG19306.1.p1, OFUSG19306.2.p1
OG0000087	XENTR00376	OFUSG19309.2.p1, OFUSG19309.1.p1
OG0000088	XENTR13149, XENTR04460, XENTR16769, XENTR11326, XENTR09069, XENTR10979, XENTR05948, XENTR02110	OFUSG20048.1.p1, OFUSG23490.1.p1, OFUSG08607.1.p1, OFUSG26461.1.p1, OFUSG13369.1.p1, OFUSG19453.1.p1, OFUSG13367.1.p1, OFUSG13344.1.p1, OFUSG13368.1.p1, OFUSG16490.1.p1, OFUSG13107.1.p1, OFUSG01471.1.p1, OFUSG04058.1.p1, OFUSG21839.1.p1, OFUSG21838.1.p1, OFUSG14789.1.p1, OFUSG15625.1.p1, OFUSG20484.1.p1, OFUSG02298.1.p1, OFUSG02298.2.p1, OFUSG22303.1.p1, OFUSG10900.1.p1
OG0000089	XENTR04109	OFUSG00843.1.p1, OFUSG05923.1.p1, OFUSG05923.2.p1, OFUSG05781.1.p1
OG0000090	XENTR11768	OFUSG07976.1.p1
OG0000090	XENTR06545	OFUSG08207.1.p1
OG0000091	XENTR08624	OFUSG07948.1.p1, OFUSG12748.1.p1
OG0000093	XENTR11592, XENTR02843, XENTR08380	OFUSG03287.1.p1, OFUSG03281.1.p1, OFUSG07363.1.p1, OFUSG03291.1.p1, OFUSG26492.1.p1, OFUSG03288.1.p1, OFUSG07368.1.p1, OFUSG07369.2.p1, OFUSG07369.1.p1, OFUSG07367.1.p1, OFUSG07371.1.p1, OFUSG07370.1.p1, OFUSG02777.1.p1, OFUSG12122.1.p1, OFUSG03292.1.p1, OFUSG00762.1.p1, OFUSG12123.1.p1, OFUSG01092.1.p1
OG0000094	XENTR15146	OFUSG06104.1.p1
OG0000094	XENTR18157	OFUSG06106.3.p1, OFUSG06106.2.p1, OFUSG06106.1.p1
OG0000094	XENTR09915, XENTR14788, XENTR17591	OFUSG07673.3.p1, OFUSG07673.1.p1, OFUSG07673.2.p1, OFUSG07673.4.p1
OG0000096	XENTR02028, XENTR07076, XENTR03113	OFUSG14354.1.p1
OG0000096	XENTR02339, XENTR11518	OFUSG06591.1.p1
OG0000096	XENTR01880	OFUSG12705.1.p1
OG0000096	XENTR18613	OFUSG09090.1.p1
OG0000096	XENTR18353, XENTR11491, XENTR07413, XENTR11633	OFUSG08225.1.p1
OG0000096	XENTR16018, XENTR14119	OFUSG00268.1.p1
OG0000097	XENTR04701, XENTR00449, XENTR04699, XENTR04698, XENTR04700	OFUSG10436.1.p1
OG0000098	XENTR05433, XENTR18578, XENTR17176	OFUSG19724.1.p1, OFUSG12695.1.p1
OG0000099	XENTR05643, XENTR00672, XENTR05782, XENTR15897, XENTR15898	OFUSG03815.1.p1, OFUSG03814.2.p1, OFUSG03814.3.p1, OFUSG03814.1.p1
OG0000099	XENTR08245, XENTR06050	OFUSG00228.1.p1
OG0000099	XENTR16324, XENTR11719, XENTR12540	OFUSG00229.1.p1, OFUSG00229.2.p1, OFUSG01427.1.p1, OFUSG00259.1.p1, OFUSG00259.2.p1
OG0000099	XENTR08433	OFUSG11416.1.p1
OG0000101	XENTR09885, XENTR05951	OFUSG26221.1.p1
OG0000101	XENTR08772, XENTR05240, XENTR13420, XENTR13421, XENTR13418, XENTR13417, XENTR13424, XENTR13419, XENTR13422, XENTR13423, XENTR08771	OFUSG16240.1.p1, OFUSG16959.1.p1, OFUSG24300.2.p1, OFUSG24300.1.p1
OG0000102	XENTR10759, XENTR05530	OFUSG16711.1.p1, OFUSG12639.1.p1, OFUSG12363.1.p1
OG0000102	XENTR17165, XENTR06155	OFUSG07220.1.p1
OG0000103	XENTR12408, XENTR09108, XENTR09106, XENTR06370, XENTR18537, XENTR03858, XENTR09105, XENTR09107, XENTR09109, XENTR12407, XENTR12406, XENTR01493	OFUSG11159.3.p1, OFUSG11159.1.p1, OFUSG11159.4.p1, OFUSG11159.2.p1, OFUSG11159.5.p1
OG0000103	XENTR11203, XENTR09120, XENTR09119, XENTR01361, XENTR05614	OFUSG10643.2.p1, OFUSG10643.1.p1
OG0000104	XENTR05699, XENTR11871	OFUSG23222.1.p1, OFUSG23223.1.p1
OG0000104	XENTR03188, XENTR10251	OFUSG17041.2.p1, OFUSG17041.1.p1
OG0000104	XENTR11872, XENTR05698	OFUSG09600.1.p1, OFUSG17170.1.p1
OG0000104	XENTR07142	OFUSG09069.1.p1
OG0000104	XENTR02594, XENTR10789, XENTR16122	OFUSG06025.1.p1
OG0000106	XENTR16525, XENTR07760, XENTR12554, XENTR12553, XENTR12551, XENTR12552, XENTR12555	OFUSG20665.1.p1, OFUSG20644.1.p1
OG0000106	XENTR07802	OFUSG20761.2.p1, OFUSG20761.1.p1
OG0000106	XENTR00833, XENTR04047, XENTR14694	OFUSG15466.1.p1, OFUSG15467.1.p1
OG0000106	XENTR05910, XENTR12158, XENTR05297	OFUSG20218.1.p1, OFUSG20218.2.p1, OFUSG24132.1.p1, OFUSG24131.1.p1, OFUSG24131.2.p1, OFUSG24130.1.p1, OFUSG24130.2.p1, OFUSG05307.1.p1, OFUSG24133.1.p1, OFUSG24133.2.p1, OFUSG15090.1.p1, OFUSG15395.1.p1, OFUSG15393.1.p1, OFUSG05895.1.p1
OG0000107	XENTR16492	OFUSG26967.1.p1
OG0000110	XENTR04384, XENTR09458	OFUSG16688.1.p1, OFUSG00551.1.p1, OFUSG00553.1.p2, OFUSG08856.1.p1, OFUSG08857.1.p1, OFUSG05171.1.p1, OFUSG22992.1.p1, OFUSG02493.1.p1, OFUSG11515.1.p1, OFUSG11410.3.p1, OFUSG11410.4.p1, OFUSG11410.1.p1, OFUSG11410.2.p1, OFUSG11514.1.p1, OFUSG11512.1.p1, OFUSG11513.1.p1
OG0000111	XENTR01487, XENTR04814, XENTR07587, XENTR06674, XENTR09084, XENTR13395, XENTR18141, XENTR04629, XENTR12868, XENTR04110, XENTR04628, XENTR18140	OFUSG18504.1.p1
OG0000113	XENTR00307	OFUSG06848.1.p1, OFUSG19695.1.p1, OFUSG19696.1.p1
OG0000114	XENTR08858, XENTR12456, XENTR00845, XENTR00844, XENTR00843, XENTR01175, XENTR08055	OFUSG17872.2.p1, OFUSG17872.1.p1, OFUSG13266.2.p1, OFUSG13266.1.p1, OFUSG17688.1.p1
OG0000115	XENTR10985	OFUSG05131.1.p1
OG0000119	XENTR05393, XENTR05242, XENTR06871	OFUSG15970.2.p1, OFUSG15970.3.p1, OFUSG15970.4.p1, OFUSG15970.1.p1
OG0000119	XENTR00115, XENTR07107, XENTR12433, XENTR15934, XENTR15933	OFUSG00836.1.p1, OFUSG12269.1.p1, OFUSG14939.1.p1
OG0000119	XENTR01125, XENTR14071	OFUSG16287.1.p1
OG0000121	XENTR04902, XENTR18080	OFUSG21720.1.p1, OFUSG21720.2.p1, OFUSG11043.2.p1, OFUSG11043.1.p1, OFUSG10178.1.p1
OG0000121	XENTR08396, XENTR08397	OFUSG04235.1.p1
OG0000122	XENTR06907, XENTR17281	OFUSG16654.1.p1, OFUSG16654.2.p1, OFUSG16654.5.p1, OFUSG16654.4.p1, OFUSG16654.3.p1
OG0000122	XENTR02708, XENTR14715, XENTR10342, XENTR01730, XENTR03137, XENTR03802	OFUSG16403.1.p1, OFUSG07655.1.p1, OFUSG09651.1.p1
OG0000123	XENTR06889, XENTR13577	OFUSG18979.1.p1, OFUSG19108.1.p1, OFUSG16538.1.p1, OFUSG16538.2.p1, OFUSG22263.1.p1, OFUSG08573.1.p1, OFUSG10775.1.p1
OG0000123	XENTR10906	OFUSG01300.1.p1
OG0000124	XENTR05926	OFUSG13980.1.p1
OG0000124	XENTR10247, XENTR00962, XENTR04813	OFUSG17860.1.p1
OG0000124	XENTR09248, XENTR09249	OFUSG17649.1.p1
OG0000125	XENTR14097, XENTR01739	OFUSG04413.1.p1
OG0000125	XENTR01735, XENTR14091, XENTR08560	OFUSG16535.1.p1
OG0000125	XENTR01738, XENTR14098	OFUSG16070.1.p1, OFUSG16070.2.p1
OG0000125	XENTR05425	OFUSG15972.1.p1, OFUSG15972.3.p1, OFUSG15972.2.p1
OG0000125	XENTR08956, XENTR07410	OFUSG19378.2.p1, OFUSG19378.1.p1, OFUSG19378.5.p1, OFUSG19378.3.p1, OFUSG19378.4.p1
OG0000126	XENTR03459, XENTR13788, XENTR00416	OFUSG02680.1.p1
OG0000126	XENTR02718, XENTR02062, XENTR09023	OFUSG13809.1.p1
OG0000126	XENTR14632, XENTR03466	OFUSG02691.3.p1, OFUSG02691.2.p1, OFUSG02691.4.p1, OFUSG02691.1.p1, OFUSG02691.5.p1
OG0000126	XENTR05061, XENTR11942, XENTR13975, XENTR08532	OFUSG08618.1.p1, OFUSG07602.1.p1
OG0000127	XENTR02720, XENTR03441, XENTR09025	OFUSG13933.1.p1
OG0000127	XENTR10923, XENTR12718	OFUSG14194.1.p1
OG0000127	XENTR03639, XENTR18292, XENTR04635, XENTR04636, XENTR18893	OFUSG17604.1.p1
OG0000127	XENTR01486, XENTR04784, XENTR07585	OFUSG10843.1.p1
OG0000128	XENTR08486, XENTR08487	OFUSG08989.1.p1, OFUSG08988.1.p1, OFUSG08990.1.p1, OFUSG25804.1.p1, OFUSG25332.1.p1, OFUSG25334.1.p1
OG0000129	XENTR14286	OFUSG15026.1.p1
OG0000129	XENTR13439, XENTR09476, XENTR13435, XENTR13438, XENTR13437, XENTR12648, XENTR00152, XENTR06673	OFUSG03321.1.p1, OFUSG03321.2.p1, OFUSG19181.1.p1, OFUSG19181.2.p1, OFUSG12088.1.p1, OFUSG12519.1.p1
OG0000129	XENTR11866, XENTR11868, XENTR11869	OFUSG05207.1.p1, OFUSG18497.1.p1
OG0000129	XENTR14278, XENTR11921, XENTR18992, XENTR15519	OFUSG25789.1.p1, OFUSG04265.2.p1, OFUSG04265.1.p1, OFUSG14340.1.p1
OG0000130	XENTR03572	OFUSG22486.1.p1, OFUSG16370.1.p1
OG0000130	XENTR09287, XENTR09286, XENTR18945, XENTR04945, XENTR12880, XENTR09655, XENTR07979, XENTR07151, XENTR03234, XENTR02051	OFUSG02046.1.p1, OFUSG03470.1.p1, OFUSG11271.1.p1, OFUSG14886.1.p1
OG0000130	XENTR08843, XENTR10120	OFUSG10726.1.p1, OFUSG10369.1.p1, OFUSG10580.1.p1, OFUSG05075.1.p1
OG0000131	XENTR10944	OFUSG03831.1.p1, OFUSG03831.2.p1, OFUSG03831.3.p1
OG0000131	XENTR15258, XENTR16765, XENTR18163, XENTR17692, XENTR17693, XENTR17694, XENTR15254, XENTR03272	OFUSG21951.1.p1
OG0000132	XENTR04795	OFUSG10605.1.p1
OG0000137	XENTR10738, XENTR07993, XENTR07994	OFUSG10777.1.p1, OFUSG13550.1.p1, OFUSG13550.2.p1
OG0000137	XENTR04900	OFUSG11144.1.p1, OFUSG11145.1.p1, OFUSG11143.1.p1, OFUSG21640.1.p1
OG0000137	XENTR11062, XENTR17418	OFUSG06514.1.p1, OFUSG06514.2.p1
OG0000137	XENTR10667	OFUSG00060.1.p1, OFUSG01896.1.p1
OG0000139	XENTR06324	OFUSG12327.1.p1
OG0000140	XENTR17095	OFUSG04649.1.p1, OFUSG24390.1.p1
OG0000140	XENTR07666, XENTR07665, XENTR08332, XENTR14015, XENTR14016, XENTR07655, XENTR08331, XENTR14014, XENTR14012, XENTR07664, XENTR07661, XENTR07660, XENTR01360, XENTR07654, XENTR07659, XENTR16593, XENTR17086, XENTR14627, XENTR14631, XENTR14629, XENTR17001, XENTR18014, XENTR07667, XENTR14010, XENTR14008, XENTR07656, XENTR00385, XENTR18191, XENTR11484	OFUSG04077.1.p1
OG0000142	XENTR14526, XENTR15206, XENTR12932	OFUSG05117.1.p1
OG0000145	XENTR16742, XENTR16672, XENTR16671	OFUSG11889.1.p1
OG0000147	XENTR03268, XENTR13018	OFUSG17282.1.p1
OG0000147	XENTR02156, XENTR12287	OFUSG21442.2.p1, OFUSG21442.4.p1, OFUSG21442.1.p1, OFUSG21442.3.p1, OFUSG21442.5.p1
OG0000147	XENTR01301, XENTR12003	OFUSG26238.1.p1
OG0000147	XENTR00602	OFUSG25122.1.p1
OG0000147	XENTR15311	OFUSG25011.1.p1, OFUSG25011.2.p1
OG0000148	XENTR10464, XENTR17112, XENTR02369, XENTR07951	OFUSG14287.1.p1, OFUSG06692.1.p1, OFUSG06891.2.p1, OFUSG06891.4.p1, OFUSG06891.5.p1, OFUSG06891.3.p1, OFUSG06891.1.p1, OFUSG06890.1.p1
OG0000148	XENTR11222, XENTR06966, XENTR07952, XENTR02368	OFUSG19418.1.p1, OFUSG19198.1.p1, OFUSG19419.1.p1
OG0000149	XENTR03422, XENTR03423	OFUSG16120.1.p1
OG0000149	XENTR01442, XENTR00579	OFUSG05240.1.p1, OFUSG20670.1.p1, OFUSG20485.1.p1, OFUSG04685.1.p1, OFUSG04699.1.p1, OFUSG04099.1.p1
OG0000149	XENTR04855	OFUSG10155.1.p1, OFUSG06135.1.p1, OFUSG10728.1.p1
OG0000151	XENTR14804, XENTR06918, XENTR07090, XENTR00143, XENTR00142	OFUSG13722.2.p1, OFUSG13722.4.p1, OFUSG13722.3.p1, OFUSG13722.5.p1, OFUSG13722.1.p1
OG0000151	XENTR06824, XENTR00446, XENTR00447, XENTR18335	OFUSG07678.4.p1, OFUSG07678.3.p1, OFUSG07678.5.p1, OFUSG07678.2.p1, OFUSG07678.1.p1
OG0000154	XENTR11406, XENTR12586	OFUSG01698.1.p1
OG0000155	XENTR18176	OFUSG12605.1.p1, OFUSG12605.2.p1
OG0000155	XENTR13673, XENTR05745, XENTR13672	OFUSG26376.1.p1, OFUSG04539.1.p1, OFUSG04539.2.p1
OG0000157	XENTR09559	OFUSG20854.1.p1
OG0000158	XENTR17930, XENTR04115, XENTR04631	OFUSG13412.1.p1, OFUSG13412.2.p1
OG0000159	XENTR09320, XENTR09321	OFUSG13119.1.p1, OFUSG16367.1.p1, OFUSG16367.2.p1, OFUSG16367.3.p1
OG0000159	XENTR09386	OFUSG00459.1.p1
OG0000159	XENTR07751	OFUSG26624.1.p1
OG0000160	XENTR02472	OFUSG13799.1.p1
OG0000160	XENTR00861, XENTR00862	OFUSG10294.1.p1, OFUSG13209.1.p1, OFUSG25532.1.p1, OFUSG25530.1.p1, OFUSG00766.1.p1, OFUSG13210.1.p1
OG0000162	XENTR19069	OFUSG09858.1.p1, OFUSG09858.2.p1
OG0000162	XENTR12697, XENTR12696, XENTR08764, XENTR03804, XENTR01873, XENTR02753	OFUSG21423.3.p1, OFUSG21423.2.p1, OFUSG21423.1.p1
OG0000164	XENTR17370	OFUSG21051.1.p1, OFUSG26159.1.p1
OG0000164	XENTR03117, XENTR11443, XENTR03405, XENTR11930	OFUSG09588.1.p1
OG0000165	XENTR15301, XENTR13043	OFUSG02166.1.p1, OFUSG02165.1.p1
OG0000166	XENTR01839	OFUSG26690.1.p1
OG0000167	XENTR11177	OFUSG23708.1.p1, OFUSG23708.2.p1
OG0000168	XENTR04725	OFUSG23600.1.p1
OG0000168	XENTR00625, XENTR02065	OFUSG21195.1.p1, OFUSG24664.1.p1, OFUSG21923.1.p1
OG0000169	XENTR07575, XENTR17682, XENTR17683, XENTR17684, XENTR17885	OFUSG11692.1.p1, OFUSG11690.1.p1, OFUSG11687.1.p1, OFUSG11687.2.p1, OFUSG22051.1.p1, OFUSG22051.2.p1, OFUSG22050.1.p1, OFUSG22052.1.p1, OFUSG04494.1.p1, OFUSG11694.1.p1, OFUSG04502.1.p1, OFUSG04496.1.p1, OFUSG04500.1.p1
OG0000171	XENTR12901	OFUSG15615.1.p1
OG0000171	XENTR11514	OFUSG12255.1.p1, OFUSG02510.1.p1, OFUSG00918.1.p1, OFUSG24189.1.p1
OG0000171	XENTR05662	OFUSG10183.1.p1
OG0000172	XENTR05272	OFUSG22008.1.p1, OFUSG21979.1.p1, OFUSG21992.1.p1
OG0000172	XENTR03780, XENTR04175, XENTR04174, XENTR04177, XENTR16551	OFUSG04842.1.p1
OG0000173	XENTR18313, XENTR17877, XENTR06255, XENTR06090, XENTR08570, XENTR13645, XENTR00648, XENTR00654, XENTR08279, XENTR13600, XENTR17945, XENTR13599, XENTR05902	OFUSG23457.1.p1, OFUSG23457.2.p1
OG0000174	XENTR18562, XENTR12376	OFUSG23398.1.p1, OFUSG23396.1.p1
OG0000174	XENTR02208, XENTR05576	OFUSG08038.1.p1
OG0000174	XENTR05232	OFUSG17472.1.p1
OG0000175	XENTR08289, XENTR15844	OFUSG13162.2.p1, OFUSG13162.1.p1
OG0000175	XENTR04649	OFUSG17209.1.p1
OG0000175	XENTR10033	OFUSG17416.1.p1
OG0000179	XENTR01942	OFUSG10862.2.p1, OFUSG10862.1.p1
OG0000179	XENTR00560, XENTR12119	OFUSG09587.1.p1
OG0000180	XENTR01179	OFUSG21383.1.p1, OFUSG20979.1.p1, OFUSG21382.2.p1, OFUSG21382.1.p1
OG0000180	XENTR00269	OFUSG17288.1.p1
OG0000180	XENTR14458, XENTR09734, XENTR04382, XENTR05909	OFUSG21395.2.p1, OFUSG21395.1.p1
OG0000181	XENTR06217, XENTR12611, XENTR02755	OFUSG16146.1.p1
OG0000181	XENTR06005	OFUSG05616.1.p1
OG0000181	XENTR17190, XENTR17189, XENTR03816	OFUSG21931.1.p1
OG0000181	XENTR09033, XENTR12669	OFUSG26101.1.p1
OG0000183	XENTR02086, XENTR13524, XENTR16217	OFUSG11627.1.p1, OFUSG11627.2.p1
OG0000183	XENTR02643	OFUSG08563.2.p1, OFUSG08563.1.p1
OG0000183	XENTR02630	OFUSG09522.1.p1
OG0000184	XENTR04682, XENTR04685, XENTR04684, XENTR04683, XENTR04680, XENTR04681, XENTR03930, XENTR04679, XENTR03929	OFUSG15487.1.p1, OFUSG21878.1.p1, OFUSG08044.1.p1, OFUSG14499.1.p1
OG0000185	XENTR06208, XENTR17890	OFUSG16625.1.p1
OG0000185	XENTR03388	OFUSG16481.1.p1
OG0000185	XENTR09757, XENTR04609	OFUSG05213.1.p1
OG0000185	XENTR12734	OFUSG17591.4.p1, OFUSG17591.1.p1, OFUSG17591.5.p1, OFUSG17591.3.p1, OFUSG17591.2.p1
OG0000186	XENTR03039	OFUSG21934.1.p1, OFUSG21934.2.p1, OFUSG21934.3.p1, OFUSG21937.1.p1
OG0000188	XENTR00085	OFUSG15781.1.p1
OG0000188	XENTR08613	OFUSG03011.1.p1
OG0000188	XENTR02204, XENTR07576, XENTR05663	OFUSG18212.1.p1
OG0000188	XENTR09997, XENTR04456	OFUSG10551.1.p1
OG0000191	XENTR10870, XENTR05167, XENTR13007	OFUSG26600.1.p1
OG0000192	XENTR01061	OFUSG10808.1.p1
OG0000192	XENTR03994, XENTR04308	OFUSG12780.1.p1
OG0000192	XENTR16408	OFUSG25720.1.p1
OG0000192	XENTR01771	OFUSG10409.1.p1, OFUSG02450.1.p1
OG0000194	XENTR14824, XENTR18660, XENTR00280, XENTR10034	OFUSG13910.1.p1, OFUSG20742.1.p1
OG0000195	XENTR11322, XENTR09909, XENTR17326	OFUSG14819.1.p1
OG0000195	XENTR19159	OFUSG17223.1.p1
OG0000197	XENTR05307, XENTR15908	OFUSG23747.1.p1, OFUSG02988.1.p1, OFUSG15559.1.p1, OFUSG14607.2.p1, OFUSG14607.1.p1, OFUSG25988.2.p1, OFUSG25988.1.p1
OG0000197	XENTR12861, XENTR09625, XENTR08202, XENTR08199, XENTR08201	OFUSG24608.1.p1, OFUSG26953.1.p1, OFUSG22739.1.p1
OG0000200	XENTR04983, XENTR04984, XENTR04982, XENTR08174, XENTR08175	OFUSG12953.2.p1, OFUSG12953.1.p1, OFUSG25800.1.p1, OFUSG11985.1.p1, OFUSG21631.1.p1
OG0000200	XENTR00252	OFUSG26564.3.p1, OFUSG26564.2.p1, OFUSG26564.1.p1, OFUSG02405.1.p1, OFUSG10404.2.p1, OFUSG10404.1.p1, OFUSG05208.1.p1, OFUSG06413.1.p1, OFUSG22253.1.p1, OFUSG26185.1.p1, OFUSG26678.1.p1, OFUSG21630.1.p1
OG0000201	XENTR04564	OFUSG15046.2.p1, OFUSG15046.1.p1
OG0000201	XENTR12187, XENTR00868	OFUSG15403.1.p1
OG0000202	XENTR06926, XENTR12390, XENTR08208	OFUSG09363.1.p1
OG0000202	XENTR10504, XENTR02700, XENTR02277, XENTR01975, XENTR01974, XENTR01976, XENTR01977, XENTR07918, XENTR13180, XENTR02012, XENTR17556	OFUSG06911.1.p1
OG0000203	XENTR04908	OFUSG18348.1.p1
OG0000203	XENTR08192, XENTR07634	OFUSG23539.1.p1, OFUSG23539.2.p1
OG0000203	XENTR09015, XENTR08065	OFUSG17594.1.p1, OFUSG17593.1.p1
OG0000203	XENTR17118, XENTR17119, XENTR04083, XENTR08430, XENTR04082, XENTR08431, XENTR04088	OFUSG13145.1.p1
OG0000204	XENTR01607, XENTR04482	OFUSG00289.1.p1
OG0000204	XENTR04113, XENTR02352	OFUSG00295.4.p1, OFUSG00295.3.p1, OFUSG00295.2.p1, OFUSG00295.1.p1
OG0000205	XENTR12959, XENTR05519	OFUSG12227.4.p1, OFUSG12227.3.p1, OFUSG12227.2.p1, OFUSG12227.1.p1
OG0000205	XENTR16886, XENTR01752, XENTR14923	OFUSG16771.1.p1
OG0000205	XENTR18445, XENTR10749, XENTR03131	OFUSG16770.1.p1, OFUSG16770.2.p1, OFUSG03924.1.p1
OG0000206	XENTR10501, XENTR13106, XENTR12355	OFUSG11384.1.p1
OG0000207	XENTR04496, XENTR02974, XENTR04340, XENTR04341, XENTR00010, XENTR10649, XENTR07893, XENTR15259, XENTR07892	OFUSG04111.3.p1, OFUSG04111.1.p1, OFUSG04111.2.p1, OFUSG04111.4.p1, OFUSG22441.1.p1, OFUSG01125.1.p1, OFUSG00716.2.p1, OFUSG00716.1.p1, OFUSG00716.3.p1
OG0000208	XENTR16926, XENTR03526, XENTR09459, XENTR16011, XENTR11826, XENTR05993	OFUSG05257.1.p1, OFUSG15720.2.p1, OFUSG15720.1.p1, OFUSG15720.3.p1, OFUSG10265.1.p1, OFUSG15667.1.p1, OFUSG22350.1.p1, OFUSG01785.1.p1, OFUSG01785.2.p1, OFUSG24045.1.p1, OFUSG24046.2.p1, OFUSG24046.1.p1
OG0000210	XENTR12375	OFUSG23545.1.p1
OG0000210	XENTR19252	OFUSG17402.1.p1
OG0000210	XENTR04415	OFUSG24707.1.p1
OG0000211	XENTR02626	OFUSG09374.1.p1
OG0000211	XENTR00605	OFUSG12452.1.p1
OG0000211	XENTR03419	OFUSG19871.1.p1
OG0000211	XENTR15376, XENTR01456	OFUSG20005.1.p1
OG0000213	XENTR03518, XENTR08248	OFUSG00648.1.p1, OFUSG00647.1.p1
OG0000214	XENTR12264	OFUSG11928.1.p1
OG0000215	XENTR01627, XENTR06477	OFUSG00386.1.p1, OFUSG00387.1.p1, OFUSG07610.1.p1, OFUSG01799.2.p1, OFUSG01799.1.p1, OFUSG01795.1.p1, OFUSG14447.2.p1, OFUSG14447.1.p1, OFUSG21188.1.p1, OFUSG18243.1.p1, OFUSG15829.1.p1
OG0000215	XENTR04188	OFUSG26124.2.p1, OFUSG26124.1.p1, OFUSG26122.1.p1, OFUSG26123.1.p1
OG0000218	XENTR06015	OFUSG07139.1.p1, OFUSG16832.1.p1
OG0000219	XENTR04422, XENTR04421	OFUSG21125.1.p1, OFUSG21142.1.p1
OG0000221	XENTR04171, XENTR10605, XENTR06942	OFUSG10844.1.p1, OFUSG10678.1.p1, OFUSG10678.2.p1
OG0000221	XENTR10392, XENTR01755, XENTR16885	OFUSG07107.3.p1, OFUSG07107.2.p1, OFUSG07107.1.p1
OG0000222	XENTR18094, XENTR09636, XENTR09635	OFUSG07845.3.p1, OFUSG07845.2.p1, OFUSG07845.1.p1, OFUSG26535.1.p1, OFUSG26532.1.p1
OG0000223	XENTR11321, XENTR09534, XENTR11407, XENTR03468, XENTR08925	OFUSG05933.1.p1, OFUSG05933.2.p1
OG0000225	XENTR02888, XENTR02887, XENTR02890, XENTR02882, XENTR02884, XENTR10481, XENTR16882, XENTR02814, XENTR02816, XENTR02864, XENTR03767, XENTR05141, XENTR06741, XENTR17843, XENTR17844	OFUSG18793.3.p1, OFUSG18793.2.p1, OFUSG18793.1.p1, OFUSG15666.1.p1, OFUSG21902.1.p1
OG0000226	XENTR11864	OFUSG12589.1.p1
OG0000227	XENTR13632	OFUSG16437.1.p1
OG0000227	XENTR15725, XENTR05302, XENTR05301	OFUSG20133.1.p1
OG0000227	XENTR00522, XENTR04987	OFUSG07297.1.p1, OFUSG15888.1.p1
OG0000228	XENTR07707, XENTR15692	OFUSG22169.1.p1, OFUSG15698.1.p1
OG0000229	XENTR02900, XENTR07694	OFUSG01001.1.p1, OFUSG18593.1.p1, OFUSG24785.1.p1
OG0000230	XENTR08030, XENTR08029	OFUSG21412.1.p1, OFUSG21412.2.p1
OG0000231	XENTR12600, XENTR00418, XENTR03456, XENTR16995	OFUSG00726.1.p1, OFUSG07783.1.p1, OFUSG03303.1.p1
OG0000231	XENTR00474, XENTR12545	OFUSG20246.1.p1
OG0000233	XENTR14531	OFUSG08337.2.p1, OFUSG08337.1.p1, OFUSG23199.1.p1
OG0000234	XENTR00774, XENTR10873	OFUSG01567.2.p1, OFUSG01567.1.p1, OFUSG01567.5.p1, OFUSG01567.3.p1, OFUSG01567.4.p1
OG0000235	XENTR11258, XENTR03491, XENTR04363, XENTR04213, XENTR04161, XENTR08759	OFUSG09415.1.p1, OFUSG07323.1.p1, OFUSG15164.1.p1, OFUSG15163.1.p1
OG0000236	XENTR04703	OFUSG25465.1.p1
OG0000236	XENTR08003	OFUSG19668.1.p1, OFUSG09593.1.p1, OFUSG06480.1.p1, OFUSG19130.1.p1, OFUSG19129.1.p1, OFUSG03927.1.p1, OFUSG08249.1.p1, OFUSG23941.1.p1, OFUSG20900.1.p1, OFUSG21384.1.p1, OFUSG01717.1.p1, OFUSG12711.1.p1, OFUSG04282.1.p1, OFUSG03811.1.p1, OFUSG07491.1.p1, OFUSG12402.1.p1, OFUSG16206.1.p1
OG0000238	XENTR01828	OFUSG10164.1.p1
OG0000238	XENTR07222, XENTR07219, XENTR07220, XENTR07221, XENTR05205, XENTR15099, XENTR08204	OFUSG20653.1.p1, OFUSG20654.1.p1, OFUSG20654.3.p1, OFUSG20654.2.p1, OFUSG20655.1.p1
OG0000238	XENTR05204	OFUSG04116.1.p1
OG0000239	XENTR09596	OFUSG11213.1.p1, OFUSG11213.2.p1
OG0000239	XENTR06920, XENTR03351	OFUSG16306.2.p1, OFUSG16306.1.p1
OG0000242	XENTR11501	OFUSG00360.1.p1
OG0000242	XENTR19139, XENTR02853	OFUSG06127.1.p1
OG0000242	XENTR01304	OFUSG01194.1.p1
