Orthogroup	XENTR	YEAST
OG0006969	XENTR16749, XENTR16750, XENTR16751	YEAST01604
OG0006971	XENTR01201	YEAST00044
OG0006973	XENTR09146	YEAST03793
OG0006975	XENTR12996	YEAST02322
OG0006977	XENTR11302	YEAST06248
OG0006978	XENTR16961	YEAST00696
OG0006980	XENTR06239	YEAST02173
OG0006985	XENTR11227	YEAST03215
OG0006989	XENTR04170	YEAST04914
OG0006991	XENTR17838	YEAST05066
OG0006994	XENTR00114	YEAST05554
OG0006997	XENTR17546, XENTR17545	YEAST00664
OG0006998	XENTR06955	YEAST02509
OG0006999	XENTR00236	YEAST03874
OG0007003	XENTR16048	YEAST01840
OG0007005	XENTR07132	YEAST03907
OG0007009	XENTR09577	YEAST05645
OG0007010	XENTR05499	YEAST01652
OG0007012	XENTR03267	YEAST05361
OG0007013	XENTR09137	YEAST05971
OG0007015	XENTR02491	YEAST03053
OG0007016	XENTR00478	YEAST05307
OG0007020	XENTR09770	YEAST00663
OG0007028	XENTR00104	YEAST06312
OG0007029	XENTR07776	YEAST05619
OG0007030	XENTR05657	YEAST05712
OG0007033	XENTR16190	YEAST04002
OG0007036	XENTR17676, XENTR17677	YEAST04799
OG0007043	XENTR02003	YEAST02072, YEAST01064
OG0007045	XENTR05481	YEAST01113
OG0007046	XENTR09390	YEAST04826
OG0007049	XENTR10205	YEAST05930
OG0007050	XENTR10229	YEAST05668
OG0007053	XENTR06867	YEAST05898
OG0007055	XENTR04557	YEAST02593
OG0007057	XENTR14128, XENTR07649	YEAST05673
OG0007061	XENTR12828	YEAST03247
OG0007063	XENTR05680	YEAST04650
OG0007065	XENTR04111	YEAST01111
OG0007071	XENTR07783	YEAST02162
OG0007073	XENTR08573	YEAST03946
OG0007075	XENTR02206	YEAST00811
OG0007084	XENTR15425	YEAST05527
OG0007092	XENTR09595	YEAST01811
OG0007093	XENTR09556	YEAST01923
OG0007095	XENTR11185	YEAST02581
OG0007097	XENTR10319	YEAST01699
OG0007098	XENTR00462	YEAST03783
OG0007106	XENTR02834	YEAST00202
OG0007112	XENTR05305	YEAST05597
OG0007114	XENTR17139	YEAST03493
OG0007118	XENTR11167	YEAST01120
OG0007119	XENTR00359	YEAST05459
OG0007120	XENTR11017	YEAST04248
OG0007124	XENTR10585	YEAST04818
OG0007127	XENTR03372	YEAST04415
OG0007130	XENTR10790	YEAST05158
OG0007131	XENTR04760	YEAST05874
OG0007132	XENTR18457	YEAST06078
OG0007137	XENTR16364	YEAST00797
OG0007138	XENTR01287	YEAST04319
OG0007139	XENTR18713	YEAST05259
OG0007143	XENTR13932	YEAST02636
OG0007144	XENTR05104	YEAST04135
OG0007150	XENTR09755	YEAST00900
OG0007154	XENTR03882	YEAST01439
OG0007164	XENTR00655	YEAST05557
OG0007165	XENTR02602	YEAST04228, YEAST02514
OG0007166	XENTR10142	YEAST05384
OG0007168	XENTR01098	YEAST02929
OG0007182	XENTR01510	YEAST00042
OG0007185	XENTR07399	YEAST01036
OG0007186	XENTR13974	YEAST00761
OG0007192	XENTR00135	YEAST00860
OG0007201	XENTR08891	YEAST01721
OG0007254	XENTR16036	YEAST00328
OG0007258	XENTR05062	YEAST02867
OG0007264	XENTR00464, XENTR00463	YEAST04093
OG0007269	XENTR08034, XENTR06073	YEAST04522
OG0007274	XENTR14808	YEAST04165, YEAST05634
OG0007276	XENTR17394	YEAST02007
OG0007279	XENTR03525	YEAST02363
OG0007282	XENTR10935	YEAST04912
OG0007288	XENTR04861	YEAST02949
OG0007292	XENTR16459	YEAST05159
OG0007303	XENTR14363	YEAST05207
OG0007307	XENTR00613	YEAST05606
OG0007317	XENTR13051	YEAST04084
OG0007321	XENTR12796	YEAST05016
OG0007325	XENTR07774	YEAST03249
OG0007330	XENTR08463	YEAST00633
OG0007335	XENTR07715	YEAST06084
OG0007336	XENTR19188, XENTR12086	YEAST03606
OG0007341	XENTR00193	YEAST00183
OG0007342	XENTR05724	YEAST03859
OG0007343	XENTR09826	YEAST00383
OG0007347	XENTR11224	YEAST02066
OG0007354	XENTR00406	YEAST03378
OG0007361	XENTR11435	YEAST02394
OG0007363	XENTR10822	YEAST05519
OG0007364	XENTR05632	YEAST01959
OG0007367	XENTR00303	YEAST01013
OG0007371	XENTR13383	YEAST04970
OG0007376	XENTR04648	YEAST02976
OG0007379	XENTR13530	YEAST00967
OG0007380	XENTR17613	YEAST00785, YEAST00666
OG0007387	XENTR14518	YEAST06326
OG0007393	XENTR11702	YEAST01116
OG0007394	XENTR12646	YEAST05998
OG0007395	XENTR07594	YEAST00603
OG0007397	XENTR00313	YEAST03512
OG0007399	XENTR04879	YEAST02279
OG0007401	XENTR17065	YEAST03451
OG0007408	XENTR11855	YEAST03401
OG0007409	XENTR03019	YEAST05329
OG0007411	XENTR19232	YEAST04399
OG0007412	XENTR19082	YEAST04822
OG0007415	XENTR06922	YEAST01948
OG0007419	XENTR11330	YEAST02667
OG0007421	XENTR03781	YEAST00762
OG0007424	XENTR11339	YEAST05463
OG0007425	XENTR16373	YEAST06135
OG0007427	XENTR02005	YEAST00763
OG0007428	XENTR10603	YEAST01536
OG0007431	XENTR03371	YEAST00610
OG0007439	XENTR06565	YEAST01063
OG0007442	XENTR00039	YEAST03687
OG0007446	XENTR06442	YEAST04647
OG0007451	XENTR12405	YEAST02017
OG0007454	XENTR04173	YEAST01359
OG0007456	XENTR04528	YEAST00931
OG0007458	XENTR08684	YEAST02196
OG0007460	XENTR05094	YEAST04891
OG0007463	XENTR08950	YEAST00394
OG0007466	XENTR02679	YEAST00806
OG0007473	XENTR01457	YEAST03408
OG0007478	XENTR01177	YEAST02470
OG0007482	XENTR11438	YEAST05783
OG0007484	XENTR11668	YEAST00517
OG0007488	XENTR12274	YEAST04193
OG0007491	XENTR07351	YEAST05032
OG0007495	XENTR08419	YEAST04536
OG0007498	XENTR10735	YEAST00593
OG0007499	XENTR11617	YEAST03994
OG0007504	XENTR00131	YEAST02642
OG0007508	XENTR16412	YEAST05759
OG0007509	XENTR02576	YEAST03229
OG0007519	XENTR05051	YEAST04589
OG0007528	XENTR07788	YEAST02438
OG0007531	XENTR15044, XENTR15045	YEAST05725
OG0007550	XENTR04972, XENTR03751	YEAST03311
OG0007552	XENTR05618, XENTR18669	YEAST04097
OG0007591	XENTR06862	YEAST02623
OG0007597	XENTR00847	YEAST05244
OG0007605	XENTR15345, XENTR15344	YEAST04509
OG0007615	XENTR19198	YEAST05127
OG0007618	XENTR18042, XENTR16912, XENTR15241, XENTR15242, XENTR18722, XENTR07716	YEAST02486
OG0007619	XENTR00292	YEAST04342
OG0007622	XENTR05630	YEAST01282
OG0007624	XENTR17757	YEAST03901
OG0007645	XENTR01371	YEAST05586
OG0007646	XENTR03696	YEAST05572
OG0007648	XENTR00698	YEAST03775
OG0007656	XENTR00778	YEAST02935
OG0007657	XENTR16019	YEAST01213
OG0007673	XENTR12090	YEAST04892
OG0007676	XENTR11756	YEAST01965
OG0007685	XENTR09953	YEAST00976
OG0007690	XENTR02183	YEAST00054
OG0007692	XENTR04674	YEAST05386
OG0007698	XENTR06794	YEAST04526
OG0007701	XENTR01199	YEAST04394
OG0007703	XENTR14246	YEAST03290
OG0007704	XENTR14924	YEAST01687
OG0007712	XENTR13584	YEAST02916
OG0007722	XENTR10029	YEAST06130
OG0007739	XENTR17717	YEAST04408
OG0007744	XENTR02881	YEAST04303
OG0007749	XENTR02891	YEAST02144
OG0007751	XENTR11316	YEAST03046
OG0007758	XENTR13164	YEAST04336
OG0007760	XENTR15814, XENTR15813	YEAST02821
OG0007766	XENTR10400	YEAST03772, YEAST02908
OG0007767	XENTR08581	YEAST03177
OG0007769	XENTR01777	YEAST02589
OG0007772	XENTR07435	YEAST05211
OG0007783	XENTR10399	YEAST03579
OG0007784	XENTR06932	YEAST01170
OG0007786	XENTR00598	YEAST01347
OG0007801	XENTR07313	YEAST02556, YEAST00332
OG0007803	XENTR13056	YEAST00818
OG0007810	XENTR07030	YEAST06278
OG0007811	XENTR06252	YEAST05686
OG0007816	XENTR08437	YEAST00605
OG0007823	XENTR09570	YEAST03887
OG0007825	XENTR13803	YEAST05054
OG0007827	XENTR01637	YEAST01279
OG0007829	XENTR00492	YEAST02649
OG0007830	XENTR05313	YEAST03594
OG0007831	XENTR04325	YEAST03693
OG0007838	XENTR01164	YEAST04312
OG0007840	XENTR04645	YEAST02829
OG0007843	XENTR03294, XENTR01615	YEAST04794
OG0007848	XENTR16347	YEAST03711
OG0007849	XENTR11713	YEAST01915
OG0007850	XENTR15952	YEAST01418
OG0007852	XENTR16462	YEAST02199
OG0007854	XENTR10673	YEAST01377
OG0007858	XENTR02288	YEAST03196
OG0007918	XENTR11754	YEAST04092
OG0007941	XENTR11333	YEAST03892
OG0007942	XENTR12219	YEAST03545
OG0007943	XENTR05797	YEAST03288
OG0007947	XENTR09798	YEAST02420
OG0007958	XENTR11070	YEAST01011
OG0007971	XENTR17300, XENTR17301	YEAST03990
OG0007975	XENTR08436	YEAST01243
OG0007976	XENTR10402	YEAST02259
OG0007982	XENTR10596	YEAST03186
OG0007991	XENTR13088	YEAST02341
OG0007993	XENTR05533	YEAST00089
OG0007996	XENTR15283	YEAST04079
OG0008008	XENTR18597	YEAST02355
OG0008020	XENTR00191	YEAST05433
OG0008030	XENTR00882	YEAST00039
OG0008031	XENTR12706	YEAST04719
OG0008045	XENTR11803	YEAST01345
OG0008053	XENTR03171	YEAST05804
OG0008055	XENTR02343	YEAST05224
OG0008056	XENTR05929	YEAST04542
OG0008069	XENTR09820	YEAST00959
OG0008072	XENTR16479	YEAST00552
OG0008079	XENTR13201	YEAST03108
OG0008085	XENTR06383	YEAST04107
OG0008100	XENTR13894	YEAST03959
OG0008103	XENTR14105	YEAST05352
OG0008104	XENTR11834	YEAST06240
OG0008105	XENTR00182	YEAST03324
OG0008110	XENTR18890	YEAST00121
OG0008111	XENTR02658	YEAST06004, YEAST05693
OG0008115	XENTR06677	YEAST05684, YEAST06009
OG0008127	XENTR04380	YEAST05342
OG0008136	XENTR02981	YEAST02756
OG0008196	XENTR05316	YEAST03623
OG0008201	XENTR02829	YEAST01163
OG0008202	XENTR09753	YEAST06186
OG0008208	XENTR11124	YEAST04341
OG0008244	XENTR01796, XENTR01795	YEAST04999
OG0008251	XENTR00537	YEAST01472
OG0008254	XENTR18327	YEAST04740
OG0008267	XENTR01352	YEAST02722
OG0008273	XENTR17915	YEAST00628
OG0008275	XENTR05891	YEAST05358
OG0008281	XENTR11627	YEAST01387
OG0008307	XENTR18959	YEAST01285
OG0008323	XENTR04337	YEAST05718
OG0008339	XENTR09613	YEAST03286
OG0008346	XENTR11364	YEAST01382
OG0008351	XENTR13343	YEAST01276
OG0008401	XENTR01244	YEAST02115
OG0008403	XENTR12767	YEAST01318
OG0008404	XENTR06168	YEAST02842
OG0008416	XENTR12955	YEAST05168
OG0008432	XENTR14433	YEAST01317
OG0008524	XENTR14679	YEAST02216
OG0008533	XENTR01211	YEAST00770
OG0008542	XENTR15730	YEAST00506
OG0008546	XENTR07676	YEAST03499
OG0008582	XENTR00739	YEAST04883
OG0008601	XENTR06414	YEAST03150
OG0008602	XENTR08161	YEAST04166
OG0008626	XENTR09686	YEAST03306
OG0008645	XENTR01722	YEAST05803
OG0008654	XENTR04792	YEAST03590
OG0008677	XENTR01728	YEAST03567
OG0008680	XENTR07520	YEAST02511
OG0008681	XENTR02732	YEAST04884
OG0008685	XENTR10990	YEAST00164
OG0008689	XENTR17820	YEAST05237
OG0008705	XENTR12231	YEAST06239
OG0008816	XENTR08319	YEAST01954
OG0008823	XENTR12534	YEAST03936
OG0008861	XENTR04985	YEAST04983
OG0008903	XENTR10495	YEAST01637
OG0008913	XENTR13335	YEAST03181, YEAST03769
OG0008923	XENTR06066	YEAST01739
OG0008946	XENTR10610	YEAST00403
OG0008990	XENTR18969	YEAST02040
OG0009056	XENTR14357	YEAST00322
OG0009078	XENTR13806	YEAST02676
OG0009115	XENTR11528	YEAST05628, YEAST04158
OG0009165	XENTR01031	YEAST05085, YEAST01742
OG0009166	XENTR03630	YEAST03055
OG0009172	XENTR05351	YEAST02854
OG0009225	XENTR13638	YEAST01052
OG0009232	XENTR18701	YEAST04731
OG0009344	XENTR16272	YEAST03868
OG0009472	XENTR03269	YEAST01737
OG0009483	XENTR07762	YEAST05877
OG0009604	XENTR00499	YEAST04803
OG0009630	XENTR09847	YEAST02852
OG0009649	XENTR08292	YEAST01825
OG0009651	XENTR07500	YEAST04775
OG0009654	XENTR10259	YEAST04221
OG0009911	XENTR16078	YEAST03388
OG0009926	XENTR07589	YEAST03054
OG0009994	XENTR02509	YEAST06045
OG0010139	XENTR00164	YEAST01045
OG0010271	XENTR01196	YEAST03656
OG0010323	XENTR16160	YEAST04943
OG0010346	XENTR10966	YEAST00902, YEAST04286
OG0010369	XENTR05713	YEAST01224
OG0010372	XENTR06460	YEAST02145
OG0010570	XENTR05122	YEAST03006
OG0010876	XENTR04544	YEAST02678
OG0011258	XENTR04596	YEAST02930
OG0011334	XENTR18744	YEAST01779
OG0011371	XENTR18746	YEAST01766
OG0011375	XENTR10591	YEAST03348
OG0011869	XENTR11292	YEAST04156
OG0011920	XENTR03369	YEAST05132
OG0012438	XENTR16245	YEAST03374
OG0012449	XENTR10597	YEAST06083, YEAST05798
OG0012498	XENTR15017	YEAST04109
OG0014188	XENTR18747	YEAST01781
OG0014945	XENTR08882	YEAST05837
OG0021111	XENTR00787	YEAST01340
