Orthogroup	ASTMX	PFLAV
OG0000048	ASTMX15600	TCONS_00011079.p1
OG0000048	ASTMX04570	TCONS_00011575.p1
OG0000048	ASTMX00590	TCONS_00007155.p1
OG0000049	ASTMX10248, ASTMX08138, ASTMX03713, ASTMX05857	TCONS_00002242.p1
OG0000049	ASTMX00928, ASTMX08370, ASTMX07196	TCONS_00047284.p1
OG0000049	ASTMX04011, ASTMX18609, ASTMX01014, ASTMX00951, ASTMX05170, ASTMX00786	TCONS_00047286.p1
OG0000049	ASTMX20103	TCONS_00050873.p1
OG0000050	ASTMX16561	TCONS_00041105.p1, TCONS_00039705.p1, TCONS_00038719.p1, TCONS_00015456.p1, TCONS_00055611.p1, TCONS_00013955.p1, TCONS_00030346.p1, TCONS_00051828.p1, TCONS_00024205.p1, TCONS_00023941.p1, TCONS_00029104.p1, TCONS_00055612.p1, TCONS_00030648.p1, TCONS_00010626.p1, TCONS_00034932.p1, TCONS_00048001.p1, TCONS_00034082.p1, TCONS_00045636.p1, TCONS_00037887.p1, TCONS_00029712.p1, TCONS_00044079.p1, TCONS_00037162.p1, TCONS_00040487.p1, TCONS_00042914.p1, TCONS_00054565.p1, TCONS_00026909.p1, TCONS_00026535.p1, TCONS_00024881.p1, TCONS_00030664.p1, TCONS_00016753.p1, TCONS_00031732.p1, TCONS_00045886.p1, TCONS_00037060.p1, TCONS_00035894.p1, TCONS_00032456.p1, TCONS_00016133.p1, TCONS_00033620.p1, TCONS_00037061.p1, TCONS_00033575.p1, TCONS_00012924.p1, TCONS_00054592.p1, TCONS_00044474.p1, TCONS_00044473.p1, TCONS_00045888.p1, TCONS_00045884.p1, TCONS_00011588.p1, TCONS_00038706.p1, TCONS_00052604.p1, TCONS_00049417.p1, TCONS_00009648.p1, TCONS_00000050.p1, TCONS_00049892.p1, TCONS_00049884.p1, TCONS_00049995.p1, TCONS_00037148.p1, TCONS_00007806.p1, TCONS_00025748.p1, TCONS_00006991.p1, TCONS_00044623.p1, TCONS_00041845.p1, TCONS_00023769.p1, TCONS_00005479.p1, TCONS_00032007.p1, TCONS_00024796.p1, TCONS_00019016.p1, TCONS_00034246.p1, TCONS_00000242.p1, TCONS_00006402.p1, TCONS_00021270.p1, TCONS_00041918.p1, TCONS_00016740.p1, TCONS_00044555.p1, TCONS_00024204.p1, TCONS_00034931.p1, TCONS_00044080.p1, TCONS_00045885.p1, TCONS_00055034.p1
OG0000051	ASTMX02511	TCONS_00006560.p1, TCONS_00006558.p1, TCONS_00006561.p1, TCONS_00003099.p1, TCONS_00003102.p1, TCONS_00003101.p1
OG0000053	ASTMX12784	TCONS_00057047.p1
OG0000054	ASTMX04679	TCONS_00030209.p1
OG0000054	ASTMX05759	TCONS_00005549.p1, TCONS_00020702.p1, TCONS_00020496.p1, TCONS_00020497.p1, TCONS_00053229.p1, TCONS_00053231.p1, TCONS_00041220.p1, TCONS_00041205.p1, TCONS_00025247.p1, TCONS_00025241.p1, TCONS_00025250.p1, TCONS_00025249.p1, TCONS_00024712.p1, TCONS_00024714.p1, TCONS_00023269.p1, TCONS_00024711.p1, TCONS_00024709.p1, TCONS_00024710.p1, TCONS_00053730.p1, TCONS_00053728.p1, TCONS_00054380.p1, TCONS_00054377.p1, TCONS_00054375.p1, TCONS_00054373.p1, TCONS_00054374.p1, TCONS_00054381.p1, TCONS_00037279.p1, TCONS_00037270.p1, TCONS_00036137.p1, TCONS_00037730.p1, TCONS_00037744.p1, TCONS_00037732.p1, TCONS_00042198.p1, TCONS_00042196.p1, TCONS_00042195.p1, TCONS_00042197.p1
OG0000056	ASTMX22444, ASTMX01590, ASTMX01617, ASTMX02364, ASTMX08903, ASTMX17902, ASTMX14177, ASTMX02363	TCONS_00053166.p1, TCONS_00054244.p1
OG0000058	ASTMX10002	TCONS_00026611.p1
OG0000058	ASTMX04977, ASTMX07660	TCONS_00013052.p1
OG0000059	ASTMX20918	TCONS_00041789.p1
OG0000059	ASTMX06113, ASTMX17681, ASTMX08000, ASTMX00300, ASTMX18960	TCONS_00017293.p1
OG0000060	ASTMX04292, ASTMX07603	TCONS_00017864.p1
OG0000060	ASTMX21094, ASTMX10197, ASTMX00223, ASTMX00445, ASTMX07264	TCONS_00024431.p1
OG0000061	ASTMX00680, ASTMX05396, ASTMX12006, ASTMX20657	TCONS_00055666.p1
OG0000061	ASTMX10422, ASTMX12960, ASTMX20513, ASTMX13746, ASTMX21095, ASTMX14165, ASTMX02316, ASTMX11665, ASTMX13598, ASTMX06207, ASTMX18339, ASTMX05474, ASTMX04490, ASTMX01934, ASTMX05473, ASTMX16790, ASTMX15449	TCONS_00056708.p1
OG0000061	ASTMX18729, ASTMX15987	TCONS_00056856.p1
OG0000062	ASTMX05024, ASTMX02340, ASTMX02341, ASTMX02343, ASTMX02342	TCONS_00029083.p1, TCONS_00048669.p1, TCONS_00048676.p1, TCONS_00029089.p1, TCONS_00048674.p1, TCONS_00029086.p1, TCONS_00029084.p1, TCONS_00048673.p1
OG0000062	ASTMX01260	TCONS_00007265.p1
OG0000063	ASTMX11259, ASTMX01032	TCONS_00047467.p1, TCONS_00031359.p1
OG0000063	ASTMX13777	TCONS_00053925.p1
OG0000063	ASTMX10350, ASTMX13375, ASTMX12584	TCONS_00052796.p1, TCONS_00052765.p1
OG0000066	ASTMX01776	TCONS_00048274.p1
OG0000067	ASTMX12120, ASTMX00316, ASTMX18001, ASTMX19454	TCONS_00008985.p1, TCONS_00028299.p1, TCONS_00053446.p1, TCONS_00053444.p1, TCONS_00053445.p1, TCONS_00053443.p1, TCONS_00053442.p1, TCONS_00053441.p1, TCONS_00053439.p1, TCONS_00036889.p1, TCONS_00038035.p1, TCONS_00037697.p1, TCONS_00003250.p1, TCONS_00011721.p1, TCONS_00011723.p1, TCONS_00004267.p1, TCONS_00004268.p1, TCONS_00004271.p1, TCONS_00002732.p1, TCONS_00004002.p1, TCONS_00045047.p1
OG0000068	ASTMX15456	TCONS_00049697.p1
OG0000068	ASTMX20702, ASTMX04017, ASTMX10771, ASTMX00977, ASTMX02175, ASTMX13274, ASTMX19064, ASTMX03044	TCONS_00047952.p1, TCONS_00048468.p1
OG0000068	ASTMX22308	TCONS_00048536.p1
OG0000069	ASTMX20491	TCONS_00012030.p1
OG0000070	ASTMX03868, ASTMX11850	TCONS_00000689.p1, TCONS_00000334.p1
OG0000070	ASTMX17316, ASTMX02948	TCONS_00031380.p1, TCONS_00029635.p1, TCONS_00055641.p1, TCONS_00055643.p1, TCONS_00056821.p1, TCONS_00055627.p1, TCONS_00055629.p1, TCONS_00056814.p1, TCONS_00029418.p1, TCONS_00029631.p1, TCONS_00031379.p1, TCONS_00022431.p1, TCONS_00021513.p1, TCONS_00021512.p1
OG0000071	ASTMX03580, ASTMX03579, ASTMX03578, ASTMX03576, ASTMX03577, ASTMX01732, ASTMX18909, ASTMX18910, ASTMX10408	TCONS_00008391.p1
OG0000072	ASTMX04733, ASTMX14003, ASTMX11793, ASTMX14353, ASTMX03718, ASTMX16521	TCONS_00042083.p1
OG0000072	ASTMX19895, ASTMX03692, ASTMX11241	TCONS_00044164.p1
OG0000072	ASTMX11250, ASTMX11618	TCONS_00042452.p1, TCONS_00042470.p1
OG0000072	ASTMX02462	TCONS_00030570.p1
OG0000074	ASTMX16165, ASTMX17638, ASTMX00966	TCONS_00049689.p1
OG0000074	ASTMX12476	TCONS_00042001.p1
OG0000074	ASTMX07079, ASTMX08304	TCONS_00036875.p1, TCONS_00026199.p1, TCONS_00026198.p1, TCONS_00031653.p1, TCONS_00031661.p1, TCONS_00031672.p1, TCONS_00031647.p1, TCONS_00036986.p1, TCONS_00006851.p1, TCONS_00034788.p1, TCONS_00049527.p1, TCONS_00049524.p1, TCONS_00049523.p1
OG0000075	ASTMX13833, ASTMX15058	TCONS_00002725.p1
OG0000075	ASTMX15193	TCONS_00003660.p1
OG0000075	ASTMX17154	TCONS_00003661.p1
OG0000075	ASTMX04760	TCONS_00002727.p1
OG0000075	ASTMX10641, ASTMX00718	TCONS_00050627.p1
OG0000075	ASTMX12169, ASTMX18152	TCONS_00021191.p1
OG0000075	ASTMX16716, ASTMX04759	TCONS_00002728.p1
OG0000075	ASTMX01001, ASTMX08839, ASTMX10263	TCONS_00048312.p1
OG0000075	ASTMX12953, ASTMX02098	TCONS_00049564.p1
OG0000075	ASTMX15785, ASTMX16080, ASTMX14559, ASTMX03441	TCONS_00049562.p1
OG0000075	ASTMX07134	TCONS_00049274.p1
OG0000077	ASTMX17041, ASTMX09313, ASTMX18035, ASTMX05112	TCONS_00026489.p1
OG0000077	ASTMX06199, ASTMX03488, ASTMX12363	TCONS_00053066.p1, TCONS_00053019.p1, TCONS_00025263.p1
OG0000077	ASTMX15936, ASTMX10508, ASTMX07977, ASTMX12178, ASTMX18081, ASTMX01594	TCONS_00026413.p1
OG0000077	ASTMX07586, ASTMX09935, ASTMX03249, ASTMX04186, ASTMX07562	TCONS_00055904.p1
OG0000077	ASTMX09286, ASTMX05084	TCONS_00057132.p1
OG0000078	ASTMX02053, ASTMX00440, ASTMX00992, ASTMX08539	TCONS_00016890.p1, TCONS_00018823.p1
OG0000079	ASTMX12040, ASTMX21792, ASTMX05319, ASTMX17878, ASTMX04709	TCONS_00032718.p1
OG0000079	ASTMX21145, ASTMX21146, ASTMX03966, ASTMX14883	TCONS_00030942.p1
OG0000079	ASTMX02337, ASTMX02996, ASTMX05046	TCONS_00006803.p1
OG0000079	ASTMX02943	TCONS_00028091.p1
OG0000080	ASTMX22762	TCONS_00000126.p1, TCONS_00020509.p1, TCONS_00045344.p1, TCONS_00012545.p1, TCONS_00053563.p1, TCONS_00026987.p2, TCONS_00031657.p2, TCONS_00036774.p1, TCONS_00029150.p1, TCONS_00050230.p1, TCONS_00023473.p1, TCONS_00022214.p1, TCONS_00013384.p1, TCONS_00018876.p2, TCONS_00040954.p1
OG0000080	ASTMX21534	TCONS_00035906.p1, TCONS_00039448.p1, TCONS_00013436.p1, TCONS_00049782.p1
OG0000080	ASTMX03885	TCONS_00039817.p2, TCONS_00036969.p1, TCONS_00035823.p1, TCONS_00055173.p1, TCONS_00038248.p1, TCONS_00013206.p1, TCONS_00034247.p1, TCONS_00008719.p1, TCONS_00021593.p1, TCONS_00037797.p1, TCONS_00053011.p1, TCONS_00040208.p1, TCONS_00027306.p1, TCONS_00044556.p1, TCONS_00041372.p1, TCONS_00000800.p1, TCONS_00040086.p1, TCONS_00013205.p1, TCONS_00011758.p1, TCONS_00040209.p1, TCONS_00003425.p1, TCONS_00027906.p1, TCONS_00046644.p1, TCONS_00020085.p1, TCONS_00034249.p1, TCONS_00021988.p1, TCONS_00025593.p1, TCONS_00031726.p1, TCONS_00018635.p1, TCONS_00015346.p1, TCONS_00004403.p1, TCONS_00039658.p1, TCONS_00040543.p1, TCONS_00016146.p1, TCONS_00044209.p1
OG0000080	ASTMX23043, ASTMX23016	TCONS_00037238.p1
OG0000081	ASTMX02774	TCONS_00053844.p1, TCONS_00053856.p1
OG0000082	ASTMX06917	TCONS_00014773.p1, TCONS_00001034.p1
OG0000082	ASTMX17888	TCONS_00026781.p1
OG0000082	ASTMX17248	TCONS_00020512.p1
OG0000083	ASTMX03686, ASTMX11244, ASTMX09107, ASTMX14864	TCONS_00042690.p1
OG0000084	ASTMX18467, ASTMX12487, ASTMX09980	TCONS_00026379.p1
OG0000084	ASTMX22125, ASTMX15418, ASTMX20810	TCONS_00026843.p1, TCONS_00026055.p1
OG0000084	ASTMX08038	TCONS_00025914.p1
OG0000084	ASTMX17409, ASTMX15441, ASTMX19583, ASTMX06002, ASTMX20667	TCONS_00030964.p1, TCONS_00030200.p1, TCONS_00030965.p1
OG0000085	ASTMX01460, ASTMX20784, ASTMX14674	TCONS_00018803.p1
OG0000085	ASTMX19538	TCONS_00008648.p1
OG0000085	ASTMX21189, ASTMX20129	TCONS_00005387.p1
OG0000085	ASTMX08704, ASTMX02521	TCONS_00001049.p1, TCONS_00047036.p1
OG0000086	ASTMX17706, ASTMX09528	TCONS_00042934.p1
OG0000086	ASTMX23077	TCONS_00038495.p1, TCONS_00000703.p1, TCONS_00040345.p1, TCONS_00042121.p1, TCONS_00048032.p1, TCONS_00025221.p1, TCONS_00044013.p2, TCONS_00012015.p1, TCONS_00053283.p1, TCONS_00023505.p1, TCONS_00023105.p1
OG0000086	ASTMX18109	TCONS_00038880.p1
OG0000086	ASTMX05962	TCONS_00035820.p1, TCONS_00035727.p1, TCONS_00054809.p1
OG0000087	ASTMX06968	TCONS_00021498.p1
OG0000087	ASTMX06381	TCONS_00048296.p1
OG0000087	ASTMX19474	TCONS_00012999.p1
OG0000088	ASTMX06621, ASTMX21370, ASTMX21470, ASTMX22555, ASTMX07254, ASTMX06506, ASTMX20919, ASTMX06028, ASTMX21971	TCONS_00033834.p1, TCONS_00033833.p1, TCONS_00033830.p1, TCONS_00013550.p1, TCONS_00014108.p1, TCONS_00014107.p1, TCONS_00040293.p1, TCONS_00014106.p1, TCONS_00014105.p1, TCONS_00044767.p1, TCONS_00039295.p1, TCONS_00040437.p1, TCONS_00039329.p1, TCONS_00039283.p1, TCONS_00040438.p1, TCONS_00040456.p1, TCONS_00039328.p1, TCONS_00039294.p1, TCONS_00039296.p1, TCONS_00039330.p1, TCONS_00054766.p1, TCONS_00006832.p1, TCONS_00031217.p1, TCONS_00042958.p1, TCONS_00054351.p1, TCONS_00003693.p1, TCONS_00018247.p1, TCONS_00044183.p1, TCONS_00044182.p1, TCONS_00014801.p1, TCONS_00020878.p1, TCONS_00021900.p2, TCONS_00021940.p1, TCONS_00013720.p1, TCONS_00019802.p1
OG0000089	ASTMX10521	TCONS_00047764.p1
OG0000089	ASTMX12140, ASTMX19290, ASTMX07948, ASTMX03871, ASTMX13992	TCONS_00001898.p1, TCONS_00001897.p1, TCONS_00001895.p1, TCONS_00001894.p1, TCONS_00001900.p1, TCONS_00001893.p1, TCONS_00001891.p1, TCONS_00001115.p1, TCONS_00001118.p1, TCONS_00001440.p1, TCONS_00001899.p1, TCONS_00001902.p1, TCONS_00001421.p1, TCONS_00001437.p1, TCONS_00001424.p1, TCONS_00001422.p1, TCONS_00001439.p1, TCONS_00000308.p1, TCONS_00000885.p1, TCONS_00001430.p1, TCONS_00001436.p1, TCONS_00001432.p1, TCONS_00001418.p1, TCONS_00001913.p1, TCONS_00001909.p1
OG0000090	ASTMX15822, ASTMX13800, ASTMX19765	TCONS_00015053.p1
OG0000090	ASTMX12258, ASTMX10648	TCONS_00056910.p1, TCONS_00055752.p1, TCONS_00006837.p1, TCONS_00055753.p1
OG0000093	ASTMX01191, ASTMX07190, ASTMX03079, ASTMX18769	TCONS_00042695.p1, TCONS_00034557.p1, TCONS_00034558.p1, TCONS_00028807.p1, TCONS_00028812.p1, TCONS_00028816.p1, TCONS_00010023.p1, TCONS_00028809.p1, TCONS_00028814.p1, TCONS_00028817.p1, TCONS_00036677.p1
OG0000094	ASTMX14395, ASTMX02106, ASTMX08390, ASTMX03425, ASTMX08393, ASTMX01747	TCONS_00049669.p1
OG0000094	ASTMX08913, ASTMX02078, ASTMX14341, ASTMX03427, ASTMX19974, ASTMX14525, ASTMX20671, ASTMX08392	TCONS_00014949.p1
OG0000095	ASTMX01092, ASTMX16621, ASTMX16620, ASTMX16622, ASTMX16619, ASTMX08683, ASTMX04161, ASTMX08415, ASTMX12681, ASTMX17008	TCONS_00011646.p1
OG0000096	ASTMX11824, ASTMX12057, ASTMX18217	TCONS_00020855.p1
OG0000096	ASTMX13693, ASTMX16094, ASTMX16093	TCONS_00048858.p1
OG0000096	ASTMX18278, ASTMX15892	TCONS_00020336.p1
OG0000096	ASTMX09859	TCONS_00028921.p1
OG0000096	ASTMX00377, ASTMX10196, ASTMX13339, ASTMX00337, ASTMX00376, ASTMX22998	TCONS_00015544.p1
OG0000096	ASTMX19590, ASTMX07352	TCONS_00036087.p1
OG0000096	ASTMX10423, ASTMX12959	TCONS_00056616.p1
OG0000097	ASTMX17212, ASTMX17215, ASTMX17211	TCONS_00016316.p1
OG0000098	ASTMX07347, ASTMX04481, ASTMX14487, ASTMX14764	TCONS_00020064.p1, TCONS_00018990.p1, TCONS_00019739.p1, TCONS_00019728.p1, TCONS_00019738.p1
OG0000098	ASTMX18980, ASTMX20779, ASTMX21996, ASTMX18982, ASTMX20777, ASTMX05127, ASTMX21313, ASTMX18164, ASTMX20778	TCONS_00029742.p1
OG0000099	ASTMX03763, ASTMX18144, ASTMX01173, ASTMX06084, ASTMX05845, ASTMX03961, ASTMX16578, ASTMX21430	TCONS_00043496.p1
OG0000099	ASTMX08745, ASTMX06768, ASTMX09878, ASTMX08746, ASTMX19321, ASTMX05749, ASTMX05771, ASTMX19085, ASTMX03707	TCONS_00001267.p1
OG0000100	ASTMX01703	TCONS_00036970.p1, TCONS_00003569.p1, TCONS_00052347.p2
OG0000100	ASTMX18651	TCONS_00049915.p1, TCONS_00023987.p1, TCONS_00004508.p1, TCONS_00040818.p1, TCONS_00043755.p1, TCONS_00052403.p1, TCONS_00033125.p1, TCONS_00041149.p1, TCONS_00021022.p1, TCONS_00041074.p1
OG0000101	ASTMX00206, ASTMX00424	TCONS_00056808.p1, TCONS_00056811.p1, TCONS_00025663.p1, TCONS_00025661.p1, TCONS_00025662.p1, TCONS_00025660.p1, TCONS_00023914.p1, TCONS_00025841.p1, TCONS_00024449.p1
OG0000101	ASTMX01330	TCONS_00031251.p1, TCONS_00001509.p1, TCONS_00000382.p1, TCONS_00004266.p1
OG0000101	ASTMX08413	TCONS_00032606.p1
OG0000101	ASTMX14248, ASTMX12706, ASTMX02894	TCONS_00057195.p1, TCONS_00017056.p1, TCONS_00055572.p1
OG0000102	ASTMX10991, ASTMX16111	TCONS_00005250.p1, TCONS_00011663.p1, TCONS_00011453.p1
OG0000102	ASTMX13696, ASTMX09775, ASTMX13346	TCONS_00014917.p1, TCONS_00014921.p1, TCONS_00014922.p1, TCONS_00014725.p1, TCONS_00014927.p1, TCONS_00014928.p1, TCONS_00014933.p1, TCONS_00014930.p1, TCONS_00042026.p1, TCONS_00042031.p1, TCONS_00003647.p1, TCONS_00014936.p1, TCONS_00026212.p1, TCONS_00024952.p1, TCONS_00024974.p1, TCONS_00042019.p1, TCONS_00043399.p1, TCONS_00042030.p1, TCONS_00053021.p1, TCONS_00015599.p1, TCONS_00015531.p1, TCONS_00016099.p1, TCONS_00051934.p1, TCONS_00016204.p1, TCONS_00016201.p1, TCONS_00016202.p1, TCONS_00016199.p1
OG0000103	ASTMX21446, ASTMX16835, ASTMX09444, ASTMX11660, ASTMX22226, ASTMX10672, ASTMX15124, ASTMX06401, ASTMX04972	TCONS_00013856.p1
OG0000103	ASTMX06869, ASTMX11394, ASTMX17816, ASTMX11412, ASTMX14316	TCONS_00012816.p1
OG0000104	ASTMX07046, ASTMX03729, ASTMX19421	TCONS_00034216.p1, TCONS_00033864.p1, TCONS_00034214.p1, TCONS_00034215.p1
OG0000104	ASTMX16255, ASTMX08642, ASTMX17146, ASTMX01448	TCONS_00019578.p1
OG0000104	ASTMX03728, ASTMX07045	TCONS_00033865.p1
OG0000104	ASTMX00149	TCONS_00034949.p1
OG0000104	ASTMX00709, ASTMX16073	TCONS_00048577.p1
OG0000106	ASTMX14703, ASTMX18591, ASTMX08015	TCONS_00007879.p1
OG0000106	ASTMX03154	TCONS_00020664.p1
OG0000106	ASTMX10570, ASTMX00462	TCONS_00005363.p1, TCONS_00005368.p1, TCONS_00005371.p1, TCONS_00006166.p1, TCONS_00006147.p1, TCONS_00006167.p1, TCONS_00005362.p1, TCONS_00028113.p1, TCONS_00028100.p1, TCONS_00004865.p1, TCONS_00004840.p1, TCONS_00005364.p1
OG0000107	ASTMX19414	TCONS_00036843.p3, TCONS_00005449.p1
OG0000108	ASTMX16847, ASTMX07881, ASTMX08427, ASTMX08437, ASTMX04339, ASTMX03583	TCONS_00000632.p1
OG0000108	ASTMX11080, ASTMX08888, ASTMX15990, ASTMX22414, ASTMX14128, ASTMX04779, ASTMX13605	TCONS_00020692.p1, TCONS_00014258.p1
OG0000110	ASTMX08508	TCONS_00049057.p1, TCONS_00049040.p1, TCONS_00049039.p1, TCONS_00049056.p1, TCONS_00048547.p1, TCONS_00006425.p1, TCONS_00049058.p1, TCONS_00049041.p1, TCONS_00014571.p1, TCONS_00010334.p1, TCONS_00011731.p1
OG0000111	ASTMX13149, ASTMX20227, ASTMX15405, ASTMX16130, ASTMX21238, ASTMX08100, ASTMX17987, ASTMX03191, ASTMX01125, ASTMX04817, ASTMX06690, ASTMX11733, ASTMX20650, ASTMX07484, ASTMX16738, ASTMX10939, ASTMX06691	TCONS_00013097.p1, TCONS_00013688.p1
OG0000113	ASTMX19383, ASTMX05472	TCONS_00027143.p1, TCONS_00027140.p1, TCONS_00027144.p1, TCONS_00027142.p1, TCONS_00027145.p1, TCONS_00054086.p1, TCONS_00054095.p1, TCONS_00052707.p1
OG0000113	ASTMX07205	TCONS_00039497.p1, TCONS_00047521.p1, TCONS_00047520.p1, TCONS_00055054.p1, TCONS_00027606.p1, TCONS_00027607.p1
OG0000113	ASTMX07206	TCONS_00036236.p1, TCONS_00036235.p1, TCONS_00029210.p1, TCONS_00036233.p1
OG0000114	ASTMX06593, ASTMX08587, ASTMX15325, ASTMX13938, ASTMX21972, ASTMX17058, ASTMX09459, ASTMX10616, ASTMX05249	TCONS_00052106.p1, TCONS_00052119.p1, TCONS_00052126.p1, TCONS_00052128.p1, TCONS_00052122.p1, TCONS_00052108.p1, TCONS_00052127.p1, TCONS_00052120.p1, TCONS_00052107.p1, TCONS_00052118.p1, TCONS_00052105.p1, TCONS_00051213.p1, TCONS_00051211.p1
OG0000115	ASTMX08993, ASTMX16595	TCONS_00008854.p1
OG0000116	ASTMX09821	TCONS_00002625.p1, TCONS_00002621.p1, TCONS_00002632.p1, TCONS_00002641.p1, TCONS_00002633.p1, TCONS_00002636.p1, TCONS_00002639.p1, TCONS_00002634.p1, TCONS_00002628.p1, TCONS_00002637.p1, TCONS_00002638.p1, TCONS_00002543.p1, TCONS_00002622.p1, TCONS_00043231.p1, TCONS_00043230.p1, TCONS_00043228.p1, TCONS_00020815.p1, TCONS_00020818.p1
OG0000117	ASTMX00401, ASTMX12703	TCONS_00034383.p1, TCONS_00000463.p1
OG0000117	ASTMX21002, ASTMX14024	TCONS_00017843.p1
OG0000117	ASTMX14023	TCONS_00024197.p1, TCONS_00000464.p1, TCONS_00014785.p1, TCONS_00024020.p1
OG0000118	ASTMX10091, ASTMX22719	TCONS_00014824.p1, TCONS_00015899.p1, TCONS_00014841.p1, TCONS_00051723.p1, TCONS_00036996.p1, TCONS_00036272.p1, TCONS_00037410.p1, TCONS_00037409.p1, TCONS_00045449.p1, TCONS_00049375.p1, TCONS_00050261.p1, TCONS_00043641.p1, TCONS_00042763.p1, TCONS_00050639.p1, TCONS_00045374.p1, TCONS_00022753.p1, TCONS_00045314.p1, TCONS_00046209.p1, TCONS_00045645.p1, TCONS_00044769.p1, TCONS_00044770.p1, TCONS_00019455.p1, TCONS_00019827.p1, TCONS_00019790.p1, TCONS_00046287.p1, TCONS_00045204.p1, TCONS_00046283.p1, TCONS_00046272.p1, TCONS_00046277.p1, TCONS_00046273.p1, TCONS_00046282.p1, TCONS_00020230.p1, TCONS_00007540.p1, TCONS_00017440.p1, TCONS_00046275.p1, TCONS_00045951.p1, TCONS_00016834.p1, TCONS_00016826.p1, TCONS_00023387.p1, TCONS_00017929.p1, TCONS_00016935.p1, TCONS_00016837.p1, TCONS_00017853.p1, TCONS_00017923.p2, TCONS_00033367.p1, TCONS_00033366.p1, TCONS_00033368.p1, TCONS_00020616.p1
OG0000119	ASTMX04143, ASTMX08665, ASTMX05337, ASTMX14891, ASTMX21636	TCONS_00056170.p1
OG0000119	ASTMX16721, ASTMX15474, ASTMX01803, ASTMX19905	TCONS_00056847.p1, TCONS_00056846.p1
OG0000119	ASTMX00656, ASTMX18233	TCONS_00055230.p1, TCONS_00055229.p1
OG0000120	ASTMX00463	TCONS_00056103.p1
OG0000121	ASTMX16272, ASTMX04663, ASTMX01517	TCONS_00030428.p1, TCONS_00031179.p1, TCONS_00030430.p1, TCONS_00030914.p1, TCONS_00003458.p1, TCONS_00030849.p1, TCONS_00030592.p1, TCONS_00007080.p1
OG0000122	ASTMX10444, ASTMX20272, ASTMX16361, ASTMX12761, ASTMX10832	TCONS_00002660.p1
OG0000123	ASTMX19107, ASTMX20866, ASTMX07971, ASTMX04078	TCONS_00027685.p1
OG0000123	ASTMX17040, ASTMX19775, ASTMX04718	TCONS_00025956.p1
OG0000123	ASTMX14814, ASTMX00304	TCONS_00021896.p1, TCONS_00020876.p1, TCONS_00027090.p1, TCONS_00026280.p1
OG0000124	ASTMX09338, ASTMX18149, ASTMX01149	TCONS_00021851.p1, TCONS_00022661.p1, TCONS_00021848.p1, TCONS_00022673.p1
OG0000124	ASTMX16401, ASTMX07748	TCONS_00012573.p1
OG0000124	ASTMX10640, ASTMX14745, ASTMX06441	TCONS_00052233.p1
OG0000124	ASTMX10817, ASTMX14412	TCONS_00051755.p1
OG0000124	ASTMX15641, ASTMX13821, ASTMX22615, ASTMX05824	TCONS_00010577.p1
OG0000125	ASTMX16041, ASTMX22883, ASTMX19680, ASTMX19461, ASTMX05331, ASTMX17627	TCONS_00003991.p1
OG0000125	ASTMX13565, ASTMX10452, ASTMX15866, ASTMX05329	TCONS_00002941.p1, TCONS_00002946.p1, TCONS_00002944.p1
OG0000125	ASTMX19681, ASTMX13832	TCONS_00002702.p1
OG0000125	ASTMX00267	TCONS_00036467.p1
OG0000126	ASTMX08551, ASTMX08784, ASTMX11157	TCONS_00021629.p1
OG0000126	ASTMX06187, ASTMX17244	TCONS_00044227.p1
OG0000126	ASTMX07769, ASTMX02408, ASTMX15338, ASTMX09155, ASTMX05148	TCONS_00027983.p1
OG0000127	ASTMX09798, ASTMX08552, ASTMX08785, ASTMX11156, ASTMX05665, ASTMX21500	TCONS_00021994.p1
OG0000127	ASTMX08750, ASTMX03142, ASTMX00541, ASTMX00032	TCONS_00021998.p1
OG0000127	ASTMX11418, ASTMX00918, ASTMX13409, ASTMX07588, ASTMX13478	TCONS_00045275.p1
OG0000127	ASTMX10799, ASTMX06687, ASTMX15259, ASTMX15260	TCONS_00045354.p1
OG0000127	ASTMX14863, ASTMX19609, ASTMX20319, ASTMX20860	TCONS_00013871.p1
OG0000128	ASTMX05854	TCONS_00055259.p1, TCONS_00056435.p1, TCONS_00056437.p1, TCONS_00056436.p1, TCONS_00056434.p1, TCONS_00018413.p1, TCONS_00018401.p1, TCONS_00021199.p1, TCONS_00021200.p1, TCONS_00011486.p1
OG0000129	ASTMX02483, ASTMX17929, ASTMX17925, ASTMX02484, ASTMX13044, ASTMX17866, ASTMX17928, ASTMX17927, ASTMX11589, ASTMX08939, ASTMX16539	TCONS_00010095.p1
OG0000129	ASTMX06087, ASTMX09196, ASTMX23025, ASTMX05614	TCONS_00021318.p1
OG0000130	ASTMX19336	TCONS_00035871.p1, TCONS_00041245.p1
OG0000130	ASTMX11087, ASTMX06877, ASTMX03834	TCONS_00005000.p1
OG0000130	ASTMX07135, ASTMX08389, ASTMX02101, ASTMX18603, ASTMX21728, ASTMX10754, ASTMX19065, ASTMX02114	TCONS_00010243.p1, TCONS_00011632.p1
OG0000130	ASTMX03032, ASTMX13868, ASTMX11078, ASTMX12125	TCONS_00026286.p1, TCONS_00030125.p1
OG0000131	ASTMX16327	TCONS_00017719.p1, TCONS_00017718.p1, TCONS_00018860.p1, TCONS_00000480.p1
OG0000131	ASTMX22582, ASTMX21690, ASTMX18297, ASTMX10440, ASTMX08766	TCONS_00044269.p1, TCONS_00044271.p1
