Orthogroup	ASTMX	BRALA
OG0000089	ASTMX10521	BRALA30280, BRALA11321, BRALA01875, BRALA04469, BRALA29882, BRALA04174, BRALA10340, BRALA11376, BRALA20593
OG0000089	ASTMX12140, ASTMX19290, ASTMX07948, ASTMX03871, ASTMX13992	BRALA34209, BRALA08976, BRALA35711, BRALA10278, BRALA30045
OG0000090	ASTMX15822, ASTMX13800, ASTMX19765	BRALA02611
OG0000090	ASTMX12258, ASTMX10648	BRALA04706
OG0000091	ASTMX03395	BRALA15793, BRALA15791, BRALA21812, BRALA21813, BRALA21766, BRALA17200, BRALA17198, BRALA20643, BRALA24218, BRALA11634, BRALA07640, BRALA34071, BRALA10846, BRALA26173
OG0000093	ASTMX01191	BRALA25999, BRALA23972
OG0000093	ASTMX07190, ASTMX03079, ASTMX18769	BRALA01382, BRALA01380
OG0000094	ASTMX03425	BRALA34518
OG0000094	ASTMX19353	BRALA24093
OG0000094	ASTMX08913, ASTMX02078, ASTMX14341, ASTMX03427, ASTMX19974, ASTMX14525, ASTMX20671	BRALA09222, BRALA24092
OG0000096	ASTMX11824, ASTMX12057, ASTMX18217	BRALA29898, BRALA29897
OG0000096	ASTMX18278, ASTMX15892	BRALA16859
OG0000096	ASTMX00377, ASTMX10196, ASTMX13339, ASTMX00337, ASTMX00376, ASTMX22998	BRALA08595, BRALA28945
OG0000096	ASTMX10423, ASTMX12959	BRALA24883
OG0000097	ASTMX17212, ASTMX17215, ASTMX17211	BRALA14234
OG0000098	ASTMX07347, ASTMX04481, ASTMX14487, ASTMX14764	BRALA00433
OG0000098	ASTMX18980, ASTMX20779, ASTMX21996, ASTMX18982, ASTMX20777, ASTMX05127, ASTMX21313, ASTMX18164, ASTMX20778	BRALA09558
OG0000099	ASTMX03763, ASTMX18144, ASTMX01173, ASTMX06084, ASTMX05845, ASTMX03961, ASTMX16578	BRALA22450, BRALA22449
OG0000099	ASTMX21430	BRALA35493
OG0000099	ASTMX08745, ASTMX06768, ASTMX09878, ASTMX08746	BRALA15695, BRALA29540
OG0000099	ASTMX19321, ASTMX05749, ASTMX05771, ASTMX19085, ASTMX03707	BRALA29541
OG0000100	ASTMX18651	BRALA09332
OG0000101	ASTMX00206, ASTMX00424	BRALA27830
OG0000101	ASTMX01330	BRALA14227, BRALA01723, BRALA14232, BRALA14229, BRALA14228
OG0000101	ASTMX08413	BRALA35778, BRALA34308
OG0000101	ASTMX14248, ASTMX12706, ASTMX02894	BRALA07967, BRALA07968, BRALA07970, BRALA07971, BRALA07969, BRALA14905, BRALA34983, BRALA04209, BRALA32337, BRALA04500, BRALA17899, BRALA22970
OG0000102	ASTMX10991, ASTMX16111	BRALA25931
OG0000102	ASTMX13696, ASTMX09775, ASTMX13346	BRALA10017, BRALA10010, BRALA10018, BRALA10013, BRALA10014
OG0000103	ASTMX21446, ASTMX16835, ASTMX09444, ASTMX11660, ASTMX22226, ASTMX10672, ASTMX15124, ASTMX06401, ASTMX04972	BRALA12702, BRALA24770, BRALA25187, BRALA25191, BRALA31877, BRALA22032, BRALA34609, BRALA35379, BRALA31987, BRALA22034, BRALA22033
OG0000104	ASTMX07046, ASTMX03729, ASTMX19421	BRALA24676, BRALA24677
OG0000104	ASTMX16255, ASTMX08642, ASTMX17146, ASTMX01448	BRALA26650
OG0000104	ASTMX03728, ASTMX07045	BRALA24675
OG0000104	ASTMX00149	BRALA25097, BRALA25098
OG0000104	ASTMX00709, ASTMX16073	BRALA20458, BRALA20457
OG0000106	ASTMX14703, ASTMX18591, ASTMX08015	BRALA03304, BRALA03303, BRALA03302, BRALA03305
OG0000106	ASTMX03154	BRALA17617
OG0000106	ASTMX10570, ASTMX00462	BRALA24272, BRALA34814, BRALA05381, BRALA14365, BRALA14367
OG0000107	ASTMX08032	BRALA20699
OG0000107	ASTMX19414	BRALA06459, BRALA27535, BRALA25259, BRALA06476, BRALA06418, BRALA20696, BRALA27546, BRALA27562
OG0000108	ASTMX11080	BRALA25186
OG0000108	ASTMX08888, ASTMX15990, ASTMX22414, ASTMX14128, ASTMX04779, ASTMX13605	BRALA10855
OG0000110	ASTMX08227, ASTMX03691, ASTMX16247	BRALA16587
OG0000110	ASTMX08508	BRALA25611, BRALA22080, BRALA22078, BRALA05100, BRALA05295, BRALA05542, BRALA08593, BRALA22079, BRALA25609, BRALA15143, BRALA30278, BRALA29111, BRALA29112, BRALA24555, BRALA29879, BRALA15145, BRALA25881, BRALA05405, BRALA34750
OG0000111	ASTMX13149, ASTMX20227, ASTMX15405, ASTMX16130, ASTMX21238	BRALA29475, BRALA06649, BRALA13382
OG0000111	ASTMX08100, ASTMX17987	BRALA01140, BRALA16920, BRALA06787, BRALA06786, BRALA05323, BRALA06788, BRALA06341
OG0000111	ASTMX03191, ASTMX01125	BRALA16169, BRALA10270
OG0000113	ASTMX19383, ASTMX05472	BRALA05711, BRALA05736, BRALA10598, BRALA02148, BRALA02143, BRALA02144, BRALA02149
OG0000113	ASTMX07205	BRALA26605, BRALA26606, BRALA30624, BRALA26607, BRALA21348, BRALA30625
OG0000113	ASTMX07206	BRALA34204
OG0000114	ASTMX06593, ASTMX08587, ASTMX15325, ASTMX13938, ASTMX21972, ASTMX17058, ASTMX09459, ASTMX10616, ASTMX05249	BRALA11944, BRALA13019, BRALA11943, BRALA15794, BRALA06610
OG0000115	ASTMX01700	BRALA30509, BRALA29658, BRALA14118, BRALA14121, BRALA14703, BRALA24899, BRALA20099, BRALA32445, BRALA17801, BRALA24179
OG0000116	ASTMX09821	BRALA28150, BRALA28151, BRALA30261, BRALA27865, BRALA02197
OG0000117	ASTMX00401, ASTMX12703	BRALA19489
OG0000117	ASTMX21002, ASTMX14024	BRALA26376
OG0000117	ASTMX17606	BRALA01635, BRALA01636
OG0000117	ASTMX14023	BRALA18688, BRALA13613, BRALA09114
OG0000118	ASTMX10091, ASTMX22719	BRALA16070, BRALA30002, BRALA16072, BRALA03022, BRALA09533, BRALA09535, BRALA09537, BRALA09538, BRALA31518, BRALA16083, BRALA34169, BRALA07195, BRALA02562, BRALA04747, BRALA02560, BRALA02561, BRALA14995, BRALA24510, BRALA19922, BRALA19921
OG0000119	ASTMX04143, ASTMX08665, ASTMX05337, ASTMX14891, ASTMX21636	BRALA06707, BRALA09190
OG0000119	ASTMX16721, ASTMX15474, ASTMX01803, ASTMX19905	BRALA09113, BRALA09057, BRALA09056
OG0000119	ASTMX00656, ASTMX18233	BRALA14028, BRALA14029
OG0000120	ASTMX12007	BRALA18993
OG0000121	ASTMX16272, ASTMX04663, ASTMX01517	BRALA03924, BRALA20434, BRALA03923
OG0000122	ASTMX10444, ASTMX20272, ASTMX16361, ASTMX12761, ASTMX10832	BRALA04629
OG0000123	ASTMX19107, ASTMX20866, ASTMX07971, ASTMX04078	BRALA16281
OG0000123	ASTMX01522, ASTMX09979, ASTMX12484, ASTMX14953, ASTMX15212	BRALA11475
OG0000123	ASTMX17040, ASTMX19775, ASTMX04718	BRALA11471
OG0000123	ASTMX14814, ASTMX00304	BRALA22355
OG0000124	ASTMX10640, ASTMX14745, ASTMX06441	BRALA05628
OG0000124	ASTMX10817, ASTMX14412	BRALA26268
OG0000124	ASTMX15641, ASTMX13821, ASTMX22615, ASTMX05824	BRALA23466
OG0000125	ASTMX16041, ASTMX22883, ASTMX19680, ASTMX19461, ASTMX05331, ASTMX17627	BRALA07049
OG0000125	ASTMX13565, ASTMX10452, ASTMX15866, ASTMX05329	BRALA11353
OG0000125	ASTMX19681, ASTMX13832	BRALA11356
OG0000126	ASTMX18095, ASTMX08006, ASTMX06040	BRALA11509
OG0000126	ASTMX06187, ASTMX17244	BRALA11885
OG0000126	ASTMX07769, ASTMX02408, ASTMX15338, ASTMX09155, ASTMX05148	BRALA21733
OG0000127	ASTMX09798, ASTMX08552, ASTMX08785, ASTMX11156, ASTMX05665, ASTMX21500	BRALA35668, BRALA34921
OG0000127	ASTMX08750, ASTMX03142, ASTMX00541, ASTMX00032	BRALA06066
OG0000127	ASTMX11418, ASTMX00918, ASTMX13409, ASTMX07588, ASTMX13478	BRALA17083
OG0000127	ASTMX10799, ASTMX06687, ASTMX15259, ASTMX15260	BRALA16654
OG0000127	ASTMX19609, ASTMX20319, ASTMX20860	BRALA06242
OG0000128	ASTMX05854	BRALA10967, BRALA10966, BRALA17194, BRALA16474, BRALA15948, BRALA13405, BRALA32930, BRALA32135, BRALA32136
OG0000128	ASTMX15563, ASTMX07961	BRALA31378
OG0000129	ASTMX02483, ASTMX17929, ASTMX17925, ASTMX02484, ASTMX13044, ASTMX17866, ASTMX17928, ASTMX17927, ASTMX11589, ASTMX08939, ASTMX16539	BRALA31934, BRALA31933, BRALA13415, BRALA13416
OG0000129	ASTMX06087, ASTMX09196, ASTMX23025, ASTMX05614	BRALA11658
OG0000129	ASTMX21316	BRALA15020
OG0000129	ASTMX21317	BRALA27240
OG0000130	ASTMX19336	BRALA07214
OG0000130	ASTMX11087, ASTMX06877, ASTMX03834	BRALA03425
OG0000130	ASTMX07135, ASTMX08389, ASTMX02101, ASTMX18603, ASTMX21728, ASTMX10754, ASTMX19065, ASTMX02114	BRALA22517
OG0000130	ASTMX12106, ASTMX15566, ASTMX07963, ASTMX11451, ASTMX00189, ASTMX19291	BRALA05250, BRALA05249, BRALA22519, BRALA22518
OG0000130	ASTMX03032, ASTMX13868, ASTMX11078, ASTMX12125	BRALA06672, BRALA27303
OG0000131	ASTMX16327	BRALA24562
OG0000131	ASTMX22582, ASTMX21690, ASTMX18297, ASTMX10440, ASTMX08766	BRALA20290, BRALA05190, BRALA24887, BRALA15582, BRALA31744, BRALA02675, BRALA17863, BRALA17862, BRALA17868, BRALA17869
OG0000132	ASTMX15628	BRALA31411, BRALA31406, BRALA27565, BRALA27560, BRALA27542, BRALA27536, BRALA33655, BRALA33182, BRALA20698, BRALA20702, BRALA25262, BRALA11726, BRALA20134, BRALA33962, BRALA06392, BRALA06433, BRALA06447, BRALA06441, BRALA06456, BRALA06479, BRALA06414
OG0000132	ASTMX09702	BRALA11245
OG0000133	ASTMX21064, ASTMX18077, ASTMX22246, ASTMX14992, ASTMX14993, ASTMX14996, ASTMX14990, ASTMX01609, ASTMX13181, ASTMX20897, ASTMX19606, ASTMX08507, ASTMX13886, ASTMX13885, ASTMX22857, ASTMX13138, ASTMX13136, ASTMX22464, ASTMX20563, ASTMX21441, ASTMX13135, ASTMX13134, ASTMX13137, ASTMX22484, ASTMX20559, ASTMX20561, ASTMX13217, ASTMX21568, ASTMX15040, ASTMX21948, ASTMX20560, ASTMX19892, ASTMX02156, ASTMX02949, ASTMX07356, ASTMX07357, ASTMX07358, ASTMX15965, ASTMX15966, ASTMX19613, ASTMX22548, ASTMX22646, ASTMX08902, ASTMX17907, ASTMX17908, ASTMX21952, ASTMX22023, ASTMX21953, ASTMX19611, ASTMX19612, ASTMX15967, ASTMX20736	BRALA22999
OG0000135	ASTMX21135	BRALA21360, BRALA13040, BRALA18543, BRALA10454, BRALA09363, BRALA09248
OG0000136	ASTMX10131, ASTMX06597	BRALA07227
OG0000137	ASTMX17487, ASTMX09719, ASTMX10412, ASTMX17486	BRALA21689, BRALA16648
OG0000137	ASTMX04665	BRALA28974, BRALA04537
OG0000137	ASTMX08942, ASTMX01570, ASTMX22671	BRALA12643, BRALA12641, BRALA02192, BRALA12642, BRALA14840, BRALA06017
OG0000137	ASTMX10792, ASTMX08181	BRALA25430, BRALA25424, BRALA35631, BRALA30028
OG0000140	ASTMX22218	BRALA12985
OG0000140	ASTMX02224, ASTMX12432, ASTMX02225, ASTMX01988, ASTMX02223, ASTMX02591, ASTMX03606	BRALA29786, BRALA10378, BRALA12987, BRALA12988
OG0000141	ASTMX11092, ASTMX15968, ASTMX13678	BRALA24485
OG0000141	ASTMX12982	BRALA23794, BRALA23795
OG0000142	ASTMX22061	BRALA24723, BRALA02306
OG0000145	ASTMX21528	BRALA35915
OG0000145	ASTMX13278	BRALA22128, BRALA17183, BRALA33209
OG0000146	ASTMX20882	BRALA18851, BRALA32970, BRALA15983, BRALA31235, BRALA12540
OG0000146	ASTMX21652	BRALA16782, BRALA17288, BRALA27947, BRALA27242, BRALA31937, BRALA34148, BRALA20272, BRALA27691, BRALA35341, BRALA21098, BRALA14795, BRALA12605
OG0000146	ASTMX15531	BRALA05312, BRALA31594, BRALA09230, BRALA00019, BRALA29027, BRALA07715, BRALA22798, BRALA09526, BRALA31714, BRALA31236, BRALA24534, BRALA14513, BRALA02495, BRALA26623, BRALA30958
OG0000147	ASTMX21303, ASTMX20789	BRALA19565
OG0000147	ASTMX03135, ASTMX08761, ASTMX04795	BRALA33037
OG0000147	ASTMX22882, ASTMX19061	BRALA34645
OG0000147	ASTMX02385	BRALA16538
OG0000147	ASTMX18633	BRALA30660
OG0000148	ASTMX04782, ASTMX22552, ASTMX21928, ASTMX17019, ASTMX17018, ASTMX10784, ASTMX03086, ASTMX00635, ASTMX13486, ASTMX06422, ASTMX21929	BRALA09428
OG0000148	ASTMX22564, ASTMX19926, ASTMX19927, ASTMX14987, ASTMX17016, ASTMX10783, ASTMX14989, ASTMX17279, ASTMX19925, ASTMX14926, ASTMX13485, ASTMX03088, ASTMX00634	BRALA19052, BRALA19046, BRALA19045, BRALA19050, BRALA19051
OG0000148	ASTMX17280	BRALA19042, BRALA34464, BRALA19044
OG0000149	ASTMX20911, ASTMX04900, ASTMX04902, ASTMX04899, ASTMX10915	BRALA04476, BRALA12518, BRALA28887
OG0000149	ASTMX19335	BRALA24371
OG0000151	ASTMX22005, ASTMX16447, ASTMX16036, ASTMX08859, ASTMX05398, ASTMX21907	BRALA00287
OG0000151	ASTMX08593, ASTMX17567	BRALA21767
OG0000153	ASTMX05657, ASTMX15860, ASTMX01844	BRALA10436, BRALA17560, BRALA12907, BRALA16384, BRALA09706, BRALA18289, BRALA18288, BRALA18287, BRALA02707, BRALA03415, BRALA02713, BRALA03416, BRALA02708, BRALA03420, BRALA19455, BRALA10181, BRALA19461, BRALA05089, BRALA02706, BRALA05090, BRALA09705, BRALA22031, BRALA19062, BRALA34442, BRALA34632, BRALA35299
OG0000154	ASTMX05674	BRALA18286, BRALA14183
OG0000154	ASTMX17110, ASTMX11785	BRALA22725, BRALA18903
OG0000155	ASTMX12246, ASTMX04195	BRALA16575
OG0000157	ASTMX15736, ASTMX02435, ASTMX11937	BRALA27057
OG0000157	ASTMX10540	BRALA11237
OG0000157	ASTMX08384, ASTMX08312, ASTMX17465, ASTMX21400	BRALA28027
OG0000159	ASTMX12753	BRALA09776
OG0000159	ASTMX03645, ASTMX21390	BRALA12258
OG0000159	ASTMX06913, ASTMX03301	BRALA02682
OG0000159	ASTMX16138, ASTMX16710	BRALA07694, BRALA07731, BRALA07711
OG0000160	ASTMX12091	BRALA17752, BRALA19774
OG0000160	ASTMX15798	BRALA09740
OG0000160	ASTMX09985, ASTMX05059, ASTMX09986, ASTMX05060	BRALA07274, BRALA19400, BRALA19362, BRALA07285, BRALA07284, BRALA07278, BRALA07280, BRALA33017, BRALA19401, BRALA17753, BRALA19403, BRALA07279, BRALA11586, BRALA07275, BRALA14771
OG0000163	ASTMX10516, ASTMX20542, ASTMX20448, ASTMX17429	BRALA16731, BRALA16733, BRALA16732
OG0000164	ASTMX14344, ASTMX03421	BRALA23092
OG0000164	ASTMX09012, ASTMX09848, ASTMX19193, ASTMX08617, ASTMX21675, ASTMX02898	BRALA01615
OG0000165	ASTMX11488, ASTMX04091	BRALA31579
OG0000165	ASTMX11803, ASTMX15906, ASTMX01165	BRALA15293, BRALA22908, BRALA28975, BRALA34797
OG0000165	ASTMX10291, ASTMX01103, ASTMX16431, ASTMX06958, ASTMX01736, ASTMX21744, ASTMX19262, ASTMX02865, ASTMX12138, ASTMX08781, ASTMX06983, ASTMX14824, ASTMX21351, ASTMX04334, ASTMX09529	BRALA14596
OG0000167	ASTMX06436, ASTMX06435, ASTMX01762	BRALA00255
OG0000167	ASTMX06698, ASTMX15256, ASTMX16065, ASTMX10803, ASTMX11328, ASTMX15230, ASTMX12913, ASTMX04282, ASTMX11778, ASTMX05313, ASTMX17463, ASTMX14044	BRALA14209, BRALA17893, BRALA33074, BRALA33075
OG0000168	ASTMX22875, ASTMX19741, ASTMX00397	BRALA19184
OG0000168	ASTMX02932, ASTMX22163, ASTMX22493, ASTMX15962, ASTMX06474, ASTMX02912, ASTMX16677	BRALA01020
OG0000168	ASTMX20444	BRALA13286, BRALA13283
OG0000169	ASTMX22905	BRALA08147, BRALA04305
OG0000169	ASTMX02738, ASTMX09343, ASTMX15414, ASTMX15415, ASTMX22916, ASTMX23075, ASTMX05645	BRALA12580, BRALA14929, BRALA34193
OG0000171	ASTMX05924, ASTMX13384, ASTMX18495	BRALA35313
OG0000171	ASTMX13035, ASTMX04406	BRALA33750
OG0000171	ASTMX02030	BRALA28419
OG0000171	ASTMX01513	BRALA09972, BRALA09975, BRALA34620
OG0000171	ASTMX18079, ASTMX09651	BRALA11421, BRALA23749, BRALA04631
OG0000172	ASTMX00454	BRALA23427, BRALA05075, BRALA09367, BRALA05284
OG0000172	ASTMX05345, ASTMX05453, ASTMX00174, ASTMX12723, ASTMX12721, ASTMX12722, ASTMX05451	BRALA19981
OG0000173	ASTMX22989	BRALA05385, BRALA20993
OG0000173	ASTMX06798, ASTMX16925, ASTMX20806, ASTMX11171, ASTMX06509, ASTMX18128, ASTMX05261, ASTMX05260, ASTMX18597, ASTMX12773, ASTMX03201, ASTMX16788, ASTMX16293, ASTMX09049, ASTMX07537, ASTMX04181, ASTMX05259, ASTMX00713, ASTMX01037, ASTMX05223, ASTMX10462, ASTMX03643, ASTMX09920	BRALA05388
OG0000174	ASTMX16326, ASTMX03672, ASTMX18111, ASTMX03671	BRALA01909
OG0000174	ASTMX18749, ASTMX17715	BRALA26657, BRALA29586
OG0000175	ASTMX12743, ASTMX08029	BRALA14699, BRALA14698
OG0000175	ASTMX05265, ASTMX22048	BRALA21252, BRALA16465
OG0000179	ASTMX13407, ASTMX06638, ASTMX05937, ASTMX14451	BRALA13816
OG0000179	ASTMX14866	BRALA28779
OG0000180	ASTMX03181, ASTMX16660	BRALA18757
OG0000181	ASTMX04758, ASTMX15059, ASTMX14093, ASTMX17806	BRALA20263
OG0000181	ASTMX02628, ASTMX03065	BRALA09404
OG0000181	ASTMX09488	BRALA11436
OG0000183	ASTMX10680	BRALA29461
OG0000183	ASTMX04432, ASTMX12508, ASTMX19843, ASTMX02763, ASTMX03936, ASTMX05623, ASTMX20239, ASTMX16109	BRALA34386
OG0000183	ASTMX12358, ASTMX03484	BRALA30657
OG0000184	ASTMX12437, ASTMX12438	BRALA24349, BRALA24348, BRALA24345, BRALA13027, BRALA24344
OG0000185	ASTMX11051, ASTMX13737, ASTMX00167, ASTMX22814, ASTMX22322	BRALA17010
OG0000185	ASTMX03539, ASTMX09726, ASTMX15810, ASTMX01652	BRALA20218
OG0000185	ASTMX12894, ASTMX07504	BRALA09638
OG0000186	ASTMX18771	BRALA29207, BRALA31124
OG0000187	ASTMX22425, ASTMX22332, ASTMX22516, ASTMX22933, ASTMX03705, ASTMX19535	BRALA08508
OG0000188	ASTMX17563, ASTMX09974, ASTMX22080	BRALA03655
OG0000190	ASTMX10362, ASTMX06497, ASTMX10361	BRALA04696, BRALA17369, BRALA12568, BRALA28519, BRALA20641
OG0000191	ASTMX14179	BRALA16080, BRALA03965, BRALA02448, BRALA01473, BRALA17882
OG0000191	ASTMX16854, ASTMX18268, ASTMX21151, ASTMX08944, ASTMX04567, ASTMX04280	BRALA07439
OG0000192	ASTMX20901, ASTMX19840, ASTMX01591, ASTMX00329, ASTMX15434, ASTMX02346	BRALA05274
OG0000192	ASTMX22789, ASTMX13707	BRALA02780
OG0000192	ASTMX14856	BRALA25029
OG0000193	ASTMX03473	BRALA29049
OG0000194	ASTMX14940, ASTMX03197, ASTMX16653, ASTMX22443, ASTMX22363, ASTMX14331	BRALA06145, BRALA06143, BRALA24202, BRALA32166, BRALA06144, BRALA05240, BRALA29709, BRALA24201, BRALA30621, BRALA19294, BRALA04421, BRALA06130, BRALA14291, BRALA14295, BRALA14297
OG0000195	ASTMX06503, ASTMX06504, ASTMX08420, ASTMX05669	BRALA27202, BRALA33299, BRALA21846
OG0000197	ASTMX14222, ASTMX13243, ASTMX19993	BRALA10216, BRALA29466, BRALA29467, BRALA15189, BRALA19566, BRALA04648
OG0000197	ASTMX12768, ASTMX04797, ASTMX01035, ASTMX20680, ASTMX12767, ASTMX10644	BRALA20671
OG0000197	ASTMX04274, ASTMX00851, ASTMX10141	BRALA10218
OG0000198	ASTMX21468, ASTMX05049, ASTMX19231, ASTMX14686	BRALA09031, BRALA09030, BRALA09029
OG0000200	ASTMX06297	BRALA02802, BRALA02803, BRALA02804
OG0000201	ASTMX19802, ASTMX14681, ASTMX19801, ASTMX15505	BRALA11221
OG0000201	ASTMX16364, ASTMX16005, ASTMX04412, ASTMX17973, ASTMX12848	BRALA14937
OG0000201	ASTMX16004, ASTMX17974	BRALA35564, BRALA31919, BRALA35436
OG0000201	ASTMX01297, ASTMX11319, ASTMX13076, ASTMX16014, ASTMX13075	BRALA24651
OG0000202	ASTMX21420, ASTMX18088, ASTMX01815, ASTMX12049, ASTMX15021	BRALA14447
OG0000202	ASTMX12677, ASTMX14453, ASTMX09955, ASTMX19428, ASTMX05837, ASTMX07752, ASTMX02721, ASTMX17241, ASTMX18862, ASTMX09691, ASTMX06807	BRALA31830, BRALA31826
OG0000203	ASTMX16274	BRALA06689
OG0000203	ASTMX00845, ASTMX01226, ASTMX00857	BRALA14737
OG0000203	ASTMX20187, ASTMX06010, ASTMX05240	BRALA25872, BRALA05551, BRALA14396, BRALA14391, BRALA25871, BRALA14399
OG0000204	ASTMX08546, ASTMX02616, ASTMX01734	BRALA20764
OG0000204	ASTMX00447, ASTMX00221	BRALA02474
OG0000204	ASTMX00222	BRALA02308
OG0000205	ASTMX13522, ASTMX10816, ASTMX16114, ASTMX14153, ASTMX22625	BRALA21195
OG0000205	ASTMX20065, ASTMX10182, ASTMX20441, ASTMX12995	BRALA20306, BRALA28681
OG0000206	ASTMX13968	BRALA22100
OG0000207	ASTMX11086, ASTMX18027	BRALA03383
OG0000208	ASTMX14534, ASTMX12214, ASTMX04375, ASTMX14594, ASTMX12234, ASTMX18583, ASTMX05181	BRALA35053, BRALA34947, BRALA35305, BRALA13300, BRALA27233, BRALA24278, BRALA35214, BRALA35549, BRALA33938, BRALA33891, BRALA27230, BRALA35033, BRALA34389
OG0000209	ASTMX17897	BRALA35164, BRALA29562
OG0000209	ASTMX23046	BRALA11279
OG0000210	ASTMX06462	BRALA05034
OG0000210	ASTMX16896	BRALA05812
OG0000211	ASTMX14936	BRALA12046
OG0000211	ASTMX14468	BRALA13452, BRALA35174
OG0000211	ASTMX02506	BRALA35905
OG0000211	ASTMX08965	BRALA33365
OG0000213	ASTMX13716, ASTMX02993, ASTMX16332	BRALA24613, BRALA23230, BRALA23231, BRALA33816, BRALA23229
OG0000215	ASTMX09309, ASTMX14457	BRALA09164
OG0000215	ASTMX12693	BRALA14093
OG0000216	ASTMX13790	BRALA02500, BRALA06821
OG0000218	ASTMX14255, ASTMX06375	BRALA12469
OG0000219	ASTMX10608	BRALA29433, BRALA01902, BRALA15743, BRALA06121, BRALA20304, BRALA15740, BRALA09282, BRALA31956
OG0000220	ASTMX06452, ASTMX19472	BRALA01840, BRALA01841
OG0000221	ASTMX13257, ASTMX12726, ASTMX08699, ASTMX18546, ASTMX17261, ASTMX17047	BRALA04793, BRALA07381, BRALA07380
OG0000221	ASTMX00084, ASTMX22683, ASTMX10185	BRALA10634
OG0000222	ASTMX04358, ASTMX14568, ASTMX11163	BRALA11750, BRALA11749, BRALA11748, BRALA11747, BRALA17286
OG0000223	ASTMX15854	BRALA12163
OG0000225	ASTMX16084, ASTMX16085, ASTMX16083, ASTMX11790, ASTMX09442, ASTMX17744, ASTMX14393, ASTMX04772, ASTMX20768, ASTMX04717	BRALA20442, BRALA20435
OG0000226	ASTMX03292	BRALA31446, BRALA01942
OG0000226	ASTMX10407	BRALA24234, BRALA31118, BRALA21113, BRALA21112, BRALA31079, BRALA29759, BRALA31078
OG0000227	ASTMX17802, ASTMX07384, ASTMX15014, ASTMX15013, ASTMX08655	BRALA04952, BRALA04966
OG0000227	ASTMX14981, ASTMX11122, ASTMX17731	BRALA04957
OG0000228	ASTMX08232, ASTMX13813, ASTMX10957, ASTMX17589	BRALA34100
OG0000228	ASTMX16365, ASTMX10925	BRALA29051, BRALA33810
OG0000229	ASTMX07950	BRALA13406, BRALA22316, BRALA01806, BRALA10794, BRALA01662, BRALA25953, BRALA25949
OG0000230	ASTMX01329	BRALA01549
OG0000230	ASTMX01406, ASTMX02228, ASTMX12843, ASTMX12844	BRALA16571, BRALA16569, BRALA16568
OG0000231	ASTMX01168, ASTMX10711, ASTMX06042, ASTMX21702, ASTMX18443, ASTMX22637, ASTMX00067	BRALA20193
OG0000231	ASTMX21905, ASTMX09216, ASTMX07397, ASTMX07396	BRALA20465
OG0000233	ASTMX14603	BRALA24106, BRALA24105
OG0000233	ASTMX07999, ASTMX11193	BRALA10164, BRALA10197, BRALA18422, BRALA10165
OG0000234	ASTMX02457, ASTMX11930, ASTMX03378, ASTMX21596, ASTMX09075, ASTMX14217	BRALA04116
OG0000234	ASTMX02028, ASTMX03572	BRALA02072
OG0000235	ASTMX06227, ASTMX00260	BRALA31040, BRALA14681, BRALA20084, BRALA35274, BRALA16264, BRALA14680, BRALA27376, BRALA12557, BRALA12556
OG0000235	ASTMX11628, ASTMX03682, ASTMX10834	BRALA24060, BRALA24059, BRALA24061, BRALA32227, BRALA23923, BRALA11596, BRALA35338, BRALA24068, BRALA24058, BRALA24057, BRALA24055, BRALA24056, BRALA24065, BRALA32148, BRALA11597, BRALA04385
OG0000236	ASTMX10243, ASTMX08142	BRALA19030
OG0000238	ASTMX07705, ASTMX20450, ASTMX07704	BRALA11216, BRALA11218, BRALA11219, BRALA11217
OG0000238	ASTMX22020, ASTMX08638, ASTMX11056, ASTMX15298	BRALA22406
OG0000238	ASTMX15299	BRALA02719
OG0000239	ASTMX07645, ASTMX14835, ASTMX20429, ASTMX05441	BRALA04987
OG0000239	ASTMX01276, ASTMX03280	BRALA30155, BRALA34063
OG0000239	ASTMX14116	BRALA34087
OG0000239	ASTMX21438	BRALA29970
OG0000240	ASTMX10617	BRALA26625
OG0000242	ASTMX22355, ASTMX17492, ASTMX17491, ASTMX21993	BRALA02156, BRALA08925
OG0000242	ASTMX04049, ASTMX03054	BRALA11080, BRALA10999
OG0000243	ASTMX18261	BRALA15408
OG0000244	ASTMX16602, ASTMX08895, ASTMX21456	BRALA12481
OG0000244	ASTMX15853	BRALA28034
OG0000245	ASTMX00360, ASTMX02206, ASTMX13276	BRALA33308
OG0000245	ASTMX22797, ASTMX03731, ASTMX22441, ASTMX15530, ASTMX14838, ASTMX17043, ASTMX08650, ASTMX15018, ASTMX19991	BRALA34781
OG0000246	ASTMX19738	BRALA02252
OG0000246	ASTMX03325	BRALA29247, BRALA14673, BRALA16837, BRALA30601, BRALA16836
OG0000248	ASTMX14140, ASTMX14138, ASTMX19921, ASTMX21287, ASTMX14135, ASTMX14137, ASTMX14134, ASTMX11343, ASTMX11267, ASTMX06856, ASTMX21086, ASTMX06855	BRALA30267, BRALA30265, BRALA30263, BRALA30268, BRALA30271, BRALA30270, BRALA12363, BRALA12308, BRALA16095, BRALA27868
OG0000249	ASTMX20082	BRALA08511
OG0000250	ASTMX22935, ASTMX21081	BRALA11863
OG0000250	ASTMX10554	BRALA06695
OG0000250	ASTMX10861	BRALA09013, BRALA35677
OG0000251	ASTMX02278, ASTMX14567	BRALA15838
