Orthogroup	ASTMX	AENJA_ok
OG0000127	ASTMX14863, ASTMX19609, ASTMX20319, ASTMX20860	AENJA_00497
OG0000128	ASTMX05854	AENJA_07850, AENJA_17413, AENJA_26743
OG0000128	ASTMX15563, ASTMX07961	AENJA_21735
OG0000129	ASTMX02483, ASTMX17929, ASTMX17925, ASTMX02484, ASTMX13044, ASTMX17866, ASTMX17928, ASTMX17927, ASTMX11589, ASTMX08939, ASTMX16539	AENJA_11469
OG0000129	ASTMX06087, ASTMX09196, ASTMX23025, ASTMX05614	AENJA_21737
OG0000129	ASTMX21316, ASTMX21317	AENJA_12119, AENJA_20942, AENJA_12123
OG0000131	ASTMX16327	AENJA_13807, AENJA_21097
OG0000131	ASTMX22582, ASTMX21690, ASTMX18297, ASTMX10440, ASTMX08766	AENJA_26204, AENJA_02558, AENJA_02442, AENJA_02441
OG0000133	ASTMX21064, ASTMX18077	AENJA_22212
OG0000137	ASTMX17487, ASTMX09719, ASTMX10412, ASTMX17486	AENJA_26083
OG0000137	ASTMX08942, ASTMX01570, ASTMX22671	AENJA_25528, AENJA_11173
OG0000137	ASTMX10792, ASTMX08181	AENJA_09533
OG0000139	ASTMX09356	AENJA_14233, AENJA_10490, AENJA_13897, AENJA_14832, AENJA_14830
OG0000140	ASTMX10669	AENJA_01263
OG0000142	ASTMX22061	AENJA_16857, AENJA_18146
OG0000145	ASTMX13278	AENJA_06072
OG0000146	ASTMX20882	AENJA_11735
OG0000146	ASTMX21652	AENJA_24548
OG0000146	ASTMX15531	AENJA_09802
OG0000147	ASTMX03135, ASTMX08761, ASTMX04795	AENJA_03761
OG0000147	ASTMX01265, ASTMX04843	AENJA_12275
OG0000147	ASTMX02385	AENJA_03922
OG0000147	ASTMX18633	AENJA_10787
OG0000147	ASTMX08515	AENJA_03843
OG0000148	ASTMX21929	AENJA_26311, AENJA_25264, AENJA_21218
OG0000148	ASTMX22564, ASTMX19926, ASTMX19927, ASTMX14987, ASTMX17016, ASTMX10783, ASTMX14989, ASTMX17279, ASTMX19925, ASTMX14926, ASTMX13485, ASTMX03088, ASTMX00634	AENJA_21220
OG0000149	ASTMX05992, ASTMX18326, ASTMX03365, ASTMX03364	AENJA_12114
OG0000149	ASTMX20911, ASTMX04900, ASTMX04902, ASTMX04899, ASTMX10915	AENJA_12111, AENJA_03471, AENJA_12512
OG0000149	ASTMX19335	AENJA_18447
OG0000151	ASTMX22990, ASTMX18031, ASTMX21814, ASTMX15314, ASTMX19154, ASTMX20904, ASTMX08723, ASTMX20739, ASTMX18063	AENJA_13408
OG0000151	ASTMX21939, ASTMX10392, ASTMX08593, ASTMX17567	AENJA_03698
OG0000152	ASTMX11374, ASTMX21931	AENJA_26414
OG0000153	ASTMX05657, ASTMX15860, ASTMX01844	AENJA_14215
OG0000153	ASTMX11539, ASTMX11537	AENJA_01518, AENJA_20469, AENJA_08012, AENJA_04663, AENJA_24964, AENJA_05521, AENJA_25130, AENJA_07993
OG0000154	ASTMX17110, ASTMX11785	AENJA_20462
OG0000154	ASTMX08823	AENJA_18738
OG0000155	ASTMX12246, ASTMX04195	AENJA_20550
OG0000157	ASTMX10540	AENJA_03158
OG0000157	ASTMX10886	AENJA_07142
OG0000158	ASTMX06689, ASTMX10940, ASTMX15263, ASTMX11735	AENJA_06739
OG0000159	ASTMX12753	AENJA_16647, AENJA_17890
OG0000159	ASTMX06913, ASTMX03301	AENJA_06073
OG0000159	ASTMX16138, ASTMX16710	AENJA_25487
OG0000160	ASTMX15798	AENJA_06959
OG0000160	ASTMX09985, ASTMX05059, ASTMX09986, ASTMX05060	AENJA_13005
OG0000163	ASTMX10516, ASTMX20542, ASTMX20448, ASTMX17429	AENJA_14266
OG0000163	ASTMX22159	AENJA_00250
OG0000163	ASTMX20447, ASTMX17430, ASTMX19882, ASTMX01414	AENJA_14265
OG0000163	ASTMX01467, ASTMX20434, ASTMX01900, ASTMX20308	AENJA_02338
OG0000164	ASTMX09012, ASTMX09848, ASTMX19193, ASTMX08617, ASTMX21675, ASTMX02898	AENJA_15219
OG0000164	ASTMX01794, ASTMX08616, ASTMX08615	AENJA_16624, AENJA_16643, AENJA_16640, AENJA_03310, AENJA_00512
OG0000166	ASTMX17222, ASTMX15335, ASTMX15334, ASTMX17064, ASTMX12331	AENJA_16006
OG0000167	ASTMX06698, ASTMX15256, ASTMX16065, ASTMX10803, ASTMX11328, ASTMX15230, ASTMX12913, ASTMX04282, ASTMX11778, ASTMX05313, ASTMX17463, ASTMX14044	AENJA_12328
OG0000168	ASTMX22875, ASTMX19741, ASTMX00397	AENJA_06793
OG0000168	ASTMX02932, ASTMX22163, ASTMX22493, ASTMX15962, ASTMX06474, ASTMX02912, ASTMX16677, ASTMX20444	AENJA_16549, AENJA_16551
OG0000169	ASTMX22905	AENJA_00158, AENJA_08952
OG0000169	ASTMX02738, ASTMX09343, ASTMX15414, ASTMX15415, ASTMX22916, ASTMX23075, ASTMX05645	AENJA_25576, AENJA_16357, AENJA_16336
OG0000171	ASTMX13035, ASTMX04406	AENJA_00267
OG0000171	ASTMX01513, ASTMX18079, ASTMX09651	AENJA_26673, AENJA_26672
OG0000172	ASTMX00454	AENJA_19160, AENJA_21023
OG0000172	ASTMX05345, ASTMX05453, ASTMX00174, ASTMX12723, ASTMX12721, ASTMX12722, ASTMX05451	AENJA_10078
OG0000172	ASTMX07460	AENJA_18883, AENJA_11722, AENJA_15851, AENJA_11721, AENJA_21024
OG0000173	ASTMX22989	AENJA_14259
OG0000173	ASTMX06798, ASTMX16925, ASTMX20806, ASTMX11171, ASTMX06509, ASTMX18128, ASTMX05261, ASTMX05260, ASTMX18597, ASTMX12773, ASTMX03201, ASTMX16788, ASTMX16293, ASTMX09049, ASTMX07537, ASTMX04181, ASTMX05259, ASTMX00713, ASTMX01037, ASTMX05223, ASTMX10462, ASTMX03643, ASTMX09920	AENJA_13078, AENJA_25617, AENJA_18852
OG0000174	ASTMX14035	AENJA_09684
OG0000174	ASTMX16326, ASTMX03672, ASTMX18111, ASTMX03671	AENJA_09689
OG0000175	ASTMX12743, ASTMX08029, ASTMX21016, ASTMX15252	AENJA_05120
OG0000175	ASTMX21180	AENJA_10260
OG0000179	ASTMX13407, ASTMX06638, ASTMX05937, ASTMX14451	AENJA_05305
OG0000179	ASTMX13630, ASTMX02170	AENJA_25279
OG0000179	ASTMX14866	AENJA_09174, AENJA_18216
OG0000180	ASTMX05023	AENJA_10008, AENJA_06703
OG0000180	ASTMX03181, ASTMX16660	AENJA_16046
OG0000180	ASTMX11798, ASTMX10163, ASTMX17205, ASTMX08229, ASTMX02239, ASTMX17206, ASTMX11819, ASTMX09327	AENJA_19397
OG0000181	ASTMX00767, ASTMX04758, ASTMX15059, ASTMX14093, ASTMX17806	AENJA_08843
OG0000181	ASTMX02628, ASTMX03065	AENJA_22272
OG0000181	ASTMX00770	AENJA_04368
OG0000182	ASTMX14409, ASTMX15288, ASTMX04097, ASTMX13943, ASTMX20040, ASTMX22035	AENJA_14094, AENJA_25433
OG0000183	ASTMX04432, ASTMX12508, ASTMX19843, ASTMX02763, ASTMX03936, ASTMX05623, ASTMX20239, ASTMX16109	AENJA_03852
OG0000183	ASTMX12358, ASTMX03484	AENJA_18616
OG0000183	ASTMX16504, ASTMX16505	AENJA_21091
OG0000184	ASTMX12437, ASTMX12438	AENJA_19614, AENJA_08959, AENJA_22614
OG0000185	ASTMX11051, ASTMX13737, ASTMX00167	AENJA_05818
OG0000185	ASTMX22814	AENJA_13582
OG0000185	ASTMX08951, ASTMX03293, ASTMX15453	AENJA_24956
OG0000185	ASTMX03539, ASTMX09726, ASTMX15810, ASTMX01652	AENJA_06437
OG0000185	ASTMX12894, ASTMX07504	AENJA_19885
OG0000186	ASTMX18771	AENJA_22491
OG0000188	ASTMX17563, ASTMX09974, ASTMX22080	AENJA_15378
OG0000192	ASTMX07878	AENJA_20612
OG0000192	ASTMX20901, ASTMX19840, ASTMX01591, ASTMX00329, ASTMX15434, ASTMX02346	AENJA_06675
OG0000192	ASTMX22789, ASTMX13707	AENJA_19694
OG0000192	ASTMX14856	AENJA_16678, AENJA_04859
OG0000193	ASTMX20971, ASTMX11214, ASTMX09632, ASTMX05862, ASTMX20972, ASTMX06947, ASTMX14897, ASTMX03474, ASTMX13316, ASTMX19987	AENJA_13914
OG0000194	ASTMX14940, ASTMX03197, ASTMX16653, ASTMX22443, ASTMX22363, ASTMX14331	AENJA_10642, AENJA_01834
OG0000195	ASTMX06503, ASTMX06504, ASTMX08420, ASTMX05669	AENJA_16048
OG0000197	ASTMX14222, ASTMX13243, ASTMX19993	AENJA_18863, AENJA_02976, AENJA_03276
OG0000197	ASTMX12768, ASTMX04797, ASTMX01035, ASTMX20680, ASTMX12767, ASTMX10644, ASTMX04274, ASTMX00851, ASTMX10141	AENJA_03262
OG0000201	ASTMX19802, ASTMX14681, ASTMX19801, ASTMX15505	AENJA_04223
OG0000201	ASTMX16005, ASTMX04412, ASTMX17973, ASTMX12848	AENJA_12926
OG0000201	ASTMX01297, ASTMX11319, ASTMX13076, ASTMX16014, ASTMX13075	AENJA_00457
OG0000202	ASTMX12677, ASTMX14453, ASTMX09955, ASTMX19428, ASTMX05837, ASTMX07752, ASTMX02721, ASTMX17241, ASTMX18862, ASTMX09691, ASTMX06807	AENJA_10134
OG0000203	ASTMX16274	AENJA_01110
OG0000203	ASTMX00845, ASTMX01226, ASTMX00857	AENJA_20011
OG0000203	ASTMX20187, ASTMX06010, ASTMX05240	AENJA_10014
OG0000203	ASTMX05701, ASTMX05700	AENJA_10780
OG0000204	ASTMX05231, ASTMX02270	AENJA_01745
OG0000204	ASTMX00447, ASTMX00221	AENJA_12472
OG0000205	ASTMX13522, ASTMX10816, ASTMX16114, ASTMX14153, ASTMX22625	AENJA_05025
OG0000205	ASTMX20065, ASTMX10182, ASTMX20441, ASTMX12995	AENJA_13787, AENJA_01890
OG0000205	ASTMX20510, ASTMX07381, ASTMX02305, ASTMX10670, ASTMX05423, ASTMX14679	AENJA_13815, AENJA_22602
OG0000206	ASTMX13968	AENJA_17989, AENJA_13770
OG0000207	ASTMX11086, ASTMX18027	AENJA_24487
OG0000208	ASTMX14534, ASTMX12214, ASTMX04375, ASTMX14594, ASTMX12234, ASTMX18583, ASTMX05181	AENJA_06125, AENJA_16595
OG0000210	ASTMX06462	AENJA_13029
OG0000210	ASTMX16896	AENJA_04024
OG0000211	ASTMX14936	AENJA_25447
OG0000211	ASTMX14468	AENJA_09895
OG0000211	ASTMX02506	AENJA_19821
OG0000211	ASTMX08965	AENJA_00791
OG0000211	ASTMX12406, ASTMX15733, ASTMX12502	AENJA_02934
OG0000211	ASTMX00388, ASTMX07887	AENJA_21143, AENJA_10795
OG0000213	ASTMX13716, ASTMX02993, ASTMX16332	AENJA_07228, AENJA_04662
OG0000215	ASTMX09309, ASTMX14457	AENJA_06502, AENJA_01427, AENJA_23751, AENJA_02670
OG0000215	ASTMX12693	AENJA_03894, AENJA_01426
OG0000217	ASTMX22243, ASTMX19306, ASTMX22275, ASTMX22014, ASTMX22013, ASTMX21865, ASTMX02470, ASTMX13539	AENJA_00511
OG0000218	ASTMX14255, ASTMX06375	AENJA_17671, AENJA_11970, AENJA_11978, AENJA_20895, AENJA_14302, AENJA_11979, AENJA_16614, AENJA_01825, AENJA_26732
OG0000220	ASTMX06452, ASTMX19472	AENJA_19945, AENJA_06243, AENJA_19950
OG0000221	ASTMX13257, ASTMX12726, ASTMX08699, ASTMX18546, ASTMX17261, ASTMX17047	AENJA_18945, AENJA_16769
OG0000221	ASTMX00084, ASTMX22683, ASTMX10185	AENJA_12084
OG0000223	ASTMX17097, ASTMX19956, ASTMX01390, ASTMX13426	AENJA_25328, AENJA_19949
OG0000225	ASTMX16084, ASTMX16085, ASTMX16083, ASTMX11790, ASTMX09442, ASTMX17744, ASTMX14393, ASTMX04772, ASTMX20768, ASTMX04717	AENJA_04793, AENJA_18668
OG0000226	ASTMX10407	AENJA_22494
OG0000227	ASTMX17802, ASTMX07384, ASTMX15014, ASTMX15013, ASTMX08655	AENJA_15989
OG0000227	ASTMX14981, ASTMX11122, ASTMX17731	AENJA_15987, AENJA_15991
OG0000228	ASTMX08232, ASTMX13813, ASTMX10957, ASTMX17589	AENJA_00460
OG0000228	ASTMX16365, ASTMX10925	AENJA_20374
OG0000229	ASTMX07950	AENJA_26296, AENJA_26297, AENJA_26293
OG0000230	ASTMX01329	AENJA_06650
OG0000231	ASTMX21905, ASTMX09216, ASTMX07397, ASTMX07396	AENJA_08495
OG0000233	ASTMX07999, ASTMX11193	AENJA_04371
OG0000234	ASTMX02457, ASTMX11930, ASTMX03378, ASTMX21596, ASTMX09075, ASTMX14217	AENJA_02022
OG0000234	ASTMX02028, ASTMX03572	AENJA_09853
OG0000235	ASTMX10074	AENJA_15471, AENJA_15470, AENJA_02178, AENJA_08576
OG0000236	ASTMX08747, ASTMX03149	AENJA_25135
OG0000236	ASTMX10243, ASTMX08142	AENJA_07611, AENJA_02045, AENJA_00230
OG0000238	ASTMX07705, ASTMX20450, ASTMX07704	AENJA_24755
OG0000238	ASTMX22020, ASTMX08638, ASTMX11056, ASTMX15298	AENJA_14161
OG0000238	ASTMX08927, ASTMX16413	AENJA_03329
OG0000239	ASTMX07645, ASTMX14835, ASTMX20429, ASTMX05441	AENJA_09843
OG0000239	ASTMX01276, ASTMX03280	AENJA_06019
OG0000239	ASTMX15869, ASTMX10448, ASTMX21437, ASTMX01895	AENJA_09841
OG0000240	ASTMX02102, ASTMX10352, ASTMX10354, ASTMX10617	AENJA_19535
OG0000244	ASTMX16602, ASTMX08895, ASTMX21456, ASTMX15853, ASTMX06255, ASTMX15851, ASTMX07398	AENJA_02207
OG0000245	ASTMX00360, ASTMX02206, ASTMX13276, ASTMX22797, ASTMX03731, ASTMX22441, ASTMX15530, ASTMX14838, ASTMX17043, ASTMX08650, ASTMX15018, ASTMX19991, ASTMX17329, ASTMX18788, ASTMX10201, ASTMX19475, ASTMX06868, ASTMX19608	AENJA_02315, AENJA_03102, AENJA_02317
OG0000246	ASTMX19738	AENJA_10538, AENJA_10539
OG0000248	ASTMX11343, ASTMX11267, ASTMX06856, ASTMX21086, ASTMX06855	AENJA_23410, AENJA_15881
OG0000249	ASTMX20082	AENJA_05064, AENJA_21241, AENJA_23938, AENJA_01673, AENJA_21238, AENJA_22890, AENJA_18302, AENJA_21869, AENJA_15192, AENJA_06774, AENJA_07629, AENJA_05076, AENJA_15458
OG0000250	ASTMX18265	AENJA_21466
OG0000250	ASTMX22935, ASTMX21081	AENJA_01564
OG0000250	ASTMX10554	AENJA_18922, AENJA_05431
OG0000250	ASTMX10861	AENJA_25579
OG0000251	ASTMX02278, ASTMX14567	AENJA_02410
OG0000252	ASTMX12365	AENJA_02536
OG0000253	ASTMX02003, ASTMX10389, ASTMX10204	AENJA_04582
OG0000254	ASTMX06322	AENJA_19586
OG0000255	ASTMX15208	AENJA_05199
OG0000255	ASTMX00265	AENJA_03525, AENJA_17033, AENJA_10693, AENJA_10691, AENJA_10694, AENJA_20407, AENJA_04940, AENJA_17159, AENJA_07356
OG0000256	ASTMX14236, ASTMX14182, ASTMX17896	AENJA_24528
OG0000256	ASTMX08211, ASTMX08210, ASTMX05152	AENJA_04595, AENJA_22679, AENJA_05370, AENJA_07601, AENJA_13004
OG0000257	ASTMX01595, ASTMX20351, ASTMX06234	AENJA_21159
OG0000257	ASTMX08510, ASTMX01271, ASTMX07606, ASTMX08826, ASTMX13542	AENJA_06250
OG0000258	ASTMX13949, ASTMX09429, ASTMX02019	AENJA_21764
OG0000258	ASTMX10822, ASTMX04575, ASTMX10602, ASTMX16862	AENJA_08669
OG0000259	ASTMX14640	AENJA_01055
OG0000259	ASTMX14622, ASTMX14658, ASTMX14653, ASTMX14645, ASTMX14623, ASTMX14652, ASTMX14657, ASTMX14654, ASTMX14655, ASTMX14656, ASTMX14619, ASTMX14620, ASTMX14621, ASTMX22310, ASTMX17207, ASTMX14631, ASTMX14642, ASTMX14624, ASTMX14625, ASTMX14651, ASTMX14648, ASTMX14649, ASTMX14647, ASTMX14650, ASTMX14632, ASTMX14633, ASTMX14628, ASTMX14634, ASTMX14635, ASTMX14629, ASTMX14636, ASTMX14630, ASTMX14638, ASTMX14639, ASTMX14637, ASTMX14627, ASTMX14626	AENJA_09484
OG0000260	ASTMX08323, ASTMX08530, ASTMX00791, ASTMX02088	AENJA_02917
OG0000260	ASTMX18863	AENJA_18084
OG0000260	ASTMX12581	AENJA_23444
OG0000261	ASTMX15671, ASTMX14938, ASTMX12058, ASTMX11825	AENJA_18758
OG0000263	ASTMX18876	AENJA_06376, AENJA_02707, AENJA_07923, AENJA_00940, AENJA_24604, AENJA_02705, AENJA_15502, AENJA_15498, AENJA_21435, AENJA_02066
OG0000265	ASTMX20048, ASTMX19410, ASTMX06906, ASTMX17905, ASTMX03304	AENJA_21392, AENJA_21393
OG0000265	ASTMX17774, ASTMX08300	AENJA_02918
OG0000268	ASTMX22307	AENJA_03720
OG0000268	ASTMX14616	AENJA_25695
OG0000269	ASTMX07757	AENJA_26647, AENJA_26648
OG0000270	ASTMX10601, ASTMX16861, ASTMX10821, ASTMX04574, ASTMX04388	AENJA_16126
OG0000270	ASTMX13817	AENJA_14029
OG0000272	ASTMX13541, ASTMX04407	AENJA_04697
OG0000272	ASTMX06714, ASTMX15391, ASTMX13685, ASTMX17539, ASTMX11464, ASTMX21154, ASTMX09631, ASTMX05863, ASTMX15333	AENJA_06955
OG0000273	ASTMX02360	AENJA_14902
OG0000273	ASTMX06870, ASTMX17812, ASTMX15476	AENJA_10997
OG0000275	ASTMX01252, ASTMX09512, ASTMX08521	AENJA_06085
OG0000275	ASTMX06622, ASTMX15608, ASTMX09767	AENJA_05208
OG0000276	ASTMX02916	AENJA_08719
OG0000276	ASTMX02717	AENJA_24994
OG0000277	ASTMX17498, ASTMX03998, ASTMX13452	AENJA_21144
OG0000277	ASTMX12126, ASTMX12127, ASTMX03033, ASTMX03664	AENJA_08858
OG0000278	ASTMX06005	AENJA_24084
OG0000278	ASTMX01574	AENJA_12104
OG0000280	ASTMX10256	AENJA_03995
OG0000280	ASTMX00452	AENJA_21139
OG0000281	ASTMX08446, ASTMX16022, ASTMX04664	AENJA_06967
OG0000282	ASTMX18342, ASTMX09599	AENJA_08490
OG0000282	ASTMX04653	AENJA_20347
OG0000282	ASTMX06602	AENJA_07959
OG0000282	ASTMX00322	AENJA_08159
OG0000284	ASTMX22711	AENJA_03153
OG0000284	ASTMX02036, ASTMX20925, ASTMX22871, ASTMX20924, ASTMX11406, ASTMX17126	AENJA_16460, AENJA_16457, AENJA_23940, AENJA_23553, AENJA_12800, AENJA_09635, AENJA_14116, AENJA_03847, AENJA_00883, AENJA_14484
OG0000284	ASTMX00328, ASTMX15433	AENJA_03142, AENJA_20326
OG0000286	ASTMX07118, ASTMX07214, ASTMX07213, ASTMX10314, ASTMX10313, ASTMX10312, ASTMX19636	AENJA_03756, AENJA_24545, AENJA_09758
OG0000286	ASTMX01994, ASTMX01995	AENJA_07015, AENJA_05640
OG0000286	ASTMX15386, ASTMX19203, ASTMX19204	AENJA_10869
OG0000288	ASTMX17230, ASTMX07890, ASTMX01219	AENJA_14604
OG0000289	ASTMX02890, ASTMX10329, ASTMX21654, ASTMX05955	AENJA_13824
OG0000289	ASTMX18073	AENJA_25023
OG0000289	ASTMX11422, ASTMX16415	AENJA_15870
OG0000295	ASTMX20406	AENJA_14335
OG0000295	ASTMX22085, ASTMX19804	AENJA_07578
OG0000296	ASTMX20385	AENJA_26690
OG0000296	ASTMX01322	AENJA_22255
OG0000296	ASTMX10012, ASTMX03989	AENJA_23739
OG0000296	ASTMX01720	AENJA_15217
OG0000296	ASTMX09080, ASTMX12825	AENJA_25508
OG0000297	ASTMX03341, ASTMX10348, ASTMX05132, ASTMX12499, ASTMX07463	AENJA_24317
OG0000298	ASTMX05659, ASTMX16520, ASTMX13196, ASTMX05908, ASTMX19518	AENJA_06788, AENJA_16948, AENJA_16940, AENJA_16949, AENJA_06790
OG0000299	ASTMX18363, ASTMX17281, ASTMX00682	AENJA_07480
OG0000300	ASTMX04298, ASTMX20457	AENJA_20707, AENJA_25104
OG0000301	ASTMX21577	AENJA_06178, AENJA_06182
OG0000301	ASTMX04615, ASTMX10168, ASTMX20352, ASTMX20442	AENJA_26747
OG0000301	ASTMX20705, ASTMX07228, ASTMX02917	AENJA_18604
OG0000302	ASTMX07861, ASTMX13265	AENJA_15683
OG0000305	ASTMX12592	AENJA_01524
OG0000305	ASTMX21234	AENJA_20012, AENJA_20013
OG0000307	ASTMX14784, ASTMX02762, ASTMX12509, ASTMX04431	AENJA_02524
OG0000307	ASTMX03351, ASTMX05985, ASTMX17232	AENJA_01646
OG0000308	ASTMX20341, ASTMX17147	AENJA_23339
OG0000308	ASTMX09110	AENJA_18481
OG0000309	ASTMX02021	AENJA_22214, AENJA_22215, AENJA_09002, AENJA_08385
OG0000310	ASTMX00126	AENJA_10979, AENJA_16718
OG0000312	ASTMX14300, ASTMX18372	AENJA_11345
OG0000312	ASTMX04117, ASTMX04116, ASTMX07002	AENJA_19966
OG0000312	ASTMX19559, ASTMX13976	AENJA_05337
OG0000313	ASTMX04915, ASTMX16687, ASTMX11511	AENJA_16057
OG0000313	ASTMX07132	AENJA_01313
OG0000314	ASTMX10586, ASTMX02410, ASTMX02409, ASTMX21219	AENJA_16012
OG0000314	ASTMX07736, ASTMX14320, ASTMX01567, ASTMX21999, ASTMX10109, ASTMX11499	AENJA_19100
OG0000315	ASTMX22299, ASTMX08025, ASTMX19001, ASTMX12688	AENJA_08118
OG0000315	ASTMX08301, ASTMX03040	AENJA_20619
OG0000316	ASTMX02741, ASTMX22462	AENJA_23705
OG0000317	ASTMX13428, ASTMX01336, ASTMX00862, ASTMX07441, ASTMX09832	AENJA_18053
OG0000319	ASTMX05117, ASTMX10390	AENJA_15257
OG0000321	ASTMX18074, ASTMX03167, ASTMX05895	AENJA_07424
OG0000321	ASTMX14845	AENJA_02624
OG0000321	ASTMX18898, ASTMX00098, ASTMX08418, ASTMX18899, ASTMX00099, ASTMX08419	AENJA_23362
OG0000322	ASTMX06004	AENJA_04218
OG0000323	ASTMX09179	AENJA_22664
OG0000323	ASTMX02635, ASTMX13255, ASTMX10841	AENJA_20126
OG0000324	ASTMX20270, ASTMX21627, ASTMX20432	AENJA_25136
OG0000324	ASTMX03592	AENJA_18522
OG0000325	ASTMX18823	AENJA_07184, AENJA_19461
OG0000326	ASTMX00747, ASTMX05282, ASTMX15670, ASTMX15158, ASTMX20792	AENJA_25612
OG0000326	ASTMX00749	AENJA_25861
OG0000327	ASTMX06414, ASTMX05544, ASTMX06421, ASTMX13482, ASTMX13483, ASTMX13484	AENJA_13471
OG0000327	ASTMX06420	AENJA_26486
OG0000327	ASTMX06415	AENJA_12542
OG0000328	ASTMX08432, ASTMX12252, ASTMX06825, ASTMX22802, ASTMX05369, ASTMX06682	AENJA_09097
OG0000333	ASTMX14239	AENJA_06410, AENJA_00632
OG0000333	ASTMX16298	AENJA_22838, AENJA_15685
OG0000334	ASTMX22703, ASTMX21795, ASTMX06979, ASTMX13611	AENJA_18674, AENJA_08078, AENJA_20172, AENJA_19540, AENJA_16534, AENJA_18675, AENJA_11653, AENJA_06892, AENJA_10669, AENJA_22797, AENJA_22796, AENJA_24850, AENJA_10667, AENJA_10668
OG0000338	ASTMX13042, ASTMX20131, ASTMX05102	AENJA_13192
OG0000338	ASTMX09866, ASTMX01891	AENJA_22299
OG0000339	ASTMX07466	AENJA_00382, AENJA_19984, AENJA_00140, AENJA_14078, AENJA_02225
OG0000340	ASTMX16503, ASTMX16494	AENJA_00353, AENJA_26321, AENJA_25490
OG0000340	ASTMX16502	AENJA_14297, AENJA_26125, AENJA_06112, AENJA_25254, AENJA_19173
OG0000341	ASTMX12749, ASTMX11039, ASTMX07461, ASTMX09870	AENJA_00431
OG0000343	ASTMX10298, ASTMX08048, ASTMX09330, ASTMX07009, ASTMX11872, ASTMX14973	AENJA_04274
OG0000344	ASTMX03514, ASTMX09657, ASTMX05816, ASTMX17941	AENJA_20305
OG0000344	ASTMX20278	AENJA_14133, AENJA_05493
OG0000346	ASTMX21003	AENJA_15927
OG0000346	ASTMX22643, ASTMX06469, ASTMX11553, ASTMX10029, ASTMX21757, ASTMX10400	AENJA_22586, AENJA_15929
OG0000347	ASTMX03104	AENJA_06111, AENJA_12945
OG0000347	ASTMX17577	AENJA_06108
OG0000349	ASTMX19278, ASTMX04917, ASTMX08922	AENJA_19583, AENJA_23589, AENJA_19611, AENJA_06662, AENJA_21917, AENJA_01710, AENJA_00976, AENJA_17896, AENJA_06002, AENJA_15646, AENJA_15647
OG0000350	ASTMX11261, ASTMX15296, ASTMX12615, ASTMX04193, ASTMX12247	AENJA_19835
OG0000350	ASTMX17843	AENJA_05645
OG0000350	ASTMX08191	AENJA_06140
OG0000350	ASTMX17692, ASTMX01389, ASTMX08192, ASTMX14099	AENJA_03065
OG0000352	ASTMX05896, ASTMX03995, ASTMX17359, ASTMX13140	AENJA_13697
OG0000352	ASTMX01195	AENJA_25500
OG0000352	ASTMX07258	AENJA_11315
OG0000356	ASTMX12514, ASTMX01697	AENJA_04669, AENJA_04670
OG0000356	ASTMX09465, ASTMX09256	AENJA_05708, AENJA_10568
OG0000357	ASTMX17598, ASTMX10965, ASTMX09989, ASTMX05067, ASTMX15356	AENJA_16412
OG0000357	ASTMX15888, ASTMX01105, ASTMX14562, ASTMX04757	AENJA_04794
OG0000358	ASTMX16628	AENJA_15177
OG0000358	ASTMX07152, ASTMX07224	AENJA_10717
OG0000358	ASTMX07099	AENJA_12192
OG0000358	ASTMX00097	AENJA_25711
OG0000359	ASTMX07087, ASTMX13220	AENJA_14005
OG0000359	ASTMX09819, ASTMX07326	AENJA_07464
OG0000360	ASTMX22133, ASTMX09946	AENJA_08623
OG0000360	ASTMX13961	AENJA_22734
OG0000362	ASTMX21692, ASTMX20233, ASTMX20234, ASTMX11473	AENJA_00852, AENJA_07660, AENJA_12849
OG0000363	ASTMX15773	AENJA_12906, AENJA_18208
OG0000363	ASTMX19424	AENJA_26154
OG0000364	ASTMX08125	AENJA_08616, AENJA_07293, AENJA_05680
OG0000365	ASTMX14935, ASTMX12525, ASTMX16950, ASTMX06169, ASTMX07405, ASTMX03199, ASTMX04165	AENJA_22716
OG0000367	ASTMX09449, ASTMX02026, ASTMX13956	AENJA_21567
OG0000367	ASTMX06700, ASTMX14123, ASTMX14122, ASTMX18667	AENJA_15749
OG0000372	ASTMX00698	AENJA_10537
OG0000372	ASTMX11491	AENJA_22918
OG0000372	ASTMX06694, ASTMX07580, ASTMX13013	AENJA_10254
OG0000373	ASTMX11338, ASTMX01301, ASTMX01605	AENJA_18516
OG0000374	ASTMX01921, ASTMX08407, ASTMX04767, ASTMX00978	AENJA_24763
OG0000374	ASTMX20213, ASTMX12128, ASTMX03034	AENJA_15704
OG0000374	ASTMX04768, ASTMX06554, ASTMX08406	AENJA_10989
OG0000375	ASTMX17658, ASTMX18679, ASTMX11890, ASTMX11667, ASTMX04506, ASTMX04504	AENJA_21822
OG0000375	ASTMX18856, ASTMX13500	AENJA_14683
OG0000375	ASTMX12920	AENJA_14684
OG0000378	ASTMX14466, ASTMX10279, ASTMX09784, ASTMX19100, ASTMX01130	AENJA_09892
OG0000378	ASTMX03495, ASTMX00112, ASTMX09555, ASTMX08740, ASTMX06762	AENJA_03823
OG0000379	ASTMX13728	AENJA_25316
OG0000379	ASTMX04508	AENJA_13204
OG0000379	ASTMX13150	AENJA_16703
OG0000379	ASTMX22205	AENJA_14680
OG0000382	ASTMX09281	AENJA_01299
