Orthogroup	ASTMX	SCHMD
OG0000248	ASTMX14140, ASTMX14138, ASTMX19921, ASTMX21287, ASTMX14135, ASTMX14137, ASTMX14134	SCHMD01134, SCHMD07579, SCHMD25860
OG0000250	ASTMX18265	SCHMD07715, SCHMD11126
OG0000250	ASTMX22935, ASTMX21081	SCHMD00165
OG0000250	ASTMX10861	SCHMD03762, SCHMD05189
OG0000251	ASTMX04351	SCHMD28872
OG0000254	ASTMX06322	SCHMD11206
OG0000255	ASTMX15208	SCHMD14618, SCHMD25034
OG0000256	ASTMX14236, ASTMX14182, ASTMX17896	SCHMD06220
OG0000258	ASTMX21558	SCHMD19345
OG0000260	ASTMX02089	SCHMD09054, SCHMD09053
OG0000260	ASTMX00793, ASTMX08323, ASTMX08530, ASTMX00791, ASTMX02088, ASTMX20570, ASTMX18863, ASTMX00302, ASTMX12581, ASTMX21781	SCHMD00231
OG0000263	ASTMX18876	SCHMD21152, SCHMD16080, SCHMD25801, SCHMD26173, SCHMD15861, SCHMD05150
OG0000265	ASTMX17905	SCHMD14945, SCHMD03613
OG0000265	ASTMX03304	SCHMD19985
OG0000265	ASTMX22372	SCHMD23325, SCHMD14944, SCHMD23326
OG0000265	ASTMX23047	SCHMD06448, SCHMD11031, SCHMD25284
OG0000265	ASTMX17774, ASTMX08300	SCHMD18240, SCHMD09007
OG0000266	ASTMX18084	SCHMD11802
OG0000266	ASTMX07714, ASTMX03624	SCHMD26661, SCHMD18048
OG0000268	ASTMX22307	SCHMD08097
OG0000268	ASTMX14616	SCHMD25441
OG0000270	ASTMX03738, ASTMX05747	SCHMD16423
OG0000272	ASTMX06714, ASTMX15391, ASTMX13685, ASTMX17539, ASTMX11464, ASTMX21154, ASTMX09631, ASTMX05863, ASTMX15333	SCHMD13324, SCHMD08067
OG0000273	ASTMX02360	SCHMD09689
OG0000273	ASTMX06870, ASTMX17812, ASTMX15476	SCHMD18528, SCHMD25490
OG0000275	ASTMX06622, ASTMX15608, ASTMX09767	SCHMD08209, SCHMD24873
OG0000276	ASTMX02916	SCHMD08876
OG0000277	ASTMX17498, ASTMX03998, ASTMX13452	SCHMD09439
OG0000278	ASTMX01574	SCHMD04708, SCHMD14538
OG0000280	ASTMX10256, ASTMX00452	SCHMD23115
OG0000281	ASTMX03070, ASTMX14575, ASTMX17132, ASTMX02563, ASTMX20638, ASTMX18671, ASTMX11117, ASTMX22017, ASTMX16140	SCHMD28123, SCHMD29220
OG0000282	ASTMX18342, ASTMX09599	SCHMD05137
OG0000282	ASTMX00322	SCHMD15635, SCHMD25636
OG0000282	ASTMX19110, ASTMX07649	SCHMD25893
OG0000284	ASTMX02036, ASTMX20925, ASTMX22871, ASTMX20924, ASTMX11406, ASTMX17126	SCHMD23360, SCHMD08213
OG0000288	ASTMX19599, ASTMX03159, ASTMX17230, ASTMX07890, ASTMX01219	SCHMD10121, SCHMD07093, SCHMD10930, SCHMD07061
OG0000289	ASTMX02890, ASTMX10329, ASTMX21654, ASTMX05955	SCHMD14014, SCHMD14418, SCHMD14417, SCHMD14015, SCHMD16163
OG0000289	ASTMX11422, ASTMX16415	SCHMD29502, SCHMD19194, SCHMD19219, SCHMD13163, SCHMD22750
OG0000295	ASTMX22085, ASTMX19804	SCHMD11340, SCHMD11341, SCHMD11339, SCHMD02776, SCHMD10264, SCHMD14695
OG0000299	ASTMX18363, ASTMX17281, ASTMX00682, ASTMX08715, ASTMX12382	SCHMD13170, SCHMD20344
OG0000305	ASTMX12592	SCHMD22293
OG0000305	ASTMX21268, ASTMX04324, ASTMX20856, ASTMX15186, ASTMX15028, ASTMX21047, ASTMX05366, ASTMX05365	SCHMD01975
OG0000306	ASTMX13715	SCHMD02490, SCHMD21359
OG0000308	ASTMX20341, ASTMX17147, ASTMX10685, ASTMX02323, ASTMX17926	SCHMD26369
OG0000308	ASTMX09110	SCHMD14069, SCHMD01003, SCHMD00895
OG0000310	ASTMX00126	SCHMD09298, SCHMD11775
OG0000312	ASTMX17975	SCHMD10213, SCHMD21295, SCHMD02452
OG0000313	ASTMX20598, ASTMX13321, ASTMX07858, ASTMX04915, ASTMX16687, ASTMX11511	SCHMD03134
OG0000315	ASTMX11724	SCHMD06241
OG0000315	ASTMX22299, ASTMX08025, ASTMX19001	SCHMD17654
OG0000315	ASTMX08301, ASTMX03040	SCHMD01939
OG0000316	ASTMX02741, ASTMX22462	SCHMD10536, SCHMD22735
OG0000316	ASTMX08202, ASTMX07921, ASTMX11016	SCHMD10615, SCHMD19154
OG0000317	ASTMX13428, ASTMX01336, ASTMX00862, ASTMX07441, ASTMX09832	SCHMD15845
OG0000319	ASTMX15258, ASTMX11737	SCHMD18991
OG0000319	ASTMX05117, ASTMX10390	SCHMD16069
OG0000321	ASTMX18074, ASTMX03167, ASTMX05895	SCHMD10046
OG0000321	ASTMX18898, ASTMX00098, ASTMX08418, ASTMX18899, ASTMX00099, ASTMX08419	SCHMD04699, SCHMD05278
OG0000322	ASTMX06004, ASTMX03375, ASTMX14712, ASTMX15181, ASTMX15890	SCHMD03845, SCHMD03842
OG0000323	ASTMX22681	SCHMD05058
OG0000323	ASTMX09179	SCHMD21571, SCHMD14125
OG0000325	ASTMX18823	SCHMD10722, SCHMD23724, SCHMD17815, SCHMD15286, SCHMD10721, SCHMD23725, SCHMD23881, SCHMD17816
OG0000326	ASTMX00747, ASTMX05282, ASTMX15670, ASTMX15158, ASTMX20792	SCHMD05388, SCHMD24730
OG0000326	ASTMX00749	SCHMD29727
OG0000329	ASTMX19045, ASTMX00981, ASTMX16644, ASTMX07883, ASTMX17956, ASTMX09130, ASTMX14126, ASTMX20509	SCHMD12472, SCHMD24777, SCHMD26844, SCHMD15152
OG0000332	ASTMX11275, ASTMX11192, ASTMX09975, ASTMX05899, ASTMX11997, ASTMX14907	SCHMD26513, SCHMD25129, SCHMD25620, SCHMD25799, SCHMD18311
OG0000333	ASTMX14239	SCHMD26037, SCHMD21228
OG0000338	ASTMX13042, ASTMX20131, ASTMX05102, ASTMX05103, ASTMX03140	SCHMD23566, SCHMD22193
OG0000338	ASTMX09866, ASTMX01891	SCHMD17969
OG0000339	ASTMX07466	SCHMD09051, SCHMD09049, SCHMD07931, SCHMD10837, SCHMD09050, SCHMD11944, SCHMD04027
OG0000343	ASTMX10298, ASTMX08048, ASTMX09330, ASTMX07009, ASTMX11872, ASTMX14973	SCHMD10731, SCHMD08099
OG0000346	ASTMX02056	SCHMD02546
OG0000346	ASTMX10397, ASTMX22643, ASTMX06469, ASTMX11553, ASTMX10029, ASTMX21757, ASTMX10400	SCHMD26404
OG0000350	ASTMX08191, ASTMX17692, ASTMX01389, ASTMX08192, ASTMX14099	SCHMD23543
OG0000352	ASTMX05896, ASTMX03995, ASTMX17359, ASTMX13140	SCHMD07814
OG0000352	ASTMX01195, ASTMX07258	SCHMD03216
OG0000353	ASTMX09282	SCHMD00282, SCHMD11621
OG0000353	ASTMX22996, ASTMX17983, ASTMX09283	SCHMD09276, SCHMD00283, SCHMD07604
OG0000356	ASTMX09465, ASTMX09256	SCHMD05389, SCHMD00245
OG0000357	ASTMX17598, ASTMX10965, ASTMX09989, ASTMX05067, ASTMX15356	SCHMD22062, SCHMD19961
OG0000357	ASTMX15888, ASTMX01105, ASTMX14562, ASTMX04757	SCHMD01155
OG0000358	ASTMX16628	SCHMD28430, SCHMD13052, SCHMD26873
OG0000360	ASTMX02247, ASTMX22133, ASTMX09946, ASTMX13961	SCHMD06047
OG0000363	ASTMX19424	SCHMD01296
OG0000367	ASTMX18601, ASTMX09449, ASTMX02026, ASTMX13956, ASTMX04028, ASTMX06700, ASTMX14123, ASTMX14122, ASTMX18667	SCHMD09947
OG0000372	ASTMX00698	SCHMD26866, SCHMD11546
OG0000372	ASTMX06694, ASTMX07580, ASTMX13013	SCHMD21831, SCHMD11336
OG0000373	ASTMX13546, ASTMX07311, ASTMX17503	SCHMD08646, SCHMD00201
OG0000373	ASTMX11338, ASTMX01301, ASTMX01605	SCHMD13176, SCHMD08271
OG0000374	ASTMX04768, ASTMX06554, ASTMX08406	SCHMD04677, SCHMD23864
OG0000375	ASTMX18856, ASTMX13500	SCHMD00715
OG0000378	ASTMX14466, ASTMX10279, ASTMX09784, ASTMX19100, ASTMX01130	SCHMD07011, SCHMD12188
OG0000378	ASTMX03495, ASTMX00112, ASTMX09555, ASTMX08740, ASTMX06762	SCHMD05583
OG0000379	ASTMX13728	SCHMD22438, SCHMD05351
OG0000379	ASTMX04508	SCHMD04410, SCHMD04728, SCHMD09077, SCHMD07990
OG0000379	ASTMX13150	SCHMD09123, SCHMD25695
OG0000379	ASTMX22205	SCHMD18189, SCHMD00174
OG0000382	ASTMX09281	SCHMD22346, SCHMD02294, SCHMD02293, SCHMD04368
OG0000382	ASTMX05165, ASTMX22929, ASTMX06353, ASTMX05166, ASTMX02014, ASTMX06354	SCHMD02292
OG0000384	ASTMX19452, ASTMX14011	SCHMD15878
OG0000386	ASTMX04680, ASTMX21914, ASTMX04732, ASTMX10701, ASTMX14354, ASTMX03719	SCHMD17175, SCHMD15137, SCHMD15138, SCHMD06530, SCHMD06529, SCHMD19089, SCHMD16199, SCHMD15535, SCHMD12800
OG0000389	ASTMX12665, ASTMX03229	SCHMD03232, SCHMD09731
OG0000392	ASTMX12388, ASTMX03996, ASTMX06463, ASTMX05494	SCHMD08120
OG0000393	ASTMX20759	SCHMD10497
OG0000395	ASTMX16181, ASTMX02977, ASTMX22442, ASTMX18916, ASTMX22343	SCHMD07915
OG0000397	ASTMX08239, ASTMX05577, ASTMX13966, ASTMX12675, ASTMX19668, ASTMX18504	SCHMD04641
OG0000399	ASTMX19388	SCHMD23058, SCHMD03563, SCHMD24680
OG0000399	ASTMX07577, ASTMX13014	SCHMD23059
OG0000400	ASTMX08052	SCHMD00908
OG0000402	ASTMX00692, ASTMX17284, ASTMX02556	SCHMD02881, SCHMD11412
OG0000403	ASTMX06115	SCHMD28969, SCHMD27788, SCHMD15934, SCHMD03300, SCHMD02225, SCHMD03301
OG0000404	ASTMX17035, ASTMX14046	SCHMD02429
OG0000404	ASTMX11552, ASTMX11278	SCHMD03546
OG0000405	ASTMX06845, ASTMX10883, ASTMX04895, ASTMX21258, ASTMX08631, ASTMX07907	SCHMD26927, SCHMD22788, SCHMD20823
OG0000409	ASTMX06794	SCHMD04011
OG0000411	ASTMX10040, ASTMX11435	SCHMD11962, SCHMD08731, SCHMD19533
OG0000412	ASTMX13390, ASTMX06615	SCHMD11584
OG0000413	ASTMX22225, ASTMX13671, ASTMX19651, ASTMX16482, ASTMX04390	SCHMD19663
OG0000413	ASTMX16688, ASTMX04912, ASTMX09192, ASTMX19930	SCHMD18817, SCHMD28614
OG0000417	ASTMX22859, ASTMX22984, ASTMX18815, ASTMX13376, ASTMX13063, ASTMX12137	SCHMD12489, SCHMD12109, SCHMD17648, SCHMD04656
OG0000417	ASTMX16234	SCHMD05726, SCHMD07229, SCHMD26855, SCHMD04770
OG0000419	ASTMX14421, ASTMX01798, ASTMX13831, ASTMX01797	SCHMD20590, SCHMD23181, SCHMD17261, SCHMD26157
OG0000420	ASTMX03701, ASTMX11233, ASTMX04743	SCHMD23004
OG0000422	ASTMX00828, ASTMX04590, ASTMX14110, ASTMX06444, ASTMX19359	SCHMD11782, SCHMD13921, SCHMD19755, SCHMD21866
OG0000424	ASTMX07663	SCHMD02613, SCHMD06040, SCHMD02614, SCHMD02615, SCHMD01853, SCHMD01880, SCHMD16600, SCHMD13568
OG0000426	ASTMX14958	SCHMD02251
OG0000426	ASTMX11516, ASTMX15003, ASTMX14175, ASTMX10096, ASTMX04997	SCHMD19378, SCHMD08176
OG0000427	ASTMX05255, ASTMX14566, ASTMX04360, ASTMX10338, ASTMX00106, ASTMX00224	SCHMD05143
OG0000430	ASTMX20525, ASTMX18883, ASTMX07370, ASTMX07368, ASTMX07365, ASTMX07367, ASTMX07366, ASTMX22456	SCHMD02042
OG0000431	ASTMX06516, ASTMX00145, ASTMX09571	SCHMD00614
OG0000432	ASTMX14397, ASTMX08330, ASTMX02099, ASTMX08388, ASTMX14398	SCHMD11313
OG0000432	ASTMX14399	SCHMD08553, SCHMD16033
OG0000433	ASTMX01496, ASTMX04993	SCHMD05136
OG0000433	ASTMX10245, ASTMX08139, ASTMX12987	SCHMD22817, SCHMD15295, SCHMD25465, SCHMD24790
OG0000434	ASTMX05014	SCHMD11371, SCHMD07829
OG0000435	ASTMX17180, ASTMX22596, ASTMX08016, ASTMX00822, ASTMX11321, ASTMX01296, ASTMX01968, ASTMX00957	SCHMD12216, SCHMD19476
OG0000436	ASTMX00162, ASTMX01672, ASTMX22621, ASTMX04268	SCHMD13323, SCHMD09381
OG0000437	ASTMX13003, ASTMX13002	SCHMD15978, SCHMD13458, SCHMD13578, SCHMD05773, SCHMD23206, SCHMD08272, SCHMD05769
OG0000442	ASTMX11711, ASTMX07283, ASTMX12980	SCHMD12679
OG0000443	ASTMX18401, ASTMX18402, ASTMX12956	SCHMD09029
OG0000444	ASTMX14380, ASTMX00703, ASTMX21179	SCHMD00767, SCHMD00766
OG0000445	ASTMX09933	SCHMD29179
OG0000446	ASTMX05013	SCHMD12871
OG0000447	ASTMX14911	SCHMD15169
OG0000447	ASTMX21473	SCHMD15170, SCHMD24266
OG0000448	ASTMX09522, ASTMX00028, ASTMX09521, ASTMX22210	SCHMD14173, SCHMD23454, SCHMD22726, SCHMD02667, SCHMD12888, SCHMD05105, SCHMD06817, SCHMD02833, SCHMD08753, SCHMD25489
OG0000448	ASTMX00471, ASTMX04751, ASTMX08343, ASTMX16237, ASTMX02729, ASTMX19012	SCHMD14991, SCHMD13255, SCHMD21809, SCHMD23174, SCHMD28228
OG0000449	ASTMX18026, ASTMX10844, ASTMX10845, ASTMX10843, ASTMX13513, ASTMX06017	SCHMD07672
OG0000450	ASTMX18053, ASTMX11721, ASTMX11722	SCHMD15839, SCHMD21713
OG0000454	ASTMX10568, ASTMX07895, ASTMX18556, ASTMX19705, ASTMX19391, ASTMX05140	SCHMD17914
OG0000458	ASTMX09867, ASTMX09869, ASTMX09868, ASTMX12750	SCHMD04852, SCHMD04851
OG0000459	ASTMX06073, ASTMX06074, ASTMX07294	SCHMD17754
OG0000461	ASTMX14096	SCHMD03515
OG0000461	ASTMX09634, ASTMX19013	SCHMD06358
OG0000464	ASTMX21159	SCHMD05212, SCHMD02541, SCHMD03828, SCHMD13599, SCHMD27981, SCHMD12267, SCHMD22180, SCHMD10392, SCHMD10388, SCHMD17747, SCHMD13361, SCHMD12709
OG0000464	ASTMX09853	SCHMD02410, SCHMD13834, SCHMD04551, SCHMD23598
OG0000464	ASTMX22971	SCHMD14949, SCHMD17749, SCHMD18334
OG0000465	ASTMX14121	SCHMD09590
OG0000469	ASTMX17554, ASTMX08379, ASTMX20035	SCHMD15597
OG0000470	ASTMX20617, ASTMX01420, ASTMX16395	SCHMD05493
OG0000470	ASTMX15646, ASTMX03241, ASTMX22015	SCHMD03185
OG0000472	ASTMX08994, ASTMX08995	SCHMD01784
OG0000472	ASTMX20133, ASTMX12788, ASTMX12352	SCHMD01783
OG0000473	ASTMX17247, ASTMX08279, ASTMX14205, ASTMX22328, ASTMX21061	SCHMD29413, SCHMD13933
OG0000475	ASTMX05457	SCHMD03320
OG0000476	ASTMX15748	SCHMD25720, SCHMD19904
OG0000476	ASTMX15079	SCHMD04015
OG0000479	ASTMX21850, ASTMX17585, ASTMX15198, ASTMX05901	SCHMD14823, SCHMD04174
OG0000480	ASTMX05218, ASTMX07171	SCHMD19204, SCHMD14582
OG0000480	ASTMX07170	SCHMD09535
OG0000481	ASTMX04468	SCHMD12328
OG0000481	ASTMX15759	SCHMD11352, SCHMD11001
OG0000481	ASTMX21277, ASTMX10551	SCHMD06297
OG0000481	ASTMX10155	SCHMD10940
OG0000482	ASTMX01407, ASTMX16480	SCHMD03011, SCHMD06211, SCHMD06212, SCHMD17358
OG0000484	ASTMX20535	SCHMD29525, SCHMD10182
OG0000484	ASTMX05957	SCHMD25776, SCHMD16669, SCHMD23292, SCHMD20173, SCHMD20110
OG0000485	ASTMX18912, ASTMX15444	SCHMD13016, SCHMD17436
OG0000485	ASTMX22055	SCHMD21312, SCHMD21946
OG0000485	ASTMX02971, ASTMX22496	SCHMD16799
OG0000486	ASTMX13378, ASTMX03758	SCHMD19250
OG0000487	ASTMX07842, ASTMX20342	SCHMD20744
OG0000488	ASTMX03433, ASTMX00689	SCHMD01306, SCHMD17798, SCHMD16340
OG0000489	ASTMX09842, ASTMX01834, ASTMX04138, ASTMX06584, ASTMX11463, ASTMX18490	SCHMD11851, SCHMD19803, SCHMD25207
OG0000490	ASTMX08725, ASTMX15774, ASTMX08972, ASTMX03317	SCHMD21870
OG0000491	ASTMX05642, ASTMX18439, ASTMX18438, ASTMX18437, ASTMX14753, ASTMX17371, ASTMX11249	SCHMD03171, SCHMD08983, SCHMD20738, SCHMD13341, SCHMD07340, SCHMD18133, SCHMD23188, SCHMD23436, SCHMD27960, SCHMD18920, SCHMD17666, SCHMD22815, SCHMD07927, SCHMD20806, SCHMD08846, SCHMD08847, SCHMD23642, SCHMD25563, SCHMD27546, SCHMD28266, SCHMD26950, SCHMD21486, SCHMD20472, SCHMD23045, SCHMD23074, SCHMD09539, SCHMD08981, SCHMD06713, SCHMD11915, SCHMD09317, SCHMD02859, SCHMD00109, SCHMD00103, SCHMD08015, SCHMD18354, SCHMD03551, SCHMD00998
OG0000494	ASTMX16000, ASTMX05886, ASTMX17592, ASTMX10961, ASTMX13194, ASTMX13294, ASTMX10353	SCHMD12513, SCHMD23674, SCHMD27423, SCHMD04960, SCHMD24725, SCHMD26393, SCHMD25222, SCHMD18092, SCHMD26971, SCHMD24713, SCHMD21987
OG0000496	ASTMX09081, ASTMX00196, ASTMX00430, ASTMX21509, ASTMX09082, ASTMX00197	SCHMD10819
OG0000496	ASTMX00923, ASTMX09083, ASTMX00198	SCHMD00832
OG0000497	ASTMX22201, ASTMX10346, ASTMX13802, ASTMX03464, ASTMX13801	SCHMD07173
OG0000497	ASTMX21023, ASTMX02074	SCHMD12237, SCHMD24017, SCHMD22017, SCHMD24018
OG0000503	ASTMX07343, ASTMX16980, ASTMX02609, ASTMX03072	SCHMD01390, SCHMD06719
OG0000503	ASTMX21242	SCHMD11669, SCHMD06049, SCHMD28480, SCHMD07183, SCHMD28610, SCHMD20959
OG0000504	ASTMX09815, ASTMX14231, ASTMX10657, ASTMX03402, ASTMX11929, ASTMX02863, ASTMX05201, ASTMX20171	SCHMD09636, SCHMD05294, SCHMD24012, SCHMD24184, SCHMD19827, SCHMD05293, SCHMD22132, SCHMD09637, SCHMD12821, SCHMD09697, SCHMD24410, SCHMD25007, SCHMD25497, SCHMD16466, SCHMD25962, SCHMD08165, SCHMD14224, SCHMD23834, SCHMD24691, SCHMD24897, SCHMD16428, SCHMD22263, SCHMD09635, SCHMD24690, SCHMD16465, SCHMD08164
OG0000505	ASTMX04944, ASTMX15734, ASTMX05133	SCHMD10454
OG0000506	ASTMX21436	SCHMD24136
OG0000506	ASTMX20807, ASTMX05502, ASTMX16924, ASTMX20808, ASTMX10856, ASTMX08798	SCHMD05024
OG0000513	ASTMX01506, ASTMX15656, ASTMX13880, ASTMX21279	SCHMD10779, SCHMD15278, SCHMD14712, SCHMD04597
OG0000514	ASTMX10637, ASTMX15495, ASTMX20347, ASTMX17787, ASTMX03613, ASTMX20346	SCHMD15950, SCHMD28993
OG0000519	ASTMX13209, ASTMX05997	SCHMD19355, SCHMD25526
OG0000520	ASTMX09994, ASTMX18836, ASTMX07327	SCHMD05956
OG0000521	ASTMX16378	SCHMD05864, SCHMD18629, SCHMD05165, SCHMD05168
OG0000521	ASTMX12513, ASTMX04599, ASTMX14516, ASTMX14141, ASTMX03940, ASTMX02711	SCHMD05167, SCHMD05164
OG0000522	ASTMX18924	SCHMD23148, SCHMD08897
OG0000523	ASTMX14503, ASTMX14292, ASTMX12401	SCHMD13520
OG0000524	ASTMX13403, ASTMX02748	SCHMD01087, SCHMD12691
OG0000525	ASTMX22715	SCHMD04369
OG0000525	ASTMX17740	SCHMD04371, SCHMD04372
OG0000525	ASTMX02688	SCHMD19975, SCHMD13600, SCHMD16839, SCHMD08345, SCHMD19109, SCHMD05319, SCHMD14149
OG0000527	ASTMX21736, ASTMX22367, ASTMX02383, ASTMX14201, ASTMX19141	SCHMD13845, SCHMD20940, SCHMD24670
OG0000528	ASTMX18461, ASTMX02315, ASTMX10467, ASTMX20121	SCHMD02315, SCHMD09612
OG0000529	ASTMX11508, ASTMX07444, ASTMX17776, ASTMX00725	SCHMD06409
OG0000530	ASTMX03176, ASTMX02906, ASTMX17387, ASTMX07408, ASTMX19455	SCHMD23577, SCHMD10363, SCHMD07780, SCHMD07802, SCHMD07779, SCHMD20771, SCHMD28369
OG0000531	ASTMX15871	SCHMD13749
OG0000532	ASTMX01302, ASTMX15057	SCHMD07765
OG0000534	ASTMX16886	SCHMD09514
OG0000538	ASTMX06663, ASTMX01046, ASTMX13231, ASTMX04495, ASTMX12645, ASTMX21007	SCHMD23313
OG0000540	ASTMX20622, ASTMX08053, ASTMX10282, ASTMX17477, ASTMX20569, ASTMX11992, ASTMX08565, ASTMX06601, ASTMX18502, ASTMX17476, ASTMX07387, ASTMX17150, ASTMX12690, ASTMX05290, ASTMX07380	SCHMD22622
OG0000544	ASTMX22927	SCHMD08369
OG0000544	ASTMX22810, ASTMX06964, ASTMX06963	SCHMD08368
OG0000545	ASTMX10987	SCHMD20709
OG0000545	ASTMX08452, ASTMX01683, ASTMX12544, ASTMX08514, ASTMX06310	SCHMD17258, SCHMD12253, SCHMD14358, SCHMD06498, SCHMD14356, SCHMD17257
OG0000545	ASTMX10989	SCHMD24457, SCHMD24458, SCHMD06497, SCHMD12251
OG0000546	ASTMX03169	SCHMD22243, SCHMD01369, SCHMD24503
OG0000548	ASTMX20814, ASTMX19774, ASTMX15937, ASTMX10502	SCHMD11369
OG0000548	ASTMX10235	SCHMD02725, SCHMD00205
OG0000550	ASTMX22613	SCHMD04376, SCHMD04379, SCHMD24742, SCHMD04378
OG0000550	ASTMX00671, ASTMX00672, ASTMX00670, ASTMX00669, ASTMX00673	SCHMD04377, SCHMD04195
OG0000551	ASTMX02105	SCHMD18977, SCHMD20852, SCHMD20040, SCHMD29185, SCHMD16306, SCHMD26226, SCHMD18979, SCHMD18976, SCHMD28799, SCHMD28338
OG0000552	ASTMX21676	SCHMD16245, SCHMD21874
OG0000552	ASTMX01181, ASTMX00313	SCHMD07234
OG0000553	ASTMX14321, ASTMX21466, ASTMX11677	SCHMD06981
OG0000560	ASTMX10434, ASTMX12293	SCHMD12681, SCHMD24482
OG0000561	ASTMX12281, ASTMX09747, ASTMX04726	SCHMD09766
OG0000562	ASTMX02939	SCHMD10853
OG0000566	ASTMX02449, ASTMX22106, ASTMX06097, ASTMX02203, ASTMX02202	SCHMD24931, SCHMD26489
OG0000567	ASTMX07889, ASTMX10650	SCHMD27076, SCHMD27355, SCHMD13533
OG0000567	ASTMX02913	SCHMD00241, SCHMD03989, SCHMD19236, SCHMD27026
OG0000572	ASTMX14415, ASTMX08526	SCHMD10816
OG0000572	ASTMX09438, ASTMX05246	SCHMD25603
OG0000573	ASTMX11352, ASTMX15555, ASTMX04860	SCHMD01043, SCHMD15213, SCHMD24610
OG0000573	ASTMX02201	SCHMD16187
OG0000574	ASTMX08559	SCHMD00489
OG0000576	ASTMX00576, ASTMX05718, ASTMX14775, ASTMX02752, ASTMX15841, ASTMX00788	SCHMD15710
OG0000578	ASTMX18006, ASTMX10470, ASTMX08286, ASTMX01576, ASTMX10827, ASTMX04585, ASTMX13822, ASTMX06067	SCHMD00300, SCHMD17617
OG0000580	ASTMX08882	SCHMD26439, SCHMD25576, SCHMD24766, SCHMD25098, SCHMD14475, SCHMD02203, SCHMD27384
OG0000580	ASTMX14484	SCHMD23258, SCHMD14664, SCHMD05333
OG0000581	ASTMX10825, ASTMX10598, ASTMX16864, ASTMX19514	SCHMD10093, SCHMD11595, SCHMD08712
OG0000581	ASTMX10599, ASTMX16863, ASTMX10824, ASTMX04580	SCHMD03457
OG0000581	ASTMX10823	SCHMD28022
OG0000582	ASTMX11411, ASTMX20610, ASTMX13349, ASTMX13077, ASTMX01858, ASTMX10152	SCHMD16063, SCHMD04882
OG0000583	ASTMX19288, ASTMX12142, ASTMX19104, ASTMX09781, ASTMX15227, ASTMX16808, ASTMX07495	SCHMD05295, SCHMD25227, SCHMD08418, SCHMD20267, SCHMD01121, SCHMD04123, SCHMD14346, SCHMD17189, SCHMD06646
OG0000585	ASTMX10753, ASTMX02113, ASTMX17466, ASTMX08311, ASTMX20178, ASTMX01009	SCHMD24793, SCHMD28810, SCHMD24792, SCHMD27773, SCHMD04336
OG0000586	ASTMX06304, ASTMX01062, ASTMX07105, ASTMX02632, ASTMX21166, ASTMX07309, ASTMX21686, ASTMX16567	SCHMD22071, SCHMD26810, SCHMD08470
OG0000587	ASTMX17633, ASTMX15674, ASTMX05654, ASTMX18684, ASTMX02880	SCHMD03879, SCHMD05571
OG0000588	ASTMX14157, ASTMX18468, ASTMX06494, ASTMX10386, ASTMX19382	SCHMD01542
OG0000588	ASTMX03016	SCHMD09247, SCHMD07021, SCHMD07022
OG0000589	ASTMX00371, ASTMX03603, ASTMX00369, ASTMX00368, ASTMX00370, ASTMX02599, ASTMX02002, ASTMX18733, ASTMX08294, ASTMX08295, ASTMX08296	SCHMD15105, SCHMD03706, SCHMD08912
OG0000590	ASTMX12992, ASTMX20440, ASTMX15142, ASTMX10181, ASTMX04496	SCHMD08634
OG0000590	ASTMX11935, ASTMX00513	SCHMD18326
OG0000591	ASTMX04992, ASTMX12325, ASTMX06564	SCHMD10835
OG0000591	ASTMX09194	SCHMD09048, SCHMD27550, SCHMD09047
OG0000592	ASTMX15625, ASTMX01208, ASTMX00581, ASTMX20394, ASTMX11355	SCHMD11895, SCHMD04777
OG0000594	ASTMX12792, ASTMX14374, ASTMX18889, ASTMX12791, ASTMX14375, ASTMX18890, ASTMX10755, ASTMX00628	SCHMD01864
OG0000594	ASTMX18421	SCHMD01865
OG0000597	ASTMX09658, ASTMX18806, ASTMX12198, ASTMX07313, ASTMX15757	SCHMD00271
OG0000600	ASTMX10693	SCHMD16883
OG0000602	ASTMX11828, ASTMX15540, ASTMX07892, ASTMX18681, ASTMX15541, ASTMX07893, ASTMX11827, ASTMX00030, ASTMX18680	SCHMD08918, SCHMD16862
OG0000603	ASTMX01585, ASTMX22855, ASTMX10221, ASTMX04851, ASTMX01584, ASTMX06561, ASTMX19202	SCHMD15890
OG0000604	ASTMX20952	SCHMD25060, SCHMD19326, SCHMD28316, SCHMD25058, SCHMD15896
OG0000604	ASTMX03236, ASTMX19938	SCHMD15253
OG0000604	ASTMX19937, ASTMX21867	SCHMD27467, SCHMD15254
OG0000604	ASTMX19572, ASTMX20954	SCHMD15897
OG0000609	ASTMX13250	SCHMD17568
OG0000610	ASTMX15042	SCHMD01064
OG0000611	ASTMX12827	SCHMD10118
OG0000612	ASTMX10076, ASTMX09692, ASTMX18860, ASTMX09749	SCHMD04363, SCHMD09119
OG0000612	ASTMX15804	SCHMD12368
OG0000613	ASTMX01217, ASTMX05307, ASTMX07479, ASTMX16319	SCHMD11333
OG0000614	ASTMX11010	SCHMD02000, SCHMD19846, SCHMD14215, SCHMD02001
OG0000615	ASTMX21454, ASTMX20753	SCHMD18570, SCHMD15390
OG0000618	ASTMX22556	SCHMD12905, SCHMD16442
OG0000619	ASTMX10497, ASTMX11699, ASTMX15036, ASTMX15037, ASTMX12055, ASTMX11698, ASTMX11697	SCHMD20094
OG0000623	ASTMX07600	SCHMD06017, SCHMD06018
