Orthogroup	ASTMX	YEAST
OG0005481	ASTMX10714, ASTMX22614	YEAST02988
OG0005482	ASTMX04444	YEAST06080
OG0005484	ASTMX19894	YEAST05993
OG0005488	ASTMX05975	YEAST02834
OG0005489	ASTMX15875	YEAST02006
OG0005490	ASTMX15030	YEAST02289
OG0005493	ASTMX08492	YEAST03669
OG0005495	ASTMX03482	YEAST04982
OG0005498	ASTMX14607	YEAST02944
OG0005499	ASTMX09972	YEAST00316
OG0005503	ASTMX20306	YEAST01883
OG0005504	ASTMX18809	YEAST02859
OG0005508	ASTMX04270	YEAST05735
OG0005511	ASTMX02822	YEAST04889
OG0005514	ASTMX13464	YEAST00756
OG0005524	ASTMX16131, ASTMX21239	YEAST04752
OG0005527	ASTMX08332, ASTMX16170	YEAST05177
OG0005531	ASTMX03067	YEAST02508
OG0005533	ASTMX07259	YEAST05670
OG0005535	ASTMX09345	YEAST03305
OG0005537	ASTMX19675	YEAST00932
OG0005539	ASTMX05009	YEAST01881
OG0005540	ASTMX20980, ASTMX22718	YEAST04214
OG0005545	ASTMX00772	YEAST06273
OG0005554	ASTMX16599	YEAST01003
OG0005556	ASTMX11200	YEAST01807
OG0005559	ASTMX00829	YEAST02680
OG0005560	ASTMX00944	YEAST01996
OG0005562	ASTMX06106	YEAST02317
OG0005563	ASTMX00176	YEAST03552
OG0005564	ASTMX10364	YEAST02525
OG0005566	ASTMX05096, ASTMX12856	YEAST02934
OG0005569	ASTMX02226	YEAST01288
OG0005570	ASTMX04162	YEAST05155
OG0005572	ASTMX21476	YEAST04844
OG0005573	ASTMX02220	YEAST00059
OG0005574	ASTMX11029	YEAST02083
OG0005575	ASTMX17507	YEAST02256
OG0005580	ASTMX11943	YEAST03612
OG0005582	ASTMX22965, ASTMX12271	YEAST06134
OG0005584	ASTMX17478	YEAST03140, YEAST03524
OG0005586	ASTMX02425, ASTMX07781, ASTMX14732	YEAST00364
OG0005589	ASTMX08668	YEAST06142
OG0005590	ASTMX13325	YEAST05462
OG0005592	ASTMX14187	YEAST02743, YEAST03026, YEAST00679, YEAST05239
OG0005594	ASTMX16856	YEAST04980
OG0005595	ASTMX10283	YEAST01803
OG0005597	ASTMX19498	YEAST02753
OG0005598	ASTMX02232	YEAST01870
OG0005599	ASTMX00948	YEAST01798
OG0005600	ASTMX01740	YEAST00206
OG0005604	ASTMX08556	YEAST03276
OG0005605	ASTMX19759	YEAST01083
OG0005613	ASTMX20883, ASTMX11580	YEAST02714
OG0005617	ASTMX05490	YEAST02068
OG0005618	ASTMX10588	YEAST04830
OG0005620	ASTMX10869	YEAST04915
OG0005622	ASTMX14101	YEAST05142
OG0005623	ASTMX02813	YEAST01590
OG0005626	ASTMX11685	YEAST02896
OG0005632	ASTMX01250	YEAST01025
OG0005636	ASTMX06340	YEAST04250, YEAST02533
OG0005641	ASTMX04888	YEAST05413
OG0005643	ASTMX01034	YEAST05368
OG0005649	ASTMX12988	YEAST03683
OG0005652	ASTMX08365	YEAST02748
OG0005656	ASTMX14794	YEAST05558
OG0005660	ASTMX16002	YEAST04813
OG0005665	ASTMX04945, ASTMX18198, ASTMX20774	YEAST05074
OG0005681	ASTMX13692	YEAST01514
OG0005694	ASTMX07072	YEAST02311
OG0005701	ASTMX06643	YEAST03349
OG0005702	ASTMX05847	YEAST02337
OG0005703	ASTMX13706, ASTMX13705	YEAST00484
OG0005707	ASTMX18190, ASTMX04931	YEAST01682
OG0005715	ASTMX18983	YEAST05111
OG0005719	ASTMX05228	YEAST01866
OG0005723	ASTMX05710	YEAST05629
OG0005724	ASTMX19819	YEAST03029
OG0005728	ASTMX07467	YEAST03877
OG0005729	ASTMX18666	YEAST04879
OG0005731	ASTMX04986	YEAST04127
OG0005732	ASTMX13145	YEAST05411, YEAST00067
OG0005734	ASTMX09235	YEAST03845
OG0005747	ASTMX04789	YEAST02338
OG0005749	ASTMX19269	YEAST00550
OG0005750	ASTMX08835	YEAST05318
OG0005758	ASTMX11709	YEAST03970
OG0005764	ASTMX16221	YEAST03256
OG0005769	ASTMX20051, ASTMX19409	YEAST05614
OG0005774	ASTMX13739	YEAST01218
OG0005775	ASTMX14322, ASTMX07738	YEAST04199
OG0005779	ASTMX05027	YEAST03322
OG0005783	ASTMX03385	YEAST04090
OG0005784	ASTMX06658	YEAST06131
OG0005787	ASTMX21620	YEAST03651
OG0005790	ASTMX01629	YEAST01022
OG0005792	ASTMX21053	YEAST02379
OG0005793	ASTMX15045	YEAST03437
OG0005794	ASTMX22973	YEAST03999
OG0005796	ASTMX17980	YEAST02169
OG0005797	ASTMX18725, ASTMX04724	YEAST04949
OG0005799	ASTMX04694	YEAST05573
OG0005800	ASTMX19939	YEAST03278
OG0005801	ASTMX09055	YEAST00340
OG0005803	ASTMX00035	YEAST05968
OG0005805	ASTMX19263	YEAST01806
OG0005807	ASTMX00062	YEAST01275
OG0005811	ASTMX20920	YEAST01007
OG0005812	ASTMX04748, ASTMX06754	YEAST06095, YEAST02696, YEAST03626
OG0005814	ASTMX10027	YEAST01475
OG0005815	ASTMX19022	YEAST03739
OG0005819	ASTMX17354	YEAST04896
OG0005823	ASTMX12224	YEAST01415
OG0005828	ASTMX19688	YEAST00547
OG0005831	ASTMX11648	YEAST05339
OG0005832	ASTMX10891	YEAST00468
OG0005835	ASTMX06426	YEAST01714
OG0005837	ASTMX22792, ASTMX21697	YEAST02139
OG0005842	ASTMX11260	YEAST02254
OG0005843	ASTMX18756	YEAST02236
OG0005845	ASTMX04382	YEAST00903
OG0005848	ASTMX19733	YEAST01451, YEAST02858
OG0005849	ASTMX07876	YEAST01002
OG0005850	ASTMX15848	YEAST01618
OG0005860	ASTMX12500	YEAST01211
OG0005864	ASTMX05926	YEAST04171
OG0005865	ASTMX09430	YEAST02036
OG0005866	ASTMX18464	YEAST02662, YEAST00926, YEAST05389
OG0005869	ASTMX11468	YEAST04361
OG0005872	ASTMX01886	YEAST00119
OG0005874	ASTMX22939, ASTMX00564, ASTMX16735	YEAST05241
OG0005880	ASTMX14254	YEAST00456
OG0005886	ASTMX01343	YEAST01320
OG0005887	ASTMX03529	YEAST02429, YEAST01660
OG0005889	ASTMX07012	YEAST02568
OG0005893	ASTMX04147, ASTMX20266, ASTMX04146	YEAST05434
OG0005897	ASTMX21129	YEAST04730
OG0005898	ASTMX00076	YEAST04411
OG0005899	ASTMX14192	YEAST01832
OG0005901	ASTMX06245	YEAST04462
OG0005902	ASTMX00896	YEAST03800
OG0005906	ASTMX12059	YEAST01796
OG0005909	ASTMX06496	YEAST01623
OG0005919	ASTMX17322	YEAST06039
OG0005921	ASTMX02238	YEAST01856
OG0005922	ASTMX14273	YEAST03364
OG0005928	ASTMX02357	YEAST02001
OG0005931	ASTMX04907	YEAST04950
OG0005932	ASTMX16557	YEAST02495
OG0005933	ASTMX09736	YEAST05705
OG0005936	ASTMX12418	YEAST03224
OG0005940	ASTMX15640	YEAST04035
OG0005943	ASTMX17665	YEAST00579
OG0005944	ASTMX17388	YEAST01316
OG0005946	ASTMX17105	YEAST05608
OG0005949	ASTMX01038	YEAST06253
OG0005952	ASTMX15940, ASTMX05925	YEAST03507
OG0005954	ASTMX01107	YEAST01233
OG0005955	ASTMX17769	YEAST00616
OG0005960	ASTMX11608	YEAST04608
OG0005961	ASTMX09478	YEAST00672
OG0005965	ASTMX19565, ASTMX01612	YEAST02033
OG0005966	ASTMX21448	YEAST04113
OG0005968	ASTMX17140, ASTMX16410	YEAST05417
OG0005969	ASTMX05797, ASTMX16905	YEAST04558, YEAST04559
OG0005970	ASTMX02839	YEAST05328
OG0005974	ASTMX20049	YEAST06068
OG0005976	ASTMX19859	YEAST02136
OG0005978	ASTMX15362	YEAST01891
OG0005980	ASTMX11783	YEAST06132
OG0005984	ASTMX10388	YEAST04078, YEAST01479
OG0005986	ASTMX08502, ASTMX01602	YEAST02056
OG0005987	ASTMX04120	YEAST05748
OG0005989	ASTMX20821	YEAST04850
OG0005991	ASTMX02237	YEAST06034
OG0005993	ASTMX19846	YEAST04496
OG0005995	ASTMX04613	YEAST01813
OG0005996	ASTMX01828	YEAST02670
OG0005998	ASTMX16012	YEAST04034
OG0006001	ASTMX00461	YEAST02335
OG0006003	ASTMX15486	YEAST05889
OG0006005	ASTMX03888	YEAST05024
OG0006011	ASTMX09627	YEAST02553
OG0006031	ASTMX09024	YEAST00879
OG0006059	ASTMX20069	YEAST03490
OG0006063	ASTMX19817	YEAST00475
OG0006064	ASTMX09308	YEAST03138
OG0006065	ASTMX05085	YEAST06018
OG0006069	ASTMX04982	YEAST00670
OG0006071	ASTMX06918, ASTMX22906	YEAST02732
OG0006072	ASTMX14707	YEAST03317
OG0006073	ASTMX04426	YEAST06328
OG0006074	ASTMX21669	YEAST00045
OG0006079	ASTMX00383	YEAST05794
OG0006084	ASTMX19893	YEAST02308
OG0006087	ASTMX01650	YEAST02260
OG0006090	ASTMX08457	YEAST03852
OG0006095	ASTMX19132	YEAST03334
OG0006096	ASTMX05943	YEAST03331
OG0006098	ASTMX02650	YEAST06192
OG0006103	ASTMX01227	YEAST01110
OG0006104	ASTMX08557, ASTMX17341	YEAST03697
OG0006106	ASTMX07404	YEAST00295
OG0006113	ASTMX17162	YEAST06164
OG0006114	ASTMX23007, ASTMX17743	YEAST05960
OG0006115	ASTMX10240	YEAST01346
OG0006116	ASTMX03933	YEAST05770
OG0006117	ASTMX07833	YEAST05899
OG0006122	ASTMX13828	YEAST05199
OG0006127	ASTMX06270	YEAST04711
OG0006134	ASTMX16827	YEAST00416
OG0006135	ASTMX03245	YEAST00161
OG0006136	ASTMX16704	YEAST05740
OG0006140	ASTMX13985	YEAST05182
OG0006141	ASTMX02158, ASTMX02157	YEAST02626
OG0006144	ASTMX17865	YEAST04770
OG0006145	ASTMX05270	YEAST01394
OG0006147	ASTMX21252	YEAST05179
OG0006149	ASTMX17620	YEAST05979
OG0006152	ASTMX11033	YEAST03796
OG0006155	ASTMX06842	YEAST04800
OG0006156	ASTMX21711	YEAST00437
OG0006159	ASTMX05463	YEAST06098
OG0006160	ASTMX16077	YEAST01548
OG0006161	ASTMX01910	YEAST04301
OG0006169	ASTMX09379	YEAST02933
OG0006176	ASTMX21334	YEAST03164
OG0006177	ASTMX17757	YEAST01871, YEAST01295
OG0006180	ASTMX13102	YEAST00504
OG0006181	ASTMX06332	YEAST02419
OG0006185	ASTMX16064	YEAST05986
OG0006186	ASTMX16800	YEAST01010
OG0006188	ASTMX15568	YEAST05311
OG0006189	ASTMX14317, ASTMX11398	YEAST00844, YEAST06269
OG0006191	ASTMX13647	YEAST02336
OG0006192	ASTMX12101	YEAST06153
OG0006196	ASTMX11702	YEAST03954
OG0006199	ASTMX07716	YEAST06121
OG0006200	ASTMX07126	YEAST05079
OG0006202	ASTMX10060	YEAST00362
OG0006204	ASTMX04464	YEAST02271
OG0006209	ASTMX06935, ASTMX12864	YEAST04555
OG0006210	ASTMX15807	YEAST00201
OG0006213	ASTMX12993	YEAST03554
OG0006214	ASTMX14394	YEAST04089
OG0006216	ASTMX14522	YEAST01089
OG0006217	ASTMX15849	YEAST00809
OG0006224	ASTMX04794	YEAST02751, YEAST03048
OG0006225	ASTMX16115	YEAST04875
OG0006227	ASTMX18928	YEAST00128
OG0006229	ASTMX01633	YEAST00143
OG0006230	ASTMX15185	YEAST03869
OG0006233	ASTMX06021	YEAST04247
OG0006237	ASTMX05214	YEAST02126
OG0006240	ASTMX09461	YEAST04649
OG0006245	ASTMX05448	YEAST05732
OG0006247	ASTMX04057	YEAST04977
OG0006249	ASTMX13840	YEAST00821
OG0006250	ASTMX17884	YEAST05424
OG0006251	ASTMX02311	YEAST04963
OG0006255	ASTMX07647, ASTMX07648	YEAST03350
OG0006258	ASTMX07763	YEAST05637
OG0006259	ASTMX10232	YEAST05672
OG0006260	ASTMX00800	YEAST04100
OG0006263	ASTMX09582	YEAST02521
OG0006269	ASTMX19370	YEAST03069
OG0006271	ASTMX19101	YEAST00375
OG0006275	ASTMX11336	YEAST06102
OG0006277	ASTMX04405	YEAST02811
OG0006279	ASTMX00059	YEAST04402
OG0006280	ASTMX08931	YEAST04541
OG0006281	ASTMX09240	YEAST04979
OG0006282	ASTMX02944, ASTMX22682	YEAST01445
OG0006283	ASTMX21520, ASTMX21521	YEAST00229
OG0006284	ASTMX07872	YEAST04213
OG0006288	ASTMX07795	YEAST02860
OG0006289	ASTMX06413	YEAST06209
OG0006293	ASTMX05973, ASTMX05974	YEAST05380
OG0006294	ASTMX01270	YEAST04000
OG0006295	ASTMX09386	YEAST05360
OG0006302	ASTMX08308	YEAST01852
OG0006306	ASTMX07488	YEAST00230
OG0006311	ASTMX15780	YEAST01145
OG0006313	ASTMX07483	YEAST02392
OG0006315	ASTMX14142	YEAST00489
OG0006317	ASTMX06895	YEAST02082
OG0006319	ASTMX08869	YEAST01135
OG0006320	ASTMX08316	YEAST04478
OG0006322	ASTMX09225, ASTMX22209, ASTMX09224	YEAST00815
OG0006329	ASTMX05107	YEAST01245
OG0006332	ASTMX20059	YEAST06042
OG0006334	ASTMX04134	YEAST00864
OG0006335	ASTMX09406	YEAST02588
OG0006339	ASTMX03417	YEAST06286
OG0006340	ASTMX02502	YEAST00922, YEAST05387
OG0006341	ASTMX08564	YEAST01452
OG0006344	ASTMX22591, ASTMX22499, ASTMX11732	YEAST01465
OG0006347	ASTMX02893	YEAST03436
OG0006349	ASTMX21417	YEAST05233
OG0006350	ASTMX10119	YEAST00452
OG0006357	ASTMX11161	YEAST02650
OG0006360	ASTMX14422	YEAST01556
OG0006362	ASTMX07490	YEAST05722
OG0006370	ASTMX17423	YEAST02350
OG0006372	ASTMX09546	YEAST05423
OG0006375	ASTMX07697	YEAST05198
OG0006377	ASTMX03390	YEAST04974
OG0006378	ASTMX20075	YEAST01924
OG0006381	ASTMX07268	YEAST01058
OG0006382	ASTMX04600	YEAST03313
OG0006385	ASTMX03955, ASTMX10459	YEAST04806
OG0006387	ASTMX02531	YEAST05324
OG0006390	ASTMX12951	YEAST00339
OG0006392	ASTMX09822	YEAST01246
OG0006395	ASTMX16987	YEAST03605
OG0006396	ASTMX09039	YEAST02453
OG0006407	ASTMX09544, ASTMX06711	YEAST02250
OG0006416	ASTMX09587	YEAST00023
OG0006447	ASTMX03343	YEAST03459
OG0006448	ASTMX06552	YEAST00505, YEAST04285
OG0006449	ASTMX00867	YEAST02458
OG0006456	ASTMX13571	YEAST06224
OG0006459	ASTMX05149	YEAST00972, YEAST00245
OG0006461	ASTMX20285	YEAST05346
OG0006462	ASTMX07745, ASTMX16027	YEAST01838
OG0006464	ASTMX07158	YEAST05965
OG0006465	ASTMX04889	YEAST01875
OG0006470	ASTMX19812	YEAST01306
OG0006474	ASTMX05105	YEAST03988
OG0006475	ASTMX06213	YEAST06223, YEAST00349
OG0006476	ASTMX03680	YEAST00315
OG0006479	ASTMX05244	YEAST05669
OG0006481	ASTMX12810	YEAST06165
OG0006488	ASTMX20556	YEAST02614
OG0006498	ASTMX09105	YEAST02291
OG0006503	ASTMX17879	YEAST06053
OG0006504	ASTMX09346	YEAST02866
OG0006507	ASTMX06390	YEAST02914
OG0006509	ASTMX17571	YEAST02252
OG0006511	ASTMX07468	YEAST01899
OG0006512	ASTMX17346	YEAST04169
OG0006514	ASTMX14865	YEAST05820
OG0006515	ASTMX02761	YEAST03195
OG0006516	ASTMX04546, ASTMX04545	YEAST02248
OG0006520	ASTMX13980	YEAST05914
OG0006523	ASTMX06331	YEAST04170
OG0006528	ASTMX16747	YEAST02276
OG0006532	ASTMX02900	YEAST05019
OG0006536	ASTMX04129	YEAST05130
OG0006538	ASTMX18870	YEAST02168
OG0006543	ASTMX20456	YEAST03219
OG0006544	ASTMX18699	YEAST06160
OG0006550	ASTMX02023	YEAST05541
OG0006552	ASTMX10359	YEAST02016
OG0006553	ASTMX04960	YEAST05825
OG0006554	ASTMX07799	YEAST04136
OG0006561	ASTMX15649	YEAST00874
OG0006564	ASTMX05891	YEAST05934
OG0006568	ASTMX11588	YEAST03560
OG0006569	ASTMX04216	YEAST02940
OG0006571	ASTMX18330	YEAST00795
OG0006574	ASTMX02442	YEAST06163
OG0006577	ASTMX02962	YEAST03945
OG0006578	ASTMX20623, ASTMX20624	YEAST00813
OG0006584	ASTMX01917	YEAST01846
OG0006589	ASTMX01982	YEAST04474
OG0006594	ASTMX10490	YEAST00464
OG0006595	ASTMX17451	YEAST05577
OG0006596	ASTMX15703	YEAST03312
OG0006597	ASTMX08816	YEAST01876
OG0006598	ASTMX03337	YEAST02580
OG0006602	ASTMX13176	YEAST06259
OG0006603	ASTMX16596	YEAST05721
OG0006604	ASTMX04380	YEAST01597
OG0006607	ASTMX07493	YEAST05258
OG0006609	ASTMX17421	YEAST04231
OG0006610	ASTMX19699	YEAST04593
OG0006611	ASTMX17727	YEAST02395
OG0006613	ASTMX21383	YEAST00490
OG0006615	ASTMX12256	YEAST02695
OG0006617	ASTMX19960	YEAST02864, YEAST02189
OG0006619	ASTMX17174	YEAST03691
OG0006622	ASTMX01144	YEAST04382
OG0006625	ASTMX17003, ASTMX17004	YEAST05905
OG0006627	ASTMX01364	YEAST01553
OG0006630	ASTMX22622	YEAST05584
OG0006631	ASTMX13615	YEAST01419, YEAST04493
OG0006633	ASTMX18345	YEAST05580
OG0006636	ASTMX06791	YEAST06190
OG0006637	ASTMX01565	YEAST06011
OG0006651	ASTMX03710	YEAST03308
OG0006655	ASTMX02610	YEAST04609
OG0006658	ASTMX01278	YEAST03323
OG0006662	ASTMX10852	YEAST02707
OG0006663	ASTMX20793	YEAST04538
OG0006664	ASTMX18894, ASTMX21626	YEAST04769
OG0006667	ASTMX06457	YEAST03011
OG0006668	ASTMX08555	YEAST00040
OG0006669	ASTMX07762	YEAST05379
OG0006678	ASTMX21609	YEAST03428
OG0006681	ASTMX10798	YEAST02774
OG0006688	ASTMX02675	YEAST02298
OG0006690	ASTMX15458	YEAST00986
OG0006691	ASTMX01429	YEAST06141
OG0006692	ASTMX15358	YEAST04243
OG0006694	ASTMX03870	YEAST04074
OG0006703	ASTMX15261	YEAST04919
OG0006704	ASTMX03144	YEAST02241
OG0006706	ASTMX06498	YEAST01312
OG0006707	ASTMX05711	YEAST04448
OG0006712	ASTMX19601	YEAST01297
OG0006716	ASTMX11731	YEAST01688
OG0006717	ASTMX04689	YEAST03273, YEAST00511
OG0006722	ASTMX12405	YEAST05928
OG0006725	ASTMX09476	YEAST05141
OG0006726	ASTMX03873	YEAST01310
OG0006728	ASTMX14617	YEAST01819
OG0006732	ASTMX22779	YEAST05092
OG0006736	ASTMX03650	YEAST03708, YEAST02845
OG0006738	ASTMX13600	YEAST03786
OG0006741	ASTMX00781	YEAST00908
OG0006752	ASTMX03481	YEAST01605
OG0006753	ASTMX08486	YEAST06210
OG0006754	ASTMX06832, ASTMX21894	YEAST05223, YEAST00660
OG0006755	ASTMX00482	YEAST03743
OG0006757	ASTMX13935	YEAST02585
OG0006758	ASTMX00799	YEAST00132
OG0006766	ASTMX03906	YEAST01711
OG0006769	ASTMX00239	YEAST04955
OG0006772	ASTMX17412	YEAST05602
OG0006775	ASTMX07700	YEAST01095
OG0006776	ASTMX14097	YEAST02455
OG0006777	ASTMX09376	YEAST05242
OG0006826	ASTMX21838	YEAST03748
OG0006830	ASTMX12230	YEAST02320
OG0006838	ASTMX04988	YEAST01244
OG0006843	ASTMX15344, ASTMX15343	YEAST03855
OG0006846	ASTMX04852	YEAST04146
OG0006853	ASTMX02147	YEAST03500
OG0006860	ASTMX08893	YEAST03798
OG0006867	ASTMX17195	YEAST03341
OG0006869	ASTMX04037	YEAST01706
OG0006874	ASTMX10745	YEAST03449
OG0006876	ASTMX11416	YEAST00384
OG0006880	ASTMX10742	YEAST04631
OG0006881	ASTMX18811	YEAST01049
OG0006887	ASTMX11439	YEAST01983
OG0006888	ASTMX09251	YEAST00485
OG0006890	ASTMX17391	YEAST02034
OG0006891	ASTMX19493	YEAST00187
OG0006892	ASTMX00090	YEAST04820
OG0006894	ASTMX19536	YEAST01360
OG0006897	ASTMX03361	YEAST00856
OG0006901	ASTMX00087	YEAST05480
OG0006906	ASTMX11180	YEAST00746
OG0006918	ASTMX16285	YEAST05610
OG0006920	ASTMX09808	YEAST02490
OG0006924	ASTMX15741	YEAST04308
OG0006934	ASTMX00024, ASTMX00025	YEAST02053
OG0006935	ASTMX18496	YEAST02014
OG0006936	ASTMX10953	YEAST06114
OG0006937	ASTMX14042	YEAST05537
OG0006938	ASTMX05289	YEAST02536
OG0006939	ASTMX13531	YEAST01033
OG0006942	ASTMX13442	YEAST00190
OG0006943	ASTMX16314	YEAST02583
OG0006949	ASTMX06229	YEAST00975, YEAST00256
OG0006952	ASTMX00883	YEAST02831
OG0006953	ASTMX13999	YEAST02903, YEAST04751, YEAST05739
OG0006959	ASTMX03957, ASTMX19214	YEAST01865
OG0006964	ASTMX21391	YEAST05995
OG0006966	ASTMX09198	YEAST02544
OG0006967	ASTMX07737	YEAST06235
OG0006968	ASTMX20101	YEAST03972
OG0006969	ASTMX15725	YEAST01604
OG0006971	ASTMX14444	YEAST00044
OG0006975	ASTMX05767	YEAST02322
OG0006977	ASTMX13939	YEAST06248
OG0006978	ASTMX03349	YEAST00696
OG0006980	ASTMX08911	YEAST02173
OG0006985	ASTMX08374	YEAST03215
OG0006989	ASTMX13258	YEAST04914
OG0006991	ASTMX17290	YEAST05066
OG0006992	ASTMX01520	YEAST04657
OG0006994	ASTMX16722	YEAST05554
OG0006995	ASTMX13568	YEAST06048
OG0006997	ASTMX16081	YEAST00664
OG0006998	ASTMX20511	YEAST02509
OG0006999	ASTMX01835	YEAST03874
OG0007003	ASTMX07209, ASTMX15526	YEAST01840
OG0007005	ASTMX22123	YEAST03907
OG0007009	ASTMX19873	YEAST05645
OG0007010	ASTMX11111	YEAST01652
OG0007012	ASTMX09660	YEAST05361
OG0007013	ASTMX04505	YEAST05971
OG0007015	ASTMX17285	YEAST03053
OG0007020	ASTMX09751	YEAST00663
OG0007024	ASTMX00414	YEAST01864
OG0007029	ASTMX00701	YEAST05619
OG0007033	ASTMX01258	YEAST04002
OG0007036	ASTMX13788	YEAST04799
OG0007043	ASTMX12586	YEAST02072, YEAST01064
OG0007045	ASTMX05785	YEAST01113
OG0007046	ASTMX11335	YEAST04826
OG0007049	ASTMX02583	YEAST05930
OG0007050	ASTMX11641	YEAST05668
OG0007053	ASTMX17068	YEAST05898
OG0007055	ASTMX13195	YEAST02593
OG0007057	ASTMX12425	YEAST05673
OG0007061	ASTMX10503	YEAST03247
OG0007063	ASTMX10117	YEAST04650
OG0007065	ASTMX06285	YEAST01111
OG0007071	ASTMX08483	YEAST02162
OG0007073	ASTMX19088	YEAST03946
OG0007075	ASTMX15828, ASTMX07345	YEAST00811
OG0007084	ASTMX21153	YEAST05527
OG0007089	ASTMX02285	YEAST04132
OG0007092	ASTMX01277	YEAST01811
OG0007093	ASTMX22411, ASTMX21833	YEAST01923
OG0007095	ASTMX09063	YEAST02581
OG0007097	ASTMX19019	YEAST01699
OG0007098	ASTMX01065	YEAST03783
OG0007106	ASTMX00806	YEAST00202
OG0007112	ASTMX05122	YEAST05597
OG0007114	ASTMX13798	YEAST03493
OG0007118	ASTMX14472	YEAST01120
OG0007119	ASTMX05484	YEAST05459
OG0007120	ASTMX06093	YEAST04248
OG0007121	ASTMX18720	YEAST05746
OG0007124	ASTMX09795	YEAST04818
OG0007127	ASTMX12250, ASTMX01819	YEAST04415
OG0007130	ASTMX16072	YEAST05158
OG0007131	ASTMX13441	YEAST05874
OG0007132	ASTMX04322	YEAST06078
OG0007137	ASTMX18044	YEAST00797
OG0007138	ASTMX13115	YEAST04319
OG0007139	ASTMX04012	YEAST05259
OG0007143	ASTMX01334	YEAST02636
OG0007144	ASTMX14074	YEAST04135
OG0007150	ASTMX03541	YEAST00900
OG0007154	ASTMX04579	YEAST01439
OG0007164	ASTMX04180	YEAST05557
OG0007165	ASTMX02974	YEAST04228, YEAST02514
OG0007166	ASTMX12427	YEAST05384
OG0007168	ASTMX12719	YEAST02929
OG0007182	ASTMX03504	YEAST00042
OG0007184	ASTMX04306	YEAST01512
OG0007185	ASTMX18718, ASTMX07838	YEAST01036
OG0007186	ASTMX01462	YEAST00761
OG0007192	ASTMX07871	YEAST00860
OG0007201	ASTMX04910	YEAST01721
OG0007254	ASTMX14077	YEAST00328
OG0007258	ASTMX15166	YEAST02867
OG0007264	ASTMX01064	YEAST04093
OG0007269	ASTMX01325	YEAST04522
OG0007274	ASTMX02966	YEAST04165, YEAST05634
OG0007276	ASTMX21244	YEAST02974
OG0007279	ASTMX12215	YEAST02363
OG0007282	ASTMX13185	YEAST04912
OG0007288	ASTMX03770	YEAST02949
OG0007292	ASTMX06760	YEAST05159
OG0007303	ASTMX10541	YEAST05207
OG0007307	ASTMX04207	YEAST05606
OG0007317	ASTMX22022	YEAST04084
OG0007321	ASTMX11807	YEAST05016
OG0007322	ASTMX11199	YEAST01090
OG0007325	ASTMX02559	YEAST03249
OG0007330	ASTMX02261	YEAST00633
OG0007335	ASTMX08086	YEAST06084
OG0007336	ASTMX07496	YEAST03606
OG0007341	ASTMX04204	YEAST00183
OG0007342	ASTMX19872	YEAST03859
OG0007343	ASTMX18185	YEAST00383
OG0007347	ASTMX19348	YEAST02066
OG0007349	ASTMX13465	YEAST01492
OG0007354	ASTMX09586	YEAST03378
OG0007355	ASTMX20506	YEAST02682
OG0007361	ASTMX04257	YEAST02394
OG0007363	ASTMX09519	YEAST05519
OG0007364	ASTMX19884	YEAST01959
OG0007367	ASTMX16066	YEAST01013
OG0007371	ASTMX13154	YEAST04970
OG0007376	ASTMX15253	YEAST02976
OG0007379	ASTMX14785	YEAST00967
OG0007380	ASTMX04916	YEAST00785, YEAST00666
OG0007382	ASTMX17402	YEAST01108
OG0007387	ASTMX15746	YEAST06326
OG0007393	ASTMX01350	YEAST01116
OG0007394	ASTMX16185	YEAST05998
OG0007395	ASTMX01531	YEAST00603
OG0007397	ASTMX14034	YEAST03512
OG0007399	ASTMX13453	YEAST02279
OG0007401	ASTMX12789	YEAST03451
OG0007408	ASTMX09058	YEAST03401
OG0007409	ASTMX07509	YEAST05329
OG0007411	ASTMX13621	YEAST04399
OG0007412	ASTMX13610	YEAST04822
OG0007414	ASTMX05497	YEAST01970
OG0007415	ASTMX16034, ASTMX16033	YEAST01948
OG0007417	ASTMX20315	YEAST04175
OG0007419	ASTMX04991	YEAST02667
OG0007421	ASTMX05344	YEAST00762
OG0007424	ASTMX15981	YEAST05463
OG0007425	ASTMX02596	YEAST06135
OG0007427	ASTMX12286	YEAST00763
OG0007428	ASTMX08697	YEAST01536
OG0007431	ASTMX01820	YEAST00610
OG0007439	ASTMX19373	YEAST01063
OG0007442	ASTMX06460	YEAST03687
OG0007446	ASTMX05100	YEAST04647
OG0007451	ASTMX12754	YEAST02017
OG0007454	ASTMX12724	YEAST01359
OG0007456	ASTMX09758	YEAST00931
OG0007458	ASTMX22735, ASTMX22316	YEAST02196
OG0007460	ASTMX03203	YEAST04891
OG0007463	ASTMX08538	YEAST00394
OG0007473	ASTMX04881	YEAST03408
OG0007478	ASTMX10619	YEAST02470
OG0007482	ASTMX15375	YEAST05783
OG0007483	ASTMX18379	YEAST01187
OG0007484	ASTMX16513	YEAST00517
OG0007488	ASTMX15704	YEAST04193
OG0007491	ASTMX21855	YEAST05032
OG0007495	ASTMX11414	YEAST04536
OG0007498	ASTMX21105	YEAST00593
OG0007499	ASTMX03949	YEAST03994
OG0007504	ASTMX12320	YEAST02642
OG0007508	ASTMX03316	YEAST05759
OG0007509	ASTMX09639	YEAST03229
OG0007519	ASTMX02575	YEAST04589
OG0007528	ASTMX16867	YEAST02438
