Orthogroup	ASTMX	BRAFL
OG0000090	ASTMX15822, ASTMX13800, ASTMX19765	bflo_16621
OG0000090	ASTMX12258, ASTMX10648	bflo_02393
OG0000091	ASTMX03395	bflo_24376, bflo_24373, bflo_24374, bflo_18056, bflo_18055, bflo_18057, bflo_27165, bflo_18268, bflo_05649, bflo_27146, bflo_06396
OG0000093	ASTMX01191	bflo_08402, bflo_20451
OG0000093	ASTMX07190, ASTMX03079, ASTMX18769	bflo_26066, bflo_22106, bflo_08411, bflo_26076
OG0000094	ASTMX19353	bflo_16311
OG0000094	ASTMX08913, ASTMX02078, ASTMX14341, ASTMX03427, ASTMX19974, ASTMX14525, ASTMX20671	bflo_11484
OG0000096	ASTMX11824, ASTMX12057, ASTMX18217	bflo_21246, bflo_21213
OG0000096	ASTMX13693, ASTMX16094, ASTMX16093	bflo_11038
OG0000096	ASTMX18278, ASTMX15892	bflo_17838
OG0000096	ASTMX00377, ASTMX10196, ASTMX13339, ASTMX00337, ASTMX00376, ASTMX22998	bflo_24085, bflo_09131
OG0000096	ASTMX19590, ASTMX07352	bflo_03032
OG0000096	ASTMX10423, ASTMX12959	bflo_18893
OG0000098	ASTMX07347, ASTMX04481, ASTMX14487, ASTMX14764	bflo_26530, bflo_24865
OG0000098	ASTMX18980, ASTMX20779, ASTMX21996, ASTMX18982, ASTMX20777, ASTMX05127, ASTMX21313, ASTMX18164, ASTMX20778	bflo_05564
OG0000099	ASTMX03763, ASTMX18144, ASTMX01173, ASTMX06084, ASTMX05845, ASTMX03961, ASTMX16578	bflo_14861, bflo_14862
OG0000099	ASTMX08745, ASTMX06768, ASTMX09878, ASTMX08746	bflo_17705
OG0000099	ASTMX19321, ASTMX05749, ASTMX05771, ASTMX19085, ASTMX03707	bflo_18245
OG0000100	ASTMX18651	bflo_12376
OG0000101	ASTMX00206, ASTMX00424	bflo_10195
OG0000101	ASTMX01330	bflo_05084, bflo_22415, bflo_05083, bflo_05081, bflo_22031, bflo_21326, bflo_22414, bflo_22046, bflo_05082, bflo_21328, bflo_21327
OG0000101	ASTMX08413	bflo_18450
OG0000101	ASTMX14248, ASTMX12706, ASTMX02894	bflo_07765, bflo_07393, bflo_18261, bflo_09088, bflo_24291, bflo_00022, bflo_08232, bflo_08101, bflo_08348, bflo_06024, bflo_18190, bflo_18188
OG0000102	ASTMX10991, ASTMX16111	bflo_26889, bflo_08442, bflo_08423, bflo_08476
OG0000102	ASTMX13696, ASTMX09775, ASTMX13346	bflo_05363, bflo_05367, bflo_05364, bflo_05378, bflo_05369, bflo_05365, bflo_04323
OG0000103	ASTMX21446, ASTMX16835, ASTMX09444, ASTMX11660, ASTMX22226, ASTMX10672, ASTMX15124, ASTMX06401, ASTMX04972	bflo_00032, bflo_11180, bflo_11085, bflo_11875, bflo_11184, bflo_11179, bflo_11874, bflo_25842, bflo_00020, bflo_18284, bflo_20618, bflo_18283, bflo_17924, bflo_17758, bflo_00063, bflo_17754, bflo_17756, bflo_17751, bflo_17755, bflo_17752, bflo_00064, bflo_17757, bflo_17750, bflo_17749, bflo_23149
OG0000103	ASTMX06869, ASTMX11394, ASTMX17816, ASTMX11412, ASTMX14316	bflo_23791
OG0000104	ASTMX07046, ASTMX03729, ASTMX19421	bflo_11828, bflo_20119
OG0000104	ASTMX16255, ASTMX08642, ASTMX17146, ASTMX01448	bflo_00906
OG0000104	ASTMX03728, ASTMX07045	bflo_09275
OG0000104	ASTMX00149	bflo_06949
OG0000104	ASTMX00709, ASTMX16073	bflo_11475
OG0000106	ASTMX14703, ASTMX18591, ASTMX08015	bflo_13906, bflo_13902, bflo_13905
OG0000106	ASTMX03154	bflo_13959
OG0000106	ASTMX10570, ASTMX00462	bflo_21022, bflo_22434, bflo_24648, bflo_24024, bflo_24023
OG0000107	ASTMX08032	bflo_26398
OG0000107	ASTMX19414	bflo_17463, bflo_12094, bflo_23245, bflo_23246, bflo_03338
OG0000108	ASTMX11080	bflo_18310
OG0000108	ASTMX08888, ASTMX15990, ASTMX22414, ASTMX14128, ASTMX04779, ASTMX13605	bflo_21663
OG0000110	ASTMX08227, ASTMX03691, ASTMX16247	bflo_00375
OG0000110	ASTMX08508	bflo_13869, bflo_25534, bflo_09017, bflo_25934, bflo_26322, bflo_24970, bflo_24083, bflo_09015, bflo_26087, bflo_23445, bflo_05644, bflo_25083, bflo_24963
OG0000111	ASTMX13149, ASTMX20227, ASTMX15405, ASTMX16130, ASTMX21238	bflo_20710, bflo_08602, bflo_05768
OG0000111	ASTMX08100, ASTMX17987	bflo_25968, bflo_26203, bflo_01089, bflo_06150, bflo_06575, bflo_18443, bflo_07865, bflo_25866, bflo_23409
OG0000111	ASTMX03191, ASTMX01125	bflo_13544, bflo_21580, bflo_07025, bflo_01278
OG0000111	ASTMX04817, ASTMX06690, ASTMX11733, ASTMX20650, ASTMX07484, ASTMX16738, ASTMX10939, ASTMX06691	bflo_13984
OG0000113	ASTMX19383, ASTMX05472	bflo_25033, bflo_24791, bflo_00623, bflo_03827, bflo_03944, bflo_03952, bflo_03218, bflo_03217, bflo_01136, bflo_03958, bflo_03967
OG0000113	ASTMX07205	bflo_13900, bflo_13882, bflo_00036
OG0000114	ASTMX06593, ASTMX08587, ASTMX15325, ASTMX13938, ASTMX21972, ASTMX17058, ASTMX09459, ASTMX10616, ASTMX05249	bflo_16447, bflo_20688, bflo_23618, bflo_04836, bflo_00471, bflo_24385, bflo_07559
OG0000115	ASTMX01700	bflo_26620, bflo_19594, bflo_19521, bflo_11918, bflo_01309, bflo_01917, bflo_01308, bflo_09598, bflo_13580, bflo_19581, bflo_09597, bflo_21813, bflo_25470
OG0000116	ASTMX09821	bflo_20127, bflo_20129, bflo_18429, bflo_17359, bflo_03403
OG0000116	ASTMX01410	bflo_05410, bflo_25141
OG0000117	ASTMX21002, ASTMX14024	bflo_23504
OG0000117	ASTMX17606	bflo_25353
OG0000117	ASTMX14023	bflo_22010, bflo_19046
OG0000118	ASTMX10091, ASTMX22719	bflo_00031, bflo_08907, bflo_20557, bflo_12905, bflo_12901, bflo_26541, bflo_12900, bflo_16714, bflo_17033, bflo_17032, bflo_10886, bflo_06747, bflo_05549, bflo_25390, bflo_17031, bflo_05548, bflo_10565, bflo_22756, bflo_22755, bflo_07868, bflo_09925, bflo_26933, bflo_16691, bflo_02777, bflo_16826, bflo_16825, bflo_20866, bflo_20869, bflo_20892, bflo_19158, bflo_27348, bflo_20868, bflo_20891, bflo_20867, bflo_17575, bflo_09089
OG0000119	ASTMX04143, ASTMX08665, ASTMX05337, ASTMX14891, ASTMX21636	bflo_07858, bflo_19358, bflo_19300
OG0000119	ASTMX16721, ASTMX15474, ASTMX01803, ASTMX19905	bflo_19582, bflo_19602, bflo_19603, bflo_19479
OG0000119	ASTMX00656, ASTMX18233	bflo_18609
OG0000120	ASTMX12007	bflo_12078
OG0000121	ASTMX16272, ASTMX04663, ASTMX01517	bflo_07529, bflo_11325, bflo_07518
OG0000122	ASTMX10444, ASTMX20272, ASTMX16361, ASTMX12761, ASTMX10832	bflo_02060, bflo_02098, bflo_02745
OG0000123	ASTMX19107, ASTMX20866, ASTMX07971, ASTMX04078	bflo_10706
OG0000123	ASTMX01522, ASTMX09979, ASTMX12484, ASTMX14953, ASTMX15212	bflo_09726
OG0000123	ASTMX17040, ASTMX19775, ASTMX04718	bflo_10752
OG0000123	ASTMX14814, ASTMX00304	bflo_10627
OG0000124	ASTMX16401, ASTMX07748	bflo_12150, bflo_12152, bflo_22917
OG0000124	ASTMX10640, ASTMX14745, ASTMX06441	bflo_24557
OG0000124	ASTMX10817, ASTMX14412	bflo_01845
OG0000124	ASTMX15641, ASTMX13821, ASTMX22615, ASTMX05824	bflo_10478
OG0000125	ASTMX16041, ASTMX22883, ASTMX19680, ASTMX19461, ASTMX05331, ASTMX17627	bflo_02406
OG0000125	ASTMX13565, ASTMX10452, ASTMX15866, ASTMX05329	bflo_02146
OG0000125	ASTMX19681, ASTMX13832	bflo_02145
OG0000125	ASTMX00267	bflo_04110
OG0000126	ASTMX18095, ASTMX08006, ASTMX06040	bflo_09507
OG0000126	ASTMX08551, ASTMX08784, ASTMX11157	bflo_21252
OG0000126	ASTMX06187, ASTMX17244	bflo_14089
OG0000126	ASTMX07769, ASTMX02408, ASTMX15338, ASTMX09155, ASTMX05148	bflo_04718
OG0000127	ASTMX09798, ASTMX08552, ASTMX08785, ASTMX11156, ASTMX05665, ASTMX21500	bflo_21614
OG0000127	ASTMX08750, ASTMX03142, ASTMX00541, ASTMX00032	bflo_21827
OG0000127	ASTMX11418, ASTMX00918, ASTMX13409, ASTMX07588, ASTMX13478	bflo_05798
OG0000127	ASTMX10799, ASTMX06687, ASTMX15259, ASTMX15260	bflo_06367
OG0000127	ASTMX19609, ASTMX20319, ASTMX20860	bflo_23284
OG0000128	ASTMX05854	bflo_11997, bflo_11531, bflo_11996, bflo_11513, bflo_13695, bflo_14518, bflo_14769, bflo_20024
OG0000129	ASTMX02483, ASTMX17929, ASTMX17925, ASTMX02484, ASTMX13044, ASTMX17866, ASTMX17928, ASTMX17927, ASTMX11589, ASTMX08939, ASTMX16539	bflo_10761, bflo_09267, bflo_24123, bflo_24146
OG0000129	ASTMX06087, ASTMX09196, ASTMX23025, ASTMX05614	bflo_21811
OG0000129	ASTMX21317	bflo_20193
OG0000130	ASTMX19336	bflo_04953
OG0000130	ASTMX11087, ASTMX06877, ASTMX03834	bflo_13796, bflo_14046
OG0000130	ASTMX07135, ASTMX08389, ASTMX02101, ASTMX18603, ASTMX21728, ASTMX10754, ASTMX19065, ASTMX02114	bflo_24424
OG0000130	ASTMX12106, ASTMX15566, ASTMX07963, ASTMX11451, ASTMX00189, ASTMX19291	bflo_26104, bflo_25302, bflo_17830, bflo_24242
OG0000130	ASTMX03032, ASTMX13868, ASTMX11078, ASTMX12125	bflo_08589, bflo_24777
OG0000131	ASTMX16327	bflo_09427
OG0000131	ASTMX22582, ASTMX21690, ASTMX18297, ASTMX10440, ASTMX08766	bflo_01839, bflo_16008, bflo_14604, bflo_00845, bflo_18988, bflo_19783, bflo_18990, bflo_01846, bflo_05434
OG0000132	ASTMX15628	bflo_17456, bflo_25589, bflo_26376, bflo_25953, bflo_25590, bflo_25949, bflo_26371, bflo_26369, bflo_26372, bflo_00097, bflo_26373, bflo_26370, bflo_01753, bflo_26374, bflo_03326, bflo_03327, bflo_20394, bflo_21602, bflo_21603, bflo_03325, bflo_23200, bflo_23203, bflo_23205, bflo_23199, bflo_23202
OG0000132	ASTMX09702	bflo_23438
OG0000133	ASTMX21064, ASTMX18077, ASTMX22246, ASTMX14992, ASTMX14993, ASTMX14996, ASTMX14990, ASTMX01609, ASTMX13181, ASTMX20897, ASTMX19606, ASTMX08507, ASTMX13886, ASTMX13885, ASTMX22857, ASTMX13138, ASTMX13136, ASTMX22464, ASTMX20563, ASTMX21441, ASTMX13135, ASTMX13134, ASTMX13137, ASTMX22484, ASTMX20559, ASTMX20561, ASTMX13217, ASTMX21568, ASTMX15040, ASTMX21948, ASTMX20560, ASTMX19892, ASTMX02156, ASTMX02949, ASTMX07356, ASTMX07357, ASTMX07358, ASTMX15965, ASTMX15966, ASTMX19613, ASTMX22548, ASTMX22646, ASTMX08902, ASTMX17907, ASTMX17908, ASTMX21952, ASTMX22023, ASTMX21953, ASTMX19611, ASTMX19612, ASTMX15967, ASTMX20736	bflo_10152, bflo_17277, bflo_17275, bflo_09185
OG0000135	ASTMX21135	bflo_23735, bflo_23736, bflo_23547, bflo_23548, bflo_12411, bflo_05033, bflo_05059, bflo_23818, bflo_11664, bflo_11666
OG0000136	ASTMX10131, ASTMX06597	bflo_19890, bflo_20037
OG0000137	ASTMX17487, ASTMX09719, ASTMX10412, ASTMX17486	bflo_09259, bflo_06365
OG0000137	ASTMX04665	bflo_20235, bflo_02070, bflo_04279
OG0000137	ASTMX08942, ASTMX01570, ASTMX22671	bflo_15519, bflo_14495, bflo_03009, bflo_18504, bflo_17184, bflo_22195
OG0000137	ASTMX10792, ASTMX08181	bflo_17627, bflo_17554, bflo_17629, bflo_17769
OG0000140	ASTMX10669	bflo_04461, bflo_21244
OG0000140	ASTMX02224, ASTMX12432, ASTMX02225, ASTMX01988, ASTMX02223, ASTMX02591, ASTMX03606	bflo_09517, bflo_10153, bflo_16753, bflo_16477, bflo_16752
OG0000141	ASTMX11092, ASTMX15968, ASTMX13678	bflo_09702
OG0000141	ASTMX12982	bflo_21882, bflo_22082
OG0000145	ASTMX21528	bflo_05238
OG0000146	ASTMX20882	bflo_26023
OG0000146	ASTMX15531	bflo_00486
OG0000147	ASTMX03135, ASTMX08761, ASTMX04795	bflo_24794
OG0000147	ASTMX01265, ASTMX04843	bflo_01706
OG0000147	ASTMX02385	bflo_26820, bflo_06307
OG0000147	ASTMX18633	bflo_09430
OG0000148	ASTMX04782, ASTMX22552, ASTMX21928, ASTMX17019, ASTMX17018, ASTMX10784, ASTMX03086, ASTMX00635, ASTMX13486, ASTMX06422, ASTMX21929	bflo_10991
OG0000148	ASTMX22564, ASTMX19926, ASTMX19927, ASTMX14987, ASTMX17016, ASTMX10783, ASTMX14989, ASTMX17279, ASTMX19925, ASTMX14926, ASTMX13485, ASTMX03088, ASTMX00634	bflo_17467, bflo_17466
OG0000148	ASTMX17280	bflo_17696
OG0000149	ASTMX05992, ASTMX18326, ASTMX03365, ASTMX03364	bflo_07000
OG0000149	ASTMX20911, ASTMX04900, ASTMX04902, ASTMX04899, ASTMX10915	bflo_07018, bflo_07764, bflo_07398, bflo_13976, bflo_13431, bflo_02277, bflo_07407
OG0000149	ASTMX19335	bflo_07834
OG0000151	ASTMX22990, ASTMX18031, ASTMX21814, ASTMX15314, ASTMX19154, ASTMX20904, ASTMX08723, ASTMX20739, ASTMX18063	bflo_05140, bflo_15697
OG0000151	ASTMX22005, ASTMX16447, ASTMX16036, ASTMX08859, ASTMX05398, ASTMX21907	bflo_26440
OG0000153	ASTMX05657, ASTMX15860, ASTMX01844	bflo_23557, bflo_27434, bflo_23551, bflo_23539, bflo_23534, bflo_23538, bflo_23537, bflo_01258, bflo_01163, bflo_09367, bflo_13023, bflo_13025, bflo_00490, bflo_16226, bflo_12855, bflo_23625, bflo_15693, bflo_19734, bflo_15699, bflo_25967, bflo_26005, bflo_26123, bflo_27514, bflo_13548, bflo_13549
OG0000154	ASTMX05674	bflo_19167, bflo_21854
OG0000154	ASTMX08823	bflo_17422
OG0000157	ASTMX10540	bflo_23373
OG0000157	ASTMX08384, ASTMX08312, ASTMX17465, ASTMX21400	bflo_10928, bflo_12452
OG0000157	ASTMX10886	bflo_13284
OG0000158	ASTMX06689, ASTMX10940, ASTMX15263, ASTMX11735	bflo_05936
OG0000159	ASTMX12753	bflo_01737
OG0000159	ASTMX03645, ASTMX21390	bflo_18341
OG0000159	ASTMX06913, ASTMX03301	bflo_18486
OG0000159	ASTMX16138, ASTMX16710	bflo_10462, bflo_08858
OG0000160	ASTMX15798	bflo_01705
OG0000160	ASTMX09985, ASTMX05059, ASTMX09986, ASTMX05060	bflo_19837, bflo_19835, bflo_19840, bflo_22050, bflo_20492, bflo_19926, bflo_19836, bflo_19925, bflo_01559
OG0000163	ASTMX10516, ASTMX20542, ASTMX20448, ASTMX17429	bflo_22675, bflo_22678, bflo_22689
OG0000163	ASTMX01467, ASTMX20434, ASTMX01900, ASTMX20308	bflo_00524
OG0000164	ASTMX14344, ASTMX03421	bflo_14791
OG0000164	ASTMX09012, ASTMX09848, ASTMX19193, ASTMX08617, ASTMX21675, ASTMX02898	bflo_25625
OG0000165	ASTMX11488, ASTMX04091	bflo_14382
OG0000165	ASTMX11803, ASTMX15906, ASTMX01165	bflo_10979, bflo_10842, bflo_10750, bflo_15057
OG0000165	ASTMX10291, ASTMX01103, ASTMX16431, ASTMX06958, ASTMX01736, ASTMX21744, ASTMX19262, ASTMX02865, ASTMX12138, ASTMX08781, ASTMX06983, ASTMX14824, ASTMX21351, ASTMX04334, ASTMX09529	bflo_06077
OG0000166	ASTMX00063	bflo_20238
OG0000167	ASTMX06436, ASTMX06435, ASTMX01762	bflo_00939, bflo_07169
OG0000167	ASTMX06698, ASTMX15256, ASTMX16065, ASTMX10803, ASTMX11328, ASTMX15230, ASTMX12913, ASTMX04282, ASTMX11778, ASTMX05313, ASTMX17463, ASTMX14044	bflo_21989, bflo_00867
OG0000168	ASTMX22875, ASTMX19741, ASTMX00397	bflo_03282
OG0000168	ASTMX02932, ASTMX22163, ASTMX22493, ASTMX15962, ASTMX06474, ASTMX02912, ASTMX16677	bflo_25648
OG0000168	ASTMX20444	bflo_06549, bflo_06560
OG0000169	ASTMX22905	bflo_04857
OG0000169	ASTMX02738, ASTMX09343, ASTMX15414, ASTMX15415, ASTMX22916, ASTMX23075, ASTMX05645	bflo_14461, bflo_14463, bflo_20991
OG0000171	ASTMX05924, ASTMX13384, ASTMX18495	bflo_21876
OG0000171	ASTMX13035, ASTMX04406	bflo_20611
OG0000171	ASTMX02030	bflo_20254
OG0000171	ASTMX01513	bflo_09581, bflo_14570, bflo_10289
OG0000171	ASTMX18079, ASTMX09651	bflo_09991, bflo_03045, bflo_02518, bflo_17344
OG0000172	ASTMX00454	bflo_05089, bflo_03445, bflo_11669, bflo_25279
OG0000172	ASTMX05345, ASTMX05453, ASTMX00174, ASTMX12723, ASTMX12721, ASTMX12722, ASTMX05451	bflo_13057
OG0000173	ASTMX16292, ASTMX05262	bflo_05379
OG0000173	ASTMX06798, ASTMX16925, ASTMX20806, ASTMX11171, ASTMX06509, ASTMX18128, ASTMX05261, ASTMX05260, ASTMX18597, ASTMX12773, ASTMX03201, ASTMX16788, ASTMX16293, ASTMX09049, ASTMX07537, ASTMX04181, ASTMX05259, ASTMX00713, ASTMX01037, ASTMX05223, ASTMX10462, ASTMX03643, ASTMX09920	bflo_24130, bflo_24754
OG0000174	ASTMX16326, ASTMX03672, ASTMX18111, ASTMX03671	bflo_06008, bflo_06009
OG0000174	ASTMX18749, ASTMX17715	bflo_00899, bflo_08123, bflo_10447
OG0000175	ASTMX12743, ASTMX08029	bflo_01116, bflo_12851, bflo_01312, bflo_01117
OG0000175	ASTMX05265, ASTMX22048	bflo_13246, bflo_27066, bflo_13038
OG0000179	ASTMX05937, ASTMX14451	bflo_08207, bflo_09019, bflo_09021
OG0000179	ASTMX14866	bflo_14243
OG0000179	ASTMX00492, ASTMX06209	bflo_00377
OG0000180	ASTMX03181, ASTMX16660	bflo_24613
OG0000180	ASTMX11798, ASTMX10163, ASTMX17205, ASTMX08229, ASTMX02239, ASTMX17206, ASTMX11819, ASTMX09327	bflo_23980
OG0000181	ASTMX04758, ASTMX15059, ASTMX14093, ASTMX17806	bflo_18642
OG0000181	ASTMX02628, ASTMX03065	bflo_10985
OG0000181	ASTMX09488	bflo_05297
OG0000182	ASTMX10937	bflo_04306, bflo_01747
OG0000183	ASTMX04432, ASTMX12508, ASTMX19843, ASTMX02763, ASTMX03936, ASTMX05623, ASTMX20239, ASTMX16109	bflo_07655
OG0000183	ASTMX12358, ASTMX03484	bflo_10143
OG0000184	ASTMX12437, ASTMX12438	bflo_00050, bflo_00051, bflo_04054, bflo_15781
OG0000185	ASTMX11051, ASTMX13737, ASTMX00167, ASTMX22814, ASTMX22322	bflo_19737
OG0000185	ASTMX03539, ASTMX09726, ASTMX15810, ASTMX01652	bflo_12811
OG0000185	ASTMX12894, ASTMX07504	bflo_01505
OG0000186	ASTMX18771	bflo_02812, bflo_05784, bflo_16204
OG0000187	ASTMX22425, ASTMX22332, ASTMX22516, ASTMX22933, ASTMX03705, ASTMX19535	bflo_02670
OG0000188	ASTMX16874	bflo_05494
OG0000188	ASTMX08644	bflo_20684, bflo_20685
OG0000188	ASTMX17563, ASTMX09974, ASTMX22080	bflo_06892
OG0000188	ASTMX21970	bflo_22344
OG0000190	ASTMX10362, ASTMX06497, ASTMX10361	bflo_26696, bflo_17661, bflo_15879
OG0000191	ASTMX14179	bflo_05340, bflo_03173, bflo_00986, bflo_16338, bflo_17872, bflo_17836, bflo_00859
OG0000191	ASTMX16854, ASTMX18268, ASTMX21151, ASTMX08944, ASTMX04567, ASTMX04280	bflo_18772
OG0000192	ASTMX20901, ASTMX19840, ASTMX01591, ASTMX00329, ASTMX15434, ASTMX02346	bflo_25238
OG0000192	ASTMX22789, ASTMX13707	bflo_15818
OG0000192	ASTMX14856	bflo_22744
OG0000193	ASTMX03473	bflo_20086
OG0000194	ASTMX14940, ASTMX03197, ASTMX16653, ASTMX22443, ASTMX22363, ASTMX14331	bflo_21202, bflo_21234, bflo_21437, bflo_25298, bflo_22596, bflo_13875, bflo_04521, bflo_09655, bflo_21442, bflo_16208, bflo_22482, bflo_21915, bflo_13415
OG0000195	ASTMX06503, ASTMX06504, ASTMX08420, ASTMX05669	bflo_12247, bflo_11387, bflo_11071
OG0000197	ASTMX14222, ASTMX13243, ASTMX19993	bflo_01742, bflo_01741, bflo_01474, bflo_01054, bflo_01476, bflo_01475, bflo_01477, bflo_21550, bflo_02181, bflo_02374
OG0000197	ASTMX12768, ASTMX04797, ASTMX01035, ASTMX20680, ASTMX12767, ASTMX10644	bflo_08557
OG0000197	ASTMX04274, ASTMX00851, ASTMX10141	bflo_01547
OG0000198	ASTMX21468, ASTMX05049, ASTMX19231, ASTMX14686	bflo_19425, bflo_19422, bflo_19420, bflo_19423
OG0000200	ASTMX06297	bflo_15720, bflo_15718, bflo_16879
OG0000201	ASTMX19802, ASTMX14681, ASTMX19801, ASTMX15505	bflo_22807
OG0000201	ASTMX16364, ASTMX16005, ASTMX04412, ASTMX17973, ASTMX12848	bflo_21108
OG0000201	ASTMX16004, ASTMX17974	bflo_20635
OG0000202	ASTMX21420, ASTMX18088, ASTMX01815, ASTMX12049, ASTMX15021	bflo_18746, bflo_27275
OG0000202	ASTMX12677, ASTMX14453, ASTMX09955, ASTMX19428, ASTMX05837, ASTMX07752, ASTMX02721, ASTMX17241, ASTMX18862, ASTMX09691, ASTMX06807	bflo_08854, bflo_08853
OG0000203	ASTMX00845, ASTMX01226, ASTMX00857	bflo_01170
OG0000203	ASTMX20187, ASTMX06010, ASTMX05240	bflo_25089, bflo_24339, bflo_24029, bflo_24028, bflo_24027, bflo_25088, bflo_24026
OG0000204	ASTMX05231, ASTMX02270	bflo_24561
OG0000204	ASTMX08546, ASTMX02616, ASTMX01734	bflo_03215
OG0000204	ASTMX00447, ASTMX00221	bflo_03064
OG0000205	ASTMX13522, ASTMX10816, ASTMX16114, ASTMX14153, ASTMX22625	bflo_23189
OG0000205	ASTMX20065, ASTMX10182, ASTMX20441, ASTMX12995	bflo_02483
OG0000205	ASTMX20510, ASTMX07381, ASTMX02305, ASTMX10670, ASTMX05423, ASTMX14679	bflo_18880
OG0000207	ASTMX11086, ASTMX18027	bflo_13202
OG0000208	ASTMX14534, ASTMX12214, ASTMX04375, ASTMX14594, ASTMX12234, ASTMX18583, ASTMX05181	bflo_21797, bflo_21089, bflo_20765, bflo_20766, bflo_20477, bflo_20154, bflo_20476
OG0000209	ASTMX14178, ASTMX03827	bflo_05152
OG0000209	ASTMX17897	bflo_26695
OG0000210	ASTMX06462	bflo_26146
OG0000210	ASTMX16896	bflo_22179
OG0000211	ASTMX14936	bflo_12798
OG0000211	ASTMX14468	bflo_18019, bflo_09637
OG0000211	ASTMX02506	bflo_14216
OG0000211	ASTMX08965	bflo_06051
OG0000211	ASTMX00388, ASTMX07887	bflo_06787
OG0000213	ASTMX13716, ASTMX02993, ASTMX16332	bflo_24585, bflo_27467, bflo_20763, bflo_20912, bflo_20752
OG0000215	ASTMX12693	bflo_15298
OG0000216	ASTMX13790	bflo_07012
OG0000218	ASTMX14255, ASTMX06375	bflo_12835
OG0000219	ASTMX10608	bflo_13287, bflo_05984, bflo_17826, bflo_17816, bflo_17918, bflo_21445, bflo_18982, bflo_15403, bflo_17922, bflo_11310, bflo_09478, bflo_13172
OG0000220	ASTMX06452, ASTMX19472	bflo_05704
OG0000221	ASTMX13257, ASTMX12726, ASTMX08699, ASTMX18546, ASTMX17261, ASTMX17047	bflo_02108, bflo_18535, bflo_18534
OG0000221	ASTMX14659, ASTMX05690, ASTMX18613	bflo_24796
OG0000221	ASTMX00084, ASTMX22683, ASTMX10185	bflo_00282
OG0000222	ASTMX04358, ASTMX14568, ASTMX11163	bflo_14099, bflo_07131, bflo_00039, bflo_14098, bflo_15183, bflo_14097, bflo_00040, bflo_14514, bflo_24486, bflo_24255
OG0000223	ASTMX01390, ASTMX13426	bflo_06096
OG0000223	ASTMX15854	bflo_21359, bflo_21358
OG0000225	ASTMX16084, ASTMX16085, ASTMX16083, ASTMX11790, ASTMX09442, ASTMX17744, ASTMX14393, ASTMX04772, ASTMX20768, ASTMX04717	bflo_11467, bflo_12198
OG0000226	ASTMX03292	bflo_12072, bflo_17738
OG0000226	ASTMX10407	bflo_00058, bflo_20217, bflo_01950, bflo_20215, bflo_20642, bflo_01174
OG0000227	ASTMX17802, ASTMX07384, ASTMX15014, ASTMX15013, ASTMX08655	bflo_02307
OG0000227	ASTMX14981, ASTMX11122, ASTMX17731	bflo_02636, bflo_10496
OG0000228	ASTMX08232, ASTMX13813, ASTMX10957, ASTMX17589	bflo_20305
OG0000228	ASTMX16365, ASTMX10925	bflo_19868
OG0000229	ASTMX07950	bflo_18348, bflo_25072, bflo_23578, bflo_25694, bflo_17957, bflo_08566, bflo_09217, bflo_20400, bflo_13429, bflo_08175, bflo_00576, bflo_08161
OG0000230	ASTMX01329	bflo_26037
OG0000230	ASTMX01406, ASTMX02228, ASTMX12843, ASTMX12844	bflo_02219, bflo_02208, bflo_06554, bflo_16699
OG0000231	ASTMX01168, ASTMX10711, ASTMX06042, ASTMX21702, ASTMX18443, ASTMX22637, ASTMX00067	bflo_14395
OG0000231	ASTMX21905, ASTMX09216, ASTMX07397, ASTMX07396	bflo_05103
OG0000233	ASTMX14603	bflo_13285, bflo_18558
OG0000233	ASTMX07999, ASTMX11193	bflo_15944, bflo_15706, bflo_16241, bflo_16463
OG0000234	ASTMX02457, ASTMX11930, ASTMX03378, ASTMX21596, ASTMX09075, ASTMX14217	bflo_07045
OG0000234	ASTMX02028, ASTMX03572	bflo_04797
OG0000235	ASTMX06227, ASTMX00260	bflo_22792, bflo_12083, bflo_11065, bflo_11313, bflo_10000, bflo_13433, bflo_13432
OG0000235	ASTMX11628, ASTMX03682, ASTMX10834	bflo_09528, bflo_09189, bflo_19819, bflo_04584, bflo_04593
OG0000236	ASTMX10243, ASTMX08142	bflo_17564
OG0000238	ASTMX07705, ASTMX20450, ASTMX07704	bflo_23355, bflo_22808
OG0000238	ASTMX22020, ASTMX08638, ASTMX11056, ASTMX15298	bflo_13165
OG0000238	ASTMX15299	bflo_16032
OG0000239	ASTMX07645, ASTMX14835, ASTMX20429, ASTMX05441	bflo_02548
OG0000239	ASTMX01276, ASTMX03280	bflo_05968
OG0000239	ASTMX15869, ASTMX10448, ASTMX21437, ASTMX01895	bflo_02152
OG0000240	ASTMX10617	bflo_04930
OG0000242	ASTMX22355, ASTMX17492, ASTMX17491, ASTMX21993	bflo_03394, bflo_03145
OG0000242	ASTMX04049, ASTMX03054	bflo_12023
OG0000243	ASTMX18261	bflo_15950, bflo_12290, bflo_12291, bflo_12292
OG0000244	ASTMX01791, ASTMX05536, ASTMX00432, ASTMX01984, ASTMX17641, ASTMX00972	bflo_12462
OG0000244	ASTMX16602, ASTMX08895, ASTMX21456	bflo_13161
OG0000245	ASTMX00360, ASTMX02206, ASTMX13276	bflo_20961
OG0000245	ASTMX22797, ASTMX03731, ASTMX22441, ASTMX15530, ASTMX14838, ASTMX17043, ASTMX08650, ASTMX15018, ASTMX19991	bflo_20575
OG0000246	ASTMX19738	bflo_04734
