Orthogroup	ASTMX	OWEFU
OG0000071	ASTMX03820	OFUSG18279.1.p1, OFUSG18280.1.p1, OFUSG18277.1.p1, OFUSG13697.1.p1, OFUSG09087.1.p1
OG0000072	ASTMX04733, ASTMX14003, ASTMX11793, ASTMX14353, ASTMX03718, ASTMX16521	OFUSG02543.3.p1, OFUSG02543.1.p1, OFUSG02543.2.p1
OG0000072	ASTMX19895, ASTMX03692, ASTMX11241	OFUSG02679.1.p1, OFUSG02679.2.p1
OG0000072	ASTMX11250, ASTMX11618	OFUSG03079.1.p1
OG0000074	ASTMX16165, ASTMX17638, ASTMX00966	OFUSG24829.1.p1, OFUSG06062.1.p1
OG0000075	ASTMX17154	OFUSG16172.1.p1
OG0000075	ASTMX04760	OFUSG16504.1.p1
OG0000075	ASTMX10641, ASTMX00718	OFUSG13755.2.p1, OFUSG13755.1.p1
OG0000075	ASTMX12169, ASTMX18152	OFUSG26879.2.p1, OFUSG26879.1.p1
OG0000075	ASTMX16716, ASTMX04759	OFUSG16171.1.p1, OFUSG16171.2.p1
OG0000075	ASTMX01001, ASTMX08839, ASTMX10263	OFUSG06373.1.p1
OG0000075	ASTMX12953, ASTMX02098	OFUSG05709.1.p1
OG0000075	ASTMX15785, ASTMX16080, ASTMX14559, ASTMX03441	OFUSG18892.2.p1, OFUSG18892.1.p1
OG0000075	ASTMX07134	OFUSG19094.1.p1
OG0000077	ASTMX17041, ASTMX09313, ASTMX18035, ASTMX05112	OFUSG19468.1.p1
OG0000077	ASTMX15936, ASTMX10508, ASTMX07977, ASTMX12178, ASTMX18081, ASTMX01594	OFUSG05945.4.p1, OFUSG05945.3.p1, OFUSG05945.2.p1, OFUSG05945.1.p1
OG0000077	ASTMX07586, ASTMX09935, ASTMX03249, ASTMX04186, ASTMX07562, ASTMX09286, ASTMX05084	OFUSG04692.1.p1
OG0000078	ASTMX02053, ASTMX00440, ASTMX00992, ASTMX08539	OFUSG04718.1.p1
OG0000079	ASTMX12040, ASTMX21792, ASTMX05319, ASTMX17878, ASTMX04709	OFUSG21029.1.p1
OG0000079	ASTMX21145, ASTMX21146, ASTMX03966, ASTMX14883	OFUSG10422.3.p1, OFUSG10422.2.p1, OFUSG10422.1.p1, OFUSG10422.4.p1
OG0000079	ASTMX02337, ASTMX02996, ASTMX05046	OFUSG24101.1.p1
OG0000079	ASTMX02943	OFUSG19660.3.p1, OFUSG19660.2.p1, OFUSG19660.1.p1
OG0000081	ASTMX02774	OFUSG21451.1.p1
OG0000082	ASTMX06917	OFUSG08036.1.p1
OG0000082	ASTMX17888	OFUSG05603.1.p1
OG0000082	ASTMX17248	OFUSG21176.1.p1
OG0000083	ASTMX03686, ASTMX11244, ASTMX09107, ASTMX14864	OFUSG03380.1.p1, OFUSG03380.2.p1
OG0000084	ASTMX18467, ASTMX12487, ASTMX09980, ASTMX22125, ASTMX15418, ASTMX20810	OFUSG05733.1.p1, OFUSG06631.1.p1
OG0000084	ASTMX08038	OFUSG19342.1.p1, OFUSG06244.1.p1, OFUSG18832.1.p1
OG0000084	ASTMX17409, ASTMX15441, ASTMX19583, ASTMX06002, ASTMX20667	OFUSG10136.1.p1
OG0000085	ASTMX01460, ASTMX20784, ASTMX14674	OFUSG23228.1.p1, OFUSG17240.1.p1
OG0000085	ASTMX16335, ASTMX03461, ASTMX09889, ASTMX09760	OFUSG24119.1.p1
OG0000085	ASTMX19538	OFUSG04918.1.p1
OG0000085	ASTMX21189, ASTMX20129	OFUSG15502.1.p1
OG0000085	ASTMX08704, ASTMX02521, ASTMX05460	OFUSG00479.1.p1
OG0000087	ASTMX06968	OFUSG13949.1.p1
OG0000087	ASTMX06381	OFUSG06740.2.p1, OFUSG06740.1.p1
OG0000087	ASTMX19474	OFUSG18253.1.p1
OG0000087	ASTMX17716	OFUSG19306.1.p1, OFUSG19306.2.p1
OG0000088	ASTMX06621, ASTMX21370, ASTMX21470, ASTMX22555, ASTMX07254, ASTMX06506, ASTMX20919, ASTMX06028, ASTMX21971	OFUSG20048.1.p1, OFUSG23490.1.p1, OFUSG08607.1.p1, OFUSG26461.1.p1, OFUSG13369.1.p1, OFUSG19453.1.p1, OFUSG13367.1.p1, OFUSG13344.1.p1, OFUSG13368.1.p1, OFUSG16490.1.p1, OFUSG13107.1.p1, OFUSG01471.1.p1, OFUSG04058.1.p1, OFUSG21839.1.p1, OFUSG21838.1.p1, OFUSG14789.1.p1, OFUSG15625.1.p1, OFUSG20484.1.p1, OFUSG02298.1.p1, OFUSG02298.2.p1, OFUSG22303.1.p1, OFUSG10900.1.p1
OG0000089	ASTMX10521	OFUSG05790.1.p1
OG0000089	ASTMX12140, ASTMX19290, ASTMX07948, ASTMX03871, ASTMX13992	OFUSG00843.1.p1, OFUSG05923.1.p1, OFUSG05923.2.p1, OFUSG05781.1.p1
OG0000090	ASTMX15822, ASTMX13800, ASTMX19765	OFUSG07976.1.p1
OG0000090	ASTMX12258, ASTMX10648	OFUSG08207.1.p1
OG0000091	ASTMX03395	OFUSG07948.1.p1, OFUSG12748.1.p1
OG0000093	ASTMX01191, ASTMX07190, ASTMX03079, ASTMX18769	OFUSG03287.1.p1, OFUSG03281.1.p1, OFUSG07363.1.p1, OFUSG03291.1.p1, OFUSG26492.1.p1, OFUSG03288.1.p1, OFUSG07368.1.p1, OFUSG07369.2.p1, OFUSG07369.1.p1, OFUSG07367.1.p1, OFUSG07371.1.p1, OFUSG07370.1.p1, OFUSG02777.1.p1, OFUSG12122.1.p1, OFUSG03292.1.p1, OFUSG00762.1.p1, OFUSG12123.1.p1, OFUSG01092.1.p1
OG0000094	ASTMX08393	OFUSG06104.1.p1
OG0000094	ASTMX08391, ASTMX19353	OFUSG06106.3.p1, OFUSG06106.2.p1, OFUSG06106.1.p1
OG0000094	ASTMX08913, ASTMX02078, ASTMX14341, ASTMX03427, ASTMX19974, ASTMX14525, ASTMX20671, ASTMX08392	OFUSG07673.3.p1, OFUSG07673.1.p1, OFUSG07673.2.p1, OFUSG07673.4.p1
OG0000096	ASTMX11824, ASTMX12057, ASTMX18217	OFUSG14354.1.p1
OG0000096	ASTMX13693, ASTMX16094, ASTMX16093	OFUSG06591.1.p1
OG0000096	ASTMX18278, ASTMX15892	OFUSG12705.1.p1
OG0000096	ASTMX09859	OFUSG09090.1.p1
OG0000096	ASTMX00377, ASTMX10196, ASTMX13339, ASTMX00337, ASTMX00376, ASTMX22998	OFUSG08225.1.p1
OG0000096	ASTMX19590, ASTMX07352	OFUSG00268.1.p1
OG0000097	ASTMX17212, ASTMX17215, ASTMX17211	OFUSG10436.1.p1
OG0000098	ASTMX07347, ASTMX04481, ASTMX14487, ASTMX14764	OFUSG19724.1.p1, OFUSG12695.1.p1
OG0000098	ASTMX18982	OFUSG09622.1.p1
OG0000098	ASTMX20778	OFUSG09623.1.p1
OG0000099	ASTMX03763, ASTMX18144, ASTMX01173, ASTMX06084, ASTMX05845, ASTMX03961, ASTMX16578, ASTMX21430	OFUSG03815.1.p1, OFUSG03814.2.p1, OFUSG03814.3.p1, OFUSG03814.1.p1
OG0000099	ASTMX08745, ASTMX06768, ASTMX09878, ASTMX08746	OFUSG00228.1.p1
OG0000099	ASTMX19321, ASTMX05749, ASTMX05771, ASTMX19085, ASTMX03707	OFUSG00229.1.p1, OFUSG00229.2.p1, OFUSG01427.1.p1, OFUSG00259.1.p1, OFUSG00259.2.p1
OG0000101	ASTMX00206, ASTMX00424	OFUSG26221.1.p1
OG0000101	ASTMX01330	OFUSG19071.1.p1
OG0000101	ASTMX14248, ASTMX12706, ASTMX02894	OFUSG16240.1.p1, OFUSG16959.1.p1, OFUSG24300.2.p1, OFUSG24300.1.p1
OG0000102	ASTMX10991, ASTMX16111	OFUSG16711.1.p1, OFUSG12639.1.p1, OFUSG12363.1.p1
OG0000102	ASTMX13696, ASTMX09775, ASTMX13346	OFUSG07220.1.p1
OG0000103	ASTMX21446, ASTMX16835, ASTMX09444, ASTMX11660, ASTMX22226, ASTMX10672, ASTMX15124, ASTMX06401, ASTMX04972	OFUSG11159.3.p1, OFUSG11159.1.p1, OFUSG11159.4.p1, OFUSG11159.2.p1, OFUSG11159.5.p1
OG0000103	ASTMX06869, ASTMX11394, ASTMX17816, ASTMX11412, ASTMX14316	OFUSG10643.2.p1, OFUSG10643.1.p1
OG0000104	ASTMX07046, ASTMX03729, ASTMX19421	OFUSG23222.1.p1, OFUSG23223.1.p1
OG0000104	ASTMX16255, ASTMX08642, ASTMX17146, ASTMX01448	OFUSG17041.2.p1, OFUSG17041.1.p1
OG0000104	ASTMX03728, ASTMX07045	OFUSG09600.1.p1, OFUSG17170.1.p1
OG0000104	ASTMX00149	OFUSG09069.1.p1
OG0000104	ASTMX00709, ASTMX16073	OFUSG06025.1.p1
OG0000106	ASTMX14703, ASTMX18591, ASTMX08015	OFUSG20665.1.p1, OFUSG20644.1.p1
OG0000106	ASTMX03154	OFUSG20761.2.p1, OFUSG20761.1.p1
OG0000106	ASTMX09347, ASTMX05865, ASTMX09621, ASTMX04479	OFUSG15466.1.p1, OFUSG15467.1.p1
OG0000106	ASTMX10570, ASTMX00462	OFUSG20218.1.p1, OFUSG20218.2.p1, OFUSG24132.1.p1, OFUSG24131.1.p1, OFUSG24131.2.p1, OFUSG24130.1.p1, OFUSG24130.2.p1, OFUSG05307.1.p1, OFUSG24133.1.p1, OFUSG24133.2.p1, OFUSG15090.1.p1, OFUSG15395.1.p1, OFUSG15393.1.p1, OFUSG05895.1.p1
OG0000108	ASTMX16847, ASTMX07881, ASTMX08427, ASTMX08437, ASTMX04339, ASTMX03583	OFUSG14344.1.p1
OG0000110	ASTMX08227, ASTMX03691, ASTMX16247	OFUSG16688.1.p1, OFUSG00551.1.p1, OFUSG00553.1.p2, OFUSG08856.1.p1, OFUSG08857.1.p1, OFUSG05171.1.p1, OFUSG22992.1.p1, OFUSG02493.1.p1, OFUSG11515.1.p1, OFUSG11410.3.p1, OFUSG11410.4.p1, OFUSG11410.1.p1, OFUSG11410.2.p1, OFUSG11514.1.p1, OFUSG11512.1.p1, OFUSG11513.1.p1
OG0000110	ASTMX08508	OFUSG25344.1.p1, OFUSG25344.2.p1, OFUSG11146.1.p1
OG0000111	ASTMX13149, ASTMX20227, ASTMX15405, ASTMX16130, ASTMX21238, ASTMX08100, ASTMX17987, ASTMX03191, ASTMX01125, ASTMX04817, ASTMX06690, ASTMX11733, ASTMX20650, ASTMX07484, ASTMX16738, ASTMX10939, ASTMX06691	OFUSG18504.1.p1
OG0000113	ASTMX19383, ASTMX05472	OFUSG06848.1.p1, OFUSG19695.1.p1, OFUSG19696.1.p1
OG0000114	ASTMX06593, ASTMX08587, ASTMX15325, ASTMX13938, ASTMX21972, ASTMX17058, ASTMX09459, ASTMX10616, ASTMX05249	OFUSG17872.2.p1, OFUSG17872.1.p1, OFUSG13266.2.p1, OFUSG13266.1.p1, OFUSG17688.1.p1
OG0000115	ASTMX08993, ASTMX16595	OFUSG05131.1.p1
OG0000117	ASTMX02057	OFUSG12664.2.p1, OFUSG12664.1.p1
OG0000117	ASTMX21002, ASTMX14024	OFUSG05057.1.p1
OG0000117	ASTMX14023	OFUSG11334.1.p1, OFUSG05120.1.p1, OFUSG26100.1.p1, OFUSG00299.1.p1, OFUSG26242.1.p1
OG0000119	ASTMX04143, ASTMX08665, ASTMX05337, ASTMX14891, ASTMX21636	OFUSG15970.2.p1, OFUSG15970.3.p1, OFUSG15970.4.p1, OFUSG15970.1.p1
OG0000119	ASTMX16721, ASTMX15474, ASTMX01803, ASTMX19905	OFUSG00836.1.p1, OFUSG12269.1.p1, OFUSG14939.1.p1
OG0000119	ASTMX00656, ASTMX18233	OFUSG16287.1.p1
OG0000120	ASTMX00463	OFUSG20080.1.p1, OFUSG12377.1.p1
OG0000120	ASTMX00681, ASTMX22880	OFUSG06774.1.p1
OG0000120	ASTMX22429, ASTMX22743	OFUSG12358.1.p1, OFUSG12359.1.p1, OFUSG06773.1.p1, OFUSG12360.1.p1
OG0000121	ASTMX16272, ASTMX04663, ASTMX01517	OFUSG21720.1.p1, OFUSG21720.2.p1, OFUSG11043.2.p1, OFUSG11043.1.p1, OFUSG10178.1.p1
OG0000122	ASTMX10444, ASTMX20272, ASTMX16361, ASTMX12761, ASTMX10832	OFUSG16654.1.p1, OFUSG16654.2.p1, OFUSG16654.5.p1, OFUSG16654.4.p1, OFUSG16654.3.p1
OG0000122	ASTMX22053, ASTMX06000, ASTMX18931, ASTMX06001, ASTMX16780, ASTMX11273, ASTMX05998, ASTMX22052, ASTMX20363, ASTMX17092, ASTMX18973, ASTMX14675, ASTMX09421	OFUSG16403.1.p1, OFUSG07655.1.p1, OFUSG09651.1.p1
OG0000123	ASTMX17040, ASTMX19775, ASTMX04718	OFUSG18979.1.p1, OFUSG19108.1.p1, OFUSG16538.1.p1, OFUSG16538.2.p1, OFUSG22263.1.p1, OFUSG08573.1.p1, OFUSG10775.1.p1
OG0000123	ASTMX14814, ASTMX00304	OFUSG01300.1.p1
OG0000124	ASTMX09338, ASTMX18149, ASTMX01149	OFUSG13980.1.p1
OG0000124	ASTMX16401, ASTMX07748	OFUSG17860.1.p1
OG0000124	ASTMX10640, ASTMX14745, ASTMX06441	OFUSG17649.1.p1
OG0000125	ASTMX16041, ASTMX22883, ASTMX19680, ASTMX19461, ASTMX05331, ASTMX17627	OFUSG04413.1.p1
OG0000125	ASTMX13565, ASTMX10452, ASTMX15866, ASTMX05329	OFUSG16535.1.p1
OG0000125	ASTMX19681, ASTMX13832	OFUSG16070.1.p1, OFUSG16070.2.p1
OG0000125	ASTMX00267	OFUSG15972.1.p1, OFUSG15972.3.p1, OFUSG15972.2.p1
OG0000125	ASTMX07265	OFUSG19378.2.p1, OFUSG19378.1.p1, OFUSG19378.5.p1, OFUSG19378.3.p1, OFUSG19378.4.p1
OG0000126	ASTMX18095, ASTMX08006, ASTMX06040	OFUSG02680.1.p1
OG0000126	ASTMX08551, ASTMX08784, ASTMX11157	OFUSG13809.1.p1
OG0000126	ASTMX06187, ASTMX17244	OFUSG02691.3.p1, OFUSG02691.2.p1, OFUSG02691.4.p1, OFUSG02691.1.p1, OFUSG02691.5.p1
OG0000126	ASTMX07769, ASTMX02408, ASTMX15338, ASTMX09155, ASTMX05148	OFUSG08618.1.p1, OFUSG07602.1.p1
OG0000127	ASTMX09798, ASTMX08552, ASTMX08785, ASTMX11156, ASTMX05665, ASTMX21500	OFUSG13933.1.p1
OG0000127	ASTMX08750, ASTMX03142, ASTMX00541, ASTMX00032	OFUSG14194.1.p1
OG0000127	ASTMX10799, ASTMX06687, ASTMX15259, ASTMX15260	OFUSG17604.1.p1
OG0000127	ASTMX14863, ASTMX19609, ASTMX20319, ASTMX20860	OFUSG10843.1.p1
OG0000128	ASTMX05854	OFUSG08989.1.p1, OFUSG08988.1.p1, OFUSG08990.1.p1, OFUSG25804.1.p1, OFUSG25332.1.p1, OFUSG25334.1.p1
OG0000129	ASTMX02483, ASTMX17929, ASTMX17925, ASTMX02484, ASTMX13044, ASTMX17866, ASTMX17928, ASTMX17927, ASTMX11589, ASTMX08939, ASTMX16539	OFUSG03321.1.p1, OFUSG03321.2.p1, OFUSG19181.1.p1, OFUSG19181.2.p1, OFUSG12088.1.p1, OFUSG12519.1.p1
OG0000129	ASTMX16528	OFUSG05207.1.p1, OFUSG18497.1.p1
OG0000129	ASTMX06087, ASTMX09196, ASTMX23025, ASTMX05614	OFUSG25789.1.p1, OFUSG04265.2.p1, OFUSG04265.1.p1, OFUSG14340.1.p1
OG0000130	ASTMX07135, ASTMX08389, ASTMX02101, ASTMX18603, ASTMX21728, ASTMX10754, ASTMX19065, ASTMX02114, ASTMX12106, ASTMX15566, ASTMX07963, ASTMX11451, ASTMX00189, ASTMX19291	OFUSG02046.1.p1, OFUSG03470.1.p1, OFUSG11271.1.p1, OFUSG14886.1.p1
OG0000130	ASTMX03032, ASTMX13868, ASTMX11078, ASTMX12125	OFUSG10726.1.p1, OFUSG10369.1.p1, OFUSG10580.1.p1, OFUSG05075.1.p1
OG0000131	ASTMX16327	OFUSG03831.1.p1, OFUSG03831.2.p1, OFUSG03831.3.p1
OG0000131	ASTMX22582, ASTMX21690, ASTMX18297, ASTMX10440, ASTMX08766	OFUSG21951.1.p1
OG0000132	ASTMX09702	OFUSG10605.1.p1
OG0000133	ASTMX08902, ASTMX17907, ASTMX17908, ASTMX21952, ASTMX22023, ASTMX21953	OFUSG25885.1.p1, OFUSG25886.1.p1, OFUSG08138.1.p1, OFUSG22893.1.p1, OFUSG22891.1.p1, OFUSG22923.1.p1, OFUSG22919.1.p1, OFUSG22925.1.p1, OFUSG22918.1.p1, OFUSG22917.1.p1, OFUSG22892.1.p1, OFUSG22894.1.p1, OFUSG22895.1.p1, OFUSG23055.1.p1, OFUSG00476.1.p1, OFUSG24943.1.p1
OG0000133	ASTMX19611, ASTMX19612	OFUSG23102.1.p1, OFUSG23103.1.p1
OG0000137	ASTMX17487, ASTMX09719, ASTMX10412, ASTMX17486	OFUSG10777.1.p1, OFUSG13550.1.p1, OFUSG13550.2.p1
OG0000137	ASTMX04665	OFUSG11144.1.p1, OFUSG11145.1.p1, OFUSG11143.1.p1, OFUSG21640.1.p1
OG0000137	ASTMX08942, ASTMX01570, ASTMX22671	OFUSG06514.1.p1, OFUSG06514.2.p1
OG0000137	ASTMX10792, ASTMX08181	OFUSG00060.1.p1, OFUSG01896.1.p1
OG0000139	ASTMX09356	OFUSG12327.1.p1
OG0000140	ASTMX10669	OFUSG04649.1.p1, OFUSG24390.1.p1
OG0000140	ASTMX02224, ASTMX12432, ASTMX02225, ASTMX01988, ASTMX02223, ASTMX02591, ASTMX03606	OFUSG04077.1.p1
OG0000142	ASTMX11196, ASTMX15663, ASTMX04648, ASTMX18481, ASTMX09137, ASTMX22061, ASTMX14163	OFUSG05117.1.p1
OG0000147	ASTMX03135, ASTMX08761, ASTMX04795	OFUSG17282.1.p1
OG0000147	ASTMX01265, ASTMX04843	OFUSG21442.2.p1, OFUSG21442.4.p1, OFUSG21442.1.p1, OFUSG21442.3.p1, OFUSG21442.5.p1
OG0000147	ASTMX02385	OFUSG26238.1.p1
OG0000147	ASTMX18633	OFUSG25122.1.p1
OG0000147	ASTMX08515	OFUSG25011.1.p1, OFUSG25011.2.p1
OG0000148	ASTMX04782, ASTMX22552, ASTMX21928, ASTMX17019, ASTMX17018, ASTMX10784, ASTMX03086, ASTMX00635, ASTMX13486, ASTMX06422, ASTMX21929	OFUSG14287.1.p1, OFUSG06692.1.p1, OFUSG06891.2.p1, OFUSG06891.4.p1, OFUSG06891.5.p1, OFUSG06891.3.p1, OFUSG06891.1.p1, OFUSG06890.1.p1
OG0000148	ASTMX22564, ASTMX19926, ASTMX19927, ASTMX14987, ASTMX17016, ASTMX10783, ASTMX14989, ASTMX17279, ASTMX19925, ASTMX14926, ASTMX13485, ASTMX03088, ASTMX00634	OFUSG19418.1.p1, OFUSG19198.1.p1, OFUSG19419.1.p1
OG0000149	ASTMX05992, ASTMX18326, ASTMX03365, ASTMX03364	OFUSG16120.1.p1
OG0000149	ASTMX20911, ASTMX04900, ASTMX04902, ASTMX04899, ASTMX10915	OFUSG05240.1.p1, OFUSG20670.1.p1, OFUSG20485.1.p1, OFUSG04685.1.p1, OFUSG04699.1.p1, OFUSG04099.1.p1
OG0000149	ASTMX19335	OFUSG10155.1.p1, OFUSG06135.1.p1, OFUSG10728.1.p1
OG0000151	ASTMX22005, ASTMX16447, ASTMX16036, ASTMX08859, ASTMX05398, ASTMX21907	OFUSG13722.2.p1, OFUSG13722.4.p1, OFUSG13722.3.p1, OFUSG13722.5.p1, OFUSG13722.1.p1
OG0000151	ASTMX21939, ASTMX10392, ASTMX08593, ASTMX17567, ASTMX14340, ASTMX15073	OFUSG07678.4.p1, OFUSG07678.3.p1, OFUSG07678.5.p1, OFUSG07678.2.p1, OFUSG07678.1.p1
OG0000154	ASTMX08823	OFUSG01698.1.p1
OG0000155	ASTMX13583, ASTMX11431, ASTMX04196, ASTMX13582	OFUSG12605.1.p1, OFUSG12605.2.p1
OG0000155	ASTMX12246, ASTMX04195	OFUSG26376.1.p1, OFUSG04539.1.p1, OFUSG04539.2.p1
OG0000157	ASTMX10540	OFUSG10663.1.p1
OG0000157	ASTMX10886	OFUSG20854.1.p1
OG0000158	ASTMX06689, ASTMX10940, ASTMX15263, ASTMX11735	OFUSG13412.1.p1, OFUSG13412.2.p1
OG0000159	ASTMX12753	OFUSG13119.1.p1, OFUSG16367.1.p1, OFUSG16367.2.p1, OFUSG16367.3.p1
OG0000159	ASTMX03645, ASTMX21390	OFUSG00459.1.p1
OG0000159	ASTMX06913, ASTMX03301	OFUSG26624.1.p1
OG0000159	ASTMX16138, ASTMX16710	OFUSG02225.1.p1, OFUSG25899.1.p1
OG0000160	ASTMX12091	OFUSG12783.1.p2, OFUSG00793.1.p1, OFUSG00792.1.p1, OFUSG22540.1.p1, OFUSG22545.1.p1, OFUSG22542.1.p1, OFUSG22546.1.p1
OG0000160	ASTMX15798	OFUSG13799.1.p1
OG0000160	ASTMX09985, ASTMX05059, ASTMX09986, ASTMX05060	OFUSG10294.1.p1, OFUSG13209.1.p1, OFUSG25532.1.p1, OFUSG25530.1.p1, OFUSG00766.1.p1, OFUSG13210.1.p1
OG0000162	ASTMX05428, ASTMX11059, ASTMX09399, ASTMX12060, ASTMX11944, ASTMX16754, ASTMX21340, ASTMX04491	OFUSG21423.3.p1, OFUSG21423.2.p1, OFUSG21423.1.p1
OG0000164	ASTMX14344, ASTMX03421	OFUSG21051.1.p1, OFUSG26159.1.p1
OG0000164	ASTMX09012, ASTMX09848, ASTMX19193, ASTMX08617, ASTMX21675, ASTMX02898	OFUSG09588.1.p1
OG0000165	ASTMX11488, ASTMX04091	OFUSG02166.1.p1, OFUSG02165.1.p1
OG0000167	ASTMX20835, ASTMX12921	OFUSG23708.1.p1, OFUSG23708.2.p1
OG0000168	ASTMX20444	OFUSG23600.1.p1
OG0000168	ASTMX05829, ASTMX22396, ASTMX20795	OFUSG21195.1.p1, OFUSG24664.1.p1, OFUSG21923.1.p1
OG0000169	ASTMX22905	OFUSG02387.1.p1, OFUSG02387.2.p1
OG0000169	ASTMX02738, ASTMX09343, ASTMX15414, ASTMX15415, ASTMX22916, ASTMX23075, ASTMX05645	OFUSG11692.1.p1, OFUSG11690.1.p1, OFUSG11687.1.p1, OFUSG11687.2.p1, OFUSG22051.1.p1, OFUSG22051.2.p1, OFUSG22050.1.p1, OFUSG22052.1.p1, OFUSG04494.1.p1, OFUSG11694.1.p1, OFUSG04502.1.p1, OFUSG04496.1.p1, OFUSG04500.1.p1
OG0000171	ASTMX13035, ASTMX04406	OFUSG15615.1.p1
OG0000171	ASTMX02030	OFUSG12255.1.p1, OFUSG02510.1.p1, OFUSG00918.1.p1, OFUSG24189.1.p1
OG0000172	ASTMX00454	OFUSG22008.1.p1, OFUSG21979.1.p1, OFUSG21992.1.p1
OG0000172	ASTMX05345, ASTMX05453, ASTMX00174, ASTMX12723, ASTMX12721, ASTMX12722, ASTMX05451	OFUSG04842.1.p1
OG0000173	ASTMX06798, ASTMX16925, ASTMX20806, ASTMX11171, ASTMX06509, ASTMX18128, ASTMX05261, ASTMX05260, ASTMX18597, ASTMX12773, ASTMX03201, ASTMX16788, ASTMX16293, ASTMX09049, ASTMX07537, ASTMX04181, ASTMX05259, ASTMX00713, ASTMX01037, ASTMX05223, ASTMX10462, ASTMX03643, ASTMX09920	OFUSG23457.1.p1, OFUSG23457.2.p1
OG0000174	ASTMX14035	OFUSG23398.1.p1, OFUSG23396.1.p1
OG0000174	ASTMX16326, ASTMX03672, ASTMX18111, ASTMX03671	OFUSG08038.1.p1
OG0000175	ASTMX21016, ASTMX15252	OFUSG17209.1.p1
OG0000175	ASTMX05265, ASTMX22048	OFUSG17416.1.p1
OG0000179	ASTMX13407, ASTMX06638, ASTMX05937, ASTMX14451	OFUSG10862.2.p1, OFUSG10862.1.p1
OG0000179	ASTMX13630, ASTMX02170	OFUSG09587.1.p1
OG0000180	ASTMX05023	OFUSG21383.1.p1, OFUSG20979.1.p1, OFUSG21382.2.p1, OFUSG21382.1.p1
OG0000180	ASTMX03181, ASTMX16660	OFUSG17288.1.p1
OG0000180	ASTMX11798, ASTMX10163, ASTMX17205, ASTMX08229, ASTMX02239, ASTMX17206, ASTMX11819, ASTMX09327	OFUSG21395.2.p1, OFUSG21395.1.p1
OG0000181	ASTMX00767, ASTMX04758, ASTMX15059, ASTMX14093, ASTMX17806	OFUSG16146.1.p1
OG0000181	ASTMX02628, ASTMX03065	OFUSG05616.1.p1
OG0000181	ASTMX09488	OFUSG26101.1.p1
OG0000182	ASTMX21649, ASTMX11305, ASTMX20586, ASTMX20460	OFUSG19980.1.p1
OG0000183	ASTMX04432, ASTMX12508, ASTMX19843, ASTMX02763, ASTMX03936, ASTMX05623, ASTMX20239, ASTMX16109	OFUSG11627.1.p1, OFUSG11627.2.p1
OG0000183	ASTMX12358, ASTMX03484	OFUSG08563.2.p1, OFUSG08563.1.p1
OG0000183	ASTMX16504, ASTMX16505	OFUSG09522.1.p1
OG0000184	ASTMX12437, ASTMX12438	OFUSG15487.1.p1, OFUSG21878.1.p1, OFUSG08044.1.p1, OFUSG14499.1.p1
OG0000185	ASTMX11051, ASTMX13737, ASTMX00167	OFUSG16625.1.p1
OG0000185	ASTMX03777, ASTMX11765	OFUSG16481.1.p1
OG0000185	ASTMX03539, ASTMX09726, ASTMX15810, ASTMX01652	OFUSG05213.1.p1
OG0000185	ASTMX12894, ASTMX07504	OFUSG17591.4.p1, OFUSG17591.1.p1, OFUSG17591.5.p1, OFUSG17591.3.p1, OFUSG17591.2.p1
OG0000186	ASTMX18771	OFUSG07317.1.p1, OFUSG14800.1.p1, OFUSG14836.1.p1, OFUSG14836.3.p1, OFUSG14836.2.p1
OG0000187	ASTMX22425, ASTMX22332, ASTMX22516, ASTMX22933, ASTMX03705, ASTMX19535	OFUSG14596.1.p1
OG0000188	ASTMX16874	OFUSG15781.1.p1
OG0000188	ASTMX08644	OFUSG03011.1.p1
OG0000188	ASTMX17563, ASTMX09974, ASTMX22080	OFUSG18212.1.p1
OG0000188	ASTMX21970	OFUSG10551.1.p1
OG0000191	ASTMX14179	OFUSG02590.1.p1
OG0000191	ASTMX16854, ASTMX18268, ASTMX21151, ASTMX08944, ASTMX04567, ASTMX04280	OFUSG26600.1.p1
OG0000192	ASTMX07878	OFUSG10808.1.p1
OG0000192	ASTMX20901, ASTMX19840, ASTMX01591, ASTMX00329, ASTMX15434, ASTMX02346	OFUSG12780.1.p1
OG0000192	ASTMX22789, ASTMX13707	OFUSG25720.1.p1
OG0000192	ASTMX14856	OFUSG10409.1.p1, OFUSG02450.1.p1
OG0000194	ASTMX14940, ASTMX03197, ASTMX16653, ASTMX22443, ASTMX22363, ASTMX14331	OFUSG13910.1.p1, OFUSG20742.1.p1
OG0000195	ASTMX06503, ASTMX06504, ASTMX08420, ASTMX05669	OFUSG14819.1.p1
OG0000197	ASTMX14222, ASTMX13243, ASTMX19993	OFUSG23747.1.p1, OFUSG02988.1.p1, OFUSG15559.1.p1, OFUSG14607.2.p1, OFUSG14607.1.p1, OFUSG25988.2.p1, OFUSG25988.1.p1
OG0000197	ASTMX04274, ASTMX00851, ASTMX10141	OFUSG24608.1.p1, OFUSG26953.1.p1, OFUSG22739.1.p1
OG0000200	ASTMX16217, ASTMX11123	OFUSG12953.2.p1, OFUSG12953.1.p1, OFUSG25800.1.p1, OFUSG11985.1.p1, OFUSG21631.1.p1
OG0000201	ASTMX16364, ASTMX16005, ASTMX04412, ASTMX17973, ASTMX12848	OFUSG15046.2.p1, OFUSG15046.1.p1
