Orthogroup	ASTMX	CAEEL
OG0000231	ASTMX01168, ASTMX10711, ASTMX06042, ASTMX21702, ASTMX18443, ASTMX22637, ASTMX00067	CAEEL08481
OG0000231	ASTMX21905, ASTMX09216, ASTMX07397, ASTMX07396	CAEEL01724
OG0000234	ASTMX02457, ASTMX11930, ASTMX03378, ASTMX21596, ASTMX09075, ASTMX14217	CAEEL02295
OG0000234	ASTMX02028, ASTMX03572	CAEEL03013, CAEEL03014
OG0000235	ASTMX06227, ASTMX00260, ASTMX11628, ASTMX03682, ASTMX10834, ASTMX10074	CAEEL10795, CAEEL07012
OG0000236	ASTMX08747, ASTMX03149	CAEEL19835
OG0000238	ASTMX07705, ASTMX20450, ASTMX07704	CAEEL15430, CAEEL15432, CAEEL15171, CAEEL15387
OG0000239	ASTMX01276, ASTMX03280	CAEEL14926
OG0000239	ASTMX15869, ASTMX10448, ASTMX21437, ASTMX01895	CAEEL00570
OG0000242	ASTMX22355, ASTMX17492, ASTMX17491, ASTMX21993, ASTMX02117, ASTMX00357, ASTMX20526, ASTMX12612	CAEEL05302
OG0000242	ASTMX04049, ASTMX03054	CAEEL01149, CAEEL01953, CAEEL01038, CAEEL11304, CAEEL00585, CAEEL01041, CAEEL01477
OG0000244	ASTMX01790, ASTMX01791, ASTMX05536, ASTMX00432, ASTMX01984, ASTMX17641, ASTMX00972, ASTMX16602, ASTMX08895, ASTMX21456, ASTMX15853, ASTMX06255, ASTMX15851, ASTMX07398	CAEEL11789, CAEEL12688
OG0000248	ASTMX14140, ASTMX14138, ASTMX19921, ASTMX21287, ASTMX14135, ASTMX14137, ASTMX14134	CAEEL17077
OG0000249	ASTMX21591, ASTMX22691, ASTMX16793, ASTMX20743, ASTMX13638, ASTMX06866, ASTMX22940	CAEEL02928
OG0000249	ASTMX20082	CAEEL00206
OG0000250	ASTMX18265	CAEEL11963
OG0000250	ASTMX22935, ASTMX21081	CAEEL07261
OG0000250	ASTMX10554	CAEEL04698
OG0000250	ASTMX10861	CAEEL06732
OG0000251	ASTMX07951, ASTMX20026, ASTMX00737, ASTMX14618	CAEEL03882, CAEEL05921, CAEEL16332, CAEEL04207
OG0000255	ASTMX15208	CAEEL05168
OG0000255	ASTMX00265	CAEEL05715
OG0000256	ASTMX14236, ASTMX14182, ASTMX17896	CAEEL11937, CAEEL19468
OG0000257	ASTMX01595, ASTMX20351, ASTMX06234	CAEEL01910, CAEEL15386
OG0000258	ASTMX10103, ASTMX07818, ASTMX21558, ASTMX12307	CAEEL19537
OG0000258	ASTMX13949, ASTMX09429, ASTMX02019	CAEEL09342
OG0000258	ASTMX10822, ASTMX04575, ASTMX10602, ASTMX16862	CAEEL15770
OG0000260	ASTMX02089, ASTMX00793, ASTMX08323, ASTMX08530, ASTMX00791, ASTMX02088, ASTMX20570, ASTMX18863, ASTMX00302, ASTMX12581, ASTMX21781	CAEEL11482
OG0000265	ASTMX20048, ASTMX19410, ASTMX06906, ASTMX17905, ASTMX03304	CAEEL20581
OG0000265	ASTMX17774, ASTMX08300	CAEEL10364
OG0000266	ASTMX18084	CAEEL02705, CAEEL19379, CAEEL09158
OG0000268	ASTMX14616	CAEEL08164
OG0000272	ASTMX06714, ASTMX15391, ASTMX13685, ASTMX17539, ASTMX11464, ASTMX21154	CAEEL11804, CAEEL19905
OG0000273	ASTMX02360	CAEEL18644
OG0000273	ASTMX21300	CAEEL20077
OG0000275	ASTMX01252, ASTMX09512, ASTMX08521	CAEEL14783
OG0000275	ASTMX06622, ASTMX15608, ASTMX09767	CAEEL11381, CAEEL10050
OG0000277	ASTMX17498, ASTMX03998, ASTMX13452	CAEEL07730, CAEEL07729
OG0000277	ASTMX12126, ASTMX12127, ASTMX03033, ASTMX03664	CAEEL11066
OG0000278	ASTMX06005	CAEEL07740
OG0000278	ASTMX18193	CAEEL09180
OG0000278	ASTMX01574	CAEEL07099
OG0000278	ASTMX16975, ASTMX10057	CAEEL02024
OG0000282	ASTMX18342, ASTMX09599, ASTMX04653, ASTMX06602, ASTMX00322, ASTMX19110, ASTMX07649	CAEEL11864
OG0000284	ASTMX02036, ASTMX20925, ASTMX22871, ASTMX20924, ASTMX11406, ASTMX17126	CAEEL18846
OG0000287	ASTMX06158, ASTMX08976, ASTMX08226, ASTMX02242	CAEEL19227, CAEEL19907, CAEEL20741, CAEEL18156
OG0000295	ASTMX20405, ASTMX19587, ASTMX20406, ASTMX19588	CAEEL04248, CAEEL10950
OG0000296	ASTMX01322	CAEEL14675
OG0000301	ASTMX04615, ASTMX10168, ASTMX20352, ASTMX20442	CAEEL11399
OG0000301	ASTMX20705, ASTMX07228, ASTMX02917	CAEEL18767
OG0000302	ASTMX07861, ASTMX13265	CAEEL08099
OG0000305	ASTMX12592	CAEEL19499
OG0000305	ASTMX21234, ASTMX21268, ASTMX04324, ASTMX20856, ASTMX15186, ASTMX15028, ASTMX21047, ASTMX05366, ASTMX05365	CAEEL15162, CAEEL10872, CAEEL15163
OG0000306	ASTMX13715	CAEEL11447, CAEEL11444, CAEEL11445
OG0000308	ASTMX20341, ASTMX17147, ASTMX10685, ASTMX02323, ASTMX17926, ASTMX00819, ASTMX09110	CAEEL00748
OG0000312	ASTMX17975	CAEEL19323
OG0000312	ASTMX04117, ASTMX04116, ASTMX07002	CAEEL16684
OG0000312	ASTMX19559, ASTMX13976	CAEEL08464
OG0000315	ASTMX11724	CAEEL07409
OG0000315	ASTMX22299, ASTMX08025, ASTMX19001	CAEEL07609
OG0000315	ASTMX08301, ASTMX03040	CAEEL07292
OG0000316	ASTMX08202, ASTMX07921, ASTMX11016	CAEEL01799
OG0000319	ASTMX15258, ASTMX11737	CAEEL10346
OG0000321	ASTMX18898, ASTMX00098, ASTMX08418, ASTMX18899, ASTMX00099, ASTMX08419	CAEEL19255
OG0000322	ASTMX06004	CAEEL18855, CAEEL09291, CAEEL09109
OG0000323	ASTMX22681, ASTMX22354, ASTMX00314, ASTMX09179, ASTMX02635, ASTMX13255, ASTMX10841	CAEEL08030
OG0000325	ASTMX18823	CAEEL01448, CAEEL10554
OG0000327	ASTMX06414, ASTMX05544, ASTMX06421, ASTMX13482, ASTMX13483, ASTMX13484, ASTMX06420	CAEEL18527
OG0000327	ASTMX06415	CAEEL06891
OG0000329	ASTMX19045, ASTMX00981, ASTMX16644, ASTMX07883, ASTMX17956, ASTMX09130, ASTMX14126, ASTMX20509	CAEEL05342
OG0000332	ASTMX11275, ASTMX11192, ASTMX09975, ASTMX05899, ASTMX11997, ASTMX14907	CAEEL10794
OG0000333	ASTMX14239	CAEEL20574
OG0000338	ASTMX13042, ASTMX20131, ASTMX05102, ASTMX05103, ASTMX03140	CAEEL02726
OG0000343	ASTMX10298, ASTMX08048, ASTMX09330, ASTMX07009, ASTMX11872, ASTMX14973	CAEEL00542
OG0000345	ASTMX17770, ASTMX16023, ASTMX16273, ASTMX07982, ASTMX01509	CAEEL09288
OG0000346	ASTMX02056	CAEEL10353
OG0000346	ASTMX21003	CAEEL01774
OG0000346	ASTMX22643, ASTMX06469, ASTMX11553, ASTMX10029, ASTMX21757, ASTMX10400	CAEEL04767
OG0000350	ASTMX11261, ASTMX15296, ASTMX12615, ASTMX04193, ASTMX12247	CAEEL13904
OG0000352	ASTMX05896, ASTMX03995, ASTMX17359, ASTMX13140	CAEEL05587
OG0000353	ASTMX09282	CAEEL10431
OG0000353	ASTMX22996, ASTMX17983, ASTMX09283	CAEEL10430
OG0000356	ASTMX09465, ASTMX09256	CAEEL10812
OG0000357	ASTMX17598, ASTMX10965, ASTMX09989, ASTMX05067, ASTMX15356	CAEEL07861
OG0000357	ASTMX15888, ASTMX01105, ASTMX14562, ASTMX04757	CAEEL10151, CAEEL05953
OG0000358	ASTMX16628, ASTMX07152, ASTMX07224	CAEEL13826
OG0000358	ASTMX07099, ASTMX00097	CAEEL19072
OG0000359	ASTMX07087, ASTMX13220	CAEEL02740, CAEEL18786, CAEEL18785
OG0000363	ASTMX15773, ASTMX01558, ASTMX08726	CAEEL04898, CAEEL01034, CAEEL00066
OG0000363	ASTMX19424	CAEEL12357, CAEEL16480
OG0000364	ASTMX08125	CAEEL18153, CAEEL18154
OG0000365	ASTMX14935, ASTMX12525, ASTMX16950, ASTMX06169	CAEEL03052
OG0000367	ASTMX18601, ASTMX09449, ASTMX02026, ASTMX13956, ASTMX04028, ASTMX06700, ASTMX14123, ASTMX14122, ASTMX18667	CAEEL11241
OG0000372	ASTMX00698	CAEEL09938
OG0000372	ASTMX11491	CAEEL06634
OG0000372	ASTMX06694, ASTMX07580, ASTMX13013	CAEEL11042
OG0000373	ASTMX07311, ASTMX17503	CAEEL08053
OG0000373	ASTMX11338, ASTMX01301, ASTMX01605	CAEEL15439
OG0000374	ASTMX04768, ASTMX06554, ASTMX08406	CAEEL04637
OG0000375	ASTMX18856, ASTMX13500	CAEEL04597
OG0000378	ASTMX14466, ASTMX10279, ASTMX09784, ASTMX19100, ASTMX01130	CAEEL01589
OG0000378	ASTMX03495, ASTMX00112, ASTMX09555, ASTMX08740, ASTMX06762	CAEEL18606
OG0000382	ASTMX05165, ASTMX22929, ASTMX06353, ASTMX05166, ASTMX02014, ASTMX06354	CAEEL10275
OG0000385	ASTMX12707, ASTMX02895, ASTMX01809, ASTMX18429, ASTMX18427, ASTMX18428	CAEEL20119, CAEEL20120, CAEEL20118, CAEEL05039, CAEEL19866, CAEEL19865, CAEEL19762, CAEEL19761, CAEEL19763, CAEEL19764, CAEEL17379, CAEEL11987, CAEEL00992
OG0000389	ASTMX12665, ASTMX03229	CAEEL08944, CAEEL11888
OG0000391	ASTMX13969, ASTMX04762, ASTMX02755, ASTMX07882	CAEEL07480, CAEEL01186
OG0000392	ASTMX12388, ASTMX03996, ASTMX06463, ASTMX05494	CAEEL03273
OG0000393	ASTMX19684, ASTMX19683	CAEEL14690
OG0000393	ASTMX17767	CAEEL11594
OG0000393	ASTMX20759	CAEEL00138
OG0000395	ASTMX22343	CAEEL11086
OG0000399	ASTMX07149, ASTMX09464	CAEEL12746
OG0000399	ASTMX15648, ASTMX13680	CAEEL18399
OG0000399	ASTMX07577, ASTMX13014	CAEEL01136
OG0000399	ASTMX14554, ASTMX05126, ASTMX19706	CAEEL00515
OG0000401	ASTMX17054, ASTMX15521, ASTMX14025	CAEEL07254
OG0000402	ASTMX15651, ASTMX21467, ASTMX17950, ASTMX07646, ASTMX19109	CAEEL20859
OG0000402	ASTMX00692, ASTMX17284, ASTMX02556	CAEEL09914, CAEEL09915
OG0000403	ASTMX06115	CAEEL13991
OG0000404	ASTMX17035, ASTMX14046	CAEEL04503
OG0000405	ASTMX06845, ASTMX10883, ASTMX04895, ASTMX21258, ASTMX08631, ASTMX07907	CAEEL01740
OG0000411	ASTMX20008, ASTMX01392, ASTMX12902, ASTMX10040, ASTMX11435, ASTMX15616, ASTMX07989, ASTMX01643	CAEEL02373
OG0000412	ASTMX08855	CAEEL11655
OG0000412	ASTMX13390, ASTMX06615	CAEEL09909
OG0000412	ASTMX11203, ASTMX12505	CAEEL20650
OG0000413	ASTMX22225, ASTMX13671, ASTMX19651, ASTMX16482, ASTMX04390	CAEEL15525
OG0000413	ASTMX16688, ASTMX04912, ASTMX09192, ASTMX19930	CAEEL18945
OG0000419	ASTMX07275, ASTMX17113, ASTMX14421, ASTMX01798, ASTMX13831, ASTMX01797	CAEEL19090
OG0000424	ASTMX07663	CAEEL14391, CAEEL12816, CAEEL12859, CAEEL15190, CAEEL16002, CAEEL14301, CAEEL11422, CAEEL16478
OG0000425	ASTMX16190, ASTMX11596, ASTMX04218, ASTMX01381, ASTMX08082, ASTMX16429, ASTMX07289, ASTMX14964	CAEEL13865, CAEEL13864
OG0000426	ASTMX14958	CAEEL19943
OG0000426	ASTMX11516, ASTMX15003, ASTMX14175, ASTMX10096, ASTMX04997	CAEEL20473
OG0000427	ASTMX06287, ASTMX09008, ASTMX05255, ASTMX14566, ASTMX04360, ASTMX10338, ASTMX00106, ASTMX00224	CAEEL05100
OG0000429	ASTMX07836	CAEEL02588, CAEEL02589, CAEEL02587, CAEEL02586, CAEEL08573, CAEEL20624
OG0000430	ASTMX07369	CAEEL14592, CAEEL00514
OG0000431	ASTMX19915, ASTMX11097, ASTMX09197, ASTMX22566, ASTMX06516, ASTMX00145, ASTMX09571	CAEEL07320
OG0000432	ASTMX14397, ASTMX08330, ASTMX02099, ASTMX08388, ASTMX14398	CAEEL05840, CAEEL08239
OG0000433	ASTMX01496, ASTMX04993	CAEEL18122
OG0000433	ASTMX10245, ASTMX08139, ASTMX12987	CAEEL00915, CAEEL00914
OG0000436	ASTMX00162, ASTMX01672, ASTMX22621, ASTMX04268	CAEEL08451, CAEEL08483, CAEEL08086
OG0000442	ASTMX11711, ASTMX07283, ASTMX12980	CAEEL10760
OG0000443	ASTMX18401, ASTMX18402, ASTMX12956	CAEEL07750
OG0000444	ASTMX14380, ASTMX00703, ASTMX21179	CAEEL18555
OG0000444	ASTMX10912, ASTMX16562	CAEEL11270, CAEEL13198, CAEEL07333, CAEEL07332, CAEEL07334, CAEEL18670
OG0000446	ASTMX01267	CAEEL08845
OG0000446	ASTMX05013	CAEEL11745
OG0000447	ASTMX14913, ASTMX09104, ASTMX06112, ASTMX14924, ASTMX04090, ASTMX14911, ASTMX21473	CAEEL07754, CAEEL07753
OG0000450	ASTMX07538, ASTMX08134, ASTMX11116, ASTMX11115, ASTMX01427, ASTMX10964, ASTMX17597, ASTMX18833, ASTMX18053, ASTMX11721, ASTMX11722	CAEEL09221
OG0000452	ASTMX02015, ASTMX05164	CAEEL18774, CAEEL01070, CAEEL01729, CAEEL00373
OG0000454	ASTMX10568, ASTMX07895, ASTMX18556, ASTMX19705, ASTMX19391, ASTMX05140	CAEEL02877, CAEEL02880, CAEEL02881, CAEEL02883, CAEEL02884, CAEEL02885, CAEEL02878, CAEEL02887, CAEEL02879, CAEEL02882
OG0000458	ASTMX09867, ASTMX09869, ASTMX09868, ASTMX12750	CAEEL19373
OG0000461	ASTMX14096	CAEEL06628
OG0000461	ASTMX09634, ASTMX19013	CAEEL08066
OG0000463	ASTMX05187, ASTMX18847	CAEEL00961
OG0000467	ASTMX19597, ASTMX15795, ASTMX10740, ASTMX09415, ASTMX01966, ASTMX05515, ASTMX02018	CAEEL10426, CAEEL00823
OG0000468	ASTMX16969, ASTMX16968, ASTMX16966, ASTMX16964, ASTMX16965, ASTMX16967, ASTMX08249, ASTMX07575	CAEEL05744
OG0000469	ASTMX17554, ASTMX08379, ASTMX20035, ASTMX11781, ASTMX01028, ASTMX09278, ASTMX13963, ASTMX16633, ASTMX02217, ASTMX04047	CAEEL09645
OG0000470	ASTMX20617, ASTMX01420, ASTMX16395	CAEEL01892
OG0000470	ASTMX15646, ASTMX03241, ASTMX22015	CAEEL15886
OG0000472	ASTMX08994, ASTMX08995	CAEEL04041, CAEEL06168
OG0000475	ASTMX05454, ASTMX09395, ASTMX04770	CAEEL00594, CAEEL00593
OG0000476	ASTMX15748	CAEEL20693, CAEEL00887
OG0000476	ASTMX15079	CAEEL13996, CAEEL04770
OG0000478	ASTMX06404, ASTMX08367, ASTMX22529, ASTMX16617	CAEEL16147, CAEEL11281
OG0000479	ASTMX07487, ASTMX08702, ASTMX01240, ASTMX04831, ASTMX08818	CAEEL02339
OG0000479	ASTMX21850, ASTMX17585, ASTMX15198, ASTMX05901	CAEEL09202
OG0000480	ASTMX05218, ASTMX07171, ASTMX07170	CAEEL10994, CAEEL19312, CAEEL11292
OG0000481	ASTMX04468	CAEEL09089, CAEEL09097
OG0000481	ASTMX15759	CAEEL07158
OG0000481	ASTMX21277, ASTMX10551	CAEEL11815
OG0000482	ASTMX02712, ASTMX01408, ASTMX16479	CAEEL12763
OG0000482	ASTMX01407, ASTMX16480	CAEEL16609
OG0000484	ASTMX06464, ASTMX05493, ASTMX21963, ASTMX03189, ASTMX02359, ASTMX05957	CAEEL04965, CAEEL04966
OG0000485	ASTMX18912, ASTMX15444	CAEEL19088, CAEEL15576
OG0000486	ASTMX13378, ASTMX03758	CAEEL06528, CAEEL08508, CAEEL10686, CAEEL10332, CAEEL10336, CAEEL11227, CAEEL11225, CAEEL12738
OG0000487	ASTMX07842, ASTMX20342	CAEEL16728, CAEEL12342
OG0000488	ASTMX03433, ASTMX00689	CAEEL05865, CAEEL05866
OG0000490	ASTMX19146, ASTMX08274, ASTMX14197, ASTMX19145, ASTMX08725, ASTMX15774, ASTMX08972, ASTMX03317	CAEEL00687, CAEEL19730
OG0000491	ASTMX05642, ASTMX18439, ASTMX18438, ASTMX18437, ASTMX14753, ASTMX17371, ASTMX11249	CAEEL07820
OG0000495	ASTMX01188	CAEEL07186
OG0000496	ASTMX14117, ASTMX19979	CAEEL01836
OG0000497	ASTMX22201, ASTMX10346, ASTMX13802, ASTMX03464, ASTMX13801	CAEEL11475, CAEEL02002
OG0000497	ASTMX21023, ASTMX02074	CAEEL19219
OG0000503	ASTMX07343, ASTMX16980, ASTMX02609, ASTMX03072	CAEEL18781, CAEEL18780
OG0000503	ASTMX21242	CAEEL01216
OG0000504	ASTMX09815, ASTMX14231, ASTMX10657, ASTMX03402, ASTMX11929, ASTMX02863, ASTMX05201, ASTMX20171	CAEEL11210
OG0000508	ASTMX01457, ASTMX09874	CAEEL07260
OG0000510	ASTMX10189, ASTMX20520, ASTMX12755, ASTMX12852, ASTMX10966, ASTMX16608	CAEEL10925, CAEEL11992, CAEEL05859, CAEEL08413
OG0000514	ASTMX10637, ASTMX15495, ASTMX20347, ASTMX17787, ASTMX03613, ASTMX20346	CAEEL07294, CAEEL18391
OG0000519	ASTMX13209, ASTMX05997	CAEEL01270
OG0000520	ASTMX09994, ASTMX18836, ASTMX07327, ASTMX19989, ASTMX14233, ASTMX09883	CAEEL07490
OG0000521	ASTMX16378, ASTMX12513, ASTMX04599, ASTMX14516, ASTMX14141, ASTMX03940, ASTMX02711, ASTMX16377	CAEEL14050
OG0000523	ASTMX14503	CAEEL07536, CAEEL13092
OG0000524	ASTMX13403, ASTMX02748	CAEEL17529
OG0000525	ASTMX22715, ASTMX10039, ASTMX12399	CAEEL19149
OG0000525	ASTMX02688, ASTMX11391	CAEEL19113
OG0000527	ASTMX21736, ASTMX22367, ASTMX02383, ASTMX14201, ASTMX19141	CAEEL20771
OG0000528	ASTMX18461, ASTMX02315, ASTMX10467, ASTMX20121	CAEEL17966
OG0000529	ASTMX21144, ASTMX18927	CAEEL09737, CAEEL12247
OG0000529	ASTMX11508, ASTMX07444, ASTMX17776, ASTMX00725	CAEEL14327
OG0000530	ASTMX03176, ASTMX02906, ASTMX17387, ASTMX07408, ASTMX19455	CAEEL05713, CAEEL05714
OG0000531	ASTMX15871	CAEEL07670
OG0000532	ASTMX11129, ASTMX21141	CAEEL05864, CAEEL10521, CAEEL00080, CAEEL20665, CAEEL04618
OG0000534	ASTMX08654, ASTMX15015, ASTMX16887, ASTMX17809, ASTMX14095, ASTMX16886	CAEEL06960
OG0000535	ASTMX07978, ASTMX01946, ASTMX20355, ASTMX22489	CAEEL18521
OG0000537	ASTMX02700, ASTMX00178, ASTMX15548, ASTMX22237	CAEEL20692
OG0000537	ASTMX15547, ASTMX02699, ASTMX00179	CAEEL08509
OG0000538	ASTMX06663, ASTMX01046, ASTMX13231, ASTMX04495, ASTMX12645, ASTMX21007	CAEEL07439
OG0000539	ASTMX18298, ASTMX11895	CAEEL15234, CAEEL08363, CAEEL07779
OG0000542	ASTMX11231, ASTMX21069	CAEEL09055
OG0000542	ASTMX04273	CAEEL15478
OG0000545	ASTMX10987	CAEEL15746
OG0000545	ASTMX08452, ASTMX01683, ASTMX12544, ASTMX08514, ASTMX06310	CAEEL14386
OG0000546	ASTMX03169	CAEEL05028, CAEEL10535, CAEEL11324, CAEEL15408
OG0000548	ASTMX20814, ASTMX19774, ASTMX15937, ASTMX10502, ASTMX10235, ASTMX16625, ASTMX05347	CAEEL10591, CAEEL10590
OG0000550	ASTMX22613	CAEEL11841
OG0000551	ASTMX02105	CAEEL05226
OG0000560	ASTMX10434, ASTMX12293	CAEEL00689
OG0000561	ASTMX12281, ASTMX09747, ASTMX04726	CAEEL15785
OG0000562	ASTMX02939	CAEEL12354
OG0000563	ASTMX12226, ASTMX05877, ASTMX13470	CAEEL07864
OG0000566	ASTMX21688, ASTMX02449, ASTMX22106, ASTMX06097, ASTMX02203, ASTMX02202, ASTMX09638	CAEEL15091
OG0000567	ASTMX07889, ASTMX10650	CAEEL02967
OG0000567	ASTMX02913	CAEEL00946, CAEEL06307, CAEEL10055, CAEEL11553, CAEEL04491
OG0000572	ASTMX14415, ASTMX08526	CAEEL13663
OG0000572	ASTMX09438, ASTMX05246	CAEEL04776
OG0000573	ASTMX11352, ASTMX15555, ASTMX04860, ASTMX18772, ASTMX02110	CAEEL05940
OG0000573	ASTMX02201	CAEEL01355
OG0000574	ASTMX11657	CAEEL18789, CAEEL19638, CAEEL19639
OG0000574	ASTMX08559	CAEEL19209, CAEEL18848
OG0000576	ASTMX00576, ASTMX05718, ASTMX14775, ASTMX02752, ASTMX15841, ASTMX00788	CAEEL06802
OG0000578	ASTMX18006, ASTMX10470, ASTMX08286, ASTMX01576, ASTMX10827, ASTMX04585	CAEEL16491, CAEEL16492, CAEEL16490
OG0000579	ASTMX19442, ASTMX10867, ASTMX05568, ASTMX19217, ASTMX02063, ASTMX06365	CAEEL11246, CAEEL09670, CAEEL09822
OG0000580	ASTMX08882	CAEEL19061
OG0000580	ASTMX14484	CAEEL06306
OG0000581	ASTMX10825, ASTMX10598, ASTMX16864, ASTMX19514	CAEEL15703
OG0000581	ASTMX10599, ASTMX16863, ASTMX10824, ASTMX04580, ASTMX10823, ASTMX17300	CAEEL14055, CAEEL14054
OG0000582	ASTMX11411, ASTMX20610, ASTMX13349, ASTMX13077, ASTMX01858, ASTMX10152	CAEEL19553, CAEEL19552
OG0000583	ASTMX19288, ASTMX12142, ASTMX19104, ASTMX09781, ASTMX15227, ASTMX16808, ASTMX07495	CAEEL01762, CAEEL01763
OG0000585	ASTMX10753, ASTMX02113, ASTMX17466, ASTMX08311, ASTMX20178, ASTMX01009	CAEEL11782, CAEEL11783
OG0000587	ASTMX17633, ASTMX15674, ASTMX05654, ASTMX18684, ASTMX02880	CAEEL14207
OG0000587	ASTMX13819	CAEEL18702
OG0000588	ASTMX14157, ASTMX18468, ASTMX06494, ASTMX10386, ASTMX19382, ASTMX03016	CAEEL05897
OG0000589	ASTMX00371, ASTMX03603, ASTMX00369, ASTMX00368, ASTMX00370, ASTMX02599, ASTMX02002, ASTMX18733, ASTMX08294, ASTMX08295, ASTMX08296	CAEEL19870, CAEEL19442, CAEEL17146, CAEEL10281
OG0000590	ASTMX12992, ASTMX20440, ASTMX15142, ASTMX10181, ASTMX04496	CAEEL01780
OG0000591	ASTMX04992, ASTMX12325	CAEEL19878
OG0000591	ASTMX06089, ASTMX06091, ASTMX09194	CAEEL18367
OG0000592	ASTMX15625, ASTMX01208, ASTMX00581, ASTMX20394, ASTMX11355	CAEEL14862, CAEEL07829, CAEEL16963, CAEEL16245, CAEEL16244
OG0000593	ASTMX11066, ASTMX07725, ASTMX21954, ASTMX04864, ASTMX09942, ASTMX00591, ASTMX02549, ASTMX05477, ASTMX19749	CAEEL02027
OG0000594	ASTMX12792, ASTMX14374, ASTMX18889, ASTMX12791, ASTMX14375, ASTMX18890, ASTMX10755, ASTMX00628	CAEEL11331
OG0000597	ASTMX09658, ASTMX18806, ASTMX12198, ASTMX07313, ASTMX15757	CAEEL08741
OG0000602	ASTMX11828, ASTMX15540, ASTMX07892, ASTMX18681, ASTMX15541, ASTMX07893, ASTMX11827, ASTMX00030, ASTMX18680	CAEEL20599
OG0000603	ASTMX01585, ASTMX22855, ASTMX10221, ASTMX04851, ASTMX01584, ASTMX06561, ASTMX19202	CAEEL15474
OG0000604	ASTMX03235, ASTMX11005, ASTMX17547, ASTMX19569, ASTMX12146, ASTMX03234, ASTMX19571, ASTMX20953, ASTMX20951, ASTMX19937, ASTMX21867, ASTMX19572, ASTMX20954	CAEEL14390
OG0000608	ASTMX19885	CAEEL06882
OG0000609	ASTMX09487, ASTMX19499, ASTMX00147, ASTMX19500, ASTMX13250, ASTMX05358	CAEEL11904
OG0000611	ASTMX07157, ASTMX09331, ASTMX05615	CAEEL08225
OG0000611	ASTMX12827	CAEEL09831
OG0000612	ASTMX10076, ASTMX09692, ASTMX18860, ASTMX09749	CAEEL07651
OG0000612	ASTMX15804	CAEEL06875
OG0000613	ASTMX01217, ASTMX05307, ASTMX07479, ASTMX16319	CAEEL14429, CAEEL16442
OG0000614	ASTMX11010	CAEEL16724
OG0000615	ASTMX21454, ASTMX20753, ASTMX11891, ASTMX11351, ASTMX16657, ASTMX03183	CAEEL19705
OG0000616	ASTMX16225	CAEEL19744
OG0000619	ASTMX10497, ASTMX11699, ASTMX15036, ASTMX15037, ASTMX12055, ASTMX11698, ASTMX11697	CAEEL02635
OG0000623	ASTMX07600	CAEEL16178, CAEEL06411
OG0000623	ASTMX07831, ASTMX20139, ASTMX15503	CAEEL16276
OG0000624	ASTMX13226, ASTMX19412, ASTMX08664	CAEEL08547
OG0000625	ASTMX11301, ASTMX11304, ASTMX11302, ASTMX16523, ASTMX16522, ASTMX11303, ASTMX14967, ASTMX11878	CAEEL18539
OG0000626	ASTMX00847, ASTMX01224, ASTMX06433, ASTMX01759, ASTMX01760	CAEEL19740
OG0000627	ASTMX21721, ASTMX00646, ASTMX01724, ASTMX02960, ASTMX07039, ASTMX06195	CAEEL01126
OG0000636	ASTMX16568, ASTMX15211, ASTMX02467, ASTMX01529, ASTMX19165, ASTMX14950	CAEEL19659
OG0000637	ASTMX21369, ASTMX21579, ASTMX17434	CAEEL18181
OG0000639	ASTMX07088, ASTMX03393	CAEEL00195
OG0000639	ASTMX02657, ASTMX18519, ASTMX07469	CAEEL00077
OG0000642	ASTMX10591	CAEEL04693
OG0000645	ASTMX12833, ASTMX02606	CAEEL14093
OG0000645	ASTMX18567, ASTMX05124	CAEEL02916
OG0000646	ASTMX06884, ASTMX16478, ASTMX02676	CAEEL06213, CAEEL06212
OG0000647	ASTMX17066, ASTMX19826, ASTMX06640, ASTMX12729, ASTMX12730	CAEEL14095, CAEEL17996
OG0000648	ASTMX22428, ASTMX02643	CAEEL05737
OG0000649	ASTMX09392, ASTMX04774, ASTMX18484, ASTMX18485, ASTMX01888	CAEEL08770
OG0000650	ASTMX12731, ASTMX05353, ASTMX08700, ASTMX08975, ASTMX20574, ASTMX08278, ASTMX16890, ASTMX00837, ASTMX13841	CAEEL15107
OG0000651	ASTMX17737, ASTMX05303, ASTMX08641	CAEEL08479
OG0000652	ASTMX00762, ASTMX06378, ASTMX06377, ASTMX00760, ASTMX00761, ASTMX07128, ASTMX20824, ASTMX06369	CAEEL09392, CAEEL09393
OG0000653	ASTMX16680, ASTMX08281, ASTMX18100, ASTMX03946, ASTMX02496, ASTMX13550, ASTMX18970, ASTMX13180, ASTMX06484	CAEEL20136
OG0000654	ASTMX13738, ASTMX11052, ASTMX19746, ASTMX10206, ASTMX17145, ASTMX00164	CAEEL00509
OG0000657	ASTMX19394, ASTMX19395, ASTMX12483, ASTMX19401	CAEEL01693
OG0000660	ASTMX00650, ASTMX17867	CAEEL06994
OG0000660	ASTMX22390, ASTMX13764, ASTMX14506, ASTMX05874	CAEEL01886
OG0000660	ASTMX20321	CAEEL01416
OG0000662	ASTMX17885	CAEEL07265
OG0000662	ASTMX16404, ASTMX12633, ASTMX19890, ASTMX07727	CAEEL20546
OG0000663	ASTMX00870, ASTMX22176	CAEEL07269
OG0000664	ASTMX04014, ASTMX05721, ASTMX16074, ASTMX00707	CAEEL10897, CAEEL10896
