Orthogroup	ASTMX	NEMVE
OG0000110	ASTMX08508	NEMVE02573, NEMVE15411, NEMVE13920, NEMVE12399
OG0000113	ASTMX19383, ASTMX05472	NEMVE21021, NEMVE14510
OG0000114	ASTMX11493, ASTMX06799, ASTMX01004, ASTMX05253, ASTMX10478, ASTMX03182, ASTMX06800	NEMVE07046, NEMVE14943
OG0000114	ASTMX20865	NEMVE20958
OG0000116	ASTMX09821	NEMVE11443, NEMVE21821, NEMVE13450, NEMVE22004, NEMVE21900, NEMVE13056
OG0000117	ASTMX02057	NEMVE21138
OG0000117	ASTMX17355	NEMVE12400
OG0000117	ASTMX00401, ASTMX12703	NEMVE06169, NEMVE03380
OG0000119	ASTMX04143, ASTMX08665, ASTMX05337, ASTMX14891, ASTMX21636	NEMVE22896
OG0000119	ASTMX00656, ASTMX18233	NEMVE15248
OG0000120	ASTMX22429	NEMVE07384, NEMVE08536, NEMVE12836
OG0000120	ASTMX22743	NEMVE08594
OG0000121	ASTMX16272, ASTMX04663, ASTMX01517	NEMVE22381
OG0000122	ASTMX10444, ASTMX20272, ASTMX16361, ASTMX12761, ASTMX10832	NEMVE05937, NEMVE10909
OG0000124	ASTMX16401, ASTMX07748	NEMVE24720
OG0000124	ASTMX10640, ASTMX14745, ASTMX06441	NEMVE14854
OG0000124	ASTMX15641, ASTMX13821, ASTMX22615, ASTMX05824	NEMVE13714
OG0000126	ASTMX18095, ASTMX08006, ASTMX06040	NEMVE07689
OG0000126	ASTMX08551, ASTMX08784, ASTMX11157	NEMVE08729, NEMVE02964
OG0000126	ASTMX06187, ASTMX17244	NEMVE00909
OG0000126	ASTMX07769, ASTMX02408, ASTMX15338, ASTMX09155, ASTMX05148	NEMVE02955
OG0000127	ASTMX09798, ASTMX08552, ASTMX08785, ASTMX11156, ASTMX05665, ASTMX21500	NEMVE24353
OG0000127	ASTMX08750, ASTMX03142, ASTMX00541, ASTMX00032	NEMVE22473
OG0000127	ASTMX11418, ASTMX00918, ASTMX13409, ASTMX07588, ASTMX13478	NEMVE10526
OG0000127	ASTMX10799, ASTMX06687, ASTMX15259, ASTMX15260	NEMVE13457
OG0000127	ASTMX14863, ASTMX19609, ASTMX20319, ASTMX20860	NEMVE22419
OG0000128	ASTMX05854	NEMVE12106, NEMVE04961, NEMVE01987, NEMVE18699, NEMVE05813, NEMVE00993, NEMVE10370, NEMVE09954, NEMVE24226, NEMVE08877, NEMVE02973, NEMVE07718, NEMVE13536, NEMVE16591, NEMVE07067, NEMVE16738, NEMVE06927
OG0000129	ASTMX02483, ASTMX17929, ASTMX17925, ASTMX02484, ASTMX13044, ASTMX17866, ASTMX17928, ASTMX17927, ASTMX11589, ASTMX08939, ASTMX16539	NEMVE15459, NEMVE24455, NEMVE05043
OG0000129	ASTMX06087, ASTMX09196, ASTMX23025, ASTMX05614	NEMVE14958
OG0000130	ASTMX07135, ASTMX08389, ASTMX02101, ASTMX18603, ASTMX21728, ASTMX10754, ASTMX19065, ASTMX02114, ASTMX12106, ASTMX15566, ASTMX07963, ASTMX11451, ASTMX00189, ASTMX19291	NEMVE06584, NEMVE05300, NEMVE10363, NEMVE19712, NEMVE09669, NEMVE17089, NEMVE10460
OG0000131	ASTMX16327	NEMVE07984, NEMVE05410
OG0000131	ASTMX22582, ASTMX21690, ASTMX18297, ASTMX10440, ASTMX08766	NEMVE20141
OG0000132	ASTMX09702	NEMVE00818, NEMVE00836, NEMVE00732, NEMVE00832, NEMVE00761, NEMVE00751, NEMVE00762, NEMVE00731, NEMVE15492, NEMVE01916
OG0000133	ASTMX21190, ASTMX21064, ASTMX18077, ASTMX22246, ASTMX14992, ASTMX14993, ASTMX14996, ASTMX14990, ASTMX01609, ASTMX13181, ASTMX20897, ASTMX19606, ASTMX08507, ASTMX13886, ASTMX13885, ASTMX22857, ASTMX13138, ASTMX13136, ASTMX22464, ASTMX20563, ASTMX21441, ASTMX13135, ASTMX13134, ASTMX13137, ASTMX22484, ASTMX20559, ASTMX20561, ASTMX13217, ASTMX21568, ASTMX15040, ASTMX21948, ASTMX20560, ASTMX19892, ASTMX02156, ASTMX02949, ASTMX07356, ASTMX07357, ASTMX07358, ASTMX15965, ASTMX15966, ASTMX19613, ASTMX22548, ASTMX22646, ASTMX08902, ASTMX17907, ASTMX17908, ASTMX21952, ASTMX22023, ASTMX21953, ASTMX19611, ASTMX19612, ASTMX15967, ASTMX20736	NEMVE17437
OG0000135	ASTMX03653, ASTMX03652, ASTMX21135, ASTMX21134, ASTMX21184, ASTMX21183, ASTMX21136	NEMVE07712, NEMVE07156, NEMVE10399, NEMVE00765, NEMVE01301, NEMVE08506, NEMVE00634, NEMVE19959, NEMVE11803, NEMVE12861, NEMVE07150, NEMVE09618, NEMVE18689, NEMVE00849, NEMVE01021, NEMVE07037, NEMVE08365, NEMVE09611, NEMVE01856, NEMVE01229
OG0000136	ASTMX10131, ASTMX06597	NEMVE22321, NEMVE17620, NEMVE20155, NEMVE02071, NEMVE04995, NEMVE13318, NEMVE15328
OG0000137	ASTMX17487, ASTMX09719, ASTMX10412, ASTMX17486	NEMVE20817, NEMVE18407
OG0000137	ASTMX04665, ASTMX08942, ASTMX01570, ASTMX22671, ASTMX10792, ASTMX08181	NEMVE09537, NEMVE02104, NEMVE16617, NEMVE07756, NEMVE01665, NEMVE07752, NEMVE04562, NEMVE10746, NEMVE08414, NEMVE08549, NEMVE22935
OG0000139	ASTMX09356	NEMVE16959, NEMVE19997, NEMVE23512, NEMVE25194
OG0000140	ASTMX10669	NEMVE07307
OG0000140	ASTMX02224, ASTMX12432, ASTMX02225, ASTMX01988, ASTMX02223, ASTMX02591, ASTMX03606	NEMVE16491
OG0000142	ASTMX22061	NEMVE18434, NEMVE18435, NEMVE09154
OG0000145	ASTMX13278	NEMVE16199, NEMVE04738, NEMVE21777, NEMVE21974
OG0000146	ASTMX20882	NEMVE12333, NEMVE07870
OG0000146	ASTMX21652	NEMVE03735
OG0000146	ASTMX15531	NEMVE12714, NEMVE07766
OG0000147	ASTMX21303, ASTMX20789, ASTMX03135, ASTMX08761, ASTMX04795	NEMVE01930
OG0000147	ASTMX22882, ASTMX19061	NEMVE00775
OG0000147	ASTMX01265, ASTMX04843	NEMVE13815
OG0000147	ASTMX02385	NEMVE14266
OG0000147	ASTMX18633	NEMVE15010
OG0000147	ASTMX08515	NEMVE01973
OG0000148	ASTMX04782, ASTMX22552, ASTMX21928, ASTMX17019, ASTMX17018, ASTMX10784, ASTMX03086, ASTMX00635, ASTMX13486, ASTMX06422, ASTMX21929, ASTMX22564, ASTMX19926, ASTMX19927, ASTMX14987, ASTMX17016, ASTMX10783, ASTMX14989, ASTMX17279, ASTMX19925, ASTMX14926, ASTMX13485, ASTMX03088, ASTMX00634, ASTMX17280	NEMVE23582, NEMVE05630
OG0000149	ASTMX05992, ASTMX18326, ASTMX03365, ASTMX03364	NEMVE02950, NEMVE00060, NEMVE07321
OG0000149	ASTMX20911, ASTMX04900, ASTMX04902, ASTMX04899, ASTMX10915	NEMVE08530, NEMVE21291
OG0000149	ASTMX19335	NEMVE07677, NEMVE25205, NEMVE08546, NEMVE17187, NEMVE14399, NEMVE02954
OG0000151	ASTMX22990, ASTMX18031, ASTMX21814, ASTMX15314, ASTMX19154, ASTMX20904, ASTMX08723, ASTMX20739, ASTMX18063	NEMVE14638
OG0000151	ASTMX22005, ASTMX16447, ASTMX16036, ASTMX08859, ASTMX05398, ASTMX21907	NEMVE16753, NEMVE04801, NEMVE16934, NEMVE04750, NEMVE14329
OG0000151	ASTMX21939, ASTMX10392, ASTMX08593, ASTMX17567	NEMVE23696
OG0000151	ASTMX14340, ASTMX15073	NEMVE23695
OG0000152	ASTMX11374, ASTMX21931	NEMVE20086, NEMVE16527, NEMVE16528
OG0000154	ASTMX17110, ASTMX11785	NEMVE14154, NEMVE10510
OG0000155	ASTMX08087, ASTMX14831, ASTMX13520	NEMVE08895
OG0000155	ASTMX12246, ASTMX04195	NEMVE19985, NEMVE14842
OG0000157	ASTMX15736, ASTMX02435, ASTMX11937	NEMVE24250
OG0000157	ASTMX15837, ASTMX21399, ASTMX15330, ASTMX08384, ASTMX08312, ASTMX17465, ASTMX21400	NEMVE14302
OG0000157	ASTMX10886	NEMVE22690
OG0000158	ASTMX02401, ASTMX13165, ASTMX06541, ASTMX11567, ASTMX11566, ASTMX06538, ASTMX11564, ASTMX11565, ASTMX06921, ASTMX06542, ASTMX02399, ASTMX06540, ASTMX15812, ASTMX02400, ASTMX22944, ASTMX06689, ASTMX10940, ASTMX15263, ASTMX11735	NEMVE19203, NEMVE24928
OG0000159	ASTMX12753	NEMVE15043, NEMVE07490, NEMVE20974, NEMVE03468, NEMVE06600
OG0000159	ASTMX06913, ASTMX03301	NEMVE15373, NEMVE08424, NEMVE15992, NEMVE05165, NEMVE03182, NEMVE02495, NEMVE09227
OG0000159	ASTMX16138, ASTMX16710	NEMVE08562
OG0000160	ASTMX12091	NEMVE02932, NEMVE13008, NEMVE08785
OG0000160	ASTMX15798	NEMVE13435, NEMVE07078, NEMVE05120
OG0000160	ASTMX09985, ASTMX05059, ASTMX09986, ASTMX05060	NEMVE14840, NEMVE11396, NEMVE00322, NEMVE10352, NEMVE08354, NEMVE16396
OG0000163	ASTMX10516, ASTMX20542, ASTMX20448, ASTMX17429, ASTMX22159	NEMVE23040, NEMVE12529, NEMVE24450
OG0000163	ASTMX01467, ASTMX20434, ASTMX01900, ASTMX20308, ASTMX21793	NEMVE12704, NEMVE13131
OG0000164	ASTMX09012, ASTMX09848, ASTMX19193, ASTMX08617, ASTMX21675, ASTMX02898, ASTMX01794, ASTMX08616, ASTMX08615	NEMVE18535
OG0000165	ASTMX11488, ASTMX04091	NEMVE01276, NEMVE18257
OG0000166	ASTMX00063	NEMVE13422, NEMVE21827
OG0000166	ASTMX17222, ASTMX15335, ASTMX15334, ASTMX17064, ASTMX12331	NEMVE03435, NEMVE02015, NEMVE05833
OG0000168	ASTMX05829, ASTMX22396, ASTMX20795	NEMVE12386, NEMVE14100, NEMVE08169
OG0000169	ASTMX22905	NEMVE20740
OG0000169	ASTMX02738, ASTMX09343, ASTMX15414, ASTMX15415, ASTMX22916, ASTMX23075, ASTMX05645	NEMVE11847
OG0000171	ASTMX13035, ASTMX04406	NEMVE02961
OG0000172	ASTMX00454, ASTMX05345, ASTMX05453, ASTMX00174, ASTMX12723, ASTMX12721, ASTMX12722, ASTMX05451, ASTMX07460	NEMVE05118, NEMVE09588, NEMVE07313, NEMVE14659, NEMVE07863, NEMVE14236, NEMVE11433
OG0000173	ASTMX22989	NEMVE17194
OG0000173	ASTMX16292, ASTMX05262	NEMVE14093, NEMVE11931, NEMVE01064, NEMVE10209, NEMVE00927, NEMVE22389
OG0000173	ASTMX06798, ASTMX16925, ASTMX20806, ASTMX11171, ASTMX06509, ASTMX18128, ASTMX05261, ASTMX05260, ASTMX18597, ASTMX12773, ASTMX03201, ASTMX16788, ASTMX16293, ASTMX09049, ASTMX07537, ASTMX04181, ASTMX05259, ASTMX00713, ASTMX01037, ASTMX05223, ASTMX10462, ASTMX03643, ASTMX09920	NEMVE08851
OG0000174	ASTMX18749, ASTMX17715	NEMVE06970
OG0000175	ASTMX21016, ASTMX15252	NEMVE00450, NEMVE15112
OG0000179	ASTMX13630, ASTMX02170	NEMVE18776
OG0000179	ASTMX14866	NEMVE07348
OG0000179	ASTMX00492, ASTMX06209	NEMVE15362
OG0000180	ASTMX11798, ASTMX10163, ASTMX17205, ASTMX08229, ASTMX02239, ASTMX17206, ASTMX11819, ASTMX09327	NEMVE17226, NEMVE07670
OG0000181	ASTMX00767, ASTMX04758, ASTMX15059, ASTMX14093, ASTMX17806	NEMVE24124
OG0000181	ASTMX02628, ASTMX03065	NEMVE23021
OG0000181	ASTMX09488	NEMVE13666, NEMVE22609
OG0000181	ASTMX00769	NEMVE13944, NEMVE14380
OG0000182	ASTMX21649, ASTMX11305, ASTMX20586, ASTMX20460	NEMVE19657, NEMVE19159, NEMVE17733
OG0000183	ASTMX04432, ASTMX12508, ASTMX19843, ASTMX02763, ASTMX03936, ASTMX05623, ASTMX20239, ASTMX16109	NEMVE11293
OG0000183	ASTMX12358, ASTMX03484	NEMVE10854
OG0000183	ASTMX13317, ASTMX07857	NEMVE13332
OG0000184	ASTMX12437, ASTMX12438	NEMVE14657, NEMVE21989
OG0000185	ASTMX11051, ASTMX13737, ASTMX00167, ASTMX22814, ASTMX22322	NEMVE22342
OG0000185	ASTMX03539, ASTMX09726, ASTMX15810, ASTMX01652, ASTMX12894, ASTMX07504	NEMVE24028
OG0000186	ASTMX18771	NEMVE20616, NEMVE25738, NEMVE21024, NEMVE18157
OG0000188	ASTMX16874	NEMVE02174, NEMVE06434, NEMVE08702, NEMVE02205, NEMVE02239, NEMVE08353, NEMVE22726, NEMVE24815, NEMVE01623, NEMVE01520
OG0000188	ASTMX17563, ASTMX09974, ASTMX22080	NEMVE13624
OG0000188	ASTMX21970	NEMVE06764
OG0000191	ASTMX08441	NEMVE23068
OG0000191	ASTMX14179	NEMVE05446, NEMVE01815, NEMVE00259, NEMVE07742, NEMVE07736, NEMVE10677, NEMVE02294, NEMVE19937, NEMVE07739, NEMVE11548, NEMVE15905, NEMVE11544, NEMVE15879, NEMVE21467, NEMVE00410, NEMVE04626, NEMVE04561, NEMVE04618, NEMVE15210, NEMVE01022, NEMVE09657, NEMVE04621, NEMVE04567, NEMVE06146, NEMVE15608
OG0000191	ASTMX16854, ASTMX18268, ASTMX21151, ASTMX08944, ASTMX04567, ASTMX04280	NEMVE20056, NEMVE07639, NEMVE07647, NEMVE10676, NEMVE12682
OG0000192	ASTMX07878, ASTMX20901, ASTMX19840, ASTMX01591, ASTMX00329, ASTMX15434, ASTMX02346	NEMVE05593
OG0000192	ASTMX22789, ASTMX13707	NEMVE13792
OG0000192	ASTMX14856	NEMVE01940
OG0000193	ASTMX03473, ASTMX20971, ASTMX11214, ASTMX09632, ASTMX05862, ASTMX20972, ASTMX06947, ASTMX14897, ASTMX03474, ASTMX13316, ASTMX19987	NEMVE10259, NEMVE11693, NEMVE07643
OG0000194	ASTMX14940, ASTMX03197, ASTMX16653, ASTMX22443, ASTMX22363, ASTMX14331	NEMVE11646, NEMVE08721
OG0000195	ASTMX06503, ASTMX06504, ASTMX08420, ASTMX05669	NEMVE15098
OG0000199	ASTMX00281, ASTMX00285, ASTMX00284, ASTMX00280, ASTMX00277, ASTMX14809, ASTMX14810, ASTMX14807, ASTMX00296, ASTMX00297, ASTMX00295, ASTMX00294, ASTMX14806, ASTMX14805, ASTMX22700, ASTMX18950, ASTMX14808, ASTMX18951, ASTMX00292, ASTMX00293, ASTMX00290, ASTMX00291, ASTMX00288, ASTMX00289, ASTMX18953, ASTMX18952	NEMVE06018
OG0000200	ASTMX16217, ASTMX11123, ASTMX02850, ASTMX06297	NEMVE14737, NEMVE09501, NEMVE00651, NEMVE21943
OG0000201	ASTMX16364, ASTMX16005, ASTMX04412, ASTMX17973, ASTMX12848	NEMVE09097
OG0000201	ASTMX16004, ASTMX17974, ASTMX01297, ASTMX11319, ASTMX13076, ASTMX16014, ASTMX13075	NEMVE18189, NEMVE09350
OG0000202	ASTMX21420, ASTMX18088, ASTMX01815, ASTMX12049, ASTMX15021, ASTMX12677, ASTMX14453, ASTMX09955, ASTMX19428, ASTMX05837, ASTMX07752, ASTMX02721, ASTMX17241, ASTMX18862, ASTMX09691, ASTMX06807	NEMVE18137, NEMVE01256
OG0000203	ASTMX16274	NEMVE25285
OG0000203	ASTMX00845, ASTMX01226, ASTMX00857	NEMVE01883
OG0000203	ASTMX20187, ASTMX06010, ASTMX05240	NEMVE13514, NEMVE23942, NEMVE06833, NEMVE16297, NEMVE03834
OG0000204	ASTMX05231, ASTMX02270	NEMVE04586, NEMVE13063
OG0000204	ASTMX08546, ASTMX02616, ASTMX01734	NEMVE08800
OG0000204	ASTMX00447, ASTMX00221, ASTMX00441, ASTMX21977, ASTMX00222, ASTMX00448, ASTMX00240	NEMVE01481, NEMVE01283, NEMVE05134, NEMVE01962, NEMVE13202, NEMVE01981
OG0000205	ASTMX13522, ASTMX10816, ASTMX16114, ASTMX14153, ASTMX22625	NEMVE09132
OG0000205	ASTMX20065, ASTMX10182, ASTMX20441, ASTMX12995	NEMVE05941
OG0000205	ASTMX20510, ASTMX07381, ASTMX02305, ASTMX10670, ASTMX05423, ASTMX14679	NEMVE22488, NEMVE07344, NEMVE13282, NEMVE02003, NEMVE05573
OG0000206	ASTMX13968	NEMVE15768
OG0000207	ASTMX11086, ASTMX18027, ASTMX11639, ASTMX13861, ASTMX20482, ASTMX19782, ASTMX06362	NEMVE14338, NEMVE18126
OG0000208	ASTMX14534, ASTMX12214, ASTMX04375, ASTMX14594, ASTMX12234, ASTMX18583, ASTMX05181	NEMVE01513, NEMVE06396
OG0000209	ASTMX21724	NEMVE16425, NEMVE18816
OG0000209	ASTMX23046	NEMVE07170, NEMVE01404, NEMVE04704
OG0000210	ASTMX06462	NEMVE14502
OG0000210	ASTMX16896	NEMVE08730
OG0000211	ASTMX14936	NEMVE13306
OG0000211	ASTMX14468	NEMVE20025
OG0000211	ASTMX02506	NEMVE08412
OG0000211	ASTMX08965	NEMVE13225
OG0000211	ASTMX00388, ASTMX07887	NEMVE10733
OG0000215	ASTMX09309, ASTMX14457	NEMVE19007
OG0000218	ASTMX14255, ASTMX06375	NEMVE06667, NEMVE11926, NEMVE02677
OG0000219	ASTMX10608	NEMVE04554, NEMVE04602
OG0000220	ASTMX06452, ASTMX19472	NEMVE06570, NEMVE06590
OG0000221	ASTMX14659, ASTMX05690, ASTMX18613	NEMVE01044, NEMVE13312
OG0000221	ASTMX00084, ASTMX22683, ASTMX10185	NEMVE05724
OG0000223	ASTMX17097, ASTMX19956, ASTMX01390, ASTMX13426	NEMVE05418
OG0000223	ASTMX05635, ASTMX07750, ASTMX06611, ASTMX15854	NEMVE21368, NEMVE09090
OG0000225	ASTMX16084, ASTMX16085, ASTMX16083, ASTMX11790, ASTMX09442, ASTMX17744, ASTMX14393, ASTMX04772, ASTMX20768, ASTMX04717	NEMVE22802, NEMVE01960
OG0000226	ASTMX03292	NEMVE25655
OG0000226	ASTMX10407	NEMVE09338, NEMVE02942, NEMVE04143, NEMVE15524
OG0000227	ASTMX19343, ASTMX10190, ASTMX21887	NEMVE09031
OG0000227	ASTMX17511, ASTMX21030, ASTMX00467	NEMVE06657, NEMVE07158
OG0000227	ASTMX14981, ASTMX11122, ASTMX17731	NEMVE07017, NEMVE03569, NEMVE03503
OG0000228	ASTMX08232, ASTMX13813, ASTMX10957, ASTMX17589, ASTMX16365, ASTMX10925	NEMVE18402, NEMVE24491
OG0000229	ASTMX14119, ASTMX05743, ASTMX07950	NEMVE15066, NEMVE11440, NEMVE07740, NEMVE17626, NEMVE18164, NEMVE17629
OG0000230	ASTMX01329	NEMVE08205
OG0000231	ASTMX01168, ASTMX10711, ASTMX06042, ASTMX21702, ASTMX18443, ASTMX22637, ASTMX00067	NEMVE09601, NEMVE01545, NEMVE09855
OG0000233	ASTMX14603	NEMVE05033, NEMVE16788, NEMVE03178, NEMVE08203, NEMVE11146
OG0000233	ASTMX07999, ASTMX11193	NEMVE22314, NEMVE14327, NEMVE05004, NEMVE15261, NEMVE18597, NEMVE10949, NEMVE08984, NEMVE03253, NEMVE09878, NEMVE03750, NEMVE04925, NEMVE09883
OG0000234	ASTMX02457, ASTMX11930, ASTMX03378, ASTMX21596, ASTMX09075, ASTMX14217, ASTMX02028, ASTMX03572	NEMVE11754, NEMVE21946, NEMVE11372
OG0000235	ASTMX06227, ASTMX00260, ASTMX11628, ASTMX03682, ASTMX10834, ASTMX10074	NEMVE16102, NEMVE05387
OG0000236	ASTMX08747, ASTMX03149	NEMVE06799
OG0000236	ASTMX10243, ASTMX08142	NEMVE08450
OG0000238	ASTMX07705, ASTMX20450, ASTMX07704	NEMVE12144
OG0000238	ASTMX22020, ASTMX08638, ASTMX11056, ASTMX15298, ASTMX08927, ASTMX16413	NEMVE01679, NEMVE14698, NEMVE17148
OG0000238	ASTMX15299	NEMVE11381
OG0000239	ASTMX07645, ASTMX14835, ASTMX20429, ASTMX05441	NEMVE15715
OG0000239	ASTMX01276, ASTMX03280	NEMVE10508, NEMVE14103
OG0000239	ASTMX15869, ASTMX10448, ASTMX21437, ASTMX01895	NEMVE08852
OG0000242	ASTMX04049, ASTMX03054	NEMVE05130
OG0000244	ASTMX01790, ASTMX01791, ASTMX05536, ASTMX00432, ASTMX01984, ASTMX17641, ASTMX00972	NEMVE23766
OG0000244	ASTMX16602, ASTMX08895, ASTMX21456, ASTMX15853, ASTMX06255, ASTMX15851, ASTMX07398	NEMVE21797, NEMVE21081, NEMVE13759
OG0000245	ASTMX00360, ASTMX02206, ASTMX13276, ASTMX22797, ASTMX03731, ASTMX22441, ASTMX15530, ASTMX14838, ASTMX17043, ASTMX08650, ASTMX15018, ASTMX19991, ASTMX17329, ASTMX18788, ASTMX10201, ASTMX19475, ASTMX06868, ASTMX19608	NEMVE03065, NEMVE13910, NEMVE06304, NEMVE07204
OG0000246	ASTMX19738	NEMVE09525, NEMVE24900
OG0000246	ASTMX03325	NEMVE06591
OG0000250	ASTMX18265	NEMVE11858
OG0000250	ASTMX22935, ASTMX21081	NEMVE10051
OG0000250	ASTMX10554	NEMVE01219, NEMVE11185, NEMVE10375, NEMVE10373
OG0000250	ASTMX10861	NEMVE14142
OG0000251	ASTMX02278, ASTMX14567	NEMVE15024
OG0000251	ASTMX04351, ASTMX07951, ASTMX20026, ASTMX00737, ASTMX14618	NEMVE08878, NEMVE10840, NEMVE14021, NEMVE07657, NEMVE13061, NEMVE19405, NEMVE17535
OG0000252	ASTMX12365	NEMVE01039
OG0000254	ASTMX06322	NEMVE11515, NEMVE12571, NEMVE02623, NEMVE02086
OG0000255	ASTMX15208	NEMVE09558
OG0000255	ASTMX00265	NEMVE09130, NEMVE09131, NEMVE10975, NEMVE13921
OG0000256	ASTMX14236, ASTMX14182, ASTMX17896	NEMVE06790
OG0000257	ASTMX01595, ASTMX20351, ASTMX06234	NEMVE17110
OG0000258	ASTMX07818	NEMVE06308
OG0000258	ASTMX13949, ASTMX09429, ASTMX02019	NEMVE09736
OG0000258	ASTMX10822, ASTMX04575, ASTMX10602, ASTMX16862	NEMVE25195
OG0000260	ASTMX02089	NEMVE10877
OG0000260	ASTMX08323, ASTMX08530, ASTMX00791, ASTMX02088	NEMVE13152
OG0000260	ASTMX18863	NEMVE12262, NEMVE00014
OG0000260	ASTMX12581	NEMVE09437
OG0000260	ASTMX21781	NEMVE09435
OG0000261	ASTMX15671, ASTMX14938, ASTMX12058, ASTMX11825	NEMVE17834
OG0000263	ASTMX18876	NEMVE02731
OG0000265	ASTMX17905	NEMVE16690
OG0000265	ASTMX22372	NEMVE14166
OG0000265	ASTMX23047	NEMVE22133
OG0000265	ASTMX17774, ASTMX08300	NEMVE00125, NEMVE14956
OG0000268	ASTMX12260, ASTMX12259, ASTMX08409, ASTMX22307, ASTMX14616	NEMVE05940, NEMVE01538, NEMVE11188, NEMVE06624, NEMVE02005
OG0000269	ASTMX18873, ASTMX21208, ASTMX15524, ASTMX15523, ASTMX21606, ASTMX17457, ASTMX15525, ASTMX21539, ASTMX14036, ASTMX07757	NEMVE22828, NEMVE15262
OG0000270	ASTMX03932	NEMVE13349
OG0000270	ASTMX03738, ASTMX05747, ASTMX09479, ASTMX13817	NEMVE06642
OG0000273	ASTMX16340	NEMVE15051
OG0000273	ASTMX21300	NEMVE12092, NEMVE06102
OG0000275	ASTMX01252, ASTMX09512, ASTMX08521	NEMVE10649
OG0000275	ASTMX06622, ASTMX15608, ASTMX09767	NEMVE23270
OG0000276	ASTMX02717	NEMVE03444, NEMVE05577, NEMVE02978, NEMVE07784, NEMVE02398, NEMVE02390
OG0000277	ASTMX17498, ASTMX03998, ASTMX13452	NEMVE07555
OG0000277	ASTMX12126, ASTMX12127, ASTMX03033, ASTMX03664	NEMVE05309
OG0000278	ASTMX06005	NEMVE19249
OG0000278	ASTMX18193	NEMVE11833
OG0000278	ASTMX01574	NEMVE13169
OG0000280	ASTMX02934, ASTMX01868, ASTMX03330, ASTMX09011	NEMVE13585, NEMVE24119, NEMVE14846
OG0000280	ASTMX00452	NEMVE14600
OG0000281	ASTMX03070, ASTMX14575, ASTMX17132, ASTMX02563, ASTMX20638, ASTMX18671, ASTMX11117, ASTMX22017, ASTMX16140	NEMVE05496, NEMVE09742
OG0000281	ASTMX08446, ASTMX16022, ASTMX04664	NEMVE11485, NEMVE06109, NEMVE02781
OG0000282	ASTMX18342, ASTMX09599	NEMVE06711, NEMVE06725
OG0000282	ASTMX04653	NEMVE09000
OG0000282	ASTMX06602	NEMVE07044
OG0000282	ASTMX00322	NEMVE08997
OG0000282	ASTMX19110, ASTMX07649	NEMVE03120, NEMVE08986
OG0000284	ASTMX02036, ASTMX20925, ASTMX22871, ASTMX20924, ASTMX11406, ASTMX17126	NEMVE09228
OG0000286	ASTMX15160	NEMVE22388
OG0000286	ASTMX01994, ASTMX01995	NEMVE17190
OG0000286	ASTMX19203, ASTMX19204	NEMVE12253, NEMVE11489
OG0000287	ASTMX06158, ASTMX08976, ASTMX08226, ASTMX02242	NEMVE19439, NEMVE12059, NEMVE02463, NEMVE06816, NEMVE13519
OG0000288	ASTMX17230, ASTMX07890, ASTMX01219	NEMVE01052
OG0000289	ASTMX02890, ASTMX10329, ASTMX21654, ASTMX05955, ASTMX18073	NEMVE22048, NEMVE20877
OG0000295	ASTMX22085, ASTMX19804	NEMVE13612
OG0000296	ASTMX20385	NEMVE07167
OG0000296	ASTMX01322	NEMVE06937
OG0000296	ASTMX18420, ASTMX18419	NEMVE07171
OG0000296	ASTMX01720	NEMVE01953
OG0000296	ASTMX09080, ASTMX12825	NEMVE05527
OG0000297	ASTMX03341, ASTMX10348, ASTMX05132, ASTMX12499, ASTMX07463	NEMVE08136, NEMVE08886
OG0000298	ASTMX05659, ASTMX16520, ASTMX13196, ASTMX05908, ASTMX19518	NEMVE13191, NEMVE05181
OG0000299	ASTMX08715, ASTMX12382	NEMVE01544, NEMVE14250
OG0000301	ASTMX21577	NEMVE22595, NEMVE01755, NEMVE07457, NEMVE17084, NEMVE16876, NEMVE14009
OG0000301	ASTMX04615, ASTMX10168, ASTMX20352, ASTMX20442	NEMVE13830
OG0000301	ASTMX20705, ASTMX07228, ASTMX02917, ASTMX20668	NEMVE07722
OG0000302	ASTMX07861, ASTMX13265	NEMVE16760, NEMVE18060, NEMVE16759, NEMVE08893, NEMVE24019, NEMVE25431, NEMVE17952, NEMVE23340, NEMVE06703
OG0000305	ASTMX12592	NEMVE13195
OG0000305	ASTMX21268, ASTMX04324, ASTMX20856, ASTMX15186, ASTMX15028, ASTMX21047, ASTMX05366, ASTMX05365	NEMVE22819
OG0000307	ASTMX14784, ASTMX02762, ASTMX12509, ASTMX04431	NEMVE22339
OG0000307	ASTMX03351, ASTMX05985, ASTMX17232	NEMVE05619, NEMVE23281
OG0000308	ASTMX20341, ASTMX17147	NEMVE04922
OG0000308	ASTMX00819	NEMVE02882, NEMVE07008
OG0000308	ASTMX09110	NEMVE14481, NEMVE22536
OG0000310	ASTMX00126	NEMVE21881, NEMVE10980
OG0000312	ASTMX14300, ASTMX18372	NEMVE09939
OG0000312	ASTMX04117, ASTMX04116, ASTMX07002	NEMVE17449
OG0000312	ASTMX19559, ASTMX13976	NEMVE14828
OG0000313	ASTMX20598, ASTMX13321, ASTMX07858	NEMVE22122
OG0000313	ASTMX04915, ASTMX16687, ASTMX11511	NEMVE21924
OG0000313	ASTMX07132	NEMVE19582
