Orthogroup	CAPO3	MOUSE
OG0000306	CAPO308212	MOUSE19581, MOUSE19582, MOUSE11054, MOUSE11056, MOUSE11055, MOUSE11058, MOUSE02838, MOUSE02831, MOUSE02837, MOUSE02832, MOUSE02834, MOUSE02836, MOUSE02835, MOUSE02833, MOUSE02839, MOUSE11060, MOUSE19585, MOUSE19586, MOUSE31468, MOUSE31467, MOUSE11059, MOUSE31463, MOUSE31460, MOUSE31466, MOUSE31458, MOUSE31456, MOUSE31457, MOUSE31464, MOUSE31465, MOUSE31459, MOUSE31462, MOUSE31461, MOUSE19584
OG0000308	CAPO304037	MOUSE35252, MOUSE35253, MOUSE26283, MOUSE43439, MOUSE43438, MOUSE49040
OG0000310	CAPO305978	MOUSE53718, MOUSE53719, MOUSE53716, MOUSE53717
OG0000312	CAPO302691	MOUSE29611, MOUSE29612, MOUSE29610, MOUSE29795, MOUSE29796
OG0000313	CAPO307072	MOUSE48211, MOUSE47522, MOUSE47523, MOUSE47520, MOUSE47521, MOUSE23145, MOUSE23143, MOUSE41458, MOUSE41457, MOUSE41459
OG0000313	CAPO301348	MOUSE23144, MOUSE39099, MOUSE39102, MOUSE39101, MOUSE39100, MOUSE39098, MOUSE39103
OG0000314	CAPO304303	MOUSE09421, MOUSE14231, MOUSE14229, MOUSE14228, MOUSE14230, MOUSE05069, MOUSE05070, MOUSE44270, MOUSE44271, MOUSE44269
OG0000315	CAPO307611	MOUSE38163
OG0000315	CAPO308167	MOUSE07004, MOUSE07005, MOUSE45241
OG0000316	CAPO307924, CAPO300321	MOUSE41117
OG0000319	CAPO303225	MOUSE21480, MOUSE21479, MOUSE19841, MOUSE19840, MOUSE19839, MOUSE19842, MOUSE19843
OG0000320	CAPO308077, CAPO307609, CAPO307599, CAPO304493	MOUSE36277
OG0000321	CAPO307156	MOUSE33354
OG0000322	CAPO306406	MOUSE37956, MOUSE37955, MOUSE37954, MOUSE36790, MOUSE35376
OG0000326	CAPO308358, CAPO307947	MOUSE34983, MOUSE34981, MOUSE29939, MOUSE04029, MOUSE34982, MOUSE34984, MOUSE34985
OG0000326	CAPO303322	MOUSE34523
OG0000327	CAPO308120	MOUSE31111, MOUSE31110, MOUSE31114, MOUSE31112, MOUSE31109, MOUSE31107, MOUSE31115, MOUSE23563, MOUSE23562, MOUSE23566, MOUSE23567, MOUSE23568, MOUSE23564, MOUSE23565, MOUSE31104, MOUSE31103, MOUSE31113
OG0000334	CAPO300337	MOUSE13160, MOUSE02815, MOUSE02813, MOUSE02814, MOUSE45699, MOUSE45700, MOUSE45698
OG0000335	CAPO307753	MOUSE48247
OG0000338	CAPO304735	MOUSE04991, MOUSE04988, MOUSE04987, MOUSE04990, MOUSE04992, MOUSE04989, MOUSE15354, MOUSE46432, MOUSE46431, MOUSE46433, MOUSE23117, MOUSE23120, MOUSE23116, MOUSE23114, MOUSE23113, MOUSE23111, MOUSE23115, MOUSE50497, MOUSE50498
OG0000339	CAPO305264	MOUSE28827, MOUSE28828, MOUSE28825, MOUSE28826
OG0000343	CAPO306429	MOUSE52159, MOUSE52158, MOUSE52157, MOUSE52156, MOUSE52160, MOUSE45023, MOUSE45020, MOUSE45019, MOUSE45017, MOUSE45022, MOUSE45018, MOUSE45025, MOUSE45024, MOUSE45021
OG0000345	CAPO300769	MOUSE03544, MOUSE03543, MOUSE03545, MOUSE03542, MOUSE03547, MOUSE03549, MOUSE03548, MOUSE03546, MOUSE03540, MOUSE03541, MOUSE48175, MOUSE48171, MOUSE21343
OG0000352	CAPO300356	MOUSE20799, MOUSE20798, MOUSE20800, MOUSE18465, MOUSE18464, MOUSE48828, MOUSE48827, MOUSE00653, MOUSE00652, MOUSE00651, MOUSE00650, MOUSE01779, MOUSE01780, MOUSE01778
OG0000357	CAPO301487	MOUSE39437, MOUSE55151, MOUSE09345, MOUSE17463, MOUSE55149, MOUSE55148, MOUSE55147, MOUSE55152, MOUSE55150, MOUSE55146
OG0000359	CAPO305417	MOUSE49669, MOUSE49668, MOUSE46110
OG0000359	CAPO301540	MOUSE30916, MOUSE30917, MOUSE30918, MOUSE30920, MOUSE30921, MOUSE30914, MOUSE30913, MOUSE30911, MOUSE30915, MOUSE30919, MOUSE30912, MOUSE46527, MOUSE46525
OG0000359	CAPO306866	MOUSE54214
OG0000360	CAPO300757	MOUSE47754, MOUSE47755, MOUSE47751, MOUSE47752, MOUSE47753, MOUSE48287, MOUSE48286, MOUSE48288, MOUSE48285, MOUSE11300, MOUSE11299, MOUSE11301, MOUSE11297, MOUSE11298
OG0000364	CAPO301330, CAPO300908	MOUSE00293, MOUSE00294, MOUSE00296, MOUSE00295
OG0000367	CAPO301272	MOUSE40630, MOUSE24961, MOUSE24960, MOUSE40629, MOUSE53593, MOUSE29122, MOUSE18961, MOUSE12636, MOUSE12635, MOUSE12634
OG0000371	CAPO307503	MOUSE55335, MOUSE55336, MOUSE05840, MOUSE05841, MOUSE05839, MOUSE05838
OG0000372	CAPO307553	MOUSE31597, MOUSE34480, MOUSE34479, MOUSE34478, MOUSE03497, MOUSE03494, MOUSE03493, MOUSE03495, MOUSE03496, MOUSE28281, MOUSE06545, MOUSE06546
OG0000373	CAPO301744	MOUSE37700, MOUSE37699, MOUSE37702, MOUSE37701, MOUSE20030, MOUSE35785
OG0000385	CAPO300182, CAPO305781, CAPO305517	MOUSE26354, MOUSE26353, MOUSE35288, MOUSE35289, MOUSE35284, MOUSE35286, MOUSE08532
OG0000392	CAPO300351	MOUSE48622, MOUSE48620, MOUSE48623, MOUSE10378, MOUSE10373, MOUSE10376, MOUSE10377, MOUSE10375, MOUSE10374, MOUSE48618, MOUSE48619, MOUSE33244, MOUSE33239, MOUSE33238, MOUSE33243, MOUSE33241
OG0000393	CAPO307627	MOUSE37529, MOUSE37530, MOUSE37528, MOUSE41790, MOUSE12782, MOUSE06185
OG0000397	CAPO304372	MOUSE35971, MOUSE40375, MOUSE35972, MOUSE35970, MOUSE46687, MOUSE47841, MOUSE40376, MOUSE40377, MOUSE40374, MOUSE40371, MOUSE40373, MOUSE40372
OG0000399	CAPO302781	MOUSE07411, MOUSE07410, MOUSE07412, MOUSE07413, MOUSE07409, MOUSE30468, MOUSE06544, MOUSE30469, MOUSE51796, MOUSE48644
OG0000402	CAPO300999	MOUSE39022, MOUSE48026, MOUSE20939, MOUSE29094, MOUSE12311
OG0000405	CAPO300636	MOUSE30202, MOUSE30201, MOUSE30203, MOUSE30204, MOUSE44618, MOUSE44617, MOUSE44620, MOUSE44616, MOUSE44621, MOUSE10163, MOUSE10157, MOUSE10159, MOUSE10167, MOUSE10169, MOUSE10166, MOUSE10165, MOUSE10144, MOUSE10148, MOUSE10161, MOUSE10149, MOUSE10145, MOUSE10152, MOUSE10153, MOUSE10155, MOUSE10156, MOUSE10168, MOUSE10162, MOUSE10164, MOUSE10151, MOUSE10158, MOUSE10150, MOUSE10160, MOUSE44619, MOUSE10154
OG0000412	CAPO306116	MOUSE33377, MOUSE33375
OG0000412	CAPO307159	MOUSE25647, MOUSE11433, MOUSE11432, MOUSE25648, MOUSE25646
OG0000413	CAPO302663	MOUSE55055, MOUSE27417, MOUSE28007, MOUSE43292
OG0000413	CAPO304678	MOUSE15629, MOUSE45112, MOUSE55054, MOUSE55052, MOUSE55053, MOUSE55057, MOUSE55056, MOUSE45114, MOUSE45113
OG0000416	CAPO300647, CAPO303519	MOUSE31718, MOUSE31715, MOUSE31714, MOUSE31712, MOUSE37041, MOUSE37038, MOUSE37034, MOUSE31708, MOUSE31709, MOUSE31710, MOUSE31716, MOUSE31717, MOUSE37035, MOUSE37036, MOUSE37037, MOUSE37043, MOUSE37044, MOUSE37033, MOUSE37032, MOUSE37042, MOUSE37039, MOUSE37040, MOUSE31711, MOUSE31713
OG0000419	CAPO304227	MOUSE20494, MOUSE31143, MOUSE23445, MOUSE23446
OG0000420	CAPO307162	MOUSE29772, MOUSE29773, MOUSE29774, MOUSE29775, MOUSE09584, MOUSE09585
OG0000422	CAPO301071	MOUSE33839, MOUSE33840, MOUSE06628, MOUSE06631, MOUSE06630, MOUSE06629
OG0000424	CAPO302770, CAPO306814	MOUSE20885, MOUSE20880, MOUSE20881, MOUSE20883, MOUSE20884, MOUSE20882, MOUSE20886, MOUSE20893, MOUSE20892, MOUSE20890, MOUSE20889, MOUSE20888, MOUSE20895, MOUSE20903
OG0000424	CAPO303750	MOUSE20891
OG0000426	CAPO302714	MOUSE03252, MOUSE03251
OG0000426	CAPO306829	MOUSE03838, MOUSE42322, MOUSE03837, MOUSE14180, MOUSE42323, MOUSE05136, MOUSE42324, MOUSE42321, MOUSE03830, MOUSE03832, MOUSE03833, MOUSE03834, MOUSE03835, MOUSE03836, MOUSE03831
OG0000427	CAPO303813	MOUSE45881, MOUSE45880, MOUSE45878, MOUSE45877, MOUSE45879
OG0000429	CAPO300725	MOUSE10868, MOUSE10869
OG0000431	CAPO306585	MOUSE36473, MOUSE36474, MOUSE36472, MOUSE50061, MOUSE50060, MOUSE50062
OG0000431	CAPO304684	MOUSE29578, MOUSE29583, MOUSE29582, MOUSE29579, MOUSE09376, MOUSE47610, MOUSE47606, MOUSE47605, MOUSE47607, MOUSE29585, MOUSE29586, MOUSE29581, MOUSE29580, MOUSE47609, MOUSE47608
OG0000431	CAPO302955	MOUSE29584
OG0000433	CAPO304838, CAPO302573	MOUSE15809, MOUSE00110, MOUSE00111, MOUSE00113, MOUSE00112, MOUSE15808, MOUSE15805, MOUSE15807, MOUSE15806, MOUSE15804
OG0000434	CAPO304471	MOUSE09325, MOUSE09326, MOUSE09323, MOUSE09324, MOUSE09322, MOUSE09321
OG0000435	CAPO308080	MOUSE11750, MOUSE11753, MOUSE11749, MOUSE11751, MOUSE11752, MOUSE28494, MOUSE18591, MOUSE18593, MOUSE18592, MOUSE18590, MOUSE18589, MOUSE18588, MOUSE18587, MOUSE18586, MOUSE33988, MOUSE33989, MOUSE47650, MOUSE47651, MOUSE47649, MOUSE28492, MOUSE28490, MOUSE28491, MOUSE28500, MOUSE28495, MOUSE28498, MOUSE28499
OG0000436	CAPO305799	MOUSE23265, MOUSE23253, MOUSE23262, MOUSE23258, MOUSE23256, MOUSE23257, MOUSE23252, MOUSE23260, MOUSE23259, MOUSE23261, MOUSE23267, MOUSE23264, MOUSE23255, MOUSE23251, MOUSE23250, MOUSE53124, MOUSE53120, MOUSE53121, MOUSE53123, MOUSE23263, MOUSE53119, MOUSE53118, MOUSE53122, MOUSE23254
OG0000442	CAPO302753, CAPO302633	MOUSE15751, MOUSE34094, MOUSE34093, MOUSE34095, MOUSE15757
OG0000444	CAPO305423	MOUSE41959, MOUSE41957, MOUSE41958, MOUSE23532, MOUSE23533
OG0000444	CAPO301239	MOUSE19976, MOUSE19978, MOUSE19975, MOUSE14459, MOUSE14458, MOUSE14457
OG0000445	CAPO301584	MOUSE52167
OG0000447	CAPO300691	MOUSE48709, MOUSE48707, MOUSE48708, MOUSE54566, MOUSE50106, MOUSE50107, MOUSE54565, MOUSE54564, MOUSE50105, MOUSE19382, MOUSE19381, MOUSE19380, MOUSE19378
OG0000450	CAPO307586, CAPO307446	MOUSE16109, MOUSE00139, MOUSE46535, MOUSE20568, MOUSE20569, MOUSE20565, MOUSE20567, MOUSE37990, MOUSE37989, MOUSE46533, MOUSE38152, MOUSE38153, MOUSE38154, MOUSE46534, MOUSE37991, MOUSE37992
OG0000454	CAPO301952	MOUSE30460, MOUSE51815, MOUSE51820, MOUSE51813, MOUSE51809, MOUSE51818, MOUSE51805, MOUSE51811, MOUSE51810, MOUSE51816, MOUSE30456, MOUSE30455, MOUSE32415, MOUSE32417, MOUSE32416, MOUSE32418, MOUSE51804, MOUSE51808
OG0000461	CAPO303645, CAPO304085, CAPO303531	MOUSE05548, MOUSE05549, MOUSE05551, MOUSE05550
OG0000461	CAPO307456	MOUSE38172, MOUSE38173, MOUSE38168, MOUSE38169, MOUSE38170, MOUSE38167, MOUSE38171, MOUSE38166, MOUSE37814, MOUSE37812, MOUSE37813
OG0000467	CAPO302815	MOUSE52897, MOUSE23400
OG0000467	CAPO302214	MOUSE55119, MOUSE55118, MOUSE52896, MOUSE52893, MOUSE52894, MOUSE23397, MOUSE23398, MOUSE23396, MOUSE23399, MOUSE23395, MOUSE23394, MOUSE24991, MOUSE24990, MOUSE24992, MOUSE24995, MOUSE24993, MOUSE24987, MOUSE24986, MOUSE24989, MOUSE24996, MOUSE24994, MOUSE24988, MOUSE55117, MOUSE23401
OG0000468	CAPO302003, CAPO303185	MOUSE32725, MOUSE07604, MOUSE07603, MOUSE07605, MOUSE07602
OG0000469	CAPO306584, CAPO302277	MOUSE40958, MOUSE52727, MOUSE52724, MOUSE24846, MOUSE24848, MOUSE24847, MOUSE40957, MOUSE24924, MOUSE24923, MOUSE54260, MOUSE54259
OG0000470	CAPO307521	MOUSE17175, MOUSE17176, MOUSE05969, MOUSE05967, MOUSE05968, MOUSE24462, MOUSE24461, MOUSE24463, MOUSE07543, MOUSE07539, MOUSE07538, MOUSE07537, MOUSE07532, MOUSE07534, MOUSE07530, MOUSE07541, MOUSE07540, MOUSE07533, MOUSE07542, MOUSE07531, MOUSE07529, MOUSE24458, MOUSE24459, MOUSE24460
OG0000474	CAPO307766	MOUSE22407, MOUSE02524, MOUSE02522, MOUSE02526, MOUSE02525, MOUSE02523, MOUSE02529, MOUSE05803, MOUSE05802, MOUSE53048, MOUSE53047, MOUSE53046, MOUSE22409, MOUSE22410, MOUSE22411, MOUSE22408
OG0000475	CAPO303779	MOUSE02378, MOUSE02379, MOUSE02377, MOUSE15715, MOUSE15717, MOUSE15719, MOUSE15720, MOUSE02375, MOUSE02376, MOUSE02374, MOUSE02373, MOUSE13336, MOUSE13334, MOUSE13331, MOUSE13333, MOUSE13335, MOUSE15725, MOUSE15723, MOUSE15727, MOUSE15722, MOUSE15724, MOUSE15726, MOUSE15721, MOUSE15718, MOUSE15716, MOUSE13332
OG0000476	CAPO306104	MOUSE32798, MOUSE32797
OG0000479	CAPO303549	MOUSE34250, MOUSE16521, MOUSE53992
OG0000479	CAPO304267	MOUSE26651, MOUSE15313
OG0000480	CAPO307201	MOUSE15596, MOUSE15597, MOUSE15577, MOUSE15578, MOUSE15576, MOUSE15585, MOUSE15580, MOUSE15582, MOUSE15581, MOUSE34567, MOUSE34569, MOUSE34568
OG0000481	CAPO300053	MOUSE46325, MOUSE46326, MOUSE46327
OG0000481	CAPO304800	MOUSE26095, MOUSE26092, MOUSE26094
OG0000481	CAPO304355	MOUSE03456, MOUSE47997
OG0000484	CAPO304750	MOUSE10536, MOUSE50341, MOUSE50342, MOUSE50340, MOUSE33234, MOUSE33236, MOUSE33235, MOUSE33237, MOUSE33227, MOUSE33232, MOUSE33230, MOUSE10537, MOUSE10539, MOUSE10538, MOUSE10533, MOUSE10534, MOUSE10535, MOUSE10532, MOUSE10529, MOUSE10531, MOUSE10530, MOUSE48510, MOUSE48511, MOUSE48512, MOUSE48513, MOUSE10540
OG0000485	CAPO303224, CAPO303026	MOUSE22584, MOUSE22583, MOUSE22581, MOUSE53133, MOUSE53132, MOUSE50507, MOUSE50508, MOUSE50506, MOUSE50503, MOUSE50502, MOUSE50504, MOUSE50505, MOUSE50509, MOUSE22582
OG0000486	CAPO306048, CAPO306972	MOUSE31514, MOUSE31513, MOUSE31511, MOUSE21232
OG0000488	CAPO305871	MOUSE28605
OG0000491	CAPO305506	MOUSE33998, MOUSE54193, MOUSE54192, MOUSE38834, MOUSE38833, MOUSE38832, MOUSE38835, MOUSE38836, MOUSE48261, MOUSE48260
OG0000494	CAPO300277	MOUSE04386, MOUSE04387, MOUSE04385, MOUSE26674, MOUSE26676, MOUSE26675, MOUSE37244, MOUSE37245, MOUSE37243, MOUSE37241, MOUSE37242, MOUSE04377, MOUSE04378, MOUSE37754, MOUSE37753, MOUSE37752, MOUSE37750
OG0000505	CAPO303790, CAPO306121	MOUSE30721
OG0000506	CAPO304587	MOUSE15620, MOUSE04167, MOUSE15618, MOUSE15614, MOUSE15613, MOUSE15617, MOUSE15616, MOUSE15615, MOUSE04165, MOUSE15619, MOUSE04161, MOUSE04160, MOUSE04158, MOUSE45045, MOUSE45046, MOUSE45047, MOUSE54597, MOUSE54596, MOUSE54598, MOUSE45048, MOUSE54599
OG0000508	CAPO303408, CAPO307945	MOUSE04787, MOUSE04786, MOUSE02862
OG0000508	CAPO302590	MOUSE02442, MOUSE22065, MOUSE22066, MOUSE22067, MOUSE22064, MOUSE22068
OG0000510	CAPO303128, CAPO305095	MOUSE05540, MOUSE05542, MOUSE05544, MOUSE05541, MOUSE39401, MOUSE37932, MOUSE19983, MOUSE19980
OG0000511	CAPO301322	MOUSE21668, MOUSE13518, MOUSE13519, MOUSE13517
OG0000514	CAPO307292	MOUSE13991, MOUSE13994, MOUSE13990, MOUSE13989, MOUSE13986, MOUSE13995, MOUSE13996, MOUSE13987, MOUSE13992, MOUSE13997, MOUSE13988, MOUSE15035, MOUSE15034, MOUSE06334, MOUSE06331, MOUSE06336, MOUSE06332, MOUSE06330, MOUSE06333, MOUSE06335
OG0000516	CAPO302072	MOUSE32111, MOUSE32110, MOUSE12451, MOUSE16494, MOUSE16495, MOUSE51201, MOUSE51202, MOUSE09107, MOUSE09108
OG0000519	CAPO300709	MOUSE02734, MOUSE02732, MOUSE02731
OG0000520	CAPO304720	MOUSE43524, MOUSE43523, MOUSE43522, MOUSE51047, MOUSE51050, MOUSE51049, MOUSE51046, MOUSE51048
OG0000522	CAPO306204	MOUSE36139, MOUSE36138, MOUSE36141, MOUSE36142, MOUSE36146, MOUSE36140, MOUSE36143, MOUSE36147, MOUSE36145, MOUSE36144, MOUSE27785, MOUSE27786
OG0000528	CAPO300417	MOUSE08078, MOUSE08077, MOUSE08080, MOUSE08079, MOUSE42764, MOUSE42765, MOUSE42767, MOUSE42766, MOUSE20445, MOUSE20444, MOUSE20446, MOUSE18735, MOUSE18737, MOUSE18736
OG0000530	CAPO306919	MOUSE01368, MOUSE01373, MOUSE01369, MOUSE01370, MOUSE32745, MOUSE01376, MOUSE32738, MOUSE32739, MOUSE32737, MOUSE32741, MOUSE32742, MOUSE32740, MOUSE31361, MOUSE31363, MOUSE31366, MOUSE31362
OG0000532	CAPO301913	MOUSE35783, MOUSE35784
OG0000538	CAPO300039	MOUSE26109, MOUSE26108, MOUSE26107, MOUSE02402, MOUSE02401, MOUSE18904, MOUSE18906, MOUSE18901, MOUSE18905, MOUSE18907, MOUSE18908, MOUSE18902, MOUSE18903
OG0000538	CAPO302001	MOUSE05766, MOUSE05767, MOUSE05765, MOUSE05764
OG0000548	CAPO307253, CAPO307370	MOUSE17190, MOUSE48022, MOUSE27774, MOUSE21325, MOUSE24689, MOUSE24690, MOUSE02054, MOUSE02055, MOUSE52547, MOUSE52548, MOUSE54258
OG0000551	CAPO305700	MOUSE11257
OG0000552	CAPO302805	MOUSE10142, MOUSE10140, MOUSE10139, MOUSE10143, MOUSE10138, MOUSE10141, MOUSE18940, MOUSE54211, MOUSE54212, MOUSE29633, MOUSE29632, MOUSE29635, MOUSE54213, MOUSE29634, MOUSE29636
OG0000553	CAPO302261	MOUSE23561, MOUSE53922, MOUSE53921, MOUSE02032, MOUSE02031, MOUSE16157, MOUSE18362, MOUSE16156, MOUSE51274, MOUSE51273, MOUSE51272, MOUSE14233, MOUSE05108
OG0000554	CAPO300205	MOUSE13488, MOUSE13489, MOUSE35644, MOUSE36043, MOUSE19420, MOUSE19421, MOUSE36046, MOUSE36044, MOUSE12728, MOUSE46842, MOUSE46840, MOUSE19419, MOUSE19418, MOUSE19417, MOUSE35643, MOUSE36045, MOUSE36047, MOUSE46841
OG0000561	CAPO307817, CAPO304686, CAPO304296	MOUSE08091, MOUSE08092, MOUSE08093, MOUSE20194, MOUSE20195, MOUSE20193, MOUSE20192, MOUSE20191, MOUSE09576
OG0000563	CAPO305151	MOUSE05023, MOUSE05022, MOUSE37472, MOUSE09944
OG0000566	CAPO306820	MOUSE19799, MOUSE51988, MOUSE51987, MOUSE19797, MOUSE19798, MOUSE51983, MOUSE51982, MOUSE51985, MOUSE51989, MOUSE04915
OG0000567	CAPO300710, CAPO302895	MOUSE11935, MOUSE30473, MOUSE01584
OG0000572	CAPO302048	MOUSE18741, MOUSE18742, MOUSE18747, MOUSE18745, MOUSE18743, MOUSE08285, MOUSE08283, MOUSE08284, MOUSE08282, MOUSE08281, MOUSE20447, MOUSE18746, MOUSE34897, MOUSE34899, MOUSE34900, MOUSE41405, MOUSE41406, MOUSE34901, MOUSE34898
OG0000573	CAPO301573	MOUSE41431, MOUSE38345, MOUSE38346, MOUSE35087, MOUSE35088, MOUSE38344, MOUSE38343, MOUSE38342, MOUSE38341, MOUSE29526, MOUSE35086
OG0000573	CAPO300482	MOUSE51991, MOUSE51992
OG0000574	CAPO303025	MOUSE03800, MOUSE03927, MOUSE06002, MOUSE06003, MOUSE03799, MOUSE03923, MOUSE03922, MOUSE47459, MOUSE47456, MOUSE47457, MOUSE47458, MOUSE47452, MOUSE47455, MOUSE47454, MOUSE47460, MOUSE47453
OG0000578	CAPO305505	MOUSE20360, MOUSE20359, MOUSE20362, MOUSE20361, MOUSE03091, MOUSE03087, MOUSE03090, MOUSE03088, MOUSE03089, MOUSE07290, MOUSE07291, MOUSE07292, MOUSE42776, MOUSE42775
OG0000583	CAPO302594	MOUSE01784, MOUSE54088, MOUSE54086, MOUSE54089, MOUSE54090, MOUSE54092, MOUSE54087, MOUSE22001, MOUSE32168, MOUSE33890, MOUSE33889, MOUSE33888
OG0000585	CAPO305845	MOUSE35385
OG0000585	CAPO302010	MOUSE40784, MOUSE40785, MOUSE40786, MOUSE40788, MOUSE40789, MOUSE40787, MOUSE40783, MOUSE40781, MOUSE40782, MOUSE35389, MOUSE35386, MOUSE35387, MOUSE35388, MOUSE35383, MOUSE35384, MOUSE35381, MOUSE35380, MOUSE35382, MOUSE31048, MOUSE31049
OG0000586	CAPO304818	MOUSE14471, MOUSE47314, MOUSE47317, MOUSE47318, MOUSE47316, MOUSE14470, MOUSE14469, MOUSE14468, MOUSE43916, MOUSE43917, MOUSE43918, MOUSE47315
OG0000587	CAPO304868	MOUSE22685, MOUSE38303, MOUSE38305, MOUSE38304, MOUSE55325, MOUSE55324, MOUSE55322, MOUSE55323
OG0000588	CAPO300701	MOUSE45239, MOUSE45240
OG0000590	CAPO302664	MOUSE05523, MOUSE18372, MOUSE05521, MOUSE05522, MOUSE02546
OG0000590	CAPO307990	MOUSE18529, MOUSE28939, MOUSE28941
OG0000591	CAPO300885	MOUSE03776, MOUSE03774, MOUSE03773, MOUSE03775
OG0000591	CAPO301508, CAPO306921	MOUSE45119, MOUSE45118, MOUSE45120, MOUSE45121, MOUSE45116, MOUSE19122
OG0000592	CAPO302552	MOUSE09794, MOUSE09795, MOUSE09796, MOUSE49687, MOUSE49686, MOUSE49685, MOUSE27133
OG0000593	CAPO303950	MOUSE38540, MOUSE14106, MOUSE06441, MOUSE12368, MOUSE12366, MOUSE12367, MOUSE49643, MOUSE49644, MOUSE13819, MOUSE28583
OG0000594	CAPO305185	MOUSE50535, MOUSE16184, MOUSE16183, MOUSE50537, MOUSE24285, MOUSE24284, MOUSE24283, MOUSE16185, MOUSE50538, MOUSE52223, MOUSE40778, MOUSE40777, MOUSE14517, MOUSE14516
OG0000597	CAPO305949	MOUSE46308, MOUSE46307, MOUSE04601, MOUSE04603, MOUSE04605, MOUSE04604, MOUSE20021, MOUSE46309, MOUSE37363
OG0000600	CAPO302133	MOUSE54466, MOUSE54465, MOUSE00132, MOUSE00135, MOUSE00136, MOUSE54464, MOUSE00134, MOUSE00133, MOUSE54880, MOUSE54879, MOUSE22333
OG0000603	CAPO300286	MOUSE18832, MOUSE18831, MOUSE20286, MOUSE20285, MOUSE20287, MOUSE20288, MOUSE07810, MOUSE07809, MOUSE07808, MOUSE07811, MOUSE18833, MOUSE18834, MOUSE18818, MOUSE18827, MOUSE18819, MOUSE18825, MOUSE18821, MOUSE20289, MOUSE20290, MOUSE18829
OG0000604	CAPO304248	MOUSE27357, MOUSE27359, MOUSE27358, MOUSE27356, MOUSE27360, MOUSE08641, MOUSE08640, MOUSE08644, MOUSE43346, MOUSE43345, MOUSE43344, MOUSE08642
OG0000609	CAPO306415	MOUSE22036, MOUSE22020, MOUSE22345, MOUSE02350
OG0000611	CAPO305139	MOUSE55274, MOUSE55275, MOUSE55273, MOUSE54663, MOUSE54662, MOUSE54660, MOUSE54658, MOUSE54661, MOUSE54659, MOUSE55276
OG0000611	CAPO302505	MOUSE48953, MOUSE48957
OG0000612	CAPO308174	MOUSE36201, MOUSE36200, MOUSE36199, MOUSE46782, MOUSE46781, MOUSE40383, MOUSE40382
OG0000612	CAPO300901	MOUSE28578, MOUSE28580, MOUSE28579
OG0000613	CAPO306741, CAPO303985	MOUSE00704, MOUSE00705, MOUSE00703, MOUSE28638, MOUSE34125, MOUSE34127, MOUSE34126, MOUSE34123, MOUSE34124, MOUSE10241
OG0000614	CAPO306138, CAPO304207	MOUSE43293
OG0000616	CAPO301011	MOUSE43042, MOUSE43044, MOUSE43043, MOUSE43041, MOUSE43050, MOUSE50900, MOUSE50901, MOUSE50902, MOUSE30157, MOUSE30158, MOUSE30156, MOUSE30155
OG0000619	CAPO303580	MOUSE53833, MOUSE53832, MOUSE13100, MOUSE13101, MOUSE13102, MOUSE13104, MOUSE22715, MOUSE22714, MOUSE22713, MOUSE22711, MOUSE22709, MOUSE22710, MOUSE22712, MOUSE53834
OG0000623	CAPO306891	MOUSE52068
OG0000623	CAPO306678	MOUSE05906, MOUSE05905, MOUSE14117
OG0000624	CAPO304034, CAPO304035	MOUSE05834, MOUSE05836, MOUSE05833, MOUSE05837, MOUSE05835, MOUSE05832, MOUSE20490, MOUSE26414
OG0000627	CAPO301912	MOUSE51584, MOUSE51583, MOUSE51585, MOUSE51582, MOUSE50870, MOUSE50872, MOUSE50871, MOUSE50873, MOUSE50869, MOUSE50874, MOUSE50868, MOUSE43635, MOUSE43636, MOUSE43634, MOUSE43633, MOUSE43628, MOUSE43630, MOUSE43629, MOUSE43627, MOUSE43631, MOUSE15878
OG0000628	CAPO306878	MOUSE33803, MOUSE33805, MOUSE33806, MOUSE55288, MOUSE55287, MOUSE55289, MOUSE55291, MOUSE55290, MOUSE55292, MOUSE28607, MOUSE00366, MOUSE00365, MOUSE18571, MOUSE18570, MOUSE18572
OG0000629	CAPO304632	MOUSE27093, MOUSE01791, MOUSE01790
OG0000634	CAPO305866	MOUSE29180, MOUSE29181, MOUSE29179
OG0000636	CAPO300927, CAPO308236	MOUSE35989, MOUSE35990, MOUSE35986, MOUSE35987, MOUSE35980, MOUSE35985, MOUSE35979, MOUSE35984, MOUSE35991, MOUSE35982, MOUSE35983, MOUSE35981, MOUSE19615, MOUSE21409, MOUSE21405, MOUSE21413, MOUSE21412, MOUSE21406, MOUSE21410, MOUSE21402, MOUSE21407, MOUSE21403, MOUSE21408, MOUSE21404, MOUSE21411, MOUSE21415, MOUSE21414
OG0000637	CAPO306492	MOUSE25268, MOUSE06427
OG0000639	CAPO300322	MOUSE51940, MOUSE19650, MOUSE19651, MOUSE19647
OG0000639	CAPO305269	MOUSE49493, MOUSE49495, MOUSE49496, MOUSE32122, MOUSE28358
OG0000642	CAPO307461, CAPO301979, CAPO301558, CAPO307468, CAPO303537, CAPO307029, CAPO305272, CAPO302782, CAPO302430	MOUSE37031, MOUSE37030, MOUSE39970, MOUSE39974, MOUSE39972
OG0000642	CAPO302566	MOUSE18753, MOUSE18754
