Orthogroup	CAPO3	APOSC_ok
OG0000616	CAPO301011	APOSC_12590, APOSC_12592, APOSC_12591
OG0000617	CAPO305046, CAPO305351, CAPO305350, CAPO301395, CAPO308110, CAPO305569, CAPO302463, CAPO301963, CAPO307719, CAPO308046, CAPO302479, CAPO302684, CAPO303925	APOSC_08051, APOSC_14759
OG0000617	CAPO303200, CAPO307815, CAPO308211, CAPO303926, CAPO303924, CAPO303927, CAPO304126, CAPO307888, CAPO301741, CAPO308289, CAPO303317, CAPO306753, CAPO303212, CAPO302527, CAPO302568, CAPO303584, CAPO303106, CAPO302462, CAPO302437, CAPO308109, CAPO302184, CAPO304957, CAPO303314, CAPO303900, CAPO303931, CAPO306863, CAPO308223, CAPO307383, CAPO303613, CAPO303446, CAPO303410, CAPO308100, CAPO307019, CAPO300335, CAPO305613, CAPO305620, CAPO305570, CAPO308045, CAPO303984, CAPO305289, CAPO307167	APOSC_04030
OG0000619	CAPO303580	APOSC_06768
OG0000620	CAPO300569	APOSC_21800, APOSC_17833, APOSC_04120, APOSC_17659, APOSC_12726, APOSC_20629
OG0000623	CAPO306891	APOSC_11408, APOSC_11407
OG0000623	CAPO306678	APOSC_25178, APOSC_25179, APOSC_28396
OG0000624	CAPO304034, CAPO304035	APOSC_18585, APOSC_18584, APOSC_27695, APOSC_23239, APOSC_12046
OG0000627	CAPO301912	APOSC_21489, APOSC_19887
OG0000628	CAPO306878	APOSC_24447, APOSC_27023, APOSC_27022
OG0000629	CAPO304632	APOSC_10100, APOSC_17613, APOSC_14556
OG0000634	CAPO305866	APOSC_11286, APOSC_19203, APOSC_15603, APOSC_28004, APOSC_28003, APOSC_15604, APOSC_15606, APOSC_12030, APOSC_15602, APOSC_15605, APOSC_05420
OG0000636	CAPO300927, CAPO308236	APOSC_03996, APOSC_09371
OG0000637	CAPO306492	APOSC_21463, APOSC_04395
OG0000639	CAPO300322	APOSC_28763
OG0000639	CAPO305269	APOSC_01472
OG0000642	CAPO307461, CAPO301979, CAPO301558, CAPO307468, CAPO303537, CAPO307029, CAPO305272, CAPO302782, CAPO302430	APOSC_28101, APOSC_19716, APOSC_19520, APOSC_21780, APOSC_15545
OG0000643	CAPO301316	APOSC_16933
OG0000645	CAPO306925	APOSC_03352
OG0000645	CAPO307784, CAPO304648	APOSC_00638, APOSC_09352
OG0000648	CAPO306715	APOSC_03595, APOSC_17710, APOSC_17709
OG0000648	CAPO307568	APOSC_08045
OG0000650	CAPO302429	APOSC_03429, APOSC_08658
OG0000651	CAPO301045	APOSC_26297
OG0000652	CAPO307163	APOSC_19589, APOSC_04833, APOSC_19592, APOSC_19590, APOSC_04834
OG0000660	CAPO304213	APOSC_26737
OG0000662	CAPO308235	APOSC_10023, APOSC_20576, APOSC_08470, APOSC_08472
OG0000663	CAPO303713	APOSC_03380, APOSC_10431
OG0000664	CAPO305353	APOSC_19666, APOSC_04414, APOSC_04413
OG0000665	CAPO304505, CAPO304163	APOSC_04140, APOSC_09869, APOSC_06912
OG0000666	CAPO306172	APOSC_18128, APOSC_14812, APOSC_14811, APOSC_14810, APOSC_14813
OG0000667	CAPO305865	APOSC_10536, APOSC_28178
OG0000672	CAPO301072	APOSC_13094, APOSC_20369, APOSC_17793, APOSC_27234, APOSC_11490
OG0000672	CAPO301848	APOSC_05056
OG0000674	CAPO303746	APOSC_02855, APOSC_02854, APOSC_00193
OG0000676	CAPO304343, CAPO305288	APOSC_12565
OG0000676	CAPO300920, CAPO304680	APOSC_24592
OG0000683	CAPO304912	APOSC_06085
OG0000683	CAPO305392, CAPO303509	APOSC_22743
OG0000684	CAPO306227	APOSC_04618, APOSC_18120, APOSC_04620, APOSC_01492, APOSC_04849, APOSC_04619
OG0000690	CAPO306653	APOSC_12924
OG0000690	CAPO306445	APOSC_06851
OG0000690	CAPO304114	APOSC_28021, APOSC_06077
OG0000691	CAPO301028	APOSC_06057, APOSC_01959
OG0000692	CAPO306980	APOSC_26279
OG0000693	CAPO300633	APOSC_14532, APOSC_14531
OG0000693	CAPO307538	APOSC_27726
OG0000694	CAPO302468	APOSC_21845
OG0000696	CAPO305456	APOSC_00235
OG0000696	CAPO305466	APOSC_09390
OG0000696	CAPO301422	APOSC_19415
OG0000697	CAPO304466, CAPO306724	APOSC_04170
OG0000701	CAPO306727	APOSC_29144, APOSC_29143
OG0000703	CAPO308078	APOSC_08255, APOSC_12548
OG0000706	CAPO301985	APOSC_28191, APOSC_16598, APOSC_01285
OG0000708	CAPO302130	APOSC_22565
OG0000708	CAPO300640	APOSC_04164
OG0000709	CAPO305451	APOSC_21004
OG0000711	CAPO304713	APOSC_04623, APOSC_16041, APOSC_24576
OG0000713	CAPO302804	APOSC_02458, APOSC_19823, APOSC_04674
OG0000715	CAPO305197	APOSC_24729
OG0000716	CAPO306457, CAPO306957	APOSC_15187, APOSC_15188, APOSC_05187
OG0000717	CAPO302989	APOSC_08974, APOSC_08975
OG0000718	CAPO301597, CAPO306021	APOSC_09944, APOSC_06058
OG0000721	CAPO305154, CAPO301906	APOSC_27562, APOSC_25361
OG0000724	CAPO300826	APOSC_04422, APOSC_04423
OG0000726	CAPO302910	APOSC_20907
OG0000731	CAPO304569	APOSC_14089, APOSC_13977, APOSC_13252, APOSC_13253
OG0000732	CAPO304867	APOSC_01005
OG0000732	CAPO302445	APOSC_22697, APOSC_22696
OG0000733	CAPO301695	APOSC_15598, APOSC_14468
OG0000735	CAPO302824	APOSC_08541, APOSC_08542
OG0000736	CAPO306770	APOSC_24942, APOSC_27355, APOSC_25326, APOSC_24761, APOSC_27354
OG0000737	CAPO304586	APOSC_18824, APOSC_08933, APOSC_08934, APOSC_08935
OG0000743	CAPO306268	APOSC_09120, APOSC_09119, APOSC_12427, APOSC_12908
OG0000747	CAPO303187	APOSC_10377, APOSC_22793, APOSC_01421, APOSC_04166, APOSC_09294, APOSC_09295, APOSC_26831, APOSC_21163
OG0000748	CAPO301276	APOSC_01384, APOSC_01385, APOSC_24585, APOSC_28377, APOSC_28378, APOSC_28376
OG0000751	CAPO302771	APOSC_10279
OG0000752	CAPO300507	APOSC_11897
OG0000752	CAPO305335	APOSC_20705
OG0000753	CAPO301378	APOSC_17933
OG0000754	CAPO300911, CAPO306986, CAPO303353	APOSC_10620
OG0000755	CAPO300267	APOSC_02841, APOSC_02836, APOSC_02842, APOSC_02838
OG0000757	CAPO307096	APOSC_21066
OG0000757	CAPO300067	APOSC_13824
OG0000758	CAPO305275	APOSC_04627, APOSC_04628, APOSC_04626
OG0000759	CAPO300473	APOSC_10203
OG0000761	CAPO305655	APOSC_25522, APOSC_02293, APOSC_05181, APOSC_05182
OG0000765	CAPO301853	APOSC_08832
OG0000766	CAPO300388	APOSC_02628, APOSC_02629, APOSC_02626, APOSC_02627
OG0000767	CAPO305367	APOSC_19311, APOSC_22136, APOSC_22137
OG0000768	CAPO306612, CAPO302492, CAPO307738, CAPO305672, CAPO305904	APOSC_11098, APOSC_11096, APOSC_11097
OG0000772	CAPO304708, CAPO302709	APOSC_24323
OG0000774	CAPO306995	APOSC_18361, APOSC_14291, APOSC_14965
OG0000775	CAPO306201	APOSC_15715, APOSC_15716, APOSC_15714, APOSC_10384
OG0000776	CAPO307356	APOSC_14658, APOSC_04219, APOSC_04218, APOSC_26884, APOSC_23547, APOSC_14259, APOSC_20069, APOSC_25314, APOSC_15172
OG0000779	CAPO305943	APOSC_20892
OG0000779	CAPO300301	APOSC_15142
OG0000788	CAPO304590	APOSC_18949, APOSC_21919, APOSC_21918, APOSC_21917
OG0000791	CAPO304699	APOSC_26179, APOSC_26180
OG0000792	CAPO305838	APOSC_14959, APOSC_04163
OG0000793	CAPO301604	APOSC_28727, APOSC_28728, APOSC_28729
OG0000794	CAPO304031	APOSC_25175, APOSC_12304, APOSC_28540, APOSC_17611, APOSC_08351, APOSC_01861, APOSC_03932
OG0000797	CAPO307534	APOSC_05552, APOSC_02654
OG0000803	CAPO301668	APOSC_18801, APOSC_00365
OG0000810	CAPO305098, CAPO306601	APOSC_15514, APOSC_02955, APOSC_02954, APOSC_02956
OG0000813	CAPO300040, CAPO308168	APOSC_22749, APOSC_28682, APOSC_28679, APOSC_28681, APOSC_28678, APOSC_28677, APOSC_28680, APOSC_10674, APOSC_03337, APOSC_07707
OG0000814	CAPO307227	APOSC_19527, APOSC_22281
OG0000815	CAPO300838	APOSC_21255, APOSC_22617, APOSC_22055, APOSC_20294
OG0000816	CAPO304990	APOSC_15681, APOSC_05809, APOSC_10643, APOSC_15680
OG0000818	CAPO307656	APOSC_14407, APOSC_14408, APOSC_14409
OG0000820	CAPO303993, CAPO304861, CAPO306914, CAPO301340, CAPO300173, CAPO302332, CAPO305090, CAPO300452	APOSC_11841
OG0000824	CAPO303788	APOSC_26516
OG0000825	CAPO305165, CAPO306157, CAPO306129	APOSC_17271, APOSC_03303
OG0000826	CAPO306060	APOSC_07568, APOSC_07567, APOSC_22497, APOSC_26704
OG0000827	CAPO304578	APOSC_10934, APOSC_24620, APOSC_19492, APOSC_06325
OG0000828	CAPO306023	APOSC_05791
OG0000828	CAPO307153	APOSC_22977, APOSC_11571
OG0000834	CAPO306233	APOSC_04739, APOSC_27269
OG0000836	CAPO306019, CAPO307821	APOSC_15778, APOSC_06642
OG0000837	CAPO308104, CAPO303511	APOSC_28068, APOSC_14436, APOSC_00892, APOSC_07079, APOSC_28069, APOSC_28067, APOSC_06905, APOSC_04004, APOSC_12041, APOSC_06484, APOSC_27044, APOSC_21308
OG0000838	CAPO303856	APOSC_26520, APOSC_06028, APOSC_02486
OG0000841	CAPO300281	APOSC_26322
OG0000841	CAPO307470	APOSC_23985, APOSC_23987, APOSC_23986
OG0000844	CAPO306591, CAPO307267	APOSC_10362, APOSC_10363
OG0000845	CAPO303615	APOSC_21723, APOSC_21724, APOSC_15428, APOSC_11449
OG0000847	CAPO301759, CAPO307057	APOSC_10143
OG0000847	CAPO308298	APOSC_11562
OG0000849	CAPO304492	APOSC_27634, APOSC_09266, APOSC_03689
OG0000850	CAPO302141	APOSC_08264, APOSC_00774
OG0000850	CAPO306299	APOSC_23927
OG0000851	CAPO304092	APOSC_19702, APOSC_19703, APOSC_19701
OG0000852	CAPO307622	APOSC_02824
OG0000857	CAPO302559	APOSC_24744
OG0000858	CAPO306693	APOSC_23576
OG0000860	CAPO306338	APOSC_17954
OG0000871	CAPO300407	APOSC_14488
OG0000872	CAPO308293	APOSC_01621, APOSC_01620
OG0000873	CAPO307878	APOSC_27618
OG0000875	CAPO303418, CAPO302903	APOSC_06925, APOSC_26698, APOSC_26697, APOSC_10108, APOSC_10816, APOSC_05938
OG0000876	CAPO302150	APOSC_13414
OG0000877	CAPO304981	APOSC_14562, APOSC_05392, APOSC_11159, APOSC_18856, APOSC_22435, APOSC_14561, APOSC_03592, APOSC_03591
OG0000879	CAPO304627	APOSC_13173
OG0000879	CAPO301982	APOSC_25589, APOSC_19618
OG0000888	CAPO300320	APOSC_22842
OG0000889	CAPO302257	APOSC_15049, APOSC_07753, APOSC_09768
OG0000889	CAPO304144	APOSC_28468
OG0000890	CAPO303648	APOSC_26141
OG0000890	CAPO304283	APOSC_26142, APOSC_26140
OG0000891	CAPO307358	APOSC_21662, APOSC_19871, APOSC_18925, APOSC_08985, APOSC_04933, APOSC_06099, APOSC_25735, APOSC_11370, APOSC_07457, APOSC_17994, APOSC_05702, APOSC_11651, APOSC_20574
OG0000894	CAPO300968, CAPO300967	APOSC_05906, APOSC_06317
OG0000894	CAPO301227	APOSC_02796, APOSC_02797
OG0000896	CAPO304049	APOSC_16669
OG0000897	CAPO306059	APOSC_09636, APOSC_15460, APOSC_17372
OG0000898	CAPO302619	APOSC_16195
OG0000899	CAPO300655	APOSC_14711
OG0000904	CAPO305539	APOSC_17702, APOSC_14302, APOSC_14303, APOSC_06457, APOSC_06456, APOSC_06458
OG0000905	CAPO303384	APOSC_09225, APOSC_09226
OG0000909	CAPO300878	APOSC_25304, APOSC_25305, APOSC_25306
OG0000911	CAPO302608	APOSC_15133, APOSC_15134
OG0000912	CAPO302397	APOSC_27960, APOSC_27961, APOSC_29074
OG0000913	CAPO300255	APOSC_04388
OG0000914	CAPO302002	APOSC_12098
OG0000915	CAPO306555	APOSC_07775, APOSC_07774
OG0000921	CAPO300272	APOSC_26555
OG0000925	CAPO304563	APOSC_04534, APOSC_05628
OG0000928	CAPO301245	APOSC_19235, APOSC_19234, APOSC_19236
OG0000929	CAPO303494	APOSC_07152, APOSC_28960
OG0000931	CAPO303586	APOSC_10285
OG0000932	CAPO306783	APOSC_27821, APOSC_27820
OG0000934	CAPO306946, CAPO300619	APOSC_15771
OG0000934	CAPO304006	APOSC_01130
OG0000935	CAPO307401	APOSC_07475
OG0000944	CAPO304090	APOSC_18987
OG0000952	CAPO300179	APOSC_07711, APOSC_03764, APOSC_03765
OG0000954	CAPO303535	APOSC_16116, APOSC_16117
OG0000954	CAPO305800	APOSC_17406, APOSC_17405
OG0000955	CAPO303429	APOSC_05735
OG0000955	CAPO308190	APOSC_04505
OG0000960	CAPO300314, CAPO301035	APOSC_07362
OG0000960	CAPO304728	APOSC_11917, APOSC_11916
OG0000963	CAPO303990	APOSC_02511, APOSC_02848
OG0000965	CAPO305928	APOSC_23312, APOSC_23311
OG0000965	CAPO302148	APOSC_09972
OG0000967	CAPO304786	APOSC_16830, APOSC_16829, APOSC_28756
OG0000970	CAPO301807	APOSC_22645
OG0000974	CAPO306940	APOSC_23144, APOSC_06310, APOSC_20150, APOSC_13468
OG0000978	CAPO306307	APOSC_07678
OG0000982	CAPO301371	APOSC_05256, APOSC_05255
OG0000984	CAPO307940	APOSC_25696, APOSC_17895, APOSC_25912, APOSC_05077, APOSC_01560
OG0000985	CAPO304864	APOSC_19761
OG0000986	CAPO305058	APOSC_14086, APOSC_10314, APOSC_22933, APOSC_16486, APOSC_14087, APOSC_17601
OG0000987	CAPO306365	APOSC_18102
OG0000992	CAPO308244	APOSC_10110, APOSC_22971, APOSC_24901
OG0000993	CAPO303930	APOSC_07451, APOSC_07452, APOSC_27467, APOSC_25800, APOSC_25799, APOSC_15824, APOSC_13161, APOSC_04147, APOSC_15770, APOSC_07683, APOSC_01705, APOSC_24726, APOSC_24727, APOSC_23319, APOSC_04797, APOSC_28883, APOSC_17603
OG0000994	CAPO306999	APOSC_21838
OG0000996	CAPO304603	APOSC_26134, APOSC_26133
OG0000997	CAPO306501	APOSC_11276
OG0000998	CAPO302508	APOSC_02804
OG0000999	CAPO303484, CAPO302236	APOSC_24853, APOSC_24852
OG0001006	CAPO308145	APOSC_03092, APOSC_20430, APOSC_16381
OG0001009	CAPO305830	APOSC_15733, APOSC_04114, APOSC_04113, APOSC_15732, APOSC_04115, APOSC_07787, APOSC_23992
OG0001015	CAPO304771	APOSC_22160
OG0001016	CAPO300038	APOSC_19695
OG0001016	CAPO302596	APOSC_06741
OG0001018	CAPO305732	APOSC_00204
OG0001020	CAPO301968	APOSC_19035, APOSC_03809, APOSC_04876, APOSC_08003, APOSC_18077, APOSC_18075, APOSC_08002, APOSC_20116, APOSC_18076, APOSC_25790, APOSC_24607, APOSC_00226, APOSC_00227, APOSC_17577, APOSC_04925, APOSC_19171, APOSC_16621, APOSC_08412
OG0001024	CAPO300862	APOSC_15001, APOSC_13882, APOSC_23658
OG0001033	CAPO305083	APOSC_15664
OG0001033	CAPO300376	APOSC_27603
OG0001036	CAPO301917	APOSC_22682
OG0001037	CAPO306107	APOSC_11608, APOSC_08095, APOSC_08094
OG0001039	CAPO305080	APOSC_04027, APOSC_21961, APOSC_21960, APOSC_21962
OG0001042	CAPO301530	APOSC_11804, APOSC_11802, APOSC_11803
OG0001044	CAPO305401, CAPO306389	APOSC_21527, APOSC_09771
OG0001045	CAPO300115	APOSC_25428, APOSC_17544
OG0001046	CAPO304357	APOSC_10057
OG0001048	CAPO306868	APOSC_27676, APOSC_08099
OG0001049	CAPO305769	APOSC_00313
OG0001050	CAPO306760	APOSC_28063
OG0001060	CAPO302777	APOSC_24256, APOSC_24254, APOSC_24252, APOSC_24253
OG0001062	CAPO300111	APOSC_18657
OG0001066	CAPO305156	APOSC_28501, APOSC_18530
OG0001072	CAPO304331	APOSC_21913, APOSC_13810, APOSC_10950, APOSC_17931
OG0001073	CAPO307880	APOSC_26376
OG0001075	CAPO305658	APOSC_01609
OG0001076	CAPO306580	APOSC_12173
OG0001078	CAPO300211	APOSC_27568, APOSC_27569, APOSC_27567
OG0001082	CAPO306944	APOSC_13677
OG0001083	CAPO306339	APOSC_11163
OG0001085	CAPO305936	APOSC_12993, APOSC_12994
OG0001092	CAPO303664	APOSC_09742
OG0001094	CAPO301309	APOSC_20471, APOSC_27561, APOSC_22898
OG0001095	CAPO303064	APOSC_09493
OG0001096	CAPO308143	APOSC_12731
OG0001101	CAPO301529	APOSC_01614
OG0001104	CAPO306923	APOSC_01233, APOSC_01232
OG0001106	CAPO307850	APOSC_23598, APOSC_02054, APOSC_15285, APOSC_26337, APOSC_10543
OG0001108	CAPO300863	APOSC_04910, APOSC_18668
OG0001113	CAPO302840	APOSC_04032
OG0001113	CAPO304589	APOSC_23610
OG0001116	CAPO303103	APOSC_07926, APOSC_23270, APOSC_23271, APOSC_23272
OG0001120	CAPO300555	APOSC_17282, APOSC_17283, APOSC_17284, APOSC_17286, APOSC_17285
OG0001121	CAPO305030	APOSC_08497, APOSC_08496
OG0001122	CAPO300744	APOSC_07761, APOSC_23420, APOSC_08814, APOSC_12905, APOSC_18940
OG0001123	CAPO305010	APOSC_27910
OG0001124	CAPO307326	APOSC_05655, APOSC_14707
OG0001125	CAPO304253	APOSC_01263, APOSC_05666, APOSC_00441, APOSC_00357, APOSC_21286, APOSC_18357, APOSC_24352, APOSC_24351, APOSC_01493, APOSC_28375, APOSC_05285, APOSC_15482, APOSC_12462, APOSC_17554, APOSC_09376, APOSC_13601, APOSC_05651, APOSC_19680, APOSC_19690
OG0001126	CAPO301067	APOSC_00716, APOSC_00715, APOSC_12884
OG0001126	CAPO308119	APOSC_12885
OG0001128	CAPO301710	APOSC_04649, APOSC_17039
OG0001129	CAPO306230	APOSC_12275, APOSC_09504, APOSC_09503, APOSC_09505, APOSC_07928, APOSC_28400, APOSC_17400
OG0001130	CAPO305636	APOSC_23929, APOSC_10394, APOSC_19470, APOSC_05583
OG0001132	CAPO303538	APOSC_22214
OG0001133	CAPO302577	APOSC_09462
OG0001133	CAPO300360	APOSC_26387
OG0001134	CAPO304261	APOSC_03277
OG0001135	CAPO304787	APOSC_23479
OG0001136	CAPO301949	APOSC_27527
OG0001137	CAPO308164	APOSC_03121, APOSC_03122
OG0001139	CAPO300537	APOSC_20729, APOSC_20730, APOSC_22795
OG0001140	CAPO308326	APOSC_21510
OG0001142	CAPO304790	APOSC_21303, APOSC_21299, APOSC_21301, APOSC_21304, APOSC_21300, APOSC_21302
OG0001143	CAPO304300	APOSC_15154
OG0001144	CAPO307577	APOSC_19392
OG0001149	CAPO305549	APOSC_21673, APOSC_19665
OG0001156	CAPO306962	APOSC_02186
OG0001158	CAPO302639	APOSC_02675, APOSC_10531
OG0001160	CAPO304743	APOSC_19351
OG0001161	CAPO301112	APOSC_06253, APOSC_13984, APOSC_06254
OG0001163	CAPO301684, CAPO307755, CAPO304886	APOSC_00653, APOSC_10789, APOSC_08646, APOSC_08645, APOSC_17340, APOSC_13361
OG0001167	CAPO307849	APOSC_15750, APOSC_15751
OG0001168	CAPO301546	APOSC_07839, APOSC_20079
OG0001169	CAPO301751	APOSC_16441
OG0001170	CAPO302766	APOSC_23119, APOSC_09798, APOSC_25465, APOSC_23121, APOSC_23122
OG0001171	CAPO300420	APOSC_10831
OG0001171	CAPO303195, CAPO305267	APOSC_07607
OG0001175	CAPO304133, CAPO306812	APOSC_04096, APOSC_21521
OG0001179	CAPO300184	APOSC_24042, APOSC_00450
OG0001181	CAPO301983	APOSC_08671
OG0001183	CAPO301096	APOSC_23108, APOSC_17193, APOSC_17194
OG0001184	CAPO306392	APOSC_28467
OG0001185	CAPO303366	APOSC_20961, APOSC_20963, APOSC_20960, APOSC_20962, APOSC_20964, APOSC_02697
OG0001186	CAPO302303	APOSC_22932
OG0001186	CAPO307451	APOSC_07366
OG0001188	CAPO300558	APOSC_22816, APOSC_01840
OG0001196	CAPO301570	APOSC_17916
OG0001197	CAPO306552	APOSC_08428, APOSC_08492
OG0001199	CAPO305690	APOSC_03972, APOSC_23577
OG0001201	CAPO302220	APOSC_09437, APOSC_09439, APOSC_09438, APOSC_03781, APOSC_23148, APOSC_21279, APOSC_09441, APOSC_09436, APOSC_09435, APOSC_09440, APOSC_12369, APOSC_21883, APOSC_22185, APOSC_21884, APOSC_05515, APOSC_24393, APOSC_24392
OG0001202	CAPO306186	APOSC_09292, APOSC_07425, APOSC_23731
OG0001207	CAPO302093	APOSC_12551
OG0001208	CAPO300830	APOSC_16730
OG0001209	CAPO302948	APOSC_10899
OG0001210	CAPO300919	APOSC_23126
OG0001210	CAPO302555	APOSC_24521, APOSC_24519, APOSC_24520
OG0001213	CAPO304729	APOSC_26742
OG0001213	CAPO303632	APOSC_18014, APOSC_16372
OG0001215	CAPO302583	APOSC_13978
OG0001216	CAPO307997	APOSC_27402, APOSC_27401, APOSC_24924, APOSC_07564, APOSC_01787
OG0001217	CAPO306810	APOSC_19625
OG0001218	CAPO307457	APOSC_16011, APOSC_27369, APOSC_27373, APOSC_27371, APOSC_27368
OG0001221	CAPO307765	APOSC_24815, APOSC_27593, APOSC_11972, APOSC_06598
OG0001222	CAPO301496, CAPO301391, CAPO303918	APOSC_01661, APOSC_00144, APOSC_03864, APOSC_06588, APOSC_19607, APOSC_05945, APOSC_05487
OG0001226	CAPO307936	APOSC_06917, APOSC_04394, APOSC_01427
OG0001232	CAPO304224	APOSC_26473, APOSC_20135, APOSC_14799, APOSC_26965, APOSC_10973, APOSC_18148
OG0001233	CAPO303591	APOSC_05457
OG0001234	CAPO307897	APOSC_26853, APOSC_26851, APOSC_26852, APOSC_26850, APOSC_26849
OG0001241	CAPO303368	APOSC_23343
OG0001241	CAPO304888	APOSC_04462
OG0001247	CAPO303193, CAPO307423	APOSC_08850
OG0001248	CAPO303079	APOSC_19998
OG0001249	CAPO306922	APOSC_06543
OG0001250	CAPO302323	APOSC_01792
OG0001251	CAPO302019	APOSC_09632
OG0001252	CAPO300016	APOSC_19009
OG0001253	CAPO306156	APOSC_11036
OG0001254	CAPO307546	APOSC_13372
OG0001261	CAPO302839	APOSC_21029
OG0001263	CAPO301777	APOSC_14146, APOSC_14147
OG0001267	CAPO307578	APOSC_17932, APOSC_02561
OG0001268	CAPO303692	APOSC_21922, APOSC_07653
OG0001270	CAPO306176	APOSC_07392
OG0001270	CAPO304393	APOSC_26062
OG0001271	CAPO302779	APOSC_28116
OG0001272	CAPO305566	APOSC_02691, APOSC_10352, APOSC_17558, APOSC_25634
OG0001273	CAPO301889	APOSC_21600
OG0001274	CAPO308194	APOSC_21306, APOSC_21305
OG0001276	CAPO302888	APOSC_09906, APOSC_09905, APOSC_02286, APOSC_02287
OG0001278	CAPO306229	APOSC_09194, APOSC_22330, APOSC_06499, APOSC_17287
OG0001279	CAPO302733	APOSC_10702, APOSC_10701
OG0001280	CAPO300326	APOSC_27519, APOSC_27518
OG0001281	CAPO304088, CAPO303543	APOSC_05353
OG0001282	CAPO303595	APOSC_02603, APOSC_02605
OG0001284	CAPO300970	APOSC_07511, APOSC_23659
OG0001285	CAPO304179	APOSC_22604, APOSC_22605
OG0001286	CAPO303892	APOSC_05067
OG0001287	CAPO302822, CAPO304538	APOSC_06831
OG0001288	CAPO302651	APOSC_05127
OG0001289	CAPO306071	APOSC_26710, APOSC_18302
OG0001290	CAPO302574	APOSC_26089
OG0001291	CAPO300695	APOSC_25701
OG0001294	CAPO304223	APOSC_15979, APOSC_15980, APOSC_15981
OG0001295	CAPO306210	APOSC_18506, APOSC_18505
OG0001296	CAPO308260	APOSC_21716
OG0001297	CAPO305437	APOSC_13620, APOSC_10275
OG0001300	CAPO301019	APOSC_28359
OG0001300	CAPO300154	APOSC_24410, APOSC_00939
OG0001302	CAPO302654	APOSC_13642
OG0001302	CAPO302215	APOSC_27436
OG0001304	CAPO302419	APOSC_15954, APOSC_15955
OG0001305	CAPO304488	APOSC_04550
OG0001308	CAPO300432	APOSC_19468
OG0001309	CAPO300871	APOSC_28082, APOSC_26759
OG0001310	CAPO305405	APOSC_16039
OG0001310	CAPO300151	APOSC_12794
OG0001311	CAPO300585	APOSC_06535, APOSC_06536, APOSC_26409
OG0001312	CAPO304811	APOSC_18881, APOSC_02695, APOSC_01193, APOSC_01192
OG0001314	CAPO306642	APOSC_01897, APOSC_01896, APOSC_15067, APOSC_15068, APOSC_26629, APOSC_11409
OG0001317	CAPO302225	APOSC_08113
OG0001318	CAPO306280	APOSC_20047
OG0001318	CAPO303315	APOSC_08207
OG0001319	CAPO304915	APOSC_07704
OG0001320	CAPO304958	APOSC_12164
OG0001321	CAPO301358	APOSC_09384
OG0001322	CAPO302022	APOSC_06842
OG0001323	CAPO301735	APOSC_20876
OG0001325	CAPO304115	APOSC_01729
OG0001326	CAPO306149	APOSC_23911
OG0001327	CAPO305568	APOSC_03248, APOSC_16461
OG0001328	CAPO302287	APOSC_14560
OG0001330	CAPO304584, CAPO300112	APOSC_03934, APOSC_03936, APOSC_03935
OG0001332	CAPO305487	APOSC_22470, APOSC_17203, APOSC_16944, APOSC_26743
OG0001333	CAPO301191	APOSC_19820
OG0001344	CAPO308153	APOSC_01831
OG0001345	CAPO306177	APOSC_20488
OG0001348	CAPO304908	APOSC_29006, APOSC_29007, APOSC_29008
OG0001350	CAPO307484	APOSC_01807, APOSC_12828, APOSC_28227
OG0001352	CAPO303801	APOSC_09016, APOSC_09015, APOSC_00670, APOSC_22722, APOSC_00899
OG0001353	CAPO303379	APOSC_25721
OG0001353	CAPO301816	APOSC_14654, APOSC_27272
OG0001355	CAPO307732	APOSC_12249
OG0001358	CAPO302204	APOSC_25741, APOSC_25740
OG0001359	CAPO303726	APOSC_05796
OG0001361	CAPO307400	APOSC_10076
OG0001364	CAPO307249	APOSC_16425, APOSC_10770, APOSC_01652
OG0001366	CAPO302707	APOSC_16257, APOSC_27251
OG0001367	CAPO304628	APOSC_02909
OG0001370	CAPO305064	APOSC_20803, APOSC_20802, APOSC_05081
OG0001370	CAPO306956	APOSC_27098, APOSC_10358, APOSC_27099
OG0001372	CAPO301063	APOSC_13607
OG0001372	CAPO306529	APOSC_07222
OG0001373	CAPO300734	APOSC_10593
OG0001378	CAPO302717	APOSC_25235
OG0001379	CAPO304865	APOSC_16176
OG0001382	CAPO306735	APOSC_27796, APOSC_27799, APOSC_27795, APOSC_27797, APOSC_27798
OG0001383	CAPO300442	APOSC_03991
OG0001386	CAPO305078	APOSC_07383, APOSC_07382
OG0001397	CAPO306119	APOSC_16804, APOSC_15929
OG0001399	CAPO304148	APOSC_04275, APOSC_15359
OG0001400	CAPO305841	APOSC_16578, APOSC_16577
OG0001404	CAPO302450	APOSC_08601, APOSC_26753
OG0001405	CAPO302942	APOSC_16445
OG0001406	CAPO305604	APOSC_16330
OG0001408	CAPO304468	APOSC_19450, APOSC_19451
OG0001409	CAPO300832	APOSC_14068, APOSC_14069
