Orthogroup	CAPO3	CAEEL
OG0004881	CAPO301856	CAEEL06389
OG0004882	CAPO307657	CAEEL20468
OG0004884	CAPO306875	CAEEL16735
OG0004887	CAPO303252	CAEEL07579
OG0004889	CAPO302860	CAEEL04283
OG0004893	CAPO305797	CAEEL00322
OG0004896	CAPO301146, CAPO308332	CAEEL17820
OG0004897	CAPO300624	CAEEL08009
OG0004898	CAPO300846	CAEEL09548
OG0004899	CAPO304701	CAEEL09181
OG0004900	CAPO300509	CAEEL07133
OG0004901	CAPO301170	CAEEL20837
OG0004902	CAPO305853	CAEEL15345
OG0004903	CAPO304775	CAEEL00424
OG0004904	CAPO304100	CAEEL09286
OG0004906	CAPO303480	CAEEL14478
OG0004907	CAPO307254	CAEEL03774, CAEEL04312
OG0004911	CAPO305750	CAEEL08171
OG0004913	CAPO306717	CAEEL04759, CAEEL19345
OG0004917	CAPO303374	CAEEL02599
OG0004919	CAPO308082	CAEEL05201
OG0004920	CAPO302580	CAEEL20503
OG0004922	CAPO306550	CAEEL03541
OG0004923	CAPO307943	CAEEL07594
OG0004924	CAPO304606	CAEEL19399, CAEEL02108
OG0004927	CAPO304855	CAEEL14292
OG0004928	CAPO304691	CAEEL00896
OG0004929	CAPO304111	CAEEL01165
OG0004932	CAPO306081, CAPO305804	CAEEL13052
OG0004934	CAPO305066	CAEEL18162
OG0004935	CAPO302835	CAEEL05576, CAEEL06452, CAEEL08089
OG0004940	CAPO305630	CAEEL02013
OG0004944	CAPO302056	CAEEL11095
OG0004946	CAPO305515	CAEEL04126
OG0004947	CAPO307579	CAEEL00845
OG0004952	CAPO301776	CAEEL16397
OG0004954	CAPO303229	CAEEL15813
OG0004960	CAPO300258	CAEEL10532
OG0004961	CAPO305777	CAEEL08261
OG0004962	CAPO301438	CAEEL12650
OG0004963	CAPO303805	CAEEL02957
OG0004964	CAPO302916	CAEEL08584
OG0004968	CAPO307145	CAEEL01209
OG0004969	CAPO303678	CAEEL00449
OG0004970	CAPO303748	CAEEL00883
OG0004971	CAPO302327	CAEEL00518
OG0004972	CAPO304289	CAEEL09033, CAEEL08011
OG0004973	CAPO305642	CAEEL04625
OG0004976	CAPO304478	CAEEL07289
OG0004978	CAPO308306	CAEEL08000
OG0004979	CAPO303118	CAEEL08214
OG0004980	CAPO300807	CAEEL02291
OG0004981	CAPO306326	CAEEL09447
OG0004982	CAPO301351	CAEEL04257
OG0004983	CAPO300176	CAEEL20664
OG0004985	CAPO304816	CAEEL12156
OG0004987	CAPO305473	CAEEL08200
OG0004988	CAPO305623	CAEEL17794, CAEEL18022
OG0004989	CAPO300323	CAEEL05203
OG0004991	CAPO302271	CAEEL09801
OG0004993	CAPO302747, CAPO306074	CAEEL15309
OG0004997	CAPO300456	CAEEL04822
OG0004999	CAPO302635	CAEEL05368
OG0005002	CAPO305114	CAEEL01672
OG0005003	CAPO303837	CAEEL01322, CAEEL00099
OG0005007	CAPO300658	CAEEL00948
OG0005009	CAPO303190	CAEEL18496, CAEEL07665
OG0005010	CAPO304378	CAEEL16152, CAEEL15693
OG0005014	CAPO307825	CAEEL11918
OG0005015	CAPO300946	CAEEL11900
OG0005021	CAPO304690	CAEEL10907, CAEEL20625
OG0005038	CAPO301658	CAEEL10919
OG0005040	CAPO300876	CAEEL00444
OG0005044	CAPO307084	CAEEL18052, CAEEL08925
OG0005046	CAPO304846	CAEEL06278
OG0005048	CAPO300857	CAEEL08395
OG0005053	CAPO302547	CAEEL05072
OG0005061	CAPO306602	CAEEL06935
OG0005062	CAPO302106	CAEEL15834
OG0005064	CAPO300249	CAEEL02804
OG0005067	CAPO302289	CAEEL09402
OG0005068	CAPO306513	CAEEL06007
OG0005069	CAPO300204	CAEEL20392, CAEEL03480, CAEEL07766, CAEEL05483, CAEEL05440
OG0005075	CAPO307362	CAEEL12679, CAEEL12680
OG0005076	CAPO302885	CAEEL00314
OG0005077	CAPO302160	CAEEL03715
OG0005079	CAPO303799	CAEEL04258
OG0005081	CAPO307065	CAEEL00648
OG0005084	CAPO307421, CAPO301121	CAEEL10424
OG0005086	CAPO302959	CAEEL10116
OG0005089	CAPO303888	CAEEL01129
OG0005090	CAPO303909	CAEEL07862
OG0005091	CAPO305179	CAEEL08585
OG0005092	CAPO301418	CAEEL10329
OG0005093	CAPO303716	CAEEL01263
OG0005094	CAPO303630	CAEEL01147
OG0005095	CAPO301660	CAEEL09367
OG0005096	CAPO301964	CAEEL01063
OG0005097	CAPO304365	CAEEL03077
OG0005100	CAPO306219	CAEEL09224
OG0005104	CAPO303053	CAEEL06404
OG0005106	CAPO301403	CAEEL08221
OG0005107	CAPO304194	CAEEL06519
OG0005108	CAPO301196	CAEEL17437
OG0005109	CAPO301209	CAEEL08735
OG0005111	CAPO302727	CAEEL06161
OG0005114	CAPO305096	CAEEL05264
OG0005119	CAPO304215	CAEEL15595
OG0005120	CAPO304593	CAEEL00721
OG0005121	CAPO301715	CAEEL15242
OG0005124	CAPO305507	CAEEL15904
OG0005127	CAPO307277	CAEEL09162
OG0005130	CAPO305368	CAEEL09169
OG0005139	CAPO302205	CAEEL04623
OG0005140	CAPO300700, CAPO302173	CAEEL11450, CAEEL01348
OG0005142	CAPO304715	CAEEL08707
OG0005143	CAPO304926	CAEEL11317
OG0005144	CAPO306416	CAEEL05847
OG0005146	CAPO303659	CAEEL10882
OG0005147	CAPO302069	CAEEL09090
OG0005149	CAPO302171	CAEEL00546
OG0005151	CAPO302626	CAEEL07956
OG0005154	CAPO307643	CAEEL17431, CAEEL17429
OG0005155	CAPO304712	CAEEL00411, CAEEL19156
OG0005157	CAPO301711	CAEEL08876
OG0005158	CAPO300547	CAEEL08905
OG0005160	CAPO300741	CAEEL07790
OG0005163	CAPO305704	CAEEL20798, CAEEL04507, CAEEL20799
OG0005164	CAPO307846	CAEEL05870, CAEEL01827, CAEEL00921
OG0005167	CAPO303298	CAEEL07061
OG0005168	CAPO306745	CAEEL14712
OG0005169	CAPO303886	CAEEL09655
OG0005172	CAPO306565	CAEEL02363
OG0005175	CAPO305645	CAEEL15716
OG0005178	CAPO300199	CAEEL07469
OG0005179	CAPO306190	CAEEL07168
OG0005180	CAPO308188	CAEEL09248
OG0005181	CAPO300793	CAEEL07703
OG0005183	CAPO304256	CAEEL08543
OG0005184	CAPO307619	CAEEL18223
OG0005187	CAPO300108	CAEEL14730
OG0005188	CAPO307366, CAPO308331	CAEEL08965
OG0005191	CAPO301264	CAEEL05362
OG0005192	CAPO302320	CAEEL04804
OG0005193	CAPO300973	CAEEL07091
OG0005194	CAPO306243	CAEEL05882
OG0005196	CAPO306636	CAEEL01072
OG0005200	CAPO307301	CAEEL05998
OG0005201	CAPO300421	CAEEL04588
OG0005202	CAPO300013	CAEEL08971
OG0005205	CAPO302576	CAEEL18834
OG0005206	CAPO301965	CAEEL02109
OG0005209	CAPO300492	CAEEL12392
OG0005210	CAPO301315	CAEEL01507
OG0005212	CAPO300331	CAEEL01431
OG0005215	CAPO308114	CAEEL02018
OG0005217	CAPO303096, CAPO306650	CAEEL00519
OG0005221	CAPO306723	CAEEL13148
OG0005222	CAPO305567	CAEEL00417
OG0005223	CAPO302922	CAEEL08867
OG0005224	CAPO300521	CAEEL11021
OG0005225	CAPO301901	CAEEL02890
OG0005227	CAPO300666	CAEEL05528
OG0005228	CAPO300902	CAEEL02900
OG0005229	CAPO300950	CAEEL09302
OG0005230	CAPO305306	CAEEL17555
OG0005231	CAPO307526	CAEEL04101
OG0005233	CAPO307259	CAEEL03305
OG0005234	CAPO306586, CAPO305435	CAEEL03034
OG0005237	CAPO300405	CAEEL01570
OG0005238	CAPO307942	CAEEL07258
OG0005239	CAPO305851	CAEEL15608
OG0005240	CAPO302162	CAEEL00076
OG0005243	CAPO302946	CAEEL04210
OG0005244	CAPO301413	CAEEL12471
OG0005245	CAPO305774	CAEEL07654
OG0005247	CAPO305218	CAEEL05013
OG0005249	CAPO306769	CAEEL18813, CAEEL11117
OG0005250	CAPO304032	CAEEL00202
OG0005253	CAPO307867	CAEEL07486
OG0005254	CAPO304356	CAEEL04182
OG0005255	CAPO303838, CAPO300416, CAPO307726	CAEEL18693
OG0005257	CAPO302797	CAEEL20337
OG0005258	CAPO301990	CAEEL02600
OG0005259	CAPO303873	CAEEL12389
OG0005261	CAPO305240	CAEEL16553
OG0005262	CAPO301884	CAEEL05690
OG0005264	CAPO300033	CAEEL20384
OG0005267	CAPO300315	CAEEL15615
OG0005269	CAPO303868	CAEEL10603
OG0005272	CAPO300142	CAEEL07617
OG0005273	CAPO302742	CAEEL00093
OG0005275	CAPO301557	CAEEL10805, CAEEL10806
OG0005277	CAPO302973, CAPO308033	CAEEL02345
OG0005278	CAPO306576, CAPO308328	CAEEL00673
OG0005279	CAPO304182	CAEEL02901
OG0005280	CAPO306635	CAEEL08138
OG0005285	CAPO302006	CAEEL03081
OG0005287	CAPO307607	CAEEL01803
OG0005289	CAPO304679	CAEEL11634
OG0005290	CAPO305632	CAEEL08960
OG0005292	CAPO300881	CAEEL09126
OG0005293	CAPO303402	CAEEL01396
OG0005294	CAPO306913	CAEEL06222
OG0005295	CAPO304907	CAEEL14047
OG0005298	CAPO307279	CAEEL01976, CAEEL00675
OG0005299	CAPO304069	CAEEL15482
OG0005300	CAPO304452	CAEEL11534
OG0005301	CAPO307444	CAEEL04628
OG0005303	CAPO304454	CAEEL04461
OG0005305	CAPO302603, CAPO308344, CAPO301003	CAEEL02568
OG0005309	CAPO306631	CAEEL11459
OG0005312	CAPO307454	CAEEL11093
OG0005314	CAPO302074	CAEEL00759
OG0005315	CAPO302427	CAEEL12782
OG0005316	CAPO301704	CAEEL12094
OG0005318	CAPO308249	CAEEL11412
OG0005319	CAPO302638	CAEEL01211
OG0005323	CAPO307349	CAEEL14840
OG0005324	CAPO303901	CAEEL15302
OG0005325	CAPO301092	CAEEL20386
OG0005342	CAPO308274	CAEEL20286, CAEEL09590, CAEEL04531, CAEEL18286, CAEEL20217, CAEEL17502, CAEEL17510, CAEEL17509, CAEEL13167, CAEEL00822, CAEEL14242, CAEEL13136, CAEEL09107, CAEEL12580, CAEEL06965, CAEEL09104, CAEEL08501, CAEEL08502, CAEEL08500, CAEEL08504, CAEEL09589, CAEEL09774, CAEEL09115, CAEEL06788, CAEEL13141, CAEEL13014, CAEEL13013, CAEEL15451, CAEEL11683
OG0005360	CAPO303782	CAEEL01919
OG0005366	CAPO300645	CAEEL12942
OG0005370	CAPO303423	CAEEL00421
OG0005371	CAPO306407	CAEEL03912
OG0005373	CAPO302507	CAEEL09399
OG0005374	CAPO300609	CAEEL02806
OG0005375	CAPO305216	CAEEL19544, CAEEL14120
OG0005377	CAPO307926	CAEEL06685
OG0005378	CAPO301284	CAEEL20215, CAEEL20216
OG0005379	CAPO303714	CAEEL09264
OG0005384	CAPO300411	CAEEL02931
OG0005385	CAPO305502	CAEEL08714
OG0005386	CAPO307872	CAEEL10538
OG0005388	CAPO301274	CAEEL01742
OG0005389	CAPO300599	CAEEL06878
OG0005390	CAPO301450	CAEEL04490
OG0005391	CAPO302409	CAEEL00272
OG0005393	CAPO302465	CAEEL01376
OG0005394	CAPO306444	CAEEL17986
OG0005396	CAPO301185	CAEEL08913
OG0005398	CAPO301199	CAEEL07255
OG0005399	CAPO306277	CAEEL03245
OG0005402	CAPO307246	CAEEL05349
OG0005403	CAPO303785	CAEEL01879
OG0005404	CAPO306644	CAEEL05358
OG0005406	CAPO301050	CAEEL08083
OG0005408	CAPO306656	CAEEL07280
OG0005409	CAPO304722	CAEEL02913
OG0005412	CAPO300143	CAEEL05749
OG0005414	CAPO301252, CAPO301167	CAEEL00252
OG0005417	CAPO302063	CAEEL00029
OG0005422	CAPO303205	CAEEL16015
OG0005425	CAPO300175	CAEEL08174
OG0005427	CAPO301444	CAEEL07237
OG0005431	CAPO304591	CAEEL09902
OG0005432	CAPO305563	CAEEL04969
OG0005433	CAPO303786	CAEEL02529
OG0005434	CAPO302858	CAEEL07593
OG0005435	CAPO303045	CAEEL07714
OG0005439	CAPO304206	CAEEL14848
OG0005442	CAPO307582	CAEEL02528
OG0005443	CAPO305021	CAEEL06163
OG0005446	CAPO300144	CAEEL01571, CAEEL20779
OG0005449	CAPO300543	CAEEL01542
OG0005450	CAPO302868	CAEEL09047
OG0005451	CAPO300480	CAEEL06444
OG0005455	CAPO301855	CAEEL09268
OG0005457	CAPO307831	CAEEL07347
OG0005459	CAPO304164	CAEEL16135
OG0005462	CAPO306835	CAEEL10748
OG0005463	CAPO303989	CAEEL00308
OG0005464	CAPO307986	CAEEL09892
OG0005465	CAPO300347	CAEEL16426
OG0005466	CAPO300596	CAEEL08021
OG0005468	CAPO306414	CAEEL02934
OG0005469	CAPO301614	CAEEL07069
OG0005470	CAPO300654	CAEEL06305
OG0005471	CAPO300819	CAEEL12162
OG0005474	CAPO304412	CAEEL07485
OG0005475	CAPO300271	CAEEL16459
OG0005476	CAPO305577, CAPO305762	CAEEL11680
OG0005479	CAPO300550	CAEEL07488
OG0005481	CAPO306697, CAPO301416	CAEEL02594
OG0005482	CAPO307925	CAEEL15422
OG0005484	CAPO307524	CAEEL15470
OG0005486	CAPO300225	CAEEL19474, CAEEL05557
OG0005487	CAPO300444	CAEEL12473, CAEEL12474
OG0005488	CAPO301054	CAEEL04375
OG0005489	CAPO305322	CAEEL07679
OG0005490	CAPO300839	CAEEL08623
OG0005491	CAPO305898	CAEEL05923
OG0005493	CAPO304618	CAEEL04269
OG0005494	CAPO308140	CAEEL09928
OG0005495	CAPO305673	CAEEL05689
OG0005498	CAPO303826	CAEEL08908
OG0005499	CAPO306730	CAEEL10000
OG0005500	CAPO306535	CAEEL13757, CAEEL03036
OG0005504	CAPO300995	CAEEL10085
OG0005505	CAPO307588	CAEEL06719
OG0005506	CAPO307275	CAEEL05736
OG0005508	CAPO308142	CAEEL08671
OG0005517	CAPO303557	CAEEL00403
OG0005518	CAPO300928	CAEEL11871
OG0005525	CAPO305745	CAEEL06342
OG0005527	CAPO307337	CAEEL07576
OG0005529	CAPO303996	CAEEL19121
OG0005533	CAPO308156	CAEEL07641
OG0005534	CAPO300248	CAEEL09833
OG0005535	CAPO306427	CAEEL05743
OG0005537	CAPO305006	CAEEL05177
OG0005539	CAPO300487	CAEEL00571
OG0005545	CAPO307853	CAEEL11935
OG0005550	CAPO303338	CAEEL01408
OG0005553	CAPO308016	CAEEL00572
OG0005554	CAPO307360	CAEEL04828
OG0005556	CAPO301726	CAEEL12122
OG0005558	CAPO301773	CAEEL01488
OG0005559	CAPO302392	CAEEL02868
OG0005560	CAPO302459	CAEEL01956
OG0005561	CAPO307649	CAEEL11687
OG0005562	CAPO300157	CAEEL08427
OG0005563	CAPO300985	CAEEL08448
OG0005566	CAPO308091	CAEEL08840
OG0005569	CAPO301394	CAEEL09364
OG0005570	CAPO301459	CAEEL08043
OG0005572	CAPO300415	CAEEL00043
OG0005574	CAPO305418	CAEEL01999
OG0005575	CAPO301354	CAEEL05562
OG0005578	CAPO300834	CAEEL07544
OG0005580	CAPO308283	CAEEL08013
OG0005581	CAPO303973	CAEEL08031
OG0005582	CAPO306123	CAEEL06866
OG0005584	CAPO302871	CAEEL00156
OG0005586	CAPO303784	CAEEL00230, CAEEL10986
OG0005588	CAPO305990	CAEEL07160
OG0005589	CAPO305989	CAEEL08776
OG0005592	CAPO305870	CAEEL12369
OG0005593	CAPO302759	CAEEL09723
OG0005594	CAPO306885	CAEEL07851
OG0005595	CAPO306737	CAEEL11031
OG0005597	CAPO301334	CAEEL01169
OG0005598	CAPO300035	CAEEL08627, CAEEL14483
OG0005599	CAPO302061	CAEEL10759
OG0005603	CAPO303949	CAEEL15468
OG0005604	CAPO303855	CAEEL01765
OG0005605	CAPO300782	CAEEL10783
OG0005608	CAPO303058	CAEEL07825
OG0005613	CAPO301790	CAEEL14670
OG0005614	CAPO306809	CAEEL17617
OG0005615	CAPO302186	CAEEL04368
OG0005616	CAPO302310	CAEEL00929
OG0005617	CAPO300131	CAEEL05647
OG0005618	CAPO307702	CAEEL02988
OG0005620	CAPO306094	CAEEL11400
OG0005622	CAPO307903	CAEEL01750
OG0005623	CAPO300779	CAEEL07150, CAEEL08358
OG0005624	CAPO300652	CAEEL00643
OG0005625	CAPO302221	CAEEL14326
OG0005626	CAPO308220	CAEEL07559
OG0005629	CAPO302575	CAEEL06251
OG0005631	CAPO300791	CAEEL09720
OG0005632	CAPO303472	CAEEL16405
OG0005633	CAPO302097	CAEEL16151
OG0005636	CAPO302060	CAEEL10088
OG0005637	CAPO305600	CAEEL05733
OG0005639	CAPO306397	CAEEL07472
OG0005641	CAPO302343	CAEEL11862
OG0005644	CAPO303605	CAEEL09242
OG0005645	CAPO300279	CAEEL07575
OG0005649	CAPO304011	CAEEL12678
OG0005652	CAPO301437	CAEEL02073
OG0005655	CAPO300096, CAPO304440	CAEEL06868
OG0005656	CAPO306816	CAEEL07991
OG0005660	CAPO305277	CAEEL02202
OG0005681	CAPO302618	CAEEL18801
OG0005690	CAPO303792	CAEEL07345
OG0005692	CAPO306503	CAEEL02905
OG0005700	CAPO302108	CAEEL16180, CAEEL15258, CAEEL19243, CAEEL07130, CAEEL15701, CAEEL11368, CAEEL14259, CAEEL14258, CAEEL16361, CAEEL12676
OG0005701	CAPO304311	CAEEL20630, CAEEL20628
OG0005702	CAPO302394	CAEEL15894, CAEEL18106
OG0005703	CAPO307490	CAEEL09229
OG0005707	CAPO303751	CAEEL01062
OG0005710	CAPO307544	CAEEL05460
OG0005712	CAPO302811	CAEEL10147
OG0005715	CAPO302774	CAEEL06260
OG0005719	CAPO300934	CAEEL05019
OG0005721	CAPO302442	CAEEL02751
OG0005723	CAPO301560	CAEEL12411
OG0005724	CAPO305737	CAEEL06660
OG0005725	CAPO304382	CAEEL16182
OG0005726	CAPO306255	CAEEL02137
OG0005728	CAPO300070	CAEEL00225
OG0005729	CAPO306373	CAEEL01552
OG0005731	CAPO304326	CAEEL09042
OG0005732	CAPO306509	CAEEL07314
OG0005733	CAPO307250	CAEEL11874
OG0005734	CAPO307857	CAEEL05372
OG0005738	CAPO304853	CAEEL19157
OG0005744	CAPO302669	CAEEL10825, CAEEL00882
OG0005746	CAPO304136	CAEEL04218
OG0005747	CAPO300949	CAEEL11656
OG0005749	CAPO300768	CAEEL14477
OG0005750	CAPO304369	CAEEL02930
OG0005758	CAPO304832	CAEEL07383, CAEEL07219
OG0005759	CAPO305998	CAEEL04976
OG0005764	CAPO302285	CAEEL00440
OG0005766	CAPO307164	CAEEL03004
OG0005769	CAPO301036	CAEEL00626
OG0005771	CAPO301571	CAEEL18103
OG0005774	CAPO303542	CAEEL07710
OG0005775	CAPO306153	CAEEL08185
OG0005776	CAPO303568, CAPO307316	CAEEL08611, CAEEL02852
OG0005777	CAPO300042	CAEEL09325
OG0005779	CAPO306436	CAEEL11742
OG0005781	CAPO303884	CAEEL16564
OG0005782	CAPO300230	CAEEL14669
OG0005783	CAPO303474	CAEEL15350
OG0005784	CAPO302307	CAEEL06573
OG0005787	CAPO307830	CAEEL09127, CAEEL07672
OG0005788	CAPO300037	CAEEL10819
OG0005789	CAPO303327	CAEEL03291
OG0005790	CAPO304988	CAEEL02850
OG0005792	CAPO301624	CAEEL16683
OG0005793	CAPO300669	CAEEL01631
OG0005794	CAPO302027	CAEEL07859
OG0005796	CAPO305004	CAEEL03619
OG0005797	CAPO301712	CAEEL01710
OG0005799	CAPO305503	CAEEL16039
OG0005800	CAPO303116	CAEEL07429
OG0005803	CAPO307068	CAEEL05218
OG0005805	CAPO302538	CAEEL07935
OG0005807	CAPO304282	CAEEL00886
OG0005811	CAPO304151	CAEEL09170
OG0005812	CAPO305500	CAEEL15514
OG0005814	CAPO301343	CAEEL05572
OG0005815	CAPO306106	CAEEL08558
OG0005817	CAPO300290	CAEEL09003
OG0005818	CAPO302009	CAEEL06548
OG0005819	CAPO301574	CAEEL05194
OG0005821	CAPO300824	CAEEL06500
OG0005823	CAPO300775	CAEEL11398
OG0005824	CAPO303629	CAEEL01511
OG0005831	CAPO302864	CAEEL07627
OG0005832	CAPO302018	CAEEL01641
OG0005834	CAPO306049, CAPO302406, CAPO305685, CAPO305497	CAEEL18574
OG0005835	CAPO306285	CAEEL06739, CAEEL08580
OG0005837	CAPO300250	CAEEL01073
OG0005838	CAPO302560	CAEEL01222
OG0005840	CAPO305424	CAEEL06791
OG0005842	CAPO304596	CAEEL00044
OG0005843	CAPO307528	CAEEL06200
OG0005845	CAPO307070	CAEEL04187
OG0005847	CAPO305680	CAEEL00400
OG0005848	CAPO307829	CAEEL00240
OG0005849	CAPO303230	CAEEL07640
OG0005850	CAPO307194	CAEEL07059
OG0005851	CAPO302674	CAEEL19454, CAEEL03023
OG0005853	CAPO305397	CAEEL05937
OG0005857	CAPO301639	CAEEL08143
OG0005858	CAPO305203	CAEEL08865
OG0005859	CAPO307160	CAEEL09237
OG0005860	CAPO300029	CAEEL11464
OG0005863	CAPO304301	CAEEL02059
OG0005864	CAPO301932	CAEEL03066
OG0005865	CAPO303346	CAEEL10526
OG0005866	CAPO302021	CAEEL03116
OG0005869	CAPO305217	CAEEL01472
OG0005870	CAPO305120	CAEEL18863
OG0005874	CAPO301503	CAEEL06734
OG0005875	CAPO307256	CAEEL11121
OG0005876	CAPO301107	CAEEL12583
OG0005877	CAPO303218	CAEEL03535
OG0005878	CAPO307565	CAEEL00506
OG0005879	CAPO305924	CAEEL05884
OG0005880	CAPO303914	CAEEL09863
OG0005884	CAPO302326	CAEEL16531
OG0005886	CAPO302755	CAEEL01824
OG0005888	CAPO305237	CAEEL00435
OG0005889	CAPO306476	CAEEL02553
OG0005890	CAPO303293	CAEEL06540
OG0005892	CAPO304793	CAEEL01618
OG0005893	CAPO302656	CAEEL11380
OG0005897	CAPO306226	CAEEL01303
OG0005898	CAPO304352	CAEEL01957
OG0005899	CAPO306295	CAEEL11728
OG0005901	CAPO307343	CAEEL01230
OG0005903	CAPO306042	CAEEL02733
OG0005904	CAPO308290	CAEEL18351
OG0005909	CAPO304980	CAEEL09260
OG0005914	CAPO304812	CAEEL12252
OG0005918	CAPO304132	CAEEL07911
OG0005919	CAPO301677	CAEEL15775
OG0005921	CAPO301707	CAEEL07408
OG0005922	CAPO301561	CAEEL15520
OG0005923	CAPO302607	CAEEL02858
OG0005924	CAPO300900	CAEEL10631
OG0005929	CAPO308208	CAEEL05898
OG0005931	CAPO306162	CAEEL09476
OG0005932	CAPO300797	CAEEL11316
OG0005933	CAPO301858	CAEEL14434
OG0005936	CAPO302424	CAEEL07303
OG0005937	CAPO304550	CAEEL10539
OG0005938	CAPO300395	CAEEL06000, CAEEL09583
OG0005940	CAPO300232	CAEEL04134
OG0005941	CAPO302544	CAEEL08713
OG0005943	CAPO304448	CAEEL02014
OG0005946	CAPO302043	CAEEL11452, CAEEL11968
OG0005947	CAPO308067, CAPO304545	CAEEL19240
OG0005949	CAPO305776	CAEEL12005
OG0005950	CAPO302730	CAEEL02721
OG0005952	CAPO302748	CAEEL08042
OG0005953	CAPO300018	CAEEL01826
OG0005960	CAPO306619	CAEEL18529, CAEEL16584
OG0005965	CAPO304971	CAEEL17925
OG0005966	CAPO303149	CAEEL05490
OG0005967	CAPO304145	CAEEL08429
OG0005968	CAPO307899	CAEEL01646
OG0005969	CAPO304815	CAEEL01577
OG0005970	CAPO300012	CAEEL16383
OG0005973	CAPO301806	CAEEL13364
OG0005974	CAPO300269	CAEEL11184
OG0005975	CAPO301864	CAEEL05822
OG0005976	CAPO304330	CAEEL15581
OG0005977	CAPO302621	CAEEL04186
OG0005978	CAPO302579	CAEEL08320
OG0005982	CAPO302153	CAEEL04709
OG0005984	CAPO303854	CAEEL06514, CAEEL07173
OG0005985	CAPO305361	CAEEL11206
OG0005986	CAPO306131	CAEEL15169
OG0005987	CAPO307262	CAEEL05677
OG0005989	CAPO304449	CAEEL14108
OG0005991	CAPO304070	CAEEL07604
OG0005993	CAPO301813	CAEEL18661, CAEEL01298, CAEEL08795
OG0005997	CAPO307298	CAEEL11505, CAEEL13118
OG0005998	CAPO304281	CAEEL12651
OG0006000	CAPO304784	CAEEL06731
OG0006003	CAPO307004	CAEEL12475
OG0006005	CAPO300498	CAEEL08818
OG0006008	CAPO304325	CAEEL11432
OG0006009	CAPO302680	CAEEL00036, CAEEL00032, CAEEL10358, CAEEL00033, CAEEL07257
OG0006011	CAPO305929	CAEEL06588
OG0006013	CAPO306786	CAEEL11082
OG0006031	CAPO307805	CAEEL00264
OG0006059	CAPO306968	CAEEL09710
OG0006060	CAPO302999	CAEEL01415, CAEEL02381, CAEEL01414, CAEEL05082
OG0006062	CAPO305933	CAEEL08027
OG0006063	CAPO300774	CAEEL09563
OG0006064	CAPO304870	CAEEL11646
OG0006066	CAPO300852	CAEEL07776
OG0006069	CAPO305608	CAEEL08597
OG0006072	CAPO303438	CAEEL09063
OG0006073	CAPO303232	CAEEL15279
OG0006074	CAPO305192	CAEEL15694
OG0006075	CAPO300591	CAEEL05481
OG0006079	CAPO300122	CAEEL06022
OG0006085	CAPO306971	CAEEL07121
OG0006087	CAPO307633	CAEEL10339
OG0006090	CAPO303628	CAEEL06249
OG0006095	CAPO308333, CAPO301147	CAEEL03714
OG0006096	CAPO305316	CAEEL08930
OG0006098	CAPO300607	CAEEL17792
OG0006101	CAPO301377	CAEEL04363
OG0006108	CAPO302650	CAEEL07908
OG0006110	CAPO302693	CAEEL15606
OG0006111	CAPO304724	CAEEL06592
OG0006113	CAPO307626	CAEEL00297
OG0006114	CAPO304178	CAEEL02929
OG0006115	CAPO306466	CAEEL02174, CAEEL09766
OG0006116	CAPO304187	CAEEL14600
OG0006117	CAPO302456	CAEEL15839
OG0006118	CAPO306890	CAEEL05175
OG0006119	CAPO305308	CAEEL19837
OG0006121	CAPO308090	CAEEL01535
OG0006122	CAPO302744	CAEEL06423
OG0006124	CAPO304805	CAEEL00683
OG0006125	CAPO306355	CAEEL12098
OG0006127	CAPO301362	CAEEL08699
OG0006128	CAPO301150	CAEEL01734
OG0006129	CAPO300938	CAEEL15436
OG0006131	CAPO303965	CAEEL08997
OG0006134	CAPO307652	CAEEL05080
OG0006135	CAPO307747	CAEEL16406
OG0006137	CAPO303566	CAEEL01021
OG0006140	CAPO301396	CAEEL06530
OG0006141	CAPO302378	CAEEL00813
OG0006144	CAPO307727	CAEEL12775
OG0006145	CAPO304370	CAEEL00765, CAEEL00923
OG0006147	CAPO306222	CAEEL11314
OG0006148	CAPO302407	CAEEL05997
OG0006152	CAPO306493	CAEEL01636
OG0006153	CAPO305107	CAEEL01203, CAEEL07510, CAEEL11307
OG0006156	CAPO304652	CAEEL13825
OG0006160	CAPO304978	CAEEL08936
OG0006162	CAPO300392	CAEEL06160
OG0006164	CAPO307640	CAEEL01158
OG0006168	CAPO306154	CAEEL05152
OG0006169	CAPO305149	CAEEL08537
OG0006176	CAPO304797	CAEEL05930
OG0006177	CAPO306017	CAEEL04212
OG0006180	CAPO308064	CAEEL09925
OG0006181	CAPO308207	CAEEL14722
OG0006182	CAPO300329	CAEEL06387
OG0006183	CAPO306749	CAEEL19366
OG0006185	CAPO301640	CAEEL01692
OG0006187	CAPO303722	CAEEL00902
OG0006188	CAPO307979	CAEEL02058
OG0006191	CAPO301907	CAEEL06280, CAEEL06279
OG0006192	CAPO308099	CAEEL01776
OG0006195	CAPO308346, CAPO305489	CAEEL08079
OG0006196	CAPO304854	CAEEL06224, CAEEL06189
OG0006198	CAPO306368	CAEEL00819
OG0006199	CAPO307861	CAEEL05929
OG0006200	CAPO306047	CAEEL11329
OG0006202	CAPO307311	CAEEL07568
OG0006209	CAPO303208	CAEEL11287
OG0006210	CAPO301051, CAPO305579	CAEEL00160
