Orthogroup	CAPO3	XENTR
OG0003860	CAPO303899	XENTR19064, XENTR06357
OG0003861	CAPO302754	XENTR12844
OG0003863	CAPO300200	XENTR10491, XENTR10490, XENTR02221, XENTR02222
OG0003864	CAPO300087	XENTR11994
OG0003865	CAPO304904	XENTR08410, XENTR08547
OG0003866	CAPO302683	XENTR06311
OG0003867	CAPO301767	XENTR02863
OG0003868	CAPO306848	XENTR14790, XENTR09159, XENTR09158
OG0003869	CAPO307094	XENTR16798
OG0003870	CAPO305132	XENTR11422
OG0003872	CAPO300319	XENTR00808
OG0003873	CAPO305775	XENTR00180
OG0003875	CAPO303382	XENTR04436
OG0003876	CAPO307728	XENTR17136
OG0003878	CAPO308329	XENTR02554
OG0003881	CAPO303685	XENTR04081
OG0003886	CAPO304109	XENTR01682
OG0003887	CAPO307036	XENTR11440
OG0003888	CAPO302764	XENTR15148
OG0003890	CAPO304707	XENTR06459, XENTR12480
OG0003892	CAPO307708	XENTR00762
OG0003893	CAPO300022	XENTR13880
OG0003894	CAPO302778	XENTR06779
OG0003897	CAPO303759	XENTR09637
OG0003898	CAPO307893, CAPO307749, CAPO306069	XENTR00281
OG0003899	CAPO300674	XENTR07459
OG0003900	CAPO301714	XENTR06624
OG0003901	CAPO301256	XENTR10660, XENTR18510
OG0003903	CAPO305736	XENTR11558
OG0003904	CAPO305947	XENTR08625, XENTR05314
OG0003906	CAPO301369	XENTR05038
OG0003908	CAPO301425	XENTR12199
OG0003908	CAPO308216	XENTR15544
OG0003909	CAPO301220	XENTR13589
OG0003910	CAPO302786	XENTR11171, XENTR07945
OG0003911	CAPO305312	XENTR02501
OG0003912	CAPO307896	XENTR18566, XENTR04975, XENTR07778
OG0003913	CAPO306587	XENTR15388
OG0003914	CAPO301224	XENTR02686
OG0003915	CAPO304633	XENTR02712, XENTR00701
OG0003917	CAPO306797	XENTR00420, XENTR10594
OG0003920	CAPO301554	XENTR12856
OG0003921	CAPO300430	XENTR04630
OG0003922	CAPO304241	XENTR08412
OG0003924	CAPO302790	XENTR13976
OG0003925	CAPO301662	XENTR05466
OG0003927	CAPO304671	XENTR06337, XENTR06338
OG0003929	CAPO303872	XENTR03727
OG0003931	CAPO304399	XENTR10403
OG0003934	CAPO301204	XENTR05679
OG0003936	CAPO302163	XENTR06644
OG0003938	CAPO305166	XENTR15244
OG0003939	CAPO303853	XENTR04150
OG0003942	CAPO300632	XENTR17940
OG0003944	CAPO300493	XENTR06236
OG0003945	CAPO300812	XENTR18416
OG0003946	CAPO303843	XENTR08261, XENTR12173
OG0003947	CAPO306325	XENTR08870, XENTR02239
OG0003950	CAPO307097	XENTR10159
OG0003954	CAPO304758	XENTR15739, XENTR07597
OG0003955	CAPO304097	XENTR03281
OG0003959	CAPO304028	XENTR14787, XENTR19068, XENTR16821
OG0003961	CAPO303890	XENTR09360
OG0003965	CAPO302867	XENTR12041
OG0003966	CAPO301181	XENTR12845
OG0003969	CAPO304197	XENTR09036
OG0003971	CAPO301852	XENTR16415
OG0003972	CAPO308018	XENTR02960
OG0003973	CAPO307513	XENTR02390, XENTR13883
OG0003998	CAPO305634	XENTR13053
OG0003999	CAPO306327	XENTR13639
OG0004000	CAPO302913	XENTR16850
OG0004002	CAPO305544	XENTR07505
OG0004005	CAPO302213	XENTR08022
OG0004007	CAPO307105	XENTR00335, XENTR12145
OG0004009	CAPO305072	XENTR12738, XENTR07565
OG0004010	CAPO303524	XENTR15365
OG0004012	CAPO308011	XENTR08974
OG0004014	CAPO303473	XENTR16545
OG0004015	CAPO305112	XENTR07793
OG0004016	CAPO303609	XENTR08559
OG0004017	CAPO308124	XENTR14676
OG0004023	CAPO307204	XENTR12549, XENTR09886
OG0004027	CAPO301145	XENTR05193, XENTR01694
OG0004031	CAPO306218	XENTR02095
OG0004032	CAPO300291	XENTR14175, XENTR14174, XENTR10565
OG0004033	CAPO304862	XENTR07511
OG0004035	CAPO301995	XENTR18213, XENTR18419
OG0004037	CAPO306482	XENTR08593
OG0004038	CAPO307927	XENTR14795
OG0004041	CAPO306646	XENTR00599
OG0004042	CAPO302696	XENTR16635
OG0004044	CAPO300275	XENTR01872
OG0004047	CAPO304083	XENTR09809
OG0004048	CAPO304654	XENTR08968, XENTR08876
OG0004050	CAPO308116	XENTR01327, XENTR01326
OG0004053	CAPO301919	XENTR05712, XENTR12155
OG0004054	CAPO308277	XENTR03843, XENTR02105
OG0004056	CAPO306031	XENTR16960
OG0004058	CAPO301904	XENTR15687
OG0004059	CAPO301877	XENTR02089
OG0004063	CAPO300628	XENTR04591
OG0004064	CAPO304453	XENTR04196
OG0004065	CAPO304029	XENTR13020
OG0004067	CAPO301812	XENTR14385
OG0004068	CAPO301030	XENTR08780
OG0004069	CAPO307785	XENTR09185, XENTR08526
OG0004070	CAPO302894	XENTR11830
OG0004071	CAPO306388	XENTR01305, XENTR15592, XENTR09667, XENTR09668
OG0004072	CAPO305194	XENTR02752
OG0004075	CAPO308024	XENTR00982
OG0004076	CAPO307967	XENTR13769
OG0004079	CAPO300687	XENTR01034
OG0004080	CAPO305236	XENTR04210, XENTR17702
OG0004081	CAPO301069	XENTR09630, XENTR16082
OG0004082	CAPO305460	XENTR03276
OG0004083	CAPO304047	XENTR09602
OG0004084	CAPO300193	XENTR03635
OG0004085	CAPO307782	XENTR02748
OG0004090	CAPO304280	XENTR05223
OG0004091	CAPO307795	XENTR04711
OG0004092	CAPO301516	XENTR15001, XENTR15101
OG0004093	CAPO303612	XENTR15684
OG0004094	CAPO306112	XENTR14516
OG0004095	CAPO302216	XENTR04765
OG0004096	CAPO306070	XENTR04695
OG0004097	CAPO300790	XENTR14379
OG0004099	CAPO306437	XENTR07018, XENTR03906
OG0004100	CAPO306356	XENTR15549, XENTR15547
OG0004101	CAPO303749, CAPO302702	XENTR13964
OG0004103	CAPO306700	XENTR02995, XENTR02996
OG0004104	CAPO303684	XENTR08622
OG0004105	CAPO308098	XENTR00235
OG0004106	CAPO303386	XENTR04092
OG0004108	CAPO307282	XENTR07571
OG0004110	CAPO300855	XENTR18262
OG0004112	CAPO304610	XENTR18035
OG0004113	CAPO305835	XENTR11125
OG0004114	CAPO301854	XENTR11643
OG0004115	CAPO306386	XENTR10408
OG0004116	CAPO303186	XENTR06030
OG0004118	CAPO306139	XENTR00736
OG0004119	CAPO303741	XENTR07270
OG0004120	CAPO303757	XENTR09438
OG0004123	CAPO304624	XENTR18443, XENTR02606
OG0004124	CAPO302738	XENTR02997, XENTR06594
OG0004125	CAPO304359	XENTR09786
OG0004127	CAPO306895	XENTR09339
OG0004131	CAPO301925	XENTR00865
OG0004133	CAPO305598	XENTR08580, XENTR08835
OG0004134	CAPO304433	XENTR10228
OG0004136	CAPO307338	XENTR14548
OG0004140	CAPO307995	XENTR05945
OG0004142	CAPO300440	XENTR15552
OG0004144	CAPO302917	XENTR10488, XENTR16335
OG0004148	CAPO301152	XENTR06933
OG0004150	CAPO303497	XENTR03403
OG0004151	CAPO307015	XENTR00487
OG0004153	CAPO305022	XENTR02143
OG0004154	CAPO308154	XENTR06055
OG0004156	CAPO307556	XENTR00751, XENTR10996
OG0004158	CAPO302219	XENTR18490
OG0004160	CAPO302118	XENTR00315
OG0004164	CAPO306879	XENTR07551, XENTR07533
OG0004166	CAPO300703	XENTR02693
OG0004167	CAPO305574	XENTR11620
OG0004168	CAPO303881	XENTR07704
OG0004169	CAPO302967	XENTR16574
OG0004170	CAPO305320	XENTR12679
OG0004171	CAPO305810	XENTR11673
OG0004174	CAPO303644	XENTR05736
OG0004176	CAPO304072	XENTR01051
OG0004179	CAPO304392	XENTR12520, XENTR09133
OG0004181	CAPO304353	XENTR05491
OG0004182	CAPO305817	XENTR11405
OG0004183	CAPO301817	XENTR10310
OG0004184	CAPO302251	XENTR07501
OG0004186	CAPO307615	XENTR14918, XENTR07489
OG0004187	CAPO301572	XENTR07777, XENTR12420, XENTR19105
OG0004188	CAPO308209	XENTR01635, XENTR09043
OG0004198	CAPO302636	XENTR05295
OG0004215	CAPO307025	XENTR11110
OG0004216	CAPO304745	XENTR16489
OG0004217	CAPO300553	XENTR12749
OG0004219	CAPO302642	XENTR05410
OG0004222	CAPO307934	XENTR03863
OG0004223	CAPO308310	XENTR11343
OG0004226	CAPO301388	XENTR12961
OG0004227	CAPO302252	XENTR09239
OG0004228	CAPO303492	XENTR12759, XENTR03636
OG0004230	CAPO305821	XENTR06029, XENTR18693
OG0004231	CAPO300312	XENTR07588
OG0004232	CAPO301443	XENTR14755
OG0004235	CAPO306795	XENTR07323
OG0004236	CAPO301760	XENTR09087
OG0004237	CAPO301645	XENTR03566
OG0004239	CAPO304082	XENTR02464
OG0004240	CAPO306948	XENTR14102
OG0004241	CAPO304693	XENTR07243
OG0004243	CAPO302349	XENTR02756
OG0004245	CAPO301120	XENTR13102
OG0004246	CAPO307710	XENTR10841
OG0004247	CAPO306324	XENTR05707
OG0004248	CAPO306807	XENTR02442
OG0004249	CAPO302316	XENTR14714
OG0004250	CAPO305518	XENTR13434
OG0004252	CAPO305536	XENTR01265
OG0004254	CAPO304883	XENTR02285
OG0004257	CAPO305171	XENTR00860
OG0004258	CAPO301342	XENTR15149
OG0004259	CAPO301048	XENTR05280
OG0004261	CAPO305950	XENTR17138
OG0004263	CAPO304844	XENTR18355
OG0004269	CAPO308233	XENTR08648
OG0004270	CAPO303791	XENTR15859
OG0004271	CAPO303178	XENTR02370
OG0004272	CAPO303743	XENTR04240
OG0004273	CAPO300380	XENTR07324
OG0004278	CAPO303739	XENTR18016, XENTR18015
OG0004280	CAPO302169	XENTR10748
OG0004282	CAPO306035	XENTR04076
OG0004283	CAPO301216	XENTR03463
OG0004284	CAPO303039	XENTR12171, XENTR15187
OG0004285	CAPO306621	XENTR08748
OG0004286	CAPO300246	XENTR03668
OG0004287	CAPO305534	XENTR14573, XENTR10948
OG0004288	CAPO302203	XENTR13701
OG0004289	CAPO307509	XENTR09034
OG0004291	CAPO306696	XENTR07498
OG0004292	CAPO301407	XENTR16091
OG0004295	CAPO300437	XENTR10638
OG0004296	CAPO307058	XENTR04332
OG0004297	CAPO306140	XENTR11758
OG0004299	CAPO307863	XENTR16510
OG0004300	CAPO308218	XENTR04840
OG0004301	CAPO305855	XENTR16663
OG0004302	CAPO307149	XENTR16178
OG0004303	CAPO306261	XENTR15590
OG0004304	CAPO307407	XENTR01480, XENTR00786
OG0004305	CAPO306704	XENTR13288
OG0004307	CAPO306787	XENTR09783
OG0004308	CAPO302385	XENTR00676
OG0004309	CAPO304021	XENTR16255, XENTR16256
OG0004310	CAPO306903	XENTR12153, XENTR08109
OG0004312	CAPO306752	XENTR06276
OG0004314	CAPO301283	XENTR03952, XENTR14943
OG0004315	CAPO307076	XENTR10505
OG0004316	CAPO300656	XENTR00291
OG0004319	CAPO308294	XENTR12729, XENTR16401
OG0004321	CAPO306639	XENTR09288
OG0004322	CAPO307895	XENTR02157
OG0004323	CAPO307483	XENTR11176
OG0004324	CAPO300240	XENTR13333
OG0004328	CAPO305261	XENTR02447
OG0004330	CAPO305393	XENTR09044
OG0004331	CAPO305384	XENTR06669
OG0004333	CAPO303439	XENTR05026
OG0004335	CAPO302791	XENTR13834
OG0004337	CAPO300958	XENTR18995
OG0004338	CAPO300828	XENTR09719
OG0004344	CAPO307152	XENTR10220
OG0004345	CAPO306847	XENTR06180
OG0004347	CAPO307703	XENTR14829, XENTR07124
OG0004348	CAPO306158	XENTR02314
OG0004349	CAPO308184	XENTR02391
OG0004350	CAPO300994	XENTR03571
OG0004351	CAPO307239	XENTR16067
OG0004352	CAPO300873	XENTR09638
OG0004353	CAPO306055, CAPO306087	XENTR16070
OG0004354	CAPO307581	XENTR04545
OG0004355	CAPO303478	XENTR07976, XENTR10102
OG0004356	CAPO300159	XENTR06247
OG0004357	CAPO303880	XENTR08914, XENTR01920
OG0004358	CAPO301323	XENTR11117
OG0004359	CAPO305703	XENTR06807
OG0004360	CAPO301752	XENTR12875
OG0004361	CAPO308302	XENTR01312
OG0004363	CAPO304580	XENTR04903
OG0004364	CAPO305213	XENTR11370
OG0004365	CAPO305948	XENTR12130
OG0004368	CAPO306084	XENTR03944, XENTR15526
OG0004369	CAPO305592	XENTR11040
OG0004370	CAPO302143	XENTR15518
OG0004373	CAPO308311	XENTR00323
OG0004374	CAPO306983	XENTR16529
OG0004375	CAPO305927	XENTR08120
OG0004376	CAPO303203	XENTR07129, XENTR04540
OG0004377	CAPO303614	XENTR06554
OG0004378	CAPO303140	XENTR04941
OG0004379	CAPO300162	XENTR12677
OG0004380	CAPO307847	XENTR19120
OG0004381	CAPO300684	XENTR18220
OG0004382	CAPO308307	XENTR05834
OG0004383	CAPO301688	XENTR10950, XENTR10949
OG0004385	CAPO306534	XENTR19282, XENTR07729
OG0004388	CAPO303742	XENTR07992
OG0004389	CAPO302416	XENTR00308
OG0004390	CAPO300046	XENTR09925
OG0004391	CAPO305468	XENTR05650, XENTR04998
OG0004392	CAPO303282	XENTR08920
OG0004394	CAPO305886	XENTR14178
OG0004396	CAPO300955	XENTR16480
OG0004398	CAPO307605	XENTR01613
OG0004399	CAPO301536	XENTR02783, XENTR01338
OG0004400	CAPO304368, CAPO302395	XENTR04523, XENTR04524
OG0004401	CAPO307684	XENTR00790
OG0004405	CAPO302866	XENTR01271
OG0004406	CAPO305558	XENTR12792, XENTR06682
OG0004413	CAPO301518	XENTR04845
OG0004417	CAPO302119	XENTR00369
OG0004418	CAPO305208	XENTR03415
OG0004421	CAPO303320	XENTR07029
OG0004423	CAPO306935	XENTR08365
OG0004425	CAPO302090	XENTR17641, XENTR12250
OG0004426	CAPO301784	XENTR09040
OG0004426	CAPO307715	XENTR14296
OG0004433	CAPO304000	XENTR05339, XENTR05340, XENTR12387, XENTR18900
OG0004460	CAPO307206	XENTR13298
OG0004461	CAPO305355	XENTR17329, XENTR02533
OG0004462	CAPO302893	XENTR02713
OG0004465	CAPO303487	XENTR03018
OG0004467	CAPO307496	XENTR10318, XENTR06318
OG0004468	CAPO307854	XENTR14274
OG0004472	CAPO303803	XENTR00749, XENTR00750
OG0004474	CAPO300829	XENTR12032
OG0004476	CAPO307856	XENTR00796
OG0004479	CAPO303963	XENTR07670
OG0004481	CAPO306702	XENTR01473
OG0004483	CAPO303122	XENTR17280
OG0004484	CAPO302152	XENTR11603
OG0004488	CAPO301849	XENTR17026
OG0004489	CAPO305447	XENTR16138
OG0004492	CAPO307196	XENTR07645, XENTR11376
OG0004494	CAPO306570	XENTR00973, XENTR00972
OG0004495	CAPO306359	XENTR04018
OG0004496	CAPO303733	XENTR12973
OG0004497	CAPO307202	XENTR14301
OG0004498	CAPO305224	XENTR10412
OG0004500	CAPO301850	XENTR10700, XENTR10699
OG0004502	CAPO301779	XENTR17400, XENTR17398, XENTR17399
OG0004503	CAPO300332	XENTR14221
OG0004506	CAPO305016	XENTR13727
OG0004507	CAPO301894	XENTR03425
OG0004508	CAPO301654	XENTR02525, XENTR02524
OG0004509	CAPO300500	XENTR03935
OG0004511	CAPO303457	XENTR00822, XENTR10201
OG0004512	CAPO302842	XENTR03832
OG0004513	CAPO303104	XENTR01189
OG0004515	CAPO305182	XENTR02016
OG0004516	CAPO306036, CAPO307859	XENTR04054
OG0004517	CAPO305332	XENTR13124
OG0004518	CAPO306412	XENTR07756
OG0004519	CAPO307914	XENTR11913
OG0004520	CAPO300090	XENTR09651
OG0004523	CAPO304989	XENTR18329
OG0004525	CAPO303518	XENTR09291
OG0004527	CAPO302077	XENTR00456
OG0004529	CAPO306628	XENTR05758
OG0004530	CAPO304739	XENTR14376, XENTR03964
OG0004531	CAPO302345, CAPO307115	XENTR11135
OG0004532	CAPO300005	XENTR11080
OG0004533	CAPO306022	XENTR11245, XENTR16773
OG0004535	CAPO307124	XENTR12654
OG0004537	CAPO306837	XENTR07746
OG0004540	CAPO307351	XENTR01878
OG0004542	CAPO306706	XENTR01276
OG0004544	CAPO306563	XENTR14557
OG0004545	CAPO307212	XENTR05802
OG0004546	CAPO306808	XENTR11757
OG0004547	CAPO304852	XENTR10791, XENTR06018
OG0004548	CAPO305113	XENTR11954
OG0004551	CAPO301498	XENTR13993
OG0004552	CAPO301361, CAPO306759	XENTR18114
OG0004553	CAPO302768	XENTR04020
OG0004555	CAPO301994	XENTR08168
OG0004556	CAPO305616	XENTR14968
OG0004558	CAPO307355	XENTR17229, XENTR19018
OG0004559	CAPO303756	XENTR09793
OG0004561	CAPO304794	XENTR09028
OG0004563	CAPO303030	XENTR04438
OG0004564	CAPO301873	XENTR08998
OG0004565	CAPO303409	XENTR07621
OG0004569	CAPO303601	XENTR00817
OG0004572	CAPO302719	XENTR09340
OG0004573	CAPO305859	XENTR04046
OG0004574	CAPO300276	XENTR07069, XENTR17501
OG0004577	CAPO307905	XENTR13602
OG0004578	CAPO307713	XENTR06163
OG0004579	CAPO308171	XENTR17330
OG0004581	CAPO305629	XENTR13391
OG0004582	CAPO304857	XENTR02772
OG0004583	CAPO301319	XENTR07476
OG0004585	CAPO307959	XENTR07684
OG0004587	CAPO303576	XENTR03565, XENTR03564
OG0004588	CAPO307046	XENTR01517
OG0004590	CAPO307910	XENTR04031
OG0004592	CAPO307767	XENTR17519
OG0004593	CAPO306311	XENTR09764
OG0004595	CAPO305901	XENTR06910
OG0004596	CAPO300672	XENTR16636
OG0004599	CAPO306185	XENTR02769, XENTR08531
OG0004600	CAPO306391	XENTR15611
OG0004601	CAPO300529	XENTR06793
OG0004602	CAPO307709	XENTR09792
OG0004605	CAPO303013	XENTR01842, XENTR01844
OG0004609	CAPO305274	XENTR16103
OG0004610	CAPO308217	XENTR12122
OG0004611	CAPO305879, CAPO305850	XENTR13026
OG0004612	CAPO307176	XENTR12441
OG0004616	CAPO302661, CAPO307774	XENTR05385
OG0004619	CAPO306976	XENTR06929
OG0004621	CAPO301592	XENTR11915
OG0004626	CAPO304074	XENTR07264
OG0004627	CAPO302578	XENTR06310
OG0004628	CAPO300844	XENTR06954, XENTR08395
OG0004629	CAPO300874	XENTR10455
OG0004630	CAPO300032	XENTR04232
OG0004633	CAPO306431	XENTR03277
OG0004634	CAPO306443	XENTR06011
OG0004635	CAPO305826	XENTR11060
OG0004638	CAPO300328	XENTR13657
OG0004639	CAPO304960	XENTR07750
OG0004641	CAPO301192	XENTR17163
OG0004642	CAPO303810	XENTR10151, XENTR16263
OG0004643	CAPO303111	XENTR01592
OG0004644	CAPO308177	XENTR05543, XENTR05542
OG0004646	CAPO304987	XENTR01464, XENTR14068
OG0004648	CAPO306796	XENTR13808
OG0004649	CAPO308035	XENTR04062, XENTR00829
OG0004651	CAPO307192	XENTR16137
OG0004652	CAPO307126	XENTR14172
OG0004654	CAPO304098	XENTR15245
OG0004655	CAPO300932	XENTR12684
OG0004656	CAPO306315	XENTR05154
OG0004657	CAPO300965	XENTR09633, XENTR18378
OG0004658	CAPO302853	XENTR00211
OG0004659	CAPO305571	XENTR13300
OG0004663	CAPO307060	XENTR07128
OG0004664	CAPO304024	XENTR08819
OG0004668	CAPO307032	XENTR05524
OG0004669	CAPO301719	XENTR17310
OG0004670	CAPO301141	XENTR01679
OG0004671	CAPO303199	XENTR10200
OG0004672	CAPO300788	XENTR03732
OG0004673	CAPO305181	XENTR01887, XENTR18837
OG0004674	CAPO301298	XENTR04721
OG0004675	CAPO300152	XENTR10690
OG0004676	CAPO305483	XENTR12097
OG0004678	CAPO306062	XENTR09245
OG0004679	CAPO307020	XENTR04023
OG0004682	CAPO302643	XENTR00011
OG0004685	CAPO300514	XENTR00826
OG0004687	CAPO300850	XENTR08376
OG0004690	CAPO302294	XENTR02109
OG0004691	CAPO301832	XENTR12526
OG0004692	CAPO306711	XENTR12793
OG0004694	CAPO302831	XENTR12216
OG0004695	CAPO304127	XENTR07984
OG0004696	CAPO303339	XENTR08933
OG0004697	CAPO308157	XENTR01024
OG0004699	CAPO305801	XENTR04958
OG0004700	CAPO305394	XENTR19117
OG0004702	CAPO306323	XENTR07319
OG0004703	CAPO302281	XENTR01132
OG0004707	CAPO302039	XENTR04912
OG0004707	CAPO307222	XENTR04913
OG0004708	CAPO302589	XENTR04042
OG0004711	CAPO307614	XENTR12598
OG0004728	CAPO306092	XENTR03737
OG0004732	CAPO307742, CAPO303065	XENTR14688
OG0004733	CAPO303723	XENTR03412
OG0004738	CAPO307391	XENTR15335
OG0004739	CAPO305372	XENTR07591
OG0004740	CAPO303587	XENTR02419
OG0004743	CAPO305537	XENTR05342
OG0004744	CAPO307377	XENTR16602
OG0004747	CAPO305266	XENTR08164
OG0004749	CAPO303738	XENTR02480
OG0004752	CAPO300189	XENTR05473
OG0004753	CAPO307970	XENTR03105
OG0004755	CAPO304664	XENTR18902
OG0004756	CAPO300650	XENTR17924
OG0004757	CAPO300079	XENTR06659
OG0004758	CAPO307791	XENTR10225
OG0004759	CAPO301731	XENTR08995
OG0004761	CAPO301372	XENTR08312
OG0004763	CAPO303189	XENTR14434
OG0004764	CAPO306665	XENTR00062
OG0004765	CAPO300145	XENTR10970
OG0004766	CAPO300107	XENTR17353
OG0004767	CAPO304258	XENTR03910
OG0004768	CAPO302814	XENTR06426
OG0004769	CAPO305909	XENTR15393
OG0004770	CAPO306549	XENTR08456
OG0004774	CAPO302467	XENTR12450, XENTR18887
OG0004775	CAPO308292	XENTR08212
OG0004781	CAPO302855	XENTR16628, XENTR16629
OG0004784	CAPO300506	XENTR00188, XENTR00189
OG0004785	CAPO301223	XENTR00119
OG0004786	CAPO306813	XENTR04209
OG0004787	CAPO300677	XENTR14690
OG0004788	CAPO303606	XENTR00794
OG0004792	CAPO304121, CAPO301355	XENTR01195, XENTR16182
OG0004793	CAPO303691	XENTR11318
OG0004794	CAPO302268	XENTR08033
OG0004795	CAPO306522	XENTR06349
OG0004797	CAPO308248	XENTR03068
OG0004801	CAPO301409	XENTR01848
OG0004803	CAPO304966	XENTR15467
OG0004805	CAPO301148	XENTR11662
OG0004808	CAPO300921	XENTR03219
OG0004810	CAPO307085	XENTR00753
OG0004811	CAPO304670	XENTR00465, XENTR00466
OG0004812	CAPO300913	XENTR07652
OG0004813	CAPO302301	XENTR13768
OG0004814	CAPO305193	XENTR15350
OG0004815	CAPO306099	XENTR00163
OG0004817	CAPO300646	XENTR05373
OG0004819	CAPO303489	XENTR18290
OG0004820	CAPO301474	XENTR09145
OG0004822	CAPO303272	XENTR08415
OG0004823	CAPO301131	XENTR07412
OG0004825	CAPO303625	XENTR14340
OG0004826	CAPO302318	XENTR16039, XENTR10756
OG0004828	CAPO300795	XENTR10119
OG0004829	CAPO306677	XENTR02670
OG0004830	CAPO304259, CAPO301109	XENTR14067
OG0004831	CAPO302539	XENTR12087, XENTR05901
OG0004832	CAPO300644	XENTR14740
OG0004833	CAPO307386, CAPO307385	XENTR07540
OG0004835	CAPO307142	XENTR08252, XENTR04057
OG0004836	CAPO300476	XENTR03675
OG0004837	CAPO306341	XENTR01234, XENTR02852
OG0004838	CAPO300483	XENTR04078
OG0004840	CAPO301303	XENTR15873
OG0004841	CAPO301073	XENTR07261
OG0004842	CAPO307208	XENTR03722
OG0004843	CAPO302296	XENTR00524
OG0004844	CAPO308225	XENTR13385
OG0004845	CAPO300244	XENTR10814
OG0004846	CAPO302634	XENTR01408
OG0004849	CAPO302897	XENTR04783
OG0004851	CAPO304052	XENTR10062
OG0004852	CAPO305241	XENTR16100
OG0004853	CAPO306818	XENTR17579
OG0004854	CAPO307677	XENTR05196
OG0004855	CAPO307136	XENTR01667
OG0004856	CAPO307877	XENTR01049, XENTR05246
OG0004857	CAPO301665	XENTR00534
OG0004858	CAPO306514	XENTR10303
OG0004859	CAPO305955	XENTR08619
OG0004861	CAPO300721	XENTR03061
OG0004863	CAPO300215	XENTR05424
OG0004864	CAPO306175	XENTR00771
OG0004869	CAPO301505	XENTR03761
OG0004873	CAPO305056	XENTR09787
OG0004875	CAPO305599	XENTR00005
OG0004879	CAPO304570	XENTR17744
OG0004880	CAPO307520	XENTR16782
OG0004881	CAPO301856	XENTR06242
OG0004882	CAPO307657	XENTR10221
OG0004883	CAPO304269	XENTR16679, XENTR00126
OG0004884	CAPO306875	XENTR03050
OG0004886	CAPO304598	XENTR02719
OG0004887	CAPO303252	XENTR16111
OG0004889	CAPO302860	XENTR06798
OG0004892	CAPO308266	XENTR14914, XENTR02200
OG0004893	CAPO305797	XENTR12758
OG0004894	CAPO308103	XENTR02329, XENTR04892, XENTR04992
OG0004895	CAPO301412	XENTR16712
OG0004896	CAPO301146, CAPO308332	XENTR11036, XENTR11035
OG0004897	CAPO300624	XENTR09725
OG0004898	CAPO300846	XENTR14341, XENTR18232
OG0004899	CAPO304701	XENTR14449
OG0004900	CAPO300509	XENTR14693
OG0004901	CAPO301170	XENTR12276, XENTR12275
OG0004902	CAPO305853	XENTR00620
OG0004903	CAPO304775	XENTR04968
OG0004904	CAPO304100	XENTR01812
OG0004906	CAPO303480	XENTR00992
OG0004907	CAPO307254	XENTR12667
OG0004911	CAPO305750	XENTR04772
OG0004913	CAPO306717	XENTR14597
OG0004914	CAPO301519	XENTR02587
OG0004917	CAPO303374	XENTR04073
OG0004919	CAPO308082	XENTR16803
OG0004920	CAPO302580	XENTR15712
OG0004922	CAPO306550	XENTR19289
OG0004923	CAPO307943	XENTR09440
OG0004924	CAPO304606	XENTR12207
OG0004927	CAPO304855	XENTR08515, XENTR12531
OG0004928	CAPO304691	XENTR15107
OG0004929	CAPO304111	XENTR10557
OG0004932	CAPO306081, CAPO305804	XENTR18768
OG0004934	CAPO305066	XENTR17872
OG0004935	CAPO302835	XENTR02108
OG0004936	CAPO306298	XENTR02426, XENTR12658
OG0004938	CAPO308159	XENTR12499
OG0004940	CAPO305630	XENTR06069
OG0004943	CAPO306001	XENTR10734, XENTR18718
OG0004944	CAPO302056	XENTR02835, XENTR10997
OG0004946	CAPO305515	XENTR07623
OG0004948	CAPO305331	XENTR12682, XENTR12681, XENTR10040
OG0004949	CAPO304026	XENTR10188
OG0004950	CAPO300642	XENTR16238
OG0004952	CAPO301776	XENTR06665
OG0004953	CAPO306623	XENTR16308
OG0004954	CAPO303229	XENTR12724
OG0004958	CAPO302197	XENTR15047
OG0004960	CAPO300258	XENTR09316
OG0004961	CAPO305777	XENTR17175
OG0004962	CAPO301438	XENTR03175
OG0004963	CAPO303805	XENTR04559
OG0004964	CAPO302916	XENTR18483
OG0004968	CAPO307145	XENTR10216
OG0004969	CAPO303678	XENTR13314
OG0004970	CAPO303748	XENTR14182
OG0004971	CAPO302327	XENTR06568
OG0004972	CAPO304289	XENTR01822, XENTR01821
OG0004973	CAPO305642	XENTR03262
OG0004976	CAPO304478	XENTR06433
OG0004977	CAPO304350	XENTR00140
OG0004978	CAPO308306	XENTR05928
OG0004979	CAPO303118	XENTR06280
OG0004980	CAPO300807	XENTR14445
OG0004981	CAPO306326	XENTR01741
OG0004982	CAPO301351	XENTR16425
OG0004985	CAPO304816	XENTR18934, XENTR04847
OG0004987	CAPO306240	XENTR04863, XENTR07563
OG0004988	CAPO305623	XENTR01176
OG0004989	CAPO300323	XENTR00401, XENTR00400
OG0004990	CAPO305712	XENTR11568
OG0004991	CAPO302271	XENTR07044
OG0004993	CAPO302747	XENTR11043, XENTR11042
OG0004997	CAPO300456	XENTR02015
OG0004999	CAPO302635	XENTR15223
OG0005002	CAPO305114	XENTR15372
OG0005005	CAPO303017	XENTR05608
OG0005006	CAPO301015	XENTR06909
OG0005007	CAPO300658	XENTR10611, XENTR10833
OG0005009	CAPO303190	XENTR16251
OG0005010	CAPO304378	XENTR07097, XENTR07098, XENTR07590
OG0005013	CAPO304066	XENTR02725
OG0005014	CAPO307825	XENTR00814
OG0005015	CAPO300946	XENTR12740, XENTR08898
