Orthogroup	CAPO3	YEAST
OG0041504	CAPO302600	YEAST04836
OG0041506	CAPO302653	YEAST02972
OG0041509	CAPO302718	YEAST00396
OG0041513	CAPO302878	YEAST01268
OG0041527	CAPO303561	YEAST02875
OG0041531	CAPO303760	YEAST03226
OG0041535	CAPO304188	YEAST06010
OG0041537	CAPO304273	YEAST04821
OG0041548	CAPO304719	YEAST04714
OG0041549	CAPO304730	YEAST03638
OG0041550	CAPO304736	YEAST05590
OG0041556	CAPO305221	YEAST03470
OG0041557	CAPO305238	YEAST05222
OG0041559	CAPO305529	YEAST02648
OG0041561	CAPO305545	YEAST03376
OG0041563	CAPO305596	YEAST00733
OG0041566	CAPO305724	YEAST01313
OG0041567	CAPO305877	YEAST02960
OG0041572	CAPO306165	YEAST01017
OG0041574	CAPO306265	YEAST05665
OG0041577	CAPO306434	YEAST04321
OG0041579	CAPO306600	YEAST01930
OG0041580	CAPO306664	YEAST02478
OG0041584	CAPO306939	YEAST03263
OG0041590	CAPO307325	YEAST06298
OG0041594	CAPO307566	YEAST01552
OG0041598	CAPO307865	YEAST04444
OG0041601	CAPO308101	YEAST01743
