Orthogroup	CAPO3	AMPFI_ok
OG0003809	CAPO306197	AMPFI_02614, AMPFI_04031
OG0003811	CAPO302863	AMPFI_10478
OG0003812	CAPO300349	AMPFI_10138
OG0003813	CAPO305053	AMPFI_07875
OG0003818	CAPO306945	AMPFI_01575, AMPFI_17759
OG0003820	CAPO302724	AMPFI_00186, AMPFI_03526, AMPFI_17489
OG0003823	CAPO305304	AMPFI_06889
OG0003824	CAPO300109	AMPFI_06085
OG0003826	CAPO305900	AMPFI_13869
OG0003827	CAPO302156	AMPFI_21409
OG0003828	CAPO304442	AMPFI_11909
OG0003829	CAPO304825	AMPFI_00127, AMPFI_00025
OG0003831	CAPO301320	AMPFI_12797
OG0003833	CAPO305448	AMPFI_18982, AMPFI_01803
OG0003834	CAPO307203	AMPFI_10226
OG0003835	CAPO300102	AMPFI_03066
OG0003836	CAPO301610	AMPFI_14280
OG0003837	CAPO304430	AMPFI_24684
OG0003838	CAPO304061, CAPO304064	AMPFI_19657
OG0003839	CAPO300238, CAPO301543, CAPO307066	AMPFI_07382
OG0003840	CAPO300299	AMPFI_23271
OG0003843	CAPO301582	AMPFI_05992
OG0003844	CAPO306235	AMPFI_14349
OG0003845	CAPO302000	AMPFI_07956
OG0003846	CAPO300905	AMPFI_06425
OG0003847	CAPO300400	AMPFI_22971
OG0003848	CAPO305229, CAPO305228	AMPFI_17686, AMPFI_23978
OG0003850	CAPO306458	AMPFI_10267
OG0003851	CAPO301154	AMPFI_11201, AMPFI_00905, AMPFI_11200, AMPFI_16652
OG0003852	CAPO302241	AMPFI_10208
OG0003853	CAPO308238	AMPFI_21676
OG0003854	CAPO306385	AMPFI_03224
OG0003855	CAPO304198	AMPFI_13948, AMPFI_20260
OG0003856	CAPO308004	AMPFI_08524, AMPFI_02809
OG0003857	CAPO302185	AMPFI_07120
OG0003858	CAPO300728	AMPFI_25088, AMPFI_00370
OG0003860	CAPO303899	AMPFI_12427
OG0003861	CAPO302754	AMPFI_02803
OG0003862	CAPO301787	AMPFI_24710
OG0003863	CAPO300200	AMPFI_16528
OG0003864	CAPO300087	AMPFI_13775
OG0003865	CAPO304904	AMPFI_11940
OG0003866	CAPO302683	AMPFI_14452
OG0003867	CAPO301767	AMPFI_17746
OG0003868	CAPO306848	AMPFI_11838
OG0003869	CAPO307094	AMPFI_17164
OG0003870	CAPO305132	AMPFI_05899
OG0003871	CAPO304659	AMPFI_16112, AMPFI_10551
OG0003871	CAPO304658	AMPFI_09651
OG0003872	CAPO300319	AMPFI_14866
OG0003873	CAPO305775	AMPFI_09750
OG0003875	CAPO303382	AMPFI_06901
OG0003876	CAPO307728	AMPFI_22260
OG0003878	CAPO308329	AMPFI_12599
OG0003881	CAPO303685	AMPFI_15319, AMPFI_15320
OG0003886	CAPO304109	AMPFI_05835
OG0003887	CAPO307036	AMPFI_10957
OG0003888	CAPO302764	AMPFI_11985, AMPFI_01567, AMPFI_13524
OG0003890	CAPO304707	AMPFI_14577
OG0003892	CAPO307708	AMPFI_11859, AMPFI_18544
OG0003893	CAPO300022	AMPFI_02785, AMPFI_26011, AMPFI_15310
OG0003894	CAPO302778	AMPFI_18671
OG0003898	CAPO307893, CAPO307749, CAPO306069	AMPFI_09375
OG0003899	CAPO300674	AMPFI_00789
OG0003900	CAPO301714	AMPFI_23235
OG0003903	CAPO305736	AMPFI_19280
OG0003904	CAPO305947	AMPFI_04520
OG0003906	CAPO301369	AMPFI_11162
OG0003909	CAPO301220	AMPFI_23810, AMPFI_23809
OG0003910	CAPO302786	AMPFI_04464
OG0003911	CAPO305312	AMPFI_08416
OG0003912	CAPO307896	AMPFI_24373
OG0003913	CAPO306587	AMPFI_21191, AMPFI_21520, AMPFI_15449
OG0003914	CAPO301224	AMPFI_08353
OG0003915	CAPO304633	AMPFI_10789
OG0003917	CAPO306797	AMPFI_16651, AMPFI_15299, AMPFI_01608
OG0003920	CAPO301554	AMPFI_25048
OG0003921	CAPO300430	AMPFI_13490
OG0003922	CAPO304241	AMPFI_19502, AMPFI_02773
OG0003924	CAPO302790	AMPFI_01856, AMPFI_14060
OG0003925	CAPO301662	AMPFI_08582
OG0003927	CAPO304671	AMPFI_25825, AMPFI_13307
OG0003929	CAPO303872	AMPFI_10054
OG0003930	CAPO301599	AMPFI_07230
OG0003931	CAPO304399	AMPFI_26056
OG0003932	CAPO300048, CAPO300047	AMPFI_10182, AMPFI_23012
OG0003934	CAPO301204	AMPFI_16560
OG0003936	CAPO302163	AMPFI_12668, AMPFI_09358
OG0003938	CAPO305166	AMPFI_22623
OG0003939	CAPO303853	AMPFI_06063
OG0003942	CAPO300632	AMPFI_14927
OG0003944	CAPO300493	AMPFI_07557
OG0003945	CAPO300812	AMPFI_05796, AMPFI_08691
OG0003946	CAPO303843	AMPFI_00888
OG0003947	CAPO306325	AMPFI_23175
OG0003950	CAPO307097	AMPFI_25875
OG0003954	CAPO304758	AMPFI_06716
OG0003955	CAPO304097	AMPFI_11128
OG0003959	CAPO304028	AMPFI_04671
OG0003961	CAPO303890	AMPFI_06314
OG0003965	CAPO302867	AMPFI_04828
OG0003966	CAPO301181	AMPFI_05727
OG0003969	CAPO304197	AMPFI_07721
OG0003971	CAPO301852	AMPFI_14528
OG0003972	CAPO308018	AMPFI_15565
OG0003973	CAPO307513	AMPFI_20438
OG0003998	CAPO305634	AMPFI_02502, AMPFI_02531, AMPFI_05249, AMPFI_09969
OG0004000	CAPO302913	AMPFI_21623, AMPFI_16405, AMPFI_21863
OG0004002	CAPO305544	AMPFI_02137
OG0004005	CAPO302213	AMPFI_05677
OG0004007	CAPO307105	AMPFI_00209
OG0004009	CAPO305072	AMPFI_12935
OG0004010	CAPO303524	AMPFI_15924
OG0004012	CAPO308011	AMPFI_11587
OG0004014	CAPO303473	AMPFI_09780
OG0004015	CAPO305112	AMPFI_12276
OG0004016	CAPO303609	AMPFI_20165, AMPFI_03659, AMPFI_07732
OG0004017	CAPO308124	AMPFI_05329, AMPFI_16787
OG0004023	CAPO307204	AMPFI_19933, AMPFI_24548
OG0004027	CAPO301145	AMPFI_22283
OG0004031	CAPO306218	AMPFI_04620, AMPFI_05716
OG0004032	CAPO300291	AMPFI_18750
OG0004033	CAPO304862	AMPFI_03927
OG0004035	CAPO301995	AMPFI_24745
OG0004037	CAPO306482	AMPFI_03972
OG0004042	CAPO302696	AMPFI_16992
OG0004044	CAPO300275	AMPFI_00282
OG0004047	CAPO304083	AMPFI_19469
OG0004048	CAPO304654	AMPFI_12579
OG0004050	CAPO308116	AMPFI_14154, AMPFI_16794, AMPFI_00721
OG0004053	CAPO301919	AMPFI_17533
OG0004054	CAPO308277	AMPFI_08608
OG0004056	CAPO306031	AMPFI_12573
OG0004058	CAPO301904	AMPFI_08684, AMPFI_02646
OG0004059	CAPO301877	AMPFI_10187
OG0004063	CAPO300628	AMPFI_25939
OG0004064	CAPO304453	AMPFI_07536
OG0004065	CAPO304029	AMPFI_19408
OG0004067	CAPO301812	AMPFI_09979
OG0004068	CAPO301030	AMPFI_18859
OG0004069	CAPO307785	AMPFI_11248, AMPFI_09189
OG0004070	CAPO302894	AMPFI_16812
OG0004071	CAPO306388	AMPFI_07328
OG0004072	CAPO305194	AMPFI_04941
OG0004075	CAPO308024	AMPFI_22791
OG0004076	CAPO307967	AMPFI_08732
OG0004079	CAPO300687	AMPFI_22149
OG0004080	CAPO305236	AMPFI_07191
OG0004081	CAPO301069	AMPFI_07325
OG0004082	CAPO305460	AMPFI_08776
OG0004083	CAPO304047	AMPFI_23993, AMPFI_01827, AMPFI_03305, AMPFI_21612, AMPFI_04296
OG0004084	CAPO300193	AMPFI_15041
OG0004085	CAPO307782	AMPFI_10044
OG0004090	CAPO304280	AMPFI_22810
OG0004091	CAPO307795	AMPFI_15165
OG0004092	CAPO301516	AMPFI_06912
OG0004093	CAPO303612	AMPFI_23222, AMPFI_17563
OG0004094	CAPO306112	AMPFI_05712
OG0004096	CAPO306070	AMPFI_17501
OG0004097	CAPO300790	AMPFI_07052
OG0004099	CAPO306437	AMPFI_13965
OG0004100	CAPO306356	AMPFI_19382
OG0004101	CAPO303749, CAPO302702	AMPFI_18949
OG0004103	CAPO306700	AMPFI_17250, AMPFI_04569
OG0004104	CAPO303684	AMPFI_00944, AMPFI_00216, AMPFI_03708, AMPFI_24388
OG0004105	CAPO308098	AMPFI_00050
OG0004106	CAPO303386	AMPFI_09128
OG0004108	CAPO307282	AMPFI_10746, AMPFI_11075
OG0004110	CAPO300855	AMPFI_12307
OG0004112	CAPO304610	AMPFI_03998, AMPFI_17086, AMPFI_15301
OG0004113	CAPO305835	AMPFI_14558, AMPFI_10578
OG0004114	CAPO301854	AMPFI_07189
OG0004115	CAPO306386	AMPFI_13715, AMPFI_12783
OG0004116	CAPO303186	AMPFI_14003
OG0004118	CAPO306139	AMPFI_15447
OG0004119	CAPO303741	AMPFI_07138
OG0004120	CAPO303757	AMPFI_07749
OG0004123	CAPO304624	AMPFI_13800, AMPFI_02624
OG0004124	CAPO302738	AMPFI_07154
OG0004125	CAPO304359	AMPFI_01741
OG0004127	CAPO306895	AMPFI_23987
OG0004130	CAPO307075	AMPFI_17105
OG0004131	CAPO301925	AMPFI_02623
OG0004133	CAPO305598	AMPFI_00729
OG0004134	CAPO304433	AMPFI_11318
OG0004136	CAPO307338	AMPFI_23022, AMPFI_00272
OG0004142	CAPO300440	AMPFI_18239
OG0004144	CAPO302917	AMPFI_12498, AMPFI_08519, AMPFI_23218
OG0004148	CAPO301152	AMPFI_12585
OG0004150	CAPO303497	AMPFI_13804
OG0004151	CAPO307015	AMPFI_00134, AMPFI_15889
OG0004153	CAPO305022	AMPFI_22147
OG0004154	CAPO308154	AMPFI_13478
OG0004156	CAPO307556	AMPFI_06309
OG0004158	CAPO302219	AMPFI_07649
OG0004160	CAPO302118	AMPFI_00568, AMPFI_00062
OG0004164	CAPO306879	AMPFI_05757
OG0004166	CAPO300703	AMPFI_19424
OG0004167	CAPO305574	AMPFI_24252, AMPFI_22854
OG0004168	CAPO303881	AMPFI_12418
OG0004169	CAPO302967	AMPFI_09723
OG0004170	CAPO305320	AMPFI_18162
OG0004171	CAPO305810	AMPFI_05713
OG0004174	CAPO303644	AMPFI_00630, AMPFI_09404
OG0004176	CAPO304072	AMPFI_01331, AMPFI_23021
OG0004179	CAPO304392	AMPFI_06442
OG0004181	CAPO304353	AMPFI_10263
OG0004182	CAPO305817	AMPFI_14315, AMPFI_15250, AMPFI_11529
OG0004183	CAPO301817	AMPFI_11544
OG0004184	CAPO302251	AMPFI_12472
OG0004186	CAPO307615	AMPFI_18492
OG0004187	CAPO301572	AMPFI_19435
OG0004188	CAPO308209	AMPFI_24196
OG0004215	CAPO307025	AMPFI_05972
OG0004216	CAPO304745	AMPFI_02909
OG0004217	CAPO300553	AMPFI_11613
OG0004219	CAPO302642	AMPFI_05687
OG0004222	CAPO307934	AMPFI_22508
OG0004223	CAPO308310	AMPFI_14106, AMPFI_14107
OG0004226	CAPO301388	AMPFI_10795
OG0004227	CAPO302252	AMPFI_07234
OG0004228	CAPO303492	AMPFI_24494, AMPFI_18790
OG0004230	CAPO305821	AMPFI_16103
OG0004231	CAPO300312	AMPFI_06317, AMPFI_24209
OG0004232	CAPO301443	AMPFI_18466
OG0004235	CAPO306795	AMPFI_18111
OG0004236	CAPO301760	AMPFI_18952
OG0004237	CAPO301645	AMPFI_10494
OG0004239	CAPO304082	AMPFI_05780, AMPFI_05779
OG0004240	CAPO301736, CAPO306948	AMPFI_18787
OG0004241	CAPO304693	AMPFI_24897
OG0004243	CAPO302349	AMPFI_10050
OG0004245	CAPO301120	AMPFI_14565
OG0004246	CAPO307710	AMPFI_08562
OG0004247	CAPO306324	AMPFI_09617
OG0004248	CAPO306807	AMPFI_06429
OG0004249	CAPO302316	AMPFI_13244
OG0004250	CAPO305518	AMPFI_12407
OG0004252	CAPO305536	AMPFI_09692
OG0004254	CAPO304883	AMPFI_23528
OG0004257	CAPO305171	AMPFI_12483
OG0004258	CAPO301342	AMPFI_04576
OG0004259	CAPO301048	AMPFI_05436
OG0004261	CAPO305950	AMPFI_09942
OG0004263	CAPO304844	AMPFI_19144
OG0004269	CAPO308233	AMPFI_19802, AMPFI_02131
OG0004270	CAPO303791	AMPFI_22607, AMPFI_03154
OG0004271	CAPO303178	AMPFI_00357
OG0004272	CAPO302340, CAPO307285, CAPO307981, CAPO306596, CAPO304056, CAPO301702	AMPFI_21675
OG0004272	CAPO303743	AMPFI_03000, AMPFI_03190
OG0004273	CAPO300380	AMPFI_01584
OG0004278	CAPO303739	AMPFI_00741
OG0004280	CAPO302169	AMPFI_08532
OG0004282	CAPO306035	AMPFI_03603
OG0004283	CAPO301216	AMPFI_04258, AMPFI_22058
OG0004284	CAPO303039	AMPFI_07793
OG0004285	CAPO306621	AMPFI_05686
OG0004286	CAPO300246	AMPFI_11804, AMPFI_11033, AMPFI_17397
OG0004287	CAPO305534	AMPFI_18985, AMPFI_03750, AMPFI_16572
OG0004288	CAPO302203	AMPFI_12843
OG0004289	CAPO307509	AMPFI_15989
OG0004295	CAPO300437	AMPFI_09939
OG0004296	CAPO307058	AMPFI_17160
OG0004297	CAPO306140	AMPFI_04000
OG0004299	CAPO307863	AMPFI_10108
OG0004300	CAPO308218	AMPFI_20207
OG0004301	CAPO305855	AMPFI_21938
OG0004302	CAPO307149	AMPFI_16467
OG0004303	CAPO306261	AMPFI_18613
OG0004305	CAPO306704	AMPFI_12729
OG0004307	CAPO306787	AMPFI_10120
OG0004308	CAPO302385	AMPFI_06434
OG0004309	CAPO304021	AMPFI_07893, AMPFI_01305
OG0004310	CAPO306903	AMPFI_01502
OG0004312	CAPO306752	AMPFI_14477
OG0004314	CAPO301283	AMPFI_17299
OG0004315	CAPO307076	AMPFI_11714
OG0004316	CAPO300656	AMPFI_06233
OG0004319	CAPO308294	AMPFI_07860
OG0004321	CAPO306639	AMPFI_03701
OG0004322	CAPO307895	AMPFI_05719
OG0004323	CAPO307483	AMPFI_07446
OG0004324	CAPO300240	AMPFI_13538
OG0004328	CAPO305261	AMPFI_06204
OG0004329	CAPO302035	AMPFI_18366
OG0004330	CAPO305393	AMPFI_21323, AMPFI_04638
OG0004331	CAPO305384	AMPFI_13825
OG0004333	CAPO303439	AMPFI_16945, AMPFI_02290, AMPFI_02368
OG0004335	CAPO302791	AMPFI_01647
OG0004337	CAPO300958	AMPFI_08351
OG0004338	CAPO300828	AMPFI_03726
OG0004344	CAPO307152	AMPFI_24893
OG0004345	CAPO306847	AMPFI_12564
OG0004348	CAPO306158	AMPFI_02439
OG0004349	CAPO308184	AMPFI_24895
OG0004350	CAPO300994	AMPFI_18421
OG0004351	CAPO307239	AMPFI_20164
OG0004352	CAPO300873	AMPFI_25758
OG0004353	CAPO306055, CAPO306087	AMPFI_13654
OG0004354	CAPO307581	AMPFI_11067
OG0004355	CAPO303478	AMPFI_09199
OG0004356	CAPO300159	AMPFI_05341
OG0004357	CAPO303880	AMPFI_08395
OG0004358	CAPO301323	AMPFI_22150, AMPFI_25051, AMPFI_19007
OG0004359	CAPO305703	AMPFI_05530
OG0004360	CAPO301752	AMPFI_14833
OG0004361	CAPO308302	AMPFI_04236
OG0004363	CAPO304580	AMPFI_10669
OG0004364	CAPO305213	AMPFI_11780
OG0004365	CAPO305948	AMPFI_18925
OG0004366	CAPO307987	AMPFI_21975
OG0004368	CAPO306084	AMPFI_05539
OG0004369	CAPO305592	AMPFI_22531
OG0004370	CAPO302143	AMPFI_05169
OG0004373	CAPO308311	AMPFI_02861
OG0004374	CAPO306983	AMPFI_07980
OG0004375	CAPO305927	AMPFI_04718, AMPFI_20500, AMPFI_21503, AMPFI_04176
OG0004376	CAPO303203	AMPFI_15019
OG0004377	CAPO303614	AMPFI_03913
OG0004378	CAPO303140	AMPFI_09387
OG0004379	CAPO300162	AMPFI_07942
OG0004380	CAPO307847	AMPFI_00883
OG0004381	CAPO300684	AMPFI_23751
OG0004382	CAPO308307	AMPFI_13422
OG0004383	CAPO301688	AMPFI_10019, AMPFI_10486
OG0004385	CAPO306534	AMPFI_02615, AMPFI_24477
OG0004388	CAPO303742	AMPFI_09652
OG0004389	CAPO302416	AMPFI_08344
OG0004390	CAPO300046	AMPFI_00623, AMPFI_11133, AMPFI_17295, AMPFI_23808
OG0004391	CAPO305468	AMPFI_10069
OG0004392	CAPO303282	AMPFI_24108
OG0004394	CAPO305886	AMPFI_13243
OG0004396	CAPO300955	AMPFI_14937
OG0004398	CAPO306029	AMPFI_23415
OG0004399	CAPO301536	AMPFI_06098
OG0004400	CAPO304368, CAPO302395	AMPFI_13995
OG0004401	CAPO307684	AMPFI_12672
OG0004402	CAPO301470	AMPFI_15548
OG0004405	CAPO302866	AMPFI_14300
OG0004406	CAPO305558	AMPFI_11302
OG0004412	CAPO301515	AMPFI_01456
OG0004413	CAPO301518	AMPFI_25865, AMPFI_18350, AMPFI_17760, AMPFI_01558, AMPFI_20523
OG0004417	CAPO302119	AMPFI_06225
OG0004418	CAPO305208	AMPFI_23017, AMPFI_07133
OG0004421	CAPO303320	AMPFI_12127
OG0004423	CAPO306935	AMPFI_14942
OG0004425	CAPO302090	AMPFI_21164
OG0004426	CAPO301784	AMPFI_21633
OG0004428	CAPO302305	AMPFI_23245
OG0004459	CAPO300459	AMPFI_11564
OG0004460	CAPO307206	AMPFI_25193
OG0004461	CAPO305355	AMPFI_19555, AMPFI_24392
OG0004462	CAPO302893	AMPFI_08624
OG0004465	CAPO303487, CAPO307912	AMPFI_23112, AMPFI_12347
OG0004467	CAPO307496	AMPFI_21984
OG0004468	CAPO307854	AMPFI_16351
OG0004472	CAPO303803	AMPFI_16513, AMPFI_11440
OG0004474	CAPO300829	AMPFI_18196
OG0004476	CAPO307856	AMPFI_14753
OG0004479	CAPO303963	AMPFI_09403
OG0004483	CAPO303122	AMPFI_19423, AMPFI_14818
OG0004484	CAPO302152	AMPFI_19765
OG0004486	CAPO307639	AMPFI_08587
OG0004488	CAPO301849	AMPFI_01993, AMPFI_22482, AMPFI_18991, AMPFI_17697
OG0004489	CAPO305447	AMPFI_09296, AMPFI_09295
OG0004492	CAPO307196	AMPFI_09360
OG0004494	CAPO306570	AMPFI_05453
OG0004495	CAPO306359	AMPFI_07695
OG0004496	CAPO303733	AMPFI_03101, AMPFI_01528
OG0004497	CAPO307202	AMPFI_22097, AMPFI_00339, AMPFI_25044, AMPFI_25447
OG0004498	CAPO305224	AMPFI_06947
OG0004500	CAPO301850	AMPFI_13920
OG0004501	CAPO301840	AMPFI_09291
OG0004502	CAPO301779, CAPO300429	AMPFI_03587
OG0004506	CAPO305016	AMPFI_12628, AMPFI_09386
OG0004507	CAPO301894	AMPFI_07072
OG0004508	CAPO301654	AMPFI_25941
OG0004509	CAPO300500	AMPFI_09182
OG0004511	CAPO303457	AMPFI_07637
OG0004512	CAPO302842	AMPFI_11410
OG0004513	CAPO303104	AMPFI_09034
OG0004515	CAPO305182	AMPFI_01381
OG0004516	CAPO306036, CAPO307859	AMPFI_15125, AMPFI_18645
OG0004517	CAPO305332	AMPFI_15751
OG0004518	CAPO306412	AMPFI_09048
OG0004519	CAPO307914	AMPFI_04665, AMPFI_14654
OG0004520	CAPO300090	AMPFI_06584
OG0004521	CAPO306692	AMPFI_00177, AMPFI_20942, AMPFI_01206, AMPFI_18397
OG0004523	CAPO304989	AMPFI_08056
OG0004525	CAPO303518	AMPFI_07588
OG0004526	CAPO302498	AMPFI_10087
OG0004527	CAPO302077	AMPFI_10883
OG0004529	CAPO306628	AMPFI_09696
OG0004530	CAPO304739	AMPFI_12855
OG0004531	CAPO302345, CAPO307115	AMPFI_11383
OG0004532	CAPO300005	AMPFI_16151
OG0004533	CAPO306022	AMPFI_22456
OG0004535	CAPO307124	AMPFI_22124
OG0004537	CAPO306837	AMPFI_02558
OG0004540	CAPO307351	AMPFI_03454, AMPFI_19729
OG0004541	CAPO307806	AMPFI_15230
OG0004542	CAPO306706	AMPFI_08760
OG0004544	CAPO306563	AMPFI_08264
OG0004545	CAPO307212	AMPFI_16865
OG0004546	CAPO306808	AMPFI_07412
OG0004548	CAPO305113	AMPFI_12848
OG0004552	CAPO301361, CAPO306759	AMPFI_12028
OG0004553	CAPO302768	AMPFI_10799
OG0004554	CAPO300747	AMPFI_11889
OG0004555	CAPO301994	AMPFI_09909
OG0004556	CAPO305616	AMPFI_07468
OG0004558	CAPO307355	AMPFI_12132
OG0004559	CAPO303756	AMPFI_05855
OG0004561	CAPO304794	AMPFI_23817, AMPFI_03159
OG0004563	CAPO303030	AMPFI_02876
OG0004564	CAPO301873	AMPFI_15864
OG0004565	CAPO303409	AMPFI_24177, AMPFI_12894, AMPFI_21296
OG0004569	CAPO303601	AMPFI_06989
OG0004572	CAPO302719	AMPFI_02363, AMPFI_14593
OG0004573	CAPO305859	AMPFI_12921
OG0004574	CAPO300276	AMPFI_03207
OG0004577	CAPO307905	AMPFI_07656
OG0004578	CAPO307713	AMPFI_07486
OG0004579	CAPO308171	AMPFI_25677
OG0004581	CAPO305629	AMPFI_12919
OG0004582	CAPO304857	AMPFI_07633
OG0004583	CAPO301319	AMPFI_16407
OG0004585	CAPO307959	AMPFI_13089
OG0004587	CAPO303576	AMPFI_23364, AMPFI_10457
OG0004588	CAPO307046	AMPFI_06362
OG0004590	CAPO307910	AMPFI_08462
OG0004592	CAPO307767	AMPFI_06517
OG0004593	CAPO306311	AMPFI_22728
OG0004595	CAPO305901	AMPFI_20954, AMPFI_16519
OG0004596	CAPO301763	AMPFI_07402
OG0004599	CAPO306185	AMPFI_24936
OG0004600	CAPO306391	AMPFI_18067, AMPFI_15811
OG0004601	CAPO300529	AMPFI_06159
OG0004602	CAPO307709	AMPFI_04968
OG0004605	CAPO303013	AMPFI_03873, AMPFI_01215, AMPFI_03310, AMPFI_24057
OG0004609	CAPO305274	AMPFI_07011
OG0004610	CAPO308217	AMPFI_23354, AMPFI_17805
OG0004611	CAPO305879, CAPO305850	AMPFI_14900
OG0004612	CAPO307176	AMPFI_06798
OG0004616	CAPO302661, CAPO307774	AMPFI_24754
OG0004619	CAPO306976	AMPFI_01685
OG0004621	CAPO301592	AMPFI_06893
OG0004623	CAPO303271	AMPFI_22400
OG0004626	CAPO304074	AMPFI_11099
OG0004627	CAPO302578	AMPFI_12291
OG0004628	CAPO300844	AMPFI_05837
OG0004629	CAPO300874	AMPFI_13756
OG0004630	CAPO300032	AMPFI_01226
OG0004633	CAPO306431	AMPFI_16969
OG0004634	CAPO306443	AMPFI_11161
OG0004635	CAPO305826	AMPFI_08678
OG0004638	CAPO300328	AMPFI_00853
OG0004639	CAPO304960	AMPFI_11319
OG0004640	CAPO305391	AMPFI_00746
OG0004641	CAPO301192	AMPFI_00011
OG0004642	CAPO303810	AMPFI_02074
OG0004643	CAPO303111	AMPFI_18899
OG0004644	CAPO308177	AMPFI_15338
OG0004646	CAPO304987	AMPFI_07710
OG0004648	CAPO306796	AMPFI_19599
OG0004649	CAPO308035	AMPFI_17558
OG0004651	CAPO307192	AMPFI_25330
OG0004652	CAPO307126	AMPFI_15198
OG0004654	CAPO304098	AMPFI_15662
OG0004655	CAPO300932	AMPFI_07555
OG0004656	CAPO306315	AMPFI_18886, AMPFI_14771
OG0004657	CAPO300965	AMPFI_11594
OG0004658	CAPO302853	AMPFI_10523, AMPFI_16629
OG0004659	CAPO305571	AMPFI_20843, AMPFI_21179, AMPFI_00122, AMPFI_24972
OG0004660	CAPO302190	AMPFI_20962
OG0004663	CAPO307060	AMPFI_06374
OG0004668	CAPO307032	AMPFI_02377
OG0004669	CAPO301719	AMPFI_05954
OG0004670	CAPO301141	AMPFI_24511
OG0004671	CAPO303199	AMPFI_20913, AMPFI_05739
OG0004672	CAPO300788	AMPFI_03359
OG0004673	CAPO305181	AMPFI_15351
OG0004674	CAPO301298	AMPFI_07603
OG0004675	CAPO300152	AMPFI_04426, AMPFI_03184
OG0004676	CAPO305483	AMPFI_12971
OG0004678	CAPO306062	AMPFI_09587
OG0004679	CAPO307020	AMPFI_00361
OG0004682	CAPO302643	AMPFI_13322
OG0004685	CAPO300514	AMPFI_00210
OG0004687	CAPO300850	AMPFI_00174
OG0004691	CAPO301832	AMPFI_01160
OG0004694	CAPO302831	AMPFI_02072, AMPFI_20042
OG0004695	CAPO304127	AMPFI_02979, AMPFI_16067, AMPFI_13908
OG0004696	CAPO303339	AMPFI_05610
OG0004697	CAPO308157	AMPFI_06656
OG0004699	CAPO305801	AMPFI_08943
OG0004700	CAPO305394	AMPFI_08984
OG0004702	CAPO306323	AMPFI_11335
OG0004703	CAPO302281	AMPFI_13400, AMPFI_11441
OG0004707	CAPO302039	AMPFI_24320
OG0004707	CAPO307222	AMPFI_17110
OG0004708	CAPO302589	AMPFI_25265
OG0004711	CAPO307614	AMPFI_22007
OG0004728	CAPO306092	AMPFI_04640
OG0004732	CAPO303065	AMPFI_18249
OG0004733	CAPO303723	AMPFI_22957, AMPFI_11858
OG0004738	CAPO307391	AMPFI_07087
OG0004739	CAPO305372	AMPFI_08184
OG0004743	CAPO305537	AMPFI_10767
OG0004744	CAPO307377	AMPFI_19272, AMPFI_14663
OG0004747	CAPO305266	AMPFI_00266, AMPFI_10895
OG0004748	CAPO300851	AMPFI_16408
OG0004749	CAPO303738	AMPFI_15286
OG0004752	CAPO300189	AMPFI_22656
OG0004753	CAPO307970	AMPFI_08914
OG0004756	CAPO300650	AMPFI_06143
OG0004757	CAPO300079	AMPFI_11259
OG0004758	CAPO307791	AMPFI_16926
OG0004759	CAPO301731	AMPFI_10483
OG0004760	CAPO302986	AMPFI_18701, AMPFI_11919
OG0004761	CAPO301372	AMPFI_17626, AMPFI_24793, AMPFI_04512, AMPFI_00468, AMPFI_03402
OG0004762	CAPO306336	AMPFI_12646
OG0004763	CAPO303189	AMPFI_06171
OG0004764	CAPO306665	AMPFI_10963
OG0004765	CAPO300145	AMPFI_16840
OG0004766	CAPO300107	AMPFI_09103, AMPFI_10947
OG0004767	CAPO304258	AMPFI_03725
OG0004768	CAPO302814	AMPFI_02297
OG0004769	CAPO305909	AMPFI_12928
OG0004770	CAPO306549	AMPFI_09864, AMPFI_14159
OG0004771	CAPO306141	AMPFI_21816, AMPFI_03956, AMPFI_24380
OG0004774	CAPO302467	AMPFI_08296, AMPFI_17254
OG0004775	CAPO308292	AMPFI_08271
OG0004781	CAPO302855	AMPFI_00959, AMPFI_00874
OG0004784	CAPO300506	AMPFI_12120
OG0004785	CAPO301223	AMPFI_04729
OG0004786	CAPO306813	AMPFI_14608
OG0004787	CAPO300677	AMPFI_11451
OG0004788	CAPO303606	AMPFI_04021
OG0004792	CAPO304121, CAPO301355	AMPFI_23180
OG0004793	CAPO303691	AMPFI_02788
OG0004794	CAPO302268	AMPFI_07779
OG0004795	CAPO306522	AMPFI_14570
OG0004797	CAPO308248	AMPFI_08354
OG0004798	CAPO303882	AMPFI_08295
OG0004798	CAPO306979	AMPFI_21019
OG0004801	CAPO301409	AMPFI_05782
OG0004803	CAPO304966	AMPFI_01867, AMPFI_16240
OG0004805	CAPO301148	AMPFI_10996
OG0004808	CAPO300921	AMPFI_18270
OG0004810	CAPO307085	AMPFI_07979
OG0004811	CAPO304670	AMPFI_12149
OG0004812	CAPO300913	AMPFI_15106
OG0004813	CAPO302301	AMPFI_11409
OG0004814	CAPO305193	AMPFI_09238
OG0004815	CAPO306099	AMPFI_03206
OG0004816	CAPO306093	AMPFI_23576
OG0004817	CAPO300646	AMPFI_04912
OG0004819	CAPO303489	AMPFI_18033
OG0004820	CAPO301474	AMPFI_10350
OG0004822	CAPO303272	AMPFI_10239
OG0004823	CAPO301131	AMPFI_10528
OG0004825	CAPO303625	AMPFI_09412
