Orthogroup	CAPO3	HELIO_ok
OG0004646	CAPO304987	HELIO_06813
OG0004648	CAPO306796	HELIO_00369
OG0004649	CAPO308035	HELIO_03519
OG0004651	CAPO307192	HELIO_01360
OG0004655	CAPO300932	HELIO_05420
OG0004656	CAPO306315	HELIO_07103
OG0004657	CAPO300965	HELIO_01936
OG0004658	CAPO302853	HELIO_07890
OG0004659	CAPO305571	HELIO_03428
OG0004663	CAPO307060	HELIO_11837
OG0004668	CAPO307032	HELIO_08315
OG0004669	CAPO301719	HELIO_09536
OG0004670	CAPO301141	HELIO_02134
OG0004671	CAPO303199	HELIO_07461
OG0004672	CAPO300788	HELIO_04763
OG0004673	CAPO305181	HELIO_08420
OG0004674	CAPO301298	HELIO_03310
OG0004675	CAPO300152	HELIO_01458
OG0004676	CAPO305483	HELIO_00427
OG0004678	CAPO306062	HELIO_04212
OG0004679	CAPO307020	HELIO_08320
OG0004682	CAPO302643	HELIO_10128
OG0004685	CAPO300514	HELIO_10246, HELIO_10245
OG0004687	CAPO300850	HELIO_08862
OG0004690	CAPO302294	HELIO_09683
OG0004691	CAPO301832	HELIO_08399
OG0004692	CAPO306711	HELIO_05109
OG0004694	CAPO302831	HELIO_00653
OG0004695	CAPO304127	HELIO_06763
OG0004696	CAPO303339	HELIO_00504
OG0004697	CAPO308157	HELIO_04340
OG0004699	CAPO305801	HELIO_08731
OG0004702	CAPO306323	HELIO_04400
OG0004703	CAPO302281	HELIO_04914
OG0004707	CAPO307222	HELIO_10150
OG0004708	CAPO302589	HELIO_11900
OG0004711	CAPO307614	HELIO_02943
OG0004728	CAPO306092	HELIO_00269
OG0004732	CAPO303065	HELIO_05224
OG0004733	CAPO303723	HELIO_10171
OG0004738	CAPO307391	HELIO_07530
OG0004739	CAPO305372	HELIO_02404
OG0004740	CAPO303587	HELIO_09419
OG0004743	CAPO305537	HELIO_00353
OG0004744	CAPO307377	HELIO_08063
OG0004747	CAPO305266	HELIO_00610
OG0004748	CAPO300851	HELIO_03593
OG0004749	CAPO303738	HELIO_03717
OG0004753	CAPO307970	HELIO_01929
OG0004756	CAPO300650	HELIO_08574
OG0004757	CAPO300079	HELIO_05289
OG0004758	CAPO307791	HELIO_08570
OG0004759	CAPO301731	HELIO_02858
OG0004760	CAPO302986	HELIO_03633
OG0004761	CAPO301372	HELIO_09029
OG0004762	CAPO306336	HELIO_07675, HELIO_10598
OG0004763	CAPO303189	HELIO_07164
OG0004764	CAPO306665	HELIO_05384
OG0004765	CAPO300145	HELIO_12222
OG0004766	CAPO300107	HELIO_04193
OG0004769	CAPO305909	HELIO_01733
OG0004770	CAPO306549	HELIO_04370
OG0004771	CAPO306141	HELIO_00257, HELIO_03018
OG0004774	CAPO302467	HELIO_10117
OG0004775	CAPO308292	HELIO_03011
OG0004781	CAPO302855	HELIO_08457
OG0004784	CAPO300506	HELIO_10588
OG0004786	CAPO306813	HELIO_09763
OG0004787	CAPO300677	HELIO_11880
OG0004788	CAPO303606	HELIO_05487, HELIO_10690
OG0004792	CAPO304121, CAPO301355	HELIO_00048
OG0004793	CAPO303691	HELIO_04702
OG0004794	CAPO302268	HELIO_10483
OG0004795	CAPO306522	HELIO_04401
OG0004797	CAPO308248	HELIO_09940
OG0004798	CAPO306979	HELIO_02146
OG0004801	CAPO301409	HELIO_06400
OG0004803	CAPO304966	HELIO_08209
OG0004805	CAPO301148	HELIO_08364
OG0004808	CAPO300921	HELIO_09802
OG0004810	CAPO307085	HELIO_04936, HELIO_12432
OG0004811	CAPO304670	HELIO_06670
OG0004812	CAPO300913	HELIO_07425
OG0004813	CAPO302301	HELIO_04418
OG0004814	CAPO305193	HELIO_10146
OG0004815	CAPO306099	HELIO_02878
OG0004817	CAPO300646	HELIO_05937
OG0004819	CAPO303489	HELIO_07897
OG0004820	CAPO301474	HELIO_06487
OG0004822	CAPO303272	HELIO_06062
OG0004823	CAPO301131	HELIO_07983
OG0004825	CAPO303625	HELIO_12252
OG0004826	CAPO302318	HELIO_12537
OG0004828	CAPO300795	HELIO_11628
OG0004830	CAPO304259, CAPO301109	HELIO_04244
OG0004831	CAPO302539	HELIO_11105
OG0004832	CAPO300644	HELIO_09217
OG0004835	CAPO307142	HELIO_10353
OG0004836	CAPO300476	HELIO_02324
OG0004837	CAPO306341	HELIO_10521
OG0004838	CAPO300483	HELIO_06565
OG0004840	CAPO301303	HELIO_02085
OG0004841	CAPO301073	HELIO_02585
OG0004842	CAPO307208	HELIO_11832
OG0004843	CAPO302296	HELIO_00834
OG0004844	CAPO308225	HELIO_10522
OG0004845	CAPO300244	HELIO_10157, HELIO_03737, HELIO_05410
OG0004846	CAPO302634	HELIO_10819
OG0004848	CAPO305802	HELIO_00069
OG0004849	CAPO302897	HELIO_05423
OG0004851	CAPO304052	HELIO_09616
OG0004854	CAPO307677	HELIO_03818
OG0004855	CAPO307136	HELIO_02533
OG0004856	CAPO307877	HELIO_07832
OG0004857	CAPO305126	HELIO_04137
OG0004858	CAPO306514	HELIO_00650
OG0004859	CAPO305955	HELIO_01723
OG0004861	CAPO300721	HELIO_06812
OG0004863	CAPO300215	HELIO_03006
OG0004864	CAPO306175	HELIO_00612
OG0004869	CAPO301505	HELIO_02239
OG0004873	CAPO305056	HELIO_01289
OG0004874	CAPO302314	HELIO_08597
OG0004875	CAPO305599	HELIO_06367
OG0004879	CAPO304570	HELIO_00955
OG0004880	CAPO307520	HELIO_05730
OG0004881	CAPO301856	HELIO_09700
OG0004882	CAPO307657	HELIO_11618
OG0004883	CAPO304269	HELIO_09764
OG0004884	CAPO306875	HELIO_04646
OG0004886	CAPO304598	HELIO_12663
OG0004887	CAPO303252	HELIO_07078
OG0004889	CAPO302860	HELIO_00127
OG0004892	CAPO308266	HELIO_09061
OG0004893	CAPO305797	HELIO_09946
OG0004894	CAPO308103	HELIO_07921, HELIO_07922
OG0004895	CAPO301412	HELIO_03296
OG0004896	CAPO301146, CAPO308332	HELIO_06128
OG0004898	CAPO300846	HELIO_03240
OG0004899	CAPO304701	HELIO_05066
OG0004900	CAPO300509	HELIO_12225
OG0004901	CAPO301170	HELIO_03599
OG0004902	CAPO305853	HELIO_00778
OG0004903	CAPO304775	HELIO_11087
OG0004904	CAPO304100	HELIO_09534, HELIO_09535
OG0004906	CAPO303480	HELIO_11147
OG0004907	CAPO307254	HELIO_07173
OG0004911	CAPO305750	HELIO_07544
OG0004913	CAPO306717	HELIO_03203
OG0004914	CAPO301519	HELIO_01774
OG0004917	CAPO303374	HELIO_12189
OG0004919	CAPO308082	HELIO_10921
OG0004920	CAPO302580	HELIO_01758
OG0004922	CAPO306550	HELIO_01685
OG0004923	CAPO307943	HELIO_02565
OG0004924	CAPO304606	HELIO_01952
OG0004927	CAPO304855	HELIO_02619
OG0004928	CAPO304691	HELIO_07307
OG0004929	CAPO304111	HELIO_05264
OG0004932	CAPO306081, CAPO305804	HELIO_07987
OG0004934	CAPO305066	HELIO_06258
OG0004935	CAPO302835	HELIO_10326
OG0004936	CAPO306298	HELIO_03754
OG0004938	CAPO308159	HELIO_02813
OG0004940	CAPO305630	HELIO_00273
OG0004943	CAPO306001	HELIO_07312
OG0004944	CAPO302056	HELIO_03756
OG0004946	CAPO305515	HELIO_11986
OG0004947	CAPO307579	HELIO_05661
OG0004948	CAPO305331	HELIO_02547
OG0004949	CAPO304026	HELIO_02589
OG0004950	CAPO300642	HELIO_12029, HELIO_12030
OG0004952	CAPO301776	HELIO_07510
OG0004953	CAPO306623	HELIO_06904
OG0004954	CAPO303229	HELIO_00661
OG0004958	CAPO302197	HELIO_10740
OG0004960	CAPO300258	HELIO_01905
OG0004961	CAPO305777	HELIO_08946, HELIO_08945
OG0004962	CAPO301438	HELIO_08746
OG0004963	CAPO303805	HELIO_03790
OG0004969	CAPO303678	HELIO_09351
OG0004971	CAPO302327	HELIO_11333
OG0004972	CAPO304289	HELIO_04464
OG0004973	CAPO305642	HELIO_05536
OG0004976	CAPO304478	HELIO_01915
OG0004977	CAPO304350	HELIO_09387
OG0004978	CAPO308306	HELIO_09650
OG0004979	CAPO303118	HELIO_00535
OG0004980	CAPO300807	HELIO_11727
OG0004981	CAPO306326	HELIO_00009
OG0004982	CAPO301351	HELIO_02000
OG0004983	CAPO300176	HELIO_12041
OG0004985	CAPO304816	HELIO_04047
OG0004988	CAPO305623	HELIO_09379
OG0004989	CAPO300323	HELIO_10003
OG0004990	CAPO305712	HELIO_07049
OG0004992	CAPO301159	HELIO_08240
OG0004993	CAPO302747	HELIO_11040
OG0004997	CAPO300456	HELIO_02145
OG0004999	CAPO302635	HELIO_10797
OG0005002	CAPO305114	HELIO_00270
OG0005003	CAPO303837	HELIO_12173
OG0005005	CAPO303017	HELIO_12196
OG0005006	CAPO301015	HELIO_11768
OG0005009	CAPO303190	HELIO_08064
OG0005013	CAPO304066	HELIO_11789
OG0005014	CAPO307825	HELIO_08846
OG0005015	CAPO300946	HELIO_00171
OG0005016	CAPO305499	HELIO_02876, HELIO_00692
OG0005038	CAPO301658	HELIO_08881
OG0005040	CAPO300876	HELIO_03252
OG0005044	CAPO307084	HELIO_11709
OG0005046	CAPO304846	HELIO_04884
OG0005047	CAPO305932	HELIO_00479
OG0005048	CAPO300857	HELIO_11538
OG0005053	CAPO302547	HELIO_06875
OG0005057	CAPO303573	HELIO_11960
OG0005058	CAPO306731	HELIO_12265
OG0005059	CAPO300063	HELIO_07564
OG0005061	CAPO306602	HELIO_05370, HELIO_01775, HELIO_12377
OG0005062	CAPO302106	HELIO_06933
OG0005064	CAPO300249	HELIO_09180
OG0005067	CAPO302289	HELIO_09151
OG0005068	CAPO306513	HELIO_00432
OG0005069	CAPO300204	HELIO_00608
OG0005071	CAPO305606	HELIO_07733
OG0005073	CAPO305547	HELIO_01773
OG0005075	CAPO307362	HELIO_01457
OG0005076	CAPO302885	HELIO_03009, HELIO_03970
OG0005077	CAPO302160	HELIO_12239, HELIO_11769
OG0005078	CAPO307983	HELIO_07598
OG0005079	CAPO303799	HELIO_05403
OG0005081	CAPO307065	HELIO_10431
OG0005083	CAPO302388	HELIO_09753
OG0005084	CAPO307421, CAPO301121	HELIO_04922
OG0005086	CAPO302959	HELIO_12467
OG0005088	CAPO307772	HELIO_03847
OG0005089	CAPO303888	HELIO_03232
OG0005090	CAPO303909	HELIO_07695
OG0005092	CAPO301418	HELIO_10004
OG0005093	CAPO303716	HELIO_11993
OG0005094	CAPO303630	HELIO_07446
OG0005095	CAPO301660	HELIO_02872
OG0005096	CAPO301964	HELIO_05731
OG0005097	CAPO304365	HELIO_03002
OG0005099	CAPO305916	HELIO_10118
OG0005100	CAPO306219	HELIO_05545
OG0005103	CAPO300625	HELIO_05844
OG0005104	CAPO303053	HELIO_08531
OG0005106	CAPO301403	HELIO_00174
OG0005108	CAPO301196	HELIO_09620
OG0005109	CAPO301209	HELIO_06364
OG0005111	CAPO302727	HELIO_00407
OG0005113	CAPO300389	HELIO_12429
OG0005114	CAPO305096	HELIO_08371
OG0005115	CAPO304298	HELIO_03621
OG0005119	CAPO304215	HELIO_06477
OG0005120	CAPO304593	HELIO_06478
OG0005121	CAPO301715	HELIO_07490
OG0005124	CAPO305507	HELIO_09426
OG0005128	CAPO305144	HELIO_11925
OG0005130	CAPO305368	HELIO_07663
OG0005132	CAPO300384	HELIO_06276
OG0005138	CAPO300009	HELIO_07694
OG0005139	CAPO302205	HELIO_08484, HELIO_08485
OG0005140	CAPO300700, CAPO302173	HELIO_06865
OG0005142	CAPO304715	HELIO_08045
OG0005143	CAPO304926	HELIO_09545
OG0005144	CAPO306416	HELIO_08022
OG0005145	CAPO302299	HELIO_09157
OG0005146	CAPO303659	HELIO_10854
OG0005147	CAPO302069	HELIO_12761
OG0005149	CAPO302171	HELIO_11654
OG0005151	CAPO302626	HELIO_08645
OG0005152	CAPO307737	HELIO_00544
OG0005154	CAPO307643	HELIO_07276
OG0005155	CAPO304712	HELIO_11097
OG0005156	CAPO305254	HELIO_08797
OG0005157	CAPO301711	HELIO_00904
OG0005158	CAPO300547	HELIO_07792
OG0005160	CAPO300741	HELIO_01025
OG0005163	CAPO305704	HELIO_02333
OG0005164	CAPO307846	HELIO_11468
OG0005168	CAPO306745	HELIO_01751
OG0005169	CAPO303886	HELIO_04343
OG0005172	CAPO306565	HELIO_03955
OG0005175	CAPO305645	HELIO_00780
OG0005178	CAPO300199	HELIO_00616
OG0005179	CAPO306190	HELIO_06111
OG0005180	CAPO308188	HELIO_06975
OG0005181	CAPO300793	HELIO_10980
OG0005182	CAPO300394	HELIO_06479
OG0005183	CAPO304256	HELIO_02806
OG0005184	CAPO307619	HELIO_00770
OG0005185	CAPO305409	HELIO_09126
OG0005187	CAPO300108	HELIO_07825
OG0005188	CAPO307366, CAPO308331	HELIO_01778
OG0005191	CAPO301264	HELIO_04472, HELIO_12152
OG0005192	CAPO302320	HELIO_00944
OG0005193	CAPO300973	HELIO_11765
OG0005194	CAPO306243	HELIO_07040
OG0005196	CAPO306636	HELIO_04481
OG0005200	CAPO307301	HELIO_05628
OG0005201	CAPO300421	HELIO_00986
OG0005202	CAPO300013	HELIO_00823
OG0005203	CAPO304416	HELIO_10134
OG0005205	CAPO302576	HELIO_09166
OG0005206	CAPO301965	HELIO_00103
OG0005208	CAPO303001	HELIO_08730
OG0005209	CAPO300492	HELIO_08974
OG0005210	CAPO301315	HELIO_09612
OG0005212	CAPO300331	HELIO_11385
OG0005214	CAPO304556	HELIO_08695, HELIO_08696
OG0005215	CAPO308114	HELIO_08665
OG0005216	CAPO304567	HELIO_00453
OG0005217	CAPO303096, CAPO306650	HELIO_07358
OG0005221	CAPO306723	HELIO_12033
OG0005222	CAPO305567	HELIO_11738
OG0005223	CAPO302922	HELIO_12613
OG0005224	CAPO300521	HELIO_12119
OG0005228	CAPO300902	HELIO_05235
OG0005229	CAPO300950	HELIO_05105
OG0005230	CAPO305306	HELIO_10429
OG0005231	CAPO307526	HELIO_08456, HELIO_03312
OG0005233	CAPO307259	HELIO_11325
OG0005234	CAPO306586, CAPO305435	HELIO_06720
OG0005237	CAPO300405	HELIO_12667
OG0005238	CAPO307942	HELIO_08810
OG0005239	CAPO305851	HELIO_01800
OG0005240	CAPO302162	HELIO_07718
OG0005241	CAPO301367	HELIO_09675
OG0005243	CAPO302946	HELIO_07101
OG0005245	CAPO305774	HELIO_12126
OG0005247	CAPO305218	HELIO_03585
OG0005249	CAPO306769	HELIO_09091
OG0005250	CAPO304032	HELIO_11964
OG0005251	CAPO306449	HELIO_03357, HELIO_08572
OG0005253	CAPO307867	HELIO_08516
OG0005254	CAPO304356	HELIO_11756
OG0005255	CAPO303838, CAPO300416	HELIO_12775
OG0005257	CAPO302797	HELIO_12651
OG0005258	CAPO301990	HELIO_11477
OG0005259	CAPO303873	HELIO_05855
OG0005261	CAPO305240	HELIO_01034
OG0005262	CAPO301884	HELIO_01811
OG0005265	CAPO306027, CAPO300170	HELIO_03490
OG0005265	CAPO305767	HELIO_09118
OG0005267	CAPO300315	HELIO_12160
OG0005268	CAPO302457	HELIO_02601
OG0005269	CAPO303868	HELIO_01373
OG0005271	CAPO303459	HELIO_10108
OG0005272	CAPO300142	HELIO_01300
OG0005273	CAPO302742	HELIO_05543
OG0005275	CAPO301557	HELIO_00836
OG0005277	CAPO302973, CAPO308033	HELIO_11392
OG0005278	CAPO306576, CAPO308328	HELIO_03246
OG0005279	CAPO304182	HELIO_10579
OG0005280	CAPO306635	HELIO_08673
OG0005285	CAPO302006	HELIO_08821
OG0005287	CAPO307607	HELIO_06450
OG0005289	CAPO304679	HELIO_02712
OG0005292	CAPO300881	HELIO_09153
OG0005293	CAPO303402	HELIO_02688
OG0005294	CAPO306913	HELIO_02763
OG0005295	CAPO304907	HELIO_05102
OG0005298	CAPO307279	HELIO_05115
OG0005299	CAPO304069	HELIO_01167
OG0005300	CAPO304452	HELIO_08983
OG0005301	CAPO307444	HELIO_05934
OG0005303	CAPO304454	HELIO_04042
OG0005305	CAPO301003	HELIO_02967
OG0005309	CAPO306631	HELIO_11500
OG0005312	CAPO307454, CAPO303466	HELIO_02639, HELIO_04406
OG0005314	CAPO302074	HELIO_05050
OG0005315	CAPO302427	HELIO_08433
OG0005316	CAPO301704	HELIO_01782
OG0005317	CAPO307168	HELIO_03663
OG0005318	CAPO308249	HELIO_12485
OG0005320	CAPO301023	HELIO_00325
OG0005322	CAPO308079	HELIO_00998
OG0005323	CAPO307349	HELIO_11320
OG0005324	CAPO303901	HELIO_04253
OG0005325	CAPO301092	HELIO_00875
OG0005326	CAPO303331	HELIO_11652
OG0005331	CAPO301923	HELIO_00037
OG0005359	CAPO300630	HELIO_11700
OG0005360	CAPO303782	HELIO_02653
OG0005364	CAPO300756	HELIO_10310
OG0005365	CAPO303866	HELIO_00310
OG0005366	CAPO300645	HELIO_04540
OG0005367	CAPO304113	HELIO_09784
OG0005370	CAPO303423	HELIO_01028
OG0005371	CAPO306407	HELIO_08495
OG0005373	CAPO302507	HELIO_09089
OG0005374	CAPO300609	HELIO_10087
OG0005375	CAPO305216	HELIO_01790
OG0005377	CAPO307926	HELIO_04700
OG0005378	CAPO301284	HELIO_02107
OG0005380	CAPO306791	HELIO_00911
OG0005381	CAPO301325	HELIO_10122
OG0005384	CAPO300411	HELIO_04105
OG0005385	CAPO305502	HELIO_05377
OG0005386	CAPO307872	HELIO_01140, HELIO_01139
OG0005388	CAPO301274	HELIO_09722
OG0005389	CAPO300599	HELIO_02229
OG0005390	CAPO301450	HELIO_07360
OG0005391	CAPO302409	HELIO_09908
OG0005393	CAPO302465	HELIO_10078
OG0005394	CAPO306444	HELIO_01932
OG0005395	CAPO302966	HELIO_04777
OG0005396	CAPO301185	HELIO_03256
OG0005398	CAPO301199	HELIO_03199
OG0005399	CAPO306277	HELIO_05950
OG0005400	CAPO301149	HELIO_11380
OG0005402	CAPO307246	HELIO_11168
OG0005403	CAPO303785	HELIO_09292
OG0005404	CAPO306644	HELIO_11226
OG0005405	CAPO304677	HELIO_12237
OG0005406	CAPO301050	HELIO_10339
OG0005409	CAPO304722	HELIO_00987
OG0005410	CAPO300140	HELIO_11636
OG0005413	CAPO304093	HELIO_09672
OG0005414	CAPO301252, CAPO301167	HELIO_12768
OG0005417	CAPO302063	HELIO_02576
OG0005422	CAPO303205	HELIO_04622
OG0005424	CAPO305286	HELIO_03129
OG0005425	CAPO300175	HELIO_01366
OG0005427	CAPO301444	HELIO_07706
OG0005430	CAPO302295	HELIO_10193
OG0005433	CAPO303786	HELIO_07260
OG0005434	CAPO302858	HELIO_02164
OG0005435	CAPO303045	HELIO_09064
OG0005437	CAPO308137	HELIO_05520
OG0005438	CAPO302494	HELIO_05940
OG0005439	CAPO304206	HELIO_07098
OG0005440	CAPO303719	HELIO_11940, HELIO_04362
OG0005442	CAPO307582	HELIO_07878
OG0005443	CAPO305021	HELIO_12694
OG0005444	CAPO300488	HELIO_02408
OG0005446	CAPO300144	HELIO_07330
OG0005449	CAPO300543	HELIO_07515
OG0005450	CAPO302868	HELIO_10951
OG0005451	CAPO300480	HELIO_06353
OG0005454	CAPO307132	HELIO_05359
OG0005455	CAPO301855	HELIO_12494
OG0005457	CAPO307831	HELIO_06957
OG0005459	CAPO304164	HELIO_08941
OG0005461	CAPO307668	HELIO_03126
OG0005463	CAPO303989	HELIO_12371
OG0005464	CAPO307986	HELIO_12674
OG0005465	CAPO300347	HELIO_07862
OG0005466	CAPO300596	HELIO_09523
OG0005468	CAPO306414	HELIO_08530
OG0005469	CAPO301614	HELIO_04725
OG0005470	CAPO300654	HELIO_10445
OG0005474	CAPO304412	HELIO_10650
OG0005476	CAPO305577, CAPO305762	HELIO_11936
OG0005478	CAPO305209	HELIO_08823
OG0005479	CAPO300550	HELIO_12634
OG0005480	CAPO307314	HELIO_04789
OG0005483	CAPO304067	HELIO_07588
OG0005484	CAPO307524	HELIO_01473
OG0005485	CAPO307449	HELIO_10549, HELIO_01045
OG0005486	CAPO300225	HELIO_07933
OG0005487	CAPO300444	HELIO_07639
OG0005488	CAPO301054	HELIO_02338
OG0005489	CAPO305322	HELIO_00008
OG0005490	CAPO300839	HELIO_09891
OG0005491	CAPO305898	HELIO_08761
OG0005493	CAPO304618	HELIO_04632
OG0005494	CAPO308140	HELIO_09879
OG0005495	CAPO305673	HELIO_03871
OG0005497	CAPO305501	HELIO_09363
OG0005498	CAPO303826	HELIO_05149, HELIO_03772
OG0005499	CAPO306730	HELIO_10102
OG0005500	CAPO306535	HELIO_12536
OG0005504	CAPO300995	HELIO_01863
OG0005505	CAPO307588	HELIO_12445
OG0005506	CAPO307275	HELIO_11021
OG0005508	CAPO308142	HELIO_03029
OG0005509	CAPO300202	HELIO_05779
OG0005510	CAPO307083	HELIO_05262
OG0005514	CAPO305223	HELIO_01597
OG0005516	CAPO305610	HELIO_03442
OG0005517	CAPO303557	HELIO_02903
OG0005518	CAPO300928	HELIO_12217
OG0005524	CAPO307077	HELIO_11281
OG0005525	CAPO305745	HELIO_08046
OG0005527	CAPO307337	HELIO_11676
OG0005528	CAPO302166	HELIO_12750
OG0005529	CAPO303996	HELIO_02227
OG0005533	CAPO308156	HELIO_08785
OG0005534	CAPO300248	HELIO_12623
OG0005535	CAPO306427	HELIO_12073
OG0005536	CAPO306899	HELIO_02108
OG0005537	CAPO305006	HELIO_02860
OG0005539	CAPO300487	HELIO_03565
OG0005541	CAPO302610	HELIO_02316
OG0005545	CAPO307853	HELIO_06185
OG0005550	CAPO303338	HELIO_05935
OG0005553	CAPO308016	HELIO_11110
OG0005554	CAPO307360	HELIO_12200
OG0005555	CAPO303547, CAPO307135, CAPO303545, CAPO303546, CAPO303548	HELIO_04634
OG0005556	CAPO301726	HELIO_05299
OG0005558	CAPO301773	HELIO_10554
OG0005559	CAPO302392	HELIO_07651
OG0005560	CAPO302459	HELIO_12588
OG0005562	CAPO300157	HELIO_11203
OG0005563	CAPO300985	HELIO_12594
OG0005564	CAPO307593	HELIO_01761
OG0005566	CAPO308091	HELIO_11917
OG0005569	CAPO301394	HELIO_06580
OG0005572	CAPO300415	HELIO_02918
OG0005575	CAPO301354	HELIO_01578
OG0005580	CAPO308283	HELIO_08762
OG0005581	CAPO303973	HELIO_02938
OG0005582	CAPO306123	HELIO_11627, HELIO_11626
OG0005583	CAPO303824	HELIO_07321
OG0005588	CAPO305990	HELIO_10911
OG0005590	CAPO302905	HELIO_05815
OG0005592	CAPO305870	HELIO_01301
OG0005593	CAPO302759	HELIO_07803
OG0005594	CAPO306885	HELIO_02380
OG0005595	CAPO306737	HELIO_05119
OG0005597	CAPO301334	HELIO_05212
OG0005598	CAPO300035	HELIO_03089
OG0005599	CAPO302061	HELIO_03289
OG0005600	CAPO300445	HELIO_04745
OG0005603	CAPO303949	HELIO_08109
OG0005604	CAPO303855	HELIO_08231
OG0005605	CAPO300782	HELIO_00585
OG0005608	CAPO303058	HELIO_01522
OG0005611	CAPO304396	HELIO_02487
OG0005613	CAPO301790	HELIO_01777
OG0005614	CAPO306809	HELIO_01065
OG0005615	CAPO302186	HELIO_09433
OG0005616	CAPO302310	HELIO_06993
OG0005617	CAPO300131	HELIO_03588
OG0005618	CAPO307702	HELIO_03025
OG0005620	CAPO306094	HELIO_09238
OG0005621	CAPO308123	HELIO_00980, HELIO_02272
OG0005622	CAPO307903	HELIO_07879
OG0005623	CAPO300779	HELIO_02211
OG0005624	CAPO300652	HELIO_03086
OG0005625	CAPO302221	HELIO_06117
OG0005626	CAPO308220	HELIO_02428
OG0005629	CAPO302575	HELIO_12097
OG0005630	CAPO301786, CAPO307219	HELIO_00824
OG0005631	CAPO300791	HELIO_07481
OG0005632	CAPO303472	HELIO_12577
OG0005633	CAPO302097	HELIO_11732
OG0005636	CAPO302060	HELIO_12502
OG0005637	CAPO305600	HELIO_10696
OG0005641	CAPO302343	HELIO_00958
OG0005642	CAPO307460	HELIO_06278
OG0005644	CAPO303605	HELIO_10313
OG0005645	CAPO300279	HELIO_00410
OG0005649	CAPO304011	HELIO_12421
OG0005651	CAPO301043	HELIO_07730
OG0005652	CAPO301437	HELIO_07272
OG0005654	CAPO306680	HELIO_01270
OG0005656	CAPO306816	HELIO_10016
OG0005660	CAPO305277	HELIO_11914
OG0005690	CAPO303792	HELIO_03413
OG0005692	CAPO306503	HELIO_03208
OG0005694	CAPO302741	HELIO_07565
OG0005695	CAPO303401	HELIO_08966
OG0005701	CAPO304311	HELIO_11001
OG0005702	CAPO302394	HELIO_05411
OG0005703	CAPO307490	HELIO_03523
OG0005707	CAPO303751	HELIO_03290
OG0005708	CAPO306478	HELIO_01350
OG0005710	CAPO307544	HELIO_08329
OG0005712	CAPO302811	HELIO_06457
OG0005714	CAPO302016	HELIO_00649
OG0005715	CAPO302774	HELIO_11531
OG0005717	CAPO303289	HELIO_05697
OG0005719	CAPO300934	HELIO_12564
OG0005721	CAPO302442	HELIO_02065
OG0005723	CAPO301560	HELIO_04765
OG0005724	CAPO305737	HELIO_10899
OG0005725	CAPO304382	HELIO_01746
OG0005726	CAPO306255	HELIO_09133
OG0005728	CAPO300070	HELIO_08124
OG0005729	CAPO306373	HELIO_01495
OG0005731	CAPO304326	HELIO_00579, HELIO_01200
OG0005732	CAPO306509	HELIO_01353
OG0005733	CAPO307250	HELIO_02700
OG0005734	CAPO307857	HELIO_09780
OG0005735	CAPO306353	HELIO_12165
OG0005738	CAPO304853	HELIO_10585
OG0005741	CAPO303042	HELIO_12267
OG0005742	CAPO300464, CAPO302075	HELIO_07527
OG0005744	CAPO302669	HELIO_11935
OG0005746	CAPO304136	HELIO_04588
OG0005749	CAPO300768	HELIO_04648
OG0005750	CAPO304369	HELIO_05593
OG0005751	CAPO302377	HELIO_08899
OG0005758	CAPO304832	HELIO_02931
OG0005759	CAPO305998	HELIO_09197
OG0005762	CAPO307808	HELIO_00886
OG0005764	CAPO302285	HELIO_09831
OG0005766	CAPO307164	HELIO_11454
OG0005769	CAPO301036	HELIO_01669
OG0005770	CAPO306340	HELIO_05210
OG0005771	CAPO301571	HELIO_02570
OG0005774	CAPO303542	HELIO_11617
OG0005775	CAPO306153	HELIO_09395
OG0005776	CAPO303568, CAPO307316	HELIO_03223
OG0005777	CAPO300042	HELIO_04937
OG0005779	CAPO306436	HELIO_00910
OG0005781	CAPO303884	HELIO_07995
OG0005782	CAPO300230	HELIO_12700
OG0005784	CAPO302307	HELIO_08693
OG0005788	CAPO300037	HELIO_02485
OG0005789	CAPO303327	HELIO_11720
OG0005790	CAPO304988	HELIO_02506
OG0005793	CAPO300669	HELIO_06902
OG0005794	CAPO302027	HELIO_03328
OG0005795	CAPO305005	HELIO_01529
OG0005796	CAPO305004	HELIO_06502
OG0005797	CAPO301712	HELIO_06182
OG0005799	CAPO305503	HELIO_04889
OG0005800	CAPO306663, CAPO303116	HELIO_10961
OG0005803	CAPO307068	HELIO_12301
OG0005805	CAPO302538	HELIO_03131, HELIO_08991
OG0005807	CAPO304282	HELIO_03647
OG0005808	CAPO300610	HELIO_02539
OG0005810	CAPO305026	HELIO_06001
OG0005811	CAPO304151	HELIO_00291
OG0005814	CAPO301343	HELIO_01064
OG0005817	CAPO300290	HELIO_02390
OG0005818	CAPO302009	HELIO_03468
OG0005819	CAPO301574	HELIO_07713
OG0005821	CAPO300824	HELIO_12595
OG0005823	CAPO300775	HELIO_01957
OG0005824	CAPO303629	HELIO_03469
OG0005825	CAPO302227	HELIO_09769, HELIO_09770
OG0005828	CAPO303954	HELIO_07094
OG0005831	CAPO302864	HELIO_05610
OG0005832	CAPO302018	HELIO_07710
OG0005834	CAPO306049, CAPO302406, CAPO305685, CAPO305497	HELIO_01244
OG0005835	CAPO306285	HELIO_06665
OG0005837	CAPO300250	HELIO_02604
