Orthogroup	CAPO3	SCHMD
OG0003579	CAPO300766	SCHMD23104, SCHMD29386, SCHMD14562, SCHMD15244
OG0003582	CAPO302819	SCHMD12451, SCHMD16671
OG0003599	CAPO301420	SCHMD21154
OG0003600	CAPO305414	SCHMD02224
OG0003607	CAPO301867	SCHMD18996, SCHMD19067, SCHMD28540, SCHMD28541
OG0003610	CAPO302401	SCHMD10025, SCHMD05007
OG0003611	CAPO306320	SCHMD06945, SCHMD08561, SCHMD08562, SCHMD06942, SCHMD06944, SCHMD12203, SCHMD25153
OG0003612	CAPO304993	SCHMD05840
OG0003613	CAPO305029	SCHMD04176
OG0003617	CAPO306844	SCHMD19266, SCHMD24604
OG0003617	CAPO301490	SCHMD19682
OG0003618	CAPO302109	SCHMD03818, SCHMD03820
OG0003619	CAPO304837	SCHMD13518, SCHMD08597
OG0003620	CAPO306673	SCHMD10079, SCHMD29362
OG0003621	CAPO302199	SCHMD12479
OG0003622	CAPO305075	SCHMD21579, SCHMD21578, SCHMD23632
OG0003624	CAPO303633	SCHMD09570, SCHMD09571, SCHMD22651, SCHMD09569
OG0003630	CAPO308012	SCHMD00976, SCHMD01074, SCHMD00979
OG0003631	CAPO303610	SCHMD10913
OG0003632	CAPO300941	SCHMD28869
OG0003635	CAPO308133	SCHMD09927
OG0003638	CAPO305555	SCHMD02138, SCHMD02139, SCHMD21637, SCHMD08901, SCHMD15804, SCHMD21079, SCHMD06281, SCHMD19603, SCHMD08904, SCHMD12994
OG0003640	CAPO301244	SCHMD17587, SCHMD23254, SCHMD22170
OG0003641	CAPO300746	SCHMD00104
OG0003644	CAPO304835	SCHMD03638
OG0003646	CAPO304914	SCHMD07544, SCHMD07543, SCHMD06515
OG0003647	CAPO306638	SCHMD03661, SCHMD03659
OG0003649	CAPO301930	SCHMD11461, SCHMD11460
OG0003651	CAPO305370	SCHMD19273, SCHMD24605
OG0003652	CAPO300427	SCHMD11274
OG0003655	CAPO303553	SCHMD09541
OG0003657	CAPO305783	SCHMD25752, SCHMD28011
OG0003658	CAPO303162	SCHMD16613, SCHMD29667
OG0003659	CAPO302655	SCHMD11909, SCHMD17602, SCHMD12731
OG0003661	CAPO300815	SCHMD05074, SCHMD11069, SCHMD11070
OG0003666	CAPO300690	SCHMD02137
OG0003668	CAPO300260, CAPO301650	SCHMD16966
OG0003669	CAPO305883	SCHMD19438
OG0003671	CAPO308173	SCHMD11729, SCHMD10695, SCHMD13674
OG0003672	CAPO300582	SCHMD06465, SCHMD13496
OG0003676	CAPO304948	SCHMD09933
OG0003679	CAPO304696	SCHMD14973
OG0003682	CAPO301860	SCHMD00097
OG0003684	CAPO302734	SCHMD18035
OG0003685	CAPO305996	SCHMD02813
OG0003686	CAPO302144	SCHMD15901
OG0003687	CAPO301501	SCHMD06543
OG0003688	CAPO307252	SCHMD02218
OG0003690	CAPO307478	SCHMD14187, SCHMD29632, SCHMD22946, SCHMD10100, SCHMD01511, SCHMD28775, SCHMD27197
OG0003694	CAPO307654	SCHMD01774
OG0003695	CAPO303363	SCHMD02002
OG0003696	CAPO304903	SCHMD10456, SCHMD19979
OG0003698	CAPO306302	SCHMD29491, SCHMD19621, SCHMD04070, SCHMD04069
OG0003703	CAPO305764	SCHMD03850
OG0003710	CAPO301647	SCHMD01072
OG0003712	CAPO300556	SCHMD07204, SCHMD01556
OG0003713	CAPO306178	SCHMD09387
OG0003716	CAPO303976	SCHMD16362
OG0003717	CAPO306282	SCHMD02266, SCHMD08321, SCHMD02265
OG0003718	CAPO307310	SCHMD19427, SCHMD27978
OG0003720	CAPO300371	SCHMD18858, SCHMD23149, SCHMD11812
OG0003721	CAPO300976, CAPO300975	SCHMD06738
OG0003722	CAPO300031	SCHMD13809
OG0003724	CAPO308007	SCHMD11616
OG0003724	CAPO307589	SCHMD11615, SCHMD27298
OG0003729	CAPO307394	SCHMD20219, SCHMD24815, SCHMD20218, SCHMD23937
OG0003730	CAPO305074	SCHMD22255, SCHMD22853, SCHMD11210, SCHMD01639, SCHMD01638, SCHMD21358
OG0003731	CAPO304053	SCHMD22514
OG0003732	CAPO306498	SCHMD03758, SCHMD03760, SCHMD03759
OG0003734	CAPO305564	SCHMD00609
OG0003735	CAPO308150	SCHMD00315, SCHMD19484, SCHMD15630, SCHMD01358, SCHMD13365
OG0003739	CAPO300467	SCHMD03999
OG0003740	CAPO307238	SCHMD13948, SCHMD17686
OG0003741	CAPO305770	SCHMD06385, SCHMD07194, SCHMD06474, SCHMD20583, SCHMD09441, SCHMD07941, SCHMD28597, SCHMD28496
OG0003742	CAPO303080	SCHMD03803
OG0003743	CAPO302360	SCHMD05330, SCHMD03268
OG0003744	CAPO306491	SCHMD04258
OG0003749	CAPO306992	SCHMD12963, SCHMD26791
OG0003750	CAPO304840	SCHMD10740, SCHMD21692
OG0003755	CAPO300113	SCHMD24630
OG0003756	CAPO307901	SCHMD16272, SCHMD09193, SCHMD09560
OG0003758	CAPO308214	SCHMD10568
OG0003759	CAPO307476	SCHMD02168
OG0003764	CAPO300879	SCHMD03437
OG0003767	CAPO301363	SCHMD06286
OG0003770	CAPO300865, CAPO305387	SCHMD25951, SCHMD27241, SCHMD10013, SCHMD29711, SCHMD28417
OG0003771	CAPO300755	SCHMD05134, SCHMD18553
OG0003776	CAPO306521	SCHMD01854
OG0003778	CAPO302558	SCHMD06996
OG0003779	CAPO304919	SCHMD15868, SCHMD25797
OG0003798	CAPO300229	SCHMD13971, SCHMD04164
OG0003803	CAPO307540	SCHMD14080, SCHMD27722, SCHMD27442
OG0003806	CAPO304817	SCHMD21156
OG0003808	CAPO308095	SCHMD27875, SCHMD11284, SCHMD25011
OG0003811	CAPO302863	SCHMD22928, SCHMD13669
OG0003812	CAPO300349	SCHMD04985
OG0003813	CAPO305053	SCHMD01244
OG0003818	CAPO306945	SCHMD10822, SCHMD17278
OG0003826	CAPO305900	SCHMD18514
OG0003826	CAPO303948	SCHMD20348
OG0003827	CAPO302156	SCHMD03936
OG0003828	CAPO304442	SCHMD01189, SCHMD27415
OG0003831	CAPO301320	SCHMD17115
OG0003833	CAPO305448	SCHMD28965
OG0003834	CAPO307203	SCHMD03227, SCHMD01451
OG0003837	CAPO304430	SCHMD17615, SCHMD14383, SCHMD10163
OG0003838	CAPO304061, CAPO304064	SCHMD05207
OG0003839	CAPO300238, CAPO301543, CAPO307066	SCHMD05702, SCHMD10139
OG0003840	CAPO300299	SCHMD12844, SCHMD26426
OG0003843	CAPO301582	SCHMD16158, SCHMD03988, SCHMD16160
OG0003844	CAPO306235	SCHMD09963
OG0003845	CAPO302000	SCHMD00836, SCHMD00834, SCHMD00835
OG0003846	CAPO300905	SCHMD06517
OG0003850	CAPO306458	SCHMD24952, SCHMD16801
OG0003851	CAPO301154	SCHMD05218
OG0003852	CAPO302241	SCHMD08202, SCHMD13486
OG0003853	CAPO308238	SCHMD14514, SCHMD07343
OG0003855	CAPO304198	SCHMD17554, SCHMD17555, SCHMD17767
OG0003856	CAPO308004	SCHMD25122, SCHMD27046, SCHMD07521, SCHMD12531, SCHMD11891
OG0003857	CAPO302185	SCHMD05301
OG0003858	CAPO302432	SCHMD28559, SCHMD03749, SCHMD17127
OG0003859	CAPO306990	SCHMD02607
OG0003860	CAPO303899	SCHMD07832, SCHMD07831, SCHMD09480, SCHMD27052, SCHMD27051
OG0003862	CAPO301787	SCHMD17392
OG0003863	CAPO300200	SCHMD02612, SCHMD02611
OG0003865	CAPO304904	SCHMD10111
OG0003866	CAPO302683	SCHMD07937, SCHMD00211
OG0003867	CAPO301767	SCHMD06888, SCHMD20274, SCHMD12094, SCHMD26871, SCHMD11731, SCHMD29207, SCHMD20012, SCHMD24555, SCHMD26707, SCHMD22185, SCHMD13199
OG0003868	CAPO306848	SCHMD15677
OG0003869	CAPO307094	SCHMD16637, SCHMD28120, SCHMD25926, SCHMD25661
OG0003871	CAPO304659	SCHMD01262
OG0003871	CAPO304658	SCHMD01263
OG0003872	CAPO300319	SCHMD13742, SCHMD13511
OG0003875	CAPO303382	SCHMD07244, SCHMD00813, SCHMD07245, SCHMD07243
OG0003876	CAPO307728	SCHMD06770
OG0003878	CAPO308329	SCHMD04321
OG0003879	CAPO304906	SCHMD21707, SCHMD18365
OG0003881	CAPO303685	SCHMD06054, SCHMD03369
OG0003886	CAPO304109	SCHMD12038, SCHMD20172, SCHMD12039, SCHMD20171
OG0003887	CAPO307036	SCHMD20058, SCHMD18207
OG0003888	CAPO302763, CAPO302764	SCHMD05192
OG0003892	CAPO307708	SCHMD07588
OG0003893	CAPO300022	SCHMD00056, SCHMD00057
OG0003894	CAPO302778	SCHMD11863
OG0003897	CAPO303759	SCHMD20071
OG0003903	CAPO305736	SCHMD29162
OG0003904	CAPO305947	SCHMD00688
OG0003906	CAPO301369	SCHMD03168
OG0003908	CAPO301425	SCHMD10777, SCHMD26725
OG0003908	CAPO308216	SCHMD03608
OG0003909	CAPO301220	SCHMD13157, SCHMD18038, SCHMD13156, SCHMD13155, SCHMD19547, SCHMD15096
OG0003910	CAPO302786	SCHMD16210, SCHMD14670
OG0003911	CAPO305312	SCHMD17334, SCHMD20892
OG0003912	CAPO307896	SCHMD04955
OG0003913	CAPO306587	SCHMD18815, SCHMD08598, SCHMD23758
OG0003914	CAPO301224	SCHMD00070
OG0003915	CAPO304633	SCHMD16264, SCHMD14615
OG0003917	CAPO306797	SCHMD02873, SCHMD02874
OG0003920	CAPO301554	SCHMD03027
OG0003921	CAPO300430	SCHMD06689
OG0003925	CAPO301662	SCHMD25912, SCHMD09602
OG0003926	CAPO303036	SCHMD07547, SCHMD26616, SCHMD27475, SCHMD11606
OG0003929	CAPO303872	SCHMD28887, SCHMD11401, SCHMD06539
OG0003930	CAPO301599	SCHMD03275
OG0003931	CAPO304399	SCHMD03615
OG0003934	CAPO301204	SCHMD00793
OG0003936	CAPO302163	SCHMD01877
OG0003938	CAPO305166	SCHMD19197
OG0003939	CAPO303853	SCHMD05579
OG0003942	CAPO300632	SCHMD04134
OG0003944	CAPO300493	SCHMD10666
OG0003945	CAPO300812	SCHMD04737
OG0003946	CAPO303843	SCHMD19360, SCHMD00465
OG0003947	CAPO306325	SCHMD06484
OG0003950	CAPO307097	SCHMD13868, SCHMD23437, SCHMD13869
OG0003954	CAPO304758	SCHMD06088
OG0003955	CAPO304097	SCHMD06589
OG0003961	CAPO303890	SCHMD04675
OG0003965	CAPO302867	SCHMD22279, SCHMD23593, SCHMD11100, SCHMD22031
OG0003969	CAPO304197	SCHMD08592
OG0003972	CAPO308018	SCHMD13668
OG0003972	CAPO305200	SCHMD28881
OG0003973	CAPO307513	SCHMD06454
OG0003998	CAPO305634	SCHMD17536, SCHMD17537
OG0004000	CAPO302913	SCHMD05012
OG0004002	CAPO305544	SCHMD02849
OG0004007	CAPO308280	SCHMD15511
OG0004007	CAPO307105	SCHMD27653
OG0004009	CAPO305072	SCHMD12539
OG0004010	CAPO303524	SCHMD12662, SCHMD11857
OG0004012	CAPO308011	SCHMD08012, SCHMD16333
OG0004014	CAPO303473	SCHMD17730, SCHMD16988, SCHMD25573
OG0004015	CAPO305112	SCHMD06396
OG0004016	CAPO303609	SCHMD25202, SCHMD17931, SCHMD26981
OG0004017	CAPO308124	SCHMD27630
OG0004023	CAPO307204	SCHMD07791
OG0004027	CAPO301145	SCHMD07935
OG0004032	CAPO300291	SCHMD08571
OG0004033	CAPO304862	SCHMD06585
OG0004035	CAPO301995	SCHMD24932, SCHMD26490, SCHMD22875, SCHMD15041, SCHMD16000
OG0004037	CAPO306482	SCHMD06653
OG0004038	CAPO307927	SCHMD08999, SCHMD03883
OG0004041	CAPO306646	SCHMD29278, SCHMD13539, SCHMD13540
OG0004042	CAPO302696	SCHMD14638, SCHMD14606, SCHMD28829, SCHMD17629, SCHMD24833, SCHMD19159, SCHMD11836
OG0004044	CAPO300275	SCHMD16906, SCHMD16907
OG0004047	CAPO304083	SCHMD07813
OG0004048	CAPO304654	SCHMD05765
OG0004053	CAPO301919	SCHMD09663
OG0004054	CAPO308277	SCHMD03170
OG0004056	CAPO306031	SCHMD06405
OG0004057	CAPO300969, CAPO301492	SCHMD13648, SCHMD03142
OG0004059	CAPO301877	SCHMD09347, SCHMD09893, SCHMD09894, SCHMD09348, SCHMD09349
OG0004063	CAPO300628	SCHMD09601
OG0004064	CAPO304453	SCHMD03370
OG0004065	CAPO304029	SCHMD04935
OG0004067	CAPO301812	SCHMD19651, SCHMD28348, SCHMD27778, SCHMD22879
OG0004068	CAPO301030	SCHMD04738
OG0004069	CAPO307785	SCHMD07928
OG0004071	CAPO306388	SCHMD06667
OG0004072	CAPO305194	SCHMD28606, SCHMD25449, SCHMD13434, SCHMD25827, SCHMD12247, SCHMD11403, SCHMD21547, SCHMD24542, SCHMD07982
OG0004076	CAPO307967	SCHMD19802
OG0004079	CAPO300687	SCHMD22313, SCHMD19146
OG0004080	CAPO305236	SCHMD18517
OG0004081	CAPO301069	SCHMD03804
OG0004083	CAPO304047	SCHMD05538
OG0004084	CAPO300193	SCHMD13360
OG0004085	CAPO307782	SCHMD20233
OG0004090	CAPO304280	SCHMD19142
OG0004091	CAPO307795	SCHMD10376, SCHMD19027, SCHMD20986, SCHMD10374
OG0004092	CAPO301516	SCHMD01973
OG0004094	CAPO306112	SCHMD10011
OG0004096	CAPO306070	SCHMD01632
OG0004097	CAPO300790	SCHMD00017
OG0004099	CAPO306437	SCHMD07433
OG0004100	CAPO306356	SCHMD16101, SCHMD17395, SCHMD01145
OG0004101	CAPO303749, CAPO302702	SCHMD01669
OG0004103	CAPO306700	SCHMD06708, SCHMD03618
OG0004105	CAPO308098	SCHMD08794, SCHMD16310
OG0004106	CAPO303386	SCHMD07276, SCHMD19640
OG0004108	CAPO307282	SCHMD06834
OG0004110	CAPO300855	SCHMD03573
OG0004112	CAPO304610	SCHMD04301
OG0004113	CAPO305835	SCHMD09954, SCHMD11157
OG0004114	CAPO301854	SCHMD11428
OG0004115	CAPO306386	SCHMD08639
OG0004116	CAPO303186	SCHMD22991, SCHMD19169
OG0004118	CAPO306139	SCHMD14153, SCHMD16717
OG0004119	CAPO303741	SCHMD24339, SCHMD11856
OG0004120	CAPO303757	SCHMD02931
OG0004123	CAPO304624	SCHMD24840
OG0004124	CAPO302738	SCHMD09789, SCHMD09788
OG0004125	CAPO304359	SCHMD03017
OG0004127	CAPO306895	SCHMD14115
OG0004130	CAPO307075	SCHMD26247, SCHMD12578, SCHMD28132
OG0004133	CAPO305598	SCHMD08788
OG0004134	CAPO304433	SCHMD16097, SCHMD17401, SCHMD19480, SCHMD29149, SCHMD18880, SCHMD19479, SCHMD15281, SCHMD12962
OG0004136	CAPO307338	SCHMD21074, SCHMD14863
OG0004140	CAPO307995	SCHMD01399
OG0004142	CAPO300440	SCHMD08558
OG0004144	CAPO302917	SCHMD02257, SCHMD25096, SCHMD15057
OG0004148	CAPO301152	SCHMD06808
OG0004150	CAPO303497	SCHMD13649
OG0004151	CAPO307015	SCHMD05147, SCHMD20113
OG0004153	CAPO305022	SCHMD07819, SCHMD03631
OG0004154	CAPO308154	SCHMD06235
OG0004158	CAPO302219	SCHMD07419
OG0004164	CAPO306879	SCHMD24669, SCHMD09145
OG0004166	CAPO300703	SCHMD28458, SCHMD16044
OG0004167	CAPO305574	SCHMD10205
OG0004168	CAPO303881	SCHMD09579, SCHMD15882, SCHMD09578, SCHMD12788, SCHMD11665
OG0004169	CAPO302967	SCHMD20780
OG0004170	CAPO305320	SCHMD11411, SCHMD12172
OG0004171	CAPO305810	SCHMD02047, SCHMD02605, SCHMD02048
OG0004176	CAPO304072	SCHMD15010, SCHMD14784, SCHMD00585
OG0004179	CAPO304392	SCHMD00790
OG0004181	CAPO304353	SCHMD09842
OG0004184	CAPO302251	SCHMD23226, SCHMD21910
OG0004186	CAPO307615	SCHMD22129
OG0004188	CAPO308209	SCHMD11027
OG0004198	CAPO302636	SCHMD18242
OG0004215	CAPO307025	SCHMD23456, SCHMD09930
OG0004216	CAPO304745	SCHMD19294, SCHMD21480, SCHMD13603, SCHMD15045, SCHMD29402
OG0004217	CAPO300553	SCHMD15443
OG0004219	CAPO302642	SCHMD02021
OG0004222	CAPO307934	SCHMD02604
OG0004223	CAPO308310	SCHMD04451
OG0004227	CAPO302252	SCHMD11794, SCHMD14206
OG0004228	CAPO303492	SCHMD15455, SCHMD22945
OG0004230	CAPO305821	SCHMD12329, SCHMD13516
OG0004231	CAPO300312	SCHMD18343, SCHMD20951, SCHMD27099
OG0004232	CAPO301443	SCHMD02245
OG0004235	CAPO306795	SCHMD00900
OG0004236	CAPO301760	SCHMD13419, SCHMD19318
OG0004237	CAPO301645	SCHMD09091, SCHMD09093
OG0004239	CAPO304082	SCHMD04162, SCHMD06094
OG0004240	CAPO306948	SCHMD15203, SCHMD12624
OG0004241	CAPO304693	SCHMD20634, SCHMD15365
OG0004243	CAPO302349	SCHMD02807, SCHMD02806
OG0004246	CAPO307710	SCHMD25240, SCHMD27704
OG0004247	CAPO306324	SCHMD10596
OG0004249	CAPO302316	SCHMD22417, SCHMD22418, SCHMD16976
OG0004250	CAPO305518	SCHMD12623
OG0004252	CAPO305536	SCHMD02811
OG0004254	CAPO304883	SCHMD07480
OG0004257	CAPO305171	SCHMD08129
OG0004258	CAPO301342	SCHMD13120, SCHMD23840, SCHMD13122, SCHMD13121
OG0004259	CAPO301048	SCHMD18232
OG0004261	CAPO305950	SCHMD16623
OG0004263	CAPO304844	SCHMD09819, SCHMD22299, SCHMD18530, SCHMD18529
OG0004269	CAPO308233	SCHMD06048
OG0004270	CAPO303791	SCHMD06231, SCHMD09153
OG0004273	CAPO300380	SCHMD15470
OG0004278	CAPO303739	SCHMD07808
OG0004280	CAPO302169	SCHMD24977
OG0004282	CAPO306035	SCHMD15574, SCHMD20334
OG0004285	CAPO306621	SCHMD08317, SCHMD00052
OG0004287	CAPO305534	SCHMD02791
OG0004288	CAPO302203	SCHMD04750
OG0004289	CAPO307509	SCHMD07866, SCHMD11142, SCHMD15684, SCHMD05851, SCHMD21673, SCHMD00191, SCHMD29246, SCHMD10655
OG0004291	CAPO306696	SCHMD11768, SCHMD11769
OG0004292	CAPO301407	SCHMD02072
OG0004295	CAPO300437	SCHMD05169
OG0004296	CAPO305828	SCHMD12859
OG0004296	CAPO307058	SCHMD13298
OG0004297	CAPO306140	SCHMD13807, SCHMD28076, SCHMD24237, SCHMD14756, SCHMD24236
OG0004299	CAPO307863	SCHMD15087, SCHMD15086
OG0004301	CAPO305855	SCHMD29285, SCHMD12581, SCHMD15115, SCHMD11559, SCHMD11558, SCHMD21370
OG0004302	CAPO307149	SCHMD10637, SCHMD22462
OG0004303	CAPO306261	SCHMD17944, SCHMD18972
OG0004304	CAPO307407	SCHMD17338
OG0004305	CAPO306704	SCHMD05524, SCHMD05525
OG0004307	CAPO306787	SCHMD20615
OG0004308	CAPO302385	SCHMD08570
OG0004309	CAPO304021	SCHMD11977, SCHMD17117
OG0004310	CAPO306903	SCHMD15088
OG0004312	CAPO306752	SCHMD10505
OG0004316	CAPO300656	SCHMD07217
OG0004319	CAPO308294	SCHMD02039, SCHMD00640
OG0004321	CAPO306639	SCHMD00773, SCHMD22413
OG0004322	CAPO307895	SCHMD06269, SCHMD13954
OG0004324	CAPO300240	SCHMD07700
OG0004328	CAPO305261	SCHMD18966, SCHMD09751
OG0004329	CAPO302035	SCHMD17260, SCHMD20883, SCHMD17062, SCHMD18927, SCHMD04963
OG0004330	CAPO305393	SCHMD03763
OG0004331	CAPO305384	SCHMD28298, SCHMD09132
OG0004335	CAPO302791	SCHMD29412, SCHMD27303, SCHMD29473, SCHMD29279, SCHMD29277
OG0004338	CAPO300828	SCHMD11859, SCHMD21650, SCHMD20028
OG0004344	CAPO307152	SCHMD12044
OG0004347	CAPO307703	SCHMD25637, SCHMD11463
OG0004348	CAPO306158	SCHMD00729
OG0004350	CAPO300994	SCHMD16920, SCHMD07665
OG0004351	CAPO307239	SCHMD12829
OG0004352	CAPO300873	SCHMD11224
OG0004353	CAPO306055, CAPO306087	SCHMD21824, SCHMD16507
OG0004354	CAPO307581	SCHMD15589
OG0004355	CAPO303478	SCHMD12078, SCHMD12076
OG0004356	CAPO300159	SCHMD20562, SCHMD06947, SCHMD21754, SCHMD15066, SCHMD01266, SCHMD06886
OG0004358	CAPO301323	SCHMD26102, SCHMD07557
OG0004359	CAPO305703	SCHMD05503
OG0004360	CAPO301752	SCHMD05210
OG0004364	CAPO305213	SCHMD10178, SCHMD08238, SCHMD20097
OG0004365	CAPO305948	SCHMD14299
OG0004366	CAPO307987	SCHMD02308
OG0004368	CAPO306084	SCHMD06787, SCHMD28933
OG0004369	CAPO305592	SCHMD13900
OG0004370	CAPO302143	SCHMD05486
OG0004373	CAPO308311	SCHMD15692
OG0004374	CAPO306983	SCHMD08648, SCHMD08647
OG0004376	CAPO303203	SCHMD24005, SCHMD12717, SCHMD26494
OG0004377	CAPO303614	SCHMD00654, SCHMD00288, SCHMD05243, SCHMD00656, SCHMD00289
OG0004378	CAPO303140	SCHMD13186, SCHMD15248
OG0004379	CAPO300162	SCHMD09241
OG0004380	CAPO307847	SCHMD09830
OG0004381	CAPO300684	SCHMD03449, SCHMD12586, SCHMD17726, SCHMD12588, SCHMD03448, SCHMD12587, SCHMD17725, SCHMD03446, SCHMD03447
OG0004382	CAPO308307	SCHMD20602, SCHMD02352
OG0004389	CAPO302416	SCHMD12486
OG0004390	CAPO300046	SCHMD22900
OG0004392	CAPO303282	SCHMD01600
OG0004394	CAPO305886	SCHMD15505, SCHMD12711, SCHMD15506
OG0004396	CAPO300955	SCHMD06052
OG0004398	CAPO307605, CAPO306029	SCHMD28590, SCHMD27345, SCHMD13804
OG0004399	CAPO301536	SCHMD04230
OG0004401	CAPO307684	SCHMD20662, SCHMD11285, SCHMD22919, SCHMD21724, SCHMD27157
OG0004404	CAPO300907	SCHMD02644, SCHMD04995
OG0004405	CAPO302866	SCHMD05548, SCHMD03220
OG0004413	CAPO301518	SCHMD09094
OG0004417	CAPO302119	SCHMD11303
OG0004418	CAPO305208	SCHMD18151, SCHMD12683
OG0004421	CAPO303320	SCHMD29095, SCHMD18163, SCHMD28625, SCHMD20900
OG0004423	CAPO306935	SCHMD06625, SCHMD29397
OG0004425	CAPO302090	SCHMD11792, SCHMD05073, SCHMD12434
OG0004426	CAPO301784	SCHMD14134, SCHMD13488
OG0004459	CAPO300459	SCHMD11611, SCHMD15720, SCHMD11612
OG0004460	CAPO307206	SCHMD02836
OG0004462	CAPO302893	SCHMD02862, SCHMD02861, SCHMD02863
OG0004465	CAPO303487	SCHMD05636
OG0004465	CAPO307912	SCHMD28770, SCHMD13412
OG0004467	CAPO307496	SCHMD15402, SCHMD25583
OG0004472	CAPO303803	SCHMD10150
OG0004474	CAPO300829	SCHMD16777, SCHMD12470, SCHMD12214
OG0004479	CAPO303963	SCHMD18395, SCHMD16681, SCHMD28653
OG0004484	CAPO302152	SCHMD05719, SCHMD12798
OG0004486	CAPO307639	SCHMD01167
OG0004488	CAPO301849	SCHMD26474
OG0004489	CAPO305447	SCHMD27568, SCHMD15864, SCHMD13491
OG0004492	CAPO307196	SCHMD04733
OG0004495	CAPO306359	SCHMD01719
OG0004496	CAPO303733	SCHMD26140, SCHMD14189
OG0004497	CAPO307202	SCHMD08729, SCHMD08728, SCHMD08727, SCHMD08726
OG0004498	CAPO305224	SCHMD04342
OG0004500	CAPO301850	SCHMD11617
OG0004501	CAPO301840	SCHMD07977
OG0004502	CAPO300429	SCHMD05296
OG0004503	CAPO300332	SCHMD16736, SCHMD23538
OG0004507	CAPO301894	SCHMD04748
OG0004509	CAPO300500	SCHMD17345, SCHMD26727
OG0004511	CAPO303457	SCHMD28314
OG0004512	CAPO302842	SCHMD07187, SCHMD09103
OG0004513	CAPO303104	SCHMD00064, SCHMD04110
OG0004515	CAPO305182	SCHMD02738
OG0004516	CAPO306036, CAPO307859	SCHMD11182, SCHMD05663, SCHMD11181, SCHMD22539
OG0004517	CAPO305332	SCHMD21774, SCHMD18540, SCHMD24465, SCHMD24464
OG0004518	CAPO306412	SCHMD04926
OG0004520	CAPO300090	SCHMD11457
OG0004523	CAPO304989	SCHMD00984
OG0004526	CAPO302498	SCHMD13090
OG0004529	CAPO306628	SCHMD01565
OG0004530	CAPO304739	SCHMD02115
OG0004532	CAPO300005	SCHMD21409, SCHMD24151, SCHMD24564
OG0004533	CAPO306022	SCHMD21800, SCHMD21855, SCHMD10489
OG0004535	CAPO307124	SCHMD20791, SCHMD04354, SCHMD12750, SCHMD07827, SCHMD26230
OG0004540	CAPO307351	SCHMD03408, SCHMD09540
OG0004542	CAPO306706	SCHMD08621
OG0004546	CAPO306808	SCHMD10690, SCHMD06743, SCHMD14412
OG0004548	CAPO305113	SCHMD01586
OG0004551	CAPO301498	SCHMD02466
OG0004552	CAPO301361, CAPO306759	SCHMD05280
OG0004553	CAPO302768	SCHMD05077
OG0004554	CAPO300747	SCHMD01446, SCHMD22543
OG0004555	CAPO301994	SCHMD01126
OG0004558	CAPO307355	SCHMD23563
OG0004559	CAPO303756	SCHMD09021, SCHMD09022
OG0004564	CAPO301873	SCHMD06864, SCHMD16273
OG0004565	CAPO303409	SCHMD06237
OG0004569	CAPO303601	SCHMD07227
OG0004571	CAPO305226, CAPO300305, CAPO300903	SCHMD09562
OG0004572	CAPO302719	SCHMD00027
OG0004573	CAPO302070, CAPO305859	SCHMD24195, SCHMD13279
OG0004577	CAPO307905	SCHMD27308, SCHMD07121, SCHMD07120
OG0004578	CAPO307713	SCHMD13522, SCHMD10265
OG0004579	CAPO308171	SCHMD05858
OG0004581	CAPO305629	SCHMD06969
OG0004582	CAPO304857	SCHMD11081, SCHMD11080
OG0004583	CAPO301319	SCHMD18243, SCHMD12573
OG0004590	CAPO307910	SCHMD02645, SCHMD02084
OG0004592	CAPO307767	SCHMD14254, SCHMD21981, SCHMD24746
OG0004595	CAPO305901	SCHMD23529, SCHMD18234
OG0004596	CAPO301763	SCHMD22207
OG0004599	CAPO306185	SCHMD16295, SCHMD15643, SCHMD19967, SCHMD19964
OG0004600	CAPO306391	SCHMD10479
OG0004602	CAPO307709	SCHMD00904
OG0004605	CAPO303013	SCHMD16312, SCHMD16314
OG0004609	CAPO305274	SCHMD12031, SCHMD13204
OG0004610	CAPO308217	SCHMD04931
OG0004612	CAPO307176	SCHMD00077, SCHMD00078, SCHMD00076
OG0004616	CAPO302661, CAPO307774	SCHMD28217
OG0004619	CAPO306976	SCHMD07738, SCHMD07737
OG0004621	CAPO301592	SCHMD02131
OG0004623	CAPO303271	SCHMD29595
OG0004626	CAPO304074	SCHMD28421, SCHMD11167, SCHMD21056, SCHMD25126
OG0004629	CAPO300874	SCHMD28937, SCHMD22436
OG0004630	CAPO300032	SCHMD19924, SCHMD19158
OG0004633	CAPO306431	SCHMD08375
OG0004634	CAPO306443	SCHMD05432, SCHMD09190, SCHMD28674
OG0004635	CAPO305826	SCHMD03118
OG0004638	CAPO300328	SCHMD03884
OG0004639	CAPO304960	SCHMD11835
OG0004642	CAPO303810	SCHMD04791
OG0004643	CAPO303111	SCHMD12179
OG0004646	CAPO304987	SCHMD02650
OG0004648	CAPO306796	SCHMD22597, SCHMD14009
OG0004649	CAPO308035	SCHMD11982
OG0004651	CAPO307192	SCHMD12856
OG0004652	CAPO307126	SCHMD09910, SCHMD14465
OG0004654	CAPO304098	SCHMD11590
OG0004655	CAPO300932	SCHMD10685
OG0004657	CAPO300965	SCHMD24002, SCHMD24003, SCHMD14727
OG0004663	CAPO307060	SCHMD03596
OG0004664	CAPO304024	SCHMD07542, SCHMD10324
OG0004668	CAPO307032	SCHMD00802
OG0004669	CAPO301719	SCHMD05517
