Orthogroup	CAPO3	SACKO_ok
OG0000569	CAPO302672	SACKO_23211, SACKO_23207, SACKO_30532, SACKO_30530, SACKO_30512, SACKO_30519, SACKO_30529, SACKO_10774, SACKO_03979
OG0000572	CAPO302048	SACKO_32488, SACKO_18077, SACKO_13449
OG0000573	CAPO301573	SACKO_21574
OG0000573	CAPO300482	SACKO_26024
OG0000574	CAPO303025	SACKO_33381, SACKO_28187, SACKO_25843
OG0000578	CAPO305505	SACKO_32404
OG0000583	CAPO302594	SACKO_33042, SACKO_33044
OG0000585	CAPO302010	SACKO_33151
OG0000586	CAPO304818	SACKO_01531
OG0000587	CAPO304868	SACKO_31646
OG0000588	CAPO300701	SACKO_13333
OG0000590	CAPO302664	SACKO_30925
OG0000590	CAPO307990	SACKO_30264
OG0000591	CAPO300885	SACKO_22613
OG0000591	CAPO301508, CAPO306921	SACKO_32003, SACKO_32007
OG0000592	CAPO302552	SACKO_27135, SACKO_27142, SACKO_27110, SACKO_27143, SACKO_27108, SACKO_29473
OG0000593	CAPO303950	SACKO_28197, SACKO_29618
OG0000594	CAPO305185	SACKO_03549, SACKO_33771
OG0000595	CAPO303068, CAPO304997	SACKO_02876, SACKO_29815, SACKO_18906, SACKO_20031, SACKO_17653, SACKO_04560, SACKO_04559
OG0000597	CAPO305949	SACKO_18453
OG0000600	CAPO302133	SACKO_30716, SACKO_34109, SACKO_34187, SACKO_27569
OG0000603	CAPO300286	SACKO_31619, SACKO_31604
OG0000604	CAPO304248	SACKO_11960
OG0000609	CAPO306415	SACKO_07908
OG0000611	CAPO305139	SACKO_14478
OG0000611	CAPO302505	SACKO_26761
OG0000612	CAPO308174	SACKO_10524
OG0000612	CAPO300901	SACKO_16423
OG0000613	CAPO306741, CAPO303985	SACKO_12488, SACKO_18352
OG0000614	CAPO308097	SACKO_19940
OG0000614	CAPO306138, CAPO304207	SACKO_31628, SACKO_31587
OG0000616	CAPO301011	SACKO_26877
OG0000617	CAPO305569	SACKO_15016
OG0000617	CAPO303200, CAPO307815, CAPO308211, CAPO303926, CAPO303924, CAPO303927, CAPO304126, CAPO307888, CAPO301741, CAPO308289, CAPO303317, CAPO306753, CAPO303212, CAPO302527, CAPO302568, CAPO303584, CAPO303106, CAPO302462, CAPO302437, CAPO308109, CAPO302184, CAPO304957, CAPO303314, CAPO303900, CAPO303931, CAPO306863, CAPO308223, CAPO307383, CAPO303613, CAPO303446, CAPO303410, CAPO308100, CAPO307019, CAPO300335, CAPO305613, CAPO305620, CAPO305570, CAPO308045, CAPO303984, CAPO305289, CAPO307167	SACKO_23685
OG0000619	CAPO303580	SACKO_18510
OG0000620	CAPO300569	SACKO_24261, SACKO_01158, SACKO_01207, SACKO_01213
OG0000623	CAPO306891	SACKO_21523, SACKO_18029
OG0000623	CAPO306678	SACKO_10005
OG0000624	CAPO304034, CAPO304035	SACKO_27238
OG0000627	CAPO301912	SACKO_02990
OG0000628	CAPO306878	SACKO_05282, SACKO_26977
OG0000634	CAPO305866	SACKO_04659, SACKO_28150, SACKO_28152
OG0000636	CAPO300927, CAPO308236	SACKO_16616
OG0000637	CAPO306492	SACKO_13417, SACKO_00824
OG0000639	CAPO300322	SACKO_22469
OG0000639	CAPO305269	SACKO_30392, SACKO_02331
OG0000642	CAPO307461, CAPO301979, CAPO301558, CAPO307468, CAPO303537, CAPO307029, CAPO305272, CAPO302782, CAPO302430	SACKO_21799
OG0000643	CAPO301316	SACKO_16191, SACKO_30118, SACKO_00139, SACKO_16201, SACKO_00735
OG0000645	CAPO306925	SACKO_19857
OG0000645	CAPO307784, CAPO304648	SACKO_17093
OG0000648	CAPO306715	SACKO_12118
OG0000648	CAPO307568	SACKO_17289
OG0000650	CAPO302429	SACKO_04649
OG0000651	CAPO301045	SACKO_14845
OG0000652	CAPO307163	SACKO_15084, SACKO_15088
OG0000653	CAPO304384	SACKO_32959, SACKO_03890, SACKO_18693
OG0000660	CAPO304213	SACKO_30045
OG0000662	CAPO308235	SACKO_02611, SACKO_06148, SACKO_28738
OG0000663	CAPO303713	SACKO_26955, SACKO_03887
OG0000664	CAPO305353	SACKO_26065, SACKO_23068
OG0000665	CAPO304505, CAPO304163	SACKO_03466, SACKO_03470
OG0000666	CAPO306172	SACKO_01360
OG0000667	CAPO305865	SACKO_09222, SACKO_28350, SACKO_15540, SACKO_09373, SACKO_32782, SACKO_04521, SACKO_32744, SACKO_04496, SACKO_04503, SACKO_32745, SACKO_09359, SACKO_24268
OG0000672	CAPO301072	SACKO_21164
OG0000672	CAPO301848	SACKO_29531
OG0000674	CAPO303746	SACKO_29269, SACKO_21136
OG0000676	CAPO304343, CAPO305288	SACKO_30866
OG0000676	CAPO300920, CAPO304680	SACKO_08481
OG0000683	CAPO304912	SACKO_30847
OG0000683	CAPO305392, CAPO303509	SACKO_25632
OG0000684	CAPO306227	SACKO_30229
OG0000690	CAPO306653	SACKO_13982
OG0000690	CAPO306445	SACKO_03682
OG0000690	CAPO304114	SACKO_00508
OG0000691	CAPO301028	SACKO_07972, SACKO_11293
OG0000692	CAPO306980	SACKO_04812
OG0000692	CAPO306169	SACKO_00415, SACKO_24162
OG0000693	CAPO307538	SACKO_25307
OG0000694	CAPO302468	SACKO_10312
OG0000696	CAPO305456	SACKO_05595
OG0000696	CAPO305466	SACKO_15257
OG0000696	CAPO301422	SACKO_07580
OG0000697	CAPO304466, CAPO306724	SACKO_07543
OG0000698	CAPO301893	SACKO_00902
OG0000698	CAPO303921	SACKO_00894
OG0000699	CAPO306785, CAPO302735	SACKO_27160
OG0000701	CAPO306727	SACKO_25617, SACKO_32176, SACKO_03805, SACKO_31366
OG0000703	CAPO308078	SACKO_21811
OG0000706	CAPO301985	SACKO_24560, SACKO_28453, SACKO_23476, SACKO_19242, SACKO_19227, SACKO_19231, SACKO_19230
OG0000708	CAPO302130	SACKO_22452
OG0000708	CAPO300640	SACKO_25480
OG0000709	CAPO305451	SACKO_18089
OG0000711	CAPO304713	SACKO_19147, SACKO_19139, SACKO_19149
OG0000713	CAPO302804	SACKO_26669
OG0000715	CAPO305197	SACKO_31209
OG0000716	CAPO306457	SACKO_08963
OG0000717	CAPO302989	SACKO_00278, SACKO_00279
OG0000718	CAPO301597, CAPO306021	SACKO_32613
OG0000721	CAPO305154, CAPO301906	SACKO_29734, SACKO_13300
OG0000724	CAPO300826	SACKO_29558
OG0000726	CAPO302910	SACKO_17190
OG0000731	CAPO304569	SACKO_26280, SACKO_26277
OG0000732	CAPO304867	SACKO_20871
OG0000732	CAPO302445	SACKO_06369, SACKO_05389
OG0000733	CAPO301695	SACKO_32345, SACKO_17671
OG0000735	CAPO302824	SACKO_26054
OG0000736	CAPO306770	SACKO_27734, SACKO_27737, SACKO_10396
OG0000737	CAPO304586	SACKO_25898, SACKO_25903
OG0000743	CAPO306268	SACKO_25583, SACKO_25576, SACKO_25573, SACKO_25597
OG0000748	CAPO301276	SACKO_18174, SACKO_34214, SACKO_22995, SACKO_30887, SACKO_24976, SACKO_29791, SACKO_08056, SACKO_03913, SACKO_09716, SACKO_29657, SACKO_28844, SACKO_32549, SACKO_19984, SACKO_09720
OG0000751	CAPO302771	SACKO_32463
OG0000751	CAPO304118	SACKO_29926
OG0000752	CAPO300507	SACKO_03640
OG0000752	CAPO305335	SACKO_33668
OG0000753	CAPO301378	SACKO_33703
OG0000754	CAPO300911, CAPO306986, CAPO303353	SACKO_26303, SACKO_02693, SACKO_23811, SACKO_09552, SACKO_27717, SACKO_27718, SACKO_00084, SACKO_27708, SACKO_23813
OG0000755	CAPO300267	SACKO_19024
OG0000757	CAPO307096	SACKO_00716
OG0000757	CAPO300067	SACKO_32163
OG0000758	CAPO305275	SACKO_05592
OG0000759	CAPO300473	SACKO_29477
OG0000761	CAPO305655	SACKO_04696
OG0000765	CAPO301853	SACKO_02329
OG0000766	CAPO300388	SACKO_22474
OG0000767	CAPO305367	SACKO_14609
OG0000768	CAPO306612, CAPO302492, CAPO307738, CAPO305672, CAPO305904	SACKO_23463
OG0000772	CAPO304708, CAPO302709	SACKO_24880
OG0000774	CAPO306995	SACKO_04816, SACKO_22074, SACKO_01221, SACKO_01162, SACKO_26595, SACKO_26612
OG0000775	CAPO306201	SACKO_02587, SACKO_25832, SACKO_34101, SACKO_18980, SACKO_34030
OG0000776	CAPO307356	SACKO_18768, SACKO_20604
OG0000779	CAPO305943	SACKO_09223
OG0000779	CAPO300301	SACKO_27144
OG0000788	CAPO304590	SACKO_23309, SACKO_16503
OG0000791	CAPO304699	SACKO_06891
OG0000792	CAPO305838	SACKO_30915, SACKO_20208
OG0000793	CAPO301604	SACKO_32255
OG0000794	CAPO304031	SACKO_17237
OG0000797	CAPO307534	SACKO_34169
OG0000803	CAPO301668	SACKO_08403
OG0000810	CAPO305098, CAPO306601	SACKO_25393, SACKO_08781
OG0000813	CAPO300040, CAPO308168	SACKO_06455
OG0000814	CAPO307227	SACKO_00194, SACKO_27445, SACKO_29758
OG0000815	CAPO300838	SACKO_20831, SACKO_03458, SACKO_17789, SACKO_08338, SACKO_18609
OG0000816	CAPO304990	SACKO_07849, SACKO_17944, SACKO_17471
OG0000818	CAPO307656	SACKO_13438
OG0000820	CAPO303993, CAPO304861, CAPO306914, CAPO301340, CAPO300173, CAPO302332, CAPO305090, CAPO300452	SACKO_08030
OG0000824	CAPO303788	SACKO_23935, SACKO_23963, SACKO_19936
OG0000825	CAPO305165, CAPO306157, CAPO306129	SACKO_07264, SACKO_03586
OG0000826	CAPO306060	SACKO_11139, SACKO_24167, SACKO_19966
OG0000827	CAPO304578	SACKO_21318, SACKO_01112, SACKO_13653, SACKO_13648, SACKO_21283
OG0000828	CAPO306023	SACKO_17945, SACKO_19680
OG0000828	CAPO307153	SACKO_02201
OG0000834	CAPO306233	SACKO_13031, SACKO_10495
OG0000836	CAPO306019, CAPO307821	SACKO_11321, SACKO_24479, SACKO_19694, SACKO_24783, SACKO_24782, SACKO_24773, SACKO_32144
OG0000837	CAPO308104, CAPO303511	SACKO_15029
OG0000838	CAPO303856	SACKO_03577
OG0000841	CAPO307470	SACKO_13443
OG0000844	CAPO306591, CAPO307267	SACKO_32818, SACKO_32829, SACKO_32835
OG0000845	CAPO303615	SACKO_02794, SACKO_22545, SACKO_22544, SACKO_13159
OG0000847	CAPO301759, CAPO307057	SACKO_25423
OG0000847	CAPO308298	SACKO_08722, SACKO_21230
OG0000849	CAPO304492	SACKO_13107
OG0000850	CAPO302141	SACKO_07519
OG0000850	CAPO306299	SACKO_23021, SACKO_27751
OG0000851	CAPO304092	SACKO_14437
OG0000852	CAPO307622	SACKO_16562
OG0000857	CAPO302559	SACKO_29337
OG0000858	CAPO302161	SACKO_32630, SACKO_23749
OG0000860	CAPO306338	SACKO_16104
OG0000871	CAPO300407	SACKO_18718
OG0000872	CAPO308293	SACKO_32165
OG0000873	CAPO307878	SACKO_12092
OG0000875	CAPO303418, CAPO302903	SACKO_11708, SACKO_01411
OG0000876	CAPO302150	SACKO_25954, SACKO_25953
OG0000877	CAPO304981	SACKO_32129, SACKO_23960
OG0000879	CAPO301982	SACKO_28298
OG0000881	CAPO301333, CAPO300020	SACKO_29973
OG0000881	CAPO308042	SACKO_18831
OG0000888	CAPO300320	SACKO_12082
OG0000889	CAPO302257	SACKO_03115
OG0000889	CAPO304144	SACKO_15045
OG0000890	CAPO304283	SACKO_31309
OG0000891	CAPO307358	SACKO_16661, SACKO_16652
OG0000894	CAPO300968, CAPO300967	SACKO_26922
OG0000894	CAPO301227	SACKO_02223
OG0000896	CAPO301183	SACKO_27525
OG0000896	CAPO304049	SACKO_25582, SACKO_18087
OG0000897	CAPO306059	SACKO_27937, SACKO_11689
OG0000898	CAPO302619	SACKO_16757, SACKO_27052
OG0000899	CAPO300655	SACKO_30501
OG0000904	CAPO305539	SACKO_17479
OG0000905	CAPO303384	SACKO_13565
OG0000909	CAPO300878	SACKO_13346
OG0000911	CAPO302608	SACKO_07709
OG0000912	CAPO302397	SACKO_25608, SACKO_29559
OG0000913	CAPO300255	SACKO_00547, SACKO_15554, SACKO_15585, SACKO_15570
OG0000914	CAPO302002	SACKO_02857, SACKO_23742
OG0000921	CAPO300272	SACKO_04977
OG0000925	CAPO304563	SACKO_08031, SACKO_26395
OG0000928	CAPO301245	SACKO_11640
OG0000929	CAPO303494	SACKO_20793, SACKO_08944
OG0000931	CAPO303586	SACKO_25239, SACKO_25231
OG0000932	CAPO306783	SACKO_04386
OG0000934	CAPO306946, CAPO300619	SACKO_29528
OG0000934	CAPO304006	SACKO_28076
OG0000935	CAPO307401	SACKO_27279
OG0000944	CAPO304090	SACKO_14532
OG0000952	CAPO300179	SACKO_31709, SACKO_31700
OG0000954	CAPO303535	SACKO_09923
OG0000954	CAPO305800	SACKO_25005
OG0000955	CAPO303429	SACKO_27594
OG0000955	CAPO301514	SACKO_11876
OG0000955	CAPO308190	SACKO_14411
OG0000960	CAPO304728	SACKO_17419
OG0000963	CAPO303990	SACKO_03897
OG0000965	CAPO305928	SACKO_31862, SACKO_21944
OG0000965	CAPO302148	SACKO_29607
OG0000967	CAPO304786	SACKO_33567
OG0000970	CAPO301807	SACKO_05435
OG0000974	CAPO306940	SACKO_16128, SACKO_16106, SACKO_16116, SACKO_16100, SACKO_26926, SACKO_23081, SACKO_16105, SACKO_23031, SACKO_26929
OG0000978	CAPO306307	SACKO_05312, SACKO_33844
OG0000980	CAPO305742	SACKO_19244, SACKO_05766, SACKO_05761
OG0000982	CAPO301371	SACKO_10519
OG0000984	CAPO307940	SACKO_22470, SACKO_22468, SACKO_28472
OG0000985	CAPO304864	SACKO_21389
OG0000986	CAPO305058	SACKO_22424, SACKO_18517
OG0000987	CAPO306365	SACKO_11731
OG0000992	CAPO308244	SACKO_27180, SACKO_01033, SACKO_27184
OG0000993	CAPO303930	SACKO_08088
OG0000994	CAPO306999	SACKO_04389
OG0000996	CAPO304603	SACKO_00027
OG0000997	CAPO306501	SACKO_14564, SACKO_19635, SACKO_06080, SACKO_06219
OG0000998	CAPO302508	SACKO_04803, SACKO_30467, SACKO_30447, SACKO_23039, SACKO_03333
OG0000999	CAPO303484, CAPO302236	SACKO_02941, SACKO_27886
OG0001006	CAPO308145	SACKO_28465, SACKO_25694
OG0001009	CAPO305830	SACKO_13013, SACKO_17660, SACKO_04223
OG0001015	CAPO304771	SACKO_22655
OG0001016	CAPO300038	SACKO_04981
OG0001016	CAPO302596	SACKO_21664, SACKO_15992
OG0001024	CAPO300862	SACKO_33645, SACKO_33650
OG0001033	CAPO305083	SACKO_17499
OG0001036	CAPO301917	SACKO_31534
OG0001037	CAPO306107	SACKO_25311
OG0001039	CAPO305080	SACKO_07566, SACKO_29826
OG0001042	CAPO301530	SACKO_12664
OG0001044	CAPO305401, CAPO306389	SACKO_31463, SACKO_00729, SACKO_00722, SACKO_00706, SACKO_01307, SACKO_07099, SACKO_07110, SACKO_01299, SACKO_11091, SACKO_11109
OG0001045	CAPO300115	SACKO_01115, SACKO_28078
OG0001046	CAPO304357	SACKO_19301
OG0001048	CAPO306868	SACKO_21452
OG0001049	CAPO305769	SACKO_03823
OG0001050	CAPO306760	SACKO_13547
OG0001060	CAPO302777	SACKO_10412
OG0001062	CAPO300111	SACKO_29376
OG0001064	CAPO304594	SACKO_15500, SACKO_34089, SACKO_31670, SACKO_03351, SACKO_16766, SACKO_31676, SACKO_12962, SACKO_12955, SACKO_12937, SACKO_30160
OG0001066	CAPO305156	SACKO_07584
OG0001069	CAPO302455, CAPO306118, CAPO302877, CAPO302066, CAPO302758	SACKO_19183
OG0001072	CAPO304331	SACKO_10482, SACKO_03267, SACKO_03307
OG0001073	CAPO307880	SACKO_21449, SACKO_04327
OG0001075	CAPO305658	SACKO_11315, SACKO_14262
OG0001076	CAPO306580	SACKO_06837
OG0001078	CAPO300211	SACKO_03626
OG0001081	CAPO302911	SACKO_04540, SACKO_24447, SACKO_17592, SACKO_17551
OG0001082	CAPO306944	SACKO_05811, SACKO_32916, SACKO_08099
OG0001083	CAPO306339	SACKO_03733
OG0001085	CAPO305936	SACKO_23475
OG0001092	CAPO303664	SACKO_08155, SACKO_08149
OG0001094	CAPO301309	SACKO_19741, SACKO_11943
OG0001095	CAPO303064	SACKO_26687
OG0001096	CAPO308143	SACKO_17666, SACKO_27109, SACKO_27146, SACKO_23783, SACKO_32878, SACKO_26925, SACKO_33433
OG0001101	CAPO301529	SACKO_12678
OG0001104	CAPO306923	SACKO_17440, SACKO_10508, SACKO_03224
OG0001106	CAPO307850	SACKO_08822, SACKO_09682
OG0001108	CAPO300863	SACKO_04290, SACKO_04715, SACKO_31250
OG0001113	CAPO302840	SACKO_21432
OG0001113	CAPO304589	SACKO_05156
OG0001116	CAPO303103	SACKO_23852, SACKO_20251
OG0001120	CAPO300555	SACKO_19029
OG0001121	CAPO305030	SACKO_32575
OG0001122	CAPO300744	SACKO_19059, SACKO_19597, SACKO_18811, SACKO_23928, SACKO_23911, SACKO_23922, SACKO_23929, SACKO_23934, SACKO_19032, SACKO_23921, SACKO_05283, SACKO_23920, SACKO_03102
OG0001123	CAPO305010	SACKO_00205
OG0001124	CAPO307326	SACKO_10008, SACKO_04873
OG0001126	CAPO301067	SACKO_28905, SACKO_15936
OG0001128	CAPO301710	SACKO_18074, SACKO_18055
OG0001129	CAPO306230	SACKO_22362, SACKO_19446
OG0001130	CAPO305636	SACKO_17247, SACKO_21924, SACKO_08719, SACKO_08682, SACKO_19389, SACKO_19419
OG0001132	CAPO303538	SACKO_22464
OG0001133	CAPO302577	SACKO_03939
OG0001133	CAPO300360	SACKO_03870
OG0001134	CAPO304261	SACKO_00371
OG0001136	CAPO301949	SACKO_08700, SACKO_08683
OG0001137	CAPO308164	SACKO_31589
OG0001139	CAPO300537	SACKO_11336, SACKO_08887
OG0001140	CAPO308326	SACKO_04124, SACKO_23104, SACKO_04138, SACKO_23108, SACKO_04131, SACKO_04133, SACKO_23103, SACKO_04130, SACKO_15430, SACKO_21499
OG0001142	CAPO304790	SACKO_08495
OG0001143	CAPO304300	SACKO_27075
OG0001144	CAPO307577	SACKO_23855
OG0001146	CAPO300511	SACKO_04608, SACKO_10399
OG0001147	CAPO306370	SACKO_09564, SACKO_08856, SACKO_19698, SACKO_05046, SACKO_33484, SACKO_33475, SACKO_33485, SACKO_33493, SACKO_33506, SACKO_17415, SACKO_33507, SACKO_26881, SACKO_10882, SACKO_10926, SACKO_19524, SACKO_16781, SACKO_10892, SACKO_10868, SACKO_31730, SACKO_31722, SACKO_00703, SACKO_31538, SACKO_05949, SACKO_05923, SACKO_05902, SACKO_05895, SACKO_05938
OG0001149	CAPO305549	SACKO_23060
OG0001156	CAPO306962	SACKO_12887
OG0001158	CAPO302639	SACKO_17293, SACKO_22305, SACKO_17286
OG0001160	CAPO304743	SACKO_03583
OG0001161	CAPO301112	SACKO_21600, SACKO_15264, SACKO_27696
OG0001163	CAPO301684, CAPO307755, CAPO304886	SACKO_31507
OG0001167	CAPO307849	SACKO_12026
OG0001168	CAPO301546	SACKO_18942
OG0001169	CAPO301751	SACKO_01891
OG0001170	CAPO302766	SACKO_27342
OG0001171	CAPO300420	SACKO_20825
OG0001175	CAPO304133, CAPO306812	SACKO_00167
OG0001179	CAPO300184	SACKO_26771, SACKO_32134
OG0001181	CAPO301983	SACKO_08231, SACKO_27253, SACKO_08232
OG0001183	CAPO301096	SACKO_22928, SACKO_25666
OG0001184	CAPO306392	SACKO_04686
OG0001185	CAPO303366	SACKO_25271
OG0001186	CAPO302303	SACKO_04961
OG0001186	CAPO307451	SACKO_32087
OG0001188	CAPO300558	SACKO_25731
OG0001191	CAPO301625	SACKO_17114
OG0001196	CAPO301570	SACKO_02477
OG0001197	CAPO306552	SACKO_29198, SACKO_32347
OG0001199	CAPO305690	SACKO_31333, SACKO_03906
OG0001201	CAPO302220	SACKO_15686
OG0001202	CAPO306186	SACKO_21894, SACKO_33694
OG0001207	CAPO305627	SACKO_03977
OG0001207	CAPO302093	SACKO_25128
OG0001208	CAPO300830	SACKO_25532
OG0001209	CAPO302948	SACKO_17895, SACKO_21794
OG0001210	CAPO300919	SACKO_12027
OG0001210	CAPO302555	SACKO_22645
OG0001213	CAPO304729	SACKO_12475
OG0001213	CAPO303632	SACKO_19088
OG0001214	CAPO304780	SACKO_17861
OG0001215	CAPO302583	SACKO_19345
OG0001216	CAPO307997	SACKO_20921, SACKO_23314
OG0001217	CAPO306810	SACKO_25190, SACKO_25209
OG0001218	CAPO307457	SACKO_09575
OG0001221	CAPO307765	SACKO_15128, SACKO_31267, SACKO_31272, SACKO_31273
OG0001222	CAPO301496, CAPO301391, CAPO303918	SACKO_24552, SACKO_02676
OG0001226	CAPO307936	SACKO_21968, SACKO_20774
OG0001232	CAPO304224	SACKO_31664, SACKO_31674, SACKO_01123, SACKO_31671
OG0001233	CAPO303591	SACKO_30626, SACKO_00389, SACKO_00384, SACKO_00398
OG0001234	CAPO307897	SACKO_26867, SACKO_26860
OG0001241	CAPO303368	SACKO_21518
OG0001241	CAPO304888	SACKO_25804
OG0001247	CAPO303193, CAPO307423	SACKO_16919
OG0001248	CAPO303079	SACKO_03917
OG0001249	CAPO306922	SACKO_07046, SACKO_07044
OG0001250	CAPO302323	SACKO_22060
OG0001251	CAPO302019	SACKO_21043
OG0001252	CAPO300016	SACKO_00497
OG0001253	CAPO306156	SACKO_07955
OG0001254	CAPO307546	SACKO_17099, SACKO_17085, SACKO_17104
OG0001261	CAPO302839	SACKO_02379
OG0001263	CAPO301777	SACKO_18553, SACKO_10674
OG0001267	CAPO307578	SACKO_05778, SACKO_25091, SACKO_21996
OG0001268	CAPO303692	SACKO_11197, SACKO_06254, SACKO_30805
OG0001270	CAPO306176	SACKO_24994
OG0001270	CAPO304393	SACKO_01019
OG0001271	CAPO302779	SACKO_30312
OG0001272	CAPO305566	SACKO_25421
OG0001273	CAPO301889	SACKO_29270
OG0001274	CAPO308194	SACKO_16020
OG0001276	CAPO302888	SACKO_30635
OG0001278	CAPO306229	SACKO_28908, SACKO_12827, SACKO_12823
OG0001279	CAPO302733	SACKO_20454
OG0001280	CAPO300326	SACKO_17298
OG0001281	CAPO304088, CAPO303543	SACKO_27839, SACKO_17699, SACKO_17706, SACKO_27835, SACKO_17701, SACKO_25721
OG0001282	CAPO303595	SACKO_11635
OG0001284	CAPO300970	SACKO_27293, SACKO_16492
OG0001285	CAPO304179	SACKO_12735
OG0001286	CAPO303892	SACKO_00888, SACKO_00969
OG0001287	CAPO302822, CAPO304538	SACKO_31693
OG0001288	CAPO302651	SACKO_05048, SACKO_15962
OG0001289	CAPO306071	SACKO_27725, SACKO_22810
OG0001290	CAPO302574	SACKO_09675, SACKO_22471
OG0001291	CAPO300695	SACKO_21943
OG0001294	CAPO304223	SACKO_03533
OG0001295	CAPO306210	SACKO_22899
OG0001296	CAPO308260	SACKO_11661
OG0001297	CAPO305437	SACKO_31951, SACKO_31914
OG0001300	CAPO303702, CAPO301019, CAPO300154	SACKO_02042
OG0001302	CAPO302654	SACKO_07352
OG0001302	CAPO302215	SACKO_13308
OG0001304	CAPO302419	SACKO_19061
OG0001305	CAPO304488	SACKO_26780
OG0001308	CAPO300432	SACKO_29701
OG0001309	CAPO300871	SACKO_31608
OG0001310	CAPO305405	SACKO_11650
OG0001310	CAPO300151	SACKO_12687
OG0001311	CAPO300585	SACKO_03046, SACKO_14169
OG0001312	CAPO304811	SACKO_03694
OG0001314	CAPO306642	SACKO_28289, SACKO_25320, SACKO_08201, SACKO_28337, SACKO_23656, SACKO_08222, SACKO_24985
OG0001317	CAPO302225	SACKO_20482, SACKO_08200
OG0001318	CAPO306280	SACKO_20260
OG0001318	CAPO303315	SACKO_33046
OG0001319	CAPO304915	SACKO_33893, SACKO_17261
OG0001320	CAPO307498	SACKO_15495
OG0001320	CAPO304958	SACKO_03528
OG0001321	CAPO301358	SACKO_00755
OG0001322	CAPO302022	SACKO_00634, SACKO_05223
OG0001323	CAPO301735	SACKO_09370
OG0001325	CAPO304115	SACKO_27663
OG0001326	CAPO306149	SACKO_30260
OG0001327	CAPO305568	SACKO_11723, SACKO_26434
OG0001328	CAPO302287	SACKO_24069
OG0001330	CAPO304584, CAPO300112	SACKO_00723
OG0001332	CAPO305487	SACKO_15759, SACKO_15750, SACKO_15764, SACKO_15770
OG0001333	CAPO301191	SACKO_02537, SACKO_31933, SACKO_31954
OG0001344	CAPO308153	SACKO_14763
OG0001345	CAPO306177	SACKO_23714, SACKO_23639, SACKO_23595, SACKO_23715
OG0001348	CAPO304908	SACKO_28912
OG0001350	CAPO305116, CAPO303054	SACKO_01074
OG0001352	CAPO303801	SACKO_25575, SACKO_25587, SACKO_15835, SACKO_13422, SACKO_13435
OG0001353	CAPO303379	SACKO_05612
OG0001355	CAPO307732	SACKO_12733
OG0001358	CAPO302204	SACKO_18923, SACKO_18913
OG0001359	CAPO303726	SACKO_04493, SACKO_04499
OG0001361	CAPO307400	SACKO_13566
OG0001361	CAPO306689	SACKO_06636, SACKO_20244
OG0001364	CAPO307249	SACKO_22285
OG0001366	CAPO302707	SACKO_14270, SACKO_14260
OG0001367	CAPO304628	SACKO_11804
OG0001370	CAPO306956	SACKO_00812
OG0001372	CAPO301063	SACKO_27561, SACKO_16399, SACKO_27587
OG0001372	CAPO306529	SACKO_23028
OG0001373	CAPO300734	SACKO_09984
OG0001378	CAPO302717	SACKO_24430, SACKO_21687
OG0001382	CAPO306735	SACKO_22264
OG0001383	CAPO300442	SACKO_27457
OG0001386	CAPO305078	SACKO_02115
OG0001387	CAPO306110, CAPO306288	SACKO_07056
OG0001397	CAPO306119	SACKO_20543, SACKO_02267
OG0001399	CAPO304148	SACKO_22119, SACKO_19007
OG0001400	CAPO305841	SACKO_05641
OG0001404	CAPO302450	SACKO_24460, SACKO_18033, SACKO_05491
OG0001405	CAPO302942	SACKO_07421
OG0001406	CAPO305604	SACKO_29996
OG0001408	CAPO304468	SACKO_32306
OG0001409	CAPO300832	SACKO_32640
OG0001410	CAPO304381	SACKO_14471
OG0001410	CAPO303461	SACKO_00287
OG0001411	CAPO301653	SACKO_04096
OG0001412	CAPO304843	SACKO_09199, SACKO_13714, SACKO_01410
OG0001413	CAPO300375	SACKO_13707
OG0001414	CAPO301834	SACKO_04758
OG0001414	CAPO303273	SACKO_30191
OG0001415	CAPO307087	SACKO_02741
OG0001416	CAPO300753	SACKO_14338, SACKO_30742
OG0001418	CAPO300218	SACKO_04240
OG0001420	CAPO304723, CAPO308198, CAPO308234, CAPO305541, CAPO307813	SACKO_11942
OG0001422	CAPO308345, CAPO303120	SACKO_08100
OG0001423	CAPO301310	SACKO_22783
OG0001424	CAPO304776	SACKO_10409, SACKO_16678, SACKO_16677
OG0001425	CAPO302275, CAPO302850	SACKO_32937
OG0001426	CAPO302841	SACKO_29415
OG0001427	CAPO302723	SACKO_25289
OG0001428	CAPO303027	SACKO_29404
OG0001430	CAPO300562	SACKO_23248
OG0001431	CAPO308230	SACKO_19695
OG0001437	CAPO304955	SACKO_01223
OG0001440	CAPO305450	SACKO_26843, SACKO_13032, SACKO_09213
OG0001445	CAPO301958	SACKO_32917
OG0001446	CAPO304614	SACKO_29922, SACKO_01303, SACKO_29925
OG0001447	CAPO307093	SACKO_02819
OG0001449	CAPO306822	SACKO_30150
OG0001451	CAPO300036	SACKO_10470, SACKO_05414, SACKO_07824
