Orthogroup	CAPO3	ASTMX
OG0000567	CAPO300710, CAPO302895	ASTMX07889, ASTMX10650, ASTMX02913
OG0000572	CAPO302048	ASTMX14415, ASTMX08526, ASTMX09438, ASTMX05246
OG0000573	CAPO301573	ASTMX14748, ASTMX06784, ASTMX11352, ASTMX15555, ASTMX04860, ASTMX18772, ASTMX02110
OG0000573	CAPO300482	ASTMX02201
OG0000574	CAPO303025	ASTMX11657, ASTMX08559
OG0000578	CAPO305505	ASTMX18006, ASTMX10470, ASTMX08286, ASTMX01576, ASTMX10827, ASTMX04585, ASTMX13822, ASTMX06067
OG0000583	CAPO302594	ASTMX19288, ASTMX12142, ASTMX19104, ASTMX09781, ASTMX15227, ASTMX16808, ASTMX07495
OG0000585	CAPO302010	ASTMX01008, ASTMX17107, ASTMX01746, ASTMX10753, ASTMX02113, ASTMX17466, ASTMX08311, ASTMX20178, ASTMX01009
OG0000586	CAPO304818	ASTMX21165, ASTMX21164, ASTMX06304, ASTMX01062, ASTMX07105, ASTMX02632, ASTMX21166, ASTMX07309, ASTMX21686, ASTMX16567
OG0000587	CAPO304868	ASTMX17633, ASTMX15674, ASTMX05654, ASTMX18684, ASTMX02880
OG0000588	CAPO300701	ASTMX03016
OG0000590	CAPO302664	ASTMX12992, ASTMX20440, ASTMX15142, ASTMX10181, ASTMX04496
OG0000590	CAPO307990	ASTMX11935, ASTMX00513
OG0000591	CAPO300885	ASTMX04992, ASTMX12325, ASTMX06564
OG0000591	CAPO301508, CAPO306921	ASTMX06089, ASTMX06091, ASTMX09194, ASTMX03131, ASTMX08773, ASTMX06088
OG0000592	CAPO302552	ASTMX15625, ASTMX01208, ASTMX00581, ASTMX20394, ASTMX11355
OG0000593	CAPO303950	ASTMX11066, ASTMX07725, ASTMX21954, ASTMX04864, ASTMX09942, ASTMX00591, ASTMX02549, ASTMX05477, ASTMX19749
OG0000594	CAPO305185	ASTMX12792, ASTMX14374, ASTMX18889, ASTMX12791, ASTMX14375, ASTMX18890, ASTMX10755, ASTMX00628, ASTMX18421
OG0000597	CAPO305949	ASTMX09658, ASTMX18806, ASTMX12198, ASTMX07313, ASTMX15757
OG0000600	CAPO302133	ASTMX20643, ASTMX08135, ASTMX01949, ASTMX20647, ASTMX20645, ASTMX04525, ASTMX10693
OG0000603	CAPO300286	ASTMX01585, ASTMX22855, ASTMX10221, ASTMX04851, ASTMX01584, ASTMX06561, ASTMX19202
OG0000604	CAPO304248	ASTMX20952, ASTMX03236, ASTMX19938, ASTMX03235, ASTMX11005, ASTMX17547, ASTMX19569, ASTMX12146, ASTMX03234, ASTMX19571, ASTMX20953, ASTMX20951, ASTMX19937, ASTMX21867, ASTMX19572, ASTMX20954
OG0000609	CAPO306415	ASTMX19499, ASTMX00147, ASTMX19500, ASTMX13250, ASTMX05358
OG0000611	CAPO305139	ASTMX07157, ASTMX09331, ASTMX05615
OG0000611	CAPO302505	ASTMX12827
OG0000612	CAPO308174	ASTMX10076, ASTMX09692, ASTMX18860, ASTMX09749
OG0000612	CAPO300901	ASTMX15804
OG0000613	CAPO306741, CAPO303985	ASTMX01217, ASTMX05307, ASTMX07479, ASTMX16319, ASTMX03360
OG0000614	CAPO306138, CAPO304207	ASTMX11010
OG0000616	CAPO301011	ASTMX03499, ASTMX16225, ASTMX12370, ASTMX03498, ASTMX08899
OG0000619	CAPO303580	ASTMX10497, ASTMX11699, ASTMX15036, ASTMX15037, ASTMX12055, ASTMX11698, ASTMX11697, ASTMX11692, ASTMX15038
OG0000620	CAPO300569	ASTMX19268, ASTMX02620
OG0000623	CAPO306891	ASTMX07600
OG0000623	CAPO306678	ASTMX07831, ASTMX20139, ASTMX15503
OG0000624	CAPO304034, CAPO304035	ASTMX13226, ASTMX19412, ASTMX08664
OG0000627	CAPO301912	ASTMX21721, ASTMX00646, ASTMX01724, ASTMX02960, ASTMX07039, ASTMX06195
OG0000628	CAPO306878	ASTMX05782, ASTMX11840, ASTMX18687, ASTMX03435, ASTMX03434, ASTMX12380, ASTMX18405, ASTMX15898
OG0000629	CAPO304632	ASTMX09268, ASTMX02967, ASTMX18251, ASTMX09266, ASTMX08860, ASTMX17914, ASTMX07251
OG0000634	CAPO305866	ASTMX01056, ASTMX12422
OG0000636	CAPO300927, CAPO308236	ASTMX16568, ASTMX15211, ASTMX02467, ASTMX01529, ASTMX19165, ASTMX14950
OG0000637	CAPO306492	ASTMX21369, ASTMX21579, ASTMX17434
OG0000639	CAPO300322	ASTMX07088, ASTMX03393
OG0000639	CAPO305269	ASTMX02657, ASTMX18519, ASTMX07469, ASTMX21171
OG0000642	CAPO307461, CAPO301979, CAPO301558, CAPO307468, CAPO303537, CAPO307029, CAPO305272, CAPO302782, CAPO302430	ASTMX01930, ASTMX01929, ASTMX17309, ASTMX04214, ASTMX12313
OG0000642	CAPO302566	ASTMX10591
OG0000643	CAPO301316	ASTMX02318, ASTMX01314, ASTMX20408, ASTMX05940, ASTMX03512
OG0000645	CAPO306925	ASTMX12833, ASTMX02606
OG0000645	CAPO307784, CAPO304648	ASTMX18567, ASTMX05124
OG0000648	CAPO306715	ASTMX22428, ASTMX02643
OG0000648	CAPO307568	ASTMX15128, ASTMX02551
OG0000650	CAPO302429	ASTMX12731, ASTMX05353, ASTMX08700, ASTMX08975, ASTMX20574, ASTMX08278, ASTMX16890, ASTMX00837, ASTMX13841
OG0000651	CAPO301045	ASTMX17737, ASTMX05303, ASTMX08641
OG0000652	CAPO307163	ASTMX00762, ASTMX06378, ASTMX06377, ASTMX00760, ASTMX00761, ASTMX07128, ASTMX20824, ASTMX06369, ASTMX00763
OG0000653	CAPO304384	ASTMX20196, ASTMX12008, ASTMX16680, ASTMX08281, ASTMX18100, ASTMX03946, ASTMX02496, ASTMX13550, ASTMX18970, ASTMX13180, ASTMX06484
OG0000657	CAPO304462	ASTMX12483, ASTMX19401
OG0000660	CAPO304213	ASTMX00650, ASTMX17867
OG0000662	CAPO308235	ASTMX17885, ASTMX16404, ASTMX12633, ASTMX19890, ASTMX07727
OG0000663	CAPO303713	ASTMX00870, ASTMX22176
OG0000664	CAPO305353	ASTMX04014, ASTMX05721, ASTMX16074, ASTMX00707, ASTMX05443, ASTMX20094
OG0000665	CAPO304505, CAPO304163	ASTMX00639, ASTMX14293, ASTMX19003, ASTMX12074, ASTMX09156, ASTMX14734, ASTMX03383
OG0000666	CAPO306172	ASTMX04457, ASTMX08317, ASTMX16636, ASTMX13230, ASTMX04456, ASTMX04455, ASTMX12814, ASTMX08397, ASTMX19047
OG0000667	CAPO305865	ASTMX20350, ASTMX23022, ASTMX21283, ASTMX23017
OG0000672	CAPO301072	ASTMX06515, ASTMX05666
OG0000672	CAPO301848	ASTMX04882
OG0000674	CAPO303746	ASTMX09072, ASTMX11026, ASTMX07263, ASTMX16632, ASTMX09005
OG0000676	CAPO304343, CAPO305288	ASTMX00864, ASTMX18277
OG0000676	CAPO300920, CAPO304680	ASTMX08754, ASTMX04107, ASTMX12053, ASTMX05384, ASTMX03141
OG0000683	CAPO304912	ASTMX00004, ASTMX04192
OG0000683	CAPO305392, CAPO303509	ASTMX02366, ASTMX20098, ASTMX14160
OG0000684	CAPO306227	ASTMX02086, ASTMX02670, ASTMX17835, ASTMX13854
OG0000686	CAPO300156	ASTMX05101, ASTMX19072
OG0000690	CAPO306653	ASTMX00910, ASTMX12919
OG0000690	CAPO306445	ASTMX02690
OG0000690	CAPO304114	ASTMX17891, ASTMX22294
OG0000691	CAPO301028	ASTMX15518, ASTMX23065, ASTMX17535, ASTMX19545, ASTMX15604, ASTMX00917, ASTMX18521
OG0000692	CAPO301383, CAPO306980	ASTMX05795
OG0000693	CAPO300633	ASTMX01005, ASTMX05252, ASTMX09341, ASTMX22319, ASTMX13726, ASTMX10635
OG0000693	CAPO307538	ASTMX11362
OG0000693	CAPO305975, CAPO301547	ASTMX17297
OG0000694	CAPO302468	ASTMX03278, ASTMX14068, ASTMX09753, ASTMX09044
OG0000696	CAPO305456	ASTMX10247
OG0000697	CAPO304466, CAPO306724	ASTMX20673, ASTMX15925, ASTMX22108, ASTMX19355, ASTMX01748, ASTMX13942, ASTMX09469
OG0000699	CAPO306785, CAPO302735	ASTMX12167, ASTMX03451
OG0000701	CAPO306727	ASTMX20666, ASTMX10954, ASTMX11996, ASTMX15941
OG0000703	CAPO308078	ASTMX02735, ASTMX03772, ASTMX19327
OG0000706	CAPO301985	ASTMX12909, ASTMX06417, ASTMX00708
OG0000708	CAPO302130	ASTMX20485, ASTMX07401
OG0000708	CAPO300640	ASTMX01986, ASTMX04018
OG0000709	CAPO305451	ASTMX03927, ASTMX01587, ASTMX01677, ASTMX01678, ASTMX12944
OG0000711	CAPO304713	ASTMX10859, ASTMX02221, ASTMX06274, ASTMX00349, ASTMX10858
OG0000713	CAPO302804	ASTMX05607, ASTMX20151, ASTMX06165, ASTMX06166
OG0000715	CAPO305197	ASTMX14672, ASTMX18871, ASTMX22799, ASTMX19603, ASTMX07512, ASTMX20053, ASTMX05364
OG0000716	CAPO306457	ASTMX07959, ASTMX03833, ASTMX05778
OG0000717	CAPO302989	ASTMX09731, ASTMX10325, ASTMX00509, ASTMX05729, ASTMX14194, ASTMX15771, ASTMX00510
OG0000718	CAPO301597, CAPO306021	ASTMX00156, ASTMX21497, ASTMX08739, ASTMX06759, ASTMX18042, ASTMX01851, ASTMX22450
OG0000721	CAPO305154, CAPO301906	ASTMX09355, ASTMX10626, ASTMX01119, ASTMX09098, ASTMX11905, ASTMX16534
OG0000724	CAPO300826	ASTMX14147, ASTMX14520, ASTMX08940, ASTMX16541
OG0000726	CAPO302910	ASTMX13772, ASTMX13000, ASTMX04188, ASTMX09401, ASTMX07399
OG0000731	CAPO304569	ASTMX02541, ASTMX17854, ASTMX16715, ASTMX02722
OG0000732	CAPO304867	ASTMX04110, ASTMX08757, ASTMX08756
OG0000732	CAPO302445	ASTMX19433, ASTMX11592, ASTMX05482
OG0000733	CAPO301695	ASTMX13523, ASTMX10818, ASTMX05629, ASTMX01287, ASTMX12275, ASTMX15113, ASTMX04231
OG0000735	CAPO302824	ASTMX18670, ASTMX15914, ASTMX01829, ASTMX03219
OG0000736	CAPO306770	ASTMX19171, ASTMX16058, ASTMX08660, ASTMX00487
OG0000737	CAPO304586	ASTMX07624, ASTMX11985
OG0000743	CAPO306268	ASTMX19716, ASTMX20693, ASTMX11433, ASTMX04870, ASTMX03638, ASTMX04869, ASTMX21402
OG0000748	CAPO301276	ASTMX16043
OG0000751	CAPO302771	ASTMX20516, ASTMX04152, ASTMX15696
OG0000751	CAPO304118	ASTMX19712, ASTMX07901
OG0000752	CAPO305335	ASTMX06480
OG0000753	CAPO301378	ASTMX22178, ASTMX21967
OG0000755	CAPO300267	ASTMX12763, ASTMX09944, ASTMX09713, ASTMX10144
OG0000757	CAPO307096	ASTMX17086
OG0000757	CAPO300067	ASTMX05445
OG0000758	CAPO305275	ASTMX19954, ASTMX19547, ASTMX16359, ASTMX11953, ASTMX19955, ASTMX17536, ASTMX07595
OG0000759	CAPO300473	ASTMX14677, ASTMX13249, ASTMX18116, ASTMX06445, ASTMX15465, ASTMX13612, ASTMX13613
OG0000761	CAPO305655	ASTMX04074, ASTMX18480, ASTMX02391
OG0000765	CAPO301853	ASTMX18648, ASTMX05048
OG0000766	CAPO300388	ASTMX11015, ASTMX06840, ASTMX04918, ASTMX08201
OG0000767	CAPO305367	ASTMX03288, ASTMX02324, ASTMX18659, ASTMX03804
OG0000768	CAPO306612, CAPO302492, CAPO307738, CAPO305672, CAPO305904	ASTMX07141, ASTMX00777, ASTMX22777, ASTMX20032
OG0000772	CAPO304708, CAPO302709	ASTMX21784
OG0000774	CAPO306995	ASTMX06458, ASTMX12899, ASTMX04044
OG0000775	CAPO306201	ASTMX08143, ASTMX19025
OG0000776	CAPO307356	ASTMX07839, ASTMX16276, ASTMX00140, ASTMX08791, ASTMX16952
OG0000779	CAPO305943	ASTMX03346
OG0000779	CAPO300301	ASTMX03437, ASTMX00687, ASTMX11032, ASTMX06141
OG0000788	CAPO304590	ASTMX03595, ASTMX18586, ASTMX05072, ASTMX10651, ASTMX11933, ASTMX02454
OG0000791	CAPO304699	ASTMX13100, ASTMX11966, ASTMX00979, ASTMX16746, ASTMX17098
OG0000792	CAPO305838	ASTMX01915, ASTMX11855, ASTMX16348
OG0000793	CAPO301604	ASTMX14223, ASTMX10357, ASTMX01727, ASTMX02233, ASTMX02443, ASTMX05161, ASTMX20115
OG0000794	CAPO304031	ASTMX04449, ASTMX12232, ASTMX04448, ASTMX18972
OG0000796	CAPO301075	ASTMX20325
OG0000796	CAPO301385	ASTMX20326
OG0000797	CAPO307534	ASTMX20588, ASTMX19577
OG0000803	CAPO301668	ASTMX01085, ASTMX17361
OG0000810	CAPO305098, CAPO306601	ASTMX22884, ASTMX14057, ASTMX12714, ASTMX07516, ASTMX17120
OG0000813	CAPO300040, CAPO308168	ASTMX04213, ASTMX12845, ASTMX17981
OG0000814	CAPO307227	ASTMX15594, ASTMX15595
OG0000815	CAPO300838	ASTMX05918, ASTMX00181, ASTMX08658
OG0000816	CAPO304990	ASTMX01604, ASTMX07613, ASTMX14361, ASTMX03674, ASTMX12133
OG0000818	CAPO307028	ASTMX15406
OG0000818	CAPO307656	ASTMX12922, ASTMX22575, ASTMX07670, ASTMX01486, ASTMX09066
OG0000820	CAPO303993, CAPO304861, CAPO306914, CAPO301340, CAPO300173, CAPO302332, CAPO305090, CAPO300452	ASTMX12576, ASTMX21202, ASTMX17705, ASTMX08673, ASTMX00527, ASTMX23035, ASTMX11792, ASTMX15475
OG0000824	CAPO303788	ASTMX19093, ASTMX19096, ASTMX19094, ASTMX19092, ASTMX12217, ASTMX19091, ASTMX12216, ASTMX19095
OG0000825	CAPO305165, CAPO306157, CAPO306129	ASTMX14867, ASTMX09792, ASTMX19849, ASTMX06289
OG0000826	CAPO306060	ASTMX19669
OG0000827	CAPO304578	ASTMX00352, ASTMX03408, ASTMX03367
OG0000828	CAPO306023	ASTMX13643
OG0000828	CAPO307153	ASTMX19023
OG0000834	CAPO306233	ASTMX06048, ASTMX10777, ASTMX03780, ASTMX11762, ASTMX10829, ASTMX00566
OG0000836	CAPO306019, CAPO307821	ASTMX14295, ASTMX00637, ASTMX02859
OG0000837	CAPO308104, CAPO303511	ASTMX11955, ASTMX04294, ASTMX04295, ASTMX04140, ASTMX07602, ASTMX17291
OG0000838	CAPO303856	ASTMX09271, ASTMX02044, ASTMX09270, ASTMX02043, ASTMX16316
OG0000841	CAPO300281	ASTMX20423
OG0000841	CAPO307470	ASTMX20424, ASTMX10887, ASTMX01216, ASTMX12144
OG0000844	CAPO306591, CAPO307267	ASTMX05225, ASTMX06886, ASTMX11513, ASTMX04355, ASTMX10336, ASTMX04359
OG0000845	CAPO303615	ASTMX11852, ASTMX04520, ASTMX05855
OG0000847	CAPO301759, CAPO307057	ASTMX04476
OG0000847	CAPO308298	ASTMX13199, ASTMX17255
OG0000849	CAPO304492	ASTMX14573, ASTMX21951, ASTMX13338, ASTMX16587, ASTMX06284
OG0000850	CAPO302141	ASTMX16693, ASTMX02820
OG0000850	CAPO306299	ASTMX12095
OG0000851	CAPO304092	ASTMX09788, ASTMX09789, ASTMX17144, ASTMX08263
OG0000852	CAPO307622	ASTMX01973, ASTMX04325
OG0000857	CAPO302559	ASTMX18737, ASTMX15778, ASTMX01089, ASTMX09003
OG0000858	CAPO302161	ASTMX08402
OG0000858	CAPO306693	ASTMX03492
OG0000860	CAPO306338	ASTMX22579, ASTMX13435, ASTMX16785, ASTMX21569, ASTMX19755
OG0000871	CAPO300407	ASTMX22315
OG0000872	CAPO308293	ASTMX20999, ASTMX02605
OG0000873	CAPO307878	ASTMX20798, ASTMX15340, ASTMX21884, ASTMX15339, ASTMX15341, ASTMX18171, ASTMX02450, ASTMX18538, ASTMX22220
OG0000875	CAPO303418, CAPO302903	ASTMX10227, ASTMX22128, ASTMX15020
OG0000876	CAPO302150	ASTMX16792, ASTMX16648, ASTMX15450, ASTMX11061, ASTMX09402, ASTMX16730
OG0000877	CAPO304981	ASTMX02085, ASTMX00683
OG0000879	CAPO301982	ASTMX19602, ASTMX05400
OG0000881	CAPO301333, CAPO300020	ASTMX08736, ASTMX09138
OG0000881	CAPO308042	ASTMX09646, ASTMX05888
OG0000888	CAPO300320	ASTMX14224, ASTMX11928
OG0000888	CAPO301794	ASTMX21100
OG0000889	CAPO302257	ASTMX01303, ASTMX13535
OG0000889	CAPO304144	ASTMX17253, ASTMX13198, ASTMX13987, ASTMX20205
OG0000890	CAPO304283	ASTMX13028, ASTMX21054, ASTMX07291
OG0000894	CAPO300968, CAPO300967	ASTMX14915, ASTMX19186
OG0000894	CAPO301227	ASTMX07726, ASTMX19891, ASTMX11065
OG0000896	CAPO301183	ASTMX08984
OG0000896	CAPO304049	ASTMX03839, ASTMX20490
OG0000897	CAPO306059	ASTMX00619, ASTMX00999, ASTMX08838
OG0000898	CAPO302619	ASTMX07406, ASTMX18529
OG0000899	CAPO300655	ASTMX04348, ASTMX20253, ASTMX02728, ASTMX04745, ASTMX18004
OG0000904	CAPO305539	ASTMX09306, ASTMX14881, ASTMX12135, ASTMX11271
OG0000909	CAPO300878	ASTMX14114, ASTMX08183, ASTMX18935, ASTMX02527
OG0000911	CAPO302608	ASTMX10186, ASTMX20068, ASTMX11057, ASTMX07865, ASTMX06052
OG0000912	CAPO302397	ASTMX10500, ASTMX10501, ASTMX16615, ASTMX11993, ASTMX21776, ASTMX13041, ASTMX04397
OG0000913	CAPO300255	ASTMX04731, ASTMX14355
OG0000914	CAPO302002	ASTMX10770, ASTMX04016, ASTMX01787, ASTMX05533, ASTMX00615
OG0000915	CAPO306555	ASTMX19052, ASTMX06403, ASTMX16161, ASTMX09477, ASTMX05555, ASTMX07212
OG0000921	CAPO300272	ASTMX13599
OG0000925	CAPO304563	ASTMX10561, ASTMX00132, ASTMX00555
OG0000928	CAPO301245	ASTMX22584, ASTMX18625, ASTMX17517, ASTMX00645, ASTMX01726
OG0000929	CAPO303494	ASTMX04114, ASTMX07004, ASTMX06184, ASTMX16944, ASTMX10239, ASTMX04285
OG0000931	CAPO303586	ASTMX03677, ASTMX12585, ASTMX17985, ASTMX22261, ASTMX22383, ASTMX03676, ASTMX14957, ASTMX17984
OG0000932	CAPO306783	ASTMX11726
OG0000933	CAPO304170	ASTMX03259, ASTMX06999, ASTMX13050, ASTMX05807
OG0000934	CAPO306946, CAPO300619	ASTMX09810, ASTMX09922
OG0000934	CAPO304006	ASTMX09273, ASTMX08879, ASTMX19792
OG0000935	CAPO307401	ASTMX04934, ASTMX18192, ASTMX02617, ASTMX18423, ASTMX09074, ASTMX14216, ASTMX00813
OG0000944	CAPO304090	ASTMX07936, ASTMX13997, ASTMX11801, ASTMX01164
OG0000952	CAPO300179	ASTMX04103, ASTMX16768, ASTMX08010, ASTMX16769
OG0000954	CAPO303535	ASTMX15027
OG0000954	CAPO305800	ASTMX21854
OG0000955	CAPO303429	ASTMX18471, ASTMX19384
OG0000955	CAPO301514	ASTMX22024
OG0000955	CAPO308190	ASTMX11621
OG0000960	CAPO304728	ASTMX16444, ASTMX07245, ASTMX15601, ASTMX10147
OG0000963	CAPO303990	ASTMX07918, ASTMX18186, ASTMX05064, ASTMX15961
OG0000965	CAPO305928	ASTMX11644
OG0000965	CAPO302148	ASTMX05585
OG0000967	CAPO304786	ASTMX07666, ASTMX03215
OG0000970	CAPO301807	ASTMX16775, ASTMX10621
OG0000974	CAPO306940	ASTMX15410
OG0000978	CAPO306307	ASTMX10667, ASTMX02304, ASTMX07458, ASTMX17117, ASTMX00202, ASTMX01648
OG0000982	CAPO301371	ASTMX07919, ASTMX18187, ASTMX11536, ASTMX07445, ASTMX13438, ASTMX10025
OG0000982	CAPO305575	ASTMX18188
OG0000984	CAPO307940	ASTMX02397
OG0000985	CAPO304864	ASTMX09768, ASTMX15611, ASTMX12134, ASTMX10557, ASTMX04706
OG0000986	CAPO305058	ASTMX21143, ASTMX19507, ASTMX13383, ASTMX12846, ASTMX17978
OG0000987	CAPO306365	ASTMX15681, ASTMX02636, ASTMX09408, ASTMX04754, ASTMX04880, ASTMX14766
OG0000992	CAPO308244	ASTMX21108, ASTMX16823, ASTMX21083
OG0000994	CAPO306999	ASTMX09930
OG0000996	CAPO304603	ASTMX23040, ASTMX18947, ASTMX18386, ASTMX22748, ASTMX01122, ASTMX09090, ASTMX06171, ASTMX18948
OG0000997	CAPO306501	ASTMX09339
OG0000999	CAPO303484, CAPO302236	ASTMX07361, ASTMX15986, ASTMX14492, ASTMX00353, ASTMX16560
OG0001006	CAPO308145	ASTMX19697, ASTMX13446, ASTMX05959, ASTMX13127
OG0001009	CAPO305830	ASTMX08160, ASTMX00855
OG0001015	CAPO304771	ASTMX04064, ASTMX10509, ASTMX07749
OG0001016	CAPO300038	ASTMX02659
OG0001016	CAPO302596	ASTMX09603
OG0001018	CAPO305732	ASTMX14402
OG0001024	CAPO300862	ASTMX03675, ASTMX18108, ASTMX07995, ASTMX09301, ASTMX15826, ASTMX03255
OG0001033	CAPO305083	ASTMX11272, ASTMX16778, ASTMX20310
OG0001033	CAPO300376	ASTMX02891, ASTMX13562
OG0001036	CAPO301917	ASTMX15297, ASTMX00943, ASTMX04320, ASTMX20857
OG0001037	CAPO306107	ASTMX09605, ASTMX13457, ASTMX18385, ASTMX09123
OG0001039	CAPO305080	ASTMX00965, ASTMX19682
OG0001042	CAPO301530	ASTMX01745, ASTMX19070, ASTMX15836, ASTMX02594, ASTMX01999
OG0001044	CAPO305401, CAPO306389	ASTMX11020, ASTMX07810, ASTMX07811
OG0001046	CAPO304357	ASTMX04989, ASTMX12326, ASTMX15400, ASTMX21403, ASTMX04871
OG0001048	CAPO306868	ASTMX11990, ASTMX19153, ASTMX16464, ASTMX06652, ASTMX16463, ASTMX18179, ASTMX03970
OG0001049	CAPO306151	ASTMX06351, ASTMX20676
OG0001049	CAPO305769	ASTMX15120, ASTMX04802
OG0001050	CAPO306892	ASTMX02532, ASTMX22959
OG0001050	CAPO306760	ASTMX17116, ASTMX01295, ASTMX07885, ASTMX07884, ASTMX00384, ASTMX06846
OG0001060	CAPO302777	ASTMX14477, ASTMX15173
OG0001062	CAPO300111	ASTMX14307, ASTMX08563, ASTMX02379, ASTMX17790, ASTMX22467
OG0001066	CAPO305156	ASTMX20286, ASTMX02069, ASTMX08837, ASTMX00998, ASTMX09220, ASTMX01339
OG0001072	CAPO304331	ASTMX19026, ASTMX07116
OG0001073	CAPO307880	ASTMX00299, ASTMX15138, ASTMX15137, ASTMX15139, ASTMX07175, ASTMX07176, ASTMX07178, ASTMX17875, ASTMX07177
OG0001075	CAPO305658	ASTMX15603, ASTMX17534, ASTMX07596
OG0001076	CAPO306580	ASTMX03684, ASTMX11243, ASTMX11094
OG0001078	CAPO300211	ASTMX14428, ASTMX16990, ASTMX15708, ASTMX07308, ASTMX21162, ASTMX01731
OG0001082	CAPO306944	ASTMX05356
OG0001083	CAPO306339	ASTMX03242, ASTMX10427, ASTMX17603, ASTMX08493
OG0001085	CAPO305936	ASTMX04023, ASTMX22544, ASTMX08536, ASTMX05559
OG0001092	CAPO303664	ASTMX11230, ASTMX13973, ASTMX21247, ASTMX01637, ASTMX11224, ASTMX11225, ASTMX11227
OG0001095	CAPO303064	ASTMX01042, ASTMX06668, ASTMX10417, ASTMX04271
OG0001096	CAPO308143	ASTMX18205, ASTMX09790
OG0001101	CAPO301529	ASTMX18645
OG0001104	CAPO306923	ASTMX04326, ASTMX19128
OG0001106	CAPO307850	ASTMX12402, ASTMX00435
OG0001108	CAPO300863	ASTMX10776, ASTMX02283
OG0001113	CAPO302840	ASTMX19887
OG0001113	CAPO304589	ASTMX17433
OG0001116	CAPO303103	ASTMX16860, ASTMX18344, ASTMX17053
OG0001120	CAPO300555	ASTMX04101, ASTMX08003, ASTMX10732, ASTMX16697, ASTMX08805, ASTMX16767
OG0001121	CAPO305030	ASTMX15268, ASTMX07286
OG0001123	CAPO305010	ASTMX11965
OG0001124	CAPO307326	ASTMX11649, ASTMX21249
OG0001126	CAPO301067	ASTMX15842, ASTMX02684
OG0001126	CAPO308119	ASTMX15843
OG0001128	CAPO301710	ASTMX18460, ASTMX16489, ASTMX06330, ASTMX08219, ASTMX03840
OG0001129	CAPO306230	ASTMX10908, ASTMX12420, ASTMX13922, ASTMX10145, ASTMX09711
OG0001130	CAPO305636	ASTMX10575
OG0001132	CAPO303538	ASTMX10021
OG0001133	CAPO302577	ASTMX13789
OG0001133	CAPO300360	ASTMX12861
OG0001134	CAPO304261	ASTMX21574, ASTMX21573, ASTMX07671
OG0001135	CAPO304787	ASTMX18867
OG0001136	CAPO301949	ASTMX03984, ASTMX03125, ASTMX00617, ASTMX01730
OG0001137	CAPO308164	ASTMX12515, ASTMX16194, ASTMX01698
OG0001139	CAPO300537	ASTMX08590, ASTMX08334, ASTMX02193, ASTMX16174
OG0001140	CAPO308326	ASTMX00871, ASTMX01335
OG0001142	CAPO304790	ASTMX06998
OG0001143	CAPO304300	ASTMX05178, ASTMX19786, ASTMX21932, ASTMX06862
OG0001144	CAPO307577	ASTMX11062, ASTMX09403, ASTMX17694, ASTMX01911, ASTMX19825
OG0001146	CAPO300511	ASTMX16476, ASTMX05676, ASTMX10477, ASTMX20223
OG0001149	CAPO305549	ASTMX19645, ASTMX17794
OG0001156	CAPO306962	ASTMX06046, ASTMX21567, ASTMX13224, ASTMX10835, ASTMX00559
OG0001158	CAPO302639	ASTMX02087, ASTMX17173, ASTMX12628
OG0001160	CAPO304743	ASTMX03036, ASTMX02042, ASTMX09272
OG0001161	CAPO301112	ASTMX22922, ASTMX05139, ASTMX19392, ASTMX10567
OG0001163	CAPO301684, CAPO307755, CAPO304886	ASTMX21149, ASTMX13397, ASTMX06626
OG0001167	CAPO307849	ASTMX18844, ASTMX18845, ASTMX07609
OG0001168	CAPO301546	ASTMX12263, ASTMX06712, ASTMX05338, ASTMX22562
OG0001169	CAPO301751	ASTMX19435, ASTMX04343
OG0001170	CAPO302766	ASTMX22115, ASTMX20679, ASTMX10709, ASTMX11045, ASTMX11046, ASTMX11047
OG0001171	CAPO300420	ASTMX06140, ASTMX11035, ASTMX09871, ASTMX18404, ASTMX03436
OG0001175	CAPO304133, CAPO306812	ASTMX15626, ASTMX17938, ASTMX10319
OG0001179	CAPO300184	ASTMX12400, ASTMX07456
OG0001181	CAPO301983	ASTMX22174, ASTMX18946, ASTMX06446, ASTMX22724, ASTMX17051, ASTMX17260
OG0001183	CAPO301096	ASTMX12002, ASTMX19735, ASTMX17804
OG0001184	CAPO306392	ASTMX19302
OG0001185	CAPO303366	ASTMX07482, ASTMX10936
OG0001186	CAPO302303	ASTMX18547, ASTMX02567
OG0001186	CAPO307451	ASTMX13845
OG0001188	CAPO300558	ASTMX10472, ASTMX16516, ASTMX05803, ASTMX14514, ASTMX03224
OG0001196	CAPO301570	ASTMX11519, ASTMX11174, ASTMX02339
OG0001197	CAPO306552	ASTMX03942
OG0001199	CAPO305690	ASTMX03290, ASTMX03812, ASTMX03813
OG0001201	CAPO302220	ASTMX07237, ASTMX15800, ASTMX18361, ASTMX18598
OG0001202	CAPO306186	ASTMX12631, ASTMX12630
OG0001207	CAPO305627	ASTMX15583
OG0001207	CAPO302093	ASTMX21871, ASTMX07379, ASTMX05452
OG0001208	CAPO300830	ASTMX00484, ASTMX08670, ASTMX06752, ASTMX12017
OG0001210	CAPO300919	ASTMX01254
OG0001210	CAPO302555	ASTMX10343
OG0001213	CAPO304729	ASTMX13388
OG0001213	CAPO303632	ASTMX21450
OG0001214	CAPO304780	ASTMX09593
