Orthogroup	CAPO3	BRALA
OG0000556	CAPO305079	BRALA15896, BRALA24382, BRALA15880, BRALA07751, BRALA15893, BRALA15897, BRALA15887, BRALA15898, BRALA15884, BRALA15891, BRALA15892, BRALA24383, BRALA15894, BRALA15881, BRALA07749, BRALA24384, BRALA15889, BRALA07753, BRALA07752, BRALA15883, BRALA15882, BRALA15888, BRALA15890
OG0000561	CAPO307817, CAPO304686, CAPO304296	BRALA17425, BRALA17424
OG0000563	CAPO305151	BRALA08933, BRALA08932, BRALA24155
OG0000566	CAPO306820	BRALA07910, BRALA26624
OG0000567	CAPO300710, CAPO302895	BRALA26815, BRALA08155, BRALA15895, BRALA26813, BRALA12434, BRALA10631, BRALA01129, BRALA24836
OG0000569	CAPO302672	BRALA17565, BRALA10221, BRALA00073, BRALA00621, BRALA17656
OG0000572	CAPO302048	BRALA30970, BRALA24438
OG0000573	CAPO301573	BRALA33118
OG0000573	CAPO300482	BRALA35040, BRALA01402
OG0000574	CAPO303025	BRALA35830, BRALA06426, BRALA10469, BRALA02629
OG0000578	CAPO305505	BRALA30383
OG0000583	CAPO302594	BRALA23003, BRALA19696, BRALA24380
OG0000585	CAPO302010	BRALA20335, BRALA20337
OG0000586	CAPO304818	BRALA02479
OG0000587	CAPO304868	BRALA05810
OG0000588	CAPO300701	BRALA24520
OG0000590	CAPO302664	BRALA07082
OG0000590	CAPO307990	BRALA16075, BRALA31942
OG0000591	CAPO300885	BRALA25344
OG0000591	CAPO301508, CAPO306921	BRALA23791, BRALA13642
OG0000592	CAPO302552	BRALA22980, BRALA12293, BRALA12292, BRALA25533
OG0000593	CAPO303950	BRALA10467, BRALA03529
OG0000594	CAPO305185	BRALA10983, BRALA02053
OG0000595	CAPO303068, CAPO304997	BRALA24011, BRALA35587, BRALA02530, BRALA02519, BRALA24006, BRALA31754, BRALA00899, BRALA35706, BRALA35046, BRALA24007, BRALA29409, BRALA02522, BRALA02526, BRALA29630, BRALA02525, BRALA02521, BRALA17829, BRALA02529, BRALA24009, BRALA24012, BRALA09945, BRALA31755, BRALA00901, BRALA00900, BRALA07040, BRALA30192, BRALA07028
OG0000597	CAPO305949	BRALA07224
OG0000600	CAPO302133	BRALA16892, BRALA00923, BRALA16891
OG0000603	CAPO300286	BRALA11986
OG0000604	CAPO304248	BRALA23058
OG0000609	CAPO306415	BRALA13853, BRALA18964, BRALA18966, BRALA18965, BRALA13849, BRALA04542, BRALA05170, BRALA01190, BRALA05174
OG0000611	CAPO305139	BRALA20389
OG0000611	CAPO302505	BRALA27313
OG0000612	CAPO308174	BRALA24052, BRALA24582
OG0000612	CAPO300901	BRALA35398, BRALA20021
OG0000613	CAPO306741, CAPO303985	BRALA12977, BRALA30072
OG0000614	CAPO308097	BRALA03493
OG0000614	CAPO306138, CAPO304207	BRALA26253, BRALA24121
OG0000616	CAPO301011	BRALA23460
OG0000617	CAPO303200, CAPO307815, CAPO308211, CAPO303926, CAPO303924, CAPO303927, CAPO304126, CAPO307888, CAPO301741, CAPO308289, CAPO303317, CAPO306753, CAPO303212, CAPO302527, CAPO302568, CAPO303584, CAPO303106, CAPO302462, CAPO302437, CAPO308109, CAPO302184, CAPO304957, CAPO303314, CAPO303900, CAPO303931, CAPO306863, CAPO308223, CAPO307383, CAPO303613, CAPO303446, CAPO303410, CAPO308100, CAPO307019, CAPO300335, CAPO305613, CAPO305620, CAPO305570, CAPO308045, CAPO303984, CAPO305289, CAPO307167	BRALA18939
OG0000619	CAPO303580	BRALA12118
OG0000620	CAPO300569	BRALA28439, BRALA08655, BRALA19965, BRALA05789, BRALA29470, BRALA08694, BRALA13924, BRALA10352, BRALA24000, BRALA28135, BRALA10351, BRALA10349, BRALA13217, BRALA27492, BRALA32077, BRALA19836, BRALA32855, BRALA18317, BRALA01472, BRALA06169, BRALA06167, BRALA14095, BRALA25014, BRALA25015, BRALA25016, BRALA12503, BRALA14226
OG0000623	CAPO306891	BRALA01906
OG0000623	CAPO306678	BRALA33185
OG0000624	CAPO304034, CAPO304035	BRALA09192
OG0000627	CAPO301912	BRALA29835
OG0000628	CAPO306878	BRALA28627, BRALA16689
OG0000629	CAPO304632	BRALA09148, BRALA24720, BRALA35417, BRALA24722
OG0000634	CAPO305866	BRALA18632, BRALA11661
OG0000637	CAPO306492	BRALA22258, BRALA04773, BRALA05959, BRALA07030, BRALA35665, BRALA25973, BRALA35619
OG0000639	CAPO300322	BRALA16533
OG0000639	CAPO305269	BRALA20016
OG0000642	CAPO307461, CAPO301979, CAPO301558, CAPO307468, CAPO303537, CAPO307029, CAPO305272, CAPO302782, CAPO302430	BRALA06680
OG0000643	CAPO301316	BRALA33609, BRALA01193, BRALA28428
OG0000645	CAPO306925	BRALA20003
OG0000645	CAPO307784, CAPO304648	BRALA04294
OG0000648	CAPO306715	BRALA03156
OG0000648	CAPO307568	BRALA03157
OG0000650	CAPO302429	BRALA06632, BRALA04575
OG0000651	CAPO301045	BRALA29558, BRALA33518
OG0000652	CAPO307163	BRALA20078, BRALA20077
OG0000653	CAPO304384	BRALA00750, BRALA33623, BRALA16963, BRALA22618
OG0000662	CAPO308235	BRALA23622, BRALA06276
OG0000663	CAPO303713	BRALA17888, BRALA25579, BRALA03574
OG0000664	CAPO305353	BRALA17169
OG0000665	CAPO304505, CAPO304163	BRALA23202
OG0000666	CAPO306172	BRALA33241, BRALA33926, BRALA28214
OG0000667	CAPO305865	BRALA01967, BRALA00909, BRALA35784, BRALA16950, BRALA32772, BRALA32773, BRALA32771
OG0000672	CAPO301072	BRALA06149
OG0000672	CAPO301848	BRALA24117
OG0000674	CAPO307313	BRALA25390
OG0000674	CAPO303746	BRALA23211, BRALA25389
OG0000676	CAPO304343, CAPO305288	BRALA13759
OG0000676	CAPO300920, CAPO304680	BRALA25556
OG0000683	CAPO304912	BRALA33661
OG0000683	CAPO305392, CAPO303509	BRALA00898
OG0000684	CAPO306227	BRALA27326, BRALA33966, BRALA35184, BRALA35989, BRALA33798
OG0000686	CAPO300156	BRALA00708, BRALA19251, BRALA01995, BRALA01996, BRALA03393, BRALA12592, BRALA01972, BRALA01971, BRALA01994, BRALA01970, BRALA00770, BRALA00717, BRALA00718, BRALA00709, BRALA23849, BRALA28028, BRALA12673, BRALA11761, BRALA05022, BRALA20295, BRALA00710, BRALA09519, BRALA00719, BRALA22854, BRALA32164, BRALA00716, BRALA26777, BRALA07135, BRALA31304, BRALA04864, BRALA12674, BRALA30430
OG0000690	CAPO306445	BRALA29358
OG0000690	CAPO304114	BRALA05018
OG0000691	CAPO301028	BRALA03301, BRALA09683
OG0000692	CAPO306980	BRALA01186
OG0000692	CAPO306169	BRALA15055
OG0000693	CAPO300633	BRALA18789
OG0000693	CAPO307538	BRALA02763
OG0000694	CAPO302468	BRALA19978, BRALA13586, BRALA30136, BRALA03299, BRALA10162
OG0000696	CAPO305456	BRALA16043
OG0000696	CAPO305466	BRALA15238
OG0000696	CAPO301422	BRALA19739
OG0000697	CAPO304466, CAPO306724	BRALA30467
OG0000698	CAPO303921	BRALA35545
OG0000701	CAPO306727	BRALA21677
OG0000703	CAPO308078	BRALA03871, BRALA12311
OG0000706	CAPO301985	BRALA20496, BRALA15669
OG0000708	CAPO302130	BRALA05296
OG0000708	CAPO300640	BRALA10976
OG0000709	CAPO305451	BRALA10837
OG0000711	CAPO304713	BRALA20784, BRALA02434, BRALA02091
OG0000713	CAPO302804	BRALA06138, BRALA11673, BRALA17981, BRALA30637, BRALA04689, BRALA04690
OG0000715	CAPO305197	BRALA17045
OG0000716	CAPO306457	BRALA35786, BRALA32595, BRALA32592
OG0000716	CAPO306957	BRALA34911, BRALA11754, BRALA34059, BRALA08642
OG0000717	CAPO302989	BRALA10082
OG0000718	CAPO301597, CAPO306021	BRALA29518
OG0000721	CAPO305154, CAPO301906	BRALA14964
OG0000724	CAPO300826	BRALA28984, BRALA28985
OG0000726	CAPO302910	BRALA09055
OG0000731	CAPO304569	BRALA12194
OG0000732	CAPO304867	BRALA05974
OG0000732	CAPO302445	BRALA01121
OG0000733	CAPO301695	BRALA13293, BRALA13301
OG0000735	CAPO302824	BRALA12877
OG0000736	CAPO306770	BRALA00292, BRALA23818, BRALA00409
OG0000737	CAPO304586	BRALA24490
OG0000743	CAPO306268	BRALA06285, BRALA06284
OG0000748	CAPO301276	BRALA10606
OG0000751	CAPO302771	BRALA07411
OG0000751	CAPO304118	BRALA07933
OG0000752	CAPO300507	BRALA28831
OG0000752	CAPO305335	BRALA05171
OG0000753	CAPO301378	BRALA27046
OG0000754	CAPO300911, CAPO306986, CAPO303353	BRALA16625, BRALA28897, BRALA12535, BRALA09046, BRALA06675
OG0000755	CAPO300267	BRALA12515
OG0000757	CAPO307096	BRALA34310
OG0000757	CAPO300067	BRALA14460
OG0000758	CAPO305275	BRALA13715
OG0000759	CAPO300473	BRALA30577, BRALA11347
OG0000761	CAPO305655	BRALA23656
OG0000765	CAPO301853	BRALA25961
OG0000766	CAPO300388	BRALA15635, BRALA32820, BRALA18201
OG0000767	CAPO305367	BRALA12056, BRALA12057
OG0000768	CAPO306612, CAPO302492, CAPO307738, CAPO305672, CAPO305904	BRALA25731
OG0000772	CAPO304708, CAPO302709	BRALA03708
OG0000774	CAPO306995	BRALA01367, BRALA12795
OG0000775	CAPO306201	BRALA21814, BRALA18421, BRALA18562, BRALA18561, BRALA08287
OG0000776	CAPO307356	BRALA29299, BRALA14518, BRALA14519, BRALA14092, BRALA29300
OG0000779	CAPO305943	BRALA02587
OG0000779	CAPO300301	BRALA01807
OG0000788	CAPO304590	BRALA02413, BRALA32315
OG0000791	CAPO304699	BRALA14451
OG0000792	CAPO305838	BRALA04034, BRALA04682, BRALA33683, BRALA32297
OG0000793	CAPO301604	BRALA17595
OG0000794	CAPO304031	BRALA27101, BRALA27102
OG0000797	CAPO307534	BRALA03774
OG0000803	CAPO301668	BRALA32963, BRALA35065, BRALA07561, BRALA35038, BRALA35572, BRALA32962, BRALA09870
OG0000809	CAPO304242	BRALA05349
OG0000810	CAPO305098, CAPO306601	BRALA00801, BRALA10599
OG0000813	CAPO300040, CAPO308168	BRALA03660, BRALA03695
OG0000814	CAPO307227	BRALA04143, BRALA13770, BRALA03045
OG0000815	CAPO300838	BRALA11706, BRALA04544
OG0000816	CAPO304990	BRALA20882, BRALA03932
OG0000818	CAPO307656	BRALA13068
OG0000820	CAPO303993, CAPO304861, CAPO306914, CAPO301340, CAPO300173, CAPO302332, CAPO305090, CAPO300452	BRALA14102
OG0000824	CAPO303788	BRALA12514
OG0000825	CAPO305165, CAPO306157, CAPO306129	BRALA11858, BRALA13831, BRALA13832, BRALA13834, BRALA13833
OG0000826	CAPO306060	BRALA03389, BRALA10374, BRALA19087
OG0000827	CAPO304578	BRALA35617, BRALA14647, BRALA18118, BRALA02359, BRALA13523, BRALA16833, BRALA30597, BRALA00958
OG0000828	CAPO306023	BRALA13294, BRALA17812, BRALA04441
OG0000828	CAPO307153	BRALA31135, BRALA34346
OG0000834	CAPO306233	BRALA06902
OG0000836	CAPO306019, CAPO307821	BRALA01674, BRALA04301, BRALA04434, BRALA01673, BRALA04302, BRALA08044, BRALA08045
OG0000837	CAPO308104, CAPO303511	BRALA14733
OG0000838	CAPO303856	BRALA18308, BRALA23852, BRALA23853, BRALA27651, BRALA27650, BRALA29963, BRALA29962
OG0000841	CAPO307470	BRALA03274
OG0000844	CAPO306591, CAPO307267	BRALA18784
OG0000845	CAPO303615	BRALA12426, BRALA12338
OG0000847	CAPO301759, CAPO307057	BRALA27576
OG0000847	CAPO308298	BRALA19376
OG0000849	CAPO304492	BRALA35105, BRALA28673, BRALA24673
OG0000850	CAPO302141	BRALA22071, BRALA00654
OG0000850	CAPO306299	BRALA25841
OG0000851	CAPO304092	BRALA11776
OG0000852	CAPO307622	BRALA03113
OG0000857	CAPO302559	BRALA08900
OG0000858	CAPO302161	BRALA20038
OG0000858	CAPO306693	BRALA08811
OG0000860	CAPO306338	BRALA18427
OG0000871	CAPO300407	BRALA16416
OG0000872	CAPO308293	BRALA02222
OG0000873	CAPO307878	BRALA17119
OG0000875	CAPO303418, CAPO302903	BRALA10301, BRALA09033
OG0000876	CAPO302150	BRALA11284
OG0000877	CAPO304981	BRALA03177, BRALA03178, BRALA03179
OG0000879	CAPO301982	BRALA20286, BRALA33717, BRALA33372, BRALA20287
OG0000881	CAPO301333, CAPO300020	BRALA10038
OG0000881	CAPO308042	BRALA27657
OG0000888	CAPO300320	BRALA15051
OG0000889	CAPO302257	BRALA25124
OG0000889	CAPO304144	BRALA07192
OG0000891	CAPO307358	BRALA33321, BRALA06342, BRALA28367
OG0000894	CAPO300968, CAPO300967	BRALA16945
OG0000894	CAPO301227	BRALA06371
OG0000896	CAPO301183	BRALA17653
OG0000896	CAPO304049	BRALA22494
OG0000897	CAPO306059	BRALA28132, BRALA21067, BRALA20480, BRALA17997, BRALA21102, BRALA15321
OG0000898	CAPO302619	BRALA12928, BRALA12925, BRALA12927, BRALA12926, BRALA02810, BRALA02808, BRALA02809, BRALA02811, BRALA20259, BRALA20261, BRALA08306, BRALA07124, BRALA08956, BRALA08957, BRALA09009, BRALA12898, BRALA17164, BRALA06037, BRALA00253, BRALA22439, BRALA06598, BRALA22391, BRALA22392, BRALA05142
OG0000904	CAPO305539	BRALA03360
OG0000905	CAPO303384	BRALA02403
OG0000909	CAPO300878	BRALA24516
OG0000911	CAPO302608	BRALA24856, BRALA24857, BRALA35518, BRALA03108
OG0000912	CAPO302397	BRALA21702, BRALA14998
OG0000913	CAPO300255	BRALA19448
OG0000914	CAPO302002	BRALA20034
OG0000915	CAPO306555	BRALA15366
OG0000921	CAPO300272	BRALA09094
OG0000925	CAPO304563	BRALA25852, BRALA14244
OG0000928	CAPO301245	BRALA14602
OG0000929	CAPO303494	BRALA27860, BRALA27977
OG0000931	CAPO303586	BRALA30526, BRALA33296
OG0000932	CAPO306783	BRALA23597
OG0000933	CAPO304170	BRALA17396
OG0000934	CAPO306946, CAPO300619	BRALA15692
OG0000934	CAPO304006	BRALA23860
OG0000935	CAPO307401	BRALA20990
OG0000944	CAPO304090	BRALA16973
OG0000952	CAPO300179	BRALA08202, BRALA08201
OG0000954	CAPO303535	BRALA34235, BRALA35344
OG0000954	CAPO305800	BRALA10453
OG0000955	CAPO303429	BRALA00782
OG0000955	CAPO301514	BRALA16596
OG0000955	CAPO308190	BRALA22745
OG0000960	CAPO304728	BRALA12453
OG0000963	CAPO303990	BRALA03591, BRALA20733
OG0000965	CAPO305928	BRALA04013
OG0000965	CAPO302148	BRALA03357
OG0000967	CAPO304786	BRALA03874
OG0000970	CAPO301807	BRALA07314
OG0000974	CAPO306940	BRALA02684, BRALA02680, BRALA08524, BRALA00836
OG0000978	CAPO306307	BRALA19988
OG0000980	CAPO305742	BRALA29035, BRALA24019, BRALA07024, BRALA30188, BRALA29034, BRALA29033, BRALA32980, BRALA09940, BRALA23430, BRALA33946, BRALA24020, BRALA29400, BRALA29037, BRALA29028, BRALA22378, BRALA07046
OG0000982	CAPO301371	BRALA04219
OG0000984	CAPO307940	BRALA13541, BRALA16982, BRALA10027
OG0000985	CAPO304864	BRALA03927
OG0000986	CAPO305058	BRALA23940, BRALA06809
OG0000987	CAPO306365	BRALA15995
OG0000992	CAPO308244	BRALA13132, BRALA29385
OG0000993	CAPO303930	BRALA00562
OG0000994	CAPO306999	BRALA12870
OG0000996	CAPO304603	BRALA14195
OG0000997	CAPO306501	BRALA11907
OG0000998	CAPO302508	BRALA34224, BRALA34676, BRALA35557
OG0000999	CAPO303484, CAPO302236	BRALA08770
OG0001006	CAPO308145	BRALA19471, BRALA06003
OG0001009	CAPO305830	BRALA13978
OG0001015	CAPO304771	BRALA21974
OG0001016	CAPO300038	BRALA14145
OG0001016	CAPO302596	BRALA31587, BRALA31588
OG0001018	CAPO305732	BRALA13325
OG0001024	CAPO300862	BRALA03982, BRALA23987
OG0001033	CAPO305083	BRALA06800
OG0001033	CAPO300376	BRALA23440
OG0001036	CAPO301917	BRALA13787
OG0001039	CAPO305080	BRALA06810, BRALA20039
OG0001042	CAPO301530	BRALA11036
OG0001045	CAPO300115	BRALA14388, BRALA33554, BRALA08048
OG0001046	CAPO304357	BRALA11238
OG0001048	CAPO306868	BRALA04010
OG0001049	CAPO305769	BRALA19576
OG0001050	CAPO306760	BRALA23081, BRALA05944
OG0001060	CAPO302777	BRALA22460
OG0001062	CAPO300111	BRALA01158
OG0001064	CAPO304594	BRALA27120, BRALA30714, BRALA30301, BRALA26163
OG0001066	CAPO305156	BRALA03613, BRALA29613, BRALA15668
OG0001069	CAPO301006, CAPO306010, CAPO301236, CAPO307600, CAPO303893, CAPO304221, CAPO306089, CAPO305429, CAPO304894, CAPO305587, CAPO303313	BRALA02679
OG0001072	CAPO304331	BRALA23228, BRALA23227, BRALA29817
OG0001073	CAPO307880	BRALA12664
OG0001075	CAPO305658	BRALA09682
OG0001076	CAPO306580	BRALA20184
OG0001078	CAPO300211	BRALA13847
OG0001082	CAPO306944	BRALA21015, BRALA24848
OG0001083	CAPO306339	BRALA22369
OG0001085	CAPO305936	BRALA18590, BRALA17350
OG0001092	CAPO303664	BRALA08314
OG0001095	CAPO303064	BRALA00514
OG0001096	CAPO308143	BRALA33777, BRALA19152, BRALA02429, BRALA20860, BRALA19151, BRALA33488, BRALA29289, BRALA09978, BRALA29288
OG0001104	CAPO306923	BRALA00254, BRALA14774
OG0001106	CAPO307850	BRALA24794
OG0001108	CAPO300863	BRALA10695, BRALA14990
OG0001113	CAPO302840	BRALA08129
OG0001113	CAPO304589	BRALA16554
OG0001116	CAPO303103	BRALA03810, BRALA34250
OG0001120	CAPO300555	BRALA21219, BRALA17608
OG0001121	CAPO305030	BRALA32292, BRALA13901, BRALA27511, BRALA08946
OG0001122	CAPO300744	BRALA17533, BRALA01448, BRALA13661, BRALA18878, BRALA13663, BRALA13662, BRALA13664
OG0001123	CAPO305010	BRALA24284
OG0001124	CAPO307326	BRALA23017, BRALA07725
OG0001125	CAPO304253	BRALA30342, BRALA13567, BRALA13568, BRALA13566, BRALA35363, BRALA33879, BRALA30341
OG0001126	CAPO301067	BRALA16208
OG0001126	CAPO308119	BRALA28026
OG0001128	CAPO301710	BRALA22493
OG0001129	CAPO306230	BRALA12498, BRALA16098
OG0001130	CAPO305636	BRALA09459, BRALA01930, BRALA15598, BRALA16826
OG0001132	CAPO303538	BRALA13540
OG0001133	CAPO302577	BRALA03024
OG0001133	CAPO300360	BRALA00752
OG0001134	CAPO304261	BRALA23048
OG0001136	CAPO301949	BRALA18520
OG0001137	CAPO308164	BRALA13309
OG0001139	CAPO300537	BRALA32869, BRALA06120, BRALA32868, BRALA35077, BRALA34348
OG0001140	CAPO308326	BRALA16639
OG0001142	CAPO304790	BRALA14735
OG0001143	CAPO304300	BRALA04133
OG0001144	CAPO307577	BRALA10734
OG0001146	CAPO300511	BRALA18782, BRALA05823
OG0001147	CAPO306370	BRALA35992, BRALA00990
OG0001148	CAPO302512	BRALA32277, BRALA19677, BRALA32275, BRALA34454, BRALA32276, BRALA12465, BRALA12466
OG0001149	CAPO305549	BRALA02800, BRALA04751, BRALA04752, BRALA04599, BRALA04600, BRALA05458, BRALA29287, BRALA13277, BRALA05394, BRALA23727, BRALA23728, BRALA03128, BRALA02797, BRALA02801
OG0001156	CAPO306962	BRALA24884
OG0001157	CAPO304789	BRALA19395, BRALA18472, BRALA15263, BRALA17275, BRALA08501, BRALA17747, BRALA29670, BRALA17746, BRALA19396, BRALA19375, BRALA07531, BRALA28290, BRALA23840, BRALA07289, BRALA10988, BRALA29666, BRALA07530, BRALA07316, BRALA07319, BRALA17749, BRALA19397, BRALA19776, BRALA17748, BRALA17271, BRALA17684, BRALA19474
OG0001158	CAPO302639	BRALA32010, BRALA34638
OG0001160	CAPO307697	BRALA26795, BRALA26797, BRALA19892
OG0001160	CAPO304743	BRALA07607, BRALA18147, BRALA18618, BRALA19127, BRALA07606
OG0001161	CAPO301112	BRALA22337
OG0001163	CAPO301684, CAPO307755, CAPO304886	BRALA18082, BRALA03606, BRALA12377, BRALA20672, BRALA12378
OG0001167	CAPO307849	BRALA30313
OG0001168	CAPO301546	BRALA29323, BRALA27661, BRALA20565
OG0001169	CAPO301751	BRALA15708, BRALA16649, BRALA16681, BRALA11830, BRALA12506
OG0001170	CAPO302766	BRALA19296
OG0001171	CAPO300420	BRALA30065
OG0001175	CAPO304133, CAPO306812	BRALA00132, BRALA00133, BRALA17481
OG0001179	CAPO303470, CAPO303655	BRALA23899, BRALA23900
OG0001179	CAPO300184	BRALA03116, BRALA20573
OG0001181	CAPO301983	BRALA18132
OG0001183	CAPO301096	BRALA24188
OG0001184	CAPO306392	BRALA10129
OG0001185	CAPO303366	BRALA27214
OG0001186	CAPO302303	BRALA19974
OG0001186	CAPO307451	BRALA16139
OG0001188	CAPO300558	BRALA31774, BRALA10757
OG0001196	CAPO301570	BRALA25128
OG0001197	CAPO306552	BRALA24133
OG0001199	CAPO305690	BRALA28532, BRALA28833, BRALA35745, BRALA15988, BRALA34865
OG0001201	CAPO302220	BRALA03561, BRALA28095
OG0001202	CAPO306186	BRALA07019
OG0001207	CAPO305627	BRALA21595, BRALA21596
OG0001207	CAPO302093	BRALA29973
OG0001208	CAPO300830	BRALA01086
OG0001209	CAPO302948	BRALA26756
OG0001210	CAPO300919	BRALA17839
OG0001210	CAPO302732	BRALA15850
OG0001213	CAPO304729	BRALA28371
OG0001213	CAPO303632	BRALA34460
OG0001214	CAPO304780, CAPO303564	BRALA28235
OG0001215	CAPO302583	BRALA00597
OG0001216	CAPO307997	BRALA05650, BRALA19958
OG0001217	CAPO306810	BRALA28081
OG0001218	CAPO307457	BRALA05693
OG0001221	CAPO307765	BRALA22011
OG0001222	CAPO301496, CAPO301391, CAPO303918	BRALA21043, BRALA21045, BRALA21046, BRALA21040, BRALA21047, BRALA21050, BRALA21048, BRALA21049, BRALA21051, BRALA07408
OG0001226	CAPO307936	BRALA29243
OG0001232	CAPO304224	BRALA13090, BRALA16719, BRALA06486
OG0001233	CAPO303591	BRALA12301, BRALA12302, BRALA12300, BRALA12299, BRALA12305, BRALA20387, BRALA22451, BRALA22452
OG0001234	CAPO307897	BRALA12494
OG0001241	CAPO303368	BRALA15125
OG0001241	CAPO304888	BRALA14260
OG0001247	CAPO303193, CAPO307423	BRALA17334
OG0001248	CAPO303079	BRALA00477
OG0001249	CAPO306922	BRALA00961
OG0001250	CAPO302323	BRALA25027
OG0001251	CAPO302019	BRALA03569
OG0001252	CAPO300016	BRALA05331
OG0001253	CAPO306156	BRALA09366
OG0001261	CAPO302839	BRALA16992, BRALA16993, BRALA34932
OG0001262	CAPO301672	BRALA34134
OG0001263	CAPO301777	BRALA03642, BRALA10859
OG0001267	CAPO307578	BRALA16976, BRALA24251
OG0001268	CAPO303692	BRALA01606, BRALA34950, BRALA34874
OG0001270	CAPO306176	BRALA25030
OG0001270	CAPO306096	BRALA18973
OG0001270	CAPO304393	BRALA13955
OG0001271	CAPO302779	BRALA17017
OG0001272	CAPO305566	BRALA07264
OG0001273	CAPO301889	BRALA23210, BRALA35939
OG0001274	CAPO308194	BRALA10091
OG0001276	CAPO302888	BRALA19427
OG0001278	CAPO306229	BRALA04581, BRALA14775
OG0001279	CAPO302733	BRALA24710
OG0001280	CAPO300326	BRALA09515
OG0001281	CAPO304088, CAPO303543	BRALA30159
OG0001282	CAPO305993, CAPO303595	BRALA02372
OG0001284	CAPO300970	BRALA14486, BRALA09529
OG0001285	CAPO304179	BRALA34036, BRALA33761, BRALA33984, BRALA34161, BRALA34142
OG0001286	CAPO303892	BRALA27842, BRALA35984
OG0001287	CAPO302822, CAPO304538	BRALA08199
OG0001288	CAPO302651	BRALA01436, BRALA01437, BRALA20905, BRALA01391
OG0001289	CAPO306071	BRALA17557, BRALA12193
OG0001290	CAPO302574	BRALA17572
OG0001291	CAPO300695	BRALA17947, BRALA32920
OG0001294	CAPO304223	BRALA29575
OG0001295	CAPO306210	BRALA00094
OG0001296	CAPO308260	BRALA22582
OG0001297	CAPO305437	BRALA23851
OG0001300	CAPO300154	BRALA05943, BRALA27824
OG0001302	CAPO302654	BRALA01346
OG0001302	CAPO302215	BRALA17951
OG0001304	CAPO302419	BRALA22379
OG0001305	CAPO304488	BRALA10194, BRALA10193
OG0001308	CAPO300432	BRALA03706
OG0001309	CAPO300871	BRALA13335, BRALA13333, BRALA13334, BRALA13338, BRALA13332, BRALA13331
OG0001310	CAPO305405	BRALA22585
OG0001310	CAPO300151	BRALA27863
OG0001311	CAPO300585	BRALA10689, BRALA14115, BRALA14116
OG0001312	CAPO304811	BRALA29353
OG0001314	CAPO306642	BRALA34015, BRALA33956, BRALA35509
OG0001317	CAPO302225	BRALA12724, BRALA18356
OG0001318	CAPO306280	BRALA08906
OG0001318	CAPO303315	BRALA01956
OG0001319	CAPO304915	BRALA24213
OG0001320	CAPO307498	BRALA11528
OG0001320	CAPO304958	BRALA25109
OG0001321	CAPO301358	BRALA08021
OG0001322	CAPO302022	BRALA13321
OG0001323	CAPO301735	BRALA31053
OG0001325	CAPO304115	BRALA04015
OG0001326	CAPO306149	BRALA24570
OG0001327	CAPO305568	BRALA10354, BRALA19771
OG0001330	CAPO304584, CAPO300112	BRALA23942
OG0001332	CAPO305487	BRALA00789, BRALA05167
OG0001333	CAPO301191	BRALA25392
OG0001344	CAPO308153	BRALA03869
OG0001345	CAPO306177	BRALA20076, BRALA00376
OG0001345	CAPO303460	BRALA35377, BRALA28898
OG0001348	CAPO304908	BRALA16187
