Orthogroup	CAPO3	AENJA_ok
OG0004287	CAPO305534	AENJA_10688, AENJA_10695, AENJA_08479
OG0004288	CAPO302203	AENJA_08494, AENJA_09224
OG0004289	CAPO307509	AENJA_08571
OG0004291	CAPO306696	AENJA_08666
OG0004292	CAPO301407	AENJA_08709, AENJA_21597
OG0004295	CAPO300437	AENJA_08995
OG0004296	CAPO307058	AENJA_22026, AENJA_09137
OG0004297	CAPO306140	AENJA_09281
OG0004299	CAPO307863	AENJA_09313, AENJA_25545
OG0004300	CAPO308218	AENJA_09414
OG0004301	CAPO305855	AENJA_09948, AENJA_09950, AENJA_11810
OG0004302	CAPO307149	AENJA_11814
OG0004303	CAPO306261	AENJA_10102
OG0004304	CAPO307407	AENJA_10126
OG0004305	CAPO306704	AENJA_10671
OG0004307	CAPO306787	AENJA_10811
OG0004308	CAPO302385	AENJA_10896
OG0004309	CAPO304021	AENJA_10914
OG0004310	CAPO306903	AENJA_11180, AENJA_23448
OG0004312	CAPO306752	AENJA_11219
OG0004314	CAPO301283	AENJA_11558
OG0004315	CAPO307076	AENJA_11716
OG0004316	CAPO300656	AENJA_11759
OG0004319	CAPO308294	AENJA_12058
OG0004320	CAPO300174	AENJA_12116
OG0004321	CAPO306639	AENJA_12158
OG0004322	CAPO307895	AENJA_12404, AENJA_12403
OG0004323	CAPO307483	AENJA_16766, AENJA_12482
OG0004324	CAPO300240	AENJA_12557
OG0004328	CAPO305261	AENJA_12798
OG0004329	CAPO302035	AENJA_13104, AENJA_13109
OG0004330	CAPO305393	AENJA_13252
OG0004331	CAPO305384	AENJA_13331
OG0004333	CAPO303439	AENJA_13634
OG0004335	CAPO302791	AENJA_13686
OG0004337	CAPO300958	AENJA_13913
OG0004338	CAPO300828	AENJA_14330
OG0004344	CAPO307152	AENJA_15963
OG0004345	CAPO306847	AENJA_16155
OG0004347	CAPO307703	AENJA_16598
OG0004348	CAPO306158	AENJA_16800
OG0004349	CAPO308184	AENJA_16835
OG0004350	CAPO300994	AENJA_16841
OG0004351	CAPO307239	AENJA_16867
OG0004352	CAPO300873	AENJA_16982
OG0004353	CAPO306055, CAPO306087	AENJA_17017
OG0004354	CAPO307581	AENJA_17022
OG0004355	CAPO303478	AENJA_17231, AENJA_17232
OG0004356	CAPO300159	AENJA_17320
OG0004357	CAPO303880	AENJA_17547
OG0004358	CAPO301323	AENJA_18672, AENJA_18047, AENJA_18673
OG0004359	CAPO305703	AENJA_18134
OG0004360	CAPO301752	AENJA_18596
OG0004361	CAPO308302	AENJA_18689
OG0004363	CAPO304580	AENJA_19075
OG0004364	CAPO305213	AENJA_19146
OG0004365	CAPO305948	AENJA_19212
OG0004368	CAPO306084	AENJA_19702
OG0004369	CAPO305592	AENJA_19753
OG0004370	CAPO302143	AENJA_24515, AENJA_19903
OG0004372	CAPO304892	AENJA_20327, AENJA_23131, AENJA_23132
OG0004373	CAPO308311	AENJA_20328
OG0004374	CAPO306983	AENJA_20422
OG0004375	CAPO305927	AENJA_20974
OG0004376	CAPO303203	AENJA_21249
OG0004377	CAPO303614	AENJA_21485
OG0004378	CAPO303140	AENJA_21608
OG0004379	CAPO300162	AENJA_21681
OG0004380	CAPO307847	AENJA_21685
OG0004381	CAPO300684	AENJA_21950
OG0004382	CAPO308307	AENJA_22037
OG0004383	CAPO301688	AENJA_22354
OG0004385	CAPO306534	AENJA_22615
OG0004388	CAPO303742	AENJA_23432
OG0004389	CAPO302416	AENJA_23497
OG0004390	CAPO300046	AENJA_23656, AENJA_23655
OG0004391	CAPO305468	AENJA_23704
OG0004392	CAPO303282	AENJA_23712
OG0004394	CAPO305886	AENJA_23929
OG0004396	CAPO300955	AENJA_24530
OG0004398	CAPO307605	AENJA_25317
OG0004399	CAPO301536	AENJA_25524
OG0004400	CAPO304368, CAPO302395	AENJA_25584
OG0004401	CAPO307684	AENJA_25597
OG0004402	CAPO301470	AENJA_25980
OG0004404	CAPO300907	AENJA_26407
OG0004405	CAPO302866	AENJA_26485
OG0004406	CAPO305558	AENJA_26544
OG0004459	CAPO300459	AENJA_00105
OG0004460	CAPO307206	AENJA_10602, AENJA_00174
OG0004461	CAPO305355	AENJA_00187
OG0004462	CAPO302893	AENJA_03119, AENJA_00195
OG0004465	CAPO303487, CAPO307912	AENJA_00361
OG0004467	CAPO307496	AENJA_00451
OG0004468	CAPO307854	AENJA_00461
OG0004472	CAPO303803	AENJA_00868
OG0004474	CAPO300829	AENJA_00922
OG0004476	CAPO307856	AENJA_01930
OG0004479	CAPO303963	AENJA_02206
OG0004481	CAPO306702	AENJA_02244
OG0004483	CAPO303122	AENJA_02340
OG0004484	CAPO302152	AENJA_02375
OG0004486	CAPO307639	AENJA_02721
OG0004488	CAPO301849	AENJA_03056
OG0004489	CAPO305447	AENJA_03089
OG0004492	CAPO307196	AENJA_03264
OG0004494	CAPO306570	AENJA_03427
OG0004495	CAPO306359	AENJA_03794
OG0004496	CAPO303733	AENJA_03798
OG0004497	CAPO307202	AENJA_03976
OG0004498	CAPO305224	AENJA_04040
OG0004500	CAPO301850	AENJA_04178
OG0004501	CAPO301840	AENJA_11831, AENJA_04286
OG0004502	CAPO301779, CAPO300429	AENJA_04449
OG0004503	CAPO300332	AENJA_04529, AENJA_23467
OG0004506	CAPO305016	AENJA_04842
OG0004507	CAPO301894	AENJA_04865
OG0004508	CAPO301654	AENJA_05015
OG0004509	CAPO300500	AENJA_05239
OG0004511	CAPO303457	AENJA_05552
OG0004512	CAPO302842	AENJA_05863
OG0004513	CAPO303104	AENJA_06212
OG0004515	CAPO305182	AENJA_06345
OG0004516	CAPO306036, CAPO307859	AENJA_06493
OG0004517	CAPO305332	AENJA_06724
OG0004518	CAPO306412	AENJA_06826, AENJA_06827
OG0004519	CAPO307914	AENJA_06969
OG0004520	CAPO300090	AENJA_07201
OG0004521	CAPO306692	AENJA_07309
OG0004523	CAPO304989	AENJA_07641
OG0004525	CAPO303518	AENJA_07831
OG0004526	CAPO302498	AENJA_23914, AENJA_07835
OG0004527	CAPO302077	AENJA_07903
OG0004529	CAPO306628	AENJA_07939, AENJA_07944
OG0004530	CAPO304739	AENJA_07969
OG0004531	CAPO302345, CAPO307115	AENJA_08201
OG0004532	CAPO300005	AENJA_08236
OG0004533	CAPO306022	AENJA_08347
OG0004535	CAPO307124	AENJA_08570
OG0004537	CAPO306837	AENJA_08657
OG0004540	CAPO307351	AENJA_08799
OG0004541	CAPO307806	AENJA_08939
OG0004542	CAPO306706	AENJA_09105
OG0004544	CAPO306563	AENJA_09219
OG0004545	CAPO307212	AENJA_19665, AENJA_09222, AENJA_25205, AENJA_22344
OG0004546	CAPO306808	AENJA_09271
OG0004547	CAPO304852	AENJA_17725, AENJA_09422
OG0004548	CAPO305113	AENJA_09557
OG0004551	CAPO301498	AENJA_14630
OG0004552	CAPO301361, CAPO306759	AENJA_11123
OG0004553	CAPO302768	AENJA_11290
OG0004554	CAPO300747	AENJA_11434
OG0004555	CAPO301994	AENJA_11497
OG0004556	CAPO305616	AENJA_11553
OG0004558	CAPO307355	AENJA_11692
OG0004559	CAPO303756	AENJA_11902
OG0004561	CAPO304794	AENJA_12022
OG0004563	CAPO303030	AENJA_12215
OG0004564	CAPO301873	AENJA_12530, AENJA_12531
OG0004565	CAPO303409	AENJA_12612, AENJA_12611
OG0004569	CAPO303601	AENJA_12953
OG0004572	CAPO302719	AENJA_13346, AENJA_19525
OG0004573	CAPO305859	AENJA_13416
OG0004574	CAPO300276	AENJA_13790
OG0004577	CAPO307905	AENJA_13927
OG0004578	CAPO307713	AENJA_26179, AENJA_13961
OG0004579	CAPO308171	AENJA_14039
OG0004581	CAPO305629	AENJA_14240
OG0004582	CAPO304857	AENJA_14257
OG0004583	CAPO301319	AENJA_14685
OG0004585	CAPO307959	AENJA_14884
OG0004587	CAPO303576	AENJA_15222, AENJA_17865
OG0004588	CAPO307046	AENJA_15364
OG0004590	CAPO307910	AENJA_15587
OG0004592	CAPO307767	AENJA_16014
OG0004593	CAPO306311	AENJA_16066
OG0004595	CAPO305901	AENJA_16184
OG0004596	CAPO301763	AENJA_26048
OG0004596	CAPO300672	AENJA_16300
OG0004599	CAPO306185	AENJA_16431
OG0004600	CAPO306391	AENJA_16453
OG0004601	CAPO300529	AENJA_16456
OG0004602	CAPO307709	AENJA_16684
OG0004605	CAPO303013	AENJA_16792
OG0004609	CAPO305274	AENJA_17443
OG0004610	CAPO308217	AENJA_17485
OG0004611	CAPO305879, CAPO305850	AENJA_17567
OG0004612	CAPO307176	AENJA_17697
OG0004616	CAPO302661, CAPO307774	AENJA_17897
OG0004619	CAPO306976	AENJA_18030
OG0004621	CAPO301592	AENJA_18130
OG0004623	CAPO303271	AENJA_18259
OG0004626	CAPO304074	AENJA_18829
OG0004627	CAPO302578	AENJA_19058
OG0004628	CAPO300844	AENJA_19220
OG0004629	CAPO300874	AENJA_19229
OG0004630	CAPO300032	AENJA_19296
OG0004633	CAPO306431	AENJA_19396
OG0004634	CAPO306443	AENJA_19399
OG0004635	CAPO305826	AENJA_19421
OG0004638	CAPO300328	AENJA_19695
OG0004639	CAPO304960	AENJA_19701
OG0004640	CAPO305391	AENJA_20049
OG0004641	CAPO301192	AENJA_20072
OG0004642	CAPO303810	AENJA_20253
OG0004643	CAPO303111	AENJA_20590
OG0004644	CAPO308177	AENJA_20785
OG0004646	CAPO304987	AENJA_20935
OG0004648	CAPO306796	AENJA_21464
OG0004649	CAPO308035	AENJA_21530
OG0004651	CAPO307192	AENJA_21665
OG0004652	CAPO307126	AENJA_21741
OG0004654	CAPO304098	AENJA_21881
OG0004655	CAPO300932	AENJA_21945
OG0004656	CAPO306315	AENJA_22399
OG0004657	CAPO300965	AENJA_22627
OG0004658	CAPO302853	AENJA_22666
OG0004659	CAPO305571	AENJA_22731
OG0004663	CAPO307060	AENJA_23128
OG0004668	CAPO307032	AENJA_23876
OG0004669	CAPO301719	AENJA_23970
OG0004670	CAPO301141	AENJA_23983
OG0004671	CAPO303199	AENJA_24032
OG0004672	CAPO300788	AENJA_24195
OG0004673	CAPO305181	AENJA_24385
OG0004674	CAPO301298	AENJA_24465
OG0004675	CAPO300152	AENJA_24642
OG0004676	CAPO305483	AENJA_24878
OG0004678	CAPO306062	AENJA_25081
OG0004679	CAPO307020	AENJA_25314
OG0004682	CAPO302643	AENJA_25603
OG0004685	CAPO300514	AENJA_26252
OG0004687	CAPO300850	AENJA_26633
OG0004690	CAPO302294	AENJA_26765
OG0004691	CAPO301832	AENJA_26781
OG0004692	CAPO306711	AENJA_26783
OG0004728	CAPO306092	AENJA_00010
OG0004732	CAPO303065	AENJA_00454
OG0004733	CAPO303723	AENJA_00482
OG0004738	CAPO307391	AENJA_00661, AENJA_21232, AENJA_00974
OG0004739	CAPO305372	AENJA_00833
OG0004740	CAPO303587	AENJA_00889
OG0004743	CAPO305537	AENJA_00975
OG0004744	CAPO307377	AENJA_01048
OG0004747	CAPO305266	AENJA_02204
OG0004748	CAPO300851	AENJA_25929, AENJA_25930, AENJA_02212
OG0004749	CAPO303738	AENJA_02213
OG0004752	CAPO300189	AENJA_02350
OG0004753	CAPO307970	AENJA_02412
OG0004756	CAPO300650	AENJA_02560
OG0004757	CAPO300079	AENJA_02653
OG0004758	CAPO307791	AENJA_02719
OG0004759	CAPO301731	AENJA_02782
OG0004760	CAPO302986	AENJA_02947
OG0004761	CAPO301372	AENJA_03060
OG0004762	CAPO306336	AENJA_04757, AENJA_23731, AENJA_04762, AENJA_25598, AENJA_15891, AENJA_03398
OG0004763	CAPO303189	AENJA_03524
OG0004764	CAPO306665	AENJA_03553
OG0004765	CAPO300145	AENJA_03642
OG0004766	CAPO300107	AENJA_03824
OG0004767	CAPO304258	AENJA_03880
OG0004768	CAPO302814	AENJA_03887
OG0004769	CAPO305909	AENJA_04019
OG0004770	CAPO306549	AENJA_04020
OG0004771	CAPO306141	AENJA_04031
OG0004774	CAPO302467	AENJA_04499
OG0004775	CAPO308292	AENJA_04683, AENJA_14667
OG0004781	CAPO302855	AENJA_05335, AENJA_05336
OG0004784	CAPO300506	AENJA_05766
OG0004785	CAPO301223	AENJA_05817
OG0004786	CAPO306813	AENJA_05823
OG0004787	CAPO300677	AENJA_05829
OG0004788	CAPO303606	AENJA_05904
OG0004792	CAPO304121, CAPO301355	AENJA_06378
OG0004793	CAPO303691	AENJA_06468
OG0004794	CAPO302268	AENJA_06550
OG0004795	CAPO306522	AENJA_06563
OG0004797	CAPO308248	AENJA_06655
OG0004798	CAPO306979	AENJA_06749
OG0004801	CAPO301409	AENJA_07057, AENJA_07060
OG0004803	CAPO304966	AENJA_07208
OG0004805	CAPO301148	AENJA_07591
OG0004808	CAPO300921	AENJA_07815
OG0004810	CAPO307085	AENJA_07987, AENJA_07988
OG0004811	CAPO304670	AENJA_07997
OG0004812	CAPO300913	AENJA_08047
OG0004813	CAPO302301	AENJA_11963, AENJA_08093
OG0004814	CAPO305193	AENJA_08117
OG0004815	CAPO306099	AENJA_08187
OG0004817	CAPO300646	AENJA_08281
OG0004819	CAPO303489	AENJA_08530, AENJA_08531
OG0004820	CAPO301474	AENJA_08911, AENJA_08918
OG0004822	CAPO303272	AENJA_09116
OG0004823	CAPO301131	AENJA_09117
OG0004825	CAPO303625	AENJA_09280
OG0004826	CAPO302318	AENJA_09359
OG0004828	CAPO300795	AENJA_09627
OG0004829	CAPO306677	AENJA_09743
OG0004830	CAPO304259, CAPO301109	AENJA_09877
OG0004831	CAPO302539	AENJA_09893
OG0004832	CAPO300644	AENJA_09922
OG0004833	CAPO307386, CAPO307385	AENJA_09996
OG0004835	CAPO307142	AENJA_10287
OG0004836	CAPO300476	AENJA_10309
OG0004837	CAPO306341	AENJA_10362
OG0004838	CAPO300483	AENJA_10479
OG0004840	CAPO301303	AENJA_10771
OG0004841	CAPO301073	AENJA_10828
OG0004842	CAPO307208	AENJA_10831
OG0004844	CAPO308225	AENJA_11067
OG0004845	CAPO300244	AENJA_11102
OG0004846	CAPO302634	AENJA_11191
OG0004848	CAPO305802	AENJA_11309
OG0004849	CAPO302897	AENJA_11321
OG0004851	CAPO304052	AENJA_11448
OG0004852	CAPO305241	AENJA_11559
OG0004853	CAPO306818	AENJA_11561
OG0004854	CAPO307677	AENJA_11701
OG0004855	CAPO307136	AENJA_11702
OG0004856	CAPO307877	AENJA_11708
OG0004857	CAPO305126	AENJA_11918
OG0004858	CAPO306514	AENJA_12040
OG0004859	CAPO305955	AENJA_12107
OG0004861	CAPO300721	AENJA_12181
OG0004863	CAPO300215	AENJA_12291
OG0004864	CAPO306175	AENJA_12322
OG0004869	CAPO301505	AENJA_12936
OG0004873	CAPO305056	AENJA_13320, AENJA_24529
OG0004874	CAPO302314	AENJA_13351
OG0004875	CAPO305599	AENJA_13517
OG0004879	CAPO304570	AENJA_13901, AENJA_13900
OG0004880	CAPO307520	AENJA_14006
OG0004881	CAPO301856	AENJA_14067
OG0004882	CAPO307657	AENJA_14071
OG0004883	CAPO304269	AENJA_14293
OG0004884	CAPO306875	AENJA_14362, AENJA_15468
OG0004886	CAPO304598	AENJA_14557
OG0004887	CAPO303252	AENJA_14679
OG0004889	CAPO302860	AENJA_15082
OG0004892	CAPO308266	AENJA_15515
OG0004893	CAPO305797	AENJA_15519
OG0004894	CAPO308103	AENJA_15564
OG0004895	CAPO301412	AENJA_15591
OG0004896	CAPO301146, CAPO308332	AENJA_15696
OG0004897	CAPO300624	AENJA_15708
OG0004898	CAPO300846	AENJA_15713, AENJA_15712
OG0004899	CAPO304701	AENJA_15863, AENJA_20719
OG0004900	CAPO300509	AENJA_15868
OG0004901	CAPO301170	AENJA_16306
OG0004902	CAPO305853	AENJA_16316
OG0004903	CAPO304775	AENJA_16438
OG0004904	CAPO304100	AENJA_16465
OG0004906	CAPO303480	AENJA_16690, AENJA_26441
OG0004907	CAPO307254	AENJA_16734
OG0004911	CAPO305750	AENJA_16946
OG0004913	CAPO306717	AENJA_17248
OG0004914	CAPO301519	AENJA_17388
OG0004917	CAPO303374	AENJA_17545
OG0004919	CAPO308082	AENJA_17808
OG0004920	CAPO302580	AENJA_17812
OG0004922	CAPO306550	AENJA_18036, AENJA_18037
OG0004923	CAPO307943	AENJA_26541, AENJA_18139
OG0004924	CAPO304606	AENJA_18232
OG0004927	CAPO304855	AENJA_18519
OG0004928	CAPO304691	AENJA_18869
OG0004929	CAPO304111	AENJA_18909
OG0004932	CAPO306081, CAPO305804	AENJA_19433
OG0004934	CAPO305066	AENJA_19615
OG0004935	CAPO302835	AENJA_19714
OG0004936	CAPO306298	AENJA_19999
OG0004938	CAPO308159	AENJA_20207
OG0004940	CAPO305630	AENJA_20384
OG0004943	CAPO306001	AENJA_21353
OG0004944	CAPO302056	AENJA_21776
OG0004946	CAPO305515	AENJA_22254
OG0004947	CAPO307579	AENJA_22271
OG0004948	CAPO305331	AENJA_22467
OG0004949	CAPO304026	AENJA_22471
OG0004950	CAPO300642	AENJA_22659
OG0004952	CAPO301776	AENJA_23013
OG0004953	CAPO306623	AENJA_23228
OG0004954	CAPO303229	AENJA_23328
OG0004958	CAPO302197	AENJA_23474
OG0004960	CAPO300258	AENJA_23682
OG0004961	CAPO305777	AENJA_23701
OG0004962	CAPO301438	AENJA_23749
OG0004963	CAPO303805	AENJA_23812
OG0004964	CAPO302916	AENJA_24147
OG0004968	CAPO307145	AENJA_24458
OG0004969	CAPO303678	AENJA_24520
OG0004970	CAPO303748	AENJA_24573
OG0004971	CAPO302327	AENJA_24578
OG0004972	CAPO304289	AENJA_24749
OG0004973	CAPO305642	AENJA_24853
OG0004976	CAPO304478	AENJA_25080
OG0004977	CAPO304350	AENJA_25085
OG0004978	CAPO308306	AENJA_25196
OG0004979	CAPO303118	AENJA_25410
OG0004980	CAPO300807	AENJA_25419
OG0004981	CAPO306326	AENJA_25504
OG0004982	CAPO301351	AENJA_25668
OG0004983	CAPO300176	AENJA_25750
OG0004985	CAPO304816	AENJA_26124
OG0004987	CAPO305473	AENJA_26226
OG0004988	CAPO305623	AENJA_26346
OG0004989	CAPO300323	AENJA_26564
OG0004990	CAPO305712	AENJA_26628
OG0004991	CAPO302271	AENJA_26634
OG0004992	CAPO301159	AENJA_26724
OG0004993	CAPO302747	AENJA_26728
OG0005038	CAPO301658	AENJA_00045
OG0005040	CAPO300876	AENJA_00082
OG0005044	CAPO307084	AENJA_00304
OG0005046	CAPO304846	AENJA_00376
OG0005047	CAPO305932	AENJA_00552
OG0005048	CAPO300857	AENJA_00701
OG0005053	CAPO302547	AENJA_01012
OG0005057	CAPO303573	AENJA_01514, AENJA_08906
OG0005058	CAPO306731	AENJA_01526
OG0005059	CAPO300063	AENJA_01536
OG0005061	CAPO306602	AENJA_01869
OG0005062	CAPO302106	AENJA_01961
OG0005064	CAPO300249	AENJA_02094, AENJA_02088
OG0005067	CAPO302289	AENJA_02335
OG0005068	CAPO306513	AENJA_02372
OG0005069	CAPO300204	AENJA_02390
OG0005071	CAPO305606	AENJA_02437, AENJA_20683, AENJA_02436
OG0005073	CAPO305547	AENJA_02563
OG0005075	CAPO307362	AENJA_02759
OG0005076	CAPO302885	AENJA_02930
OG0005077	CAPO302160	AENJA_02964
OG0005078	CAPO307983	AENJA_03046
OG0005079	CAPO303799	AENJA_03063
OG0005081	CAPO307065	AENJA_03161
OG0005083	CAPO302388	AENJA_03370
OG0005084	CAPO307421, CAPO301121	AENJA_03378
OG0005086	CAPO302959	AENJA_03514
OG0005088	CAPO307772	AENJA_03643
OG0005089	CAPO303888	AENJA_03710
OG0005090	CAPO303909	AENJA_03754
OG0005091	CAPO305179	AENJA_03934
OG0005092	CAPO301418	AENJA_03948
OG0005093	CAPO303716	AENJA_03996
OG0005094	CAPO303630	AENJA_04041
OG0005095	CAPO301660	AENJA_04110
OG0005096	CAPO301964	AENJA_04204
OG0005097	CAPO304365	AENJA_04431
OG0005099	CAPO305916	AENJA_04491
OG0005100	CAPO306219	AENJA_04820
OG0005103	CAPO300625	AENJA_04873
OG0005104	CAPO303053	AENJA_05405
OG0005106	CAPO301403	AENJA_05457
OG0005107	CAPO304194	AENJA_11332, AENJA_16150, AENJA_05759
OG0005108	CAPO301196	AENJA_19182, AENJA_05788
OG0005109	CAPO301209	AENJA_05821
OG0005111	CAPO302727	AENJA_05942
OG0005113	CAPO300389	AENJA_06751
OG0005114	CAPO305096	AENJA_16137, AENJA_06756
OG0005115	CAPO304298	AENJA_07188
OG0005119	CAPO304215	AENJA_07457, AENJA_07456
OG0005120	CAPO304593	AENJA_07511, AENJA_10440
OG0005121	CAPO301715	AENJA_07745
OG0005124	CAPO305507	AENJA_07802
OG0005127	CAPO307277	AENJA_08108
OG0005128	CAPO305144	AENJA_08244, AENJA_11112
OG0005130	CAPO305368	AENJA_08397
OG0005132	CAPO300384	AENJA_08611
OG0005138	CAPO300009	AENJA_09921
OG0005139	CAPO302205	AENJA_09924, AENJA_15622
OG0005140	CAPO300700, CAPO302173	AENJA_09944
OG0005142	CAPO304715	AENJA_10009
OG0005143	CAPO304926	AENJA_10049
OG0005144	CAPO306416	AENJA_22343, AENJA_10084
OG0005145	CAPO302299	AENJA_10150
OG0005146	CAPO303659	AENJA_10342
OG0005147	CAPO302069	AENJA_10506
OG0005149	CAPO302171	AENJA_10565
OG0005150	CAPO301944	AENJA_10930
OG0005151	CAPO302626	AENJA_11027, AENJA_18836
OG0005152	CAPO307737	AENJA_11080, AENJA_11081
OG0005154	CAPO307643	AENJA_11215
OG0005155	CAPO304712	AENJA_11223
OG0005156	CAPO305254	AENJA_11580
OG0005157	CAPO301711	AENJA_11597
OG0005158	CAPO300547	AENJA_11673
OG0005160	CAPO300741	AENJA_11799
OG0005163	CAPO305704	AENJA_16468, AENJA_11982
OG0005164	CAPO307846	AENJA_12166
OG0005167	CAPO303298	AENJA_12659
OG0005168	CAPO306745	AENJA_12811
OG0005169	CAPO303886	AENJA_12818
OG0005172	CAPO306565	AENJA_13234
OG0005175	CAPO305645	AENJA_13376
OG0005178	CAPO300199	AENJA_13682
OG0005179	CAPO306190	AENJA_13683
OG0005180	CAPO308188	AENJA_13908
OG0005181	CAPO300793	AENJA_13952
OG0005182	CAPO300394	AENJA_13996
OG0005183	CAPO304256	AENJA_14222
OG0005184	CAPO307619	AENJA_14397
OG0005185	CAPO305409	AENJA_14463
OG0005187	CAPO300108	AENJA_14581
OG0005188	CAPO307366, CAPO308331	AENJA_14606
OG0005191	CAPO301264	AENJA_14708
OG0005192	CAPO302320	AENJA_14714, AENJA_14713
OG0005193	CAPO300973	AENJA_15060, AENJA_15057
OG0005194	CAPO306243	AENJA_15083
OG0005196	CAPO306636	AENJA_15512
OG0005200	CAPO307301	AENJA_15889
OG0005201	CAPO300421	AENJA_15944
OG0005202	CAPO300013	AENJA_16021
OG0005203	CAPO304416	AENJA_16058
OG0005205	CAPO302576	AENJA_16290
OG0005206	CAPO301965	AENJA_16375, AENJA_16376
OG0005208	CAPO303001	AENJA_16681
OG0005209	CAPO300492	AENJA_16688
OG0005210	CAPO301315	AENJA_16777
OG0005212	CAPO300331	AENJA_16938
OG0005214	CAPO304556	AENJA_17260
OG0005215	CAPO308114	AENJA_17522
OG0005216	CAPO304567	AENJA_17721
OG0005217	CAPO303096, CAPO306650	AENJA_17741
OG0005221	CAPO306723	AENJA_18089, AENJA_18087
OG0005222	CAPO305567	AENJA_18251
OG0005223	CAPO302922	AENJA_18354
OG0005224	CAPO300521	AENJA_18467
OG0005227	CAPO300666	AENJA_26640
OG0005228	CAPO300902	AENJA_23120, AENJA_19277
OG0005229	CAPO300950	AENJA_19358
OG0005230	CAPO305306	AENJA_19481
OG0005231	CAPO307526	AENJA_19506
OG0005233	CAPO307259	AENJA_19580
OG0005234	CAPO306586, CAPO305435	AENJA_19581
OG0005237	CAPO300405	AENJA_19710
OG0005238	CAPO307942	AENJA_19721
OG0005239	CAPO305851	AENJA_19990
OG0005240	CAPO302162	AENJA_20005
OG0005241	CAPO301367	AENJA_20023
OG0005243	CAPO302946	AENJA_20088
OG0005244	CAPO301413	AENJA_20092
OG0005245	CAPO305774	AENJA_20125
OG0005247	CAPO305218	AENJA_20373
OG0005249	CAPO306769	AENJA_20420
OG0005250	CAPO304032	AENJA_20522
OG0005251	CAPO306449	AENJA_20701, AENJA_20700
OG0005253	CAPO307867	AENJA_20924
OG0005254	CAPO304356	AENJA_21033
OG0005255	CAPO303838, CAPO300416	AENJA_21044
OG0005255	CAPO307726	AENJA_21045
OG0005257	CAPO302797	AENJA_21310
OG0005258	CAPO301990	AENJA_21405
OG0005259	CAPO303873	AENJA_21569
OG0005261	CAPO305240	AENJA_21820
OG0005262	CAPO301884	AENJA_21894
OG0005265	CAPO305767	AENJA_21989
OG0005267	CAPO300315	AENJA_22355
OG0005268	CAPO302457	AENJA_22468
OG0005269	CAPO303868	AENJA_22732
OG0005271	CAPO303459	AENJA_22922
OG0005272	CAPO300142	AENJA_22975
OG0005273	CAPO302742	AENJA_23163
OG0005275	CAPO301557	AENJA_23280
OG0005277	CAPO302973, CAPO308033	AENJA_23499
OG0005278	CAPO306576, CAPO308328	AENJA_23558
OG0005279	CAPO304182	AENJA_23668
OG0005280	CAPO306635	AENJA_23904, AENJA_23903, AENJA_23905
OG0005285	CAPO302006	AENJA_24684
OG0005287	CAPO307607	AENJA_25010
OG0005289	CAPO304679	AENJA_25114
OG0005290	CAPO305632	AENJA_25252
OG0005292	CAPO300881	AENJA_25293
OG0005293	CAPO303402	AENJA_25366
OG0005294	CAPO306913	AENJA_25605
OG0005295	CAPO304907	AENJA_25904
OG0005298	CAPO307279	AENJA_26046
OG0005299	CAPO304069	AENJA_26064
OG0005300	CAPO304452	AENJA_26263
OG0005301	CAPO307444	AENJA_26280
OG0005303	CAPO304454	AENJA_26557
OG0005359	CAPO300630	AENJA_08722, AENJA_12756, AENJA_00536
OG0005360	CAPO303782	AENJA_00600
OG0005364	CAPO300756	AENJA_01052, AENJA_15399, AENJA_04109
OG0005365	CAPO303866	AENJA_01109
OG0005366	CAPO300645	AENJA_07344, AENJA_24633, AENJA_01145
OG0005367	CAPO304113	AENJA_01278
OG0005370	CAPO303423	AENJA_01616
OG0005371	CAPO306407	AENJA_01629, AENJA_01628
OG0005373	CAPO302507	AENJA_01827
OG0005374	CAPO300609	AENJA_01955
OG0005375	CAPO305216	AENJA_01962
OG0005377	CAPO307926	AENJA_02541
OG0005378	CAPO301284	AENJA_02542
OG0005379	CAPO303714	AENJA_02617
OG0005380	CAPO306791	AENJA_02682
OG0005381	CAPO301325	AENJA_02771
OG0005384	CAPO300411	AENJA_03411
OG0005385	CAPO305502	AENJA_03432
OG0005386	CAPO307872	AENJA_03482
OG0005388	CAPO301274	AENJA_03620
OG0005389	CAPO300599	AENJA_03633
OG0005390	CAPO301450	AENJA_03640
OG0005391	CAPO302409	AENJA_03952
OG0005393	CAPO302465	AENJA_03974
OG0005394	CAPO306444	AENJA_03979
OG0005395	CAPO302966	AENJA_04300
OG0005396	CAPO301185	AENJA_04397
OG0005398	CAPO301199	AENJA_04479
OG0005399	CAPO306277	AENJA_04615
OG0005400	CAPO301149	AENJA_04638
OG0005402	CAPO307246	AENJA_07322, AENJA_05086
OG0005403	CAPO303785	AENJA_05096, AENJA_05789
OG0005404	CAPO306644	AENJA_05142, AENJA_05141
OG0005405	CAPO304677	AENJA_05203
OG0005406	CAPO301050	AENJA_05242
OG0005408	CAPO306656	AENJA_05272
OG0005409	CAPO304722	AENJA_05383
OG0005410	CAPO300140	AENJA_05403
OG0005412	CAPO300143	AENJA_05564
OG0005413	CAPO304093	AENJA_05574
OG0005414	CAPO301252, CAPO301167	AENJA_05642
OG0005417	CAPO302063	AENJA_05779, AENJA_10810
OG0005422	CAPO303205	AENJA_06255
