Orthogroup	CAPO3	DROME
OG0004048	CAPO304654	DROME17671
OG0004050	CAPO308116	DROME10852
OG0004053	CAPO301919	DROME21730
OG0004054	CAPO308277	DROME15059
OG0004057	CAPO300969, CAPO301492	DROME06677
OG0004059	CAPO301877	DROME13217
OG0004063	CAPO300628	DROME00529, DROME00528
OG0004064	CAPO304453	DROME06301
OG0004065	CAPO304029	DROME02456
OG0004067	CAPO301812	DROME14860
OG0004068	CAPO301030	DROME11057
OG0004069	CAPO307785	DROME10101
OG0004070	CAPO302894	DROME04845
OG0004071	CAPO306388	DROME15812
OG0004072	CAPO305194	DROME21957, DROME17982
OG0004075	CAPO308024	DROME21242
OG0004076	CAPO307967	DROME00303
OG0004079	CAPO300687	DROME14266, DROME14264, DROME14261, DROME14262, DROME14263, DROME14265
OG0004080	CAPO305236	DROME06468, DROME06467
OG0004081	CAPO301069	DROME16707, DROME16708, DROME16709, DROME16710
OG0004082	CAPO305460	DROME08161
OG0004083	CAPO304047	DROME14312
OG0004084	CAPO300193	DROME12357
OG0004085	CAPO307782	DROME05732, DROME05731, DROME05733
OG0004090	CAPO304280	DROME03177
OG0004091	CAPO307795	DROME14119
OG0004092	CAPO301516	DROME12563
OG0004093	CAPO303612	DROME15725
OG0004095	CAPO302216	DROME13735
OG0004096	CAPO306070	DROME05141, DROME05140, DROME05135, DROME00515
OG0004097	CAPO300790	DROME01515
OG0004099	CAPO306437	DROME19388
OG0004101	CAPO303749, CAPO302702	DROME08755, DROME08757, DROME08756
OG0004105	CAPO308098	DROME04809, DROME04810, DROME04811
OG0004106	CAPO303386	DROME05999
OG0004108	CAPO307282	DROME07361
OG0004110	CAPO300855	DROME17755
OG0004112	CAPO304610	DROME12140
OG0004113	CAPO305835	DROME06222, DROME06223
OG0004114	CAPO301854	DROME16337
OG0004115	CAPO306386	DROME13846, DROME13845, DROME13844
OG0004116	CAPO303186	DROME02477
OG0004118	CAPO306139	DROME19673
OG0004119	CAPO303741	DROME14543
OG0004120	CAPO303757	DROME07794
OG0004123	CAPO304624	DROME12798
OG0004124	CAPO302738	DROME02608
OG0004127	CAPO306895	DROME07186
OG0004130	CAPO307075	DROME05314
OG0004131	CAPO301925	DROME18904, DROME18905
OG0004133	CAPO305598	DROME02029
OG0004134	CAPO304433	DROME14839
OG0004136	CAPO307338	DROME17670
OG0004140	CAPO307995	DROME02610
OG0004142	CAPO300440	DROME06754
OG0004144	CAPO302917	DROME04309, DROME04310
OG0004148	CAPO301152	DROME06090, DROME06089
OG0004150	CAPO303497	DROME04551, DROME04550
OG0004151	CAPO307015	DROME14564
OG0004153	CAPO305022	DROME12893
OG0004156	CAPO307556	DROME18060
OG0004158	CAPO302219	DROME10050
OG0004160	CAPO302118	DROME15565
OG0004164	CAPO306879	DROME16332
OG0004166	CAPO300703	DROME17896
OG0004167	CAPO305574	DROME18913
OG0004168	CAPO303881	DROME05468
OG0004169	CAPO302967	DROME00368
OG0004170	CAPO305320	DROME12078
OG0004171	CAPO305810	DROME07182
OG0004176	CAPO304072	DROME10985, DROME10984
OG0004179	CAPO304392	DROME10276, DROME10274, DROME10275, DROME10273
OG0004181	CAPO304353	DROME12964
OG0004182	CAPO305817	DROME16363
OG0004183	CAPO301817	DROME09271
OG0004184	CAPO302251	DROME04419
OG0004186	CAPO307615	DROME16037
OG0004187	CAPO301572	DROME07871
OG0004188	CAPO308209	DROME07492, DROME07494, DROME07493
OG0004198	CAPO302636	DROME17028
OG0004215	CAPO307025	DROME19401
OG0004216	CAPO304745	DROME11793
OG0004217	CAPO300553	DROME21224
OG0004219	CAPO302642	DROME03490
OG0004222	CAPO307934	DROME04949
OG0004223	CAPO308310	DROME01123, DROME06776
OG0004226	CAPO301388	DROME15145
OG0004227	CAPO302252	DROME04086
OG0004228	CAPO303492	DROME10277
OG0004230	CAPO305821	DROME18730, DROME18729
OG0004231	CAPO300312	DROME14487, DROME14486
OG0004232	CAPO301443	DROME01342, DROME15977
OG0004235	CAPO306795	DROME12429
OG0004236	CAPO301760	DROME17566
OG0004237	CAPO301645	DROME18213, DROME18214
OG0004239	CAPO304082	DROME15568
OG0004241	CAPO304693	DROME15542
OG0004243	CAPO302349	DROME14802, DROME20505
OG0004245	CAPO301120	DROME02038
OG0004246	CAPO307710	DROME07435
OG0004247	CAPO306324	DROME13808
OG0004248	CAPO306807	DROME14001
OG0004249	CAPO302316	DROME04762
OG0004250	CAPO305518	DROME18272, DROME18273
OG0004252	CAPO305536	DROME14951
OG0004254	CAPO304883	DROME16850, DROME16851, DROME16852
OG0004257	CAPO305171	DROME14416
OG0004258	CAPO301342	DROME05217
OG0004259	CAPO301048	DROME21474, DROME10563
OG0004261	CAPO305950	DROME10981
OG0004263	CAPO304844	DROME06450
OG0004269	CAPO308233	DROME16782
OG0004270	CAPO303791	DROME19295, DROME19296, DROME19297
OG0004272	CAPO303743	DROME21011
OG0004273	CAPO300380	DROME09850
OG0004278	CAPO303739	DROME01231
OG0004280	CAPO302169	DROME22015
OG0004282	CAPO306035	DROME07183
OG0004283	CAPO301216	DROME21977
OG0004284	CAPO303039	DROME19835, DROME19836
OG0004285	CAPO306621	DROME12894
OG0004287	CAPO305534	DROME16211
OG0004288	CAPO302203	DROME12750, DROME12751
OG0004289	CAPO307509	DROME10833, DROME19397
OG0004291	CAPO306696	DROME16342
OG0004292	CAPO301407	DROME06641
OG0004295	CAPO300437	DROME20603, DROME20604, DROME20602
OG0004296	CAPO305828	DROME14924, DROME14923
OG0004297	CAPO306140	DROME01005
OG0004299	CAPO307863	DROME21406, DROME21405
OG0004300	CAPO308218	DROME21737
OG0004301	CAPO305855	DROME06959
OG0004302	CAPO307149	DROME01833
OG0004303	CAPO306261	DROME02789, DROME02790
OG0004304	CAPO307407	DROME15979, DROME15978
OG0004305	CAPO306704	DROME00211
OG0004307	CAPO306787	DROME07784
OG0004308	CAPO302385	DROME08791, DROME08790
OG0004309	CAPO304021	DROME11787
OG0004310	CAPO306903	DROME20002
OG0004312	CAPO306752	DROME07615
OG0004314	CAPO301283	DROME04957
OG0004315	CAPO307076	DROME21705
OG0004316	CAPO300656	DROME06707
OG0004319	CAPO308294	DROME01293
OG0004321	CAPO306639	DROME00141
OG0004322	CAPO307895	DROME21173, DROME21172
OG0004323	CAPO307483	DROME08716, DROME08715
OG0004324	CAPO300240	DROME19211, DROME05925, DROME05924
OG0004328	CAPO305261	DROME06814, DROME06813
OG0004329	CAPO302035	DROME14796
OG0004330	CAPO305393	DROME05935
OG0004331	CAPO305384	DROME09522
OG0004333	CAPO303439	DROME03525
OG0004335	CAPO302791	DROME10278
OG0004337	CAPO300958	DROME13597
OG0004338	CAPO300828	DROME16553
OG0004344	CAPO307152	DROME17664
OG0004345	CAPO306847	DROME20919, DROME20924
OG0004347	CAPO307703	DROME18052, DROME18053, DROME21288, DROME21289
OG0004348	CAPO306158	DROME08598, DROME08597
OG0004349	CAPO308184	DROME12070
OG0004350	CAPO300994	DROME08566
OG0004351	CAPO307239	DROME17742
OG0004352	CAPO300873	DROME04587
OG0004353	CAPO306055, CAPO306087	DROME05577
OG0004354	CAPO307581	DROME18943
OG0004355	CAPO303478	DROME01999
OG0004356	CAPO300159	DROME12218
OG0004357	CAPO303880	DROME01205, DROME01203
OG0004358	CAPO301323	DROME01539
OG0004359	CAPO305703	DROME15372
OG0004360	CAPO301752	DROME03158
OG0004361	CAPO308302	DROME16888
OG0004364	CAPO305213	DROME18518, DROME02371
OG0004365	CAPO305948	DROME11247
OG0004368	CAPO306084	DROME03958, DROME03959
OG0004369	CAPO305592	DROME08156
OG0004370	CAPO302143	DROME13154, DROME12142, DROME12141
OG0004373	CAPO308311	DROME07316
OG0004374	CAPO306983	DROME21010
OG0004376	CAPO303203	DROME21016
OG0004377	CAPO303614	DROME02771, DROME02772, DROME02773, DROME02770
OG0004378	CAPO303140	DROME00771
OG0004379	CAPO300162	DROME14972, DROME14973
OG0004380	CAPO307847	DROME21035, DROME21034
OG0004381	CAPO300684	DROME03934
OG0004382	CAPO308307	DROME16408, DROME16407
OG0004385	CAPO306534	DROME16721
OG0004388	CAPO303742	DROME07878
OG0004389	CAPO302416	DROME13762
OG0004391	CAPO305468	DROME11785, DROME11784
OG0004392	CAPO303282	DROME17967, DROME17966, DROME17965
OG0004394	CAPO305886	DROME00472, DROME00473, DROME00475
OG0004396	CAPO300955	DROME00290, DROME00291
OG0004398	CAPO307605	DROME20923
OG0004399	CAPO301536	DROME00026, DROME00027
OG0004401	CAPO307684	DROME15904
OG0004404	CAPO300907	DROME00111
OG0004405	CAPO302866	DROME20905
OG0004406	CAPO305558	DROME20449
OG0004412	CAPO301515	DROME09927
OG0004413	CAPO301518	DROME16031
OG0004417	CAPO302119	DROME08382
OG0004423	CAPO306935	DROME09027, DROME09026
OG0004425	CAPO302090	DROME09154
OG0004426	CAPO301784	DROME02898
OG0004459	CAPO300459	DROME11629
OG0004460	CAPO307206	DROME01612
OG0004462	CAPO302893	DROME10763
OG0004465	CAPO303487	DROME21097, DROME00340
OG0004467	CAPO307496	DROME12348, DROME12349
OG0004468	CAPO307854	DROME08086
OG0004472	CAPO303803	DROME13220
OG0004474	CAPO300829	DROME12398, DROME12397
OG0004476	CAPO307856	DROME21347, DROME21348, DROME21349
OG0004479	CAPO303963	DROME02751
OG0004483	CAPO303122	DROME01082, DROME01081
OG0004484	CAPO302152	DROME15453
OG0004486	CAPO307639	DROME03906
OG0004488	CAPO301849	DROME18125, DROME08793
OG0004489	CAPO305447	DROME01140
OG0004492	CAPO307196	DROME06523
OG0004494	CAPO306570	DROME12460, DROME12459
OG0004495	CAPO306359	DROME19461, DROME19460, DROME03167
OG0004496	CAPO303733	DROME10398
OG0004497	CAPO307202	DROME12594
OG0004498	CAPO305224	DROME20932
OG0004500	CAPO301850	DROME19536
OG0004501	CAPO301840	DROME11056
OG0004503	CAPO300332	DROME04705
OG0004506	CAPO305016	DROME10904
OG0004507	CAPO301894	DROME17036
OG0004511	CAPO303457	DROME13105
OG0004512	CAPO302842	DROME10927
OG0004513	CAPO303104	DROME12675
OG0004515	CAPO305182	DROME15124, DROME19804
OG0004517	CAPO305332	DROME12340
OG0004518	CAPO306412	DROME19881
OG0004519	CAPO307914	DROME13472
OG0004520	CAPO300090	DROME13131
OG0004523	CAPO304989	DROME07758
OG0004525	CAPO303518	DROME13522
OG0004526	CAPO302498	DROME09780
OG0004529	CAPO306628	DROME14562
OG0004530	CAPO304739	DROME03349
OG0004532	CAPO300005	DROME11183
OG0004533	CAPO306022	DROME16934, DROME16933
OG0004535	CAPO307124	DROME11313, DROME11681
OG0004540	CAPO307351	DROME21936, DROME17090
OG0004542	CAPO306706	DROME14306, DROME14305
OG0004544	CAPO306563	DROME03219
OG0004545	CAPO307212	DROME14918
OG0004546	CAPO306808	DROME07299
OG0004548	CAPO305113	DROME20368, DROME10401
OG0004551	CAPO301498	DROME17768, DROME17769
OG0004552	CAPO301361, CAPO306759	DROME00895
OG0004553	CAPO302768	DROME15169, DROME15168, DROME15170, DROME15171, DROME15167, DROME15172
OG0004554	CAPO300747	DROME15667
OG0004555	CAPO301994	DROME08499, DROME08501, DROME08498, DROME08500
OG0004556	CAPO305616	DROME05232, DROME05234, DROME05233
OG0004559	CAPO303756	DROME00073
OG0004561	CAPO304794	DROME14241, DROME14240
OG0004563	CAPO303030	DROME01043
OG0004564	CAPO301873	DROME21672, DROME05211
OG0004565	CAPO303409	DROME02327, DROME02328
OG0004566	CAPO302081	DROME09871
OG0004569	CAPO303601	DROME06466
OG0004572	CAPO302719	DROME09948
OG0004573	CAPO302070, CAPO305859	DROME00139
OG0004577	CAPO307905	DROME08875, DROME08876
OG0004578	CAPO307713	DROME18906, DROME06808
OG0004579	CAPO308171	DROME01846
OG0004581	CAPO305629	DROME17808, DROME17807, DROME17806
OG0004582	CAPO304857	DROME06477
OG0004583	CAPO301319	DROME11053
OG0004584	CAPO307051	DROME21581
OG0004585	CAPO307959	DROME01558, DROME01556, DROME01557
OG0004587	CAPO303576	DROME15606
OG0004588	CAPO307046	DROME12821, DROME12822, DROME14788, DROME12819, DROME12820
OG0004590	CAPO307910	DROME15582, DROME11041, DROME11040
OG0004593	CAPO306311	DROME07438
OG0004596	CAPO300672	DROME02187
OG0004601	CAPO300529	DROME05651, DROME05650
OG0004602	CAPO307709	DROME02726, DROME12032
OG0004609	CAPO305274	DROME08817
OG0004610	CAPO308217	DROME10381
OG0004611	CAPO305879, CAPO305850	DROME16445
OG0004612	CAPO307176	DROME00790
OG0004616	CAPO302661, CAPO307774	DROME19950, DROME19951
OG0004619	CAPO306976	DROME17529
OG0004621	CAPO301592	DROME20061, DROME20060
OG0004626	CAPO304074	DROME04697
OG0004627	CAPO302578	DROME18129, DROME18128, DROME18127
OG0004628	CAPO300844	DROME03937
OG0004629	CAPO300874	DROME06036
OG0004630	CAPO300032	DROME13583
OG0004633	CAPO306431	DROME15422
OG0004634	CAPO306443	DROME00888
OG0004635	CAPO305826	DROME17782
OG0004638	CAPO300328	DROME09153
OG0004639	CAPO304960	DROME08016
OG0004640	CAPO305391	DROME04904, DROME04905
OG0004642	CAPO303810	DROME06579
OG0004643	CAPO303111	DROME00911
OG0004646	CAPO304987	DROME06988
OG0004648	CAPO306796	DROME18522
OG0004649	CAPO308035	DROME20953
OG0004651	CAPO307192	DROME21452, DROME21453
OG0004652	CAPO307126	DROME17381
OG0004654	CAPO304098	DROME05489, DROME05488
OG0004655	CAPO300932	DROME01318
OG0004656	CAPO306315	DROME16743
OG0004657	CAPO300965	DROME03195
OG0004658	CAPO302853	DROME09698
OG0004659	CAPO305571	DROME14307
OG0004660	CAPO302190, CAPO304191	DROME17308, DROME17309, DROME17306, DROME17307
OG0004663	CAPO307060	DROME20926
OG0004664	CAPO304024	DROME04843, DROME04844
OG0004668	CAPO307032	DROME08135
OG0004669	CAPO301719	DROME07920
OG0004670	CAPO301141	DROME04629
OG0004671	CAPO303199	DROME19389
OG0004672	CAPO300788	DROME19572
OG0004674	CAPO301298	DROME20610
OG0004675	CAPO300152	DROME01467, DROME01466, DROME03380
OG0004676	CAPO305483	DROME18548
OG0004678	CAPO306062	DROME04998, DROME04997
OG0004679	CAPO307020	DROME04800
OG0004682	CAPO302643	DROME14960, DROME14957
OG0004685	CAPO300514	DROME18917, DROME18916
OG0004687	CAPO300850	DROME02093
OG0004690	CAPO302294	DROME07347
OG0004691	CAPO301832	DROME17121
OG0004692	CAPO306711	DROME08213, DROME01042, DROME01041, DROME01050, DROME02438
OG0004694	CAPO302831	DROME13257
OG0004697	CAPO308157	DROME17424
OG0004699	CAPO305801	DROME03068
OG0004700	CAPO305394	DROME06957
OG0004703	CAPO302281	DROME19325
OG0004707	CAPO307222	DROME19641
OG0004708	CAPO302589	DROME00172
OG0004711	CAPO307614	DROME06479
OG0004728	CAPO306092	DROME01900
OG0004732	CAPO307742	DROME03214
OG0004733	CAPO303723	DROME04757
OG0004739	CAPO305372	DROME16590
OG0004740	CAPO303587	DROME20299
OG0004743	CAPO305537	DROME03419
OG0004744	CAPO307377	DROME08184
OG0004747	CAPO305266	DROME00628
OG0004749	CAPO303738	DROME10966
OG0004752	CAPO300189	DROME18733, DROME18734
OG0004753	CAPO307970	DROME03636
OG0004756	CAPO300650	DROME05028
OG0004757	CAPO300079	DROME14317
OG0004758	CAPO307791	DROME10880
OG0004759	CAPO301731	DROME14009
OG0004760	CAPO302986	DROME20882, DROME20886, DROME20887, DROME20888, DROME11853
OG0004761	CAPO301372	DROME15693, DROME15694
OG0004763	CAPO303189	DROME06189
OG0004764	CAPO306665	DROME04351
OG0004765	CAPO300145	DROME08142, DROME19163
OG0004766	CAPO300107	DROME02533
OG0004767	CAPO304258	DROME10770
OG0004768	CAPO302814	DROME02452
OG0004769	CAPO305909	DROME02034
OG0004770	CAPO306549	DROME06615
OG0004771	CAPO306141	DROME07917, DROME07916, DROME07918, DROME07919
OG0004774	CAPO302467	DROME15180
OG0004775	CAPO308292	DROME19718
OG0004784	CAPO300506	DROME21712, DROME21713, DROME21714
OG0004785	CAPO301223	DROME20154, DROME01032, DROME00155, DROME02565
OG0004787	CAPO300677	DROME07713
OG0004792	CAPO304121, CAPO301355	DROME06361, DROME08012
OG0004793	CAPO303691	DROME15053
OG0004794	CAPO302268	DROME12402
OG0004795	CAPO306522	DROME13666
OG0004797	CAPO308248	DROME07303
OG0004801	CAPO301409	DROME12258, DROME12259
OG0004803	CAPO306090	DROME02519, DROME02518
OG0004805	CAPO301148	DROME04002
OG0004808	CAPO300921	DROME02542
OG0004810	CAPO307085	DROME05623, DROME05622
OG0004811	CAPO304670	DROME02621
OG0004812	CAPO300913	DROME01555
OG0004813	CAPO302301	DROME00925
OG0004814	CAPO305193	DROME05830
OG0004815	CAPO306099	DROME03213
OG0004817	CAPO300646	DROME06146
OG0004819	CAPO303489	DROME12033
OG0004820	CAPO301474	DROME01989
OG0004822	CAPO303272	DROME04359
OG0004823	CAPO301131	DROME10144, DROME10142, DROME10143
OG0004825	CAPO303625	DROME03283, DROME04091
OG0004826	CAPO302318	DROME20871
OG0004828	CAPO300795	DROME18812, DROME18813
OG0004829	CAPO306677	DROME09372
OG0004830	CAPO304259, CAPO301109	DROME10949
OG0004831	CAPO302539	DROME01012
OG0004832	CAPO300644	DROME15225
OG0004833	CAPO307386, CAPO307385	DROME21757, DROME21758, DROME07997, DROME05462, DROME18534
OG0004835	CAPO307142	DROME16717
OG0004836	CAPO300476	DROME13630
OG0004837	CAPO306341	DROME03243, DROME03241, DROME03242
OG0004838	CAPO300483	DROME19784
OG0004840	CAPO301303	DROME05865
OG0004841	CAPO301073	DROME10055
OG0004842	CAPO307208	DROME03366
OG0004843	CAPO302296	DROME07719, DROME07718
OG0004844	CAPO308225	DROME13071
OG0004845	CAPO300244	DROME01007
OG0004846	CAPO302634	DROME02141
OG0004849	CAPO302897	DROME13112
OG0004851	CAPO304052	DROME14412
OG0004852	CAPO305241	DROME19281, DROME19280
OG0004853	CAPO306818	DROME11460, DROME11459, DROME11461
OG0004854	CAPO307677	DROME04906
OG0004855	CAPO307136	DROME06480
OG0004856	CAPO307877	DROME20969, DROME02553
OG0004857	CAPO305126	DROME18571, DROME18570
OG0004858	CAPO306514	DROME21278, DROME21279, DROME15142
OG0004859	CAPO305955	DROME19872
OG0004861	CAPO300721	DROME03069
OG0004863	CAPO300215	DROME11509
OG0004864	CAPO306175	DROME17771
OG0004869	CAPO301505	DROME04684
OG0004873	CAPO305056	DROME14538
OG0004874	CAPO302314	DROME06823
OG0004875	CAPO305599	DROME07370
OG0004879	CAPO304570	DROME00897
OG0004880	CAPO307520	DROME08365
OG0004881	CAPO301856	DROME08062
OG0004882	CAPO307657	DROME20698
OG0004883	CAPO304269	DROME06775
OG0004886	CAPO304598	DROME20605
OG0004887	CAPO303252	DROME16935
OG0004889	CAPO302860	DROME07704
OG0004893	CAPO305797	DROME00887
OG0004894	CAPO308103	DROME14922
OG0004896	CAPO301146, CAPO308332	DROME10135
OG0004897	CAPO300624	DROME19647, DROME19646
OG0004898	CAPO300846	DROME20157
OG0004899	CAPO304701	DROME12298
OG0004900	CAPO300509	DROME05897
OG0004901	CAPO301170	DROME21322
OG0004902	CAPO305853	DROME21164, DROME21163
OG0004903	CAPO304775	DROME05016
OG0004904	CAPO304100	DROME19500, DROME19501, DROME19499
OG0004906	CAPO303480	DROME09739
OG0004907	CAPO307254	DROME21808
OG0004911	CAPO305750	DROME03353, DROME03354
OG0004913	CAPO306717	DROME03983, DROME03981, DROME03982, DROME03984
OG0004914	CAPO301519	DROME06293
OG0004917	CAPO303374	DROME08602
OG0004919	CAPO308082	DROME18147
OG0004920	CAPO302580	DROME00285
OG0004922	CAPO306550	DROME15327
OG0004923	CAPO307943	DROME02315
OG0004924	CAPO304606	DROME10830, DROME07167
OG0004927	CAPO304855	DROME08096, DROME08095
OG0004928	CAPO304691	DROME08425
OG0004929	CAPO304111	DROME12986
OG0004932	CAPO306081, CAPO305804	DROME06711, DROME21545
OG0004934	CAPO305066	DROME20188
OG0004935	CAPO302835	DROME01124, DROME21902
OG0004938	CAPO308159	DROME19230
OG0004940	CAPO305630	DROME17902
OG0004946	CAPO305515	DROME17783
OG0004947	CAPO307579	DROME02539, DROME02538
OG0004948	CAPO305331	DROME10356, DROME10355
OG0004949	CAPO304026	DROME10079
OG0004950	CAPO300642	DROME04411, DROME04410, DROME04412, DROME04409, DROME04414, DROME04413
OG0004952	CAPO301776	DROME04437, DROME04439
OG0004954	CAPO303229	DROME00788
OG0004961	CAPO305777	DROME09320, DROME09318, DROME09321, DROME09319, DROME09322, DROME09323, DROME09317, DROME20126
OG0004963	CAPO303805	DROME16550
OG0004964	CAPO302916	DROME03316, DROME00530
OG0004968	CAPO307145	DROME13729
OG0004969	CAPO303678	DROME05438
OG0004970	CAPO303748	DROME11414
OG0004971	CAPO302327	DROME02694
OG0004972	CAPO304289	DROME08727, DROME08726, DROME08728
OG0004976	CAPO304478	DROME00645
OG0004977	CAPO304350	DROME03602
OG0004978	CAPO308306	DROME03965
OG0004979	CAPO303118	DROME16138
OG0004980	CAPO300807	DROME03892
OG0004981	CAPO306326	DROME12849
OG0004982	CAPO301351	DROME15865
OG0004983	CAPO300176	DROME09084, DROME09083, DROME09085
OG0004985	CAPO304816	DROME02098
OG0004987	CAPO305473	DROME11494
OG0004987	CAPO306240	DROME11495
OG0004988	CAPO305623	DROME03458, DROME03460, DROME03459
OG0004989	CAPO300323	DROME22081, DROME22082
OG0004991	CAPO302271	DROME15256
OG0004992	CAPO301159	DROME21455, DROME21454
OG0004993	CAPO306074	DROME12825
OG0004997	CAPO300456	DROME14795
OG0004999	CAPO302635	DROME12996, DROME04051
OG0005002	CAPO305114	DROME06516, DROME06517
OG0005003	CAPO303837	DROME03928
OG0005005	CAPO303017	DROME21561, DROME21562
OG0005006	CAPO301015	DROME11996
OG0005007	CAPO300658	DROME10736, DROME10737
OG0005009	CAPO303190	DROME05341
OG0005010	CAPO304378	DROME15403
OG0005013	CAPO304066	DROME05963
OG0005014	CAPO307825	DROME10673
OG0005015	CAPO300946	DROME17219, DROME13880
OG0005021	CAPO304690	DROME09143
OG0005038	CAPO301658	DROME10536
OG0005040	CAPO300876	DROME12131
OG0005044	CAPO307084	DROME09608
OG0005046	CAPO304846	DROME05480
OG0005047	CAPO305932	DROME10719, DROME10720, DROME04066
OG0005048	CAPO300857	DROME02333
OG0005053	CAPO302547	DROME16491
OG0005059	CAPO300063	DROME21332, DROME21333, DROME21331
OG0005061	CAPO306602	DROME12079
OG0005062	CAPO302106	DROME03096
OG0005067	CAPO302289	DROME04857
OG0005068	CAPO306513	DROME04056, DROME13214
OG0005069	CAPO300204	DROME09600
OG0005073	CAPO305547	DROME03220
OG0005076	CAPO302885	DROME03212
OG0005077	CAPO302160	DROME04630
OG0005079	CAPO303799	DROME19526
OG0005081	CAPO307065	DROME10206
OG0005083	CAPO302388	DROME15688, DROME15689
OG0005086	CAPO302959	DROME19289
OG0005088	CAPO307772	DROME22011, DROME22012
OG0005089	CAPO303888	DROME16204
OG0005090	CAPO303909	DROME15517
OG0005091	CAPO305179	DROME03308, DROME03309, DROME03310
OG0005093	CAPO303716	DROME05559
OG0005094	CAPO303630	DROME08308
OG0005095	CAPO301660	DROME02229
OG0005096	CAPO301964	DROME02037
OG0005097	CAPO304365	DROME09273, DROME09274, DROME09272
OG0005099	CAPO305916	DROME09599
OG0005100	CAPO306219	DROME04486
OG0005104	CAPO303053	DROME20927
OG0005106	CAPO301403	DROME03857
OG0005107	CAPO304194	DROME08339
OG0005108	CAPO301196	DROME14762
OG0005109	CAPO301209	DROME19414, DROME19413
OG0005111	CAPO302727	DROME13957, DROME13956
OG0005113	CAPO300389	DROME00349, DROME00350, DROME00351, DROME00352
OG0005114	CAPO305096	DROME19429
OG0005119	CAPO304215	DROME17852, DROME17851, DROME17850
OG0005120	CAPO304593	DROME03465
OG0005121	CAPO301715	DROME13814, DROME13815, DROME13816
OG0005124	CAPO305507	DROME16620
OG0005127	CAPO307277	DROME20240
OG0005130	CAPO305368	DROME01130
OG0005132	CAPO300384	DROME02024, DROME03817
OG0005138	CAPO300009	DROME08714
OG0005139	CAPO302205	DROME15604
OG0005140	CAPO300700, CAPO302173	DROME16893
OG0005142	CAPO304715	DROME12779
OG0005143	CAPO304926	DROME18172, DROME18171
OG0005144	CAPO306416	DROME16396
OG0005145	CAPO302299	DROME02051
OG0005146	CAPO303659	DROME01676
OG0005147	CAPO302069	DROME14510, DROME14511
OG0005149	CAPO302171	DROME13939, DROME13941, DROME13940, DROME03013
OG0005151	CAPO302626	DROME21402
OG0005152	CAPO307737	DROME02100
OG0005154	CAPO307643	DROME08186, DROME14086
OG0005155	CAPO304712	DROME13946
OG0005157	CAPO301711	DROME20357, DROME10521
OG0005158	CAPO300547	DROME15148
OG0005160	CAPO300741	DROME13926
OG0005163	CAPO305704	DROME09973
OG0005164	CAPO307846	DROME17784
OG0005167	CAPO303298	DROME21743, DROME21744
OG0005168	CAPO306745	DROME21709, DROME21708, DROME02504, DROME02503
OG0005169	CAPO303886	DROME00581
OG0005172	CAPO306565	DROME03475
OG0005175	CAPO305645	DROME18164
OG0005178	CAPO300199	DROME17186
OG0005179	CAPO306190	DROME12341
OG0005180	CAPO308188	DROME10314
OG0005181	CAPO300793	DROME13882
OG0005182	CAPO300394	DROME14044
OG0005183	CAPO304256	DROME07939, DROME08717
OG0005184	CAPO307619	DROME11560
OG0005185	CAPO305409	DROME14578
OG0005187	CAPO300108	DROME14003
OG0005188	CAPO307366, CAPO308331	DROME10586
OG0005192	CAPO302320	DROME06272
OG0005194	CAPO306243	DROME04866
OG0005196	CAPO306636	DROME08964
OG0005200	CAPO307301	DROME17886, DROME17887
OG0005201	CAPO300421	DROME12308
OG0005202	CAPO300013	DROME20495
OG0005205	CAPO302576	DROME03877, DROME03878
OG0005206	CAPO301965	DROME19412
OG0005208	CAPO303001	DROME19833
OG0005209	CAPO300492	DROME02411, DROME02410, DROME02409
OG0005210	CAPO301315	DROME04803, DROME04802
OG0005212	CAPO300331	DROME05395
OG0005214	CAPO304556	DROME10787
OG0005215	CAPO308114	DROME16919, DROME16918, DROME16920
OG0005216	CAPO304567	DROME02551
OG0005217	CAPO303096, CAPO306650	DROME13024
OG0005221	CAPO306723	DROME13777
OG0005222	CAPO305567	DROME20001
OG0005223	CAPO302922	DROME06805
OG0005224	CAPO300521	DROME09621
OG0005225	CAPO301901	DROME18929
OG0005227	CAPO300666	DROME19504
OG0005228	CAPO300902	DROME12549, DROME12550
OG0005229	CAPO300950	DROME21401
OG0005230	CAPO305306	DROME07282, DROME04954, DROME04955, DROME04956
OG0005231	CAPO307526	DROME13341
OG0005233	CAPO307259	DROME13588, DROME13587
OG0005234	CAPO306586, CAPO305435	DROME09471, DROME09470, DROME17729
OG0005237	CAPO300405	DROME13694, DROME13695
OG0005238	CAPO307942	DROME03305
OG0005239	CAPO305851	DROME16969
OG0005240	CAPO302162	DROME05667
OG0005243	CAPO302946	DROME13760
OG0005244	CAPO301413	DROME11413
OG0005245	CAPO305774	DROME15633
OG0005247	CAPO305218	DROME11577
OG0005249	CAPO306769	DROME17651
OG0005250	CAPO304032	DROME06885
OG0005251	CAPO306449	DROME15484, DROME15485
OG0005253	CAPO307867	DROME20955
OG0005254	CAPO304356	DROME13236
OG0005255	CAPO303838, CAPO300416, CAPO307726	DROME17385, DROME17386
OG0005257	CAPO302797	DROME12885, DROME12886, DROME12884
OG0005258	CAPO301990	DROME07551
OG0005259	CAPO303873	DROME01189
OG0005261	CAPO305240	DROME19226, DROME19227
OG0005262	CAPO301884	DROME14948
OG0005264	CAPO302695, CAPO300033	DROME11198
