Orthogroup	CAPO3	OWEFU
OG0000242	CAPO304847	OFUSG06127.1.p1
OG0000244	CAPO301556	OFUSG06305.1.p1, OFUSG05665.1.p1, OFUSG05665.2.p1, OFUSG20331.1.p1
OG0000246	CAPO303496	OFUSG07024.1.p1, OFUSG19485.1.p1, OFUSG24660.1.p1, OFUSG15357.1.p1, OFUSG24208.1.p1, OFUSG02163.1.p1, OFUSG11581.1.p1, OFUSG12761.1.p1, OFUSG23769.1.p1, OFUSG03328.1.p1, OFUSG07874.1.p1
OG0000248	CAPO307635, CAPO302481, CAPO302487	OFUSG01572.1.p1, OFUSG01572.2.p1, OFUSG24482.1.p1, OFUSG24481.1.p1, OFUSG24480.1.p1, OFUSG24392.1.p1, OFUSG16612.1.p1
OG0000255	CAPO306632	OFUSG12117.1.p1
OG0000255	CAPO301531	OFUSG14942.1.p1, OFUSG14943.1.p2
OG0000255	CAPO300499	OFUSG19654.1.p1, OFUSG20039.1.p1, OFUSG19653.1.p1, OFUSG19652.1.p1
OG0000256	CAPO307884	OFUSG07066.1.p1
OG0000256	CAPO306483	OFUSG09071.1.p1, OFUSG09064.1.p1
OG0000257	CAPO300414	OFUSG08456.2.p1, OFUSG08456.1.p1, OFUSG15802.1.p1, OFUSG11917.1.p1, OFUSG19132.2.p1, OFUSG19132.1.p1
OG0000258	CAPO301106	OFUSG10276.3.p1, OFUSG10276.1.p1, OFUSG10276.2.p1, OFUSG10276.4.p1, OFUSG10276.5.p1
OG0000258	CAPO301746	OFUSG06329.2.p1, OFUSG06329.4.p1, OFUSG06329.3.p1, OFUSG06329.1.p1, OFUSG11356.1.p1
OG0000260	CAPO300399	OFUSG05664.1.p1
OG0000265	CAPO306126	OFUSG07823.1.p1, OFUSG07823.4.p1, OFUSG07823.2.p1, OFUSG07823.3.p1, OFUSG07823.5.p1
OG0000265	CAPO306540	OFUSG06040.2.p1, OFUSG06040.1.p1
OG0000271	CAPO304641	OFUSG04123.1.p1
OG0000273	CAPO305109	OFUSG12784.1.p1, OFUSG12784.2.p1, OFUSG23162.1.p1
OG0000273	CAPO300804	OFUSG15024.1.p1
OG0000273	CAPO306869	OFUSG13439.1.p1
OG0000277	CAPO303621	OFUSG15740.1.p1
OG0000277	CAPO301295	OFUSG18419.1.p1
OG0000282	CAPO308183	OFUSG24336.2.p1, OFUSG24336.1.p1, OFUSG24337.1.p1, OFUSG05597.1.p1, OFUSG05560.1.p1, OFUSG18708.1.p1
OG0000284	CAPO305695	OFUSG26052.1.p1, OFUSG26476.1.p1
OG0000285	CAPO303377	OFUSG04357.1.p1, OFUSG04356.1.p1, OFUSG02129.1.p1, OFUSG16772.1.p1, OFUSG02910.1.p1
OG0000288	CAPO305142	OFUSG09324.1.p1, OFUSG20217.1.p1, OFUSG01800.1.p1, OFUSG05343.1.p1, OFUSG05343.2.p1, OFUSG05342.1.p1, OFUSG09607.1.p1, OFUSG09608.1.p1, OFUSG12769.1.p1, OFUSG21189.1.p1, OFUSG23699.1.p1
OG0000289	CAPO307835	OFUSG12822.1.p1, OFUSG17374.1.p1, OFUSG20928.1.p1, OFUSG07765.1.p1, OFUSG07764.1.p1, OFUSG07764.2.p1
OG0000295	CAPO302113, CAPO302799	OFUSG24082.1.p1, OFUSG13413.1.p1, OFUSG23302.1.p1, OFUSG13611.2.p1, OFUSG13611.1.p1, OFUSG14167.2.p1, OFUSG14167.1.p1, OFUSG10212.1.p1, OFUSG10003.1.p1, OFUSG10003.2.p1
OG0000299	CAPO306599	OFUSG23466.1.p1, OFUSG23466.2.p1, OFUSG23466.3.p1
OG0000305	CAPO307183	OFUSG10811.3.p1, OFUSG10811.1.p1, OFUSG10811.2.p1, OFUSG26317.1.p1
OG0000306	CAPO308212	OFUSG11015.1.p1
OG0000308	CAPO304037	OFUSG03864.1.p1
OG0000308	CAPO303083	OFUSG10583.1.p1
OG0000310	CAPO305978	OFUSG14794.1.p1, OFUSG20216.1.p1, OFUSG14762.1.p1, OFUSG14796.1.p1, OFUSG18181.1.p1
OG0000312	CAPO304557	OFUSG26916.1.p1, OFUSG22955.1.p1, OFUSG18429.2.p1, OFUSG18429.1.p1
OG0000312	CAPO302691	OFUSG02203.1.p1
OG0000313	CAPO307072	OFUSG03227.1.p1, OFUSG21287.1.p1, OFUSG21288.1.p1
OG0000313	CAPO301348	OFUSG18908.1.p1, OFUSG18908.2.p1, OFUSG18908.3.p1
OG0000314	CAPO304303	OFUSG12674.1.p1, OFUSG12674.2.p1, OFUSG21912.1.p1, OFUSG21912.2.p1, OFUSG06548.1.p1, OFUSG06548.2.p1, OFUSG11704.1.p1, OFUSG19119.1.p1, OFUSG02701.1.p1
OG0000315	CAPO308167	OFUSG06254.1.p1
OG0000316	CAPO307924, CAPO300321	OFUSG05708.1.p1
OG0000319	CAPO303225	OFUSG21261.1.p1, OFUSG21261.2.p1, OFUSG21264.1.p1, OFUSG12124.1.p1, OFUSG23476.1.p1, OFUSG23476.2.p1, OFUSG07183.1.p1, OFUSG07183.2.p1
OG0000320	CAPO308077, CAPO307609, CAPO307599, CAPO304493	OFUSG08776.1.p1
OG0000321	CAPO307156	OFUSG02412.1.p1
OG0000322	CAPO306406	OFUSG15037.1.p1, OFUSG03466.1.p1
OG0000326	CAPO308358, CAPO307947	OFUSG13065.1.p1, OFUSG13065.5.p1, OFUSG13065.3.p1, OFUSG13065.4.p1, OFUSG13065.2.p1
OG0000326	CAPO303322	OFUSG15828.2.p1, OFUSG15828.1.p1, OFUSG08906.2.p1, OFUSG08906.1.p1, OFUSG03813.1.p1
OG0000327	CAPO308120	OFUSG10793.1.p1, OFUSG00794.1.p1, OFUSG00795.1.p1, OFUSG00797.1.p1, OFUSG08866.1.p1, OFUSG04729.1.p1, OFUSG18560.1.p1, OFUSG19666.1.p1, OFUSG13620.1.p1, OFUSG10444.1.p1, OFUSG10647.1.p1, OFUSG10647.2.p1, OFUSG10965.1.p1, OFUSG18221.1.p1, OFUSG02099.1.p1, OFUSG02101.1.p1, OFUSG02101.2.p1, OFUSG02279.1.p1, OFUSG12119.1.p1, OFUSG12119.2.p1, OFUSG21543.2.p1, OFUSG21543.1.p1, OFUSG21543.4.p1, OFUSG21543.3.p1, OFUSG10440.1.p1, OFUSG18407.1.p1, OFUSG10376.1.p1, OFUSG10892.1.p1, OFUSG02102.1.p1
OG0000335	CAPO307753	OFUSG05135.1.p1, OFUSG05136.1.p1, OFUSG20966.1.p1, OFUSG18562.1.p1, OFUSG18563.1.p1, OFUSG18564.2.p1, OFUSG18564.1.p1, OFUSG18561.1.p1, OFUSG02017.1.p1, OFUSG02025.1.p1
OG0000338	CAPO304735	OFUSG24006.1.p1, OFUSG24008.1.p1, OFUSG24008.2.p1, OFUSG24008.3.p1, OFUSG22814.1.p1
OG0000339	CAPO305264	OFUSG04298.2.p1, OFUSG04298.1.p1, OFUSG05758.1.p1, OFUSG14716.1.p1
OG0000343	CAPO306429	OFUSG01032.2.p1, OFUSG01032.4.p1, OFUSG01032.3.p1, OFUSG01032.1.p1, OFUSG01032.5.p1
OG0000345	CAPO300769	OFUSG17887.1.p1, OFUSG17887.2.p1
OG0000352	CAPO300356	OFUSG17642.2.p1, OFUSG17642.3.p1, OFUSG17642.1.p1, OFUSG25663.1.p1, OFUSG25409.1.p1, OFUSG09355.1.p1
OG0000357	CAPO301487	OFUSG06172.1.p1
OG0000359	CAPO305417	OFUSG10615.1.p1
OG0000359	CAPO301540	OFUSG11235.1.p1, OFUSG22159.1.p1, OFUSG14850.1.p1
OG0000360	CAPO300757	OFUSG09916.1.p1, OFUSG24693.1.p1, OFUSG03373.2.p1, OFUSG03373.1.p1, OFUSG19256.2.p1, OFUSG19256.1.p1
OG0000364	CAPO301330, CAPO300908	OFUSG17106.1.p1, OFUSG24727.1.p1, OFUSG20070.1.p1, OFUSG24726.2.p1, OFUSG24726.1.p1, OFUSG24725.1.p1, OFUSG20071.1.p1, OFUSG20071.2.p1, OFUSG17132.1.p1
OG0000365	CAPO302286	OFUSG26178.1.p1, OFUSG12372.1.p1
OG0000367	CAPO301272	OFUSG06474.2.p1, OFUSG06474.1.p1, OFUSG17028.4.p1, OFUSG17028.3.p1, OFUSG17028.1.p1, OFUSG17028.5.p1, OFUSG17028.2.p1, OFUSG17029.1.p1
OG0000371	CAPO307503	OFUSG17119.1.p1, OFUSG16276.1.p1, OFUSG18719.1.p1, OFUSG06880.1.p1, OFUSG13355.2.p1, OFUSG13355.1.p1
OG0000372	CAPO307553	OFUSG09903.2.p1, OFUSG09903.3.p1, OFUSG09903.1.p1, OFUSG03577.1.p1, OFUSG07884.1.p1
OG0000373	CAPO301744	OFUSG15217.1.p1, OFUSG11653.1.p1
OG0000385	CAPO300182, CAPO305781, CAPO305517	OFUSG24563.1.p1, OFUSG09484.1.p1, OFUSG09484.2.p1, OFUSG16822.1.p1, OFUSG01405.2.p1, OFUSG01405.1.p1
OG0000390	CAPO301433, CAPO301477	OFUSG26232.1.p1, OFUSG21300.1.p1, OFUSG16037.2.p1, OFUSG16037.1.p1, OFUSG06288.1.p1
OG0000390	CAPO307000	OFUSG22939.1.p1, OFUSG20343.1.p1, OFUSG18981.1.p1
OG0000392	CAPO300351	OFUSG17685.2.p1, OFUSG17685.5.p1, OFUSG17685.1.p1, OFUSG17685.4.p1, OFUSG17685.3.p1
OG0000393	CAPO307627	OFUSG05092.1.p1
OG0000397	CAPO304372	OFUSG03578.1.p1
OG0000399	CAPO302781	OFUSG08246.1.p1, OFUSG23662.1.p1, OFUSG15843.1.p1
OG0000402	CAPO300999	OFUSG05767.1.p1, OFUSG20342.1.p1
OG0000405	CAPO300636	OFUSG08998.1.p1
OG0000412	CAPO306116	OFUSG06276.1.p1, OFUSG06277.1.p1, OFUSG06277.2.p1
OG0000412	CAPO306384	OFUSG25298.1.p1, OFUSG11300.1.p1
OG0000412	CAPO307159	OFUSG10577.1.p1, OFUSG08255.1.p1
OG0000413	CAPO302663	OFUSG25104.1.p1
OG0000413	CAPO304678	OFUSG14302.1.p1
OG0000416	CAPO300647, CAPO303519	OFUSG02706.2.p1, OFUSG02706.1.p1, OFUSG02712.1.p1, OFUSG02710.1.p1
OG0000420	CAPO307162	OFUSG02462.1.p1, OFUSG02367.1.p1, OFUSG13052.1.p1, OFUSG12160.1.p1, OFUSG14138.1.p1, OFUSG18570.1.p1, OFUSG06710.1.p1
OG0000422	CAPO301071	OFUSG13433.1.p1
OG0000424	CAPO302770, CAPO306814	OFUSG00190.1.p1
OG0000426	CAPO302714	OFUSG19099.2.p1, OFUSG19099.1.p1, OFUSG19099.4.p1, OFUSG19099.3.p1
OG0000426	CAPO306829	OFUSG19099.5.p1, OFUSG10041.1.p1
OG0000427	CAPO303813	OFUSG07420.1.p1, OFUSG07419.1.p1
OG0000429	CAPO300725	OFUSG18903.1.p1
OG0000431	CAPO306585	OFUSG02223.1.p1
OG0000431	CAPO304684	OFUSG25902.1.p1
OG0000433	CAPO304838, CAPO302573	OFUSG01097.1.p1
OG0000434	CAPO304471	OFUSG23718.1.p1
OG0000435	CAPO308080	OFUSG17235.1.p1, OFUSG23346.1.p1
OG0000436	CAPO305799	OFUSG12993.4.p1, OFUSG12993.3.p1, OFUSG12993.5.p1, OFUSG12993.1.p1, OFUSG12993.2.p1
OG0000437	CAPO300952	OFUSG01424.1.p1
OG0000442	CAPO302753, CAPO302633	OFUSG00335.1.p1
OG0000444	CAPO305423	OFUSG07387.1.p1, OFUSG19063.1.p1
OG0000444	CAPO301239	OFUSG07141.1.p1, OFUSG07141.3.p1, OFUSG07141.2.p1
OG0000445	CAPO301584	OFUSG23731.1.p1, OFUSG22703.1.p1, OFUSG23732.1.p1, OFUSG22714.1.p1, OFUSG22711.1.p1, OFUSG04109.1.p1, OFUSG02436.1.p1, OFUSG02435.1.p1, OFUSG02434.1.p1, OFUSG16774.1.p1
OG0000447	CAPO300691	OFUSG03142.1.p1, OFUSG03142.2.p1, OFUSG03142.4.p1, OFUSG03142.3.p1
OG0000450	CAPO307586, CAPO307446	OFUSG22336.1.p1, OFUSG14988.1.p1, OFUSG08152.1.p1
OG0000453	CAPO305025	OFUSG13689.1.p1, OFUSG00713.2.p1, OFUSG00713.1.p1, OFUSG00712.2.p1, OFUSG00712.1.p1, OFUSG06259.1.p1, OFUSG20529.1.p1, OFUSG20527.2.p1, OFUSG20527.1.p1, OFUSG20528.1.p1, OFUSG20525.1.p1, OFUSG13456.1.p1, OFUSG06258.1.p1, OFUSG09990.1.p1, OFUSG24585.1.p1, OFUSG24585.2.p1, OFUSG24586.1.p1, OFUSG00194.1.p1, OFUSG24447.1.p1, OFUSG15603.1.p1, OFUSG15603.2.p1, OFUSG15602.1.p1
OG0000454	CAPO301952	OFUSG19596.1.p1, OFUSG19596.2.p1
OG0000461	CAPO303645, CAPO304085, CAPO303531	OFUSG17710.1.p1
OG0000461	CAPO307456	OFUSG15748.3.p1, OFUSG15748.1.p1, OFUSG15748.4.p1, OFUSG15748.2.p1, OFUSG00679.1.p1
OG0000467	CAPO302214	OFUSG06168.2.p1, OFUSG06168.1.p1
OG0000468	CAPO302003, CAPO303185	OFUSG25389.1.p1, OFUSG25432.1.p1
OG0000469	CAPO306584, CAPO302277	OFUSG06742.2.p1, OFUSG06742.1.p1
OG0000470	CAPO307521	OFUSG10928.1.p1, OFUSG12357.1.p1, OFUSG12357.2.p1
OG0000475	CAPO303779	OFUSG04266.1.p1
OG0000476	CAPO306104	OFUSG08298.1.p1
OG0000479	CAPO303549	OFUSG00302.1.p1, OFUSG00302.2.p1
OG0000479	CAPO304267	OFUSG22572.2.p1, OFUSG22572.1.p1
OG0000480	CAPO307201	OFUSG26477.1.p1, OFUSG21333.1.p1
OG0000481	CAPO300053	OFUSG22310.1.p1
OG0000481	CAPO304355	OFUSG18362.1.p1
OG0000484	CAPO304750	OFUSG26248.2.p1, OFUSG26248.1.p1
OG0000485	CAPO303224, CAPO303026	OFUSG24362.1.p1, OFUSG04740.1.p1, OFUSG04740.2.p1, OFUSG09824.2.p1, OFUSG09824.1.p1, OFUSG24636.1.p1
OG0000488	CAPO305871	OFUSG11335.2.p1, OFUSG11335.1.p1
OG0000491	CAPO305506	OFUSG02688.1.p1
OG0000494	CAPO300277	OFUSG21763.2.p1, OFUSG21763.1.p1
OG0000505	CAPO303790, CAPO306121	OFUSG24456.1.p1
OG0000506	CAPO304587	OFUSG24714.1.p1
OG0000508	CAPO303408, CAPO307945	OFUSG16639.1.p1
OG0000508	CAPO302590	OFUSG23446.1.p1
OG0000510	CAPO303128, CAPO305095	OFUSG18347.2.p1, OFUSG18347.1.p1, OFUSG16890.2.p1, OFUSG16890.3.p1, OFUSG16890.4.p1, OFUSG16890.1.p1
OG0000511	CAPO301322	OFUSG15863.1.p1, OFUSG15862.1.p1, OFUSG04004.1.p1, OFUSG15871.1.p1, OFUSG16026.1.p1, OFUSG15865.1.p1, OFUSG15874.1.p1, OFUSG15866.1.p1, OFUSG15870.1.p1, OFUSG23249.2.p1, OFUSG23249.1.p1, OFUSG15867.1.p1
OG0000514	CAPO307292	OFUSG18449.3.p1, OFUSG18449.1.p1, OFUSG18449.2.p1
OG0000516	CAPO302072	OFUSG22791.1.p1, OFUSG03391.1.p1, OFUSG03391.2.p1, OFUSG02530.1.p1, OFUSG05361.1.p1
OG0000519	CAPO300709	OFUSG15431.1.p1, OFUSG15505.1.p1, OFUSG23894.1.p1, OFUSG23894.2.p1, OFUSG15506.1.p1
OG0000520	CAPO304720	OFUSG09373.1.p1
OG0000522	CAPO306204	OFUSG19025.1.p1, OFUSG19028.1.p1, OFUSG18379.1.p1, OFUSG18380.2.p1, OFUSG18380.1.p1, OFUSG18380.4.p1, OFUSG18380.3.p1
OG0000528	CAPO300417	OFUSG21429.3.p1, OFUSG21429.1.p1, OFUSG21429.2.p1, OFUSG21773.1.p1, OFUSG16078.3.p1, OFUSG16078.4.p1, OFUSG16078.1.p1, OFUSG16078.2.p1
OG0000530	CAPO306919	OFUSG26322.2.p1, OFUSG26322.4.p1, OFUSG26322.3.p1, OFUSG26322.5.p1, OFUSG26322.1.p1
OG0000532	CAPO301913	OFUSG09491.1.p1, OFUSG19634.1.p1, OFUSG11199.1.p1, OFUSG21702.1.p1
OG0000538	CAPO300039	OFUSG16205.1.p1
OG0000548	CAPO307253, CAPO307370	OFUSG06566.2.p1, OFUSG06566.1.p1
OG0000549	CAPO305341	OFUSG22824.1.p1, OFUSG22825.1.p1, OFUSG14140.1.p1, OFUSG14143.1.p1, OFUSG00548.1.p1
OG0000551	CAPO305700	OFUSG21582.1.p1, OFUSG20999.1.p1, OFUSG03062.1.p1, OFUSG14328.1.p1, OFUSG19274.2.p1, OFUSG19274.1.p1, OFUSG06722.1.p1, OFUSG04855.1.p1, OFUSG04857.1.p1, OFUSG13480.1.p1, OFUSG13478.1.p1, OFUSG13479.1.p1, OFUSG13477.1.p1, OFUSG15343.1.p1, OFUSG23867.1.p1, OFUSG19062.1.p1, OFUSG19062.2.p1, OFUSG00270.1.p1, OFUSG24820.1.p1, OFUSG04963.2.p1, OFUSG04963.1.p1
OG0000552	CAPO302805	OFUSG04389.1.p1, OFUSG03850.1.p1, OFUSG10128.1.p1, OFUSG10128.2.p1
OG0000553	CAPO302261	OFUSG08704.1.p1, OFUSG08704.2.p1, OFUSG10876.2.p1, OFUSG10876.1.p1, OFUSG10876.3.p1
OG0000554	CAPO300205	OFUSG07941.2.p1, OFUSG07941.1.p1, OFUSG07941.5.p1, OFUSG07941.4.p1, OFUSG07941.3.p1
OG0000556	CAPO305079	OFUSG01107.1.p1, OFUSG14085.1.p1, OFUSG26368.1.p1, OFUSG04527.1.p1
OG0000561	CAPO302123	OFUSG02872.1.p1, OFUSG17748.1.p1
OG0000561	CAPO307817, CAPO304686, CAPO304296	OFUSG11759.1.p1, OFUSG21899.1.p1, OFUSG09741.1.p1, OFUSG09741.2.p1
OG0000563	CAPO305151	OFUSG15273.1.p1, OFUSG15272.1.p1
OG0000566	CAPO306820	OFUSG03995.1.p1, OFUSG03997.1.p1, OFUSG03997.2.p1, OFUSG03997.3.p1, OFUSG22659.1.p1
OG0000567	CAPO300710, CAPO302895	OFUSG06862.1.p1, OFUSG09646.1.p1, OFUSG13020.1.p1
OG0000569	CAPO302672	OFUSG24688.1.p1, OFUSG06605.1.p1, OFUSG06604.1.p1
OG0000572	CAPO302048	OFUSG12111.3.p1, OFUSG12111.5.p1, OFUSG12111.1.p1, OFUSG12111.4.p1, OFUSG12111.2.p1, OFUSG20906.1.p1, OFUSG20906.2.p1
OG0000573	CAPO301573	OFUSG23244.1.p1, OFUSG23244.2.p1
OG0000573	CAPO300482	OFUSG09137.1.p1
OG0000574	CAPO303025	OFUSG18200.1.p1, OFUSG10163.1.p1, OFUSG07751.1.p1, OFUSG07751.2.p1
OG0000578	CAPO305505	OFUSG11308.1.p1
OG0000583	CAPO302594	OFUSG05815.1.p1, OFUSG00871.2.p1, OFUSG00871.1.p1, OFUSG00871.3.p1
OG0000585	CAPO302010	OFUSG19304.1.p1
OG0000586	CAPO304818	OFUSG00545.1.p1
OG0000587	CAPO304868	OFUSG26859.1.p1, OFUSG26859.2.p1
OG0000588	CAPO300701	OFUSG00278.1.p1
OG0000590	CAPO302664	OFUSG24583.1.p1
OG0000590	CAPO307990	OFUSG20344.1.p1
OG0000591	CAPO300885	OFUSG18333.1.p1
OG0000591	CAPO304932, CAPO300378	OFUSG11315.1.p1
OG0000591	CAPO301508, CAPO306921	OFUSG14784.1.p1
OG0000592	CAPO302552	OFUSG07498.2.p1, OFUSG07498.3.p1, OFUSG07498.1.p1, OFUSG08220.1.p1, OFUSG08220.2.p1, OFUSG04675.1.p1
OG0000593	CAPO303950	OFUSG11138.1.p1
OG0000594	CAPO305185	OFUSG06784.1.p1
OG0000595	CAPO303068, CAPO304997	OFUSG19438.1.p1, OFUSG19428.1.p1, OFUSG12250.1.p1, OFUSG12250.2.p1, OFUSG19429.1.p1, OFUSG25229.1.p1, OFUSG25235.1.p1, OFUSG10364.1.p1, OFUSG26049.1.p1, OFUSG12249.1.p1
OG0000597	CAPO305949	OFUSG04066.1.p1, OFUSG24146.1.p1, OFUSG24148.1.p1
OG0000600	CAPO302133	OFUSG01055.1.p1, OFUSG16956.1.p1
OG0000603	CAPO300286	OFUSG04731.1.p1, OFUSG11716.1.p1, OFUSG11716.2.p1
OG0000604	CAPO304248	OFUSG21656.1.p1, OFUSG21649.1.p1
OG0000609	CAPO305915	OFUSG18927.1.p1
OG0000609	CAPO306415	OFUSG16039.1.p1
OG0000611	CAPO305139	OFUSG02645.4.p1, OFUSG02645.1.p1, OFUSG02645.3.p1, OFUSG02645.2.p1, OFUSG02645.5.p1
OG0000611	CAPO302505	OFUSG22889.2.p1, OFUSG22889.1.p1, OFUSG22888.1.p1
OG0000612	CAPO308174	OFUSG06644.1.p1
OG0000612	CAPO300901	OFUSG23094.1.p1
OG0000613	CAPO306741, CAPO303985	OFUSG12632.1.p1, OFUSG08463.1.p1
OG0000614	CAPO308097	OFUSG04886.1.p1
OG0000614	CAPO306138, CAPO304207	OFUSG25046.1.p1, OFUSG06189.1.p1, OFUSG21971.1.p1
OG0000616	CAPO301011	OFUSG19762.4.p1, OFUSG19762.2.p1, OFUSG19762.5.p1, OFUSG19762.3.p1, OFUSG19762.1.p1
OG0000617	CAPO305046	OFUSG06929.1.p1
OG0000619	CAPO303580	OFUSG13853.1.p1, OFUSG13853.2.p1, OFUSG13857.1.p1, OFUSG13856.1.p1, OFUSG13852.1.p1
OG0000620	CAPO300569	OFUSG26688.1.p1
OG0000623	CAPO306891	OFUSG17186.1.p1
OG0000623	CAPO306678	OFUSG24609.2.p1, OFUSG24609.3.p1, OFUSG24609.1.p1
OG0000624	CAPO304034, CAPO304035	OFUSG24408.1.p1, OFUSG24408.2.p1
OG0000627	CAPO301912	OFUSG19903.2.p1, OFUSG19903.1.p1, OFUSG09840.4.p1, OFUSG09840.2.p1, OFUSG09840.3.p1, OFUSG09840.5.p1, OFUSG09840.1.p1
OG0000628	CAPO306878	OFUSG00909.1.p1, OFUSG11121.1.p1, OFUSG13391.1.p1
OG0000629	CAPO304632	OFUSG07455.1.p1, OFUSG00777.1.p1, OFUSG01023.1.p1
OG0000634	CAPO305866	OFUSG10496.1.p1, OFUSG25455.1.p1, OFUSG13962.1.p1
OG0000636	CAPO300927, CAPO308236	OFUSG19283.1.p1
OG0000637	CAPO306492	OFUSG03336.1.p1, OFUSG09211.1.p1, OFUSG09346.1.p1, OFUSG19806.1.p1, OFUSG08218.1.p1, OFUSG21914.1.p1
OG0000639	CAPO300322	OFUSG09740.1.p1
OG0000639	CAPO305269	OFUSG05397.1.p1
OG0000642	CAPO307461, CAPO301979, CAPO301558, CAPO307468, CAPO303537, CAPO307029, CAPO305272, CAPO302782, CAPO302430	OFUSG10098.1.p1, OFUSG10098.2.p1
OG0000643	CAPO301316	OFUSG26510.1.p1, OFUSG24224.2.p1, OFUSG24224.4.p1, OFUSG24224.1.p1, OFUSG24224.3.p1, OFUSG24224.5.p1
OG0000645	CAPO306925	OFUSG05054.1.p1
OG0000645	CAPO307784, CAPO304648	OFUSG04671.1.p1
OG0000648	CAPO306715	OFUSG23086.1.p1
OG0000648	CAPO307568	OFUSG23087.1.p1
OG0000650	CAPO302429	OFUSG04430.1.p1, OFUSG18209.1.p1
OG0000651	CAPO301045	OFUSG13240.2.p1, OFUSG13240.3.p1, OFUSG13240.1.p1
OG0000652	CAPO307163	OFUSG06175.2.p1, OFUSG06175.1.p1, OFUSG06176.1.p1, OFUSG13483.3.p1, OFUSG13483.2.p1, OFUSG13483.1.p1
OG0000657	CAPO304462	OFUSG00337.1.p1
OG0000660	CAPO304213	OFUSG16300.1.p1
OG0000662	CAPO308235	OFUSG19351.1.p1, OFUSG11101.1.p1
OG0000663	CAPO303713	OFUSG26455.1.p1
OG0000664	CAPO305353	OFUSG06083.1.p1, OFUSG16644.1.p1
OG0000665	CAPO304505, CAPO304163	OFUSG09816.3.p1, OFUSG09816.1.p1, OFUSG09816.2.p1
OG0000666	CAPO306172	OFUSG06195.2.p1, OFUSG06195.1.p1, OFUSG06195.3.p1, OFUSG06195.5.p1, OFUSG06195.4.p1
OG0000667	CAPO305865	OFUSG00559.2.p1, OFUSG00559.1.p1, OFUSG00558.1.p1, OFUSG00768.1.p1, OFUSG09757.2.p1, OFUSG09757.1.p1
OG0000672	CAPO301072	OFUSG14378.5.p1, OFUSG14378.3.p1, OFUSG14378.2.p1, OFUSG14378.1.p1, OFUSG14378.4.p1
OG0000672	CAPO301848	OFUSG12085.1.p1
OG0000674	CAPO303746	OFUSG02734.1.p1, OFUSG08473.1.p1, OFUSG07969.1.p1
OG0000676	CAPO304343, CAPO305288	OFUSG21048.1.p1
OG0000676	CAPO300920, CAPO304680	OFUSG14430.1.p1
OG0000683	CAPO304912	OFUSG25839.2.p1, OFUSG25839.1.p1
OG0000683	CAPO305392, CAPO303509	OFUSG17452.5.p1, OFUSG17452.4.p1, OFUSG17452.2.p1, OFUSG17452.3.p1, OFUSG17452.1.p1
OG0000684	CAPO306227	OFUSG20203.4.p1, OFUSG20203.1.p1, OFUSG20203.2.p1, OFUSG20203.5.p1, OFUSG20203.3.p1
OG0000686	CAPO300156	OFUSG07661.1.p1, OFUSG21445.1.p1
OG0000690	CAPO306653	OFUSG21408.1.p1
OG0000690	CAPO306445	OFUSG00182.1.p1
OG0000690	CAPO304114	OFUSG17680.1.p1
OG0000691	CAPO301028	OFUSG20437.2.p1, OFUSG20437.1.p1, OFUSG13069.3.p1, OFUSG13069.2.p1, OFUSG13069.1.p1
OG0000692	CAPO306980	OFUSG17216.1.p1
OG0000692	CAPO306169	OFUSG09308.1.p1
OG0000693	CAPO300633	OFUSG17230.1.p1, OFUSG17230.2.p1
OG0000693	CAPO307538	OFUSG25400.3.p1, OFUSG25400.2.p1, OFUSG25400.1.p1
OG0000694	CAPO302468	OFUSG08082.1.p1
OG0000696	CAPO305456	OFUSG17219.1.p1
OG0000696	CAPO305466	OFUSG11698.1.p1
OG0000696	CAPO301422	OFUSG06947.1.p1
OG0000697	CAPO304466, CAPO306724	OFUSG06460.1.p1, OFUSG06460.3.p1, OFUSG06460.4.p1, OFUSG06460.2.p1
OG0000698	CAPO303921	OFUSG11683.1.p1
OG0000699	CAPO306785, CAPO302735	OFUSG11422.1.p1
OG0000701	CAPO306727	OFUSG09694.1.p1, OFUSG26676.1.p1, OFUSG19007.2.p1, OFUSG19007.4.p1, OFUSG19007.1.p1, OFUSG19007.3.p1, OFUSG09370.1.p1
OG0000703	CAPO308078	OFUSG18539.1.p1
OG0000706	CAPO301985	OFUSG06700.1.p1, OFUSG07052.1.p1, OFUSG08372.1.p1
OG0000708	CAPO302130	OFUSG21283.1.p1
OG0000708	CAPO300640	OFUSG18936.1.p1
OG0000709	CAPO305451	OFUSG21845.2.p1, OFUSG21845.1.p1
OG0000711	CAPO304713	OFUSG01514.1.p1, OFUSG00761.1.p1, OFUSG00164.1.p1
OG0000713	CAPO302804	OFUSG13986.1.p1
OG0000715	CAPO305197	OFUSG24400.1.p1, OFUSG24400.3.p1, OFUSG24400.2.p1, OFUSG24400.4.p1
OG0000716	CAPO306457	OFUSG00381.1.p1
OG0000717	CAPO302989	OFUSG07273.3.p1, OFUSG07273.1.p1, OFUSG07273.2.p1, OFUSG07273.4.p1, OFUSG07273.5.p1
OG0000718	CAPO301597, CAPO306021	OFUSG19609.1.p1, OFUSG19609.2.p1
OG0000721	CAPO305154, CAPO301906	OFUSG22702.2.p1, OFUSG22702.1.p1, OFUSG01480.1.p1, OFUSG01480.2.p1
OG0000724	CAPO300826	OFUSG12294.1.p1, OFUSG12294.2.p1
