Orthogroup	CAPO3	STRPU_ok
OG0000468	CAPO302003, CAPO303185	STRPU_14586, STRPU_14584, STRPU_14583, STRPU_14585, STRPU_12712, STRPU_12711, STRPU_05357, STRPU_15078
OG0000469	CAPO306584, CAPO302277	STRPU_23215, STRPU_23221
OG0000469	CAPO302982	STRPU_26522
OG0000470	CAPO307521	STRPU_08272, STRPU_21506
OG0000474	CAPO307766	STRPU_23394
OG0000475	CAPO303779	STRPU_25082, STRPU_25084, STRPU_25083, STRPU_25081
OG0000476	CAPO306104	STRPU_19628, STRPU_19687
OG0000479	CAPO303549	STRPU_17435
OG0000479	CAPO304267	STRPU_14315
OG0000480	CAPO307201	STRPU_11203, STRPU_11000, STRPU_00339, STRPU_11321, STRPU_00362, STRPU_11025
OG0000481	CAPO300053	STRPU_14885
OG0000481	CAPO304800	STRPU_19958, STRPU_01189
OG0000481	CAPO304355	STRPU_04460
OG0000484	CAPO304750	STRPU_19234
OG0000485	CAPO303224, CAPO303026	STRPU_13289, STRPU_13296, STRPU_03873
OG0000486	CAPO306048, CAPO306972	STRPU_20016, STRPU_18622, STRPU_08732
OG0000491	CAPO305506	STRPU_04966
OG0000494	CAPO300277	STRPU_15055, STRPU_15147, STRPU_02528
OG0000506	CAPO304587	STRPU_06642
OG0000508	CAPO303408, CAPO307945	STRPU_13773
OG0000508	CAPO302590	STRPU_22049
OG0000510	CAPO303128, CAPO305095	STRPU_20272, STRPU_20279, STRPU_20192, STRPU_23102
OG0000511	CAPO301322	STRPU_09341, STRPU_10354
OG0000514	CAPO307292	STRPU_08933
OG0000516	CAPO302072	STRPU_13037, STRPU_13043, STRPU_13061, STRPU_13049, STRPU_13035, STRPU_12407, STRPU_13039, STRPU_13036, STRPU_13038, STRPU_13063, STRPU_25368
OG0000519	CAPO300709	STRPU_14240, STRPU_14241, STRPU_14510, STRPU_14504, STRPU_14502, STRPU_14501, STRPU_14500, STRPU_14509, STRPU_14503, STRPU_14505, STRPU_14497, STRPU_14232, STRPU_14226, STRPU_14228, STRPU_14235, STRPU_02530, STRPU_15149
OG0000520	CAPO304720	STRPU_02843, STRPU_02884, STRPU_02842
OG0000522	CAPO306204	STRPU_09848, STRPU_09558, STRPU_09785
OG0000528	CAPO300417	STRPU_10713, STRPU_21360, STRPU_23137
OG0000530	CAPO306919	STRPU_19193
OG0000532	CAPO301913	STRPU_21297, STRPU_21298, STRPU_20648, STRPU_20646, STRPU_20647
OG0000538	CAPO300039	STRPU_13554
OG0000548	CAPO307253, CAPO307370	STRPU_10337, STRPU_20610, STRPU_22797, STRPU_01956
OG0000549	CAPO305341	STRPU_26919, STRPU_26917, STRPU_12468, STRPU_12545
OG0000551	CAPO305700	STRPU_07418, STRPU_07415, STRPU_07416, STRPU_07417
OG0000552	CAPO302805	STRPU_01962, STRPU_22803, STRPU_05705
OG0000553	CAPO302261	STRPU_23171, STRPU_03995, STRPU_03988, STRPU_09287
OG0000554	CAPO300205	STRPU_16675, STRPU_16708
OG0000561	CAPO307817, CAPO304686, CAPO304296	STRPU_21549
OG0000563	CAPO305151	STRPU_18400, STRPU_02520, STRPU_15138, STRPU_15426, STRPU_15425, STRPU_18402, STRPU_18401, STRPU_18397, STRPU_18398, STRPU_18399
OG0000566	CAPO306820	STRPU_22145, STRPU_14680
OG0000567	CAPO300710, CAPO302895	STRPU_20922, STRPU_20921, STRPU_26517, STRPU_18559
OG0000569	CAPO302672	STRPU_18127, STRPU_18130, STRPU_21438, STRPU_18131, STRPU_18126, STRPU_18128, STRPU_27168, STRPU_27167, STRPU_27164, STRPU_27163, STRPU_27169, STRPU_21052, STRPU_27223
OG0000572	CAPO302048	STRPU_21193, STRPU_11231, STRPU_11269
OG0000573	CAPO301573	STRPU_11052, STRPU_00392
OG0000573	CAPO300482	STRPU_27100, STRPU_27089
OG0000574	CAPO303025	STRPU_09296, STRPU_08865, STRPU_00956, STRPU_00802, STRPU_19767
OG0000578	CAPO305505	STRPU_21618
OG0000583	CAPO302594	STRPU_17032, STRPU_01798
OG0000585	CAPO302010	STRPU_22740, STRPU_01894
OG0000586	CAPO304818	STRPU_11843
OG0000587	CAPO304868	STRPU_06588, STRPU_06512
OG0000588	CAPO300701	STRPU_17075
OG0000590	CAPO302664	STRPU_25115
OG0000590	CAPO307990	STRPU_25616
OG0000591	CAPO300885	STRPU_08932
OG0000591	CAPO301508, CAPO306921	STRPU_06603
OG0000592	CAPO302552	STRPU_16888, STRPU_15820, STRPU_15868
OG0000593	CAPO303950	STRPU_09183, STRPU_02152
OG0000594	CAPO305185	STRPU_12480, STRPU_23519, STRPU_26491, STRPU_23518
OG0000597	CAPO305949	STRPU_14406
OG0000600	CAPO302133	STRPU_18065, STRPU_18063, STRPU_00672, STRPU_18954
OG0000603	CAPO300286	STRPU_00284, STRPU_21569
OG0000604	CAPO304248	STRPU_20714, STRPU_20713
OG0000609	CAPO306415	STRPU_24616
OG0000611	CAPO305139	STRPU_05045, STRPU_05119
OG0000611	CAPO302505	STRPU_26016
OG0000612	CAPO308174	STRPU_09717, STRPU_09761
OG0000612	CAPO300901	STRPU_26031
OG0000613	CAPO306741, CAPO303985	STRPU_24692, STRPU_24700, STRPU_26787
OG0000614	CAPO308097	STRPU_25312
OG0000614	CAPO306138, CAPO304207	STRPU_21878
OG0000616	CAPO301011	STRPU_03576, STRPU_03499, STRPU_03575, STRPU_03497
OG0000617	CAPO305351, CAPO305350, CAPO301395, CAPO308110, CAPO305569, CAPO302463, CAPO301963, CAPO307719, CAPO308046, CAPO302479, CAPO302684, CAPO303925	STRPU_22397
OG0000619	CAPO303580	STRPU_06659
OG0000623	CAPO306891	STRPU_07960, STRPU_07951
OG0000623	CAPO306678	STRPU_00318
OG0000624	CAPO304034, CAPO304035	STRPU_02433, STRPU_13713, STRPU_14119, STRPU_13328, STRPU_26382
OG0000627	CAPO301912	STRPU_03283, STRPU_03246
OG0000628	CAPO306878	STRPU_17753, STRPU_07211
OG0000629	CAPO304632	STRPU_19527, STRPU_11562, STRPU_11888, STRPU_11933
OG0000634	CAPO305866	STRPU_00599, STRPU_04517, STRPU_05655, STRPU_05658, STRPU_05659, STRPU_00600, STRPU_24951, STRPU_24950
OG0000636	CAPO300927, CAPO308236	STRPU_09946
OG0000637	CAPO306492	STRPU_20164, STRPU_11852, STRPU_12519, STRPU_20362, STRPU_19277
OG0000639	CAPO300322	STRPU_27017
OG0000639	CAPO305269	STRPU_25405
OG0000642	CAPO307461, CAPO301979, CAPO301558, CAPO307468, CAPO303537, CAPO307029, CAPO305272, CAPO302782, CAPO302430	STRPU_04607, STRPU_04606, STRPU_04846
OG0000643	CAPO301316	STRPU_14556
OG0000645	CAPO306925	STRPU_25221
OG0000645	CAPO307784, CAPO304648	STRPU_22046
OG0000648	CAPO306715	STRPU_00211
OG0000648	CAPO307568	STRPU_25924
OG0000650	CAPO302429	STRPU_24960
OG0000651	CAPO301045	STRPU_22117
OG0000652	CAPO307163	STRPU_21926
OG0000657	CAPO304462	STRPU_00184, STRPU_17300
OG0000660	CAPO304213	STRPU_13999
OG0000662	CAPO308235	STRPU_09621, STRPU_09696, STRPU_09739, STRPU_08344
OG0000663	CAPO303713	STRPU_08014, STRPU_19333
OG0000664	CAPO305353	STRPU_23931, STRPU_24936
OG0000665	CAPO304505, CAPO304163	STRPU_26452, STRPU_26774, STRPU_27239, STRPU_27242
OG0000666	CAPO306172	STRPU_22324
OG0000667	CAPO305865	STRPU_26587, STRPU_26584, STRPU_26582, STRPU_26453, STRPU_26589, STRPU_27308, STRPU_26568
OG0000672	CAPO301072	STRPU_06933
OG0000672	CAPO301848	STRPU_20779
OG0000674	CAPO303746	STRPU_26356, STRPU_12631
OG0000676	CAPO304343, CAPO305288	STRPU_24012
OG0000676	CAPO300920, CAPO304680	STRPU_06999
OG0000683	CAPO304912	STRPU_06350
OG0000683	CAPO305392, CAPO303509	STRPU_18850
OG0000684	CAPO306227	STRPU_25416
OG0000690	CAPO306653	STRPU_08035
OG0000690	CAPO306445	STRPU_17155
OG0000690	CAPO304114	STRPU_18294, STRPU_01161
OG0000691	CAPO301028	STRPU_25430, STRPU_24302
OG0000692	CAPO306980	STRPU_19316, STRPU_01823
OG0000693	CAPO300633	STRPU_11407
OG0000693	CAPO307538	STRPU_19430, STRPU_19438
OG0000694	CAPO302468	STRPU_19824, STRPU_19833, STRPU_19828, STRPU_19453, STRPU_19835, STRPU_19830, STRPU_19823, STRPU_19832, STRPU_19837, STRPU_19838, STRPU_19827, STRPU_19825, STRPU_19829, STRPU_19834, STRPU_19841, STRPU_19840, STRPU_19847, STRPU_19822
OG0000696	CAPO305456	STRPU_24482
OG0000696	CAPO305466	STRPU_21259
OG0000696	CAPO301422	STRPU_10267, STRPU_23135
OG0000697	CAPO304466, CAPO306724	STRPU_22408
OG0000701	CAPO306727	STRPU_09920, STRPU_09919
OG0000703	CAPO308078	STRPU_04784
OG0000706	CAPO301985	STRPU_23155, STRPU_11620, STRPU_01329
OG0000708	CAPO302130	STRPU_18963, STRPU_18977
OG0000708	CAPO300640	STRPU_00882, STRPU_23008
OG0000709	CAPO305451	STRPU_20537
OG0000711	CAPO304713	STRPU_11658, STRPU_11655, STRPU_11657, STRPU_00066, STRPU_12186, STRPU_11659
OG0000713	CAPO302804	STRPU_00026, STRPU_06419, STRPU_06412, STRPU_06420, STRPU_06413, STRPU_12045, STRPU_01249, STRPU_18802, STRPU_00584, STRPU_07550, STRPU_23982, STRPU_23980, STRPU_06767
OG0000715	CAPO305197	STRPU_13461
OG0000716	CAPO306457, CAPO306957	STRPU_17012
OG0000717	CAPO302989	STRPU_19580, STRPU_19581
OG0000718	CAPO301597, CAPO306021	STRPU_04006, STRPU_04005
OG0000721	CAPO305154, CAPO301906	STRPU_14994, STRPU_14964, STRPU_17945
OG0000724	CAPO300826	STRPU_21597
OG0000726	CAPO302910	STRPU_13494
OG0000731	CAPO304569	STRPU_06695
OG0000732	CAPO304867	STRPU_06871
OG0000732	CAPO302445	STRPU_18394
OG0000733	CAPO301695	STRPU_21566, STRPU_20797
OG0000735	CAPO302824	STRPU_24284
OG0000736	CAPO306770	STRPU_21933, STRPU_07453, STRPU_07445, STRPU_22089
OG0000737	CAPO304586	STRPU_09307
OG0000743	CAPO306268	STRPU_08228, STRPU_08229
OG0000747	CAPO303187	STRPU_01792, STRPU_18103, STRPU_22661, STRPU_03822, STRPU_03836, STRPU_01813
OG0000748	CAPO301276	STRPU_22034
OG0000751	CAPO302771	STRPU_13591, STRPU_01611
OG0000752	CAPO300507	STRPU_17910
OG0000752	CAPO305335	STRPU_19015
OG0000753	CAPO301378	STRPU_23569
OG0000754	CAPO300911, CAPO306986, CAPO303353	STRPU_25589, STRPU_13133, STRPU_02578
OG0000755	CAPO300267	STRPU_26250
OG0000757	CAPO307096	STRPU_14828
OG0000758	CAPO305275	STRPU_24891
OG0000759	CAPO300473	STRPU_25007
OG0000761	CAPO305655	STRPU_19482
OG0000765	CAPO301853	STRPU_20844, STRPU_20882
OG0000766	CAPO300388	STRPU_26502, STRPU_12701
OG0000767	CAPO305367	STRPU_20571
OG0000768	CAPO306612, CAPO302492, CAPO307738, CAPO305672, CAPO305904	STRPU_23593
OG0000772	CAPO304708, CAPO302709	STRPU_04727, STRPU_04734, STRPU_04728
OG0000774	CAPO306995	STRPU_01825, STRPU_19314, STRPU_09065, STRPU_02041, STRPU_23589
OG0000775	CAPO306201	STRPU_21116, STRPU_23930, STRPU_07226
OG0000776	CAPO307356	STRPU_25591, STRPU_07752
OG0000777	CAPO304271	STRPU_08368
OG0000779	CAPO305943	STRPU_20061
OG0000779	CAPO300301	STRPU_15696
OG0000788	CAPO304590	STRPU_11964, STRPU_01625, STRPU_26569
OG0000791	CAPO304699	STRPU_13705, STRPU_00440
OG0000792	CAPO305838	STRPU_25047, STRPU_14909
OG0000793	CAPO301604	STRPU_26762, STRPU_26748
OG0000794	CAPO304031	STRPU_15852, STRPU_15804, STRPU_16063
OG0000796	CAPO301075	STRPU_06083
OG0000797	CAPO307534	STRPU_04347
OG0000803	CAPO301668	STRPU_12487, STRPU_12512
OG0000810	CAPO305098, CAPO306601	STRPU_19223, STRPU_16445
OG0000813	CAPO300040, CAPO308168	STRPU_04740, STRPU_04739
OG0000814	CAPO307227	STRPU_21983, STRPU_15086, STRPU_16415, STRPU_15087, STRPU_15083, STRPU_10972
OG0000815	CAPO300838	STRPU_26905, STRPU_06613, STRPU_24245, STRPU_01059
OG0000816	CAPO304990	STRPU_21113, STRPU_04037, STRPU_00076
OG0000818	CAPO307656	STRPU_08499
OG0000820	CAPO303993, CAPO304861, CAPO306914, CAPO301340, CAPO300173, CAPO302332, CAPO305090, CAPO300452	STRPU_14124
OG0000824	CAPO303788	STRPU_25265
OG0000825	CAPO305165, CAPO306157, CAPO306129	STRPU_05131, STRPU_05055, STRPU_12931
OG0000826	CAPO306060	STRPU_25465, STRPU_25466, STRPU_00190, STRPU_14464, STRPU_25836, STRPU_17366, STRPU_17338, STRPU_26046, STRPU_26045, STRPU_06291
OG0000827	CAPO304578	STRPU_26359, STRPU_24864, STRPU_24863, STRPU_24060, STRPU_26513
OG0000828	CAPO306023	STRPU_23372
OG0000828	CAPO307153	STRPU_15585, STRPU_02220
OG0000834	CAPO306233	STRPU_24585, STRPU_24596, STRPU_24584, STRPU_24595
OG0000836	CAPO306019, CAPO307821	STRPU_22902, STRPU_22889, STRPU_22890, STRPU_22905
OG0000837	CAPO308104, CAPO303511	STRPU_24375
OG0000838	CAPO303856	STRPU_12478, STRPU_12822, STRPU_12344
OG0000841	CAPO307470	STRPU_25231
OG0000844	CAPO306591, CAPO307267	STRPU_10513
OG0000845	CAPO303615	STRPU_17166, STRPU_17173, STRPU_16991, STRPU_17391
OG0000847	CAPO308298	STRPU_14471
OG0000849	CAPO304492	STRPU_02904
OG0000850	CAPO302141	STRPU_01821, STRPU_19318
OG0000850	CAPO306299	STRPU_01567, STRPU_09392
OG0000851	CAPO304092	STRPU_04950
OG0000852	CAPO307622	STRPU_26323
OG0000857	CAPO302559	STRPU_01644, STRPU_11981
OG0000858	CAPO302161	STRPU_23570
OG0000858	CAPO306693	STRPU_03252, STRPU_03287
OG0000860	CAPO306338	STRPU_19409
OG0000871	CAPO300407	STRPU_09793, STRPU_09788, STRPU_09787
OG0000872	CAPO308293	STRPU_11965, STRPU_01626
OG0000873	CAPO307878	STRPU_27121
OG0000875	CAPO303418, CAPO302903	STRPU_19189, STRPU_13557
OG0000876	CAPO302150	STRPU_24157
OG0000877	CAPO304981	STRPU_26098, STRPU_26109, STRPU_26097, STRPU_26099, STRPU_26112, STRPU_26111, STRPU_26110
OG0000879	CAPO301982	STRPU_04023, STRPU_14061, STRPU_00861, STRPU_00863
OG0000881	CAPO301333, CAPO300020	STRPU_19362
OG0000881	CAPO308042	STRPU_14886
OG0000888	CAPO300320	STRPU_27059
OG0000889	CAPO302257	STRPU_21634, STRPU_21635
OG0000889	CAPO304144	STRPU_14204, STRPU_00423
OG0000890	CAPO304283	STRPU_17572
OG0000891	CAPO307358	STRPU_08642, STRPU_08643
OG0000894	CAPO300968, CAPO300967	STRPU_00073, STRPU_05725
OG0000894	CAPO301227	STRPU_08351, STRPU_08352
OG0000896	CAPO301183	STRPU_02181, STRPU_09218
OG0000896	CAPO304049	STRPU_21363
OG0000897	CAPO306059	STRPU_22622, STRPU_22853, STRPU_22852, STRPU_22851
OG0000898	CAPO302619	STRPU_18627, STRPU_18582
OG0000899	CAPO300655	STRPU_05178
OG0000904	CAPO305539	STRPU_04732, STRPU_04725, STRPU_04724
OG0000905	CAPO303384	STRPU_01236, STRPU_12062, STRPU_12061
OG0000909	CAPO300878	STRPU_17078, STRPU_17082
OG0000911	CAPO302608	STRPU_22245
OG0000912	CAPO302397	STRPU_09304, STRPU_14305
OG0000913	CAPO300255	STRPU_05760
OG0000914	CAPO302002	STRPU_23164
OG0000915	CAPO306555	STRPU_23266
OG0000921	CAPO300272	STRPU_01492, STRPU_13755
OG0000925	CAPO304563	STRPU_18396, STRPU_06765, STRPU_06773
OG0000928	CAPO301245	STRPU_26844
OG0000929	CAPO303494	STRPU_17708, STRPU_13746, STRPU_01503
OG0000931	CAPO303586	STRPU_10319, STRPU_10318
OG0000932	CAPO306783	STRPU_14601
OG0000934	CAPO306946, CAPO300619	STRPU_17512
OG0000934	CAPO304006	STRPU_12472
OG0000935	CAPO307401	STRPU_00845, STRPU_14076
OG0000944	CAPO304090	STRPU_04925
OG0000952	CAPO300179	STRPU_05317, STRPU_05319, STRPU_05320
OG0000954	CAPO303535	STRPU_14000
OG0000954	CAPO305800	STRPU_08333
OG0000955	CAPO303429	STRPU_19275, STRPU_00412
OG0000955	CAPO308190	STRPU_05708
OG0000960	CAPO304728	STRPU_25824, STRPU_25823
OG0000963	CAPO303990	STRPU_01836
OG0000965	CAPO305928	STRPU_04296, STRPU_04326, STRPU_04357
OG0000965	CAPO302148	STRPU_25366
OG0000967	CAPO304786	STRPU_04307, STRPU_04334, STRPU_04333, STRPU_04306
OG0000970	CAPO301807	STRPU_15417
OG0000974	CAPO306940	STRPU_05052, STRPU_05128, STRPU_05051, STRPU_05126, STRPU_05223
OG0000978	CAPO306307	STRPU_26153
OG0000982	CAPO301371	STRPU_22197
OG0000984	CAPO307940	STRPU_27147, STRPU_05828, STRPU_16245, STRPU_16206
OG0000985	CAPO304864	STRPU_04359
OG0000986	CAPO305058	STRPU_04549
OG0000987	CAPO306365	STRPU_24310
OG0000992	CAPO308244	STRPU_08115, STRPU_08101, STRPU_00060, STRPU_09680
OG0000993	CAPO303930	STRPU_23797, STRPU_23665, STRPU_23639
OG0000994	CAPO306999	STRPU_24886
OG0000996	CAPO304603	STRPU_06423
OG0000997	CAPO306501	STRPU_26880, STRPU_05728, STRPU_05450
OG0000998	CAPO302508	STRPU_17595, STRPU_17266, STRPU_17269, STRPU_17267, STRPU_17268, STRPU_17270, STRPU_17197, STRPU_17190, STRPU_17165, STRPU_17177, STRPU_17176, STRPU_17164, STRPU_17163, STRPU_17178, STRPU_17162, STRPU_17179, STRPU_17180, STRPU_17161, STRPU_17395, STRPU_17405, STRPU_16517, STRPU_16404, STRPU_11825
OG0000999	CAPO303484, CAPO302236	STRPU_22531, STRPU_11511
OG0001006	CAPO308145	STRPU_16623, STRPU_19160
OG0001009	CAPO305830	STRPU_08409, STRPU_08408, STRPU_08403, STRPU_08468, STRPU_08469
OG0001015	CAPO304771	STRPU_09285
OG0001016	CAPO300038	STRPU_13418
OG0001016	CAPO302596	STRPU_22033
OG0001018	CAPO305732	STRPU_20600
OG0001024	CAPO300862	STRPU_04414, STRPU_04310, STRPU_04337, STRPU_04853, STRPU_04411, STRPU_04412
OG0001033	CAPO305083	STRPU_04287, STRPU_04317
OG0001033	CAPO300376	STRPU_01715, STRPU_16742
OG0001036	CAPO301917	STRPU_24843
OG0001037	CAPO306107	STRPU_19516
OG0001039	CAPO305080	STRPU_14369, STRPU_23336
OG0001042	CAPO301530	STRPU_23315
OG0001044	CAPO305401, CAPO306389	STRPU_26930, STRPU_26500
OG0001045	CAPO300115	STRPU_07680, STRPU_07695, STRPU_07678, STRPU_07655
OG0001046	CAPO304357	STRPU_08450
OG0001048	CAPO306868	STRPU_04789, STRPU_04416
OG0001049	CAPO305769	STRPU_10627
OG0001050	CAPO306760	STRPU_02998
OG0001060	CAPO302777	STRPU_04924
OG0001062	CAPO300111	STRPU_18503
OG0001064	CAPO304594	STRPU_07076, STRPU_07075
OG0001066	CAPO305156	STRPU_00995, STRPU_23446, STRPU_23443, STRPU_23442, STRPU_23441, STRPU_00997, STRPU_23439, STRPU_00998, STRPU_13739
OG0001072	CAPO304331	STRPU_15409, STRPU_05942, STRPU_14672
OG0001073	CAPO307880	STRPU_05291
OG0001075	CAPO305658	STRPU_24305
OG0001076	CAPO306580	STRPU_05726
OG0001078	CAPO300211	STRPU_12443
OG0001082	CAPO306944	STRPU_13254, STRPU_13255, STRPU_22896, STRPU_22911
OG0001083	CAPO306339	STRPU_10283
OG0001085	CAPO305936	STRPU_23261
OG0001092	CAPO303664	STRPU_05311, STRPU_05313
OG0001095	CAPO303064	STRPU_23398
OG0001096	CAPO308143	STRPU_19489, STRPU_20335, STRPU_15056
OG0001101	CAPO301529	STRPU_22666
OG0001104	CAPO306923	STRPU_22549
OG0001106	CAPO307850	STRPU_26780, STRPU_26785, STRPU_26795, STRPU_22601
OG0001108	CAPO300863	STRPU_22947, STRPU_14644
OG0001113	CAPO302840	STRPU_05723, STRPU_05716
OG0001113	CAPO304589	STRPU_26700
OG0001116	CAPO303103	STRPU_22023, STRPU_22022
OG0001120	CAPO300555	STRPU_25444, STRPU_25447
OG0001121	CAPO305030	STRPU_02318, STRPU_18135, STRPU_01756, STRPU_18048, STRPU_18136, STRPU_02317
OG0001122	CAPO300744	STRPU_00958, STRPU_08863
OG0001123	CAPO305010	STRPU_22432
OG0001124	CAPO307326	STRPU_08314, STRPU_19131
OG0001126	CAPO301067	STRPU_06496
OG0001126	CAPO308119	STRPU_22287
OG0001128	CAPO301710	STRPU_21281
OG0001129	CAPO306230	STRPU_25428, STRPU_25608
OG0001130	CAPO305636	STRPU_26872, STRPU_26378, STRPU_26876
OG0001132	CAPO303538	STRPU_27222
OG0001133	CAPO302577	STRPU_20402
OG0001133	CAPO300360	STRPU_18983
OG0001134	CAPO304261	STRPU_01420, STRPU_08748
OG0001135	CAPO300673, CAPO304787	STRPU_12730, STRPU_05675
OG0001136	CAPO301949	STRPU_27024
OG0001137	CAPO308164	STRPU_21237
OG0001139	CAPO300537	STRPU_12820
OG0001140	CAPO308326	STRPU_08005, STRPU_07640
OG0001142	CAPO304790	STRPU_24402
OG0001143	CAPO304300	STRPU_23389
OG0001144	CAPO307577	STRPU_23771
OG0001146	CAPO300511	STRPU_10664
OG0001147	CAPO306370	STRPU_14364
OG0001149	CAPO305549	STRPU_19355, STRPU_19354
OG0001156	CAPO306962	STRPU_14120
OG0001157	CAPO304789	STRPU_26232, STRPU_04350
OG0001158	CAPO302639	STRPU_25921, STRPU_10745
OG0001160	CAPO304743	STRPU_12451
OG0001161	CAPO301112	STRPU_22036
OG0001163	CAPO301684, CAPO307755, CAPO304886	STRPU_04187
OG0001167	CAPO307849	STRPU_21389
OG0001168	CAPO301546	STRPU_25599
OG0001169	CAPO301751	STRPU_09862
OG0001170	CAPO302766	STRPU_17744
OG0001171	CAPO300420	STRPU_07714, STRPU_07717
OG0001171	CAPO303195, CAPO305267	STRPU_07719
OG0001175	CAPO304133, CAPO306812	STRPU_01697, STRPU_02668, STRPU_24799, STRPU_24557
OG0001179	CAPO300184	STRPU_26217, STRPU_26015, STRPU_25325
OG0001181	CAPO301983	STRPU_02570, STRPU_13125
OG0001183	CAPO301096	STRPU_23983
OG0001184	CAPO306392	STRPU_19999
OG0001185	CAPO303366	STRPU_07407
OG0001186	CAPO302303	STRPU_26002
OG0001186	CAPO307451	STRPU_25391
OG0001188	CAPO300558	STRPU_21827
OG0001196	CAPO301570	STRPU_03085
OG0001197	CAPO306552	STRPU_21581
OG0001199	CAPO305690	STRPU_17588, STRPU_17562, STRPU_00161
OG0001201	CAPO302220	STRPU_26014
OG0001202	CAPO306186	STRPU_06078, STRPU_06878, STRPU_06879, STRPU_06880, STRPU_24577, STRPU_24578, STRPU_24580, STRPU_24592, STRPU_24581, STRPU_20672
OG0001207	CAPO305627	STRPU_16506
OG0001207	CAPO302093	STRPU_24022, STRPU_02640
OG0001208	CAPO300830	STRPU_21909
OG0001209	CAPO302948	STRPU_22073
OG0001210	CAPO300919	STRPU_21013
OG0001210	CAPO302555	STRPU_11288
OG0001213	CAPO304729	STRPU_09878
OG0001213	CAPO303632	STRPU_15274
OG0001215	CAPO302583	STRPU_22254
OG0001216	CAPO307997	STRPU_10937, STRPU_25702, STRPU_25683, STRPU_25682, STRPU_25701
OG0001217	CAPO306810	STRPU_16981
OG0001218	CAPO307457	STRPU_10657
OG0001221	CAPO307765	STRPU_25669
OG0001222	CAPO301496, CAPO301391, CAPO303918	STRPU_13517, STRPU_13378, STRPU_13402, STRPU_13504, STRPU_13520
OG0001226	CAPO307936	STRPU_17224, STRPU_17225, STRPU_17227
OG0001232	CAPO304224	STRPU_08583, STRPU_00299
OG0001233	CAPO303591	STRPU_17062, STRPU_05868, STRPU_05206, STRPU_05204, STRPU_23981
OG0001234	CAPO307897	STRPU_26230
OG0001241	CAPO303368	STRPU_07496
OG0001241	CAPO304888	STRPU_06648, STRPU_06647
OG0001247	CAPO303193, CAPO307423	STRPU_22721
OG0001248	CAPO303079	STRPU_21972
OG0001249	CAPO306922	STRPU_18988
OG0001250	CAPO302323	STRPU_08807
OG0001251	CAPO304205	STRPU_23397
OG0001251	CAPO302019	STRPU_25431
OG0001252	CAPO300016	STRPU_19076
OG0001253	CAPO306156	STRPU_14588, STRPU_23835, STRPU_23873
OG0001254	CAPO307546	STRPU_22240
OG0001261	CAPO302839	STRPU_05296
OG0001263	CAPO301777	STRPU_04426, STRPU_03468
OG0001267	CAPO307578	STRPU_04944, STRPU_14642
OG0001268	CAPO303692	STRPU_26888, STRPU_23502
OG0001270	CAPO306176	STRPU_08488
OG0001270	CAPO306096	STRPU_23322
OG0001270	CAPO304393	STRPU_08385
OG0001271	CAPO302779	STRPU_13644, STRPU_02419, STRPU_13643, STRPU_02421
OG0001272	CAPO305566	STRPU_15049
OG0001273	CAPO301889	STRPU_26636
OG0001274	CAPO308194	STRPU_20009
OG0001276	CAPO302888	STRPU_05244
OG0001278	CAPO306229	STRPU_00086, STRPU_24452, STRPU_24453, STRPU_24861
OG0001279	CAPO302733	STRPU_20599, STRPU_20598, STRPU_20627
OG0001280	CAPO300326	STRPU_26559
OG0001281	CAPO304088, CAPO303543	STRPU_12491, STRPU_21186, STRPU_21018
OG0001282	CAPO303595	STRPU_11958, STRPU_01619
OG0001284	CAPO300970	STRPU_00110, STRPU_13473, STRPU_26961
OG0001285	CAPO304179	STRPU_09952, STRPU_09975
OG0001286	CAPO303892	STRPU_12903
OG0001287	CAPO302822, CAPO304538	STRPU_05909
OG0001288	CAPO302651	STRPU_26804
OG0001289	CAPO306071	STRPU_24491, STRPU_11656
OG0001290	CAPO302574	STRPU_26728
OG0001291	CAPO300695	STRPU_04348
OG0001294	CAPO304223	STRPU_21633
OG0001295	CAPO306210	STRPU_21991
OG0001296	CAPO308260	STRPU_21312, STRPU_00052
OG0001297	CAPO305437	STRPU_12690
OG0001300	CAPO300154	STRPU_00543, STRPU_15986
OG0001302	CAPO302654	STRPU_18961, STRPU_18975
OG0001302	CAPO302215	STRPU_14524
OG0001304	CAPO302419	STRPU_26082
OG0001305	CAPO304488	STRPU_20309
OG0001308	CAPO300432	STRPU_04711
OG0001309	CAPO300871	STRPU_25014, STRPU_25016
OG0001310	CAPO305405	STRPU_21314
OG0001310	CAPO300151	STRPU_15962, STRPU_00518
OG0001311	CAPO300585	STRPU_10949, STRPU_00838, STRPU_14082
OG0001312	CAPO304811	STRPU_18010, STRPU_24489, STRPU_17750
OG0001314	CAPO306642	STRPU_17673, STRPU_17675, STRPU_19730
OG0001317	CAPO302225	STRPU_23522, STRPU_17298, STRPU_17302
OG0001318	CAPO306280	STRPU_12148, STRPU_12116
OG0001318	CAPO303315	STRPU_17591
OG0001319	CAPO304915	STRPU_06818
OG0001320	CAPO307498	STRPU_26137, STRPU_26135
