Orthogroup	CAPO3	ORYLA
OG0000603	CAPO300286	ORYLA07668, ORYLA10164, ORYLA04140, ORYLA10165, ORYLA11389, ORYLA08141, ORYLA07667
OG0000604	CAPO304248	ORYLA20050, ORYLA04898, ORYLA10532, ORYLA11916, ORYLA20052, ORYLA04152, ORYLA03047
OG0000609	CAPO306415	ORYLA12278, ORYLA12277, ORYLA08612, ORYLA08611, ORYLA14376
OG0000611	CAPO305139	ORYLA12216, ORYLA07591
OG0000611	CAPO302505	ORYLA12728
OG0000612	CAPO308174	ORYLA07338, ORYLA04935, ORYLA08129, ORYLA02945, ORYLA18740, ORYLA19604
OG0000612	CAPO300901	ORYLA15846
OG0000613	CAPO306741, CAPO303985	ORYLA11623, ORYLA14150, ORYLA19742, ORYLA01989, ORYLA17655, ORYLA18374
OG0000614	CAPO306138, CAPO304207	ORYLA10528
OG0000616	CAPO301011	ORYLA05919, ORYLA03438
OG0000619	CAPO303580	ORYLA07678, ORYLA08629, ORYLA09912, ORYLA09913, ORYLA03419
OG0000620	CAPO300569	ORYLA19434
OG0000623	CAPO306891	ORYLA04745
OG0000623	CAPO306678	ORYLA00079, ORYLA17052, ORYLA00793, ORYLA17008
OG0000624	CAPO304034, CAPO304035	ORYLA17149, ORYLA17995, ORYLA09867
OG0000627	CAPO301912	ORYLA12142, ORYLA12141, ORYLA03674, ORYLA06171, ORYLA09126, ORYLA20443
OG0000628	CAPO306878	ORYLA13552, ORYLA05950, ORYLA12221, ORYLA15555, ORYLA15554, ORYLA05695, ORYLA19646
OG0000629	CAPO304632	ORYLA12592, ORYLA15239, ORYLA20015, ORYLA11198, ORYLA15360
OG0000634	CAPO305866	ORYLA14177
OG0000636	CAPO300927, CAPO308236	ORYLA19416, ORYLA01336, ORYLA03947, ORYLA03948, ORYLA05255, ORYLA07991
OG0000637	CAPO306492	ORYLA02746, ORYLA16896, ORYLA00139
OG0000639	CAPO300322	ORYLA02529
OG0000639	CAPO305269	ORYLA15265, ORYLA08926, ORYLA13977, ORYLA15421
OG0000642	CAPO307461, CAPO301979, CAPO301558, CAPO307468, CAPO303537, CAPO307029, CAPO305272, CAPO302782, CAPO302430	ORYLA07221, ORYLA00442, ORYLA00566
OG0000642	CAPO302566	ORYLA04869
OG0000643	CAPO301316	ORYLA03009, ORYLA10818, ORYLA17539, ORYLA02340, ORYLA04587
OG0000645	CAPO306925	ORYLA12725, ORYLA15007
OG0000645	CAPO307784, CAPO304648	ORYLA00407, ORYLA14925
OG0000648	CAPO306715	ORYLA08869
OG0000648	CAPO307568	ORYLA06524, ORYLA12473, ORYLA12472
OG0000650	CAPO302429	ORYLA14345, ORYLA09152, ORYLA02856, ORYLA18133, ORYLA06365, ORYLA07427
OG0000651	CAPO301045	ORYLA16106, ORYLA14377, ORYLA06160
OG0000652	CAPO307163	ORYLA19493, ORYLA14519, ORYLA14763, ORYLA15474, ORYLA19684
OG0000653	CAPO304384	ORYLA01788, ORYLA06368, ORYLA10074, ORYLA00719
OG0000657	CAPO304462	ORYLA17523, ORYLA17524, ORYLA12065
OG0000660	CAPO304213	ORYLA09622, ORYLA19737
OG0000662	CAPO308235	ORYLA20494, ORYLA17182, ORYLA07752, ORYLA17006
OG0000663	CAPO303713	ORYLA02202, ORYLA18943
OG0000664	CAPO305353	ORYLA15831, ORYLA14755, ORYLA10857, ORYLA14234
OG0000665	CAPO304505, CAPO304163	ORYLA12410, ORYLA17696, ORYLA05725, ORYLA01532, ORYLA14102
OG0000666	CAPO306172	ORYLA11061, ORYLA08199, ORYLA15920, ORYLA15723
OG0000667	CAPO305865	ORYLA19371, ORYLA04668
OG0000672	CAPO301072	ORYLA06583, ORYLA07641
OG0000672	CAPO301848	ORYLA19020
OG0000674	CAPO303746	ORYLA05775, ORYLA18358, ORYLA10869, ORYLA15085, ORYLA19997
OG0000676	CAPO304343, CAPO305288	ORYLA19352, ORYLA18665
OG0000676	CAPO300920, CAPO304680	ORYLA06347, ORYLA07256, ORYLA08627, ORYLA09910
OG0000683	CAPO304912	ORYLA19477
OG0000683	CAPO305392, CAPO303509	ORYLA16618, ORYLA00863, ORYLA07013, ORYLA13074
OG0000684	CAPO306227	ORYLA15561, ORYLA06293, ORYLA04619
OG0000686	CAPO300156	ORYLA15930
OG0000690	CAPO306653	ORYLA02247, ORYLA10616, ORYLA11941
OG0000690	CAPO306445	ORYLA07589
OG0000690	CAPO304114	ORYLA01395
OG0000691	CAPO301028	ORYLA12446, ORYLA07129, ORYLA15301, ORYLA11980, ORYLA02254, ORYLA10333, ORYLA15419
OG0000692	CAPO301383, CAPO306980	ORYLA04625
OG0000693	CAPO300633	ORYLA16030, ORYLA14039, ORYLA14038, ORYLA04493, ORYLA03700
OG0000693	CAPO307538	ORYLA02446
OG0000694	CAPO302468	ORYLA12542, ORYLA12528, ORYLA11581, ORYLA01504, ORYLA17428
OG0000696	CAPO305456	ORYLA11558
OG0000696	CAPO301422	ORYLA20017
OG0000697	CAPO304466, CAPO306724	ORYLA11027, ORYLA15671, ORYLA14169, ORYLA16050, ORYLA19221, ORYLA14074, ORYLA20196
OG0000699	CAPO306785, CAPO302735	ORYLA04436, ORYLA04234
OG0000701	CAPO306727	ORYLA19420, ORYLA12504, ORYLA00020, ORYLA12503, ORYLA17945, ORYLA17338
OG0000703	CAPO308078	ORYLA18919, ORYLA10647, ORYLA20496, ORYLA20497
OG0000706	CAPO301985	ORYLA11599, ORYLA16017, ORYLA14235
OG0000708	CAPO302130	ORYLA08879
OG0000708	CAPO300640	ORYLA10826, ORYLA20261, ORYLA20260
OG0000709	CAPO305451	ORYLA00220, ORYLA07658, ORYLA12732, ORYLA04881
OG0000711	CAPO304713	ORYLA11208, ORYLA14841, ORYLA12753, ORYLA14544, ORYLA18961, ORYLA11207
OG0000713	CAPO302804	ORYLA07467, ORYLA04219, ORYLA08824
OG0000715	CAPO305197	ORYLA09817, ORYLA12236, ORYLA15759, ORYLA14371, ORYLA01682, ORYLA05499
OG0000716	CAPO306457	ORYLA09354, ORYLA09353, ORYLA11636, ORYLA05971
OG0000717	CAPO302989	ORYLA13429, ORYLA06965, ORYLA17839, ORYLA16592, ORYLA06101, ORYLA06102
OG0000718	CAPO301597, CAPO306021	ORYLA08597, ORYLA08598, ORYLA18922, ORYLA01925, ORYLA05898, ORYLA06234
OG0000721	CAPO305154, CAPO301906	ORYLA03998, ORYLA17258, ORYLA01361, ORYLA04295, ORYLA09422, ORYLA08766, ORYLA11451, ORYLA10770
OG0000724	CAPO300826	ORYLA00225, ORYLA11470, ORYLA10190
OG0000726	CAPO302910	ORYLA06212, ORYLA08613, ORYLA20148
OG0000731	CAPO304569	ORYLA04194, ORYLA09639, ORYLA07708, ORYLA07707
OG0000732	CAPO304867	ORYLA12890, ORYLA12891
OG0000732	CAPO302445	ORYLA17078, ORYLA17079, ORYLA00276, ORYLA13246
OG0000733	CAPO301695	ORYLA10736, ORYLA07377, ORYLA11454, ORYLA04800, ORYLA10355, ORYLA11839
OG0000735	CAPO302824	ORYLA11819, ORYLA05525, ORYLA05523, ORYLA05524, ORYLA05373, ORYLA10363
OG0000736	CAPO306770	ORYLA05420, ORYLA15781, ORYLA06602, ORYLA09862, ORYLA09293
OG0000737	CAPO304586	ORYLA05282, ORYLA02387, ORYLA17956
OG0000743	CAPO306268	ORYLA00778, ORYLA05798, ORYLA00731, ORYLA00777, ORYLA00730, ORYLA16675
OG0000748	CAPO301276	ORYLA17154
OG0000751	CAPO302771	ORYLA01802, ORYLA10300, ORYLA09790
OG0000751	CAPO304118	ORYLA06872
OG0000752	CAPO300507	ORYLA04164
OG0000752	CAPO305335	ORYLA06659
OG0000753	CAPO301378	ORYLA12199
OG0000755	CAPO300267	ORYLA06747, ORYLA12885, ORYLA20285, ORYLA05462, ORYLA01558
OG0000757	CAPO307096	ORYLA18438
OG0000757	CAPO300067	ORYLA08503
OG0000758	CAPO305275	ORYLA10334, ORYLA11982, ORYLA10388
OG0000759	CAPO300473	ORYLA09820, ORYLA08624, ORYLA09344, ORYLA06968, ORYLA16111, ORYLA09359, ORYLA08392, ORYLA09358
OG0000761	CAPO305655	ORYLA02885, ORYLA00688, ORYLA13190, ORYLA13191
OG0000765	CAPO301853	ORYLA06881, ORYLA17894, ORYLA19781
OG0000766	CAPO300388	ORYLA19966, ORYLA06092, ORYLA02010, ORYLA12914
OG0000767	CAPO305367	ORYLA10195, ORYLA03013, ORYLA03012, ORYLA11685, ORYLA11686
OG0000768	CAPO306612, CAPO302492, CAPO307738, CAPO305672, CAPO305904	ORYLA10953, ORYLA14746, ORYLA14526, ORYLA15814
OG0000772	CAPO304708, CAPO302709	ORYLA01171, ORYLA00334
OG0000774	CAPO306995	ORYLA06329, ORYLA12975, ORYLA11415, ORYLA20208
OG0000775	CAPO306201	ORYLA17590
OG0000776	CAPO307356	ORYLA01033, ORYLA19610, ORYLA04178
OG0000779	CAPO300301	ORYLA15552, ORYLA14213, ORYLA11734, ORYLA09089
OG0000788	CAPO304590	ORYLA17440, ORYLA11231, ORYLA08781, ORYLA19625, ORYLA13001
OG0000791	CAPO304699	ORYLA06970, ORYLA08877, ORYLA13748, ORYLA08756, ORYLA10037
OG0000792	CAPO305838	ORYLA05606, ORYLA19740, ORYLA17605, ORYLA17606, ORYLA02640
OG0000793	CAPO301604	ORYLA01551, ORYLA02378, ORYLA17395, ORYLA12138, ORYLA13478, ORYLA14798, ORYLA12617
OG0000794	CAPO304031	ORYLA03967, ORYLA03748, ORYLA17611, ORYLA17196
OG0000797	CAPO307534	ORYLA03892, ORYLA20421
OG0000803	CAPO301668	ORYLA19991, ORYLA11169
OG0000810	CAPO305098, CAPO306601	ORYLA13646, ORYLA08587, ORYLA01680
OG0000813	CAPO300040, CAPO308168	ORYLA05187, ORYLA17560, ORYLA02694, ORYLA17561
OG0000814	CAPO307227	ORYLA12200, ORYLA05497
OG0000815	CAPO300838	ORYLA09986, ORYLA09860, ORYLA09294
OG0000816	CAPO304990	ORYLA07660, ORYLA04702, ORYLA03384, ORYLA04785, ORYLA04786
OG0000818	CAPO307028	ORYLA00658
OG0000818	CAPO307656	ORYLA16735, ORYLA07797, ORYLA16670, ORYLA08170, ORYLA05788
OG0000820	CAPO303993, CAPO304861, CAPO306914, CAPO301340, CAPO300173, CAPO302332, CAPO305090, CAPO300452	ORYLA01765, ORYLA05596, ORYLA06830, ORYLA09877, ORYLA16120
OG0000824	CAPO303788	ORYLA03257, ORYLA03256, ORYLA04106, ORYLA00161, ORYLA03258
OG0000825	CAPO305165, CAPO306157, CAPO306129	ORYLA01475, ORYLA09556, ORYLA18879, ORYLA15482, ORYLA14599, ORYLA19869
OG0000826	CAPO306060	ORYLA15838
OG0000827	CAPO304578	ORYLA14107, ORYLA17385
OG0000828	CAPO306023	ORYLA12597, ORYLA17485, ORYLA17486
OG0000828	CAPO307153	ORYLA02288
OG0000834	CAPO306233	ORYLA14449, ORYLA15446, ORYLA00202, ORYLA13350, ORYLA06991, ORYLA09675, ORYLA08609
OG0000836	CAPO306019, CAPO307821	ORYLA14809, ORYLA12408, ORYLA13624
OG0000837	CAPO308104, CAPO303511	ORYLA19078, ORYLA01945, ORYLA01944, ORYLA04744
OG0000838	CAPO303856	ORYLA18293, ORYLA11142
OG0000841	CAPO307470	ORYLA01641, ORYLA15191, ORYLA11622
OG0000844	CAPO306591, CAPO307267	ORYLA19051, ORYLA05848, ORYLA01886, ORYLA06955
OG0000845	CAPO303615	ORYLA08554, ORYLA00988, ORYLA03586
OG0000847	CAPO301759, CAPO307057	ORYLA07949
OG0000847	CAPO308298	ORYLA16880
OG0000849	CAPO304492	ORYLA15667, ORYLA13688, ORYLA15402, ORYLA12370, ORYLA14601
OG0000850	CAPO302141	ORYLA10312, ORYLA12941
OG0000850	CAPO306299	ORYLA04650, ORYLA04651
OG0000851	CAPO304092	ORYLA09558, ORYLA08388
OG0000852	CAPO307622	ORYLA15572, ORYLA02133, ORYLA02134
OG0000857	CAPO302559	ORYLA13985, ORYLA15799, ORYLA14692, ORYLA12378
OG0000858	CAPO306693	ORYLA19678, ORYLA04524
OG0000860	CAPO306338	ORYLA00581, ORYLA16574, ORYLA18138, ORYLA18137, ORYLA02428, ORYLA13306
OG0000871	CAPO300407	ORYLA00890
OG0000872	CAPO308293	ORYLA20287, ORYLA15006, ORYLA10961
OG0000873	CAPO307878	ORYLA19811, ORYLA19784, ORYLA06856, ORYLA13004, ORYLA12613
OG0000875	CAPO303418, CAPO302903	ORYLA13326, ORYLA07093, ORYLA03514, ORYLA19061
OG0000876	CAPO302150	ORYLA08818, ORYLA06408, ORYLA15707, ORYLA20147, ORYLA09773, ORYLA18338
OG0000877	CAPO304981	ORYLA15563, ORYLA14210
OG0000879	CAPO301982	ORYLA15760, ORYLA10296
OG0000881	CAPO301333, CAPO300020	ORYLA01916, ORYLA05888
OG0000881	CAPO308042	ORYLA04374, ORYLA03100
OG0000888	CAPO300320	ORYLA05760, ORYLA12980, ORYLA06869
OG0000889	CAPO302257	ORYLA11414, ORYLA10267
OG0000889	CAPO304144	ORYLA16878
OG0000890	CAPO304283	ORYLA12538, ORYLA11745
OG0000894	CAPO300968, CAPO300967	ORYLA07232, ORYLA00467
OG0000894	CAPO301227	ORYLA07753, ORYLA17007, ORYLA16512
OG0000896	CAPO301183	ORYLA12742
OG0000896	CAPO304049	ORYLA18744, ORYLA04344
OG0000897	CAPO306059	ORYLA14707, ORYLA15784
OG0000898	CAPO302619	ORYLA08993
OG0000899	CAPO300655	ORYLA03598, ORYLA20446
OG0000904	CAPO305539	ORYLA01297, ORYLA12510, ORYLA19815
OG0000909	CAPO300878	ORYLA11368, ORYLA19848, ORYLA10623, ORYLA19127
OG0000911	CAPO302608	ORYLA16469, ORYLA08345, ORYLA09695, ORYLA13753
OG0000912	CAPO302397	ORYLA17948, ORYLA04947, ORYLA00892, ORYLA01289, ORYLA00420, ORYLA03978, ORYLA03457
OG0000913	CAPO300255	ORYLA01511
OG0000914	CAPO302002	ORYLA15437, ORYLA14317, ORYLA20258, ORYLA15690, ORYLA14429, ORYLA14695
OG0000915	CAPO306555	ORYLA15453, ORYLA11264, ORYLA13698, ORYLA19488, ORYLA14400, ORYLA15346
OG0000921	CAPO300272	ORYLA19667
OG0000925	CAPO304563	ORYLA19836, ORYLA09614
OG0000928	CAPO301245	ORYLA07148, ORYLA14647, ORYLA12139
OG0000929	CAPO303494	ORYLA07554, ORYLA09115, ORYLA04169, ORYLA11547, ORYLA02109
OG0000931	CAPO303586	ORYLA03954, ORYLA04942, ORYLA19930, ORYLA17563, ORYLA01332
OG0000932	CAPO306783	ORYLA03357
OG0000933	CAPO304170	ORYLA04779, ORYLA04142, ORYLA07694, ORYLA10078, ORYLA07695
OG0000934	CAPO306946, CAPO300619	ORYLA09601, ORYLA11859
OG0000934	CAPO304006	ORYLA16233, ORYLA10870
OG0000935	CAPO307401	ORYLA13027, ORYLA06809, ORYLA05774, ORYLA01692, ORYLA15882, ORYLA14011, ORYLA09839
OG0000944	CAPO304090	ORYLA09043, ORYLA04158, ORYLA01246
OG0000952	CAPO300179	ORYLA03901, ORYLA02988, ORYLA01232, ORYLA17229, ORYLA02987
OG0000954	CAPO303535	ORYLA20086
OG0000954	CAPO305800	ORYLA16756, ORYLA16757, ORYLA16758
OG0000955	CAPO303429	ORYLA17644
OG0000955	CAPO301514	ORYLA12176
OG0000955	CAPO308190	ORYLA19752
OG0000960	CAPO304728	ORYLA12743, ORYLA15353, ORYLA05468, ORYLA01555, ORYLA14514
OG0000963	CAPO303990	ORYLA13485, ORYLA06840, ORYLA06839, ORYLA17317, ORYLA13364
OG0000965	CAPO305928	ORYLA20470
OG0000965	CAPO302148	ORYLA07478
OG0000967	CAPO304786	ORYLA19755, ORYLA04962
OG0000970	CAPO301807	ORYLA17254, ORYLA02643
OG0000974	CAPO306940	ORYLA03871
OG0000978	CAPO306307	ORYLA08899, ORYLA06773, ORYLA14000, ORYLA15891, ORYLA12640, ORYLA07570
OG0000982	CAPO301371	ORYLA13484, ORYLA06837, ORYLA05721, ORYLA17666, ORYLA02909
OG0000984	CAPO307940	ORYLA14092, ORYLA13312
OG0000985	CAPO304864	ORYLA02598, ORYLA08267, ORYLA04784, ORYLA01425
OG0000986	CAPO305058	ORYLA02350, ORYLA05019, ORYLA08270, ORYLA02693, ORYLA17557
OG0000987	CAPO306365	ORYLA08918, ORYLA06392, ORYLA13755, ORYLA15702, ORYLA09779
OG0000992	CAPO308244	ORYLA16313, ORYLA19691, ORYLA01948
OG0000993	CAPO303930	ORYLA08621
OG0000994	CAPO306999	ORYLA11419
OG0000996	CAPO304603	ORYLA01364, ORYLA09102, ORYLA20110
OG0000997	CAPO306501	ORYLA12756, ORYLA03206, ORYLA04500
OG0000999	CAPO303484, CAPO302236	ORYLA17143, ORYLA07960, ORYLA15047
OG0001006	CAPO308145	ORYLA00587, ORYLA17469, ORYLA06935
OG0001009	CAPO305830	ORYLA10070, ORYLA02205
OG0001015	CAPO304771	ORYLA16717, ORYLA08292, ORYLA00642
OG0001016	CAPO300038	ORYLA08912
OG0001016	CAPO302596	ORYLA08838
OG0001024	CAPO300862	ORYLA01426, ORYLA10777, ORYLA04903, ORYLA17767, ORYLA18366
OG0001033	CAPO305083	ORYLA02412, ORYLA17551
OG0001033	CAPO300376	ORYLA13566, ORYLA13207
OG0001036	CAPO301917	ORYLA15963, ORYLA02163, ORYLA05632, ORYLA14277
OG0001037	CAPO306107	ORYLA18034, ORYLA02947, ORYLA08956
OG0001039	CAPO305080	ORYLA17932, ORYLA14221
OG0001042	CAPO301530	ORYLA11092, ORYLA20004, ORYLA16045, ORYLA14257, ORYLA15929, ORYLA14996, ORYLA11093
OG0001046	CAPO304357	ORYLA16931, ORYLA16932, ORYLA16930, ORYLA00538, ORYLA00652, ORYLA16674, ORYLA00732
OG0001048	CAPO306868	ORYLA17951, ORYLA07722, ORYLA05078, ORYLA02542, ORYLA04597
OG0001049	CAPO306151	ORYLA15462, ORYLA10866
OG0001049	CAPO305769	ORYLA03790, ORYLA15642
OG0001050	CAPO306892	ORYLA10628
OG0001050	CAPO306760	ORYLA15890, ORYLA11461, ORYLA12452, ORYLA15112, ORYLA06038
OG0001060	CAPO307547, CAPO305773, CAPO307224, CAPO305772, CAPO301879	ORYLA00952
OG0001060	CAPO302777	ORYLA11754
OG0001062	CAPO300111	ORYLA17093, ORYLA00055, ORYLA13062, ORYLA07081, ORYLA13265
OG0001066	CAPO305156	ORYLA20216, ORYLA18727, ORYLA15524, ORYLA20141, ORYLA15783, ORYLA11478
OG0001072	CAPO304331	ORYLA17591, ORYLA18588
OG0001073	CAPO307880	ORYLA01147, ORYLA12256
OG0001075	CAPO305658	ORYLA05471, ORYLA05470, ORYLA05472, ORYLA10387
OG0001076	CAPO306580	ORYLA04025, ORYLA03193, ORYLA12782
OG0001078	CAPO300211	ORYLA11135, ORYLA15991, ORYLA14030, ORYLA16359, ORYLA08030, ORYLA19617
OG0001082	CAPO306944	ORYLA16190, ORYLA14374
OG0001083	CAPO306339	ORYLA08355, ORYLA01216, ORYLA10438
OG0001085	CAPO305936	ORYLA13813, ORYLA16003, ORYLA14313, ORYLA10899, ORYLA10898, ORYLA14405
OG0001092	CAPO303664	ORYLA00474, ORYLA04030, ORYLA03185, ORYLA00476
OG0001095	CAPO303064	ORYLA13938, ORYLA08700, ORYLA02122
OG0001096	CAPO308143	ORYLA08777, ORYLA09557
OG0001101	CAPO301529	ORYLA10929
OG0001104	CAPO306923	ORYLA12177, ORYLA01647, ORYLA11309
OG0001106	CAPO307850	ORYLA19381, ORYLA20354
OG0001108	CAPO300863	ORYLA14450, ORYLA18375
OG0001113	CAPO304589	ORYLA00138
OG0001116	CAPO303103	ORYLA08841, ORYLA16423, ORYLA08216
OG0001120	CAPO300555	ORYLA09736, ORYLA03903, ORYLA01234
OG0001121	CAPO305030	ORYLA05153, ORYLA20092
OG0001123	CAPO305010	ORYLA09262
OG0001123	CAPO307047	ORYLA17704
OG0001124	CAPO307326	ORYLA08277, ORYLA02278
OG0001126	CAPO301067	ORYLA07447
OG0001126	CAPO308119	ORYLA14267
OG0001128	CAPO301710	ORYLA04096, ORYLA11339, ORYLA10410, ORYLA03669
OG0001129	CAPO306230	ORYLA15169, ORYLA12442, ORYLA05461
OG0001132	CAPO303538	ORYLA15693
OG0001133	CAPO302577	ORYLA01655
OG0001133	CAPO300360	ORYLA02500
OG0001134	CAPO304261	ORYLA16671
OG0001135	CAPO304787	ORYLA16838, ORYLA16856
OG0001136	CAPO301949	ORYLA13203, ORYLA06530, ORYLA12133
OG0001137	CAPO308164	ORYLA03035, ORYLA00090, ORYLA03842
OG0001139	CAPO300537	ORYLA15805, ORYLA14857, ORYLA11008
OG0001140	CAPO308326	ORYLA05368, ORYLA02157, ORYLA10675
OG0001142	CAPO304790	ORYLA07693
OG0001143	CAPO304300	ORYLA11035, ORYLA12195, ORYLA06058
OG0001144	CAPO307577	ORYLA15705, ORYLA20146, ORYLA09889, ORYLA05611, ORYLA01834, ORYLA01835
OG0001146	CAPO300511	ORYLA13499, ORYLA13500, ORYLA15595, ORYLA07425
OG0001149	CAPO305549	ORYLA01670, ORYLA13258
OG0001156	CAPO306962	ORYLA14447, ORYLA15424, ORYLA17150, ORYLA10003
OG0001158	CAPO302639	ORYLA13950, ORYLA15560, ORYLA06290, ORYLA20120, ORYLA13611
OG0001160	CAPO304743	ORYLA11144, ORYLA18207
OG0001161	CAPO301112	ORYLA14942, ORYLA12582, ORYLA02883
OG0001163	CAPO301684, CAPO307755, CAPO304886	ORYLA08093, ORYLA04995
OG0001167	CAPO307849	ORYLA10169, ORYLA12428, ORYLA04713
OG0001168	CAPO301546	ORYLA01742, ORYLA14387, ORYLA15300
OG0001169	CAPO301751	ORYLA17081, ORYLA03593
OG0001170	CAPO302766	ORYLA04285, ORYLA11372, ORYLA03658
OG0001171	CAPO300420	ORYLA09088, ORYLA11731, ORYLA02030, ORYLA05693, ORYLA15553
OG0001175	CAPO304133, CAPO306812	ORYLA17323, ORYLA17834, ORYLA02704
OG0001179	CAPO300184	ORYLA12445, ORYLA14131
OG0001181	CAPO301983	ORYLA09302, ORYLA06967, ORYLA16422
OG0001183	CAPO301096	ORYLA01780, ORYLA16340, ORYLA08337
OG0001184	CAPO306392	ORYLA01867
OG0001185	CAPO303366	ORYLA01991, ORYLA19744, ORYLA04885
OG0001186	CAPO302303	ORYLA06474, ORYLA12462, ORYLA14584
OG0001186	CAPO307451	ORYLA12305
OG0001188	CAPO300558	ORYLA07684, ORYLA03103, ORYLA10083, ORYLA04742
OG0001196	CAPO301570	ORYLA06003, ORYLA06002, ORYLA02011, ORYLA03783
OG0001197	CAPO306552	ORYLA13277
OG0001199	CAPO305690	ORYLA11679
OG0001201	CAPO302220	ORYLA15842, ORYLA14298, ORYLA15310
OG0001202	CAPO306186	ORYLA09275
OG0001207	CAPO305627	ORYLA10023
OG0001207	CAPO302093	ORYLA09156, ORYLA16388, ORYLA08504
OG0001208	CAPO300830	ORYLA06825, ORYLA09868, ORYLA01795
OG0001209	CAPO302948	ORYLA07316, ORYLA00319
OG0001210	CAPO300919	ORYLA11799
OG0001213	CAPO304729	ORYLA08112
OG0001213	CAPO303632	ORYLA02321
OG0001214	CAPO304780	ORYLA09019
OG0001215	CAPO302583	ORYLA06541, ORYLA08559, ORYLA09761, ORYLA09762, ORYLA16114, ORYLA14222
OG0001216	CAPO307997	ORYLA07420, ORYLA05840, ORYLA12067, ORYLA15267
OG0001217	CAPO306810	ORYLA04237, ORYLA01368, ORYLA10596, ORYLA10595, ORYLA10337
OG0001218	CAPO307457	ORYLA05869, ORYLA01891, ORYLA14508, ORYLA07468
OG0001221	CAPO307765	ORYLA07491
OG0001226	CAPO307936	ORYLA03653, ORYLA03655, ORYLA03654, ORYLA03656, ORYLA01461, ORYLA01460, ORYLA11722, ORYLA02207
OG0001232	CAPO304224	ORYLA17130
OG0001233	CAPO303591	ORYLA07453
OG0001234	CAPO307897	ORYLA05594, ORYLA02233, ORYLA19956
OG0001241	CAPO303368	ORYLA15497
OG0001241	CAPO304888	ORYLA01008
OG0001247	CAPO303193, CAPO307423	ORYLA10879, ORYLA15933, ORYLA18030
OG0001248	CAPO303079	ORYLA08537, ORYLA07036, ORYLA14359, ORYLA16193
OG0001249	CAPO306922	ORYLA13090, ORYLA00311, ORYLA06571, ORYLA12934, ORYLA13089
OG0001250	CAPO302323	ORYLA17061, ORYLA00854, ORYLA07782, ORYLA16768
OG0001251	CAPO302019	ORYLA08970
OG0001252	CAPO300016	ORYLA19528, ORYLA08946, ORYLA13487
OG0001253	CAPO306156	ORYLA10839, ORYLA15354, ORYLA15393, ORYLA18494, ORYLA10838, ORYLA14430, ORYLA15691
OG0001254	CAPO307546	ORYLA12036, ORYLA14643
OG0001261	CAPO302839	ORYLA07239, ORYLA00479, ORYLA09455
OG0001263	CAPO301777	ORYLA17939, ORYLA08064, ORYLA07820, ORYLA17132
OG0001267	CAPO307578	ORYLA18685, ORYLA17985, ORYLA00677
OG0001268	CAPO303692	ORYLA13833, ORYLA00335, ORYLA15813
OG0001270	CAPO306176	ORYLA07988
OG0001270	CAPO304393	ORYLA18804
OG0001271	CAPO302779	ORYLA09251, ORYLA07889, ORYLA14013
OG0001272	CAPO305566	ORYLA07941, ORYLA03248, ORYLA04104, ORYLA01178
OG0001273	CAPO301889	ORYLA12209, ORYLA13178, ORYLA06380, ORYLA02385, ORYLA17660
OG0001274	CAPO308194	ORYLA06279, ORYLA00711, ORYLA02589, ORYLA18123
OG0001276	CAPO302888	ORYLA03566, ORYLA18522, ORYLA01477
OG0001278	CAPO306229	ORYLA16678, ORYLA00727, ORYLA13327
OG0001279	CAPO302733	ORYLA04097, ORYLA03712, ORYLA10544, ORYLA04878, ORYLA00122
OG0001280	CAPO300326	ORYLA19967, ORYLA06847, ORYLA12954, ORYLA19875, ORYLA00452
OG0001281	CAPO304088, CAPO303543	ORYLA03725, ORYLA20463, ORYLA18306, ORYLA20026, ORYLA07382
OG0001282	CAPO303595	ORYLA04230, ORYLA10205, ORYLA08831
OG0001284	CAPO300970	ORYLA09027, ORYLA01634, ORYLA14635
OG0001285	CAPO304179	ORYLA10432, ORYLA05192, ORYLA17636, ORYLA14476
OG0001286	CAPO303892	ORYLA12022, ORYLA07959, ORYLA17144
OG0001287	CAPO302822, CAPO304538	ORYLA03902, ORYLA01233, ORYLA09735, ORYLA00961
OG0001288	CAPO302651	ORYLA02421, ORYLA14902, ORYLA02420
OG0001289	CAPO306071	ORYLA10464, ORYLA05150
OG0001290	CAPO302574	ORYLA18055, ORYLA19128, ORYLA12183, ORYLA14552, ORYLA19558, ORYLA18829
OG0001291	CAPO300695	ORYLA17986, ORYLA07358, ORYLA01427, ORYLA04147
OG0001294	CAPO304223	ORYLA10122, ORYLA11435
OG0001295	CAPO306210	ORYLA09340, ORYLA09900, ORYLA08242, ORYLA17167, ORYLA01819
OG0001296	CAPO308260	ORYLA07385, ORYLA00095, ORYLA19357, ORYLA19356
OG0001297	CAPO305437	ORYLA10966, ORYLA14020, ORYLA15796, ORYLA12085
OG0001300	CAPO303702, CAPO301019, CAPO300154	ORYLA01386, ORYLA10216, ORYLA09658, ORYLA04280
OG0001302	CAPO302654	ORYLA12923
OG0001302	CAPO302215	ORYLA05687
OG0001304	CAPO302419	ORYLA06728, ORYLA06729, ORYLA12651, ORYLA06796, ORYLA13823, ORYLA13822
OG0001305	CAPO304488	ORYLA18154, ORYLA00057, ORYLA17092, ORYLA02873, ORYLA06351
OG0001308	CAPO300432	ORYLA12511, ORYLA01298, ORYLA19818, ORYLA19817
