AENJA_00004	OFUSG05380.1
AENJA_13614	OFUSG10478.1
AENJA_13617	OFUSG11194.1
AENJA_13618	OFUSG18207.1
AENJA_13619	OFUSG10665.1
AENJA_13621	OFUSG20794.1
AENJA_13625	OFUSG23169.1
AENJA_13626	OFUSG22886.1
AENJA_13627	OFUSG22889.1
AENJA_13629	OFUSG05340.1
AENJA_13635	OFUSG04127.1
AENJA_13641	OFUSG05570.1
AENJA_13641	OFUSG05571.1
AENJA_13660	OFUSG09201.1
AENJA_13664	OFUSG05570.1
AENJA_13664	OFUSG05571.1
AENJA_13668	OFUSG13013.1
AENJA_13669	OFUSG25456.1
AENJA_13674	OFUSG04231.1
AENJA_13676	OFUSG16634.1
AENJA_13678	OFUSG26281.1
AENJA_13687	OFUSG02296.1
AENJA_13688	OFUSG02616.1
AENJA_13692	OFUSG13056.1
AENJA_13693	OFUSG26289.1
AENJA_13696	OFUSG12753.1
AENJA_13702	OFUSG10362.1
AENJA_13737	OFUSG19727.1
AENJA_13741	OFUSG05354.1
AENJA_13751	OFUSG10462.1
AENJA_13757	OFUSG11071.1
AENJA_13764	OFUSG24335.1
AENJA_13767	OFUSG24362.1
AENJA_13768	OFUSG16050.1
AENJA_13772	OFUSG10744.2
AENJA_13773	OFUSG16418.1
AENJA_13775	OFUSG18258.1
AENJA_13777	OFUSG09950.1
AENJA_13779	OFUSG17922.1
AENJA_13784	OFUSG04619.1
AENJA_13785	OFUSG00313.1
AENJA_13789	OFUSG04621.1
AENJA_13793	OFUSG00232.1
AENJA_13801	OFUSG26940.1
AENJA_13808	OFUSG25517.1
AENJA_13814	OFUSG08687.1
AENJA_13818	OFUSG02177.1
AENJA_13821	OFUSG03033.1
AENJA_13824	OFUSG17374.1
AENJA_13825	OFUSG02806.1
AENJA_13837	OFUSG20745.1
AENJA_13840	OFUSG17216.1
AENJA_13848	OFUSG10947.1
AENJA_13850	OFUSG04439.1
AENJA_13857	OFUSG09130.1
AENJA_13857	OFUSG26253.1
AENJA_13858	OFUSG17325.1
AENJA_13874	OFUSG18292.1
AENJA_13876	OFUSG10461.1
AENJA_13879	OFUSG10887.1
AENJA_13880	OFUSG17474.1
AENJA_13891	OFUSG24364.1
AENJA_13894	OFUSG15813.1
AENJA_13900	OFUSG25761.1
AENJA_13904	OFUSG06784.1
AENJA_13907	OFUSG19300.1
AENJA_13908	OFUSG06874.1
AENJA_13915	OFUSG17817.1
AENJA_13920	OFUSG18181.1
AENJA_13921	OFUSG11056.1
AENJA_13923	OFUSG08899.1
AENJA_13924	OFUSG08065.1
AENJA_13927	OFUSG05229.1
AENJA_13928	OFUSG11420.1
AENJA_13940	OFUSG20280.1
AENJA_13955	OFUSG15070.1
AENJA_13961	OFUSG08031.1
AENJA_13964	OFUSG14789.1
AENJA_13991	OFUSG02726.1
AENJA_13992	OFUSG02725.1
AENJA_13993	OFUSG02728.1
AENJA_13999	OFUSG06714.1
AENJA_13999	OFUSG08681.1
AENJA_13999	OFUSG15094.1
AENJA_14005	OFUSG10615.1
AENJA_14009	OFUSG10001.1
AENJA_14010	OFUSG10077.1
AENJA_14011	OFUSG10877.1
AENJA_14017	OFUSG04570.1
AENJA_14019	OFUSG16188.1
AENJA_14021	OFUSG04161.1
AENJA_14023	OFUSG16551.1
AENJA_14029	OFUSG02743.1
AENJA_14038	OFUSG06805.1
AENJA_14039	OFUSG19362.1
AENJA_14046	OFUSG11296.1
AENJA_14054	OFUSG03887.1
AENJA_14055	OFUSG04259.1
AENJA_14056	OFUSG16498.1
AENJA_14064	OFUSG17722.1
AENJA_14065	OFUSG13429.1
AENJA_14066	OFUSG21430.1
AENJA_14071	OFUSG20302.1
AENJA_14073	OFUSG00054.1
AENJA_14074	OFUSG17234.1
AENJA_14078	OFUSG14716.1
AENJA_14087	OFUSG12840.1
AENJA_14088	OFUSG05851.1
AENJA_14091	OFUSG14490.1
AENJA_14113	OFUSG16668.1
AENJA_14135	OFUSG07157.1
AENJA_14140	OFUSG16113.1
AENJA_14146	OFUSG04409.1
AENJA_14156	OFUSG05386.1
AENJA_14158	OFUSG17632.1
AENJA_14162	OFUSG17632.1
AENJA_14173	OFUSG26586.1
AENJA_14222	OFUSG07373.1
AENJA_14223	OFUSG00890.1
AENJA_14225	OFUSG01818.1
AENJA_14226	OFUSG00217.1
AENJA_14233	OFUSG08793.1
AENJA_14235	OFUSG24635.1
AENJA_14239	OFUSG14809.1
AENJA_14253	OFUSG24829.1
AENJA_14256	OFUSG15968.1
AENJA_14257	OFUSG21277.1
AENJA_14268	OFUSG10489.1
AENJA_14273	OFUSG02583.1
AENJA_14289	OFUSG11020.1
AENJA_14290	OFUSG17975.1
AENJA_14293	OFUSG10396.1
AENJA_14308	OFUSG10821.1
AENJA_14309	OFUSG05215.1
AENJA_14312	OFUSG17954.1
AENJA_14313	OFUSG21970.1
AENJA_14330	OFUSG03491.1
AENJA_14332	OFUSG19407.1
AENJA_14333	OFUSG02353.1
AENJA_14336	OFUSG24082.1
AENJA_14337	OFUSG06826.1
AENJA_14351	OFUSG25229.1
AENJA_14384	OFUSG01650.1
AENJA_14387	OFUSG00718.1
AENJA_14392	OFUSG14002.1
AENJA_14393	OFUSG20704.1
AENJA_14397	OFUSG13055.1
AENJA_14400	OFUSG17906.1
AENJA_14418	OFUSG14945.1
AENJA_14430	OFUSG06895.1
AENJA_14433	OFUSG06498.1
AENJA_14436	OFUSG21373.1
AENJA_14445	OFUSG23757.1
AENJA_14446	OFUSG14966.1
AENJA_14457	OFUSG03940.1
AENJA_14463	OFUSG23200.1
AENJA_14465	OFUSG09587.1
AENJA_14466	OFUSG00819.1
AENJA_14467	OFUSG00819.1
AENJA_14468	OFUSG00819.1
AENJA_14469	OFUSG03581.1
AENJA_14475	OFUSG09095.1
AENJA_14475	OFUSG25361.1
AENJA_14495	OFUSG03072.1
AENJA_14501	OFUSG23370.1
AENJA_14502	OFUSG21493.1
AENJA_14503	OFUSG26590.1
AENJA_14515	OFUSG00454.1
AENJA_14523	OFUSG14112.1
AENJA_14528	OFUSG16276.1
AENJA_14535	OFUSG12758.1
AENJA_14546	OFUSG02118.1
AENJA_14547	OFUSG02901.1
AENJA_14549	OFUSG16773.1
AENJA_14551	OFUSG24911.1
AENJA_14552	OFUSG14305.1
AENJA_14564	OFUSG01205.1
AENJA_14580	OFUSG18658.1
AENJA_14599	OFUSG02001.1
AENJA_14601	OFUSG16757.1
AENJA_14604	OFUSG23699.1
AENJA_14606	OFUSG16090.1
AENJA_14607	OFUSG24333.1
AENJA_14608	OFUSG01024.1
AENJA_14608	OFUSG13234.1
AENJA_14608	OFUSG23754.1
AENJA_14610	OFUSG08710.1
AENJA_14611	OFUSG13524.1
AENJA_14612	OFUSG24445.1
AENJA_14621	OFUSG08966.1
AENJA_14634	OFUSG16190.1
AENJA_14636	OFUSG16554.1
AENJA_14637	OFUSG24282.1
AENJA_14639	OFUSG19367.1
AENJA_14640	OFUSG01250.1
AENJA_14640	OFUSG02692.1
AENJA_14640	OFUSG08534.1
AENJA_14640	OFUSG09674.1
AENJA_14641	OFUSG06199.1
AENJA_14642	OFUSG10257.1
AENJA_14663	OFUSG18091.1
AENJA_14665	OFUSG26424.1
AENJA_14678	OFUSG12648.1
AENJA_14679	OFUSG12649.1
AENJA_14680	OFUSG13205.1
AENJA_14683	OFUSG21420.1
AENJA_14684	OFUSG21420.1
AENJA_14692	OFUSG14927.1
AENJA_14694	OFUSG09202.1
AENJA_14695	OFUSG03888.1
AENJA_14697	OFUSG16555.1
AENJA_14698	OFUSG04528.1
AENJA_14700	OFUSG22251.1
AENJA_14703	OFUSG05061.1
AENJA_14703	OFUSG07687.1
AENJA_14706	OFUSG17539.1
AENJA_14707	OFUSG12906.1
AENJA_14708	OFUSG17679.1
AENJA_14709	OFUSG13467.1
AENJA_14714	OFUSG21298.1
AENJA_14720	OFUSG01638.1
AENJA_14727	OFUSG05901.1
AENJA_14727	OFUSG07481.1
AENJA_14732	OFUSG05901.1
AENJA_14732	OFUSG07481.1
AENJA_14734	OFUSG22464.1
AENJA_14736	OFUSG17622.1
AENJA_14739	OFUSG05742.1
AENJA_14740	OFUSG04068.1
AENJA_14745	OFUSG19277.1
AENJA_14747	OFUSG07827.1
AENJA_14750	OFUSG26287.1
AENJA_14779	OFUSG07453.1
AENJA_14781	OFUSG26592.1
AENJA_14782	OFUSG07712.1
AENJA_14783	OFUSG24646.1
AENJA_14784	OFUSG07166.1
AENJA_14785	OFUSG07330.1
AENJA_14786	OFUSG07270.1
AENJA_14790	OFUSG12779.1
AENJA_14793	OFUSG17648.1
AENJA_14797	OFUSG26444.1
AENJA_14805	OFUSG23655.1
AENJA_14806	OFUSG16805.1
AENJA_14823	OFUSG09775.1
AENJA_14824	OFUSG08588.1
AENJA_14831	OFUSG21590.1
AENJA_14835	OFUSG25021.1
AENJA_14839	OFUSG06422.1
AENJA_14841	OFUSG06083.1
AENJA_14845	OFUSG06847.1
AENJA_14845	OFUSG06979.1
AENJA_14850	OFUSG12640.1
AENJA_14850	OFUSG16708.1
AENJA_14850	OFUSG16709.1
AENJA_14861	OFUSG15633.1
AENJA_14865	OFUSG00225.1
AENJA_14867	OFUSG01350.1
AENJA_14868	OFUSG01831.1
AENJA_14869	OFUSG00259.1
AENJA_14872	OFUSG24150.1
AENJA_14876	OFUSG24367.1
AENJA_14877	OFUSG04199.1
AENJA_14879	OFUSG03933.1
AENJA_14880	OFUSG03935.1
AENJA_14884	OFUSG20357.1
AENJA_14894	OFUSG18244.1
AENJA_14902	OFUSG12784.1
AENJA_14910	OFUSG13736.1
AENJA_14911	OFUSG15216.1
AENJA_14913	OFUSG03952.1
AENJA_14919	OFUSG16237.1
AENJA_14929	OFUSG02172.1
AENJA_14935	OFUSG12743.1
AENJA_14937	OFUSG09750.1
AENJA_14938	OFUSG16559.1
AENJA_14940	OFUSG25574.1
AENJA_14942	OFUSG25572.1
AENJA_14961	OFUSG25331.1
AENJA_14963	OFUSG23184.1
AENJA_14971	OFUSG08250.1
AENJA_14982	OFUSG22644.1
AENJA_14983	OFUSG22644.1
AENJA_14986	OFUSG13783.1
AENJA_14989	OFUSG25843.1
AENJA_14990	OFUSG06689.1
AENJA_14993	OFUSG14727.1
AENJA_15012	OFUSG07521.1
AENJA_15023	OFUSG10196.1
AENJA_15024	OFUSG16749.2
AENJA_15025	OFUSG05739.1
AENJA_15028	OFUSG16797.1
AENJA_15032	OFUSG00034.1
AENJA_15036	OFUSG16644.1
AENJA_15049	OFUSG20990.1
AENJA_15057	OFUSG00993.1
AENJA_15059	OFUSG19751.1
AENJA_15082	OFUSG25415.1
AENJA_15084	OFUSG16887.1
AENJA_15085	OFUSG06501.1
AENJA_15092	OFUSG06879.1
AENJA_15096	OFUSG03471.1
AENJA_15108	OFUSG07016.1
AENJA_15109	OFUSG07953.1
AENJA_15112	OFUSG06363.1
AENJA_15112	OFUSG06364.1
AENJA_15112	OFUSG13215.1
AENJA_15112	OFUSG15293.1
AENJA_15119	OFUSG08607.1
AENJA_15119	OFUSG13107.1
AENJA_15119	OFUSG13344.1
AENJA_15119	OFUSG13368.1
AENJA_15119	OFUSG13369.1
AENJA_15119	OFUSG20048.1
AENJA_15130	OFUSG05641.1
AENJA_15131	OFUSG20848.1
AENJA_15132	OFUSG20208.1
AENJA_15150	OFUSG14506.1
AENJA_15153	OFUSG05843.1
AENJA_15154	OFUSG11646.1
AENJA_15158	OFUSG03911.2
AENJA_15159	OFUSG06427.1
AENJA_15162	OFUSG01280.1
AENJA_15163	OFUSG25594.1
AENJA_15171	OFUSG23183.1
AENJA_15173	OFUSG05537.1
AENJA_15173	OFUSG11754.1
AENJA_15173	OFUSG11874.1
AENJA_15173	OFUSG11888.1
AENJA_15173	OFUSG11894.1
AENJA_15177	OFUSG00333.1
AENJA_15199	OFUSG17407.1
AENJA_15201	OFUSG01530.1
AENJA_15210	OFUSG13431.1
AENJA_15210	OFUSG20695.1
AENJA_15213	OFUSG08957.1
AENJA_15219	OFUSG09588.1
AENJA_15225	OFUSG10650.1
AENJA_15228	OFUSG10293.1
AENJA_15240	OFUSG09367.1
AENJA_15244	OFUSG05537.1
AENJA_15244	OFUSG11754.1
AENJA_15244	OFUSG11874.1
AENJA_15244	OFUSG11888.1
AENJA_15244	OFUSG11894.1
AENJA_15248	OFUSG07216.1
AENJA_15248	OFUSG09774.1
AENJA_15248	OFUSG18314.1
AENJA_15248	OFUSG18750.1
AENJA_15248	OFUSG20706.1
AENJA_15248	OFUSG21793.1
AENJA_15248	OFUSG21795.1
AENJA_15248	OFUSG21830.1
AENJA_15248	OFUSG26037.1
AENJA_15254	OFUSG21235.1
AENJA_15258	OFUSG06959.1
AENJA_15259	OFUSG26036.1
AENJA_15282	OFUSG21100.1
AENJA_15287	OFUSG13370.1
AENJA_15288	OFUSG16969.1
AENJA_15289	OFUSG11512.1
AENJA_15289	OFUSG11513.1
AENJA_15289	OFUSG11514.1
AENJA_15289	OFUSG16688.1
AENJA_15293	OFUSG23496.1
AENJA_15296	OFUSG22992.1
AENJA_15312	OFUSG12624.1
AENJA_15313	OFUSG15649.1
AENJA_15315	OFUSG11697.1
AENJA_15317	OFUSG10832.1
AENJA_15347	OFUSG12368.1
AENJA_15357	OFUSG25100.1
AENJA_15361	OFUSG15087.1
AENJA_15366	OFUSG24213.1
AENJA_15369	OFUSG07120.1
AENJA_15377	OFUSG18627.1
AENJA_15378	OFUSG18212.1
AENJA_15391	OFUSG23394.1
AENJA_15393	OFUSG02491.1
AENJA_15399	OFUSG25464.1
AENJA_15401	OFUSG04787.2
AENJA_15421	OFUSG06764.1
AENJA_15425	OFUSG06732.1
AENJA_15433	OFUSG00730.1
AENJA_15435	OFUSG18791.1
AENJA_15439	OFUSG16878.1
AENJA_15440	OFUSG16872.1
AENJA_15441	OFUSG15945.1
AENJA_15447	OFUSG16879.1
AENJA_15449	OFUSG18210.1
AENJA_15450	OFUSG17892.1
AENJA_15451	OFUSG08950.1
AENJA_15455	OFUSG09409.1
AENJA_15459	OFUSG14051.1
AENJA_15468	OFUSG11374.1
AENJA_15470	OFUSG07323.1
AENJA_15470	OFUSG09415.1
AENJA_15470	OFUSG15163.1
AENJA_15470	OFUSG15164.1
AENJA_15471	OFUSG07323.1
AENJA_15471	OFUSG09415.1
AENJA_15471	OFUSG15163.1
AENJA_15471	OFUSG15164.1
AENJA_15474	OFUSG11470.1
AENJA_15475	OFUSG11469.1
AENJA_15484	OFUSG15115.1
AENJA_15498	OFUSG05400.1
AENJA_15498	OFUSG08136.1
AENJA_15498	OFUSG08137.1
AENJA_15498	OFUSG13972.1
AENJA_15498	OFUSG15990.1
AENJA_15498	OFUSG17641.1
AENJA_15502	OFUSG05400.1
AENJA_15502	OFUSG08136.1
AENJA_15502	OFUSG08137.1
AENJA_15502	OFUSG13972.1
AENJA_15502	OFUSG15990.1
AENJA_15502	OFUSG17641.1
AENJA_15512	OFUSG00212.1
AENJA_15515	OFUSG19213.1
AENJA_15517	OFUSG18774.1
AENJA_15519	OFUSG17315.1
AENJA_15520	OFUSG17331.1
AENJA_15522	OFUSG07532.1
AENJA_15522	OFUSG17609.1
AENJA_15525	OFUSG12827.1
AENJA_15526	OFUSG17337.1
AENJA_15534	OFUSG03025.2
AENJA_15536	OFUSG20787.1
AENJA_15537	OFUSG20758.1
AENJA_15540	OFUSG08668.1
AENJA_15561	OFUSG07282.1
AENJA_15563	OFUSG12631.1
AENJA_15564	OFUSG03703.1
AENJA_15570	OFUSG21048.1
AENJA_15576	OFUSG25921.1
AENJA_15584	OFUSG05895.1
AENJA_15584	OFUSG15393.1
AENJA_15584	OFUSG20218.1
AENJA_15584	OFUSG24130.1
AENJA_15588	OFUSG14931.1
AENJA_15591	OFUSG24048.1
AENJA_15598	OFUSG11871.1
AENJA_15609	OFUSG26042.1
AENJA_15615	OFUSG03152.1
AENJA_15640	OFUSG05895.1
AENJA_15640	OFUSG15393.1
AENJA_15640	OFUSG20218.1
AENJA_15640	OFUSG24130.1
AENJA_15655	OFUSG16777.1
AENJA_15658	OFUSG16593.1
AENJA_15672	OFUSG13532.2
AENJA_15679	OFUSG09666.1
AENJA_15681	OFUSG04653.1
AENJA_15683	OFUSG21272.2
AENJA_15684	OFUSG13630.1
AENJA_15686	OFUSG15507.1
AENJA_15687	OFUSG22297.1
AENJA_15690	OFUSG15391.1
AENJA_15696	OFUSG07793.1
AENJA_15704	OFUSG18180.1
AENJA_15705	OFUSG09475.1
AENJA_15716	OFUSG09824.1
AENJA_15726	OFUSG13902.1
AENJA_15742	OFUSG15376.1
AENJA_15743	OFUSG21046.1
AENJA_15744	OFUSG21345.1
AENJA_15747	OFUSG17220.1
AENJA_15749	OFUSG17029.1
AENJA_15753	OFUSG26010.1
AENJA_15756	OFUSG07993.1
AENJA_15760	OFUSG08341.1
AENJA_15763	OFUSG02069.1
AENJA_15768	OFUSG15967.1
AENJA_15780	OFUSG12337.1
AENJA_15786	OFUSG11237.1
AENJA_15787	OFUSG11713.1
AENJA_15788	OFUSG25114.1
AENJA_15789	OFUSG11964.1
AENJA_15792	OFUSG12076.1
AENJA_15795	OFUSG21011.1
AENJA_15796	OFUSG21506.1
AENJA_15798	OFUSG25697.1
AENJA_15800	OFUSG07211.1
AENJA_15802	OFUSG16092.1
AENJA_15804	OFUSG01084.1
AENJA_15825	OFUSG03127.1
AENJA_15828	OFUSG10763.1
AENJA_15829	OFUSG10583.1
AENJA_15833	OFUSG01343.1
AENJA_15837	OFUSG13275.1
AENJA_15866	OFUSG03005.1
AENJA_15867	OFUSG09600.1
AENJA_15872	OFUSG25503.1
AENJA_15877	OFUSG22127.1
AENJA_15880	OFUSG16726.1
AENJA_15882	OFUSG16703.1
AENJA_15883	OFUSG16489.1
AENJA_15884	OFUSG04467.1
AENJA_15886	OFUSG16492.1
AENJA_15888	OFUSG13718.1
AENJA_15889	OFUSG23575.1
AENJA_15890	OFUSG17110.1
AENJA_15891	OFUSG17449.1
AENJA_15893	OFUSG17483.1
AENJA_15894	OFUSG12839.1
AENJA_15894	OFUSG17017.1
AENJA_15894	OFUSG17018.1
AENJA_15904	OFUSG07099.1
AENJA_15906	OFUSG26376.1
AENJA_15910	OFUSG24399.1
AENJA_15914	OFUSG04739.1
AENJA_15915	OFUSG24278.1
AENJA_15918	OFUSG21284.1
AENJA_15927	OFUSG26449.1
AENJA_15931	OFUSG23359.1
AENJA_15935	OFUSG13455.1
AENJA_15937	OFUSG13240.1
AENJA_15945	OFUSG19610.1
AENJA_15946	OFUSG09219.1
AENJA_15948	OFUSG23882.1
AENJA_15949	OFUSG23880.1
AENJA_15953	OFUSG23468.1
AENJA_15954	OFUSG14744.1
AENJA_15956	OFUSG17257.1
AENJA_15958	OFUSG16226.1
AENJA_15959	OFUSG23273.1
AENJA_15960	OFUSG23274.1
AENJA_15961	OFUSG13044.1
AENJA_15962	OFUSG03063.1
AENJA_15962	OFUSG10644.1
AENJA_15963	OFUSG12551.1
AENJA_15968	OFUSG13043.1
AENJA_15974	OFUSG19657.1
AENJA_15980	OFUSG25686.1
AENJA_15981	OFUSG07531.1
AENJA_15986	OFUSG26114.1
AENJA_15987	OFUSG15888.1
AENJA_15995	OFUSG16607.1
AENJA_15998	OFUSG24128.1
AENJA_15999	OFUSG11135.4
AENJA_16003	OFUSG14835.1
AENJA_16004	OFUSG02783.1
AENJA_16004	OFUSG25717.1
AENJA_16006	OFUSG26690.1
AENJA_16010	OFUSG13071.1
AENJA_16014	OFUSG21433.1
AENJA_16021	OFUSG16397.1
AENJA_16022	OFUSG16203.1
AENJA_16032	OFUSG26133.1
AENJA_16034	OFUSG12139.1
AENJA_16034	OFUSG23296.1
AENJA_16035	OFUSG23915.1
AENJA_16038	OFUSG02167.1
AENJA_16040	OFUSG05105.1
AENJA_16043	OFUSG13058.1
AENJA_16046	OFUSG17288.1
AENJA_16048	OFUSG14819.1
AENJA_16058	OFUSG13402.1
AENJA_16061	OFUSG23777.1
AENJA_16062	OFUSG21106.1
AENJA_16063	OFUSG12843.1
AENJA_16065	OFUSG17401.1
AENJA_16074	OFUSG19115.1
AENJA_16081	OFUSG18797.1
AENJA_16099	OFUSG00423.1
AENJA_16111	OFUSG04972.1
AENJA_16113	OFUSG26442.1
AENJA_16124	OFUSG12295.1
AENJA_16127	OFUSG25157.1
AENJA_16129	OFUSG26399.1
AENJA_16138	OFUSG16775.1
AENJA_16139	OFUSG16775.1
AENJA_16140	OFUSG00797.1
AENJA_16141	OFUSG04987.1
AENJA_16142	OFUSG01699.1
AENJA_16144	OFUSG00372.1
AENJA_16146	OFUSG00833.1
AENJA_16156	OFUSG07700.1
AENJA_16157	OFUSG07633.1
AENJA_16161	OFUSG08218.1
AENJA_16162	OFUSG07170.1
AENJA_16180	OFUSG08897.1
AENJA_16181	OFUSG13146.1
AENJA_16184	OFUSG17531.1
AENJA_16186	OFUSG21029.1
AENJA_16190	OFUSG16729.1
AENJA_16192	OFUSG03772.1
AENJA_16210	OFUSG11850.1
AENJA_16211	OFUSG25099.1
AENJA_16212	OFUSG25267.1
AENJA_16214	OFUSG11204.1
AENJA_16215	OFUSG20284.1
AENJA_16217	OFUSG02493.1
AENJA_16220	OFUSG07038.2
AENJA_16222	OFUSG07083.1
AENJA_16223	OFUSG00199.1
AENJA_16228	OFUSG15953.1
AENJA_16233	OFUSG04807.1
AENJA_16233	OFUSG20428.1
AENJA_16247	OFUSG07911.1
AENJA_16248	OFUSG07051.1
AENJA_16254	OFUSG04618.1
AENJA_16263	OFUSG13628.1
AENJA_16267	OFUSG03538.1
AENJA_16288	OFUSG04707.1
AENJA_16289	OFUSG12992.1
AENJA_16290	OFUSG16433.1
AENJA_16292	OFUSG16446.1
AENJA_16302	OFUSG08032.1
AENJA_16308	OFUSG07868.1
AENJA_16309	OFUSG08045.1
AENJA_16314	OFUSG25201.1
AENJA_16315	OFUSG07036.1
AENJA_16316	OFUSG11830.1
AENJA_16318	OFUSG11976.1
AENJA_16334	OFUSG09101.1
AENJA_16334	OFUSG09102.1
AENJA_16336	OFUSG11690.1
AENJA_16344	OFUSG06147.1
AENJA_16345	OFUSG00192.1
AENJA_16346	OFUSG09484.1
AENJA_16346	OFUSG24563.1
AENJA_16349	OFUSG04654.1
AENJA_16356	OFUSG16224.1
AENJA_16357	OFUSG02387.1
AENJA_16357	OFUSG04497.1
AENJA_16357	OFUSG22052.1
AENJA_16359	OFUSG24759.1
AENJA_16371	OFUSG09779.1
AENJA_16374	OFUSG09780.1
AENJA_16390	OFUSG07428.1
AENJA_16394	OFUSG04456.1
AENJA_16394	OFUSG23658.1
AENJA_16412	OFUSG22195.1
AENJA_16413	OFUSG22196.1
AENJA_16414	OFUSG15472.1
AENJA_16415	OFUSG14865.1
AENJA_16416	OFUSG22158.1
AENJA_16417	OFUSG22158.1
AENJA_16424	OFUSG06086.1
AENJA_16425	OFUSG19005.1
AENJA_16431	OFUSG26506.1
AENJA_16434	OFUSG14229.1
AENJA_16437	OFUSG20238.1
AENJA_16452	OFUSG21617.1
AENJA_16453	OFUSG14650.1
AENJA_16454	OFUSG07675.1
AENJA_16456	OFUSG25669.1
AENJA_16465	OFUSG02756.1
AENJA_16468	OFUSG08097.1
AENJA_16470	OFUSG11497.1
AENJA_16471	OFUSG13363.1
AENJA_16479	OFUSG20248.1
AENJA_16480	OFUSG20513.1
AENJA_16491	OFUSG10883.1
AENJA_16492	OFUSG10884.1
AENJA_16506	OFUSG23208.1
AENJA_16512	OFUSG05493.1
AENJA_16517	OFUSG04581.1
AENJA_16518	OFUSG06759.1
AENJA_16566	OFUSG13007.1
AENJA_16591	OFUSG20510.1
AENJA_16592	OFUSG22310.1
AENJA_16593	OFUSG24044.1
AENJA_16594	OFUSG15088.1
AENJA_16597	OFUSG22278.1
AENJA_16598	OFUSG15122.1
AENJA_16599	OFUSG26393.1
AENJA_16608	OFUSG21928.1
AENJA_16612	OFUSG10619.1
AENJA_16616	OFUSG09735.1
AENJA_16618	OFUSG01913.2
AENJA_16641	OFUSG13306.1
AENJA_16651	OFUSG13895.1
AENJA_16678	OFUSG10409.1
AENJA_16681	OFUSG18403.1
AENJA_16682	OFUSG10797.1
AENJA_16684	OFUSG18345.1
AENJA_16688	OFUSG10218.1
AENJA_16691	OFUSG18121.1
AENJA_16695	OFUSG02475.1
AENJA_16695	OFUSG02898.1
AENJA_16695	OFUSG04785.1
AENJA_16695	OFUSG04809.1
AENJA_16695	OFUSG13913.1
AENJA_16695	OFUSG17691.1
AENJA_16697	OFUSG09719.1
AENJA_16698	OFUSG08426.1
AENJA_16703	OFUSG10015.1
AENJA_16714	OFUSG03264.1
AENJA_16714	OFUSG04763.1
AENJA_16715	OFUSG00364.1
AENJA_16717	OFUSG01108.1
AENJA_16730	OFUSG09970.1
AENJA_16735	OFUSG11562.1
AENJA_16747	OFUSG16221.1
AENJA_16751	OFUSG06292.1
AENJA_16760	OFUSG02988.1
AENJA_16760	OFUSG22739.1
AENJA_16760	OFUSG23747.1
AENJA_16764	OFUSG21266.1
AENJA_16771	OFUSG00110.1
AENJA_16777	OFUSG03926.1
AENJA_16778	OFUSG14358.1
AENJA_16790	OFUSG14333.1
AENJA_16797	OFUSG20266.1
AENJA_16799	OFUSG24986.2
AENJA_16800	OFUSG01419.1
AENJA_16808	OFUSG20384.1
AENJA_16813	OFUSG11624.1
AENJA_16814	OFUSG11199.1
AENJA_16817	OFUSG21628.1
AENJA_16820	OFUSG11611.1
AENJA_16825	OFUSG01001.1
AENJA_16825	OFUSG18593.1
AENJA_16826	OFUSG17306.1
AENJA_16829	OFUSG15791.1
AENJA_16830	OFUSG16099.1
AENJA_16832	OFUSG01022.1
AENJA_16833	OFUSG19406.1
AENJA_16834	OFUSG06435.1
AENJA_16835	OFUSG06694.1
AENJA_16839	OFUSG00903.1
AENJA_16840	OFUSG01801.1
AENJA_16841	OFUSG00516.1
AENJA_16846	OFUSG00445.1
AENJA_16860	OFUSG21435.1
AENJA_16861	OFUSG16848.1
AENJA_16863	OFUSG23249.1
AENJA_16866	OFUSG16026.1
AENJA_16867	OFUSG16980.1
AENJA_16892	OFUSG25692.1
AENJA_16896	OFUSG04684.1
AENJA_16899	OFUSG25608.1
AENJA_16902	OFUSG08775.1
AENJA_16902	OFUSG12045.1
AENJA_16921	OFUSG16743.1
AENJA_16928	OFUSG25699.1
AENJA_16933	OFUSG10330.2
AENJA_16935	OFUSG18337.1
AENJA_16937	OFUSG17875.1
AENJA_16940	OFUSG23559.1
AENJA_16940	OFUSG26115.1
AENJA_16942	OFUSG23559.1
AENJA_16942	OFUSG26115.1
AENJA_16948	OFUSG23559.1
AENJA_16948	OFUSG26115.1
AENJA_16949	OFUSG23559.1
AENJA_16949	OFUSG26115.1
AENJA_16974	OFUSG19938.1
AENJA_16976	OFUSG05630.1
AENJA_16977	OFUSG18706.1
AENJA_16979	OFUSG24041.1
AENJA_16980	OFUSG12850.1
AENJA_16982	OFUSG12778.1
AENJA_16988	OFUSG13105.1
AENJA_16998	OFUSG08538.1
AENJA_17013	OFUSG13313.1
AENJA_17019	OFUSG18809.1
AENJA_17020	OFUSG23243.1
AENJA_17022	OFUSG09569.1
AENJA_17026	OFUSG21044.1
AENJA_17038	OFUSG10739.1
AENJA_17039	OFUSG08845.1
AENJA_17042	OFUSG09625.1
AENJA_17043	OFUSG24702.1
AENJA_17058	OFUSG09412.1
AENJA_17076	OFUSG24651.1
AENJA_17076	OFUSG24652.1
AENJA_17077	OFUSG24651.1
AENJA_17077	OFUSG24652.1
AENJA_17080	OFUSG24651.1
AENJA_17080	OFUSG24652.1
AENJA_17110	OFUSG22100.1
AENJA_17124	OFUSG05537.1
AENJA_17124	OFUSG11754.1
