Orthogroup	ORYLA	CAEEL
OG0000258	ORYLA10418, ORYLA04818, ORYLA08148	CAEEL15770
OG0000260	ORYLA10907, ORYLA18428, ORYLA15874, ORYLA17877, ORYLA08131, ORYLA01145	CAEEL11482
OG0000265	ORYLA12872, ORYLA06630, ORYLA16609, ORYLA00871, ORYLA18135, ORYLA02583	CAEEL20581
OG0000265	ORYLA17739, ORYLA10912, ORYLA14726	CAEEL10364
OG0000266	ORYLA16539	CAEEL02705, CAEEL19379, CAEEL09158
OG0000266	ORYLA00700	CAEEL19596
OG0000268	ORYLA05672, ORYLA09801, ORYLA05671	CAEEL08164
OG0000272	ORYLA05346, ORYLA10396, ORYLA15887, ORYLA20158	CAEEL11804, CAEEL19905
OG0000273	ORYLA13171	CAEEL18644
OG0000273	ORYLA11307	CAEEL20077
OG0000275	ORYLA10602	CAEEL14783
OG0000275	ORYLA08098, ORYLA00342, ORYLA00341, ORYLA02599	CAEEL11381, CAEEL10050
OG0000277	ORYLA07913, ORYLA13592, ORYLA17906	CAEEL07730, CAEEL07729
OG0000277	ORYLA04770, ORYLA02631, ORYLA17515, ORYLA01293	CAEEL11066
OG0000278	ORYLA04407	CAEEL07740
OG0000278	ORYLA13179	CAEEL09180
OG0000278	ORYLA04766	CAEEL07099
OG0000282	ORYLA00210, ORYLA09022, ORYLA18951, ORYLA04706, ORYLA01496, ORYLA04826	CAEEL11864
OG0000284	ORYLA12966, ORYLA01651, ORYLA17103, ORYLA18256	CAEEL18846
OG0000285	ORYLA18449	CAEEL00191
OG0000287	ORYLA02857, ORYLA04080, ORYLA03158	CAEEL19227, CAEEL19907, CAEEL20741, CAEEL18156
OG0000295	ORYLA03631	CAEEL04248, CAEEL10950
OG0000301	ORYLA04812, ORYLA01309, ORYLA19598, ORYLA07696	CAEEL11399
OG0000301	ORYLA11071, ORYLA15337, ORYLA12907	CAEEL18767
OG0000302	ORYLA08419	CAEEL08099
OG0000305	ORYLA05505, ORYLA02167, ORYLA05631, ORYLA20085, ORYLA06691, ORYLA14370, ORYLA15761	CAEEL15162, CAEEL10872, CAEEL15163
OG0000306	ORYLA17215	CAEEL11447, CAEEL11444, CAEEL11445
OG0000308	ORYLA08644, ORYLA03830, ORYLA03011, ORYLA01851, ORYLA08982	CAEEL00748
OG0000312	ORYLA07558	CAEEL16684
OG0000312	ORYLA20410, ORYLA04032	CAEEL08464
OG0000315	ORYLA10390, ORYLA03355	CAEEL07409
OG0000315	ORYLA09757, ORYLA06311, ORYLA09200	CAEEL07609
OG0000315	ORYLA14332, ORYLA10891	CAEEL07292
OG0000316	ORYLA06812, ORYLA13482	CAEEL01799
OG0000319	ORYLA07102	CAEEL10346
OG0000321	ORYLA01005, ORYLA09493, ORYLA09170, ORYLA01006, ORYLA09494, ORYLA09171	CAEEL19255
OG0000322	ORYLA02330, ORYLA02329	CAEEL18855, CAEEL09291, CAEEL09109
OG0000323	ORYLA08920, ORYLA03927, ORYLA19746, ORYLA05750, ORYLA06414, ORYLA19842, ORYLA10008	CAEEL08030
OG0000327	ORYLA14175, ORYLA16012, ORYLA16011, ORYLA14173, ORYLA14174	CAEEL18527
OG0000329	ORYLA15753, ORYLA13741, ORYLA08617, ORYLA09747, ORYLA08863, ORYLA07072, ORYLA07907	CAEEL05342
OG0000332	ORYLA02409	CAEEL10794
OG0000333	ORYLA02740	CAEEL20574
OG0000338	ORYLA03979, ORYLA03456, ORYLA02319, ORYLA17367, ORYLA06348	CAEEL02726
OG0000343	ORYLA11766, ORYLA05311, ORYLA03936, ORYLA03297	CAEEL00542
OG0000345	ORYLA17736, ORYLA03893, ORYLA18632, ORYLA19612, ORYLA01382, ORYLA08221	CAEEL09288
OG0000346	ORYLA18917	CAEEL10353
OG0000346	ORYLA17074, ORYLA17069, ORYLA00274, ORYLA18239, ORYLA06649, ORYLA13251, ORYLA13252, ORYLA02973	CAEEL04767
OG0000350	ORYLA15941, ORYLA15940, ORYLA14279, ORYLA08983, ORYLA05129, ORYLA01930	CAEEL13904
OG0000352	ORYLA02626, ORYLA13214, ORYLA13215, ORYLA16805, ORYLA00708, ORYLA00709	CAEEL05587
OG0000353	ORYLA17564, ORYLA02784	CAEEL10430
OG0000356	ORYLA20188, ORYLA13681	CAEEL10812
OG0000357	ORYLA01112, ORYLA00674, ORYLA02665, ORYLA17822	CAEEL07861
OG0000357	ORYLA11167, ORYLA14261, ORYLA15724	CAEEL10151, CAEEL05953
OG0000358	ORYLA20349, ORYLA11098, ORYLA15332	CAEEL13826
OG0000358	ORYLA11009, ORYLA09492	CAEEL19072
OG0000359	ORYLA12664, ORYLA16724	CAEEL02740, CAEEL18786, CAEEL18785
OG0000363	ORYLA06099, ORYLA19085, ORYLA08262, ORYLA01904	CAEEL04898, CAEEL01034, CAEEL00066
OG0000364	ORYLA19293	CAEEL18153, CAEEL18154
OG0000365	ORYLA03808, ORYLA04263, ORYLA09099	CAEEL03052
OG0000367	ORYLA11251, ORYLA13727, ORYLA14050, ORYLA14306, ORYLA15500, ORYLA07069, ORYLA11818	CAEEL11241
OG0000371	ORYLA07825, ORYLA07827	CAEEL18802
OG0000372	ORYLA14491	CAEEL09938
OG0000372	ORYLA16999, ORYLA12426	CAEEL06634
OG0000372	ORYLA15492, ORYLA11861	CAEEL11042
OG0000373	ORYLA07919, ORYLA16362	CAEEL08053
OG0000373	ORYLA10269, ORYLA07659	CAEEL15439
OG0000374	ORYLA15743, ORYLA10304, ORYLA09808	CAEEL04637
OG0000375	ORYLA04642	CAEEL04597
OG0000378	ORYLA05982, ORYLA05320, ORYLA08586, ORYLA09562, ORYLA01469	CAEEL01589
OG0000378	ORYLA04523, ORYLA09575, ORYLA01926, ORYLA05901	CAEEL18606
OG0000382	ORYLA15461, ORYLA14549, ORYLA11229	CAEEL10275
OG0000385	ORYLA09843, ORYLA08652, ORYLA05706	CAEEL20119, CAEEL20120, CAEEL20118, CAEEL05039, CAEEL19866, CAEEL19865, CAEEL19762, CAEEL19761, CAEEL19763, CAEEL19764, CAEEL17379, CAEEL11987, CAEEL00992
OG0000389	ORYLA19978, ORYLA08372, ORYLA04896	CAEEL08944, CAEEL11888
OG0000391	ORYLA04923, ORYLA08111, ORYLA00206, ORYLA00207, ORYLA13746, ORYLA13745, ORYLA15749, ORYLA18973, ORYLA09748	CAEEL07480, CAEEL01186
OG0000392	ORYLA02414, ORYLA13216, ORYLA06665, ORYLA13229	CAEEL03273
OG0000393	ORYLA17272	CAEEL14690
OG0000393	ORYLA18186	CAEEL00138
OG0000399	ORYLA11402, ORYLA10522	CAEEL18399
OG0000399	ORYLA11860	CAEEL01136
OG0000399	ORYLA14927, ORYLA05753, ORYLA19952, ORYLA07160, ORYLA13626	CAEEL00515
OG0000400	ORYLA06502	CAEEL09043
OG0000400	ORYLA02904	CAEEL01024
OG0000401	ORYLA08217, ORYLA07125, ORYLA09210	CAEEL07254
OG0000402	ORYLA17762, ORYLA18643, ORYLA18833, ORYLA19928	CAEEL20859
OG0000402	ORYLA12469	CAEEL09914, CAEEL09915
OG0000403	ORYLA04119	CAEEL13991
OG0000404	ORYLA07320	CAEEL04503
OG0000405	ORYLA06036, ORYLA14984, ORYLA12719, ORYLA17691	CAEEL01740
OG0000411	ORYLA01687, ORYLA10375, ORYLA11322, ORYLA07194, ORYLA08291, ORYLA20482, ORYLA00372	CAEEL02373
OG0000412	ORYLA13397	CAEEL11655
OG0000412	ORYLA08106, ORYLA05004	CAEEL09909
OG0000412	ORYLA17848, ORYLA01673	CAEEL20650
OG0000413	ORYLA10551, ORYLA11652, ORYLA11343, ORYLA03076, ORYLA03075	CAEEL15525
OG0000413	ORYLA10219, ORYLA12848, ORYLA03097, ORYLA04188	CAEEL18945
OG0000419	ORYLA12033, ORYLA16958, ORYLA15894, ORYLA11288	CAEEL19090
OG0000424	ORYLA19753	CAEEL14391, CAEEL12816, CAEEL12859, CAEEL15190, CAEEL16002, CAEEL14301, CAEEL11422, CAEEL16478
OG0000425	ORYLA03494, ORYLA04753, ORYLA10256, ORYLA11610, ORYLA19674	CAEEL13865, CAEEL13864
OG0000426	ORYLA01331, ORYLA03961	CAEEL19943
OG0000426	ORYLA16632, ORYLA05829, ORYLA16908	CAEEL20473
OG0000427	ORYLA19867, ORYLA12374, ORYLA14494, ORYLA06953, ORYLA03526	CAEEL05100
OG0000429	ORYLA00070	CAEEL02588, CAEEL02589, CAEEL02587, CAEEL02586, CAEEL08573, CAEEL20624
OG0000431	ORYLA08041, ORYLA12780, ORYLA03106, ORYLA06581, ORYLA12268, ORYLA09572	CAEEL07320
OG0000432	ORYLA11066, ORYLA14578, ORYLA13787, ORYLA15822	CAEEL05840, CAEEL08239
OG0000433	ORYLA20053, ORYLA16936	CAEEL18122
OG0000433	ORYLA11555, ORYLA11554, ORYLA20072	CAEEL00915, CAEEL00914
OG0000436	ORYLA08530, ORYLA02125	CAEEL08451, CAEEL08483, CAEEL08086
OG0000442	ORYLA03345, ORYLA09542	CAEEL10760
OG0000443	ORYLA05691, ORYLA19682	CAEEL07750
OG0000444	ORYLA10830, ORYLA14231, ORYLA14616	CAEEL18555
OG0000444	ORYLA15046	CAEEL11270, CAEEL13198, CAEEL07333, CAEEL07332, CAEEL07334, CAEEL18670
OG0000446	ORYLA11424	CAEEL08845
OG0000446	ORYLA02066	CAEEL11745
OG0000447	ORYLA00469, ORYLA14196, ORYLA04123, ORYLA03133, ORYLA03913	CAEEL07754, CAEEL07753
OG0000450	ORYLA09724, ORYLA18516, ORYLA11564, ORYLA02780, ORYLA02779, ORYLA08258, ORYLA00676, ORYLA01113, ORYLA17859, ORYLA18902, ORYLA03353	CAEEL09221
OG0000452	ORYLA19279, ORYLA11266, ORYLA14382	CAEEL18774, CAEEL01070, CAEEL01729, CAEEL00373
OG0000454	ORYLA12583, ORYLA19101, ORYLA19102	CAEEL02888, CAEEL02886
OG0000454	ORYLA02884, ORYLA13625, ORYLA02103	CAEEL02877, CAEEL02880, CAEEL02881, CAEEL02883, CAEEL02884, CAEEL02885, CAEEL02878, CAEEL02887, CAEEL02879, CAEEL02882
OG0000458	ORYLA02033, ORYLA02032, ORYLA09072	CAEEL19373
OG0000461	ORYLA16495	CAEEL06628
OG0000461	ORYLA04397, ORYLA17538	CAEEL08066
OG0000463	ORYLA15373, ORYLA17503	CAEEL00961
OG0000467	ORYLA16164, ORYLA20242, ORYLA14274, ORYLA13723, ORYLA15983, ORYLA14489, ORYLA10863	CAEEL10426, CAEEL00823
OG0000468	ORYLA07498, ORYLA06150, ORYLA10188	CAEEL05744
OG0000469	ORYLA14324, ORYLA13835, ORYLA15812, ORYLA16158, ORYLA14163, ORYLA14420, ORYLA14753, ORYLA19640	CAEEL09645
OG0000470	ORYLA06621, ORYLA17202	CAEEL01892
OG0000470	ORYLA10519, ORYLA11404, ORYLA04902	CAEEL15886
OG0000472	ORYLA08544, ORYLA08994	CAEEL04041, CAEEL06168
OG0000475	ORYLA15741	CAEEL00594, CAEEL00593
OG0000476	ORYLA19318	CAEEL20693, CAEEL00887
OG0000478	ORYLA13825	CAEEL16147, CAEEL11281
OG0000479	ORYLA05427, ORYLA02241, ORYLA00980, ORYLA10578	CAEEL02339
OG0000479	ORYLA01123, ORYLA17925, ORYLA02622	CAEEL09202
OG0000480	ORYLA13134, ORYLA06337, ORYLA15386	CAEEL10994, CAEEL19312, CAEEL11292
OG0000481	ORYLA17197	CAEEL09089, CAEEL09097
OG0000481	ORYLA02862, ORYLA19409	CAEEL07158
OG0000481	ORYLA03884, ORYLA19808	CAEEL11815
OG0000482	ORYLA07371, ORYLA11346	CAEEL12763
OG0000482	ORYLA11345	CAEEL16609
OG0000484	ORYLA00605, ORYLA16560, ORYLA06643, ORYLA13228, ORYLA17466, ORYLA13170	CAEEL04965, CAEEL04966
OG0000485	ORYLA09796, ORYLA18526	CAEEL19088, CAEEL15576
OG0000486	ORYLA08269, ORYLA04783, ORYLA20474, ORYLA20475	CAEEL06528, CAEEL08508, CAEEL10686, CAEEL10332, CAEEL10336, CAEEL11227, CAEEL11225, CAEEL12738
OG0000487	ORYLA00064, ORYLA16901	CAEEL16728, CAEEL12342
OG0000488	ORYLA15556	CAEEL05865, CAEEL05866
OG0000490	ORYLA02845, ORYLA13410, ORYLA00621, ORYLA16590, ORYLA01902, ORYLA06098, ORYLA18025	CAEEL00687, CAEEL19730
OG0000491	ORYLA18622, ORYLA19026, ORYLA04018, ORYLA03196	CAEEL07820
OG0000496	ORYLA06615	CAEEL01836
OG0000497	ORYLA02363, ORYLA03738, ORYLA04309	CAEEL11475, CAEEL02002
OG0000497	ORYLA02565, ORYLA13651	CAEEL19219
OG0000503	ORYLA17193, ORYLA12487, ORYLA15009	CAEEL18781, CAEEL18780
OG0000503	ORYLA14950	CAEEL01216
OG0000504	ORYLA09395, ORYLA05779, ORYLA02539, ORYLA06868, ORYLA12982, ORYLA12629	CAEEL11210
OG0000508	ORYLA08233, ORYLA02029	CAEEL07260
OG0000510	ORYLA16472, ORYLA08348, ORYLA17578, ORYLA02689, ORYLA01174	CAEEL10925, CAEEL11992, CAEEL05859, CAEEL08413
OG0000514	ORYLA05801, ORYLA17040, ORYLA17041, ORYLA00294, ORYLA16274	CAEEL07294, CAEEL18391
OG0000514	ORYLA00293	CAEEL14359
OG0000519	ORYLA19812, ORYLA02303	CAEEL01270
OG0000520	ORYLA17824, ORYLA02661, ORYLA16383, ORYLA05565, ORYLA01527, ORYLA03445	CAEEL07490
OG0000521	ORYLA03841, ORYLA03037, ORYLA10100, ORYLA04828, ORYLA04342, ORYLA07372	CAEEL14050
OG0000524	ORYLA04981, ORYLA08073	CAEEL17529
OG0000525	ORYLA06511, ORYLA02439	CAEEL19149
OG0000525	ORYLA07450, ORYLA07984, ORYLA17059	CAEEL19113
OG0000527	ORYLA06889, ORYLA13098, ORYLA16582, ORYLA00618	CAEEL20771
OG0000528	ORYLA10409, ORYLA03074, ORYLA07689, ORYLA04813	CAEEL17966
OG0000529	ORYLA05863, ORYLA01890, ORYLA04329	CAEEL14327
OG0000530	ORYLA10196, ORYLA13418, ORYLA20102, ORYLA06799	CAEEL05713, CAEEL05714
OG0000534	ORYLA19150, ORYLA15756, ORYLA09798, ORYLA08332, ORYLA16496	CAEEL06960
OG0000535	ORYLA01196, ORYLA00300, ORYLA13542	CAEEL18521
OG0000537	ORYLA07579, ORYLA09989	CAEEL20692
OG0000537	ORYLA07580, ORYLA09988	CAEEL08509
OG0000538	ORYLA09396, ORYLA13935, ORYLA08202, ORYLA08895, ORYLA08896, ORYLA06216	CAEEL07439
OG0000539	ORYLA08050	CAEEL15234, CAEEL08363, CAEEL07779
OG0000542	ORYLA00473, ORYLA07235, ORYLA03184, ORYLA04034, ORYLA04191	CAEEL09055
OG0000542	ORYLA02120	CAEEL15478
OG0000545	ORYLA04729, ORYLA19657, ORYLA04200, ORYLA10194, ORYLA03088	CAEEL14386
OG0000548	ORYLA01284, ORYLA02791, ORYLA17384, ORYLA00893, ORYLA11445, ORYLA04341, ORYLA13910, ORYLA20346, ORYLA15938	CAEEL10591, CAEEL10590
OG0000551	ORYLA15546	CAEEL05226
OG0000554	ORYLA11866, ORYLA02853	CAEEL09891
OG0000560	ORYLA04875	CAEEL00689
OG0000561	ORYLA11841, ORYLA01515	CAEEL15785
OG0000562	ORYLA06574, ORYLA13197	CAEEL12354
OG0000563	ORYLA04101, ORYLA03246, ORYLA17360	CAEEL07864
OG0000566	ORYLA13005, ORYLA20281, ORYLA14818, ORYLA12608, ORYLA14819, ORYLA04369	CAEEL15091
OG0000567	ORYLA12167	CAEEL02967
OG0000567	ORYLA12905	CAEEL00946, CAEEL06307, CAEEL10055, CAEEL11553, CAEEL04491
OG0000572	ORYLA08145, ORYLA10185, ORYLA07690	CAEEL13663
OG0000572	ORYLA13763, ORYLA15650	CAEEL04776
OG0000573	ORYLA13057, ORYLA13843, ORYLA04228	CAEEL05940
OG0000573	ORYLA12607, ORYLA14820	CAEEL01355
OG0000574	ORYLA08316, ORYLA16658	CAEEL19269
OG0000574	ORYLA16287, ORYLA08280	CAEEL18789, CAEEL19638, CAEEL19639
OG0000574	ORYLA00058	CAEEL19209, CAEEL18848
OG0000576	ORYLA13924, ORYLA15981, ORYLA08396, ORYLA05305, ORYLA13808, ORYLA15873	CAEEL06802
OG0000578	ORYLA07686, ORYLA04727, ORYLA10429	CAEEL16491, CAEEL16492, CAEEL16490
OG0000579	ORYLA11089, ORYLA20327, ORYLA19001, ORYLA13906, ORYLA15480	CAEEL11246, CAEEL09670, CAEEL09822
OG0000580	ORYLA12110, ORYLA14690	CAEEL06306
OG0000581	ORYLA10424, ORYLA04861, ORYLA08147, ORYLA07531	CAEEL15703
OG0000581	ORYLA03380, ORYLA04860, ORYLA10423, ORYLA10422, ORYLA03381	CAEEL14055, CAEEL14054
OG0000582	ORYLA00146, ORYLA06509, ORYLA02435, ORYLA18131, ORYLA06109, ORYLA01735, ORYLA18132	CAEEL19553, CAEEL19552
OG0000583	ORYLA00997, ORYLA00998, ORYLA03929, ORYLA09564, ORYLA08581, ORYLA10274, ORYLA02043, ORYLA05980	CAEEL01762, CAEEL01763
OG0000585	ORYLA15895, ORYLA14066, ORYLA11170, ORYLA15076, ORYLA16126, ORYLA14043	CAEEL11782, CAEEL11783
OG0000587	ORYLA03518, ORYLA06908, ORYLA07631, ORYLA13556, ORYLA13555, ORYLA12215	CAEEL14207
OG0000587	ORYLA03397	CAEEL18702
OG0000588	ORYLA16614, ORYLA00870, ORYLA06281, ORYLA02480, ORYLA17646, ORYLA04266	CAEEL05897
OG0000589	ORYLA14568, ORYLA14571, ORYLA14570, ORYLA14572, ORYLA14569, ORYLA11091, ORYLA15797, ORYLA14019, ORYLA14732, ORYLA14730, ORYLA14731	CAEEL19870, CAEEL19442, CAEEL17146, CAEEL10281
OG0000590	ORYLA06142, ORYLA02148, ORYLA16465	CAEEL01780
OG0000591	ORYLA16935, ORYLA00569	CAEEL19878
OG0000591	ORYLA04567, ORYLA03099	CAEEL18367
OG0000592	ORYLA17452, ORYLA11854, ORYLA14631, ORYLA12104, ORYLA04227	CAEEL14862, CAEEL07829, CAEEL16963, CAEEL16245, CAEEL16244
OG0000593	ORYLA16513, ORYLA16679, ORYLA00726, ORYLA12884, ORYLA15051, ORYLA12474, ORYLA13360, ORYLA15847, ORYLA14301	CAEEL02027
OG0000594	ORYLA04212, ORYLA03767, ORYLA08739, ORYLA03768, ORYLA08738, ORYLA14067, ORYLA14715	CAEEL11331
OG0000597	ORYLA07402, ORYLA04005, ORYLA16364, ORYLA17588, ORYLA02653	CAEEL08741
OG0000602	ORYLA01432, ORYLA06917, ORYLA13271, ORYLA06916, ORYLA13270, ORYLA00924, ORYLA01431	CAEEL20599
OG0000603	ORYLA07668, ORYLA10164, ORYLA04140, ORYLA10165, ORYLA11389, ORYLA08141, ORYLA07667	CAEEL15474
OG0000604	ORYLA04898, ORYLA10532, ORYLA11916, ORYLA20052, ORYLA04152, ORYLA03047	CAEEL14390
OG0000608	ORYLA16986	CAEEL06882, CAEEL09299
OG0000609	ORYLA10455, ORYLA12278, ORYLA12277, ORYLA08612, ORYLA08611, ORYLA14376	CAEEL11904
OG0000611	ORYLA12216, ORYLA07591	CAEEL08225
OG0000611	ORYLA12728	CAEEL09831
OG0000612	ORYLA07338, ORYLA04935, ORYLA08129, ORYLA02945, ORYLA18740, ORYLA19604	CAEEL07651
OG0000612	ORYLA15846	CAEEL06875
OG0000613	ORYLA11623, ORYLA14150, ORYLA19742, ORYLA01989	CAEEL14429, CAEEL16442
OG0000614	ORYLA10528	CAEEL16724
OG0000615	ORYLA08744, ORYLA09427, ORYLA04229, ORYLA08832, ORYLA10204, ORYLA12415, ORYLA01393	CAEEL19705
OG0000616	ORYLA05919	CAEEL19744
OG0000619	ORYLA07678, ORYLA08629, ORYLA09912, ORYLA09913, ORYLA03419	CAEEL02635
OG0000623	ORYLA04745	CAEEL16178, CAEEL06411
OG0000623	ORYLA00079, ORYLA17052, ORYLA00793, ORYLA17008	CAEEL16276
OG0000624	ORYLA17149, ORYLA17995, ORYLA09867	CAEEL08547
OG0000625	ORYLA03290, ORYLA03289, ORYLA19775, ORYLA03209, ORYLA04314, ORYLA04313, ORYLA03210, ORYLA03288	CAEEL18539
OG0000626	ORYLA02187, ORYLA11781, ORYLA19853, ORYLA16067	CAEEL19740
OG0000627	ORYLA12142, ORYLA12141, ORYLA03674, ORYLA06171, ORYLA09126, ORYLA20443	CAEEL01126
OG0000636	ORYLA19416, ORYLA01336, ORYLA03947, ORYLA03948, ORYLA05255, ORYLA07991	CAEEL19659
OG0000637	ORYLA02746, ORYLA16896, ORYLA00139	CAEEL18181
OG0000639	ORYLA02529	CAEEL00195
OG0000639	ORYLA15265, ORYLA08926, ORYLA13977, ORYLA15421	CAEEL00077
OG0000642	ORYLA04869	CAEEL04693
OG0000645	ORYLA12725, ORYLA15007	CAEEL14093
OG0000645	ORYLA00407, ORYLA14925	CAEEL02916
OG0000646	ORYLA05850, ORYLA13497, ORYLA07440	CAEEL06213, CAEEL06212
OG0000647	ORYLA00414, ORYLA05088, ORYLA05089	CAEEL14095, CAEEL17996
OG0000648	ORYLA08869	CAEEL05737
OG0000649	ORYLA13751, ORYLA15737, ORYLA02071	CAEEL08770
OG0000650	ORYLA14345, ORYLA09152, ORYLA02856, ORYLA18133, ORYLA06365, ORYLA07427	CAEEL15107
OG0000651	ORYLA16106, ORYLA14377, ORYLA06160	CAEEL08479
OG0000652	ORYLA19493, ORYLA14519, ORYLA14763, ORYLA15474	CAEEL09392, CAEEL09393
OG0000653	ORYLA06368, ORYLA10074, ORYLA00719	CAEEL20136
OG0000654	ORYLA15971, ORYLA15711, ORYLA09217, ORYLA16426, ORYLA08809	CAEEL00509
OG0000657	ORYLA17525, ORYLA17523, ORYLA17524, ORYLA12065	CAEEL01693
OG0000660	ORYLA09622, ORYLA19737	CAEEL06994
OG0000660	ORYLA06492, ORYLA17770, ORYLA03243	CAEEL01886
OG0000660	ORYLA06455	CAEEL01416
OG0000662	ORYLA20494	CAEEL07265
OG0000662	ORYLA17182, ORYLA07752, ORYLA17006	CAEEL20546
OG0000663	ORYLA02202, ORYLA18943	CAEEL07269
OG0000664	ORYLA15831, ORYLA14755, ORYLA10857, ORYLA14234	CAEEL10897, CAEEL10896
OG0000665	ORYLA12410, ORYLA17696, ORYLA05725, ORYLA01532, ORYLA14102	CAEEL18458, CAEEL04875, CAEEL05353, CAEEL11596, CAEEL18744
OG0000666	ORYLA11061, ORYLA08199, ORYLA15920, ORYLA15723	CAEEL11143
OG0000670	ORYLA04233, ORYLA00968, ORYLA06340, ORYLA19136, ORYLA19831, ORYLA13503	CAEEL01804, CAEEL20294
OG0000671	ORYLA16201, ORYLA15719, ORYLA15720, ORYLA13739, ORYLA13700, ORYLA13824, ORYLA11265, ORYLA14680	CAEEL20492, CAEEL02522
OG0000672	ORYLA06583, ORYLA07641	CAEEL07948, CAEEL07943
OG0000672	ORYLA19020	CAEEL00089, CAEEL00988
OG0000674	ORYLA05775, ORYLA18358	CAEEL01995
OG0000676	ORYLA19352, ORYLA18665	CAEEL18677, CAEEL18678
OG0000678	ORYLA16910, ORYLA00540, ORYLA16818	CAEEL19275
OG0000680	ORYLA18896	CAEEL01896
OG0000681	ORYLA00168, ORYLA00958	CAEEL06701, CAEEL06700
OG0000681	ORYLA15125	CAEEL20557
OG0000682	ORYLA04948, ORYLA00891, ORYLA02515	CAEEL18765, CAEEL15769
OG0000683	ORYLA19477	CAEEL18608
OG0000683	ORYLA16618, ORYLA00863, ORYLA07013, ORYLA13074	CAEEL02946, CAEEL02945, CAEEL02947, CAEEL02944
OG0000684	ORYLA15561, ORYLA06293, ORYLA04619	CAEEL11185
OG0000685	ORYLA16348, ORYLA07971, ORYLA12013, ORYLA14407, ORYLA11185	CAEEL19728
OG0000690	ORYLA02247, ORYLA10616, ORYLA11941	CAEEL02355, CAEEL16430
OG0000690	ORYLA07589	CAEEL05043
OG0000691	ORYLA12446, ORYLA07129, ORYLA15301	CAEEL17188
OG0000692	ORYLA04625	CAEEL05111, CAEEL03292
OG0000693	ORYLA16030, ORYLA14039, ORYLA14038, ORYLA04493, ORYLA03700	CAEEL03253, CAEEL03254
OG0000694	ORYLA12542, ORYLA12528, ORYLA11581, ORYLA01504, ORYLA17428	CAEEL18784, CAEEL02081, CAEEL02961
OG0000696	ORYLA20017	CAEEL19612
OG0000697	ORYLA11027, ORYLA15671, ORYLA14169, ORYLA16050, ORYLA19221, ORYLA14074, ORYLA20196	CAEEL10883
OG0000699	ORYLA04436, ORYLA04234	CAEEL07103, CAEEL17353, CAEEL15074, CAEEL14285
OG0000701	ORYLA19420, ORYLA12504, ORYLA00020, ORYLA12503, ORYLA17945, ORYLA17338	CAEEL01775, CAEEL09588, CAEEL02242
OG0000702	ORYLA06859, ORYLA13007, ORYLA02981, ORYLA14812, ORYLA12416	CAEEL01313
OG0000703	ORYLA18919, ORYLA10647, ORYLA20496, ORYLA20497	CAEEL12761
OG0000705	ORYLA15019, ORYLA15542, ORYLA11105, ORYLA15020, ORYLA15021, ORYLA15543, ORYLA15525, ORYLA11175, ORYLA14325, ORYLA16036, ORYLA13797, ORYLA14968, ORYLA12600, ORYLA13479, ORYLA06849, ORYLA02516	CAEEL00513
OG0000708	ORYLA08879	CAEEL04786, CAEEL04785
OG0000708	ORYLA10826, ORYLA20261, ORYLA20260	CAEEL12722
OG0000710	ORYLA02017, ORYLA19955	CAEEL14590, CAEEL11830, CAEEL03364, CAEEL04975
OG0000711	ORYLA14841, ORYLA12753, ORYLA14544	CAEEL04946
OG0000711	ORYLA18961, ORYLA11207	CAEEL03027
OG0000712	ORYLA01351, ORYLA01350, ORYLA01365, ORYLA03140, ORYLA00172, ORYLA20433	CAEEL07921
OG0000713	ORYLA07467, ORYLA04219, ORYLA08824	CAEEL15727
OG0000715	ORYLA09817, ORYLA12236, ORYLA15759, ORYLA14371, ORYLA01682, ORYLA05499	CAEEL07310, CAEEL07309
OG0000717	ORYLA13429, ORYLA06965, ORYLA17839, ORYLA16592, ORYLA06101, ORYLA06102	CAEEL20044, CAEEL07958
OG0000718	ORYLA08597, ORYLA08598, ORYLA18922, ORYLA01925, ORYLA05898, ORYLA06234	CAEEL16052
OG0000720	ORYLA02961, ORYLA19803, ORYLA14893	CAEEL02341
OG0000721	ORYLA03998, ORYLA17258	CAEEL07780
OG0000722	ORYLA10531, ORYLA11915, ORYLA04899, ORYLA20049, ORYLA19840, ORYLA11178, ORYLA15078, ORYLA15212	CAEEL16439
OG0000724	ORYLA00225, ORYLA11470, ORYLA10190	CAEEL01191, CAEEL05666, CAEEL04724, CAEEL07268, CAEEL09317, CAEEL05086, CAEEL04722, CAEEL04707, CAEEL16432, CAEEL08216, CAEEL08788, CAEEL00782, CAEEL05700, CAEEL05106, CAEEL05163, CAEEL15997, CAEEL14388, CAEEL04425, CAEEL10300, CAEEL10254, CAEEL10375, CAEEL12178, CAEEL11651, CAEEL11581, CAEEL15115, CAEEL04753
OG0000725	ORYLA12897	CAEEL01386
OG0000726	ORYLA06212, ORYLA08613, ORYLA20148	CAEEL08988, CAEEL08987
OG0000730	ORYLA14344, ORYLA09687	CAEEL06720
OG0000730	ORYLA06542, ORYLA08864, ORYLA08533, ORYLA13937	CAEEL06574
OG0000731	ORYLA04194, ORYLA09639, ORYLA07708, ORYLA07707	CAEEL18982
OG0000732	ORYLA12890, ORYLA12891	CAEEL02711
OG0000732	ORYLA17078, ORYLA17079, ORYLA00276, ORYLA13246	CAEEL11771
OG0000733	ORYLA10736, ORYLA07377, ORYLA11454	CAEEL17006
OG0000733	ORYLA04800, ORYLA10355, ORYLA11839	CAEEL15524
