Orthogroup	ORYLA	BRALA
OG0000084	ORYLA00399, ORYLA18720, ORYLA19616, ORYLA17981, ORYLA02328, ORYLA12505	BRALA27744
OG0000085	ORYLA08236, ORYLA01683, ORYLA05503, ORYLA09818	BRALA10231
OG0000085	ORYLA04311, ORYLA03740, ORYLA02606	BRALA35021
OG0000085	ORYLA06168	BRALA20574
OG0000085	ORYLA01458, ORYLA09387, ORYLA11376	BRALA19315
OG0000085	ORYLA02607, ORYLA17633, ORYLA03741	BRALA25446
OG0000085	ORYLA02243, ORYLA05178	BRALA18829
OG0000086	ORYLA16218	BRALA05165
OG0000086	ORYLA18822	BRALA08255
OG0000088	ORYLA04999, ORYLA08099, ORYLA14560, ORYLA12098, ORYLA15363, ORYLA09175, ORYLA13524	BRALA15338, BRALA01326, BRALA11261, BRALA04185, BRALA11262, BRALA11263, BRALA13073, BRALA15449, BRALA28619, BRALA23225, BRALA05764, BRALA00340, BRALA17728
OG0000089	ORYLA03928, ORYLA01015, ORYLA09345, ORYLA11332	BRALA34209, BRALA08976, BRALA35711, BRALA10278, BRALA30045
OG0000090	ORYLA02080, ORYLA06082	BRALA02611
OG0000090	ORYLA01746, ORYLA06194	BRALA04706
OG0000091	ORYLA02531	BRALA15793, BRALA15791, BRALA21812, BRALA21813, BRALA21766, BRALA17200, BRALA17198, BRALA20643, BRALA24218, BRALA11634, BRALA07640, BRALA34071, BRALA10846, BRALA26173
OG0000093	ORYLA18669	BRALA25999, BRALA23972
OG0000093	ORYLA15023, ORYLA11108, ORYLA13845	BRALA01382, BRALA01380
OG0000094	ORYLA07022, ORYLA13648, ORYLA16827, ORYLA02928, ORYLA18149	BRALA09222, BRALA24092
OG0000096	ORYLA01048, ORYLA09916, ORYLA08764, ORYLA06904, ORYLA03328	BRALA29898, BRALA29897
OG0000096	ORYLA13747, ORYLA08870	BRALA16859
OG0000096	ORYLA15103, ORYLA16842, ORYLA19281, ORYLA15104	BRALA08595, BRALA28945
OG0000096	ORYLA10017	BRALA24883
OG0000098	ORYLA17178, ORYLA07954, ORYLA12107, ORYLA12108, ORYLA09777	BRALA00433
OG0000098	ORYLA12605, ORYLA17802, ORYLA17803, ORYLA14930, ORYLA14929, ORYLA14928, ORYLA12061, ORYLA17722, ORYLA17721	BRALA09558
OG0000099	ORYLA20429, ORYLA04253, ORYLA01278, ORYLA03578, ORYLA04559, ORYLA01343	BRALA22450, BRALA22449
OG0000099	ORYLA05907, ORYLA01597, ORYLA03439	BRALA15695, BRALA29540
OG0000099	ORYLA11498, ORYLA05408, ORYLA05964, ORYLA03167, ORYLA04063	BRALA29541
OG0000100	ORYLA08449	BRALA15348
OG0000100	ORYLA10317	BRALA09332
OG0000101	ORYLA12058	BRALA27830
OG0000101	ORYLA08387	BRALA14227, BRALA01723, BRALA14232, BRALA14229, BRALA14228
OG0000101	ORYLA09166, ORYLA09165	BRALA35778, BRALA34308
OG0000101	ORYLA09845, ORYLA13979, ORYLA09844, ORYLA08653, ORYLA08654	BRALA07967, BRALA07968, BRALA07970, BRALA07971, BRALA07969, BRALA14905, BRALA34983, BRALA04209, BRALA32337, BRALA04500, BRALA17899, BRALA22970
OG0000102	ORYLA19358, ORYLA00094	BRALA25931
OG0000102	ORYLA18027, ORYLA02390, ORYLA02592	BRALA10017, BRALA10010, BRALA10018, BRALA10013, BRALA10014
OG0000103	ORYLA06785, ORYLA13767, ORYLA13768, ORYLA18738, ORYLA18739, ORYLA16588, ORYLA16584, ORYLA16587, ORYLA18654, ORYLA16586, ORYLA15171, ORYLA18507, ORYLA11651, ORYLA06786, ORYLA06787, ORYLA08966	BRALA12702, BRALA24770, BRALA25187, BRALA25191, BRALA31877, BRALA22032, BRALA34609, BRALA35379, BRALA31987, BRALA22034, BRALA22033
OG0000104	ORYLA03680, ORYLA06072	BRALA24676, BRALA24677
OG0000104	ORYLA19284, ORYLA06159, ORYLA19393, ORYLA08226	BRALA26650
OG0000104	ORYLA03679	BRALA24675
OG0000104	ORYLA09408	BRALA25097, BRALA25098
OG0000104	ORYLA14236, ORYLA14756, ORYLA10856	BRALA20458, BRALA20457
OG0000106	ORYLA15151, ORYLA15152, ORYLA06558, ORYLA09282	BRALA03304, BRALA03303, BRALA03302, BRALA03305
OG0000106	ORYLA06794	BRALA17617
OG0000106	ORYLA05764, ORYLA14913, ORYLA14914	BRALA24272, BRALA34814, BRALA05381, BRALA14365, BRALA14367
OG0000107	ORYLA18785	BRALA20699
OG0000108	ORYLA16484, ORYLA08061, ORYLA07077, ORYLA15731, ORYLA13754	BRALA10855
OG0000110	ORYLA04051, ORYLA04053, ORYLA04052, ORYLA03470	BRALA16587
OG0000111	ORYLA16810, ORYLA16333, ORYLA00657, ORYLA18197, ORYLA16684	BRALA29475, BRALA06649, BRALA13382
OG0000111	ORYLA01366	BRALA16169, BRALA10270
OG0000113	ORYLA17645, ORYLA13433	BRALA05711, BRALA05736, BRALA10598, BRALA02148, BRALA02143, BRALA02144, BRALA02149
OG0000113	ORYLA15283	BRALA26605, BRALA26606, BRALA30624, BRALA26607, BRALA21348, BRALA30625
OG0000114	ORYLA00753, ORYLA04661, ORYLA14079, ORYLA02708, ORYLA14069, ORYLA20181, ORYLA17626, ORYLA17625, ORYLA15653	BRALA11944, BRALA13019, BRALA11943, BRALA15794, BRALA06610
OG0000116	ORYLA09389	BRALA28150, BRALA28151, BRALA30261, BRALA27865, BRALA02197
OG0000117	ORYLA13253	BRALA32508, BRALA05492
OG0000117	ORYLA15132	BRALA19489
OG0000119	ORYLA06828, ORYLA09873, ORYLA13916, ORYLA00923, ORYLA07823	BRALA06707, BRALA09190
OG0000119	ORYLA09647, ORYLA14223, ORYLA16119, ORYLA05654	BRALA09113, BRALA09057, BRALA09056
OG0000119	ORYLA09477, ORYLA05169	BRALA14028, BRALA14029
OG0000120	ORYLA01786, ORYLA01787	BRALA18993
OG0000121	ORYLA00510, ORYLA01379, ORYLA07858	BRALA03924, BRALA20434, BRALA03923
OG0000121	ORYLA06690, ORYLA06688	BRALA02169
OG0000122	ORYLA07892, ORYLA16400, ORYLA09254, ORYLA06471	BRALA04629
OG0000123	ORYLA19007, ORYLA01318, ORYLA03924, ORYLA00364	BRALA16281
OG0000123	ORYLA07863, ORYLA17749, ORYLA01334, ORYLA03949	BRALA11475
OG0000123	ORYLA18505, ORYLA02793, ORYLA01508	BRALA11471
OG0000123	ORYLA04317, ORYLA01144	BRALA22355
OG0000124	ORYLA16732	BRALA26544
OG0000124	ORYLA05871, ORYLA01892, ORYLA14227, ORYLA16018, ORYLA14228, ORYLA16019	BRALA05628
OG0000124	ORYLA04689	BRALA26268
OG0000124	ORYLA11954, ORYLA03395, ORYLA00019, ORYLA12516	BRALA23466
OG0000125	ORYLA06139, ORYLA15763, ORYLA14369	BRALA07049
OG0000125	ORYLA01994, ORYLA06133, ORYLA07833, ORYLA15765, ORYLA14368	BRALA11353
OG0000125	ORYLA01977, ORYLA08228, ORYLA17147	BRALA11356
OG0000126	ORYLA10750, ORYLA01228, ORYLA13510	BRALA11509
OG0000126	ORYLA09118	BRALA11885
OG0000126	ORYLA02980, ORYLA13012, ORYLA19785, ORYLA05724, ORYLA19714, ORYLA14802	BRALA21733
OG0000127	ORYLA09546, ORYLA01017, ORYLA13298	BRALA35668, BRALA34921
OG0000127	ORYLA18247, ORYLA09922	BRALA06066
OG0000127	ORYLA05476, ORYLA10382	BRALA17083
OG0000127	ORYLA11714, ORYLA16210, ORYLA09241, ORYLA09240	BRALA16654
OG0000127	ORYLA17012, ORYLA18446, ORYLA16683	BRALA06242
OG0000128	ORYLA17289	BRALA21885, BRALA21891, BRALA03636
OG0000128	ORYLA03587	BRALA10967, BRALA10966, BRALA17194, BRALA16474, BRALA15948, BRALA13405, BRALA32930, BRALA32135, BRALA32136
OG0000128	ORYLA06619, ORYLA09314	BRALA31378
OG0000129	ORYLA19656, ORYLA05200, ORYLA05199, ORYLA05198, ORYLA07545, ORYLA18786, ORYLA11464, ORYLA10766	BRALA31934, BRALA31933, BRALA13415, BRALA13416
OG0000129	ORYLA04565, ORYLA03107, ORYLA04189, ORYLA04190, ORYLA07452	BRALA11658
OG0000129	ORYLA06890	BRALA27240
OG0000130	ORYLA06999, ORYLA11637	BRALA03425
OG0000130	ORYLA11367	BRALA21438
OG0000130	ORYLA18984, ORYLA14309, ORYLA14308, ORYLA20195, ORYLA20194, ORYLA20193, ORYLA20192, ORYLA15914, ORYLA15896	BRALA22517
OG0000130	ORYLA04654, ORYLA19050, ORYLA09312, ORYLA09567, ORYLA01013	BRALA05250, BRALA05249, BRALA22519, BRALA22518
OG0000130	ORYLA17513, ORYLA02633, ORYLA02632, ORYLA06522, ORYLA08153, ORYLA04772	BRALA06672, BRALA27303
OG0000131	ORYLA02651, ORYLA17218	BRALA24562
OG0000131	ORYLA07842, ORYLA07843, ORYLA07841, ORYLA07898, ORYLA12828	BRALA20290, BRALA05190, BRALA24887, BRALA15582, BRALA31744, BRALA02675, BRALA17863, BRALA17862, BRALA17868, BRALA17869
OG0000132	ORYLA03852, ORYLA04393, ORYLA00046, ORYLA00081, ORYLA00043	BRALA31411, BRALA31406, BRALA27565, BRALA27560, BRALA27542, BRALA27536, BRALA33655, BRALA33182, BRALA20698, BRALA20702, BRALA25262, BRALA11726, BRALA20134, BRALA33962, BRALA06392, BRALA06433, BRALA06447, BRALA06441, BRALA06456, BRALA06479, BRALA06414
OG0000132	ORYLA08009	BRALA11245
OG0000133	ORYLA00265, ORYLA00686, ORYLA17015, ORYLA10172, ORYLA10173, ORYLA00363, ORYLA00362, ORYLA18060, ORYLA18105, ORYLA18069, ORYLA18695, ORYLA09247, ORYLA19563, ORYLA19564, ORYLA19562, ORYLA10721, ORYLA03547	BRALA22999
OG0000136	ORYLA05588, ORYLA07175, ORYLA19480	BRALA07227
OG0000137	ORYLA01561, ORYLA05405, ORYLA11449, ORYLA01560	BRALA21689, BRALA16648
OG0000137	ORYLA20491	BRALA28974, BRALA04537
OG0000137	ORYLA06196, ORYLA16275	BRALA12643, BRALA12641, BRALA02192, BRALA12642, BRALA14840, BRALA06017
OG0000137	ORYLA11370, ORYLA08706	BRALA25430, BRALA25424, BRALA35631, BRALA30028
OG0000138	ORYLA07654	BRALA32811, BRALA15585, BRALA32722, BRALA33138, BRALA15584, BRALA24882, BRALA14912, BRALA32091, BRALA15583, BRALA16060, BRALA21333, BRALA33205
OG0000140	ORYLA14844, ORYLA14843, ORYLA14846, ORYLA19052, ORYLA14994, ORYLA19713	BRALA29786, BRALA10378, BRALA12987, BRALA12988
OG0000141	ORYLA12784, ORYLA10524	BRALA24485
OG0000141	ORYLA18451	BRALA23794, BRALA23795
OG0000141	ORYLA15273	BRALA03140, BRALA03139, BRALA03141
OG0000145	ORYLA19796	BRALA23325
OG0000145	ORYLA08429	BRALA22128, BRALA17183, BRALA33209
OG0000147	ORYLA06944, ORYLA12833, ORYLA15636	BRALA33037
OG0000147	ORYLA13100, ORYLA13101	BRALA16538
OG0000147	ORYLA18182	BRALA30660
OG0000148	ORYLA15726, ORYLA20251, ORYLA14206, ORYLA15625, ORYLA10888, ORYLA14723, ORYLA14171	BRALA09428
OG0000148	ORYLA15624, ORYLA14208, ORYLA14207, ORYLA14204, ORYLA15626, ORYLA03132, ORYLA14172, ORYLA10887, ORYLA14722	BRALA19052, BRALA19046, BRALA19045, BRALA19050, BRALA19051
OG0000149	ORYLA15235, ORYLA15236, ORYLA12701, ORYLA20319	BRALA04476, BRALA12518, BRALA28887
OG0000149	ORYLA19729	BRALA24371
OG0000151	ORYLA01789, ORYLA08191, ORYLA17153, ORYLA15978, ORYLA13920, ORYLA08402, ORYLA09669	BRALA00287
OG0000151	ORYLA17249	BRALA21767
OG0000153	ORYLA07634, ORYLA07633, ORYLA07635, ORYLA07636, ORYLA05578, ORYLA05577, ORYLA07896, ORYLA07897, ORYLA07844, ORYLA07894	BRALA10436, BRALA17560, BRALA12907, BRALA16384, BRALA09706, BRALA18289, BRALA18288, BRALA18287, BRALA02707, BRALA03415, BRALA02713, BRALA03416, BRALA02708, BRALA03420, BRALA19455, BRALA10181, BRALA19461, BRALA05089, BRALA02706, BRALA05090, BRALA09705, BRALA22031, BRALA19062, BRALA34442, BRALA34632, BRALA35299
OG0000154	ORYLA15514, ORYLA15513, ORYLA15515, ORYLA15516	BRALA22725, BRALA18903
OG0000155	ORYLA01931, ORYLA05131	BRALA16575
OG0000157	ORYLA17521, ORYLA13610, ORYLA10318, ORYLA10319	BRALA27057
OG0000157	ORYLA16681, ORYLA00723	BRALA11237
OG0000157	ORYLA13713, ORYLA15077, ORYLA11173, ORYLA15669	BRALA28027
OG0000159	ORYLA09075	BRALA09776
OG0000159	ORYLA02062, ORYLA11501, ORYLA06048	BRALA12258
OG0000159	ORYLA02590, ORYLA18122	BRALA02682
OG0000159	ORYLA08188	BRALA07694, BRALA07731, BRALA07711
OG0000160	ORYLA15840	BRALA09740
OG0000160	ORYLA02669, ORYLA17886, ORYLA02668, ORYLA17884	BRALA07274, BRALA19400, BRALA19362, BRALA07285, BRALA07284, BRALA07278, BRALA07280, BRALA33017, BRALA19401, BRALA17753, BRALA19403, BRALA07279, BRALA11586, BRALA07275, BRALA14771
OG0000163	ORYLA00631, ORYLA16749, ORYLA00152	BRALA16731, BRALA16733, BRALA16732
OG0000163	ORYLA17166	BRALA00110
OG0000164	ORYLA18109	BRALA23092
OG0000164	ORYLA02097, ORYLA18775, ORYLA17709, ORYLA02317, ORYLA13180	BRALA01615
OG0000165	ORYLA19750, ORYLA01240, ORYLA03912	BRALA31579
OG0000165	ORYLA01443, ORYLA19505, ORYLA01245	BRALA15293, BRALA22908, BRALA28975, BRALA34797
OG0000165	ORYLA15304, ORYLA11153, ORYLA12054, ORYLA19673, ORYLA18161, ORYLA12055, ORYLA12173, ORYLA02716, ORYLA17333, ORYLA17334, ORYLA12984, ORYLA01002, ORYLA01003, ORYLA03945, ORYLA07278, ORYLA04321, ORYLA06919, ORYLA09488, ORYLA08771	BRALA14596
OG0000167	ORYLA20275, ORYLA20276	BRALA00255
OG0000167	ORYLA15498, ORYLA06766, ORYLA11713, ORYLA10617, ORYLA10277, ORYLA11948, ORYLA02111, ORYLA16156, ORYLA14005, ORYLA07114, ORYLA09226	BRALA14209, BRALA17893, BRALA33074, BRALA33075
OG0000168	ORYLA16346, ORYLA15128, ORYLA12100	BRALA19184
OG0000168	ORYLA13628, ORYLA02944, ORYLA17507, ORYLA06652, ORYLA13431, ORYLA12906, ORYLA10223	BRALA01020
OG0000168	ORYLA07700	BRALA13286, BRALA13283
OG0000169	ORYLA18751	BRALA08147, BRALA04305
OG0000169	ORYLA18597, ORYLA05027, ORYLA11561, ORYLA00432, ORYLA18067, ORYLA18044, ORYLA18072, ORYLA18070, ORYLA18612, ORYLA04492, ORYLA07625	BRALA12580, BRALA14929, BRALA34193
OG0000170	ORYLA14422	BRALA09131
OG0000171	ORYLA17814, ORYLA02334, ORYLA08117, ORYLA10775, ORYLA01499, ORYLA17815	BRALA35313
OG0000171	ORYLA03475	BRALA33750
OG0000171	ORYLA11273	BRALA28419
OG0000171	ORYLA07855	BRALA09972, BRALA09975, BRALA34620
OG0000171	ORYLA00842, ORYLA07412	BRALA11421, BRALA23749, BRALA04631
OG0000171	ORYLA00507	BRALA06721
OG0000172	ORYLA14905	BRALA23427, BRALA05075, BRALA09367, BRALA05284
OG0000172	ORYLA14355, ORYLA08506, ORYLA09443, ORYLA09676, ORYLA12248	BRALA19981
OG0000173	ORYLA05837, ORYLA04181, ORYLA13115, ORYLA06590, ORYLA06914, ORYLA13267, ORYLA20247, ORYLA14500, ORYLA03510, ORYLA06836, ORYLA06833, ORYLA02812, ORYLA09725, ORYLA09722, ORYLA12289, ORYLA14240, ORYLA13837, ORYLA19372, ORYLA02059, ORYLA11932	BRALA05388
OG0000174	ORYLA19814, ORYLA10779	BRALA01909
OG0000174	ORYLA06450, ORYLA09402	BRALA26657, BRALA29586
OG0000175	ORYLA13694, ORYLA09065	BRALA14699, BRALA14698
OG0000175	ORYLA14503, ORYLA14504	BRALA21252, BRALA16465
OG0000179	ORYLA08077, ORYLA04985, ORYLA02338, ORYLA18117	BRALA13816
OG0000179	ORYLA20422	BRALA28779
OG0000180	ORYLA10201, ORYLA08835	BRALA18757
OG0000181	ORYLA16498, ORYLA13742, ORYLA15752, ORYLA07049, ORYLA08335	BRALA20263
OG0000181	ORYLA11594	BRALA11436
OG0000183	ORYLA03838, ORYLA03086, ORYLA10707, ORYLA07386, ORYLA05009, ORYLA00092	BRALA34386
OG0000183	ORYLA03426	BRALA30657
OG0000184	ORYLA13442, ORYLA13444, ORYLA13443	BRALA24349, BRALA24348, BRALA24345, BRALA13027, BRALA24344
OG0000185	ORYLA15712, ORYLA15972, ORYLA09436	BRALA17010
OG0000185	ORYLA06433	BRALA09635
OG0000185	ORYLA12658, ORYLA02266, ORYLA07574	BRALA20218
OG0000185	ORYLA11753, ORYLA05335	BRALA09638
OG0000187	ORYLA18399	BRALA08508
OG0000188	ORYLA02679, ORYLA17741, ORYLA00508	BRALA03655
OG0000190	ORYLA06271, ORYLA02455, ORYLA06273, ORYLA12967, ORYLA02454	BRALA04696, BRALA17369, BRALA12568, BRALA28519, BRALA20641
OG0000191	ORYLA05361, ORYLA11475, ORYLA02113	BRALA07439
OG0000192	ORYLA08947, ORYLA19527, ORYLA20454, ORYLA00818, ORYLA13158	BRALA05274
OG0000192	ORYLA18141	BRALA02780
OG0000192	ORYLA16694	BRALA25029
OG0000194	ORYLA03335, ORYLA10209, ORYLA09317	BRALA06145, BRALA06143, BRALA24202, BRALA32166, BRALA06144, BRALA05240, BRALA29709, BRALA24201, BRALA30621, BRALA19294, BRALA04421, BRALA06130, BRALA14291, BRALA14295, BRALA14297
OG0000195	ORYLA09172, ORYLA07416	BRALA27202, BRALA33299, BRALA21846
OG0000197	ORYLA01697, ORYLA05763, ORYLA14664, ORYLA12127	BRALA10216, BRALA29466, BRALA29467, BRALA15189, BRALA19566, BRALA04648
OG0000197	ORYLA15638, ORYLA13839, ORYLA03794, ORYLA06819, ORYLA06817, ORYLA06818, ORYLA05867	BRALA20671
OG0000197	ORYLA02119, ORYLA10283, ORYLA11398, ORYLA10168, ORYLA05652	BRALA10218
OG0000198	ORYLA19780, ORYLA16521	BRALA09031, BRALA09030, BRALA09029
OG0000198	ORYLA06440	BRALA10595, BRALA34498, BRALA19290, BRALA21496
OG0000200	ORYLA03633	BRALA02802, BRALA02803, BRALA02804
OG0000201	ORYLA16516, ORYLA00614, ORYLA00794, ORYLA17010	BRALA11221
OG0000201	ORYLA17554, ORYLA04556, ORYLA03543	BRALA14937
OG0000201	ORYLA11410, ORYLA04401, ORYLA17966	BRALA24651
OG0000202	ORYLA07840, ORYLA16451, ORYLA05710, ORYLA09906, ORYLA09907	BRALA14447
OG0000202	ORYLA08109, ORYLA18114, ORYLA17987, ORYLA05097, ORYLA08265, ORYLA07710, ORYLA01328, ORYLA04936, ORYLA08130, ORYLA06184	BRALA31830, BRALA31826
OG0000203	ORYLA19611	BRALA06689
OG0000203	ORYLA02186, ORYLA05651, ORYLA02226	BRALA14737
OG0000203	ORYLA06336, ORYLA13132, ORYLA15645	BRALA25872, BRALA05551, BRALA14396, BRALA14391, BRALA25871, BRALA14399
OG0000204	ORYLA14989, ORYLA12052	BRALA20764
OG0000204	ORYLA14833, ORYLA12329, ORYLA11040	BRALA02474
OG0000204	ORYLA12759	BRALA02308
OG0000205	ORYLA10735, ORYLA11823, ORYLA04847, ORYLA00096	BRALA21195
OG0000205	ORYLA07839, ORYLA16466, ORYLA01806	BRALA20306, BRALA28681
OG0000206	ORYLA05181	BRALA16744, BRALA23705, BRALA23702, BRALA23706, BRALA12342, BRALA10699, BRALA00372, BRALA09354, BRALA14643, BRALA26840, BRALA32096, BRALA32097, BRALA10829, BRALA09797, BRALA09794, BRALA12865
OG0000206	ORYLA19707, ORYLA12010	BRALA25642, BRALA25645, BRALA27739, BRALA21905, BRALA08313, BRALA25643
OG0000206	ORYLA04922	BRALA22100
OG0000207	ORYLA12926, ORYLA15852	BRALA03383
OG0000208	ORYLA16091, ORYLA04477, ORYLA03969, ORYLA14541	BRALA35053, BRALA34947, BRALA35305, BRALA13300, BRALA27233, BRALA24278, BRALA35214, BRALA35549, BRALA33938, BRALA33891, BRALA27230, BRALA35033, BRALA34389
OG0000209	ORYLA18365	BRALA25102
OG0000211	ORYLA03809, ORYLA03810	BRALA12046
OG0000211	ORYLA05322	BRALA13452, BRALA35174
OG0000211	ORYLA04972	BRALA35905
OG0000211	ORYLA14089	BRALA33365
OG0000211	ORYLA18617	BRALA15028
OG0000213	ORYLA03846, ORYLA17582	BRALA24613, BRALA23230, BRALA23231, BRALA33816, BRALA23229
OG0000215	ORYLA04441, ORYLA17376	BRALA09164
OG0000216	ORYLA01656	BRALA02500, BRALA06821
OG0000216	ORYLA05541, ORYLA05540	BRALA08753, BRALA08754
OG0000218	ORYLA15885	BRALA12469
OG0000220	ORYLA06609, ORYLA09295	BRALA01840, BRALA01841
OG0000221	ORYLA19844, ORYLA09679, ORYLA09153, ORYLA06716, ORYLA16420, ORYLA20056	BRALA04793, BRALA07381, BRALA07380
OG0000221	ORYLA19366, ORYLA06146, ORYLA01810, ORYLA16468	BRALA10634
OG0000222	ORYLA03527, ORYLA14496, ORYLA13104, ORYLA13105	BRALA11750, BRALA11749, BRALA11748, BRALA11747, BRALA17286
OG0000225	ORYLA10962, ORYLA15835, ORYLA13765, ORYLA15534, ORYLA19091, ORYLA15739, ORYLA02794, ORYLA01507	BRALA20442, BRALA20435
OG0000226	ORYLA08515	BRALA31446, BRALA01942
OG0000227	ORYLA08058, ORYLA16479, ORYLA19592	BRALA04952, BRALA04966
OG0000227	ORYLA07005, ORYLA07006, ORYLA13332	BRALA04957
OG0000228	ORYLA04088, ORYLA03535, ORYLA04089, ORYLA00004, ORYLA00005, ORYLA01119	BRALA34100
OG0000228	ORYLA00170, ORYLA01127, ORYLA01126	BRALA29051, BRALA33810
OG0000229	ORYLA09346	BRALA13406, BRALA22316, BRALA01806, BRALA10794, BRALA01662, BRALA25953, BRALA25949
OG0000230	ORYLA10690	BRALA01549
OG0000230	ORYLA10640, ORYLA14849, ORYLA17562, ORYLA02696, ORYLA02695	BRALA16571, BRALA16569, BRALA16568
OG0000231	ORYLA01387, ORYLA04281, ORYLA19832, ORYLA13508, ORYLA19448, ORYLA09456	BRALA20193
OG0000231	ORYLA08962	BRALA20465
OG0000232	ORYLA20493	BRALA34925, BRALA00968
OG0000233	ORYLA05663	BRALA24106, BRALA24105
OG0000233	ORYLA18003	BRALA10164, BRALA10197, BRALA18422, BRALA10165
OG0000234	ORYLA13000, ORYLA14105, ORYLA12637, ORYLA05772, ORYLA01693	BRALA04116
OG0000234	ORYLA11249, ORYLA14751	BRALA02072
OG0000235	ORYLA14889	BRALA31040, BRALA14681, BRALA20084, BRALA35274, BRALA16264, BRALA14680, BRALA27376, BRALA12557, BRALA12556
OG0000235	ORYLA01167, ORYLA04027, ORYLA10002	BRALA24060, BRALA24059, BRALA24061, BRALA32227, BRALA23923, BRALA11596, BRALA35338, BRALA24068, BRALA24058, BRALA24057, BRALA24055, BRALA24056, BRALA24065, BRALA32148, BRALA11597, BRALA04385
OG0000236	ORYLA11551	BRALA19030
OG0000238	ORYLA07768	BRALA11216, BRALA11218, BRALA11219, BRALA11217
OG0000238	ORYLA07061, ORYLA18743, ORYLA15964	BRALA22406
OG0000239	ORYLA16412, ORYLA07887, ORYLA08904, ORYLA06616, ORYLA09375, ORYLA08385	BRALA04987
OG0000239	ORYLA11432, ORYLA10759	BRALA30155, BRALA34063
OG0000240	ORYLA18684	BRALA26625
OG0000242	ORYLA11284, ORYLA20306	BRALA02156, BRALA08925
OG0000242	ORYLA20204, ORYLA11050	BRALA11080, BRALA10999
OG0000243	ORYLA14958, ORYLA17501	BRALA15408
OG0000244	ORYLA12391, ORYLA01756	BRALA12481
OG0000245	ORYLA15217, ORYLA11246	BRALA33308
OG0000245	ORYLA04509, ORYLA03682, ORYLA06224, ORYLA16414, ORYLA07883, ORYLA09803, ORYLA05566, ORYLA05567	BRALA34781
OG0000246	ORYLA16344	BRALA02252
OG0000246	ORYLA17250	BRALA29247, BRALA14673, BRALA16837, BRALA30601, BRALA16836
OG0000248	ORYLA10227, ORYLA19716, ORYLA01732, ORYLA06052, ORYLA06051	BRALA30267, BRALA30265, BRALA30263, BRALA30268, BRALA30271, BRALA30270, BRALA12363, BRALA12308, BRALA16095, BRALA27868
OG0000250	ORYLA16891	BRALA11863
OG0000250	ORYLA11002	BRALA09013, BRALA35677
OG0000251	ORYLA19579, ORYLA14495	BRALA15838
OG0000251	ORYLA03531	BRALA05640
OG0000251	ORYLA13883, ORYLA03324	BRALA09788, BRALA09787
OG0000253	ORYLA11090, ORYLA02485, ORYLA16428	BRALA04180, BRALA14275, BRALA33720, BRALA14276, BRALA28206, BRALA08499, BRALA20224, BRALA20133, BRALA18906, BRALA20007, BRALA34615, BRALA23792
OG0000254	ORYLA01528	BRALA02849
OG0000255	ORYLA04331	BRALA00871, BRALA11731, BRALA31615
OG0000255	ORYLA12113	BRALA02467, BRALA20756, BRALA08872, BRALA09849, BRALA09857, BRALA27836
OG0000256	ORYLA02742, ORYLA16602, ORYLA00877	BRALA10199
OG0000256	ORYLA19550, ORYLA12202, ORYLA14805, ORYLA12201	BRALA09570, BRALA17466, BRALA00793, BRALA13439, BRALA13440, BRALA13438, BRALA30583
OG0000257	ORYLA07342, ORYLA19508, ORYLA14895	BRALA18496
OG0000257	ORYLA12185	BRALA09564, BRALA08492
OG0000257	ORYLA11428, ORYLA00194, ORYLA04615, ORYLA01083, ORYLA04202	BRALA15240
OG0000258	ORYLA05816, ORYLA16736, ORYLA00803, ORYLA19450, ORYLA00543	BRALA13021
OG0000258	ORYLA13731, ORYLA14055, ORYLA11238	BRALA20081
OG0000258	ORYLA10418, ORYLA04818, ORYLA08148	BRALA24991
OG0000259	ORYLA03317, ORYLA03318, ORYLA03312, ORYLA03322, ORYLA03310, ORYLA03314, ORYLA03313, ORYLA03311, ORYLA03321, ORYLA03320, ORYLA03319	BRALA16850
OG0000260	ORYLA10907, ORYLA18428, ORYLA15874	BRALA15356
OG0000260	ORYLA17877, ORYLA08131, ORYLA01145	BRALA16338
OG0000265	ORYLA17739, ORYLA10912, ORYLA14726	BRALA12823
OG0000268	ORYLA01805, ORYLA01744, ORYLA01745	BRALA05849
OG0000268	ORYLA05672, ORYLA09801, ORYLA05671	BRALA32039
OG0000269	ORYLA12238, ORYLA16437, ORYLA07123, ORYLA07121, ORYLA09219	BRALA33280, BRALA06865, BRALA27748
OG0000270	ORYLA04819, ORYLA10416, ORYLA10417, ORYLA03104	BRALA12009
OG0000270	ORYLA04109, ORYLA11496	BRALA33710
OG0000270	ORYLA03400	BRALA10899
OG0000272	ORYLA01727	BRALA09678
OG0000273	ORYLA13171	BRALA05275
OG0000273	ORYLA05785, ORYLA16265, ORYLA00791	BRALA06390
OG0000273	ORYLA17595	BRALA15018
OG0000273	ORYLA11307	BRALA14731
OG0000275	ORYLA19424	BRALA24464
OG0000275	ORYLA01109	BRALA04992
OG0000276	ORYLA12948	BRALA33947
OG0000276	ORYLA07457, ORYLA07458	BRALA25431, BRALA03818
OG0000277	ORYLA07913, ORYLA13592, ORYLA17906	BRALA26639
OG0000277	ORYLA04770, ORYLA02631, ORYLA17515, ORYLA01293	BRALA25256
OG0000278	ORYLA04407	BRALA11856, BRALA14630
OG0000278	ORYLA04766	BRALA21572
OG0000280	ORYLA14981, ORYLA17698	BRALA13468
OG0000280	ORYLA11520	BRALA15664
