Orthogroup	ORYLA	PFLAV
OG0000054	ORYLA05953	TCONS_00005549.p1, TCONS_00020702.p1, TCONS_00020496.p1, TCONS_00020497.p1, TCONS_00053229.p1, TCONS_00053231.p1, TCONS_00041220.p1, TCONS_00041205.p1, TCONS_00025247.p1, TCONS_00025241.p1, TCONS_00025250.p1, TCONS_00025249.p1, TCONS_00024712.p1, TCONS_00024714.p1, TCONS_00023269.p1, TCONS_00024711.p1, TCONS_00024709.p1, TCONS_00024710.p1, TCONS_00053730.p1, TCONS_00053728.p1, TCONS_00054380.p1, TCONS_00054377.p1, TCONS_00054375.p1, TCONS_00054373.p1, TCONS_00054374.p1, TCONS_00054381.p1, TCONS_00037279.p1, TCONS_00037270.p1, TCONS_00036137.p1, TCONS_00037730.p1, TCONS_00037744.p1, TCONS_00037732.p1, TCONS_00042198.p1, TCONS_00042196.p1, TCONS_00042195.p1, TCONS_00042197.p1
OG0000054	ORYLA08804	TCONS_00018724.p1, TCONS_00017644.p1, TCONS_00017668.p1, TCONS_00018701.p1, TCONS_00018703.p1, TCONS_00018740.p1, TCONS_00018741.p1, TCONS_00016269.p1
OG0000056	ORYLA07324, ORYLA00315, ORYLA13076, ORYLA07014, ORYLA16605, ORYLA00874, ORYLA00878, ORYLA16604, ORYLA13077	TCONS_00053166.p1, TCONS_00054244.p1
OG0000058	ORYLA18100, ORYLA18099, ORYLA18101, ORYLA18068	TCONS_00012351.p1
OG0000059	ORYLA09176	TCONS_00041789.p1
OG0000059	ORYLA04122, ORYLA03135, ORYLA01146	TCONS_00017293.p1
OG0000060	ORYLA01946, ORYLA04743	TCONS_00017864.p1
OG0000060	ORYLA16841, ORYLA08032, ORYLA12328, ORYLA14832, ORYLA15092	TCONS_00024431.p1
OG0000061	ORYLA09666, ORYLA08403, ORYLA01785, ORYLA15422	TCONS_00055666.p1
OG0000061	ORYLA10018, ORYLA07904, ORYLA07058, ORYLA16623, ORYLA08006, ORYLA08288, ORYLA08710, ORYLA09144, ORYLA06720, ORYLA07094, ORYLA13357, ORYLA13574, ORYLA07095, ORYLA13356, ORYLA06400, ORYLA19115	TCONS_00056708.p1
OG0000061	ORYLA07060, ORYLA08273	TCONS_00056856.p1
OG0000062	ORYLA08512, ORYLA08511, ORYLA08509, ORYLA03554, ORYLA03555, ORYLA03552, ORYLA03551, ORYLA18546	TCONS_00029083.p1, TCONS_00048669.p1, TCONS_00048676.p1, TCONS_00029089.p1, TCONS_00048674.p1, TCONS_00029086.p1, TCONS_00029084.p1, TCONS_00048673.p1
OG0000062	ORYLA10585, ORYLA11804	TCONS_00007265.p1
OG0000063	ORYLA07168	TCONS_00053924.p1
OG0000063	ORYLA19987, ORYLA10868, ORYLA20199	TCONS_00047467.p1, TCONS_00031359.p1
OG0000063	ORYLA14082, ORYLA04940, ORYLA08134	TCONS_00052796.p1, TCONS_00052765.p1
OG0000066	ORYLA06398	TCONS_00048274.p1
OG0000067	ORYLA04851, ORYLA01183, ORYLA06203, ORYLA19414	TCONS_00008985.p1, TCONS_00028299.p1, TCONS_00053446.p1, TCONS_00053444.p1, TCONS_00053445.p1, TCONS_00053443.p1, TCONS_00053442.p1, TCONS_00053441.p1, TCONS_00053439.p1, TCONS_00036889.p1, TCONS_00038035.p1, TCONS_00037697.p1, TCONS_00003250.p1, TCONS_00011721.p1, TCONS_00011723.p1, TCONS_00004267.p1, TCONS_00004268.p1, TCONS_00004271.p1, TCONS_00002732.p1, TCONS_00004002.p1, TCONS_00045047.p1
OG0000068	ORYLA16122, ORYLA20259, ORYLA15438, ORYLA14153, ORYLA11242, ORYLA11243, ORYLA14701, ORYLA15913, ORYLA10852	TCONS_00047952.p1, TCONS_00048468.p1
OG0000069	ORYLA00227, ORYLA00099, ORYLA00041	TCONS_00007552.p2
OG0000069	ORYLA08015	TCONS_00012030.p1
OG0000070	ORYLA11329, ORYLA09412	TCONS_00000689.p1, TCONS_00000334.p1
OG0000070	ORYLA07085, ORYLA17312	TCONS_00031380.p1, TCONS_00029635.p1, TCONS_00055641.p1, TCONS_00055643.p1, TCONS_00056821.p1, TCONS_00055627.p1, TCONS_00055629.p1, TCONS_00056814.p1, TCONS_00029418.p1, TCONS_00029631.p1, TCONS_00031379.p1, TCONS_00022431.p1, TCONS_00021513.p1, TCONS_00021512.p1
OG0000071	ORYLA12049, ORYLA12050, ORYLA20329, ORYLA09791, ORYLA09793, ORYLA09792, ORYLA11588, ORYLA18704, ORYLA12712, ORYLA12714, ORYLA12716	TCONS_00008391.p1
OG0000072	ORYLA01510, ORYLA00516, ORYLA03563, ORYLA04070	TCONS_00042083.p1
OG0000072	ORYLA00527, ORYLA04050, ORYLA03176	TCONS_00044164.p1
OG0000072	ORYLA20464	TCONS_00042452.p1, TCONS_00042470.p1
OG0000072	ORYLA05266	TCONS_00030570.p1
OG0000074	ORYLA10949, ORYLA14220, ORYLA15431	TCONS_00049689.p1
OG0000074	ORYLA07396, ORYLA07397	TCONS_00050856.p1
OG0000074	ORYLA15428	TCONS_00031337.p1, TCONS_00037785.p1
OG0000075	ORYLA08229, ORYLA07050	TCONS_00002725.p1
OG0000075	ORYLA10050	TCONS_00003661.p1
OG0000075	ORYLA15750	TCONS_00002727.p1
OG0000075	ORYLA05870, ORYLA14226	TCONS_00050627.p1
OG0000075	ORYLA04438	TCONS_00021191.p1
OG0000075	ORYLA10049, ORYLA15751	TCONS_00002728.p1
OG0000075	ORYLA13961, ORYLA13960, ORYLA15787, ORYLA15785, ORYLA15786, ORYLA20334	TCONS_00048312.p1
OG0000075	ORYLA11054, ORYLA15824	TCONS_00049564.p1
OG0000075	ORYLA14687, ORYLA10924, ORYLA15926	TCONS_00049562.p1
OG0000075	ORYLA19688	TCONS_00049274.p1
OG0000077	ORYLA00390, ORYLA03856, ORYLA01218, ORYLA02852, ORYLA17787	TCONS_00026489.p1
OG0000077	ORYLA09130, ORYLA06009, ORYLA03431	TCONS_00053066.p1, TCONS_00053019.p1, TCONS_00025263.p1
OG0000077	ORYLA17383, ORYLA00897, ORYLA04945, ORYLA12034, ORYLA00844, ORYLA07409	TCONS_00026413.p1
OG0000077	ORYLA10378, ORYLA11807, ORYLA10356, ORYLA09729	TCONS_00055904.p1
OG0000077	ORYLA17450	TCONS_00057132.p1
OG0000078	ORYLA13083, ORYLA13994, ORYLA10833	TCONS_00016890.p1, TCONS_00018823.p1
OG0000079	ORYLA09899, ORYLA15778, ORYLA00899, ORYLA18734, ORYLA00922, ORYLA20485, ORYLA00903	TCONS_00032718.p1
OG0000079	ORYLA02351, ORYLA01210, ORYLA04604	TCONS_00030942.p1
OG0000079	ORYLA04303, ORYLA04302, ORYLA14111, ORYLA18726	TCONS_00006803.p1
OG0000079	ORYLA13165	TCONS_00028091.p1
OG0000080	ORYLA09642, ORYLA12801	TCONS_00015856.p1, TCONS_00044441.p1, TCONS_00047191.p1, TCONS_00012108.p1, TCONS_00044440.p1, TCONS_00006104.p1
OG0000082	ORYLA02580	TCONS_00014773.p1, TCONS_00001034.p1
OG0000082	ORYLA01470	TCONS_00026781.p1
OG0000082	ORYLA09330	TCONS_00020512.p1, TCONS_00020502.p1, TCONS_00020508.p1, TCONS_00020507.p1, TCONS_00020510.p1, TCONS_00020504.p1, TCONS_00020506.p1, TCONS_00019234.p1
OG0000082	ORYLA19108	TCONS_00020503.p1
OG0000083	ORYLA04024, ORYLA20424	TCONS_00042690.p1
OG0000084	ORYLA03408, ORYLA10403, ORYLA17750, ORYLA02676	TCONS_00026379.p1
OG0000084	ORYLA07195, ORYLA01287	TCONS_00026843.p1, TCONS_00026055.p1
OG0000084	ORYLA00399, ORYLA18720, ORYLA19616, ORYLA17981, ORYLA02328, ORYLA12505	TCONS_00030964.p1, TCONS_00030200.p1, TCONS_00030965.p1
OG0000085	ORYLA08236, ORYLA01683, ORYLA05503, ORYLA09818	TCONS_00018803.p1
OG0000085	ORYLA06168	TCONS_00008648.p1
OG0000085	ORYLA17935	TCONS_00005387.p1
OG0000085	ORYLA02243, ORYLA05178	TCONS_00001049.p1, TCONS_00047036.p1
OG0000086	ORYLA16218	TCONS_00042934.p1
OG0000086	ORYLA18822	TCONS_00021006.p1
OG0000087	ORYLA07293	TCONS_00021498.p1
OG0000087	ORYLA15867	TCONS_00048296.p1
OG0000088	ORYLA04999, ORYLA08099, ORYLA14560, ORYLA12098, ORYLA15363, ORYLA09175, ORYLA13524	TCONS_00033834.p1, TCONS_00033833.p1, TCONS_00033830.p1, TCONS_00013550.p1, TCONS_00014108.p1, TCONS_00014107.p1, TCONS_00040293.p1, TCONS_00014106.p1, TCONS_00014105.p1, TCONS_00044767.p1, TCONS_00039295.p1, TCONS_00040437.p1, TCONS_00039329.p1, TCONS_00039283.p1, TCONS_00040438.p1, TCONS_00040456.p1, TCONS_00039328.p1, TCONS_00039294.p1, TCONS_00039296.p1, TCONS_00039330.p1, TCONS_00054766.p1, TCONS_00006832.p1, TCONS_00031217.p1, TCONS_00042958.p1, TCONS_00054351.p1, TCONS_00003693.p1, TCONS_00018247.p1, TCONS_00044183.p1, TCONS_00044182.p1, TCONS_00014801.p1, TCONS_00020878.p1, TCONS_00021900.p2, TCONS_00021940.p1, TCONS_00013720.p1, TCONS_00019802.p1
OG0000089	ORYLA03928, ORYLA01015, ORYLA09345, ORYLA11332	TCONS_00001898.p1, TCONS_00001897.p1, TCONS_00001895.p1, TCONS_00001894.p1, TCONS_00001900.p1, TCONS_00001893.p1, TCONS_00001891.p1, TCONS_00001115.p1, TCONS_00001118.p1, TCONS_00001440.p1, TCONS_00001899.p1, TCONS_00001902.p1, TCONS_00001421.p1, TCONS_00001437.p1, TCONS_00001424.p1, TCONS_00001422.p1, TCONS_00001439.p1, TCONS_00000308.p1, TCONS_00000885.p1, TCONS_00001430.p1, TCONS_00001436.p1, TCONS_00001432.p1, TCONS_00001418.p1, TCONS_00001913.p1, TCONS_00001909.p1
OG0000090	ORYLA02080, ORYLA06082	TCONS_00015053.p1
OG0000090	ORYLA01746, ORYLA06194	TCONS_00056910.p1, TCONS_00055752.p1, TCONS_00006837.p1, TCONS_00055753.p1
OG0000093	ORYLA18765, ORYLA18669, ORYLA15023, ORYLA11108, ORYLA13845	TCONS_00042695.p1, TCONS_00034557.p1, TCONS_00034558.p1, TCONS_00028807.p1, TCONS_00028812.p1, TCONS_00028816.p1, TCONS_00010023.p1, TCONS_00028809.p1, TCONS_00028814.p1, TCONS_00028817.p1, TCONS_00036677.p1
OG0000094	ORYLA11069, ORYLA13785, ORYLA15547, ORYLA16049, ORYLA16240	TCONS_00049669.p1
OG0000094	ORYLA07022, ORYLA13648, ORYLA16827, ORYLA02928, ORYLA18149	TCONS_00014949.p1
OG0000095	ORYLA14595, ORYLA20341, ORYLA20340, ORYLA09081, ORYLA08748, ORYLA09168, ORYLA08687	TCONS_00011646.p1
OG0000096	ORYLA01048, ORYLA09916, ORYLA08764, ORYLA06904, ORYLA03328	TCONS_00020855.p1
OG0000096	ORYLA16077, ORYLA13956, ORYLA11296	TCONS_00048858.p1
OG0000096	ORYLA13747, ORYLA08870	TCONS_00020336.p1
OG0000096	ORYLA15103, ORYLA16842, ORYLA19281, ORYLA15104	TCONS_00015544.p1
OG0000096	ORYLA12353, ORYLA17186	TCONS_00036087.p1
OG0000096	ORYLA10017	TCONS_00056616.p1
OG0000098	ORYLA17178, ORYLA07954, ORYLA12107, ORYLA12108, ORYLA09777	TCONS_00020064.p1, TCONS_00018990.p1, TCONS_00019739.p1, TCONS_00019728.p1, TCONS_00019738.p1
OG0000098	ORYLA12605, ORYLA17802, ORYLA17803, ORYLA14930, ORYLA14929, ORYLA14928, ORYLA12061, ORYLA17722, ORYLA17721	TCONS_00029742.p1
OG0000099	ORYLA20429, ORYLA04253, ORYLA01278, ORYLA03578, ORYLA04559, ORYLA01343	TCONS_00043496.p1
OG0000099	ORYLA05907, ORYLA01597, ORYLA03439, ORYLA11498, ORYLA05408, ORYLA05964, ORYLA03167, ORYLA04063	TCONS_00001267.p1
OG0000100	ORYLA10317	TCONS_00049915.p1, TCONS_00023987.p1, TCONS_00004508.p1, TCONS_00040818.p1, TCONS_00043755.p1, TCONS_00052403.p1, TCONS_00033125.p1, TCONS_00041149.p1, TCONS_00021022.p1, TCONS_00041074.p1
OG0000101	ORYLA12058	TCONS_00056808.p1, TCONS_00056811.p1, TCONS_00025663.p1, TCONS_00025661.p1, TCONS_00025662.p1, TCONS_00025660.p1, TCONS_00023914.p1, TCONS_00025841.p1, TCONS_00024449.p1
OG0000101	ORYLA08387	TCONS_00031251.p1, TCONS_00001509.p1, TCONS_00000382.p1, TCONS_00004266.p1
OG0000101	ORYLA09166, ORYLA09165	TCONS_00032606.p1
OG0000101	ORYLA09845, ORYLA13979, ORYLA09844, ORYLA08653, ORYLA08654	TCONS_00057195.p1, TCONS_00017056.p1, TCONS_00055572.p1
OG0000102	ORYLA19358, ORYLA00094	TCONS_00005250.p1, TCONS_00011663.p1, TCONS_00011453.p1
OG0000102	ORYLA12106	TCONS_00051936.p1, TCONS_00015324.p1, TCONS_00004112.p1, TCONS_00053067.p1
OG0000102	ORYLA18027, ORYLA02390, ORYLA02592	TCONS_00014917.p1, TCONS_00014921.p1, TCONS_00014922.p1, TCONS_00014725.p1, TCONS_00014927.p1, TCONS_00014928.p1, TCONS_00014933.p1, TCONS_00014930.p1, TCONS_00042026.p1, TCONS_00042031.p1, TCONS_00003647.p1, TCONS_00014936.p1, TCONS_00026212.p1, TCONS_00024952.p1, TCONS_00024974.p1, TCONS_00042019.p1, TCONS_00043399.p1, TCONS_00042030.p1, TCONS_00053021.p1, TCONS_00015599.p1, TCONS_00015531.p1, TCONS_00016099.p1, TCONS_00051934.p1, TCONS_00016204.p1, TCONS_00016201.p1, TCONS_00016202.p1, TCONS_00016199.p1
OG0000103	ORYLA06785, ORYLA13767, ORYLA13768, ORYLA18738, ORYLA18739, ORYLA16588, ORYLA16584, ORYLA16587, ORYLA18654, ORYLA16586, ORYLA15171, ORYLA18507, ORYLA11651, ORYLA06786, ORYLA06787, ORYLA08966	TCONS_00013856.p1
OG0000103	ORYLA05784, ORYLA17049, ORYLA00063, ORYLA17050, ORYLA16263, ORYLA00786, ORYLA17085, ORYLA00059	TCONS_00012816.p1
OG0000104	ORYLA03680, ORYLA06072	TCONS_00034216.p1, TCONS_00033864.p1, TCONS_00034214.p1, TCONS_00034215.p1
OG0000104	ORYLA19284, ORYLA06159, ORYLA19393, ORYLA08226	TCONS_00019578.p1
OG0000104	ORYLA03679	TCONS_00033865.p1
OG0000104	ORYLA09408	TCONS_00034949.p1
OG0000104	ORYLA14236, ORYLA14756, ORYLA10856	TCONS_00048577.p1
OG0000106	ORYLA15151, ORYLA15152, ORYLA06558, ORYLA09282	TCONS_00007879.p1
OG0000106	ORYLA06794	TCONS_00020664.p1
OG0000106	ORYLA05764, ORYLA14913, ORYLA14914	TCONS_00005363.p1, TCONS_00005368.p1, TCONS_00005371.p1, TCONS_00006166.p1, TCONS_00006147.p1, TCONS_00006167.p1, TCONS_00005362.p1, TCONS_00028113.p1, TCONS_00028100.p1, TCONS_00004865.p1, TCONS_00004840.p1, TCONS_00005364.p1
OG0000107	ORYLA00097, ORYLA00082, ORYLA00110, ORYLA00109	TCONS_00039121.p2
OG0000108	ORYLA11649, ORYLA11648, ORYLA16478, ORYLA16477	TCONS_00000632.p1
OG0000108	ORYLA20108, ORYLA16484, ORYLA08061, ORYLA07077, ORYLA15731, ORYLA13754	TCONS_00020692.p1, TCONS_00014258.p1
OG0000111	ORYLA16810, ORYLA16333, ORYLA00657, ORYLA18197, ORYLA16684, ORYLA01366, ORYLA07106, ORYLA09236, ORYLA01992, ORYLA04883, ORYLA16219	TCONS_00013097.p1, TCONS_00013688.p1
OG0000113	ORYLA17645, ORYLA13433	TCONS_00027143.p1, TCONS_00027140.p1, TCONS_00027144.p1, TCONS_00027142.p1, TCONS_00027145.p1, TCONS_00054086.p1, TCONS_00054095.p1, TCONS_00052707.p1
OG0000113	ORYLA15283	TCONS_00039497.p1, TCONS_00047521.p1, TCONS_00047520.p1, TCONS_00055054.p1, TCONS_00027606.p1, TCONS_00027607.p1
OG0000114	ORYLA00753, ORYLA04661, ORYLA14079, ORYLA02708, ORYLA14069, ORYLA20181, ORYLA17626, ORYLA17625, ORYLA15653	TCONS_00052106.p1, TCONS_00052119.p1, TCONS_00052126.p1, TCONS_00052128.p1, TCONS_00052122.p1, TCONS_00052108.p1, TCONS_00052127.p1, TCONS_00052120.p1, TCONS_00052107.p1, TCONS_00052118.p1, TCONS_00052105.p1, TCONS_00051213.p1, TCONS_00051211.p1
OG0000115	ORYLA10019, ORYLA12386	TCONS_00008854.p1
OG0000116	ORYLA09389	TCONS_00002625.p1, TCONS_00002621.p1, TCONS_00002632.p1, TCONS_00002641.p1, TCONS_00002633.p1, TCONS_00002636.p1, TCONS_00002639.p1, TCONS_00002634.p1, TCONS_00002628.p1, TCONS_00002637.p1, TCONS_00002638.p1, TCONS_00002543.p1, TCONS_00002622.p1, TCONS_00043231.p1, TCONS_00043230.p1, TCONS_00043228.p1, TCONS_00020815.p1, TCONS_00020818.p1
OG0000117	ORYLA15132	TCONS_00034383.p1, TCONS_00000463.p1
OG0000119	ORYLA06828, ORYLA09873, ORYLA13916, ORYLA00923, ORYLA07823	TCONS_00056170.p1
OG0000119	ORYLA09647, ORYLA14223, ORYLA16119, ORYLA05654	TCONS_00056847.p1, TCONS_00056846.p1
OG0000119	ORYLA09477, ORYLA05169	TCONS_00055230.p1, TCONS_00055229.p1
OG0000120	ORYLA14915	TCONS_00056103.p1
OG0000121	ORYLA00510, ORYLA01379, ORYLA07858	TCONS_00030428.p1, TCONS_00031179.p1, TCONS_00030430.p1, TCONS_00030914.p1, TCONS_00003458.p1, TCONS_00030849.p1, TCONS_00030592.p1, TCONS_00007080.p1
OG0000121	ORYLA06690, ORYLA06688	TCONS_00016937.p1, TCONS_00017994.p2, TCONS_00002806.p1, TCONS_00002804.p1, TCONS_00004389.p1, TCONS_00002673.p1, TCONS_00002672.p1, TCONS_00003089.p1, TCONS_00003087.p1
OG0000122	ORYLA07892, ORYLA16400, ORYLA09254, ORYLA06471	TCONS_00002660.p1
OG0000123	ORYLA19007, ORYLA01318, ORYLA03924, ORYLA00364	TCONS_00027685.p1
OG0000123	ORYLA18505, ORYLA02793, ORYLA01508	TCONS_00025956.p1
OG0000123	ORYLA04317, ORYLA01144	TCONS_00021896.p1, TCONS_00020876.p1, TCONS_00027090.p1, TCONS_00026280.p1
OG0000124	ORYLA04499, ORYLA01264	TCONS_00021851.p1, TCONS_00022661.p1, TCONS_00021848.p1, TCONS_00022673.p1
OG0000124	ORYLA16732, ORYLA16407, ORYLA16733, ORYLA07798	TCONS_00012573.p1
OG0000124	ORYLA05871, ORYLA01892, ORYLA14227, ORYLA16018, ORYLA14228, ORYLA16019	TCONS_00052233.p1
OG0000124	ORYLA04689	TCONS_00051755.p1
OG0000124	ORYLA11954, ORYLA03395, ORYLA00019, ORYLA12516	TCONS_00010577.p1
OG0000125	ORYLA06139, ORYLA15763, ORYLA14369	TCONS_00003991.p1
OG0000125	ORYLA01994, ORYLA06133, ORYLA07833, ORYLA15765, ORYLA14368	TCONS_00002941.p1, TCONS_00002946.p1, TCONS_00002944.p1
OG0000125	ORYLA01977, ORYLA08228, ORYLA17147	TCONS_00002702.p1
OG0000125	ORYLA12115	TCONS_00036467.p1
OG0000126	ORYLA08773, ORYLA09545, ORYLA01000	TCONS_00021629.p1
OG0000126	ORYLA09118	TCONS_00044227.p1
OG0000126	ORYLA02980, ORYLA13012, ORYLA19785, ORYLA05724, ORYLA19714, ORYLA14802	TCONS_00027983.p1
OG0000127	ORYLA09546, ORYLA01017, ORYLA13298	TCONS_00021994.p1
OG0000127	ORYLA18247, ORYLA09922	TCONS_00021998.p1
OG0000127	ORYLA05476, ORYLA10382	TCONS_00045275.p1
OG0000127	ORYLA11714, ORYLA16210, ORYLA09241, ORYLA09240	TCONS_00045354.p1
OG0000127	ORYLA16687, ORYLA17012, ORYLA18446, ORYLA16683	TCONS_00013871.p1
OG0000128	ORYLA03587	TCONS_00055259.p1, TCONS_00056435.p1, TCONS_00056437.p1, TCONS_00056436.p1, TCONS_00056434.p1, TCONS_00018413.p1, TCONS_00018401.p1, TCONS_00021199.p1, TCONS_00021200.p1, TCONS_00011486.p1
OG0000129	ORYLA19656, ORYLA05200, ORYLA05199, ORYLA05198, ORYLA07545, ORYLA18786, ORYLA11464, ORYLA10766	TCONS_00010095.p1
OG0000129	ORYLA04565, ORYLA03107, ORYLA04189, ORYLA04190, ORYLA07452	TCONS_00021318.p1
OG0000130	ORYLA06999, ORYLA11637, ORYLA11367	TCONS_00005000.p1
OG0000130	ORYLA18984, ORYLA14309, ORYLA14308, ORYLA20195, ORYLA20194, ORYLA20193, ORYLA20192, ORYLA15914, ORYLA15896	TCONS_00010243.p1, TCONS_00011632.p1
OG0000130	ORYLA17513, ORYLA02633, ORYLA02632, ORYLA06522, ORYLA08153, ORYLA04772	TCONS_00026286.p1, TCONS_00030125.p1
OG0000131	ORYLA02651, ORYLA17218	TCONS_00017719.p1, TCONS_00017718.p1, TCONS_00018860.p1, TCONS_00000480.p1
OG0000131	ORYLA07842, ORYLA07843, ORYLA07841, ORYLA07898, ORYLA12828	TCONS_00044269.p1, TCONS_00044271.p1
OG0000132	ORYLA13789	TCONS_00028790.p1, TCONS_00029766.p1, TCONS_00001666.p1, TCONS_00001667.p1
OG0000132	ORYLA03852, ORYLA04393, ORYLA00046, ORYLA00081, ORYLA00043	TCONS_00012352.p1, TCONS_00043358.p1
OG0000132	ORYLA08009	TCONS_00012797.p1, TCONS_00012805.p1
OG0000133	ORYLA00265, ORYLA00686, ORYLA17015, ORYLA10172, ORYLA10173, ORYLA00363, ORYLA00362, ORYLA18060, ORYLA18105, ORYLA18069, ORYLA18695, ORYLA09247, ORYLA19563, ORYLA19564, ORYLA19562, ORYLA10721, ORYLA03547	TCONS_00054945.p1, TCONS_00050402.p1, TCONS_00050401.p1, TCONS_00054944.p1
OG0000137	ORYLA01561, ORYLA05405, ORYLA11449, ORYLA01560	TCONS_00046377.p1, TCONS_00046380.p1, TCONS_00046378.p1
OG0000137	ORYLA06196, ORYLA16275	TCONS_00001295.p1, TCONS_00048914.p1, TCONS_00045334.p1, TCONS_00008615.p1, TCONS_00007898.p1, TCONS_00008611.p1, TCONS_00046391.p1, TCONS_00046390.p1
OG0000137	ORYLA11370, ORYLA08706	TCONS_00000131.p1, TCONS_00023555.p1, TCONS_00023592.p1, TCONS_00023593.p1
OG0000138	ORYLA01485, ORYLA09635, ORYLA18456, ORYLA18666, ORYLA16939	TCONS_00009477.p1, TCONS_00045596.p1, TCONS_00038824.p1, TCONS_00006960.p1, TCONS_00006987.p1, TCONS_00039113.p1, TCONS_00035446.p1, TCONS_00041142.p1, TCONS_00038823.p1, TCONS_00045595.p1, TCONS_00028274.p1, TCONS_00031155.p1, TCONS_00034824.p1, TCONS_00021001.p1, TCONS_00055169.p1, TCONS_00009244.p1, TCONS_00054568.p1, TCONS_00005929.p1, TCONS_00009245.p1, TCONS_00054569.p1, TCONS_00006972.p1, TCONS_00046585.p1, TCONS_00009476.p1, TCONS_00006988.p1, TCONS_00006959.p1, TCONS_00035447.p1, TCONS_00045594.p1, TCONS_00001010.p1, TCONS_00041141.p1, TCONS_00041381.p1, TCONS_00027201.p1
OG0000138	ORYLA07654	TCONS_00031996.p1
OG0000141	ORYLA12784, ORYLA10524, ORYLA18451	TCONS_00036126.p1, TCONS_00037292.p1, TCONS_00036124.p1, TCONS_00036110.p1
OG0000141	ORYLA15273	TCONS_00013964.p1, TCONS_00007967.p1
OG0000145	ORYLA19796	TCONS_00031878.p1, TCONS_00014242.p1, TCONS_00055069.p1, TCONS_00001022.p1
OG0000147	ORYLA06944, ORYLA12833, ORYLA15636	TCONS_00050037.p1
OG0000147	ORYLA05633, ORYLA11702, ORYLA12687, ORYLA12688	TCONS_00016785.p1
OG0000147	ORYLA13100, ORYLA13101	TCONS_00014779.p1
OG0000147	ORYLA18182	TCONS_00002531.p1
OG0000147	ORYLA10192	TCONS_00009521.p1
OG0000148	ORYLA15726, ORYLA20251, ORYLA14206, ORYLA15625, ORYLA10888, ORYLA14723, ORYLA14171	TCONS_00049717.p1
OG0000148	ORYLA15624, ORYLA14208, ORYLA14207, ORYLA14204, ORYLA15626, ORYLA03132, ORYLA14172, ORYLA10887, ORYLA14722	TCONS_00049713.p1
OG0000149	ORYLA17290, ORYLA17651, ORYLA17652	TCONS_00032530.p1
OG0000149	ORYLA15235, ORYLA15236, ORYLA12701, ORYLA20319	TCONS_00048601.p1, TCONS_00048599.p1, TCONS_00049265.p1, TCONS_00049267.p1, TCONS_00049292.p1, TCONS_00047468.p1, TCONS_00048654.p1, TCONS_00048603.p1, TCONS_00025254.p1, TCONS_00032533.p1, TCONS_00001855.p1, TCONS_00001516.p1
OG0000149	ORYLA19729	TCONS_00029992.p1, TCONS_00029991.p1
OG0000151	ORYLA00584, ORYLA16576, ORYLA02429, ORYLA18300, ORYLA01900, ORYLA08949	TCONS_00016209.p1
OG0000151	ORYLA01789, ORYLA08191, ORYLA17153, ORYLA15978, ORYLA13920, ORYLA08402, ORYLA09669	TCONS_00019282.p1
OG0000151	ORYLA02467, ORYLA17249, ORYLA13261	TCONS_00015033.p1
OG0000153	ORYLA07634, ORYLA07633, ORYLA07635, ORYLA07636, ORYLA05578, ORYLA05577, ORYLA07896, ORYLA07897, ORYLA07844, ORYLA07894	TCONS_00025737.p1, TCONS_00013961.p1, TCONS_00013962.p1, TCONS_00004175.p1
OG0000154	ORYLA15514, ORYLA15513, ORYLA15515, ORYLA15516	TCONS_00040236.p1, TCONS_00040231.p1, TCONS_00040229.p1, TCONS_00040196.p1, TCONS_00040195.p1, TCONS_00000832.p1, TCONS_00000831.p1
OG0000154	ORYLA04056, ORYLA00974	TCONS_00001016.p1
OG0000155	ORYLA01962, ORYLA20370	TCONS_00044986.p1
OG0000155	ORYLA01931, ORYLA05131	TCONS_00044988.p1
OG0000157	ORYLA17521, ORYLA13610, ORYLA10318, ORYLA10319	TCONS_00032491.p1
OG0000157	ORYLA16681, ORYLA00723	TCONS_00012571.p1
OG0000157	ORYLA15189	TCONS_00008683.p1
OG0000158	ORYLA16215, ORYLA04882, ORYLA09237, ORYLA07104	TCONS_00046407.p1
OG0000159	ORYLA09075	TCONS_00018160.p1, TCONS_00017948.p1
OG0000159	ORYLA02062, ORYLA11501, ORYLA06048	TCONS_00001141.p1
OG0000159	ORYLA02590, ORYLA18122	TCONS_00014999.p1
OG0000159	ORYLA08188	TCONS_00052198.p1
OG0000160	ORYLA15840	TCONS_00030030.p1, TCONS_00030031.p1, TCONS_00030037.p1, TCONS_00030036.p1, TCONS_00018408.p1, TCONS_00018422.p1, TCONS_00018553.p1
OG0000160	ORYLA02669, ORYLA17886, ORYLA02668, ORYLA17884	TCONS_00029348.p1, TCONS_00004928.p1
OG0000163	ORYLA00631, ORYLA16749, ORYLA00152	TCONS_00013883.p1, TCONS_00012644.p1
OG0000163	ORYLA08374, ORYLA16276	TCONS_00013888.p1
OG0000163	ORYLA08243, ORYLA08244, ORYLA05623, ORYLA01820	TCONS_00019995.p1, TCONS_00019992.p1
OG0000164	ORYLA02097, ORYLA18775, ORYLA17709, ORYLA02317, ORYLA13180	TCONS_00028348.p1
OG0000165	ORYLA01443, ORYLA19505, ORYLA01245	TCONS_00043320.p1, TCONS_00043572.p1, TCONS_00034846.p1, TCONS_00042203.p1, TCONS_00042202.p1, TCONS_00042204.p1, TCONS_00043403.p1
OG0000166	ORYLA09960	TCONS_00007893.p1
