Orthogroup	ORYLA	BRAFL
OG0000096	ORYLA10017	bflo_18893
OG0000098	ORYLA17178, ORYLA07954, ORYLA12107, ORYLA12108, ORYLA09777	bflo_26530, bflo_24865
OG0000098	ORYLA12605, ORYLA17802, ORYLA17803, ORYLA14930, ORYLA14929, ORYLA14928, ORYLA12061, ORYLA17722, ORYLA17721	bflo_05564
OG0000099	ORYLA20429, ORYLA04253, ORYLA01278, ORYLA03578, ORYLA04559, ORYLA01343	bflo_14861, bflo_14862
OG0000099	ORYLA05907, ORYLA01597, ORYLA03439	bflo_17705
OG0000099	ORYLA11498, ORYLA05408, ORYLA05964, ORYLA03167, ORYLA04063	bflo_18245
OG0000100	ORYLA08449	bflo_11298
OG0000100	ORYLA10317	bflo_12376
OG0000101	ORYLA12058	bflo_10195
OG0000101	ORYLA08387	bflo_05084, bflo_22415, bflo_05083, bflo_05081, bflo_22031, bflo_21326, bflo_22414, bflo_22046, bflo_05082, bflo_21328, bflo_21327
OG0000101	ORYLA09166, ORYLA09165	bflo_18450
OG0000101	ORYLA09845, ORYLA13979, ORYLA09844, ORYLA08653, ORYLA08654	bflo_07765, bflo_07393, bflo_18261, bflo_09088, bflo_24291, bflo_00022, bflo_08232, bflo_08101, bflo_08348, bflo_06024, bflo_18190, bflo_18188
OG0000102	ORYLA19358, ORYLA00094	bflo_26889, bflo_08442, bflo_08423, bflo_08476
OG0000102	ORYLA18027, ORYLA02390, ORYLA02592	bflo_05363, bflo_05367, bflo_05364, bflo_05378, bflo_05369, bflo_05365, bflo_04323
OG0000103	ORYLA06785, ORYLA13767, ORYLA13768, ORYLA18738, ORYLA18739, ORYLA16588, ORYLA16584, ORYLA16587, ORYLA18654, ORYLA16586, ORYLA15171, ORYLA18507, ORYLA11651, ORYLA06786, ORYLA06787, ORYLA08966	bflo_00032, bflo_11180, bflo_11085, bflo_11875, bflo_11184, bflo_11179, bflo_11874, bflo_25842, bflo_00020, bflo_18284, bflo_20618, bflo_18283, bflo_17924, bflo_17758, bflo_00063, bflo_17754, bflo_17756, bflo_17751, bflo_17755, bflo_17752, bflo_00064, bflo_17757, bflo_17750, bflo_17749, bflo_23149
OG0000103	ORYLA05784, ORYLA17049, ORYLA00063, ORYLA17050, ORYLA16263, ORYLA00786, ORYLA17085, ORYLA00059	bflo_23791
OG0000104	ORYLA03680, ORYLA06072	bflo_11828, bflo_20119
OG0000104	ORYLA19284, ORYLA06159, ORYLA19393, ORYLA08226	bflo_00906
OG0000104	ORYLA03679	bflo_09275
OG0000104	ORYLA09408	bflo_06949
OG0000104	ORYLA14236, ORYLA14756, ORYLA10856	bflo_11475
OG0000106	ORYLA15151, ORYLA15152, ORYLA06558, ORYLA09282	bflo_13906, bflo_13902, bflo_13905
OG0000106	ORYLA06794	bflo_13959
OG0000106	ORYLA05764, ORYLA14913, ORYLA14914	bflo_21022, bflo_22434, bflo_24648, bflo_24024, bflo_24023
OG0000107	ORYLA00082	bflo_01852
OG0000107	ORYLA00110, ORYLA00109	bflo_21611
OG0000107	ORYLA18785	bflo_26398
OG0000108	ORYLA16484, ORYLA08061, ORYLA07077, ORYLA15731, ORYLA13754	bflo_21663
OG0000110	ORYLA04051, ORYLA04053, ORYLA04052, ORYLA03470	bflo_00375
OG0000111	ORYLA16810, ORYLA16333, ORYLA00657, ORYLA18197, ORYLA16684	bflo_20710, bflo_08602, bflo_05768
OG0000111	ORYLA01366	bflo_13544, bflo_21580, bflo_07025, bflo_01278
OG0000111	ORYLA07106, ORYLA09236, ORYLA01992, ORYLA04883, ORYLA16219	bflo_13984
OG0000113	ORYLA17645, ORYLA13433	bflo_25033, bflo_24791, bflo_00623, bflo_03827, bflo_03944, bflo_03952, bflo_03218, bflo_03217, bflo_01136, bflo_03958, bflo_03967
OG0000113	ORYLA15283	bflo_13900, bflo_13882, bflo_00036
OG0000114	ORYLA00753, ORYLA04661, ORYLA14079, ORYLA02708, ORYLA14069, ORYLA20181, ORYLA17626, ORYLA17625, ORYLA15653	bflo_16447, bflo_20688, bflo_23618, bflo_04836, bflo_00471, bflo_24385, bflo_07559
OG0000116	ORYLA09389	bflo_20127, bflo_20129, bflo_18429, bflo_17359, bflo_03403
OG0000116	ORYLA19541	bflo_05410, bflo_25141
OG0000117	ORYLA13253	bflo_24733, bflo_23957
OG0000119	ORYLA06828, ORYLA09873, ORYLA13916, ORYLA00923, ORYLA07823	bflo_07858, bflo_19358, bflo_19300
OG0000119	ORYLA09647, ORYLA14223, ORYLA16119, ORYLA05654	bflo_19582, bflo_19602, bflo_19603, bflo_19479
OG0000119	ORYLA09477, ORYLA05169	bflo_18609
OG0000120	ORYLA01786, ORYLA01787	bflo_12078
OG0000121	ORYLA00510, ORYLA01379, ORYLA07858	bflo_07529, bflo_11325, bflo_07518
OG0000121	ORYLA06690, ORYLA06688	bflo_25107, bflo_02806
OG0000122	ORYLA07892, ORYLA16400, ORYLA09254, ORYLA06471	bflo_02060, bflo_02098, bflo_02745
OG0000123	ORYLA19007, ORYLA01318, ORYLA03924, ORYLA00364	bflo_10706
OG0000123	ORYLA07863, ORYLA17749, ORYLA01334, ORYLA03949	bflo_09726
OG0000123	ORYLA18505, ORYLA02793, ORYLA01508	bflo_10752
OG0000123	ORYLA04317, ORYLA01144	bflo_10627
OG0000124	ORYLA16732, ORYLA16407, ORYLA16733, ORYLA07798	bflo_12150, bflo_12152, bflo_22917
OG0000124	ORYLA05871, ORYLA01892, ORYLA14227, ORYLA16018, ORYLA14228, ORYLA16019	bflo_24557
OG0000124	ORYLA04689	bflo_01845
OG0000124	ORYLA11954, ORYLA03395, ORYLA00019, ORYLA12516	bflo_10478
OG0000125	ORYLA06139, ORYLA15763, ORYLA14369	bflo_02406
OG0000125	ORYLA01994, ORYLA06133, ORYLA07833, ORYLA15765, ORYLA14368	bflo_02146
OG0000125	ORYLA01977, ORYLA08228, ORYLA17147	bflo_02145
OG0000125	ORYLA12115	bflo_04110
OG0000126	ORYLA10750, ORYLA01228, ORYLA13510	bflo_09507
OG0000126	ORYLA08773, ORYLA09545, ORYLA01000	bflo_21252
OG0000126	ORYLA09118	bflo_14089
OG0000126	ORYLA02980, ORYLA13012, ORYLA19785, ORYLA05724, ORYLA19714, ORYLA14802	bflo_04718
OG0000127	ORYLA09546, ORYLA01017, ORYLA13298	bflo_21614
OG0000127	ORYLA18247, ORYLA09922	bflo_21827
OG0000127	ORYLA05476, ORYLA10382	bflo_05798
OG0000127	ORYLA11714, ORYLA16210, ORYLA09241, ORYLA09240	bflo_06367
OG0000127	ORYLA17012, ORYLA18446, ORYLA16683	bflo_23284
OG0000128	ORYLA17289	bflo_05801, bflo_04928, bflo_06174, bflo_04919, bflo_08083
OG0000128	ORYLA03587	bflo_11997, bflo_11531, bflo_11996, bflo_11513, bflo_13695, bflo_14518, bflo_14769, bflo_20024
OG0000129	ORYLA19656, ORYLA05200, ORYLA05199, ORYLA05198, ORYLA07545, ORYLA18786, ORYLA11464, ORYLA10766	bflo_10761, bflo_09267, bflo_24123, bflo_24146
OG0000129	ORYLA04565, ORYLA03107, ORYLA04189, ORYLA04190, ORYLA07452	bflo_21811
OG0000129	ORYLA06890	bflo_20193
OG0000130	ORYLA06999, ORYLA11637	bflo_13796, bflo_14046
OG0000130	ORYLA11367	bflo_05612, bflo_10836
OG0000130	ORYLA18984, ORYLA14309, ORYLA14308, ORYLA20195, ORYLA20194, ORYLA20193, ORYLA20192, ORYLA15914, ORYLA15896	bflo_24424
OG0000130	ORYLA04654, ORYLA19050, ORYLA09312, ORYLA09567, ORYLA01013	bflo_26104, bflo_25302, bflo_17830, bflo_24242
OG0000130	ORYLA17513, ORYLA02633, ORYLA02632, ORYLA06522, ORYLA08153, ORYLA04772	bflo_08589, bflo_24777
OG0000131	ORYLA02651, ORYLA17218	bflo_09427
OG0000131	ORYLA07842, ORYLA07843, ORYLA07841, ORYLA07898, ORYLA12828	bflo_01839, bflo_16008, bflo_14604, bflo_00845, bflo_18988, bflo_19783, bflo_18990, bflo_01846, bflo_05434
OG0000132	ORYLA03852, ORYLA04393, ORYLA00046, ORYLA00081, ORYLA00043	bflo_17456, bflo_25589, bflo_26376, bflo_25953, bflo_25590, bflo_25949, bflo_26371, bflo_26369, bflo_26372, bflo_00097, bflo_26373, bflo_26370, bflo_01753, bflo_26374, bflo_03326, bflo_03327, bflo_20394, bflo_21602, bflo_21603, bflo_03325, bflo_23200, bflo_23203, bflo_23205, bflo_23199, bflo_23202
OG0000132	ORYLA08009	bflo_23438
OG0000133	ORYLA00265, ORYLA00686, ORYLA17015, ORYLA10172, ORYLA10173, ORYLA00363, ORYLA00362, ORYLA18060, ORYLA18105, ORYLA18069, ORYLA18695, ORYLA09247, ORYLA19563, ORYLA19564, ORYLA19562, ORYLA10721, ORYLA03547	bflo_10152, bflo_17277, bflo_17275, bflo_09185
OG0000136	ORYLA05588, ORYLA07175, ORYLA19480	bflo_19890, bflo_20037
OG0000137	ORYLA01561, ORYLA05405, ORYLA11449, ORYLA01560	bflo_09259, bflo_06365
OG0000137	ORYLA20491	bflo_20235, bflo_02070, bflo_04279
OG0000137	ORYLA06196, ORYLA16275	bflo_15519, bflo_14495, bflo_03009, bflo_18504, bflo_17184, bflo_22195
OG0000137	ORYLA11370, ORYLA08706	bflo_17627, bflo_17554, bflo_17629, bflo_17769
OG0000138	ORYLA07654	bflo_08630, bflo_06142, bflo_00254, bflo_01193, bflo_23725, bflo_19047, bflo_07752
OG0000140	ORYLA08885	bflo_04461, bflo_21244
OG0000140	ORYLA14844, ORYLA14843, ORYLA14846, ORYLA19052, ORYLA14994, ORYLA19713	bflo_09517, bflo_10153, bflo_16753, bflo_16477, bflo_16752
OG0000141	ORYLA12784, ORYLA10524	bflo_09702
OG0000141	ORYLA18451	bflo_21882, bflo_22082
OG0000141	ORYLA15273	bflo_12983
OG0000145	ORYLA19796	bflo_15644
OG0000147	ORYLA06944, ORYLA12833, ORYLA15636	bflo_24794
OG0000147	ORYLA05633, ORYLA11702, ORYLA12687, ORYLA12688	bflo_01706
OG0000147	ORYLA13100, ORYLA13101	bflo_26820, bflo_06307
OG0000147	ORYLA18182	bflo_09430
OG0000148	ORYLA15726, ORYLA20251, ORYLA14206, ORYLA15625, ORYLA10888, ORYLA14723, ORYLA14171	bflo_10991
OG0000148	ORYLA15624, ORYLA14208, ORYLA14207, ORYLA14204, ORYLA15626, ORYLA03132, ORYLA14172, ORYLA10887, ORYLA14722	bflo_17467, bflo_17466
OG0000149	ORYLA17290, ORYLA17651, ORYLA17652	bflo_07000
OG0000149	ORYLA15235, ORYLA15236, ORYLA12701, ORYLA20319	bflo_07018, bflo_07764, bflo_07398, bflo_13976, bflo_13431, bflo_02277, bflo_07407
OG0000149	ORYLA19729	bflo_07834
OG0000151	ORYLA00584, ORYLA16576, ORYLA02429, ORYLA18300, ORYLA01900, ORYLA08949	bflo_05140, bflo_15697
OG0000151	ORYLA01789, ORYLA08191, ORYLA17153, ORYLA15978, ORYLA13920, ORYLA08402, ORYLA09669	bflo_26440
OG0000153	ORYLA07634, ORYLA07633, ORYLA07635, ORYLA07636, ORYLA05578, ORYLA05577, ORYLA07896, ORYLA07897, ORYLA07844, ORYLA07894	bflo_23557, bflo_27434, bflo_23551, bflo_23539, bflo_23534, bflo_23538, bflo_23537, bflo_01258, bflo_01163, bflo_09367, bflo_13023, bflo_13025, bflo_00490, bflo_16226, bflo_12855, bflo_23625, bflo_15693, bflo_19734, bflo_15699, bflo_25967, bflo_26005, bflo_26123, bflo_27514, bflo_13548, bflo_13549
OG0000154	ORYLA04056, ORYLA00974	bflo_17422
OG0000157	ORYLA16681, ORYLA00723	bflo_23373
OG0000157	ORYLA13713, ORYLA15077, ORYLA11173, ORYLA15669	bflo_10928, bflo_12452
OG0000157	ORYLA12434	bflo_13284
OG0000158	ORYLA16215, ORYLA04882, ORYLA09237, ORYLA07104	bflo_05936
OG0000159	ORYLA09075	bflo_01737
OG0000159	ORYLA02062, ORYLA11501, ORYLA06048	bflo_18341
OG0000159	ORYLA02590, ORYLA18122	bflo_18486
OG0000159	ORYLA08188	bflo_10462, bflo_08858
OG0000160	ORYLA15840	bflo_01705
OG0000160	ORYLA02669, ORYLA17886, ORYLA02668, ORYLA17884	bflo_19837, bflo_19835, bflo_19840, bflo_22050, bflo_20492, bflo_19926, bflo_19836, bflo_19925, bflo_01559
OG0000163	ORYLA00631, ORYLA16749, ORYLA00152	bflo_22675, bflo_22678, bflo_22689
OG0000163	ORYLA08243, ORYLA08244, ORYLA05623, ORYLA01820	bflo_00524
OG0000164	ORYLA18109	bflo_14791
OG0000164	ORYLA02097, ORYLA18775, ORYLA17709, ORYLA02317, ORYLA13180	bflo_25625
OG0000165	ORYLA19750, ORYLA01240, ORYLA03912	bflo_14382
OG0000165	ORYLA01443, ORYLA19505, ORYLA01245	bflo_10979, bflo_10842, bflo_10750, bflo_15057
OG0000165	ORYLA15304, ORYLA11153, ORYLA12054, ORYLA19673, ORYLA18161, ORYLA12055, ORYLA12173, ORYLA02716, ORYLA17333, ORYLA17334, ORYLA12984, ORYLA01002, ORYLA01003, ORYLA03945, ORYLA07278, ORYLA04321, ORYLA06919, ORYLA09488, ORYLA08771	bflo_06077
OG0000166	ORYLA09960	bflo_20238
OG0000167	ORYLA20275, ORYLA20276	bflo_00939, bflo_07169
OG0000167	ORYLA15498, ORYLA06766, ORYLA11713, ORYLA10617, ORYLA10277, ORYLA11948, ORYLA02111, ORYLA16156, ORYLA14005, ORYLA07114, ORYLA09226	bflo_21989, bflo_00867
OG0000168	ORYLA16346, ORYLA15128, ORYLA12100	bflo_03282
OG0000168	ORYLA13628, ORYLA02944, ORYLA17507, ORYLA06652, ORYLA13431, ORYLA12906, ORYLA10223	bflo_25648
OG0000168	ORYLA07700	bflo_06549, bflo_06560
OG0000169	ORYLA18751	bflo_04857
OG0000169	ORYLA18597, ORYLA05027, ORYLA11561, ORYLA00432, ORYLA18067, ORYLA18044, ORYLA18072, ORYLA18070, ORYLA18612, ORYLA04492, ORYLA07625	bflo_14461, bflo_14463, bflo_20991
OG0000171	ORYLA17814, ORYLA02334, ORYLA08117, ORYLA10775, ORYLA01499, ORYLA17815	bflo_21876
OG0000171	ORYLA03475	bflo_20611
OG0000171	ORYLA11273	bflo_20254
OG0000171	ORYLA07855	bflo_09581, bflo_14570, bflo_10289
OG0000171	ORYLA00842, ORYLA07412	bflo_09991, bflo_03045, bflo_02518, bflo_17344
OG0000171	ORYLA00507	bflo_07453
OG0000172	ORYLA14905	bflo_05089, bflo_03445, bflo_11669, bflo_25279
OG0000172	ORYLA14355, ORYLA08506, ORYLA09443, ORYLA09676, ORYLA12248	bflo_13057
OG0000173	ORYLA05837, ORYLA04181, ORYLA13115, ORYLA06590, ORYLA06914, ORYLA13267, ORYLA20247, ORYLA14500, ORYLA03510, ORYLA06836, ORYLA06833, ORYLA02812, ORYLA09725, ORYLA09722, ORYLA12289, ORYLA14240, ORYLA13837, ORYLA19372, ORYLA02059, ORYLA11932	bflo_24130, bflo_24754
OG0000174	ORYLA19814, ORYLA10779	bflo_06008, bflo_06009
OG0000174	ORYLA06450, ORYLA09402	bflo_00899, bflo_08123, bflo_10447
OG0000175	ORYLA13694, ORYLA09065	bflo_01116, bflo_12851, bflo_01312, bflo_01117
OG0000175	ORYLA14503, ORYLA14504	bflo_13246, bflo_27066, bflo_13038
OG0000179	ORYLA02338, ORYLA18117	bflo_08207, bflo_09019, bflo_09021
OG0000179	ORYLA20422	bflo_14243
OG0000179	ORYLA09852, ORYLA09146	bflo_00377
OG0000180	ORYLA10201, ORYLA08835	bflo_24613
OG0000180	ORYLA01448, ORYLA01304, ORYLA04174, ORYLA04081, ORYLA03160, ORYLA03933	bflo_23980
OG0000181	ORYLA16498, ORYLA13742, ORYLA15752, ORYLA07049, ORYLA08335	bflo_18642
OG0000181	ORYLA11594	bflo_05297
OG0000183	ORYLA03838, ORYLA03086, ORYLA10707, ORYLA07386, ORYLA05009, ORYLA00092	bflo_07655
OG0000183	ORYLA03426	bflo_10143
OG0000184	ORYLA13442, ORYLA13444, ORYLA13443	bflo_00050, bflo_00051, bflo_04054, bflo_15781
OG0000185	ORYLA15712, ORYLA15972, ORYLA09436	bflo_19737
OG0000185	ORYLA06433	bflo_01923
OG0000185	ORYLA12658, ORYLA02266, ORYLA07574	bflo_12811
OG0000185	ORYLA11753, ORYLA05335	bflo_01505
OG0000187	ORYLA18399	bflo_02670
OG0000188	ORYLA02679, ORYLA17741, ORYLA00508	bflo_06892
OG0000190	ORYLA06271, ORYLA02455, ORYLA06273, ORYLA12967, ORYLA02454	bflo_26696, bflo_17661, bflo_15879
OG0000191	ORYLA05361, ORYLA11475, ORYLA02113	bflo_18772
OG0000192	ORYLA08947, ORYLA19527, ORYLA20454, ORYLA00818, ORYLA13158	bflo_25238
OG0000192	ORYLA18141	bflo_15818
OG0000192	ORYLA16694	bflo_22744
OG0000194	ORYLA03335, ORYLA10209, ORYLA09317	bflo_21202, bflo_21234, bflo_21437, bflo_25298, bflo_22596, bflo_13875, bflo_04521, bflo_09655, bflo_21442, bflo_16208, bflo_22482, bflo_21915, bflo_13415
OG0000195	ORYLA09172, ORYLA07416	bflo_12247, bflo_11387, bflo_11071
OG0000197	ORYLA01697, ORYLA05763, ORYLA14664, ORYLA12127	bflo_01742, bflo_01741, bflo_01474, bflo_01054, bflo_01476, bflo_01475, bflo_01477, bflo_21550, bflo_02181, bflo_02374
OG0000197	ORYLA15638, ORYLA13839, ORYLA03794, ORYLA06819, ORYLA06817, ORYLA06818, ORYLA05867	bflo_08557
OG0000197	ORYLA02119, ORYLA10283, ORYLA11398, ORYLA10168, ORYLA05652	bflo_01547
OG0000198	ORYLA19780, ORYLA16521	bflo_19425, bflo_19422, bflo_19420, bflo_19423
OG0000198	ORYLA06440	bflo_22535, bflo_04528, bflo_27455
OG0000200	ORYLA03633	bflo_15720, bflo_15718, bflo_16879
OG0000201	ORYLA16516, ORYLA00614, ORYLA00794, ORYLA17010	bflo_22807
OG0000201	ORYLA17554, ORYLA04556, ORYLA03543	bflo_21108
OG0000202	ORYLA07840, ORYLA16451, ORYLA05710, ORYLA09906, ORYLA09907	bflo_18746, bflo_27275
OG0000202	ORYLA08109, ORYLA18114, ORYLA17987, ORYLA05097, ORYLA08265, ORYLA07710, ORYLA01328, ORYLA04936, ORYLA08130, ORYLA06184	bflo_08854, bflo_08853
OG0000203	ORYLA02186, ORYLA05651, ORYLA02226	bflo_01170
OG0000203	ORYLA06336, ORYLA13132, ORYLA15645	bflo_25089, bflo_24339, bflo_24029, bflo_24028, bflo_24027, bflo_25088, bflo_24026
OG0000204	ORYLA19568	bflo_24561
OG0000204	ORYLA14989, ORYLA12052	bflo_03215
OG0000204	ORYLA10864	bflo_03487
OG0000204	ORYLA14833, ORYLA12329, ORYLA11040	bflo_03064
OG0000205	ORYLA10735, ORYLA11823, ORYLA04847, ORYLA00096	bflo_23189
OG0000205	ORYLA08886, ORYLA07839, ORYLA16466, ORYLA01806	bflo_02483
OG0000205	ORYLA08887, ORYLA07906, ORYLA16386, ORYLA08645, ORYLA09823	bflo_18880
OG0000206	ORYLA05181	bflo_21996, bflo_17131, bflo_17130, bflo_17126, bflo_17646, bflo_04826, bflo_17874, bflo_17873, bflo_17835, bflo_18025, bflo_17831, bflo_00759, bflo_00605, bflo_05493, bflo_06036, bflo_06056, bflo_24714, bflo_19028, bflo_18842, bflo_18741, bflo_15124, bflo_01378, bflo_21473, bflo_01694, bflo_01662, bflo_01664, bflo_01663, bflo_22538
OG0000206	ORYLA19707, ORYLA12010	bflo_12054, bflo_11328, bflo_02019, bflo_11293, bflo_06425, bflo_06657
OG0000207	ORYLA12926, ORYLA15852	bflo_13202
OG0000208	ORYLA16091, ORYLA04477, ORYLA03969, ORYLA14541	bflo_21797, bflo_21089, bflo_20765, bflo_20766, bflo_20477, bflo_20154, bflo_20476
OG0000209	ORYLA18365	bflo_26713
OG0000211	ORYLA03809, ORYLA03810	bflo_12798
OG0000211	ORYLA05322	bflo_18019, bflo_09637
OG0000211	ORYLA04972	bflo_14216
OG0000211	ORYLA14089	bflo_06051
OG0000211	ORYLA18617	bflo_25629
OG0000211	ORYLA15118, ORYLA12450	bflo_06787
OG0000213	ORYLA03846, ORYLA17582	bflo_24585, bflo_27467, bflo_20763, bflo_20912, bflo_20752
OG0000216	ORYLA01656	bflo_07012
OG0000216	ORYLA05541, ORYLA05540	bflo_03579, bflo_03588, bflo_03580
OG0000218	ORYLA15885	bflo_12835
OG0000220	ORYLA06609, ORYLA09295	bflo_05704
OG0000221	ORYLA19844, ORYLA09679, ORYLA09153, ORYLA06716, ORYLA16420, ORYLA20056	bflo_02108, bflo_18535, bflo_18534
OG0000221	ORYLA03306, ORYLA16226, ORYLA13864	bflo_24796
OG0000221	ORYLA19366, ORYLA06146, ORYLA01810, ORYLA16468	bflo_00282
OG0000222	ORYLA03527, ORYLA14496, ORYLA13104, ORYLA13105	bflo_14099, bflo_07131, bflo_00039, bflo_14098, bflo_15183, bflo_14097, bflo_00040, bflo_14514, bflo_24486, bflo_24255
OG0000223	ORYLA11518	bflo_06096
OG0000225	ORYLA10962, ORYLA15835, ORYLA13765, ORYLA15534, ORYLA19091, ORYLA15739, ORYLA02794, ORYLA01507	bflo_11467, bflo_12198
OG0000226	ORYLA08515	bflo_12072, bflo_17738
OG0000227	ORYLA08058, ORYLA16479, ORYLA19592	bflo_02307
OG0000227	ORYLA07005, ORYLA07006, ORYLA13332	bflo_02636, bflo_10496
OG0000228	ORYLA04088, ORYLA03535, ORYLA04089, ORYLA00004, ORYLA00005, ORYLA01119	bflo_20305
OG0000228	ORYLA00170, ORYLA01127, ORYLA01126	bflo_19868
OG0000229	ORYLA09346	bflo_18348, bflo_25072, bflo_23578, bflo_25694, bflo_17957, bflo_08566, bflo_09217, bflo_20400, bflo_13429, bflo_08175, bflo_00576, bflo_08161
OG0000230	ORYLA10690	bflo_26037
OG0000230	ORYLA10640, ORYLA14849, ORYLA17562, ORYLA02696, ORYLA02695	bflo_02219, bflo_02208, bflo_06554, bflo_16699
OG0000231	ORYLA01387, ORYLA04281, ORYLA19832, ORYLA13508, ORYLA19448, ORYLA09456	bflo_14395
OG0000231	ORYLA08962	bflo_05103
OG0000232	ORYLA20493	bflo_25827
OG0000233	ORYLA05663	bflo_13285, bflo_18558
OG0000233	ORYLA18003	bflo_15944, bflo_15706, bflo_16241, bflo_16463
OG0000234	ORYLA13000, ORYLA14105, ORYLA12637, ORYLA05772, ORYLA01693	bflo_07045
OG0000234	ORYLA11249, ORYLA14751	bflo_04797
OG0000235	ORYLA14889	bflo_22792, bflo_12083, bflo_11065, bflo_11313, bflo_10000, bflo_13433, bflo_13432
OG0000235	ORYLA01167, ORYLA04027, ORYLA10002	bflo_09528, bflo_09189, bflo_19819, bflo_04584, bflo_04593
OG0000236	ORYLA11551	bflo_17564
OG0000238	ORYLA07768	bflo_23355, bflo_22808
OG0000238	ORYLA07061, ORYLA18743, ORYLA15964	bflo_13165
OG0000239	ORYLA16412, ORYLA07887, ORYLA08904, ORYLA06616, ORYLA09375, ORYLA08385	bflo_02548
OG0000239	ORYLA11432, ORYLA10759	bflo_05968
OG0000239	ORYLA19462, ORYLA07829, ORYLA05627, ORYLA01800	bflo_02152
OG0000240	ORYLA18684	bflo_04930
OG0000242	ORYLA11284, ORYLA20306	bflo_03394, bflo_03145
OG0000242	ORYLA20204, ORYLA11050	bflo_12023
OG0000243	ORYLA14958, ORYLA17501	bflo_15950, bflo_12290, bflo_12291, bflo_12292
OG0000244	ORYLA15688, ORYLA14426, ORYLA14594, ORYLA19522, ORYLA15434	bflo_12462
OG0000244	ORYLA12391, ORYLA01756	bflo_13161
OG0000245	ORYLA15217, ORYLA11246	bflo_20961
OG0000245	ORYLA04509, ORYLA03682, ORYLA06224, ORYLA16414, ORYLA07883, ORYLA09803, ORYLA05566, ORYLA05567	bflo_20575
OG0000246	ORYLA16344	bflo_04734
OG0000246	ORYLA17250	bflo_17998
OG0000248	ORYLA10227, ORYLA19716, ORYLA01732, ORYLA06052, ORYLA06051	bflo_17506, bflo_17504, bflo_00059, bflo_17505, bflo_17510, bflo_17509, bflo_17511, bflo_17358
OG0000249	ORYLA12187, ORYLA13559, ORYLA06845, ORYLA17407, ORYLA06062, ORYLA01610	bflo_05893
OG0000250	ORYLA16891	bflo_14740
OG0000250	ORYLA11002	bflo_03907
OG0000251	ORYLA19579, ORYLA14495	bflo_24803
OG0000251	ORYLA03531	bflo_25114
OG0000251	ORYLA09347	bflo_17944
OG0000251	ORYLA13883, ORYLA03324	bflo_01933, bflo_01932
OG0000253	ORYLA11090, ORYLA02485, ORYLA16428	bflo_07843, bflo_17259, bflo_17258, bflo_22107, bflo_22404
OG0000255	ORYLA04331	bflo_25398, bflo_21759
OG0000255	ORYLA12113	bflo_02995, bflo_03545, bflo_03501, bflo_09026, bflo_10822, bflo_26943, bflo_10188
OG0000256	ORYLA02742, ORYLA16602, ORYLA00877	bflo_15939
OG0000256	ORYLA19550, ORYLA12202, ORYLA14805, ORYLA12201	bflo_05770, bflo_15447, bflo_15439, bflo_16355, bflo_06565, bflo_06704, bflo_05769, bflo_05771, bflo_02366
OG0000257	ORYLA07342, ORYLA19508, ORYLA14895	bflo_06086
OG0000257	ORYLA12185	bflo_05561, bflo_05804
OG0000257	ORYLA11428, ORYLA00194, ORYLA04615, ORYLA01083, ORYLA04202	bflo_18300
OG0000258	ORYLA05816, ORYLA16736, ORYLA00803, ORYLA19450, ORYLA00543	bflo_22962
OG0000258	ORYLA13731, ORYLA14055, ORYLA11238	bflo_12243, bflo_27029
OG0000258	ORYLA10418, ORYLA04818, ORYLA08148	bflo_09846
OG0000259	ORYLA03317, ORYLA03318, ORYLA03312, ORYLA03322, ORYLA03310, ORYLA03314, ORYLA03313, ORYLA03311, ORYLA03321, ORYLA03320, ORYLA03319	bflo_17290
OG0000260	ORYLA10907, ORYLA18428, ORYLA15874	bflo_11239
OG0000260	ORYLA17877, ORYLA08131, ORYLA01145	bflo_10598
OG0000261	ORYLA03331, ORYLA06905, ORYLA08763, ORYLA01049	bflo_27404, bflo_22599
OG0000265	ORYLA12872, ORYLA06630, ORYLA16609, ORYLA00871, ORYLA18135, ORYLA02583	bflo_15782
OG0000265	ORYLA17739, ORYLA10912, ORYLA14726	bflo_11416
OG0000268	ORYLA01805, ORYLA01744, ORYLA01745	bflo_22222
OG0000268	ORYLA05672, ORYLA09801, ORYLA05671	bflo_18613
OG0000269	ORYLA12238, ORYLA16437, ORYLA07123, ORYLA07121, ORYLA09219	bflo_07605, bflo_07749, bflo_07444
OG0000270	ORYLA04819, ORYLA10416, ORYLA10417, ORYLA03104	bflo_12661
OG0000270	ORYLA04109, ORYLA11496	bflo_17964
OG0000270	ORYLA03400	bflo_10845
OG0000272	ORYLA01727	bflo_01687
OG0000273	ORYLA13171	bflo_25314
OG0000273	ORYLA05785, ORYLA16265, ORYLA00791	bflo_23197
OG0000273	ORYLA17595	bflo_20358
OG0000273	ORYLA11307	bflo_01441, bflo_15082
OG0000275	ORYLA10602	bflo_23854
OG0000275	ORYLA01109	bflo_25951
OG0000275	ORYLA08098, ORYLA00342, ORYLA00341, ORYLA02599	bflo_06993
OG0000276	ORYLA07457, ORYLA07458	bflo_07887
OG0000277	ORYLA07913, ORYLA13592, ORYLA17906	bflo_21003
OG0000277	ORYLA04770, ORYLA02631, ORYLA17515, ORYLA01293	bflo_08414, bflo_08390
OG0000278	ORYLA02326	bflo_05819
OG0000278	ORYLA13179	bflo_14160
OG0000278	ORYLA04766	bflo_07463
OG0000280	ORYLA14981, ORYLA17698	bflo_05880
