Orthogroup	ORYLA	CAPO3
OG0000603	ORYLA07668, ORYLA10164, ORYLA04140, ORYLA10165, ORYLA11389, ORYLA08141, ORYLA07667	CAPO300286
OG0000604	ORYLA20050, ORYLA04898, ORYLA10532, ORYLA11916, ORYLA20052, ORYLA04152, ORYLA03047	CAPO304248
OG0000609	ORYLA12278, ORYLA12277, ORYLA08612, ORYLA08611, ORYLA14376	CAPO306415
OG0000611	ORYLA12216, ORYLA07591	CAPO305139
OG0000611	ORYLA12728	CAPO302505
OG0000612	ORYLA07338, ORYLA04935, ORYLA08129, ORYLA02945, ORYLA18740, ORYLA19604	CAPO308174
OG0000612	ORYLA15846	CAPO300901
OG0000613	ORYLA11623, ORYLA14150, ORYLA19742, ORYLA01989, ORYLA17655, ORYLA18374	CAPO306741, CAPO303985
OG0000614	ORYLA10528	CAPO306138, CAPO304207
OG0000616	ORYLA05919, ORYLA03438	CAPO301011
OG0000619	ORYLA07678, ORYLA08629, ORYLA09912, ORYLA09913, ORYLA03419	CAPO303580
OG0000620	ORYLA19434	CAPO300569
OG0000623	ORYLA04745	CAPO306891
OG0000623	ORYLA00079, ORYLA17052, ORYLA00793, ORYLA17008	CAPO306678
OG0000624	ORYLA17149, ORYLA17995, ORYLA09867	CAPO304034, CAPO304035
OG0000627	ORYLA12142, ORYLA12141, ORYLA03674, ORYLA06171, ORYLA09126, ORYLA20443	CAPO301912
OG0000628	ORYLA13552, ORYLA05950, ORYLA12221, ORYLA15555, ORYLA15554, ORYLA05695, ORYLA19646	CAPO306878
OG0000629	ORYLA12592, ORYLA15239, ORYLA20015, ORYLA11198, ORYLA15360	CAPO304632
OG0000634	ORYLA14177	CAPO305866
OG0000636	ORYLA19416, ORYLA01336, ORYLA03947, ORYLA03948, ORYLA05255, ORYLA07991	CAPO300927, CAPO308236
OG0000637	ORYLA02746, ORYLA16896, ORYLA00139	CAPO306492
OG0000639	ORYLA02529	CAPO300322
OG0000639	ORYLA15265, ORYLA08926, ORYLA13977, ORYLA15421	CAPO305269
OG0000642	ORYLA07221, ORYLA00442, ORYLA00566	CAPO307461, CAPO301979, CAPO301558, CAPO307468, CAPO303537, CAPO307029, CAPO305272, CAPO302782, CAPO302430
OG0000642	ORYLA04869	CAPO302566
OG0000643	ORYLA03009, ORYLA10818, ORYLA17539, ORYLA02340, ORYLA04587	CAPO301316
OG0000645	ORYLA12725, ORYLA15007	CAPO306925
OG0000645	ORYLA00407, ORYLA14925	CAPO307784, CAPO304648
OG0000648	ORYLA08869	CAPO306715
OG0000648	ORYLA06524, ORYLA12473, ORYLA12472	CAPO307568
OG0000650	ORYLA14345, ORYLA09152, ORYLA02856, ORYLA18133, ORYLA06365, ORYLA07427	CAPO302429
OG0000651	ORYLA16106, ORYLA14377, ORYLA06160	CAPO301045
OG0000652	ORYLA19493, ORYLA14519, ORYLA14763, ORYLA15474, ORYLA19684	CAPO307163
OG0000653	ORYLA01788, ORYLA06368, ORYLA10074, ORYLA00719	CAPO304384
OG0000657	ORYLA17523, ORYLA17524, ORYLA12065	CAPO304462
OG0000660	ORYLA09622, ORYLA19737	CAPO304213
OG0000662	ORYLA20494, ORYLA17182, ORYLA07752, ORYLA17006	CAPO308235
OG0000663	ORYLA02202, ORYLA18943	CAPO303713
OG0000664	ORYLA15831, ORYLA14755, ORYLA10857, ORYLA14234	CAPO305353
OG0000665	ORYLA12410, ORYLA17696, ORYLA05725, ORYLA01532, ORYLA14102	CAPO304505, CAPO304163
OG0000666	ORYLA11061, ORYLA08199, ORYLA15920, ORYLA15723	CAPO306172
OG0000667	ORYLA19371, ORYLA04668	CAPO305865
OG0000672	ORYLA06583, ORYLA07641	CAPO301072
OG0000672	ORYLA19020	CAPO301848
OG0000674	ORYLA05775, ORYLA18358, ORYLA10869, ORYLA15085, ORYLA19997	CAPO303746
OG0000676	ORYLA19352, ORYLA18665	CAPO304343, CAPO305288
OG0000676	ORYLA06347, ORYLA07256, ORYLA08627, ORYLA09910	CAPO300920, CAPO304680
OG0000683	ORYLA19477	CAPO304912
OG0000683	ORYLA16618, ORYLA00863, ORYLA07013, ORYLA13074	CAPO305392, CAPO303509
OG0000684	ORYLA15561, ORYLA06293, ORYLA04619	CAPO306227
OG0000686	ORYLA15930	CAPO300156
OG0000690	ORYLA02247, ORYLA10616, ORYLA11941	CAPO306653
OG0000690	ORYLA07589	CAPO306445
OG0000690	ORYLA01395	CAPO304114
OG0000691	ORYLA12446, ORYLA07129, ORYLA15301, ORYLA11980, ORYLA02254, ORYLA10333, ORYLA15419	CAPO301028
OG0000692	ORYLA04625	CAPO301383, CAPO306980
OG0000693	ORYLA16030, ORYLA14039, ORYLA14038, ORYLA04493, ORYLA03700	CAPO300633
OG0000693	ORYLA02446	CAPO307538
OG0000694	ORYLA12542, ORYLA12528, ORYLA11581, ORYLA01504, ORYLA17428	CAPO302468
OG0000696	ORYLA11558	CAPO305456
OG0000696	ORYLA20017	CAPO301422
OG0000697	ORYLA11027, ORYLA15671, ORYLA14169, ORYLA16050, ORYLA19221, ORYLA14074, ORYLA20196	CAPO304466, CAPO306724
OG0000699	ORYLA04436, ORYLA04234	CAPO306785, CAPO302735
OG0000701	ORYLA19420, ORYLA12504, ORYLA00020, ORYLA12503, ORYLA17945, ORYLA17338	CAPO306727
OG0000703	ORYLA18919, ORYLA10647, ORYLA20496, ORYLA20497	CAPO308078
OG0000706	ORYLA11599, ORYLA16017, ORYLA14235	CAPO301985
OG0000708	ORYLA08879	CAPO302130
OG0000708	ORYLA10826, ORYLA20261, ORYLA20260	CAPO300640
OG0000709	ORYLA00220, ORYLA07658, ORYLA12732, ORYLA04881	CAPO305451
OG0000711	ORYLA11208, ORYLA14841, ORYLA12753, ORYLA14544, ORYLA18961, ORYLA11207	CAPO304713
OG0000713	ORYLA07467, ORYLA04219, ORYLA08824	CAPO302804
OG0000715	ORYLA09817, ORYLA12236, ORYLA15759, ORYLA14371, ORYLA01682, ORYLA05499	CAPO305197
OG0000716	ORYLA09354, ORYLA09353, ORYLA11636, ORYLA05971	CAPO306457
OG0000717	ORYLA13429, ORYLA06965, ORYLA17839, ORYLA16592, ORYLA06101, ORYLA06102	CAPO302989
OG0000718	ORYLA08597, ORYLA08598, ORYLA18922, ORYLA01925, ORYLA05898, ORYLA06234	CAPO301597, CAPO306021
OG0000721	ORYLA03998, ORYLA17258, ORYLA01361, ORYLA04295, ORYLA09422, ORYLA08766, ORYLA11451, ORYLA10770	CAPO305154, CAPO301906
OG0000724	ORYLA00225, ORYLA11470, ORYLA10190	CAPO300826
OG0000726	ORYLA06212, ORYLA08613, ORYLA20148	CAPO302910
OG0000731	ORYLA04194, ORYLA09639, ORYLA07708, ORYLA07707	CAPO304569
OG0000732	ORYLA12890, ORYLA12891	CAPO304867
OG0000732	ORYLA17078, ORYLA17079, ORYLA00276, ORYLA13246	CAPO302445
OG0000733	ORYLA10736, ORYLA07377, ORYLA11454, ORYLA04800, ORYLA10355, ORYLA11839	CAPO301695
OG0000735	ORYLA11819, ORYLA05525, ORYLA05523, ORYLA05524, ORYLA05373, ORYLA10363	CAPO302824
OG0000736	ORYLA05420, ORYLA15781, ORYLA06602, ORYLA09862, ORYLA09293	CAPO306770
OG0000737	ORYLA05282, ORYLA02387, ORYLA17956	CAPO304586
OG0000743	ORYLA00778, ORYLA05798, ORYLA00731, ORYLA00777, ORYLA00730, ORYLA16675	CAPO306268
OG0000748	ORYLA17154	CAPO301276
OG0000751	ORYLA01802, ORYLA10300, ORYLA09790	CAPO302771
OG0000751	ORYLA06872	CAPO304118
OG0000752	ORYLA04164	CAPO300507
OG0000752	ORYLA06659	CAPO305335
OG0000753	ORYLA12199	CAPO301378
OG0000755	ORYLA06747, ORYLA12885, ORYLA20285, ORYLA05462, ORYLA01558	CAPO300267
OG0000757	ORYLA18438	CAPO307096
OG0000757	ORYLA08503	CAPO300067
OG0000758	ORYLA10334, ORYLA11982, ORYLA10388	CAPO305275
OG0000759	ORYLA09820, ORYLA08624, ORYLA09344, ORYLA06968, ORYLA16111, ORYLA09359, ORYLA08392, ORYLA09358	CAPO300473
OG0000761	ORYLA02885, ORYLA00688, ORYLA13190, ORYLA13191	CAPO305655
OG0000765	ORYLA06881, ORYLA17894, ORYLA19781	CAPO301853
OG0000766	ORYLA19966, ORYLA06092, ORYLA02010, ORYLA12914	CAPO300388
OG0000767	ORYLA10195, ORYLA03013, ORYLA03012, ORYLA11685, ORYLA11686	CAPO305367
OG0000768	ORYLA10953, ORYLA14746, ORYLA14526, ORYLA15814	CAPO306612, CAPO302492, CAPO307738, CAPO305672, CAPO305904
OG0000772	ORYLA01171, ORYLA00334	CAPO304708, CAPO302709
OG0000774	ORYLA06329, ORYLA12975, ORYLA11415, ORYLA20208	CAPO306995
OG0000775	ORYLA17590	CAPO306201
OG0000776	ORYLA01033, ORYLA19610, ORYLA04178	CAPO307356
OG0000779	ORYLA15552, ORYLA14213, ORYLA11734, ORYLA09089	CAPO300301
OG0000788	ORYLA17440, ORYLA11231, ORYLA08781, ORYLA19625, ORYLA13001	CAPO304590
OG0000791	ORYLA06970, ORYLA08877, ORYLA13748, ORYLA08756, ORYLA10037	CAPO304699
OG0000792	ORYLA05606, ORYLA19740, ORYLA17605, ORYLA17606, ORYLA02640	CAPO305838
OG0000793	ORYLA01551, ORYLA02378, ORYLA17395, ORYLA12138, ORYLA13478, ORYLA14798, ORYLA12617	CAPO301604
OG0000794	ORYLA03967, ORYLA03748, ORYLA17611, ORYLA17196	CAPO304031
OG0000797	ORYLA03892, ORYLA20421	CAPO307534
OG0000803	ORYLA19991, ORYLA11169	CAPO301668
OG0000810	ORYLA13646, ORYLA08587, ORYLA01680	CAPO305098, CAPO306601
OG0000813	ORYLA05187, ORYLA17560, ORYLA02694, ORYLA17561	CAPO300040, CAPO308168
OG0000814	ORYLA12200, ORYLA05497	CAPO307227
OG0000815	ORYLA09986, ORYLA09860, ORYLA09294	CAPO300838
OG0000816	ORYLA07660, ORYLA04702, ORYLA03384, ORYLA04785, ORYLA04786	CAPO304990
OG0000818	ORYLA00658	CAPO307028
OG0000818	ORYLA16735, ORYLA07797, ORYLA16670, ORYLA08170, ORYLA05788	CAPO307656
OG0000820	ORYLA01765, ORYLA05596, ORYLA06830, ORYLA09877, ORYLA16120	CAPO303993, CAPO304861, CAPO306914, CAPO301340, CAPO300173, CAPO302332, CAPO305090, CAPO300452
OG0000824	ORYLA03257, ORYLA03256, ORYLA04106, ORYLA00161, ORYLA03258	CAPO303788
OG0000825	ORYLA01475, ORYLA09556, ORYLA18879, ORYLA15482, ORYLA14599, ORYLA19869	CAPO305165, CAPO306157, CAPO306129
OG0000826	ORYLA15838	CAPO306060
OG0000827	ORYLA14107, ORYLA17385	CAPO304578
OG0000828	ORYLA12597, ORYLA17485, ORYLA17486	CAPO306023
OG0000828	ORYLA02288	CAPO307153
OG0000834	ORYLA14449, ORYLA15446, ORYLA00202, ORYLA13350, ORYLA06991, ORYLA09675, ORYLA08609	CAPO306233
OG0000836	ORYLA14809, ORYLA12408, ORYLA13624	CAPO306019, CAPO307821
OG0000837	ORYLA19078, ORYLA01945, ORYLA01944, ORYLA04744	CAPO308104, CAPO303511
OG0000838	ORYLA18293, ORYLA11142	CAPO303856
OG0000841	ORYLA01641, ORYLA15191, ORYLA11622	CAPO307470
OG0000844	ORYLA19051, ORYLA05848, ORYLA01886, ORYLA06955	CAPO306591, CAPO307267
OG0000845	ORYLA08554, ORYLA00988, ORYLA03586	CAPO303615
OG0000847	ORYLA07949	CAPO301759, CAPO307057
OG0000847	ORYLA16880	CAPO308298
OG0000849	ORYLA15667, ORYLA13688, ORYLA15402, ORYLA12370, ORYLA14601	CAPO304492
OG0000850	ORYLA10312, ORYLA12941	CAPO302141
OG0000850	ORYLA04650, ORYLA04651	CAPO306299
OG0000851	ORYLA09558, ORYLA08388	CAPO304092
OG0000852	ORYLA15572, ORYLA02133, ORYLA02134	CAPO307622
OG0000857	ORYLA13985, ORYLA15799, ORYLA14692, ORYLA12378	CAPO302559
OG0000858	ORYLA19678, ORYLA04524	CAPO306693
OG0000860	ORYLA00581, ORYLA16574, ORYLA18138, ORYLA18137, ORYLA02428, ORYLA13306	CAPO306338
OG0000871	ORYLA00890	CAPO300407
OG0000872	ORYLA20287, ORYLA15006, ORYLA10961	CAPO308293
OG0000873	ORYLA19811, ORYLA19784, ORYLA06856, ORYLA13004, ORYLA12613	CAPO307878
OG0000875	ORYLA13326, ORYLA07093, ORYLA03514, ORYLA19061	CAPO303418, CAPO302903
OG0000876	ORYLA08818, ORYLA06408, ORYLA15707, ORYLA20147, ORYLA09773, ORYLA18338	CAPO302150
OG0000877	ORYLA15563, ORYLA14210	CAPO304981
OG0000879	ORYLA15760, ORYLA10296	CAPO301982
OG0000881	ORYLA01916, ORYLA05888	CAPO301333, CAPO300020
OG0000881	ORYLA04374, ORYLA03100	CAPO308042
OG0000888	ORYLA05760, ORYLA12980, ORYLA06869	CAPO300320
OG0000889	ORYLA11414, ORYLA10267	CAPO302257
OG0000889	ORYLA16878	CAPO304144
OG0000890	ORYLA12538, ORYLA11745	CAPO304283
OG0000894	ORYLA07232, ORYLA00467	CAPO300968, CAPO300967
OG0000894	ORYLA07753, ORYLA17007, ORYLA16512	CAPO301227
OG0000896	ORYLA12742	CAPO301183
OG0000896	ORYLA18744, ORYLA04344	CAPO304049
OG0000897	ORYLA14707, ORYLA15784	CAPO306059
OG0000898	ORYLA08993	CAPO302619
OG0000899	ORYLA03598, ORYLA20446	CAPO300655
OG0000904	ORYLA01297, ORYLA12510, ORYLA19815	CAPO305539
OG0000909	ORYLA11368, ORYLA19848, ORYLA10623, ORYLA19127	CAPO300878
OG0000911	ORYLA16469, ORYLA08345, ORYLA09695, ORYLA13753	CAPO302608
OG0000912	ORYLA17948, ORYLA04947, ORYLA00892, ORYLA01289, ORYLA00420, ORYLA03978, ORYLA03457	CAPO302397
OG0000913	ORYLA01511	CAPO300255
OG0000914	ORYLA15437, ORYLA14317, ORYLA20258, ORYLA15690, ORYLA14429, ORYLA14695	CAPO302002
OG0000915	ORYLA15453, ORYLA11264, ORYLA13698, ORYLA19488, ORYLA14400, ORYLA15346	CAPO306555
OG0000921	ORYLA19667	CAPO300272
OG0000925	ORYLA19836, ORYLA09614	CAPO304563
OG0000928	ORYLA07148, ORYLA14647, ORYLA12139	CAPO301245
OG0000929	ORYLA07554, ORYLA09115, ORYLA04169, ORYLA11547, ORYLA02109	CAPO303494
OG0000931	ORYLA03954, ORYLA04942, ORYLA19930, ORYLA17563, ORYLA01332	CAPO303586
OG0000932	ORYLA03357	CAPO306783
OG0000933	ORYLA04779, ORYLA04142, ORYLA07694, ORYLA10078, ORYLA07695	CAPO304170
OG0000934	ORYLA09601, ORYLA11859	CAPO306946, CAPO300619
OG0000934	ORYLA16233, ORYLA10870	CAPO304006
OG0000935	ORYLA13027, ORYLA06809, ORYLA05774, ORYLA01692, ORYLA15882, ORYLA14011, ORYLA09839	CAPO307401
OG0000944	ORYLA09043, ORYLA04158, ORYLA01246	CAPO304090
OG0000952	ORYLA03901, ORYLA02988, ORYLA01232, ORYLA17229, ORYLA02987	CAPO300179
OG0000954	ORYLA20086	CAPO303535
OG0000954	ORYLA16756, ORYLA16757, ORYLA16758	CAPO305800
OG0000955	ORYLA17644	CAPO303429
OG0000955	ORYLA12176	CAPO301514
OG0000955	ORYLA19752	CAPO308190
OG0000960	ORYLA12743, ORYLA15353, ORYLA05468, ORYLA01555, ORYLA14514	CAPO304728
OG0000963	ORYLA13485, ORYLA06840, ORYLA06839, ORYLA17317, ORYLA13364	CAPO303990
OG0000965	ORYLA20470	CAPO305928
OG0000965	ORYLA07478	CAPO302148
OG0000967	ORYLA19755, ORYLA04962	CAPO304786
OG0000970	ORYLA17254, ORYLA02643	CAPO301807
OG0000974	ORYLA03871	CAPO306940
OG0000978	ORYLA08899, ORYLA06773, ORYLA14000, ORYLA15891, ORYLA12640, ORYLA07570	CAPO306307
OG0000982	ORYLA13484, ORYLA06837, ORYLA05721, ORYLA17666, ORYLA02909	CAPO301371
OG0000984	ORYLA14092, ORYLA13312	CAPO307940
OG0000985	ORYLA02598, ORYLA08267, ORYLA04784, ORYLA01425	CAPO304864
OG0000986	ORYLA02350, ORYLA05019, ORYLA08270, ORYLA02693, ORYLA17557	CAPO305058
OG0000987	ORYLA08918, ORYLA06392, ORYLA13755, ORYLA15702, ORYLA09779	CAPO306365
OG0000992	ORYLA16313, ORYLA19691, ORYLA01948	CAPO308244
OG0000993	ORYLA08621	CAPO303930
OG0000994	ORYLA11419	CAPO306999
OG0000996	ORYLA01364, ORYLA09102, ORYLA20110	CAPO304603
OG0000997	ORYLA12756, ORYLA03206, ORYLA04500	CAPO306501
OG0000999	ORYLA17143, ORYLA07960, ORYLA15047	CAPO303484, CAPO302236
OG0001006	ORYLA00587, ORYLA17469, ORYLA06935	CAPO308145
OG0001009	ORYLA10070, ORYLA02205	CAPO305830
OG0001015	ORYLA16717, ORYLA08292, ORYLA00642	CAPO304771
OG0001016	ORYLA08912	CAPO300038
OG0001016	ORYLA08838	CAPO302596
OG0001024	ORYLA01426, ORYLA10777, ORYLA04903, ORYLA17767, ORYLA18366	CAPO300862
OG0001033	ORYLA02412, ORYLA17551	CAPO305083
OG0001033	ORYLA13566, ORYLA13207	CAPO300376
OG0001036	ORYLA15963, ORYLA02163, ORYLA05632, ORYLA14277	CAPO301917
OG0001037	ORYLA18034, ORYLA02947, ORYLA08956	CAPO306107
OG0001039	ORYLA17932, ORYLA14221	CAPO305080
OG0001042	ORYLA11092, ORYLA20004, ORYLA16045, ORYLA14257, ORYLA15929, ORYLA14996, ORYLA11093	CAPO301530
OG0001046	ORYLA16931, ORYLA16932, ORYLA16930, ORYLA00538, ORYLA00652, ORYLA16674, ORYLA00732	CAPO304357
OG0001048	ORYLA17951, ORYLA07722, ORYLA05078, ORYLA02542, ORYLA04597	CAPO306868
OG0001049	ORYLA15462, ORYLA10866	CAPO306151
OG0001049	ORYLA03790, ORYLA15642	CAPO305769
OG0001050	ORYLA10628	CAPO306892
OG0001050	ORYLA15890, ORYLA11461, ORYLA12452, ORYLA15112, ORYLA06038	CAPO306760
OG0001060	ORYLA00952	CAPO307547, CAPO305773, CAPO307224, CAPO305772, CAPO301879
OG0001060	ORYLA11754	CAPO302777
OG0001062	ORYLA17093, ORYLA00055, ORYLA13062, ORYLA07081, ORYLA13265	CAPO300111
OG0001066	ORYLA20216, ORYLA18727, ORYLA15524, ORYLA20141, ORYLA15783, ORYLA11478	CAPO305156
OG0001072	ORYLA17591, ORYLA18588	CAPO304331
OG0001073	ORYLA01147, ORYLA12256	CAPO307880
OG0001075	ORYLA05471, ORYLA05470, ORYLA05472, ORYLA10387	CAPO305658
OG0001076	ORYLA04025, ORYLA03193, ORYLA12782	CAPO306580
OG0001078	ORYLA11135, ORYLA15991, ORYLA14030, ORYLA16359, ORYLA08030, ORYLA19617	CAPO300211
OG0001082	ORYLA16190, ORYLA14374	CAPO306944
OG0001083	ORYLA08355, ORYLA01216, ORYLA10438	CAPO306339
OG0001085	ORYLA13813, ORYLA16003, ORYLA14313, ORYLA10899, ORYLA10898, ORYLA14405	CAPO305936
OG0001092	ORYLA00474, ORYLA04030, ORYLA03185, ORYLA00476	CAPO303664
OG0001095	ORYLA13938, ORYLA08700, ORYLA02122	CAPO303064
OG0001096	ORYLA08777, ORYLA09557	CAPO308143
OG0001101	ORYLA10929	CAPO301529
OG0001104	ORYLA12177, ORYLA01647, ORYLA11309	CAPO306923
OG0001106	ORYLA19381, ORYLA20354	CAPO307850
OG0001108	ORYLA14450, ORYLA18375	CAPO300863
OG0001113	ORYLA00138	CAPO304589
OG0001116	ORYLA08841, ORYLA16423, ORYLA08216	CAPO303103
OG0001120	ORYLA09736, ORYLA03903, ORYLA01234	CAPO300555
OG0001121	ORYLA05153, ORYLA20092	CAPO305030
OG0001123	ORYLA09262	CAPO305010
OG0001123	ORYLA17704	CAPO307047
OG0001124	ORYLA08277, ORYLA02278	CAPO307326
OG0001126	ORYLA07447	CAPO301067
OG0001126	ORYLA14267	CAPO308119
OG0001128	ORYLA04096, ORYLA11339, ORYLA10410, ORYLA03669	CAPO301710
OG0001129	ORYLA15169, ORYLA12442, ORYLA05461	CAPO306230
OG0001132	ORYLA15693	CAPO303538
OG0001133	ORYLA01655	CAPO302577
OG0001133	ORYLA02500	CAPO300360
OG0001134	ORYLA16671	CAPO304261
OG0001135	ORYLA16838, ORYLA16856	CAPO304787
OG0001136	ORYLA13203, ORYLA06530, ORYLA12133	CAPO301949
OG0001137	ORYLA03035, ORYLA00090, ORYLA03842	CAPO308164
OG0001139	ORYLA15805, ORYLA14857, ORYLA11008	CAPO300537
OG0001140	ORYLA05368, ORYLA02157, ORYLA10675	CAPO308326
OG0001142	ORYLA07693	CAPO304790
OG0001143	ORYLA11035, ORYLA12195, ORYLA06058	CAPO304300
OG0001144	ORYLA15705, ORYLA20146, ORYLA09889, ORYLA05611, ORYLA01834, ORYLA01835	CAPO307577
OG0001146	ORYLA13499, ORYLA13500, ORYLA15595, ORYLA07425	CAPO300511
OG0001149	ORYLA01670, ORYLA13258	CAPO305549
OG0001156	ORYLA14447, ORYLA15424, ORYLA17150, ORYLA10003	CAPO306962
OG0001158	ORYLA13950, ORYLA15560, ORYLA06290, ORYLA20120, ORYLA13611	CAPO302639
OG0001160	ORYLA11144, ORYLA18207	CAPO304743
OG0001161	ORYLA14942, ORYLA12582, ORYLA02883	CAPO301112
OG0001163	ORYLA08093, ORYLA04995	CAPO301684, CAPO307755, CAPO304886
OG0001167	ORYLA10169, ORYLA12428, ORYLA04713	CAPO307849
OG0001168	ORYLA01742, ORYLA14387, ORYLA15300	CAPO301546
OG0001169	ORYLA17081, ORYLA03593	CAPO301751
OG0001170	ORYLA04285, ORYLA11372, ORYLA03658	CAPO302766
OG0001171	ORYLA09088, ORYLA11731, ORYLA02030, ORYLA05693, ORYLA15553	CAPO300420
OG0001175	ORYLA17323, ORYLA17834, ORYLA02704	CAPO304133, CAPO306812
OG0001179	ORYLA12445, ORYLA14131	CAPO300184
OG0001181	ORYLA09302, ORYLA06967, ORYLA16422	CAPO301983
OG0001183	ORYLA01780, ORYLA16340, ORYLA08337	CAPO301096
OG0001184	ORYLA01867	CAPO306392
OG0001185	ORYLA01991, ORYLA19744, ORYLA04885	CAPO303366
OG0001186	ORYLA06474, ORYLA12462, ORYLA14584	CAPO302303
OG0001186	ORYLA12305	CAPO307451
OG0001188	ORYLA07684, ORYLA03103, ORYLA10083, ORYLA04742	CAPO300558
OG0001196	ORYLA06003, ORYLA06002, ORYLA02011, ORYLA03783	CAPO301570
OG0001197	ORYLA13277	CAPO306552
OG0001199	ORYLA11679	CAPO305690
OG0001201	ORYLA15842, ORYLA14298, ORYLA15310	CAPO302220
OG0001202	ORYLA09275	CAPO306186
OG0001207	ORYLA10023	CAPO305627
OG0001207	ORYLA09156, ORYLA16388, ORYLA08504	CAPO302093
OG0001208	ORYLA06825, ORYLA09868, ORYLA01795	CAPO300830
OG0001209	ORYLA07316, ORYLA00319	CAPO302948
OG0001210	ORYLA11799	CAPO300919
OG0001213	ORYLA08112	CAPO304729
OG0001213	ORYLA02321	CAPO303632
OG0001214	ORYLA09019	CAPO304780
OG0001215	ORYLA06541, ORYLA08559, ORYLA09761, ORYLA09762, ORYLA16114, ORYLA14222	CAPO302583
OG0001216	ORYLA07420, ORYLA05840, ORYLA12067, ORYLA15267	CAPO307997
OG0001217	ORYLA04237, ORYLA01368, ORYLA10596, ORYLA10595, ORYLA10337	CAPO306810
OG0001218	ORYLA05869, ORYLA01891, ORYLA14508, ORYLA07468	CAPO307457
OG0001221	ORYLA07491	CAPO307765
OG0001226	ORYLA03653, ORYLA03655, ORYLA03654, ORYLA03656, ORYLA01461, ORYLA01460, ORYLA11722, ORYLA02207	CAPO307936
OG0001232	ORYLA17130	CAPO304224
OG0001233	ORYLA07453	CAPO303591
OG0001234	ORYLA05594, ORYLA02233, ORYLA19956	CAPO307897
OG0001241	ORYLA15497	CAPO303368
OG0001241	ORYLA01008	CAPO304888
OG0001247	ORYLA10879, ORYLA15933, ORYLA18030	CAPO303193, CAPO307423
OG0001248	ORYLA08537, ORYLA07036, ORYLA14359, ORYLA16193	CAPO303079
OG0001249	ORYLA13090, ORYLA00311, ORYLA06571, ORYLA12934, ORYLA13089	CAPO306922
OG0001250	ORYLA17061, ORYLA00854, ORYLA07782, ORYLA16768	CAPO302323
OG0001251	ORYLA08970	CAPO302019
OG0001252	ORYLA19528, ORYLA08946, ORYLA13487	CAPO300016
OG0001253	ORYLA10839, ORYLA15354, ORYLA15393, ORYLA18494, ORYLA10838, ORYLA14430, ORYLA15691	CAPO306156
OG0001254	ORYLA12036, ORYLA14643	CAPO307546
OG0001261	ORYLA07239, ORYLA00479, ORYLA09455	CAPO302839
OG0001263	ORYLA17939, ORYLA08064, ORYLA07820, ORYLA17132	CAPO301777
OG0001267	ORYLA18685, ORYLA17985, ORYLA00677	CAPO307578
OG0001268	ORYLA13833, ORYLA00335, ORYLA15813	CAPO303692
OG0001270	ORYLA07988	CAPO306176
OG0001270	ORYLA18804	CAPO304393
OG0001271	ORYLA09251, ORYLA07889, ORYLA14013	CAPO302779
OG0001272	ORYLA07941, ORYLA03248, ORYLA04104, ORYLA01178	CAPO305566
OG0001273	ORYLA12209, ORYLA13178, ORYLA06380, ORYLA02385, ORYLA17660	CAPO301889
OG0001274	ORYLA06279, ORYLA00711, ORYLA02589, ORYLA18123	CAPO308194
OG0001276	ORYLA03566, ORYLA18522, ORYLA01477	CAPO302888
OG0001278	ORYLA16678, ORYLA00727, ORYLA13327	CAPO306229
OG0001279	ORYLA04097, ORYLA03712, ORYLA10544, ORYLA04878, ORYLA00122	CAPO302733
OG0001280	ORYLA19967, ORYLA06847, ORYLA12954, ORYLA19875, ORYLA00452	CAPO300326
OG0001281	ORYLA03725, ORYLA20463, ORYLA18306, ORYLA20026, ORYLA07382	CAPO304088, CAPO303543
OG0001282	ORYLA04230, ORYLA10205, ORYLA08831	CAPO303595
OG0001284	ORYLA09027, ORYLA01634, ORYLA14635	CAPO300970
OG0001285	ORYLA10432, ORYLA05192, ORYLA17636, ORYLA14476	CAPO304179
OG0001286	ORYLA12022, ORYLA07959, ORYLA17144	CAPO303892
OG0001287	ORYLA03902, ORYLA01233, ORYLA09735, ORYLA00961	CAPO302822, CAPO304538
OG0001288	ORYLA02421, ORYLA14902, ORYLA02420	CAPO302651
OG0001289	ORYLA10464, ORYLA05150	CAPO306071
OG0001290	ORYLA18055, ORYLA19128, ORYLA12183, ORYLA14552, ORYLA19558, ORYLA18829	CAPO302574
OG0001291	ORYLA17986, ORYLA07358, ORYLA01427, ORYLA04147	CAPO300695
OG0001294	ORYLA10122, ORYLA11435	CAPO304223
OG0001295	ORYLA09340, ORYLA09900, ORYLA08242, ORYLA17167, ORYLA01819	CAPO306210
OG0001296	ORYLA07385, ORYLA00095, ORYLA19357, ORYLA19356	CAPO308260
OG0001297	ORYLA10966, ORYLA14020, ORYLA15796, ORYLA12085	CAPO305437
OG0001300	ORYLA01386, ORYLA10216, ORYLA09658, ORYLA04280	CAPO303702, CAPO301019, CAPO300154
OG0001302	ORYLA12923	CAPO302654
OG0001302	ORYLA05687	CAPO302215
OG0001304	ORYLA06728, ORYLA06729, ORYLA12651, ORYLA06796, ORYLA13823, ORYLA13822	CAPO302419
OG0001305	ORYLA18154, ORYLA00057, ORYLA17092, ORYLA02873, ORYLA06351	CAPO304488
OG0001308	ORYLA12511, ORYLA01298, ORYLA19818, ORYLA19817	CAPO300432
