Orthogroup	ORYLA	DROME
OG0000183	ORYLA03838, ORYLA03086, ORYLA10707, ORYLA07386, ORYLA05009, ORYLA00092	DROME07200, DROME07199, DROME07201, DROME07198, DROME07192, DROME07195, DROME07191, DROME07194, DROME07196, DROME07193
OG0000183	ORYLA03426, ORYLA09404, ORYLA03815	DROME07008
OG0000185	ORYLA13347, ORYLA06994, ORYLA13348	DROME20734, DROME20737, DROME20736, DROME20733, DROME20732, DROME20735
OG0000185	ORYLA12658, ORYLA02266, ORYLA07574	DROME12225, DROME12226
OG0000185	ORYLA11753, ORYLA05335	DROME03791, DROME03792
OG0000188	ORYLA02679, ORYLA17741, ORYLA00508	DROME16886, DROME16887
OG0000195	ORYLA09172, ORYLA07416	DROME10558, DROME10557, DROME10559, DROME09087
OG0000197	ORYLA02119, ORYLA10283, ORYLA11398, ORYLA10168, ORYLA05652	DROME14335, DROME14334, DROME14336
OG0000198	ORYLA19780, ORYLA16521	DROME17687
OG0000200	ORYLA13420, ORYLA03633	DROME04138, DROME04137, DROME04136, DROME04135, DROME04133, DROME04134, DROME04139, DROME04140, DROME06874, DROME04143, DROME04206, DROME03566, DROME03565, DROME01582, DROME04144
OG0000201	ORYLA16516, ORYLA00614, ORYLA00794, ORYLA17010	DROME11047
OG0000201	ORYLA17554, ORYLA04556, ORYLA03543	DROME19450
OG0000201	ORYLA11410, ORYLA04401, ORYLA17966	DROME18513, DROME18512, DROME18511, DROME18514
OG0000202	ORYLA08109, ORYLA18114, ORYLA17987, ORYLA05097, ORYLA08265, ORYLA07710, ORYLA01328, ORYLA04936, ORYLA08130, ORYLA06184	DROME14920, DROME14921
OG0000203	ORYLA02186, ORYLA05651, ORYLA02226	DROME04489
OG0000203	ORYLA03787	DROME17201, DROME17204, DROME17194, DROME17195, DROME17203, DROME17199, DROME17193, DROME21480
OG0000204	ORYLA14989, ORYLA12052, ORYLA10864	DROME20315, DROME20314, DROME20316, DROME20317, DROME15810, DROME15809, DROME15807, DROME15808
OG0000204	ORYLA14833, ORYLA12329, ORYLA11040	DROME10849, DROME10848
OG0000205	ORYLA10735, ORYLA11823, ORYLA04847, ORYLA00096	DROME20772, DROME20771, DROME20775, DROME20777, DROME20773, DROME20774, DROME20776
OG0000205	ORYLA08886, ORYLA07839, ORYLA16466, ORYLA01806	DROME06842, DROME06843
OG0000205	ORYLA08887, ORYLA07906, ORYLA16386, ORYLA08645, ORYLA09823	DROME08187
OG0000207	ORYLA12926, ORYLA15852, ORYLA20450, ORYLA04172, ORYLA06174, ORYLA15820	DROME06000
OG0000208	ORYLA16091, ORYLA04477, ORYLA03969, ORYLA14541	DROME02132
OG0000211	ORYLA04972	DROME17290
OG0000220	ORYLA00491, ORYLA02670, ORYLA08075, ORYLA04983, ORYLA02915	DROME16094, DROME16093, DROME16092, DROME21087, DROME21089, DROME21088
OG0000222	ORYLA03527, ORYLA14496, ORYLA13104, ORYLA13105	DROME09565, DROME16074, DROME09564, DROME04893, DROME12542, DROME12543, DROME13909, DROME07721, DROME07723, DROME07722, DROME20893, DROME03346, DROME18058, DROME18059
OG0000223	ORYLA10038, ORYLA11518	DROME10256
OG0000225	ORYLA10962, ORYLA15835, ORYLA13765, ORYLA15534, ORYLA19091, ORYLA15739, ORYLA02794, ORYLA01507	DROME11929
OG0000226	ORYLA08515	DROME14660
OG0000227	ORYLA09705, ORYLA16473	DROME20242
OG0000227	ORYLA08058, ORYLA16479, ORYLA19592	DROME06362, DROME06368, DROME06369, DROME06365
OG0000227	ORYLA07005, ORYLA07006, ORYLA13332	DROME04927, DROME04926
OG0000229	ORYLA09298, ORYLA09346	DROME04047
OG0000231	ORYLA01387, ORYLA04281, ORYLA19832, ORYLA13508, ORYLA19448, ORYLA09456	DROME06449, DROME06448
OG0000231	ORYLA08962	DROME07628, DROME07629
OG0000232	ORYLA20493	DROME02286, DROME02285, DROME02281, DROME02282
OG0000234	ORYLA13000, ORYLA14105, ORYLA12637, ORYLA05772, ORYLA01693	DROME11138, DROME11135, DROME11141, DROME11133, DROME11139, DROME11144, DROME11137, DROME11134, DROME11136, DROME11140, DROME11145, DROME11132, DROME11143
OG0000234	ORYLA11249, ORYLA14751	DROME02357, DROME02356, DROME02359, DROME02355, DROME02358, DROME02367, DROME02366, DROME02368, DROME02364, DROME02365
OG0000235	ORYLA07335	DROME11735
OG0000236	ORYLA12896, ORYLA06350	DROME03355
OG0000238	ORYLA07768	DROME01901, DROME01902
OG0000238	ORYLA07061, ORYLA18743, ORYLA15964, ORYLA06983	DROME05364, DROME05367, DROME05366, DROME05365, DROME05361, DROME05360, DROME05362, DROME05359, DROME05357, DROME05358
OG0000239	ORYLA16412, ORYLA07887, ORYLA08904, ORYLA06616, ORYLA09375, ORYLA08385	DROME05270, DROME05269, DROME05271, DROME05268
OG0000239	ORYLA11432, ORYLA10759	DROME19712, DROME19710, DROME19709, DROME19707, DROME19705, DROME19704, DROME19703, DROME19706, DROME19702, DROME19701, DROME19711, DROME19708
OG0000239	ORYLA19462, ORYLA07829, ORYLA05627, ORYLA01800	DROME03549, DROME03548, DROME03550, DROME03551
OG0000240	ORYLA18684	DROME20536, DROME04915, DROME04914, DROME21863, DROME21862
OG0000242	ORYLA11284, ORYLA20306	DROME19192, DROME19194, DROME19193, DROME19191, DROME20266, DROME20267, DROME20264, DROME20265
OG0000246	ORYLA17250	DROME13185, DROME13186, DROME13188, DROME13187
OG0000248	ORYLA10227	DROME01997, DROME05927, DROME05926, DROME05929, DROME05928
OG0000249	ORYLA12187, ORYLA13559, ORYLA06845, ORYLA17407, ORYLA06062, ORYLA01610	DROME06788, DROME01687, DROME01688, DROME01683, DROME01684, DROME01686, DROME01685
OG0000250	ORYLA14962	DROME14382
OG0000250	ORYLA16891	DROME11256, DROME11255, DROME11257
OG0000251	ORYLA19579, ORYLA14495	DROME21783
OG0000251	ORYLA09347, ORYLA13883, ORYLA03324	DROME12998, DROME12997
OG0000255	ORYLA04331	DROME15943
OG0000255	ORYLA12113	DROME20722, DROME05791, DROME18596
OG0000256	ORYLA02742, ORYLA16602, ORYLA00877	DROME08251, DROME08252, DROME07911, DROME07910, DROME02059, DROME02058
OG0000257	ORYLA07342, ORYLA19508, ORYLA14895	DROME01840, DROME01838, DROME01839, DROME01837
OG0000258	ORYLA05816, ORYLA16736, ORYLA00803, ORYLA19450, ORYLA00543	DROME06596, DROME06597, DROME06595, DROME06598, DROME06594
OG0000258	ORYLA13731, ORYLA14055, ORYLA11238	DROME20383
OG0000258	ORYLA10418, ORYLA04818, ORYLA08148	DROME17641, DROME17639, DROME17640
OG0000260	ORYLA10907, ORYLA18428, ORYLA15874	DROME17607, DROME17608, DROME17606
OG0000260	ORYLA17877, ORYLA08131, ORYLA01145	DROME16635, DROME16636
OG0000265	ORYLA12872, ORYLA06630, ORYLA16609, ORYLA00871, ORYLA18135, ORYLA02583	DROME20971, DROME20976, DROME20973, DROME20972, DROME20977, DROME20974, DROME20975
OG0000265	ORYLA17739, ORYLA10912, ORYLA14726	DROME00452
OG0000266	ORYLA00536	DROME08002, DROME09124
OG0000268	ORYLA05672, ORYLA09801, ORYLA05671	DROME00943, DROME00944
OG0000270	ORYLA04819, ORYLA10416, ORYLA10417, ORYLA03104	DROME17877, DROME17878, DROME17879
OG0000270	ORYLA04109, ORYLA11496	DROME14671, DROME14672, DROME14673, DROME14674
OG0000270	ORYLA10746, ORYLA03400	DROME08572, DROME08571, DROME08577, DROME08573, DROME08576, DROME08574, DROME08575
OG0000271	ORYLA19394, ORYLA07853, ORYLA07854, ORYLA16440, ORYLA12237, ORYLA01772, ORYLA18841, ORYLA19666, ORYLA08907, ORYLA06205	DROME03592
OG0000272	ORYLA04557, ORYLA03537	DROME15587, DROME15589, DROME15586, DROME15588
OG0000272	ORYLA05346, ORYLA10396, ORYLA15887, ORYLA20158	DROME05031, DROME05029, DROME05030
OG0000273	ORYLA13171	DROME09248, DROME09247, DROME10822, DROME20533
OG0000273	ORYLA05785, ORYLA16265, ORYLA00791	DROME11374, DROME11373, DROME18659, DROME18660, DROME13047
OG0000273	ORYLA17595	DROME08809, DROME08810
OG0000273	ORYLA11307	DROME18369
OG0000275	ORYLA10602	DROME13685
OG0000275	ORYLA01109	DROME06338
OG0000277	ORYLA07913, ORYLA13592, ORYLA17906	DROME03338, DROME03337, DROME03339, DROME03340, DROME03341, DROME03342
OG0000277	ORYLA04770, ORYLA02631, ORYLA17515, ORYLA01293	DROME03640, DROME03639, DROME21210, DROME21209, DROME08160
OG0000278	ORYLA04407	DROME09269
OG0000278	ORYLA13179	DROME00752
OG0000278	ORYLA04766	DROME02023
OG0000280	ORYLA17698	DROME14500, DROME14502, DROME14501, DROME14499
OG0000280	ORYLA12009, ORYLA14903	DROME06229
OG0000282	ORYLA00210, ORYLA09022	DROME05714
OG0000282	ORYLA01496	DROME11686
OG0000284	ORYLA12966, ORYLA01651, ORYLA17103, ORYLA18256	DROME17657
OG0000284	ORYLA20455, ORYLA00383	DROME09381, DROME09382
OG0000285	ORYLA18449, ORYLA08261	DROME00993
OG0000287	ORYLA02857, ORYLA04080, ORYLA03158	DROME21610, DROME21611, DROME21612, DROME21613
OG0000288	ORYLA06317	DROME03357, DROME03358, DROME01394, DROME03352, DROME03350, DROME03351, DROME01393
OG0000289	ORYLA13565, ORYLA06948, ORYLA17464	DROME14029, DROME14030, DROME14032, DROME14033, DROME16652, DROME14031, DROME07017, DROME07018, DROME16470, DROME04966, DROME16392, DROME16393, DROME16389, DROME16394, DROME13607, DROME12960, DROME12961, DROME12959, DROME12962
OG0000289	ORYLA11776	DROME10658, DROME10659
OG0000296	ORYLA17335, ORYLA12148	DROME19290, DROME19291
OG0000299	ORYLA06308, ORYLA15623	DROME07127, DROME07124, DROME07123
OG0000300	ORYLA05324	DROME21869
OG0000301	ORYLA04812, ORYLA01309, ORYLA19598, ORYLA07696	DROME01100, DROME01102, DROME01101
OG0000301	ORYLA11071, ORYLA15337, ORYLA12907	DROME18912, DROME14231, DROME14230
OG0000302	ORYLA08419	DROME06085
OG0000303	ORYLA16302	DROME17507, DROME19687
OG0000305	ORYLA05505	DROME05696, DROME05695, DROME05694, DROME14843, DROME05690, DROME05691, DROME05692
OG0000305	ORYLA02167, ORYLA05631, ORYLA20085, ORYLA06691, ORYLA14370, ORYLA15761	DROME04466
OG0000306	ORYLA04450, ORYLA08161, ORYLA04852, ORYLA02312, ORYLA17215, ORYLA00329, ORYLA19413	DROME18377, DROME18374, DROME18379, DROME18378, DROME18380, DROME18375, DROME18381, DROME18376
OG0000308	ORYLA01851	DROME05159
OG0000308	ORYLA08982	DROME12865
OG0000310	ORYLA09618	DROME16770
OG0000312	ORYLA12072, ORYLA02919	DROME07843, DROME07844, DROME07846, DROME07845
OG0000312	ORYLA07558	DROME16932
OG0000312	ORYLA20410, ORYLA04032	DROME10814, DROME10815
OG0000313	ORYLA07713, ORYLA09993	DROME15510
OG0000313	ORYLA12846, ORYLA05854	DROME02549, DROME02550
OG0000314	ORYLA07735, ORYLA16991, ORYLA16992, ORYLA16282, ORYLA05811	DROME09997, DROME09992, DROME09995, DROME09999, DROME09991, DROME09996, DROME09998, DROME10001, DROME09993, DROME10000, DROME09994
OG0000315	ORYLA10390, ORYLA03355	DROME13631
OG0000315	ORYLA09757, ORYLA06311, ORYLA09200	DROME06438, DROME06439, DROME06437
OG0000316	ORYLA05028, ORYLA00489, ORYLA00488	DROME10369
OG0000316	ORYLA06812, ORYLA13482	DROME07384
OG0000317	ORYLA11482, ORYLA19885, ORYLA01724, ORYLA05343	DROME12241
OG0000321	ORYLA12958, ORYLA02627	DROME16482
OG0000321	ORYLA16703, ORYLA00623	DROME05701, DROME05702
OG0000321	ORYLA09493, ORYLA09170, ORYLA01006, ORYLA09494, ORYLA09171	DROME13031
OG0000322	ORYLA02330, ORYLA02329	DROME08431, DROME08430, DROME08432, DROME15309, DROME03869, DROME08433, DROME01395, DROME01498, DROME00116, DROME16124, DROME08429
OG0000323	ORYLA06414, ORYLA19842, ORYLA10008	DROME18717, DROME18722, DROME18719, DROME18716, DROME18712, DROME18721, DROME18718, DROME18714, DROME18715, DROME18723, DROME18720, DROME18713
OG0000324	ORYLA07966, ORYLA20418, ORYLA04710, ORYLA08782	DROME20725
OG0000326	ORYLA13891, ORYLA06903, ORYLA03641, ORYLA04182	DROME20026, DROME20030, DROME20027, DROME20025, DROME20029, DROME20028, DROME20024
OG0000332	ORYLA02409	DROME16141
OG0000333	ORYLA02740	DROME19659
OG0000338	ORYLA03979, ORYLA03456, ORYLA02319	DROME21194, DROME21193
OG0000338	ORYLA17367, ORYLA06348	DROME21975
OG0000338	ORYLA01999, ORYLA20309, ORYLA06130	DROME04558
OG0000339	ORYLA13968	DROME16744
OG0000341	ORYLA09071, ORYLA11727, ORYLA13974, ORYLA02031	DROME01201, DROME01199, DROME01200
OG0000342	ORYLA15618	DROME17456
OG0000343	ORYLA11766, ORYLA05311, ORYLA03936, ORYLA03297	DROME13475, DROME13478, DROME13474, DROME13476, DROME13480, DROME13477, DROME13473, DROME13481, DROME13479
OG0000344	ORYLA04585, ORYLA07404, ORYLA00179, ORYLA17833, ORYLA14335, ORYLA16434, ORYLA18073	DROME19431
OG0000346	ORYLA17074, ORYLA17069, ORYLA00274, ORYLA18239, ORYLA06649, ORYLA13251, ORYLA13252, ORYLA02973	DROME17127, DROME17125, DROME17122, DROME17126, DROME17124, DROME17129, DROME17130, DROME17128, DROME17131, DROME17134, DROME17137, DROME17133, DROME17136, DROME17135, DROME17132, DROME17139, DROME17138
OG0000350	ORYLA15941, ORYLA15940, ORYLA14279, ORYLA08983, ORYLA05129, ORYLA01930	DROME03410, DROME08099
OG0000350	ORYLA09458, ORYLA10263, ORYLA11347	DROME00438
OG0000352	ORYLA02626, ORYLA13214, ORYLA13215, ORYLA16805, ORYLA00708, ORYLA00709	DROME14143, DROME14145, DROME14147, DROME14146, DROME14148, DROME14144
OG0000353	ORYLA17564, ORYLA02784, ORYLA04909, ORYLA00328	DROME09963, DROME09967, DROME09962, DROME09961, DROME09960, DROME09954, DROME09959, DROME09952, DROME09965, DROME09966, DROME09964, DROME09957, DROME09953, DROME09955, DROME09969, DROME09968, DROME18221
OG0000356	ORYLA03036	DROME01295, DROME01294
OG0000356	ORYLA20188, ORYLA13681	DROME01953
OG0000357	ORYLA01112, ORYLA00674, ORYLA02665, ORYLA17822	DROME13834
OG0000358	ORYLA20349	DROME07474
OG0000358	ORYLA11098, ORYLA15332	DROME00466, DROME00200, DROME00199
OG0000359	ORYLA09391, ORYLA16382	DROME11803
OG0000363	ORYLA12525, ORYLA06099, ORYLA19085, ORYLA08262, ORYLA01904	DROME18487
OG0000367	ORYLA11251, ORYLA13727, ORYLA14050	DROME13648, DROME13646, DROME13647
OG0000367	ORYLA15500, ORYLA07069, ORYLA11818	DROME15189, DROME15190, DROME15188
OG0000371	ORYLA07825, ORYLA07827, ORYLA07826, ORYLA07824	DROME01678, DROME02633, DROME02636
OG0000372	ORYLA16999, ORYLA12426	DROME09531
OG0000373	ORYLA10269, ORYLA07659	DROME20049, DROME20050
OG0000374	ORYLA19024, ORYLA09807, ORYLA15744	DROME04717, DROME04718, DROME04716
OG0000374	ORYLA04768, ORYLA17516, ORYLA02630	DROME00970, DROME00969, DROME00968, DROME00971
OG0000374	ORYLA15743, ORYLA10304, ORYLA09808	DROME04429, DROME04427, DROME04428
OG0000375	ORYLA16528, ORYLA07976, ORYLA16760, ORYLA08298, ORYLA07775, ORYLA08187, ORYLA08185, ORYLA16640	DROME21630
OG0000375	ORYLA04642	DROME07013
OG0000378	ORYLA05982, ORYLA05320, ORYLA08586, ORYLA09562, ORYLA01469	DROME09766, DROME09767
OG0000378	ORYLA04523, ORYLA09575, ORYLA01926, ORYLA05901	DROME02404, DROME02403, DROME02400, DROME02401
OG0000379	ORYLA03532	DROME09607
OG0000379	ORYLA08182	DROME21997, DROME22000, DROME21995, DROME22001, DROME21994, DROME21998
OG0000379	ORYLA00689	DROME02844
OG0000379	ORYLA02012	DROME07921
OG0000382	ORYLA15461, ORYLA14549, ORYLA11229	DROME01475
OG0000384	ORYLA19370	DROME14888, DROME14889
OG0000384	ORYLA05624	DROME03187, DROME03190, DROME03189, DROME03188
OG0000385	ORYLA09843, ORYLA08652, ORYLA05706	DROME05997, DROME09713, DROME09714, DROME09715, DROME05708, DROME05707
OG0000389	ORYLA03228	DROME11981, DROME11983, DROME01212, DROME11984, DROME11980, DROME17629, DROME17996, DROME17997, DROME18001, DROME18002, DROME17964, DROME17950, DROME17951, DROME17954, DROME17949
OG0000389	ORYLA19978, ORYLA08372, ORYLA04896	DROME17945
OG0000392	ORYLA06665, ORYLA13229	DROME13919, DROME13921, DROME13920
OG0000393	ORYLA17272	DROME13321, DROME05811, DROME00250, DROME16370, DROME16369, DROME13323, DROME02418, DROME13322
OG0000393	ORYLA18186	DROME20684
OG0000395	ORYLA03651, ORYLA03851, ORYLA04258, ORYLA03410	DROME10093, DROME10091, DROME10092, DROME09845, DROME09844, DROME09843, DROME09842, DROME09841, DROME09835, DROME09840, DROME09836, DROME09837, DROME09838, DROME09839, DROME09834, DROME09846, DROME09847, DROME04257, DROME04288, DROME04261, DROME04269, DROME04291, DROME04254, DROME04270, DROME04235, DROME04287, DROME04249, DROME04271, DROME04233, DROME04250, DROME04252, DROME04302, DROME04290, DROME04263, DROME04283, DROME04260, DROME04243, DROME04262, DROME04298, DROME04297, DROME04272, DROME04267, DROME04232, DROME04251, DROME04265, DROME04281, DROME04264, DROME04280, DROME04248, DROME04275, DROME04299, DROME04237, DROME04300, DROME04229, DROME04296, DROME04256, DROME04285, DROME04282, DROME04279, DROME04239, DROME04253, DROME04273, DROME04259, DROME04286, DROME04258, DROME04234, DROME04241, DROME04266, DROME04238, DROME04295, DROME04242, DROME04247, DROME04293, DROME04289, DROME04301, DROME04246, DROME04231, DROME04278
OG0000397	ORYLA10415	DROME14885
OG0000399	ORYLA11860	DROME21835
OG0000399	ORYLA05753	DROME12205, DROME12206
OG0000400	ORYLA05314	DROME09694
OG0000400	ORYLA01626	DROME08108
OG0000401	ORYLA08217, ORYLA07125, ORYLA09210	DROME20041
OG0000402	ORYLA17762, ORYLA18643, ORYLA18833, ORYLA19928	DROME11245, DROME11246
OG0000402	ORYLA12469	DROME12090
OG0000403	ORYLA01357	DROME06350
OG0000404	ORYLA07320	DROME17748
OG0000404	ORYLA13254, ORYLA19722	DROME20525
OG0000411	ORYLA01687, ORYLA10375, ORYLA11322	DROME16025, DROME16024, DROME16016, DROME16020, DROME16017, DROME16021, DROME16026, DROME16027, DROME16018, DROME16023, DROME16014, DROME16022, DROME16015, DROME16019, DROME16028
OG0000412	ORYLA13397	DROME09076
OG0000412	ORYLA08106, ORYLA05004	DROME15681, DROME15682
OG0000412	ORYLA17848, ORYLA01673	DROME02464, DROME13336, DROME13334, DROME13335, DROME15399
OG0000413	ORYLA10551, ORYLA11652, ORYLA11343, ORYLA03076, ORYLA03075	DROME21174
OG0000413	ORYLA10219, ORYLA12848, ORYLA03097, ORYLA04188	DROME13327, DROME13328
OG0000415	ORYLA13398, ORYLA12836, ORYLA06749, ORYLA07517, ORYLA14455, ORYLA15194	DROME01505, DROME01506
OG0000417	ORYLA08856	DROME01308, DROME01309
OG0000419	ORYLA11288	DROME15435, DROME02118, DROME02117, DROME18475, DROME01671, DROME00269, DROME15434, DROME15436, DROME00268, DROME00270
OG0000420	ORYLA03182, ORYLA20448	DROME02672
OG0000424	ORYLA19753	DROME02090, DROME02075, DROME02066, DROME02076, DROME02077, DROME02078, DROME02064, DROME02063, DROME02062, DROME02065, DROME02081, DROME12353, DROME17176, DROME17175, DROME00623, DROME03850, DROME03851, DROME06196, DROME14713, DROME14583, DROME14582, DROME14580, DROME14579, DROME14581, DROME08237, DROME08236, DROME08235
OG0000425	ORYLA03494, ORYLA04753, ORYLA10256, ORYLA11610	DROME14160, DROME14161, DROME14159, DROME14158
OG0000426	ORYLA01331, ORYLA03961	DROME16357, DROME16356
OG0000427	ORYLA19867, ORYLA12374	DROME05699, DROME05698
OG0000427	ORYLA14494, ORYLA06953, ORYLA03526	DROME18355, DROME18356
OG0000429	ORYLA00070	DROME19525, DROME07553, DROME07552, DROME06812
OG0000430	ORYLA07964, ORYLA14852, ORYLA12317, ORYLA17134, ORYLA17137, ORYLA17136, ORYLA17135	DROME20475
OG0000431	ORYLA08041	DROME05704
OG0000431	ORYLA12780, ORYLA03106	DROME12301, DROME12300
OG0000431	ORYLA06581, ORYLA12268, ORYLA09572	DROME11410, DROME11409, DROME11408
OG0000432	ORYLA11066, ORYLA14578, ORYLA13787, ORYLA15822	DROME05881, DROME05880, DROME05879, DROME02818, DROME02819, DROME02816, DROME02817, DROME02883
OG0000433	ORYLA20053, ORYLA16936	DROME00007, DROME00005, DROME00004, DROME00006
OG0000433	ORYLA11555, ORYLA11554, ORYLA20072	DROME20425, DROME20423, DROME20424
OG0000435	ORYLA09187, ORYLA06556, ORYLA01852, ORYLA10582, ORYLA11407, ORYLA15982, ORYLA14458	DROME03996, DROME03995
OG0000442	ORYLA03345, ORYLA09542	DROME13942
OG0000442	ORYLA09139, ORYLA02244	DROME12188
OG0000442	ORYLA19506, ORYLA00798, ORYLA17054	DROME01916
OG0000443	ORYLA05691, ORYLA19682	DROME14734, DROME14735, DROME14732, DROME14733
OG0000444	ORYLA10830, ORYLA14231, ORYLA14616	DROME21032
OG0000444	ORYLA15046	DROME03786, DROME03789, DROME03788, DROME03787
OG0000445	ORYLA10377, ORYLA11833	DROME06725, DROME06723, DROME06724, DROME20153, DROME20152
OG0000446	ORYLA11424	DROME07092
OG0000446	ORYLA12344	DROME06421
OG0000446	ORYLA01645, ORYLA02066, ORYLA05509	DROME06051, DROME06050
OG0000447	ORYLA00469, ORYLA14196, ORYLA04123, ORYLA03133, ORYLA03913	DROME20929, DROME20928
OG0000449	ORYLA06000, ORYLA19523, ORYLA19524, ORYLA13079	DROME13412, DROME13411, DROME05575
OG0000450	ORYLA09724, ORYLA18516, ORYLA11564, ORYLA02780, ORYLA02779, ORYLA08258, ORYLA00676, ORYLA01113, ORYLA17859, ORYLA18902, ORYLA03353	DROME16711, DROME16712
OG0000454	ORYLA12583, ORYLA19101, ORYLA19102	DROME15035, DROME15036, DROME15037
OG0000454	ORYLA02884, ORYLA13625, ORYLA02103	DROME15029, DROME15032, DROME15025, DROME15026, DROME15028, DROME15030, DROME15027, DROME15040, DROME15039
OG0000458	ORYLA02033, ORYLA02032, ORYLA09072	DROME21054, DROME21052, DROME21053
OG0000461	ORYLA16495	DROME17428
OG0000463	ORYLA15373	DROME20596, DROME20593, DROME20591, DROME20594, DROME20592, DROME20598, DROME20599, DROME20595, DROME20597
OG0000465	ORYLA07067	DROME11515, DROME11516
OG0000465	ORYLA15381	DROME03278
OG0000466	ORYLA18774	DROME06663, DROME06661, DROME06536
OG0000467	ORYLA16164, ORYLA20242, ORYLA14274, ORYLA13723, ORYLA15983, ORYLA14489, ORYLA10863	DROME21658, DROME21660, DROME21659
OG0000469	ORYLA14324, ORYLA13835, ORYLA15812	DROME18292, DROME18291, DROME18290
OG0000470	ORYLA06621, ORYLA17202	DROME21570, DROME21569
OG0000470	ORYLA10519, ORYLA11404, ORYLA04902	DROME21239
OG0000472	ORYLA08544, ORYLA08994	DROME14775
OG0000475	ORYLA02269, ORYLA05492, ORYLA08543, ORYLA10034	DROME08667, DROME08669, DROME08666, DROME08668
OG0000476	ORYLA19318	DROME19464, DROME19463
OG0000479	ORYLA05427, ORYLA02241, ORYLA00980	DROME10906, DROME10907, DROME10905, DROME10908, DROME10909
OG0000479	ORYLA01123, ORYLA17925, ORYLA02622	DROME19907, DROME19910, DROME19906, DROME19908, DROME19909, DROME19905, DROME19911
OG0000480	ORYLA15386	DROME18226, DROME18222, DROME18229, DROME18223, DROME18227, DROME18225, DROME18224, DROME18228
OG0000481	ORYLA17197	DROME21853
OG0000481	ORYLA02862, ORYLA19409	DROME19418
OG0000481	ORYLA03884, ORYLA19808	DROME01481
OG0000482	ORYLA07371, ORYLA11346	DROME00092, DROME00094, DROME00093, DROME00096, DROME00095
OG0000482	ORYLA11345	DROME19126, DROME19125
OG0000484	ORYLA00605, ORYLA16560, ORYLA06643, ORYLA13228, ORYLA17466, ORYLA13170	DROME18988, DROME18995, DROME18994, DROME18989, DROME18985, DROME18986, DROME18992, DROME18993, DROME18990, DROME18987, DROME18991, DROME18996
OG0000485	ORYLA09796, ORYLA18526	DROME01103, DROME01104, DROME14453
OG0000486	ORYLA08269, ORYLA04783, ORYLA20474, ORYLA20475	DROME11708
