Orthogroup	ORYLA	STRPU_ok
OG0000123	ORYLA04317, ORYLA01144	STRPU_09515, STRPU_06249
OG0000124	ORYLA04499, ORYLA01264	STRPU_06709
OG0000124	ORYLA16732, ORYLA16407, ORYLA16733, ORYLA07798	STRPU_09291
OG0000124	ORYLA05871, ORYLA01892, ORYLA14227, ORYLA16018, ORYLA14228, ORYLA16019	STRPU_10604
OG0000124	ORYLA11954, ORYLA03395, ORYLA00019, ORYLA12516	STRPU_21471
OG0000125	ORYLA01994, ORYLA06133, ORYLA07833, ORYLA15765, ORYLA14368	STRPU_25037
OG0000125	ORYLA01977, ORYLA08228, ORYLA17147	STRPU_25182
OG0000125	ORYLA12115	STRPU_11727
OG0000126	ORYLA08773, ORYLA09545, ORYLA01000	STRPU_06870
OG0000126	ORYLA09118	STRPU_04964
OG0000126	ORYLA02980, ORYLA13012, ORYLA19785, ORYLA05724, ORYLA19714, ORYLA14802	STRPU_26672
OG0000127	ORYLA09546, ORYLA01017, ORYLA13298	STRPU_06620
OG0000127	ORYLA18247, ORYLA09922	STRPU_06619
OG0000127	ORYLA05476, ORYLA10382	STRPU_07791
OG0000127	ORYLA11714, ORYLA16210, ORYLA09241, ORYLA09240	STRPU_07458
OG0000127	ORYLA16687, ORYLA17012, ORYLA18446, ORYLA16683	STRPU_08311
OG0000128	ORYLA17289	STRPU_17766, STRPU_17387, STRPU_17765, STRPU_17386
OG0000128	ORYLA03587	STRPU_24545
OG0000128	ORYLA06619, ORYLA09314	STRPU_05989
OG0000129	ORYLA19656, ORYLA05200, ORYLA05199, ORYLA05198, ORYLA07545, ORYLA18786, ORYLA11464, ORYLA10766	STRPU_21106, STRPU_21101
OG0000129	ORYLA04565, ORYLA03107, ORYLA04189, ORYLA04190, ORYLA07452	STRPU_06625
OG0000130	ORYLA06999, ORYLA11637, ORYLA11367	STRPU_21246
OG0000130	ORYLA18984, ORYLA14309, ORYLA14308, ORYLA20195, ORYLA20194, ORYLA20193, ORYLA20192, ORYLA15914, ORYLA15896	STRPU_21543
OG0000130	ORYLA17513, ORYLA02633, ORYLA02632, ORYLA06522, ORYLA08153, ORYLA04772	STRPU_04374
OG0000131	ORYLA02651, ORYLA17218	STRPU_00146, STRPU_03355, STRPU_03346, STRPU_03343, STRPU_03350, STRPU_03348, STRPU_03353, STRPU_03344, STRPU_03351, STRPU_03347
OG0000132	ORYLA03852, ORYLA04393, ORYLA00046, ORYLA00081, ORYLA00043	STRPU_07133, STRPU_25473, STRPU_27007, STRPU_05998, STRPU_06025, STRPU_05930, STRPU_06005
OG0000132	ORYLA08009	STRPU_02132, STRPU_09170
OG0000137	ORYLA01561, ORYLA05405, ORYLA11449, ORYLA01560	STRPU_07118
OG0000137	ORYLA06196, ORYLA16275	STRPU_07594, STRPU_07697, STRPU_07683, STRPU_07593, STRPU_07965, STRPU_07957
OG0000137	ORYLA11370, ORYLA08706	STRPU_17715, STRPU_18673, STRPU_18678
OG0000138	ORYLA01485, ORYLA09635, ORYLA18456, ORYLA18666, ORYLA16939	STRPU_20304, STRPU_13120, STRPU_21256, STRPU_00194, STRPU_08907, STRPU_20257, STRPU_16608, STRPU_15668, STRPU_27093
OG0000140	ORYLA08885	STRPU_13790, STRPU_13789
OG0000140	ORYLA14990	STRPU_13447
OG0000141	ORYLA15273	STRPU_19456, STRPU_21968, STRPU_06070, STRPU_25287, STRPU_07704, STRPU_25289, STRPU_25290, STRPU_09469, STRPU_09467, STRPU_03291, STRPU_03260, STRPU_09839, STRPU_21825
OG0000142	ORYLA18004, ORYLA10671, ORYLA16620, ORYLA01917, ORYLA05889	STRPU_10875, STRPU_10888
OG0000147	ORYLA06944, ORYLA12833, ORYLA15636	STRPU_10707
OG0000147	ORYLA05633, ORYLA11702, ORYLA12687, ORYLA12688	STRPU_24812
OG0000147	ORYLA13100, ORYLA13101	STRPU_19988
OG0000147	ORYLA18182	STRPU_20621
OG0000148	ORYLA15726, ORYLA20251, ORYLA14206, ORYLA15625, ORYLA10888, ORYLA14723, ORYLA14171	STRPU_22815, STRPU_01974, STRPU_01973, STRPU_22813, STRPU_22812, STRPU_01971
OG0000148	ORYLA15624, ORYLA14208, ORYLA14207, ORYLA14204, ORYLA15626, ORYLA03132, ORYLA14172, ORYLA10887, ORYLA14722	STRPU_00698, STRPU_22716, STRPU_00697, STRPU_22715
OG0000149	ORYLA17290, ORYLA17651, ORYLA17652	STRPU_00890, STRPU_00893, STRPU_23020, STRPU_23018, STRPU_00891
OG0000149	ORYLA15235, ORYLA15236, ORYLA12701, ORYLA20319	STRPU_22171, STRPU_22181, STRPU_22177, STRPU_22170, STRPU_11139, STRPU_11116, STRPU_01568, STRPU_09391, STRPU_01569, STRPU_09390, STRPU_22185, STRPU_17637, STRPU_02282, STRPU_17638, STRPU_17737, STRPU_17521, STRPU_17518, STRPU_17522
OG0000149	ORYLA19729	STRPU_04830, STRPU_00746
OG0000151	ORYLA00584, ORYLA16576, ORYLA02429, ORYLA18300, ORYLA01900, ORYLA08949	STRPU_19851
OG0000151	ORYLA01789, ORYLA08191, ORYLA17153, ORYLA15978, ORYLA13920, ORYLA08402, ORYLA09669	STRPU_23185
OG0000151	ORYLA02467, ORYLA17249, ORYLA13261	STRPU_20407
OG0000154	ORYLA15514, ORYLA15513, ORYLA15515, ORYLA15516	STRPU_04759, STRPU_03371, STRPU_08224, STRPU_17328, STRPU_17356
OG0000154	ORYLA04056, ORYLA00974	STRPU_17487
OG0000155	ORYLA01962, ORYLA20370	STRPU_07135
OG0000155	ORYLA01931, ORYLA05131	STRPU_07137
OG0000157	ORYLA17521, ORYLA13610, ORYLA10318, ORYLA10319	STRPU_22147
OG0000157	ORYLA16681, ORYLA00723	STRPU_08448
OG0000157	ORYLA13712, ORYLA15189, ORYLA12434	STRPU_25761
OG0000158	ORYLA16215, ORYLA04882, ORYLA09237, ORYLA07104	STRPU_07153
OG0000159	ORYLA09075	STRPU_24070
OG0000159	ORYLA02062, ORYLA11501, ORYLA06048	STRPU_17842
OG0000159	ORYLA02590, ORYLA18122	STRPU_20008
OG0000159	ORYLA08188	STRPU_16418, STRPU_16719, STRPU_16429, STRPU_16426, STRPU_03276, STRPU_03235, STRPU_16278, STRPU_16427, STRPU_16430
OG0000160	ORYLA15840	STRPU_24405
OG0000160	ORYLA02669, ORYLA17886, ORYLA02668, ORYLA17884	STRPU_11554, STRPU_15349
OG0000163	ORYLA00631, ORYLA16749, ORYLA00152	STRPU_08825
OG0000163	ORYLA16748, ORYLA00153, ORYLA16983, ORYLA16982	STRPU_08826
OG0000163	ORYLA08243, ORYLA08244, ORYLA05623, ORYLA01820	STRPU_22081
OG0000164	ORYLA02097, ORYLA18775, ORYLA17709, ORYLA02317, ORYLA13180	STRPU_27289
OG0000165	ORYLA19750, ORYLA01240, ORYLA03912, ORYLA01443, ORYLA19505, ORYLA01245, ORYLA15304, ORYLA11153, ORYLA12054, ORYLA19673, ORYLA18161, ORYLA12055, ORYLA12173, ORYLA02716, ORYLA17333, ORYLA17334, ORYLA12984, ORYLA01002, ORYLA01003, ORYLA03945, ORYLA07278, ORYLA04321, ORYLA06919, ORYLA09488, ORYLA08771	STRPU_05210
OG0000166	ORYLA16752	STRPU_24488, STRPU_17844
OG0000166	ORYLA03503, ORYLA02712, ORYLA02713, ORYLA12775, ORYLA00549	STRPU_14794
OG0000167	ORYLA15498, ORYLA06766, ORYLA11713, ORYLA10617, ORYLA10277, ORYLA11948, ORYLA02111, ORYLA16156, ORYLA14005, ORYLA07114, ORYLA09226	STRPU_07671
OG0000168	ORYLA16346, ORYLA15128, ORYLA12100	STRPU_12043, STRPU_01252, STRPU_12060, STRPU_01239
OG0000168	ORYLA13628, ORYLA02944, ORYLA17507, ORYLA06652, ORYLA13431, ORYLA12906, ORYLA10223, ORYLA07700	STRPU_18537, STRPU_18485, STRPU_00123
OG0000169	ORYLA18597, ORYLA05027, ORYLA11561, ORYLA00432, ORYLA18067, ORYLA18044, ORYLA18072, ORYLA18070, ORYLA18612, ORYLA04492, ORYLA07625	STRPU_11063, STRPU_20288, STRPU_27127, STRPU_11174, STRPU_11175, STRPU_19750, STRPU_11169, STRPU_11168, STRPU_11173, STRPU_07592, STRPU_11424, STRPU_10438, STRPU_14116
OG0000171	ORYLA03475	STRPU_14714
OG0000171	ORYLA11273	STRPU_24033, STRPU_02631
OG0000171	ORYLA07855, ORYLA00842, ORYLA07412	STRPU_19940, STRPU_02585
OG0000171	ORYLA00507	STRPU_04281
OG0000172	ORYLA14355, ORYLA08506, ORYLA09443, ORYLA09676, ORYLA12248	STRPU_25567
OG0000173	ORYLA05837, ORYLA04181, ORYLA13115, ORYLA06590, ORYLA06914, ORYLA13267, ORYLA20247, ORYLA14500, ORYLA03510, ORYLA06836, ORYLA06833, ORYLA02812, ORYLA09725, ORYLA09722, ORYLA12289, ORYLA14240, ORYLA13837, ORYLA19372, ORYLA02059, ORYLA11932	STRPU_11149
OG0000174	ORYLA18569, ORYLA09218	STRPU_16145, STRPU_16138, STRPU_15886, STRPU_09192, STRPU_15884, STRPU_15888, STRPU_15882, STRPU_15832, STRPU_15834, STRPU_15887, STRPU_15891, STRPU_15838, STRPU_15890, STRPU_15892, STRPU_15836, STRPU_15835, STRPU_15883, STRPU_15881, STRPU_15885, STRPU_15839, STRPU_15833, STRPU_15831, STRPU_15837
OG0000174	ORYLA19814, ORYLA10779	STRPU_00043, STRPU_16005
OG0000175	ORYLA13694, ORYLA09065, ORYLA06318	STRPU_24563
OG0000176	ORYLA03588, ORYLA04239, ORYLA00196, ORYLA08550, ORYLA08498, ORYLA08497, ORYLA08457, ORYLA08495, ORYLA08573, ORYLA03094, ORYLA18040, ORYLA19872, ORYLA07246, ORYLA10799, ORYLA19556, ORYLA07215, ORYLA18039, ORYLA07245, ORYLA16293, ORYLA07233, ORYLA07210, ORYLA08878, ORYLA08570, ORYLA08160	STRPU_00840
OG0000179	ORYLA02338, ORYLA18117	STRPU_04627, STRPU_04649
OG0000179	ORYLA18062, ORYLA18061, ORYLA14649	STRPU_00166, STRPU_27037, STRPU_27036
OG0000179	ORYLA20422	STRPU_05514
OG0000180	ORYLA10201, ORYLA08835	STRPU_10517
OG0000180	ORYLA01448, ORYLA01304, ORYLA04174, ORYLA04081, ORYLA03160, ORYLA03933	STRPU_10957
OG0000181	ORYLA11594	STRPU_15658, STRPU_15675
OG0000181	ORYLA18853, ORYLA15035	STRPU_02398, STRPU_13672, STRPU_13671, STRPU_02399
OG0000182	ORYLA10990	STRPU_14590
OG0000182	ORYLA10989, ORYLA17913, ORYLA08510	STRPU_24839
OG0000182	ORYLA19632, ORYLA17681	STRPU_05812
OG0000183	ORYLA03838, ORYLA03086, ORYLA10707, ORYLA07386, ORYLA05009, ORYLA00092	STRPU_21811
OG0000183	ORYLA03426	STRPU_03432
OG0000183	ORYLA03815	STRPU_03075
OG0000184	ORYLA13442, ORYLA13444, ORYLA13443	STRPU_19370, STRPU_19368
OG0000185	ORYLA15712, ORYLA15972, ORYLA09436	STRPU_13433
OG0000185	ORYLA12658, ORYLA02266, ORYLA07574	STRPU_25410
OG0000185	ORYLA11753, ORYLA05335	STRPU_01114, STRPU_24185
OG0000187	ORYLA18399	STRPU_01685
OG0000188	ORYLA02679, ORYLA17741, ORYLA00508	STRPU_04042
OG0000190	ORYLA06271, ORYLA02455, ORYLA06273, ORYLA12967, ORYLA02454	STRPU_20386
OG0000192	ORYLA09752	STRPU_07493
OG0000192	ORYLA08947, ORYLA19527, ORYLA20454, ORYLA00818, ORYLA13158	STRPU_18443, STRPU_18409
OG0000192	ORYLA18141	STRPU_19951
OG0000192	ORYLA16694	STRPU_08187
OG0000193	ORYLA02650, ORYLA17280, ORYLA18753, ORYLA17279, ORYLA04135, ORYLA19839	STRPU_10096, STRPU_10159
OG0000194	ORYLA03335, ORYLA10209, ORYLA09317	STRPU_00024, STRPU_00025, STRPU_06136, STRPU_06137, STRPU_05974, STRPU_06736, STRPU_06599, STRPU_06600, STRPU_06597, STRPU_06598, STRPU_05970, STRPU_05971, STRPU_05972, STRPU_05973, STRPU_06442
OG0000195	ORYLA09172, ORYLA07416	STRPU_06815
OG0000197	ORYLA01697, ORYLA05763, ORYLA14664, ORYLA12127	STRPU_20876, STRPU_20839, STRPU_25764, STRPU_20837, STRPU_20874
OG0000197	ORYLA15638, ORYLA13839, ORYLA03794, ORYLA06819, ORYLA06817, ORYLA06818, ORYLA05867, ORYLA02119, ORYLA10283, ORYLA11398, ORYLA10168, ORYLA05652	STRPU_14405
OG0000198	ORYLA19780, ORYLA16521	STRPU_19033, STRPU_00457, STRPU_19032, STRPU_00458
OG0000199	ORYLA01152, ORYLA01153, ORYLA01154, ORYLA01155, ORYLA01148, ORYLA01150, ORYLA01149, ORYLA01151	STRPU_05348
OG0000201	ORYLA16516, ORYLA00614, ORYLA00794, ORYLA17010	STRPU_08330
OG0000201	ORYLA11410, ORYLA04401, ORYLA17966	STRPU_14748
OG0000202	ORYLA08109, ORYLA18114, ORYLA17987, ORYLA05097, ORYLA08265, ORYLA07710, ORYLA01328, ORYLA04936, ORYLA08130, ORYLA06184	STRPU_10193, STRPU_10194
OG0000203	ORYLA02186, ORYLA05651, ORYLA02226	STRPU_24292
OG0000203	ORYLA06336, ORYLA13132, ORYLA15645	STRPU_10908
OG0000203	ORYLA15587	STRPU_10827
OG0000204	ORYLA19568	STRPU_10936
OG0000204	ORYLA14833, ORYLA12329, ORYLA11040	STRPU_11647, STRPU_01303
OG0000205	ORYLA10735, ORYLA11823, ORYLA04847, ORYLA00096	STRPU_21337
OG0000205	ORYLA07839, ORYLA16466, ORYLA01806	STRPU_24168
OG0000205	ORYLA08887, ORYLA07906, ORYLA16386, ORYLA08645, ORYLA09823	STRPU_01859, STRPU_03971, STRPU_13489
OG0000206	ORYLA05181	STRPU_07485, STRPU_03714, STRPU_03712
OG0000206	ORYLA19707, ORYLA12010	STRPU_26628, STRPU_03352, STRPU_03349, STRPU_26629
OG0000206	ORYLA04922	STRPU_24229, STRPU_17729, STRPU_19047, STRPU_24225, STRPU_14534, STRPU_14533, STRPU_01077, STRPU_24228, STRPU_24227, STRPU_26625, STRPU_10708, STRPU_10715, STRPU_20227, STRPU_20226, STRPU_19604, STRPU_19566, STRPU_19469, STRPU_19478, STRPU_19474, STRPU_19607, STRPU_19572, STRPU_19565, STRPU_19606, STRPU_19574, STRPU_19569, STRPU_19472, STRPU_22115, STRPU_22116, STRPU_22114
OG0000207	ORYLA12926, ORYLA15852	STRPU_02190, STRPU_09226, STRPU_10587, STRPU_12464, STRPU_12640, STRPU_12639, STRPU_25640, STRPU_25623, STRPU_25638, STRPU_25639, STRPU_04360
OG0000208	ORYLA16091, ORYLA04477, ORYLA03969, ORYLA14541	STRPU_05300, STRPU_05299, STRPU_21776, STRPU_21777, STRPU_21778, STRPU_14840
OG0000211	ORYLA03809, ORYLA03810	STRPU_02785
OG0000211	ORYLA05322	STRPU_18014
OG0000211	ORYLA04972	STRPU_21779
OG0000211	ORYLA02476, ORYLA17530, ORYLA18617	STRPU_27150
OG0000211	ORYLA15118, ORYLA12450	STRPU_26341
OG0000213	ORYLA03846, ORYLA17582	STRPU_16684, STRPU_04165, STRPU_06341, STRPU_06295, STRPU_01746, STRPU_14616, STRPU_14634, STRPU_17429, STRPU_24383, STRPU_12595, STRPU_12596, STRPU_25232, STRPU_15554, STRPU_02245
OG0000215	ORYLA04441, ORYLA17376	STRPU_23803, STRPU_19259, STRPU_19208
OG0000218	ORYLA15885	STRPU_24450, STRPU_24451, STRPU_20177, STRPU_20178, STRPU_06428, STRPU_20179
OG0000220	ORYLA06609, ORYLA09295	STRPU_07403, STRPU_07402, STRPU_07401
OG0000221	ORYLA19844, ORYLA09679, ORYLA09153, ORYLA06716, ORYLA16420, ORYLA20056	STRPU_25006
OG0000221	ORYLA03306, ORYLA16226, ORYLA13864	STRPU_10448
OG0000221	ORYLA19366, ORYLA06146, ORYLA01810, ORYLA16468	STRPU_16065
OG0000223	ORYLA10038, ORYLA11518	STRPU_07084
OG0000225	ORYLA10962, ORYLA15835, ORYLA13765, ORYLA15534, ORYLA19091, ORYLA15739, ORYLA02794, ORYLA01507	STRPU_22829, STRPU_01990, STRPU_01991, STRPU_22830, STRPU_22831, STRPU_22388
OG0000227	ORYLA09705, ORYLA16473	STRPU_13886
OG0000227	ORYLA07142, ORYLA14920, ORYLA14919	STRPU_26643
OG0000227	ORYLA07005, ORYLA07006, ORYLA13332	STRPU_25172, STRPU_25142
OG0000228	ORYLA04088, ORYLA03535, ORYLA04089, ORYLA00004, ORYLA00005, ORYLA01119	STRPU_15282
OG0000229	ORYLA09346	STRPU_07750, STRPU_07293, STRPU_07277, STRPU_07294, STRPU_07280
OG0000230	ORYLA10690	STRPU_08039
OG0000231	ORYLA01387, ORYLA04281, ORYLA19832, ORYLA13508, ORYLA19448, ORYLA09456	STRPU_04949
OG0000231	ORYLA08962	STRPU_25853
OG0000233	ORYLA18003	STRPU_19351
OG0000234	ORYLA13000, ORYLA14105, ORYLA12637, ORYLA05772, ORYLA01693	STRPU_22182
OG0000234	ORYLA11249, ORYLA14751	STRPU_11520
OG0000235	ORYLA14889, ORYLA01167, ORYLA04027, ORYLA10002	STRPU_20821, STRPU_21865
OG0000235	ORYLA07335	STRPU_21093, STRPU_21863, STRPU_21866, STRPU_21864, STRPU_20820
OG0000236	ORYLA12896, ORYLA06350	STRPU_20268
OG0000236	ORYLA11551	STRPU_17818, STRPU_17826, STRPU_25752, STRPU_17694
OG0000238	ORYLA07768	STRPU_00959, STRPU_08862
OG0000238	ORYLA07061, ORYLA18743, ORYLA15964	STRPU_25261, STRPU_25260
OG0000238	ORYLA06983	STRPU_26157
OG0000239	ORYLA16412, ORYLA07887, ORYLA08904, ORYLA06616, ORYLA09375, ORYLA08385	STRPU_24683
OG0000239	ORYLA11432, ORYLA10759	STRPU_20505
OG0000239	ORYLA19462, ORYLA07829, ORYLA05627, ORYLA01800	STRPU_01873, STRPU_25188
OG0000240	ORYLA18684	STRPU_02509, STRPU_02512, STRPU_15130, STRPU_15129, STRPU_02510, STRPU_15131, STRPU_02513
OG0000242	ORYLA11284, ORYLA20306, ORYLA07965	STRPU_12016, STRPU_20158, STRPU_20161, STRPU_12217
OG0000242	ORYLA20204, ORYLA11050	STRPU_22571
OG0000244	ORYLA12391, ORYLA01756, ORYLA15173, ORYLA19456, ORYLA08925, ORYLA08923, ORYLA08924	STRPU_25990
OG0000245	ORYLA15217, ORYLA11246, ORYLA04509, ORYLA03682, ORYLA06224, ORYLA16414, ORYLA07883, ORYLA09803, ORYLA05566, ORYLA05567, ORYLA08317, ORYLA16849, ORYLA08043, ORYLA05783, ORYLA00278, ORYLA00279, ORYLA17013	STRPU_08920, STRPU_00618, STRPU_00617, STRPU_08919
OG0000246	ORYLA17250	STRPU_18045
OG0000248	ORYLA19716, ORYLA01732, ORYLA06052, ORYLA06051	STRPU_23659, STRPU_23683
OG0000250	ORYLA14962	STRPU_27110
OG0000250	ORYLA16891	STRPU_05823
OG0000250	ORYLA11002	STRPU_12654, STRPU_00094
OG0000251	ORYLA19579, ORYLA14495	STRPU_10552
OG0000251	ORYLA09347, ORYLA13883, ORYLA03324	STRPU_10615, STRPU_10619
OG0000254	ORYLA01528	STRPU_06931
OG0000255	ORYLA04331	STRPU_06497
OG0000255	ORYLA12113	STRPU_04137, STRPU_13419, STRPU_12912, STRPU_26210, STRPU_18620, STRPU_12446, STRPU_12447, STRPU_12953, STRPU_12950
OG0000256	ORYLA02742, ORYLA16602, ORYLA00877	STRPU_19461
OG0000256	ORYLA19550, ORYLA12202, ORYLA14805, ORYLA12201	STRPU_14842, STRPU_26901, STRPU_26900, STRPU_26902, STRPU_27111, STRPU_26544
OG0000257	ORYLA07342, ORYLA19508, ORYLA14895	STRPU_27378
OG0000257	ORYLA11428, ORYLA00194, ORYLA04615, ORYLA01083, ORYLA04202	STRPU_21726, STRPU_21661
OG0000258	ORYLA19450	STRPU_08779
OG0000258	ORYLA13731, ORYLA14055, ORYLA11238	STRPU_22696
OG0000258	ORYLA10418, ORYLA04818, ORYLA08148	STRPU_21352
OG0000259	ORYLA03307, ORYLA00956, ORYLA03309, ORYLA03308, ORYLA03323, ORYLA03315, ORYLA03642, ORYLA04173, ORYLA03317, ORYLA03318, ORYLA03312, ORYLA03322, ORYLA03310, ORYLA03314, ORYLA03313, ORYLA03311, ORYLA03321, ORYLA03320, ORYLA03319	STRPU_22338
OG0000260	ORYLA10907, ORYLA18428, ORYLA15874	STRPU_22982
OG0000263	ORYLA00024	STRPU_11794, STRPU_11796, STRPU_24741, STRPU_11795, STRPU_25015, STRPU_10074, STRPU_10138, STRPU_05685, STRPU_04982, STRPU_11410, STRPU_05097, STRPU_05176, STRPU_05500, STRPU_05502, STRPU_05501, STRPU_05503, STRPU_04915, STRPU_05896
OG0000265	ORYLA12872, ORYLA06630, ORYLA16609, ORYLA00871, ORYLA18135, ORYLA02583	STRPU_19907
OG0000265	ORYLA17739, ORYLA10912, ORYLA14726	STRPU_01912, STRPU_22756
OG0000266	ORYLA16539	STRPU_07414
OG0000268	ORYLA05672, ORYLA09801, ORYLA05671	STRPU_01482, STRPU_13766
OG0000269	ORYLA02548	STRPU_23240
OG0000270	ORYLA04819, ORYLA10416, ORYLA10417, ORYLA03104	STRPU_21206
OG0000270	ORYLA04109, ORYLA11496	STRPU_17089
OG0000270	ORYLA03400	STRPU_21143
OG0000272	ORYLA01727, ORYLA05346, ORYLA10396, ORYLA15887, ORYLA20158, ORYLA03232, ORYLA18754	STRPU_24826
OG0000273	ORYLA13171	STRPU_18566
OG0000273	ORYLA05785, ORYLA16265, ORYLA00791	STRPU_08558
OG0000273	ORYLA17595	STRPU_15406
OG0000273	ORYLA11307	STRPU_24051, STRPU_02609, STRPU_24050, STRPU_02610
OG0000275	ORYLA10602	STRPU_21415
OG0000275	ORYLA19424	STRPU_25903
OG0000275	ORYLA01109	STRPU_23462
OG0000275	ORYLA08098, ORYLA00342, ORYLA00341, ORYLA02599	STRPU_04542, STRPU_04524
OG0000276	ORYLA12948	STRPU_17784
OG0000276	ORYLA07457, ORYLA07458	STRPU_04892
OG0000277	ORYLA07913, ORYLA13592, ORYLA17906	STRPU_02244, STRPU_15555
OG0000277	ORYLA04770, ORYLA02631, ORYLA17515, ORYLA01293	STRPU_04283
OG0000278	ORYLA04407	STRPU_27259, STRPU_27277
OG0000278	ORYLA13179	STRPU_03004
OG0000278	ORYLA04766	STRPU_20692
OG0000280	ORYLA11520	STRPU_01760, STRPU_18069
OG0000280	ORYLA12009, ORYLA14903	STRPU_26641
OG0000281	ORYLA13690, ORYLA18802, ORYLA15942, ORYLA10808, ORYLA13337, ORYLA07002, ORYLA09322	STRPU_25743, STRPU_25744
OG0000281	ORYLA12563, ORYLA03894, ORYLA01378	STRPU_04322, STRPU_04292
OG0000282	ORYLA00210, ORYLA09022	STRPU_01499, STRPU_13749
OG0000282	ORYLA18951	STRPU_09980, STRPU_09957
OG0000282	ORYLA04706	STRPU_09543
OG0000282	ORYLA01496	STRPU_09417
OG0000284	ORYLA12966, ORYLA01651, ORYLA17103, ORYLA18256	STRPU_20352, STRPU_21046, STRPU_21045, STRPU_20354
OG0000284	ORYLA20455, ORYLA00383	STRPU_07330, STRPU_18787
OG0000285	ORYLA18449	STRPU_05159
OG0000286	ORYLA11097	STRPU_00107
OG0000288	ORYLA16173, ORYLA06317, ORYLA14637, ORYLA12168, ORYLA08853	STRPU_24377
OG0000289	ORYLA13565, ORYLA06948, ORYLA17464	STRPU_18786
OG0000289	ORYLA12957	STRPU_18677
OG0000289	ORYLA11776	STRPU_12562
OG0000290	ORYLA20080, ORYLA20081	STRPU_19878, STRPU_19853, STRPU_09819, STRPU_15764, STRPU_09816, STRPU_09820
OG0000292	ORYLA04250	STRPU_07051, STRPU_24772
OG0000295	ORYLA03631	STRPU_06225, STRPU_06205, STRPU_06691
OG0000295	ORYLA16746, ORYLA00613	STRPU_08402
OG0000296	ORYLA02357, ORYLA13209	STRPU_18285, STRPU_01171
OG0000296	ORYLA17335, ORYLA12148	STRPU_26478, STRPU_26480, STRPU_26468, STRPU_26474, STRPU_26490, STRPU_26471
OG0000296	ORYLA05484, ORYLA12730	STRPU_25535
OG0000297	ORYLA02364, ORYLA14934, ORYLA17528, ORYLA17276	STRPU_13522, STRPU_19416, STRPU_06689, STRPU_08803, STRPU_11660, STRPU_02095, STRPU_09123, STRPU_08680
OG0000298	ORYLA07637, ORYLA08867, ORYLA17620, ORYLA02644, ORYLA07534	STRPU_03245, STRPU_03282, STRPU_04034, STRPU_11700
OG0000299	ORYLA06308, ORYLA15623	STRPU_07501
OG0000300	ORYLA01942, ORYLA05122	STRPU_10441, STRPU_11404
OG0000301	ORYLA16651	STRPU_04835
OG0000301	ORYLA04812, ORYLA01309, ORYLA19598, ORYLA07696	STRPU_04444, STRPU_04445
OG0000301	ORYLA11071, ORYLA15337, ORYLA12907	STRPU_10372
OG0000301	ORYLA12506	STRPU_04579
OG0000302	ORYLA08419	STRPU_22541
OG0000303	ORYLA16302	STRPU_01752, STRPU_16777, STRPU_06242, STRPU_17916, STRPU_17925, STRPU_04763
OG0000305	ORYLA05505	STRPU_21971
OG0000305	ORYLA02167, ORYLA05631, ORYLA20085, ORYLA06691, ORYLA14370, ORYLA15761	STRPU_22779, STRPU_01937
OG0000306	ORYLA04450, ORYLA08161, ORYLA04852, ORYLA02312, ORYLA17215, ORYLA00329, ORYLA19413	STRPU_04181
OG0000307	ORYLA02300, ORYLA17392, ORYLA14634	STRPU_22032
OG0000308	ORYLA08644	STRPU_13191, STRPU_13968
OG0000308	ORYLA03830, ORYLA03011	STRPU_21103, STRPU_21098, STRPU_14797
OG0000308	ORYLA08982	STRPU_25229
OG0000309	ORYLA11241	STRPU_22639, STRPU_23489, STRPU_22638, STRPU_18593
OG0000312	ORYLA12072, ORYLA02919	STRPU_26934
OG0000312	ORYLA07558	STRPU_06464
OG0000312	ORYLA20410, ORYLA04032	STRPU_05481
OG0000313	ORYLA07713, ORYLA09993	STRPU_05794
OG0000313	ORYLA12846, ORYLA05854	STRPU_10597
OG0000314	ORYLA07735, ORYLA16991, ORYLA16992, ORYLA16282, ORYLA05811	STRPU_05385
OG0000315	ORYLA10390, ORYLA03355	STRPU_14641
OG0000315	ORYLA09757, ORYLA06311, ORYLA09200	STRPU_00855, STRPU_14065
OG0000315	ORYLA14332, ORYLA10891	STRPU_23166
OG0000316	ORYLA05028, ORYLA00489, ORYLA00488	STRPU_04688
OG0000316	ORYLA06812, ORYLA13482	STRPU_27381
OG0000317	ORYLA11482, ORYLA19885, ORYLA01724, ORYLA05343	STRPU_07276, STRPU_07292
OG0000319	ORYLA17421, ORYLA02486, ORYLA17422	STRPU_16775, STRPU_01745
OG0000321	ORYLA12958, ORYLA02627	STRPU_18694
OG0000321	ORYLA16703, ORYLA00623	STRPU_05283
OG0000321	ORYLA01005, ORYLA09493, ORYLA09170, ORYLA01006, ORYLA09494, ORYLA09171	STRPU_06234
OG0000322	ORYLA02330, ORYLA02329	STRPU_20644, STRPU_20642, STRPU_07689, STRPU_07702
OG0000323	ORYLA05750	STRPU_16538, STRPU_16558
OG0000323	ORYLA06414, ORYLA19842, ORYLA10008	STRPU_23717
OG0000324	ORYLA08782	STRPU_10773
OG0000326	ORYLA13893	STRPU_10867, STRPU_10847
OG0000328	ORYLA07598, ORYLA01753, ORYLA05454, ORYLA05455, ORYLA14292, ORYLA20008	STRPU_00813, STRPU_25547
