Orthogroup	ORYLA	YEAST
OG0005952	ORYLA17339	YEAST03507
OG0005954	ORYLA15255	YEAST01233
OG0005955	ORYLA17735	YEAST00616
OG0005960	ORYLA14080	YEAST04608
OG0005961	ORYLA13699	YEAST00672
OG0005965	ORYLA00501	YEAST02033
OG0005966	ORYLA16765	YEAST04113
OG0005968	ORYLA06981	YEAST05417
OG0005969	ORYLA05253	YEAST04558, YEAST04559
OG0005970	ORYLA12936	YEAST05328
OG0005974	ORYLA12871	YEAST06068
OG0005976	ORYLA10048	YEAST02136
OG0005978	ORYLA18813	YEAST01891
OG0005980	ORYLA16160	YEAST06132
OG0005984	ORYLA02487	YEAST04078, YEAST01479
OG0005985	ORYLA17726	YEAST00726
OG0005986	ORYLA07662	YEAST02056
OG0005987	ORYLA04335	YEAST05748
OG0005989	ORYLA14612, ORYLA14611	YEAST04850
OG0005991	ORYLA14694	YEAST06034
OG0005993	ORYLA15988	YEAST04496
OG0005995	ORYLA05250	YEAST01813
OG0005996	ORYLA05372	YEAST02670
OG0005998	ORYLA02760	YEAST04034
OG0006001	ORYLA14912	YEAST02335
OG0006003	ORYLA00268	YEAST05889
OG0006005	ORYLA04614	YEAST05024
OG0006011	ORYLA04360	YEAST02553
OG0006031	ORYLA12601	YEAST00879
OG0006059	ORYLA09031	YEAST03490
OG0006063	ORYLA03877	YEAST00475
OG0006064	ORYLA04445	YEAST03138
OG0006065	ORYLA17451	YEAST06018
OG0006069	ORYLA16979	YEAST00670
OG0006071	ORYLA02579	YEAST02732
OG0006072	ORYLA12315	YEAST03317
OG0006073	ORYLA03080	YEAST06328
OG0006074	ORYLA11388	YEAST00045
OG0006079	ORYLA15110	YEAST05794
OG0006084	ORYLA00533	YEAST02308
OG0006087	ORYLA07572	YEAST02260
OG0006095	ORYLA00577	YEAST03334
OG0006096	ORYLA02341	YEAST03331
OG0006098	ORYLA08847	YEAST06192
OG0006103	ORYLA11324	YEAST01110
OG0006104	ORYLA19385	YEAST03697
OG0006106	ORYLA08883, ORYLA08882	YEAST00295
OG0006113	ORYLA07029	YEAST06164
OG0006114	ORYLA15533	YEAST05960
OG0006115	ORYLA11548	YEAST01346
OG0006117	ORYLA00077	YEAST05899
OG0006122	ORYLA08367	YEAST05199
OG0006127	ORYLA15251	YEAST04711
OG0006134	ORYLA05638	YEAST00416
OG0006136	ORYLA09430	YEAST05740
OG0006140	ORYLA15551	YEAST05182
OG0006141	ORYLA12129	YEAST02626
OG0006144	ORYLA07543	YEAST04770
OG0006145	ORYLA20229	YEAST01394
OG0006147	ORYLA17682	YEAST05179
OG0006149	ORYLA10488	YEAST05979
OG0006152	ORYLA11733	YEAST03796
OG0006155	ORYLA06089	YEAST04800
OG0006156	ORYLA00926	YEAST00437
OG0006159	ORYLA19154, ORYLA19153	YEAST06098
OG0006160	ORYLA19637	YEAST01548
OG0006161	ORYLA01833, ORYLA05612	YEAST04301
OG0006168	ORYLA16569	YEAST01411
OG0006169	ORYLA04271	YEAST02933
OG0006176	ORYLA10315	YEAST03164
OG0006177	ORYLA12090	YEAST01871, YEAST01295
OG0006180	ORYLA06973	YEAST00504
OG0006181	ORYLA03672	YEAST02419
OG0006185	ORYLA06316	YEAST05986
OG0006186	ORYLA13046	YEAST01010
OG0006188	ORYLA20449	YEAST05311
OG0006189	ORYLA17086, ORYLA00060	YEAST00844, YEAST06269
OG0006191	ORYLA17482	YEAST02336
OG0006192	ORYLA04658	YEAST06153
OG0006196	ORYLA03362	YEAST03954
OG0006199	ORYLA07760	YEAST06121
OG0006200	ORYLA00176	YEAST05079
OG0006202	ORYLA06744	YEAST00362
OG0006204	ORYLA07934	YEAST02271
OG0006209	ORYLA18078	YEAST04555
OG0006210	ORYLA02264	YEAST00201
OG0006214	ORYLA11041	YEAST04089
OG0006216	ORYLA19823	YEAST01089
OG0006217	ORYLA13873, ORYLA13874	YEAST00809
OG0006224	ORYLA15635	YEAST02751, YEAST03048
OG0006225	ORYLA00226	YEAST04875
OG0006227	ORYLA17980	YEAST00128
OG0006229	ORYLA00480	YEAST00143
OG0006230	ORYLA20084	YEAST03869
OG0006233	ORYLA13531	YEAST04247
OG0006237	ORYLA15408	YEAST02126
OG0006240	ORYLA20183	YEAST04649
OG0006245	ORYLA08633	YEAST05732
OG0006247	ORYLA14475	YEAST04977
OG0006249	ORYLA07428	YEAST00821
OG0006250	ORYLA01481	YEAST05424
OG0006251	ORYLA03699	YEAST04963
OG0006255	ORYLA04827	YEAST03350
OG0006258	ORYLA02984	YEAST05637
OG0006259	ORYLA13353	YEAST05672
OG0006260	ORYLA18938	YEAST04100
OG0006263	ORYLA09051	YEAST02521
OG0006269	ORYLA19375	YEAST03069
OG0006271	ORYLA08585	YEAST00375
OG0006275	ORYLA10683	YEAST06102
OG0006277	ORYLA03972, ORYLA03476	YEAST02811
OG0006279	ORYLA09965	YEAST04402
OG0006280	ORYLA11567	YEAST04541
OG0006281	ORYLA20123	YEAST04979
OG0006282	ORYLA13164	YEAST01445
OG0006283	ORYLA09291	YEAST00229
OG0006284	ORYLA09690	YEAST04213
OG0006288	ORYLA10709	YEAST02860
OG0006289	ORYLA14057, ORYLA16007	YEAST06209
OG0006294	ORYLA11427	YEAST04000
OG0006295	ORYLA20007	YEAST05360
OG0006302	ORYLA12680, ORYLA14790	YEAST01852
OG0006306	ORYLA05428	YEAST00230
OG0006311	ORYLA14691	YEAST01145
OG0006313	ORYLA18940	YEAST02392
OG0006315	ORYLA04829	YEAST00489
OG0006317	ORYLA05717	YEAST02082
OG0006320	ORYLA15063	YEAST04478
OG0006322	ORYLA20137	YEAST00815
OG0006329	ORYLA17793	YEAST01245
OG0006332	ORYLA12489	YEAST06042
OG0006334	ORYLA00853	YEAST00864
OG0006335	ORYLA13756	YEAST02588
OG0006339	ORYLA02765	YEAST06286
OG0006340	ORYLA05277	YEAST00922, YEAST05387
OG0006341	ORYLA17094	YEAST01452
OG0006344	ORYLA09235, ORYLA07107	YEAST01465
OG0006347	ORYLA08655	YEAST03436
OG0006350	ORYLA05826	YEAST00452
OG0006357	ORYLA06338, ORYLA13109	YEAST02650
OG0006360	ORYLA11287	YEAST01556
OG0006362	ORYLA05430	YEAST05722
OG0006370	ORYLA09199	YEAST02350
OG0006372	ORYLA10156	YEAST05423
OG0006375	ORYLA07773	YEAST05198
OG0006377	ORYLA02527	YEAST04974
OG0006381	ORYLA11043, ORYLA15094	YEAST01058
OG0006382	ORYLA10097, ORYLA10098	YEAST03313
OG0006387	ORYLA10627	YEAST05324
OG0006389	ORYLA12499	YEAST02409
OG0006390	ORYLA19642	YEAST00339
OG0006392	ORYLA09388	YEAST01246
OG0006395	ORYLA19863	YEAST03605
OG0006396	ORYLA17433	YEAST02453
OG0006407	ORYLA05579	YEAST02250
OG0006416	ORYLA09047	YEAST00023
OG0006447	ORYLA18018	YEAST03459
OG0006448	ORYLA06428, ORYLA06429	YEAST00505, YEAST04285
OG0006449	ORYLA02199	YEAST02458
OG0006456	ORYLA01861	YEAST06224
OG0006459	ORYLA14803	YEAST00972, YEAST00245
OG0006461	ORYLA15523	YEAST05346
OG0006462	ORYLA07799	YEAST01838
OG0006464	ORYLA13278	YEAST05965
OG0006465	ORYLA00104	YEAST01875
OG0006470	ORYLA00368	YEAST01306
OG0006474	ORYLA17369	YEAST03988
OG0006475	ORYLA09150	YEAST06223, YEAST00349
OG0006476	ORYLA04028	YEAST00315
OG0006479	ORYLA15648	YEAST05669
OG0006481	ORYLA04413	YEAST06165
OG0006488	ORYLA03055	YEAST02614
OG0006498	ORYLA10742	YEAST02291
OG0006503	ORYLA00936	YEAST06053
OG0006504	ORYLA03965	YEAST02866
OG0006507	ORYLA15791, ORYLA15790	YEAST02914
OG0006509	ORYLA07227	YEAST02252
OG0006511	ORYLA14129, ORYLA14130	YEAST01899
OG0006512	ORYLA01466	YEAST04169
OG0006514	ORYLA20423	YEAST05820
OG0006515	ORYLA10705	YEAST03195
OG0006516	ORYLA10111, ORYLA10110	YEAST02248
OG0006520	ORYLA04037	YEAST05914
OG0006523	ORYLA03670	YEAST04170
OG0006528	ORYLA08757	YEAST02276
OG0006532	ORYLA12770	YEAST05019
OG0006536	ORYLA00277	YEAST05130
OG0006538	ORYLA12235	YEAST02168
OG0006543	ORYLA05121	YEAST03219
OG0006544	ORYLA13799	YEAST06160
OG0006550	ORYLA11254	YEAST05541
OG0006552	ORYLA02423	YEAST02016
OG0006553	ORYLA00553	YEAST05825
OG0006554	ORYLA02770	YEAST04136
OG0006561	ORYLA11401	YEAST00874
OG0006564	ORYLA03066	YEAST05934
OG0006568	ORYLA00111	YEAST03560
OG0006569	ORYLA04751	YEAST02940
OG0006571	ORYLA18093	YEAST00795
OG0006574	ORYLA13477	YEAST06163
OG0006577	ORYLA04095	YEAST03945
OG0006578	ORYLA02514	YEAST00813
OG0006580	ORYLA18562	YEAST04957
OG0006584	ORYLA05604	YEAST01846
OG0006589	ORYLA19520	YEAST04474
OG0006594	ORYLA07714	YEAST00464
OG0006595	ORYLA08079	YEAST05577
OG0006597	ORYLA00971	YEAST01876
OG0006598	ORYLA17695	YEAST02580
OG0006602	ORYLA00714	YEAST06259
OG0006603	ORYLA15058	YEAST05721
OG0006604	ORYLA03264	YEAST01597
OG0006607	ORYLA05978	YEAST05258
OG0006609	ORYLA09197	YEAST04231
OG0006610	ORYLA00548	YEAST04593
OG0006611	ORYLA16098	YEAST02395
OG0006613	ORYLA12182	YEAST00490
OG0006615	ORYLA01747	YEAST02695
OG0006617	ORYLA08547	YEAST02864, YEAST02189
OG0006619	ORYLA06288	YEAST03691
OG0006622	ORYLA04282	YEAST04382
OG0006625	ORYLA12231	YEAST05905
OG0006627	ORYLA17509	YEAST01553
OG0006630	ORYLA12196	YEAST05584
OG0006631	ORYLA09701	YEAST01419, YEAST04493
OG0006633	ORYLA06549	YEAST05580
OG0006636	ORYLA05802	YEAST06190
OG0006637	ORYLA08373	YEAST06011
OG0006651	ORYLA04105	YEAST03308
OG0006655	ORYLA17342	YEAST04609
OG0006658	ORYLA11434	YEAST03323
OG0006662	ORYLA14512	YEAST02707
OG0006663	ORYLA03621	YEAST04538
OG0006664	ORYLA09332	YEAST04769
OG0006667	ORYLA06327	YEAST03011
OG0006668	ORYLA08545	YEAST00040
OG0006669	ORYLA02526	YEAST05379
OG0006678	ORYLA16789	YEAST03428
OG0006681	ORYLA11715	YEAST02774
OG0006688	ORYLA07474	YEAST02298
OG0006690	ORYLA15449	YEAST00986
OG0006691	ORYLA08252	YEAST06141
OG0006692	ORYLA18541	YEAST04243
OG0006694	ORYLA11331	YEAST04074
OG0006703	ORYLA09239	YEAST04919
OG0006706	ORYLA06274	YEAST01312
OG0006707	ORYLA15902	YEAST04448
OG0006712	ORYLA16175	YEAST01297
OG0006716	ORYLA07108	YEAST01688
OG0006717	ORYLA01078	YEAST03273, YEAST00511
OG0006722	ORYLA19383	YEAST05928
OG0006725	ORYLA13855	YEAST05141
OG0006726	ORYLA18866	YEAST01310
OG0006728	ORYLA05670	YEAST01819
OG0006730	ORYLA15663	YEAST06066
OG0006732	ORYLA18287	YEAST05092
OG0006738	ORYLA19668	YEAST03786
OG0006741	ORYLA14536	YEAST00908
OG0006752	ORYLA04133	YEAST01605
OG0006753	ORYLA10479	YEAST06210
OG0006754	ORYLA05668, ORYLA19170	YEAST05223, YEAST00660
OG0006755	ORYLA08778	YEAST03743
OG0006757	ORYLA05170	YEAST02585
OG0006766	ORYLA04462	YEAST01711
OG0006769	ORYLA19703	YEAST04955
OG0006772	ORYLA00394	YEAST05602
OG0006775	ORYLA07771	YEAST01095
OG0006776	ORYLA16494	YEAST02455
OG0006777	ORYLA12364	YEAST05242
OG0006826	ORYLA07190	YEAST03748
OG0006830	ORYLA04099	YEAST02320
OG0006838	ORYLA16929	YEAST01244
OG0006843	ORYLA18591	YEAST03855
OG0006846	ORYLA10163	YEAST04146
OG0006853	ORYLA19226	YEAST03500
OG0006860	ORYLA12394	YEAST03798
OG0006869	ORYLA15879	YEAST01706
OG0006874	ORYLA14058	YEAST03449
OG0006876	ORYLA13231	YEAST00384
OG0006880	ORYLA14486	YEAST04631
OG0006881	ORYLA03213	YEAST01049
OG0006887	ORYLA18327	YEAST01983
OG0006888	ORYLA13676	YEAST00485
OG0006890	ORYLA05057	YEAST02034
OG0006891	ORYLA12282	YEAST00187
OG0006892	ORYLA18584	YEAST04820
OG0006894	ORYLA19918	YEAST01360
OG0006897	ORYLA17654	YEAST00856
OG0006901	ORYLA19363	YEAST05480
OG0006906	ORYLA04358	YEAST00746
OG0006918	ORYLA05445	YEAST05610
OG0006920	ORYLA09599	YEAST02490
OG0006924	ORYLA19320	YEAST04308
OG0006927	ORYLA06863	YEAST00921
OG0006934	ORYLA09930	YEAST02053
OG0006935	ORYLA10774	YEAST02014
OG0006936	ORYLA12502	YEAST06114
OG0006937	ORYLA09224	YEAST05537
OG0006938	ORYLA13900	YEAST02536
OG0006939	ORYLA10635	YEAST01033
OG0006940	ORYLA07819	YEAST05163
OG0006942	ORYLA01085	YEAST00190
OG0006943	ORYLA11269	YEAST02583
OG0006949	ORYLA14891	YEAST00975, YEAST00256
OG0006952	ORYLA02149	YEAST02831
OG0006953	ORYLA04011	YEAST02903, YEAST04751, YEAST05739
OG0006959	ORYLA07529	YEAST01865
OG0006964	ORYLA06047	YEAST05995
OG0006967	ORYLA07736	YEAST06235
OG0006968	ORYLA07011	YEAST03972
OG0006969	ORYLA00904	YEAST01604
OG0006971	ORYLA17898	YEAST00044
OG0006973	ORYLA11601	YEAST03793
OG0006975	ORYLA05959	YEAST02322
OG0006977	ORYLA14070	YEAST06248
OG0006978	ORYLA17389, ORYLA17388	YEAST00696
OG0006980	ORYLA18420, ORYLA18419	YEAST02173
OG0006989	ORYLA09680	YEAST04914
OG0006991	ORYLA19862	YEAST05066
OG0006992	ORYLA07859, ORYLA07860	YEAST04657
OG0006994	ORYLA19038	YEAST05554
OG0006995	ORYLA01996	YEAST06048
OG0006997	ORYLA10925	YEAST00664
OG0006998	ORYLA07905	YEAST02509
OG0006999	ORYLA05329	YEAST03874
OG0007003	ORYLA15348, ORYLA12075	YEAST01840
OG0007005	ORYLA03067	YEAST03907
OG0007009	ORYLA17311	YEAST05645
OG0007010	ORYLA12802	YEAST01652
OG0007012	ORYLA07702	YEAST05361
OG0007013	ORYLA08186	YEAST05971
OG0007015	ORYLA15619	YEAST03053
OG0007016	ORYLA20315	YEAST05307
OG0007024	ORYLA14743	YEAST01864
OG0007028	ORYLA06937	YEAST06312
OG0007029	ORYLA14229	YEAST05619
OG0007030	ORYLA00487	YEAST05712
OG0007033	ORYLA11802	YEAST04002
OG0007036	ORYLA01654	YEAST04799
OG0007046	ORYLA10686	YEAST04826
OG0007049	ORYLA12565	YEAST05930
OG0007050	ORYLA20452	YEAST05668
OG0007053	ORYLA16394	YEAST05898
OG0007055	ORYLA17619	YEAST02593
OG0007061	ORYLA00894	YEAST03247
OG0007063	ORYLA05804	YEAST04650
OG0007065	ORYLA14600	YEAST01111
OG0007071	ORYLA10456	YEAST02162
OG0007073	ORYLA03515	YEAST03946
OG0007075	ORYLA17760	YEAST00811
OG0007084	ORYLA18994	YEAST05527
OG0007092	ORYLA11433	YEAST01811
OG0007093	ORYLA12432	YEAST01923
OG0007095	ORYLA05795	YEAST02581
OG0007097	ORYLA17535	YEAST01699
OG0007098	ORYLA15262	YEAST03783
OG0007106	ORYLA13818	YEAST00202
OG0007112	ORYLA19964	YEAST05597
OG0007114	ORYLA05387, ORYLA02077	YEAST03493
OG0007118	ORYLA18746	YEAST01120
OG0007119	ORYLA13244	YEAST05459
OG0007120	ORYLA02860	YEAST04248
OG0007121	ORYLA00087	YEAST05746
OG0007124	ORYLA09552	YEAST04818
OG0007127	ORYLA05546	YEAST04415
OG0007130	ORYLA18855	YEAST05158
OG0007131	ORYLA17663	YEAST05874
OG0007132	ORYLA02165	YEAST06078
OG0007137	ORYLA06230	YEAST00797
OG0007139	ORYLA20254	YEAST05259
OG0007143	ORYLA10676	YEAST02636
OG0007150	ORYLA12660	YEAST00900
OG0007154	ORYLA10421	YEAST01439
OG0007164	ORYLA09721, ORYLA12288	YEAST05557
OG0007165	ORYLA03664	YEAST04228, YEAST02514
OG0007166	ORYLA12340, ORYLA12341	YEAST05384
OG0007168	ORYLA09683	YEAST02929
OG0007182	ORYLA12514	YEAST00042
OG0007184	ORYLA02171	YEAST01512
OG0007185	ORYLA16541, ORYLA17045, ORYLA00068	YEAST01036
OG0007186	ORYLA08238	YEAST00761
OG0007192	ORYLA09692	YEAST00860
OG0007201	ORYLA12849, ORYLA12850	YEAST01721
OG0007254	ORYLA11846	YEAST00328
OG0007258	ORYLA02983	YEAST02867
OG0007264	ORYLA15263	YEAST04093
OG0007269	ORYLA10696	YEAST04522
OG0007274	ORYLA01401	YEAST04165, YEAST05634
OG0007276	ORYLA17414	YEAST02007
OG0007279	ORYLA04478	YEAST02363
OG0007282	ORYLA17269	YEAST04912
OG0007288	ORYLA20472	YEAST02949
OG0007292	ORYLA05899	YEAST05159
OG0007303	ORYLA18273	YEAST05207
OG0007307	ORYLA04750	YEAST05606
OG0007317	ORYLA04703	YEAST04084
OG0007321	ORYLA01035	YEAST05016
OG0007322	ORYLA12070	YEAST01090
OG0007325	ORYLA12467	YEAST03249
OG0007330	ORYLA03139	YEAST00633
OG0007335	ORYLA11672	YEAST06084
OG0007336	ORYLA05981	YEAST03606
OG0007341	ORYLA12520	YEAST00183
OG0007342	ORYLA17313	YEAST03859
OG0007343	ORYLA13486	YEAST00383
OG0007347	ORYLA13816	YEAST02066
OG0007349	ORYLA17364	YEAST01492
OG0007354	ORYLA09048	YEAST03378
OG0007355	ORYLA20163	YEAST02682
OG0007361	ORYLA01623	YEAST02394
OG0007363	ORYLA06682	YEAST05519
OG0007364	ORYLA16985	YEAST01959
OG0007367	ORYLA06765	YEAST01013
OG0007371	ORYLA00696	YEAST04970
OG0007379	ORYLA11999	YEAST00967
OG0007380	ORYLA12839	YEAST00785, YEAST00666
OG0007382	ORYLA08742	YEAST01108
OG0007387	ORYLA19178	YEAST06326
OG0007393	ORYLA10500	YEAST01116
OG0007394	ORYLA03499	YEAST05998
OG0007395	ORYLA08169	YEAST00603
OG0007397	ORYLA08942	YEAST03512
OG0007399	ORYLA17904	YEAST02279
OG0007401	ORYLA03561	YEAST03451
OG0007408	ORYLA20365	YEAST03401
OG0007409	ORYLA05521	YEAST05329
OG0007411	ORYLA19807	YEAST04399
OG0007412	ORYLA09356	YEAST04822
OG0007415	ORYLA19464	YEAST01948
OG0007417	ORYLA17547	YEAST04175
OG0007419	ORYLA16934	YEAST02667
OG0007421	ORYLA14356	YEAST00762
OG0007424	ORYLA08021	YEAST05463
OG0007425	ORYLA14998	YEAST06135
OG0007428	ORYLA02581	YEAST01536
OG0007431	ORYLA05544, ORYLA05545	YEAST00610
OG0007439	ORYLA05166	YEAST01063
OG0007442	ORYLA06331	YEAST03687
OG0007446	ORYLA17366	YEAST04647
OG0007451	ORYLA08969	YEAST02017
OG0007454	ORYLA09677	YEAST01359
OG0007456	ORYLA02608	YEAST00931
OG0007458	ORYLA00309	YEAST02196
OG0007460	ORYLA20039	YEAST04891
OG0007463	ORYLA10835	YEAST00394
OG0007466	ORYLA12595	YEAST00806
OG0007473	ORYLA06701	YEAST03408
OG0007478	ORYLA17253	YEAST02470
OG0007482	ORYLA01730	YEAST05783
OG0007483	ORYLA11513	YEAST01187
OG0007484	ORYLA03268	YEAST00517
OG0007488	ORYLA14033	YEAST04193
OG0007491	ORYLA16759	YEAST05032
OG0007495	ORYLA10015	YEAST04536
OG0007498	ORYLA05446	YEAST00593
OG0007504	ORYLA00574	YEAST02642
OG0007509	ORYLA04370	YEAST03229
OG0007519	ORYLA12456	YEAST04589
OG0007528	ORYLA06326	YEAST02438
OG0007550	ORYLA06997, ORYLA12399	YEAST03311
OG0007552	ORYLA00262, ORYLA01465, ORYLA00888, ORYLA16698	YEAST04097
OG0007591	ORYLA16433	YEAST02623
OG0007597	ORYLA11901	YEAST05244
OG0007605	ORYLA12711	YEAST04509
OG0007615	ORYLA18029	YEAST05127
OG0007619	ORYLA13054	YEAST04342
OG0007624	ORYLA05976	YEAST03901
OG0007645	ORYLA00783	YEAST05586
OG0007646	ORYLA09484	YEAST05572
OG0007648	ORYLA15478	YEAST03775
OG0007656	ORYLA11259	YEAST02935
OG0007657	ORYLA12352	YEAST01213
OG0007663	ORYLA19677	YEAST01133
OG0007673	ORYLA05954	YEAST04892
OG0007676	ORYLA15905	YEAST01965
OG0007685	ORYLA04777	YEAST00976
OG0007690	ORYLA19010	YEAST00054
OG0007692	ORYLA14149	YEAST05386
OG0007701	ORYLA17283	YEAST04394
OG0007703	ORYLA19369	YEAST03290
OG0007712	ORYLA19931	YEAST02916
OG0007722	ORYLA18334	YEAST06130
OG0007727	ORYLA05656, ORYLA05657	YEAST01129
OG0007739	ORYLA15510, ORYLA15465	YEAST04408
OG0007744	ORYLA03484	YEAST04303
OG0007749	ORYLA14559	YEAST02144
OG0007751	ORYLA07513	YEAST03046
OG0007754	ORYLA03359	YEAST03550
OG0007758	ORYLA20257	YEAST04336
OG0007760	ORYLA15939	YEAST02821
OG0007766	ORYLA07757	YEAST03772, YEAST02908
OG0007767	ORYLA08931	YEAST03177
OG0007769	ORYLA07999	YEAST02589
OG0007772	ORYLA19133	YEAST05211
OG0007784	ORYLA08060	YEAST01170
OG0007786	ORYLA18688	YEAST01347
OG0007787	ORYLA20215	YEAST03458
OG0007801	ORYLA16766, ORYLA07780	YEAST02556, YEAST00332
OG0007803	ORYLA00124	YEAST00818
OG0007810	ORYLA13827	YEAST06278
OG0007811	ORYLA13112	YEAST05686
OG0007823	ORYLA19067, ORYLA19068	YEAST03887
OG0007825	ORYLA13025	YEAST05054
OG0007827	ORYLA18780, ORYLA18779	YEAST01279
OG0007829	ORYLA15176	YEAST02649
OG0007830	ORYLA14956	YEAST03594
OG0007831	ORYLA01418	YEAST03693
OG0007838	ORYLA17639	YEAST04312
OG0007840	ORYLA08937	YEAST02829
OG0007843	ORYLA04606	YEAST04794
OG0007848	ORYLA05186	YEAST03711
OG0007849	ORYLA10492	YEAST01915
OG0007850	ORYLA07967	YEAST01418
OG0007852	ORYLA13909	YEAST02199
OG0007854	ORYLA18212	YEAST01377
OG0007858	ORYLA17809	YEAST03196
OG0007918	ORYLA01441	YEAST04092
OG0007942	ORYLA00254, ORYLA17113	YEAST03545
OG0007943	ORYLA12929	YEAST03288
OG0007947	ORYLA16624	YEAST02420
OG0007958	ORYLA16538	YEAST01011
OG0007975	ORYLA16228	YEAST01243
OG0007976	ORYLA00600	YEAST02259
OG0007978	ORYLA02070	YEAST01491
OG0007991	ORYLA11952	YEAST02341
OG0007993	ORYLA11458	YEAST00089
OG0007996	ORYLA05852	YEAST04079
OG0008020	ORYLA12517	YEAST05433
OG0008030	ORYLA02706	YEAST00039
OG0008031	ORYLA03385	YEAST04719
OG0008038	ORYLA15545	YEAST05601
OG0008045	ORYLA01796	YEAST01345
OG0008053	ORYLA01774	YEAST05804
OG0008055	ORYLA10841	YEAST05224
OG0008056	ORYLA20489	YEAST04542
OG0008072	ORYLA13669	YEAST00552
OG0008079	ORYLA09004	YEAST03108
OG0008085	ORYLA19641	YEAST04107
OG0008091	ORYLA17534	YEAST06200
OG0008100	ORYLA10361	YEAST03959
OG0008104	ORYLA08205	YEAST06240
OG0008105	ORYLA05225	YEAST03324
OG0008110	ORYLA06491	YEAST00121
OG0008111	ORYLA12163	YEAST06004, YEAST05693
OG0008115	ORYLA10059	YEAST05684, YEAST06009
OG0008127	ORYLA01046	YEAST05342
OG0008136	ORYLA19591	YEAST02756
OG0008196	ORYLA14954	YEAST03623
OG0008201	ORYLA13729	YEAST01163
OG0008202	ORYLA04116	YEAST06186
OG0008219	ORYLA09090	YEAST05754
OG0008244	ORYLA08001	YEAST04999
OG0008254	ORYLA02035	YEAST04740
OG0008267	ORYLA19521	YEAST02722
OG0008273	ORYLA07469	YEAST00628
OG0008281	ORYLA01101	YEAST01387
OG0008307	ORYLA10871	YEAST01285
OG0008323	ORYLA00406	YEAST05718
OG0008339	ORYLA18585	YEAST03286
OG0008346	ORYLA10815	YEAST01382
OG0008351	ORYLA13395	YEAST01276
OG0008401	ORYLA14490	YEAST02115
OG0008403	ORYLA05967	YEAST01318
OG0008404	ORYLA02432	YEAST02842
OG0008416	ORYLA10737	YEAST05168
OG0008524	ORYLA00132	YEAST02216
OG0008533	ORYLA11615	YEAST00770
OG0008540	ORYLA01617	YEAST02219
OG0008542	ORYLA13618	YEAST00506
OG0008546	ORYLA01722	YEAST03499
OG0008582	ORYLA15082, ORYLA11073, ORYLA11074	YEAST04883
OG0008601	ORYLA01236	YEAST03150
OG0008620	ORYLA19410	YEAST00843
OG0008626	ORYLA06748	YEAST03306
OG0008645	ORYLA14126	YEAST05803
OG0008654	ORYLA07750	YEAST03590
OG0008664	ORYLA09157	YEAST05851
OG0008677	ORYLA05502	YEAST03567
OG0008680	ORYLA01329	YEAST02511
OG0008681	ORYLA09984	YEAST04884
OG0008689	ORYLA00578	YEAST05237
OG0008705	ORYLA12853, ORYLA18221	YEAST06239
OG0008799	ORYLA02092	YEAST03377
OG0008816	ORYLA02817, ORYLA17960	YEAST01954
OG0008818	ORYLA20382	YEAST00271
OG0008823	ORYLA03746	YEAST03936
OG0008861	ORYLA07007	YEAST04983
OG0008872	ORYLA12866	YEAST03799
OG0008903	ORYLA04930	YEAST01637
OG0008913	ORYLA20014	YEAST03181, YEAST03769
OG0008923	ORYLA11983	YEAST01739
OG0008946	ORYLA08964	YEAST00403
OG0008990	ORYLA09325	YEAST02040
OG0009056	ORYLA18970	YEAST00322
OG0009115	ORYLA06371	YEAST05628, YEAST04158
OG0009165	ORYLA20480	YEAST05085, YEAST01742
OG0009166	ORYLA11817	YEAST03055
OG0009172	ORYLA18439	YEAST02854
OG0009182	ORYLA16088	YEAST03621
OG0009225	ORYLA09011	YEAST01052
OG0009232	ORYLA02820	YEAST04731
OG0009483	ORYLA15154	YEAST05877
OG0009486	ORYLA07088, ORYLA07089	YEAST00324
OG0009590	ORYLA16236	YEAST02138
OG0009604	ORYLA15134	YEAST04803
OG0009614	ORYLA08017	YEAST00622
OG0009630	ORYLA00664	YEAST02852
OG0009649	ORYLA02352	YEAST01825
OG0009651	ORYLA12694	YEAST04775
OG0009654	ORYLA08179	YEAST04221
OG0009676	ORYLA02258	YEAST05959
OG0009892	ORYLA06573	YEAST01082
OG0009911	ORYLA12874	YEAST03388
OG0009994	ORYLA18946	YEAST06045
OG0010271	ORYLA03004	YEAST03656
OG0010346	ORYLA11587	YEAST00902, YEAST04286
OG0010372	ORYLA15488	YEAST02145
OG0010570	ORYLA01718	YEAST03006
OG0011216	ORYLA06704	YEAST02293
OG0011334	ORYLA18491	YEAST01779
OG0011371	ORYLA18490	YEAST01766
OG0011464	ORYLA13812, ORYLA13811	YEAST01096
OG0012438	ORYLA09123	YEAST03374
OG0012449	ORYLA05450	YEAST06083, YEAST05798
OG0012498	ORYLA04016	YEAST04109
