Orthogroup	ORYLA	NEMVE
OG0000133	ORYLA00265, ORYLA00686, ORYLA17015, ORYLA10172, ORYLA10173, ORYLA00363, ORYLA00362, ORYLA18060, ORYLA18105, ORYLA18069, ORYLA18695, ORYLA09247, ORYLA19563, ORYLA19564, ORYLA19562, ORYLA10721, ORYLA03547	NEMVE17437
OG0000136	ORYLA05588, ORYLA07175, ORYLA19480	NEMVE22321, NEMVE17620, NEMVE20155, NEMVE02071, NEMVE04995, NEMVE13318, NEMVE15328
OG0000137	ORYLA01561, ORYLA05405, ORYLA11449, ORYLA01560	NEMVE20817, NEMVE18407
OG0000137	ORYLA20491, ORYLA06196, ORYLA16275, ORYLA11370, ORYLA08706	NEMVE09537, NEMVE02104, NEMVE16617, NEMVE07756, NEMVE01665, NEMVE07752, NEMVE04562, NEMVE10746, NEMVE08414, NEMVE08549, NEMVE22935
OG0000139	ORYLA03997	NEMVE16959, NEMVE19997, NEMVE23512, NEMVE25194
OG0000140	ORYLA08885	NEMVE07307
OG0000140	ORYLA14844, ORYLA14843, ORYLA14846, ORYLA19052, ORYLA14994, ORYLA19713	NEMVE16491
OG0000145	ORYLA08429	NEMVE16199, NEMVE04738, NEMVE21777, NEMVE21974
OG0000147	ORYLA06944, ORYLA12833, ORYLA15636	NEMVE01930
OG0000147	ORYLA05633, ORYLA11702, ORYLA12687, ORYLA12688	NEMVE13815
OG0000147	ORYLA13100, ORYLA13101	NEMVE14266
OG0000147	ORYLA05214	NEMVE06760
OG0000147	ORYLA18182	NEMVE15010
OG0000147	ORYLA10192	NEMVE01973
OG0000148	ORYLA15726, ORYLA20251, ORYLA14206, ORYLA15625, ORYLA10888, ORYLA14723, ORYLA14171, ORYLA15624, ORYLA14208, ORYLA14207, ORYLA14204, ORYLA15626, ORYLA03132, ORYLA14172, ORYLA10887, ORYLA14722	NEMVE23582, NEMVE05630
OG0000149	ORYLA17290, ORYLA17651, ORYLA17652	NEMVE02950, NEMVE00060, NEMVE07321
OG0000149	ORYLA15235, ORYLA15236, ORYLA12701, ORYLA20319	NEMVE08530, NEMVE21291
OG0000149	ORYLA19729	NEMVE07677, NEMVE25205, NEMVE08546, NEMVE17187, NEMVE14399, NEMVE02954
OG0000151	ORYLA00584, ORYLA16576, ORYLA02429, ORYLA18300, ORYLA01900, ORYLA08949	NEMVE14638
OG0000151	ORYLA01789, ORYLA08191, ORYLA17153, ORYLA15978, ORYLA13920, ORYLA08402, ORYLA09669	NEMVE16753, NEMVE04801, NEMVE16934, NEMVE04750, NEMVE14329
OG0000151	ORYLA02467, ORYLA17249, ORYLA13261	NEMVE23696
OG0000151	ORYLA02929	NEMVE23695
OG0000154	ORYLA18264	NEMVE04960
OG0000154	ORYLA15514, ORYLA15513, ORYLA15515, ORYLA15516	NEMVE14154, NEMVE10510
OG0000154	ORYLA18107	NEMVE10154, NEMVE16985
OG0000155	ORYLA11669, ORYLA10177, ORYLA11879	NEMVE08895
OG0000155	ORYLA01931, ORYLA05131	NEMVE19985, NEMVE14842
OG0000157	ORYLA17521, ORYLA13610, ORYLA10318, ORYLA10319	NEMVE24250
OG0000157	ORYLA15668, ORYLA19374, ORYLA02711, ORYLA13713, ORYLA15077, ORYLA11173, ORYLA15669	NEMVE14302
OG0000157	ORYLA13712, ORYLA15189, ORYLA12434	NEMVE22690
OG0000158	ORYLA13317, ORYLA13316, ORYLA00712, ORYLA06676, ORYLA13319, ORYLA13320, ORYLA06673, ORYLA13322, ORYLA13321, ORYLA02577, ORYLA02576, ORYLA02575, ORYLA13315, ORYLA13314, ORYLA06675, ORYLA06677, ORYLA16215, ORYLA04882, ORYLA09237, ORYLA07104	NEMVE19203, NEMVE24928
OG0000159	ORYLA09075	NEMVE15043, NEMVE07490, NEMVE20974, NEMVE03468, NEMVE06600
OG0000159	ORYLA02590, ORYLA18122	NEMVE15373, NEMVE08424, NEMVE15992, NEMVE05165, NEMVE03182, NEMVE02495, NEMVE09227
OG0000159	ORYLA08188	NEMVE08562
OG0000160	ORYLA15840	NEMVE13435, NEMVE07078, NEMVE05120
OG0000160	ORYLA02669, ORYLA17886, ORYLA02668, ORYLA17884	NEMVE14840, NEMVE11396, NEMVE00322, NEMVE10352, NEMVE08354, NEMVE16396
OG0000163	ORYLA00631, ORYLA16749, ORYLA00152, ORYLA08374, ORYLA16276	NEMVE23040, NEMVE12529, NEMVE24450
OG0000163	ORYLA08243, ORYLA08244, ORYLA05623, ORYLA01820, ORYLA17166, ORYLA15777	NEMVE12704, NEMVE13131
OG0000164	ORYLA02097, ORYLA18775, ORYLA17709, ORYLA02317, ORYLA13180, ORYLA17679, ORYLA17680, ORYLA17697	NEMVE18535
OG0000165	ORYLA19750, ORYLA01240, ORYLA03912	NEMVE01276, NEMVE18257
OG0000166	ORYLA09960	NEMVE13422, NEMVE21827
OG0000166	ORYLA16752, ORYLA03503, ORYLA02712, ORYLA02713, ORYLA12775, ORYLA00549	NEMVE03435, NEMVE02015, NEMVE05833
OG0000168	ORYLA20030, ORYLA20029, ORYLA03403	NEMVE12386, NEMVE14100, NEMVE08169
OG0000169	ORYLA18751	NEMVE20740
OG0000169	ORYLA18597, ORYLA05027, ORYLA11561, ORYLA00432, ORYLA18067, ORYLA18044, ORYLA18072, ORYLA18070, ORYLA18612, ORYLA04492, ORYLA07625	NEMVE11847
OG0000170	ORYLA14422	NEMVE24896
OG0000171	ORYLA03475	NEMVE02961
OG0000171	ORYLA00507	NEMVE13315
OG0000172	ORYLA14905, ORYLA14355, ORYLA08506, ORYLA09443, ORYLA09676, ORYLA12248, ORYLA14003	NEMVE05118, NEMVE09588, NEMVE07313, NEMVE14659, NEMVE07863, NEMVE14236, NEMVE11433
OG0000173	ORYLA05837, ORYLA04181, ORYLA13115, ORYLA06590, ORYLA06914, ORYLA13267, ORYLA20247, ORYLA14500, ORYLA03510, ORYLA06836, ORYLA06833, ORYLA02812, ORYLA09725, ORYLA09722, ORYLA12289, ORYLA14240, ORYLA13837, ORYLA19372, ORYLA02059, ORYLA11932	NEMVE08851
OG0000174	ORYLA06450, ORYLA09402	NEMVE06970
OG0000175	ORYLA06318	NEMVE00450, NEMVE15112
OG0000179	ORYLA18062, ORYLA18061, ORYLA14649	NEMVE18776
OG0000179	ORYLA20422	NEMVE07348
OG0000179	ORYLA09852, ORYLA09146	NEMVE15362
OG0000180	ORYLA01448, ORYLA01304, ORYLA04174, ORYLA04081, ORYLA03160, ORYLA03933	NEMVE17226, NEMVE07670
OG0000181	ORYLA16498, ORYLA13742, ORYLA15752, ORYLA07049, ORYLA08335	NEMVE24124
OG0000181	ORYLA11594	NEMVE13666, NEMVE22609
OG0000181	ORYLA14523	NEMVE13944, NEMVE14380
OG0000182	ORYLA10990	NEMVE17286
OG0000182	ORYLA10989, ORYLA17913, ORYLA08510	NEMVE19657, NEMVE19159, NEMVE17733
OG0000183	ORYLA03838, ORYLA03086, ORYLA10707, ORYLA07386, ORYLA05009, ORYLA00092	NEMVE11293
OG0000183	ORYLA03426	NEMVE10854
OG0000183	ORYLA09404	NEMVE13332
OG0000184	ORYLA13442, ORYLA13444, ORYLA13443	NEMVE14657, NEMVE21989
OG0000185	ORYLA15712, ORYLA15972, ORYLA09436	NEMVE22342
OG0000185	ORYLA12658, ORYLA02266, ORYLA07574, ORYLA11753, ORYLA05335	NEMVE24028
OG0000188	ORYLA02679, ORYLA17741, ORYLA00508	NEMVE13624
OG0000191	ORYLA05227	NEMVE23068
OG0000191	ORYLA05361, ORYLA11475, ORYLA02113	NEMVE20056, NEMVE07639, NEMVE07647, NEMVE10676, NEMVE12682
OG0000192	ORYLA09752, ORYLA08947, ORYLA19527, ORYLA20454, ORYLA00818, ORYLA13158	NEMVE05593
OG0000192	ORYLA18141	NEMVE13792
OG0000192	ORYLA16694	NEMVE01940
OG0000193	ORYLA02650, ORYLA17280, ORYLA18753, ORYLA17279, ORYLA04135, ORYLA19839	NEMVE10259, NEMVE11693, NEMVE07643
OG0000194	ORYLA03335, ORYLA10209, ORYLA09317	NEMVE11646, NEMVE08721
OG0000195	ORYLA09172, ORYLA07416	NEMVE15098
OG0000198	ORYLA06440	NEMVE17814
OG0000199	ORYLA01152, ORYLA01153, ORYLA01154, ORYLA01155, ORYLA01148, ORYLA01150, ORYLA01149, ORYLA01151	NEMVE06018
OG0000200	ORYLA18619, ORYLA08930, ORYLA08929, ORYLA13330, ORYLA13420, ORYLA03633	NEMVE14737, NEMVE09501, NEMVE00651, NEMVE21943
OG0000201	ORYLA17554, ORYLA04556, ORYLA03543	NEMVE09097
OG0000201	ORYLA11410, ORYLA04401, ORYLA17966	NEMVE18189, NEMVE09350
OG0000202	ORYLA07840, ORYLA16451, ORYLA05710, ORYLA09906, ORYLA09907, ORYLA08109, ORYLA18114, ORYLA17987, ORYLA05097, ORYLA08265, ORYLA07710, ORYLA01328, ORYLA04936, ORYLA08130, ORYLA06184	NEMVE18137, NEMVE01256
OG0000203	ORYLA19611	NEMVE25285
OG0000203	ORYLA02186, ORYLA05651, ORYLA02226	NEMVE01883
OG0000203	ORYLA06336, ORYLA13132, ORYLA15645	NEMVE13514, NEMVE23942, NEMVE06833, NEMVE16297, NEMVE03834
OG0000204	ORYLA19568	NEMVE04586, NEMVE13063
OG0000204	ORYLA14989, ORYLA12052, ORYLA10864	NEMVE08800
OG0000204	ORYLA14833, ORYLA12329, ORYLA11040, ORYLA14829, ORYLA10865, ORYLA12759, ORYLA14834	NEMVE01481, NEMVE01283, NEMVE05134, NEMVE01962, NEMVE13202, NEMVE01981
OG0000205	ORYLA10735, ORYLA11823, ORYLA04847, ORYLA00096	NEMVE09132
OG0000205	ORYLA08886, ORYLA07839, ORYLA16466, ORYLA01806	NEMVE05941
OG0000205	ORYLA08887, ORYLA07906, ORYLA16386, ORYLA08645, ORYLA09823	NEMVE22488, NEMVE07344, NEMVE13282, NEMVE02003, NEMVE05573
OG0000206	ORYLA05181	NEMVE15380, NEMVE22829, NEMVE18059, NEMVE24977, NEMVE24978, NEMVE11639
OG0000206	ORYLA19707, ORYLA12010	NEMVE21113, NEMVE16454, NEMVE18477, NEMVE20414, NEMVE19818, NEMVE17868
OG0000206	ORYLA04922	NEMVE15768
OG0000207	ORYLA12926, ORYLA15852, ORYLA20450, ORYLA04172, ORYLA06174, ORYLA15820	NEMVE14338, NEMVE18126
OG0000208	ORYLA16091, ORYLA04477, ORYLA03969, ORYLA14541	NEMVE01513, NEMVE06396
OG0000209	ORYLA04694	NEMVE07932, NEMVE11540, NEMVE11095, NEMVE01241
OG0000209	ORYLA18365	NEMVE05512
OG0000211	ORYLA03809, ORYLA03810	NEMVE13306
OG0000211	ORYLA05322	NEMVE20025
OG0000211	ORYLA04972	NEMVE08412
OG0000211	ORYLA14089	NEMVE13225
OG0000211	ORYLA18617	NEMVE22330, NEMVE12945
OG0000211	ORYLA15118, ORYLA12450	NEMVE10733
OG0000215	ORYLA04441, ORYLA17376	NEMVE19007
OG0000218	ORYLA15885	NEMVE06667, NEMVE11926, NEMVE02677
OG0000220	ORYLA06609, ORYLA09295	NEMVE06570, NEMVE06590
OG0000221	ORYLA03306, ORYLA16226, ORYLA13864	NEMVE01044, NEMVE13312
OG0000221	ORYLA19366, ORYLA06146, ORYLA01810, ORYLA16468	NEMVE05724
OG0000223	ORYLA10038, ORYLA11518	NEMVE05418
OG0000223	ORYLA07266, ORYLA07818, ORYLA05006	NEMVE21368, NEMVE09090
OG0000225	ORYLA10962, ORYLA15835, ORYLA13765, ORYLA15534, ORYLA19091, ORYLA15739, ORYLA02794, ORYLA01507	NEMVE22802, NEMVE01960
OG0000226	ORYLA08515	NEMVE25655
OG0000227	ORYLA09705, ORYLA16473	NEMVE09031
OG0000227	ORYLA07142, ORYLA14920, ORYLA14919	NEMVE06657, NEMVE07158
OG0000227	ORYLA07005, ORYLA07006, ORYLA13332	NEMVE07017, NEMVE03569, NEMVE03503
OG0000228	ORYLA04088, ORYLA03535, ORYLA04089, ORYLA00004, ORYLA00005, ORYLA01119, ORYLA00170, ORYLA01127, ORYLA01126	NEMVE18402, NEMVE24491
OG0000229	ORYLA09298, ORYLA09346	NEMVE15066, NEMVE11440, NEMVE07740, NEMVE17626, NEMVE18164, NEMVE17629
OG0000230	ORYLA10690	NEMVE08205
OG0000231	ORYLA01387, ORYLA04281, ORYLA19832, ORYLA13508, ORYLA19448, ORYLA09456	NEMVE09601, NEMVE01545, NEMVE09855
OG0000232	ORYLA20493	NEMVE22092
OG0000233	ORYLA05663	NEMVE05033, NEMVE16788, NEMVE03178, NEMVE08203, NEMVE11146
OG0000233	ORYLA18003	NEMVE22314, NEMVE14327, NEMVE05004, NEMVE15261, NEMVE18597, NEMVE10949, NEMVE08984, NEMVE03253, NEMVE09878, NEMVE03750, NEMVE04925, NEMVE09883
OG0000234	ORYLA13000, ORYLA14105, ORYLA12637, ORYLA05772, ORYLA01693, ORYLA11249, ORYLA14751	NEMVE11754, NEMVE21946, NEMVE11372
OG0000235	ORYLA14889, ORYLA01167, ORYLA04027, ORYLA10002, ORYLA07335	NEMVE16102, NEMVE05387
OG0000236	ORYLA12896, ORYLA06350	NEMVE06799
OG0000236	ORYLA11551	NEMVE08450
OG0000238	ORYLA07768	NEMVE12144
OG0000238	ORYLA07061, ORYLA18743, ORYLA15964, ORYLA06983	NEMVE01679, NEMVE14698, NEMVE17148
OG0000239	ORYLA16412, ORYLA07887, ORYLA08904, ORYLA06616, ORYLA09375, ORYLA08385	NEMVE15715
OG0000239	ORYLA11432, ORYLA10759	NEMVE10508, NEMVE14103
OG0000239	ORYLA19462, ORYLA07829, ORYLA05627, ORYLA01800	NEMVE08852
OG0000242	ORYLA20204, ORYLA11050	NEMVE05130
OG0000244	ORYLA15688, ORYLA14426, ORYLA14594, ORYLA19522, ORYLA15434	NEMVE23766
OG0000244	ORYLA12391, ORYLA01756, ORYLA15173, ORYLA19456, ORYLA08925, ORYLA08923, ORYLA08924	NEMVE21797, NEMVE21081, NEMVE13759
OG0000245	ORYLA15217, ORYLA11246, ORYLA04509, ORYLA03682, ORYLA06224, ORYLA16414, ORYLA07883, ORYLA09803, ORYLA05566, ORYLA05567, ORYLA08317, ORYLA16849, ORYLA08043, ORYLA05783, ORYLA00278, ORYLA00279, ORYLA17013	NEMVE03065, NEMVE13910, NEMVE06304, NEMVE07204
OG0000246	ORYLA16344	NEMVE09525, NEMVE24900
OG0000246	ORYLA17250	NEMVE06591
OG0000250	ORYLA14962	NEMVE11858
OG0000250	ORYLA16891	NEMVE10051
OG0000250	ORYLA11002	NEMVE14142
OG0000251	ORYLA19579, ORYLA14495	NEMVE15024
OG0000251	ORYLA03531, ORYLA09347, ORYLA13883, ORYLA03324	NEMVE08878, NEMVE10840, NEMVE14021, NEMVE07657, NEMVE13061, NEMVE19405, NEMVE17535
OG0000255	ORYLA04331	NEMVE09558
OG0000255	ORYLA12113	NEMVE09130, NEMVE09131, NEMVE10975, NEMVE13921
OG0000256	ORYLA02742, ORYLA16602, ORYLA00877	NEMVE06790
OG0000257	ORYLA07342, ORYLA19508, ORYLA14895	NEMVE17110
OG0000258	ORYLA16736, ORYLA00803	NEMVE06308
OG0000258	ORYLA13731, ORYLA14055, ORYLA11238	NEMVE09736
OG0000258	ORYLA10418, ORYLA04818, ORYLA08148	NEMVE25195
OG0000260	ORYLA10907, ORYLA18428, ORYLA15874	NEMVE13152
OG0000260	ORYLA08131	NEMVE12262, NEMVE00014
OG0000261	ORYLA03331, ORYLA06905, ORYLA08763, ORYLA01049	NEMVE17834
OG0000263	ORYLA00024	NEMVE02731
OG0000265	ORYLA17739, ORYLA10912, ORYLA14726	NEMVE00125, NEMVE14956
OG0000266	ORYLA00536	NEMVE17970
OG0000266	ORYLA00700	NEMVE13864
OG0000268	ORYLA01805, ORYLA01744, ORYLA01745, ORYLA05672, ORYLA09801, ORYLA05671	NEMVE05940, NEMVE01538, NEMVE11188, NEMVE06624, NEMVE02005
OG0000269	ORYLA12238, ORYLA16437, ORYLA07123, ORYLA07121, ORYLA09219, ORYLA02548	NEMVE22828, NEMVE15262
OG0000270	ORYLA04109, ORYLA11496, ORYLA10746, ORYLA03400, ORYLA03399	NEMVE06642
OG0000273	ORYLA17595	NEMVE15051
OG0000273	ORYLA11307	NEMVE12092, NEMVE06102
OG0000275	ORYLA10602	NEMVE10649
OG0000275	ORYLA19424	NEMVE09175
OG0000275	ORYLA11109, ORYLA08098, ORYLA00342, ORYLA00341, ORYLA02599	NEMVE23270
OG0000276	ORYLA07457, ORYLA07458	NEMVE03444, NEMVE05577, NEMVE02978, NEMVE07784, NEMVE02398, NEMVE02390
OG0000277	ORYLA07913, ORYLA13592, ORYLA17906	NEMVE07555
OG0000277	ORYLA04770, ORYLA02631, ORYLA17515, ORYLA01293	NEMVE05309
OG0000278	ORYLA04407	NEMVE19249
OG0000278	ORYLA02326	NEMVE19287
OG0000278	ORYLA13179	NEMVE11833
OG0000278	ORYLA04766	NEMVE13169
OG0000280	ORYLA06577, ORYLA13201, ORYLA06120, ORYLA14981, ORYLA17698	NEMVE13585, NEMVE24119, NEMVE14846
OG0000280	ORYLA12009, ORYLA14903	NEMVE14600
OG0000281	ORYLA13690, ORYLA18802, ORYLA15942, ORYLA10808, ORYLA13337, ORYLA07002, ORYLA09322	NEMVE05496, NEMVE09742
OG0000281	ORYLA12563, ORYLA03894, ORYLA01378	NEMVE11485, NEMVE06109, NEMVE02781
OG0000282	ORYLA00210, ORYLA09022	NEMVE06711, NEMVE06725
OG0000282	ORYLA18951	NEMVE09000
OG0000282	ORYLA04706	NEMVE07044
OG0000282	ORYLA01496	NEMVE08997
OG0000282	ORYLA04826	NEMVE03120, NEMVE08986
OG0000284	ORYLA12966, ORYLA01651, ORYLA17103, ORYLA18256	NEMVE09228
OG0000285	ORYLA18449	NEMVE19602, NEMVE11907, NEMVE11739, NEMVE08849, NEMVE10565, NEMVE19215
OG0000286	ORYLA03638	NEMVE22388
OG0000286	ORYLA11097	NEMVE17190
OG0000286	ORYLA07519	NEMVE12253, NEMVE11489
OG0000286	ORYLA03639	NEMVE17709
OG0000287	ORYLA02857, ORYLA04080, ORYLA03158	NEMVE19439, NEMVE12059, NEMVE02463, NEMVE06816, NEMVE13519
OG0000288	ORYLA14637, ORYLA12168, ORYLA08853	NEMVE01052
OG0000289	ORYLA13565, ORYLA06948, ORYLA17464, ORYLA12957	NEMVE22048, NEMVE20877
OG0000292	ORYLA04250	NEMVE25000
OG0000295	ORYLA16746, ORYLA00613	NEMVE13612
OG0000296	ORYLA17335, ORYLA12148	NEMVE01953
OG0000296	ORYLA05484, ORYLA12730	NEMVE05527
OG0000297	ORYLA02364, ORYLA14934, ORYLA17528, ORYLA17276	NEMVE08136, NEMVE08886
OG0000298	ORYLA07637, ORYLA08867, ORYLA17620, ORYLA02644, ORYLA07534	NEMVE13191, NEMVE05181
OG0000299	ORYLA02095, ORYLA02094, ORYLA05585, ORYLA11794	NEMVE01544, NEMVE14250
OG0000300	ORYLA07596, ORYLA07595	NEMVE09364
OG0000301	ORYLA16651	NEMVE22595, NEMVE01755, NEMVE07457, NEMVE17084, NEMVE16876, NEMVE14009
OG0000301	ORYLA04812, ORYLA01309, ORYLA19598, ORYLA07696	NEMVE13830
OG0000301	ORYLA11071, ORYLA15337, ORYLA12907, ORYLA12506	NEMVE07722
OG0000302	ORYLA08419	NEMVE16760, NEMVE18060, NEMVE16759, NEMVE08893, NEMVE24019, NEMVE25431, NEMVE17952, NEMVE23340, NEMVE06703
OG0000303	ORYLA16302	NEMVE00764, NEMVE09168
OG0000305	ORYLA05505	NEMVE14852
OG0000305	ORYLA02167, ORYLA05631, ORYLA20085, ORYLA06691, ORYLA14370, ORYLA15761	NEMVE22819
OG0000307	ORYLA10706, ORYLA03839, ORYLA03084	NEMVE22339
OG0000307	ORYLA02300, ORYLA17392, ORYLA14634	NEMVE05619, NEMVE23281
OG0000308	ORYLA08644	NEMVE04922
OG0000308	ORYLA01851	NEMVE02882, NEMVE07008
OG0000308	ORYLA08982	NEMVE14481, NEMVE22536
OG0000310	ORYLA09618	NEMVE21881, NEMVE10980
OG0000312	ORYLA12072, ORYLA02919	NEMVE09939
OG0000312	ORYLA07558	NEMVE17449
OG0000312	ORYLA20410, ORYLA04032	NEMVE14828
OG0000313	ORYLA07713, ORYLA09993	NEMVE22122
OG0000313	ORYLA12846, ORYLA05854	NEMVE21924
OG0000314	ORYLA17105, ORYLA17107	NEMVE02359
OG0000314	ORYLA07735, ORYLA16991, ORYLA16992, ORYLA16282, ORYLA05811	NEMVE12383
OG0000315	ORYLA10390, ORYLA03355	NEMVE02785
OG0000315	ORYLA09757, ORYLA06311, ORYLA09200	NEMVE14926, NEMVE12015
OG0000315	ORYLA14332, ORYLA10891	NEMVE07786
OG0000316	ORYLA05028, ORYLA00489, ORYLA00488	NEMVE08746
OG0000316	ORYLA06812, ORYLA13482	NEMVE01734
OG0000317	ORYLA11482, ORYLA19885, ORYLA01724, ORYLA05343	NEMVE20889
OG0000319	ORYLA17421, ORYLA02486, ORYLA17422	NEMVE00937
OG0000321	ORYLA12958, ORYLA02627	NEMVE02272
OG0000321	ORYLA16703, ORYLA00623	NEMVE06455
OG0000321	ORYLA01005	NEMVE07991
OG0000321	ORYLA09493, ORYLA09170, ORYLA01006, ORYLA09494, ORYLA09171	NEMVE09403, NEMVE01701, NEMVE09405
OG0000322	ORYLA02330, ORYLA02329, ORYLA17228, ORYLA02554, ORYLA02714, ORYLA11174	NEMVE06193, NEMVE02760, NEMVE08806, NEMVE01047
OG0000323	ORYLA05750	NEMVE13071
OG0000323	ORYLA06414, ORYLA19842, ORYLA10008	NEMVE14851
OG0000325	ORYLA09822, ORYLA16463	NEMVE06503, NEMVE02181, NEMVE05508
OG0000326	ORYLA13893	NEMVE13638
OG0000328	ORYLA07598, ORYLA01753, ORYLA05454, ORYLA05455, ORYLA14292, ORYLA20008	NEMVE17398
OG0000330	ORYLA11384, ORYLA11385	NEMVE09775
OG0000331	ORYLA01882, ORYLA05789, ORYLA16772, ORYLA07787, ORYLA00143, ORYLA16898, ORYLA16950, ORYLA00632, ORYLA00630	NEMVE17290, NEMVE12074, NEMVE01823, NEMVE11437, NEMVE01340, NEMVE12493, NEMVE02334, NEMVE01386, NEMVE07186, NEMVE07520
OG0000332	ORYLA02409	NEMVE03226, NEMVE24753, NEMVE16005, NEMVE01098, NEMVE01130, NEMVE02140
OG0000332	ORYLA02271, ORYLA17872, ORYLA05113	NEMVE02081
OG0000333	ORYLA11584, ORYLA11585	NEMVE03451, NEMVE04668, NEMVE05731, NEMVE11715, NEMVE06272
OG0000335	ORYLA03866, ORYLA03867, ORYLA03868	NEMVE02469
OG0000338	ORYLA03979, ORYLA03456, ORYLA02319	NEMVE23189
OG0000338	ORYLA17367, ORYLA06348	NEMVE10431
OG0000338	ORYLA01999, ORYLA20309, ORYLA06130	NEMVE14053
OG0000339	ORYLA13968	NEMVE11322, NEMVE01443
OG0000341	ORYLA09071, ORYLA11727, ORYLA13974, ORYLA02031	NEMVE08913
OG0000342	ORYLA15618	NEMVE23517, NEMVE17250, NEMVE23892
OG0000343	ORYLA11766, ORYLA05311, ORYLA03936, ORYLA03297	NEMVE03840, NEMVE10282, NEMVE10285
OG0000344	ORYLA04585, ORYLA07404, ORYLA00179, ORYLA17833	NEMVE09427
OG0000344	ORYLA18073	NEMVE07424, NEMVE12469, NEMVE07402
OG0000345	ORYLA17736, ORYLA03893, ORYLA18632, ORYLA19612, ORYLA01382, ORYLA08221	NEMVE00031, NEMVE06094, NEMVE05822, NEMVE13377, NEMVE23409
OG0000350	ORYLA15941, ORYLA15940, ORYLA14279, ORYLA08983, ORYLA05129, ORYLA01930	NEMVE05817
OG0000350	ORYLA10263, ORYLA11347	NEMVE13780
OG0000352	ORYLA02626, ORYLA13214, ORYLA13215, ORYLA16805, ORYLA00708, ORYLA00709	NEMVE06598
OG0000352	ORYLA19045	NEMVE05333
OG0000352	ORYLA15089	NEMVE09599
OG0000353	ORYLA17564, ORYLA02784, ORYLA04909, ORYLA00328	NEMVE06098
OG0000356	ORYLA03036	NEMVE11083, NEMVE11082
OG0000356	ORYLA20188, ORYLA13681	NEMVE11501
OG0000357	ORYLA01112, ORYLA00674, ORYLA02665, ORYLA17822	NEMVE24307
OG0000357	ORYLA11167, ORYLA14261, ORYLA15724	NEMVE08179
OG0000358	ORYLA20349	NEMVE21582
OG0000358	ORYLA11098, ORYLA15332	NEMVE08090
OG0000358	ORYLA11009	NEMVE04980
OG0000358	ORYLA09492	NEMVE13509
OG0000359	ORYLA12664	NEMVE05129
OG0000360	ORYLA09367, ORYLA12791	NEMVE04676
OG0000360	ORYLA14415	NEMVE04667
OG0000363	ORYLA12525	NEMVE13781
OG0000363	ORYLA06099, ORYLA19085, ORYLA08262, ORYLA01904	NEMVE02006
OG0000367	ORYLA11251, ORYLA13727, ORYLA14050	NEMVE15237
OG0000371	ORYLA07826	NEMVE03633
OG0000372	ORYLA11902	NEMVE15104
OG0000372	ORYLA16999, ORYLA12426	NEMVE13274
OG0000372	ORYLA15492, ORYLA11861	NEMVE13664
OG0000373	ORYLA17975, ORYLA07919, ORYLA16362	NEMVE23724
OG0000374	ORYLA19024, ORYLA09807, ORYLA15744	NEMVE11428
OG0000374	ORYLA04768, ORYLA17516, ORYLA02630	NEMVE13611
OG0000374	ORYLA15743, ORYLA10304, ORYLA09808	NEMVE14343
OG0000375	ORYLA16528, ORYLA07976, ORYLA16760, ORYLA08298, ORYLA07775, ORYLA08187, ORYLA08185, ORYLA16640, ORYLA04642, ORYLA11940	NEMVE08516, NEMVE22003
OG0000378	ORYLA05982, ORYLA05320, ORYLA08586, ORYLA09562, ORYLA01469	NEMVE10276
OG0000378	ORYLA04523, ORYLA09575, ORYLA01926, ORYLA05901	NEMVE03549
OG0000379	ORYLA03532	NEMVE21880, NEMVE24618
OG0000379	ORYLA08182, ORYLA00689, ORYLA02012	NEMVE08922
OG0000382	ORYLA15461, ORYLA14549, ORYLA11229	NEMVE14766
OG0000383	ORYLA00815	NEMVE18075
OG0000383	ORYLA00814	NEMVE19534, NEMVE19770
OG0000384	ORYLA19370	NEMVE13549, NEMVE19650
OG0000384	ORYLA05624	NEMVE14575
OG0000386	ORYLA00517, ORYLA01282, ORYLA04071	NEMVE16157, NEMVE00367, NEMVE01134, NEMVE02065, NEMVE18127, NEMVE15594
OG0000389	ORYLA19978, ORYLA08372, ORYLA04896	NEMVE09300, NEMVE09295, NEMVE00051, NEMVE15129, NEMVE12486, NEMVE09303
OG0000392	ORYLA06665, ORYLA13229	NEMVE07781
OG0000393	ORYLA17272	NEMVE10034
OG0000393	ORYLA18186	NEMVE10184
OG0000395	ORYLA03651, ORYLA03851, ORYLA04258, ORYLA03410	NEMVE11003, NEMVE10074
OG0000397	ORYLA18921	NEMVE17031
OG0000397	ORYLA10415	NEMVE01578
OG0000399	ORYLA11402, ORYLA10522	NEMVE08302
OG0000399	ORYLA11860	NEMVE13243
OG0000399	ORYLA05753, ORYLA19952, ORYLA07160, ORYLA13626	NEMVE13654
OG0000400	ORYLA05314	NEMVE03765
OG0000400	ORYLA02904	NEMVE24198
OG0000401	ORYLA08217, ORYLA07125, ORYLA09210	NEMVE22826
OG0000402	ORYLA16038, ORYLA10903, ORYLA14672	NEMVE01259
OG0000402	ORYLA17762, ORYLA18643, ORYLA18833, ORYLA19928	NEMVE08796, NEMVE12680
OG0000402	ORYLA12469	NEMVE24242, NEMVE07426, NEMVE15505, NEMVE15504, NEMVE13271, NEMVE07421
OG0000403	ORYLA04119	NEMVE25175
OG0000403	ORYLA15862, ORYLA01357	NEMVE25868
OG0000404	ORYLA07320	NEMVE07548
