Orthogroup	ORYLA	AENJA_ok
OG0000155	ORYLA01931, ORYLA05131	AENJA_20550
OG0000157	ORYLA16681, ORYLA00723	AENJA_03158
OG0000157	ORYLA13712, ORYLA15189, ORYLA12434	AENJA_07142
OG0000158	ORYLA16215, ORYLA04882, ORYLA09237, ORYLA07104	AENJA_06739
OG0000159	ORYLA09075	AENJA_16647, AENJA_17890
OG0000159	ORYLA02590, ORYLA18122	AENJA_06073
OG0000159	ORYLA08188	AENJA_25487
OG0000160	ORYLA15840	AENJA_06959
OG0000160	ORYLA02669, ORYLA17886, ORYLA02668, ORYLA17884	AENJA_13005
OG0000163	ORYLA00631, ORYLA16749, ORYLA00152	AENJA_14266
OG0000163	ORYLA08374, ORYLA16276	AENJA_00250
OG0000163	ORYLA16748, ORYLA00153, ORYLA16983, ORYLA16982	AENJA_14265
OG0000163	ORYLA08243, ORYLA08244, ORYLA05623, ORYLA01820	AENJA_02338
OG0000164	ORYLA02097, ORYLA18775, ORYLA17709, ORYLA02317, ORYLA13180	AENJA_15219
OG0000164	ORYLA17679, ORYLA17680, ORYLA17697	AENJA_16624, AENJA_16643, AENJA_16640, AENJA_03310, AENJA_00512
OG0000166	ORYLA16752	AENJA_13257
OG0000166	ORYLA03503, ORYLA02712, ORYLA02713, ORYLA12775, ORYLA00549	AENJA_16006
OG0000167	ORYLA15498, ORYLA06766, ORYLA11713, ORYLA10617, ORYLA10277, ORYLA11948, ORYLA02111, ORYLA16156, ORYLA14005, ORYLA07114, ORYLA09226	AENJA_12328
OG0000168	ORYLA16346, ORYLA15128, ORYLA12100	AENJA_06793
OG0000168	ORYLA13628, ORYLA02944, ORYLA17507, ORYLA06652, ORYLA13431, ORYLA12906, ORYLA10223, ORYLA07700	AENJA_16549, AENJA_16551
OG0000169	ORYLA18751	AENJA_00158, AENJA_08952
OG0000169	ORYLA18597, ORYLA05027, ORYLA11561, ORYLA00432, ORYLA18067, ORYLA18044, ORYLA18072, ORYLA18070, ORYLA18612, ORYLA04492, ORYLA07625	AENJA_25576, AENJA_16357, AENJA_16336
OG0000170	ORYLA14422	AENJA_18033
OG0000171	ORYLA03475	AENJA_00267
OG0000171	ORYLA07855, ORYLA00842, ORYLA07412	AENJA_26673, AENJA_26672
OG0000171	ORYLA00507	AENJA_09998
OG0000172	ORYLA14905	AENJA_19160, AENJA_21023
OG0000172	ORYLA14355, ORYLA08506, ORYLA09443, ORYLA09676, ORYLA12248	AENJA_10078
OG0000172	ORYLA14003	AENJA_18883, AENJA_11722, AENJA_15851, AENJA_11721, AENJA_21024
OG0000173	ORYLA05837, ORYLA04181, ORYLA13115, ORYLA06590, ORYLA06914, ORYLA13267, ORYLA20247, ORYLA14500, ORYLA03510, ORYLA06836, ORYLA06833, ORYLA02812, ORYLA09725, ORYLA09722, ORYLA12289, ORYLA14240, ORYLA13837, ORYLA19372, ORYLA02059, ORYLA11932	AENJA_13078, AENJA_25617, AENJA_18852
OG0000174	ORYLA18569, ORYLA09218	AENJA_09684
OG0000174	ORYLA19814, ORYLA10779	AENJA_09689
OG0000175	ORYLA13694, ORYLA09065, ORYLA06318	AENJA_05120
OG0000179	ORYLA08077, ORYLA04985, ORYLA02338, ORYLA18117	AENJA_05305
OG0000179	ORYLA18062, ORYLA18061, ORYLA14649	AENJA_25279
OG0000179	ORYLA20422	AENJA_09174, AENJA_18216
OG0000180	ORYLA17830	AENJA_10008, AENJA_06703
OG0000180	ORYLA10201, ORYLA08835	AENJA_16046
OG0000180	ORYLA01448, ORYLA01304, ORYLA04174, ORYLA04081, ORYLA03160, ORYLA03933	AENJA_19397
OG0000181	ORYLA16498, ORYLA13742, ORYLA15752, ORYLA07049, ORYLA08335	AENJA_08843
OG0000181	ORYLA18853, ORYLA15035	AENJA_04368
OG0000182	ORYLA19632, ORYLA17681	AENJA_11285
OG0000182	ORYLA14485	AENJA_14094, AENJA_25433
OG0000183	ORYLA03838, ORYLA03086, ORYLA10707, ORYLA07386, ORYLA05009, ORYLA00092	AENJA_03852
OG0000183	ORYLA03426	AENJA_18616
OG0000183	ORYLA03815	AENJA_21091
OG0000184	ORYLA13442, ORYLA13444, ORYLA13443	AENJA_19614, AENJA_08959, AENJA_22614
OG0000185	ORYLA15712, ORYLA15972, ORYLA09436	AENJA_05818
OG0000185	ORYLA06433	AENJA_13583
OG0000185	ORYLA11527, ORYLA11528, ORYLA08516, ORYLA06434	AENJA_24956
OG0000185	ORYLA12658, ORYLA02266, ORYLA07574	AENJA_06437
OG0000185	ORYLA11753, ORYLA05335	AENJA_19885
OG0000187	ORYLA03282	AENJA_13146, AENJA_26045
OG0000188	ORYLA02679, ORYLA17741, ORYLA00508	AENJA_15378
OG0000192	ORYLA09752	AENJA_20612
OG0000192	ORYLA08947, ORYLA19527, ORYLA20454, ORYLA00818, ORYLA13158	AENJA_06675
OG0000192	ORYLA18141	AENJA_19694
OG0000192	ORYLA16694	AENJA_16678, AENJA_04859
OG0000193	ORYLA02650, ORYLA17280, ORYLA18753, ORYLA17279, ORYLA04135, ORYLA19839	AENJA_13914
OG0000194	ORYLA03335, ORYLA10209, ORYLA09317	AENJA_10642, AENJA_01834
OG0000195	ORYLA09172, ORYLA07416	AENJA_16048
OG0000197	ORYLA01697, ORYLA05763, ORYLA14664, ORYLA12127	AENJA_18863, AENJA_02976, AENJA_03276
OG0000197	ORYLA15638, ORYLA13839, ORYLA03794, ORYLA06819, ORYLA06817, ORYLA06818, ORYLA05867, ORYLA02119, ORYLA10283, ORYLA11398, ORYLA10168, ORYLA05652	AENJA_03262
OG0000198	ORYLA06440	AENJA_08705
OG0000201	ORYLA16516, ORYLA00614, ORYLA00794, ORYLA17010	AENJA_04223
OG0000201	ORYLA17554, ORYLA04556, ORYLA03543	AENJA_12926
OG0000201	ORYLA11410, ORYLA04401, ORYLA17966	AENJA_00457
OG0000202	ORYLA08109, ORYLA18114, ORYLA17987, ORYLA05097, ORYLA08265, ORYLA07710, ORYLA01328, ORYLA04936, ORYLA08130, ORYLA06184	AENJA_10134
OG0000203	ORYLA19611	AENJA_01110
OG0000203	ORYLA02186, ORYLA05651, ORYLA02226	AENJA_20011
OG0000203	ORYLA06336, ORYLA13132, ORYLA15645	AENJA_10014
OG0000203	ORYLA15587	AENJA_10780
OG0000204	ORYLA19568	AENJA_01745
OG0000204	ORYLA14833, ORYLA12329, ORYLA11040	AENJA_12472
OG0000205	ORYLA10735, ORYLA11823, ORYLA04847, ORYLA00096	AENJA_05025
OG0000205	ORYLA07839, ORYLA16466, ORYLA01806	AENJA_13787, AENJA_01890
OG0000205	ORYLA08887, ORYLA07906, ORYLA16386, ORYLA08645, ORYLA09823	AENJA_13815, AENJA_22602
OG0000206	ORYLA19707, ORYLA12010	AENJA_04004, AENJA_21824, AENJA_15901, AENJA_19238, AENJA_08782, AENJA_08779, AENJA_05323
OG0000206	ORYLA04922	AENJA_17989, AENJA_13770
OG0000207	ORYLA12926, ORYLA15852	AENJA_24487
OG0000208	ORYLA16091, ORYLA04477, ORYLA03969, ORYLA14541	AENJA_06125, AENJA_16595
OG0000209	ORYLA18365	AENJA_01901
OG0000211	ORYLA03809, ORYLA03810	AENJA_25447
OG0000211	ORYLA05322	AENJA_09895
OG0000211	ORYLA04972	AENJA_19821
OG0000211	ORYLA14089	AENJA_00791
OG0000211	ORYLA02476, ORYLA17530, ORYLA18617	AENJA_02934
OG0000211	ORYLA15118, ORYLA12450	AENJA_21143, AENJA_10795
OG0000213	ORYLA03846, ORYLA17582	AENJA_07228, AENJA_04662
OG0000215	ORYLA04441, ORYLA17376	AENJA_06502, AENJA_01427, AENJA_23751, AENJA_02670
OG0000217	ORYLA01600, ORYLA01603, ORYLA01604, ORYLA01608, ORYLA01601, ORYLA01599, ORYLA01605, ORYLA01712, ORYLA01710, ORYLA01711, ORYLA01713, ORYLA01702	AENJA_00511
OG0000218	ORYLA15885	AENJA_17671, AENJA_11970, AENJA_11978, AENJA_20895, AENJA_14302, AENJA_11979, AENJA_16614, AENJA_01825, AENJA_26732
OG0000220	ORYLA06609, ORYLA09295	AENJA_19945, AENJA_06243, AENJA_19950
OG0000221	ORYLA19844, ORYLA09679, ORYLA09153, ORYLA06716, ORYLA16420, ORYLA20056	AENJA_18945, AENJA_16769
OG0000221	ORYLA19366, ORYLA06146, ORYLA01810, ORYLA16468	AENJA_12084
OG0000223	ORYLA10038, ORYLA11518	AENJA_25328, AENJA_19949
OG0000225	ORYLA10962, ORYLA15835, ORYLA13765, ORYLA15534, ORYLA19091, ORYLA15739, ORYLA02794, ORYLA01507	AENJA_04793, AENJA_18668
OG0000227	ORYLA08058, ORYLA16479, ORYLA19592	AENJA_15989
OG0000227	ORYLA07005, ORYLA07006, ORYLA13332	AENJA_15987, AENJA_15991
OG0000228	ORYLA04088, ORYLA03535, ORYLA04089, ORYLA00004, ORYLA00005, ORYLA01119	AENJA_00460
OG0000228	ORYLA00170, ORYLA01127, ORYLA01126	AENJA_20374
OG0000229	ORYLA09346	AENJA_26296, AENJA_26297, AENJA_26293
OG0000230	ORYLA10690	AENJA_06650
OG0000231	ORYLA08962	AENJA_08495
OG0000233	ORYLA18003	AENJA_04371
OG0000234	ORYLA13000, ORYLA14105, ORYLA12637, ORYLA05772, ORYLA01693	AENJA_02022
OG0000234	ORYLA11249, ORYLA14751	AENJA_09853
OG0000235	ORYLA07335	AENJA_15471, AENJA_15470, AENJA_02178, AENJA_08576
OG0000236	ORYLA12896, ORYLA06350	AENJA_25135
OG0000236	ORYLA11551	AENJA_07611, AENJA_02045, AENJA_00230
OG0000238	ORYLA07768	AENJA_24755
OG0000238	ORYLA07061, ORYLA18743, ORYLA15964	AENJA_14161
OG0000238	ORYLA06983	AENJA_03329
OG0000239	ORYLA16412, ORYLA07887, ORYLA08904, ORYLA06616, ORYLA09375, ORYLA08385	AENJA_09843
OG0000239	ORYLA11432, ORYLA10759	AENJA_06019
OG0000239	ORYLA19462, ORYLA07829, ORYLA05627, ORYLA01800	AENJA_09841
OG0000240	ORYLA18684, ORYLA18226	AENJA_19535
OG0000244	ORYLA12391, ORYLA01756, ORYLA15173, ORYLA19456, ORYLA08925, ORYLA08923, ORYLA08924	AENJA_02207
OG0000245	ORYLA15217, ORYLA11246, ORYLA04509, ORYLA03682, ORYLA06224, ORYLA16414, ORYLA07883, ORYLA09803, ORYLA05566, ORYLA05567, ORYLA08317, ORYLA16849, ORYLA08043, ORYLA05783, ORYLA00278, ORYLA00279, ORYLA17013	AENJA_02315, AENJA_03102, AENJA_02317
OG0000246	ORYLA16344	AENJA_10538, AENJA_10539
OG0000248	ORYLA19716, ORYLA01732, ORYLA06052, ORYLA06051	AENJA_23410, AENJA_15881
OG0000250	ORYLA14962	AENJA_21466
OG0000250	ORYLA16891	AENJA_01564
OG0000250	ORYLA11002	AENJA_25579
OG0000251	ORYLA19579, ORYLA14495	AENJA_02410
OG0000253	ORYLA11090, ORYLA02485, ORYLA16428	AENJA_04582
OG0000255	ORYLA04331	AENJA_05199
OG0000255	ORYLA12113	AENJA_03525, AENJA_17033, AENJA_10693, AENJA_10691, AENJA_10694, AENJA_20407, AENJA_04940, AENJA_17159, AENJA_07356
OG0000256	ORYLA02742, ORYLA16602, ORYLA00877	AENJA_24528
OG0000256	ORYLA19550, ORYLA12202, ORYLA14805, ORYLA12201	AENJA_04595, AENJA_22679, AENJA_05370, AENJA_07601, AENJA_13004
OG0000257	ORYLA07342, ORYLA19508, ORYLA14895	AENJA_21159
OG0000257	ORYLA11428, ORYLA00194, ORYLA04615, ORYLA01083, ORYLA04202	AENJA_06250
OG0000258	ORYLA13731, ORYLA14055, ORYLA11238	AENJA_21764
OG0000258	ORYLA10418, ORYLA04818, ORYLA08148	AENJA_08669
OG0000259	ORYLA03307, ORYLA00956, ORYLA03309, ORYLA03308, ORYLA03323, ORYLA03315, ORYLA03642, ORYLA04173, ORYLA03317, ORYLA03318, ORYLA03312, ORYLA03322, ORYLA03310, ORYLA03314, ORYLA03313, ORYLA03311, ORYLA03321, ORYLA03320, ORYLA03319	AENJA_09484
OG0000260	ORYLA10907, ORYLA18428, ORYLA15874	AENJA_02917
OG0000260	ORYLA08131	AENJA_18084
OG0000261	ORYLA03331, ORYLA06905, ORYLA08763, ORYLA01049	AENJA_18758
OG0000263	ORYLA00024	AENJA_06376, AENJA_02707, AENJA_07923, AENJA_00940, AENJA_24604, AENJA_02705, AENJA_15502, AENJA_15498, AENJA_21435, AENJA_02066
OG0000265	ORYLA12872, ORYLA06630, ORYLA16609, ORYLA00871, ORYLA18135, ORYLA02583	AENJA_21392, AENJA_21393
OG0000265	ORYLA17739, ORYLA10912, ORYLA14726	AENJA_02918
OG0000268	ORYLA05672, ORYLA09801, ORYLA05671	AENJA_25695
OG0000269	ORYLA02548	AENJA_26647, AENJA_26648
OG0000270	ORYLA04819, ORYLA10416, ORYLA10417, ORYLA03104	AENJA_16126
OG0000270	ORYLA03400	AENJA_14029
OG0000272	ORYLA04557, ORYLA03537	AENJA_04697
OG0000272	ORYLA01727, ORYLA05346, ORYLA10396, ORYLA15887, ORYLA20158, ORYLA03232, ORYLA18754	AENJA_06955
OG0000273	ORYLA13171	AENJA_14902
OG0000273	ORYLA05785, ORYLA16265, ORYLA00791	AENJA_10997
OG0000275	ORYLA10602	AENJA_06085
OG0000275	ORYLA01109	AENJA_02730
OG0000275	ORYLA11109	AENJA_18172
OG0000275	ORYLA08098, ORYLA00342, ORYLA00341, ORYLA02599	AENJA_05208
OG0000276	ORYLA12948	AENJA_08719
OG0000276	ORYLA07457, ORYLA07458	AENJA_24994
OG0000277	ORYLA07913, ORYLA13592, ORYLA17906	AENJA_21144
OG0000277	ORYLA04770, ORYLA02631, ORYLA17515, ORYLA01293	AENJA_08858
OG0000278	ORYLA04407, ORYLA02326	AENJA_24084
OG0000278	ORYLA04766	AENJA_12104
OG0000278	ORYLA17596	AENJA_24144
OG0000280	ORYLA11520	AENJA_03995
OG0000280	ORYLA12009, ORYLA14903	AENJA_21139
OG0000281	ORYLA12563, ORYLA03894, ORYLA01378	AENJA_06967
OG0000282	ORYLA00210, ORYLA09022	AENJA_08490
OG0000282	ORYLA18951	AENJA_20347
OG0000282	ORYLA04706	AENJA_07959
OG0000282	ORYLA01496	AENJA_08159
OG0000284	ORYLA12966, ORYLA01651, ORYLA17103, ORYLA18256	AENJA_16460, AENJA_16457, AENJA_23940, AENJA_23553, AENJA_12800, AENJA_09635, AENJA_14116, AENJA_03847, AENJA_00883, AENJA_14484
OG0000284	ORYLA20455, ORYLA00383	AENJA_03142, AENJA_20326
OG0000285	ORYLA18449	AENJA_13941, AENJA_20401, AENJA_20406, AENJA_19105, AENJA_07714, AENJA_19484, AENJA_02834, AENJA_06481, AENJA_21453
OG0000286	ORYLA15344, ORYLA10848	AENJA_03756, AENJA_24545, AENJA_09758
OG0000286	ORYLA11097	AENJA_07015, AENJA_05640
OG0000286	ORYLA02216, ORYLA07519	AENJA_10869
OG0000286	ORYLA03639	AENJA_05085
OG0000288	ORYLA14637, ORYLA12168, ORYLA08853	AENJA_14604
OG0000289	ORYLA13565, ORYLA06948, ORYLA17464	AENJA_13824
OG0000289	ORYLA12957	AENJA_25023
OG0000289	ORYLA11776	AENJA_15870
OG0000292	ORYLA04250	AENJA_01999, AENJA_01358
OG0000295	ORYLA16746, ORYLA00613	AENJA_07578
OG0000296	ORYLA02357, ORYLA13209	AENJA_23739
OG0000296	ORYLA17335, ORYLA12148	AENJA_15217
OG0000296	ORYLA05484, ORYLA12730	AENJA_25508
OG0000297	ORYLA02364, ORYLA14934, ORYLA17528, ORYLA17276	AENJA_24317
OG0000298	ORYLA07637, ORYLA08867, ORYLA17620, ORYLA02644, ORYLA07534	AENJA_06788, AENJA_16948, AENJA_16940, AENJA_16949, AENJA_06790
OG0000299	ORYLA06308, ORYLA15623	AENJA_07480
OG0000300	ORYLA01942, ORYLA05122	AENJA_20707, AENJA_25104
OG0000300	ORYLA07596, ORYLA07595	AENJA_00989
OG0000301	ORYLA16651	AENJA_06178, AENJA_06182
OG0000301	ORYLA04812, ORYLA01309, ORYLA19598, ORYLA07696	AENJA_26747
OG0000301	ORYLA11071, ORYLA15337, ORYLA12907	AENJA_18604
OG0000302	ORYLA08419	AENJA_15683
OG0000303	ORYLA16302	AENJA_15256, AENJA_23416
OG0000305	ORYLA05505	AENJA_23458
OG0000307	ORYLA10706, ORYLA03839, ORYLA03084	AENJA_02524
OG0000307	ORYLA02300, ORYLA17392, ORYLA14634	AENJA_01646
OG0000308	ORYLA08644	AENJA_23339
OG0000308	ORYLA08982	AENJA_18481
OG0000309	ORYLA11241	AENJA_22214, AENJA_22215, AENJA_09002, AENJA_08385
OG0000310	ORYLA09618	AENJA_10979, AENJA_16718
OG0000312	ORYLA12072, ORYLA02919	AENJA_11345
OG0000312	ORYLA07558	AENJA_19966
OG0000312	ORYLA20410, ORYLA04032	AENJA_05337
OG0000313	ORYLA12846, ORYLA05854	AENJA_16057
OG0000314	ORYLA17105, ORYLA17107	AENJA_16012
OG0000314	ORYLA07735, ORYLA16991, ORYLA16992, ORYLA16282, ORYLA05811	AENJA_19100
OG0000315	ORYLA09757, ORYLA06311, ORYLA09200	AENJA_08118
OG0000315	ORYLA14332, ORYLA10891	AENJA_20619
OG0000316	ORYLA05028, ORYLA00489, ORYLA00488	AENJA_23705
OG0000317	ORYLA11482, ORYLA19885, ORYLA01724, ORYLA05343	AENJA_18053
OG0000318	ORYLA19351	AENJA_19568
OG0000319	ORYLA17421, ORYLA02486, ORYLA17422	AENJA_15257
OG0000321	ORYLA12958, ORYLA02627	AENJA_07424
OG0000321	ORYLA16703, ORYLA00623	AENJA_02624
OG0000321	ORYLA01005, ORYLA09493, ORYLA09170, ORYLA01006, ORYLA09494, ORYLA09171	AENJA_23362
OG0000322	ORYLA02330, ORYLA02329	AENJA_04218
OG0000323	ORYLA05750	AENJA_22664
OG0000323	ORYLA06414, ORYLA19842, ORYLA10008	AENJA_20126
OG0000324	ORYLA08782	AENJA_18522
OG0000326	ORYLA13891, ORYLA06903, ORYLA03641, ORYLA04182	AENJA_25612
OG0000326	ORYLA13893	AENJA_25861
OG0000327	ORYLA14175, ORYLA16012, ORYLA16011, ORYLA14173, ORYLA14174	AENJA_13471
OG0000328	ORYLA07598, ORYLA01753, ORYLA05454, ORYLA05455, ORYLA14292, ORYLA20008	AENJA_09097
OG0000333	ORYLA02740	AENJA_06410, AENJA_00632
OG0000334	ORYLA17002	AENJA_18674, AENJA_08078, AENJA_20172, AENJA_19540, AENJA_16534, AENJA_18675, AENJA_11653, AENJA_06892, AENJA_10669, AENJA_22797, AENJA_22796, AENJA_24850, AENJA_10667, AENJA_10668
OG0000337	ORYLA19308, ORYLA19275	AENJA_06013, AENJA_23238, AENJA_25957
OG0000337	ORYLA09663	AENJA_13270
OG0000338	ORYLA03979, ORYLA03456, ORYLA02319	AENJA_13192
OG0000338	ORYLA01999, ORYLA20309, ORYLA06130	AENJA_22299
OG0000339	ORYLA13968	AENJA_00382, AENJA_19984, AENJA_00140, AENJA_14078, AENJA_02225
OG0000341	ORYLA09071, ORYLA11727, ORYLA13974, ORYLA02031	AENJA_00431
OG0000342	ORYLA15618	AENJA_20608, AENJA_17275, AENJA_11176, AENJA_24894, AENJA_01253, AENJA_15158
OG0000343	ORYLA11766, ORYLA05311, ORYLA03936, ORYLA03297	AENJA_04274
OG0000344	ORYLA04585, ORYLA07404, ORYLA00179, ORYLA17833	AENJA_20305
OG0000344	ORYLA16434	AENJA_14133, AENJA_05493
OG0000346	ORYLA17074, ORYLA17069, ORYLA00274, ORYLA18239, ORYLA06649, ORYLA13251, ORYLA13252, ORYLA02973	AENJA_22586, AENJA_15929
OG0000347	ORYLA18771	AENJA_06111, AENJA_12945
OG0000347	ORYLA17512	AENJA_06108
OG0000349	ORYLA12838, ORYLA06978	AENJA_19583, AENJA_23589, AENJA_19611, AENJA_06662, AENJA_21917, AENJA_01710, AENJA_00976, AENJA_17896, AENJA_06002, AENJA_15646, AENJA_15647
OG0000350	ORYLA15941, ORYLA15940, ORYLA14279, ORYLA08983, ORYLA05129, ORYLA01930	AENJA_19835
OG0000350	ORYLA19267, ORYLA07162	AENJA_05645
OG0000350	ORYLA09458	AENJA_06140
OG0000350	ORYLA10263, ORYLA11347	AENJA_03065
OG0000352	ORYLA02626, ORYLA13214, ORYLA13215, ORYLA16805, ORYLA00708, ORYLA00709	AENJA_13697
OG0000352	ORYLA19045	AENJA_25500
OG0000352	ORYLA15089	AENJA_11315
OG0000356	ORYLA03036	AENJA_04669, AENJA_04670
OG0000356	ORYLA20188, ORYLA13681	AENJA_05708, AENJA_10568
OG0000357	ORYLA01112, ORYLA00674, ORYLA02665, ORYLA17822	AENJA_16412
OG0000357	ORYLA11167, ORYLA14261, ORYLA15724	AENJA_04794
OG0000358	ORYLA20349	AENJA_15177
OG0000358	ORYLA11098, ORYLA15332	AENJA_10717
OG0000358	ORYLA11009	AENJA_12192
OG0000358	ORYLA09492	AENJA_25711
OG0000359	ORYLA12664, ORYLA16724	AENJA_14005
OG0000359	ORYLA09391, ORYLA16382	AENJA_07464
OG0000360	ORYLA09367, ORYLA12791	AENJA_08623
OG0000360	ORYLA14415	AENJA_22734
OG0000363	ORYLA06099, ORYLA19085	AENJA_12906, AENJA_18208
OG0000364	ORYLA19293	AENJA_08616, AENJA_07293, AENJA_05680
OG0000365	ORYLA03808, ORYLA04263, ORYLA09099, ORYLA06385, ORYLA08881, ORYLA17112	AENJA_22716
OG0000367	ORYLA11251, ORYLA13727, ORYLA14050	AENJA_21567
OG0000367	ORYLA15500, ORYLA07069, ORYLA11818	AENJA_15749
OG0000371	ORYLA07825, ORYLA07827	AENJA_04971
OG0000371	ORYLA07826	AENJA_18838
OG0000372	ORYLA11902	AENJA_14610
OG0000372	ORYLA16999, ORYLA12426	AENJA_22918
OG0000372	ORYLA15492, ORYLA11861	AENJA_10254
OG0000373	ORYLA10269, ORYLA07659	AENJA_18516
OG0000374	ORYLA19024, ORYLA09807, ORYLA15744	AENJA_24763
OG0000374	ORYLA04768, ORYLA17516, ORYLA02630	AENJA_15704
OG0000374	ORYLA15743, ORYLA10304, ORYLA09808	AENJA_10989
OG0000375	ORYLA16528, ORYLA07976, ORYLA16760, ORYLA08298, ORYLA07775, ORYLA08187, ORYLA08185, ORYLA16640	AENJA_21822
OG0000375	ORYLA04642	AENJA_14683
OG0000375	ORYLA11940	AENJA_14684
OG0000378	ORYLA05982, ORYLA05320, ORYLA08586, ORYLA09562, ORYLA01469	AENJA_09892
OG0000378	ORYLA04523, ORYLA09575, ORYLA01926, ORYLA05901	AENJA_03823
OG0000379	ORYLA03532	AENJA_25316
OG0000379	ORYLA08182	AENJA_13204
OG0000379	ORYLA00689	AENJA_16703
OG0000379	ORYLA02012	AENJA_14680
OG0000382	ORYLA15461, ORYLA14549, ORYLA11229	AENJA_05991
OG0000383	ORYLA00815, ORYLA00814	AENJA_12641, AENJA_07222
OG0000383	ORYLA06328	AENJA_18398, AENJA_21797
OG0000384	ORYLA19370	AENJA_22347
OG0000384	ORYLA05624	AENJA_22698
OG0000385	ORYLA09843, ORYLA08652, ORYLA05706	AENJA_16346
OG0000386	ORYLA00517, ORYLA01282, ORYLA04071	AENJA_18774
OG0000389	ORYLA19978, ORYLA08372, ORYLA04896	AENJA_06388
OG0000391	ORYLA04923, ORYLA08111	AENJA_11069
OG0000391	ORYLA00206, ORYLA00207, ORYLA13746, ORYLA13745, ORYLA15749, ORYLA18973, ORYLA09748	AENJA_09442
OG0000392	ORYLA06665, ORYLA13229	AENJA_11266
OG0000393	ORYLA17272	AENJA_20824
OG0000393	ORYLA18186	AENJA_11660
OG0000395	ORYLA03651, ORYLA03851, ORYLA04258, ORYLA03410	AENJA_17521
OG0000396	ORYLA14823, ORYLA12190	AENJA_23793
OG0000397	ORYLA10415	AENJA_26085
OG0000399	ORYLA11402, ORYLA10522	AENJA_25908
OG0000399	ORYLA11860	AENJA_11784, AENJA_23430, AENJA_13359, AENJA_24563, AENJA_03668
OG0000399	ORYLA14927, ORYLA05753, ORYLA19952, ORYLA07160, ORYLA13626	AENJA_14143
OG0000401	ORYLA08217, ORYLA07125, ORYLA09210	AENJA_10211, AENJA_22375
OG0000402	ORYLA17762, ORYLA18643, ORYLA18833, ORYLA19928	AENJA_01108
OG0000402	ORYLA12469	AENJA_20115
OG0000403	ORYLA04119	AENJA_09961, AENJA_06241
OG0000403	ORYLA01357	AENJA_04017, AENJA_04018, AENJA_10837, AENJA_13145, AENJA_22049, AENJA_05868, AENJA_25063
OG0000404	ORYLA07320	AENJA_26390
OG0000404	ORYLA13254, ORYLA19722	AENJA_17116
OG0000405	ORYLA06036, ORYLA14984, ORYLA12719, ORYLA17691	AENJA_21234
OG0000411	ORYLA01687, ORYLA10375, ORYLA11322	AENJA_11832
OG0000411	ORYLA20482	AENJA_10888
OG0000412	ORYLA08106, ORYLA05004	AENJA_26231
OG0000412	ORYLA17848, ORYLA01673	AENJA_11362
OG0000413	ORYLA10551, ORYLA11652, ORYLA11343, ORYLA03076, ORYLA03075	AENJA_18235
OG0000415	ORYLA13398, ORYLA12836, ORYLA06749, ORYLA07517, ORYLA14455, ORYLA15194	AENJA_07725, AENJA_26662, AENJA_26660, AENJA_23952
OG0000419	ORYLA11288	AENJA_25245, AENJA_25372, AENJA_25244
OG0000421	ORYLA12818, ORYLA06877, ORYLA12819, ORYLA17685, ORYLA02315, ORYLA14640, ORYLA06039, ORYLA12035, ORYLA14642, ORYLA17684, ORYLA06040	AENJA_06994
OG0000424	ORYLA19753	AENJA_15205, AENJA_15202, AENJA_26752
OG0000425	ORYLA03494, ORYLA04753, ORYLA10256, ORYLA11610	AENJA_24235
OG0000425	ORYLA19674	AENJA_17525
OG0000426	ORYLA01331, ORYLA03961	AENJA_16516
OG0000426	ORYLA16632, ORYLA05829, ORYLA16908	AENJA_15654
OG0000427	ORYLA19867, ORYLA12374	AENJA_16219
OG0000427	ORYLA14494, ORYLA06953, ORYLA03526	AENJA_26175
OG0000429	ORYLA00070	AENJA_01381
OG0000430	ORYLA07964, ORYLA14852, ORYLA12317, ORYLA17134, ORYLA17137, ORYLA17136, ORYLA17135	AENJA_01511
OG0000431	ORYLA08041	AENJA_03019
OG0000431	ORYLA12780, ORYLA03106	AENJA_19097
OG0000431	ORYLA06581, ORYLA12268, ORYLA09572	AENJA_17426
OG0000432	ORYLA11066, ORYLA14578, ORYLA13787, ORYLA15822	AENJA_08549
OG0000432	ORYLA11107, ORYLA15352, ORYLA13847, ORYLA13769	AENJA_14844
OG0000433	ORYLA20053, ORYLA16936	AENJA_24860
OG0000433	ORYLA11555, ORYLA11554, ORYLA20072	AENJA_10323
OG0000435	ORYLA07794	AENJA_25030
OG0000435	ORYLA09187, ORYLA06556, ORYLA01852, ORYLA10582, ORYLA11407, ORYLA15982, ORYLA14458	AENJA_23148
OG0000436	ORYLA08530, ORYLA02125	AENJA_24307
OG0000437	ORYLA10009	AENJA_24488, AENJA_24489
OG0000442	ORYLA03345, ORYLA09542	AENJA_21364
OG0000442	ORYLA19506, ORYLA00798, ORYLA17054	AENJA_08940
OG0000443	ORYLA05691, ORYLA19682	AENJA_15885
OG0000444	ORYLA10830, ORYLA14231, ORYLA14616	AENJA_22469
OG0000446	ORYLA11424	AENJA_17227
OG0000446	ORYLA12344	AENJA_16673
OG0000446	ORYLA02066	AENJA_15743
OG0000447	ORYLA00469, ORYLA14196, ORYLA04123, ORYLA03133, ORYLA03913	AENJA_07978
OG0000448	ORYLA09927, ORYLA09928, ORYLA06684	AENJA_08190, AENJA_08395
OG0000450	ORYLA18902, ORYLA03353	AENJA_10311
