PFL	SPU	BFL	ALG
XLOC_012942	LOC584505	LOC118405137	J1
XLOC_011617	LOC577726	LOC118404139	J1
XLOC_012355	pabp	LOC118404252	J1
XLOC_012906	LOC582647	LOC118404238	J1
XLOC_011878	LOC581847	LOC118404615	J1
XLOC_012478	LOC578649	LOC118404202	J1
XLOC_012864	LOC577549	LOC118404121	J1
XLOC_012648	LOC583472	LOC118404684	J1
XLOC_012546	LOC593379	LOC118404821	J1
XLOC_011883	LOC754661	LOC118404504	J1
XLOC_012787	LOC593168	LOC118404500	J1
XLOC_012146	LOC577353	LOC118404640	J1
XLOC_012666	LOC575444	LOC118404225	J1
XLOC_012026	LOC548620	LOC118404505	J1
XLOC_012020	LOC115919784	LOC118404659	J1
XLOC_012637	LOC574871	LOC118404738	J1
XLOC_012895	LOC576378	LOC118404268	J1
XLOC_012304	LOC586214	LOC118404824	J1
XLOC_012331	LOC579475	LOC118404534	J1
XLOC_011687	LOC752024	LOC118404550	J1
XLOC_011789	LOC589474	LOC118404708	J1
XLOC_011893	LOC577418	LOC118404722	J1
XLOC_013074	LOC580377	LOC118404656	J1
XLOC_012975	LOC577430	LOC118404226	J1
XLOC_011974	LOC752744	LOC118404080	J1
XLOC_012574	LOC578462	LOC118404576	J1
XLOC_012325	LOC575143	LOC118404527	J1
XLOC_012623	LOC575281	LOC118404259	J1
XLOC_011677	LOC582863	LOC118404007	J1
XLOC_012685	LOC577995	LOC118404100	J1
XLOC_011701	LOC594187	LOC118404847	J1
XLOC_012659	LOC752458	LOC118404288	J1
XLOC_012409	LOC585715	LOC118404014	J1
XLOC_012533	LOC583324	LOC118404033	J1
XLOC_012688	LOC589928	LOC118404519	J1
XLOC_013022	LOC574675	LOC118404040	J1
XLOC_012999	LOC576867	LOC118404642	J1
XLOC_012147	LOC105437215	LOC118404579	J1
XLOC_012302	LOC754420	LOC118404322	J1
XLOC_013018	LOC753175	LOC118404124	J1
XLOC_012977	LOC578405	LOC118404807	J1
XLOC_012861	LOC587591	LOC118404894	J1
XLOC_011889	LOC576047	LOC118404525	J1
XLOC_012244	LOC583530	LOC118404262	J1
XLOC_012353	LOC587240	LOC118404094	J1
XLOC_012117	LOC100894039	LOC118404118	J1
XLOC_012619	LOC373273	LOC118405155	J1
XLOC_011708	LOC100889787	LOC118405093	J1
XLOC_011982	LOC579971	LOC118404938	J1
XLOC_012395	LOC585584	LOC118404486	J1
XLOC_012702	LOC576243	LOC118403997	J1
XLOC_012830	LOC582922	LOC118404562	J1
XLOC_012282	LOC593797	LOC118405073	J1
XLOC_012757	LOC590403	LOC118404568	J1
XLOC_012658	LOC591637	LOC118404499	J1
XLOC_011956	LOC592598	LOC118404035	J1
XLOC_012620	LOC576775	LOC118405160	J1
XLOC_012145	LOC584924	LOC118403994	J1
XLOC_013061	LOC577053	LOC118404601	J1
XLOC_012476	LOC578414	LOC118404227	J1
XLOC_013017	LOC576258	LOC118404535	J1
XLOC_012432	LOC589453	LOC118404836	J1
XLOC_011706	LOC575433	LOC118404056	J1
XLOC_012227	LOC577367	LOC118404510	J1
XLOC_012786	LOC100890677	LOC118404526	J1
XLOC_012290	LOC755731	LOC118404625	J1
XLOC_012144	LOC580755	LOC118405058	J1
XLOC_012124	LOC592650	LOC118404598	J1
XLOC_012854	LOC575703	LOC118404627	J1
XLOC_011674	LOC100890285	LOC118404009	J1
XLOC_011951	LOC575018	LOC118404778	J1
XLOC_011857	LOC575208	LOC118404149	J1
XLOC_011633	LOC590056	LOC118404718	J1
XLOC_012317	LOC592170	LOC118405161	J1
XLOC_012699	LOC578804	LOC118404779	J1
XLOC_012687	LOC582738	LOC118404647	J1
XLOC_012300	LOC593861	LOC118404024	J1
XLOC_012795	LOC581803	LOC118404789	J1
XLOC_012621	LOC763053	LOC118404593	J1
XLOC_013023	LOC575290	LOC118404488	J1
XLOC_012435	LOC582369	LOC118404522	J1
XLOC_011743	LOC100889292	LOC118404230	J1
XLOC_011856	LOC581413	LOC118405156	J1
XLOC_012801	LOC764368	LOC118404082	J1
XLOC_012113	E2E3	LOC118404549	J1
XLOC_012905	LOC584380	LOC118404142	J1
XLOC_012684	LOC577852	LOC118404246	J1
XLOC_011616	LOC587222	LOC118404517	J1
XLOC_011634	LOC575016	LOC118404078	J1
XLOC_012903	LOC764369	LOC118404580	J1
XLOC_011765	LOC764855	LOC118405109	J1
XLOC_012622	LOC577551	LOC118404605	J1
XLOC_012477	LOC582150	LOC118404229	J1
XLOC_011709	LOC582636	LOC118404389	J1
XLOC_012276	LOC588488	LOC118404484	J1
XLOC_012029	LOC592150	LOC118404686	J1
XLOC_033124	LOC105447429	LOC118403106	J2
XLOC_033453	LOC592619	LOC118410582	J2
XLOC_033731	LOC755397	LOC118410423	J2
XLOC_033190	LOC587274	LOC118408193	J2
XLOC_034089	LOC589137	LOC118410408	J2
XLOC_033651	ROCK	LOC118410101	J2
XLOC_033057	LOC752406	LOC118405732	J2
XLOC_032694	LOC588154	LOC118409810	J2
XLOC_032941	LOC592857	LOC118410110	J2
XLOC_033488	LOC585573	LOC118410296	J2
XLOC_033893	LOC580469	LOC118410100	J2
XLOC_033225	LOC589388	LOC118410152	J2
XLOC_032676	LOC587169	LOC118409970	J2
XLOC_033753	LOC582005	LOC118410225	J2
XLOC_033832	LOC589021	LOC118409655	J2
XLOC_033937	LOC594548	LOC118409331	J2
XLOC_033326	LOC764034	LOC118409969	J2
XLOC_033134	LOC100889559	LOC118409083	J2
XLOC_033109	LOC590723	LOC118404254	J2
XLOC_032990	LOC588308	LOC118409085	J2
XLOC_033763	LOC105436423	LOC118410550	J2
XLOC_033943	LOC592642	LOC118408327	J2
XLOC_034029	LOC583574	LOC118410415	J2
XLOC_034067	LOC583308	LOC118409406	J2
XLOC_033484	LOC105443071	LOC118409340	J2
XLOC_032873	LOC593243	LOC118432218	J2
XLOC_034060	FRK	LOC118410406	J2
XLOC_033226	LOC576903	LOC118405492	J2
XLOC_032636	LOC373482	LOC118432402	J2
XLOC_034163	LOC754815	LOC118410425	J2
XLOC_034026	LOC576586	LOC118409654	J2
XLOC_034085	LOC587950	LOC118406116	J2
XLOC_032679	LOC764523	LOC118409520	J2
XLOC_032838	SFK7	LOC118403854	J2
XLOC_033270	LOC574545	LOC118403769	J2
XLOC_033249	LOC756574	LOC118410114	J2
XLOC_033616	LOC581896	LOC118407957	J2
XLOC_032839	LOC764103	LOC118404541	J2
XLOC_033948	LOC593803	LOC118409438	J2
XLOC_032593	LOC589569	LOC118409858	J2
XLOC_033266	LOC579122	LOC118408134	J2
XLOC_033910	LOC581134	LOC118409600	J2
XLOC_034144	LOC763209	LOC118410523	J2
XLOC_034074	LOC587463	LOC118408305	J2
XLOC_032592	LOC592747	LOC118410458	J2
XLOC_033208	LOC585357	LOC118404846	J2
XLOC_033482	LOC592291	LOC118409257	J2
XLOC_034071	LOC577596	LOC118403887	J2
XLOC_034073	LOC591372	LOC118409379	J2
XLOC_034028	LOC594575	LOC118409544	J2
XLOC_034086	LOC593119	LOC118403896	J2
XLOC_034075	LOC754893	LOC118410059	J2
XLOC_033019	LOC100888138	LOC118409403	J2
XLOC_033135	LOC584048	LOC118410459	J2
XLOC_032780	LOC575080	LOC118410077	J2
XLOC_033720	LOC575379	LOC118409258	J2
XLOC_033146	LOC115922934	LOC118409604	J2
XLOC_033024	LOC105439617	LOC118409420	J2
XLOC_033960	LOC115923170	LOC118404827	J2
XLOC_033988	LOC755742	LOC118410140	J2
XLOC_032773	LOC593102	LOC118403959	J2
XLOC_033606	LOC587547	LOC118404489	J2
XLOC_032929	LOC590529	LOC118410297	J2
XLOC_033675	HDAC1	LOC118403920	J2
XLOC_033055	LOC763165	LOC118408356	J2
XLOC_033251	LOC115922968	LOC118405503	J2
XLOC_033151	LOC578747	LOC118404818	J2
XLOC_033102	LOC578509	LOC118410259	J2
XLOC_032785	LOC586131	LOC118409261	J2
XLOC_032735	LOC580840	LOC118409576	J2
XLOC_033877	LOC581807	LOC118409332	J2
XLOC_034129	LOC583967	LOC118409965	J2
XLOC_034078	LOC578188	LOC118407869	J2
XLOC_033324	LOC583987	LOC118410456	J2
XLOC_033492	LOC756594	LOC118409335	J2
XLOC_034079	LOC100891192	LOC118410117	J2
XLOC_033300	LOC115923036	LOC118408315	J2
XLOC_033063	LOC593520	LOC118409483	J2
XLOC_033737	LOC590700	LOC118410596	J2
XLOC_032840	LOC586953	LOC118410029	J2
XLOC_033314	LOC105439599	LOC118410426	J2
XLOC_033729	LOC586898	LOC118409156	J2
XLOC_034128	LOC756334	LOC118409634	J2
XLOC_033727	LOC591243	LOC118409705	J2
XLOC_032843	LOC587708	LOC118410583	J2
XLOC_032779	LOC577118	LOC118407617	J2
XLOC_032792	LOC589551	LOC118405696	J2
XLOC_033349	LOC582071	LOC118409414	J2
XLOC_032634	LOC584966	LOC118408238	J2
XLOC_033496	LOC574667	LOC118409334	J2
XLOC_033932	LOC100888805	LOC118410130	J2
XLOC_034130	LOC594185	LOC118409971	J2
XLOC_032777	LOC577654	LOC118404025	J2
XLOC_033728	LOC587772	LOC118409754	J2
XLOC_033054	LOC105443015	LOC118408358	J2
XLOC_034076	LOC576799	LOC118410058	J2
XLOC_033683	gcm	LOC118409761	J2
XLOC_032986	LOC582692	LOC118404945	J2
XLOC_033906	LOC589900	LOC118409633	J2
XLOC_033127	LOC587141	LOC118410113	J2
XLOC_033933	LOC585375	LOC118410134	J2
XLOC_032935	LOC584010	LOC118410194	J2
XLOC_033128	LOC756999	LOC118409482	J2
XLOC_034117	LOC581854	LOC118410617	J2
XLOC_033879	LOC588760	LOC118408292	J2
XLOC_034123	LOC576990	LOC118410427	J2
XLOC_032786	LOC590740	LOC118432425	J2
XLOC_032987	LOC594091	LOC118409437	J2
XLOC_033273	LOC588527	LOC118410120	J2
XLOC_033481	LOC576658	LOC118409972	J2
XLOC_033575	LOC100892034	LOC118410249	J2
XLOC_032842	LOC588109	LOC118403985	J2
XLOC_032774	LOC582925	LOC118407523	J2
XLOC_033802	LOC584566	LOC118410214	J2
XLOC_033141	LOC582503	LOC118432059	J2
XLOC_032737	LOC105446650	LOC118410504	J2
XLOC_032911	LOC593755	LOC118409259	J2
XLOC_033228	LOC594572	LOC118409714	J2
XLOC_033268	LOC763313	LOC118409459	J2
XLOC_033892	LOC586170	LOC118409636	J2
XLOC_000188	LOC115928086	LOC118422915	K
XLOC_000996	LOC115928103	LOC118423229	K
XLOC_001809	LOC578750	LOC118423384	K
XLOC_000187	LOC588475	LOC118422377	K
XLOC_001607	LOC754172	LOC118422684	K
XLOC_000429	LOC575875	LOC118422441	K
XLOC_001522	LOC593338	LOC118423073	K
XLOC_001753	LOC755067	LOC118422864	K
XLOC_001608	LOC583936	LOC118423449	K
XLOC_001149	LOC591868	LOC118422682	K
XLOC_000428	LOC577676	LOC118423077	K
XLOC_000437	LOC575088	LOC118422479	K
XLOC_000540	LOC764541	LOC118422870	K
XLOC_000384	LOC592451	LOC118422800	K
XLOC_001392	LOC591879	LOC118422648	K
XLOC_000257	LOC590679	LOC118423593	K
XLOC_001071	LOC594232	LOC118423034	K
XLOC_000438	LOC577378	LOC118423634	K
XLOC_000731	LOC754459	LOC118422457	K
XLOC_000738	LOC577121	LOC118422695	K
XLOC_000193	LOC583086	LOC118422722	K
XLOC_001633	LOC581367	LOC118422544	K
XLOC_000383	LOC576681	LOC118423160	K
XLOC_000425	LOC589923	LOC118422231	K
XLOC_001737	LOC583804	LOC118422268	K
XLOC_000551	LOC753935	LOC118422746	K
XLOC_000741	LOC588860	LOC118423233	K
XLOC_000947	LOC592417	LOC118422481	K
XLOC_000382	LOC588503	LOC118422459	K
XLOC_000436	LOC581071	LOC118423201	K
XLOC_000740	LOC577921	LOC118423220	K
XLOC_000900	LOC579451	LOC118422757	K
XLOC_000473	LOC580766	LOC118423361	K
XLOC_000110	LOC115928144	LOC118423236	K
XLOC_000881	LOC575623	LOC118422451	K
XLOC_000586	LOC581070	LOC118423134	K
XLOC_001561	LOC592407	LOC118422530	K
XLOC_001393	LOC575462	LOC118422169	K
XLOC_000993	LOC590951	LOC118423204	K
XLOC_000313	LOC577986	LOC118422591	K
XLOC_001685	LOC579689	LOC118422650	K
XLOC_001826	LOC587032	LOC118423552	K
XLOC_000293	LOC584665	LOC118422600	K
XLOC_000632	LOC100891592	LOC118422880	K
XLOC_001569	LOC584368	LOC118423177	K
XLOC_000875	LOC576197	LOC118423548	K
XLOC_000315	LOC577843	LOC118422707	K
XLOC_001396	LOC754019	LOC118423206	K
XLOC_001729	LOC577623	LOC118422754	K
XLOC_001368	LOC580818	LOC118422709	K
XLOC_000873	LOC593917	LOC118423550	K
XLOC_000631	LOC578469	LOC118422879	K
XLOC_000935	LOC115928283	LOC118422628	K
XLOC_001657	LOC753836	LOC118422304	K
XLOC_000646	LOC585334	LOC118422433	K
XLOC_000113	LOC592151	LOC118422807	K
XLOC_000238	LOC575178	LOC118422842	K
XLOC_000368	LOC591489	LOC118422834	K
XLOC_000817	LOC752050	LOC118423212	K
XLOC_000729	LOC762371	LOC118422686	K
XLOC_001828	LOC753999	LOC118422419	K
XLOC_000506	LOC593522	LOC118422472	K
XLOC_001297	LOC577740	LOC118423079	K
XLOC_000944	LOC587395	LOC118423508	K
XLOC_000297	LOC586615	LOC118422603	K
XLOC_001802	LOC574613	LOC118422668	K
XLOC_001044	LOC591340	LOC118422687	K
XLOC_000842	LOC580179	LOC118422611	K
XLOC_001649	LOC574685	LOC118422979	K
XLOC_000778	LOC576774	LOC118423429	K
XLOC_000424	LOC585850	LOC118423140	K
XLOC_000166	KATNA1	LOC118422700	K
XLOC_000239	LOC584496	LOC118423655	K
XLOC_000370	LOC590687	LOC118422550	K
XLOC_001300	LOC580685	LOC118422617	K
XLOC_001375	LOC577847	LOC118422815	K
XLOC_000109	LOC581239	LOC118423186	K
XLOC_001682	LOC579799	LOC118422477	K
XLOC_000156	LOC587289	LOC118423532	K
XLOC_001684	LOC100889729	LOC118422649	K
XLOC_001497	LOC105444446	LOC118422699	K
XLOC_001769	LOC586472	LOC118423513	K
XLOC_001664	LOC591258	LOC118423268	K
XLOC_000826	LOC580176	LOC118423305	K
XLOC_001499	LOC587297	LOC118423141	K
XLOC_001563	LOC753333	LOC118422689	K
XLOC_000808	LOC580439	LOC118423211	K
XLOC_001308	LOC586295	LOC118422476	K
XLOC_000157	LOC105447263	LOC118423596	K
XLOC_001626	LOC584928	LOC118422406	K
XLOC_001610	LOC582849	LOC118422712	K
XLOC_000556	LOC583913	LOC118423250	K
XLOC_001733	LOC115918133	LOC118422416	K
XLOC_000730	LOC579239	LOC118422604	K
XLOC_000195	LOC578790	LOC118422667	K
XLOC_001394	LOC588817	LOC118422470	K
XLOC_001272	LOC100892960	LOC118422849	K
XLOC_001032	LOC591903	LOC118422672	K
XLOC_000388	LOC586067	LOC118423115	K
XLOC_000946	LOC581960	LOC118422354	K
XLOC_001372	LOC100889053	LOC118422752	K
XLOC_001660	LOC100893377	LOC118422697	K
XLOC_001260	LOC583380	LOC118422833	K
XLOC_000645	LOC589468	LOC118422390	K
XLOC_000381	LOC115928028	LOC118422448	K
XLOC_001653	LOC575128	LOC118422694	K
XLOC_000472	LOC587875	LOC118423515	K
XLOC_000863	LOC583939	LOC118423558	K
XLOC_000538	LOC100893675	LOC118422336	K
XLOC_000742	LOC585619	LOC118423612	K
XLOC_001564	LOC575201	LOC118423255	K
XLOC_000155	LOC105445674	LOC118422583	K
XLOC_001817	LOC584881	LOC118422323	K
XLOC_001269	LOC100892375	LOC118423565	K
XLOC_000764	LOC755131	LOC118422653	K
XLOC_001560	LOC589717	LOC118422538	K
XLOC_001681	LOC115928263	LOC118423657	K
XLOC_000848	blimp1/krox	LOC118423510	K
XLOC_001766	LOC588571	LOC118423224	K
XLOC_001074	LOC100889052	LOC118422539	K
XLOC_001749	LOC580111	LOC118423328	K
XLOC_000125	LOC581190	LOC118423007	K
XLOC_000206	LOC591544	LOC118422456	K
XLOC_000894	LOC588740	LOC118423215	K
XLOC_000471	LOC752098	LOC118422339	K
XLOC_000154	LOC753290	LOC118422391	K
XLOC_001444	LOC590822	LOC118422889	K
XLOC_001840	LOC594769	LOC118422821	K
XLOC_001662	LOC588416	LOC118422705	K
XLOC_001113	LOC581235	LOC118423203	K
XLOC_001741	LOC586167	LOC118423199	K
XLOC_000107	LOC578467	LOC118423129	K
XLOC_000774	LOC115928346	LOC118423639	K
XLOC_001656	LOC115918927	LOC118422766	K
XLOC_001807	LOC584264	LOC118423464	K
XLOC_000435	LOC589881	LOC118422618	K
XLOC_000670	LOC587551	LOC118422606	K
XLOC_001101	LOC584545	LOC118422163	K
XLOC_000470	LOC115928210	LOC118422486	K
XLOC_001159	LOC581568	LOC118422398	K
XLOC_001543	LOC578536	LOC118422890	K
XLOC_001070	LOC580232	LOC118422887	K
XLOC_001295	LOC100891399	LOC118423139	K
XLOC_000847	LOC587196	LOC118422462	K
XLOC_001827	LOC105436613	LOC118423200	K
XLOC_001321	LOC587001	LOC118422827	K
XLOC_000108	LOC588672	LOC118422843	K
XLOC_001042	LOC593366	LOC118423333	K
XLOC_001443	LOC590636	LOC118422886	K
XLOC_000311	LOC753513	LOC118422626	K
XLOC_039392	LOC589254	LOC118431875	L
XLOC_038792	LOC105444891	LOC118431795	L
XLOC_038659	LOC592988	LOC118431363	L
XLOC_039416	LOC585999	LOC118431822	L
XLOC_038805	LOC591943	LOC118431463	L
XLOC_039621	LOC593924	LOC118431315	L
XLOC_038664	LOC762385	LOC118431630	L
XLOC_038312	LOC105441177	LOC118431459	L
XLOC_039101	LOC589328	LOC118431360	L
XLOC_038714	LOC589355	LOC118431776	L
XLOC_039011	LOC575315	LOC118431864	L
XLOC_038696	LOC574740	LOC118431676	L
XLOC_038393	LOC578093	LOC118431865	L
XLOC_039185	LOC593883	LOC118432160	L
XLOC_039447	LOC583309	LOC118432516	L
XLOC_039190	LOC589553	LOC118432161	L
XLOC_039001	LOC100893561	LOC118431469	L
XLOC_038318	LOC100892472	LOC118432010	L
XLOC_039160	LOC580769	LOC118432099	L
XLOC_038182	LOC115918983	LOC118431674	L
XLOC_038196	LOC763515	LOC118431367	L
XLOC_039450	LOC574897	LOC118431252	L
XLOC_038215	LOC578476	LOC118431261	L
XLOC_038710	LOC576159	LOC118431778	L
XLOC_038601	LOC588766	LOC118432571	L
XLOC_039318	LOC100893963	LOC118432137	L
XLOC_038625	LOC100891565	LOC118431833	L
XLOC_038385	LOC575768	LOC118431860	L
XLOC_038388	LOC575075	LOC118431295	L
XLOC_039467	LOC100888004	LOC118431728	L
XLOC_039471	LOC585028	LOC118431889	L
XLOC_039574	LOC580904	LOC118431646	L
XLOC_038262	LOC590638	LOC118431732	L
XLOC_038877	LOC100889922	LOC118432005	L
XLOC_038216	LOC100891935	LOC118431258	L
XLOC_038712	LOC590613	LOC118431325	L
XLOC_039195	LOC592512	LOC118432568	L
XLOC_038807	LOC585465	LOC118431874	L
XLOC_038259	LOC589947	LOC118431338	L
XLOC_038676	LOC590047	LOC118431885	L
XLOC_038928	LOC584669	LOC118432065	L
XLOC_038878	LOC587262	LOC118431751	L
XLOC_038626	LOC590478	LOC118431366	L
XLOC_039426	LOC580948	LOC118431480	L
XLOC_039582	LOC115928592	LOC118432020	L
XLOC_039257	LOC580081	LOC118431856	L
XLOC_038451	LOC578365	LOC118431915	L
XLOC_038219	LOC575139	LOC118431749	L
XLOC_039690	LOC586739	LOC118431750	L
XLOC_038960	LOC593873	LOC118432191	L
XLOC_038780	LOC578259	LOC118431641	L
XLOC_038869	LOC582489	LOC118431790	L
XLOC_038320	LOC579055	LOC118432536	L
XLOC_038457	LOC100889307	LOC118431647	L
XLOC_038319	LOC575272	LOC118432534	L
XLOC_038564	LOC115919009	LOC118431332	L
XLOC_038840	LOC592421	LOC118431999	L
XLOC_038199	LOC115918988	LOC118431327	L
XLOC_039162	LOC579470	LOC118431680	L
XLOC_038453	LOC583616	LOC118432511	L
XLOC_039315	LOC586239	LOC118431376	L
XLOC_038273	LOC584895	LOC118432293	L
XLOC_038302	LOC115918011	LOC118431804	L
XLOC_038406	LOC585876	LOC118431505	L
XLOC_038270	LOC100889933	LOC118431681	L
XLOC_039175	LOC592269	LOC118432072	L
XLOC_038786	LOC594443	LOC118432268	L
XLOC_039694	LOC575625	LOC118431809	L
XLOC_038278	LOC586731	LOC118431829	L
XLOC_039423	calret	LOC118431787	L
XLOC_039010	LOC589943	LOC118431347	L
XLOC_038603	LOC581768	LOC118431789	L
XLOC_038376	LOC575733	LOC118432441	L
XLOC_039123	LOC115928713	LOC118432442	L
XLOC_039655	LOC100888569	LOC118431929	L
XLOC_038897	LOC100888699	LOC118431933	L
XLOC_039482	LOC574677	LOC118432539	L
XLOC_039434	LOC584203	LOC118431763	L
XLOC_039374	LOC579081	LOC118431811	L
XLOC_038583	LOC100893850	LOC118431471	L
XLOC_039067	LOC575146	LOC118432012	L
XLOC_039580	LOC763151	LOC118432031	L
XLOC_039432	LOC578141	LOC118431418	L
XLOC_038668	LOC593585	LOC118431907	L
XLOC_038781	LOC100891059	LOC118431757	L
XLOC_038629	LOC115928445	LOC118431689	L
XLOC_039684	LOC593964	LOC118431374	L
XLOC_038184	LOC585860	LOC118431896	L
XLOC_039460	LOC582235	LOC118431906	L
XLOC_039477	LOC762814	LOC118431830	L
XLOC_038188	LOC751845	LOC118431752	L
XLOC_039632	TIE1/2	LOC118431263	L
XLOC_039291	LOC592162	LOC118432426	L
XLOC_039294	LOC590496	LOC118431280	L
XLOC_038711	LOC576517	LOC118432364	L
XLOC_039295	LOC577892	LOC118432428	L
XLOC_038269	LOC584722	LOC118431792	L
XLOC_038304	LOC580276	LOC118431898	L
XLOC_039593	LOC589201	LOC118431851	L
XLOC_038985	LOC105437035	LOC118432506	L
XLOC_038941	LOC100890194	LOC118432385	L
XLOC_039463	LOC576853	LOC118431813	L
XLOC_038310	LOC583114	LOC118431419	L
XLOC_039466	LOC762357	LOC118431691	L
XLOC_038695	LOC574553	LOC118431760	L
XLOC_039069	LOC591452	LOC118432594	L
XLOC_038421	LOC115918080	LOC118431500	L
XLOC_039644	LOC581762	LOC118431839	L
XLOC_038653	LOC577431	LOC118431422	L
XLOC_039424	LOC763527	LOC118432374	L
XLOC_039139	LOC574943	LOC118431634	L
XLOC_039573	LOC105442946	LOC118432423	L
XLOC_038839	LOC581816	LOC118431940	L
XLOC_039443	LOC115928825	LOC118431461	L
XLOC_038987	LOC100891344	LOC118432088	L
XLOC_039025	LOC582221	LOC118431904	L
XLOC_038394	LOC115919001	LOC118431892	L
XLOC_038632	LOC580991	LOC118432434	L
XLOC_039464	LOC100888903	LOC118431438	L
XLOC_039425	LOC580214	LOC118431768	L
XLOC_039494	LOC586597	LOC118432030	L
XLOC_039140	LOC575015	LOC118431891	L
XLOC_039044	LOC593225	LOC118432025	L
XLOC_038637	LOC105441649	LOC118431771	L
XLOC_039635	LOC115928510	LOC118432368	L
XLOC_038586	LOC579418	LOC118431601	L
XLOC_038187	LOC115928861	LOC118431753	L
XLOC_039317	LOC587526	LOC118431805	L
XLOC_039390	LOC589889	LOC118432306	L
XLOC_038607	LOC100893348	LOC118431445	L
XLOC_039345	LOC105441720	LOC118432473	L
XLOC_039669	LOC577438	LOC118431983	L
XLOC_039695	LOC586390	LOC118431703	L
XLOC_039451	LOC583826	LOC118431246	L
XLOC_038950	LOC580451	LOC118432053	L
XLOC_038962	LOC585880	LOC118432180	L
XLOC_038414	LOC579302	LOC118432333	L
XLOC_039372	LOC576006	LOC118431443	L
XLOC_039638	LOC576170	LOC118431707	L
XLOC_038381	LOC575482	LOC118432488	L
XLOC_039083	LOC589968	LOC118432494	L
XLOC_039615	LOC588539	LOC118431425	L
XLOC_038413	LOC756393	LOC118432462	L
XLOC_039676	LOC764926	LOC118431868	L
XLOC_039468	LOC591582	LOC118432367	L
XLOC_039594	LOC576802	LOC118432400	L
XLOC_038876	LOC100890425	LOC118431862	L
XLOC_039427	LOC100889993	LOC118432601	L
XLOC_038678	LOC591565	LOC118431492	L
XLOC_038436	LOC763808	LOC118432449	L
XLOC_038290	LOC115928526	LOC118432047	L
XLOC_038903	LOC764898	LOC118431446	L
XLOC_011293	LOC586064	LOC118421141	M
XLOC_010440	LOC580822	LOC118421631	M
XLOC_011531	LOC587252	LOC118421560	M
XLOC_010741	LOC590476	LOC118420737	M
XLOC_011114	LOC591670	LOC118421846	M
XLOC_011027	LOC582022	LOC118420649	M
XLOC_010933	LOC765161	LOC118420699	M
XLOC_011542	LOC105437276	LOC118420756	M
XLOC_010995	LOC574558	LOC118421705	M
XLOC_011398	LOC582197	LOC118421485	M
XLOC_011460	LOC100889465	LOC118422087	M
XLOC_010381	LOC574743	LOC118421257	M
XLOC_010247	LOC584585	LOC118420822	M
XLOC_011540	LOC115919031	LOC118421677	M
XLOC_011256	LOC100892105	LOC118421230	M
XLOC_010398	LOC583216	LOC118420448	M
XLOC_011332	LOC584679	LOC118421318	M
XLOC_010685	LOC115929210	LOC118420989	M
XLOC_011237	LOC589794	LOC118420599	M
XLOC_011447	LOC576831	LOC118420640	M
XLOC_010164	sec1	LOC118421719	M
XLOC_010159	LOC763660	LOC118421388	M
XLOC_010890	LOC580001	LOC118420743	M
XLOC_011300	LOC100892006	LOC118420931	M
XLOC_011375	LOC100892277	LOC118422079	M
XLOC_011054	LOC586889	LOC118420477	M
XLOC_010706	LOC373187	LOC118420419	M
XLOC_011140	LOC580181	LOC118421621	M
XLOC_011050	LOC592937	LOC118420863	M
XLOC_010629	LOC100892962	LOC118420763	M
XLOC_010232	LOC578232	LOC118421786	M
XLOC_010807	LOC115929278	LOC118421848	M
XLOC_011313	LOC100893563	LOC118421649	M
XLOC_010432	LOC587891	LOC118421451	M
XLOC_010508	LOC580814	LOC118420693	M
XLOC_011337	LOC575589	LOC118421406	M
XLOC_010459	LOC115929081	LOC118421606	M
XLOC_010189	LOC583454	LOC118420810	M
XLOC_010644	LOC753029	LOC118420614	M
XLOC_011385	LOC100889464	LOC118421977	M
XLOC_010868	LOC105443846	LOC118421366	M
XLOC_010571	LOC589592	LOC118421962	M
XLOC_011053	LOC590747	LOC118421259	M
XLOC_011031	LOC115929143	LOC118420803	M
XLOC_010642	LOC576973	LOC118421387	M
XLOC_011469	LOC593710	LOC118420736	M
XLOC_010170	LOC575169	LOC118420733	M
XLOC_011015	ags	LOC118420445	M
XLOC_010681	LOC578169	LOC118420856	M
XLOC_010584	LOC100889912	LOC118421840	M
XLOC_011356	LOC100888527	LOC118421920	M
XLOC_010631	LOC584718	LOC118422078	M
XLOC_011172	LOC105446473	LOC118420967	M
XLOC_010401	LOC581918	LOC118421844	M
XLOC_010929	LOC592306	LOC118421558	M
XLOC_010226	LOC584034	LOC118421128	M
XLOC_010720	LOC587567	LOC118421659	M
XLOC_010532	LOC579376	LOC118421231	M
XLOC_011115	LOC592288	LOC118421146	M
XLOC_011326	LOC576400	LOC118420435	M
XLOC_010248	LOC115929091	LOC118421567	M
XLOC_011471	LOC593526	LOC118420773	M
XLOC_010879	LOC105439770	LOC118421453	M
XLOC_010534	LOC591137	LOC118420702	M
XLOC_010327	LOC577839	LOC118420742	M
XLOC_011118	LOC579018	LOC118420665	M
XLOC_010643	LOC763822	LOC118420616	M
XLOC_010632	LOC583864	LOC118422089	M
XLOC_010653	LOC588438	LOC118421978	M
XLOC_010780	LOC593717	LOC118420840	M
XLOC_011461	LOC577386	LOC118420739	M
XLOC_011084	myp	LOC118420732	M
XLOC_010321	LOC580065	LOC118421968	M
XLOC_011541	LOC115929201	LOC118420654	M
XLOC_011154	LOC579224	LOC118420977	M
XLOC_010383	LOC584214	LOC118420992	M
