Orthogroup	AMPFI_ok	CAPO3
OG0003809	AMPFI_02614, AMPFI_04031	CAPO306197
OG0003811	AMPFI_10478	CAPO302863
OG0003812	AMPFI_10138	CAPO300349
OG0003813	AMPFI_07875	CAPO305053
OG0003818	AMPFI_01575, AMPFI_17759	CAPO306945
OG0003820	AMPFI_00186, AMPFI_03526, AMPFI_17489	CAPO302724
OG0003823	AMPFI_06889	CAPO305304
OG0003824	AMPFI_06085	CAPO300109
OG0003826	AMPFI_13869	CAPO305900
OG0003827	AMPFI_21409	CAPO302156
OG0003828	AMPFI_11909	CAPO304442
OG0003829	AMPFI_00127, AMPFI_00025	CAPO304825
OG0003831	AMPFI_12797	CAPO301320
OG0003833	AMPFI_18982, AMPFI_01803	CAPO305448
OG0003834	AMPFI_10226	CAPO307203
OG0003835	AMPFI_03066	CAPO300102
OG0003836	AMPFI_14280	CAPO301610
OG0003837	AMPFI_24684	CAPO304430
OG0003838	AMPFI_19657	CAPO304061, CAPO304064
OG0003839	AMPFI_07382	CAPO300238, CAPO301543, CAPO307066
OG0003840	AMPFI_23271	CAPO300299
OG0003843	AMPFI_05992	CAPO301582
OG0003844	AMPFI_14349	CAPO306235
OG0003845	AMPFI_07956	CAPO302000
OG0003846	AMPFI_06425	CAPO300905
OG0003847	AMPFI_22971	CAPO300400
OG0003848	AMPFI_17686, AMPFI_23978	CAPO305229, CAPO305228
OG0003850	AMPFI_10267	CAPO306458
OG0003851	AMPFI_11201, AMPFI_00905, AMPFI_11200, AMPFI_16652	CAPO301154
OG0003852	AMPFI_10208	CAPO302241
OG0003853	AMPFI_21676	CAPO308238
OG0003854	AMPFI_03224	CAPO306385
OG0003855	AMPFI_13948, AMPFI_20260	CAPO304198
OG0003856	AMPFI_08524, AMPFI_02809	CAPO308004
OG0003857	AMPFI_07120	CAPO302185
OG0003858	AMPFI_25088, AMPFI_00370	CAPO300728
OG0003860	AMPFI_12427	CAPO303899
OG0003861	AMPFI_02803	CAPO302754
OG0003862	AMPFI_24710	CAPO301787
OG0003863	AMPFI_16528	CAPO300200
OG0003864	AMPFI_13775	CAPO300087
OG0003865	AMPFI_11940	CAPO304904
OG0003866	AMPFI_14452	CAPO302683
OG0003867	AMPFI_17746	CAPO301767
OG0003868	AMPFI_11838	CAPO306848
OG0003869	AMPFI_17164	CAPO307094
OG0003870	AMPFI_05899	CAPO305132
OG0003871	AMPFI_16112, AMPFI_10551	CAPO304659
OG0003871	AMPFI_09651	CAPO304658
OG0003872	AMPFI_14866	CAPO300319
OG0003873	AMPFI_09750	CAPO305775
OG0003875	AMPFI_06901	CAPO303382
OG0003876	AMPFI_22260	CAPO307728
OG0003878	AMPFI_12599	CAPO308329
OG0003881	AMPFI_15319, AMPFI_15320	CAPO303685
OG0003886	AMPFI_05835	CAPO304109
OG0003887	AMPFI_10957	CAPO307036
OG0003888	AMPFI_11985, AMPFI_01567, AMPFI_13524	CAPO302764
OG0003890	AMPFI_14577	CAPO304707
OG0003892	AMPFI_11859, AMPFI_18544	CAPO307708
OG0003893	AMPFI_02785, AMPFI_26011, AMPFI_15310	CAPO300022
OG0003894	AMPFI_18671	CAPO302778
OG0003898	AMPFI_09375	CAPO307893, CAPO307749, CAPO306069
OG0003899	AMPFI_00789	CAPO300674
OG0003900	AMPFI_23235	CAPO301714
OG0003903	AMPFI_19280	CAPO305736
OG0003904	AMPFI_04520	CAPO305947
OG0003906	AMPFI_11162	CAPO301369
OG0003909	AMPFI_23810, AMPFI_23809	CAPO301220
OG0003910	AMPFI_04464	CAPO302786
OG0003911	AMPFI_08416	CAPO305312
OG0003912	AMPFI_24373	CAPO307896
OG0003913	AMPFI_21191, AMPFI_21520, AMPFI_15449	CAPO306587
OG0003914	AMPFI_08353	CAPO301224
OG0003915	AMPFI_10789	CAPO304633
OG0003917	AMPFI_16651, AMPFI_15299, AMPFI_01608	CAPO306797
OG0003920	AMPFI_25048	CAPO301554
OG0003921	AMPFI_13490	CAPO300430
OG0003922	AMPFI_19502, AMPFI_02773	CAPO304241
OG0003924	AMPFI_01856, AMPFI_14060	CAPO302790
OG0003925	AMPFI_08582	CAPO301662
OG0003927	AMPFI_25825, AMPFI_13307	CAPO304671
OG0003929	AMPFI_10054	CAPO303872
OG0003930	AMPFI_07230	CAPO301599
OG0003931	AMPFI_26056	CAPO304399
OG0003932	AMPFI_10182, AMPFI_23012	CAPO300048, CAPO300047
OG0003934	AMPFI_16560	CAPO301204
OG0003936	AMPFI_12668, AMPFI_09358	CAPO302163
OG0003938	AMPFI_22623	CAPO305166
OG0003939	AMPFI_06063	CAPO303853
OG0003942	AMPFI_14927	CAPO300632
OG0003944	AMPFI_07557	CAPO300493
OG0003945	AMPFI_05796, AMPFI_08691	CAPO300812
OG0003946	AMPFI_00888	CAPO303843
OG0003947	AMPFI_23175	CAPO306325
OG0003950	AMPFI_25875	CAPO307097
OG0003954	AMPFI_06716	CAPO304758
OG0003955	AMPFI_11128	CAPO304097
OG0003959	AMPFI_04671	CAPO304028
OG0003961	AMPFI_06314	CAPO303890
OG0003965	AMPFI_04828	CAPO302867
OG0003966	AMPFI_05727	CAPO301181
OG0003969	AMPFI_07721	CAPO304197
OG0003971	AMPFI_14528	CAPO301852
OG0003972	AMPFI_15565	CAPO308018
OG0003973	AMPFI_20438	CAPO307513
OG0003998	AMPFI_02502, AMPFI_02531, AMPFI_05249, AMPFI_09969	CAPO305634
OG0004000	AMPFI_21623, AMPFI_16405, AMPFI_21863	CAPO302913
OG0004002	AMPFI_02137	CAPO305544
OG0004005	AMPFI_05677	CAPO302213
OG0004007	AMPFI_00209	CAPO307105
OG0004009	AMPFI_12935	CAPO305072
OG0004010	AMPFI_15924	CAPO303524
OG0004012	AMPFI_11587	CAPO308011
OG0004014	AMPFI_09780	CAPO303473
OG0004015	AMPFI_12276	CAPO305112
OG0004016	AMPFI_20165, AMPFI_03659, AMPFI_07732	CAPO303609
OG0004017	AMPFI_05329, AMPFI_16787	CAPO308124
OG0004023	AMPFI_19933, AMPFI_24548	CAPO307204
OG0004027	AMPFI_22283	CAPO301145
OG0004031	AMPFI_04620, AMPFI_05716	CAPO306218
OG0004032	AMPFI_18750	CAPO300291
OG0004033	AMPFI_03927	CAPO304862
OG0004035	AMPFI_24745	CAPO301995
OG0004037	AMPFI_03972	CAPO306482
OG0004042	AMPFI_16992	CAPO302696
OG0004044	AMPFI_00282	CAPO300275
OG0004047	AMPFI_19469	CAPO304083
OG0004048	AMPFI_12579	CAPO304654
OG0004050	AMPFI_14154, AMPFI_16794, AMPFI_00721	CAPO308116
OG0004053	AMPFI_17533	CAPO301919
OG0004054	AMPFI_08608	CAPO308277
OG0004056	AMPFI_12573	CAPO306031
OG0004058	AMPFI_08684, AMPFI_02646	CAPO301904
OG0004059	AMPFI_10187	CAPO301877
OG0004063	AMPFI_25939	CAPO300628
OG0004064	AMPFI_07536	CAPO304453
OG0004065	AMPFI_19408	CAPO304029
OG0004067	AMPFI_09979	CAPO301812
OG0004068	AMPFI_18859	CAPO301030
OG0004069	AMPFI_11248, AMPFI_09189	CAPO307785
OG0004070	AMPFI_16812	CAPO302894
OG0004071	AMPFI_07328	CAPO306388
OG0004072	AMPFI_04941	CAPO305194
OG0004075	AMPFI_22791	CAPO308024
OG0004076	AMPFI_08732	CAPO307967
OG0004079	AMPFI_22149	CAPO300687
OG0004080	AMPFI_07191	CAPO305236
OG0004081	AMPFI_07325	CAPO301069
OG0004082	AMPFI_08776	CAPO305460
OG0004083	AMPFI_23993, AMPFI_01827, AMPFI_03305, AMPFI_21612, AMPFI_04296	CAPO304047
OG0004084	AMPFI_15041	CAPO300193
OG0004085	AMPFI_10044	CAPO307782
OG0004090	AMPFI_22810	CAPO304280
OG0004091	AMPFI_15165	CAPO307795
OG0004092	AMPFI_06912	CAPO301516
OG0004093	AMPFI_23222, AMPFI_17563	CAPO303612
OG0004094	AMPFI_05712	CAPO306112
OG0004096	AMPFI_17501	CAPO306070
OG0004097	AMPFI_07052	CAPO300790
OG0004099	AMPFI_13965	CAPO306437
OG0004100	AMPFI_19382	CAPO306356
OG0004101	AMPFI_18949	CAPO303749, CAPO302702
OG0004103	AMPFI_17250, AMPFI_04569	CAPO306700
OG0004104	AMPFI_00944, AMPFI_00216, AMPFI_03708, AMPFI_24388	CAPO303684
OG0004105	AMPFI_00050	CAPO308098
OG0004106	AMPFI_09128	CAPO303386
OG0004108	AMPFI_10746, AMPFI_11075	CAPO307282
OG0004110	AMPFI_12307	CAPO300855
OG0004112	AMPFI_03998, AMPFI_17086, AMPFI_15301	CAPO304610
OG0004113	AMPFI_14558, AMPFI_10578	CAPO305835
OG0004114	AMPFI_07189	CAPO301854
OG0004115	AMPFI_13715, AMPFI_12783	CAPO306386
OG0004116	AMPFI_14003	CAPO303186
OG0004118	AMPFI_15447	CAPO306139
OG0004119	AMPFI_07138	CAPO303741
OG0004120	AMPFI_07749	CAPO303757
OG0004123	AMPFI_13800, AMPFI_02624	CAPO304624
OG0004124	AMPFI_07154	CAPO302738
OG0004125	AMPFI_01741	CAPO304359
OG0004127	AMPFI_23987	CAPO306895
OG0004130	AMPFI_17105	CAPO307075
OG0004131	AMPFI_02623	CAPO301925
OG0004133	AMPFI_00729	CAPO305598
OG0004134	AMPFI_11318	CAPO304433
OG0004136	AMPFI_23022, AMPFI_00272	CAPO307338
OG0004142	AMPFI_18239	CAPO300440
OG0004144	AMPFI_12498, AMPFI_08519, AMPFI_23218	CAPO302917
OG0004148	AMPFI_12585	CAPO301152
OG0004150	AMPFI_13804	CAPO303497
OG0004151	AMPFI_00134, AMPFI_15889	CAPO307015
OG0004153	AMPFI_22147	CAPO305022
OG0004154	AMPFI_13478	CAPO308154
OG0004156	AMPFI_06309	CAPO307556
OG0004158	AMPFI_07649	CAPO302219
OG0004160	AMPFI_00568, AMPFI_00062	CAPO302118
OG0004164	AMPFI_05757	CAPO306879
OG0004166	AMPFI_19424	CAPO300703
OG0004167	AMPFI_24252, AMPFI_22854	CAPO305574
OG0004168	AMPFI_12418	CAPO303881
OG0004169	AMPFI_09723	CAPO302967
OG0004170	AMPFI_18162	CAPO305320
OG0004171	AMPFI_05713	CAPO305810
OG0004174	AMPFI_00630, AMPFI_09404	CAPO303644
OG0004176	AMPFI_01331, AMPFI_23021	CAPO304072
OG0004179	AMPFI_06442	CAPO304392
OG0004181	AMPFI_10263	CAPO304353
OG0004182	AMPFI_14315, AMPFI_15250, AMPFI_11529	CAPO305817
OG0004183	AMPFI_11544	CAPO301817
OG0004184	AMPFI_12472	CAPO302251
OG0004186	AMPFI_18492	CAPO307615
OG0004187	AMPFI_19435	CAPO301572
OG0004188	AMPFI_24196	CAPO308209
OG0004215	AMPFI_05972	CAPO307025
OG0004216	AMPFI_02909	CAPO304745
OG0004217	AMPFI_11613	CAPO300553
OG0004219	AMPFI_05687	CAPO302642
OG0004222	AMPFI_22508	CAPO307934
OG0004223	AMPFI_14106, AMPFI_14107	CAPO308310
OG0004226	AMPFI_10795	CAPO301388
OG0004227	AMPFI_07234	CAPO302252
OG0004228	AMPFI_24494, AMPFI_18790	CAPO303492
OG0004230	AMPFI_16103	CAPO305821
OG0004231	AMPFI_06317, AMPFI_24209	CAPO300312
OG0004232	AMPFI_18466	CAPO301443
OG0004235	AMPFI_18111	CAPO306795
OG0004236	AMPFI_18952	CAPO301760
OG0004237	AMPFI_10494	CAPO301645
OG0004239	AMPFI_05780, AMPFI_05779	CAPO304082
OG0004240	AMPFI_18787	CAPO301736, CAPO306948
OG0004241	AMPFI_24897	CAPO304693
OG0004243	AMPFI_10050	CAPO302349
OG0004245	AMPFI_14565	CAPO301120
OG0004246	AMPFI_08562	CAPO307710
OG0004247	AMPFI_09617	CAPO306324
OG0004248	AMPFI_06429	CAPO306807
OG0004249	AMPFI_13244	CAPO302316
OG0004250	AMPFI_12407	CAPO305518
OG0004252	AMPFI_09692	CAPO305536
OG0004254	AMPFI_23528	CAPO304883
OG0004257	AMPFI_12483	CAPO305171
OG0004258	AMPFI_04576	CAPO301342
OG0004259	AMPFI_05436	CAPO301048
OG0004261	AMPFI_09942	CAPO305950
OG0004263	AMPFI_19144	CAPO304844
OG0004269	AMPFI_19802, AMPFI_02131	CAPO308233
OG0004270	AMPFI_22607, AMPFI_03154	CAPO303791
OG0004271	AMPFI_00357	CAPO303178
OG0004272	AMPFI_21675	CAPO302340, CAPO307285, CAPO307981, CAPO306596, CAPO304056, CAPO301702
OG0004272	AMPFI_03000, AMPFI_03190	CAPO303743
OG0004273	AMPFI_01584	CAPO300380
OG0004278	AMPFI_00741	CAPO303739
OG0004280	AMPFI_08532	CAPO302169
OG0004282	AMPFI_03603	CAPO306035
OG0004283	AMPFI_04258, AMPFI_22058	CAPO301216
OG0004284	AMPFI_07793	CAPO303039
OG0004285	AMPFI_05686	CAPO306621
OG0004286	AMPFI_11804, AMPFI_11033, AMPFI_17397	CAPO300246
OG0004287	AMPFI_18985, AMPFI_03750, AMPFI_16572	CAPO305534
OG0004288	AMPFI_12843	CAPO302203
OG0004289	AMPFI_15989	CAPO307509
OG0004295	AMPFI_09939	CAPO300437
OG0004296	AMPFI_17160	CAPO307058
OG0004297	AMPFI_04000	CAPO306140
OG0004299	AMPFI_10108	CAPO307863
OG0004300	AMPFI_20207	CAPO308218
OG0004301	AMPFI_21938	CAPO305855
OG0004302	AMPFI_16467	CAPO307149
OG0004303	AMPFI_18613	CAPO306261
OG0004305	AMPFI_12729	CAPO306704
OG0004307	AMPFI_10120	CAPO306787
OG0004308	AMPFI_06434	CAPO302385
OG0004309	AMPFI_07893, AMPFI_01305	CAPO304021
OG0004310	AMPFI_01502	CAPO306903
OG0004312	AMPFI_14477	CAPO306752
OG0004314	AMPFI_17299	CAPO301283
OG0004315	AMPFI_11714	CAPO307076
OG0004316	AMPFI_06233	CAPO300656
OG0004319	AMPFI_07860	CAPO308294
OG0004321	AMPFI_03701	CAPO306639
OG0004322	AMPFI_05719	CAPO307895
OG0004323	AMPFI_07446	CAPO307483
OG0004324	AMPFI_13538	CAPO300240
OG0004328	AMPFI_06204	CAPO305261
OG0004329	AMPFI_18366	CAPO302035
OG0004330	AMPFI_21323, AMPFI_04638	CAPO305393
OG0004331	AMPFI_13825	CAPO305384
OG0004333	AMPFI_16945, AMPFI_02290, AMPFI_02368	CAPO303439
OG0004335	AMPFI_01647	CAPO302791
OG0004337	AMPFI_08351	CAPO300958
OG0004338	AMPFI_03726	CAPO300828
OG0004344	AMPFI_24893	CAPO307152
OG0004345	AMPFI_12564	CAPO306847
OG0004348	AMPFI_02439	CAPO306158
OG0004349	AMPFI_24895	CAPO308184
OG0004350	AMPFI_18421	CAPO300994
OG0004351	AMPFI_20164	CAPO307239
OG0004352	AMPFI_25758	CAPO300873
OG0004353	AMPFI_13654	CAPO306055, CAPO306087
OG0004354	AMPFI_11067	CAPO307581
OG0004355	AMPFI_09199	CAPO303478
OG0004356	AMPFI_05341	CAPO300159
OG0004357	AMPFI_08395	CAPO303880
OG0004358	AMPFI_22150, AMPFI_25051, AMPFI_19007	CAPO301323
OG0004359	AMPFI_05530	CAPO305703
OG0004360	AMPFI_14833	CAPO301752
OG0004361	AMPFI_04236	CAPO308302
OG0004363	AMPFI_10669	CAPO304580
OG0004364	AMPFI_11780	CAPO305213
OG0004365	AMPFI_18925	CAPO305948
OG0004366	AMPFI_21975	CAPO307987
OG0004368	AMPFI_05539	CAPO306084
OG0004369	AMPFI_22531	CAPO305592
OG0004370	AMPFI_05169	CAPO302143
OG0004373	AMPFI_02861	CAPO308311
OG0004374	AMPFI_07980	CAPO306983
OG0004375	AMPFI_04718, AMPFI_20500, AMPFI_21503, AMPFI_04176	CAPO305927
OG0004376	AMPFI_15019	CAPO303203
OG0004377	AMPFI_03913	CAPO303614
OG0004378	AMPFI_09387	CAPO303140
OG0004379	AMPFI_07942	CAPO300162
OG0004380	AMPFI_00883	CAPO307847
OG0004381	AMPFI_23751	CAPO300684
OG0004382	AMPFI_13422	CAPO308307
OG0004383	AMPFI_10019, AMPFI_10486	CAPO301688
OG0004385	AMPFI_02615, AMPFI_24477	CAPO306534
OG0004388	AMPFI_09652	CAPO303742
OG0004389	AMPFI_08344	CAPO302416
OG0004390	AMPFI_00623, AMPFI_11133, AMPFI_17295, AMPFI_23808	CAPO300046
OG0004391	AMPFI_10069	CAPO305468
OG0004392	AMPFI_24108	CAPO303282
OG0004394	AMPFI_13243	CAPO305886
OG0004396	AMPFI_14937	CAPO300955
OG0004398	AMPFI_23415	CAPO306029
OG0004399	AMPFI_06098	CAPO301536
OG0004400	AMPFI_13995	CAPO304368, CAPO302395
OG0004401	AMPFI_12672	CAPO307684
OG0004402	AMPFI_15548	CAPO301470
OG0004405	AMPFI_14300	CAPO302866
OG0004406	AMPFI_11302	CAPO305558
OG0004412	AMPFI_01456	CAPO301515
OG0004413	AMPFI_25865, AMPFI_18350, AMPFI_17760, AMPFI_01558, AMPFI_20523	CAPO301518
OG0004417	AMPFI_06225	CAPO302119
OG0004418	AMPFI_23017, AMPFI_07133	CAPO305208
OG0004421	AMPFI_12127	CAPO303320
OG0004423	AMPFI_14942	CAPO306935
OG0004425	AMPFI_21164	CAPO302090
OG0004426	AMPFI_21633	CAPO301784
OG0004428	AMPFI_23245	CAPO302305
OG0004459	AMPFI_11564	CAPO300459
OG0004460	AMPFI_25193	CAPO307206
OG0004461	AMPFI_19555, AMPFI_24392	CAPO305355
OG0004462	AMPFI_08624	CAPO302893
OG0004465	AMPFI_23112, AMPFI_12347	CAPO303487, CAPO307912
OG0004467	AMPFI_21984	CAPO307496
OG0004468	AMPFI_16351	CAPO307854
OG0004472	AMPFI_16513, AMPFI_11440	CAPO303803
OG0004474	AMPFI_18196	CAPO300829
OG0004476	AMPFI_14753	CAPO307856
OG0004479	AMPFI_09403	CAPO303963
OG0004483	AMPFI_19423, AMPFI_14818	CAPO303122
OG0004484	AMPFI_19765	CAPO302152
OG0004486	AMPFI_08587	CAPO307639
OG0004488	AMPFI_01993, AMPFI_22482, AMPFI_18991, AMPFI_17697	CAPO301849
OG0004489	AMPFI_09296, AMPFI_09295	CAPO305447
OG0004492	AMPFI_09360	CAPO307196
OG0004494	AMPFI_05453	CAPO306570
OG0004495	AMPFI_07695	CAPO306359
OG0004496	AMPFI_03101, AMPFI_01528	CAPO303733
OG0004497	AMPFI_22097, AMPFI_00339, AMPFI_25044, AMPFI_25447	CAPO307202
OG0004498	AMPFI_06947	CAPO305224
OG0004500	AMPFI_13920	CAPO301850
OG0004501	AMPFI_09291	CAPO301840
OG0004502	AMPFI_03587	CAPO301779, CAPO300429
OG0004506	AMPFI_12628, AMPFI_09386	CAPO305016
OG0004507	AMPFI_07072	CAPO301894
OG0004508	AMPFI_25941	CAPO301654
OG0004509	AMPFI_09182	CAPO300500
OG0004511	AMPFI_07637	CAPO303457
OG0004512	AMPFI_11410	CAPO302842
OG0004513	AMPFI_09034	CAPO303104
OG0004515	AMPFI_01381	CAPO305182
OG0004516	AMPFI_15125, AMPFI_18645	CAPO306036, CAPO307859
OG0004517	AMPFI_15751	CAPO305332
OG0004518	AMPFI_09048	CAPO306412
OG0004519	AMPFI_04665, AMPFI_14654	CAPO307914
OG0004520	AMPFI_06584	CAPO300090
OG0004521	AMPFI_00177, AMPFI_20942, AMPFI_01206, AMPFI_18397	CAPO306692
OG0004523	AMPFI_08056	CAPO304989
OG0004525	AMPFI_07588	CAPO303518
OG0004526	AMPFI_10087	CAPO302498
OG0004527	AMPFI_10883	CAPO302077
OG0004529	AMPFI_09696	CAPO306628
OG0004530	AMPFI_12855	CAPO304739
OG0004531	AMPFI_11383	CAPO302345, CAPO307115
OG0004532	AMPFI_16151	CAPO300005
OG0004533	AMPFI_22456	CAPO306022
OG0004535	AMPFI_22124	CAPO307124
OG0004537	AMPFI_02558	CAPO306837
OG0004540	AMPFI_03454, AMPFI_19729	CAPO307351
OG0004541	AMPFI_15230	CAPO307806
OG0004542	AMPFI_08760	CAPO306706
OG0004544	AMPFI_08264	CAPO306563
OG0004545	AMPFI_16865	CAPO307212
OG0004546	AMPFI_07412	CAPO306808
OG0004548	AMPFI_12848	CAPO305113
OG0004552	AMPFI_12028	CAPO301361, CAPO306759
OG0004553	AMPFI_10799	CAPO302768
OG0004554	AMPFI_11889	CAPO300747
OG0004555	AMPFI_09909	CAPO301994
OG0004556	AMPFI_07468	CAPO305616
OG0004558	AMPFI_12132	CAPO307355
OG0004559	AMPFI_05855	CAPO303756
OG0004561	AMPFI_23817, AMPFI_03159	CAPO304794
OG0004563	AMPFI_02876	CAPO303030
OG0004564	AMPFI_15864	CAPO301873
OG0004565	AMPFI_24177, AMPFI_12894, AMPFI_21296	CAPO303409
OG0004569	AMPFI_06989	CAPO303601
OG0004572	AMPFI_02363, AMPFI_14593	CAPO302719
OG0004573	AMPFI_12921	CAPO305859
OG0004574	AMPFI_03207	CAPO300276
OG0004577	AMPFI_07656	CAPO307905
OG0004578	AMPFI_07486	CAPO307713
OG0004579	AMPFI_25677	CAPO308171
OG0004581	AMPFI_12919	CAPO305629
OG0004582	AMPFI_07633	CAPO304857
OG0004583	AMPFI_16407	CAPO301319
OG0004585	AMPFI_13089	CAPO307959
OG0004587	AMPFI_23364, AMPFI_10457	CAPO303576
OG0004588	AMPFI_06362	CAPO307046
OG0004590	AMPFI_08462	CAPO307910
OG0004592	AMPFI_06517	CAPO307767
OG0004593	AMPFI_22728	CAPO306311
OG0004595	AMPFI_20954, AMPFI_16519	CAPO305901
OG0004596	AMPFI_07402	CAPO301763
OG0004599	AMPFI_24936	CAPO306185
OG0004600	AMPFI_18067, AMPFI_15811	CAPO306391
OG0004601	AMPFI_06159	CAPO300529
OG0004602	AMPFI_04968	CAPO307709
OG0004605	AMPFI_03873, AMPFI_01215, AMPFI_03310, AMPFI_24057	CAPO303013
OG0004609	AMPFI_07011	CAPO305274
OG0004610	AMPFI_23354, AMPFI_17805	CAPO308217
OG0004611	AMPFI_14900	CAPO305879, CAPO305850
OG0004612	AMPFI_06798	CAPO307176
OG0004616	AMPFI_24754	CAPO302661, CAPO307774
OG0004619	AMPFI_01685	CAPO306976
OG0004621	AMPFI_06893	CAPO301592
OG0004623	AMPFI_22400	CAPO303271
OG0004626	AMPFI_11099	CAPO304074
OG0004627	AMPFI_12291	CAPO302578
OG0004628	AMPFI_05837	CAPO300844
OG0004629	AMPFI_13756	CAPO300874
OG0004630	AMPFI_01226	CAPO300032
OG0004633	AMPFI_16969	CAPO306431
OG0004634	AMPFI_11161	CAPO306443
OG0004635	AMPFI_08678	CAPO305826
OG0004638	AMPFI_00853	CAPO300328
OG0004639	AMPFI_11319	CAPO304960
OG0004640	AMPFI_00746	CAPO305391
OG0004641	AMPFI_00011	CAPO301192
OG0004642	AMPFI_02074	CAPO303810
OG0004643	AMPFI_18899	CAPO303111
OG0004644	AMPFI_15338	CAPO308177
OG0004646	AMPFI_07710	CAPO304987
OG0004648	AMPFI_19599	CAPO306796
OG0004649	AMPFI_17558	CAPO308035
OG0004651	AMPFI_25330	CAPO307192
OG0004652	AMPFI_15198	CAPO307126
OG0004654	AMPFI_15662	CAPO304098
OG0004655	AMPFI_07555	CAPO300932
OG0004656	AMPFI_18886, AMPFI_14771	CAPO306315
OG0004657	AMPFI_11594	CAPO300965
OG0004658	AMPFI_10523, AMPFI_16629	CAPO302853
OG0004659	AMPFI_20843, AMPFI_21179, AMPFI_00122, AMPFI_24972	CAPO305571
OG0004660	AMPFI_20962	CAPO302190
OG0004663	AMPFI_06374	CAPO307060
OG0004668	AMPFI_02377	CAPO307032
OG0004669	AMPFI_05954	CAPO301719
OG0004670	AMPFI_24511	CAPO301141
OG0004671	AMPFI_20913, AMPFI_05739	CAPO303199
OG0004672	AMPFI_03359	CAPO300788
OG0004673	AMPFI_15351	CAPO305181
OG0004674	AMPFI_07603	CAPO301298
OG0004675	AMPFI_04426, AMPFI_03184	CAPO300152
OG0004676	AMPFI_12971	CAPO305483
OG0004678	AMPFI_09587	CAPO306062
OG0004679	AMPFI_00361	CAPO307020
OG0004682	AMPFI_13322	CAPO302643
OG0004685	AMPFI_00210	CAPO300514
OG0004687	AMPFI_00174	CAPO300850
OG0004691	AMPFI_01160	CAPO301832
OG0004694	AMPFI_02072, AMPFI_20042	CAPO302831
OG0004695	AMPFI_02979, AMPFI_16067, AMPFI_13908	CAPO304127
OG0004696	AMPFI_05610	CAPO303339
OG0004697	AMPFI_06656	CAPO308157
OG0004699	AMPFI_08943	CAPO305801
OG0004700	AMPFI_08984	CAPO305394
OG0004702	AMPFI_11335	CAPO306323
OG0004703	AMPFI_13400, AMPFI_11441	CAPO302281
OG0004707	AMPFI_24320	CAPO302039
OG0004707	AMPFI_17110	CAPO307222
OG0004708	AMPFI_25265	CAPO302589
OG0004711	AMPFI_22007	CAPO307614
OG0004728	AMPFI_04640	CAPO306092
OG0004732	AMPFI_18249	CAPO303065
OG0004733	AMPFI_22957, AMPFI_11858	CAPO303723
OG0004738	AMPFI_07087	CAPO307391
OG0004739	AMPFI_08184	CAPO305372
OG0004743	AMPFI_10767	CAPO305537
OG0004744	AMPFI_19272, AMPFI_14663	CAPO307377
OG0004747	AMPFI_00266, AMPFI_10895	CAPO305266
OG0004748	AMPFI_16408	CAPO300851
OG0004749	AMPFI_15286	CAPO303738
OG0004752	AMPFI_22656	CAPO300189
OG0004753	AMPFI_08914	CAPO307970
OG0004756	AMPFI_06143	CAPO300650
OG0004757	AMPFI_11259	CAPO300079
OG0004758	AMPFI_16926	CAPO307791
OG0004759	AMPFI_10483	CAPO301731
OG0004760	AMPFI_18701, AMPFI_11919	CAPO302986
OG0004761	AMPFI_17626, AMPFI_24793, AMPFI_04512, AMPFI_00468, AMPFI_03402	CAPO301372
OG0004762	AMPFI_12646	CAPO306336
OG0004763	AMPFI_06171	CAPO303189
OG0004764	AMPFI_10963	CAPO306665
OG0004765	AMPFI_16840	CAPO300145
OG0004766	AMPFI_09103, AMPFI_10947	CAPO300107
OG0004767	AMPFI_03725	CAPO304258
OG0004768	AMPFI_02297	CAPO302814
OG0004769	AMPFI_12928	CAPO305909
OG0004770	AMPFI_09864, AMPFI_14159	CAPO306549
OG0004771	AMPFI_21816, AMPFI_03956, AMPFI_24380	CAPO306141
OG0004774	AMPFI_08296, AMPFI_17254	CAPO302467
OG0004775	AMPFI_08271	CAPO308292
OG0004781	AMPFI_00959, AMPFI_00874	CAPO302855
OG0004784	AMPFI_12120	CAPO300506
OG0004785	AMPFI_04729	CAPO301223
OG0004786	AMPFI_14608	CAPO306813
OG0004787	AMPFI_11451	CAPO300677
OG0004788	AMPFI_04021	CAPO303606
OG0004792	AMPFI_23180	CAPO304121, CAPO301355
OG0004793	AMPFI_02788	CAPO303691
OG0004794	AMPFI_07779	CAPO302268
OG0004795	AMPFI_14570	CAPO306522
OG0004797	AMPFI_08354	CAPO308248
OG0004798	AMPFI_08295	CAPO303882
OG0004798	AMPFI_21019	CAPO306979
OG0004801	AMPFI_05782	CAPO301409
OG0004803	AMPFI_01867, AMPFI_16240	CAPO304966
OG0004805	AMPFI_10996	CAPO301148
OG0004808	AMPFI_18270	CAPO300921
OG0004810	AMPFI_07979	CAPO307085
OG0004811	AMPFI_12149	CAPO304670
OG0004812	AMPFI_15106	CAPO300913
OG0004813	AMPFI_11409	CAPO302301
OG0004814	AMPFI_09238	CAPO305193
OG0004815	AMPFI_03206	CAPO306099
OG0004816	AMPFI_23576	CAPO306093
OG0004817	AMPFI_04912	CAPO300646
OG0004819	AMPFI_18033	CAPO303489
OG0004820	AMPFI_10350	CAPO301474
OG0004822	AMPFI_10239	CAPO303272
OG0004823	AMPFI_10528	CAPO301131
OG0004825	AMPFI_09412	CAPO303625
