Orthogroup	AMPFI_ok	YEAST
OG0006512	AMPFI_15002	YEAST04169
OG0006514	AMPFI_21552	YEAST05820
OG0006515	AMPFI_23080	YEAST03195
OG0006516	AMPFI_09518	YEAST02248
OG0006520	AMPFI_20008	YEAST05914
OG0006523	AMPFI_01535	YEAST04170
OG0006528	AMPFI_10398	YEAST02276
OG0006532	AMPFI_11984	YEAST05019
OG0006533	AMPFI_06493	YEAST00790
OG0006536	AMPFI_12044	YEAST05130
OG0006538	AMPFI_02030	YEAST02168
OG0006543	AMPFI_06101	YEAST03219
OG0006544	AMPFI_06224	YEAST06160
OG0006550	AMPFI_17946, AMPFI_17947	YEAST05541
OG0006552	AMPFI_07606	YEAST02016
OG0006553	AMPFI_10454	YEAST05825
OG0006554	AMPFI_04096	YEAST04136
OG0006564	AMPFI_05981	YEAST05934
OG0006568	AMPFI_09823	YEAST03560
OG0006569	AMPFI_04736	YEAST02940
OG0006571	AMPFI_23157	YEAST00795
OG0006574	AMPFI_19066	YEAST06163
OG0006577	AMPFI_00642	YEAST03945
OG0006578	AMPFI_06349	YEAST00813
OG0006580	AMPFI_04144, AMPFI_23358	YEAST04957
OG0006582	AMPFI_09311	YEAST04615
OG0006584	AMPFI_02572	YEAST01846
OG0006589	AMPFI_07432	YEAST04474
OG0006594	AMPFI_22653	YEAST00464
OG0006595	AMPFI_07066	YEAST05577
OG0006596	AMPFI_14571	YEAST03312
OG0006597	AMPFI_14301	YEAST01876
OG0006598	AMPFI_19501	YEAST02580
OG0006602	AMPFI_07168	YEAST06259
OG0006603	AMPFI_06187	YEAST05721
OG0006604	AMPFI_05937	YEAST01597
OG0006607	AMPFI_08824	YEAST05258
OG0006609	AMPFI_06978	YEAST04231
OG0006610	AMPFI_09328	YEAST04593
OG0006611	AMPFI_21041	YEAST02395
OG0006613	AMPFI_15015	YEAST00490
OG0006615	AMPFI_13199	YEAST02695
OG0006619	AMPFI_23367	YEAST03691
OG0006622	AMPFI_08817	YEAST04382
OG0006627	AMPFI_12667	YEAST01553
OG0006630	AMPFI_10137	YEAST05584
OG0006631	AMPFI_11411	YEAST01419, YEAST04493
OG0006633	AMPFI_25785	YEAST05580
OG0006636	AMPFI_04565	YEAST06190
OG0006637	AMPFI_14025	YEAST06011
OG0006651	AMPFI_14545, AMPFI_14544	YEAST03308
OG0006655	AMPFI_20781	YEAST04609
OG0006658	AMPFI_09511	YEAST03323
OG0006662	AMPFI_03231	YEAST02707
OG0006663	AMPFI_07743	YEAST04538
OG0006664	AMPFI_16412, AMPFI_18050	YEAST04769
OG0006667	AMPFI_18059	YEAST03011
OG0006668	AMPFI_07313	YEAST00040
OG0006669	AMPFI_09179	YEAST05379
OG0006678	AMPFI_06249	YEAST03428
OG0006681	AMPFI_05590	YEAST02774
OG0006688	AMPFI_08024	YEAST02298
OG0006690	AMPFI_14968	YEAST00986
OG0006691	AMPFI_12858	YEAST06141
OG0006692	AMPFI_02498	YEAST04243
OG0006694	AMPFI_03151	YEAST04074
OG0006703	AMPFI_07514	YEAST04919
OG0006706	AMPFI_13283	YEAST01312
OG0006712	AMPFI_05255	YEAST01297
OG0006717	AMPFI_01802	YEAST03273, YEAST00511
OG0006722	AMPFI_10729	YEAST05928
OG0006725	AMPFI_20001	YEAST05141
OG0006726	AMPFI_06499	YEAST01310
OG0006730	AMPFI_06679	YEAST06066
OG0006732	AMPFI_18470	YEAST05092
OG0006736	AMPFI_11074	YEAST03708, YEAST02845
OG0006738	AMPFI_07984	YEAST03786
OG0006741	AMPFI_00461	YEAST00908
OG0006752	AMPFI_05789, AMPFI_17541	YEAST01605
OG0006753	AMPFI_06164	YEAST06210
OG0006754	AMPFI_06462	YEAST05223, YEAST00660
OG0006755	AMPFI_06654	YEAST03743
OG0006757	AMPFI_07042	YEAST02585
OG0006758	AMPFI_07316	YEAST00132
OG0006766	AMPFI_12392	YEAST01711
OG0006769	AMPFI_14038	YEAST04955
OG0006772	AMPFI_18299	YEAST05602
OG0006775	AMPFI_20249	YEAST01095
OG0006776	AMPFI_20448	YEAST02455
OG0006777	AMPFI_20964	YEAST05242
OG0006826	AMPFI_21636	YEAST03748
OG0006830	AMPFI_10183	YEAST02320
OG0006838	AMPFI_03070, AMPFI_10507	YEAST01244
OG0006843	AMPFI_16202, AMPFI_16995	YEAST03855
OG0006846	AMPFI_03085	YEAST04146
OG0006853	AMPFI_20366	YEAST03500
OG0006860	AMPFI_10618	YEAST03798
OG0006867	AMPFI_12490	YEAST03341
OG0006874	AMPFI_05028	YEAST03449
OG0006876	AMPFI_08220	YEAST00384
OG0006880	AMPFI_12811	YEAST04631
OG0006881	AMPFI_12801	YEAST01049
OG0006887	AMPFI_10614	YEAST01983
OG0006888	AMPFI_11798	YEAST00485
OG0006890	AMPFI_06179	YEAST02034
OG0006891	AMPFI_10153	YEAST00187
OG0006892	AMPFI_04975	YEAST04820
OG0006897	AMPFI_08177	YEAST00856
OG0006901	AMPFI_24896	YEAST05480
OG0006906	AMPFI_24996	YEAST00746
OG0006918	AMPFI_10696	YEAST05610
OG0006920	AMPFI_10884	YEAST02490
OG0006924	AMPFI_17424	YEAST04308
OG0006927	AMPFI_22332	YEAST00921
OG0006934	AMPFI_13627	YEAST02053
OG0006935	AMPFI_06775	YEAST02014
OG0006936	AMPFI_01142	YEAST06114
OG0006937	AMPFI_14568	YEAST05537
OG0006939	AMPFI_00736	YEAST01033
OG0006940	AMPFI_16402	YEAST05163
OG0006942	AMPFI_07605	YEAST00190
OG0006943	AMPFI_06307	YEAST02583
OG0006949	AMPFI_13736	YEAST00975, YEAST00256
OG0006952	AMPFI_09145	YEAST02831
OG0006953	AMPFI_16258	YEAST02903, YEAST04751, YEAST05739
OG0006959	AMPFI_13745	YEAST01865
OG0006964	AMPFI_13035	YEAST05995
OG0006966	AMPFI_08312	YEAST02544
OG0006967	AMPFI_20325	YEAST06235
OG0006968	AMPFI_08216	YEAST03972
OG0006969	AMPFI_09726	YEAST01604
OG0006971	AMPFI_14130	YEAST00044
OG0006973	AMPFI_05114	YEAST03793
OG0006975	AMPFI_12753	YEAST02322
OG0006977	AMPFI_09374	YEAST06248
OG0006978	AMPFI_11811, AMPFI_24207	YEAST00696
OG0006980	AMPFI_12230	YEAST02173
OG0006985	AMPFI_14367	YEAST03215
OG0006989	AMPFI_03226	YEAST04914
OG0006991	AMPFI_07612	YEAST05066
OG0006992	AMPFI_02683, AMPFI_21431	YEAST04657
OG0006994	AMPFI_02391	YEAST05554
OG0006995	AMPFI_12939	YEAST06048
OG0006997	AMPFI_06778	YEAST00664
OG0006998	AMPFI_23858	YEAST02509
OG0006999	AMPFI_03627	YEAST03874
OG0007003	AMPFI_06800	YEAST01840
OG0007005	AMPFI_13442	YEAST03907
OG0007009	AMPFI_00275	YEAST05645
OG0007010	AMPFI_17159	YEAST01652
OG0007012	AMPFI_17251	YEAST05361
OG0007013	AMPFI_07544, AMPFI_03127	YEAST05971
OG0007015	AMPFI_13502	YEAST03053
OG0007016	AMPFI_09621	YEAST05307
OG0007024	AMPFI_08761	YEAST01864
OG0007028	AMPFI_00486	YEAST06312
OG0007030	AMPFI_10233	YEAST05712
OG0007033	AMPFI_06964	YEAST04002
OG0007036	AMPFI_06158	YEAST04799
OG0007043	AMPFI_14086	YEAST02072, YEAST01064
OG0007045	AMPFI_05641	YEAST01113
OG0007046	AMPFI_22387	YEAST04826
OG0007050	AMPFI_12891	YEAST05668
OG0007053	AMPFI_11530	YEAST05898
OG0007055	AMPFI_18150	YEAST02593
OG0007061	AMPFI_25901	YEAST03247
OG0007063	AMPFI_08500	YEAST04650
OG0007065	AMPFI_15568	YEAST01111
OG0007073	AMPFI_14977, AMPFI_14976	YEAST03946
OG0007075	AMPFI_05630	YEAST00811
OG0007084	AMPFI_05390	YEAST05527
OG0007089	AMPFI_13513	YEAST04132
OG0007092	AMPFI_07515	YEAST01811
OG0007093	AMPFI_19322	YEAST01923
OG0007095	AMPFI_16541	YEAST02581
OG0007098	AMPFI_24023	YEAST03783
OG0007106	AMPFI_22589	YEAST00202
OG0007112	AMPFI_09312	YEAST05597
OG0007114	AMPFI_23838	YEAST03493
OG0007118	AMPFI_07879	YEAST01120
OG0007119	AMPFI_10991	YEAST05459
OG0007120	AMPFI_11091	YEAST04248
OG0007121	AMPFI_08250	YEAST05746
OG0007124	AMPFI_04084	YEAST04818
OG0007127	AMPFI_09006	YEAST04415
OG0007130	AMPFI_08690	YEAST05158
OG0007131	AMPFI_14883	YEAST05874
OG0007132	AMPFI_25506	YEAST06078
OG0007137	AMPFI_10272	YEAST00797
OG0007138	AMPFI_06496	YEAST04319
OG0007139	AMPFI_14817	YEAST05259
OG0007143	AMPFI_09839	YEAST02636
OG0007144	AMPFI_01668	YEAST04135
OG0007150	AMPFI_10416	YEAST00900
OG0007154	AMPFI_08537	YEAST01439
OG0007164	AMPFI_05277	YEAST05557
OG0007165	AMPFI_05563	YEAST04228, YEAST02514
OG0007166	AMPFI_06034	YEAST05384
OG0007168	AMPFI_07364	YEAST02929
OG0007182	AMPFI_15692	YEAST00042
OG0007184	AMPFI_16722	YEAST01512
OG0007185	AMPFI_19277	YEAST01036
OG0007186	AMPFI_19328	YEAST00761
OG0007192	AMPFI_25475	YEAST00860
OG0007249	AMPFI_06403, AMPFI_25356, AMPFI_17736	YEAST00344
OG0007254	AMPFI_03097	YEAST00328
OG0007258	AMPFI_02300	YEAST02867
OG0007264	AMPFI_12650	YEAST04093
OG0007269	AMPFI_25179, AMPFI_02490	YEAST04522
OG0007274	AMPFI_24727	YEAST04165, YEAST05634
OG0007276	AMPFI_12494	YEAST02007
OG0007279	AMPFI_07724	YEAST02363
OG0007282	AMPFI_07925	YEAST04912
OG0007288	AMPFI_04627	YEAST02949
OG0007292	AMPFI_18565	YEAST05159
OG0007303	AMPFI_15376	YEAST05207
OG0007307	AMPFI_18569	YEAST05606
OG0007313	AMPFI_13337	YEAST02047
OG0007317	AMPFI_13235	YEAST04084
OG0007321	AMPFI_01984	YEAST05016
OG0007322	AMPFI_04756	YEAST01090
OG0007325	AMPFI_25190	YEAST03249
OG0007330	AMPFI_01650	YEAST00633
OG0007335	AMPFI_05409	YEAST06084
OG0007336	AMPFI_05851	YEAST03606
OG0007341	AMPFI_06512	YEAST00183
OG0007342	AMPFI_08350	YEAST03859
OG0007343	AMPFI_04790	YEAST00383
OG0007347	AMPFI_11094	YEAST02066
OG0007349	AMPFI_19903	YEAST01492
OG0007354	AMPFI_23026	YEAST03378
OG0007355	AMPFI_06243	YEAST02682
OG0007361	AMPFI_08736	YEAST02394
OG0007363	AMPFI_24644	YEAST05519
OG0007364	AMPFI_00831	YEAST01959
OG0007367	AMPFI_03186	YEAST01013
OG0007371	AMPFI_13954	YEAST04970
OG0007376	AMPFI_15486	YEAST02976
OG0007379	AMPFI_11533	YEAST00967
OG0007382	AMPFI_25953	YEAST01108
OG0007387	AMPFI_11442	YEAST06326
OG0007393	AMPFI_14008	YEAST01116
OG0007394	AMPFI_10682, AMPFI_09708, AMPFI_08528	YEAST05998
OG0007395	AMPFI_12394	YEAST00603
OG0007397	AMPFI_04544, AMPFI_10460	YEAST03512
OG0007399	AMPFI_12781	YEAST02279
OG0007408	AMPFI_23579	YEAST03401
OG0007409	AMPFI_17481	YEAST05329
OG0007411	AMPFI_00518	YEAST04399
OG0007412	AMPFI_15596	YEAST04822
OG0007414	AMPFI_22105	YEAST01970
OG0007415	AMPFI_18327	YEAST01948
OG0007417	AMPFI_08601	YEAST04175
OG0007419	AMPFI_12181	YEAST02667
OG0007421	AMPFI_19420	YEAST00762
OG0007424	AMPFI_10824	YEAST05463
OG0007425	AMPFI_14232	YEAST06135
OG0007427	AMPFI_17613	YEAST00763
OG0007428	AMPFI_18487	YEAST01536
OG0007431	AMPFI_01452	YEAST00610
OG0007439	AMPFI_07825	YEAST01063
OG0007442	AMPFI_22918	YEAST03687
OG0007446	AMPFI_14384	YEAST04647
OG0007451	AMPFI_07930, AMPFI_04715	YEAST02017
OG0007454	AMPFI_23985	YEAST01359
OG0007456	AMPFI_18549	YEAST00931
OG0007458	AMPFI_12774	YEAST02196
OG0007460	AMPFI_05013	YEAST04891
OG0007463	AMPFI_05572	YEAST00394
OG0007466	AMPFI_09132, AMPFI_06016	YEAST00806
OG0007482	AMPFI_12660	YEAST05783
OG0007483	AMPFI_06915	YEAST01187
OG0007484	AMPFI_08380	YEAST00517
OG0007488	AMPFI_18912	YEAST04193
OG0007491	AMPFI_00418	YEAST05032
OG0007495	AMPFI_14548	YEAST04536
OG0007498	AMPFI_10772	YEAST00593
OG0007499	AMPFI_00937	YEAST03994
OG0007504	AMPFI_05486	YEAST02642
OG0007508	AMPFI_08862	YEAST05759
OG0007509	AMPFI_10436	YEAST03229
OG0007519	AMPFI_15083	YEAST04589
OG0007528	AMPFI_22110	YEAST02438
OG0007531	AMPFI_25413	YEAST05725
OG0007591	AMPFI_24174	YEAST02623
OG0007597	AMPFI_14347	YEAST05244
OG0007605	AMPFI_17249, AMPFI_05461	YEAST04509
OG0007615	AMPFI_05411	YEAST05127
OG0007618	AMPFI_13803	YEAST02486
OG0007619	AMPFI_16350	YEAST04342
OG0007622	AMPFI_09130	YEAST01282
OG0007624	AMPFI_07608	YEAST03901
OG0007645	AMPFI_12316	YEAST05586
OG0007646	AMPFI_00470	YEAST05572
OG0007648	AMPFI_08367	YEAST03775
OG0007656	AMPFI_11443	YEAST02935
OG0007657	AMPFI_05533	YEAST01213
OG0007663	AMPFI_17931	YEAST01133
OG0007673	AMPFI_07718	YEAST04892
OG0007676	AMPFI_06266	YEAST01965
OG0007685	AMPFI_23757	YEAST00976
OG0007690	AMPFI_08721	YEAST00054
OG0007692	AMPFI_21014	YEAST05386
OG0007698	AMPFI_04766, AMPFI_01671	YEAST04526
OG0007701	AMPFI_11708	YEAST04394
OG0007703	AMPFI_06898	YEAST03290
OG0007704	AMPFI_24990, AMPFI_16227	YEAST01687
OG0007712	AMPFI_01298	YEAST02916
OG0007727	AMPFI_08743, AMPFI_25397	YEAST01129
OG0007744	AMPFI_03246	YEAST04303
OG0007749	AMPFI_07238	YEAST02144
OG0007751	AMPFI_08540	YEAST03046
OG0007758	AMPFI_15867	YEAST04336
OG0007760	AMPFI_25779	YEAST02821
OG0007766	AMPFI_07157	YEAST03772, YEAST02908
OG0007767	AMPFI_21979	YEAST03177
OG0007769	AMPFI_25006, AMPFI_10842	YEAST02589
OG0007772	AMPFI_22737, AMPFI_13415	YEAST05211
OG0007773	AMPFI_08783, AMPFI_16491	YEAST05609
OG0007783	AMPFI_24128	YEAST03579
OG0007786	AMPFI_12071, AMPFI_13958	YEAST01347
OG0007787	AMPFI_14820	YEAST03458
OG0007803	AMPFI_00580	YEAST00818
OG0007810	AMPFI_24586	YEAST06278
OG0007811	AMPFI_20786	YEAST05686
OG0007816	AMPFI_01105	YEAST00605
OG0007823	AMPFI_06421	YEAST03887
OG0007825	AMPFI_08757	YEAST05054
OG0007827	AMPFI_09270	YEAST01279
OG0007829	AMPFI_11802	YEAST02649
OG0007830	AMPFI_11813	YEAST03594
OG0007831	AMPFI_12005	YEAST03693
OG0007838	AMPFI_16450	YEAST04312
OG0007840	AMPFI_18333	YEAST02829
OG0007843	AMPFI_20098	YEAST04794
OG0007848	AMPFI_22258	YEAST03711
OG0007849	AMPFI_24145	YEAST01915
OG0007850	AMPFI_25222	YEAST01418
OG0007912	AMPFI_00326	YEAST04725
OG0007918	AMPFI_12537	YEAST04092
OG0007941	AMPFI_15168	YEAST03892
OG0007943	AMPFI_06228	YEAST03288
OG0007947	AMPFI_18057	YEAST02420
OG0007971	AMPFI_18074	YEAST03990
OG0007976	AMPFI_06391	YEAST02259
OG0007982	AMPFI_22593, AMPFI_10432	YEAST03186
OG0007986	AMPFI_01538	YEAST01263
OG0007991	AMPFI_20013, AMPFI_16707	YEAST02341
OG0007993	AMPFI_02776	YEAST00089
OG0007996	AMPFI_05966	YEAST04079
OG0007998	AMPFI_17357, AMPFI_25933, AMPFI_24510	YEAST00688
OG0008008	AMPFI_25912	YEAST02355
OG0008020	AMPFI_14461	YEAST05433
OG0008030	AMPFI_23756	YEAST00039
OG0008031	AMPFI_08965	YEAST04719
OG0008038	AMPFI_12972	YEAST05601
OG0008053	AMPFI_10245	YEAST05804
OG0008056	AMPFI_08430	YEAST04542
OG0008069	AMPFI_22884	YEAST00959
OG0008072	AMPFI_24640	YEAST00552
OG0008079	AMPFI_23704	YEAST03108
OG0008085	AMPFI_01438	YEAST04107
OG0008091	AMPFI_07279	YEAST06200
OG0008100	AMPFI_06853	YEAST03959
OG0008103	AMPFI_07817	YEAST05352
OG0008104	AMPFI_08107	YEAST06240
OG0008105	AMPFI_09929	YEAST03324
OG0008110	AMPFI_12641	YEAST00121
OG0008111	AMPFI_14617	YEAST06004, YEAST05693
OG0008115	AMPFI_16460	YEAST05684, YEAST06009
OG0008122	AMPFI_19895	YEAST01663
OG0008127	AMPFI_25473	YEAST05342
OG0008196	AMPFI_11912	YEAST03623
OG0008201	AMPFI_07031	YEAST01163
OG0008202	AMPFI_10244	YEAST06186
OG0008208	AMPFI_09302	YEAST04341
OG0008219	AMPFI_07239, AMPFI_11495	YEAST05754
OG0008244	AMPFI_24527	YEAST04999
OG0008251	AMPFI_19583	YEAST01472
OG0008254	AMPFI_02591	YEAST04740
OG0008267	AMPFI_06823	YEAST02722
OG0008281	AMPFI_17351	YEAST01387
OG0008307	AMPFI_06534	YEAST01285
OG0008323	AMPFI_24592	YEAST05718
OG0008332	AMPFI_17709	YEAST03366
OG0008339	AMPFI_14101	YEAST03286
OG0008346	AMPFI_22882	YEAST01382
OG0008348	AMPFI_24615	YEAST03383
OG0008351	AMPFI_15483	YEAST01276
OG0008401	AMPFI_08099	YEAST02115
OG0008403	AMPFI_08891	YEAST01318
OG0008404	AMPFI_09139	YEAST02842
OG0008416	AMPFI_15364	YEAST05168
OG0008524	AMPFI_16681	YEAST02216
OG0008533	AMPFI_13398	YEAST00770
OG0008540	AMPFI_22298	YEAST02219
OG0008542	AMPFI_22209	YEAST00506
OG0008546	AMPFI_23820	YEAST03499
OG0008582	AMPFI_15667, AMPFI_24125	YEAST04883
OG0008602	AMPFI_17272	YEAST04166
OG0008620	AMPFI_11595	YEAST00843
OG0008626	AMPFI_09203	YEAST03306
OG0008645	AMPFI_08681	YEAST05803
OG0008654	AMPFI_01208	YEAST03590
OG0008664	AMPFI_08076	YEAST05851
OG0008677	AMPFI_16579	YEAST03567
OG0008680	AMPFI_18920	YEAST02511
OG0008681	AMPFI_19306	YEAST04884
OG0008789	AMPFI_05638	YEAST05903
OG0008794	AMPFI_08498	YEAST01976, YEAST00168, YEAST00957
OG0008799	AMPFI_13716	YEAST03377
OG0008818	AMPFI_12241	YEAST00271
OG0008823	AMPFI_14427	YEAST03936
OG0008824	AMPFI_06952	YEAST01698
OG0008861	AMPFI_21588	YEAST04983
OG0008879	AMPFI_10466	YEAST05579
OG0008887	AMPFI_04341	YEAST00387
OG0008903	AMPFI_02516	YEAST01637
OG0008913	AMPFI_05602	YEAST03181, YEAST03769
OG0008923	AMPFI_11925	YEAST01739
OG0009056	AMPFI_17411, AMPFI_07785	YEAST00322
OG0009066	AMPFI_16678	YEAST04511
OG0009078	AMPFI_05386	YEAST02676
OG0009099	AMPFI_18693	YEAST05709
OG0009105	AMPFI_05096	YEAST02501
OG0009118	AMPFI_06103	YEAST03618
OG0009165	AMPFI_06310	YEAST05085, YEAST01742
OG0009166	AMPFI_07688	YEAST03055
OG0009172	AMPFI_13772, AMPFI_24653, AMPFI_18505, AMPFI_16810	YEAST02854
OG0009182	AMPFI_22979	YEAST03621
OG0009311	AMPFI_08559	YEAST00623
OG0009315	AMPFI_19848	YEAST04722
OG0009361	AMPFI_12460	YEAST02727
OG0009394	AMPFI_15834	YEAST04927
OG0009396	AMPFI_17909	YEAST03896
OG0009555	AMPFI_24940, AMPFI_16600	YEAST03831
OG0009582	AMPFI_23816, AMPFI_17314	YEAST04984
OG0009649	AMPFI_07466	YEAST01825
OG0009676	AMPFI_12195	YEAST05959
OG0009892	AMPFI_05451	YEAST01082
OG0009920	AMPFI_05744	YEAST05355
OG0009926	AMPFI_12045	YEAST03054
OG0010481	AMPFI_06027	YEAST01854
OG0010491	AMPFI_19876	YEAST04603
OG0010930	AMPFI_00645	YEAST02641
OG0011313	AMPFI_18216	YEAST03172
OG0011737	AMPFI_05888	YEAST00219
OG0012922	AMPFI_21360	YEAST02277
OG0022490	AMPFI_19670	YEAST05729
