Orthogroup	AMPFI_ok	MOUSE
OG0000122	AMPFI_09948	MOUSE10935, MOUSE10930, MOUSE10934, MOUSE10936, MOUSE10937, MOUSE10939, MOUSE10941, MOUSE10933, MOUSE10927, MOUSE10928, MOUSE10931, MOUSE10929, MOUSE10932, MOUSE10942, MOUSE10938, MOUSE10940, MOUSE10926, MOUSE26270, MOUSE26269, MOUSE26271, MOUSE14751, MOUSE14753
OG0000123	AMPFI_23454	MOUSE21391, MOUSE47951, MOUSE47950, MOUSE19617
OG0000123	AMPFI_03553	MOUSE09430, MOUSE09429, MOUSE09431
OG0000124	AMPFI_24111	MOUSE45402
OG0000124	AMPFI_02885	MOUSE34424, MOUSE34425
OG0000124	AMPFI_01689	MOUSE27466, MOUSE49894
OG0000125	AMPFI_03211	MOUSE10957, MOUSE10956, MOUSE10959, MOUSE14826, MOUSE05399, MOUSE05398, MOUSE14824, MOUSE14825
OG0000125	AMPFI_16776	MOUSE10964, MOUSE10966, MOUSE05382, MOUSE05384, MOUSE05381, MOUSE10965
OG0000125	AMPFI_12865	MOUSE27013, MOUSE27014, MOUSE43956, MOUSE43955, MOUSE43954
OG0000126	AMPFI_13551	MOUSE47557, MOUSE47555, MOUSE47554, MOUSE54136, MOUSE54135, MOUSE54137, MOUSE29574, MOUSE29573, MOUSE29575, MOUSE47556
OG0000126	AMPFI_19122	MOUSE30423, MOUSE01500
OG0000126	AMPFI_06519	MOUSE12568, MOUSE36379, MOUSE36377, MOUSE36378, MOUSE36380
OG0000126	AMPFI_19042	MOUSE19645, MOUSE01498, MOUSE01499, MOUSE32380, MOUSE30420, MOUSE30422, MOUSE30421, MOUSE27727, MOUSE27726, MOUSE27725
OG0000127	AMPFI_23284	MOUSE47545, MOUSE54139, MOUSE29572
OG0000127	AMPFI_11705	MOUSE52357, MOUSE52358, MOUSE13075
OG0000127	AMPFI_13476	MOUSE09031, MOUSE06835, MOUSE28216
OG0000127	AMPFI_18794	MOUSE12652, MOUSE29242, MOUSE21486, MOUSE21487
OG0000128	AMPFI_00795	MOUSE44975, MOUSE44976, MOUSE50207, MOUSE50208
OG0000128	AMPFI_16622, AMPFI_18803, AMPFI_04850	MOUSE15660, MOUSE15661
OG0000129	AMPFI_15379	MOUSE24658, MOUSE20204, MOUSE18144, MOUSE24659, MOUSE24660, MOUSE24661, MOUSE43330, MOUSE49914, MOUSE27526, MOUSE27523, MOUSE27524, MOUSE27525, MOUSE27522, MOUSE27521
OG0000129	AMPFI_05870	MOUSE45123, MOUSE55058
OG0000130	AMPFI_19706	MOUSE41081
OG0000130	AMPFI_19363	MOUSE54328, MOUSE54329, MOUSE39202, MOUSE39203, MOUSE39204, MOUSE41078, MOUSE41079, MOUSE41080
OG0000131	AMPFI_01527, AMPFI_14039, AMPFI_21381	MOUSE01093, MOUSE01094
OG0000132	AMPFI_17725, AMPFI_13763, AMPFI_00592, AMPFI_22956, AMPFI_02003	MOUSE08918, MOUSE08909, MOUSE21284, MOUSE08828, MOUSE08927, MOUSE08921, MOUSE08935
OG0000132	AMPFI_25895	MOUSE14073
OG0000133	AMPFI_00173	MOUSE39729, MOUSE39728, MOUSE39726, MOUSE39715, MOUSE39712, MOUSE39713, MOUSE39725, MOUSE39724
OG0000137	AMPFI_02989	MOUSE06337, MOUSE06338
OG0000137	AMPFI_12246	MOUSE18094, MOUSE18096
OG0000137	AMPFI_14905, AMPFI_17220, AMPFI_19842, AMPFI_12126	MOUSE18095
OG0000139	AMPFI_23602, AMPFI_03549	MOUSE38143, MOUSE38140, MOUSE38141, MOUSE38139, MOUSE38142
OG0000141	AMPFI_07634, AMPFI_00765, AMPFI_18896	MOUSE54377, MOUSE54378
OG0000142	AMPFI_25838	MOUSE17834
OG0000145	AMPFI_23097	MOUSE32795
OG0000145	AMPFI_21600	MOUSE09874, MOUSE09940
OG0000147	AMPFI_24113	MOUSE23086, MOUSE23085
OG0000147	AMPFI_01784, AMPFI_00036, AMPFI_00137	MOUSE09313, MOUSE09314, MOUSE09315, MOUSE09317, MOUSE12666, MOUSE12667
OG0000147	AMPFI_25058	MOUSE23670, MOUSE23669, MOUSE23668
OG0000147	AMPFI_22384	MOUSE28041, MOUSE28040
OG0000147	AMPFI_01359, AMPFI_18115	MOUSE27544
OG0000148	AMPFI_23558	MOUSE54278, MOUSE54277, MOUSE54279, MOUSE40870, MOUSE40868, MOUSE40869, MOUSE40871, MOUSE07014, MOUSE07018, MOUSE07013, MOUSE23507, MOUSE23504, MOUSE23506, MOUSE23508, MOUSE23505, MOUSE23503
OG0000148	AMPFI_06814	MOUSE40874, MOUSE40873, MOUSE40867, MOUSE40875, MOUSE40878, MOUSE40877, MOUSE40876, MOUSE50108, MOUSE50109, MOUSE23500, MOUSE23499, MOUSE14503
OG0000148	AMPFI_00060	MOUSE23498
OG0000149	AMPFI_19578, AMPFI_11805	MOUSE44762, MOUSE19464
OG0000151	AMPFI_12292	MOUSE50308, MOUSE25496, MOUSE25497, MOUSE31293, MOUSE17567, MOUSE17566, MOUSE17564, MOUSE17565, MOUSE17563, MOUSE31290, MOUSE31291
OG0000151	AMPFI_07369, AMPFI_13120	MOUSE38915, MOUSE05155, MOUSE14577, MOUSE14578, MOUSE22044, MOUSE22042, MOUSE22045
OG0000151	AMPFI_05320	MOUSE38914
OG0000153	AMPFI_16848, AMPFI_17135	MOUSE38334, MOUSE43249, MOUSE43250, MOUSE43251
OG0000155	AMPFI_11674	MOUSE33863, MOUSE33860, MOUSE33862, MOUSE21762, MOUSE21769, MOUSE21768, MOUSE21772, MOUSE21771, MOUSE21765, MOUSE21770, MOUSE21766, MOUSE21767, MOUSE21761, MOUSE33865, MOUSE33866, MOUSE33867, MOUSE33868, MOUSE33874, MOUSE33873, MOUSE33871, MOUSE33864, MOUSE33869, MOUSE33861, MOUSE33870, MOUSE21774, MOUSE21773
OG0000157	AMPFI_07870	MOUSE20681, MOUSE01676
OG0000157	AMPFI_18508	MOUSE52684
OG0000158	AMPFI_04624	MOUSE21505
OG0000159	AMPFI_14640	MOUSE21603
OG0000159	AMPFI_09235	MOUSE00612, MOUSE00610, MOUSE00611
OG0000159	AMPFI_11148	MOUSE27101, MOUSE27099, MOUSE16708, MOUSE16707
OG0000160	AMPFI_10740	MOUSE28371, MOUSE28372, MOUSE28373
OG0000163	AMPFI_08892	MOUSE14894
OG0000163	AMPFI_03655	MOUSE14140, MOUSE14139, MOUSE14141, MOUSE06340, MOUSE14142
OG0000163	AMPFI_02815	MOUSE06339
OG0000163	AMPFI_01484	MOUSE06341, MOUSE14155, MOUSE14157, MOUSE14156, MOUSE14160
OG0000163	AMPFI_15100	MOUSE05232, MOUSE05233, MOUSE05231, MOUSE14893, MOUSE39789, MOUSE39790, MOUSE39791
OG0000164	AMPFI_18140	MOUSE48534
OG0000165	AMPFI_20099	MOUSE29642, MOUSE29641, MOUSE29639, MOUSE29640, MOUSE19386, MOUSE48054, MOUSE12534, MOUSE48055, MOUSE12535, MOUSE54698, MOUSE41531, MOUSE47335, MOUSE36894, MOUSE36895, MOUSE47333, MOUSE47332, MOUSE27722, MOUSE10636, MOUSE01353, MOUSE01354, MOUSE01352, MOUSE54126, MOUSE54125, MOUSE54124, MOUSE04088, MOUSE04089, MOUSE15572, MOUSE13139, MOUSE13138, MOUSE12536
OG0000166	AMPFI_20566	MOUSE46180, MOUSE46181
OG0000166	AMPFI_14589	MOUSE16358
OG0000167	AMPFI_21928	MOUSE35789, MOUSE34068
OG0000168	AMPFI_17580, AMPFI_14464	MOUSE27170, MOUSE27166, MOUSE27169, MOUSE27167, MOUSE27168, MOUSE27165
OG0000168	AMPFI_03245, AMPFI_18586, AMPFI_18585	MOUSE01297, MOUSE01296, MOUSE13205, MOUSE33379, MOUSE20806
OG0000168	AMPFI_17991	MOUSE27171
OG0000171	AMPFI_21332	MOUSE02823, MOUSE02822, MOUSE46727, MOUSE27859, MOUSE46726
OG0000171	AMPFI_16514	MOUSE48309
OG0000172	AMPFI_14014	MOUSE02355, MOUSE22541
OG0000173	AMPFI_24760	MOUSE16104
OG0000173	AMPFI_14468	MOUSE39556, MOUSE38333, MOUSE38332, MOUSE38331, MOUSE15474, MOUSE52385, MOUSE52384, MOUSE34416, MOUSE34413, MOUSE34415, MOUSE34414, MOUSE22661, MOUSE36595, MOUSE36598, MOUSE36593, MOUSE36596, MOUSE36597, MOUSE36594, MOUSE16111, MOUSE16103, MOUSE52386, MOUSE33906, MOUSE34420, MOUSE34587, MOUSE39602, MOUSE39601, MOUSE33907, MOUSE32174, MOUSE32176, MOUSE32177, MOUSE32175
OG0000174	AMPFI_12146	MOUSE13944, MOUSE25057, MOUSE25058
OG0000174	AMPFI_25103	MOUSE12800, MOUSE12801, MOUSE31622
OG0000175	AMPFI_13786	MOUSE21629, MOUSE32004, MOUSE32003
OG0000179	AMPFI_12504	MOUSE02858, MOUSE18997, MOUSE02856, MOUSE11162
OG0000179	AMPFI_16964	MOUSE19509, MOUSE51773
OG0000179	AMPFI_00481	MOUSE30037, MOUSE26366, MOUSE53320
OG0000180	AMPFI_15615	MOUSE38826
OG0000181	AMPFI_12882	MOUSE07217
OG0000183	AMPFI_14083	MOUSE42801, MOUSE08189, MOUSE08186, MOUSE08187, MOUSE08190, MOUSE20337, MOUSE20343, MOUSE20344, MOUSE20338, MOUSE20339, MOUSE20341, MOUSE20340, MOUSE24700
OG0000183	AMPFI_03468	MOUSE51137, MOUSE51138, MOUSE51136, MOUSE51139
OG0000184	AMPFI_03874, AMPFI_09399, AMPFI_14819	MOUSE24064, MOUSE24056, MOUSE24057, MOUSE24065, MOUSE24062, MOUSE24061, MOUSE24063, MOUSE24060, MOUSE24059, MOUSE24067, MOUSE24068, MOUSE24181, MOUSE24180, MOUSE24179, MOUSE24178, MOUSE30888
OG0000186	AMPFI_23623	MOUSE07875, MOUSE07874, MOUSE18796, MOUSE42682
OG0000186	AMPFI_01786	MOUSE08548
OG0000188	AMPFI_08253	MOUSE12814, MOUSE21053, MOUSE21052, MOUSE48307
OG0000190	AMPFI_23252	MOUSE25818, MOUSE25812
OG0000190	AMPFI_22113	MOUSE31898, MOUSE31897, MOUSE31899, MOUSE25811, MOUSE31896, MOUSE25813, MOUSE25815, MOUSE25816, MOUSE25819, MOUSE25814, MOUSE25817, MOUSE25822, MOUSE25821, MOUSE25820
OG0000192	AMPFI_10868	MOUSE31398, MOUSE31399, MOUSE32645, MOUSE01413, MOUSE01412
OG0000192	AMPFI_03281	MOUSE46094, MOUSE46095, MOUSE46092, MOUSE46093, MOUSE46090, MOUSE16913, MOUSE16914, MOUSE16915
OG0000194	AMPFI_11397, AMPFI_18683, AMPFI_21267, AMPFI_04833, AMPFI_22313, AMPFI_03138, AMPFI_07873, AMPFI_23469, AMPFI_21495, AMPFI_14332, AMPFI_14028	MOUSE29883, MOUSE29879, MOUSE29880, MOUSE29881, MOUSE29882, MOUSE29432, MOUSE29433, MOUSE29431, MOUSE34698, MOUSE34700, MOUSE34701, MOUSE34699, MOUSE34696, MOUSE34697, MOUSE34695
OG0000195	AMPFI_05326	MOUSE52235, MOUSE52236, MOUSE52239, MOUSE52237, MOUSE52242, MOUSE52243, MOUSE52241, MOUSE04098, MOUSE04099, MOUSE52244
OG0000197	AMPFI_00635, AMPFI_18783, AMPFI_00480	MOUSE30186, MOUSE51336
OG0000197	AMPFI_14260	MOUSE34852, MOUSE34853, MOUSE52313, MOUSE52312, MOUSE34129, MOUSE00710, MOUSE00709, MOUSE29305, MOUSE29309, MOUSE29308, MOUSE29310, MOUSE29311, MOUSE29313, MOUSE29307, MOUSE29312
OG0000198	AMPFI_24261	MOUSE37485, MOUSE37483, MOUSE37486, MOUSE37484, MOUSE34504, MOUSE34500, MOUSE34499, MOUSE34498, MOUSE34502, MOUSE34501, MOUSE34496, MOUSE34497, MOUSE15130, MOUSE15131
OG0000201	AMPFI_03122	MOUSE38533, MOUSE38534, MOUSE14083
OG0000201	AMPFI_01733	MOUSE03853, MOUSE03854, MOUSE03851, MOUSE03850, MOUSE03855, MOUSE03849, MOUSE03848, MOUSE03852, MOUSE03856, MOUSE01053, MOUSE01052
OG0000202	AMPFI_02277	MOUSE07511, MOUSE48067, MOUSE48245, MOUSE47837, MOUSE47835, MOUSE47833, MOUSE47834, MOUSE12756, MOUSE12757, MOUSE12758, MOUSE12754, MOUSE46869, MOUSE46868, MOUSE46870, MOUSE27899, MOUSE27900, MOUSE27898, MOUSE03258, MOUSE46792, MOUSE46791, MOUSE30371, MOUSE30372, MOUSE30373, MOUSE30374
OG0000203	AMPFI_10377, AMPFI_15263	MOUSE15592
OG0000203	AMPFI_06550	MOUSE34963
OG0000204	AMPFI_16667	MOUSE23102, MOUSE23101
OG0000204	AMPFI_16653, AMPFI_14128, AMPFI_06859	MOUSE44453, MOUSE44451, MOUSE44452, MOUSE14528, MOUSE14529, MOUSE14530, MOUSE14527
OG0000204	AMPFI_19770	MOUSE27285
OG0000205	AMPFI_19091	MOUSE05525, MOUSE18370, MOUSE14654
OG0000206	AMPFI_22039	MOUSE46696, MOUSE46691
OG0000207	AMPFI_08635, AMPFI_15520	MOUSE19031, MOUSE28832, MOUSE28833
OG0000208	AMPFI_19368, AMPFI_25316, AMPFI_25934, AMPFI_04187	MOUSE28784, MOUSE28785, MOUSE04342, MOUSE04346, MOUSE04345, MOUSE04344, MOUSE04343, MOUSE04690, MOUSE39382, MOUSE39136
OG0000209	AMPFI_09916, AMPFI_13365, AMPFI_06393	MOUSE46040, MOUSE46041, MOUSE46039
OG0000209	AMPFI_21414	MOUSE07653
OG0000210	AMPFI_16256	MOUSE33248, MOUSE33247, MOUSE33246
OG0000210	AMPFI_21005	MOUSE15655, MOUSE15654
OG0000211	AMPFI_10849	MOUSE51114, MOUSE51115
OG0000211	AMPFI_12814	MOUSE44580, MOUSE44581, MOUSE44579, MOUSE20694, MOUSE20693
OG0000211	AMPFI_16753	MOUSE01466, MOUSE44832
OG0000211	AMPFI_21968	MOUSE44578
OG0000213	AMPFI_07663	MOUSE04327, MOUSE04326, MOUSE37340
OG0000215	AMPFI_03565	MOUSE19203, MOUSE27957
OG0000215	AMPFI_23213	MOUSE22557, MOUSE27958
OG0000216	AMPFI_00473	MOUSE17640
OG0000216	AMPFI_10830	MOUSE43536
OG0000218	AMPFI_25516, AMPFI_06166, AMPFI_13579, AMPFI_21946, AMPFI_02956	MOUSE10867, MOUSE45082
OG0000218	AMPFI_17247, AMPFI_03024, AMPFI_13048	MOUSE22179
OG0000220	AMPFI_11145	MOUSE11020, MOUSE11019, MOUSE11021
OG0000221	AMPFI_07550	MOUSE22515, MOUSE22518, MOUSE22513, MOUSE22517, MOUSE22516, MOUSE22514, MOUSE53204, MOUSE53205, MOUSE53203, MOUSE05742, MOUSE05741
OG0000221	AMPFI_18146, AMPFI_19059	MOUSE22156, MOUSE18361
OG0000222	AMPFI_16387, AMPFI_05918, AMPFI_03073	MOUSE34451, MOUSE34452, MOUSE34453, MOUSE34454, MOUSE22872, MOUSE22873, MOUSE22874
OG0000223	AMPFI_09693	MOUSE13614, MOUSE28432, MOUSE28431, MOUSE35624, MOUSE35625
OG0000225	AMPFI_24201, AMPFI_00311	MOUSE06880, MOUSE06881, MOUSE06882, MOUSE06888, MOUSE23452, MOUSE23453, MOUSE23451, MOUSE52882, MOUSE52881, MOUSE52880, MOUSE35428, MOUSE35429, MOUSE35426, MOUSE35427, MOUSE02372, MOUSE02371, MOUSE32095, MOUSE37168, MOUSE37169, MOUSE37170, MOUSE19594, MOUSE19593, MOUSE19595
OG0000226	AMPFI_16446	MOUSE22184
OG0000227	AMPFI_16595	MOUSE01608
OG0000227	AMPFI_00331	MOUSE22120
OG0000227	AMPFI_23018	MOUSE01605, MOUSE01607, MOUSE01606, MOUSE51778
OG0000227	AMPFI_12350	MOUSE15731
OG0000227	AMPFI_07507	MOUSE48941, MOUSE48940, MOUSE48939, MOUSE09066, MOUSE28250
OG0000228	AMPFI_21741	MOUSE04514, MOUSE26663, MOUSE04513, MOUSE04516, MOUSE04515, MOUSE26665, MOUSE26664, MOUSE26662
OG0000229	AMPFI_05764, AMPFI_10072, AMPFI_24212, AMPFI_15142, AMPFI_19973, AMPFI_16169, AMPFI_17069, AMPFI_03077	MOUSE55219
OG0000230	AMPFI_09954	MOUSE06858, MOUSE06860, MOUSE06859
OG0000231	AMPFI_01759	MOUSE49173, MOUSE32117
OG0000231	AMPFI_02162	MOUSE21874
OG0000232	AMPFI_12303	MOUSE36562
OG0000234	AMPFI_09748	MOUSE19093, MOUSE19092, MOUSE19095, MOUSE19096, MOUSE19094, MOUSE51563, MOUSE51565, MOUSE51566, MOUSE51567, MOUSE30639, MOUSE30638, MOUSE30635, MOUSE30636, MOUSE30637
OG0000234	AMPFI_05768	MOUSE24948, MOUSE24946, MOUSE24950, MOUSE24944, MOUSE24952, MOUSE24951, MOUSE24954, MOUSE24945, MOUSE24953, MOUSE24947, MOUSE24949, MOUSE24959, MOUSE24956, MOUSE26980, MOUSE26977, MOUSE26979, MOUSE26978
OG0000236	AMPFI_19570	MOUSE31733
OG0000236	AMPFI_14068	MOUSE00105
OG0000236	AMPFI_25372, AMPFI_15559, AMPFI_23568, AMPFI_05672	MOUSE31734
OG0000239	AMPFI_07816	MOUSE05656, MOUSE05655, MOUSE18920, MOUSE22235, MOUSE22234, MOUSE22233, MOUSE22237, MOUSE22236
OG0000239	AMPFI_07246, AMPFI_08248	MOUSE07433
OG0000239	AMPFI_20472	MOUSE05662, MOUSE05661, MOUSE39765, MOUSE39768, MOUSE39766
OG0000240	AMPFI_05219, AMPFI_05218	MOUSE01114, MOUSE01115, MOUSE01113
OG0000242	AMPFI_10835, AMPFI_24613	MOUSE41838, MOUSE41839, MOUSE02203, MOUSE02202, MOUSE26960, MOUSE26962, MOUSE26961, MOUSE42234
OG0000242	AMPFI_05850	MOUSE21780, MOUSE21779, MOUSE35398
OG0000243	AMPFI_02124	MOUSE09637, MOUSE09639
OG0000245	AMPFI_02673	MOUSE44329, MOUSE44328, MOUSE41936, MOUSE16429, MOUSE16428, MOUSE16427, MOUSE50569, MOUSE50568, MOUSE24377, MOUSE26206, MOUSE26205, MOUSE06007, MOUSE03802, MOUSE03801, MOUSE44302, MOUSE14115
OG0000248	AMPFI_08134, AMPFI_21352	MOUSE09714, MOUSE09715, MOUSE09716, MOUSE09726, MOUSE09722, MOUSE09717, MOUSE09695, MOUSE09693, MOUSE09694, MOUSE09819, MOUSE09818, MOUSE30742, MOUSE30741, MOUSE30740
OG0000250	AMPFI_16594	MOUSE41924
OG0000250	AMPFI_05967	MOUSE06159, MOUSE06158, MOUSE06161, MOUSE06160
OG0000250	AMPFI_18668, AMPFI_20205, AMPFI_19063	MOUSE47989, MOUSE47988
OG0000250	AMPFI_12386	MOUSE41925, MOUSE41926, MOUSE41921, MOUSE41920, MOUSE41923, MOUSE41922
OG0000251	AMPFI_03175	MOUSE15436, MOUSE15435, MOUSE15434, MOUSE15438, MOUSE15439, MOUSE15441, MOUSE15440, MOUSE34455
OG0000252	AMPFI_06807	MOUSE51276
OG0000252	AMPFI_12029	MOUSE12846
OG0000254	AMPFI_22443	MOUSE16806
OG0000255	AMPFI_21142	MOUSE55667
OG0000255	AMPFI_03946, AMPFI_14685, AMPFI_21286, AMPFI_16948	MOUSE27280, MOUSE27279
OG0000256	AMPFI_08473	MOUSE25569, MOUSE48599
OG0000256	AMPFI_07025, AMPFI_16869	MOUSE19546, MOUSE27729, MOUSE27728, MOUSE30485, MOUSE30484
OG0000257	AMPFI_24622	MOUSE07914, MOUSE07916, MOUSE07915, MOUSE28077, MOUSE28076
OG0000258	AMPFI_24588	MOUSE05945
OG0000258	AMPFI_21660	MOUSE42103
OG0000258	AMPFI_11627	MOUSE11272, MOUSE11273, MOUSE11274, MOUSE11276, MOUSE11275, MOUSE11271, MOUSE24985, MOUSE24984
OG0000260	AMPFI_24181	MOUSE07000, MOUSE06999, MOUSE52627, MOUSE52624, MOUSE52625
OG0000260	AMPFI_02009, AMPFI_19737	MOUSE46802
OG0000260	AMPFI_19738	MOUSE52628
OG0000263	AMPFI_00438, AMPFI_09186, AMPFI_21947, AMPFI_07367, AMPFI_19982, AMPFI_22146, AMPFI_19084, AMPFI_23746, AMPFI_05784, AMPFI_09365, AMPFI_22196, AMPFI_17471, AMPFI_16413, AMPFI_04016, AMPFI_25277	MOUSE21739
OG0000265	AMPFI_11224	MOUSE15187, MOUSE15189, MOUSE15188
OG0000268	AMPFI_23943	MOUSE26202, MOUSE26203, MOUSE19072
OG0000269	AMPFI_00757	MOUSE26254, MOUSE05821, MOUSE05822, MOUSE25056
OG0000270	AMPFI_19866	MOUSE18775, MOUSE07338, MOUSE07339, MOUSE07337, MOUSE42694, MOUSE42691, MOUSE42692
OG0000270	AMPFI_18262	MOUSE16390, MOUSE00633
OG0000271	AMPFI_21553	MOUSE15712, MOUSE15711, MOUSE05806, MOUSE26256, MOUSE26257, MOUSE26255, MOUSE08533, MOUSE01191, MOUSE01190, MOUSE01193, MOUSE01189, MOUSE16479, MOUSE16477, MOUSE16478, MOUSE14823, MOUSE14822, MOUSE49985, MOUSE49983
OG0000272	AMPFI_21855	MOUSE04533
OG0000272	AMPFI_20114	MOUSE06800, MOUSE06802, MOUSE06801, MOUSE34249, MOUSE13424, MOUSE28648, MOUSE38225, MOUSE35816
OG0000273	AMPFI_11471	MOUSE48516
OG0000273	AMPFI_01958	MOUSE15144, MOUSE15143, MOUSE15142, MOUSE15139, MOUSE15141, MOUSE15140, MOUSE15145
OG0000273	AMPFI_06629	MOUSE37237, MOUSE37236
OG0000273	AMPFI_05763	MOUSE35701, MOUSE35704, MOUSE35700, MOUSE35702, MOUSE35699, MOUSE35703
OG0000275	AMPFI_19384	MOUSE21166, MOUSE21164, MOUSE21165, MOUSE32485, MOUSE32486, MOUSE32492, MOUSE32482, MOUSE32484, MOUSE32489, MOUSE32488, MOUSE32490, MOUSE32483, MOUSE32487, MOUSE32493, MOUSE32481, MOUSE32494, MOUSE32491, MOUSE32495, MOUSE25205, MOUSE25202, MOUSE25203, MOUSE25204, MOUSE25201
OG0000276	AMPFI_21490, AMPFI_19137	MOUSE48674, MOUSE48673, MOUSE48675, MOUSE48676
OG0000276	AMPFI_23250	MOUSE36254, MOUSE36256
OG0000277	AMPFI_09153	MOUSE46595, MOUSE46588, MOUSE46593, MOUSE46589, MOUSE46591, MOUSE20616, MOUSE37493, MOUSE37488, MOUSE37489
OG0000277	AMPFI_19405	MOUSE11509, MOUSE11511, MOUSE11512, MOUSE11510, MOUSE11513, MOUSE31700, MOUSE31698, MOUSE31701, MOUSE31702, MOUSE31699, MOUSE31697, MOUSE31696, MOUSE09541
OG0000278	AMPFI_20031	MOUSE03880, MOUSE03879, MOUSE37958, MOUSE37959
OG0000278	AMPFI_23155	MOUSE48469, MOUSE32002, MOUSE19188
OG0000278	AMPFI_11370	MOUSE03084
OG0000278	AMPFI_25739, AMPFI_15284	MOUSE12425
OG0000280	AMPFI_02568	MOUSE00580, MOUSE00579
OG0000282	AMPFI_11943	MOUSE25102, MOUSE25103, MOUSE25101, MOUSE05300, MOUSE05299
OG0000282	AMPFI_24461	MOUSE25104, MOUSE25105
OG0000282	AMPFI_16635	MOUSE40389, MOUSE40390, MOUSE40391, MOUSE40388, MOUSE40387
OG0000282	AMPFI_18258	MOUSE21276
OG0000282	AMPFI_00662	MOUSE37148, MOUSE37147
OG0000284	AMPFI_12259, AMPFI_25463	MOUSE31918, MOUSE17694, MOUSE17693, MOUSE50359, MOUSE50358, MOUSE50357, MOUSE50360, MOUSE50361
OG0000284	AMPFI_25872, AMPFI_11998	MOUSE31385, MOUSE32647, MOUSE32649, MOUSE32646, MOUSE32648, MOUSE32650
OG0000286	AMPFI_03455, AMPFI_19320, AMPFI_22609	MOUSE41538, MOUSE41541, MOUSE41539
OG0000286	AMPFI_01055	MOUSE13888, MOUSE13889
OG0000286	AMPFI_18359, AMPFI_18686, AMPFI_22300, AMPFI_02755	MOUSE41540
OG0000288	AMPFI_04129	MOUSE44721, MOUSE00440, MOUSE00441, MOUSE00442, MOUSE32028
OG0000289	AMPFI_17606	MOUSE33710, MOUSE33709, MOUSE10526, MOUSE10525
OG0000289	AMPFI_16478	MOUSE52131, MOUSE52130
OG0000295	AMPFI_07689, AMPFI_07690	MOUSE06347, MOUSE06349, MOUSE06351
OG0000296	AMPFI_07491	MOUSE07567, MOUSE07566
OG0000296	AMPFI_21136, AMPFI_23948	MOUSE13260, MOUSE52225, MOUSE52224, MOUSE52221, MOUSE52222
OG0000296	AMPFI_13267	MOUSE09978, MOUSE09979, MOUSE09980, MOUSE49628
OG0000297	AMPFI_06146, AMPFI_04214, AMPFI_18218, AMPFI_14665	MOUSE10335, MOUSE51857, MOUSE20691, MOUSE09209, MOUSE09208, MOUSE09211, MOUSE09210, MOUSE28914, MOUSE28913
OG0000298	AMPFI_05316, AMPFI_20740, AMPFI_23715	MOUSE23153, MOUSE23152, MOUSE23155, MOUSE23154, MOUSE23156, MOUSE02730, MOUSE20125
OG0000299	AMPFI_23716	MOUSE18580, MOUSE18583, MOUSE18582, MOUSE18581, MOUSE18578, MOUSE18579, MOUSE18576, MOUSE18577, MOUSE28485, MOUSE28484, MOUSE28483, MOUSE28486
OG0000300	AMPFI_08700	MOUSE52037
OG0000301	AMPFI_01248	MOUSE11549, MOUSE09483, MOUSE09484, MOUSE09490, MOUSE09485, MOUSE09486, MOUSE09487, MOUSE09488, MOUSE09489, MOUSE31680, MOUSE31678, MOUSE31676, MOUSE31679, MOUSE31681, MOUSE31682, MOUSE31675
OG0000301	AMPFI_07549	MOUSE39233, MOUSE39234
OG0000301	AMPFI_06298	MOUSE00835
OG0000303	AMPFI_15474, AMPFI_24726, AMPFI_06151	MOUSE42816
OG0000305	AMPFI_03870	MOUSE02286, MOUSE02288, MOUSE02287
OG0000305	AMPFI_02684	MOUSE35196, MOUSE35195, MOUSE35197, MOUSE35194
OG0000306	AMPFI_01092	MOUSE11060, MOUSE19585, MOUSE19586, MOUSE31468, MOUSE31467, MOUSE11059
OG0000306	AMPFI_20442	MOUSE31462, MOUSE31461
OG0000307	AMPFI_24120, AMPFI_08307	MOUSE27602
OG0000308	AMPFI_19983	MOUSE35252, MOUSE35253, MOUSE26283
OG0000308	AMPFI_20295	MOUSE34117
OG0000308	AMPFI_18028	MOUSE10045, MOUSE10046
OG0000309	AMPFI_00020, AMPFI_05314, AMPFI_03296	MOUSE24980
OG0000310	AMPFI_23833	MOUSE53716, MOUSE53717
OG0000312	AMPFI_07712	MOUSE51863, MOUSE10438, MOUSE10436, MOUSE10437
OG0000312	AMPFI_20772	MOUSE53493
OG0000312	AMPFI_21121	MOUSE29611, MOUSE29612, MOUSE29610, MOUSE29795, MOUSE29796
OG0000313	AMPFI_05659	MOUSE48211, MOUSE47522, MOUSE47523, MOUSE47520, MOUSE47521
OG0000313	AMPFI_25204	MOUSE23145, MOUSE23143, MOUSE41458, MOUSE41457, MOUSE41459
OG0000313	AMPFI_24408	MOUSE39099, MOUSE39102, MOUSE39101, MOUSE39100, MOUSE39098, MOUSE39103
OG0000314	AMPFI_19303	MOUSE14231, MOUSE14229, MOUSE14228, MOUSE14230, MOUSE05069, MOUSE05070, MOUSE44270, MOUSE44271, MOUSE44269
OG0000315	AMPFI_07728	MOUSE35599
OG0000315	AMPFI_07490	MOUSE22601, MOUSE22603, MOUSE22602, MOUSE40631, MOUSE40632, MOUSE22950, MOUSE14212, MOUSE35597, MOUSE35598, MOUSE35595, MOUSE35594, MOUSE35600
OG0000315	AMPFI_02270	MOUSE07004, MOUSE07005, MOUSE45241
OG0000315	AMPFI_09332	MOUSE34619
