Orthogroup	AMPFI_ok	XENTR
OG0000239	AMPFI_07246, AMPFI_08248	XENTR09596
OG0000239	AMPFI_20472	XENTR06920, XENTR03351
OG0000242	AMPFI_10835, AMPFI_24613	XENTR11501, XENTR00387, XENTR02580, XENTR18495, XENTR12685
OG0000242	AMPFI_05850	XENTR19139, XENTR02853
OG0000242	AMPFI_21292, AMPFI_16757, AMPFI_04815	XENTR01304
OG0000245	AMPFI_02673	XENTR14120, XENTR18573, XENTR17216, XENTR17307, XENTR08599, XENTR10449, XENTR14505, XENTR07584, XENTR00128, XENTR05671, XENTR04790
OG0000246	AMPFI_20200	XENTR12561
OG0000248	AMPFI_08134, AMPFI_21352	XENTR05728, XENTR06749, XENTR18294, XENTR06755, XENTR06750, XENTR06752
OG0000250	AMPFI_07242	XENTR02680
OG0000250	AMPFI_16594	XENTR02681
OG0000250	AMPFI_05967	XENTR13730
OG0000250	AMPFI_18668, AMPFI_20205, AMPFI_19063	XENTR12693
OG0000250	AMPFI_12386	XENTR18990
OG0000251	AMPFI_03175	XENTR06246, XENTR18095
OG0000254	AMPFI_17070, AMPFI_10328, AMPFI_25765, AMPFI_13936, AMPFI_02461, AMPFI_04996, AMPFI_06856, AMPFI_08940, AMPFI_25279, AMPFI_07106, AMPFI_11871, AMPFI_11875, AMPFI_08939, AMPFI_18192, AMPFI_05057, AMPFI_10908, AMPFI_13058, AMPFI_13810, AMPFI_12294, AMPFI_18217, AMPFI_12072, AMPFI_05234, AMPFI_06769, AMPFI_08606, AMPFI_14827, AMPFI_06563, AMPFI_08090, AMPFI_05053, AMPFI_08807, AMPFI_02534, AMPFI_26025	XENTR08982
OG0000254	AMPFI_14440, AMPFI_05232, AMPFI_07228, AMPFI_00876, AMPFI_24330, AMPFI_13934, AMPFI_05236, AMPFI_14173	XENTR19222
OG0000254	AMPFI_12884	XENTR15012
OG0000255	AMPFI_21142	XENTR09255
OG0000255	AMPFI_03946, AMPFI_14685, AMPFI_21286, AMPFI_16948	XENTR12056
OG0000256	AMPFI_08473	XENTR18908
OG0000256	AMPFI_07025, AMPFI_16869	XENTR00544, XENTR12133, XENTR13229
OG0000257	AMPFI_24622	XENTR03052, XENTR13887
OG0000258	AMPFI_11627	XENTR04830, XENTR00764
OG0000260	AMPFI_24181	XENTR02375, XENTR07041
OG0000260	AMPFI_02009, AMPFI_19737	XENTR02010
OG0000263	AMPFI_00438, AMPFI_09186, AMPFI_21947, AMPFI_07367, AMPFI_19982, AMPFI_22146, AMPFI_19084, AMPFI_23746, AMPFI_05784, AMPFI_09365, AMPFI_22196, AMPFI_17471, AMPFI_16413, AMPFI_04016, AMPFI_25277	XENTR08076
OG0000265	AMPFI_11224	XENTR16783
OG0000268	AMPFI_23943	XENTR08601, XENTR08600, XENTR12203
OG0000269	AMPFI_00757	XENTR03143, XENTR10754, XENTR12377
OG0000270	AMPFI_19866	XENTR01639, XENTR12962
OG0000270	AMPFI_18262	XENTR15949, XENTR01261
OG0000271	AMPFI_21553	XENTR19255, XENTR16932, XENTR03142, XENTR03168, XENTR08424, XENTR08561, XENTR13060
OG0000272	AMPFI_21855	XENTR16722
OG0000272	AMPFI_20114	XENTR12139, XENTR00222, XENTR10866, XENTR04026, XENTR00876
OG0000273	AMPFI_11471	XENTR05880
OG0000273	AMPFI_06629	XENTR04558
OG0000275	AMPFI_19384	XENTR08145, XENTR07453, XENTR01933
OG0000276	AMPFI_23250	XENTR11774, XENTR09720
OG0000277	AMPFI_09153	XENTR14696, XENTR01190
OG0000277	AMPFI_19405	XENTR10121, XENTR08844, XENTR08749
OG0000278	AMPFI_20031	XENTR19229, XENTR11159
OG0000278	AMPFI_23155	XENTR14066
OG0000278	AMPFI_11370	XENTR09088
OG0000278	AMPFI_25739, AMPFI_15284	XENTR12427
OG0000280	AMPFI_02568	XENTR09398
OG0000282	AMPFI_11943	XENTR02925, XENTR13973
OG0000282	AMPFI_18258	XENTR08646
OG0000282	AMPFI_00662	XENTR07444
OG0000284	AMPFI_12259, AMPFI_25463	XENTR07786, XENTR15522, XENTR13217
OG0000284	AMPFI_25872, AMPFI_11998	XENTR04307
OG0000286	AMPFI_03455, AMPFI_19320, AMPFI_22609	XENTR16087
OG0000286	AMPFI_01055, AMPFI_24471	XENTR08670
OG0000288	AMPFI_04129	XENTR01416, XENTR09626, XENTR07805
OG0000289	AMPFI_17606	XENTR00324, XENTR04766
OG0000295	AMPFI_07689, AMPFI_07690	XENTR01672
OG0000296	AMPFI_07491	XENTR15309
OG0000296	AMPFI_21136, AMPFI_23948	XENTR17014, XENTR02673
OG0000296	AMPFI_13267	XENTR06270, XENTR06080
OG0000297	AMPFI_06146, AMPFI_04214, AMPFI_18218, AMPFI_14665	XENTR05837, XENTR10437, XENTR10438, XENTR17204, XENTR02128, XENTR02129, XENTR16806
OG0000298	AMPFI_05316, AMPFI_20740, AMPFI_23715	XENTR15513, XENTR15512, XENTR19224, XENTR17746, XENTR06109, XENTR04556
OG0000299	AMPFI_23716	XENTR10892, XENTR10893, XENTR02454
OG0000300	AMPFI_08700	XENTR05754
OG0000301	AMPFI_01248	XENTR04265, XENTR08731, XENTR05595
OG0000301	AMPFI_07549	XENTR00731, XENTR05032
OG0000301	AMPFI_06298	XENTR12661
OG0000303	AMPFI_10599, AMPFI_04682, AMPFI_10071, AMPFI_15474, AMPFI_24726, AMPFI_06151, AMPFI_01455, AMPFI_13765, AMPFI_18745, AMPFI_25229	XENTR17264
OG0000305	AMPFI_03870	XENTR15555
OG0000305	AMPFI_02684	XENTR05359
OG0000308	AMPFI_19983	XENTR05341, XENTR03132
OG0000308	AMPFI_20295	XENTR11467
OG0000308	AMPFI_18028	XENTR06275
OG0000309	AMPFI_00020, AMPFI_05314, AMPFI_03296	XENTR00767
OG0000310	AMPFI_23833	XENTR02307, XENTR02306
OG0000312	AMPFI_07712	XENTR10281, XENTR10282, XENTR04736, XENTR00030
OG0000312	AMPFI_20772	XENTR12581
OG0000312	AMPFI_21121	XENTR16372, XENTR10558
OG0000313	AMPFI_05659	XENTR04895, XENTR02724
OG0000313	AMPFI_25204	XENTR08592
OG0000313	AMPFI_24408	XENTR05983, XENTR05982
OG0000314	AMPFI_19303	XENTR04774, XENTR10527, XENTR11181
OG0000315	AMPFI_07490	XENTR04204, XENTR06293
OG0000315	AMPFI_02270	XENTR02373
OG0000316	AMPFI_19051	XENTR07574, XENTR05658
OG0000316	AMPFI_17678	XENTR00550, XENTR11533
OG0000317	AMPFI_14578	XENTR13934, XENTR13686, XENTR00225
OG0000319	AMPFI_24803	XENTR04637
OG0000319	AMPFI_20972, AMPFI_12866, AMPFI_03298, AMPFI_20408, AMPFI_22898	XENTR04638
OG0000320	AMPFI_22513	XENTR04771
OG0000321	AMPFI_01151	XENTR01810
OG0000321	AMPFI_13886	XENTR09351, XENTR09906, XENTR02057, XENTR09352, XENTR09907
OG0000322	AMPFI_07075, AMPFI_22995, AMPFI_10175, AMPFI_10174, AMPFI_04030, AMPFI_12395	XENTR06441
OG0000323	AMPFI_18244	XENTR18280
OG0000323	AMPFI_12290	XENTR06278, XENTR08426
OG0000324	AMPFI_03289	XENTR08275, XENTR17181, XENTR15791, XENTR04473
OG0000325	AMPFI_00268, AMPFI_18454, AMPFI_22673	XENTR07161
OG0000326	AMPFI_07142, AMPFI_15155	XENTR16483
OG0000328	AMPFI_12095	XENTR04569, XENTR00477, XENTR13076, XENTR13140
OG0000329	AMPFI_20416	XENTR05224, XENTR13205, XENTR13637, XENTR14193
OG0000330	AMPFI_03300, AMPFI_17388, AMPFI_11638	XENTR13410, XENTR13411, XENTR13409, XENTR13412, XENTR03029, XENTR03030
OG0000338	AMPFI_12428	XENTR00811, XENTR03279
OG0000338	AMPFI_12247	XENTR12945
OG0000339	AMPFI_15009	XENTR06902, XENTR11218
OG0000343	AMPFI_14007	XENTR11384, XENTR11385, XENTR00663, XENTR09712
OG0000344	AMPFI_06340	XENTR04022, XENTR04531, XENTR16339
OG0000344	AMPFI_01579, AMPFI_02066, AMPFI_14648	XENTR03764, XENTR07830
OG0000345	AMPFI_07208, AMPFI_03618	XENTR04999, XENTR04907, XENTR12817
OG0000346	AMPFI_07378, AMPFI_07379	XENTR17511, XENTR00075, XENTR04734
OG0000349	AMPFI_20332	XENTR00525, XENTR13331, XENTR17614, XENTR17615, XENTR18310
OG0000350	AMPFI_13974	XENTR15815, XENTR10276, XENTR02136, XENTR05748, XENTR16105
OG0000350	AMPFI_06337	XENTR05868
OG0000350	AMPFI_04151	XENTR09038, XENTR12529
OG0000351	AMPFI_18306	XENTR06800, XENTR04837, XENTR09285, XENTR06801, XENTR04838, XENTR02528, XENTR09283, XENTR02529, XENTR09284
OG0000352	AMPFI_09522	XENTR04727, XENTR11543, XENTR14779
OG0000352	AMPFI_16994	XENTR11161
OG0000356	AMPFI_24451, AMPFI_14447, AMPFI_09090, AMPFI_19697, AMPFI_24155	XENTR04143
OG0000356	AMPFI_06622, AMPFI_13045	XENTR07422
OG0000357	AMPFI_23961	XENTR11352, XENTR14897
OG0000357	AMPFI_08530	XENTR15970, XENTR17586, XENTR08879, XENTR13168
OG0000358	AMPFI_12913	XENTR09276
OG0000358	AMPFI_02004	XENTR00396
OG0000358	AMPFI_18035	XENTR16746
OG0000358	AMPFI_00204	XENTR09348
OG0000359	AMPFI_13496	XENTR05950, XENTR00976
OG0000359	AMPFI_18442	XENTR15161, XENTR14895, XENTR06527
OG0000359	AMPFI_16065	XENTR09262
OG0000360	AMPFI_10587	XENTR08788
OG0000360	AMPFI_22680	XENTR08830, XENTR08829, XENTR03303
OG0000360	AMPFI_06174	XENTR18235
OG0000363	AMPFI_19121	XENTR17199, XENTR06334, XENTR17198
OG0000364	AMPFI_18353, AMPFI_21188, AMPFI_18689, AMPFI_01368, AMPFI_19431	XENTR07477
OG0000365	AMPFI_08145	XENTR02627, XENTR09699, XENTR09824, XENTR03981, XENTR12218
OG0000367	AMPFI_07904, AMPFI_24584	XENTR00773, XENTR02827
OG0000367	AMPFI_10053	XENTR18872, XENTR04515, XENTR03632
OG0000371	AMPFI_06561	XENTR11137
OG0000372	AMPFI_17037	XENTR05569, XENTR05568
OG0000372	AMPFI_09792	XENTR06420
OG0000372	AMPFI_13417	XENTR12969, XENTR16656
OG0000373	AMPFI_02134	XENTR10296
OG0000374	AMPFI_06145	XENTR12206, XENTR03156, XENTR06198
OG0000374	AMPFI_10024	XENTR10123, XENTR08845
OG0000374	AMPFI_05049	XENTR06197, XENTR03155
OG0000375	AMPFI_07511	XENTR17679, XENTR09225
OG0000378	AMPFI_07224	XENTR12085, XENTR05893, XENTR15421, XENTR11577
OG0000378	AMPFI_10400	XENTR06047, XENTR17806, XENTR08243
OG0000379	AMPFI_16322	XENTR03681
OG0000379	AMPFI_17608	XENTR09134
OG0000379	AMPFI_17738	XENTR01840
OG0000379	AMPFI_06752	XENTR07942
OG0000380	AMPFI_08876, AMPFI_25598	XENTR02493
OG0000384	AMPFI_03715, AMPFI_01107, AMPFI_22343	XENTR14248, XENTR04885
OG0000386	AMPFI_05667, AMPFI_15517, AMPFI_22985, AMPFI_08084, AMPFI_00205, AMPFI_21789, AMPFI_00474	XENTR15040, XENTR18021, XENTR05259, XENTR18911, XENTR19193
OG0000389	AMPFI_22466	XENTR17132
OG0000389	AMPFI_07738	XENTR13046, XENTR07562
OG0000391	AMPFI_16689	XENTR10506
OG0000391	AMPFI_24595	XENTR14186, XENTR05222, XENTR03395, XENTR13204
OG0000392	AMPFI_16078	XENTR05822, XENTR00373
OG0000393	AMPFI_11122	XENTR10938
OG0000393	AMPFI_20681	XENTR02214
OG0000393	AMPFI_17577	XENTR11795
OG0000395	AMPFI_03869, AMPFI_03995	XENTR11886, XENTR11885, XENTR17144, XENTR02622
OG0000397	AMPFI_12772	XENTR18769
OG0000399	AMPFI_14231	XENTR09009
OG0000399	AMPFI_10126	XENTR15857, XENTR05296, XENTR05870
OG0000400	AMPFI_16843	XENTR01263
OG0000400	AMPFI_04286	XENTR14734, XENTR14733
OG0000401	AMPFI_19353	XENTR02930
OG0000402	AMPFI_10865	XENTR02219, XENTR11951, XENTR13580
OG0000402	AMPFI_21549	XENTR12413
OG0000403	AMPFI_17320	XENTR05766
OG0000403	AMPFI_16136	XENTR00670
OG0000405	AMPFI_10725	XENTR12151, XENTR12577, XENTR12578, XENTR04243
OG0000410	AMPFI_01121	XENTR08231, XENTR08232, XENTR19019, XENTR18595, XENTR19175
OG0000411	AMPFI_13273	XENTR12042, XENTR04225
OG0000412	AMPFI_05733	XENTR00072
OG0000412	AMPFI_24223	XENTR17107, XENTR15524
OG0000413	AMPFI_05195	XENTR02384, XENTR00587, XENTR14291
OG0000413	AMPFI_15394	XENTR06107, XENTR11920, XENTR09714
OG0000415	AMPFI_07162, AMPFI_25345, AMPFI_07296	XENTR10423, XENTR12429, XENTR08187, XENTR02440, XENTR06896, XENTR06895, XENTR06897, XENTR06898, XENTR06892, XENTR06893, XENTR06894
OG0000416	AMPFI_14943	XENTR17305, XENTR05440, XENTR12488, XENTR12486, XENTR12487, XENTR05445, XENTR05444, XENTR12485, XENTR05442, XENTR05443, XENTR16637
OG0000417	AMPFI_06502, AMPFI_00731	XENTR07465, XENTR03297, XENTR18273, XENTR04063, XENTR17923
OG0000417	AMPFI_02252, AMPFI_16248	XENTR16506, XENTR01340
OG0000419	AMPFI_16286	XENTR11508, XENTR02542, XENTR02541, XENTR16666, XENTR17941, XENTR16880
OG0000420	AMPFI_23871	XENTR13191, XENTR04997
OG0000424	AMPFI_03735, AMPFI_21433, AMPFI_02103, AMPFI_06728	XENTR06704
OG0000425	AMPFI_05884	XENTR12653, XENTR00617, XENTR02421
OG0000425	AMPFI_01852	XENTR18784, XENTR10074
OG0000426	AMPFI_05934	XENTR13177, XENTR13178
OG0000426	AMPFI_04676	XENTR13136, XENTR11204, XENTR01857
OG0000427	AMPFI_05181, AMPFI_05182	XENTR16612
OG0000427	AMPFI_08931, AMPFI_06083	XENTR17783, XENTR06248
OG0000429	AMPFI_14088	XENTR16139
OG0000431	AMPFI_00618	XENTR00991
OG0000431	AMPFI_05479	XENTR05779
OG0000431	AMPFI_02567	XENTR09022, XENTR09024, XENTR09055
OG0000432	AMPFI_10240	XENTR02842, XENTR07037
OG0000433	AMPFI_09657	XENTR13728, XENTR07334
OG0000433	AMPFI_00584	XENTR08150, XENTR16244
OG0000434	AMPFI_12778, AMPFI_07772	XENTR02153
OG0000435	AMPFI_08747	XENTR03847
OG0000435	AMPFI_21181	XENTR10898, XENTR12043, XENTR06258, XENTR02452
OG0000436	AMPFI_15525	XENTR17485, XENTR17484
OG0000442	AMPFI_18182	XENTR03078, XENTR07242, XENTR07241
OG0000442	AMPFI_07999	XENTR17716, XENTR12755
OG0000442	AMPFI_04228	XENTR00127, XENTR16680
OG0000443	AMPFI_17659	XENTR16164, XENTR16165
OG0000443	AMPFI_08479	XENTR08253
OG0000444	AMPFI_14412	XENTR16001, XENTR05337
OG0000446	AMPFI_24097, AMPFI_20203	XENTR12284
OG0000446	AMPFI_05555	XENTR09860
OG0000447	AMPFI_12502	XENTR03570, XENTR16310, XENTR06964, XENTR06423
OG0000448	AMPFI_06913	XENTR09535, XENTR16808, XENTR10820
OG0000450	AMPFI_01260	XENTR14894, XENTR03676
OG0000452	AMPFI_02857	XENTR18629, XENTR05081, XENTR05083, XENTR05082, XENTR05084, XENTR05080, XENTR03838, XENTR03829
OG0000454	AMPFI_16132	XENTR15860
OG0000458	AMPFI_20152	XENTR03626, XENTR03627, XENTR03628
OG0000458	AMPFI_04524	XENTR03637, XENTR04639, XENTR17840
OG0000458	AMPFI_07546	XENTR12853, XENTR09327
OG0000459	AMPFI_22518, AMPFI_18998	XENTR07204, XENTR12836, XENTR12837
OG0000460	AMPFI_11031	XENTR16884
OG0000461	AMPFI_12796	XENTR16800
OG0000461	AMPFI_12933	XENTR03673, XENTR10322, XENTR10323
OG0000463	AMPFI_05009	XENTR15683, XENTR18055
OG0000463	AMPFI_23775	XENTR05720, XENTR03129
OG0000465	AMPFI_19029	XENTR04514
OG0000465	AMPFI_07644	XENTR12030
OG0000468	AMPFI_06635, AMPFI_17864	XENTR14149, XENTR14150, XENTR14148, XENTR14151
OG0000469	AMPFI_03128	XENTR07061
OG0000469	AMPFI_08317	XENTR18040, XENTR09815
OG0000471	AMPFI_16089	XENTR04919, XENTR04918, XENTR05004, XENTR08938
OG0000472	AMPFI_00236	XENTR17375, XENTR17373
OG0000473	AMPFI_13727, AMPFI_22924, AMPFI_11120, AMPFI_15405, AMPFI_15404, AMPFI_14363, AMPFI_24457, AMPFI_07123	XENTR07541, XENTR04001, XENTR14187, XENTR04930
OG0000474	AMPFI_11625	XENTR05228, XENTR06948, XENTR12871, XENTR17592
OG0000475	AMPFI_25135, AMPFI_16236	XENTR00403, XENTR16167
OG0000476	AMPFI_07783	XENTR09662
OG0000478	AMPFI_02947, AMPFI_15589	XENTR06378, XENTR05970
OG0000478	AMPFI_12511	XENTR06377, XENTR05971, XENTR07968
OG0000479	AMPFI_03342	XENTR00167, XENTR14181
OG0000479	AMPFI_09996	XENTR15349, XENTR00798
OG0000480	AMPFI_18780	XENTR16905
OG0000481	AMPFI_04631	XENTR18341
OG0000481	AMPFI_14700	XENTR16095
OG0000481	AMPFI_12417	XENTR07539, XENTR12694
OG0000482	AMPFI_16288	XENTR14111, XENTR12532, XENTR14401
OG0000482	AMPFI_17333, AMPFI_20569, AMPFI_01031	XENTR00585
OG0000485	AMPFI_22121	XENTR04208, XENTR03378
OG0000485	AMPFI_08283	XENTR10818
OG0000486	AMPFI_16665, AMPFI_16285, AMPFI_12958, AMPFI_19185, AMPFI_24869	XENTR07282, XENTR04857
OG0000488	AMPFI_07218	XENTR13001, XENTR13002
OG0000494	AMPFI_14510	XENTR11154, XENTR04560, XENTR01512, XENTR10308
OG0000495	AMPFI_22166, AMPFI_20710, AMPFI_02092, AMPFI_15737, AMPFI_21882, AMPFI_16808	XENTR00150, XENTR00149
OG0000496	AMPFI_25760	XENTR02898
OG0000497	AMPFI_07081	XENTR12510, XENTR13344
OG0000498	AMPFI_22216	XENTR06646, XENTR04610, XENTR08348, XENTR02958, XENTR10209
OG0000499	AMPFI_04478	XENTR03846, XENTR03845
OG0000499	AMPFI_15726, AMPFI_14684	XENTR04148
OG0000503	AMPFI_06939	XENTR11822, XENTR11424, XENTR11425, XENTR12881, XENTR12882
OG0000503	AMPFI_08675	XENTR10022
OG0000504	AMPFI_23661, AMPFI_15881	XENTR18610, XENTR02766, XENTR13287, XENTR05277
OG0000505	AMPFI_13142	XENTR15726, XENTR09584, XENTR09585, XENTR10436, XENTR09693, XENTR09694
OG0000505	AMPFI_01675	XENTR09583, XENTR09695
OG0000508	AMPFI_11279	XENTR13428
OG0000510	AMPFI_02887	XENTR16454, XENTR14055, XENTR06353, XENTR15990
OG0000511	AMPFI_13653, AMPFI_03100	XENTR03618
OG0000512	AMPFI_14449, AMPFI_16277, AMPFI_24226, AMPFI_25230	XENTR01879, XENTR19023, XENTR09415, XENTR09416, XENTR09410, XENTR05857, XENTR13275
OG0000514	AMPFI_19314	XENTR05611, XENTR01673
OG0000515	AMPFI_04197	XENTR09527
OG0000516	AMPFI_14909, AMPFI_11391	XENTR12542, XENTR10354, XENTR15576, XENTR10452, XENTR08167
OG0000520	AMPFI_23972	XENTR10317, XENTR14896
OG0000520	AMPFI_14296	XENTR14507, XENTR14506, XENTR02607
OG0000522	AMPFI_14072, AMPFI_15408, AMPFI_24817, AMPFI_18956	XENTR11563
OG0000524	AMPFI_14569	XENTR09435
OG0000525	AMPFI_13575	XENTR09923, XENTR09922
OG0000525	AMPFI_23427	XENTR10927, XENTR01759, XENTR09125
OG0000527	AMPFI_21522	XENTR01298, XENTR15872
OG0000527	AMPFI_13103	XENTR17958
OG0000528	AMPFI_18972, AMPFI_18973	XENTR08509, XENTR02076, XENTR15793, XENTR01661
OG0000529	AMPFI_19152	XENTR04688
OG0000529	AMPFI_10225	XENTR16534, XENTR03224, XENTR04094
OG0000530	AMPFI_05279	XENTR09841, XENTR08688, XENTR03985
OG0000533	AMPFI_18944, AMPFI_24303, AMPFI_00870, AMPFI_01819	XENTR11660, XENTR13660, XENTR11200
OG0000535	AMPFI_10209, AMPFI_10684, AMPFI_06826	XENTR14528, XENTR12170
OG0000537	AMPFI_22008	XENTR00659, XENTR02728
OG0000538	AMPFI_24088	XENTR12900, XENTR13063
OG0000542	AMPFI_16091	XENTR11922
OG0000542	AMPFI_10148	XENTR03401
OG0000544	AMPFI_05766	XENTR08814, XENTR13831
OG0000544	AMPFI_12968	XENTR06733
OG0000545	AMPFI_15543	XENTR03840
OG0000546	AMPFI_13740	XENTR11453, XENTR09359, XENTR11507, XENTR10138
OG0000548	AMPFI_03107	XENTR15842, XENTR12691, XENTR12827
OG0000548	AMPFI_12447	XENTR14858, XENTR16215
OG0000548	AMPFI_06878	XENTR09279, XENTR16463, XENTR06806
OG0000552	AMPFI_25709	XENTR04244
OG0000552	AMPFI_07948	XENTR15303
OG0000553	AMPFI_03292	XENTR04835, XENTR02530, XENTR06601
OG0000553	AMPFI_14139	XENTR15181, XENTR02641, XENTR10623, XENTR10625, XENTR10624
OG0000553	AMPFI_07441	XENTR07370
OG0000560	AMPFI_24939, AMPFI_25437, AMPFI_25195, AMPFI_02096	XENTR09304
OG0000561	AMPFI_19041, AMPFI_00758	XENTR08505
OG0000562	AMPFI_21582	XENTR08112
OG0000562	AMPFI_04543	XENTR00450, XENTR10477
OG0000564	AMPFI_08861	XENTR11680, XENTR00195, XENTR13086
OG0000564	AMPFI_11089	XENTR11650, XENTR00592
OG0000566	AMPFI_20076	XENTR08330
OG0000566	AMPFI_24184	XENTR08128
OG0000566	AMPFI_05548	XENTR02577
OG0000567	AMPFI_24073	XENTR01468, XENTR04575, XENTR17225
OG0000567	AMPFI_20193	XENTR15381
OG0000568	AMPFI_19652	XENTR14298
OG0000570	AMPFI_20117, AMPFI_01005, AMPFI_01163, AMPFI_16102	XENTR18916, XENTR18917, XENTR14036, XENTR01676
OG0000572	AMPFI_18964, AMPFI_18965	XENTR13098, XENTR15792
OG0000572	AMPFI_09351	XENTR15287, XENTR08060, XENTR08059
OG0000573	AMPFI_08544	XENTR00290, XENTR12035, XENTR12034
OG0000573	AMPFI_21790	XENTR08127
OG0000574	AMPFI_07534	XENTR07361
OG0000574	AMPFI_22284	XENTR06500
OG0000575	AMPFI_22439	XENTR00803, XENTR15351, XENTR11211, XENTR03152
OG0000576	AMPFI_11215	XENTR08548, XENTR01107, XENTR13035
OG0000578	AMPFI_11337, AMPFI_11336	XENTR16212, XENTR09090, XENTR03873, XENTR03874
OG0000579	AMPFI_10586	XENTR09281, XENTR02526, XENTR06804, XENTR04843, XENTR06803, XENTR06802
OG0000581	AMPFI_20371	XENTR03879
OG0000583	AMPFI_03049	XENTR02046, XENTR15416, XENTR05897, XENTR15995
OG0000585	AMPFI_10321, AMPFI_07822	XENTR12848, XENTR02849, XENTR01232
OG0000587	AMPFI_16977, AMPFI_16976	XENTR08579, XENTR15453, XENTR11141, XENTR11142
OG0000587	AMPFI_14490	XENTR02064
OG0000588	AMPFI_04054, AMPFI_03394	XENTR06511, XENTR13248, XENTR15252
OG0000588	AMPFI_11701	XENTR17128
OG0000590	AMPFI_08431	XENTR14925, XENTR01750, XENTR12267, XENTR05220
OG0000590	AMPFI_13729	XENTR09959, XENTR09960, XENTR17798, XENTR17799
OG0000592	AMPFI_00808	XENTR09881
OG0000593	AMPFI_00762	XENTR16603, XENTR04787, XENTR09811
OG0000593	AMPFI_17892	XENTR16946, XENTR10994, XENTR15779, XENTR02468
OG0000594	AMPFI_08265	XENTR12851, XENTR04133, XENTR12850, XENTR02361
OG0000597	AMPFI_09305	XENTR17671, XENTR17670, XENTR19170, XENTR01128
OG0000598	AMPFI_02945, AMPFI_04925, AMPFI_04338, AMPFI_14686, AMPFI_16090	XENTR17433, XENTR13111
OG0000600	AMPFI_23266	XENTR03978, XENTR05099, XENTR03977, XENTR14383
OG0000602	AMPFI_06522	XENTR02033, XENTR02032, XENTR03241
OG0000602	AMPFI_15502	XENTR03242, XENTR15509, XENTR02031
OG0000607	AMPFI_09382	XENTR11195, XENTR11194, XENTR10165, XENTR14318, XENTR01251
OG0000611	AMPFI_24211	XENTR07697, XENTR14370
OG0000611	AMPFI_03941	XENTR00513
OG0000613	AMPFI_01961, AMPFI_04751	XENTR14077, XENTR01460
OG0000614	AMPFI_11504, AMPFI_07199	XENTR14290
OG0000616	AMPFI_09981	XENTR06048, XENTR12306
OG0000617	AMPFI_02772	XENTR02359
OG0000617	AMPFI_08449	XENTR09657
OG0000619	AMPFI_07065	XENTR13390, XENTR07082, XENTR07081, XENTR09376
OG0000623	AMPFI_18053	XENTR07882
OG0000623	AMPFI_14561	XENTR16677, XENTR03896
OG0000624	AMPFI_19095, AMPFI_09306, AMPFI_13318	XENTR10751, XENTR05400
OG0000625	AMPFI_14871, AMPFI_22297, AMPFI_25324	XENTR00631, XENTR00632, XENTR00633, XENTR10082
OG0000626	AMPFI_08963	XENTR08195, XENTR07632
OG0000627	AMPFI_23481, AMPFI_25325	XENTR10097, XENTR14582
OG0000628	AMPFI_06881	XENTR02456, XENTR13000
OG0000629	AMPFI_03723	XENTR14339
OG0000634	AMPFI_17488, AMPFI_15841, AMPFI_04896	XENTR18822, XENTR18823, XENTR19156
OG0000635	AMPFI_12996	XENTR06487
OG0000637	AMPFI_22000	XENTR17167
OG0000639	AMPFI_02143	XENTR14136, XENTR08621
OG0000639	AMPFI_19096	XENTR10212, XENTR12548, XENTR02478
OG0000642	AMPFI_20481, AMPFI_17464, AMPFI_21969, AMPFI_03291, AMPFI_09020, AMPFI_24910	XENTR11733
OG0000642	AMPFI_15462, AMPFI_15774	XENTR01651
OG0000643	AMPFI_13527	XENTR12663, XENTR11361
OG0000645	AMPFI_07390	XENTR00518
OG0000646	AMPFI_08730	XENTR04406
OG0000646	AMPFI_06480	XENTR07263, XENTR07262, XENTR17137
OG0000647	AMPFI_23840	XENTR17079
OG0000648	AMPFI_15343	XENTR08177
OG0000648	AMPFI_13232	XENTR08178, XENTR10991
OG0000649	AMPFI_08407	XENTR03771, XENTR03773, XENTR03774, XENTR03772, XENTR03775, XENTR11809
OG0000653	AMPFI_07129	XENTR15383, XENTR08517, XENTR11621, XENTR02067, XENTR00431
OG0000654	AMPFI_21423	XENTR06209, XENTR17283, XENTR15108, XENTR08609
OG0000657	AMPFI_23960, AMPFI_23025	XENTR09582, XENTR05287
OG0000660	AMPFI_17445	XENTR00531
OG0000662	AMPFI_02313	XENTR12483
OG0000662	AMPFI_13450	XENTR01671, XENTR04789
OG0000663	AMPFI_11999	XENTR00226, XENTR13935, XENTR13936, XENTR13937
OG0000664	AMPFI_09419	XENTR18935, XENTR10788, XENTR02592
OG0000665	AMPFI_01642, AMPFI_25024	XENTR10286, XENTR14432, XENTR14325, XENTR18084, XENTR14324
OG0000666	AMPFI_18404	XENTR13165
OG0000670	AMPFI_22267	XENTR12241, XENTR00704, XENTR09058, XENTR03191, XENTR03192, XENTR07429
OG0000672	AMPFI_11096	XENTR10536, XENTR18111
OG0000674	AMPFI_05318	XENTR01435, XENTR06759
OG0000676	AMPFI_07198	XENTR05112, XENTR10868
OG0000676	AMPFI_01951	XENTR08597, XENTR02025, XENTR07079
OG0000680	AMPFI_18200	XENTR17739
OG0000680	AMPFI_20692	XENTR03777, XENTR07100
OG0000681	AMPFI_10408	XENTR01035, XENTR10823
OG0000681	AMPFI_08112	XENTR02583, XENTR09876, XENTR09875
OG0000682	AMPFI_06701	XENTR06453, XENTR17621, XENTR15062
OG0000683	AMPFI_06165	XENTR15130
