Orthogroup	AMPFI_ok	DROME
OG0000324	AMPFI_00658, AMPFI_19090, AMPFI_03289, AMPFI_18662, AMPFI_23068, AMPFI_14234, AMPFI_03446, AMPFI_24547	DROME20725
OG0000324	AMPFI_02994	DROME02150
OG0000327	AMPFI_02810	DROME19988, DROME19987, DROME19986, DROME19989, DROME19990, DROME19985, DROME19984
OG0000327	AMPFI_07053, AMPFI_01699	DROME19510
OG0000328	AMPFI_12095	DROME07568, DROME07570, DROME07572, DROME07569, DROME07567, DROME07566, DROME07571, DROME13228, DROME13229, DROME13227, DROME13226, DROME13225, DROME13222, DROME13223, DROME13224, DROME13221
OG0000329	AMPFI_18953	DROME07577, DROME07578
OG0000331	AMPFI_21412	DROME18703
OG0000335	AMPFI_21319, AMPFI_08057, AMPFI_24569, AMPFI_20092	DROME11631, DROME11632, DROME11634, DROME11633, DROME11639, DROME11640, DROME01793
OG0000338	AMPFI_12428	DROME21975
OG0000338	AMPFI_12247	DROME04558
OG0000339	AMPFI_15009	DROME16744
OG0000341	AMPFI_21712, AMPFI_19601	DROME01201, DROME01199, DROME01200
OG0000343	AMPFI_14007	DROME13475, DROME13478, DROME13474, DROME13476, DROME13480, DROME13477, DROME13473, DROME13481, DROME13479
OG0000344	AMPFI_06340, AMPFI_01579, AMPFI_02066, AMPFI_14648	DROME19431
OG0000345	AMPFI_10260	DROME12026, DROME12025, DROME12024
OG0000346	AMPFI_22433	DROME08758
OG0000346	AMPFI_07378, AMPFI_07379	DROME17127, DROME17125, DROME17122, DROME17126, DROME17124, DROME17129, DROME17130, DROME17128, DROME17131, DROME17134, DROME17137, DROME17133, DROME17136, DROME17135, DROME17132, DROME17139, DROME17138
OG0000350	AMPFI_13974	DROME03410, DROME08099
OG0000350	AMPFI_04151	DROME00438
OG0000351	AMPFI_23428	DROME07498, DROME02774
OG0000352	AMPFI_09522	DROME14143, DROME14145, DROME14147, DROME14146, DROME14148, DROME14144
OG0000353	AMPFI_04591	DROME09963, DROME09967, DROME09962, DROME09961, DROME09960, DROME09954, DROME09959, DROME09952, DROME09965, DROME09966, DROME09964, DROME09957, DROME09953, DROME09955, DROME09969, DROME09968, DROME18221
OG0000356	AMPFI_06622	DROME01953
OG0000357	AMPFI_13175, AMPFI_23961	DROME13834
OG0000358	AMPFI_12913	DROME07474
OG0000358	AMPFI_14920, AMPFI_02004	DROME00466, DROME00200, DROME00199
OG0000358	AMPFI_13026	DROME15060
OG0000359	AMPFI_18442	DROME11803
OG0000363	AMPFI_12319, AMPFI_19121, AMPFI_04121, AMPFI_00444	DROME18487
OG0000367	AMPFI_07904, AMPFI_24584	DROME13648, DROME13646, DROME13647
OG0000367	AMPFI_10053	DROME15189, DROME15190, DROME15188
OG0000371	AMPFI_14641, AMPFI_06561, AMPFI_21182, AMPFI_22207	DROME01678, DROME02633, DROME02636
OG0000372	AMPFI_09792	DROME09531
OG0000373	AMPFI_05437	DROME14548, DROME20852, DROME16822
OG0000373	AMPFI_16084	DROME07671, DROME06849, DROME07655, DROME22084, DROME00576
OG0000374	AMPFI_06145	DROME04717, DROME04718, DROME04716
OG0000374	AMPFI_10024	DROME00970, DROME00969, DROME00968, DROME00971
OG0000374	AMPFI_05049	DROME04429, DROME04427, DROME04428
OG0000375	AMPFI_07511	DROME07013
OG0000378	AMPFI_07224	DROME09766, DROME09767
OG0000378	AMPFI_10400	DROME02404, DROME02403, DROME02400, DROME02401
OG0000379	AMPFI_16322	DROME09607
OG0000379	AMPFI_17608	DROME21997, DROME22000, DROME21995, DROME22001, DROME21994, DROME21998
OG0000379	AMPFI_17738	DROME02844
OG0000379	AMPFI_06752	DROME07921
OG0000380	AMPFI_25598	DROME05237
OG0000384	AMPFI_03715, AMPFI_01107, AMPFI_22343	DROME14888, DROME14889
OG0000385	AMPFI_19226, AMPFI_24194, AMPFI_23534, AMPFI_25679	DROME05997, DROME09713, DROME09714, DROME09715, DROME05708, DROME05707
OG0000389	AMPFI_22466	DROME11981, DROME11983, DROME01212, DROME11984, DROME11980, DROME17629, DROME17996, DROME17997, DROME18001, DROME18002, DROME17964, DROME17950, DROME17951, DROME17954, DROME17949
OG0000389	AMPFI_07738	DROME17945
OG0000390	AMPFI_08929, AMPFI_18064, AMPFI_22410, AMPFI_05166, AMPFI_00446, AMPFI_16032	DROME01744, DROME01742, DROME02737, DROME01739, DROME01741
OG0000391	AMPFI_15390, AMPFI_13888	DROME04498, DROME04500, DROME04499
OG0000392	AMPFI_16078	DROME13919, DROME13921, DROME13920
OG0000393	AMPFI_11122	DROME13322
OG0000393	AMPFI_17577	DROME20684
OG0000395	AMPFI_03869	DROME10093, DROME10091, DROME10092, DROME09845, DROME09844, DROME09843, DROME09842, DROME09841, DROME09835, DROME09840, DROME09836, DROME09837, DROME09838, DROME09839, DROME09834, DROME09846, DROME09847
OG0000395	AMPFI_03995	DROME04257, DROME04288, DROME04261, DROME04269, DROME04291, DROME04254, DROME04270, DROME04235, DROME04287, DROME04249, DROME04271, DROME04233, DROME04250, DROME04252, DROME04302, DROME04290, DROME04263, DROME04283, DROME04260, DROME04243, DROME04262, DROME04298, DROME04297, DROME04272, DROME04267, DROME04232, DROME04251, DROME04265, DROME04281, DROME04264, DROME04280, DROME04248, DROME04275, DROME04299, DROME04237, DROME04300, DROME04229, DROME04296, DROME04256, DROME04285, DROME04282, DROME04279, DROME04239, DROME04253, DROME04273, DROME04259, DROME04286, DROME04258, DROME04234, DROME04241, DROME04266, DROME04238, DROME04295, DROME04242, DROME04247, DROME04293, DROME04289, DROME04301, DROME04246, DROME04231, DROME04278
OG0000397	AMPFI_12772	DROME14885
OG0000399	AMPFI_12451, AMPFI_24563	DROME21835
OG0000399	AMPFI_10126	DROME12205, DROME12206
OG0000400	AMPFI_04865, AMPFI_16843	DROME09694
OG0000400	AMPFI_21265	DROME17859
OG0000400	AMPFI_00717	DROME14016
OG0000400	AMPFI_09891	DROME15511
OG0000400	AMPFI_07504, AMPFI_03889	DROME08108
OG0000401	AMPFI_19353	DROME20041
OG0000402	AMPFI_10865	DROME11245, DROME11246
OG0000402	AMPFI_21549	DROME12090
OG0000403	AMPFI_16136	DROME06350
OG0000409	AMPFI_06600, AMPFI_00255	DROME19502
OG0000409	AMPFI_08875	DROME11210, DROME11209
OG0000411	AMPFI_13273	DROME16025, DROME16024, DROME16016, DROME16020, DROME16017, DROME16021, DROME16026, DROME16027, DROME16018, DROME16023, DROME16014, DROME16022, DROME16015, DROME16019, DROME16028
OG0000412	AMPFI_05733	DROME09076
OG0000412	AMPFI_24223	DROME02464, DROME13336, DROME13334, DROME13335, DROME15399
OG0000413	AMPFI_05195	DROME21174
OG0000413	AMPFI_15394	DROME13327, DROME13328
OG0000413	AMPFI_15092	DROME15279, DROME15278
OG0000415	AMPFI_07162, AMPFI_25345, AMPFI_07296	DROME01505, DROME01506
OG0000417	AMPFI_16224, AMPFI_06502, AMPFI_00731	DROME01308, DROME01309
OG0000419	AMPFI_09172, AMPFI_06797	DROME06034, DROME04433
OG0000419	AMPFI_16286	DROME15435
OG0000420	AMPFI_23871	DROME02672
OG0000424	AMPFI_18786, AMPFI_06727, AMPFI_03735, AMPFI_21433, AMPFI_02103, AMPFI_06728	DROME02090, DROME02075, DROME02066, DROME02076, DROME02077, DROME02078, DROME02064, DROME02063, DROME02062, DROME02065, DROME02081, DROME12353, DROME17176, DROME17175, DROME00623, DROME03850, DROME03851, DROME06196, DROME14713, DROME14583, DROME14582, DROME14580, DROME14579, DROME14581, DROME08237, DROME08236, DROME08235
OG0000425	AMPFI_05884	DROME14160, DROME14161, DROME14159, DROME14158
OG0000426	AMPFI_05934	DROME16357, DROME16356
OG0000426	AMPFI_04676	DROME09933, DROME09928, DROME09929, DROME09932, DROME09931, DROME09930, DROME09934
OG0000427	AMPFI_05181, AMPFI_05182	DROME05699, DROME05698
OG0000427	AMPFI_08931, AMPFI_06083	DROME18355, DROME18356
OG0000429	AMPFI_13425, AMPFI_14088	DROME19525, DROME07553, DROME07552, DROME06812
OG0000431	AMPFI_00618	DROME05704
OG0000431	AMPFI_05479	DROME12301, DROME12300
OG0000431	AMPFI_02567	DROME11410, DROME11409, DROME11408
OG0000433	AMPFI_09657	DROME00007, DROME00005, DROME00004, DROME00006
OG0000433	AMPFI_00102, AMPFI_00584	DROME20425, DROME20423, DROME20424
OG0000435	AMPFI_21181	DROME03996, DROME03995
OG0000442	AMPFI_18182	DROME13942
OG0000442	AMPFI_07999	DROME12188
OG0000442	AMPFI_04228	DROME01916
OG0000443	AMPFI_17659	DROME14734, DROME14735, DROME14732, DROME14733
OG0000444	AMPFI_10516	DROME21032
OG0000444	AMPFI_14412	DROME03786, DROME03789, DROME03788, DROME03787
OG0000445	AMPFI_20874, AMPFI_15224, AMPFI_10421, AMPFI_03557, AMPFI_10139, AMPFI_21234, AMPFI_16884, AMPFI_09913	DROME06725, DROME06723, DROME06724, DROME20153, DROME20152
OG0000446	AMPFI_24097, AMPFI_20203	DROME07092
OG0000446	AMPFI_05555	DROME06421
OG0000446	AMPFI_25020, AMPFI_21150, AMPFI_02401	DROME06051, DROME06050
OG0000447	AMPFI_12502	DROME20929, DROME20928
OG0000450	AMPFI_01260	DROME16711, DROME16712
OG0000454	AMPFI_16132	DROME15035, DROME15036, DROME15037
OG0000458	AMPFI_07546	DROME21054, DROME21052, DROME21053
OG0000461	AMPFI_12796	DROME17428
OG0000461	AMPFI_10757	DROME03657, DROME03656
OG0000463	AMPFI_05009	DROME20596, DROME20593, DROME20591, DROME20594, DROME20592, DROME20598, DROME20599, DROME20595, DROME20597
OG0000465	AMPFI_19029	DROME11515, DROME11516
OG0000465	AMPFI_07644	DROME03278
OG0000469	AMPFI_03128	DROME18292, DROME18291, DROME18290
OG0000475	AMPFI_23837, AMPFI_25135, AMPFI_16236, AMPFI_14069	DROME08667, DROME08669, DROME08666, DROME08668
OG0000476	AMPFI_11326	DROME13684
OG0000477	AMPFI_24916, AMPFI_00918	DROME04864, DROME04863, DROME04862, DROME04860, DROME04861, DROME12702, DROME12706, DROME12705, DROME12703
OG0000479	AMPFI_03342	DROME10906, DROME10907, DROME10905, DROME10908, DROME10909
OG0000479	AMPFI_09996	DROME19907, DROME19910, DROME19906, DROME19908, DROME19909, DROME19905, DROME19911
OG0000480	AMPFI_18780	DROME18226, DROME18222, DROME18229, DROME18223, DROME18227, DROME18225, DROME18224, DROME18228
OG0000481	AMPFI_04631	DROME21853
OG0000481	AMPFI_14700	DROME19418
OG0000481	AMPFI_12417	DROME01481
OG0000482	AMPFI_16288	DROME00092, DROME00094, DROME00093, DROME00096, DROME00095
OG0000482	AMPFI_17333, AMPFI_20569, AMPFI_01031	DROME19126, DROME19125
OG0000485	AMPFI_08282, AMPFI_08284, AMPFI_22121	DROME01103, DROME01104, DROME14453
OG0000486	AMPFI_16665	DROME11708
OG0000496	AMPFI_25760	DROME00063
OG0000497	AMPFI_07081	DROME19794, DROME19793
OG0000498	AMPFI_22216	DROME20580, DROME20579, DROME20582, DROME20577, DROME20581, DROME20578
OG0000503	AMPFI_06939, AMPFI_17798	DROME08711, DROME08712
OG0000503	AMPFI_08675	DROME00919, DROME00918
OG0000504	AMPFI_23661	DROME06010
OG0000505	AMPFI_13142	DROME09303
OG0000505	AMPFI_01675	DROME18823
OG0000506	AMPFI_10562	DROME20212, DROME20211, DROME20206, DROME20208, DROME20209, DROME20213, DROME20215, DROME20219, DROME20218, DROME20214, DROME20216, DROME20217
OG0000508	AMPFI_11279	DROME08723, DROME08722, DROME08721
OG0000510	AMPFI_12605, AMPFI_15688	DROME07066
OG0000510	AMPFI_02887	DROME17661, DROME17660, DROME17663, DROME17662, DROME17659, DROME15630, DROME15629, DROME02254
OG0000513	AMPFI_15307	DROME18217, DROME18219, DROME18220, DROME18218, DROME18215, DROME18216
OG0000514	AMPFI_19314	DROME10575, DROME10574, DROME10569, DROME10572, DROME10570, DROME10576, DROME10573, DROME10571
OG0000515	AMPFI_04197	DROME14318
OG0000519	AMPFI_09807, AMPFI_19851, AMPFI_12315, AMPFI_05130	DROME08599
OG0000520	AMPFI_25750, AMPFI_23972	DROME12834
OG0000520	AMPFI_14296, AMPFI_19094	DROME14866, DROME14865
OG0000524	AMPFI_14569	DROME16877, DROME16870, DROME16868, DROME16873, DROME16869, DROME16871, DROME16876, DROME16872, DROME16879, DROME16874, DROME16867, DROME16865, DROME16862, DROME16878, DROME16863, DROME16859, DROME16860, DROME16875, DROME16880, DROME16866, DROME16864, DROME16861, DROME16858
OG0000525	AMPFI_13575	DROME10425
OG0000525	AMPFI_23427	DROME20723, DROME20724, DROME20720, DROME20721
OG0000529	AMPFI_10225	DROME08794, DROME08796, DROME08798, DROME08797, DROME08795, DROME05074, DROME05075, DROME05072, DROME05073
OG0000530	AMPFI_05279	DROME18198, DROME18195, DROME18196, DROME18193, DROME18191, DROME18192, DROME18194, DROME18190, DROME18199, DROME18197
OG0000531	AMPFI_10252	DROME14834, DROME14835, DROME14836
OG0000532	AMPFI_09523	DROME01047, DROME12257
OG0000534	AMPFI_12308, AMPFI_12548	DROME11197, DROME11196, DROME11195, DROME11194
OG0000537	AMPFI_22008	DROME00914
OG0000542	AMPFI_16091, AMPFI_08997	DROME03950
OG0000545	AMPFI_15543	DROME09189, DROME09193, DROME09192, DROME09190, DROME09191
OG0000546	AMPFI_13740	DROME14099, DROME14100, DROME14098, DROME14097, DROME11366, DROME11365, DROME09716
OG0000548	AMPFI_03107, AMPFI_12447, AMPFI_06878	DROME12062, DROME12064, DROME12063
OG0000550	AMPFI_16200	DROME09128
OG0000551	AMPFI_12523, AMPFI_16839, AMPFI_19651, AMPFI_24965	DROME20755, DROME20754, DROME20757, DROME20756, DROME17228, DROME20767, DROME20760, DROME20758, DROME20761, DROME20765, DROME13495, DROME20763, DROME20762, DROME20766
OG0000552	AMPFI_25709, AMPFI_07948	DROME03162, DROME03867
OG0000553	AMPFI_07441	DROME21018, DROME21017, DROME21019
OG0000554	AMPFI_24115, AMPFI_06108, AMPFI_04502	DROME13166, DROME13165, DROME13164
OG0000560	AMPFI_24939, AMPFI_25437, AMPFI_25195, AMPFI_02096	DROME17254
OG0000562	AMPFI_21582	DROME02768, DROME02766, DROME02765, DROME02767, DROME02764
OG0000562	AMPFI_04543	DROME21192
OG0000564	AMPFI_08861	DROME15769
OG0000564	AMPFI_23703	DROME17396
OG0000566	AMPFI_03624, AMPFI_03781, AMPFI_20076, AMPFI_24184	DROME04343, DROME04344, DROME04345
OG0000567	AMPFI_08270, AMPFI_24073	DROME15246, DROME04098, DROME04097, DROME15019
OG0000570	AMPFI_01005, AMPFI_01163, AMPFI_16102	DROME14109
OG0000572	AMPFI_18964, AMPFI_18965	DROME13193, DROME13191, DROME13190, DROME13192
OG0000573	AMPFI_08544	DROME20963
OG0000573	AMPFI_21790	DROME19690
OG0000574	AMPFI_07593	DROME20472
OG0000574	AMPFI_07534	DROME13727
OG0000574	AMPFI_22284	DROME20471
OG0000575	AMPFI_22439	DROME03938
OG0000576	AMPFI_11215	DROME12649, DROME12657, DROME12653, DROME12651, DROME12650, DROME12655, DROME12654, DROME12648, DROME12652, DROME12656
OG0000578	AMPFI_11337, AMPFI_11336	DROME00903, DROME00906, DROME00904, DROME00909, DROME00905, DROME00907, DROME00908
OG0000579	AMPFI_10586	DROME18276, DROME18279, DROME18282, DROME18281, DROME18280, DROME18278, DROME18277
OG0000582	AMPFI_14842, AMPFI_03684	DROME21391, DROME21390, DROME21388, DROME21389, DROME21385, DROME21387, DROME21386, DROME21392, DROME21393
OG0000583	AMPFI_03049	DROME11767, DROME11759, DROME11760, DROME11761, DROME11765, DROME11762, DROME11766
OG0000585	AMPFI_10321	DROME07476
OG0000587	AMPFI_16977, AMPFI_16976	DROME16670, DROME16671, DROME16672
OG0000587	AMPFI_14490	DROME16137
OG0000588	AMPFI_25131, AMPFI_02951	DROME12674
OG0000588	AMPFI_04054, AMPFI_03394	DROME00241, DROME00240, DROME20059, DROME09587
OG0000590	AMPFI_19054, AMPFI_08431	DROME00417
OG0000591	AMPFI_24421	DROME02758
OG0000593	AMPFI_00762	DROME07365, DROME07366
OG0000594	AMPFI_08265	DROME15095, DROME15096, DROME15094
OG0000597	AMPFI_09305	DROME04131, DROME04129, DROME04130
OG0000600	AMPFI_05589, AMPFI_23266	DROME15794, DROME15792, DROME15791, DROME15789, DROME15786, DROME15790, DROME15788, DROME15787, DROME15793, DROME15795, DROME15797, DROME15796
OG0000601	AMPFI_11926	DROME21591, DROME21589, DROME21590
OG0000602	AMPFI_06522	DROME10244
OG0000602	AMPFI_15502	DROME11259, DROME11258
OG0000604	AMPFI_21956, AMPFI_24342	DROME04675, DROME04678, DROME04673, DROME04681, DROME04677, DROME04672, DROME04674, DROME04680, DROME04676, DROME04679
OG0000607	AMPFI_09382	DROME11536, DROME11535
OG0000611	AMPFI_17154, AMPFI_20669, AMPFI_24211	DROME19843, DROME19842, DROME19846, DROME19847, DROME19844, DROME19845, DROME19841
OG0000611	AMPFI_03941	DROME01553, DROME01552, DROME01554
OG0000612	AMPFI_15477, AMPFI_05475	DROME04304
OG0000614	AMPFI_11504, AMPFI_07199	DROME20120, DROME20121, DROME20122, DROME20119
OG0000615	AMPFI_02250	DROME09018, DROME09015, DROME09017, DROME09016, DROME09014, DROME09019
OG0000617	AMPFI_08449	DROME17414
OG0000619	AMPFI_07065	DROME01411, DROME01409, DROME01406, DROME01407, DROME01404, DROME01403, DROME01408, DROME01405, DROME01410
OG0000623	AMPFI_18053	DROME13642
OG0000623	AMPFI_05939, AMPFI_14561	DROME13267, DROME13269, DROME13273, DROME13272, DROME13270, DROME13271, DROME13268, DROME13266, DROME19458, DROME19644, DROME09777, DROME09776
OG0000624	AMPFI_19095, AMPFI_09306, AMPFI_13318	DROME05635, DROME05636, DROME05638, DROME05634, DROME05639, DROME05637, DROME08947, DROME08946, DROME08945
OG0000625	AMPFI_14871, AMPFI_22297, AMPFI_25324	DROME07819, DROME00264, DROME00265, DROME00249
OG0000627	AMPFI_24110	DROME00612, DROME00609, DROME00610, DROME00607, DROME00611, DROME00608, DROME07604, DROME07603
OG0000628	AMPFI_06881	DROME17423
OG0000629	AMPFI_03723	DROME03521
OG0000629	AMPFI_09946	DROME15755
OG0000635	AMPFI_12996	DROME14325, DROME14327, DROME14326
OG0000639	AMPFI_02143	DROME11868, DROME11860, DROME11862, DROME11861, DROME11863, DROME11866, DROME11867, DROME11864, DROME11865
OG0000639	AMPFI_19096	DROME00355
OG0000642	AMPFI_15462, AMPFI_15774	DROME16938
OG0000643	AMPFI_13527	DROME03064, DROME03054, DROME03067, DROME03065, DROME03063, DROME03061, DROME03066, DROME03062, DROME03060, DROME03059, DROME03058, DROME03057, DROME03056, DROME03055
OG0000645	AMPFI_07346	DROME14720
OG0000646	AMPFI_08730	DROME18383, DROME18382, DROME18385, DROME18384
OG0000646	AMPFI_06480	DROME20633, DROME20634, DROME20635
OG0000648	AMPFI_15343, AMPFI_13232	DROME08636
OG0000651	AMPFI_00457	DROME04446, DROME04444, DROME04448, DROME04445, DROME04443, DROME04449, DROME04447
OG0000653	AMPFI_07129	DROME04693, DROME06761
OG0000654	AMPFI_21423	DROME02198, DROME02200, DROME02201, DROME02196, DROME02197, DROME02204, DROME02203, DROME02199, DROME02202
OG0000657	AMPFI_16174, AMPFI_04003, AMPFI_15120, AMPFI_23960, AMPFI_23025	DROME04361
OG0000660	AMPFI_17445	DROME17870
OG0000662	AMPFI_12334, AMPFI_02313	DROME13127, DROME03101, DROME20426
OG0000662	AMPFI_13450	DROME18061
OG0000663	AMPFI_11999	DROME05436
OG0000666	AMPFI_18404	DROME12576, DROME12575
OG0000670	AMPFI_22267	DROME01272, DROME01274, DROME01273, DROME03671, DROME03670
OG0000672	AMPFI_11096	DROME01096, DROME01095
OG0000672	AMPFI_17614	DROME13682
OG0000674	AMPFI_05318	DROME13823
OG0000674	AMPFI_14286	DROME12190
OG0000676	AMPFI_07198	DROME07205
OG0000676	AMPFI_01951	DROME15377
OG0000680	AMPFI_20692	DROME15155, DROME20131
OG0000681	AMPFI_10408	DROME11874, DROME11876, DROME11877, DROME11875
OG0000682	AMPFI_06701	DROME07174, DROME07172, DROME07169, DROME07171, DROME07170, DROME07173, DROME07175
OG0000683	AMPFI_06165	DROME11493, DROME11492
OG0000683	AMPFI_15593	DROME01831
OG0000690	AMPFI_25508	DROME13136
OG0000692	AMPFI_22914	DROME13871, DROME13870
OG0000694	AMPFI_20821	DROME18910
OG0000695	AMPFI_19882	DROME02480
OG0000696	AMPFI_13412	DROME04806, DROME04805, DROME04807, DROME04804, DROME04808
OG0000701	AMPFI_06365	DROME19925, DROME19926, DROME06204, DROME17248
OG0000702	AMPFI_20591	DROME02010
OG0000703	AMPFI_09469	DROME18602, DROME10089, DROME09744, DROME10003, DROME10370, DROME10371, DROME17633
OG0000708	AMPFI_18363	DROME21751, DROME21752
OG0000708	AMPFI_17855, AMPFI_19554	DROME18239
OG0000709	AMPFI_17426	DROME01206
OG0000711	AMPFI_11270	DROME09749, DROME09750
OG0000712	AMPFI_08144	DROME20363, DROME20365, DROME20364, DROME20366, DROME20367, DROME12698, DROME12699, DROME12697
OG0000713	AMPFI_24318, AMPFI_08961, AMPFI_11641	DROME14995
OG0000715	AMPFI_19789	DROME09525, DROME09528, DROME09523, DROME09527, DROME09526, DROME09524
OG0000717	AMPFI_06302, AMPFI_10785	DROME21009
OG0000720	AMPFI_05196	DROME08828
OG0000721	AMPFI_08986	DROME21732
OG0000721	AMPFI_22245	DROME19802, DROME19803, DROME19797, DROME19800, DROME19798, DROME19799, DROME19801
OG0000724	AMPFI_16071	DROME18296, DROME18300, DROME18301, DROME18294, DROME18295, DROME18297, DROME18299, DROME18298
OG0000726	AMPFI_13683	DROME21495, DROME21494, DROME21492, DROME21493
OG0000730	AMPFI_24051	DROME18332
OG0000731	AMPFI_14467	DROME03051, DROME03053, DROME03052
OG0000732	AMPFI_21125	DROME00208, DROME00209
OG0000732	AMPFI_19798, AMPFI_22564	DROME15061
OG0000733	AMPFI_00092	DROME17454
OG0000733	AMPFI_07683	DROME15558, DROME15560, DROME15556, DROME15557, DROME15561, DROME15562, DROME15564, DROME15563, DROME15559
OG0000734	AMPFI_12486, AMPFI_16496	DROME17455
OG0000735	AMPFI_12763	DROME13083, DROME13084, DROME13089, DROME13086, DROME13097, DROME13098, DROME13085, DROME13100, DROME13096, DROME13092, DROME13101, DROME13102, DROME13090, DROME13099, DROME13091, DROME13095, DROME13087, DROME13094, DROME13088, DROME13093
OG0000736	AMPFI_00116	DROME02615, DROME02614
OG0000737	AMPFI_09668	DROME16700, DROME16699, DROME17539, DROME17538, DROME17537, DROME17535, DROME17536, DROME17534, DROME17533
OG0000740	AMPFI_24652	DROME19981
OG0000740	AMPFI_17145	DROME17246, DROME03194, DROME13667, DROME06456
OG0000744	AMPFI_06604	DROME09899
OG0000747	AMPFI_14372, AMPFI_19843, AMPFI_13503, AMPFI_15337, AMPFI_14236, AMPFI_09850	DROME04467
OG0000749	AMPFI_08611	DROME10988, DROME10987
OG0000751	AMPFI_03506	DROME06060, DROME06059, DROME06061, DROME06062
OG0000752	AMPFI_17019	DROME15461
OG0000752	AMPFI_09329	DROME09086
OG0000752	AMPFI_04939	DROME20521, DROME11363
OG0000753	AMPFI_15523	DROME16114, DROME16113
OG0000753	AMPFI_14109	DROME22017, DROME22016, DROME22019, DROME22018, DROME22021
OG0000753	AMPFI_09896	DROME22020
OG0000755	AMPFI_18113, AMPFI_24528	DROME04400, DROME04398, DROME04396, DROME04397, DROME04399
OG0000757	AMPFI_01364	DROME07057
OG0000758	AMPFI_00957	DROME04523, DROME04522, DROME04521
OG0000759	AMPFI_20273	DROME01056
OG0000759	AMPFI_04195	DROME11263, DROME11264, DROME11262, DROME11261, DROME01055, DROME03914, DROME03913, DROME01209, DROME01208
OG0000761	AMPFI_02175	DROME04780, DROME04784, DROME04782, DROME04781, DROME04785, DROME04783
