Orthogroup	AMPFI_ok	HUMAN
OG0000197	AMPFI_14260	HUMAN00214, HUMAN21576, HUMAN21577, HUMAN21578, HUMAN05914, HUMAN05913, HUMAN00631, HUMAN25533, HUMAN25532, HUMAN27956, HUMAN27958, HUMAN27961, HUMAN27960, HUMAN27957, HUMAN27959
OG0000198	AMPFI_24261	HUMAN07259, HUMAN00404, HUMAN00406, HUMAN00407, HUMAN00405, HUMAN00408, HUMAN10546
OG0000201	AMPFI_03122	HUMAN25906, HUMAN20134
OG0000201	AMPFI_01733	HUMAN12206, HUMAN19902
OG0000202	AMPFI_02277	HUMAN08594, HUMAN08593, HUMAN23063, HUMAN27722, HUMAN27584, HUMAN27582, HUMAN27587, HUMAN03812, HUMAN18643, HUMAN24147, HUMAN03775, HUMAN01794
OG0000203	AMPFI_10377, AMPFI_15263	HUMAN21966, HUMAN00014
OG0000203	AMPFI_06550	HUMAN00153, HUMAN00154
OG0000204	AMPFI_16667	HUMAN18516
OG0000204	AMPFI_18110	HUMAN18517
OG0000204	AMPFI_16653, AMPFI_14128, AMPFI_06859	HUMAN04275, HUMAN06256
OG0000204	AMPFI_19770	HUMAN06257
OG0000205	AMPFI_19091	HUMAN12678, HUMAN20579, HUMAN06361
OG0000206	AMPFI_22039	HUMAN03735
OG0000207	AMPFI_08635, AMPFI_15520	HUMAN13832, HUMAN19141
OG0000208	AMPFI_19368, AMPFI_25316, AMPFI_25934, AMPFI_04187	HUMAN19119, HUMAN11858, HUMAN12257, HUMAN12256, HUMAN27010, HUMAN26894
OG0000209	AMPFI_09916, AMPFI_13365, AMPFI_06393	HUMAN10642, HUMAN10641
OG0000210	AMPFI_16256	HUMAN01117
OG0000210	AMPFI_21005	HUMAN22011, HUMAN22010
OG0000211	AMPFI_10849	HUMAN05541
OG0000211	AMPFI_12814	HUMAN10119, HUMAN10120, HUMAN28797
OG0000211	AMPFI_16753	HUMAN14218, HUMAN10060
OG0000213	AMPFI_07663	HUMAN11846, HUMAN07075
OG0000214	AMPFI_13169	HUMAN12671
OG0000215	AMPFI_03565	HUMAN23880, HUMAN18661
OG0000215	AMPFI_23213	HUMAN18245
OG0000216	AMPFI_00473	HUMAN24849, HUMAN24848
OG0000218	AMPFI_25516, AMPFI_06166, AMPFI_13579, AMPFI_21946, AMPFI_02956	HUMAN21084, HUMAN05261
OG0000220	AMPFI_11145	HUMAN03287
OG0000220	AMPFI_09063, AMPFI_16751, AMPFI_20109, AMPFI_11272	HUMAN28206
OG0000221	AMPFI_07550	HUMAN18223, HUMAN20676, HUMAN12806, HUMAN12805
OG0000221	AMPFI_18146, AMPFI_19059	HUMAN18037, HUMAN20574
OG0000222	AMPFI_16387, AMPFI_05918, AMPFI_03073	HUMAN18380, HUMAN00432, HUMAN18379, HUMAN18378, HUMAN18377
OG0000223	AMPFI_09693	HUMAN28208, HUMAN16716
OG0000225	AMPFI_24201, AMPFI_00311	HUMAN26821, HUMAN26818, HUMAN02411, HUMAN20859, HUMAN20858, HUMAN26781, HUMAN06681, HUMAN06682, HUMAN28017, HUMAN28016, HUMAN22075, HUMAN22076, HUMAN24061
OG0000226	AMPFI_21777, AMPFI_11732, AMPFI_11731	HUMAN18050
OG0000227	AMPFI_16595	HUMAN14351
OG0000227	AMPFI_00331	HUMAN18012, HUMAN26229
OG0000227	AMPFI_23018	HUMAN14350, HUMAN09613, HUMAN09611
OG0000227	AMPFI_12350	HUMAN21404
OG0000227	AMPFI_07507	HUMAN10994, HUMAN24420, HUMAN18815
OG0000228	AMPFI_21741	HUMAN11712, HUMAN04553, HUMAN04552
OG0000229	AMPFI_05764, AMPFI_10072, AMPFI_24212, AMPFI_15142, AMPFI_19973, AMPFI_16169, AMPFI_17069, AMPFI_03077	HUMAN29674
OG0000230	AMPFI_09954	HUMAN27790, HUMAN16569
OG0000231	AMPFI_01759	HUMAN11124, HUMAN27993, HUMAN27994
OG0000234	AMPFI_09748	HUMAN14313, HUMAN13886, HUMAN13884, HUMAN09743, HUMAN01653
OG0000234	AMPFI_05768	HUMAN02863, HUMAN02862, HUMAN04453
OG0000235	AMPFI_22306	HUMAN22277
OG0000236	AMPFI_19570	HUMAN01231, HUMAN01232
OG0000236	AMPFI_14068	HUMAN25711
OG0000239	AMPFI_07816	HUMAN12749, HUMAN02988, HUMAN18073
OG0000239	AMPFI_07246, AMPFI_08248	HUMAN08545
OG0000239	AMPFI_20472	HUMAN12754, HUMAN26078
OG0000240	AMPFI_05219, AMPFI_05218	HUMAN19892, HUMAN19897
OG0000242	AMPFI_10835, AMPFI_24613	HUMAN06808, HUMAN04472, HUMAN16342
OG0000242	AMPFI_05850	HUMAN17637, HUMAN26476
OG0000245	AMPFI_02673	HUMAN04221, HUMAN06119, HUMAN19518, HUMAN05726, HUMAN01960, HUMAN17748, HUMAN13244, HUMAN12223, HUMAN12226, HUMAN15927, HUMAN20162
OG0000248	AMPFI_08134, AMPFI_21352	HUMAN28926, HUMAN28842, HUMAN01609, HUMAN01611, HUMAN01612
OG0000250	AMPFI_16594	HUMAN13350
OG0000250	AMPFI_05967	HUMAN13349, HUMAN13351
OG0000250	AMPFI_18668, AMPFI_20205, AMPFI_19063	HUMAN27668
OG0000250	AMPFI_12386	HUMAN06114
OG0000251	AMPFI_03175	HUMAN21878, HUMAN21879, HUMAN00428
OG0000251	AMPFI_00617	HUMAN21880
OG0000255	AMPFI_21142	HUMAN30604, HUMAN30605
OG0000255	AMPFI_03946, AMPFI_14685, AMPFI_21286, AMPFI_16948	HUMAN04286
OG0000256	AMPFI_08473	HUMAN29239, HUMAN14982
OG0000256	AMPFI_07025, AMPFI_16869	HUMAN23740, HUMAN09481, HUMAN01743
OG0000257	AMPFI_24622	HUMAN08809, HUMAN18743
OG0000258	AMPFI_21660	HUMAN13201, HUMAN08490
OG0000258	AMPFI_11627	HUMAN21035, HUMAN02853
OG0000260	AMPFI_17984	HUMAN27590
OG0000260	AMPFI_24181	HUMAN26833, HUMAN20959
OG0000260	AMPFI_02009, AMPFI_19737	HUMAN03777
OG0000263	AMPFI_00438, AMPFI_09186, AMPFI_21947, AMPFI_07367, AMPFI_19982, AMPFI_22146, AMPFI_19084, AMPFI_23746, AMPFI_05784, AMPFI_09365, AMPFI_22196, AMPFI_17471, AMPFI_16413, AMPFI_04016, AMPFI_25277	HUMAN25245
OG0000265	AMPFI_06270	HUMAN29224
OG0000265	AMPFI_11224	HUMAN06211
OG0000268	AMPFI_23943	HUMAN17746, HUMAN17747, HUMAN13867
OG0000269	AMPFI_00757	HUMAN17779, HUMAN13131, HUMAN02926
OG0000270	AMPFI_19866	HUMAN16923, HUMAN08492, HUMAN15842
OG0000270	AMPFI_18262	HUMAN19510, HUMAN19509, HUMAN25405
OG0000271	AMPFI_21553	HUMAN21416, HUMAN12854, HUMAN17780, HUMAN26040, HUMAN19633, HUMAN06478, HUMAN03009
OG0000272	AMPFI_21855	HUMAN28095, HUMAN11703
OG0000272	AMPFI_20114	HUMAN16604, HUMAN00549, HUMAN28096, HUMAN19042, HUMAN26465, HUMAN20035
OG0000273	AMPFI_11471	HUMAN15012
OG0000273	AMPFI_01958	HUMAN10566, HUMAN10565, HUMAN10564, HUMAN10563
OG0000273	AMPFI_06629	HUMAN07418, HUMAN07417, HUMAN07420, HUMAN07419
OG0000273	AMPFI_05763	HUMAN16753, HUMAN16752
OG0000275	AMPFI_19384	HUMAN03545, HUMAN28702, HUMAN17534
OG0000276	AMPFI_21490, AMPFI_19137	HUMAN14938, HUMAN14939
OG0000276	AMPFI_23250	HUMAN22311
OG0000277	AMPFI_09153	HUMAN10958, HUMAN04583, HUMAN07256
OG0000277	AMPFI_19405	HUMAN03378, HUMAN22680, HUMAN22682, HUMAN24311
OG0000277	AMPFI_04428	HUMAN07255
OG0000278	AMPFI_20031	HUMAN07375, HUMAN12098
OG0000278	AMPFI_23155	HUMAN15042, HUMAN15043, HUMAN15041
OG0000278	AMPFI_11370	HUMAN16991
OG0000278	AMPFI_25739, AMPFI_15284	HUMAN08210, HUMAN08208, HUMAN08211
OG0000280	AMPFI_02568	HUMAN25439
OG0000282	AMPFI_11943	HUMAN02951, HUMAN12498
OG0000282	AMPFI_16635	HUMAN17183
OG0000282	AMPFI_18258	HUMAN03610
OG0000282	AMPFI_00662	HUMAN22064
OG0000282	AMPFI_13665	HUMAN12499
OG0000284	AMPFI_12259, AMPFI_25463	HUMAN01172, HUMAN24826, HUMAN14646
OG0000284	AMPFI_25872, AMPFI_11998	HUMAN01285, HUMAN28991
OG0000286	AMPFI_03455, AMPFI_19320, AMPFI_22609	HUMAN05817
OG0000286	AMPFI_01055	HUMAN28370
OG0000288	AMPFI_04129	HUMAN10017, HUMAN25535, HUMAN27850
OG0000289	AMPFI_17606	HUMAN00853, HUMAN23391
OG0000289	AMPFI_16478	HUMAN25308
OG0000295	AMPFI_07689, AMPFI_07690	HUMAN13492
OG0000296	AMPFI_07491	HUMAN08613
OG0000296	AMPFI_21136, AMPFI_23948	HUMAN23238, HUMAN09898
OG0000296	AMPFI_13267	HUMAN23176, HUMAN11443
OG0000297	AMPFI_06146, AMPFI_04214, AMPFI_18218, AMPFI_14665	HUMAN23498, HUMAN09565, HUMAN28800, HUMAN24497, HUMAN24495, HUMAN24496, HUMAN24498, HUMAN19189
OG0000298	AMPFI_05316, AMPFI_20740, AMPFI_23715	HUMAN18547, HUMAN19996, HUMAN04931
OG0000299	AMPFI_23716	HUMAN13685, HUMAN13683, HUMAN13682, HUMAN13684, HUMAN18940
OG0000300	AMPFI_08700	HUMAN25211
OG0000301	AMPFI_01248	HUMAN03359, HUMAN24284, HUMAN24283, HUMAN22693
OG0000301	AMPFI_07549	HUMAN26951
OG0000301	AMPFI_06298	HUMAN03228
OG0000303	AMPFI_15474, AMPFI_24726, AMPFI_06151	HUMAN15777
OG0000305	AMPFI_03870	HUMAN06757
OG0000306	AMPFI_01092	HUMAN26265
OG0000306	AMPFI_20442	HUMAN26268
OG0000307	AMPFI_07163	HUMAN08960
OG0000308	AMPFI_19983	HUMAN26518, HUMAN17798, HUMAN17796, HUMAN17797
OG0000308	AMPFI_20295	HUMAN00635
OG0000308	AMPFI_18028	HUMAN23142
OG0000309	AMPFI_00020, AMPFI_05314, AMPFI_03296	HUMAN02855
OG0000310	AMPFI_23833	HUMAN29760, HUMAN29761
OG0000312	AMPFI_07712	HUMAN09558, HUMAN23442
OG0000312	AMPFI_20772	HUMAN29892
OG0000312	AMPFI_21121	HUMAN22837, HUMAN07566
OG0000313	AMPFI_05659	HUMAN23081, HUMAN23082, HUMAN07848, HUMAN07849
OG0000313	AMPFI_25204	HUMAN18542, HUMAN05865, HUMAN18541
OG0000313	AMPFI_24408	HUMAN26880, HUMAN26879
OG0000314	AMPFI_19303	HUMAN20239, HUMAN13015, HUMAN15940
OG0000315	AMPFI_07490	HUMAN18260, HUMAN21457, HUMAN20231, HUMAN27332, HUMAN27331, HUMAN27330
OG0000315	AMPFI_02270	HUMAN26829
OG0000316	AMPFI_19051	HUMAN23016, HUMAN03066, HUMAN23015, HUMAN23014
OG0000316	AMPFI_17678	HUMAN23728, HUMAN14541
OG0000317	AMPFI_14578	HUMAN16611, HUMAN00683, HUMAN28101, HUMAN16612
OG0000319	AMPFI_18016, AMPFI_24803	HUMAN13915
OG0000319	AMPFI_20972, AMPFI_12866, AMPFI_03298, AMPFI_20408, AMPFI_22898	HUMAN27813
OG0000321	AMPFI_01151	HUMAN10412
OG0000321	AMPFI_13886	HUMAN07804, HUMAN21631, HUMAN30401, HUMAN30400, HUMAN07803, HUMAN21629
OG0000322	AMPFI_07075, AMPFI_22995, AMPFI_10175, AMPFI_10174, AMPFI_04030, AMPFI_12395	HUMAN07374
OG0000323	AMPFI_18244	HUMAN01778
OG0000323	AMPFI_12290	HUMAN02810, HUMAN19638
OG0000324	AMPFI_03289	HUMAN04420
OG0000325	AMPFI_00268, AMPFI_18454, AMPFI_22673	HUMAN28586
OG0000326	AMPFI_07142, AMPFI_15155	HUMAN00388, HUMAN00387, HUMAN00389
OG0000327	AMPFI_02810	HUMAN01411
OG0000328	AMPFI_12095	HUMAN11141, HUMAN07966, HUMAN07965, HUMAN11142, HUMAN11137, HUMAN28259, HUMAN18956, HUMAN11136, HUMAN11140, HUMAN11139, HUMAN28261, HUMAN28260, HUMAN18955
OG0000329	AMPFI_20416	HUMAN06602, HUMAN18161, HUMAN26322, HUMAN26323, HUMAN12536
OG0000330	AMPFI_03300, AMPFI_17388, AMPFI_11638	HUMAN08894, HUMAN08893
OG0000338	AMPFI_12428	HUMAN18523, HUMAN18521
OG0000338	AMPFI_12247	HUMAN26174
OG0000339	AMPFI_15009	HUMAN19136, HUMAN19137
OG0000341	AMPFI_21712	HUMAN27910
OG0000342	AMPFI_11197, AMPFI_07594, AMPFI_24016	HUMAN19070, HUMAN19069, HUMAN19071
OG0000343	AMPFI_06155	HUMAN25328
OG0000343	AMPFI_14007	HUMAN25327, HUMAN05299
OG0000344	AMPFI_06340	HUMAN26468, HUMAN04594, HUMAN07196
OG0000344	AMPFI_01579, AMPFI_02066, AMPFI_14648	HUMAN06678, HUMAN06679
OG0000345	AMPFI_07208, AMPFI_03618	HUMAN23757, HUMAN23095, HUMAN03649
OG0000346	AMPFI_07378, AMPFI_07379	HUMAN14664, HUMAN14665, HUMAN01028, HUMAN28459
OG0000349	AMPFI_20332	HUMAN19246, HUMAN13809
OG0000350	AMPFI_13974	HUMAN19194, HUMAN19193, HUMAN24478, HUMAN25222, HUMAN00783, HUMAN00776
OG0000350	AMPFI_04151	HUMAN08412, HUMAN18677
OG0000351	AMPFI_18306	HUMAN14831, HUMAN14830, HUMAN14832, HUMAN01022, HUMAN28874, HUMAN06905, HUMAN28873, HUMAN30497, HUMAN02363, HUMAN06903, HUMAN28872, HUMAN02362, HUMAN06904
OG0000351	AMPFI_23428	HUMAN06906
OG0000352	AMPFI_09522	HUMAN28462, HUMAN14440, HUMAN14836
OG0000352	AMPFI_16994	HUMAN25510
OG0000356	AMPFI_24451, AMPFI_14447, AMPFI_09090, AMPFI_19697, AMPFI_24155	HUMAN16866, HUMAN16864
OG0000356	AMPFI_06622, AMPFI_13045	HUMAN24976, HUMAN24975
OG0000357	AMPFI_23961	HUMAN10915
OG0000357	AMPFI_08530	HUMAN27044, HUMAN28888, HUMAN29931, HUMAN29932
OG0000358	AMPFI_12913	HUMAN06892
OG0000358	AMPFI_02004	HUMAN06877
OG0000358	AMPFI_18035	HUMAN06183, HUMAN06182
OG0000358	AMPFI_00204	HUMAN07810
OG0000359	AMPFI_13496	HUMAN11476, HUMAN11475, HUMAN10684
OG0000359	AMPFI_18442	HUMAN01488, HUMAN01487, HUMAN10921, HUMAN10920
OG0000359	AMPFI_16065	HUMAN30482
OG0000360	AMPFI_22680	HUMAN07694, HUMAN23042
OG0000360	AMPFI_06174	HUMAN21019
OG0000363	AMPFI_19121	HUMAN24877, HUMAN07338, HUMAN07337, HUMAN24873
OG0000363	AMPFI_04121	HUMAN26508
OG0000364	AMPFI_18353, AMPFI_21188, AMPFI_18689, AMPFI_01368, AMPFI_19431	HUMAN25612
OG0000365	AMPFI_08145	HUMAN05540, HUMAN21291, HUMAN01955, HUMAN21290, HUMAN14168, HUMAN14172, HUMAN14169, HUMAN01287, HUMAN14702, HUMAN14705, HUMAN14704
OG0000367	AMPFI_07904, AMPFI_24584	HUMAN02861, HUMAN21458
OG0000367	AMPFI_10053	HUMAN19257, HUMAN13779, HUMAN27433
OG0000371	AMPFI_06561	HUMAN29626
OG0000372	AMPFI_17037	HUMAN22749
OG0000372	AMPFI_10224	HUMAN00421
OG0000372	AMPFI_09792	HUMAN23778
OG0000372	AMPFI_13417	HUMAN18835, HUMAN16705
OG0000373	AMPFI_02134	HUMAN07152, HUMAN07150, HUMAN04999
OG0000373	AMPFI_16084	HUMAN16794
OG0000374	AMPFI_06145	HUMAN28952, HUMAN17756, HUMAN06432, HUMAN06433
OG0000374	AMPFI_10024	HUMAN03380, HUMAN22685
OG0000374	AMPFI_05049	HUMAN06431, HUMAN06430, HUMAN17757
OG0000375	AMPFI_07511	HUMAN22225
OG0000378	AMPFI_07224	HUMAN00762, HUMAN25391, HUMAN17445, HUMAN30089
OG0000378	AMPFI_10400	HUMAN05631, HUMAN05632, HUMAN02081, HUMAN15645, HUMAN15642, HUMAN15643
OG0000379	AMPFI_16322	HUMAN11868
OG0000379	AMPFI_17608	HUMAN10494, HUMAN12062
OG0000379	AMPFI_17738	HUMAN30691, HUMAN17335
OG0000379	AMPFI_06752	HUMAN00722, HUMAN00721
OG0000380	AMPFI_08876, AMPFI_25598	HUMAN04882, HUMAN18649
OG0000384	AMPFI_03715, AMPFI_01107, AMPFI_22343	HUMAN22826
OG0000386	AMPFI_05667, AMPFI_15517, AMPFI_22985, AMPFI_08084, AMPFI_00205, AMPFI_21789, AMPFI_00474	HUMAN23124, HUMAN05335, HUMAN30459
OG0000389	AMPFI_22466	HUMAN05183
OG0000389	AMPFI_07738	HUMAN23760, HUMAN03279
OG0000391	AMPFI_16689	HUMAN03741
OG0000391	AMPFI_24595	HUMAN12541, HUMAN12542, HUMAN06600, HUMAN26310, HUMAN18162
OG0000392	AMPFI_16078	HUMAN01116
OG0000393	AMPFI_11122	HUMAN07234
OG0000393	AMPFI_20681	HUMAN27562
OG0000393	AMPFI_17577	HUMAN13374
OG0000395	AMPFI_03869, AMPFI_03995	HUMAN19542, HUMAN05545
OG0000397	AMPFI_12772	HUMAN17188
OG0000399	AMPFI_14231	HUMAN08526
OG0000399	AMPFI_12451, AMPFI_24563	HUMAN16706
OG0000399	AMPFI_10126	HUMAN01751, HUMAN09596, HUMAN14913
OG0000400	AMPFI_16843	HUMAN25403
OG0000401	AMPFI_19353	HUMAN12512, HUMAN02934
OG0000402	AMPFI_10865	HUMAN27407, HUMAN03424
OG0000402	AMPFI_21549	HUMAN19232, HUMAN08155
OG0000403	AMPFI_17320	HUMAN05388, HUMAN05390
OG0000403	AMPFI_16136	HUMAN16242, HUMAN30309
OG0000405	AMPFI_10725	HUMAN01875, HUMAN10099, HUMAN23576, HUMAN23577
OG0000410	AMPFI_01121	HUMAN15661, HUMAN24012, HUMAN22614
OG0000411	AMPFI_13273	HUMAN00458, HUMAN25340
OG0000412	AMPFI_05733	HUMAN01024
OG0000412	AMPFI_24223	HUMAN29280
OG0000413	AMPFI_09027	HUMAN15492
OG0000413	AMPFI_05195	HUMAN09264, HUMAN18689, HUMAN15493
OG0000413	AMPFI_15394	HUMAN22024, HUMAN05237, HUMAN30227
OG0000415	AMPFI_07162, AMPFI_25345, AMPFI_07296	HUMAN20769, HUMAN08217, HUMAN24467, HUMAN24466, HUMAN18980, HUMAN18610, HUMAN18609
OG0000416	AMPFI_14943	HUMAN01240, HUMAN01239, HUMAN01245, HUMAN01241, HUMAN01238, HUMAN01242, HUMAN01246, HUMAN01243, HUMAN01244
OG0000417	AMPFI_02252, AMPFI_16248	HUMAN02370, HUMAN20361
OG0000419	AMPFI_09172	HUMAN03932
OG0000419	AMPFI_16286	HUMAN04658, HUMAN04656, HUMAN04654, HUMAN04657, HUMAN04655, HUMAN04659, HUMAN02414
OG0000420	AMPFI_23871	HUMAN07576, HUMAN23840, HUMAN23841
OG0000424	AMPFI_03735, AMPFI_21433, AMPFI_02103, AMPFI_06728	HUMAN03402, HUMAN03401, HUMAN03400, HUMAN03399, HUMAN03403, HUMAN03410
OG0000425	AMPFI_05884	HUMAN15884, HUMAN15882, HUMAN15881, HUMAN17059, HUMAN17058, HUMAN09246
OG0000425	AMPFI_01852	HUMAN15883, HUMAN19570, HUMAN05692
OG0000426	AMPFI_05934	HUMAN24154
OG0000426	AMPFI_04676	HUMAN20208, HUMAN12979, HUMAN16387, HUMAN12181
OG0000427	AMPFI_05181, AMPFI_05182	HUMAN04181
OG0000427	AMPFI_08931, AMPFI_06083	HUMAN00426, HUMAN21885
OG0000429	AMPFI_14088	HUMAN21085
OG0000431	AMPFI_00618	HUMAN10656
OG0000431	AMPFI_05479	HUMAN22396, HUMAN22397, HUMAN05405, HUMAN05406
OG0000431	AMPFI_02567	HUMAN21847, HUMAN07891, HUMAN07892, HUMAN07890
OG0000432	AMPFI_10240	HUMAN26492, HUMAN20952
OG0000433	AMPFI_09657	HUMAN13341, HUMAN12146
OG0000433	AMPFI_00584	HUMAN25706, HUMAN25705, HUMAN21369
OG0000434	AMPFI_12778, AMPFI_07772	HUMAN24562
OG0000435	AMPFI_08747	HUMAN08429
OG0000435	AMPFI_21181	HUMAN13679, HUMAN00704, HUMAN27348, HUMAN18944, HUMAN18945
OG0000436	AMPFI_15525	HUMAN20651, HUMAN17585, HUMAN20650, HUMAN20652
OG0000442	AMPFI_18182	HUMAN21746, HUMAN07667
OG0000442	AMPFI_07999	HUMAN21390, HUMAN00644, HUMAN25507
OG0000442	AMPFI_04228	HUMAN26607, HUMAN13221
OG0000443	AMPFI_17659	HUMAN29014, HUMAN17576, HUMAN17575
OG0000443	AMPFI_08479	HUMAN23658
OG0000444	AMPFI_10516	HUMAN06130, HUMAN06129, HUMAN02376, HUMAN02375, HUMAN02373, HUMAN02374
OG0000444	AMPFI_14412	HUMAN05043, HUMAN05044, HUMAN20398
OG0000446	AMPFI_24097, AMPFI_20203	HUMAN27630
OG0000446	AMPFI_05555	HUMAN04379
OG0000446	AMPFI_21150	HUMAN00515
OG0000447	AMPFI_12502	HUMAN22936, HUMAN29983, HUMAN05378, HUMAN24000, HUMAN24001, HUMAN24004
OG0000448	AMPFI_06913	HUMAN07702
OG0000450	AMPFI_01260	HUMAN10922, HUMAN26408, HUMAN26409
OG0000452	AMPFI_02857	HUMAN28968, HUMAN08620, HUMAN08619, HUMAN08617, HUMAN08618
OG0000454	AMPFI_16132	HUMAN14911
OG0000458	AMPFI_20152	HUMAN27361
OG0000458	AMPFI_04524	HUMAN27427, HUMAN27426, HUMAN27814, HUMAN18825
OG0000458	AMPFI_07546	HUMAN00588, HUMAN27908, HUMAN27907
OG0000459	AMPFI_22518, AMPFI_18998	HUMAN19503, HUMAN19500, HUMAN19501, HUMAN19502, HUMAN19499
OG0000460	AMPFI_11031	HUMAN12680
OG0000461	AMPFI_12796	HUMAN12693
OG0000461	AMPFI_12933	HUMAN26401, HUMAN26402, HUMAN07313, HUMAN07312, HUMAN07311, HUMAN07310
OG0000463	AMPFI_05009	HUMAN26997, HUMAN04467
OG0000463	AMPFI_16983, AMPFI_24517	HUMAN04468
OG0000463	AMPFI_23775	HUMAN28833, HUMAN09995, HUMAN09996
OG0000465	AMPFI_19029	HUMAN13778
OG0000465	AMPFI_07644	HUMAN00068
OG0000465	AMPFI_02128	HUMAN00069
OG0000467	AMPFI_12782	HUMAN02442
OG0000468	AMPFI_06635, AMPFI_17864	HUMAN29031
OG0000469	AMPFI_03128	HUMAN20925
OG0000469	AMPFI_08317	HUMAN23651
OG0000471	AMPFI_25824	HUMAN27547, HUMAN22681, HUMAN22684, HUMAN22683
OG0000471	AMPFI_16089	HUMAN23110, HUMAN23109, HUMAN23762, HUMAN03462
OG0000472	AMPFI_00236	HUMAN05491
OG0000473	AMPFI_13727, AMPFI_22924, AMPFI_11120, AMPFI_15405, AMPFI_15404, AMPFI_14363, AMPFI_24457, AMPFI_07123	HUMAN12691, HUMAN14596
OG0000474	AMPFI_11625	HUMAN06611, HUMAN06612, HUMAN06609, HUMAN12853, HUMAN12852, HUMAN20808, HUMAN18157
OG0000475	AMPFI_25135, AMPFI_16236	HUMAN23203, HUMAN21411
OG0000476	AMPFI_07783	HUMAN29052
OG0000476	AMPFI_08866	HUMAN29053
OG0000478	AMPFI_02947, AMPFI_15589	HUMAN26855
OG0000478	AMPFI_12511	HUMAN20441, HUMAN26857
OG0000479	AMPFI_03342	HUMAN00548, HUMAN25778, HUMAN30326
OG0000479	AMPFI_09996	HUMAN04562, HUMAN19754, HUMAN19753
OG0000480	AMPFI_18780	HUMAN00364, HUMAN00362
OG0000480	AMPFI_14622	HUMAN00363
OG0000481	AMPFI_04631	HUMAN10858
OG0000481	AMPFI_14700	HUMAN29163, HUMAN29162
OG0000481	AMPFI_12417	HUMAN23804, HUMAN27663
OG0000482	AMPFI_16288	HUMAN04810, HUMAN18681, HUMAN09268
OG0000482	AMPFI_19863	HUMAN18685
OG0000482	AMPFI_17333, AMPFI_20569, AMPFI_01031	HUMAN18687
OG0000485	AMPFI_22121	HUMAN20638
OG0000485	AMPFI_08283	HUMAN05761, HUMAN05762
OG0000486	AMPFI_16665, AMPFI_16285, AMPFI_12958, AMPFI_19185, AMPFI_24869	HUMAN22789, HUMAN03580
OG0000490	AMPFI_02409	HUMAN24885
OG0000494	AMPFI_14510	HUMAN11765, HUMAN04544, HUMAN07415, HUMAN11773, HUMAN07288
OG0000495	AMPFI_22166, AMPFI_20710, AMPFI_02092, AMPFI_15737, AMPFI_21882, AMPFI_16808	HUMAN25846
OG0000496	AMPFI_25760	HUMAN02986
OG0000497	AMPFI_07081	HUMAN07212, HUMAN12464
OG0000498	AMPFI_22216	HUMAN11282, HUMAN11283, HUMAN08229, HUMAN08228, HUMAN14106, HUMAN19165, HUMAN11327
OG0000499	AMPFI_15726, AMPFI_14684	HUMAN02683
OG0000503	AMPFI_06939	HUMAN16023, HUMAN04313, HUMAN04314, HUMAN26939, HUMAN26938
OG0000503	AMPFI_08675	HUMAN09859, HUMAN09860
OG0000504	AMPFI_23661, AMPFI_15881	HUMAN01815, HUMAN23327, HUMAN14139, HUMAN09762
OG0000505	AMPFI_13142	HUMAN14348, HUMAN28801, HUMAN09568, HUMAN09567, HUMAN01623
OG0000505	AMPFI_01675	HUMAN28802, HUMAN01622
OG0000506	AMPFI_10562	HUMAN30006
OG0000508	AMPFI_11279	HUMAN06650, HUMAN18003
OG0000510	AMPFI_02887	HUMAN12686, HUMAN27025, HUMAN07364, HUMAN05041
OG0000511	AMPFI_13653, AMPFI_03100	HUMAN25187
OG0000512	AMPFI_14449, AMPFI_16277, AMPFI_24226, AMPFI_25230	HUMAN27287, HUMAN27288, HUMAN21918, HUMAN18135, HUMAN18133, HUMAN18132, HUMAN18134
OG0000514	AMPFI_19314	HUMAN20065, HUMAN10473, HUMAN10472, HUMAN13478, HUMAN13479
OG0000515	AMPFI_04197	HUMAN03447
OG0000516	AMPFI_14909, AMPFI_11391	HUMAN28002, HUMAN28001, HUMAN08226, HUMAN19549, HUMAN05500, HUMAN05499, HUMAN24427
OG0000520	AMPFI_23972	HUMAN07303, HUMAN10919
OG0000520	AMPFI_14296	HUMAN15317, HUMAN05571
OG0000522	AMPFI_07135	HUMAN17344
OG0000522	AMPFI_14072, AMPFI_15408, AMPFI_24817, AMPFI_18956	HUMAN22247
OG0000523	AMPFI_10423	HUMAN07167
OG0000524	AMPFI_14569	HUMAN03324
OG0000525	AMPFI_13575	HUMAN02221, HUMAN02222, HUMAN29313
OG0000525	AMPFI_23427	HUMAN12020, HUMAN15942, HUMAN10325, HUMAN12019
OG0000527	AMPFI_21522	HUMAN02303, HUMAN14497
OG0000527	AMPFI_13103	HUMAN29406
OG0000528	AMPFI_18972, AMPFI_18973	HUMAN08895, HUMAN15806, HUMAN15805, HUMAN04719, HUMAN16886
OG0000529	AMPFI_19152	HUMAN02129
OG0000529	AMPFI_14588	HUMAN17231, HUMAN17232
OG0000529	AMPFI_10225	HUMAN05856, HUMAN11986, HUMAN00177
OG0000530	AMPFI_05279	HUMAN14150, HUMAN29041, HUMAN01293
OG0000533	AMPFI_18944, AMPFI_24303, AMPFI_00870, AMPFI_01819	HUMAN07476
OG0000534	AMPFI_09373	HUMAN06370
OG0000535	AMPFI_10209, AMPFI_10684, AMPFI_06826	HUMAN29487, HUMAN24304, HUMAN22290
