peak54432	promoter-TSS 
peak19764	promoter-TSS 
peak34385	promoter-TSS 
peak22514	exon 
peak15443	Intergenic
peak79415	Intergenic
peak30995	intron 
peak11411	intron 
peak40415	Intergenic
peak69914	exon 
peak47448	intron 
peak23602	promoter-TSS 
peak2309	Intergenic
peak65719	promoter-TSS 
peak26971	exon 
peak12124	intron 
peak5427	exon 
peak49063	exon 
peak12305	intron 
peak43186	intron 
peak81431	promoter-TSS 
peak15829	Intergenic
peak74126	promoter-TSS 
peak61318	Intergenic
peak2849	intron 
peak68172	Intergenic
peak34045	intron 
peak6191	Intergenic
peak82137	intron 
peak35255	intron 
peak67772	intron 
peak49565	intron 
peak41927	intron 
peak41711	intron 
peak57698	Intergenic
peak40962	Intergenic
peak79292	Intergenic
peak63573	Intergenic
peak69771	Intergenic
peak49371	Intergenic
peak81015	Intergenic
peak3018	Intergenic
peak50628	Intergenic
peak41092	promoter-TSS 
peak31499	Intergenic
peak17274	intron 
peak75002	Intergenic
peak13696	intron 
peak24102	TTS 
peak8484	Intergenic
peak2398	Intergenic
peak39233	Intergenic
peak42953	Intergenic
peak63658	intron 
peak22949	intron 
peak46424	intron 
peak19680	intron 
peak23953	exon 
peak60382	intron 
peak37381	promoter-TSS 
peak5839	intron 
peak79037	exon 
peak1355	Intergenic
peak9096	intron 
peak10619	promoter-TSS 
peak80610	intron 
peak8741	Intergenic
peak76974	Intergenic
peak69682	intron 
peak11844	intron 
peak36731	Intergenic
peak41505	intron 
peak73980	Intergenic
peak37621	promoter-TSS 
peak69936	intron 
peak41744	intron 
peak47653	intron 
peak16399	Intergenic
peak11443	intron 
peak53303	Intergenic
peak15944	intron 
peak49160	Intergenic
peak51294	intron 
peak42175	intron 
peak38001	intron 
peak48685	exon 
peak5906	promoter-TSS 
peak64811	Intergenic
peak79473	intron 
peak51554	Intergenic
peak76227	Intergenic
peak34082	intron 
peak27788	Intergenic
peak76263	Intergenic
peak49183	intron 
peak6121	intron 
peak78042	intron 
peak25680	intron 
peak48501	exon 
peak25497	intron 
peak72079	promoter-TSS 
peak42326	Intergenic
peak47919	promoter-TSS 
peak77715	Intergenic
peak36090	Intergenic
peak17072	promoter-TSS 
peak24255	promoter-TSS 
peak50614	TTS 
peak75804	intron 
peak76681	promoter-TSS 
peak59554	Intergenic
peak14269	promoter-TSS 
peak37388	promoter-TSS 
peak64054	intron 
peak33080	Intergenic
peak15842	exon 
peak80314	intron 
peak53317	intron 
peak19869	Intergenic
peak8067	intron 
peak30157	exon 
peak17844	Intergenic
peak14461	intron 
peak45996	Intergenic
peak55934	intron 
peak44469	Intergenic
peak23419	promoter-TSS 
peak15124	TTS 
peak42270	Intergenic
peak21441	Intergenic
peak28432	promoter-TSS 
peak14597	Intergenic
peak9860	exon 
peak68425	intron 
peak16867	Intergenic
peak52214	intron 
peak2493	Intergenic
peak58550	Intergenic
peak46519	Intergenic
peak33383	Intergenic
peak1562	exon 
peak28125	Intergenic
peak66469	promoter-TSS 
peak12776	intron 
peak36445	promoter-TSS 
peak19399	intron 
peak69534	promoter-TSS 
peak11062	promoter-TSS 
peak70802	exon 
peak32238	exon 
peak22094	exon 
peak3329	intron 
peak21213	exon 
peak80102	Intergenic
peak17768	Intergenic
peak32052	Intergenic
peak39865	intron 
peak20651	Intergenic
peak64281	TTS 
peak42739	Intergenic
peak40068	Intergenic
peak47470	intron 
peak75613	promoter-TSS 
peak31898	promoter-TSS 
peak31321	exon 
peak35327	Intergenic
peak862	Intergenic
peak62467	promoter-TSS 
peak39073	promoter-TSS 
peak71441	promoter-TSS 
peak5179	promoter-TSS 
peak36761	intron 
peak27459	Intergenic
peak58020	promoter-TSS 
peak57745	intron 
peak52663	Intergenic
peak9720	exon 
peak57057	exon 
peak42047	intron 
peak14122	Intergenic
peak32903	Intergenic
peak23712	intron 
peak48423	promoter-TSS 
peak78686	Intergenic
peak71109	exon 
peak6546	Intergenic
peak27681	Intergenic
peak75918	Intergenic
peak75491	intron 
peak71942	intron 
peak79768	promoter-TSS 
peak63489	intron 
peak7794	Intergenic
peak28904	Intergenic
peak21864	promoter-TSS 
peak13036	exon 
peak74373	Intergenic
peak32218	Intergenic
peak19619	intron 
peak49248	Intergenic
peak67072	intron 
peak73743	intron 
peak43236	promoter-TSS 
peak72051	Intergenic
peak43797	Intergenic
peak12110	Intergenic
peak64088	Intergenic
peak69890	TTS 
peak54703	Intergenic
peak38191	Intergenic
peak72934	Intergenic
peak13045	promoter-TSS 
peak10199	intron 
peak80222	intron 
peak3415	Intergenic
peak66810	intron 
peak58839	Intergenic
peak72992	Intergenic
peak4353	intron 
peak40673	TTS 
peak47201	Intergenic
peak22158	intron 
peak6789	intron 
peak31002	promoter-TSS 
peak44845	TTS 
peak28849	exon 
peak2236	intron 
peak70230	Intergenic
peak16687	intron 
peak78788	Intergenic
peak63665	promoter-TSS 
peak43574	TTS 
peak9387	exon 
peak16382	intron 
peak3079	Intergenic
peak55364	Intergenic
peak70284	Intergenic
peak79272	exon 
peak71959	intron 
peak59885	exon 
peak55287	intron 
peak57792	Intergenic
peak37518	Intergenic
peak32693	Intergenic
peak14889	Intergenic
peak22077	Intergenic
peak79921	promoter-TSS 
peak65314	Intergenic
peak74065	Intergenic
peak18564	exon 
peak80133	Intergenic
peak18413	promoter-TSS 
peak2549	Intergenic
peak9464	exon 
peak27970	Intergenic
peak82175	intron 
peak28396	Intergenic
peak63090	Intergenic
peak33374	exon 
peak35676	Intergenic
peak78226	TTS 
peak76690	intron 
peak16478	intron 
peak37008	Intergenic
peak36039	Intergenic
peak3300	intron 
peak4469	intron 
peak69844	promoter-TSS 
peak42186	intron 
peak12520	Intergenic
peak59284	promoter-TSS 
peak27762	Intergenic
peak61941	Intergenic
peak73963	intron 
peak74783	intron 
peak10920	intron 
peak18911	Intergenic
peak17749	intron 
peak64496	intron 
peak26074	Intergenic
peak6958	intron 
peak28062	intron 
peak26044	Intergenic
peak75715	Intergenic
peak78349	exon 
peak38230	intron 
peak40543	Intergenic
peak2264	Intergenic
peak50013	Intergenic
peak51616	intron 
peak8896	Intergenic
peak67164	Intergenic
peak54188	Intergenic
peak49688	Intergenic
peak22705	intron 
peak53730	intron 
peak18639	Intergenic
peak70621	Intergenic
peak66804	promoter-TSS 
peak58698	promoter-TSS 
peak9573	Intergenic
peak57151	intron 
peak32370	intron 
peak79662	Intergenic
peak69063	intron 
peak81113	exon 
peak21859	promoter-TSS 
peak74800	Intergenic
peak52601	Intergenic
peak13266	intron 
peak78727	promoter-TSS 
peak34279	Intergenic
peak8840	Intergenic
peak12446	Intergenic
peak67882	exon 
peak51492	intron 
peak28642	promoter-TSS 
peak12178	Intergenic
peak21972	intron 
peak479	Intergenic
peak42564	Intergenic
peak34653	intron 
peak51761	intron 
peak12052	intron 
peak26530	Intergenic
peak75526	promoter-TSS 
peak51181	Intergenic
peak18365	intron 
peak48967	promoter-TSS 
peak24739	promoter-TSS 
peak21505	intron 
peak69591	intron 
peak7654	intron 
peak18808	Intergenic
peak79447	Intergenic
peak50345	TTS 
peak4106	Intergenic
peak77952	promoter-TSS 
peak42341	intron 
peak68167	intron 
peak6346	intron 
peak61679	Intergenic
peak21382	intron 
peak20005	intron 
peak2084	promoter-TSS 
peak37444	TTS 
peak11455	Intergenic
peak23440	intron 
peak80992	intron 
peak29049	intron 
peak54260	Intergenic
peak50607	Intergenic
peak46663	intron 
peak36035	promoter-TSS 
peak63802	intron 
peak38534	Intergenic
peak16890	intron 
peak1037	Intergenic
peak16784	intron 
peak54290	Intergenic
peak43857	intron 
peak21773	intron 
peak59415	Intergenic
peak53768	exon 
peak18825	intron 
peak40197	intron 
peak11953	Intergenic
peak68024	Intergenic
peak79143	promoter-TSS 
peak56098	Intergenic
peak66020	Intergenic
peak76336	Intergenic
peak22545	promoter-TSS 
peak9114	exon 
peak6791	exon 
peak27173	exon 
peak13503	intron 
peak56369	Intergenic
peak39578	intron 
peak46073	Intergenic
peak53197	promoter-TSS 
peak10653	Intergenic
peak78576	Intergenic
peak216	Intergenic
peak50319	Intergenic
peak64002	Intergenic
peak41508	intron 
peak30842	Intergenic
peak10822	Intergenic
peak82501	intron 
peak39040	exon 
peak27641	Intergenic
peak76883	Intergenic
peak25634	Intergenic
peak80247	Intergenic
peak30209	exon 
peak31601	exon 
peak18436	exon 
peak8839	Intergenic
peak34837	promoter-TSS 
peak5109	intron 
peak49885	Intergenic
peak5778	intron 
peak55729	exon 
peak25426	exon 
peak23332	intron 
peak78928	promoter-TSS 
peak50112	exon 
peak46240	intron 
peak42811	intron 
peak40340	intron 
peak19331	intron 
peak2130	exon 
peak248	intron 
peak13135	intron 
peak10890	exon 
peak7352	Intergenic
peak32472	intron 
peak29556	Intergenic
peak63452	exon 
peak2366	Intergenic
peak61239	intron 
peak32929	promoter-TSS 
peak3467	Intergenic
peak34159	Intergenic
peak12677	intron 
peak54897	Intergenic
peak24195	intron 
peak22498	TTS 
peak69135	intron 
peak28574	intron 
peak11005	intron 
peak52087	intron 
peak68228	Intergenic
peak9517	Intergenic
peak70156	promoter-TSS 
peak63268	exon 
peak35158	promoter-TSS 
peak45948	Intergenic
peak6998	exon 
peak10410	intron 
peak23824	promoter-TSS 
peak70014	promoter-TSS 
peak61310	exon 
peak43259	Intergenic
peak24746	TTS 
peak54740	Intergenic
peak46152	promoter-TSS 
peak59537	Intergenic
peak7338	intron 
peak51692	intron 
peak82572	promoter-TSS 
peak21501	intron 
peak80073	intron 
peak72908	exon 
peak15738	Intergenic
peak69173	promoter-TSS 
peak1715	promoter-TSS 
peak39716	intron 
peak66691	exon 
peak52391	Intergenic
peak69367	intron 
peak9525	Intergenic
peak37646	intron 
peak30084	exon 
peak77062	intron 
peak20978	promoter-TSS 
peak21831	promoter-TSS 
peak16299	promoter-TSS 
peak13196	Intergenic
peak54565	Intergenic
peak40127	promoter-TSS 
peak24847	Intergenic
peak14960	promoter-TSS 
peak40289	Intergenic
peak66024	Intergenic
peak47292	promoter-TSS 
peak81245	Intergenic
peak72893	promoter-TSS 
peak52647	intron 
peak63800	intron 
peak4362	exon 
peak19267	intron 
peak49070	Intergenic
peak7863	exon 
peak53241	Intergenic
peak31780	exon 
peak66547	Intergenic
peak56616	Intergenic
peak35563	intron 
peak9410	intron 
peak40622	intron 
peak37346	intron 
peak40005	intron 
peak79704	intron 
peak44531	Intergenic
peak74838	Intergenic
peak65822	exon 
peak20996	intron 
peak78856	intron 
peak4973	promoter-TSS 
peak56520	intron 
peak43652	intron 
peak77921	Intergenic
peak32575	exon 
peak65212	Intergenic
peak58311	Intergenic
peak22805	intron 
peak82275	intron 
peak47603	Intergenic
peak11065	promoter-TSS 
peak66530	intron 
peak79724	intron 
peak25256	Intergenic
peak21513	promoter-TSS 
peak59846	intron 
peak12107	exon 
peak1431	intron 
peak73771	intron 
peak2348	intron 
peak63494	Intergenic
peak25430	Intergenic
peak2034	Intergenic
peak28539	intron 
peak36135	Intergenic
peak75446	Intergenic
peak62873	promoter-TSS 
peak78171	intron 
peak1199	Intergenic
peak22500	Intergenic
peak10617	promoter-TSS 
peak1401	intron 
peak19132	TTS 
peak14861	intron 
peak69184	Intergenic
peak63739	exon 
peak39170	promoter-TSS 
peak80518	TTS 
peak39443	intron 
peak26957	promoter-TSS 
peak69203	promoter-TSS 
peak61593	intron 
peak16149	promoter-TSS 
peak70083	Intergenic
peak1110	Intergenic
peak49608	Intergenic
peak35612	exon 
peak49215	Intergenic
peak30767	promoter-TSS 
peak3949	intron 
peak34518	exon 
peak25846	Intergenic
peak72816	exon 
peak61402	Intergenic
peak18451	Intergenic
peak76638	Intergenic
peak2882	Intergenic
peak23026	promoter-TSS 
peak53453	intron 
peak78176	promoter-TSS 
peak51248	intron 
peak13205	promoter-TSS 
peak47385	intron 
peak30246	exon 
peak26107	promoter-TSS 
peak19624	Intergenic
peak76302	Intergenic
peak35788	intron 
peak43766	promoter-TSS 
peak7839	promoter-TSS 
peak32642	Intergenic
peak41286	intron 
peak26908	promoter-TSS 
peak4040	TTS 
peak82745	intron 
peak22430	promoter-TSS 
peak78468	promoter-TSS 
peak13796	promoter-TSS 
peak49924	Intergenic
peak41052	exon 
peak63947	TTS 
peak36463	intron 
peak33302	intron 
peak36297	intron 
peak22698	Intergenic
peak5969	Intergenic
peak75218	Intergenic
peak35038	intron 
peak27364	Intergenic
peak60837	Intergenic
peak22479	intron 
peak28368	intron 
peak32130	exon 
peak68656	promoter-TSS 
peak66018	Intergenic
peak23723	TTS 
peak60297	exon 
peak68284	intron 
peak63123	exon 
peak31242	intron 
peak13076	Intergenic
peak62611	Intergenic
peak51854	exon 
peak51734	intron 
peak10402	exon 
peak41760	Intergenic
peak16236	Intergenic
peak981	promoter-TSS 
peak31964	exon 
peak69375	intron 
peak57917	Intergenic
peak28184	intron 
peak56121	Intergenic
peak39532	Intergenic
peak23169	Intergenic
peak39296	intron 
peak16884	intron 
peak1896	promoter-TSS 
peak7197	intron 
peak17882	Intergenic
peak6784	promoter-TSS 
peak10201	Intergenic
peak37970	promoter-TSS 
peak51825	intron 
peak26777	exon 
peak58719	Intergenic
peak11648	Intergenic
peak54710	Intergenic
peak9629	intron 
peak80338	Intergenic
peak20915	exon 
peak28095	intron 
peak58047	Intergenic
peak51925	promoter-TSS 
peak22563	TTS 
peak20218	intron 
peak24451	Intergenic
peak63431	promoter-TSS 
peak63891	intron 
peak26450	Intergenic
peak16758	promoter-TSS 
peak37194	Intergenic
peak34176	Intergenic
peak71189	intron 
peak35130	promoter-TSS 
peak60284	exon 
peak38108	promoter-TSS 
peak23277	Intergenic
peak70846	intron 
peak63364	promoter-TSS 
peak51876	intron 
peak7368	Intergenic
peak1043	Intergenic
peak25816	exon 
peak14876	intron 
peak54650	Intergenic
peak21687	Intergenic
peak11409	Intergenic
peak71561	Intergenic
peak19561	promoter-TSS 
peak13750	intron 
peak56386	Intergenic
peak27216	Intergenic
peak47549	intron 
peak71347	intron 
peak40131	intron 
peak69582	intron 
peak44212	Intergenic
peak6370	intron 
peak44861	promoter-TSS 
peak9235	Intergenic
peak65329	Intergenic
peak22107	promoter-TSS 
peak47956	promoter-TSS 
peak51239	promoter-TSS 
peak33849	intron 
peak31267	Intergenic
peak58952	Intergenic
peak78705	Intergenic
peak47841	Intergenic
peak26745	Intergenic
peak52917	Intergenic
peak25449	intron 
peak4958	Intergenic
peak10	Intergenic
peak56186	Intergenic
peak79103	Intergenic
peak51289	Intergenic
peak16288	Intergenic
peak63426	Intergenic
peak51970	intron 
peak37319	promoter-TSS 
peak10519	Intergenic
peak6606	Intergenic
peak19532	Intergenic
peak33423	Intergenic
peak58600	Intergenic
peak36321	Intergenic
peak8192	Intergenic
peak7477	promoter-TSS 
peak65520	Intergenic
peak49262	intron 
peak48611	intron 
peak37428	intron 
peak60559	Intergenic
peak70457	intron 
peak78826	intron 
peak68792	intron 
peak55135	intron 
peak43953	intron 
peak45685	Intergenic
peak8618	Intergenic
peak27056	Intergenic
peak60822	intron 
peak20387	Intergenic
peak68061	promoter-TSS 
peak36549	intron 
peak23650	Intergenic
peak74546	Intergenic
peak29074	promoter-TSS 
peak27409	promoter-TSS 
peak7840	promoter-TSS 
peak29843	intron 
peak42568	Intergenic
peak87	promoter-TSS 
peak56402	Intergenic
peak80393	intron 
peak17626	Intergenic
peak59483	Intergenic
peak24511	Intergenic
peak47046	promoter-TSS 
peak38248	intron 
peak61173	Intergenic
peak50481	intron 
peak23868	Intergenic
peak883	TTS 
peak4840	Intergenic
peak81640	Intergenic
peak63506	exon 
peak30732	intron 
peak48928	exon 
peak3322	intron 
peak15236	intron 
peak5686	intron 
peak54202	promoter-TSS 
peak37651	exon 
peak24028	Intergenic
peak23912	intron 
peak38606	intron 
peak30580	intron 
peak4819	intron 
peak31442	promoter-TSS 
peak783	promoter-TSS 
peak71833	intron 
peak55657	exon 
peak35593	Intergenic
peak64078	Intergenic
peak41256	exon 
peak24083	Intergenic
peak12226	promoter-TSS 
peak61726	promoter-TSS 
peak24791	intron 
peak14896	exon 
peak57028	Intergenic
peak28066	Intergenic
peak62530	intron 
peak73433	Intergenic
peak41334	Intergenic
peak77164	intron 
peak63643	intron 
peak21051	TTS 
peak62308	Intergenic
peak22374	intron 
peak67185	Intergenic
peak40142	exon 
peak31809	Intergenic
peak67912	exon 
peak49287	exon 
peak15459	exon 
peak66345	promoter-TSS 
peak18773	promoter-TSS 
peak24308	promoter-TSS 
peak50194	intron 
peak71331	promoter-TSS 
peak32146	Intergenic
peak6539	intron 
peak38967	TTS 
peak78914	promoter-TSS 
peak26080	Intergenic
peak68276	Intergenic
peak64443	intron 
peak50326	Intergenic
peak10859	intron 
peak55905	intron 
peak25045	Intergenic
peak43427	promoter-TSS 
peak71687	Intergenic
peak50086	Intergenic
peak43038	intron 
peak78985	Intergenic
peak64040	intron 
peak39247	exon 
peak14738	exon 
peak73692	Intergenic
peak66713	intron 
peak79613	intron 
peak66523	intron 
peak31694	Intergenic
peak22764	intron 
peak5821	Intergenic
peak64511	intron 
peak79113	Intergenic
peak72596	Intergenic
peak27258	Intergenic
peak43715	exon 
peak43684	Intergenic
peak50268	Intergenic
peak34399	intron 
peak6384	Intergenic
peak40642	exon 
peak76233	promoter-TSS 
peak79395	intron 
peak53353	TTS 
peak75769	Intergenic
peak39338	intron 
peak10456	exon 
peak5310	Intergenic
peak62724	intron 
peak16959	Intergenic
peak499	intron 
peak26098	intron 
peak69090	promoter-TSS 
peak48733	Intergenic
peak42390	intron 
peak48692	intron 
peak78387	intron 
peak78519	intron 
peak77038	Intergenic
peak43449	intron 
peak42331	Intergenic
peak81209	Intergenic
peak54875	Intergenic
peak28975	TTS 
peak13427	Intergenic
peak8154	Intergenic
peak9998	Intergenic
peak1712	TTS 
peak39283	promoter-TSS 
peak64457	intron 
peak35842	intron 
peak30455	intron 
peak29340	intron 
peak39827	intron 
peak25212	promoter-TSS 
peak75705	promoter-TSS 
peak55517	promoter-TSS 
peak35505	intron 
peak66659	promoter-TSS 
peak37636	exon 
peak11243	TTS 
peak78893	intron 
peak23354	Intergenic
peak41398	exon 
peak35836	Intergenic
peak44227	intron 
peak77414	Intergenic
peak13413	intron 
peak18946	promoter-TSS 
peak5582	Intergenic
peak82209	TTS 
peak70987	intron 
peak77679	intron 
peak80447	Intergenic
peak6639	exon 
peak16880	Intergenic
peak19737	promoter-TSS 
peak25163	promoter-TSS 
peak23319	promoter-TSS 
peak78494	Intergenic
peak55641	Intergenic
peak57684	exon 
peak33364	Intergenic
peak18403	Intergenic
peak17549	promoter-TSS 
peak69722	intron 
peak61740	intron 
peak52044	Intergenic
peak55887	Intergenic
peak73834	promoter-TSS 
peak71752	promoter-TSS 
peak15978	TTS 
peak55321	Intergenic
peak26362	Intergenic
peak10714	promoter-TSS 
peak40252	Intergenic
peak41097	intron 
peak43283	Intergenic
peak731	promoter-TSS 
peak59339	Intergenic
peak33336	promoter-TSS 
peak75793	Intergenic
peak1726	TTS 
peak15245	Intergenic
peak67193	Intergenic
peak17038	Intergenic
peak66178	intron 
peak39671	Intergenic
peak15428	promoter-TSS 
peak4583	intron 
peak75247	intron 
peak78158	exon 
peak71134	intron 
peak35983	promoter-TSS 
peak14868	promoter-TSS 
peak63094	Intergenic
peak17979	Intergenic
peak80803	Intergenic
peak72578	Intergenic
peak52753	intron 
peak34617	promoter-TSS 
peak14414	intron 
peak48470	promoter-TSS 
peak27461	Intergenic
peak58255	intron 
peak81411	intron 
peak51797	TTS 
peak55969	intron 
peak3505	TTS 
peak63023	Intergenic
peak57820	Intergenic
peak46926	Intergenic
peak68510	exon 
peak60782	exon 
peak30014	promoter-TSS 
peak29890	Intergenic
peak77658	promoter-TSS 
peak24539	exon 
peak56829	intron 
peak19831	exon 
peak61809	promoter-TSS 
peak37715	Intergenic
peak32964	Intergenic
peak5541	exon 
peak82691	intron 
peak45832	intron 
peak71594	intron 
peak31318	exon 
peak34349	intron 
peak77527	exon 
peak65164	exon 
peak63627	Intergenic
peak19097	promoter-TSS 
peak10188	intron 
peak33346	Intergenic
peak661	Intergenic
peak54377	intron 
peak51321	intron 
peak30652	promoter-TSS 
peak36403	promoter-TSS 
peak76952	Intergenic
peak36384	Intergenic
peak63817	TTS 
peak45709	Intergenic
