protein_ID	transcript_ID	gene_ID
XP_030835903.1	rna-XM_030980043.1	LOC115918469
XP_030835914.1	rna-XM_030980054.1	LOC105443151
XP_030835922.1	rna-XM_030980062.1	LOC115921826
XP_030835933.1	rna-XM_030980073.1	LOC588499
XP_030835939.1	rna-XM_030980079.1	LOC588499
XP_030835946.1	rna-XM_030980086.1	LOC115918470
XP_030835971.1	rna-XM_030980111.1	LOC115918471
XP_030835966.1	rna-XM_030980106.1	LOC115918471
XP_030835953.1	rna-XM_030980093.1	LOC115918471
XP_030835959.1	rna-XM_030980099.1	LOC115918471
XP_030835977.1	rna-XM_030980117.1	LOC115918471
XP_030835989.1	rna-XM_030980129.1	LOC115918471
XP_030835984.1	rna-XM_030980124.1	LOC115918471
XP_780354.3	rna-XM_775261.5	LOC574859
XP_030835860.1	rna-XM_030980000.1	LOC115921790
XP_011674301.1	rna-XM_011675999.2	LOC105443149
XP_030835871.1	rna-XM_030980011.1	LOC115921796
XP_030835796.1	rna-XM_030979936.1	LOC115921771
XP_030836014.1	rna-XM_030980154.1	LOC115921973
XP_030836015.1	rna-XM_030980155.1	LOC115921973
XP_030836013.1	rna-XM_030980153.1	LOC115921973
XP_030836018.1	rna-XM_030980158.1	LOC115917940
XP_030836017.1	rna-XM_030980157.1	LOC115917940
XP_030836019.1	rna-XM_030980159.1	LOC575609
XP_030836021.1	rna-XM_030980161.1	LOC579014
XP_030836020.1	rna-XM_030980160.1	LOC579014
XP_030836022.1	rna-XM_030980162.1	LOC579014
XP_011679667.2	rna-XM_011681365.2	LOC579084
XP_030836029.1	rna-XM_030980169.1	LOC583567
XP_030836023.1	rna-XM_030980163.1	LOC579197
XP_030836025.1	rna-XM_030980165.1	LOC579197
XP_030836039.1	rna-XM_030980179.1	LOC764654
XP_030836064.1	rna-XM_030980204.1	LOC585298
XP_030836047.1	rna-XM_030980187.1	LOC115922108
XP_030836070.1	rna-XM_030980210.1	LOC115922122
XP_011673175.2	rna-XM_011674873.2	LOC105442606
XP_030836081.1	rna-XM_030980221.1	LOC115922127
XP_783312.3	rna-XM_778219.5	LOC578029
XP_783380.2	rna-XM_778287.5	LOC578099
XP_030836096.1	rna-XM_030980236.1	LOC105442605
XP_003725819.1	rna-XM_003725771.3	LOC100890460
XP_030836111.1	rna-XM_030980251.1	LOC100890460
XP_030836130.1	rna-XM_030980270.1	LOC115922138
XP_030836138.1	rna-XM_030980278.1	LOC100890524
XP_030836202.1	rna-XM_030980342.1	LOC105437064
XP_030836156.1	rna-XM_030980296.1	LOC115918478
XP_030836149.1	rna-XM_030980289.1	LOC115918478
XP_030836207.1	rna-XM_030980347.1	LOC115922148
XP_030836213.1	rna-XM_030980353.1	LOC115922149
XP_030836166.1	rna-XM_030980306.1	LOC115918479
XP_030836179.1	rna-XM_030980319.1	LOC115922142
XP_030836217.1	rna-XM_030980357.1	LOC115922150
XP_030836186.1	rna-XM_030980326.1	LOC115922146
XP_030836236.1	rna-XM_030980376.1	LOC115922151
XP_030836228.1	rna-XM_030980368.1	LOC100892132
XP_030836334.1	rna-XM_030980474.1	LOC115922172
XP_030836248.1	rna-XM_030980388.1	LOC105446625
XP_030836255.1	rna-XM_030980395.1	LOC105446625
XP_030836262.1	rna-XM_030980402.1	LOC105446625
XP_030836246.1	rna-XM_030980386.1	LOC105446625
XP_030836271.1	rna-XM_030980411.1	LOC105446625
XP_030836342.1	rna-XM_030980482.1	LOC115922177
XP_030836279.1	rna-XM_030980419.1	LOC587625
XP_030836289.1	rna-XM_030980429.1	LOC115922162
XP_011681135.2	rna-XM_011682833.2	LOC591473
XP_030836309.1	rna-XM_030980449.1	LOC115922166
XP_030836317.1	rna-XM_030980457.1	LOC583425
XP_030836325.1	rna-XM_030980465.1	LOC115922170
XP_030836364.1	rna-XM_030980504.1	LOC115922187
XP_030836352.1	rna-XM_030980492.1	LOC115922183
XP_030836412.1	rna-XM_030980552.1	LOC115922199
XP_003725546.1	rna-XM_003725498.3	LOC100892810
XP_030836618.1	rna-XM_030980758.1	LOC115922249
XP_030836429.1	rna-XM_030980569.1	LOC115917867
XP_030836437.1	rna-XM_030980577.1	LOC115922203
XP_030836443.1	rna-XM_030980583.1	LOC115922203
XP_030836449.1	rna-XM_030980589.1	LOC115918498
XP_801926.1	rna-XM_796833.5	LOC579697
XP_780128.1	rna-XM_775035.5	LOC579697
XP_030836404.1	rna-XM_030980544.1	LOC100893578
XP_030836471.1	rna-XM_030980611.1	LOC762932
XP_030836502.1	rna-XM_030980642.1	LOC764270
XP_030836493.1	rna-XM_030980633.1	LOC764270
XP_030836485.1	rna-XM_030980625.1	LOC764270
XP_011672505.2	rna-XM_011674203.2	LOC100893216
XP_030836479.1	rna-XM_030980619.1	LOC115922217
XP_030836517.1	rna-XM_030980657.1	LOC105442270
XP_030836526.1	rna-XM_030980666.1	LOC115922228
XP_030836624.1	rna-XM_030980764.1	LOC593188
XP_011664410.2	rna-XM_011666108.2	LOC100893823
XP_003729328.3	rna-XM_003729280.3	LOC100893823
XP_030836542.1	rna-XM_030980682.1	LOC100893823
XP_030836552.1	rna-XM_030980692.1	LOC115922233
XP_030836637.1	rna-XM_030980777.1	LOC100892979
XP_030836557.1	rna-XM_030980697.1	LOC100893537
XP_030836379.1	rna-XM_030980519.1	LOC373274
XP_030836386.1	rna-XM_030980526.1	LOC373274
NP_999681.1	rna-NM_214516.1	LOC373274
XP_030836568.1	rna-XM_030980708.1	LOC105439863
XP_030836579.1	rna-XM_030980719.1	LOC100893659
XP_030836584.1	rna-XM_030980724.1	LOC100893659
XP_030836592.1	rna-XM_030980732.1	LOC591023
XP_030836603.1	rna-XM_030980743.1	LOC115922243
XP_030836646.1	rna-XM_030980786.1	LOC115922254
XP_030836659.1	rna-XM_030980799.1	LOC115922256
XP_030836667.1	rna-XM_030980807.1	LOC115922258
XP_030836610.1	rna-XM_030980750.1	LOC115922245
XP_030836673.1	rna-XM_030980813.1	LOC100891886
XP_011663194.2	rna-XM_011664892.2	LOC100892931
XP_030837416.1	rna-XM_030981556.1	LOC115922542
XP_030836748.1	rna-XM_030980888.1	LOC754090
XP_030837022.1	rna-XM_030981162.1	LOC105442656
XP_030837030.1	rna-XM_030981170.1	LOC115922335
XP_030837040.1	rna-XM_030981180.1	LOC115922335
XP_030836757.1	rna-XM_030980897.1	LOC105437865
XP_030837050.1	rna-XM_030981190.1	LOC100892902
XP_030837052.1	rna-XM_030981192.1	LOC100892902
XP_030836766.1	rna-XM_030980906.1	LOC105437866
XP_030837061.1	rna-XM_030981201.1	LOC115917982
XP_030836787.1	rna-XM_030980927.1	LOC100888205
XP_030837074.1	rna-XM_030981214.1	LOC115917926
XP_030836796.1	rna-XM_030980936.1	LOC115922299
XP_003730067.2	rna-XM_003730019.2	LOC100890416
XP_030836810.1	rna-XM_030980950.1	LOC763275
XP_030836821.1	rna-XM_030980961.1	LOC577419
XP_030837099.1	rna-XM_030981239.1	LOC115922342
XP_030837091.1	rna-XM_030981231.1	LOC115922342
XP_030837083.1	rna-XM_030981223.1	LOC577662
XP_030836827.1	rna-XM_030980967.1	LOC100892267
XP_030836835.1	rna-XM_030980975.1	LOC105444385
XP_030837108.1	rna-XM_030981248.1	LOC105440311
XP_003725698.2	rna-XM_003725650.3	LOC100889276
XP_030837118.1	rna-XM_030981258.1	LOC100889839
XP_030836848.1	rna-XM_030980988.1	LOC105445431
XP_030837129.1	rna-XM_030981269.1	LOC763955
XP_030837132.1	rna-XM_030981272.1	LOC763955
XP_030837147.1	rna-XM_030981287.1	LOC115918511
XP_030837141.1	rna-XM_030981281.1	LOC115918511
XP_030837153.1	rna-XM_030981293.1	LOC115918511
XP_030837161.1	rna-XM_030981301.1	LOC115918511
XP_030837167.1	rna-XM_030981307.1	LOC115918511
XP_030837186.1	rna-XM_030981326.1	LOC590120
XP_030837181.1	rna-XM_030981321.1	LOC590120
XP_030837176.1	rna-XM_030981316.1	LOC590120
XP_011667392.1	rna-XM_011669090.1	LOC105439739
XP_011667389.1	rna-XM_011669087.2	LOC105439736
XP_030836875.1	rna-XM_030981015.1	LOC105439740
XP_030836883.1	rna-XM_030981023.1	LOC115922313
XP_030836898.1	rna-XM_030981038.1	LOC105442725
XP_030837199.1	rna-XM_030981339.1	LOC115922389
XP_030837203.1	rna-XM_030981343.1	LOC115922389
XP_030836905.1	rna-XM_030981045.1	LOC105437194
XP_030837206.1	rna-XM_030981346.1	LOC105440883
XP_030836913.1	rna-XM_030981053.1	LOC100892289
XP_030836922.1	rna-XM_030981062.1	LOC115922317
XP_030836729.1	rna-XM_030980869.1	LOC590277
XP_003724808.1	rna-XM_003724760.3	LOC100893109
XP_011665925.1	rna-XM_011667623.2	LOC100893109
XP_011669458.1	rna-XM_011671156.2	LOC105440704
XP_030837207.1	rna-XM_030981347.1	LOC754235
XP_030837209.1	rna-XM_030981349.1	LOC115918512
XP_030837212.1	rna-XM_030981352.1	LOC115918512
XP_030836939.1	rna-XM_030981079.1	LOC115922321
XP_030836946.1	rna-XM_030981086.1	LOC100890363
XP_030837216.1	rna-XM_030981356.1	LOC589138
XP_788060.1	rna-XM_782967.3	LOC583041
XP_030837259.1	rna-XM_030981399.1	LOC100888229
XP_030837253.1	rna-XM_030981393.1	LOC100888229
XP_011676112.2	rna-XM_011677810.2	LOC105444045
XP_030837274.1	rna-XM_030981414.1	LOC115922487
XP_030837290.1	rna-XM_030981430.1	LOC115922487
XP_030837282.1	rna-XM_030981422.1	LOC115922487
XP_030837309.1	rna-XM_030981449.1	LOC100889357
XP_003723908.2	rna-XM_003723860.3	LOC100889357
XP_030837303.1	rna-XM_030981443.1	LOC100889357
XP_030837317.1	rna-XM_030981457.1	LOC581634
XP_030837322.1	rna-XM_030981462.1	LOC115918515
XP_030836955.1	rna-XM_030981095.1	LOC105444056
XP_030836964.1	rna-XM_030981104.1	LOC115922324
XP_030836975.1	rna-XM_030981115.1	LOC115922326
XP_011676125.1	rna-XM_011677823.1	LOC105444054
XP_795047.5	rna-XM_789954.5	LOC590346
XP_030837337.1	rna-XM_030981477.1	LOC753533
XP_030836991.1	rna-XM_030981131.1	LOC115922328
XP_011676108.2	rna-XM_011677806.2	LOC105444042
XP_030837358.1	rna-XM_030981498.1	LOC115918516
XP_030837374.1	rna-XM_030981514.1	LOC115918518
XP_030837367.1	rna-XM_030981507.1	LOC115918518
XP_030837382.1	rna-XM_030981522.1	LOC115922536
XP_799672.5	rna-XM_794579.5	LOC574919
XP_030837394.1	rna-XM_030981534.1	LOC574919
XP_030837404.1	rna-XM_030981544.1	LOC115922540
XP_030837412.1	rna-XM_030981552.1	LOC586505
XP_030837478.1	rna-XM_030981618.1	LOC100892349
XP_030837495.1	rna-XM_030981635.1	LOC100892716
XP_030837503.1	rna-XM_030981643.1	LOC100892716
XP_030837488.1	rna-XM_030981628.1	LOC100892716
XP_030837509.1	rna-XM_030981649.1	LOC115922580
XP_030837712.1	rna-XM_030981852.1	LOC754087
XP_030837519.1	rna-XM_030981659.1	LOC590178
XP_030837515.1	rna-XM_030981655.1	LOC590178
XP_030837536.1	rna-XM_030981676.1	LOC105445385
XP_030837528.1	rna-XM_030981668.1	LOC105445385
XP_030837543.1	rna-XM_030981683.1	LOC105445385
XP_030837549.1	rna-XM_030981689.1	LOC105445385
XP_030837557.1	rna-XM_030981697.1	LOC115922587
XP_030837565.1	rna-XM_030981705.1	LOC115922588
XP_030837577.1	rna-XM_030981717.1	LOC115918522
XP_030837589.1	rna-XM_030981729.1	LOC115918523
XP_788906.1	rna-XM_783813.5	LOC583925
XP_011669372.1	rna-XM_011671070.2	LOC583925
XP_030837422.1	rna-XM_030981562.1	LOC115922543
XP_030837432.1	rna-XM_030981572.1	LOC115922548
XP_011673354.1	rna-XM_011675052.2	LOC105442694
XP_030837445.1	rna-XM_030981585.1	LOC115922560
XP_030837619.1	rna-XM_030981759.1	LOC576737
XP_030837613.1	rna-XM_030981753.1	LOC576737
XP_030837621.1	rna-XM_030981761.1	LOC576737
XP_030837630.1	rna-XM_030981770.1	LOC576807
XP_030837451.1	rna-XM_030981591.1	LOC585207
XP_030837641.1	rna-XM_030981781.1	LOC115922613
XP_030837457.1	rna-XM_030981597.1	LOC115922567
XP_030837661.1	rna-XM_030981801.1	LOC593816
XP_030837681.1	rna-XM_030981821.1	LOC105438712
XP_030837672.1	rna-XM_030981812.1	LOC105438712
XP_030837668.1	rna-XM_030981808.1	LOC105438712
XP_030837684.1	rna-XM_030981824.1	LOC105438712
XP_030837468.1	rna-XM_030981608.1	LOC115922569
XP_030837695.1	rna-XM_030981835.1	LOC753389
XP_011670632.2	rna-XM_011672330.2	LOC105441310
XP_030837776.1	rna-XM_030981916.1	LOC105447404
XP_030837800.1	rna-XM_030981940.1	LOC115922651
XP_030838060.1	rna-XM_030982200.1	LOC115922720
XP_030837804.1	rna-XM_030981944.1	LOC100891501
XP_030837810.1	rna-XM_030981950.1	LOC584812
XP_030837814.1	rna-XM_030981954.1	LOC115918531
XP_030837824.1	rna-XM_030981964.1	LOC583564
XP_030837841.1	rna-XM_030981981.1	LOC752535
XP_030837837.1	rna-XM_030981977.1	LOC752535
XP_030837847.1	rna-XM_030981987.1	LOC115918532
XP_030837855.1	rna-XM_030981995.1	LOC594424
XP_798963.1	rna-XM_793870.4	LOC594428
XP_030837883.1	rna-XM_030982023.1	LOC115918533
XP_030837875.1	rna-XM_030982015.1	LOC115918533
XP_030837894.1	rna-XM_030982034.1	LOC593531
XP_030837749.1	rna-XM_030981889.1	LOC115922641
XP_030837758.1	rna-XM_030981898.1	LOC115918530
XP_798072.1	rna-XM_792979.4	LOC593507
XP_030837927.1	rna-XM_030982067.1	LOC115922691
XP_030837939.1	rna-XM_030982079.1	LOC105446430
XP_030837743.1	rna-XM_030981883.1	LOC105446985
XP_030837948.1	rna-XM_030982088.1	LOC115922699
XP_011682815.1	rna-XM_011684513.2	LOC593978
NP_999744.1	rna-NM_214579.2	LOC373385
XP_030837989.1	rna-XM_030982129.1	LOC105447265
XP_030837982.1	rna-XM_030982122.1	LOC105447265
XP_030837999.1	rna-XM_030982139.1	LOC591623
XP_030838005.1	rna-XM_030982145.1	LOC591623
XP_030838012.1	rna-XM_030982152.1	LOC591623
XP_030838020.1	rna-XM_030982160.1	LOC591623
XP_030838029.1	rna-XM_030982169.1	LOC100891824
XP_011680967.1	rna-XM_011682665.2	LOC590548
XP_030838054.1	rna-XM_030982194.1	LOC115918538
XP_030838078.1	rna-XM_030982218.1	LOC115918539
XP_030838069.1	rna-XM_030982209.1	LOC115922722
XP_030838144.1	rna-XM_030982284.1	LOC115922747
XP_030838153.1	rna-XM_030982293.1	LOC105446630
XP_030838165.1	rna-XM_030982305.1	LOC115922753
XP_030838174.1	rna-XM_030982314.1	LOC105443813
XP_030838182.1	rna-XM_030982322.1	LOC105443814
XP_030838189.1	rna-XM_030982329.1	LOC115922757
XP_030838195.1	rna-XM_030982335.1	LOC115922759
XP_011676162.1	rna-XM_011677860.1	LOC105444075
XP_030838107.1	rna-XM_030982247.1	LOC105443805
XP_011675728.1	rna-XM_011677426.2	LOC105443805
XP_030838114.1	rna-XM_030982254.1	LOC105443805
XP_030838124.1	rna-XM_030982264.1	LOC105443805
XP_011675727.1	rna-XM_011677425.2	LOC105443805
XP_030838101.1	rna-XM_030982241.1	LOC105443805
XP_030838212.1	rna-XM_030982352.1	LOC115922766
XP_030838223.1	rna-XM_030982363.1	LOC105443172
XP_030838137.1	rna-XM_030982277.1	LOC115922743
XP_030838131.1	rna-XM_030982271.1	LOC115922743
XP_030838237.1	rna-XM_030982377.1	LOC115922769
XP_030838270.1	rna-XM_030982410.1	LOC115918017
XP_030838281.1	rna-XM_030982421.1	LOC115918017
XP_003730306.2	rna-XM_003730258.3	LOC100889188
XP_030838316.1	rna-XM_030982456.1	LOC592542
XP_030838322.1	rna-XM_030982462.1	LOC100888685
XP_030838329.1	rna-XM_030982469.1	LOC115922796
XP_800182.2	rna-XM_795089.5	LOC582499
XP_030838375.1	rna-XM_030982515.1	LOC584140
XP_011660845.2	rna-XM_011662543.2	LOC592565
XP_030838387.1	rna-XM_030982527.1	LOC115922821
XP_030838252.1	rna-XM_030982392.1	LOC115922771
XP_030838394.1	rna-XM_030982534.1	LOC100893791
XP_011667835.1	rna-XM_011669533.2	LOC105439961
XP_030838408.1	rna-XM_030982548.1	LOC592745
XP_030838415.1	rna-XM_030982555.1	LOC592721
XP_030838423.1	rna-XM_030982563.1	LOC115922838
XP_030838432.1	rna-XM_030982572.1	LOC577408
XP_030838438.1	rna-XM_030982578.1	LOC577408
XP_011674725.1	rna-XM_011676423.2	LOC577465
XP_782786.2	rna-XM_777693.5	LOC577465
XP_030838263.1	rna-XM_030982403.1	LOC115918543
XP_030838459.1	rna-XM_030982599.1	LOC762630
XP_030838475.1	rna-XM_030982615.1	LOC105446376
XP_793854.3	rna-XM_788761.5	LOC589108
XP_030838487.1	rna-XM_030982627.1	LOC100892924
XP_030838492.1	rna-XM_030982632.1	LOC591531
XP_030838499.1	rna-XM_030982639.1	LOC585173
XP_030838500.1	rna-XM_030982640.1	LOC585173
XP_030838496.1	rna-XM_030982636.1	LOC115922885
XP_003727319.2	rna-XM_003727271.3	LOC100893064
XP_030838503.1	rna-XM_030982643.1	LOC100893064
XP_030838517.1	rna-XM_030982657.1	LOC577635
XP_030838510.1	rna-XM_030982650.1	LOC577635
XP_030838524.1	rna-XM_030982664.1	LOC105446350
XP_003730245.1	rna-XM_003730197.3	LOC100888319
XP_011668102.1	rna-XM_011669800.2	LOC588864
XP_030838659.1	rna-XM_030982799.1	LOC587136
XP_003730244.2	rna-XM_003730196.3	LOC100888186
XP_030838681.1	rna-XM_030982821.1	LOC115922967
XP_030838693.1	rna-XM_030982833.1	LOC115918553
XP_030838705.1	rna-XM_030982845.1	LOC100892299
XP_030838716.1	rna-XM_030982856.1	LOC115922976
XP_011678898.1	rna-XM_011680596.2	LOC581022
XP_786139.2	rna-XM_781046.5	LOC581022
XP_011678900.2	rna-XM_011680598.2	LOC581022
XP_011678896.1	rna-XM_011680594.2	LOC581022
XP_030838615.1	rna-XM_030982755.1	LOC115922951
XP_030838757.1	rna-XM_030982897.1	LOC587479
XP_030838762.1	rna-XM_030982902.1	LOC594037
NP_001073025.1	rna-NM_001079557.2	foxx
XP_030838621.1	rna-XM_030982761.1	LOC115922955
XP_030838777.1	rna-XM_030982917.1	LOC115922990
XP_030838772.1	rna-XM_030982912.1	LOC100892589
XP_030838785.1	rna-XM_030982925.1	LOC115922991
XP_030838796.1	rna-XM_030982936.1	LOC115922993
XP_030838800.1	rna-XM_030982940.1	LOC115922999
XP_030838811.1	rna-XM_030982951.1	LOC115918558
XP_030838817.1	rna-XM_030982957.1	LOC580954
XP_030838830.1	rna-XM_030982970.1	LOC115918559
XP_011675398.1	rna-XM_011677096.2	LOC581492
XP_011675399.1	rna-XM_011677097.2	LOC581492
XP_786578.3	rna-XM_781485.5	LOC581492
XP_011675397.1	rna-XM_011677095.2	LOC581492
XP_030838863.1	rna-XM_030983003.1	LOC115923015
XP_030838870.1	rna-XM_030983010.1	LOC100891979
XP_030838628.1	rna-XM_030982768.1	LOC115922956
XP_011675391.2	rna-XM_011677089.2	LOC756773
XP_001196525.3	rna-XM_001196525.4	LOC756773
XP_030838896.1	rna-XM_030983036.1	LOC115923022
XP_030838902.1	rna-XM_030983042.1	LOC100891765
XP_030838915.1	rna-XM_030983055.1	LOC100891765
XP_030838907.1	rna-XM_030983047.1	LOC100891765
XP_030838922.1	rna-XM_030983062.1	LOC100891765
XP_030838929.1	rna-XM_030983069.1	LOC591306
XP_030838946.1	rna-XM_030983086.1	LOC115917910
XP_030838938.1	rna-XM_030983078.1	LOC115917910
XP_030838963.1	rna-XM_030983103.1	LOC100892184
XP_030838956.1	rna-XM_030983096.1	LOC100892184
XP_030838976.1	rna-XM_030983116.1	LOC115918562
XP_030839133.1	rna-XM_030983273.1	LOC100888121
XP_003731251.2	rna-XM_003731203.3	LOC100888208
XP_030838987.1	rna-XM_030983127.1	LOC100891616
XP_030838993.1	rna-XM_030983133.1	LOC100891906
XP_001175481.2	rna-XM_001175481.4	LOC752244
XP_030839015.1	rna-XM_030983155.1	LOC752584
XP_030839030.1	rna-XM_030983170.1	LOC115923050
XP_030839024.1	rna-XM_030983164.1	LOC115923050
XP_030839042.1	rna-XM_030983182.1	LOC575824
XP_030839059.1	rna-XM_030983199.1	LOC115918567
XP_030839050.1	rna-XM_030983190.1	LOC115923055
XP_030839095.1	rna-XM_030983235.1	LOC105441512
XP_030839083.1	rna-XM_030983223.1	LOC105441512
XP_030839068.1	rna-XM_030983208.1	LOC105441512
XP_030839077.1	rna-XM_030983217.1	LOC105441512
XP_030839088.1	rna-XM_030983228.1	LOC105441512
XP_030839149.1	rna-XM_030983289.1	LOC115918163
XP_030839111.1	rna-XM_030983251.1	LOC757110
XP_030839159.1	rna-XM_030983299.1	LOC105441510
XP_030839123.1	rna-XM_030983263.1	LOC115923074
XP_030839508.1	rna-XM_030983648.1	LOC587576
XP_792366.2	rna-XM_787273.4	LOC587550
XP_030839255.1	rna-XM_030983395.1	LOC100891533
XP_030839249.1	rna-XM_030983389.1	LOC100891533
XP_030839284.1	rna-XM_030983424.1	LOC594801
XP_030839193.1	rna-XM_030983333.1	LOC752751
XP_030839296.1	rna-XM_030983436.1	LOC105440246
XP_030839293.1	rna-XM_030983433.1	LOC115918575
XP_030839318.1	rna-XM_030983458.1	LOC115923157
XP_030839306.1	rna-XM_030983446.1	LOC115923157
XP_030839312.1	rna-XM_030983452.1	LOC115923157
XP_030839327.1	rna-XM_030983467.1	LOC115923161
XP_787815.2	rna-XM_782722.2	LOC582783
XP_030839334.1	rna-XM_030983474.1	LOC115923164
XP_030839344.1	rna-XM_030983484.1	LOC115923164
XP_030839340.1	rna-XM_030983480.1	LOC115923164
XP_030839355.1	rna-XM_030983495.1	LOC579970
XP_030839210.1	rna-XM_030983350.1	LOC591131
XP_030839365.1	rna-XM_030983505.1	LOC115923175
XP_030839382.1	rna-XM_030983522.1	LOC105439080
XP_030839219.1	rna-XM_030983359.1	LOC575474
NP_999808.1	rna-NM_214643.2	Gp96
XP_030839392.1	rna-XM_030983532.1	LOC589422
XP_030839400.1	rna-XM_030983540.1	LOC589422
XP_030839421.1	rna-XM_030983561.1	LOC575742
XP_799852.3	rna-XM_794759.5	LOC575812
XP_030839442.1	rna-XM_030983582.1	LOC115923207
XP_030839451.1	rna-XM_030983591.1	LOC115923213
XP_011668495.2	rna-XM_011670193.2	LOC576011
XP_799870.2	rna-XM_794777.5	LOC576011
XP_030839472.1	rna-XM_030983612.1	LOC115923225
XP_030839484.1	rna-XM_030983624.1	LOC115918577
XP_001201157.2	rna-XM_001201157.2	LOC764708
XP_030839493.1	rna-XM_030983633.1	LOC577335
XP_782608.1	rna-XM_777515.5	LOC577275
XP_030839240.1	rna-XM_030983380.1	LOC115923121
XP_011675494.2	rna-XM_011677192.2	LOC105443694
XP_030839596.1	rna-XM_030983736.1	LOC105442268
XP_003723772.1	rna-XM_003723724.3	LOC100893880
XP_011675493.1	rna-XM_011677191.2	LOC100893880
XP_030839583.1	rna-XM_030983723.1	LOC105444508
XP_030839616.1	rna-XM_030983756.1	LOC762878
XP_030839610.1	rna-XM_030983750.1	LOC115923301
XP_787993.3	rna-XM_782900.5	LOC582972
XP_030839604.1	rna-XM_030983744.1	LOC582994
XP_030839628.1	rna-XM_030983768.1	LOC589404
XP_030839635.1	rna-XM_030983775.1	LOC115918579
XP_011668547.2	rna-XM_011670245.2	LOC589352
XP_011668546.2	rna-XM_011670244.2	LOC589352
XP_800553.4	rna-XM_795460.5	LOC589352
XP_794040.3	rna-XM_788947.5	LOC589303
XP_030839655.1	rna-XM_030983795.1	LOC115918580
XP_030839668.1	rna-XM_030983808.1	LOC105439117
XP_030839674.1	rna-XM_030983814.1	LOC115923355
XP_030839683.1	rna-XM_030983823.1	LOC115923359
XP_795079.3	rna-XM_789986.5	LOC590379
XP_030839690.1	rna-XM_030983830.1	LOC590379
XP_030839707.1	rna-XM_030983847.1	LOC100888038
XP_030839701.1	rna-XM_030983841.1	LOC100888038
XP_030839725.1	rna-XM_030983865.1	LOC576902
XP_030839737.1	rna-XM_030983877.1	LOC115923386
XP_030839738.1	rna-XM_030983878.1	LOC105440569
XP_030839740.1	rna-XM_030983880.1	LOC579381
XP_030839745.1	rna-XM_030983885.1	LOC115918583
XP_011673543.2	rna-XM_011675241.2	LOC594672
XP_799202.3	rna-XM_794109.5	LOC594676
XP_030839758.1	rna-XM_030983898.1	LOC594676
XP_030839767.1	rna-XM_030983907.1	LOC105442775
XP_800776.2	rna-XM_795683.5	LOC593734
XP_030839785.1	rna-XM_030983925.1	LOC593734
XP_030839791.1	rna-XM_030983931.1	LOC115918100
XP_030839863.1	rna-XM_030984003.1	LOC100888012
XP_011668980.2	rna-XM_011670678.2	LOC581064
XP_030839805.1	rna-XM_030983945.1	LOC587683
XP_030839799.1	rna-XM_030983939.1	LOC587683
XP_030839816.1	rna-XM_030983956.1	LOC105439065
XP_030839822.1	rna-XM_030983962.1	LOC115923431
NP_001229632.1	rna-NM_001242703.1	HE
XP_001176086.1	rna-XM_001176086.4	LOC752524
XP_030839891.1	rna-XM_030984031.1	LOC574636
XP_011664934.1	rna-XM_011666632.2	LOC105438610
XP_030839858.1	rna-XM_030983998.1	LOC100889187
XP_011664933.1	rna-XM_011666631.2	LOC100889187
XP_030839852.1	rna-XM_030983992.1	LOC100889187
XP_011664932.1	rna-XM_011666630.2	LOC100889187
XP_030840109.1	rna-XM_030984249.1	LOC115923488
XP_030840414.1	rna-XM_030984554.1	LOC115923576
XP_030840117.1	rna-XM_030984257.1	LOC582602
XP_030840128.1	rna-XM_030984268.1	LOC115918584
XP_030840135.1	rna-XM_030984275.1	LOC115923493
XP_030839914.1	rna-XM_030984054.1	ABCC5a
NP_001268689.1	rna-NM_001281760.1	ABCC5a
XP_030840142.1	rna-XM_030984282.1	LOC115918585
XP_030839933.1	rna-XM_030984073.1	LOC115923454
XP_030839940.1	rna-XM_030984080.1	LOC115923455
