Orthogroup	HELIO_ok	ORYLA
OG0000198	HELIO_07810	ORYLA19780, ORYLA16521
OG0000201	HELIO_03794	ORYLA16516, ORYLA00614, ORYLA00794, ORYLA17010
OG0000201	HELIO_07497	ORYLA17554, ORYLA04556, ORYLA03543
OG0000201	HELIO_09400	ORYLA11410, ORYLA04401, ORYLA17966
OG0000202	HELIO_09483, HELIO_08601	ORYLA08109, ORYLA18114, ORYLA17987, ORYLA05097, ORYLA08265, ORYLA07710, ORYLA01328, ORYLA04936, ORYLA08130, ORYLA06184
OG0000203	HELIO_11397	ORYLA02186, ORYLA05651, ORYLA02226
OG0000203	HELIO_01088	ORYLA06336, ORYLA13132, ORYLA15645
OG0000203	HELIO_02460	ORYLA15587
OG0000204	HELIO_05116	ORYLA19568
OG0000204	HELIO_05845	ORYLA14833, ORYLA12329, ORYLA11040
OG0000205	HELIO_00076	ORYLA10735, ORYLA11823, ORYLA04847, ORYLA00096
OG0000205	HELIO_00236	ORYLA07839, ORYLA16466, ORYLA01806
OG0000205	HELIO_00235, HELIO_07450	ORYLA08887, ORYLA07906, ORYLA16386, ORYLA08645, ORYLA09823
OG0000206	HELIO_05908	ORYLA19707, ORYLA12010
OG0000206	HELIO_09072, HELIO_05036, HELIO_06863, HELIO_08368	ORYLA04922
OG0000207	HELIO_04136, HELIO_05670, HELIO_01226, HELIO_01015, HELIO_08023	ORYLA12926, ORYLA15852
OG0000208	HELIO_06822, HELIO_08975	ORYLA16091, ORYLA04477, ORYLA03969, ORYLA14541
OG0000211	HELIO_11401	ORYLA03809, ORYLA03810
OG0000211	HELIO_09853	ORYLA05322
OG0000211	HELIO_00554	ORYLA04972
OG0000211	HELIO_04759	ORYLA02476, ORYLA17530, ORYLA18617
OG0000211	HELIO_11035	ORYLA15118, ORYLA12450
OG0000213	HELIO_04918, HELIO_01073, HELIO_04313, HELIO_04336, HELIO_06549	ORYLA03846, ORYLA17582
OG0000215	HELIO_05873, HELIO_05161, HELIO_03905	ORYLA04441, ORYLA17376
OG0000218	HELIO_12321	ORYLA15885
OG0000220	HELIO_04300, HELIO_10035, HELIO_12042	ORYLA06609, ORYLA09295
OG0000221	HELIO_06860	ORYLA19844, ORYLA09679, ORYLA09153, ORYLA06716, ORYLA16420, ORYLA20056
OG0000221	HELIO_10767	ORYLA03306, ORYLA16226, ORYLA13864
OG0000221	HELIO_06340	ORYLA19366, ORYLA06146, ORYLA01810, ORYLA16468
OG0000223	HELIO_07967	ORYLA10038, ORYLA11518
OG0000225	HELIO_03666, HELIO_05507, HELIO_12455	ORYLA10962, ORYLA15835, ORYLA13765, ORYLA15534, ORYLA19091, ORYLA15739, ORYLA02794, ORYLA01507
OG0000227	HELIO_02891	ORYLA09705, ORYLA16473
OG0000227	HELIO_06498, HELIO_04590	ORYLA07005, ORYLA07006, ORYLA13332
OG0000228	HELIO_05990	ORYLA04088, ORYLA03535, ORYLA04089, ORYLA00004, ORYLA00005, ORYLA01119
OG0000229	HELIO_12626, HELIO_08788, HELIO_08327	ORYLA09346
OG0000230	HELIO_01183	ORYLA10690
OG0000231	HELIO_00476	ORYLA08962
OG0000233	HELIO_09993	ORYLA18003
OG0000234	HELIO_06356	ORYLA13000, ORYLA14105, ORYLA12637, ORYLA05772, ORYLA01693
OG0000234	HELIO_10361	ORYLA11249, ORYLA14751
OG0000235	HELIO_01611, HELIO_06097, HELIO_07273	ORYLA07335
OG0000236	HELIO_10807	ORYLA12896, ORYLA06350
OG0000236	HELIO_03897, HELIO_07442	ORYLA11551
OG0000238	HELIO_10889	ORYLA07768
OG0000238	HELIO_06126	ORYLA07061, ORYLA18743, ORYLA15964
OG0000239	HELIO_09847	ORYLA16412, ORYLA07887, ORYLA08904, ORYLA06616, ORYLA09375, ORYLA08385
OG0000239	HELIO_06585	ORYLA11432, ORYLA10759
OG0000239	HELIO_09876	ORYLA19462, ORYLA07829, ORYLA05627, ORYLA01800
OG0000240	HELIO_07617	ORYLA18684
OG0000242	HELIO_08165	ORYLA11284, ORYLA20306, ORYLA07965
OG0000242	HELIO_01488	ORYLA20204, ORYLA11050
OG0000245	HELIO_12327, HELIO_04665	ORYLA15217, ORYLA11246, ORYLA04509, ORYLA03682, ORYLA06224, ORYLA16414, ORYLA07883, ORYLA09803, ORYLA05566, ORYLA05567, ORYLA08317, ORYLA16849, ORYLA08043, ORYLA05783, ORYLA00278, ORYLA00279, ORYLA17013
OG0000246	HELIO_12542	ORYLA17250
OG0000248	HELIO_03449	ORYLA19716, ORYLA01732, ORYLA06052, ORYLA06051
OG0000250	HELIO_03230	ORYLA14962
OG0000250	HELIO_09216	ORYLA16891
OG0000250	HELIO_12457	ORYLA11002
OG0000251	HELIO_12261	ORYLA19579, ORYLA14495
OG0000251	HELIO_05418	ORYLA09347, ORYLA13883, ORYLA03324
OG0000255	HELIO_11786	ORYLA04331
OG0000255	HELIO_04587, HELIO_06197, HELIO_12461, HELIO_12238, HELIO_00118, HELIO_05381, HELIO_00573	ORYLA12113
OG0000256	HELIO_11169	ORYLA02742, ORYLA16602, ORYLA00877
OG0000256	HELIO_06584, HELIO_07024, HELIO_07406, HELIO_07937	ORYLA19550, ORYLA12202, ORYLA14805, ORYLA12201
OG0000257	HELIO_10210	ORYLA07342, ORYLA19508, ORYLA14895
OG0000257	HELIO_08653	ORYLA11428, ORYLA00194, ORYLA04615, ORYLA01083, ORYLA04202
OG0000258	HELIO_07834	ORYLA13731, ORYLA14055, ORYLA11238
OG0000258	HELIO_11938	ORYLA10418, ORYLA04818, ORYLA08148
OG0000260	HELIO_02123	ORYLA10907, ORYLA18428, ORYLA15874
OG0000263	HELIO_05578, HELIO_08363, HELIO_05846, HELIO_05963, HELIO_01532, HELIO_11244, HELIO_09948	ORYLA00024
OG0000265	HELIO_10981	ORYLA12872, ORYLA06630, ORYLA16609, ORYLA00871, ORYLA18135, ORYLA02583
OG0000265	HELIO_02949	ORYLA17739, ORYLA10912, ORYLA14726
OG0000268	HELIO_11907	ORYLA05672, ORYLA09801, ORYLA05671
OG0000270	HELIO_08940	ORYLA04819, ORYLA10416, ORYLA10417, ORYLA03104
OG0000270	HELIO_11284	ORYLA04109, ORYLA11496
OG0000270	HELIO_00681	ORYLA03400
OG0000272	HELIO_06926	ORYLA01727, ORYLA05346, ORYLA10396, ORYLA15887, ORYLA20158, ORYLA03232, ORYLA18754
OG0000273	HELIO_05150	ORYLA13171
OG0000273	HELIO_03083	ORYLA05785, ORYLA16265, ORYLA00791
OG0000273	HELIO_01650	ORYLA17595
OG0000273	HELIO_02819	ORYLA11307
OG0000275	HELIO_11881	ORYLA19424
OG0000275	HELIO_08804	ORYLA08098, ORYLA00342, ORYLA00341, ORYLA02599
OG0000276	HELIO_12000	ORYLA07457, ORYLA07458
OG0000277	HELIO_01369	ORYLA07913, ORYLA13592, ORYLA17906
OG0000277	HELIO_01920	ORYLA04770, ORYLA02631, ORYLA17515, ORYLA01293
OG0000280	HELIO_02582	ORYLA11520
OG0000281	HELIO_07402	ORYLA13690, ORYLA18802, ORYLA15942, ORYLA10808, ORYLA13337, ORYLA07002, ORYLA09322
OG0000281	HELIO_08563	ORYLA12563, ORYLA03894, ORYLA01378
OG0000282	HELIO_10802	ORYLA00210, ORYLA09022
OG0000282	HELIO_02090	ORYLA18951
OG0000282	HELIO_06080	ORYLA04706
OG0000284	HELIO_09271, HELIO_08507, HELIO_03356	ORYLA12966, ORYLA01651, ORYLA17103, ORYLA18256
OG0000284	HELIO_04011	ORYLA20455, ORYLA00383
OG0000285	HELIO_08936	ORYLA18449
OG0000288	HELIO_01393	ORYLA16173, ORYLA06317, ORYLA14637, ORYLA12168, ORYLA08853
OG0000289	HELIO_07121	ORYLA13565, ORYLA06948, ORYLA17464
OG0000289	HELIO_08142	ORYLA11776
OG0000290	HELIO_00049, HELIO_02831, HELIO_07100	ORYLA20080, ORYLA20081
OG0000295	HELIO_04234	ORYLA03631
OG0000295	HELIO_05051	ORYLA16746, ORYLA00613
OG0000296	HELIO_12440	ORYLA02357, ORYLA13209
OG0000296	HELIO_07957	ORYLA05484, ORYLA12730
OG0000297	HELIO_10152, HELIO_00500, HELIO_06867, HELIO_11184, HELIO_11616	ORYLA02364, ORYLA14934, ORYLA17528, ORYLA17276
OG0000298	HELIO_09048, HELIO_06605, HELIO_10723	ORYLA07637, ORYLA08867, ORYLA17620, ORYLA02644, ORYLA07534
OG0000299	HELIO_09503	ORYLA06308, ORYLA15623
OG0000300	HELIO_11563, HELIO_11637	ORYLA01942, ORYLA05122
OG0000301	HELIO_10571	ORYLA16651
OG0000301	HELIO_11537	ORYLA11071, ORYLA15337, ORYLA12907
OG0000301	HELIO_08461	ORYLA12506
OG0000302	HELIO_04163	ORYLA08419
OG0000303	HELIO_04480, HELIO_03956, HELIO_10932	ORYLA16302
OG0000305	HELIO_04494	ORYLA05505
OG0000305	HELIO_11371	ORYLA02167, ORYLA05631, ORYLA20085, ORYLA06691, ORYLA14370, ORYLA15761
OG0000306	HELIO_09402	ORYLA04450, ORYLA08161, ORYLA04852, ORYLA02312, ORYLA17215, ORYLA00329, ORYLA19413
OG0000308	HELIO_09361, HELIO_07835	ORYLA08644
OG0000308	HELIO_05751	ORYLA08982
OG0000309	HELIO_05101	ORYLA11241
OG0000312	HELIO_01538	ORYLA12072, ORYLA02919
OG0000312	HELIO_09957	ORYLA07558
OG0000312	HELIO_10360	ORYLA20410, ORYLA04032
OG0000313	HELIO_06905	ORYLA07713, ORYLA09993
OG0000313	HELIO_11614	ORYLA12846, ORYLA05854
OG0000314	HELIO_03371	ORYLA07735, ORYLA16991, ORYLA16992, ORYLA16282, ORYLA05811
OG0000315	HELIO_08178	ORYLA10390, ORYLA03355
OG0000315	HELIO_09319	ORYLA09757, ORYLA06311, ORYLA09200
OG0000315	HELIO_06387	ORYLA14332, ORYLA10891
OG0000316	HELIO_00705	ORYLA05028, ORYLA00489, ORYLA00488
OG0000316	HELIO_01356	ORYLA06812, ORYLA13482
OG0000317	HELIO_09420	ORYLA11482, ORYLA19885, ORYLA01724, ORYLA05343
OG0000319	HELIO_04456, HELIO_04612	ORYLA17421, ORYLA02486, ORYLA17422
OG0000321	HELIO_08196	ORYLA12958, ORYLA02627
OG0000321	HELIO_12621	ORYLA16703, ORYLA00623
OG0000321	HELIO_08301	ORYLA01005, ORYLA09493, ORYLA09170, ORYLA01006, ORYLA09494, ORYLA09171
OG0000322	HELIO_03829, HELIO_10830, HELIO_06778	ORYLA02330, ORYLA02329
OG0000323	HELIO_07979	ORYLA05750
OG0000323	HELIO_09877	ORYLA06414, ORYLA19842, ORYLA10008
OG0000326	HELIO_08613	ORYLA13893
OG0000328	HELIO_12519	ORYLA07598, ORYLA01753, ORYLA05454, ORYLA05455, ORYLA14292, ORYLA20008
OG0000329	HELIO_07087	ORYLA15753, ORYLA13741, ORYLA08617, ORYLA09747, ORYLA08863, ORYLA07072, ORYLA07907
OG0000330	HELIO_11289, HELIO_02354, HELIO_05125, HELIO_05025, HELIO_10817, HELIO_00687	ORYLA11384, ORYLA11385
OG0000333	HELIO_00226	ORYLA02740
OG0000337	HELIO_03995	ORYLA19308, ORYLA19275
OG0000338	HELIO_11240	ORYLA03979, ORYLA03456, ORYLA02319
OG0000338	HELIO_09261	ORYLA17367, ORYLA06348
OG0000338	HELIO_11115	ORYLA01999, ORYLA20309, ORYLA06130
OG0000339	HELIO_05723, HELIO_01207	ORYLA13968
OG0000341	HELIO_08174, HELIO_08173	ORYLA09071, ORYLA11727, ORYLA13974, ORYLA02031
OG0000343	HELIO_11255, HELIO_11254, HELIO_11253, HELIO_04075	ORYLA11766, ORYLA05311, ORYLA03936, ORYLA03297
OG0000344	HELIO_01783	ORYLA04585, ORYLA07404, ORYLA00179, ORYLA17833
OG0000345	HELIO_12314	ORYLA17736, ORYLA03893, ORYLA18632, ORYLA19612, ORYLA01382, ORYLA08221
OG0000346	HELIO_07117	ORYLA17074, ORYLA17069, ORYLA00274, ORYLA18239, ORYLA06649, ORYLA13251, ORYLA13252, ORYLA02973
OG0000349	HELIO_02776, HELIO_06671, HELIO_02602, HELIO_03916	ORYLA12838, ORYLA06978
OG0000350	HELIO_10069	ORYLA15941, ORYLA15940, ORYLA14279, ORYLA08983, ORYLA05129, ORYLA01930
OG0000350	HELIO_00597	ORYLA19267, ORYLA07162
OG0000350	HELIO_10189	ORYLA09458
OG0000350	HELIO_09346	ORYLA10263, ORYLA11347
OG0000352	HELIO_07849	ORYLA02626, ORYLA13214, ORYLA13215, ORYLA16805, ORYLA00708, ORYLA00709
OG0000352	HELIO_02109	ORYLA19045
OG0000356	HELIO_07250, HELIO_04896	ORYLA03036
OG0000356	HELIO_09257	ORYLA20188, ORYLA13681
OG0000357	HELIO_12008	ORYLA17822
OG0000357	HELIO_04303	ORYLA11167, ORYLA14261, ORYLA15724
OG0000358	HELIO_08162	ORYLA20349
OG0000358	HELIO_07934	ORYLA11098, ORYLA15332
OG0000358	HELIO_07992	ORYLA11009
OG0000358	HELIO_09698	ORYLA09492
OG0000359	HELIO_08095	ORYLA12664, ORYLA16724
OG0000359	HELIO_01337	ORYLA09391, ORYLA16382
OG0000359	HELIO_08324	ORYLA01269
OG0000360	HELIO_05668	ORYLA09367, ORYLA12791
OG0000360	HELIO_09290	ORYLA14415
OG0000363	HELIO_08685	ORYLA12525
OG0000363	HELIO_04531	ORYLA06099, ORYLA19085, ORYLA08262, ORYLA01904
OG0000364	HELIO_03949, HELIO_12735, HELIO_10136, HELIO_07364, HELIO_06168, HELIO_10958	ORYLA19293
OG0000365	HELIO_11146	ORYLA03808, ORYLA04263, ORYLA09099, ORYLA06385, ORYLA08881, ORYLA17112
OG0000367	HELIO_11366	ORYLA11251, ORYLA13727, ORYLA14050
OG0000367	HELIO_00864	ORYLA15500, ORYLA07069, ORYLA11818
OG0000371	HELIO_00894	ORYLA07825, ORYLA07827
OG0000372	HELIO_08010	ORYLA11902
OG0000372	HELIO_12662	ORYLA16999, ORYLA12426
OG0000372	HELIO_08215	ORYLA15492, ORYLA11861
OG0000373	HELIO_07356	ORYLA17975, ORYLA07919, ORYLA16362
OG0000374	HELIO_12548	ORYLA19024, ORYLA09807, ORYLA15744
OG0000374	HELIO_08385	ORYLA04768, ORYLA17516, ORYLA02630
OG0000374	HELIO_07571	ORYLA15743, ORYLA10304, ORYLA09808
OG0000375	HELIO_04344	ORYLA16528, ORYLA07976, ORYLA16760, ORYLA08298, ORYLA07775, ORYLA08187, ORYLA08185, ORYLA16640
OG0000375	HELIO_02630	ORYLA04642, ORYLA11940
OG0000378	HELIO_00664	ORYLA05982, ORYLA05320, ORYLA08586, ORYLA09562, ORYLA01469
OG0000379	HELIO_02753	ORYLA03532
OG0000379	HELIO_09413	ORYLA08182
OG0000379	HELIO_10769	ORYLA00689
OG0000379	HELIO_01951	ORYLA02012
OG0000382	HELIO_06591	ORYLA15461, ORYLA14549, ORYLA11229
OG0000384	HELIO_11619	ORYLA19370
OG0000384	HELIO_06784	ORYLA05624
OG0000386	HELIO_06942, HELIO_09822, HELIO_04683	ORYLA00517, ORYLA01282, ORYLA04071
OG0000389	HELIO_05126, HELIO_04723, HELIO_01825	ORYLA19978, ORYLA08372, ORYLA04896
OG0000391	HELIO_10879	ORYLA04923, ORYLA08111
OG0000392	HELIO_05710, HELIO_07226	ORYLA06665, ORYLA13229
OG0000393	HELIO_12162, HELIO_00926, HELIO_04233, HELIO_12760	ORYLA17272
OG0000393	HELIO_07006	ORYLA18186
OG0000396	HELIO_11515	ORYLA14823, ORYLA12190
OG0000397	HELIO_10979	ORYLA10415
OG0000399	HELIO_07050	ORYLA11402, ORYLA10522
OG0000399	HELIO_04949	ORYLA11860
OG0000399	HELIO_03771	ORYLA14927, ORYLA05753, ORYLA19952, ORYLA07160, ORYLA13626
OG0000400	HELIO_10775	ORYLA05314
OG0000401	HELIO_07012, HELIO_09245	ORYLA08217, ORYLA07125, ORYLA09210
OG0000402	HELIO_08210	ORYLA17762, ORYLA18643, ORYLA18833, ORYLA19928
OG0000402	HELIO_08672, HELIO_08610	ORYLA12469
OG0000403	HELIO_12710, HELIO_12709	ORYLA01357
OG0000404	HELIO_12139	ORYLA07320
OG0000405	HELIO_10657	ORYLA06036, ORYLA14984, ORYLA12719, ORYLA17691
OG0000411	HELIO_00642	ORYLA01687, ORYLA10375, ORYLA11322
OG0000412	HELIO_12508	ORYLA13397
OG0000412	HELIO_09547	ORYLA17848, ORYLA01673
OG0000413	HELIO_08207, HELIO_08206	ORYLA10551, ORYLA11652, ORYLA11343, ORYLA03076, ORYLA03075
OG0000413	HELIO_10878	ORYLA10219, ORYLA12848, ORYLA03097, ORYLA04188
OG0000415	HELIO_12745, HELIO_08198, HELIO_12617	ORYLA13398, ORYLA12836, ORYLA06749, ORYLA07517, ORYLA14455, ORYLA15194
OG0000422	HELIO_06618	ORYLA01866, ORYLA10570, ORYLA10569, ORYLA10571, ORYLA11363, ORYLA16053
OG0000424	HELIO_07447, HELIO_02671	ORYLA19753
OG0000425	HELIO_02713	ORYLA03494, ORYLA04753, ORYLA10256, ORYLA11610
OG0000425	HELIO_11977	ORYLA19674
OG0000426	HELIO_00568	ORYLA01331, ORYLA03961
OG0000426	HELIO_10983	ORYLA16632, ORYLA05829, ORYLA16908
OG0000427	HELIO_03641	ORYLA19867, ORYLA12374
OG0000427	HELIO_07136	ORYLA14494, ORYLA06953, ORYLA03526
OG0000429	HELIO_07593	ORYLA00070
OG0000431	HELIO_02207	ORYLA08041
OG0000431	HELIO_05550	ORYLA12780, ORYLA03106
OG0000431	HELIO_04546	ORYLA06581, ORYLA12268, ORYLA09572
OG0000432	HELIO_04640	ORYLA11066, ORYLA14578, ORYLA13787, ORYLA15822
OG0000432	HELIO_07017, HELIO_06679	ORYLA11107, ORYLA15352, ORYLA13847, ORYLA13769
OG0000433	HELIO_10148	ORYLA20053, ORYLA16936
OG0000433	HELIO_09108	ORYLA11555, ORYLA11554, ORYLA20072
OG0000435	HELIO_02789	ORYLA07794
OG0000435	HELIO_08123	ORYLA09187, ORYLA06556, ORYLA01852, ORYLA10582, ORYLA11407, ORYLA15982, ORYLA14458
OG0000436	HELIO_08988, HELIO_08989	ORYLA08530, ORYLA02125
OG0000437	HELIO_08664	ORYLA10009
OG0000442	HELIO_01730	ORYLA03345, ORYLA09542
OG0000442	HELIO_02982	ORYLA09139, ORYLA02244
OG0000442	HELIO_12491	ORYLA19506, ORYLA00798, ORYLA17054
OG0000443	HELIO_07163	ORYLA05691, ORYLA19682
OG0000444	HELIO_00903	ORYLA10830, ORYLA14231, ORYLA14616
OG0000444	HELIO_04957	ORYLA15046
OG0000446	HELIO_08937	ORYLA11424
OG0000446	HELIO_02189	ORYLA12344
OG0000446	HELIO_01194	ORYLA02066
OG0000447	HELIO_10938, HELIO_10939	ORYLA00469, ORYLA14196, ORYLA04123, ORYLA03133, ORYLA03913
OG0000448	HELIO_08948	ORYLA09927, ORYLA09928, ORYLA06684
OG0000450	HELIO_01846	ORYLA18902, ORYLA03353
OG0000452	HELIO_12082, HELIO_08671, HELIO_05967	ORYLA19279, ORYLA11266, ORYLA14382
OG0000453	HELIO_11149, HELIO_05758	ORYLA14626
OG0000454	HELIO_01041	ORYLA12583, ORYLA19101, ORYLA19102
OG0000458	HELIO_08566	ORYLA11502, ORYLA12536
OG0000458	HELIO_06003	ORYLA11718, ORYLA08707, ORYLA06313, ORYLA16076, ORYLA16209
OG0000459	HELIO_06755, HELIO_07251	ORYLA04622
OG0000460	HELIO_10718	ORYLA07838
OG0000461	HELIO_02414	ORYLA16495
OG0000461	HELIO_03732	ORYLA04397, ORYLA17538
OG0000463	HELIO_09937	ORYLA15373
OG0000463	HELIO_08661	ORYLA17503
OG0000465	HELIO_12789	ORYLA07067
OG0000465	HELIO_10139	ORYLA15381
OG0000466	HELIO_07058, HELIO_06415	ORYLA18774
OG0000467	HELIO_10923	ORYLA16164, ORYLA20242, ORYLA14274, ORYLA13723, ORYLA15983, ORYLA14489, ORYLA10863
OG0000468	HELIO_03768	ORYLA07498, ORYLA06150
OG0000469	HELIO_06536	ORYLA14324, ORYLA13835, ORYLA15812, ORYLA16158, ORYLA14163, ORYLA14420, ORYLA14753, ORYLA19640
OG0000469	HELIO_02957	ORYLA13413
OG0000470	HELIO_04201	ORYLA10519, ORYLA11404, ORYLA04902
OG0000471	HELIO_11076, HELIO_01921	ORYLA19979, ORYLA00522, ORYLA05293, ORYLA05292
OG0000473	HELIO_02691, HELIO_04547, HELIO_04615, HELIO_12353, HELIO_02800, HELIO_04395, HELIO_06620	ORYLA16474, ORYLA13402, ORYLA16579, ORYLA16577, ORYLA00585
OG0000474	HELIO_10673	ORYLA15732, ORYLA07059, ORYLA02569, ORYLA18127, ORYLA08620, ORYLA09745
OG0000475	HELIO_10255	ORYLA02269, ORYLA05492, ORYLA08543, ORYLA10034
OG0000476	HELIO_11845	ORYLA19318
OG0000478	HELIO_07629	ORYLA13825
OG0000479	HELIO_08760	ORYLA05427, ORYLA02241, ORYLA00980, ORYLA10578
OG0000479	HELIO_02948	ORYLA01123, ORYLA17925, ORYLA02622
OG0000480	HELIO_08414	ORYLA13134, ORYLA06337
OG0000480	HELIO_08413	ORYLA15386
OG0000481	HELIO_12216	ORYLA17197
OG0000481	HELIO_11178	ORYLA02862, ORYLA19409
OG0000481	HELIO_09259	ORYLA03884, ORYLA19808
OG0000482	HELIO_06214	ORYLA07371, ORYLA11346
OG0000482	HELIO_06713, HELIO_11214	ORYLA11345
OG0000484	HELIO_05916	ORYLA00605, ORYLA16560, ORYLA06643, ORYLA13228, ORYLA17466, ORYLA13170
OG0000485	HELIO_07054	ORYLA03726, ORYLA03727
OG0000486	HELIO_10558, HELIO_11461, HELIO_05022, HELIO_11212, HELIO_06172, HELIO_02564, HELIO_00117	ORYLA08269, ORYLA04783, ORYLA20474, ORYLA20475
OG0000487	HELIO_07290	ORYLA00064, ORYLA16901
OG0000488	HELIO_02611	ORYLA02034, ORYLA15556
OG0000490	HELIO_06690	ORYLA02845, ORYLA13410, ORYLA00621, ORYLA16590, ORYLA01902, ORYLA06098, ORYLA18025
OG0000491	HELIO_02841, HELIO_11924	ORYLA18622, ORYLA19026, ORYLA04018, ORYLA03196
OG0000494	HELIO_07387	ORYLA04408, ORYLA01116, ORYLA17618, ORYLA04392, ORYLA17962
OG0000496	HELIO_09084	ORYLA06615
OG0000497	HELIO_03655	ORYLA02363, ORYLA03738, ORYLA04309
OG0000498	HELIO_08706	ORYLA12580, ORYLA01970, ORYLA20372, ORYLA16154, ORYLA12387, ORYLA15055
OG0000499	HELIO_09553	ORYLA18603, ORYLA18942
OG0000503	HELIO_03761, HELIO_01577	ORYLA17193, ORYLA12487, ORYLA15009
OG0000503	HELIO_01283	ORYLA14950
OG0000505	HELIO_05319	ORYLA13660, ORYLA07151, ORYLA02475, ORYLA17527, ORYLA14935, ORYLA01618
OG0000508	HELIO_04860	ORYLA08233, ORYLA02029
OG0000508	HELIO_10897	ORYLA10053
OG0000510	HELIO_05326, HELIO_00614, HELIO_06648	ORYLA16472, ORYLA08348, ORYLA17578, ORYLA02689, ORYLA01174
OG0000514	HELIO_07204	ORYLA05801, ORYLA17040, ORYLA17041, ORYLA00294, ORYLA16274
OG0000515	HELIO_01437, HELIO_00462, HELIO_05122, HELIO_00094	ORYLA07877
OG0000516	HELIO_04523	ORYLA06563, ORYLA07576, ORYLA04429, ORYLA03430, ORYLA07000
OG0000519	HELIO_00935	ORYLA19812, ORYLA02303
OG0000520	HELIO_02641	ORYLA02661, ORYLA16383
OG0000520	HELIO_10311	ORYLA05565, ORYLA01527, ORYLA03445
OG0000521	HELIO_07126	ORYLA03841, ORYLA03037, ORYLA10100, ORYLA04828, ORYLA04342, ORYLA07372
OG0000522	HELIO_08815, HELIO_12218	ORYLA20412, ORYLA00500
OG0000522	HELIO_08208	ORYLA05061
OG0000524	HELIO_03929	ORYLA04981, ORYLA08073
OG0000525	HELIO_03718	ORYLA06511, ORYLA02439
OG0000525	HELIO_00389	ORYLA07450, ORYLA07984, ORYLA17059
OG0000526	HELIO_00348, HELIO_11593	ORYLA04970
OG0000527	HELIO_07197	ORYLA06889, ORYLA13098, ORYLA16582, ORYLA00618
OG0000528	HELIO_07368	ORYLA10409, ORYLA03074, ORYLA07689, ORYLA04813
OG0000530	HELIO_07741, HELIO_07742	ORYLA10196, ORYLA13418, ORYLA20102, ORYLA06799
OG0000531	HELIO_02220	ORYLA07828
OG0000535	HELIO_10664, HELIO_04341	ORYLA01196, ORYLA00300, ORYLA13542
OG0000537	HELIO_02446	ORYLA07579, ORYLA09989
OG0000537	HELIO_01622	ORYLA07580, ORYLA09988
OG0000538	HELIO_11897, HELIO_11896	ORYLA09396, ORYLA13935, ORYLA08202, ORYLA08895, ORYLA08896, ORYLA06216
OG0000542	HELIO_02332	ORYLA00473, ORYLA07235, ORYLA03184, ORYLA04034, ORYLA04191
OG0000542	HELIO_03023	ORYLA02120
OG0000544	HELIO_03555	ORYLA03180, ORYLA04044
OG0000544	HELIO_09959	ORYLA18168
OG0000545	HELIO_03093	ORYLA04729, ORYLA19657, ORYLA04200, ORYLA10194, ORYLA03088
OG0000548	HELIO_10743	ORYLA01284, ORYLA02791, ORYLA17384, ORYLA00893
OG0000548	HELIO_10294	ORYLA11445, ORYLA04341
OG0000548	HELIO_01580	ORYLA13910, ORYLA20346, ORYLA15938
OG0000551	HELIO_05085	ORYLA15546
OG0000552	HELIO_04288	ORYLA02316
OG0000552	HELIO_02628	ORYLA19748
OG0000553	HELIO_12654	ORYLA11116
OG0000553	HELIO_00441	ORYLA04427, ORYLA04603, ORYLA05553, ORYLA05554
OG0000553	HELIO_00012	ORYLA16813, ORYLA16993, ORYLA16814, ORYLA19765
OG0000560	HELIO_06436, HELIO_09240, HELIO_05887	ORYLA04875
OG0000561	HELIO_11408	ORYLA10348, ORYLA11842
OG0000562	HELIO_12786	ORYLA15135, ORYLA05394
OG0000564	HELIO_00066	ORYLA03832, ORYLA03007, ORYLA12513, ORYLA10514, ORYLA11949
OG0000564	HELIO_11739	ORYLA03368, ORYLA10699, ORYLA11883, ORYLA05222, ORYLA00088
OG0000565	HELIO_05432	ORYLA05583, ORYLA05582
OG0000566	HELIO_06134, HELIO_05991	ORYLA14819
OG0000566	HELIO_09539	ORYLA04369
OG0000567	HELIO_10335	ORYLA12167
OG0000567	HELIO_10328	ORYLA12905
OG0000570	HELIO_04526, HELIO_11396, HELIO_11398, HELIO_11795	ORYLA10850, ORYLA08171, ORYLA16666, ORYLA16667, ORYLA13899
OG0000572	HELIO_10250, HELIO_10251	ORYLA08145, ORYLA10185, ORYLA07690
OG0000573	HELIO_11819	ORYLA13057, ORYLA13843, ORYLA04228
OG0000573	HELIO_09237	ORYLA12607, ORYLA14820
OG0000574	HELIO_05765	ORYLA00058
OG0000575	HELIO_03415, HELIO_05026, HELIO_04589, HELIO_03888	ORYLA17931, ORYLA02623, ORYLA01132, ORYLA00665, ORYLA06768, ORYLA08996, ORYLA08583, ORYLA09811
OG0000576	HELIO_04420	ORYLA13924, ORYLA15981, ORYLA08396, ORYLA05305, ORYLA13808, ORYLA15873
OG0000578	HELIO_04018	ORYLA07686, ORYLA04727, ORYLA10429
OG0000579	HELIO_08075	ORYLA11089, ORYLA20327, ORYLA19001, ORYLA13906, ORYLA15480
OG0000580	HELIO_00767	ORYLA12110, ORYLA14690
OG0000581	HELIO_07650	ORYLA10424
OG0000581	HELIO_00377	ORYLA04860, ORYLA10423
OG0000582	HELIO_05267	ORYLA18132
OG0000583	HELIO_06801	ORYLA00997, ORYLA00998, ORYLA03929, ORYLA09564, ORYLA08581, ORYLA10274, ORYLA02043, ORYLA05980
