Orthogroup	HELIO_ok	CAPO3
OG0004646	HELIO_06813	CAPO304987
OG0004648	HELIO_00369	CAPO306796
OG0004649	HELIO_03519	CAPO308035
OG0004651	HELIO_01360	CAPO307192
OG0004655	HELIO_05420	CAPO300932
OG0004656	HELIO_07103	CAPO306315
OG0004657	HELIO_01936	CAPO300965
OG0004658	HELIO_07890	CAPO302853
OG0004659	HELIO_03428	CAPO305571
OG0004663	HELIO_11837	CAPO307060
OG0004668	HELIO_08315	CAPO307032
OG0004669	HELIO_09536	CAPO301719
OG0004670	HELIO_02134	CAPO301141
OG0004671	HELIO_07461	CAPO303199
OG0004672	HELIO_04763	CAPO300788
OG0004673	HELIO_08420	CAPO305181
OG0004674	HELIO_03310	CAPO301298
OG0004675	HELIO_01458	CAPO300152
OG0004676	HELIO_00427	CAPO305483
OG0004678	HELIO_04212	CAPO306062
OG0004679	HELIO_08320	CAPO307020
OG0004682	HELIO_10128	CAPO302643
OG0004685	HELIO_10246, HELIO_10245	CAPO300514
OG0004687	HELIO_08862	CAPO300850
OG0004690	HELIO_09683	CAPO302294
OG0004691	HELIO_08399	CAPO301832
OG0004692	HELIO_05109	CAPO306711
OG0004694	HELIO_00653	CAPO302831
OG0004695	HELIO_06763	CAPO304127
OG0004696	HELIO_00504	CAPO303339
OG0004697	HELIO_04340	CAPO308157
OG0004699	HELIO_08731	CAPO305801
OG0004702	HELIO_04400	CAPO306323
OG0004703	HELIO_04914	CAPO302281
OG0004707	HELIO_10150	CAPO307222
OG0004708	HELIO_11900	CAPO302589
OG0004711	HELIO_02943	CAPO307614
OG0004728	HELIO_00269	CAPO306092
OG0004732	HELIO_05224	CAPO303065
OG0004733	HELIO_10171	CAPO303723
OG0004738	HELIO_07530	CAPO307391
OG0004739	HELIO_02404	CAPO305372
OG0004740	HELIO_09419	CAPO303587
OG0004743	HELIO_00353	CAPO305537
OG0004744	HELIO_08063	CAPO307377
OG0004747	HELIO_00610	CAPO305266
OG0004748	HELIO_03593	CAPO300851
OG0004749	HELIO_03717	CAPO303738
OG0004753	HELIO_01929	CAPO307970
OG0004756	HELIO_08574	CAPO300650
OG0004757	HELIO_05289	CAPO300079
OG0004758	HELIO_08570	CAPO307791
OG0004759	HELIO_02858	CAPO301731
OG0004760	HELIO_03633	CAPO302986
OG0004761	HELIO_09029	CAPO301372
OG0004762	HELIO_07675, HELIO_10598	CAPO306336
OG0004763	HELIO_07164	CAPO303189
OG0004764	HELIO_05384	CAPO306665
OG0004765	HELIO_12222	CAPO300145
OG0004766	HELIO_04193	CAPO300107
OG0004769	HELIO_01733	CAPO305909
OG0004770	HELIO_04370	CAPO306549
OG0004771	HELIO_00257, HELIO_03018	CAPO306141
OG0004774	HELIO_10117	CAPO302467
OG0004775	HELIO_03011	CAPO308292
OG0004781	HELIO_08457	CAPO302855
OG0004784	HELIO_10588	CAPO300506
OG0004786	HELIO_09763	CAPO306813
OG0004787	HELIO_11880	CAPO300677
OG0004788	HELIO_05487, HELIO_10690	CAPO303606
OG0004792	HELIO_00048	CAPO304121, CAPO301355
OG0004793	HELIO_04702	CAPO303691
OG0004794	HELIO_10483	CAPO302268
OG0004795	HELIO_04401	CAPO306522
OG0004797	HELIO_09940	CAPO308248
OG0004798	HELIO_02146	CAPO306979
OG0004801	HELIO_06400	CAPO301409
OG0004803	HELIO_08209	CAPO304966
OG0004805	HELIO_08364	CAPO301148
OG0004808	HELIO_09802	CAPO300921
OG0004810	HELIO_04936, HELIO_12432	CAPO307085
OG0004811	HELIO_06670	CAPO304670
OG0004812	HELIO_07425	CAPO300913
OG0004813	HELIO_04418	CAPO302301
OG0004814	HELIO_10146	CAPO305193
OG0004815	HELIO_02878	CAPO306099
OG0004817	HELIO_05937	CAPO300646
OG0004819	HELIO_07897	CAPO303489
OG0004820	HELIO_06487	CAPO301474
OG0004822	HELIO_06062	CAPO303272
OG0004823	HELIO_07983	CAPO301131
OG0004825	HELIO_12252	CAPO303625
OG0004826	HELIO_12537	CAPO302318
OG0004828	HELIO_11628	CAPO300795
OG0004830	HELIO_04244	CAPO304259, CAPO301109
OG0004831	HELIO_11105	CAPO302539
OG0004832	HELIO_09217	CAPO300644
OG0004835	HELIO_10353	CAPO307142
OG0004836	HELIO_02324	CAPO300476
OG0004837	HELIO_10521	CAPO306341
OG0004838	HELIO_06565	CAPO300483
OG0004840	HELIO_02085	CAPO301303
OG0004841	HELIO_02585	CAPO301073
OG0004842	HELIO_11832	CAPO307208
OG0004843	HELIO_00834	CAPO302296
OG0004844	HELIO_10522	CAPO308225
OG0004845	HELIO_10157, HELIO_03737, HELIO_05410	CAPO300244
OG0004846	HELIO_10819	CAPO302634
OG0004848	HELIO_00069	CAPO305802
OG0004849	HELIO_05423	CAPO302897
OG0004851	HELIO_09616	CAPO304052
OG0004854	HELIO_03818	CAPO307677
OG0004855	HELIO_02533	CAPO307136
OG0004856	HELIO_07832	CAPO307877
OG0004857	HELIO_04137	CAPO305126
OG0004858	HELIO_00650	CAPO306514
OG0004859	HELIO_01723	CAPO305955
OG0004861	HELIO_06812	CAPO300721
OG0004863	HELIO_03006	CAPO300215
OG0004864	HELIO_00612	CAPO306175
OG0004869	HELIO_02239	CAPO301505
OG0004873	HELIO_01289	CAPO305056
OG0004874	HELIO_08597	CAPO302314
OG0004875	HELIO_06367	CAPO305599
OG0004879	HELIO_00955	CAPO304570
OG0004880	HELIO_05730	CAPO307520
OG0004881	HELIO_09700	CAPO301856
OG0004882	HELIO_11618	CAPO307657
OG0004883	HELIO_09764	CAPO304269
OG0004884	HELIO_04646	CAPO306875
OG0004886	HELIO_12663	CAPO304598
OG0004887	HELIO_07078	CAPO303252
OG0004889	HELIO_00127	CAPO302860
OG0004892	HELIO_09061	CAPO308266
OG0004893	HELIO_09946	CAPO305797
OG0004894	HELIO_07921, HELIO_07922	CAPO308103
OG0004895	HELIO_03296	CAPO301412
OG0004896	HELIO_06128	CAPO301146, CAPO308332
OG0004898	HELIO_03240	CAPO300846
OG0004899	HELIO_05066	CAPO304701
OG0004900	HELIO_12225	CAPO300509
OG0004901	HELIO_03599	CAPO301170
OG0004902	HELIO_00778	CAPO305853
OG0004903	HELIO_11087	CAPO304775
OG0004904	HELIO_09534, HELIO_09535	CAPO304100
OG0004906	HELIO_11147	CAPO303480
OG0004907	HELIO_07173	CAPO307254
OG0004911	HELIO_07544	CAPO305750
OG0004913	HELIO_03203	CAPO306717
OG0004914	HELIO_01774	CAPO301519
OG0004917	HELIO_12189	CAPO303374
OG0004919	HELIO_10921	CAPO308082
OG0004920	HELIO_01758	CAPO302580
OG0004922	HELIO_01685	CAPO306550
OG0004923	HELIO_02565	CAPO307943
OG0004924	HELIO_01952	CAPO304606
OG0004927	HELIO_02619	CAPO304855
OG0004928	HELIO_07307	CAPO304691
OG0004929	HELIO_05264	CAPO304111
OG0004932	HELIO_07987	CAPO306081, CAPO305804
OG0004934	HELIO_06258	CAPO305066
OG0004935	HELIO_10326	CAPO302835
OG0004936	HELIO_03754	CAPO306298
OG0004938	HELIO_02813	CAPO308159
OG0004940	HELIO_00273	CAPO305630
OG0004943	HELIO_07312	CAPO306001
OG0004944	HELIO_03756	CAPO302056
OG0004946	HELIO_11986	CAPO305515
OG0004947	HELIO_05661	CAPO307579
OG0004948	HELIO_02547	CAPO305331
OG0004949	HELIO_02589	CAPO304026
OG0004950	HELIO_12029, HELIO_12030	CAPO300642
OG0004952	HELIO_07510	CAPO301776
OG0004953	HELIO_06904	CAPO306623
OG0004954	HELIO_00661	CAPO303229
OG0004958	HELIO_10740	CAPO302197
OG0004960	HELIO_01905	CAPO300258
OG0004961	HELIO_08946, HELIO_08945	CAPO305777
OG0004962	HELIO_08746	CAPO301438
OG0004963	HELIO_03790	CAPO303805
OG0004969	HELIO_09351	CAPO303678
OG0004971	HELIO_11333	CAPO302327
OG0004972	HELIO_04464	CAPO304289
OG0004973	HELIO_05536	CAPO305642
OG0004976	HELIO_01915	CAPO304478
OG0004977	HELIO_09387	CAPO304350
OG0004978	HELIO_09650	CAPO308306
OG0004979	HELIO_00535	CAPO303118
OG0004980	HELIO_11727	CAPO300807
OG0004981	HELIO_00009	CAPO306326
OG0004982	HELIO_02000	CAPO301351
OG0004983	HELIO_12041	CAPO300176
OG0004985	HELIO_04047	CAPO304816
OG0004988	HELIO_09379	CAPO305623
OG0004989	HELIO_10003	CAPO300323
OG0004990	HELIO_07049	CAPO305712
OG0004992	HELIO_08240	CAPO301159
OG0004993	HELIO_11040	CAPO302747
OG0004997	HELIO_02145	CAPO300456
OG0004999	HELIO_10797	CAPO302635
OG0005002	HELIO_00270	CAPO305114
OG0005003	HELIO_12173	CAPO303837
OG0005005	HELIO_12196	CAPO303017
OG0005006	HELIO_11768	CAPO301015
OG0005009	HELIO_08064	CAPO303190
OG0005013	HELIO_11789	CAPO304066
OG0005014	HELIO_08846	CAPO307825
OG0005015	HELIO_00171	CAPO300946
OG0005016	HELIO_02876, HELIO_00692	CAPO305499
OG0005038	HELIO_08881	CAPO301658
OG0005040	HELIO_03252	CAPO300876
OG0005044	HELIO_11709	CAPO307084
OG0005046	HELIO_04884	CAPO304846
OG0005047	HELIO_00479	CAPO305932
OG0005048	HELIO_11538	CAPO300857
OG0005053	HELIO_06875	CAPO302547
OG0005057	HELIO_11960	CAPO303573
OG0005058	HELIO_12265	CAPO306731
OG0005059	HELIO_07564	CAPO300063
OG0005061	HELIO_05370, HELIO_01775, HELIO_12377	CAPO306602
OG0005062	HELIO_06933	CAPO302106
OG0005064	HELIO_09180	CAPO300249
OG0005067	HELIO_09151	CAPO302289
OG0005068	HELIO_00432	CAPO306513
OG0005069	HELIO_00608	CAPO300204
OG0005071	HELIO_07733	CAPO305606
OG0005073	HELIO_01773	CAPO305547
OG0005075	HELIO_01457	CAPO307362
OG0005076	HELIO_03009, HELIO_03970	CAPO302885
OG0005077	HELIO_12239, HELIO_11769	CAPO302160
OG0005078	HELIO_07598	CAPO307983
OG0005079	HELIO_05403	CAPO303799
OG0005081	HELIO_10431	CAPO307065
OG0005083	HELIO_09753	CAPO302388
OG0005084	HELIO_04922	CAPO307421, CAPO301121
OG0005086	HELIO_12467	CAPO302959
OG0005088	HELIO_03847	CAPO307772
OG0005089	HELIO_03232	CAPO303888
OG0005090	HELIO_07695	CAPO303909
OG0005092	HELIO_10004	CAPO301418
OG0005093	HELIO_11993	CAPO303716
OG0005094	HELIO_07446	CAPO303630
OG0005095	HELIO_02872	CAPO301660
OG0005096	HELIO_05731	CAPO301964
OG0005097	HELIO_03002	CAPO304365
OG0005099	HELIO_10118	CAPO305916
OG0005100	HELIO_05545	CAPO306219
OG0005103	HELIO_05844	CAPO300625
OG0005104	HELIO_08531	CAPO303053
OG0005106	HELIO_00174	CAPO301403
OG0005108	HELIO_09620	CAPO301196
OG0005109	HELIO_06364	CAPO301209
OG0005111	HELIO_00407	CAPO302727
OG0005113	HELIO_12429	CAPO300389
OG0005114	HELIO_08371	CAPO305096
OG0005115	HELIO_03621	CAPO304298
OG0005119	HELIO_06477	CAPO304215
OG0005120	HELIO_06478	CAPO304593
OG0005121	HELIO_07490	CAPO301715
OG0005124	HELIO_09426	CAPO305507
OG0005128	HELIO_11925	CAPO305144
OG0005130	HELIO_07663	CAPO305368
OG0005132	HELIO_06276	CAPO300384
OG0005138	HELIO_07694	CAPO300009
OG0005139	HELIO_08484, HELIO_08485	CAPO302205
OG0005140	HELIO_06865	CAPO300700, CAPO302173
OG0005142	HELIO_08045	CAPO304715
OG0005143	HELIO_09545	CAPO304926
OG0005144	HELIO_08022	CAPO306416
OG0005145	HELIO_09157	CAPO302299
OG0005146	HELIO_10854	CAPO303659
OG0005147	HELIO_12761	CAPO302069
OG0005149	HELIO_11654	CAPO302171
OG0005151	HELIO_08645	CAPO302626
OG0005152	HELIO_00544	CAPO307737
OG0005154	HELIO_07276	CAPO307643
OG0005155	HELIO_11097	CAPO304712
OG0005156	HELIO_08797	CAPO305254
OG0005157	HELIO_00904	CAPO301711
OG0005158	HELIO_07792	CAPO300547
OG0005160	HELIO_01025	CAPO300741
OG0005163	HELIO_02333	CAPO305704
OG0005164	HELIO_11468	CAPO307846
OG0005168	HELIO_01751	CAPO306745
OG0005169	HELIO_04343	CAPO303886
OG0005172	HELIO_03955	CAPO306565
OG0005175	HELIO_00780	CAPO305645
OG0005178	HELIO_00616	CAPO300199
OG0005179	HELIO_06111	CAPO306190
OG0005180	HELIO_06975	CAPO308188
OG0005181	HELIO_10980	CAPO300793
OG0005182	HELIO_06479	CAPO300394
OG0005183	HELIO_02806	CAPO304256
OG0005184	HELIO_00770	CAPO307619
OG0005185	HELIO_09126	CAPO305409
OG0005187	HELIO_07825	CAPO300108
OG0005188	HELIO_01778	CAPO307366, CAPO308331
OG0005191	HELIO_04472, HELIO_12152	CAPO301264
OG0005192	HELIO_00944	CAPO302320
OG0005193	HELIO_11765	CAPO300973
OG0005194	HELIO_07040	CAPO306243
OG0005196	HELIO_04481	CAPO306636
OG0005200	HELIO_05628	CAPO307301
OG0005201	HELIO_00986	CAPO300421
OG0005202	HELIO_00823	CAPO300013
OG0005203	HELIO_10134	CAPO304416
OG0005205	HELIO_09166	CAPO302576
OG0005206	HELIO_00103	CAPO301965
OG0005208	HELIO_08730	CAPO303001
OG0005209	HELIO_08974	CAPO300492
OG0005210	HELIO_09612	CAPO301315
OG0005212	HELIO_11385	CAPO300331
OG0005214	HELIO_08695, HELIO_08696	CAPO304556
OG0005215	HELIO_08665	CAPO308114
OG0005216	HELIO_00453	CAPO304567
OG0005217	HELIO_07358	CAPO303096, CAPO306650
OG0005221	HELIO_12033	CAPO306723
OG0005222	HELIO_11738	CAPO305567
OG0005223	HELIO_12613	CAPO302922
OG0005224	HELIO_12119	CAPO300521
OG0005228	HELIO_05235	CAPO300902
OG0005229	HELIO_05105	CAPO300950
OG0005230	HELIO_10429	CAPO305306
OG0005231	HELIO_08456, HELIO_03312	CAPO307526
OG0005233	HELIO_11325	CAPO307259
OG0005234	HELIO_06720	CAPO306586, CAPO305435
OG0005237	HELIO_12667	CAPO300405
OG0005238	HELIO_08810	CAPO307942
OG0005239	HELIO_01800	CAPO305851
OG0005240	HELIO_07718	CAPO302162
OG0005241	HELIO_09675	CAPO301367
OG0005243	HELIO_07101	CAPO302946
OG0005245	HELIO_12126	CAPO305774
OG0005247	HELIO_03585	CAPO305218
OG0005249	HELIO_09091	CAPO306769
OG0005250	HELIO_11964	CAPO304032
OG0005251	HELIO_03357, HELIO_08572	CAPO306449
OG0005253	HELIO_08516	CAPO307867
OG0005254	HELIO_11756	CAPO304356
OG0005255	HELIO_12775	CAPO303838, CAPO300416
OG0005257	HELIO_12651	CAPO302797
OG0005258	HELIO_11477	CAPO301990
OG0005259	HELIO_05855	CAPO303873
OG0005261	HELIO_01034	CAPO305240
OG0005262	HELIO_01811	CAPO301884
OG0005265	HELIO_03490	CAPO306027, CAPO300170
OG0005265	HELIO_09118	CAPO305767
OG0005267	HELIO_12160	CAPO300315
OG0005268	HELIO_02601	CAPO302457
OG0005269	HELIO_01373	CAPO303868
OG0005271	HELIO_10108	CAPO303459
OG0005272	HELIO_01300	CAPO300142
OG0005273	HELIO_05543	CAPO302742
OG0005275	HELIO_00836	CAPO301557
OG0005277	HELIO_11392	CAPO302973, CAPO308033
OG0005278	HELIO_03246	CAPO306576, CAPO308328
OG0005279	HELIO_10579	CAPO304182
OG0005280	HELIO_08673	CAPO306635
OG0005285	HELIO_08821	CAPO302006
OG0005287	HELIO_06450	CAPO307607
OG0005289	HELIO_02712	CAPO304679
OG0005292	HELIO_09153	CAPO300881
OG0005293	HELIO_02688	CAPO303402
OG0005294	HELIO_02763	CAPO306913
OG0005295	HELIO_05102	CAPO304907
OG0005298	HELIO_05115	CAPO307279
OG0005299	HELIO_01167	CAPO304069
OG0005300	HELIO_08983	CAPO304452
OG0005301	HELIO_05934	CAPO307444
OG0005303	HELIO_04042	CAPO304454
OG0005305	HELIO_02967	CAPO301003
OG0005309	HELIO_11500	CAPO306631
OG0005312	HELIO_02639, HELIO_04406	CAPO307454, CAPO303466
OG0005314	HELIO_05050	CAPO302074
OG0005315	HELIO_08433	CAPO302427
OG0005316	HELIO_01782	CAPO301704
OG0005317	HELIO_03663	CAPO307168
OG0005318	HELIO_12485	CAPO308249
OG0005320	HELIO_00325	CAPO301023
OG0005322	HELIO_00998	CAPO308079
OG0005323	HELIO_11320	CAPO307349
OG0005324	HELIO_04253	CAPO303901
OG0005325	HELIO_00875	CAPO301092
OG0005326	HELIO_11652	CAPO303331
OG0005331	HELIO_00037	CAPO301923
OG0005359	HELIO_11700	CAPO300630
OG0005360	HELIO_02653	CAPO303782
OG0005364	HELIO_10310	CAPO300756
OG0005365	HELIO_00310	CAPO303866
OG0005366	HELIO_04540	CAPO300645
OG0005367	HELIO_09784	CAPO304113
OG0005370	HELIO_01028	CAPO303423
OG0005371	HELIO_08495	CAPO306407
OG0005373	HELIO_09089	CAPO302507
OG0005374	HELIO_10087	CAPO300609
OG0005375	HELIO_01790	CAPO305216
OG0005377	HELIO_04700	CAPO307926
OG0005378	HELIO_02107	CAPO301284
OG0005380	HELIO_00911	CAPO306791
OG0005381	HELIO_10122	CAPO301325
OG0005384	HELIO_04105	CAPO300411
OG0005385	HELIO_05377	CAPO305502
OG0005386	HELIO_01140, HELIO_01139	CAPO307872
OG0005388	HELIO_09722	CAPO301274
OG0005389	HELIO_02229	CAPO300599
OG0005390	HELIO_07360	CAPO301450
OG0005391	HELIO_09908	CAPO302409
OG0005393	HELIO_10078	CAPO302465
OG0005394	HELIO_01932	CAPO306444
OG0005395	HELIO_04777	CAPO302966
OG0005396	HELIO_03256	CAPO301185
OG0005398	HELIO_03199	CAPO301199
OG0005399	HELIO_05950	CAPO306277
OG0005400	HELIO_11380	CAPO301149
OG0005402	HELIO_11168	CAPO307246
OG0005403	HELIO_09292	CAPO303785
OG0005404	HELIO_11226	CAPO306644
OG0005405	HELIO_12237	CAPO304677
OG0005406	HELIO_10339	CAPO301050
OG0005409	HELIO_00987	CAPO304722
OG0005410	HELIO_11636	CAPO300140
OG0005413	HELIO_09672	CAPO304093
OG0005414	HELIO_12768	CAPO301252, CAPO301167
OG0005417	HELIO_02576	CAPO302063
OG0005422	HELIO_04622	CAPO303205
OG0005424	HELIO_03129	CAPO305286
OG0005425	HELIO_01366	CAPO300175
OG0005427	HELIO_07706	CAPO301444
OG0005430	HELIO_10193	CAPO302295
OG0005433	HELIO_07260	CAPO303786
OG0005434	HELIO_02164	CAPO302858
OG0005435	HELIO_09064	CAPO303045
OG0005437	HELIO_05520	CAPO308137
OG0005438	HELIO_05940	CAPO302494
OG0005439	HELIO_07098	CAPO304206
OG0005440	HELIO_11940, HELIO_04362	CAPO303719
OG0005442	HELIO_07878	CAPO307582
OG0005443	HELIO_12694	CAPO305021
OG0005444	HELIO_02408	CAPO300488
OG0005446	HELIO_07330	CAPO300144
OG0005449	HELIO_07515	CAPO300543
OG0005450	HELIO_10951	CAPO302868
OG0005451	HELIO_06353	CAPO300480
OG0005454	HELIO_05359	CAPO307132
OG0005455	HELIO_12494	CAPO301855
OG0005457	HELIO_06957	CAPO307831
OG0005459	HELIO_08941	CAPO304164
OG0005461	HELIO_03126	CAPO307668
OG0005463	HELIO_12371	CAPO303989
OG0005464	HELIO_12674	CAPO307986
OG0005465	HELIO_07862	CAPO300347
OG0005466	HELIO_09523	CAPO300596
OG0005468	HELIO_08530	CAPO306414
OG0005469	HELIO_04725	CAPO301614
OG0005470	HELIO_10445	CAPO300654
OG0005474	HELIO_10650	CAPO304412
OG0005476	HELIO_11936	CAPO305577, CAPO305762
OG0005478	HELIO_08823	CAPO305209
OG0005479	HELIO_12634	CAPO300550
OG0005480	HELIO_04789	CAPO307314
OG0005483	HELIO_07588	CAPO304067
OG0005484	HELIO_01473	CAPO307524
OG0005485	HELIO_10549, HELIO_01045	CAPO307449
OG0005486	HELIO_07933	CAPO300225
OG0005487	HELIO_07639	CAPO300444
OG0005488	HELIO_02338	CAPO301054
OG0005489	HELIO_00008	CAPO305322
OG0005490	HELIO_09891	CAPO300839
OG0005491	HELIO_08761	CAPO305898
OG0005493	HELIO_04632	CAPO304618
OG0005494	HELIO_09879	CAPO308140
OG0005495	HELIO_03871	CAPO305673
OG0005497	HELIO_09363	CAPO305501
OG0005498	HELIO_05149, HELIO_03772	CAPO303826
OG0005499	HELIO_10102	CAPO306730
OG0005500	HELIO_12536	CAPO306535
OG0005504	HELIO_01863	CAPO300995
OG0005505	HELIO_12445	CAPO307588
OG0005506	HELIO_11021	CAPO307275
OG0005508	HELIO_03029	CAPO308142
OG0005509	HELIO_05779	CAPO300202
OG0005510	HELIO_05262	CAPO307083
OG0005514	HELIO_01597	CAPO305223
OG0005516	HELIO_03442	CAPO305610
OG0005517	HELIO_02903	CAPO303557
OG0005518	HELIO_12217	CAPO300928
OG0005524	HELIO_11281	CAPO307077
OG0005525	HELIO_08046	CAPO305745
OG0005527	HELIO_11676	CAPO307337
OG0005528	HELIO_12750	CAPO302166
OG0005529	HELIO_02227	CAPO303996
OG0005533	HELIO_08785	CAPO308156
OG0005534	HELIO_12623	CAPO300248
OG0005535	HELIO_12073	CAPO306427
OG0005536	HELIO_02108	CAPO306899
OG0005537	HELIO_02860	CAPO305006
OG0005539	HELIO_03565	CAPO300487
OG0005541	HELIO_02316	CAPO302610
OG0005545	HELIO_06185	CAPO307853
OG0005550	HELIO_05935	CAPO303338
OG0005553	HELIO_11110	CAPO308016
OG0005554	HELIO_12200	CAPO307360
OG0005555	HELIO_04634	CAPO303547, CAPO307135, CAPO303545, CAPO303546, CAPO303548
OG0005556	HELIO_05299	CAPO301726
OG0005558	HELIO_10554	CAPO301773
OG0005559	HELIO_07651	CAPO302392
OG0005560	HELIO_12588	CAPO302459
OG0005562	HELIO_11203	CAPO300157
OG0005563	HELIO_12594	CAPO300985
OG0005564	HELIO_01761	CAPO307593
OG0005566	HELIO_11917	CAPO308091
OG0005569	HELIO_06580	CAPO301394
OG0005572	HELIO_02918	CAPO300415
OG0005575	HELIO_01578	CAPO301354
OG0005580	HELIO_08762	CAPO308283
OG0005581	HELIO_02938	CAPO303973
OG0005582	HELIO_11627, HELIO_11626	CAPO306123
OG0005583	HELIO_07321	CAPO303824
OG0005588	HELIO_10911	CAPO305990
OG0005590	HELIO_05815	CAPO302905
OG0005592	HELIO_01301	CAPO305870
OG0005593	HELIO_07803	CAPO302759
OG0005594	HELIO_02380	CAPO306885
OG0005595	HELIO_05119	CAPO306737
OG0005597	HELIO_05212	CAPO301334
OG0005598	HELIO_03089	CAPO300035
OG0005599	HELIO_03289	CAPO302061
OG0005600	HELIO_04745	CAPO300445
OG0005603	HELIO_08109	CAPO303949
OG0005604	HELIO_08231	CAPO303855
OG0005605	HELIO_00585	CAPO300782
OG0005608	HELIO_01522	CAPO303058
OG0005611	HELIO_02487	CAPO304396
OG0005613	HELIO_01777	CAPO301790
OG0005614	HELIO_01065	CAPO306809
OG0005615	HELIO_09433	CAPO302186
OG0005616	HELIO_06993	CAPO302310
OG0005617	HELIO_03588	CAPO300131
OG0005618	HELIO_03025	CAPO307702
OG0005620	HELIO_09238	CAPO306094
OG0005621	HELIO_00980, HELIO_02272	CAPO308123
OG0005622	HELIO_07879	CAPO307903
OG0005623	HELIO_02211	CAPO300779
OG0005624	HELIO_03086	CAPO300652
OG0005625	HELIO_06117	CAPO302221
OG0005626	HELIO_02428	CAPO308220
OG0005629	HELIO_12097	CAPO302575
OG0005630	HELIO_00824	CAPO301786, CAPO307219
OG0005631	HELIO_07481	CAPO300791
OG0005632	HELIO_12577	CAPO303472
OG0005633	HELIO_11732	CAPO302097
OG0005636	HELIO_12502	CAPO302060
OG0005637	HELIO_10696	CAPO305600
OG0005641	HELIO_00958	CAPO302343
OG0005642	HELIO_06278	CAPO307460
OG0005644	HELIO_10313	CAPO303605
OG0005645	HELIO_00410	CAPO300279
OG0005649	HELIO_12421	CAPO304011
OG0005651	HELIO_07730	CAPO301043
OG0005652	HELIO_07272	CAPO301437
OG0005654	HELIO_01270	CAPO306680
OG0005656	HELIO_10016	CAPO306816
OG0005660	HELIO_11914	CAPO305277
OG0005690	HELIO_03413	CAPO303792
OG0005692	HELIO_03208	CAPO306503
OG0005694	HELIO_07565	CAPO302741
OG0005695	HELIO_08966	CAPO303401
OG0005701	HELIO_11001	CAPO304311
OG0005702	HELIO_05411	CAPO302394
OG0005703	HELIO_03523	CAPO307490
OG0005707	HELIO_03290	CAPO303751
OG0005708	HELIO_01350	CAPO306478
OG0005710	HELIO_08329	CAPO307544
OG0005712	HELIO_06457	CAPO302811
OG0005714	HELIO_00649	CAPO302016
OG0005715	HELIO_11531	CAPO302774
OG0005717	HELIO_05697	CAPO303289
OG0005719	HELIO_12564	CAPO300934
OG0005721	HELIO_02065	CAPO302442
OG0005723	HELIO_04765	CAPO301560
OG0005724	HELIO_10899	CAPO305737
OG0005725	HELIO_01746	CAPO304382
OG0005726	HELIO_09133	CAPO306255
OG0005728	HELIO_08124	CAPO300070
OG0005729	HELIO_01495	CAPO306373
OG0005731	HELIO_00579, HELIO_01200	CAPO304326
OG0005732	HELIO_01353	CAPO306509
OG0005733	HELIO_02700	CAPO307250
OG0005734	HELIO_09780	CAPO307857
OG0005735	HELIO_12165	CAPO306353
OG0005738	HELIO_10585	CAPO304853
OG0005741	HELIO_12267	CAPO303042
OG0005742	HELIO_07527	CAPO300464, CAPO302075
OG0005744	HELIO_11935	CAPO302669
OG0005746	HELIO_04588	CAPO304136
OG0005749	HELIO_04648	CAPO300768
OG0005750	HELIO_05593	CAPO304369
OG0005751	HELIO_08899	CAPO302377
OG0005758	HELIO_02931	CAPO304832
OG0005759	HELIO_09197	CAPO305998
OG0005762	HELIO_00886	CAPO307808
OG0005764	HELIO_09831	CAPO302285
OG0005766	HELIO_11454	CAPO307164
OG0005769	HELIO_01669	CAPO301036
OG0005770	HELIO_05210	CAPO306340
OG0005771	HELIO_02570	CAPO301571
OG0005774	HELIO_11617	CAPO303542
OG0005775	HELIO_09395	CAPO306153
OG0005776	HELIO_03223	CAPO303568, CAPO307316
OG0005777	HELIO_04937	CAPO300042
OG0005779	HELIO_00910	CAPO306436
OG0005781	HELIO_07995	CAPO303884
OG0005782	HELIO_12700	CAPO300230
OG0005784	HELIO_08693	CAPO302307
OG0005788	HELIO_02485	CAPO300037
OG0005789	HELIO_11720	CAPO303327
OG0005790	HELIO_02506	CAPO304988
OG0005793	HELIO_06902	CAPO300669
OG0005794	HELIO_03328	CAPO302027
OG0005795	HELIO_01529	CAPO305005
OG0005796	HELIO_06502	CAPO305004
OG0005797	HELIO_06182	CAPO301712
OG0005799	HELIO_04889	CAPO305503
OG0005800	HELIO_10961	CAPO306663, CAPO303116
OG0005803	HELIO_12301	CAPO307068
OG0005805	HELIO_03131, HELIO_08991	CAPO302538
OG0005807	HELIO_03647	CAPO304282
OG0005808	HELIO_02539	CAPO300610
OG0005810	HELIO_06001	CAPO305026
OG0005811	HELIO_00291	CAPO304151
OG0005814	HELIO_01064	CAPO301343
OG0005817	HELIO_02390	CAPO300290
OG0005818	HELIO_03468	CAPO302009
OG0005819	HELIO_07713	CAPO301574
OG0005821	HELIO_12595	CAPO300824
OG0005823	HELIO_01957	CAPO300775
OG0005824	HELIO_03469	CAPO303629
OG0005825	HELIO_09769, HELIO_09770	CAPO302227
OG0005828	HELIO_07094	CAPO303954
OG0005831	HELIO_05610	CAPO302864
OG0005832	HELIO_07710	CAPO302018
OG0005834	HELIO_01244	CAPO306049, CAPO302406, CAPO305685, CAPO305497
OG0005835	HELIO_06665	CAPO306285
OG0005837	HELIO_02604	CAPO300250
