Orthogroup	HELIO_ok	ASTMX
OG0000184	HELIO_04383	ASTMX12437, ASTMX12438
OG0000185	HELIO_02917	ASTMX11051, ASTMX13737, ASTMX00167
OG0000185	HELIO_08141	ASTMX03539, ASTMX09726, ASTMX15810, ASTMX01652
OG0000185	HELIO_12016	ASTMX12894, ASTMX07504
OG0000186	HELIO_02314	ASTMX18771
OG0000187	HELIO_05413	ASTMX22425
OG0000187	HELIO_07716	ASTMX22332, ASTMX22516, ASTMX22933, ASTMX03705, ASTMX19535
OG0000188	HELIO_10975	ASTMX17563, ASTMX09974, ASTMX22080
OG0000192	HELIO_08116	ASTMX07878
OG0000192	HELIO_04385	ASTMX20901, ASTMX19840, ASTMX01591, ASTMX00329, ASTMX15434, ASTMX02346
OG0000192	HELIO_03071	ASTMX22789, ASTMX13707
OG0000192	HELIO_03349	ASTMX14856
OG0000194	HELIO_04375, HELIO_03596, HELIO_05547, HELIO_11820, HELIO_06680, HELIO_07417	ASTMX14940, ASTMX03197, ASTMX16653, ASTMX22443, ASTMX22363, ASTMX14331
OG0000195	HELIO_05982	ASTMX06503, ASTMX06504, ASTMX08420, ASTMX05669
OG0000197	HELIO_06777, HELIO_03671	ASTMX14222, ASTMX13243, ASTMX19993
OG0000197	HELIO_03884	ASTMX12768, ASTMX04797, ASTMX01035, ASTMX20680, ASTMX12767, ASTMX10644, ASTMX04274, ASTMX00851, ASTMX10141
OG0000198	HELIO_07810	ASTMX21468, ASTMX05049, ASTMX19231, ASTMX14686
OG0000201	HELIO_03794	ASTMX19802, ASTMX14681, ASTMX19801, ASTMX15505
OG0000201	HELIO_11591	ASTMX16364
OG0000201	HELIO_07497	ASTMX16005, ASTMX04412, ASTMX17973, ASTMX12848
OG0000201	HELIO_09400	ASTMX01297, ASTMX11319, ASTMX13076, ASTMX16014, ASTMX13075
OG0000202	HELIO_09483, HELIO_08601	ASTMX12677, ASTMX14453, ASTMX09955, ASTMX19428, ASTMX05837, ASTMX07752, ASTMX02721, ASTMX17241, ASTMX18862, ASTMX09691, ASTMX06807
OG0000203	HELIO_11397	ASTMX00845, ASTMX01226, ASTMX00857
OG0000203	HELIO_01088	ASTMX20187, ASTMX06010, ASTMX05240
OG0000203	HELIO_02460	ASTMX05701, ASTMX05700
OG0000204	HELIO_05116	ASTMX05231, ASTMX02270
OG0000204	HELIO_05845	ASTMX00447, ASTMX00221
OG0000205	HELIO_00076	ASTMX13522, ASTMX10816, ASTMX16114, ASTMX14153, ASTMX22625
OG0000205	HELIO_00236	ASTMX20065, ASTMX10182, ASTMX20441, ASTMX12995
OG0000205	HELIO_00235, HELIO_07450	ASTMX20510, ASTMX07381, ASTMX02305, ASTMX10670, ASTMX05423, ASTMX14679
OG0000206	HELIO_09072, HELIO_05036, HELIO_06863, HELIO_08368	ASTMX13968
OG0000207	HELIO_04136, HELIO_05670, HELIO_01226, HELIO_01015, HELIO_08023	ASTMX11086, ASTMX18027
OG0000208	HELIO_06822, HELIO_08975	ASTMX14534, ASTMX12214, ASTMX04375, ASTMX14594, ASTMX12234, ASTMX18583, ASTMX05181
OG0000209	HELIO_06825	ASTMX17897
OG0000210	HELIO_02498	ASTMX06462
OG0000210	HELIO_12121	ASTMX16896
OG0000211	HELIO_11401	ASTMX14936
OG0000211	HELIO_09853	ASTMX14468
OG0000211	HELIO_00554	ASTMX02506
OG0000211	HELIO_04759	ASTMX12406, ASTMX15733, ASTMX12502
OG0000211	HELIO_11035	ASTMX00388, ASTMX07887
OG0000213	HELIO_04918, HELIO_01073, HELIO_04313, HELIO_04336, HELIO_06549	ASTMX13716, ASTMX02993, ASTMX16332
OG0000215	HELIO_05873, HELIO_05161, HELIO_03905	ASTMX09309, ASTMX14457
OG0000218	HELIO_12321	ASTMX14255, ASTMX06375
OG0000220	HELIO_04300, HELIO_10035, HELIO_12042	ASTMX06452, ASTMX19472
OG0000221	HELIO_06860	ASTMX13257, ASTMX12726, ASTMX08699, ASTMX18546, ASTMX17261, ASTMX17047
OG0000221	HELIO_10767	ASTMX14659, ASTMX05690, ASTMX18613
OG0000221	HELIO_06340	ASTMX00084, ASTMX22683, ASTMX10185
OG0000223	HELIO_07967	ASTMX17097, ASTMX19956, ASTMX01390, ASTMX13426
OG0000225	HELIO_03666, HELIO_05507, HELIO_12455	ASTMX16084, ASTMX16085, ASTMX16083, ASTMX11790, ASTMX09442, ASTMX17744, ASTMX14393, ASTMX04772, ASTMX20768, ASTMX04717
OG0000227	HELIO_02891	ASTMX19343, ASTMX10190, ASTMX21887
OG0000227	HELIO_06498, HELIO_04590	ASTMX14981, ASTMX11122, ASTMX17731
OG0000228	HELIO_05990	ASTMX08232, ASTMX13813, ASTMX10957, ASTMX17589
OG0000229	HELIO_12626, HELIO_08788, HELIO_08327	ASTMX07950
OG0000230	HELIO_01183	ASTMX01329
OG0000231	HELIO_00476	ASTMX21905, ASTMX09216, ASTMX07397, ASTMX07396
OG0000233	HELIO_09993	ASTMX07999, ASTMX11193
OG0000234	HELIO_06356	ASTMX02457, ASTMX11930, ASTMX03378, ASTMX21596, ASTMX09075, ASTMX14217
OG0000234	HELIO_10361	ASTMX02028, ASTMX03572
OG0000235	HELIO_01611, HELIO_06097, HELIO_07273	ASTMX10074
OG0000236	HELIO_10807	ASTMX08747, ASTMX03149
OG0000236	HELIO_03897, HELIO_07442	ASTMX10243, ASTMX08142
OG0000238	HELIO_10889	ASTMX07705, ASTMX20450, ASTMX07704
OG0000238	HELIO_06126	ASTMX22020, ASTMX08638, ASTMX11056, ASTMX15298
OG0000239	HELIO_09847	ASTMX07645, ASTMX14835, ASTMX20429, ASTMX05441
OG0000239	HELIO_06585	ASTMX01276, ASTMX03280
OG0000239	HELIO_09876	ASTMX15869, ASTMX10448, ASTMX21437, ASTMX01895
OG0000240	HELIO_07617	ASTMX10617
OG0000242	HELIO_08165	ASTMX22355, ASTMX17492, ASTMX17491, ASTMX21993, ASTMX02117, ASTMX00357, ASTMX20526, ASTMX12612
OG0000242	HELIO_01488	ASTMX04049, ASTMX03054
OG0000244	HELIO_03531, HELIO_03532	ASTMX01790
OG0000244	HELIO_12702	ASTMX15853
OG0000245	HELIO_12327, HELIO_04665	ASTMX00360, ASTMX02206, ASTMX13276, ASTMX22797, ASTMX03731, ASTMX22441, ASTMX15530, ASTMX14838, ASTMX17043, ASTMX08650, ASTMX15018, ASTMX19991, ASTMX17329, ASTMX18788, ASTMX10201, ASTMX19475, ASTMX06868, ASTMX19608
OG0000246	HELIO_12542	ASTMX03325
OG0000248	HELIO_03449	ASTMX11343, ASTMX11267, ASTMX06856, ASTMX21086, ASTMX06855
OG0000250	HELIO_03230	ASTMX18265
OG0000250	HELIO_09216	ASTMX22935, ASTMX21081
OG0000250	HELIO_02167	ASTMX10554
OG0000250	HELIO_12457	ASTMX10861
OG0000251	HELIO_12261	ASTMX02278, ASTMX14567
OG0000251	HELIO_05418	ASTMX07951, ASTMX20026, ASTMX00737, ASTMX14618
OG0000255	HELIO_11786	ASTMX15208
OG0000255	HELIO_04587, HELIO_06197, HELIO_12461, HELIO_12238, HELIO_00118, HELIO_05381, HELIO_00573	ASTMX00265
OG0000256	HELIO_11169	ASTMX14236, ASTMX14182, ASTMX17896
OG0000256	HELIO_06584, HELIO_07024, HELIO_07406, HELIO_07937	ASTMX08211, ASTMX08210, ASTMX05152
OG0000257	HELIO_10210	ASTMX01595, ASTMX20351, ASTMX06234
OG0000257	HELIO_08653	ASTMX08510, ASTMX01271, ASTMX07606, ASTMX08826, ASTMX13542
OG0000258	HELIO_07834	ASTMX13949, ASTMX09429, ASTMX02019
OG0000258	HELIO_11938	ASTMX10822, ASTMX04575, ASTMX10602, ASTMX16862
OG0000260	HELIO_02123	ASTMX08323, ASTMX08530, ASTMX00791, ASTMX02088
OG0000263	HELIO_05578, HELIO_08363, HELIO_05846, HELIO_05963, HELIO_01532, HELIO_11244, HELIO_09948	ASTMX18876
OG0000265	HELIO_10981	ASTMX20048, ASTMX19410, ASTMX06906, ASTMX17905, ASTMX03304
OG0000265	HELIO_02949	ASTMX17774, ASTMX08300
OG0000268	HELIO_09456	ASTMX22307
OG0000268	HELIO_11907	ASTMX14616
OG0000270	HELIO_08940	ASTMX10601, ASTMX16861, ASTMX10821, ASTMX04574, ASTMX04388
OG0000270	HELIO_06083	ASTMX03932
OG0000270	HELIO_11284	ASTMX03738, ASTMX05747
OG0000270	HELIO_00681	ASTMX13817
OG0000272	HELIO_06926	ASTMX06714, ASTMX15391, ASTMX13685, ASTMX17539, ASTMX11464, ASTMX21154, ASTMX09631, ASTMX05863, ASTMX15333
OG0000273	HELIO_05150	ASTMX02360
OG0000273	HELIO_03083	ASTMX06870, ASTMX17812, ASTMX15476
OG0000273	HELIO_01650	ASTMX16340
OG0000273	HELIO_02819	ASTMX21300
OG0000275	HELIO_08804	ASTMX06622, ASTMX15608, ASTMX09767
OG0000276	HELIO_12000	ASTMX02717
OG0000277	HELIO_01369	ASTMX17498, ASTMX03998, ASTMX13452
OG0000277	HELIO_01920	ASTMX12126, ASTMX12127, ASTMX03033, ASTMX03664
OG0000280	HELIO_02582	ASTMX10256
OG0000281	HELIO_07402	ASTMX03070, ASTMX14575, ASTMX17132, ASTMX02563, ASTMX20638, ASTMX18671, ASTMX11117, ASTMX22017, ASTMX16140
OG0000281	HELIO_08563	ASTMX08446, ASTMX16022, ASTMX04664
OG0000282	HELIO_10802	ASTMX18342, ASTMX09599
OG0000282	HELIO_02090	ASTMX04653
OG0000282	HELIO_06080	ASTMX06602
OG0000284	HELIO_09271, HELIO_08507, HELIO_03356	ASTMX02036, ASTMX20925, ASTMX22871, ASTMX20924, ASTMX11406, ASTMX17126
OG0000284	HELIO_04011	ASTMX00328, ASTMX15433
OG0000288	HELIO_01393	ASTMX19599, ASTMX03159, ASTMX17230, ASTMX07890, ASTMX01219
OG0000289	HELIO_07121	ASTMX02890, ASTMX10329, ASTMX21654, ASTMX05955
OG0000289	HELIO_08142	ASTMX11422, ASTMX16415
OG0000290	HELIO_00049, HELIO_02831, HELIO_07100	ASTMX18021, ASTMX18022
OG0000295	HELIO_04234	ASTMX20405, ASTMX19587
OG0000295	HELIO_05051	ASTMX22085, ASTMX19804
OG0000296	HELIO_03893	ASTMX01322
OG0000296	HELIO_12440	ASTMX10012, ASTMX03989
OG0000296	HELIO_07957	ASTMX09080, ASTMX12825
OG0000297	HELIO_10152, HELIO_00500, HELIO_06867, HELIO_11184, HELIO_11616	ASTMX03341, ASTMX10348, ASTMX05132, ASTMX12499, ASTMX07463
OG0000298	HELIO_09048, HELIO_06605, HELIO_10723	ASTMX05659, ASTMX16520, ASTMX13196, ASTMX05908, ASTMX19518
OG0000299	HELIO_09503	ASTMX18363, ASTMX17281, ASTMX00682
OG0000300	HELIO_11563, HELIO_11637	ASTMX04298, ASTMX20457
OG0000301	HELIO_10571	ASTMX21577
OG0000301	HELIO_11537	ASTMX20705, ASTMX07228, ASTMX02917
OG0000301	HELIO_08461	ASTMX20668
OG0000302	HELIO_04163	ASTMX07861, ASTMX13265
OG0000305	HELIO_11091	ASTMX12592
OG0000305	HELIO_11371	ASTMX21268, ASTMX04324, ASTMX20856, ASTMX15186, ASTMX15028, ASTMX21047, ASTMX05366, ASTMX05365
OG0000306	HELIO_09402	ASTMX18000, ASTMX12121, ASTMX01553, ASTMX05933, ASTMX13715, ASTMX14016, ASTMX15243
OG0000308	HELIO_09361, HELIO_07835	ASTMX20341, ASTMX17147
OG0000308	HELIO_05751	ASTMX09110
OG0000309	HELIO_05101	ASTMX02021
OG0000312	HELIO_01538	ASTMX14300, ASTMX18372
OG0000312	HELIO_09957	ASTMX04117, ASTMX04116, ASTMX07002
OG0000312	HELIO_10360	ASTMX19559, ASTMX13976
OG0000313	HELIO_06905	ASTMX20598, ASTMX13321, ASTMX07858
OG0000313	HELIO_11614	ASTMX04915, ASTMX16687, ASTMX11511
OG0000313	HELIO_01266	ASTMX07132
OG0000314	HELIO_03371	ASTMX07736, ASTMX14320, ASTMX01567, ASTMX21999, ASTMX10109, ASTMX11499
OG0000315	HELIO_08178	ASTMX11724
OG0000315	HELIO_09319	ASTMX22299, ASTMX08025, ASTMX19001
OG0000315	HELIO_06387	ASTMX08301, ASTMX03040
OG0000316	HELIO_00705	ASTMX02741, ASTMX22462
OG0000316	HELIO_01356	ASTMX08202, ASTMX07921, ASTMX11016
OG0000317	HELIO_09420	ASTMX13428, ASTMX01336, ASTMX00862, ASTMX07441, ASTMX09832
OG0000319	HELIO_04456, HELIO_04612	ASTMX05117, ASTMX10390
OG0000321	HELIO_08196	ASTMX18074, ASTMX03167, ASTMX05895
OG0000321	HELIO_12621	ASTMX14845
OG0000321	HELIO_08301	ASTMX18898, ASTMX00098, ASTMX08418, ASTMX18899, ASTMX00099, ASTMX08419
OG0000322	HELIO_03829, HELIO_10830, HELIO_06778	ASTMX06004
OG0000323	HELIO_07979	ASTMX09179
OG0000323	HELIO_09877	ASTMX02635, ASTMX13255, ASTMX10841
OG0000325	HELIO_11175, HELIO_05922, HELIO_12606, HELIO_12089	ASTMX18823
OG0000326	HELIO_08613	ASTMX00749
OG0000328	HELIO_12519	ASTMX08432, ASTMX12252, ASTMX06825, ASTMX22802, ASTMX05369, ASTMX06682
OG0000329	HELIO_07087	ASTMX19045, ASTMX00981, ASTMX16644, ASTMX07883, ASTMX17956, ASTMX09130, ASTMX14126, ASTMX20509
OG0000330	HELIO_11289, HELIO_02354, HELIO_05125, HELIO_05025, HELIO_10817, HELIO_00687	ASTMX21671
OG0000333	HELIO_00226	ASTMX14239
OG0000338	HELIO_11240	ASTMX13042, ASTMX20131, ASTMX05102
OG0000338	HELIO_09261	ASTMX05103, ASTMX03140
OG0000338	HELIO_11115	ASTMX09866, ASTMX01891
OG0000339	HELIO_05723, HELIO_01207	ASTMX07466
OG0000340	HELIO_04302, HELIO_11048, HELIO_07400, HELIO_08522, HELIO_04846	ASTMX16502
OG0000341	HELIO_08174, HELIO_08173	ASTMX12749, ASTMX11039, ASTMX07461, ASTMX09870
OG0000343	HELIO_11255, HELIO_11254, HELIO_11253, HELIO_04075	ASTMX10298, ASTMX08048, ASTMX09330, ASTMX07009, ASTMX11872, ASTMX14973
OG0000344	HELIO_01783	ASTMX03514, ASTMX09657, ASTMX05816, ASTMX17941
OG0000345	HELIO_12314	ASTMX17770, ASTMX16023, ASTMX16273, ASTMX07982, ASTMX01509
OG0000346	HELIO_07117	ASTMX22643, ASTMX06469, ASTMX11553, ASTMX10029
OG0000346	HELIO_02859	ASTMX21757, ASTMX10400
OG0000349	HELIO_02776, HELIO_06671, HELIO_02602, HELIO_03916	ASTMX19278, ASTMX04917, ASTMX08922
OG0000350	HELIO_10069	ASTMX11261, ASTMX15296, ASTMX12615, ASTMX04193, ASTMX12247
OG0000350	HELIO_00597	ASTMX17843
OG0000350	HELIO_10189	ASTMX08191
OG0000350	HELIO_09346	ASTMX17692, ASTMX01389, ASTMX08192, ASTMX14099
OG0000352	HELIO_07849	ASTMX05896, ASTMX03995, ASTMX17359, ASTMX13140
OG0000352	HELIO_02109	ASTMX01195
OG0000353	HELIO_00605	ASTMX09282
OG0000356	HELIO_07250, HELIO_04896	ASTMX12514, ASTMX01697
OG0000356	HELIO_09257	ASTMX09465, ASTMX09256
OG0000357	HELIO_12008	ASTMX05067, ASTMX15356
OG0000357	HELIO_04303	ASTMX15888, ASTMX01105, ASTMX14562, ASTMX04757
OG0000358	HELIO_08162	ASTMX16628
OG0000358	HELIO_07934	ASTMX07152, ASTMX07224
OG0000358	HELIO_07992	ASTMX07099
OG0000358	HELIO_09698	ASTMX00097
OG0000359	HELIO_08095	ASTMX07087, ASTMX13220
OG0000359	HELIO_01337	ASTMX09819, ASTMX07326
OG0000359	HELIO_08324	ASTMX01180
OG0000360	HELIO_07042	ASTMX04622
OG0000360	HELIO_05668	ASTMX22133, ASTMX09946
OG0000360	HELIO_09290	ASTMX13961
OG0000363	HELIO_08685	ASTMX05820
OG0000363	HELIO_04531	ASTMX15773, ASTMX01558, ASTMX08726
OG0000364	HELIO_03949, HELIO_12735, HELIO_10136, HELIO_07364, HELIO_06168, HELIO_10958	ASTMX08125
OG0000365	HELIO_11146	ASTMX14935, ASTMX12525, ASTMX16950, ASTMX06169, ASTMX07405, ASTMX03199, ASTMX04165
OG0000367	HELIO_11366	ASTMX09449, ASTMX02026, ASTMX13956
OG0000367	HELIO_00864	ASTMX06700, ASTMX14123, ASTMX14122, ASTMX18667
OG0000371	HELIO_06901	ASTMX11842
OG0000372	HELIO_09904	ASTMX00698
OG0000372	HELIO_12662	ASTMX11491
OG0000372	HELIO_08215	ASTMX06694, ASTMX07580, ASTMX13013
OG0000373	HELIO_07356	ASTMX13546, ASTMX07311, ASTMX17503
OG0000374	HELIO_12548	ASTMX01921, ASTMX08407, ASTMX04767, ASTMX00978
OG0000374	HELIO_08385	ASTMX20213, ASTMX12128, ASTMX03034
OG0000374	HELIO_07571	ASTMX04768, ASTMX06554, ASTMX08406
OG0000375	HELIO_04344	ASTMX17658, ASTMX18679, ASTMX11890, ASTMX11667, ASTMX04506, ASTMX04504
OG0000375	HELIO_02630	ASTMX18856, ASTMX13500, ASTMX12920
OG0000378	HELIO_00664	ASTMX14466, ASTMX10279, ASTMX09784, ASTMX19100, ASTMX01130
OG0000379	HELIO_02753	ASTMX13728
OG0000379	HELIO_09413	ASTMX04508
OG0000379	HELIO_10769	ASTMX13150
OG0000379	HELIO_01951	ASTMX22205
OG0000382	HELIO_10248	ASTMX09281
OG0000382	HELIO_06591	ASTMX05165, ASTMX22929, ASTMX06353, ASTMX05166, ASTMX02014, ASTMX06354
OG0000384	HELIO_11619	ASTMX19452, ASTMX14011
OG0000384	HELIO_06784	ASTMX01899, ASTMX12044
OG0000385	HELIO_02137	ASTMX18428
OG0000386	HELIO_06942, HELIO_09822, HELIO_04683	ASTMX04680, ASTMX21914, ASTMX04732, ASTMX10701, ASTMX14354, ASTMX03719
OG0000389	HELIO_05126, HELIO_04723, HELIO_01825	ASTMX12665, ASTMX03229
OG0000391	HELIO_10879	ASTMX13969
OG0000392	HELIO_05710, HELIO_07226	ASTMX06463, ASTMX05494
OG0000393	HELIO_12162, HELIO_00926, HELIO_04233, HELIO_12760	ASTMX19684, ASTMX19683
OG0000393	HELIO_07006	ASTMX20759
OG0000397	HELIO_10979	ASTMX18504
OG0000399	HELIO_09726	ASTMX07149, ASTMX09464
OG0000399	HELIO_07050	ASTMX15648, ASTMX13680
OG0000399	HELIO_04949	ASTMX07577, ASTMX13014
OG0000399	HELIO_03771	ASTMX14554, ASTMX05126, ASTMX19706
OG0000400	HELIO_10775	ASTMX08052
OG0000401	HELIO_07012, HELIO_09245	ASTMX17054, ASTMX15521, ASTMX14025
OG0000402	HELIO_08210	ASTMX15651, ASTMX21467, ASTMX17950, ASTMX07646, ASTMX19109
OG0000402	HELIO_08672, HELIO_08610	ASTMX00692, ASTMX17284, ASTMX02556
OG0000403	HELIO_12710, HELIO_12709	ASTMX04628
OG0000404	HELIO_12139	ASTMX17035, ASTMX14046
OG0000405	HELIO_10657	ASTMX06845, ASTMX10883, ASTMX04895, ASTMX21258, ASTMX08631
OG0000411	HELIO_00642	ASTMX20008, ASTMX01392, ASTMX12902
OG0000412	HELIO_12508	ASTMX08855
OG0000412	HELIO_09547	ASTMX11203, ASTMX12505
OG0000413	HELIO_08207, HELIO_08206	ASTMX22225, ASTMX13671, ASTMX19651, ASTMX16482, ASTMX04390
OG0000413	HELIO_10878	ASTMX16688, ASTMX04912, ASTMX09192, ASTMX19930
OG0000415	HELIO_12745, HELIO_08198, HELIO_12617	ASTMX01956, ASTMX21705, ASTMX02652, ASTMX19313, ASTMX01972, ASTMX00955, ASTMX01971, ASTMX00515
OG0000417	HELIO_08568, HELIO_06332, HELIO_05619	ASTMX22357, ASTMX04509
OG0000419	HELIO_02114	ASTMX19880
OG0000422	HELIO_06618	ASTMX00828, ASTMX04590, ASTMX14110, ASTMX06444, ASTMX19359
OG0000424	HELIO_07447, HELIO_02671	ASTMX07663
OG0000425	HELIO_02713	ASTMX16190, ASTMX11596, ASTMX04218, ASTMX01381, ASTMX08082
OG0000425	HELIO_11977	ASTMX16429, ASTMX07289, ASTMX14964
OG0000426	HELIO_00568	ASTMX14958
OG0000426	HELIO_10983	ASTMX11516, ASTMX15003, ASTMX14175, ASTMX10096, ASTMX04997
OG0000427	HELIO_03641	ASTMX06287, ASTMX09008
OG0000427	HELIO_07136	ASTMX05255, ASTMX14566, ASTMX04360, ASTMX10338
OG0000429	HELIO_07593	ASTMX07836
OG0000431	HELIO_02207	ASTMX19915
OG0000431	HELIO_05550	ASTMX11097, ASTMX09197, ASTMX22566
OG0000431	HELIO_04546	ASTMX06516, ASTMX00145, ASTMX09571
OG0000432	HELIO_04640	ASTMX14397, ASTMX08330, ASTMX02099, ASTMX08388, ASTMX14398
OG0000432	HELIO_07017, HELIO_06679	ASTMX14399, ASTMX03080, ASTMX07191, ASTMX18766, ASTMX16836
OG0000433	HELIO_10148	ASTMX01496, ASTMX04993
OG0000433	HELIO_09108	ASTMX10245, ASTMX08139, ASTMX12987
OG0000435	HELIO_02789	ASTMX07675
OG0000435	HELIO_08123	ASTMX17180, ASTMX22596, ASTMX08016, ASTMX00822, ASTMX11321, ASTMX01296, ASTMX01968, ASTMX00957
OG0000436	HELIO_08988, HELIO_08989	ASTMX00162, ASTMX01672, ASTMX22621, ASTMX04268
OG0000437	HELIO_08664	ASTMX13002
OG0000442	HELIO_01730	ASTMX11711, ASTMX07283, ASTMX12980
OG0000442	HELIO_02982	ASTMX06201, ASTMX00907, ASTMX14474
OG0000442	HELIO_12491	ASTMX03715, ASTMX07828, ASTMX20141
OG0000443	HELIO_07163	ASTMX18401, ASTMX18402, ASTMX12956
OG0000443	HELIO_10033	ASTMX05909
OG0000444	HELIO_00903	ASTMX14380, ASTMX00703, ASTMX21179
OG0000444	HELIO_04957	ASTMX10912, ASTMX16562
OG0000446	HELIO_08937	ASTMX01267
OG0000446	HELIO_02189	ASTMX15320
OG0000446	HELIO_01194	ASTMX05013
OG0000447	HELIO_10938, HELIO_10939	ASTMX14913, ASTMX09104, ASTMX06112, ASTMX14924, ASTMX04090, ASTMX14911, ASTMX21473
OG0000448	HELIO_08948	ASTMX09522, ASTMX00028, ASTMX09521, ASTMX22210
OG0000450	HELIO_01846	ASTMX18053, ASTMX11721, ASTMX11722
OG0000452	HELIO_12082, HELIO_08671, HELIO_05967	ASTMX02015, ASTMX05164
OG0000453	HELIO_11149, HELIO_05758	ASTMX04911
OG0000458	HELIO_08566	ASTMX13023
OG0000458	HELIO_06003	ASTMX10795, ASTMX08179, ASTMX16062, ASTMX04818, ASTMX06686
OG0000459	HELIO_06755, HELIO_07251	ASTMX06073, ASTMX06074, ASTMX07294
OG0000460	HELIO_10718	ASTMX20066
OG0000461	HELIO_02414	ASTMX14096
OG0000461	HELIO_03732	ASTMX09634, ASTMX19013
OG0000463	HELIO_09937	ASTMX05187
OG0000463	HELIO_08661	ASTMX18847
OG0000465	HELIO_12789	ASTMX14121
OG0000465	HELIO_10139	ASTMX02125
OG0000466	HELIO_07058, HELIO_06415	ASTMX18064, ASTMX08504, ASTMX20737
OG0000467	HELIO_10923	ASTMX19597, ASTMX15795, ASTMX10740, ASTMX09415, ASTMX01966, ASTMX05515, ASTMX02018
OG0000468	HELIO_00401	ASTMX16969
OG0000468	HELIO_03768	ASTMX16964, ASTMX16965, ASTMX16967
OG0000469	HELIO_06536	ASTMX17554, ASTMX08379, ASTMX20035, ASTMX11781, ASTMX01028, ASTMX09278, ASTMX13963, ASTMX16633, ASTMX02217, ASTMX04047
OG0000469	HELIO_02957	ASTMX15740, ASTMX02909
OG0000470	HELIO_04201	ASTMX15646, ASTMX03241, ASTMX22015
OG0000471	HELIO_11076, HELIO_01921	ASTMX04676, ASTMX16280, ASTMX07614
OG0000473	HELIO_02691, HELIO_04547, HELIO_04615, HELIO_12353, HELIO_02800, HELIO_04395, HELIO_06620	ASTMX17247, ASTMX08279, ASTMX14205, ASTMX22328, ASTMX21061
OG0000474	HELIO_10673	ASTMX09410, ASTMX04778, ASTMX21427, ASTMX22551, ASTMX19649, ASTMX03307, ASTMX04489, ASTMX17013, ASTMX16239
OG0000475	HELIO_10255	ASTMX04247, ASTMX09728, ASTMX05455, ASTMX08656, ASTMX22981, ASTMX05456
OG0000476	HELIO_11845	ASTMX15748
OG0000476	HELIO_05620	ASTMX15079
OG0000478	HELIO_07629	ASTMX06404, ASTMX08367, ASTMX22529, ASTMX16617
OG0000479	HELIO_08760	ASTMX07487, ASTMX08702, ASTMX01240, ASTMX04831, ASTMX08818
OG0000479	HELIO_02948	ASTMX21850, ASTMX17585, ASTMX15198, ASTMX05901
OG0000480	HELIO_08413	ASTMX05218
OG0000481	HELIO_12216	ASTMX04468
OG0000481	HELIO_11178	ASTMX15759
OG0000481	HELIO_09259	ASTMX21277, ASTMX10551, ASTMX10155
OG0000482	HELIO_06214	ASTMX02712, ASTMX01408, ASTMX16479
OG0000482	HELIO_06713, HELIO_11214	ASTMX01407, ASTMX16480
OG0000484	HELIO_05916	ASTMX06464, ASTMX05493, ASTMX21963, ASTMX03189, ASTMX02359, ASTMX05957
OG0000485	HELIO_07054	ASTMX02971, ASTMX22496
OG0000486	HELIO_10558, HELIO_11461, HELIO_05022, HELIO_11212, HELIO_06172, HELIO_02564, HELIO_00117	ASTMX13378, ASTMX03758
OG0000487	HELIO_07290	ASTMX07842, ASTMX20342
OG0000488	HELIO_02611	ASTMX08717, ASTMX03433, ASTMX00689
OG0000490	HELIO_06690	ASTMX19146, ASTMX08274, ASTMX14197, ASTMX19145, ASTMX08725, ASTMX15774, ASTMX08972, ASTMX03317
OG0000491	HELIO_02841, HELIO_11924	ASTMX05642, ASTMX18439, ASTMX18438, ASTMX18437, ASTMX14753, ASTMX17371, ASTMX11249
OG0000494	HELIO_07387	ASTMX16000, ASTMX05886, ASTMX17592, ASTMX10961, ASTMX13194, ASTMX13294, ASTMX10353
OG0000495	HELIO_03281, HELIO_12758	ASTMX01188
OG0000496	HELIO_09084	ASTMX14117, ASTMX19979
OG0000497	HELIO_03655	ASTMX22201, ASTMX10346, ASTMX13802, ASTMX03464, ASTMX13801
OG0000498	HELIO_08706	ASTMX00213, ASTMX00420, ASTMX17520, ASTMX13589, ASTMX20713, ASTMX07450, ASTMX11775, ASTMX16597, ASTMX00588
OG0000499	HELIO_09553	ASTMX01239, ASTMX04830
OG0000503	HELIO_03761, HELIO_01577	ASTMX07343, ASTMX16980, ASTMX02609, ASTMX03072
OG0000503	HELIO_01283	ASTMX21242
OG0000505	HELIO_05319	ASTMX04944, ASTMX15734, ASTMX05133
OG0000508	HELIO_04860	ASTMX01457, ASTMX09874
OG0000508	HELIO_10897	ASTMX07533
OG0000510	HELIO_05326, HELIO_00614, HELIO_06648	ASTMX10189, ASTMX20520, ASTMX12755, ASTMX12852, ASTMX10966, ASTMX16608
OG0000514	HELIO_07204	ASTMX10637, ASTMX15495, ASTMX20347, ASTMX17787, ASTMX03613, ASTMX20346
OG0000515	HELIO_01437, HELIO_00462, HELIO_05122, HELIO_00094	ASTMX16147
OG0000516	HELIO_04523	ASTMX06518, ASTMX01654, ASTMX13984, ASTMX12362, ASTMX20641
OG0000519	HELIO_00935	ASTMX13209, ASTMX05997
OG0000520	HELIO_02641	ASTMX09994, ASTMX18836, ASTMX07327
OG0000520	HELIO_10311	ASTMX19989, ASTMX14233, ASTMX09883
OG0000521	HELIO_07126	ASTMX12513, ASTMX04599, ASTMX14516, ASTMX14141, ASTMX03940, ASTMX02711
OG0000522	HELIO_08815, HELIO_12218	ASTMX19564, ASTMX01611
