Orthogroup	HELIO_ok	DANRE
OG0000122	HELIO_09221	DANRE03356, DANRE03355, DANRE29132, DANRE27353, DANRE24610, DANRE24611, DANRE42733
OG0000122	HELIO_00601, HELIO_11330	DANRE34039, DANRE34040, DANRE34038, DANRE01547, DANRE01546, DANRE19221, DANRE19220, DANRE34744, DANRE34745, DANRE10319, DANRE10318, DANRE01945, DANRE01946, DANRE42812, DANRE36612, DANRE42813
OG0000123	HELIO_08717	DANRE03245, DANRE03244, DANRE11282, DANRE34021, DANRE06648, DANRE42889, DANRE15663
OG0000123	HELIO_08884	DANRE03936, DANRE03935, DANRE01411, DANRE40778, DANRE07052, DANRE20213
OG0000123	HELIO_09001	DANRE00702
OG0000124	HELIO_02264	DANRE20113, DANRE34367, DANRE06378
OG0000124	HELIO_07531	DANRE43119, DANRE17025, DANRE17008, DANRE17026, DANRE17009, DANRE29866, DANRE03127, DANRE03379, DANRE30366, DANRE29458, DANRE29457
OG0000124	HELIO_08965	DANRE09986, DANRE02785, DANRE02786, DANRE22696
OG0000124	HELIO_01505	DANRE18048, DANRE07772, DANRE16836, DANRE16837, DANRE05164
OG0000125	HELIO_11225	DANRE23413, DANRE03397, DANRE29699, DANRE29698, DANRE03395, DANRE01700, DANRE23414
OG0000125	HELIO_03951	DANRE14262, DANRE14259, DANRE14260, DANRE03705, DANRE03706, DANRE29824, DANRE29825, DANRE14261
OG0000125	HELIO_08019	DANRE38530, DANRE38532, DANRE38531
OG0000126	HELIO_05678	DANRE16570, DANRE16568, DANRE16569, DANRE06924, DANRE06925, DANRE06927, DANRE06923, DANRE22185, DANRE22186
OG0000126	HELIO_07534	DANRE09488
OG0000126	HELIO_02617	DANRE24264, DANRE24265, DANRE24266, DANRE07231, DANRE07232
OG0000126	HELIO_12717	DANRE19091, DANRE19090, DANRE21704, DANRE21705, DANRE33653, DANRE33654, DANRE09589, DANRE25981, DANRE25982
OG0000127	HELIO_00274	DANRE16565, DANRE41950, DANRE06928, DANRE22187, DANRE38204, DANRE33886, DANRE33885
OG0000127	HELIO_04203	DANRE36236, DANRE26932, DANRE35612, DANRE42858
OG0000127	HELIO_00760	DANRE08971, DANRE14620, DANRE14621, DANRE18120, DANRE11692, DANRE02339
OG0000127	HELIO_10652	DANRE17738, DANRE22515, DANRE39205, DANRE39206
OG0000127	HELIO_03723	DANRE03080, DANRE30572, DANRE28534, DANRE30574, DANRE30575, DANRE03095, DANRE03096
OG0000128	HELIO_05183	DANRE33979
OG0000128	HELIO_03924	DANRE08860
OG0000128	HELIO_00789	DANRE26420, DANRE24430, DANRE24431
OG0000129	HELIO_05477	DANRE21944, DANRE21943, DANRE21942, DANRE21941, DANRE21936, DANRE21937, DANRE05805, DANRE05803, DANRE05804, DANRE21940, DANRE21939, DANRE21938, DANRE21934, DANRE21935, DANRE05801, DANRE05802, DANRE19999, DANRE37478, DANRE37477, DANRE37476, DANRE16830, DANRE17949, DANRE17948, DANRE11891, DANRE11892, DANRE11890
OG0000129	HELIO_12045	DANRE19744, DANRE12249, DANRE12250, DANRE37926, DANRE37925, DANRE37924
OG0000130	HELIO_00229	DANRE04845
OG0000131	HELIO_00530, HELIO_08397	DANRE33605
OG0000132	HELIO_02084, HELIO_02083, HELIO_03711	DANRE40562, DANRE34020, DANRE26062, DANRE26082, DANRE26074, DANRE26055, DANRE37452, DANRE37445, DANRE37403, DANRE37459, DANRE37460, DANRE37429, DANRE37412, DANRE26100, DANRE26165, DANRE26175, DANRE26158, DANRE26093, DANRE37468, DANRE39504, DANRE39494
OG0000132	HELIO_04353	DANRE24745
OG0000137	HELIO_10563	DANRE09204, DANRE17609
OG0000137	HELIO_05850	DANRE17940, DANRE17941, DANRE04021, DANRE04020
OG0000137	HELIO_01589, HELIO_12262	DANRE17727, DANRE10757
OG0000147	HELIO_12780	DANRE26942, DANRE26943, DANRE36250, DANRE36251, DANRE23193, DANRE23196, DANRE23195, DANRE23194
OG0000147	HELIO_07856	DANRE10593, DANRE10594, DANRE18815, DANRE11115
OG0000147	HELIO_02877	DANRE21777, DANRE21778
OG0000147	HELIO_07688	DANRE11736, DANRE11737
OG0000148	HELIO_12241	DANRE23175, DANRE22292, DANRE36771, DANRE36769, DANRE22583, DANRE22582, DANRE22581, DANRE22579, DANRE22580, DANRE31174, DANRE31172, DANRE31173, DANRE02328, DANRE02325, DANRE02326, DANRE02327, DANRE22731
OG0000148	HELIO_01322	DANRE22584, DANRE22585, DANRE36775, DANRE36774, DANRE13292, DANRE36768, DANRE22578, DANRE36772, DANRE36773, DANRE13290, DANRE13291, DANRE13293, DANRE02329, DANRE31175, DANRE31176
OG0000149	HELIO_11224	DANRE00119, DANRE33977, DANRE33976, DANRE33978, DANRE34857, DANRE34856, DANRE34855
OG0000149	HELIO_09667, HELIO_05786, HELIO_08463, HELIO_10026	DANRE25293, DANRE25295, DANRE25294, DANRE37665, DANRE37666, DANRE12798, DANRE12797
OG0000149	HELIO_08561	DANRE04846
OG0000151	HELIO_02909	DANRE17219, DANRE17218, DANRE30276, DANRE19235, DANRE19234, DANRE13880, DANRE13875, DANRE13878, DANRE13874, DANRE13877, DANRE13879, DANRE13876, DANRE26723, DANRE26722, DANRE24525, DANRE24522, DANRE24524, DANRE24523
OG0000151	HELIO_01067	DANRE14884, DANRE14886, DANRE14885, DANRE03134, DANRE29215, DANRE29216, DANRE40219, DANRE40221, DANRE40218, DANRE40220, DANRE01590, DANRE01589, DANRE35788, DANRE35787, DANRE42673
OG0000151	HELIO_11427	DANRE35183, DANRE35184, DANRE10549, DANRE23760, DANRE23732
OG0000152	HELIO_05135	DANRE28493, DANRE32143, DANRE15172, DANRE32189
OG0000154	HELIO_11108	DANRE14596, DANRE14593, DANRE14594, DANRE14588, DANRE14590, DANRE14589, DANRE14592, DANRE20521, DANRE23337, DANRE23336
OG0000154	HELIO_00470	DANRE01050, DANRE07010, DANRE07011
OG0000155	HELIO_02785	DANRE17586, DANRE05670
OG0000155	HELIO_06336	DANRE14414, DANRE14413, DANRE14411, DANRE14412, DANRE09080, DANRE09081, DANRE09079, DANRE04486, DANRE04485, DANRE14416, DANRE14415
OG0000155	HELIO_10305	DANRE14798, DANRE14799, DANRE14802, DANRE14800, DANRE14801, DANRE04487, DANRE04488, DANRE09083
OG0000157	HELIO_02764	DANRE34923, DANRE28272, DANRE21748, DANRE21746, DANRE21747
OG0000157	HELIO_10997	DANRE21331
OG0000157	HELIO_02973	DANRE40410
OG0000157	HELIO_02898	DANRE12853, DANRE12855, DANRE38298, DANRE12854
OG0000158	HELIO_05890	DANRE22512, DANRE22513, DANRE05145, DANRE05146, DANRE27251, DANRE27253, DANRE27252
OG0000159	HELIO_11077	DANRE24089, DANRE24088
OG0000159	HELIO_07755	DANRE15174, DANRE09143
OG0000159	HELIO_07071, HELIO_00285, HELIO_10509	DANRE03349, DANRE03348
OG0000160	HELIO_09094	DANRE01423, DANRE40842, DANRE40841, DANRE17109, DANRE17108, DANRE17125, DANRE17126, DANRE17103, DANRE17119, DANRE17131, DANRE17130, DANRE17129, DANRE01424, DANRE40843, DANRE40844
OG0000163	HELIO_05553	DANRE28765
OG0000163	HELIO_02290	DANRE29071, DANRE29072, DANRE29299, DANRE03607
OG0000163	HELIO_07317	DANRE29253, DANRE09545, DANRE09544, DANRE14272
OG0000164	HELIO_11223	DANRE02111
OG0000164	HELIO_04867	DANRE14503, DANRE10326, DANRE10325, DANRE34786, DANRE01504, DANRE02112, DANRE02110
OG0000165	HELIO_01649	DANRE06012, DANRE06637, DANRE20519, DANRE06815, DANRE15698, DANRE06353, DANRE30796, DANRE25513, DANRE39107, DANRE41877, DANRE34542, DANRE39106, DANRE12290, DANRE19609, DANRE33435, DANRE21614, DANRE06912, DANRE00873, DANRE00874, DANRE00872, DANRE06914, DANRE06911, DANRE06913, DANRE37977, DANRE00722, DANRE26457, DANRE26458, DANRE08895, DANRE08896, DANRE42343
OG0000166	HELIO_10168	DANRE39976
OG0000166	HELIO_00134, HELIO_00135	DANRE29077
OG0000166	HELIO_11547	DANRE07861, DANRE00547, DANRE39975, DANRE15424, DANRE15423
OG0000167	HELIO_07346	DANRE22499, DANRE22498, DANRE27166, DANRE17740, DANRE11398, DANRE11083, DANRE11082, DANRE11081, DANRE17267, DANRE15006, DANRE15004, DANRE23504, DANRE27268
OG0000168	HELIO_11699	DANRE43243, DANRE43242, DANRE26222, DANRE26221, DANRE38956, DANRE38957
OG0000168	HELIO_07708	DANRE01848, DANRE01847, DANRE01186, DANRE33415, DANRE23569, DANRE23570, DANRE26473, DANRE26474, DANRE02154, DANRE02153, DANRE27646, DANRE27647, DANRE39384
OG0000169	HELIO_04309, HELIO_11118, HELIO_04365, HELIO_12257	DANRE07497, DANRE07435, DANRE07500, DANRE07499, DANRE07498, DANRE04977, DANRE19886, DANRE19887, DANRE20123, DANRE38169
OG0000171	HELIO_09820	DANRE20301, DANRE20300, DANRE08229, DANRE08228
OG0000171	HELIO_01149	DANRE03984, DANRE03985, DANRE16355
OG0000171	HELIO_03619	DANRE15814
OG0000172	HELIO_09881	DANRE01621, DANRE35691, DANRE42053, DANRE42569, DANRE42570, DANRE42571, DANRE42567, DANRE42566, DANRE42568, DANRE42565, DANRE35693
OG0000173	HELIO_09570, HELIO_09571	DANRE09307, DANRE23661, DANRE23660, DANRE35294, DANRE22149, DANRE26539, DANRE28064, DANRE28065, DANRE22924, DANRE02511, DANRE27814, DANRE27812, DANRE27813, DANRE27811, DANRE08816, DANRE24500, DANRE27824, DANRE27822, DANRE27825, DANRE00429, DANRE41802, DANRE16179, DANRE16178, DANRE24501, DANRE22925, DANRE02512, DANRE00428, DANRE27815, DANRE15141, DANRE02771, DANRE36777, DANRE22986, DANRE17890, DANRE17889
OG0000174	HELIO_09480, HELIO_04614, HELIO_10809	DANRE13585
OG0000174	HELIO_01069	DANRE33604, DANRE04813, DANRE04814
OG0000175	HELIO_11471	DANRE36803, DANRE24071, DANRE24070, DANRE27218, DANRE18466, DANRE26656, DANRE39199, DANRE39200
OG0000179	HELIO_05015	DANRE04367, DANRE04366, DANRE04365, DANRE04368, DANRE05383, DANRE05381, DANRE05382, DANRE01574, DANRE40987
OG0000179	HELIO_04929	DANRE43121, DANRE25146, DANRE25145
OG0000179	HELIO_08122	DANRE07330
OG0000180	HELIO_10517	DANRE27107, DANRE24455
OG0000180	HELIO_01389	DANRE06798, DANRE06797, DANRE35268, DANRE35269, DANRE00787, DANRE00788, DANRE07755, DANRE06838, DANRE20095
OG0000181	HELIO_03744	DANRE02884, DANRE02883, DANRE12403, DANRE12404, DANRE12405
OG0000181	HELIO_10771	DANRE18962, DANRE11917
OG0000181	HELIO_03461, HELIO_03460	DANRE29930, DANRE29928, DANRE24702
OG0000183	HELIO_03106, HELIO_07785	DANRE08187, DANRE08186, DANRE08185, DANRE34383, DANRE34382, DANRE18628, DANRE18627, DANRE04912, DANRE04914, DANRE04913, DANRE19973, DANRE19972, DANRE19974, DANRE38116, DANRE38118, DANRE38117, DANRE22228, DANRE22229
OG0000183	HELIO_12279	DANRE08132, DANRE34989, DANRE34988
OG0000183	HELIO_02987	DANRE08948, DANRE08946
OG0000184	HELIO_04383	DANRE17664, DANRE17663, DANRE17665, DANRE17666
OG0000185	HELIO_02917	DANRE23090, DANRE23091, DANRE22635, DANRE22634, DANRE42538
OG0000185	HELIO_08141	DANRE38605, DANRE38609, DANRE38606, DANRE38607, DANRE38608, DANRE09187, DANRE09186, DANRE14599, DANRE14598, DANRE37179
OG0000185	HELIO_12016	DANRE18738, DANRE18737, DANRE08999, DANRE09000
OG0000187	HELIO_07716	DANRE05018, DANRE42960, DANRE32488, DANRE32490, DANRE32489, DANRE32383
OG0000188	HELIO_10975	DANRE41187, DANRE01404, DANRE15813
OG0000189	HELIO_07994	DANRE32701, DANRE32456
OG0000192	HELIO_08116	DANRE42615, DANRE42616
OG0000192	HELIO_04385	DANRE26716, DANRE26715, DANRE26717, DANRE24518, DANRE24519, DANRE01815, DANRE06210, DANRE06208, DANRE16783, DANRE01814, DANRE01813
OG0000192	HELIO_03071	DANRE33927, DANRE33926
OG0000192	HELIO_03349	DANRE28817, DANRE28818
OG0000194	HELIO_04375, HELIO_03596, HELIO_05547, HELIO_11820, HELIO_06680, HELIO_07417	DANRE07507, DANRE27093, DANRE24470, DANRE24471, DANRE02515
OG0000195	HELIO_05982	DANRE26547, DANRE26546, DANRE23862, DANRE23863, DANRE32969, DANRE26548, DANRE38212, DANRE38213, DANRE38214, DANRE33889
OG0000197	HELIO_06777, HELIO_03671	DANRE09391, DANRE13973, DANRE09390, DANRE25164, DANRE25163, DANRE38917
OG0000197	HELIO_03884	DANRE23203, DANRE23204, DANRE36780, DANRE07717, DANRE27793, DANRE27794, DANRE27795, DANRE09979, DANRE14983, DANRE14982, DANRE11076, DANRE11075, DANRE11077, DANRE18518, DANRE14709, DANRE09410, DANRE04312
OG0000198	HELIO_07810	DANRE40820, DANRE30070
OG0000201	HELIO_03794	DANRE15486, DANRE15485, DANRE15484, DANRE30063, DANRE30062, DANRE30061, DANRE36037, DANRE28541, DANRE28524
OG0000201	HELIO_11591	DANRE06499, DANRE06498
OG0000201	HELIO_07497	DANRE35320, DANRE35319, DANRE08219, DANRE00299, DANRE00300
OG0000201	HELIO_09400	DANRE11378, DANRE35095, DANRE35096, DANRE19426, DANRE40588, DANRE40589, DANRE40587
OG0000202	HELIO_09483, HELIO_08601	DANRE03402, DANRE40995, DANRE34029, DANRE34028, DANRE05184, DANRE03319, DANRE03318, DANRE39259, DANRE06213, DANRE11616, DANRE11617, DANRE09866, DANRE09867
OG0000203	HELIO_11397	DANRE14699, DANRE18500, DANRE14717
OG0000203	HELIO_01088	DANRE36471, DANRE22962
OG0000203	HELIO_02460	DANRE41037, DANRE41036
OG0000204	HELIO_05116	DANRE22975, DANRE22976, DANRE07627, DANRE07626
OG0000204	HELIO_05845	DANRE26103, DANRE38455, DANRE38457, DANRE38456, DANRE30689, DANRE30690
OG0000205	HELIO_00076	DANRE05678, DANRE17760, DANRE05679, DANRE22203, DANRE11422, DANRE11423, DANRE17761
OG0000205	HELIO_00236	DANRE03440, DANRE29027, DANRE29028, DANRE14378, DANRE42205
OG0000205	HELIO_00235, HELIO_07450	DANRE03325, DANRE03326, DANRE03327, DANRE29567, DANRE29569, DANRE29568, DANRE27025, DANRE24859, DANRE35745, DANRE35744
OG0000206	HELIO_05908	DANRE43290, DANRE12274, DANRE12275
OG0000206	HELIO_09072, HELIO_05036, HELIO_06863, HELIO_08368	DANRE11243, DANRE11241, DANRE11242
OG0000207	HELIO_04136, HELIO_05670, HELIO_01226, HELIO_01015, HELIO_08023	DANRE17486, DANRE17485, DANRE17484, DANRE22386
OG0000208	HELIO_06822, HELIO_08975	DANRE40545, DANRE20339, DANRE08290, DANRE08289, DANRE20297, DANRE30779, DANRE30778, DANRE30780, DANRE25855
OG0000210	HELIO_02498	DANRE26694
OG0000210	HELIO_12121	DANRE22146
OG0000211	HELIO_11401	DANRE07428
OG0000211	HELIO_00554	DANRE04462, DANRE04461
OG0000211	HELIO_04759	DANRE37550, DANRE37552, DANRE34919, DANRE34918, DANRE40802, DANRE37551, DANRE40803
OG0000211	HELIO_11035	DANRE25257, DANRE37648
OG0000213	HELIO_04918, HELIO_01073, HELIO_04313, HELIO_04336, HELIO_06549	DANRE08407, DANRE01235, DANRE01234, DANRE01233, DANRE33709
OG0000215	HELIO_05873, HELIO_05161, HELIO_03905	DANRE20070, DANRE40902
OG0000218	HELIO_12321	DANRE21272, DANRE22815
OG0000220	HELIO_04300, HELIO_10035, HELIO_12042	DANRE26586, DANRE26587, DANRE26588, DANRE26584, DANRE26583, DANRE26585, DANRE23907
OG0000221	HELIO_06860	DANRE21380, DANRE21379, DANRE42561, DANRE24216, DANRE24218, DANRE24215, DANRE26894, DANRE26896, DANRE26895, DANRE24217, DANRE29970, DANRE29969, DANRE03479
OG0000221	HELIO_10767	DANRE13103, DANRE13104, DANRE41056, DANRE02442, DANRE02443
OG0000221	HELIO_06340	DANRE42362, DANRE10521, DANRE29024, DANRE29025
OG0000223	HELIO_07967	DANRE41768, DANRE41772, DANRE02462, DANRE02461, DANRE41770, DANRE12033, DANRE12032, DANRE18153, DANRE18152
OG0000223	HELIO_04535	DANRE41769
OG0000225	HELIO_03666, HELIO_05507, HELIO_12455	DANRE31381, DANRE31382, DANRE31383, DANRE31384, DANRE31380, DANRE31379, DANRE31378, DANRE31377, DANRE22490, DANRE36644, DANRE36645, DANRE40476, DANRE31226, DANRE40474, DANRE40473, DANRE23156, DANRE19629, DANRE19630, DANRE06683
OG0000227	HELIO_02891	DANRE42122, DANRE29014, DANRE29012, DANRE23772, DANRE29013
OG0000227	HELIO_06498, HELIO_04590	DANRE38834, DANRE38835, DANRE17989, DANRE17987, DANRE17988, DANRE26274, DANRE26273, DANRE23312, DANRE23311
OG0000228	HELIO_05990	DANRE00776, DANRE00778, DANRE00777, DANRE00779, DANRE08336, DANRE08337, DANRE08338, DANRE06599, DANRE16467, DANRE16468, DANRE06597, DANRE06596
OG0000229	HELIO_12626, HELIO_08788, HELIO_08327	DANRE24412
OG0000230	HELIO_01183	DANRE12069
OG0000231	HELIO_00476	DANRE25539, DANRE25538, DANRE13340, DANRE24581, DANRE24580, DANRE24579, DANRE24582
OG0000233	HELIO_09993	DANRE06154, DANRE34266
OG0000234	HELIO_06356	DANRE21676, DANRE21675, DANRE19408, DANRE19409, DANRE12183, DANRE12184, DANRE08990, DANRE08989, DANRE13969
OG0000234	HELIO_10361	DANRE31517, DANRE31519, DANRE31518, DANRE31520, DANRE31523, DANRE31521, DANRE38638, DANRE38634, DANRE38635, DANRE38636
OG0000235	HELIO_01611, HELIO_06097, HELIO_07273	DANRE39400, DANRE39401
OG0000236	HELIO_10807	DANRE36230, DANRE36229, DANRE26922, DANRE36231
OG0000236	HELIO_03897, HELIO_07442	DANRE18162, DANRE10815
OG0000238	HELIO_10889	DANRE03666, DANRE29074, DANRE03667
OG0000238	HELIO_06126	DANRE26344, DANRE26345, DANRE23102, DANRE22472
OG0000239	HELIO_09847	DANRE03491, DANRE29951, DANRE03738, DANRE26391, DANRE26392, DANRE41746, DANRE41745, DANRE35712, DANRE19581, DANRE41747, DANRE35710, DANRE19582, DANRE35708
OG0000239	HELIO_06585	DANRE18831, DANRE11676
OG0000239	HELIO_09876	DANRE29702, DANRE29704, DANRE29703, DANRE03364, DANRE03363, DANRE03365, DANRE09553, DANRE14346, DANRE14347
OG0000240	HELIO_07617	DANRE33483
OG0000242	HELIO_08165	DANRE30582, DANRE33050, DANRE33048, DANRE33049, DANRE25759, DANRE25758, DANRE23939, DANRE23935, DANRE23934, DANRE23940
OG0000242	HELIO_01488	DANRE39800, DANRE30613, DANRE23069
OG0000242	HELIO_07151	DANRE14239
OG0000244	HELIO_03531, HELIO_03532	DANRE23384, DANRE33208
OG0000245	HELIO_12327, HELIO_04665	DANRE25755, DANRE25204, DANRE25202, DANRE31214, DANRE00016, DANRE10304, DANRE13418, DANRE13419, DANRE28142, DANRE28141, DANRE29955, DANRE03484, DANRE41507, DANRE35857, DANRE08680, DANRE04116, DANRE28837, DANRE28836, DANRE28994, DANRE28995, DANRE24819, DANRE09433, DANRE09434, DANRE28434
OG0000246	HELIO_12542	DANRE35156
OG0000248	HELIO_03449	DANRE03510, DANRE03511, DANRE03504, DANRE03515, DANRE03516, DANRE17595, DANRE17596, DANRE03517, DANRE03512, DANRE03507, DANRE03513, DANRE03514, DANRE03518, DANRE03508, DANRE03509, DANRE03506, DANRE03505, DANRE03503, DANRE33895, DANRE34721, DANRE34722, DANRE34720, DANRE09912, DANRE09911, DANRE09913, DANRE13533, DANRE09910
OG0000250	HELIO_03230	DANRE12907, DANRE12906
OG0000250	HELIO_09216	DANRE30458
OG0000250	HELIO_02167	DANRE00270, DANRE00269
OG0000250	HELIO_12457	DANRE31328, DANRE31327, DANRE31326
OG0000251	HELIO_12261	DANRE07628, DANRE07629, DANRE02499, DANRE02498
OG0000251	HELIO_05418	DANRE24414, DANRE24413, DANRE24415, DANRE02814
OG0000252	HELIO_10247	DANRE08141
OG0000255	HELIO_11786	DANRE20502
OG0000255	HELIO_04587, HELIO_06197, HELIO_12461, HELIO_12238, HELIO_00118, HELIO_05381, HELIO_00573	DANRE38523, DANRE38521, DANRE38522, DANRE38524
OG0000256	HELIO_11169	DANRE00399, DANRE00398, DANRE30242, DANRE17145, DANRE17146
OG0000256	HELIO_06584, HELIO_07024, HELIO_07406, HELIO_07937	DANRE00533, DANRE00532, DANRE12153, DANRE25972, DANRE25973, DANRE25974, DANRE12154
OG0000257	HELIO_10210	DANRE15601, DANRE15602, DANRE39467, DANRE39468, DANRE39469, DANRE12721, DANRE12720
OG0000257	HELIO_08653	DANRE11745, DANRE18824, DANRE18823, DANRE05266, DANRE07014, DANRE39437
OG0000258	HELIO_01832	DANRE15460
OG0000258	HELIO_07834	DANRE02230, DANRE36624, DANRE31543, DANRE31544
OG0000258	HELIO_11938	DANRE17770, DANRE05460, DANRE04652, DANRE03782
OG0000260	HELIO_02123	DANRE25713, DANRE25714, DANRE30881, DANRE30885, DANRE30884, DANRE30882, DANRE30883, DANRE22095, DANRE22094
OG0000261	HELIO_10678	DANRE15325
OG0000263	HELIO_05578, HELIO_08363, HELIO_05846, HELIO_05963, HELIO_01532, HELIO_11244, HELIO_09948	DANRE01961, DANRE01962
OG0000265	HELIO_10981	DANRE17649, DANRE17650, DANRE30214, DANRE30216, DANRE30217, DANRE30212, DANRE30213, DANRE30215, DANRE17167, DANRE35122, DANRE35123, DANRE35124, DANRE33277, DANRE33279, DANRE33280, DANRE33278, DANRE17651
OG0000265	HELIO_02949	DANRE41183, DANRE25673, DANRE25672, DANRE25671
OG0000268	HELIO_11907	DANRE41508, DANRE41510, DANRE41509, DANRE09818
OG0000270	HELIO_08940	DANRE04651, DANRE03784, DANRE03783, DANRE17767, DANRE17768, DANRE17769, DANRE05463, DANRE05461, DANRE05462, DANRE08265
OG0000270	HELIO_06083	DANRE19984
OG0000270	HELIO_11284	DANRE08992, DANRE30651, DANRE30650
OG0000270	HELIO_00681	DANRE07768
OG0000272	HELIO_06926	DANRE09698, DANRE14147, DANRE11626, DANRE18102, DANRE36914, DANRE36915, DANRE40982, DANRE40983, DANRE33320, DANRE07883, DANRE00548
OG0000273	HELIO_05150	DANRE27068
OG0000273	HELIO_03083	DANRE09438, DANRE29892
OG0000273	HELIO_01650	DANRE33683
OG0000273	HELIO_02819	DANRE18454
OG0000275	HELIO_08804	DANRE04264, DANRE04262, DANRE05343, DANRE05353, DANRE05351, DANRE05345, DANRE05349, DANRE05352, DANRE05348, DANRE05346, DANRE05344, DANRE05350, DANRE05342, DANRE04263, DANRE05347, DANRE15840, DANRE15841, DANRE35415
OG0000276	HELIO_12000	DANRE39252
OG0000277	HELIO_01369	DANRE40145, DANRE33384, DANRE39642
OG0000277	HELIO_01920	DANRE05075, DANRE05074, DANRE05086, DANRE05084, DANRE05077, DANRE05087, DANRE00061, DANRE00060, DANRE33406, DANRE43188
OG0000280	HELIO_02582	DANRE18194
OG0000281	HELIO_07402	DANRE20682, DANRE20683, DANRE31164, DANRE31162, DANRE31163, DANRE31165, DANRE22293, DANRE22294, DANRE12990, DANRE17976, DANRE17975, DANRE26281, DANRE03433, DANRE03431, DANRE03430, DANRE03434, DANRE03432
OG0000281	HELIO_08563	DANRE04421, DANRE20577, DANRE16296, DANRE16297, DANRE16295, DANRE06166, DANRE06167
OG0000282	HELIO_10802	DANRE26878, DANRE24153
OG0000282	HELIO_02090	DANRE06182, DANRE06181
OG0000282	HELIO_06080	DANRE05309
OG0000284	HELIO_09271, HELIO_08507, HELIO_03356	DANRE40041, DANRE40043, DANRE40042, DANRE40040, DANRE26654, DANRE26655, DANRE43399, DANRE43400, DANRE43140, DANRE43141, DANRE35642, DANRE35643
OG0000284	HELIO_04011	DANRE16784, DANRE16785, DANRE06207, DANRE06206
OG0000288	HELIO_01393	DANRE23048, DANRE27140, DANRE27142, DANRE27141, DANRE25605, DANRE37644, DANRE37643, DANRE18515
OG0000289	HELIO_07121	DANRE02091, DANRE02092, DANRE02093, DANRE02094, DANRE02090, DANRE26804, DANRE26805, DANRE40016, DANRE43308, DANRE43309
OG0000289	HELIO_08142	DANRE09075, DANRE23535
OG0000290	HELIO_00049, HELIO_02831, HELIO_07100	DANRE41668, DANRE41667
OG0000295	HELIO_04234	DANRE12214, DANRE12212
OG0000295	HELIO_05051	DANRE29067, DANRE29068, DANRE15487
OG0000296	HELIO_03893	DANRE12056, DANRE12057
OG0000296	HELIO_12440	DANRE00423, DANRE40159
OG0000296	HELIO_07957	DANRE08985, DANRE38849, DANRE38850
OG0000297	HELIO_10152, HELIO_00500, HELIO_06867, HELIO_11184, HELIO_11616	DANRE34809, DANRE19503, DANRE19505, DANRE19504, DANRE26015, DANRE37048
OG0000298	HELIO_09048, HELIO_06605, HELIO_10723	DANRE38196, DANRE08768, DANRE33531, DANRE00079, DANRE37490
OG0000299	HELIO_09503	DANRE24910, DANRE24909, DANRE24914, DANRE28382, DANRE28381, DANRE28383, DANRE22586, DANRE22588
OG0000300	HELIO_11563, HELIO_11637	DANRE15037, DANRE04513
OG0000301	HELIO_10571	DANRE28917
OG0000301	HELIO_11537	DANRE31227, DANRE31228, DANRE31229, DANRE31230, DANRE12465, DANRE01897
OG0000301	HELIO_08461	DANRE05118, DANRE05119
OG0000302	HELIO_04163	DANRE42649, DANRE21389
OG0000303	HELIO_04480, HELIO_03956, HELIO_10932	DANRE33104, DANRE32374
OG0000305	HELIO_11091	DANRE31139
OG0000305	HELIO_04494	DANRE09757, DANRE09755, DANRE09756
OG0000305	HELIO_11371	DANRE15092, DANRE10598, DANRE10597, DANRE41676, DANRE35836, DANRE35835, DANRE27357, DANRE27356, DANRE01697
