Orthogroup	OWEFU	MOUSE
OG0000062	OFUSG20834.1.p1, OFUSG20834.2.p1, OFUSG05008.1.p1	MOUSE52081
OG0000063	OFUSG17109.2.p1, OFUSG17109.1.p1	MOUSE18432, MOUSE18433, MOUSE18434, MOUSE32920, MOUSE32923, MOUSE32924, MOUSE32922, MOUSE32921, MOUSE32925, MOUSE32927, MOUSE32926, MOUSE32919, MOUSE18436, MOUSE18437, MOUSE33694, MOUSE33695, MOUSE33696
OG0000063	OFUSG05823.2.p1, OFUSG05823.1.p1	MOUSE10885, MOUSE10881
OG0000063	OFUSG20081.1.p1	MOUSE33697
OG0000065	OFUSG22574.1.p1, OFUSG23358.1.p1, OFUSG12395.1.p1, OFUSG23801.1.p1, OFUSG23802.1.p1, OFUSG23800.1.p1, OFUSG01605.1.p1, OFUSG15392.1.p1, OFUSG01606.1.p1, OFUSG01817.1.p1, OFUSG16109.1.p1, OFUSG08606.1.p1, OFUSG25251.1.p1, OFUSG10638.1.p1, OFUSG03941.1.p1, OFUSG20646.1.p1, OFUSG26222.1.p1, OFUSG00747.1.p1, OFUSG00365.1.p1, OFUSG20533.1.p1, OFUSG15764.2.p1, OFUSG15764.4.p1, OFUSG15764.3.p1, OFUSG15764.1.p1, OFUSG13353.1.p1, OFUSG22698.1.p1, OFUSG15763.1.p1, OFUSG02049.1.p1, OFUSG22680.1.p1, OFUSG22697.1.p1, OFUSG16096.1.p1, OFUSG15767.1.p1, OFUSG12866.1.p1, OFUSG09226.1.p1, OFUSG09226.2.p1, OFUSG25542.1.p1, OFUSG21873.1.p1, OFUSG21872.1.p1, OFUSG07631.1.p1, OFUSG23384.1.p1, OFUSG15143.1.p1, OFUSG15928.1.p1, OFUSG00649.1.p1, OFUSG25620.1.p1, OFUSG08202.1.p1, OFUSG19583.1.p1, OFUSG13387.1.p1	MOUSE25323, MOUSE25321, MOUSE25322, MOUSE50148, MOUSE32171
OG0000066	OFUSG23527.1.p1	MOUSE53763
OG0000066	OFUSG16951.1.p1, OFUSG16951.2.p1, OFUSG09162.1.p1, OFUSG22461.1.p1, OFUSG03668.1.p1, OFUSG23652.3.p1, OFUSG23652.1.p1, OFUSG23652.2.p1, OFUSG12986.1.p1, OFUSG23651.1.p1, OFUSG23651.2.p1, OFUSG23651.3.p1	MOUSE13756
OG0000067	OFUSG07801.1.p1, OFUSG07801.2.p1, OFUSG09800.1.p1	MOUSE19580, MOUSE31455
OG0000068	OFUSG19455.1.p1	MOUSE54270, MOUSE52919, MOUSE52920, MOUSE52921, MOUSE14430, MOUSE41087, MOUSE41088, MOUSE02009
OG0000068	OFUSG06649.2.p1, OFUSG06649.1.p1	MOUSE02010
OG0000069	OFUSG26968.1.p1, OFUSG26973.1.p1, OFUSG26972.1.p1	MOUSE30824
OG0000070	OFUSG12766.1.p1	MOUSE00174
OG0000070	OFUSG13486.2.p1, OFUSG13486.1.p1, OFUSG01308.1.p1, OFUSG01308.2.p1	MOUSE00175, MOUSE00176, MOUSE00177, MOUSE00178, MOUSE55320, MOUSE54102
OG0000070	OFUSG12713.1.p1	MOUSE14076, MOUSE06197, MOUSE19892
OG0000071	OFUSG13633.1.p1, OFUSG18328.1.p1	MOUSE27775, MOUSE27776, MOUSE27777
OG0000072	OFUSG02543.3.p1, OFUSG02543.1.p1, OFUSG02543.2.p1	MOUSE03587, MOUSE48101, MOUSE48102, MOUSE48100, MOUSE50200, MOUSE50201
OG0000072	OFUSG02679.1.p1, OFUSG02679.2.p1	MOUSE30088, MOUSE45691
OG0000072	OFUSG03079.1.p1	MOUSE29660
OG0000073	OFUSG09086.1.p1, OFUSG00356.1.p1, OFUSG20720.1.p1	MOUSE18061, MOUSE18060, MOUSE18059, MOUSE18051, MOUSE18052
OG0000074	OFUSG24829.1.p1, OFUSG06062.1.p1	MOUSE01754, MOUSE40707
OG0000074	OFUSG25791.1.p1, OFUSG21544.1.p1, OFUSG16385.1.p1, OFUSG02500.1.p1, OFUSG18846.1.p1, OFUSG06335.1.p1	MOUSE19007
OG0000075	OFUSG16172.1.p1	MOUSE22546
OG0000075	OFUSG16504.1.p1	MOUSE14633
OG0000075	OFUSG13755.2.p1, OFUSG13755.1.p1	MOUSE34423
OG0000075	OFUSG26879.2.p1, OFUSG26879.1.p1	MOUSE45151
OG0000075	OFUSG16171.1.p1, OFUSG16171.2.p1	MOUSE22547, MOUSE14629, MOUSE14632, MOUSE14631, MOUSE14630
OG0000075	OFUSG06373.1.p1	MOUSE31075, MOUSE39073
OG0000075	OFUSG05709.1.p1	MOUSE41200, MOUSE41199, MOUSE41201, MOUSE11240, MOUSE11239
OG0000075	OFUSG18892.2.p1, OFUSG18892.1.p1	MOUSE14370, MOUSE14371, MOUSE14372, MOUSE40742
OG0000075	OFUSG19094.1.p1	MOUSE39111, MOUSE39110, MOUSE39108, MOUSE39109
OG0000077	OFUSG19468.1.p1	MOUSE27949, MOUSE03243, MOUSE03242, MOUSE12725, MOUSE12726, MOUSE12727
OG0000077	OFUSG05945.4.p1, OFUSG05945.3.p1, OFUSG05945.2.p1, OFUSG05945.1.p1	MOUSE27778, MOUSE27779, MOUSE21334, MOUSE35957
OG0000077	OFUSG04692.1.p1	MOUSE52108, MOUSE34401, MOUSE16118, MOUSE10502
OG0000078	OFUSG04718.1.p1	MOUSE48544, MOUSE27283, MOUSE27282, MOUSE01884
OG0000079	OFUSG21029.1.p1	MOUSE14895, MOUSE14896, MOUSE10310, MOUSE49621, MOUSE16489, MOUSE26500, MOUSE26499, MOUSE26501, MOUSE39785, MOUSE39788, MOUSE39787, MOUSE39786, MOUSE09603
OG0000079	OFUSG10422.3.p1, OFUSG10422.2.p1, OFUSG10422.1.p1, OFUSG10422.4.p1	MOUSE36924, MOUSE36920, MOUSE36921, MOUSE36917, MOUSE36919, MOUSE36918, MOUSE36916, MOUSE36922, MOUSE36928, MOUSE36927, MOUSE55500, MOUSE03421, MOUSE03420, MOUSE03419
OG0000079	OFUSG24101.1.p1	MOUSE05041, MOUSE05040, MOUSE05039, MOUSE37481, MOUSE37482, MOUSE37480, MOUSE37479, MOUSE05042
OG0000079	OFUSG19660.3.p1, OFUSG19660.2.p1, OFUSG19660.1.p1	MOUSE01454, MOUSE01456, MOUSE01455, MOUSE01453
OG0000081	OFUSG21451.1.p1	MOUSE21429, MOUSE21428, MOUSE21430
OG0000081	OFUSG09486.1.p1, OFUSG22553.1.p1, OFUSG14298.1.p1, OFUSG14123.1.p1	MOUSE51879
OG0000082	OFUSG08036.1.p1	MOUSE25920
OG0000082	OFUSG05603.1.p1	MOUSE19184
OG0000083	OFUSG03380.1.p1, OFUSG03380.2.p1	MOUSE38865, MOUSE38864, MOUSE38866, MOUSE30042
OG0000084	OFUSG05733.1.p1, OFUSG06631.1.p1	MOUSE21451, MOUSE30075, MOUSE30074
OG0000084	OFUSG19342.1.p1, OFUSG06244.1.p1, OFUSG18832.1.p1	MOUSE54561, MOUSE54560, MOUSE50161, MOUSE50162
OG0000084	OFUSG10136.1.p1	MOUSE31596, MOUSE40356, MOUSE00836
OG0000085	OFUSG23228.1.p1, OFUSG17240.1.p1	MOUSE05264, MOUSE53183, MOUSE53182, MOUSE53184, MOUSE26268, MOUSE26267
OG0000085	OFUSG17241.1.p1	MOUSE54745
OG0000085	OFUSG24119.1.p1	MOUSE04941, MOUSE37558, MOUSE37557
OG0000085	OFUSG04918.1.p1	MOUSE50493, MOUSE50494, MOUSE50492
OG0000085	OFUSG15502.1.p1	MOUSE15351, MOUSE19993
OG0000085	OFUSG00479.1.p1	MOUSE16592, MOUSE16590, MOUSE24109, MOUSE24108, MOUSE16591
OG0000087	OFUSG13949.1.p1	MOUSE04044, MOUSE04045
OG0000087	OFUSG13948.1.p1	MOUSE04046
OG0000087	OFUSG12025.1.p1	MOUSE24629, MOUSE24631
OG0000087	OFUSG00692.1.p1	MOUSE11362
OG0000087	OFUSG04733.1.p1, OFUSG16016.1.p1	MOUSE22119, MOUSE22054, MOUSE22052
OG0000087	OFUSG06740.2.p1, OFUSG06740.1.p1	MOUSE11213
OG0000087	OFUSG18253.1.p1	MOUSE46080, MOUSE46081
OG0000087	OFUSG19306.1.p1, OFUSG19306.2.p1	MOUSE46082
OG0000088	OFUSG20048.1.p1, OFUSG23490.1.p1, OFUSG08607.1.p1, OFUSG26461.1.p1, OFUSG13369.1.p1, OFUSG19453.1.p1, OFUSG13367.1.p1, OFUSG13344.1.p1, OFUSG13368.1.p1, OFUSG16490.1.p1, OFUSG13107.1.p1, OFUSG01471.1.p1, OFUSG04058.1.p1, OFUSG21839.1.p1, OFUSG21838.1.p1, OFUSG14789.1.p1, OFUSG15625.1.p1, OFUSG20484.1.p1, OFUSG02298.1.p1, OFUSG02298.2.p1, OFUSG22303.1.p1, OFUSG10900.1.p1	MOUSE00763, MOUSE00764, MOUSE27097, MOUSE52249, MOUSE53735, MOUSE49610, MOUSE49528, MOUSE49529, MOUSE49530
OG0000089	OFUSG05790.1.p1	MOUSE16032
OG0000089	OFUSG00843.1.p1, OFUSG05923.1.p1, OFUSG05923.2.p1, OFUSG05781.1.p1	MOUSE55269, MOUSE55270, MOUSE55265, MOUSE55267, MOUSE55266, MOUSE55268, MOUSE55272, MOUSE00168, MOUSE00169
OG0000090	OFUSG07976.1.p1	MOUSE17971, MOUSE17970, MOUSE17967
OG0000090	OFUSG08207.1.p1	MOUSE32571, MOUSE32572
OG0000091	OFUSG07948.1.p1, OFUSG12748.1.p1	MOUSE19668, MOUSE19669
OG0000093	OFUSG03287.1.p1, OFUSG03281.1.p1, OFUSG07363.1.p1, OFUSG03291.1.p1, OFUSG26492.1.p1, OFUSG03288.1.p1, OFUSG07368.1.p1, OFUSG07369.2.p1, OFUSG07369.1.p1, OFUSG07367.1.p1, OFUSG07371.1.p1, OFUSG07370.1.p1, OFUSG02777.1.p1, OFUSG12122.1.p1, OFUSG03292.1.p1, OFUSG00762.1.p1, OFUSG12123.1.p1, OFUSG01092.1.p1	MOUSE16619, MOUSE35368, MOUSE35369, MOUSE52764, MOUSE52765
OG0000094	OFUSG06106.3.p1, OFUSG06106.2.p1, OFUSG06106.1.p1	MOUSE53509, MOUSE53510
OG0000094	OFUSG07673.3.p1, OFUSG07673.1.p1, OFUSG07673.2.p1, OFUSG07673.4.p1	MOUSE23861, MOUSE23862, MOUSE23863, MOUSE25211, MOUSE25208, MOUSE25207, MOUSE25206, MOUSE25210, MOUSE48851, MOUSE48849, MOUSE48850, MOUSE25209
OG0000095	OFUSG11139.1.p1, OFUSG11139.2.p1, OFUSG20731.1.p1, OFUSG10751.1.p1, OFUSG10752.1.p1, OFUSG05076.1.p1, OFUSG05077.1.p1, OFUSG04927.1.p1, OFUSG04834.1.p1, OFUSG05311.1.p1, OFUSG05311.3.p1, OFUSG05311.2.p1, OFUSG23053.1.p1, OFUSG20564.2.p1, OFUSG20564.1.p1, OFUSG06065.1.p1, OFUSG03477.1.p1, OFUSG05320.1.p1	MOUSE21579
OG0000096	OFUSG14354.1.p1	MOUSE54033, MOUSE13094, MOUSE29900
OG0000096	OFUSG06591.1.p1	MOUSE31085, MOUSE31087, MOUSE02247
OG0000096	OFUSG12705.1.p1	MOUSE35516
OG0000096	OFUSG09090.1.p1	MOUSE19103, MOUSE30286, MOUSE30282
OG0000096	OFUSG08225.1.p1	MOUSE41983, MOUSE30995, MOUSE30992, MOUSE47007, MOUSE41985, MOUSE30994, MOUSE47010, MOUSE47008, MOUSE30996
OG0000096	OFUSG00268.1.p1	MOUSE45925, MOUSE45926, MOUSE44088
OG0000097	OFUSG10436.1.p1	MOUSE31754, MOUSE31753, MOUSE31748, MOUSE31746, MOUSE31745, MOUSE31749, MOUSE31752, MOUSE31750, MOUSE31751, MOUSE31744
OG0000098	OFUSG19724.1.p1, OFUSG12695.1.p1	MOUSE44178, MOUSE44180, MOUSE47248, MOUSE47247, MOUSE01240
OG0000099	OFUSG03815.1.p1, OFUSG03814.2.p1, OFUSG03814.3.p1, OFUSG03814.1.p1	MOUSE30052, MOUSE30050, MOUSE30051, MOUSE53947, MOUSE53948, MOUSE53946, MOUSE50039, MOUSE50041, MOUSE50040, MOUSE03601, MOUSE03600, MOUSE03599
OG0000099	OFUSG00228.1.p1	MOUSE43058, MOUSE50899, MOUSE00625
OG0000099	OFUSG00229.1.p1, OFUSG00229.2.p1, OFUSG01427.1.p1, OFUSG00259.1.p1, OFUSG00259.2.p1	MOUSE00626, MOUSE00624, MOUSE00623, MOUSE33922, MOUSE16210, MOUSE16209, MOUSE16208, MOUSE16204, MOUSE16205, MOUSE16206, MOUSE16207
OG0000101	OFUSG26221.1.p1	MOUSE49370, MOUSE49670
OG0000101	OFUSG16240.1.p1, OFUSG16959.1.p1, OFUSG24300.2.p1, OFUSG24300.1.p1	MOUSE02574, MOUSE02575, MOUSE02573, MOUSE02572, MOUSE02456, MOUSE02446, MOUSE02447, MOUSE02449, MOUSE02452, MOUSE02454, MOUSE02453, MOUSE02455, MOUSE02457, MOUSE26355
OG0000102	OFUSG16711.1.p1, OFUSG12639.1.p1, OFUSG12363.1.p1	MOUSE08156, MOUSE08155, MOUSE24799, MOUSE24798
OG0000102	OFUSG07220.1.p1	MOUSE25337, MOUSE25336, MOUSE25939
OG0000103	OFUSG11159.3.p1, OFUSG11159.1.p1, OFUSG11159.4.p1, OFUSG11159.2.p1, OFUSG11159.5.p1	MOUSE03946, MOUSE03948, MOUSE03949, MOUSE03945, MOUSE03951, MOUSE03944, MOUSE12336, MOUSE12340, MOUSE15975, MOUSE28384
OG0000103	OFUSG10643.2.p1, OFUSG10643.1.p1	MOUSE43972, MOUSE43973, MOUSE43970, MOUSE43971, MOUSE43974, MOUSE03980, MOUSE03977, MOUSE03979, MOUSE15157, MOUSE14014
OG0000104	OFUSG23222.1.p1, OFUSG23223.1.p1	MOUSE50572, MOUSE50573, MOUSE16444, MOUSE16442, MOUSE16443, MOUSE16439, MOUSE16441, MOUSE16438, MOUSE16437, MOUSE16440, MOUSE16436
OG0000104	OFUSG17041.2.p1, OFUSG17041.1.p1	MOUSE06976, MOUSE06975, MOUSE06978, MOUSE06980, MOUSE06979, MOUSE06981, MOUSE06983, MOUSE06982, MOUSE15501, MOUSE15498, MOUSE15499, MOUSE05643, MOUSE05641, MOUSE05642
OG0000104	OFUSG09600.1.p1, OFUSG17170.1.p1	MOUSE50577, MOUSE16445, MOUSE16446, MOUSE50574, MOUSE50575, MOUSE50576
OG0000104	OFUSG09069.1.p1	MOUSE16174
OG0000104	OFUSG06025.1.p1	MOUSE23464, MOUSE23465, MOUSE23463, MOUSE01968, MOUSE01967, MOUSE01969, MOUSE53764
OG0000106	OFUSG20665.1.p1, OFUSG20644.1.p1	MOUSE49277, MOUSE49278, MOUSE55330, MOUSE49769, MOUSE29352, MOUSE29353, MOUSE29354, MOUSE29357, MOUSE29355
OG0000106	OFUSG20761.2.p1, OFUSG20761.1.p1	MOUSE32021
OG0000106	OFUSG15466.1.p1, OFUSG15467.1.p1	MOUSE15287, MOUSE04920, MOUSE04918
OG0000106	OFUSG20218.1.p1, OFUSG20218.2.p1, OFUSG24132.1.p1, OFUSG24131.1.p1, OFUSG24131.2.p1, OFUSG24130.1.p1, OFUSG24130.2.p1, OFUSG05307.1.p1, OFUSG24133.1.p1, OFUSG24133.2.p1, OFUSG15090.1.p1, OFUSG15395.1.p1, OFUSG15393.1.p1, OFUSG05895.1.p1	MOUSE30798, MOUSE30797, MOUSE51789, MOUSE51787, MOUSE51788
OG0000108	OFUSG14344.1.p1	MOUSE50933
OG0000109	OFUSG16909.1.p1	MOUSE30164
OG0000110	OFUSG16688.1.p1, OFUSG00551.1.p1, OFUSG00553.1.p2, OFUSG08856.1.p1, OFUSG08857.1.p1, OFUSG05171.1.p1, OFUSG22992.1.p1, OFUSG02493.1.p1, OFUSG11515.1.p1, OFUSG11410.3.p1, OFUSG11410.4.p1, OFUSG11410.1.p1, OFUSG11410.2.p1, OFUSG11514.1.p1, OFUSG11512.1.p1, OFUSG11513.1.p1	MOUSE38813, MOUSE04691
OG0000111	OFUSG18504.1.p1	MOUSE17075, MOUSE14044, MOUSE06017, MOUSE06016, MOUSE07126, MOUSE28116, MOUSE53772, MOUSE29257, MOUSE29259, MOUSE29254, MOUSE21512, MOUSE34168, MOUSE00043, MOUSE00042, MOUSE00044, MOUSE00053, MOUSE00055, MOUSE00045, MOUSE00060, MOUSE00058, MOUSE00059, MOUSE00062, MOUSE00054, MOUSE00065, MOUSE00066, MOUSE00064, MOUSE00057, MOUSE00051, MOUSE00050, MOUSE00049, MOUSE00063, MOUSE00056, MOUSE00061, MOUSE00052, MOUSE21513
OG0000113	OFUSG06848.1.p1, OFUSG19695.1.p1, OFUSG19696.1.p1	MOUSE33596, MOUSE33595
OG0000114	OFUSG17872.2.p1, OFUSG17872.1.p1, OFUSG13266.2.p1, OFUSG13266.1.p1, OFUSG17688.1.p1	MOUSE36090, MOUSE36092, MOUSE36094, MOUSE36095, MOUSE36093, MOUSE36096, MOUSE36091, MOUSE34889, MOUSE34888
OG0000115	OFUSG05131.1.p1	MOUSE49659, MOUSE49660
OG0000115	OFUSG26733.1.p1, OFUSG26745.2.p1, OFUSG26745.1.p1, OFUSG14790.1.p1	MOUSE16953
OG0000117	OFUSG05057.1.p1	MOUSE17523, MOUSE17524
OG0000119	OFUSG15970.2.p1, OFUSG15970.3.p1, OFUSG15970.4.p1, OFUSG15970.1.p1	MOUSE26432, MOUSE26431, MOUSE26430, MOUSE02581, MOUSE02580, MOUSE05168, MOUSE05166, MOUSE05165, MOUSE05167
OG0000119	OFUSG00836.1.p1, OFUSG12269.1.p1, OFUSG14939.1.p1	MOUSE26597, MOUSE26599, MOUSE14908, MOUSE25018, MOUSE25019, MOUSE05713
OG0000119	OFUSG16287.1.p1	MOUSE26569, MOUSE53192, MOUSE53193, MOUSE53194
OG0000120	OFUSG12377.1.p1	MOUSE32833
OG0000120	OFUSG06774.1.p1	MOUSE26622, MOUSE26623, MOUSE26621, MOUSE26619, MOUSE26620
OG0000120	OFUSG12358.1.p1, OFUSG12359.1.p1, OFUSG06773.1.p1, OFUSG12360.1.p1	MOUSE28699, MOUSE28694, MOUSE28695, MOUSE28693
OG0000121	OFUSG21720.1.p1, OFUSG21720.2.p1, OFUSG11043.2.p1, OFUSG11043.1.p1, OFUSG10178.1.p1	MOUSE48188, MOUSE48187, MOUSE21383
OG0000121	OFUSG26631.2.p1, OFUSG26631.1.p1, OFUSG26625.2.p1, OFUSG26625.1.p1, OFUSG14379.1.p1	MOUSE01294
OG0000121	OFUSG04235.1.p1	MOUSE22218, MOUSE22217
OG0000122	OFUSG16654.1.p1, OFUSG16654.2.p1, OFUSG16654.5.p1, OFUSG16654.4.p1, OFUSG16654.3.p1	MOUSE05693, MOUSE35483, MOUSE35485, MOUSE35486, MOUSE22654
OG0000122	OFUSG16403.1.p1, OFUSG07655.1.p1, OFUSG09651.1.p1	MOUSE40424, MOUSE40425, MOUSE40423, MOUSE36694, MOUSE36691, MOUSE36690, MOUSE36692, MOUSE10935, MOUSE10930, MOUSE10934, MOUSE10936, MOUSE10937, MOUSE10939, MOUSE10941, MOUSE10933, MOUSE10927, MOUSE10928, MOUSE10931, MOUSE10929, MOUSE10932, MOUSE10942, MOUSE10938, MOUSE10940, MOUSE10926, MOUSE26270, MOUSE26269, MOUSE26271, MOUSE14751, MOUSE14753
OG0000123	OFUSG18979.1.p1, OFUSG19108.1.p1, OFUSG16538.1.p1, OFUSG16538.2.p1, OFUSG22263.1.p1, OFUSG08573.1.p1, OFUSG10775.1.p1	MOUSE19619
OG0000123	OFUSG01300.1.p1	MOUSE09430, MOUSE09429, MOUSE09431
OG0000124	OFUSG13980.1.p1	MOUSE45402, MOUSE45403
OG0000124	OFUSG17860.1.p1	MOUSE06474, MOUSE06473, MOUSE38647, MOUSE38648, MOUSE14045
OG0000124	OFUSG17649.1.p1	MOUSE34424, MOUSE34425
OG0000125	OFUSG04413.1.p1	MOUSE05385, MOUSE10968, MOUSE10967
OG0000125	OFUSG16535.1.p1	MOUSE10957, MOUSE10956, MOUSE10959, MOUSE14826, MOUSE05399, MOUSE05398, MOUSE14824, MOUSE14825
OG0000125	OFUSG16070.1.p1, OFUSG16070.2.p1	MOUSE10964, MOUSE10966, MOUSE05382, MOUSE05384, MOUSE05381, MOUSE10965
OG0000125	OFUSG15972.1.p1, OFUSG15972.3.p1, OFUSG15972.2.p1	MOUSE27013, MOUSE27014, MOUSE43956, MOUSE43955, MOUSE43954
OG0000125	OFUSG19378.2.p1, OFUSG19378.1.p1, OFUSG19378.5.p1, OFUSG19378.3.p1, OFUSG19378.4.p1	MOUSE01898, MOUSE01899, MOUSE01900, MOUSE43958, MOUSE43957
OG0000126	OFUSG02680.1.p1	MOUSE36415, MOUSE36417, MOUSE03223, MOUSE44505
OG0000126	OFUSG13809.1.p1	MOUSE47557, MOUSE47555, MOUSE47554, MOUSE54136, MOUSE54135, MOUSE54137, MOUSE29574, MOUSE29573, MOUSE29575, MOUSE47556
OG0000126	OFUSG02691.3.p1, OFUSG02691.2.p1, OFUSG02691.4.p1, OFUSG02691.1.p1, OFUSG02691.5.p1	MOUSE12568, MOUSE36379, MOUSE36377, MOUSE36378, MOUSE36380
OG0000126	OFUSG08618.1.p1, OFUSG07602.1.p1	MOUSE19645, MOUSE01498, MOUSE01499, MOUSE32380, MOUSE30420, MOUSE30422, MOUSE30421, MOUSE27727, MOUSE27726, MOUSE27725
OG0000127	OFUSG13933.1.p1	MOUSE47545, MOUSE54139, MOUSE29572
OG0000127	OFUSG14194.1.p1	MOUSE52357, MOUSE52358, MOUSE13075
OG0000127	OFUSG17604.1.p1	MOUSE12652, MOUSE29242, MOUSE21486, MOUSE21487
OG0000127	OFUSG10843.1.p1	MOUSE17076, MOUSE17077, MOUSE17078, MOUSE14094, MOUSE06008
OG0000128	OFUSG08989.1.p1, OFUSG08988.1.p1, OFUSG08990.1.p1, OFUSG25804.1.p1, OFUSG25332.1.p1, OFUSG25334.1.p1	MOUSE44975, MOUSE44976, MOUSE50207, MOUSE50208
OG0000129	OFUSG03321.1.p1, OFUSG03321.2.p1, OFUSG19181.1.p1, OFUSG19181.2.p1, OFUSG12088.1.p1, OFUSG12519.1.p1	MOUSE24658, MOUSE20204, MOUSE18144, MOUSE24659, MOUSE24660, MOUSE24661, MOUSE43330, MOUSE49914, MOUSE27526, MOUSE27523, MOUSE27524, MOUSE27525, MOUSE27522, MOUSE27521
OG0000129	OFUSG05207.1.p1, OFUSG18497.1.p1	MOUSE18634
OG0000129	OFUSG25789.1.p1, OFUSG04265.2.p1, OFUSG04265.1.p1, OFUSG14340.1.p1	MOUSE45123, MOUSE55058
OG0000130	OFUSG05908.1.p1	MOUSE41081
OG0000130	OFUSG02046.1.p1, OFUSG03470.1.p1, OFUSG11271.1.p1, OFUSG14886.1.p1	MOUSE54328, MOUSE54329, MOUSE39202, MOUSE39203, MOUSE39204, MOUSE41078, MOUSE41079, MOUSE41080
OG0000130	OFUSG10726.1.p1, OFUSG10369.1.p1, OFUSG10580.1.p1, OFUSG05075.1.p1	MOUSE11517, MOUSE11516
OG0000131	OFUSG03831.1.p1, OFUSG03831.2.p1, OFUSG03831.3.p1	MOUSE01093, MOUSE01094
OG0000131	OFUSG21951.1.p1	MOUSE23091
OG0000132	OFUSG10605.1.p1	MOUSE14073
OG0000137	OFUSG10777.1.p1, OFUSG13550.1.p1, OFUSG13550.2.p1	MOUSE13561, MOUSE13559, MOUSE13562, MOUSE13560, MOUSE00324, MOUSE00325, MOUSE00321, MOUSE00323
OG0000137	OFUSG11144.1.p1, OFUSG11145.1.p1, OFUSG11143.1.p1, OFUSG21640.1.p1	MOUSE48199, MOUSE48198, MOUSE48197, MOUSE48196
OG0000137	OFUSG06514.1.p1, OFUSG06514.2.p1	MOUSE06337, MOUSE06338
OG0000137	OFUSG00060.1.p1, OFUSG01896.1.p1	MOUSE18094, MOUSE18096
OG0000139	OFUSG12327.1.p1	MOUSE38143, MOUSE38140, MOUSE38141, MOUSE38139, MOUSE38142
OG0000140	OFUSG04649.1.p1, OFUSG24390.1.p1	MOUSE39686, MOUSE39687, MOUSE39688, MOUSE39689, MOUSE39690
OG0000140	OFUSG04077.1.p1	MOUSE47124, MOUSE47123, MOUSE47122, MOUSE47121, MOUSE47111, MOUSE47112, MOUSE47110, MOUSE47114, MOUSE47113, MOUSE02131, MOUSE44345, MOUSE44344
OG0000141	OFUSG20211.1.p1, OFUSG20209.1.p1, OFUSG20209.2.p1, OFUSG22834.1.p1, OFUSG05143.1.p1, OFUSG01307.1.p1, OFUSG05744.1.p1, OFUSG17589.1.p1, OFUSG13399.1.p1, OFUSG21166.1.p1	MOUSE07490
OG0000142	OFUSG05117.1.p1	MOUSE25278, MOUSE18488, MOUSE17833
OG0000147	OFUSG17282.1.p1	MOUSE23083, MOUSE23081, MOUSE23080, MOUSE23084, MOUSE23082, MOUSE34846, MOUSE34845, MOUSE34844
OG0000147	OFUSG21442.2.p1, OFUSG21442.4.p1, OFUSG21442.1.p1, OFUSG21442.3.p1, OFUSG21442.5.p1	MOUSE09313, MOUSE09314, MOUSE09315, MOUSE09317, MOUSE12666, MOUSE12667
OG0000147	OFUSG26238.1.p1	MOUSE23670, MOUSE23669, MOUSE23668
OG0000147	OFUSG25122.1.p1	MOUSE28041, MOUSE28040
OG0000147	OFUSG25011.1.p1, OFUSG25011.2.p1	MOUSE27544
OG0000148	OFUSG14287.1.p1, OFUSG06692.1.p1, OFUSG06891.2.p1, OFUSG06891.4.p1, OFUSG06891.5.p1, OFUSG06891.3.p1, OFUSG06891.1.p1, OFUSG06890.1.p1	MOUSE54278, MOUSE54277, MOUSE54279, MOUSE40870, MOUSE40868, MOUSE40869, MOUSE40871, MOUSE07014, MOUSE07018, MOUSE07013, MOUSE23507, MOUSE23504, MOUSE23506, MOUSE23508, MOUSE23505, MOUSE23503
OG0000148	OFUSG19418.1.p1, OFUSG19198.1.p1, OFUSG19419.1.p1	MOUSE40874, MOUSE40873, MOUSE40867, MOUSE40875, MOUSE40878, MOUSE40877, MOUSE40876, MOUSE50108, MOUSE50109, MOUSE23500, MOUSE23499, MOUSE14503
OG0000149	OFUSG16120.1.p1	MOUSE10061, MOUSE10064, MOUSE16718
OG0000149	OFUSG05240.1.p1, OFUSG20670.1.p1, OFUSG20485.1.p1, OFUSG04685.1.p1, OFUSG04699.1.p1, OFUSG04099.1.p1	MOUSE44762, MOUSE19464
OG0000149	OFUSG10155.1.p1, OFUSG06135.1.p1, OFUSG10728.1.p1	MOUSE31508, MOUSE31509
OG0000151	OFUSG13722.2.p1, OFUSG13722.4.p1, OFUSG13722.3.p1, OFUSG13722.5.p1, OFUSG13722.1.p1	MOUSE38915, MOUSE05155, MOUSE14577, MOUSE14578, MOUSE22044, MOUSE22042, MOUSE22045
OG0000151	OFUSG07678.4.p1, OFUSG07678.3.p1, OFUSG07678.5.p1, OFUSG07678.2.p1, OFUSG07678.1.p1	MOUSE32838, MOUSE31764
OG0000154	OFUSG08056.1.p1, OFUSG02041.1.p1	MOUSE16268
OG0000154	OFUSG01698.1.p1	MOUSE16271, MOUSE16267, MOUSE16269, MOUSE16270
OG0000155	OFUSG12605.1.p1, OFUSG12605.2.p1	MOUSE13874, MOUSE13880, MOUSE13869, MOUSE13873, MOUSE13870, MOUSE13877, MOUSE13876, MOUSE13878, MOUSE13872, MOUSE13875, MOUSE13871, MOUSE13879, MOUSE13881, MOUSE13883, MOUSE13882, MOUSE13884, MOUSE13885, MOUSE21763, MOUSE21764
