Orthogroup	OWEFU	PFLAV
OG0000032	OFUSG18519.1.p1, OFUSG17008.1.p1, OFUSG09556.1.p1, OFUSG07282.1.p1, OFUSG25694.1.p1, OFUSG01271.1.p1, OFUSG01272.1.p1, OFUSG09756.1.p1, OFUSG20192.1.p1	TCONS_00016893.p1, TCONS_00044343.p1, TCONS_00035361.p1, TCONS_00017411.p1, TCONS_00050123.p1, TCONS_00016786.p1, TCONS_00017609.p1, TCONS_00050122.p1, TCONS_00017607.p1, TCONS_00017604.p1, TCONS_00016860.p1, TCONS_00016861.p1, TCONS_00016865.p1, TCONS_00017410.p1, TCONS_00012833.p1, TCONS_00012832.p1
OG0000032	OFUSG26521.2.p1, OFUSG26521.1.p1	TCONS_00045890.p1, TCONS_00018770.p1
OG0000032	OFUSG17627.1.p1, OFUSG17627.2.p1, OFUSG17268.1.p1	TCONS_00017083.p1, TCONS_00017084.p1, TCONS_00017087.p1, TCONS_00002066.p1, TCONS_00002068.p1, TCONS_00017086.p1, TCONS_00017090.p1, TCONS_00017091.p1, TCONS_00017082.p1
OG0000034	OFUSG15530.3.p1, OFUSG15530.1.p1, OFUSG15530.2.p1	TCONS_00005924.p1
OG0000034	OFUSG01833.2.p1, OFUSG01833.1.p1	TCONS_00049881.p1, TCONS_00037015.p1
OG0000034	OFUSG08780.1.p1	TCONS_00029638.p1
OG0000034	OFUSG00313.1.p1	TCONS_00037982.p1
OG0000034	OFUSG10792.1.p1, OFUSG10792.2.p1	TCONS_00030311.p1
OG0000034	OFUSG08088.1.p1	TCONS_00015036.p1
OG0000034	OFUSG09735.1.p1	TCONS_00037412.p1
OG0000035	OFUSG08016.1.p1, OFUSG08016.2.p1	TCONS_00023765.p1
OG0000035	OFUSG16461.1.p1	TCONS_00003567.p1
OG0000035	OFUSG07703.1.p1	TCONS_00025160.p1
OG0000035	OFUSG09470.1.p1	TCONS_00041944.p1, TCONS_00028232.p1
OG0000035	OFUSG07007.1.p1, OFUSG07007.2.p1	TCONS_00023673.p1
OG0000035	OFUSG07851.1.p1	TCONS_00024074.p1
OG0000035	OFUSG25460.1.p1, OFUSG07717.1.p1	TCONS_00023006.p1, TCONS_00025465.p1
OG0000035	OFUSG07099.1.p1, OFUSG07288.1.p1, OFUSG07098.1.p1	TCONS_00024093.p1, TCONS_00023764.p1, TCONS_00024263.p1, TCONS_00025514.p1
OG0000036	OFUSG20712.1.p1, OFUSG08497.1.p1, OFUSG08495.1.p1	TCONS_00008906.p1
OG0000036	OFUSG16630.1.p1, OFUSG16630.2.p1, OFUSG14389.1.p1, OFUSG16691.1.p1	TCONS_00047867.p1, TCONS_00047868.p1, TCONS_00004743.p1, TCONS_00047870.p1, TCONS_00047869.p1, TCONS_00052470.p1, TCONS_00042048.p1, TCONS_00042050.p1, TCONS_00042049.p1, TCONS_00043406.p1
OG0000036	OFUSG05272.1.p1	TCONS_00007681.p1
OG0000037	OFUSG11734.1.p1, OFUSG11735.1.p1, OFUSG11736.1.p1, OFUSG25144.1.p1	TCONS_00011439.p1, TCONS_00011440.p1
OG0000037	OFUSG11664.2.p1, OFUSG11664.3.p1, OFUSG11664.1.p1	TCONS_00011218.p1
OG0000037	OFUSG24232.1.p1, OFUSG22475.1.p1	TCONS_00016014.p1, TCONS_00024568.p1, TCONS_00027658.p1, TCONS_00004627.p1, TCONS_00009673.p1
OG0000038	OFUSG15211.1.p1	TCONS_00000411.p1
OG0000038	OFUSG08090.1.p1	TCONS_00048433.p1
OG0000038	OFUSG09678.1.p1, OFUSG15797.1.p1	TCONS_00019232.p2, TCONS_00028396.p1
OG0000038	OFUSG07063.1.p1, OFUSG04821.1.p1, OFUSG19292.1.p1	TCONS_00028398.p1
OG0000038	OFUSG04771.1.p1	TCONS_00001544.p1
OG0000039	OFUSG18528.1.p1, OFUSG18528.2.p1	TCONS_00052764.p1
OG0000039	OFUSG13129.1.p1	TCONS_00053909.p1
OG0000039	OFUSG05314.1.p1	TCONS_00044047.p1, TCONS_00008253.p1
OG0000039	OFUSG13135.1.p1	TCONS_00053908.p1
OG0000039	OFUSG07045.1.p1	TCONS_00025100.p1
OG0000039	OFUSG04852.1.p1, OFUSG04321.1.p1	TCONS_00045969.p1
OG0000039	OFUSG21070.1.p1, OFUSG21072.1.p1, OFUSG21071.1.p1, OFUSG07209.1.p1	TCONS_00011057.p1
OG0000039	OFUSG11857.1.p1	TCONS_00003433.p1
OG0000039	OFUSG09877.1.p1, OFUSG09877.2.p1, OFUSG09879.1.p1, OFUSG09879.3.p1	TCONS_00014910.p1
OG0000040	OFUSG17305.1.p1	TCONS_00025139.p1, TCONS_00025138.p1, TCONS_00024189.p1
OG0000040	OFUSG26663.1.p1, OFUSG26665.1.p1, OFUSG26662.1.p1, OFUSG26667.2.p1, OFUSG26667.1.p1, OFUSG26660.1.p1, OFUSG26661.1.p1, OFUSG26664.2.p1, OFUSG26661.2.p1, OFUSG26664.1.p1, OFUSG00178.1.p1, OFUSG00136.1.p1, OFUSG00136.2.p1, OFUSG26668.1.p1, OFUSG00137.1.p1	TCONS_00045511.p1
OG0000041	OFUSG26511.5.p1, OFUSG26511.1.p1, OFUSG26511.3.p1, OFUSG26511.2.p1, OFUSG26511.4.p1, OFUSG15030.1.p1, OFUSG24031.1.p1, OFUSG24027.1.p1, OFUSG19628.1.p1, OFUSG17131.1.p1, OFUSG15513.1.p1, OFUSG15137.1.p1, OFUSG07153.1.p1, OFUSG07153.2.p1	TCONS_00025634.p1
OG0000041	OFUSG07896.1.p1	TCONS_00024462.p1
OG0000041	OFUSG21324.4.p1, OFUSG21324.2.p1, OFUSG21324.1.p1, OFUSG21324.3.p1	TCONS_00046856.p1
OG0000043	OFUSG12022.1.p1	TCONS_00036845.p1, TCONS_00036842.p1, TCONS_00036799.p1, TCONS_00036798.p1, TCONS_00039106.p1, TCONS_00039145.p1, TCONS_00039154.p1, TCONS_00039124.p1, TCONS_00024599.p1, TCONS_00013606.p1, TCONS_00056508.p1, TCONS_00036784.p1, TCONS_00055304.p1, TCONS_00012803.p1, TCONS_00012796.p1
OG0000043	OFUSG22688.1.p1	TCONS_00039467.p1, TCONS_00033828.p1
OG0000043	OFUSG21723.1.p1	TCONS_00013937.p1, TCONS_00013685.p1
OG0000044	OFUSG03166.1.p1	TCONS_00043770.p1, TCONS_00042476.p1
OG0000044	OFUSG06861.1.p1, OFUSG10172.1.p1, OFUSG19783.1.p1	TCONS_00027682.p1
OG0000044	OFUSG11434.1.p1, OFUSG13798.1.p1, OFUSG12158.2.p1, OFUSG12158.1.p1	TCONS_00009754.p1
OG0000044	OFUSG10029.1.p1	TCONS_00040686.p1, TCONS_00040646.p1
OG0000044	OFUSG22654.1.p1, OFUSG22653.1.p1, OFUSG15735.1.p1, OFUSG15574.1.p1, OFUSG15256.2.p1, OFUSG15256.1.p1, OFUSG15731.1.p1, OFUSG15125.1.p1, OFUSG23742.1.p1, OFUSG15245.1.p1	TCONS_00019797.p1
OG0000045	OFUSG07526.1.p1	TCONS_00055830.p1, TCONS_00055829.p1
OG0000045	OFUSG11066.2.p1, OFUSG11066.1.p1	TCONS_00030491.p1
OG0000045	OFUSG07523.1.p1	TCONS_00051444.p1, TCONS_00031381.p1, TCONS_00031488.p1
OG0000045	OFUSG18977.1.p1	TCONS_00028538.p1, TCONS_00022841.p1
OG0000046	OFUSG01015.1.p1, OFUSG26772.1.p1, OFUSG12279.1.p1	TCONS_00026689.p1, TCONS_00045591.p1, TCONS_00046883.p1, TCONS_00045588.p1, TCONS_00046884.p1, TCONS_00026690.p1, TCONS_00002223.p1, TCONS_00006268.p1, TCONS_00055217.p1, TCONS_00056727.p1
OG0000046	OFUSG02356.1.p1, OFUSG13304.1.p1, OFUSG25123.1.p1	TCONS_00027669.p1, TCONS_00041564.p1, TCONS_00019393.p1, TCONS_00036848.p1, TCONS_00041566.p1, TCONS_00041547.p1, TCONS_00041551.p1, TCONS_00019398.p1, TCONS_00034626.p1, TCONS_00034652.p1, TCONS_00034627.p1, TCONS_00020404.p1, TCONS_00034650.p1, TCONS_00020405.p1, TCONS_00019397.p1, TCONS_00019394.p1, TCONS_00019441.p1, TCONS_00020450.p1, TCONS_00019439.p1, TCONS_00036850.p1, TCONS_00019438.p1, TCONS_00020476.p1, TCONS_00020471.p1, TCONS_00020469.p1, TCONS_00020462.p1, TCONS_00041541.p1, TCONS_00041549.p1, TCONS_00026735.p1, TCONS_00026736.p1, TCONS_00041548.p1, TCONS_00041561.p1, TCONS_00027670.p1, TCONS_00041565.p1, TCONS_00041563.p1, TCONS_00041573.p1, TCONS_00041569.p1, TCONS_00041550.p1, TCONS_00041567.p1, TCONS_00026737.p1, TCONS_00019396.p1, TCONS_00020480.p1, TCONS_00020463.p1, TCONS_00041538.p1, TCONS_00026733.p2, TCONS_00020477.p1, TCONS_00020481.p1, TCONS_00041571.p1
OG0000046	OFUSG13157.1.p1, OFUSG26089.1.p1, OFUSG13234.1.p1, OFUSG23115.1.p1, OFUSG13741.1.p1, OFUSG01819.1.p1, OFUSG19855.1.p1, OFUSG05472.1.p1, OFUSG23116.1.p1, OFUSG11343.1.p1, OFUSG06134.1.p1, OFUSG07406.1.p1, OFUSG08369.1.p1, OFUSG24874.1.p1, OFUSG22302.1.p1, OFUSG21868.1.p1, OFUSG21869.1.p1, OFUSG21865.1.p1, OFUSG13547.1.p1, OFUSG19729.1.p1, OFUSG19728.1.p1, OFUSG24405.1.p1, OFUSG19843.1.p1, OFUSG13158.1.p1, OFUSG17901.1.p1, OFUSG25468.1.p1, OFUSG25470.1.p1, OFUSG13235.1.p1, OFUSG24404.1.p1, OFUSG19842.1.p1, OFUSG17900.1.p1, OFUSG21867.1.p1, OFUSG21866.1.p1, OFUSG13548.1.p1, OFUSG23351.1.p1	TCONS_00020121.p1, TCONS_00020118.p1, TCONS_00036847.p1, TCONS_00019440.p1, TCONS_00019395.p1, TCONS_00019392.p1, TCONS_00041568.p1, TCONS_00041537.p1
OG0000046	OFUSG08597.1.p1, OFUSG08595.1.p1	TCONS_00016887.p1
OG0000046	OFUSG10763.1.p1, OFUSG10761.1.p1	TCONS_00026385.p1
OG0000048	OFUSG15815.1.p1	TCONS_00017594.p1, TCONS_00017595.p1, TCONS_00047230.p1
OG0000048	OFUSG16887.1.p1	TCONS_00028537.p1
OG0000048	OFUSG15705.1.p1	TCONS_00006570.p1
OG0000048	OFUSG19541.1.p1	TCONS_00026749.p1
OG0000048	OFUSG11584.1.p1	TCONS_00009510.p1, TCONS_00009509.p1, TCONS_00009734.p1
OG0000048	OFUSG11587.1.p1	TCONS_00011079.p1
OG0000048	OFUSG11562.2.p1, OFUSG11562.1.p1	TCONS_00011575.p1
OG0000048	OFUSG04756.1.p1	TCONS_00007155.p1
OG0000049	OFUSG22442.1.p1	TCONS_00030953.p1
OG0000049	OFUSG00390.1.p1	TCONS_00002242.p1
OG0000049	OFUSG06038.1.p1	TCONS_00047284.p1
OG0000049	OFUSG14032.1.p1, OFUSG18823.3.p1, OFUSG18823.1.p1, OFUSG18823.2.p1	TCONS_00047286.p1
OG0000049	OFUSG23568.1.p1, OFUSG21437.1.p1	TCONS_00051669.p1
OG0000049	OFUSG10735.1.p1, OFUSG14837.1.p1, OFUSG06810.1.p1, OFUSG18275.1.p1, OFUSG20360.1.p1, OFUSG20359.1.p1, OFUSG20362.1.p1, OFUSG14327.1.p1, OFUSG01468.1.p1, OFUSG04791.1.p1, OFUSG24665.1.p1, OFUSG04926.1.p1, OFUSG10567.1.p1	TCONS_00004796.p1, TCONS_00010957.p1, TCONS_00026139.p1, TCONS_00027078.p1, TCONS_00027156.p1
OG0000049	OFUSG19056.1.p1, OFUSG22443.1.p1	TCONS_00030952.p1
OG0000050	OFUSG14496.1.p1	TCONS_00026909.p1, TCONS_00026535.p1
OG0000050	OFUSG00506.1.p1	TCONS_00044080.p1
OG0000051	OFUSG17623.1.p1, OFUSG24736.1.p1	TCONS_00023644.p1, TCONS_00031164.p1, TCONS_00031165.p1, TCONS_00030978.p1, TCONS_00030216.p1, TCONS_00030215.p1, TCONS_00030214.p1, TCONS_00031453.p1, TCONS_00035487.p1, TCONS_00035491.p1, TCONS_00035489.p1, TCONS_00035490.p1, TCONS_00035488.p1, TCONS_00035496.p1, TCONS_00035494.p1, TCONS_00035497.p1, TCONS_00035492.p1, TCONS_00035493.p1, TCONS_00035495.p1, TCONS_00031319.p1, TCONS_00030584.p1, TCONS_00030586.p1, TCONS_00030585.p1, TCONS_00030581.p1, TCONS_00030472.p1, TCONS_00046204.p1, TCONS_00022788.p1
OG0000053	OFUSG20645.1.p1, OFUSG14768.1.p1, OFUSG14768.2.p1, OFUSG08427.1.p1, OFUSG03733.1.p1, OFUSG03731.1.p1, OFUSG01857.1.p1, OFUSG01854.1.p1, OFUSG01855.1.p1, OFUSG01843.1.p1, OFUSG14442.1.p1, OFUSG14446.1.p1, OFUSG25893.1.p1, OFUSG25892.1.p1, OFUSG19918.1.p1, OFUSG19918.2.p1, OFUSG08627.1.p1, OFUSG08658.1.p1, OFUSG21657.1.p1	TCONS_00013985.p1, TCONS_00030632.p1
OG0000054	OFUSG08102.2.p1, OFUSG08102.1.p1	TCONS_00016773.p1, TCONS_00016794.p1
OG0000054	OFUSG09960.1.p1, OFUSG09960.2.p1, OFUSG09960.4.p1, OFUSG09960.5.p1, OFUSG09960.3.p1	TCONS_00030209.p1
OG0000054	OFUSG13461.1.p1, OFUSG13461.2.p1, OFUSG22292.2.p1, OFUSG22292.1.p1	TCONS_00005549.p1
OG0000054	OFUSG16065.1.p1, OFUSG16065.2.p1, OFUSG16715.1.p1	TCONS_00020702.p1, TCONS_00020496.p1, TCONS_00020497.p1, TCONS_00053229.p1, TCONS_00053231.p1, TCONS_00041220.p1, TCONS_00041205.p1, TCONS_00025247.p1, TCONS_00025241.p1, TCONS_00025250.p1, TCONS_00025249.p1, TCONS_00024712.p1, TCONS_00024714.p1, TCONS_00023269.p1, TCONS_00024711.p1, TCONS_00024709.p1, TCONS_00024710.p1, TCONS_00053730.p1, TCONS_00053728.p1, TCONS_00054380.p1, TCONS_00054377.p1, TCONS_00054375.p1, TCONS_00054373.p1, TCONS_00054374.p1, TCONS_00054381.p1, TCONS_00037279.p1, TCONS_00037270.p1, TCONS_00036137.p1, TCONS_00037730.p1, TCONS_00037744.p1, TCONS_00037732.p1, TCONS_00042198.p1, TCONS_00042196.p1, TCONS_00042195.p1, TCONS_00042197.p1
OG0000056	OFUSG17281.1.p1	TCONS_00053166.p1, TCONS_00054244.p1
OG0000056	OFUSG19663.1.p1	TCONS_00044031.p1, TCONS_00042257.p1, TCONS_00001168.p1, TCONS_00052036.p1, TCONS_00026565.p1
OG0000056	OFUSG09997.1.p1	TCONS_00013528.p1, TCONS_00020180.p1, TCONS_00018939.p1, TCONS_00030699.p1, TCONS_00010652.p1, TCONS_00041109.p1, TCONS_00041081.p1
OG0000056	OFUSG11656.1.p1	TCONS_00004439.p1, TCONS_00008334.p1
OG0000056	OFUSG00148.1.p1	TCONS_00021820.p1
OG0000057	OFUSG08336.1.p1	TCONS_00024763.p1, TCONS_00024801.p1, TCONS_00024802.p1, TCONS_00006273.p1, TCONS_00005020.p1, TCONS_00006274.p1, TCONS_00025556.p1, TCONS_00006271.p1, TCONS_00005019.p1, TCONS_00014018.p1, TCONS_00052948.p1, TCONS_00052947.p1, TCONS_00041909.p1, TCONS_00041910.p1, TCONS_00041911.p1, TCONS_00028633.p1
OG0000058	OFUSG06504.1.p1	TCONS_00026611.p1
OG0000058	OFUSG07699.1.p1	TCONS_00012347.p1
OG0000058	OFUSG25338.1.p1	TCONS_00013058.p1, TCONS_00013056.p1, TCONS_00013057.p1, TCONS_00013055.p1, TCONS_00013059.p1
OG0000059	OFUSG03529.1.p1, OFUSG03529.2.p1	TCONS_00042819.p1
OG0000059	OFUSG05392.2.p1, OFUSG05392.1.p1	TCONS_00017293.p1
OG0000060	OFUSG14955.1.p1, OFUSG23392.1.p1	TCONS_00017864.p1
OG0000060	OFUSG21371.2.p1, OFUSG21371.1.p1	TCONS_00053675.p1
OG0000060	OFUSG25748.1.p1, OFUSG06220.1.p1, OFUSG06220.2.p1	TCONS_00048146.p1
OG0000060	OFUSG22689.1.p1, OFUSG15770.2.p1, OFUSG15770.1.p1, OFUSG17254.1.p1, OFUSG17256.1.p1, OFUSG07484.1.p1, OFUSG07264.1.p1, OFUSG04665.1.p1, OFUSG04666.1.p1, OFUSG13147.1.p1, OFUSG04875.1.p1	TCONS_00043676.p1, TCONS_00043673.p1, TCONS_00043674.p1
OG0000060	OFUSG09429.1.p1	TCONS_00017793.p1
OG0000061	OFUSG24472.3.p1, OFUSG24472.1.p1, OFUSG24472.2.p1, OFUSG16519.1.p1, OFUSG16362.1.p1, OFUSG16362.3.p1, OFUSG16362.2.p1	TCONS_00055666.p1
OG0000061	OFUSG04221.4.p1, OFUSG04221.3.p1, OFUSG04221.1.p1, OFUSG04221.2.p1	TCONS_00056708.p1
OG0000061	OFUSG16682.2.p1, OFUSG16682.1.p1	TCONS_00056856.p1
OG0000061	OFUSG04054.2.p1, OFUSG04054.1.p1, OFUSG04054.3.p1	TCONS_00055888.p1, TCONS_00055889.p1, TCONS_00057079.p1
OG0000061	OFUSG16363.1.p1, OFUSG16363.2.p1	TCONS_00016639.p1
OG0000062	OFUSG20078.1.p1, OFUSG20078.2.p1	TCONS_00029083.p1, TCONS_00048669.p1, TCONS_00048676.p1, TCONS_00029089.p1, TCONS_00048674.p1, TCONS_00029086.p1, TCONS_00029084.p1, TCONS_00048673.p1
OG0000062	OFUSG20834.1.p1, OFUSG20834.2.p1, OFUSG05008.1.p1	TCONS_00007265.p1
OG0000063	OFUSG05823.2.p1, OFUSG05823.1.p1	TCONS_00047467.p1, TCONS_00031359.p1
OG0000063	OFUSG01195.1.p1	TCONS_00052989.p1, TCONS_00052984.p1
OG0000063	OFUSG20081.1.p1	TCONS_00053925.p1
OG0000064	OFUSG18700.1.p1, OFUSG11503.1.p1, OFUSG24568.1.p1, OFUSG14688.1.p1, OFUSG24348.1.p1, OFUSG04845.1.p1, OFUSG24050.1.p1	TCONS_00042573.p1, TCONS_00042091.p1, TCONS_00022790.p1, TCONS_00015466.p1, TCONS_00007483.p1, TCONS_00022276.p1, TCONS_00022277.p1, TCONS_00029209.p1, TCONS_00005550.p1, TCONS_00022516.p1, TCONS_00023733.p1, TCONS_00025136.p1, TCONS_00026033.p1, TCONS_00019490.p1, TCONS_00053054.p1, TCONS_00053097.p1, TCONS_00053098.p1, TCONS_00053055.p1, TCONS_00029400.p1
OG0000066	OFUSG15075.1.p1	TCONS_00020095.p1
OG0000066	OFUSG16714.1.p1, OFUSG24368.1.p1	TCONS_00041521.p1, TCONS_00041514.p1
OG0000066	OFUSG01773.1.p1, OFUSG01842.1.p1, OFUSG18415.1.p2, OFUSG18410.1.p1, OFUSG01823.1.p1, OFUSG01911.1.p1, OFUSG18410.2.p1, OFUSG18412.1.p2, OFUSG26741.1.p1, OFUSG26737.1.p1, OFUSG25402.1.p1, OFUSG26742.1.p1, OFUSG13079.1.p1	TCONS_00028739.p1
OG0000066	OFUSG14092.1.p1	TCONS_00036193.p1
OG0000067	OFUSG01517.1.p1, OFUSG21774.1.p1	TCONS_00025697.p1, TCONS_00023930.p1, TCONS_00024303.p1, TCONS_00024287.p1, TCONS_00012220.p1, TCONS_00024284.p1, TCONS_00023858.p1, TCONS_00023861.p1, TCONS_00024294.p1, TCONS_00023857.p1
OG0000067	OFUSG26465.1.p1	TCONS_00052831.p1, TCONS_00016617.p1, TCONS_00016615.p1, TCONS_00016614.p1, TCONS_00016616.p1, TCONS_00015534.p1, TCONS_00016599.p1, TCONS_00016620.p1, TCONS_00016623.p1, TCONS_00041015.p1, TCONS_00041022.p1, TCONS_00041024.p1, TCONS_00041018.p1, TCONS_00024487.p1, TCONS_00023611.p1, TCONS_00023564.p1, TCONS_00023563.p1, TCONS_00023610.p1, TCONS_00023562.p1, TCONS_00010696.p1, TCONS_00025037.p1
OG0000067	OFUSG07801.1.p1, OFUSG07801.2.p1, OFUSG09800.1.p1	TCONS_00008985.p1, TCONS_00028299.p1, TCONS_00053446.p1, TCONS_00053444.p1, TCONS_00053445.p1, TCONS_00053443.p1, TCONS_00053442.p1, TCONS_00053441.p1, TCONS_00053439.p1, TCONS_00036889.p1, TCONS_00038035.p1, TCONS_00037697.p1, TCONS_00003250.p1, TCONS_00011721.p1, TCONS_00011723.p1, TCONS_00004267.p1, TCONS_00004268.p1, TCONS_00004271.p1, TCONS_00002732.p1, TCONS_00004002.p1, TCONS_00045047.p1
OG0000068	OFUSG19455.1.p1	TCONS_00047952.p1, TCONS_00048468.p1
OG0000068	OFUSG06649.2.p1, OFUSG06649.1.p1	TCONS_00032290.p1, TCONS_00048486.p1, TCONS_00019023.p1, TCONS_00019022.p1, TCONS_00019987.p1, TCONS_00048483.p1, TCONS_00048484.p1, TCONS_00048485.p1, TCONS_00047469.p1, TCONS_00048478.p1, TCONS_00048886.p1, TCONS_00047418.p1, TCONS_00048610.p1, TCONS_00047478.p1, TCONS_00047474.p1, TCONS_00047479.p1, TCONS_00048467.p1, TCONS_00048482.p1, TCONS_00047489.p1, TCONS_00047482.p1, TCONS_00056394.p1, TCONS_00046150.p1, TCONS_00048471.p1, TCONS_00048472.p1, TCONS_00047470.p1, TCONS_00047471.p1, TCONS_00047476.p1, TCONS_00047473.p1, TCONS_00032288.p1, TCONS_00048475.p1, TCONS_00048474.p1, TCONS_00032289.p1, TCONS_00048479.p1, TCONS_00047480.p1, TCONS_00047475.p1, TCONS_00032285.p1, TCONS_00048481.p1, TCONS_00048470.p1, TCONS_00047483.p1, TCONS_00048536.p1
OG0000069	OFUSG26968.1.p1	TCONS_00047572.p1
OG0000069	OFUSG26972.1.p1	TCONS_00008772.p2
OG0000069	OFUSG26970.1.p1	TCONS_00008697.p1
OG0000069	OFUSG26971.1.p1	TCONS_00023140.p1
OG0000069	OFUSG26969.1.p1	TCONS_00057253.p1
OG0000070	OFUSG13486.2.p1, OFUSG13486.1.p1, OFUSG01308.1.p1, OFUSG01308.2.p1	TCONS_00000689.p1, TCONS_00000334.p1
OG0000070	OFUSG19636.1.p1, OFUSG12494.1.p1, OFUSG12493.1.p1, OFUSG19637.1.p1, OFUSG25749.1.p1	TCONS_00011728.p1, TCONS_00048824.p1, TCONS_00013275.p1
OG0000071	OFUSG17876.1.p1, OFUSG17876.2.p1, OFUSG10287.1.p1	TCONS_00007770.p1, TCONS_00007459.p1
OG0000071	OFUSG13633.1.p1, OFUSG18328.1.p1, OFUSG10230.1.p1, OFUSG08527.1.p1	TCONS_00008391.p1
OG0000071	OFUSG01197.1.p1	TCONS_00000727.p1
OG0000071	OFUSG17431.1.p1, OFUSG17011.1.p1, OFUSG17010.1.p1, OFUSG08342.1.p1, OFUSG25772.1.p1, OFUSG15787.1.p1, OFUSG16028.1.p2, OFUSG18632.1.p1, OFUSG13731.1.p1	TCONS_00010660.p1, TCONS_00009764.p1, TCONS_00022979.p1
OG0000072	OFUSG02543.3.p1, OFUSG02543.1.p1, OFUSG02543.2.p1	TCONS_00042083.p1, TCONS_00042087.p1
OG0000072	OFUSG02679.1.p1, OFUSG02679.2.p1	TCONS_00044164.p1
OG0000072	OFUSG03079.1.p1	TCONS_00042450.p1, TCONS_00042451.p1, TCONS_00042469.p1, TCONS_00042452.p1, TCONS_00042470.p1
OG0000072	OFUSG08305.1.p1, OFUSG23415.1.p1	TCONS_00030968.p1, TCONS_00031017.p1
OG0000072	OFUSG09807.1.p1	TCONS_00048416.p1, TCONS_00048419.p1, TCONS_00049704.p1, TCONS_00049531.p1, TCONS_00049533.p1, TCONS_00048460.p1
OG0000072	OFUSG09809.1.p1	TCONS_00048855.p1
OG0000072	OFUSG10198.1.p1	TCONS_00029918.p1
OG0000073	OFUSG22954.1.p1	TCONS_00007294.p1, TCONS_00007296.p1, TCONS_00015617.p1, TCONS_00016254.p1, TCONS_00015176.p1, TCONS_00007800.p1, TCONS_00007794.p1
OG0000073	OFUSG20747.2.p1, OFUSG20747.1.p1, OFUSG03929.1.p1, OFUSG03929.2.p1	TCONS_00046008.p1, TCONS_00008622.p1, TCONS_00007291.p1, TCONS_00008624.p1, TCONS_00008625.p1, TCONS_00008623.p1
OG0000074	OFUSG24829.1.p1, OFUSG06062.1.p1	TCONS_00049689.p1, TCONS_00050856.p1
OG0000074	OFUSG11319.1.p1, OFUSG11319.2.p1, OFUSG11319.3.p1, OFUSG15811.1.p1, OFUSG24011.1.p1, OFUSG09666.1.p1, OFUSG03704.1.p1, OFUSG15531.1.p1, OFUSG24198.1.p1, OFUSG12253.1.p1, OFUSG23253.1.p1, OFUSG13564.1.p1, OFUSG11452.1.p1, OFUSG11451.1.p1, OFUSG22349.1.p1, OFUSG15319.1.p1	TCONS_00055694.p1, TCONS_00055700.p1, TCONS_00012546.p1, TCONS_00028262.p1, TCONS_00002080.p1, TCONS_00002239.p1, TCONS_00016851.p1, TCONS_00018117.p1, TCONS_00053968.p1, TCONS_00053969.p1
OG0000074	OFUSG10403.1.p1	TCONS_00037785.p1
OG0000075	OFUSG16172.1.p1	TCONS_00003661.p1
OG0000075	OFUSG16504.1.p1	TCONS_00002727.p1
OG0000075	OFUSG13755.2.p1, OFUSG13755.1.p1	TCONS_00050627.p1
OG0000075	OFUSG26879.2.p1, OFUSG26879.1.p1	TCONS_00021191.p1
OG0000075	OFUSG16171.1.p1, OFUSG16171.2.p1	TCONS_00002728.p1
OG0000075	OFUSG06373.1.p1	TCONS_00048312.p1
OG0000075	OFUSG05709.1.p1	TCONS_00049564.p1
OG0000075	OFUSG18892.2.p1, OFUSG18892.1.p1	TCONS_00049562.p1
OG0000075	OFUSG19094.1.p1	TCONS_00049274.p1
OG0000077	OFUSG19468.1.p1	TCONS_00026489.p1
OG0000077	OFUSG00358.1.p1, OFUSG06145.1.p1	TCONS_00027751.p1
OG0000077	OFUSG05945.4.p1, OFUSG05945.3.p1, OFUSG05945.2.p1, OFUSG05945.1.p1	TCONS_00026413.p1
OG0000077	OFUSG04692.1.p1	TCONS_00055904.p1, TCONS_00057132.p1
OG0000077	OFUSG05776.1.p1, OFUSG24718.1.p1	TCONS_00027831.p1
OG0000077	OFUSG06337.1.p1	TCONS_00026409.p1, TCONS_00027084.p1
OG0000078	OFUSG04718.1.p1	TCONS_00016890.p1, TCONS_00018823.p1
OG0000079	OFUSG21029.1.p1	TCONS_00032718.p1
OG0000079	OFUSG10422.3.p1, OFUSG10422.2.p1, OFUSG10422.1.p1, OFUSG10422.4.p1	TCONS_00030942.p1
OG0000079	OFUSG24101.1.p1	TCONS_00006803.p1
OG0000079	OFUSG19660.3.p1, OFUSG19660.2.p1, OFUSG19660.1.p1	TCONS_00028091.p1
OG0000081	OFUSG21451.1.p1	TCONS_00053844.p1, TCONS_00053856.p1
OG0000081	OFUSG16424.1.p1, OFUSG09104.3.p1, OFUSG09104.1.p1, OFUSG09104.2.p1, OFUSG05420.1.p1, OFUSG05002.1.p1, OFUSG24784.1.p1, OFUSG21093.1.p1	TCONS_00022132.p1, TCONS_00022131.p1, TCONS_00022129.p1, TCONS_00022133.p1, TCONS_00021924.p1, TCONS_00009155.p1, TCONS_00009156.p1, TCONS_00029255.p1, TCONS_00029256.p1, TCONS_00019590.p1, TCONS_00022128.p1, TCONS_00022127.p1, TCONS_00022126.p1
OG0000082	OFUSG08036.1.p1	TCONS_00014773.p1, TCONS_00001034.p1
OG0000082	OFUSG05603.1.p1	TCONS_00026781.p1
OG0000082	OFUSG21176.1.p1	TCONS_00020512.p1
