Orthogroup	OWEFU	YEAST
OG0004396	OFUSG21440.1.p1	YEAST01668
OG0004400	OFUSG13116.1.p1	YEAST03238, YEAST03731
OG0004401	OFUSG17102.1.p1	YEAST04219
OG0004404	OFUSG13040.1.p1	YEAST00833, YEAST00883
OG0004417	OFUSG21036.1.p1	YEAST03358
OG0004425	OFUSG04544.1.p1	YEAST04958
OG0004426	OFUSG14933.1.p1	YEAST01028
OG0004460	OFUSG04747.1.p1	YEAST06162
OG0004462	OFUSG14517.1.p1	YEAST03397
OG0004468	OFUSG15364.1.p1	YEAST04439
OG0004472	OFUSG19542.1.p1	YEAST06199
OG0004479	OFUSG05226.1.p1	YEAST00474
OG0004484	OFUSG23258.1.p1	YEAST01989
OG0004486	OFUSG20259.1.p1	YEAST00968
OG0004489	OFUSG19255.1.p1	YEAST03700
OG0004490	OFUSG01069.1.p1	YEAST02887
OG0004492	OFUSG22257.1.p1	YEAST05415, YEAST01368
OG0004494	OFUSG10248.1.p1	YEAST03738
OG0004495	OFUSG08418.1.p1	YEAST00946
OG0004498	OFUSG20779.1.p1	YEAST02716
OG0004500	OFUSG17190.1.p1	YEAST04651
OG0004503	OFUSG03545.1.p1	YEAST02385
OG0004505	OFUSG24304.1.p1	YEAST01701
OG0004506	OFUSG10629.1.p1	YEAST06061
OG0004507	OFUSG09055.1.p1	YEAST04994
OG0004512	OFUSG12443.1.p2, OFUSG12440.1.p1	YEAST01510
OG0004513	OFUSG26259.1.p1	YEAST04235
OG0004515	OFUSG06070.1.p1	YEAST05737
OG0004519	OFUSG19459.1.p1, OFUSG19459.2.p1	YEAST01596
OG0004520	OFUSG14215.1.p1	YEAST06001, YEAST05696
OG0004525	OFUSG21962.1.p1	YEAST03937
OG0004526	OFUSG25412.1.p1	YEAST02603
OG0004529	OFUSG13290.1.p1	YEAST03981
OG0004535	OFUSG11409.1.p1	YEAST02221
OG0004538	OFUSG25281.1.p1	YEAST02750
OG0004542	OFUSG25591.2.p1, OFUSG25591.1.p1	YEAST04816, YEAST04623
OG0004545	OFUSG23646.1.p1, OFUSG23649.1.p1	YEAST02071
OG0004546	OFUSG26604.1.p1	YEAST04485
OG0004551	OFUSG16193.2.p1, OFUSG16193.1.p1, OFUSG16195.1.p1, OFUSG16195.2.p1	YEAST00426
OG0004554	OFUSG07017.1.p1	YEAST04172
OG0004559	OFUSG09948.1.p1	YEAST04428
OG0004563	OFUSG01035.1.p1	YEAST04325
OG0004566	OFUSG17189.1.p1	YEAST02192
OG0004567	OFUSG13070.1.p1	YEAST05747
OG0004571	OFUSG26032.1.p1, OFUSG26032.2.p1	YEAST02127
OG0004573	OFUSG14867.1.p1	YEAST00677
OG0004577	OFUSG05229.1.p1	YEAST02283
OG0004579	OFUSG19362.1.p1	YEAST00134
OG0004581	OFUSG26863.1.p1, OFUSG26863.2.p1	YEAST03583, YEAST04618
OG0004582	OFUSG21277.1.p1	YEAST04377
OG0004583	OFUSG12908.1.p1	YEAST05833
OG0004584	OFUSG16312.1.p1	YEAST03457
OG0004585	OFUSG20357.1.p1	YEAST01153
OG0004590	OFUSG14930.2.p1, OFUSG14930.1.p1	YEAST03622, YEAST00886
OG0004593	OFUSG04892.1.p1	YEAST01231
OG0004609	OFUSG07084.1.p1	YEAST05326
OG0004610	OFUSG09759.1.p1	YEAST04487, YEAST01427
OG0004611	OFUSG13143.1.p1	YEAST04613
OG0004612	OFUSG16853.2.p1, OFUSG16853.1.p1	YEAST02359
OG0004616	OFUSG03912.1.p1	YEAST00250, YEAST02830
OG0004619	OFUSG16672.1.p1	YEAST03531
OG0004621	OFUSG19375.1.p1, OFUSG19375.2.p1	YEAST00178
OG0004626	OFUSG20569.1.p1	YEAST00427
OG0004630	OFUSG20291.1.p1, OFUSG20291.2.p1	YEAST01322, YEAST02951
OG0004633	OFUSG13692.1.p1	YEAST03510
OG0004634	OFUSG13542.1.p1	YEAST00262, YEAST00249
OG0004635	OFUSG19569.1.p1	YEAST02703
OG0004639	OFUSG25724.1.p1	YEAST02924
OG0004648	OFUSG25016.1.p1	YEAST04721, YEAST05892
OG0004649	OFUSG22259.1.p1	YEAST02284
OG0004651	OFUSG07034.1.p1, OFUSG07034.3.p1, OFUSG07034.2.p1	YEAST01146
OG0004654	OFUSG07791.1.p1	YEAST00988
OG0004655	OFUSG07897.1.p1	YEAST01640
OG0004656	OFUSG13180.1.p1	YEAST04281
OG0004657	OFUSG20946.1.p1	YEAST00473
OG0004658	OFUSG00003.2.p1, OFUSG00003.1.p1	YEAST04140
OG0004659	OFUSG05707.2.p1, OFUSG05707.1.p1	YEAST02251
OG0004660	OFUSG00440.1.p1	YEAST06221, YEAST00721
OG0004663	OFUSG15708.1.p1	YEAST01161
OG0004664	OFUSG14191.1.p1	YEAST05162
OG0004668	OFUSG21754.1.p1	YEAST01610
OG0004669	OFUSG09155.1.p1	YEAST00949
OG0004670	OFUSG16156.1.p1	YEAST03416
OG0004671	OFUSG15323.1.p1, OFUSG15323.2.p1	YEAST02606
OG0004674	OFUSG21156.1.p1	YEAST05448
OG0004675	OFUSG12757.3.p1, OFUSG12757.2.p1, OFUSG12757.1.p1	YEAST05072, YEAST02983
OG0004676	OFUSG22032.1.p1, OFUSG22032.2.p1	YEAST05785, YEAST00056, YEAST02694
OG0004678	OFUSG08155.1.p1, OFUSG08156.1.p1	YEAST02777, YEAST04846
OG0004682	OFUSG12863.1.p1	YEAST02876
OG0004683	OFUSG25029.1.p1	YEAST00676
OG0004684	OFUSG11714.1.p1	YEAST05643
OG0004685	OFUSG15144.1.p1	YEAST04200
OG0004687	OFUSG18909.1.p1	YEAST00982
OG0004691	OFUSG11227.1.p1	YEAST00819
OG0004699	OFUSG23870.1.p1	YEAST05453
OG0004702	OFUSG00072.1.p1, OFUSG00087.1.p1	YEAST03387
OG0004703	OFUSG14821.1.p1	YEAST00841
OG0004705	OFUSG02327.1.p1	YEAST05591
OG0004708	OFUSG24203.1.p1	YEAST04540
OG0004711	OFUSG26677.1.p1	YEAST03281
OG0004728	OFUSG19340.1.p1	YEAST04662, YEAST00882
OG0004733	OFUSG09435.1.p1	YEAST06337
OG0004735	OFUSG08126.1.p1	YEAST04508
OG0004739	OFUSG11195.1.p1	YEAST01817
OG0004740	OFUSG25163.1.p1	YEAST04029
OG0004743	OFUSG04679.1.p1	YEAST04299
OG0004747	OFUSG23172.1.p1, OFUSG23170.1.p1, OFUSG23171.1.p1	YEAST01134
OG0004748	OFUSG08583.1.p1	YEAST03942
OG0004749	OFUSG05430.1.p1	YEAST05904
OG0004753	OFUSG13691.1.p1	YEAST04746
OG0004755	OFUSG16567.1.p1	YEAST03690
OG0004756	OFUSG23403.1.p1	YEAST03704
OG0004759	OFUSG11568.1.p1	YEAST02912
OG0004760	OFUSG17160.2.p1, OFUSG17160.1.p1	YEAST01847
OG0004764	OFUSG13324.1.p1	YEAST04443, YEAST04345
OG0004765	OFUSG26546.1.p1	YEAST02487
OG0004766	OFUSG20178.1.p1	YEAST01053
OG0004767	OFUSG17853.1.p1	YEAST03559
OG0004768	OFUSG03609.2.p1, OFUSG03609.1.p1	YEAST02666
OG0004769	OFUSG25501.1.p1	YEAST06228
OG0004770	OFUSG00866.1.p1	YEAST03432
OG0004774	OFUSG10040.1.p1	YEAST06062
OG0004785	OFUSG15812.1.p1	YEAST04153
OG0004786	OFUSG04628.1.p1	YEAST01015
OG0004787	OFUSG21388.1.p1	YEAST02164
OG0004792	OFUSG15044.1.p1	YEAST02299
OG0004795	OFUSG15100.1.p1, OFUSG15100.2.p1	YEAST02163
OG0004797	OFUSG12917.1.p1	YEAST00371
OG0004805	OFUSG24637.1.p1, OFUSG24637.2.p1, OFUSG24637.3.p1	YEAST03570
OG0004808	OFUSG23681.1.p1	YEAST02354
OG0004811	OFUSG04813.1.p1	YEAST01683
OG0004814	OFUSG16286.1.p1	YEAST05710
OG0004816	OFUSG26076.1.p1	YEAST04664
OG0004819	OFUSG21509.1.p1	YEAST00279
OG0004820	OFUSG00419.1.p1	YEAST05404
OG0004822	OFUSG12693.1.p1	YEAST03199
OG0004836	OFUSG22338.1.p1, OFUSG21246.1.p1	YEAST00658
OG0004840	OFUSG08308.1.p1	YEAST01399
OG0004841	OFUSG05085.1.p1	YEAST01375
OG0004842	OFUSG20852.2.p1, OFUSG20852.1.p1	YEAST05083
OG0004843	OFUSG22774.1.p1	YEAST03163
OG0004844	OFUSG06898.1.p1	YEAST01571
OG0004848	OFUSG07019.1.p1	YEAST02387
OG0004849	OFUSG01632.1.p1	YEAST06335
OG0004850	OFUSG08815.1.p1	YEAST05082, YEAST02977
OG0004851	OFUSG08767.1.p1	YEAST02907
OG0004852	OFUSG07249.1.p1	YEAST00825
OG0004854	OFUSG02448.1.p1	YEAST00889, YEAST04304
OG0004855	OFUSG03426.1.p1	YEAST03252
OG0004856	OFUSG01983.1.p1	YEAST05973
OG0004858	OFUSG24022.1.p1	YEAST04268
OG0004863	OFUSG07011.1.p1	YEAST00862
OG0004864	OFUSG19405.1.p1	YEAST00264
OG0004874	OFUSG20579.1.p1	YEAST04564
OG0004875	OFUSG21354.1.p1	YEAST02491
OG0004877	OFUSG03033.1.p1	YEAST05247
OG0004879	OFUSG25000.1.p1, OFUSG25761.1.p1	YEAST01311
OG0004880	OFUSG10324.2.p1, OFUSG10324.1.p1, OFUSG10324.3.p1	YEAST06046
OG0004881	OFUSG13219.1.p1	YEAST00141
OG0004886	OFUSG05529.1.p1	YEAST05077
OG0004887	OFUSG12649.1.p1, OFUSG12649.2.p1	YEAST05734
OG0004893	OFUSG17315.1.p1	YEAST04667, YEAST00405
OG0004896	OFUSG07793.1.p1	YEAST06193
OG0004897	OFUSG11041.1.p1	YEAST03127, YEAST00642
OG0004898	OFUSG09628.1.p1	YEAST01269
OG0004902	OFUSG11830.1.p1	YEAST00933
OG0004903	OFUSG04757.1.p1, OFUSG04757.2.p1	YEAST03539
OG0004906	OFUSG10778.1.p1	YEAST02770
OG0004911	OFUSG02913.1.p1, OFUSG02913.2.p1	YEAST04765
OG0004913	OFUSG14507.1.p1	YEAST01636
OG0004914	OFUSG23820.1.p1	YEAST03369
OG0004917	OFUSG07930.1.p1, OFUSG17153.1.p1	YEAST00244
OG0004922	OFUSG09234.1.p1	YEAST03302
OG0004924	OFUSG23542.1.p1	YEAST03555, YEAST03277
OG0004928	OFUSG21085.1.p1	YEAST00311
OG0004932	OFUSG08167.1.p1	YEAST04654
OG0004935	OFUSG25611.1.p1	YEAST02167
OG0004940	OFUSG23621.1.p1	YEAST05107, YEAST05559
OG0004941	OFUSG06184.1.p1	YEAST03194
OG0004947	OFUSG08209.1.p1	YEAST05164
OG0004948	OFUSG26680.2.p1, OFUSG26680.1.p1	YEAST02275
OG0004949	OFUSG07349.1.p1	YEAST04201
OG0004952	OFUSG25086.1.p1	YEAST02477
OG0004954	OFUSG26340.1.p1	YEAST06058
OG0004962	OFUSG16563.3.p1, OFUSG16563.2.p1, OFUSG16563.1.p1	YEAST04400
OG0004963	OFUSG08855.1.p1	YEAST04940
OG0004964	OFUSG03866.1.p1, OFUSG03867.1.p2	YEAST04104
OG0004968	OFUSG05071.1.p1	YEAST03489
OG0004969	OFUSG14464.1.p1	YEAST02591
OG0004970	OFUSG00116.1.p1	YEAST04414
OG0004971	OFUSG00413.1.p1	YEAST05364
OG0004972	OFUSG10755.1.p1	YEAST03511
OG0004975	OFUSG21026.1.p1	YEAST00144, YEAST01994
OG0004976	OFUSG03681.1.p1	YEAST05983
OG0004977	OFUSG16613.1.p1	YEAST06017
OG0004979	OFUSG15948.1.p1	YEAST06027
OG0004980	OFUSG10179.1.p1	YEAST05221
OG0004981	OFUSG07554.1.p1	YEAST03914, YEAST04639
OG0004982	OFUSG26035.1.p1	YEAST03625
OG0004985	OFUSG19260.1.p1	YEAST03498
OG0004988	OFUSG15118.1.p1	YEAST05990
OG0004989	OFUSG00776.1.p1	YEAST04576
OG0004990	OFUSG06430.1.p1	YEAST04419
OG0004992	OFUSG25646.1.p1, OFUSG25646.2.p1	YEAST05627
OG0004996	OFUSG06298.1.p1	YEAST04793
OG0004997	OFUSG19512.1.p1	YEAST01342
OG0005002	OFUSG08714.1.p1	YEAST05414
OG0005003	OFUSG06515.1.p1	YEAST02467, YEAST00216
OG0005006	OFUSG16850.1.p1	YEAST06096
OG0005007	OFUSG25040.1.p1	YEAST03893
OG0005014	OFUSG22246.1.p1	YEAST02538
OG0005015	OFUSG10233.1.p1	YEAST01649, YEAST01932
OG0005038	OFUSG06564.1.p1	YEAST02861
OG0005040	OFUSG00734.1.p1	YEAST04778
OG0005047	OFUSG01990.1.p1	YEAST01837
OG0005053	OFUSG17676.1.p1, OFUSG12823.1.p1	YEAST00680
OG0005055	OFUSG21791.1.p1, OFUSG21796.1.p1, OFUSG21792.1.p1, OFUSG21788.1.p1	YEAST02159
OG0005059	OFUSG07313.1.p1	YEAST03737
OG0005067	OFUSG17239.1.p1	YEAST06051
OG0005069	OFUSG07392.1.p1	YEAST03130
OG0005073	OFUSG21089.1.p1	YEAST00873
OG0005076	OFUSG08872.1.p1	YEAST04563
OG0005081	OFUSG04195.1.p1	YEAST03124
OG0005083	OFUSG00464.1.p1	YEAST00678, YEAST05235
OG0005084	OFUSG06582.2.p1, OFUSG06582.1.p1, OFUSG19044.1.p1	YEAST03782
OG0005085	OFUSG01231.1.p1	YEAST06159
OG0005086	OFUSG19095.1.p1	YEAST00205
OG0005087	OFUSG16893.1.p1, OFUSG16893.2.p1	YEAST00816
OG0005088	OFUSG26589.1.p1, OFUSG26589.2.p1	YEAST05769, YEAST03125
OG0005089	OFUSG08719.1.p1	YEAST04644
OG0005090	OFUSG18630.1.p1	YEAST00338
OG0005091	OFUSG03013.1.p1	YEAST05089
OG0005093	OFUSG00062.1.p1	YEAST01810
OG0005095	OFUSG12396.1.p1	YEAST04437
OG0005096	OFUSG11096.1.p1	YEAST00667
OG0005097	OFUSG10863.1.p1	YEAST05071
OG0005099	OFUSG10319.1.p1	YEAST01396
OG0005100	OFUSG05439.1.p1	YEAST02389
OG0005104	OFUSG23594.1.p1	YEAST05248
OG0005106	OFUSG03669.1.p1	YEAST06065, YEAST00421
OG0005107	OFUSG00742.1.p1	YEAST06099
OG0005109	OFUSG04385.1.p1	YEAST05204, YEAST00612
OG0005111	OFUSG13491.1.p1	YEAST06212, YEAST04032
OG0005114	OFUSG00172.1.p1, OFUSG21152.1.p1	YEAST02131
OG0005117	OFUSG13585.1.p1	YEAST06050
OG0005121	OFUSG07571.1.p1	YEAST02052
OG0005124	OFUSG25186.1.p1	YEAST04099
OG0005130	OFUSG02638.1.p1	YEAST03863
OG0005139	OFUSG01555.1.p1, OFUSG01557.1.p1	YEAST04015
OG0005142	OFUSG17655.1.p1	YEAST03890
OG0005143	OFUSG05186.1.p1	YEAST00443
OG0005144	OFUSG18995.1.p1, OFUSG18995.2.p1	YEAST04065
OG0005146	OFUSG20888.1.p1, OFUSG20887.1.p1, OFUSG20887.2.p1	YEAST02971
OG0005151	OFUSG24760.1.p1	YEAST03382
OG0005152	OFUSG06541.1.p1	YEAST00847
OG0005157	OFUSG04423.1.p1	YEAST02981
OG0005160	OFUSG02915.1.p1	YEAST06113
OG0005164	OFUSG07881.1.p1	YEAST06283
OG0005168	OFUSG12335.1.p1	YEAST06272
OG0005169	OFUSG25084.1.p1	YEAST00459
OG0005175	OFUSG11606.1.p1	YEAST05445
OG0005176	OFUSG23810.1.p1	YEAST00218
OG0005178	OFUSG02175.1.p1	YEAST04497
OG0005179	OFUSG02176.1.p1, OFUSG02176.2.p1	YEAST05659
OG0005183	OFUSG07373.1.p1	YEAST05308
OG0005184	OFUSG13055.1.p1	YEAST00492
OG0005187	OFUSG03518.2.p1, OFUSG03518.1.p1	YEAST05234
OG0005188	OFUSG16090.2.p1, OFUSG16090.1.p1	YEAST01554
OG0005191	OFUSG17679.1.p1	YEAST00993
OG0005192	OFUSG21298.1.p1	YEAST05720
OG0005194	OFUSG05518.1.p1	YEAST04086
OG0005196	OFUSG00212.1.p1	YEAST01388
OG0005198	OFUSG26010.1.p1	YEAST00327
OG0005200	OFUSG23575.1.p1	YEAST01016
OG0005201	OFUSG09468.2.p1, OFUSG09468.1.p1	YEAST00082
OG0005203	OFUSG13402.1.p1	YEAST02207
OG0005204	OFUSG07170.1.p1	YEAST01178
OG0005205	OFUSG16433.1.p1	YEAST01046
OG0005208	OFUSG18403.1.p1	YEAST01429
OG0005212	OFUSG19650.1.p1	YEAST06147
OG0005220	OFUSG03579.2.p1, OFUSG03579.1.p1	YEAST04357
OG0005221	OFUSG18701.1.p1, OFUSG18701.2.p1	YEAST03209
OG0005222	OFUSG05398.1.p1	YEAST05518
OG0005224	OFUSG21574.1.p1	YEAST06324
OG0005225	OFUSG13667.1.p1	YEAST05094
OG0005227	OFUSG03776.2.p1, OFUSG03776.1.p1	YEAST05529
OG0005228	OFUSG06202.1.p1	YEAST05916
OG0005229	OFUSG14456.1.p1	YEAST04766
OG0005231	OFUSG13328.1.p1	YEAST02681
OG0005233	OFUSG06046.1.p1	YEAST00564
OG0005237	OFUSG25015.1.p1	YEAST05398
OG0005238	OFUSG07450.1.p1	YEAST00351
OG0005239	OFUSG12578.1.p1	YEAST04499
OG0005240	OFUSG23502.1.p1	YEAST03058
OG0005244	OFUSG19096.1.p1	YEAST06021
OG0005247	OFUSG22832.1.p1, OFUSG25799.1.p1	YEAST06314
OG0005249	OFUSG25639.1.p1	YEAST03446
OG0005251	OFUSG00166.1.p1, OFUSG00166.2.p1	YEAST00934
OG0005254	OFUSG18377.1.p1	YEAST00814
OG0005259	OFUSG06476.1.p1	YEAST04276
OG0005261	OFUSG21359.1.p1	YEAST01831
OG0005262	OFUSG26549.1.p1	YEAST05458
OG0005264	OFUSG14196.1.p1	YEAST03506
OG0005267	OFUSG11648.2.p1, OFUSG11648.1.p1	YEAST03513
OG0005269	OFUSG05706.2.p1, OFUSG05706.1.p1	YEAST03314
OG0005273	OFUSG00351.1.p1	YEAST04916
OG0005275	OFUSG06067.1.p1	YEAST03695
OG0005277	OFUSG23582.1.p1	YEAST04186
OG0005279	OFUSG20374.1.p1	YEAST05219
OG0005280	OFUSG05981.1.p1	YEAST00305
OG0005281	OFUSG06769.1.p1	YEAST05694
OG0005285	OFUSG09936.1.p1	YEAST03115
OG0005289	OFUSG07144.1.p1	YEAST03438
OG0005292	OFUSG16167.1.p1	YEAST01718
OG0005293	OFUSG21083.1.p1	YEAST03033
OG0005294	OFUSG26471.1.p1	YEAST01981
OG0005299	OFUSG23520.1.p1, OFUSG20662.1.p1, OFUSG20662.3.p1, OFUSG20662.2.p1	YEAST00788
OG0005300	OFUSG06609.1.p1	YEAST04941
OG0005304	OFUSG25698.1.p1	YEAST05397
OG0005309	OFUSG00882.1.p1	YEAST03670
OG0005312	OFUSG06581.2.p1, OFUSG06581.1.p1, OFUSG06581.4.p1, OFUSG06581.3.p1	YEAST05201, YEAST04689
OG0005314	OFUSG00971.1.p1	YEAST05231, YEAST01835
OG0005316	OFUSG23058.1.p1	YEAST02690
OG0005317	OFUSG08269.1.p1, OFUSG00518.1.p1	YEAST03232
OG0005318	OFUSG00407.1.p1	YEAST02932
OG0005319	OFUSG08963.1.p1, OFUSG22962.1.p1	YEAST00507
OG0005323	OFUSG19738.1.p1	YEAST01809
OG0005324	OFUSG07975.1.p1	YEAST02894
OG0005326	OFUSG20880.1.p1	YEAST02113
OG0005360	OFUSG08460.1.p1	YEAST05037
OG0005365	OFUSG10346.1.p1	YEAST00555
OG0005366	OFUSG11720.2.p1, OFUSG11720.1.p1	YEAST05488
OG0005370	OFUSG17317.1.p1	YEAST06092
OG0005371	OFUSG16075.1.p1	YEAST06170
OG0005373	OFUSG05705.1.p1	YEAST05422
OG0005374	OFUSG00534.1.p1	YEAST05714
OG0005375	OFUSG17045.1.p1	YEAST03962
OG0005379	OFUSG17787.1.p1, OFUSG02831.1.p1	YEAST03216
OG0005390	OFUSG26544.1.p1	YEAST03532
OG0005391	OFUSG20376.1.p1	YEAST02166
OG0005393	OFUSG19341.1.p1	YEAST04280
OG0005394	OFUSG20768.1.p1, OFUSG20768.2.p1	YEAST00853
OG0005396	OFUSG14426.1.p1	YEAST05100
OG0005399	OFUSG18680.1.p1	YEAST03052
OG0005402	OFUSG23593.1.p1, OFUSG23593.2.p1	YEAST00454, YEAST00455
OG0005403	OFUSG09547.1.p1	YEAST03894
OG0005406	OFUSG09643.1.p1	YEAST00801
OG0005409	OFUSG20736.1.p1	YEAST01305
OG0005412	OFUSG13625.1.p1	YEAST00286
OG0005413	OFUSG04383.1.p1	YEAST00212
OG0005417	OFUSG10419.1.p1, OFUSG10419.2.p1	YEAST02517
OG0005422	OFUSG11472.1.p1	YEAST00744
OG0005430	OFUSG05410.1.p1	YEAST02046
OG0005431	OFUSG21471.1.p1	YEAST00653
OG0005432	OFUSG24015.1.p1	YEAST00083
OG0005433	OFUSG09472.1.p1	YEAST00126
OG0005435	OFUSG12657.1.p1	YEAST02973
OG0005437	OFUSG25301.1.p1	YEAST04554
OG0005438	OFUSG04380.1.p1	YEAST03985
OG0005439	OFUSG23540.1.p1	YEAST00480, YEAST02388
OG0005446	OFUSG01072.1.p1	YEAST02856
OG0005448	OFUSG00904.1.p1	YEAST00061
OG0005451	OFUSG18211.1.p1, OFUSG21294.1.p1	YEAST02174
OG0005464	OFUSG20629.1.p1	YEAST03289
OG0005465	OFUSG11986.1.p1, OFUSG11986.2.p1	YEAST02925
OG0005466	OFUSG23432.1.p1	YEAST04413
OG0005468	OFUSG11966.1.p1	YEAST03549
OG0005469	OFUSG20382.1.p1	YEAST03750
OG0005470	OFUSG12736.1.p1	YEAST05805
OG0005471	OFUSG15175.1.p1	YEAST02704
OG0005474	OFUSG10784.1.p1	YEAST05625
OG0005476	OFUSG06910.1.p1	YEAST00929
OG0005479	OFUSG08880.1.p1	YEAST06140
OG0005481	OFUSG00662.1.p1	YEAST02988
OG0005482	OFUSG12072.1.p1	YEAST06080
OG0005484	OFUSG03342.1.p1	YEAST05993
OG0005488	OFUSG24097.1.p1, OFUSG24097.2.p1	YEAST02834
OG0005489	OFUSG23348.1.p2	YEAST02006
OG0005490	OFUSG21177.1.p1	YEAST02289
OG0005493	OFUSG06703.1.p1	YEAST03669
OG0005495	OFUSG24933.1.p1	YEAST04982
OG0005498	OFUSG04659.1.p1	YEAST02944
OG0005499	OFUSG18597.1.p1	YEAST00316
OG0005503	OFUSG26844.1.p1	YEAST01883
OG0005504	OFUSG26726.1.p1, OFUSG12408.2.p1, OFUSG12408.1.p1	YEAST02859
OG0005508	OFUSG13031.1.p1	YEAST05735
OG0005514	OFUSG23757.1.p1	YEAST00756
OG0005524	OFUSG18210.1.p1	YEAST04752
OG0005527	OFUSG07993.1.p1, OFUSG07993.2.p1	YEAST05177
OG0005531	OFUSG16885.1.p1	YEAST02508
OG0005533	OFUSG00199.1.p1	YEAST05670
OG0005535	OFUSG26393.1.p1	YEAST03305
OG0005537	OFUSG00025.1.p1	YEAST00932
OG0005539	OFUSG17236.1.p1	YEAST01881
OG0005540	OFUSG10648.1.p1	YEAST04214
OG0005545	OFUSG19369.1.p1	YEAST06273
OG0005554	OFUSG20627.1.p1	YEAST01003
OG0005556	OFUSG25659.1.p1	YEAST01807
OG0005559	OFUSG00226.1.p1	YEAST02680
OG0005560	OFUSG19598.1.p1	YEAST01996
OG0005561	OFUSG05916.1.p1	YEAST05048
OG0005562	OFUSG19582.1.p1	YEAST02317
OG0005563	OFUSG02724.1.p1	YEAST03552
OG0005564	OFUSG08252.1.p1	YEAST02525
OG0005566	OFUSG15469.1.p1	YEAST02934
OG0005569	OFUSG07205.1.p1	YEAST01288
OG0005570	OFUSG03428.1.p1	YEAST05155
OG0005572	OFUSG24737.1.p1	YEAST04844
OG0005573	OFUSG16588.1.p1, OFUSG07923.1.p1	YEAST00059
OG0005574	OFUSG06128.1.p1	YEAST02083
OG0005575	OFUSG23781.1.p1	YEAST02256
OG0005580	OFUSG01093.2.p1, OFUSG01093.1.p1	YEAST03612
OG0005582	OFUSG12571.1.p1	YEAST06134
OG0005584	OFUSG19685.1.p2	YEAST03140, YEAST03524
OG0005589	OFUSG13206.2.p1, OFUSG13206.1.p1	YEAST06142
OG0005590	OFUSG12864.1.p1	YEAST05462
OG0005592	OFUSG08303.1.p1	YEAST02743, YEAST03026, YEAST00679, YEAST05239
OG0005594	OFUSG12845.1.p1	YEAST04980
OG0005595	OFUSG06559.1.p1	YEAST01803
OG0005597	OFUSG14316.1.p1	YEAST02753
OG0005598	OFUSG24994.1.p1	YEAST01870
OG0005599	OFUSG13090.1.p1, OFUSG13089.1.p1	YEAST01798
OG0005600	OFUSG18695.1.p1	YEAST00206
OG0005604	OFUSG17275.1.p1	YEAST03276
OG0005605	OFUSG18009.1.p1, OFUSG18008.1.p1, OFUSG18011.1.p1	YEAST01083
OG0005613	OFUSG11392.1.p1	YEAST02714
OG0005617	OFUSG26357.1.p1	YEAST02068
OG0005618	OFUSG12878.1.p1	YEAST04830
OG0005620	OFUSG05866.1.p1	YEAST04915
OG0005622	OFUSG11960.1.p1	YEAST05142
OG0005623	OFUSG08197.1.p1	YEAST01590
OG0005626	OFUSG03492.1.p1	YEAST02896
OG0005632	OFUSG11574.1.p1	YEAST01025
OG0005636	OFUSG00921.1.p1	YEAST04250, YEAST02533
OG0005641	OFUSG25307.1.p1, OFUSG25307.2.p1	YEAST05413
OG0005645	OFUSG14974.1.p1	YEAST03386
OG0005649	OFUSG16737.1.p1	YEAST03683
OG0005652	OFUSG06459.1.p1	YEAST02748
OG0005656	OFUSG19528.1.p1	YEAST05558
OG0005660	OFUSG22677.1.p1	YEAST04813
OG0005665	OFUSG08814.1.p1	YEAST05074
OG0005681	OFUSG14799.1.p1	YEAST01514
OG0005694	OFUSG09049.1.p1, OFUSG09049.2.p1	YEAST02311
OG0005701	OFUSG18399.1.p1	YEAST03349
OG0005702	OFUSG02722.1.p1, OFUSG02722.2.p1	YEAST02337
OG0005703	OFUSG10785.1.p1	YEAST00484
OG0005707	OFUSG09056.1.p1	YEAST01682
OG0005715	OFUSG04447.2.p1, OFUSG04447.1.p1	YEAST05111
OG0005719	OFUSG26442.1.p1	YEAST01866
OG0005723	OFUSG19412.1.p1	YEAST05629
OG0005724	OFUSG11970.1.p1	YEAST03029
OG0005728	OFUSG05083.1.p1, OFUSG05079.1.p1	YEAST03877
OG0005729	OFUSG16386.1.p1	YEAST04879
OG0005731	OFUSG10296.1.p1	YEAST04127
OG0005732	OFUSG09988.1.p1	YEAST05411, YEAST00067
OG0005734	OFUSG13407.1.p1	YEAST03845
OG0005747	OFUSG21432.1.p1	YEAST02338
OG0005749	OFUSG08122.2.p1, OFUSG08122.3.p1, OFUSG08122.1.p1	YEAST00550
OG0005750	OFUSG02162.1.p1	YEAST05318
OG0005758	OFUSG24779.1.p1	YEAST03970
OG0005764	OFUSG20153.1.p1	YEAST03256
OG0005769	OFUSG08073.1.p1	YEAST05614
OG0005774	OFUSG15936.1.p1	YEAST01218
OG0005775	OFUSG17839.1.p1	YEAST04199
OG0005779	OFUSG10893.1.p1	YEAST03322
OG0005783	OFUSG18976.1.p1	YEAST04090
OG0005784	OFUSG19490.1.p1	YEAST06131
OG0005787	OFUSG04634.1.p1	YEAST03651
OG0005789	OFUSG04945.1.p1	YEAST06245
OG0005790	OFUSG11378.1.p1	YEAST01022
OG0005792	OFUSG26966.2.p1, OFUSG26966.1.p1	YEAST02379
OG0005793	OFUSG00069.2.p1, OFUSG00069.1.p1	YEAST03437
OG0005794	OFUSG15800.1.p1, OFUSG15800.2.p1	YEAST03999
OG0005796	OFUSG09979.1.p1	YEAST02169
