Orthogroup	OWEFU	DROME
OG0000090	OFUSG03472.1.p1	DROME00161, DROME00160, DROME00159, DROME00158
OG0000090	OFUSG08207.1.p1	DROME16241, DROME16240, DROME16239
OG0000091	OFUSG16501.1.p1, OFUSG09748.1.p1, OFUSG15287.1.p1, OFUSG21197.1.p1, OFUSG12747.1.p1, OFUSG00427.1.p1, OFUSG13208.1.p1, OFUSG02153.1.p1, OFUSG01959.1.p1, OFUSG01956.2.p1, OFUSG01956.1.p1, OFUSG14844.1.p1, OFUSG05335.1.p1, OFUSG01958.1.p1, OFUSG01955.1.p1	DROME18437, DROME18438, DROME20481
OG0000091	OFUSG07415.1.p1, OFUSG07415.2.p1, OFUSG07949.1.p1	DROME00247, DROME16587, DROME05722, DROME16586, DROME16589, DROME16588, DROME21691, DROME21692, DROME21693, DROME16133, DROME19941
OG0000094	OFUSG06104.1.p1	DROME02876, DROME02874, DROME02872, DROME02875, DROME02873, DROME02878, DROME02881, DROME02880, DROME02877, DROME02879
OG0000094	OFUSG07673.3.p1, OFUSG07673.1.p1, OFUSG07673.2.p1, OFUSG07673.4.p1	DROME20335, DROME20344, DROME20342, DROME20339, DROME20331, DROME20343, DROME20334, DROME20340, DROME20338, DROME20337, DROME20333, DROME20336, DROME20332, DROME20341
OG0000095	OFUSG11139.1.p1, OFUSG11139.2.p1, OFUSG20731.1.p1, OFUSG10751.1.p1, OFUSG10752.1.p1, OFUSG05076.1.p1, OFUSG05077.1.p1, OFUSG04927.1.p1, OFUSG04834.1.p1, OFUSG05311.1.p1, OFUSG05311.3.p1, OFUSG05311.2.p1, OFUSG23053.1.p1, OFUSG20564.2.p1, OFUSG20564.1.p1, OFUSG06065.1.p1, OFUSG03477.1.p1, OFUSG05320.1.p1	DROME01438
OG0000096	OFUSG14354.1.p1	DROME08195, DROME08196
OG0000096	OFUSG06591.1.p1	DROME08870
OG0000096	OFUSG12705.1.p1	DROME13163
OG0000096	OFUSG09090.1.p1	DROME06400
OG0000096	OFUSG08225.1.p1	DROME13915
OG0000096	OFUSG00268.1.p1	DROME09341
OG0000098	OFUSG09622.1.p1, OFUSG09623.1.p1	DROME06218, DROME06212, DROME06217, DROME06213, DROME06211, DROME06215, DROME06216, DROME06210, DROME06214
OG0000099	OFUSG03815.1.p1, OFUSG03814.2.p1, OFUSG03814.3.p1, OFUSG03814.1.p1	DROME10335, DROME10334, DROME09743
OG0000099	OFUSG00229.1.p1, OFUSG00229.2.p1, OFUSG01427.1.p1	DROME18324, DROME18322, DROME18323, DROME18399, DROME18398
OG0000099	OFUSG00259.1.p1, OFUSG00259.2.p1	DROME16045, DROME03641, DROME03642, DROME00198, DROME01024, DROME01023, DROME16052, DROME16051, DROME16053, DROME15995, DROME15996
OG0000101	OFUSG19071.1.p1	DROME05458
OG0000103	OFUSG11159.3.p1, OFUSG11159.1.p1, OFUSG11159.4.p1, OFUSG11159.2.p1, OFUSG11159.5.p1	DROME02978, DROME02981, DROME02974, DROME02980, DROME02972, DROME02982, DROME02975, DROME02990, DROME02977, DROME02985, DROME02984, DROME02983, DROME02986, DROME02973, DROME02979, DROME02987, DROME02991, DROME02976, DROME02988, DROME02989
OG0000103	OFUSG10643.2.p1, OFUSG10643.1.p1	DROME08435, DROME08438, DROME08434, DROME08440, DROME08436, DROME08437, DROME08439
OG0000104	OFUSG23222.1.p1, OFUSG23223.1.p1	DROME09666, DROME09668, DROME09669, DROME09667, DROME09670
OG0000104	OFUSG17041.2.p1, OFUSG17041.1.p1	DROME16895, DROME16894
OG0000104	OFUSG09600.1.p1, OFUSG17170.1.p1	DROME16546, DROME16548, DROME16547, DROME16549
OG0000104	OFUSG09069.1.p1	DROME17321, DROME17322
OG0000104	OFUSG00719.1.p1	DROME00132, DROME00131
OG0000106	OFUSG20665.1.p1	DROME02609
OG0000106	OFUSG15466.1.p1, OFUSG15467.1.p1, OFUSG20218.1.p1, OFUSG20218.2.p1, OFUSG24132.1.p1, OFUSG24131.1.p1, OFUSG24131.2.p1, OFUSG24130.1.p1, OFUSG24130.2.p1, OFUSG05307.1.p1, OFUSG24133.1.p1, OFUSG24133.2.p1, OFUSG15090.1.p1, OFUSG15395.1.p1, OFUSG15393.1.p1, OFUSG05895.1.p1	DROME14085, DROME16348, DROME17377, DROME10894, DROME10895
OG0000111	OFUSG18504.1.p1	DROME11971, DROME11972, DROME11973, DROME11975
OG0000113	OFUSG08222.1.p1, OFUSG08222.2.p1, OFUSG19702.1.p1	DROME13618
OG0000113	OFUSG06848.1.p1, OFUSG19695.1.p1, OFUSG19696.1.p1, OFUSG19222.1.p1, OFUSG19222.2.p1, OFUSG07831.1.p1	DROME10760, DROME10761, DROME10759, DROME10758, DROME10762
OG0000114	OFUSG16486.1.p1	DROME08662, DROME08648, DROME08661, DROME08653, DROME08652, DROME08663, DROME08649, DROME08654, DROME08664, DROME08658, DROME08655, DROME08660, DROME08657, DROME08659, DROME08656
OG0000114	OFUSG17872.2.p1, OFUSG17872.1.p1, OFUSG13266.2.p1, OFUSG13266.1.p1, OFUSG17688.1.p1	DROME04013, DROME04512, DROME04513
OG0000117	OFUSG11334.1.p1, OFUSG05120.1.p1, OFUSG26100.1.p1, OFUSG00299.1.p1, OFUSG26242.1.p1	DROME17123
OG0000119	OFUSG15970.2.p1, OFUSG15970.3.p1, OFUSG15970.4.p1, OFUSG15970.1.p1	DROME20499, DROME20496, DROME20497, DROME20498, DROME20500, DROME20501
OG0000119	OFUSG00836.1.p1, OFUSG12269.1.p1, OFUSG14939.1.p1	DROME21220, DROME21219
OG0000119	OFUSG16287.1.p1	DROME06207, DROME06208, DROME08017, DROME06209
OG0000120	OFUSG08805.1.p1	DROME01756, DROME16559, DROME16560, DROME16557, DROME16556
OG0000120	OFUSG12358.1.p1, OFUSG12359.1.p1, OFUSG06773.1.p1, OFUSG12360.1.p1	DROME00676
OG0000121	OFUSG21720.1.p1, OFUSG21720.2.p1, OFUSG11043.2.p1, OFUSG11043.1.p1, OFUSG10178.1.p1	DROME17781, DROME08015
OG0000122	OFUSG16654.1.p1, OFUSG16654.2.p1, OFUSG16654.5.p1, OFUSG16654.4.p1, OFUSG16654.3.p1	DROME10483, DROME10478, DROME10477, DROME10479, DROME10481, DROME10480, DROME10476
OG0000122	OFUSG07637.2.p1, OFUSG07637.1.p1, OFUSG24096.1.p1, OFUSG24096.2.p1, OFUSG25442.1.p1, OFUSG16403.1.p1, OFUSG07655.1.p1, OFUSG09651.1.p1, OFUSG16404.3.p1, OFUSG16404.1.p1, OFUSG16404.4.p1, OFUSG16404.2.p1	DROME01359, DROME01363, DROME01361, DROME01366, DROME01365, DROME01360, DROME01358, DROME01362, DROME01367, DROME01364
OG0000123	OFUSG06922.1.p1	DROME17732, DROME17730, DROME17731
OG0000123	OFUSG05446.1.p1	DROME16385, DROME16384, DROME16383, DROME14572, DROME14575, DROME14574
OG0000123	OFUSG05757.1.p1	DROME14850, DROME14849, DROME14848, DROME14847
OG0000124	OFUSG13980.1.p1	DROME17463
OG0000124	OFUSG17860.1.p1	DROME08713, DROME09900
OG0000124	OFUSG17649.1.p1	DROME21734
OG0000125	OFUSG04413.1.p1	DROME11932, DROME11934, DROME11935, DROME11936, DROME11933
OG0000125	OFUSG15972.1.p1, OFUSG15972.3.p1, OFUSG15972.2.p1	DROME04039, DROME04040, DROME04038
OG0000126	OFUSG02680.1.p1	DROME01805, DROME01804
OG0000126	OFUSG13809.1.p1	DROME21081, DROME21082, DROME21083, DROME21080
OG0000126	OFUSG02691.3.p1, OFUSG02691.2.p1, OFUSG02691.4.p1, OFUSG02691.1.p1, OFUSG02691.5.p1	DROME05808, DROME05806, DROME05810, DROME05805, DROME05801, DROME05809, DROME05802, DROME05807, DROME05803, DROME05799, DROME05800, DROME05804
OG0000126	OFUSG08618.1.p1, OFUSG07602.1.p1	DROME14473, DROME14469, DROME14474, DROME14468, DROME14472, DROME14470, DROME14471
OG0000127	OFUSG14194.1.p1	DROME11205, DROME11204
OG0000127	OFUSG17604.1.p1	DROME05986
OG0000127	OFUSG10843.1.p1	DROME18062
OG0000129	OFUSG12519.1.p1	DROME21055
OG0000130	OFUSG05075.1.p1	DROME11753, DROME15905, DROME02314, DROME10893, DROME15098, DROME15702, DROME15860
OG0000131	OFUSG03831.1.p1, OFUSG03831.2.p1, OFUSG03831.3.p1	DROME18073, DROME18075, DROME18074
OG0000141	OFUSG20211.1.p1, OFUSG20209.1.p1, OFUSG20209.2.p1, OFUSG22834.1.p1, OFUSG05143.1.p1, OFUSG01307.1.p1, OFUSG05744.1.p1, OFUSG17589.1.p1, OFUSG13399.1.p1, OFUSG21166.1.p1	DROME20863, DROME21161
OG0000142	OFUSG05117.1.p1	DROME07188
OG0000142	OFUSG05355.1.p1	DROME13886
OG0000147	OFUSG17282.1.p1	DROME06557, DROME06554, DROME06558, DROME06555, DROME06553, DROME06552, DROME06556
OG0000147	OFUSG21442.2.p1, OFUSG21442.4.p1, OFUSG21442.1.p1, OFUSG21442.3.p1, OFUSG21442.5.p1	DROME06267, DROME06264, DROME06263, DROME06265, DROME06266
OG0000147	OFUSG26238.1.p1	DROME03466
OG0000147	OFUSG25122.1.p1, OFUSG25011.1.p1, OFUSG25011.2.p1	DROME17452, DROME17451
OG0000148	OFUSG14287.1.p1, OFUSG06692.1.p1, OFUSG06891.2.p1, OFUSG06891.4.p1, OFUSG06891.5.p1, OFUSG06891.3.p1, OFUSG06891.1.p1, OFUSG06890.1.p1	DROME19762, DROME19761, DROME19763
OG0000148	OFUSG19418.1.p1, OFUSG19198.1.p1, OFUSG19419.1.p1	DROME12939
OG0000149	OFUSG05240.1.p1, OFUSG20670.1.p1, OFUSG20485.1.p1, OFUSG04685.1.p1, OFUSG04699.1.p1, OFUSG04099.1.p1	DROME17665, DROME17666, DROME17690, DROME17689, DROME17695, DROME17694, DROME07964, DROME16235, DROME16234, DROME16236
OG0000149	OFUSG10155.1.p1, OFUSG06135.1.p1, OFUSG10728.1.p1	DROME14698, DROME14702, DROME14703, DROME14701, DROME14700, DROME14699
OG0000154	OFUSG01698.1.p1	DROME12872, DROME12871
OG0000155	OFUSG26378.1.p1, OFUSG26379.1.p1, OFUSG26376.1.p1, OFUSG04539.1.p1, OFUSG04539.2.p1	DROME05911, DROME05917, DROME05907, DROME05916, DROME05914, DROME05908, DROME05904, DROME05910, DROME05918, DROME05912, DROME05898, DROME05915, DROME05902, DROME05905, DROME05913, DROME05909, DROME05900, DROME05901, DROME05906, DROME05903, DROME05899
OG0000157	OFUSG06400.1.p1	DROME09786
OG0000157	OFUSG20854.1.p1	DROME05150, DROME05149
OG0000158	OFUSG13412.1.p1, OFUSG13412.2.p1	DROME06825, DROME06824
OG0000159	OFUSG00459.1.p1	DROME09571, DROME09570
OG0000160	OFUSG10294.1.p1, OFUSG13209.1.p1, OFUSG25532.1.p1, OFUSG25530.1.p1, OFUSG00766.1.p1, OFUSG13210.1.p1	DROME21236, DROME21232, DROME21234, DROME21233, DROME21235, DROME20353
OG0000162	OFUSG21642.4.p1, OFUSG21642.3.p1, OFUSG21642.1.p1, OFUSG21642.2.p1	DROME21120, DROME21157, DROME21133, DROME21149, DROME21143, DROME21142, DROME21110, DROME21123, DROME21141, DROME21103, DROME21107, DROME21117, DROME21150, DROME21137, DROME21156, DROME21114, DROME21152, DROME21124, DROME21153, DROME21139, DROME21125, DROME21106, DROME21131, DROME21113, DROME21119, DROME21108, DROME21127, DROME21136, DROME21134, DROME21155, DROME21112, DROME21148, DROME21118, DROME21104, DROME21129, DROME21115, DROME21111, DROME21135, DROME21130, DROME21158, DROME21109, DROME21126, DROME21151, DROME21159, DROME21146, DROME21147, DROME21121
OG0000162	OFUSG21423.3.p1, OFUSG21423.2.p1, OFUSG21423.1.p1	DROME21138, DROME21116
OG0000164	OFUSG21051.1.p1, OFUSG26159.1.p1	DROME08486
OG0000167	OFUSG13384.1.p1	DROME04018, DROME04019
OG0000167	OFUSG23708.1.p1, OFUSG23708.2.p1	DROME09457, DROME09458
OG0000168	OFUSG07329.1.p1, OFUSG13418.1.p1, OFUSG13417.1.p1	DROME00156, DROME00157
OG0000168	OFUSG23600.1.p1, OFUSG21195.1.p1, OFUSG24664.1.p1, OFUSG21923.1.p1	DROME01783
OG0000171	OFUSG12255.1.p1, OFUSG02510.1.p1, OFUSG00918.1.p1, OFUSG24189.1.p1	DROME21195, DROME21196, DROME21202, DROME21201, DROME21198, DROME21197, DROME21200, DROME21199
OG0000171	OFUSG10183.1.p1	DROME18491, DROME18493, DROME18496, DROME18497, DROME18494, DROME18492, DROME18495
OG0000172	OFUSG10351.1.p1, OFUSG12067.1.p1, OFUSG22469.1.p1, OFUSG20017.1.p1	DROME05153, DROME05152, DROME05600, DROME14157, DROME11999, DROME15739, DROME15740, DROME07019, DROME09308
OG0000172	OFUSG22008.1.p1, OFUSG21979.1.p1, OFUSG21992.1.p1	DROME14415
OG0000173	OFUSG23457.1.p1, OFUSG23457.2.p1	DROME18317, DROME18316, DROME18314, DROME18318, DROME18315
OG0000174	OFUSG17472.1.p1	DROME10165, DROME11306
OG0000175	OFUSG13162.2.p1, OFUSG13162.1.p1	DROME19671, DROME02329, DROME16486, DROME16483
OG0000175	OFUSG17209.1.p1	DROME03593, DROME00840
OG0000179	OFUSG10862.2.p1, OFUSG10862.1.p1	DROME11221, DROME21050
OG0000179	OFUSG09587.1.p1	DROME07796
OG0000180	OFUSG21383.1.p1, OFUSG20979.1.p1, OFUSG21382.2.p1, OFUSG21382.1.p1	DROME12336
OG0000180	OFUSG23312.1.p1, OFUSG17288.1.p1	DROME21739, DROME21740
OG0000180	OFUSG21395.2.p1, OFUSG21395.1.p1	DROME11922, DROME11921, DROME12780, DROME11368, DROME11367
OG0000181	OFUSG16146.1.p1	DROME12775
OG0000181	OFUSG05616.1.p1	DROME18397
OG0000181	OFUSG26101.1.p1	DROME06226
OG0000182	OFUSG16182.1.p1	DROME13778
OG0000183	OFUSG11627.1.p1, OFUSG11627.2.p1	DROME07200, DROME07199, DROME07201, DROME07198, DROME07192, DROME07195, DROME07191, DROME07194, DROME07196, DROME07193
OG0000183	OFUSG08563.2.p1, OFUSG08563.1.p1, OFUSG09522.1.p1	DROME07008
OG0000185	OFUSG16481.1.p1	DROME20734, DROME20737, DROME20736, DROME20733, DROME20732, DROME20735
OG0000185	OFUSG05213.1.p1	DROME12225, DROME12226
OG0000185	OFUSG17591.4.p1, OFUSG17591.1.p1, OFUSG17591.5.p1, OFUSG17591.3.p1, OFUSG17591.2.p1	DROME03791, DROME03792
OG0000186	OFUSG14836.1.p1, OFUSG14836.3.p1, OFUSG14836.2.p1	DROME18591
OG0000186	OFUSG06957.1.p1	DROME04472
OG0000186	OFUSG21938.1.p1	DROME05503, DROME05502
OG0000188	OFUSG18212.1.p1	DROME16886, DROME16887
OG0000193	OFUSG07986.3.p1, OFUSG07986.2.p1, OFUSG07986.1.p1	DROME21697, DROME21696, DROME21698
OG0000195	OFUSG14819.1.p1	DROME10558, DROME10557, DROME10559, DROME09087
OG0000195	OFUSG05634.1.p1	DROME14260
OG0000197	OFUSG24608.1.p1, OFUSG26953.1.p1, OFUSG22739.1.p1	DROME14335, DROME14334, DROME14336
OG0000200	OFUSG26564.3.p1, OFUSG26564.2.p1, OFUSG26564.1.p1, OFUSG02405.1.p1, OFUSG10404.2.p1, OFUSG10404.1.p1, OFUSG05208.1.p1, OFUSG06413.1.p1, OFUSG22253.1.p1, OFUSG26185.1.p1, OFUSG26678.1.p1, OFUSG21630.1.p1, OFUSG01935.1.p1, OFUSG02466.1.p1, OFUSG02468.1.p1, OFUSG02467.1.p1, OFUSG26675.1.p1	DROME04138, DROME04137, DROME04136, DROME04135, DROME04133, DROME04134, DROME04139, DROME04140, DROME06874, DROME04143, DROME04206, DROME03566, DROME03565, DROME01582, DROME04144
OG0000201	OFUSG18295.1.p1	DROME11047
OG0000201	OFUSG15046.2.p1, OFUSG15046.1.p1	DROME19450
OG0000201	OFUSG15403.1.p1	DROME18513, DROME18512, DROME18511, DROME18514
OG0000202	OFUSG06911.1.p1	DROME14920, DROME14921
OG0000202	OFUSG15858.1.p1	DROME20996, DROME21000, DROME20998, DROME20995, DROME20999, DROME20994, DROME20997, DROME21001
OG0000203	OFUSG23539.1.p1, OFUSG23539.2.p1	DROME04489
OG0000203	OFUSG26269.1.p1, OFUSG26268.1.p1, OFUSG26267.1.p1, OFUSG23325.1.p1, OFUSG23386.1.p1	DROME04557, DROME10212
OG0000204	OFUSG00289.1.p1	DROME20315, DROME20314, DROME20316, DROME20317, DROME15810, DROME15809, DROME15807, DROME15808
OG0000204	OFUSG00295.4.p1, OFUSG00295.3.p1, OFUSG00295.2.p1, OFUSG00295.1.p1	DROME10849, DROME10848
OG0000205	OFUSG16771.1.p1	DROME06842, DROME06843
OG0000205	OFUSG16770.1.p1, OFUSG16770.2.p1, OFUSG03924.1.p1	DROME08187
OG0000207	OFUSG23269.1.p1, OFUSG23266.1.p1	DROME17636
OG0000207	OFUSG00716.2.p1, OFUSG00716.1.p1, OFUSG00716.3.p1	DROME06000
OG0000208	OFUSG05257.1.p1, OFUSG15720.2.p1, OFUSG15720.1.p1, OFUSG15720.3.p1, OFUSG10265.1.p1, OFUSG15667.1.p1, OFUSG22350.1.p1, OFUSG01785.1.p1, OFUSG01785.2.p1, OFUSG24045.1.p1, OFUSG24046.2.p1, OFUSG24046.1.p1	DROME02132
OG0000210	OFUSG25889.1.p1, OFUSG06448.1.p1, OFUSG06449.1.p1	DROME04199, DROME04478
OG0000210	OFUSG24707.1.p1	DROME14047, DROME11376
OG0000211	OFUSG12452.1.p1	DROME17290
OG0000211	OFUSG20005.1.p1	DROME21074, DROME21072, DROME21073, DROME21071, DROME17069, DROME17072, DROME17070, DROME17071, DROME17068
OG0000213	OFUSG02816.1.p1, OFUSG05310.1.p1, OFUSG18845.1.p1, OFUSG14019.1.p1, OFUSG14021.1.p1, OFUSG14031.1.p1, OFUSG20503.1.p1, OFUSG20503.2.p1, OFUSG14030.1.p1, OFUSG23464.1.p1, OFUSG21822.1.p1, OFUSG15373.1.p1, OFUSG05251.1.p1, OFUSG19807.1.p1, OFUSG19808.1.p1, OFUSG19809.1.p1, OFUSG23088.1.p1, OFUSG06543.1.p1	DROME20853
OG0000215	OFUSG26124.2.p1, OFUSG26124.1.p1, OFUSG26122.1.p1, OFUSG26123.1.p1	DROME14129
OG0000222	OFUSG07845.3.p1, OFUSG07845.2.p1, OFUSG07845.1.p1, OFUSG26535.1.p1, OFUSG26532.1.p1, OFUSG17221.1.p1, OFUSG17222.1.p1	DROME09565, DROME16074, DROME09564, DROME04893, DROME12542, DROME12543, DROME13909, DROME07721, DROME07723, DROME07722, DROME20893, DROME03346, DROME18058, DROME18059
OG0000223	OFUSG17112.1.p1, OFUSG17112.2.p1, OFUSG17112.4.p1, OFUSG17112.3.p1, OFUSG23350.2.p1, OFUSG23350.1.p1	DROME10256
OG0000225	OFUSG19279.1.p1, OFUSG19278.1.p1, OFUSG06916.1.p1, OFUSG02515.1.p1, OFUSG18793.3.p1, OFUSG18793.2.p1, OFUSG18793.1.p1, OFUSG15666.1.p1, OFUSG21902.1.p1	DROME11929
OG0000226	OFUSG12589.1.p1	DROME14660
OG0000226	OFUSG07026.2.p1, OFUSG07026.1.p1, OFUSG07426.1.p1	DROME15107, DROME15108, DROME15106, DROME15105
OG0000227	OFUSG16437.1.p1	DROME20242
OG0000227	OFUSG07297.1.p1	DROME04927, DROME04926
OG0000229	OFUSG01001.1.p1, OFUSG18593.1.p1, OFUSG24785.1.p1	DROME04047
OG0000230	OFUSG18882.1.p1	DROME15497, DROME15359, DROME15358, DROME16426, DROME15444
OG0000230	OFUSG05964.1.p1, OFUSG09230.1.p1, OFUSG02663.2.p1, OFUSG02663.1.p1, OFUSG08133.1.p1, OFUSG06558.1.p1	DROME03186
OG0000231	OFUSG00726.1.p1, OFUSG07783.1.p1, OFUSG03303.1.p1	DROME06449, DROME06448
OG0000231	OFUSG25915.1.p1	DROME07837, DROME07836, DROME07835
OG0000231	OFUSG15201.2.p1, OFUSG15201.1.p1, OFUSG15201.3.p1	DROME20855, DROME20857, DROME20856, DROME20854
OG0000231	OFUSG20246.1.p1	DROME07628, DROME07629
OG0000232	OFUSG20082.1.p1, OFUSG20079.1.p1, OFUSG17907.1.p1	DROME10139
OG0000233	OFUSG02520.1.p1, OFUSG02517.1.p1, OFUSG22405.1.p1	DROME13369
OG0000234	OFUSG01567.2.p1, OFUSG01567.1.p1, OFUSG01567.5.p1, OFUSG01567.3.p1, OFUSG01567.4.p1	DROME02357, DROME02356, DROME02359, DROME02355, DROME02358, DROME02367, DROME02366, DROME02368, DROME02364, DROME02365
OG0000234	OFUSG16599.1.p1	DROME11142
OG0000235	OFUSG09415.1.p1, OFUSG07323.1.p1, OFUSG15164.1.p1, OFUSG15163.1.p1	DROME11735
OG0000236	OFUSG25465.1.p1	DROME03355
OG0000236	OFUSG22600.1.p1, OFUSG21168.1.p1, OFUSG10169.1.p1	DROME12102, DROME12101, DROME12103, DROME12096, DROME12097, DROME12095, DROME12094, DROME12092, DROME12100, DROME12099, DROME12098, DROME12093
OG0000238	OFUSG10164.1.p1	DROME01901, DROME01902
OG0000238	OFUSG20653.1.p1	DROME05364, DROME05367, DROME05366, DROME05365
OG0000238	OFUSG20654.1.p1, OFUSG20654.3.p1, OFUSG20654.2.p1, OFUSG20655.1.p1	DROME05361, DROME05360, DROME05362, DROME05359, DROME05357, DROME05358
OG0000238	OFUSG20552.1.p1	DROME08037, DROME08034, DROME08036, DROME08035, DROME08031, DROME08032, DROME08033
OG0000239	OFUSG11213.1.p1, OFUSG11213.2.p1	DROME19712, DROME19710, DROME19709, DROME19707, DROME19705, DROME19704, DROME19703, DROME19706, DROME19702, DROME19701, DROME19711, DROME19708
OG0000239	OFUSG16306.2.p1, OFUSG16306.1.p1	DROME03549, DROME03548, DROME03550, DROME03551
OG0000240	OFUSG25838.1.p1, OFUSG23383.1.p1, OFUSG01957.1.p1, OFUSG25513.1.p1, OFUSG13581.1.p1, OFUSG02370.1.p1, OFUSG00223.1.p1, OFUSG24220.1.p1, OFUSG20470.1.p1, OFUSG20471.1.p1, OFUSG13190.2.p1, OFUSG13190.1.p1, OFUSG22069.1.p1, OFUSG22658.1.p1	DROME20536, DROME04915, DROME04914, DROME21863, DROME21862
OG0000240	OFUSG00810.1.p1, OFUSG20290.1.p1	DROME04779, DROME05772, DROME06965, DROME08357, DROME06930, DROME06939, DROME06932, DROME06931, DROME06933, DROME06938, DROME06935, DROME06936, DROME06937, DROME06934, DROME14517, DROME14518, DROME14516, DROME14525, DROME14521, DROME14522, DROME14519, DROME14520, DROME14523, DROME14524, DROME14527, DROME14528
OG0000242	OFUSG00360.1.p1	DROME19192, DROME19194, DROME19193, DROME19191, DROME20266, DROME20267, DROME20264, DROME20265
OG0000243	OFUSG07932.2.p1, OFUSG07932.1.p1, OFUSG24723.3.p1, OFUSG25474.1.p1, OFUSG03200.1.p1, OFUSG24650.1.p1, OFUSG21635.1.p1, OFUSG21634.1.p1, OFUSG21633.1.p1, OFUSG21632.1.p1, OFUSG06836.1.p1, OFUSG06840.1.p1, OFUSG20651.1.p1, OFUSG17735.1.p1, OFUSG24813.1.p1, OFUSG12689.1.p1, OFUSG06839.1.p1	DROME04743, DROME04742, DROME04744
OG0000245	OFUSG17838.1.p1, OFUSG03562.1.p1, OFUSG17837.1.p1, OFUSG18037.1.p1, OFUSG18302.1.p1	DROME16573, DROME16572, DROME16571, DROME16570, DROME16517, DROME16515, DROME16518, DROME16516, DROME16514
OG0000246	OFUSG24660.1.p1	DROME13185, DROME13186, DROME13188, DROME13187
OG0000249	OFUSG19721.2.p1, OFUSG19721.1.p1	DROME06788, DROME01687, DROME01688, DROME01683, DROME01684, DROME01686, DROME01685
OG0000249	OFUSG20200.1.p1	DROME06506, DROME06505, DROME06488, DROME06489, DROME06490
OG0000251	OFUSG21204.1.p1	DROME21783
OG0000251	OFUSG17263.1.p1, OFUSG17263.2.p1	DROME19364
OG0000251	OFUSG17516.2.p1, OFUSG17516.1.p1, OFUSG12437.1.p1, OFUSG11078.2.p1, OFUSG11078.1.p1	DROME12998, DROME12997
OG0000255	OFUSG14942.1.p1, OFUSG14943.1.p2	DROME15943
OG0000255	OFUSG19654.1.p1, OFUSG20039.1.p1, OFUSG19653.1.p1, OFUSG19652.1.p1	DROME20722, DROME05791, DROME18596
OG0000256	OFUSG07066.1.p1	DROME08251, DROME08252, DROME07911, DROME07910, DROME02059, DROME02058
OG0000257	OFUSG08456.2.p1, OFUSG08456.1.p1	DROME01840, DROME01838, DROME01839, DROME01837
OG0000257	OFUSG15802.1.p1	DROME22065, DROME22067, DROME22063, DROME22064, DROME22066, DROME22069, DROME22068
OG0000257	OFUSG19132.2.p1, OFUSG19132.1.p1	DROME12936
OG0000258	OFUSG10276.3.p1, OFUSG10276.1.p1, OFUSG10276.2.p1, OFUSG10276.4.p1, OFUSG10276.5.p1	DROME06596, DROME06597, DROME06595, DROME06598, DROME06594
OG0000258	OFUSG06329.2.p1, OFUSG06329.4.p1, OFUSG06329.3.p1, OFUSG06329.1.p1	DROME20383
OG0000258	OFUSG11356.1.p1	DROME17641, DROME17639, DROME17640
OG0000260	OFUSG05664.1.p1	DROME17607, DROME17608, DROME17606
OG0000260	OFUSG19110.1.p1	DROME16635, DROME16636
OG0000261	OFUSG24610.1.p1, OFUSG24610.3.p1, OFUSG24610.5.p1, OFUSG24610.4.p1, OFUSG24610.2.p1	DROME06684, DROME06680, DROME06690, DROME06687, DROME06691, DROME06685, DROME06688, DROME06681, DROME06686, DROME06689, DROME06679, DROME06682, DROME06683
OG0000265	OFUSG07823.1.p1, OFUSG07823.4.p1, OFUSG07823.2.p1, OFUSG07823.3.p1, OFUSG07823.5.p1	DROME20971, DROME20976, DROME20973, DROME20972, DROME20977, DROME20974, DROME20975
OG0000265	OFUSG06040.2.p1, OFUSG06040.1.p1	DROME00452
OG0000268	OFUSG04149.1.p1	DROME06261, DROME06262
OG0000268	OFUSG16827.2.p1, OFUSG16827.1.p1	DROME06544, DROME06542, DROME06543
OG0000268	OFUSG24272.1.p1	DROME00943, DROME00944
OG0000270	OFUSG11800.2.p1, OFUSG11800.1.p1, OFUSG11800.3.p1	DROME17877, DROME17878, DROME17879
OG0000270	OFUSG00966.2.p1, OFUSG00966.1.p1	DROME14671, DROME14672, DROME14673, DROME14674
OG0000270	OFUSG11670.1.p1	DROME08572, DROME08571, DROME08577, DROME08573, DROME08576, DROME08574, DROME08575
OG0000271	OFUSG04123.1.p1	DROME19668, DROME19667
OG0000272	OFUSG23999.1.p1, OFUSG23997.1.p1	DROME15587, DROME15589, DROME15586, DROME15588
OG0000272	OFUSG23401.1.p1	DROME05031, DROME05029, DROME05030
OG0000273	OFUSG23162.1.p1	DROME09248, DROME09247, DROME10822, DROME20533
OG0000273	OFUSG20891.1.p1	DROME11374, DROME11373, DROME18659, DROME18660, DROME13047
OG0000273	OFUSG15024.1.p1	DROME08809, DROME08810
OG0000273	OFUSG13439.1.p1	DROME18369
OG0000274	OFUSG14159.1.p1	DROME03975, DROME03976, DROME03972, DROME03974, DROME03973, DROME17174, DROME21409, DROME01792
OG0000275	OFUSG11238.4.p1, OFUSG11238.3.p1, OFUSG11238.1.p1, OFUSG11238.2.p1	DROME13685
OG0000276	OFUSG16022.1.p1	DROME15199
OG0000277	OFUSG15740.1.p1	DROME03338, DROME03337, DROME03339, DROME03340, DROME03341, DROME03342
OG0000277	OFUSG18419.1.p1	DROME03640, DROME03639, DROME21210, DROME21209, DROME08160
OG0000280	OFUSG09011.1.p1	DROME14500, DROME14502, DROME14501, DROME14499
